
[00:00:00.000 --> 00:00:05.160]  今日的故事是發生在猶太年曆的第七個月
[00:08:10.360 --> 00:08:14.200]  亦不是預備會不會燒煙花等等
[00:08:14.200 --> 00:08:15.520]  他們是怎樣?
[00:08:15.520 --> 00:08:18.400]  他們有以色列這個民事
[00:08:18.400 --> 00:08:21.840]  在他們當中做甚麼?
[00:08:21.840 --> 00:08:25.520]  宣講神的律法
[00:08:25.520 --> 00:08:26.800]  聖經告訴我們
[00:08:26.800 --> 00:08:28.680]  當律法書一打開的時候
[00:08:28.680 --> 00:08:30.440]  那群以色列人怎樣?
[00:08:30.440 --> 00:08:33.160]  全部站起來
[00:08:33.160 --> 00:08:38.240]  然後說從早到下午
[00:08:38.240 --> 00:08:42.080]  這群人很留心的側耳而聽
[00:08:42.080 --> 00:08:44.280]  相當的專心
[00:08:44.280 --> 00:08:48.440]  我們看到這群以色列人
[00:08:48.440 --> 00:08:51.800]  相當對神的話語渴求
[00:08:51.800 --> 00:08:53.480]  就像我們經常唱的詩歌
[00:08:53.480 --> 00:08:56.120]  「如鹿渴慕溪水」一樣
[00:08:56.120 --> 00:08:56.920]  弟子姐妹
[00:08:56.920 --> 00:08:59.400]  我相信如果我們要建立神的家的時候
[00:08:59.400 --> 00:09:02.040]  這個渴慕神話語的心
[00:09:02.040 --> 00:09:03.960]  是必定需要有的
[00:09:03.960 --> 00:09:06.640]  沒有了神話語的心
[00:09:06.640 --> 00:09:10.480]  如果大家看到一個很漂亮的教堂
[00:09:10.480 --> 00:09:12.920]  建造得多宏偉
[00:09:12.920 --> 00:09:14.280]  沒有了神的話語
[00:09:14.280 --> 00:09:17.480]  這只不過是一個漂亮的建築物
[00:09:17.480 --> 00:09:19.960]  同樣當一個牧師講道的時候
[00:09:19.960 --> 00:09:21.640]  講得無論如何的精彩
[00:09:21.640 --> 00:09:24.520]  如果他所講的不是神的話語的時候
[00:09:24.520 --> 00:09:26.200]  講的只不過是表達一些
[00:09:26.200 --> 00:09:29.160]  社會議題、政治的看法的時候
[00:09:29.160 --> 00:09:30.280]  講得更好聽
[00:09:30.280 --> 00:09:34.400]  只不過是一篇動聽的演說
[00:09:34.400 --> 00:09:37.480]  主耶穌在這個約翰福音跟我們說
[00:09:37.480 --> 00:09:45.200]  祂的說話就是「靈」就是「生命」
[00:09:45.200 --> 00:09:48.040]  人若果按照祂的說話
[00:09:48.040 --> 00:09:51.080]  來遵循祂的說話而行的時候
[00:09:51.080 --> 00:09:54.640]  就永遠不見死
[00:09:54.640 --> 00:09:58.560]  神的說話就記載在我們今天所閱讀的聖經裡
[00:09:58.560 --> 00:10:00.960]  所以主耶穌鼓勵信徒
[00:10:00.960 --> 00:10:03.360]  祂說你們要查考聖經
[00:10:03.360 --> 00:10:07.560]  因為聖經裡面有永生
[00:10:07.560 --> 00:10:10.440]  史圖保羅也是這樣勸勉、提醒
[00:10:10.440 --> 00:10:13.840]  當時的年輕領袖提摩泰
[00:10:13.840 --> 00:10:15.600]  他為什麼來勸勉提摩泰呢?
[00:10:15.600 --> 00:10:19.200]  他說提摩泰你要做一個無愧的工人
[00:10:19.200 --> 00:10:25.040]  要按著正義、分解、真理的道
[00:10:25.040 --> 00:10:30.000]  所以這個就是正正當日尼西米的時候
[00:10:30.000 --> 00:10:34.480]  那一班百姓聚會時所經歷的事情
[00:10:34.480 --> 00:10:37.680]  你會發覺當日的領袖不只是在講
[00:10:37.680 --> 00:10:39.560]  閱讀神的說話
[00:10:39.560 --> 00:10:40.680]  他們怎樣呢?
[00:10:40.680 --> 00:10:43.400]  清清楚楚念律法書
[00:10:43.400 --> 00:10:44.960]  講明意思
[00:10:44.960 --> 00:10:48.920]  讓百姓明白所念的
[00:10:48.920 --> 00:10:49.800]  換言之
[00:10:49.800 --> 00:10:51.800]  我們要有一個健康的教會
[00:10:51.800 --> 00:10:54.640]  我們要有一個神所喜悅的教會的時候
[00:10:54.640 --> 00:10:57.280]  站在講台上的傳道人
[00:10:57.280 --> 00:11:02.320]  應該是要講神的話語是「按正義分解」
[00:11:02.320 --> 00:11:06.920]  所以如果有傳道人單是在講台上
[00:11:06.920 --> 00:11:09.440]  講一些自己對社會議題的感受
[00:11:09.440 --> 00:11:13.080]  或者是政治的取態
[00:11:13.080 --> 00:11:17.640]  又或者是單單講一些自己的威水史的時候
[00:11:17.640 --> 00:11:19.920]  這是我對自己一個很大的提醒
[00:11:19.920 --> 00:11:22.480]  所以希望大家如果我有那個現象的時候
[00:11:22.480 --> 00:11:25.720]  你要告訴我
[00:11:25.720 --> 00:11:28.000]  我站在這裡的時候,我就要宣講神的說話
[00:11:28.000 --> 00:11:29.600]  我就要讓大家明白神的說話
[00:11:29.600 --> 00:11:31.000]  而相反地
[00:11:31.000 --> 00:11:35.640]  我希望會有一個按著一個渴慕的心
[00:11:35.640 --> 00:11:38.600]  來領受神的話語
[00:11:38.600 --> 00:11:40.800]  好,我們再跳下去第二點
[00:11:40.800 --> 00:11:43.640]  當這個教會,當會眾,當目者
[00:11:43.640 --> 00:11:48.160]  都用一個正確的態度來面對神的話語的時候
[00:11:48.160 --> 00:11:51.040]  我相信這間教會必定有的
[00:11:51.040 --> 00:11:55.160]  是一個合神心意的敬拜
[00:11:55.160 --> 00:11:57.120]  而這個也是正正當日
[00:11:57.120 --> 00:11:59.520]  以色列人我們看得到他們
[00:11:59.520 --> 00:12:01.400]  面對神的說話的時候
[00:12:01.400 --> 00:12:02.720]  他們有的反應
[00:12:02.720 --> 00:12:04.280]  他們有什麼反應呢?
[00:12:04.280 --> 00:12:06.480]  當以色列讚美神的時候
[00:12:06.480 --> 00:12:07.280]  他們怎樣呢?
[00:12:07.280 --> 00:12:09.320]  「同聲說阿們」
[00:12:09.320 --> 00:12:12.560]  然後低頭面伏於地
[00:12:12.560 --> 00:12:14.880]  敬拜耶和華
[00:12:14.880 --> 00:12:18.520]  我們知道和明白神的話語
[00:12:18.520 --> 00:12:23.280]  必定會帶來一個真誠的對神的敬拜
[00:12:23.280 --> 00:12:26.080]  因為通過神的話語
[00:12:26.080 --> 00:12:29.120]  我們才能夠好有深入的認識
[00:12:29.120 --> 00:12:30.960]  我們所信的神是什麼神
[00:12:30.960 --> 00:12:34.760]  唯有當人認識神的偉大的時候
[00:12:34.760 --> 00:12:37.320]  人才能夠知道自己是渺小
[00:12:37.320 --> 00:12:41.480]  唯有當人面對神的大能的時候
[00:12:41.480 --> 00:12:45.160]  人才會突然間覺得原來自己是這麼軟弱
[00:12:45.160 --> 00:12:50.000]  唯有當人面對神的聖潔的時候
[00:12:50.000 --> 00:12:53.360]  人才知道自己原來是這麼有罪性
[00:12:53.360 --> 00:12:56.800]  唯有當人面對神的愛的時候
[00:12:56.800 --> 00:12:59.840]  人才會知道自己的不配
[00:12:59.840 --> 00:13:01.960]  所以詩人說了一句
[00:13:01.960 --> 00:13:04.800]  我覺得好有表達人內心的話
[00:13:04.800 --> 00:13:07.960]  「人算什麼你竟顧念他」
[00:13:07.960 --> 00:13:12.000]  「世人算什麼你竟眷顧他」
[00:13:12.000 --> 00:13:13.760]  如果我們能夠從心底裡面
[00:13:13.760 --> 00:13:15.080]  說出這句話的時候
[00:13:15.080 --> 00:13:17.880]  證明我們真的能夠在神面前
[00:13:17.880 --> 00:13:21.560]  明白自己的渺小與有限
[00:13:21.560 --> 00:13:25.480]  也唯有當我們承認人的有限
[00:13:25.480 --> 00:13:31.640]  人才能夠完全經驗這個無限的神
[00:13:31.640 --> 00:13:35.840]  我們才能夠謙卑下來
[00:13:35.840 --> 00:13:39.040]  來到神面前俯伏敬拜
[00:13:39.040 --> 00:13:41.160]  我們才能夠認罪
[00:13:41.160 --> 00:13:45.840]  懊悔我們所做過不正確的事情
[00:13:45.840 --> 00:13:51.360]  這正是當日以色列人所經驗到的事情
[00:13:51.360 --> 00:13:53.040]  我們看第九節
[00:13:53.040 --> 00:13:55.480]  當他們明白在律法書上
[00:13:55.480 --> 00:13:59.320]  他們實際上是虧欠了神的時候
[00:13:59.320 --> 00:14:01.080]  他們怎樣呢?
[00:14:01.080 --> 00:14:04.160]  「悲哀哭泣」
[00:14:04.160 --> 00:14:08.520]  他們的悲哀顯示了他們的懊悔
[00:14:08.520 --> 00:14:11.120]  詩人大衛這樣說
[00:14:11.120 --> 00:14:15.720]  「神啊,祢所顧念祢所喜愛的不是祭物」
[00:14:15.720 --> 00:14:19.920]  「祢所喜愛的是我們憂傷的靈」
[00:14:19.920 --> 00:14:24.360]  「因為憂傷的靈,神必不稀罕」
[00:14:24.360 --> 00:14:25.800]  所以我們看到
[00:14:25.800 --> 00:14:28.840]  如果我們要一個認真、真誠的敬拜
[00:14:28.840 --> 00:14:32.480]  我們必須要有一個誠實的心
[00:14:32.480 --> 00:14:35.000]  來到神的私隱寶藏面前
[00:14:35.000 --> 00:14:36.200]  我們不需要懼怕
[00:14:36.200 --> 00:14:39.120]  也不需要隱瞞我們的過犯
[00:14:39.120 --> 00:14:42.400]  因為唯有當我們真心的懊悔的時候
[00:14:42.400 --> 00:14:45.560]  神才會赦免、拯救
[00:14:45.560 --> 00:14:47.280]  所以大家如果留意的話
[00:14:47.280 --> 00:14:48.680]  我們可能回到聖公會很久
[00:14:48.680 --> 00:14:51.440]  大家有沒有留意在聖公會的崇拜流程裡面
[00:14:51.440 --> 00:14:54.040]  我們一定有一個環節
[00:14:54.040 --> 00:14:56.040]  就是認罪悔改
[00:14:56.040 --> 00:14:57.560]  這個環節相當重要
[00:14:57.560 --> 00:14:59.560]  因為是讓我們有一個機會
[00:14:59.560 --> 00:15:02.680]  來到神面前再一次承認我們的過犯
[00:15:02.680 --> 00:15:05.280]  因為沒有認罪的時候
[00:15:05.280 --> 00:15:09.040]  人神之間這個罪的阻隔
[00:15:09.040 --> 00:15:11.840]  仍然沒有除去
[00:15:11.840 --> 00:15:13.920]  在以色列文經驗了
[00:15:13.920 --> 00:15:17.920]  或者表達了這個憂傷之後
[00:15:17.920 --> 00:15:19.040]  很奇怪
[00:15:19.040 --> 00:15:23.800]  尼希米叫他們不要再停留在這個憂傷裡面
[00:15:23.800 --> 00:15:25.800]  因為這個7月1號
[00:15:25.800 --> 00:15:31.440]  因為7月1號是他們所謂的聖安息日
[00:15:31.440 --> 00:15:33.320]  所以尼希米就叫他們
[00:15:33.320 --> 00:15:35.160]  你們要去吃肥美的
[00:15:35.160 --> 00:15:36.200]  喝甘甜的
[00:15:36.200 --> 00:15:37.200]  不要再憂愁
[00:15:37.200 --> 00:15:40.080]  不要作聲
[00:15:40.080 --> 00:15:41.360]  大家有沒有留意很奇怪
[00:15:41.360 --> 00:15:44.080]  為什麼我們來教會不可以作聲
[00:15:44.080 --> 00:15:47.080]  是不是因為怕吵醒隔壁那個在睡覺的那個
[00:15:47.080 --> 00:15:48.200]  有這個可能性
[00:15:48.200 --> 00:15:52.200]  不過尼希米的意思並不是這樣
[00:15:52.200 --> 00:15:53.560]  相反
[00:15:53.560 --> 00:15:55.000]  因為神的赦免
[00:15:55.000 --> 00:15:57.960]  我們從神得著這個喜樂
[00:15:57.960 --> 00:16:01.880]  以致我們這個喜樂
[00:16:01.880 --> 00:16:05.880]  能夠成為我們面對人生的力量
[00:16:05.880 --> 00:16:08.920]  所以我經常去跟一些弟兄姐妹探病的時候
[00:16:08.920 --> 00:16:11.920]  我每一次見到一些很感恩、很正面
[00:16:11.920 --> 00:16:15.800]  來面對、經歷自己的病患的弟兄姐妹
[00:16:15.800 --> 00:16:17.560]  都說同一樣東西
[00:16:17.560 --> 00:16:20.760]  你們的喜樂成為你們生命的力量
[00:16:20.760 --> 00:16:26.760]  可以幫助你們經歷這個病患的過程
[00:16:26.760 --> 00:16:30.760]  所以弟兄姐妹我們說要建立教會的時候
[00:16:30.760 --> 00:16:34.360]  這是一個相當重要的元素
[00:16:34.360 --> 00:16:38.360]  我們需要有這一份的喜樂
[00:16:38.360 --> 00:16:41.880]  和認罪悔改的心
[00:16:41.880 --> 00:16:46.280]  因為認罪與悔改是一個相當重要的
[00:16:46.280 --> 00:16:48.520]  但是如果我們認罪悔改之後
[00:16:48.520 --> 00:16:50.520]  如果我們沒有一個確認
[00:16:50.520 --> 00:16:54.160]  知道我們的罪會得赦免的時候
[00:16:54.160 --> 00:16:56.440]  大家會覺得怎麼樣
[00:16:56.440 --> 00:16:59.360]  認罪而不肯定罪得赦免
[00:16:59.360 --> 00:17:02.640]  我們只會進入另外一種的絕望裡面
[00:17:02.640 --> 00:17:04.280]  所以唯有當我們認罪之後
[00:17:04.280 --> 00:17:05.640]  我們在同一個時間
[00:17:05.640 --> 00:17:07.480]  肯定我們的罪在神面前
[00:17:07.480 --> 00:17:08.960]  只要我們真心認罪的時候
[00:17:08.960 --> 00:17:11.360]  我們就罪得赦免
[00:17:11.360 --> 00:17:12.920]  我們就有這個喜樂
[00:17:12.920 --> 00:17:14.440]  就有這個盼望
[00:17:14.440 --> 00:17:15.320]  所以大家要留意
[00:17:15.320 --> 00:17:18.160]  我們每一次的崇拜程序
[00:17:18.160 --> 00:17:20.320]  做完這個認罪討問的時候
[00:17:20.320 --> 00:17:24.360]  我都會上來為大家去讀一段經文
[00:17:24.360 --> 00:17:29.240]  確認我們的罪是會得到神的赦免
[00:17:29.240 --> 00:17:31.440]  接著我們再看下去
[00:17:31.440 --> 00:17:33.760]  當百姓都去吃害
[00:17:33.760 --> 00:17:35.680]  將他們所吃所害
[00:17:35.680 --> 00:17:39.080]  分給其他人的時候
[00:17:39.080 --> 00:17:40.120]  我想問一問大家
[00:17:40.120 --> 00:17:42.440]  為什麼他們要這樣做
[00:17:42.440 --> 00:17:45.440]  他們願意將他們所飲所食分給其他人
[00:17:45.440 --> 00:17:47.760]  原因不是單是
[00:17:47.760 --> 00:17:49.720]  你起碼這樣叫他們
[00:17:49.720 --> 00:17:51.240]  如果我們就在舊約的經文
[00:17:51.240 --> 00:17:54.600]  在這個新令記的十六章十四節
[00:17:54.600 --> 00:17:56.400]  那裡提到
[00:17:56.400 --> 00:17:58.000]  神要求他們的百姓
[00:17:58.000 --> 00:17:59.600]  當首節的時候
[00:17:59.600 --> 00:18:01.040]  你和你的兒女撲匹
[00:18:01.040 --> 00:18:03.920]  和住在你城裡面的利尾人
[00:18:03.920 --> 00:18:07.240]  和寄居樓,寄居的要孤兒寡婦
[00:18:07.240 --> 00:18:10.160]  都要歡樂
[00:18:10.160 --> 00:18:11.440]  就是說這個神的心意
[00:18:11.440 --> 00:18:13.240]  當我們聚晚一起慶祝的時候
[00:18:13.240 --> 00:18:16.880]  我們要每一個人都可以參與其中
[00:18:16.880 --> 00:18:17.880]  所以他們的
[00:18:17.880 --> 00:18:19.480]  可以說他們的喜樂
[00:18:19.480 --> 00:18:22.240]  並不是因為他們有得吃有得喝
[00:18:22.240 --> 00:18:24.400]  而是因為他們明白
[00:18:24.400 --> 00:18:30.400]  並且遵守所教訓他們的說話
[00:18:30.400 --> 00:18:31.480]  所以大家很清楚
[00:18:31.480 --> 00:18:37.720]  他們之前因為沒有遵守律法而憂愁
[00:18:37.720 --> 00:18:44.000]  現在因為遵守明白這個律法而喜樂
[00:18:44.000 --> 00:18:45.360]  我們再看下去
[00:18:45.360 --> 00:18:46.800]  到下一天
[00:18:46.800 --> 00:18:47.960]  他們不是停在那裡
[00:18:47.960 --> 00:18:48.880]  到下一天
[00:18:48.880 --> 00:18:51.400]  那些猶太人的領袖再一次回來
[00:18:51.400 --> 00:18:54.640]  仍然是帶著饑渴的無意的心
[00:18:54.640 --> 00:18:57.640]  來到這個以色列的面前
[00:18:57.640 --> 00:19:02.880]  再去認真的再聽這個律法書上所記的
[00:19:02.880 --> 00:19:05.200]  好了,當我們看到一個部分知道
[00:19:05.200 --> 00:19:08.080]  咦,原來耶和華神在七月份
[00:19:08.080 --> 00:19:11.480]  是吩咐以色列人在那個月份
[00:19:11.480 --> 00:19:16.400]  要這個駐棚的節日
[00:19:16.400 --> 00:19:18.120]  那這班領袖怎麼樣?
[00:19:18.120 --> 00:19:19.920]  聽到神的意思的時候
[00:19:19.920 --> 00:19:23.560]  馬上回去叫百姓一同
[00:19:23.560 --> 00:19:26.600]  按著律法書上所記的而做
[00:19:26.600 --> 00:19:27.760]  我想大家留意一件事
[00:19:27.760 --> 00:19:29.840]  如果我們看第十六至第十七節
[00:19:29.840 --> 00:19:31.960]  這裡講到
[00:19:31.960 --> 00:19:36.640]  不只是那些很熱心的人才去集棚居住
[00:19:36.640 --> 00:19:37.560]  而是什麼?
[00:19:37.560 --> 00:19:40.080]  是所有的百姓
[00:19:40.080 --> 00:19:43.320]  當所有人一起做神的吩咐的時候
[00:19:43.320 --> 00:19:44.320]  後果是怎麼樣?
[00:19:44.320 --> 00:19:46.120]  結果如何?
[00:19:46.120 --> 00:19:49.600]  結果是眾人大大喜樂
[00:19:49.600 --> 00:19:51.640]  大家有沒有想過為什麼這班人這麼喜樂?
[00:19:51.640 --> 00:19:55.440]  不是住在棚裡很開心的嗎?
