
[00:00:00.000 --> 00:00:04.800]  在這段時間陸陸續續都有很多婚假喜事
[00:01:34.280 --> 00:01:38.120]  第一就是要紀念主耶穌的誕生
[00:01:38.120 --> 00:01:43.400]  第二也是期盼主耶穌有一天會再回來
[00:01:43.400 --> 00:01:46.040]  所以聖誕節對基督徒來說
[00:01:46.040 --> 00:01:48.720]  不單止是二十四日平安夜
[00:01:48.720 --> 00:01:51.120]  二十五日聖誕節
[00:01:51.120 --> 00:01:54.400]  當然更加不單止是二十五、二十六日
[00:01:54.400 --> 00:01:57.760]  今年多了一個二十七日的公眾假期
[00:01:57.760 --> 00:02:00.280]  而是由張臨期第一主日開始
[00:02:00.280 --> 00:02:02.240]  大約有一個月的時間
[00:02:02.240 --> 00:02:05.440]  從禮堂的佈置
[00:02:05.440 --> 00:02:07.000]  從聚會的內容
[00:02:07.000 --> 00:02:09.680]  安排、師哥講到的信息
[00:02:09.680 --> 00:02:12.080]  亦都包括了每一個信徒
[00:02:12.080 --> 00:02:17.040]  日常生活、身、心、靈的預備、投入
[00:02:17.040 --> 00:02:21.160]  上主日就是今年張臨期的第一主日
[00:02:21.160 --> 00:02:23.800]  今個主日就是第二主日
[00:02:23.800 --> 00:02:25.520]  主題是「悔改」
[00:02:25.520 --> 00:02:27.200]  還有第三、第四的主日
[00:02:27.200 --> 00:02:29.320]  直至到十二月二十四日
[00:02:29.320 --> 00:02:33.240]  迎接著十二月二十五日的聖誕節
[00:02:33.240 --> 00:02:36.760]  是一個宣告在至高之處
[00:02:36.760 --> 00:02:38.760]  榮耀歸於神
[00:02:38.760 --> 00:02:47.480]  在地上平安歸於他所喜悅的人的日子
[00:02:47.480 --> 00:02:49.720]  想知道多一點關於張臨期
[00:02:49.720 --> 00:02:53.200]  可以參與接下來星期三晚的祈禱會
[00:02:53.200 --> 00:02:55.760]  教師會帶我們用一個題目
[00:02:55.760 --> 00:02:58.120]  「以臨未臨張臨期的再師」
[00:02:58.120 --> 00:03:00.520]  帶領我們去祈禱
[00:03:00.520 --> 00:03:02.040]  今天我們看的經文是
[00:03:02.040 --> 00:03:04.240]  《馬太福音》三章一至十二節
[00:03:04.240 --> 00:03:07.040]  是按照教會年曆的編排而選的
[00:03:07.040 --> 00:03:10.160]  帶領會眾去做好準備
[00:03:10.160 --> 00:03:12.160]  在經文的這個時刻
[00:03:12.160 --> 00:03:13.800]  耶穌已經出世
[00:03:13.800 --> 00:03:15.760]  已經長大了三十歲
[00:03:15.760 --> 00:03:18.640]  祂隨即就會開始出來傳道
[00:03:18.640 --> 00:03:22.600]  一步一步地完成祂在地上的使命
[00:03:22.600 --> 00:03:24.960]  最重要的就是祂在十字架上
[00:03:24.960 --> 00:03:30.160]  為人的罪受死 埋葬 復活的這個任務
[00:03:30.160 --> 00:03:31.840]  於是在這個時候
[00:03:31.840 --> 00:03:34.480]  神仙差派了今日經文的主角
[00:03:34.480 --> 00:03:38.160]  獅洗約翰來宣講悔改的信息
[00:03:38.160 --> 00:03:43.000]  為耶穌將要進入人的心去開路
[00:03:43.000 --> 00:03:46.760]  經文記述了獅洗約翰這兩方面的準備
[00:03:46.760 --> 00:03:47.480]  第一
[00:03:47.480 --> 00:03:53.400]  祂自己在宣講和生活上去為耶穌作準備
[00:03:53.400 --> 00:03:53.960]  第二
[00:03:53.960 --> 00:03:56.360]  祂要預備一群群眾的心
[00:03:56.360 --> 00:03:59.960]  群眾要有一個悔改的心
[00:03:59.960 --> 00:04:03.280]  而這個悔改是一個真實 真誠的悔改
[00:04:03.280 --> 00:04:05.080]  是好像一棵樹一樣
[00:04:05.080 --> 00:04:06.240]  能夠結到果子
[00:04:06.240 --> 00:04:08.200]  憑這棵樹的果子就分辨得到
[00:04:08.200 --> 00:04:09.840]  這一棵是什麼樣的樹
[00:04:09.840 --> 00:04:13.080]  以及這棵樹的健康狀況
[00:04:13.080 --> 00:04:15.200]  我們先看看第一部份
[00:04:15.200 --> 00:04:16.720]  約翰他怎樣透過宣講
[00:04:16.720 --> 00:04:19.680]  和祂的生活為耶穌作準備呢
[00:04:19.680 --> 00:04:22.880]  在第三章一至四節
[00:04:22.880 --> 00:04:24.200]  在那些日子
[00:04:24.200 --> 00:04:26.000]  獅洗的約翰出來
[00:04:26.000 --> 00:04:28.960]  在猶太的曠野宣講
[00:04:28.960 --> 00:04:30.640]  你們要悔改
[00:04:30.640 --> 00:04:33.080]  因為天國近了
[00:04:33.080 --> 00:04:36.040]  這人就是以塞亞先知所說的
[00:04:36.040 --> 00:04:39.000]  在曠野有聲音呼喊著
[00:04:39.000 --> 00:04:40.280]  預備主的道
[00:04:40.280 --> 00:04:43.160]  修植他的路
[00:04:43.160 --> 00:04:45.280]  在那些日子
[00:04:45.280 --> 00:04:48.360]  就是耶穌就快要出來傳道之前
[00:04:48.360 --> 00:04:50.160]  神就差派了獅洗約翰
[00:04:50.160 --> 00:04:52.880]  為耶穌做開路先鋒
[00:04:52.880 --> 00:04:56.000]  約翰開始在曠野裏面宣講
[00:04:56.000 --> 00:04:57.400]  你們要悔改
[00:04:57.400 --> 00:04:59.320]  因為天國近了
[00:04:59.320 --> 00:05:01.000]  祂呼籲人要把握時間
[00:05:01.000 --> 00:05:03.480]  把握機會向神去悔改
[00:05:03.480 --> 00:05:05.440]  因為天國就來近了
[00:05:05.440 --> 00:05:08.800]  天國就是神要掌權的範圍領域
[00:05:08.800 --> 00:05:11.280]  神的國就快要來了
[00:05:11.280 --> 00:05:11.960]  到那時候
[00:05:11.960 --> 00:05:14.480]  神要按公義去審判世界
[00:05:14.480 --> 00:05:17.400]  沒有人可以逃避這個時刻
[00:05:17.400 --> 00:05:19.240]  所以聽到這個消息的人
[00:05:19.240 --> 00:05:21.880]  就要好好準備
[00:05:21.880 --> 00:05:23.880]  把握時間機會去悔改
[00:05:23.880 --> 00:05:26.320]  迴轉歸向神
[00:05:26.320 --> 00:05:32.160]  悔改就是心思態度上的轉變轉向
[00:05:32.160 --> 00:05:34.280]  這個十字架就代表神
[00:05:34.280 --> 00:05:36.200]  這隻手代表我
[00:05:36.200 --> 00:05:37.760]  在未悔改之前
[00:05:37.760 --> 00:05:40.040]  我就背著神
[00:05:40.040 --> 00:05:41.880]  去走自己的路
[00:05:41.880 --> 00:05:45.320]  我們說每一個人都有三觀
[00:05:45.320 --> 00:05:46.440]  人生觀
[00:05:46.440 --> 00:05:47.520]  價值觀
[00:05:47.520 --> 00:05:48.840]  世界觀
[00:05:48.840 --> 00:05:50.520]  我們看什麼重要
[00:05:50.520 --> 00:05:52.040]  看什麼是對還是錯
[00:05:52.040 --> 00:05:53.960]  我們怎樣看這個世界
[00:05:53.960 --> 00:05:55.160]  當我背著神的時候
[00:05:55.160 --> 00:05:57.160]  我就按著我自己的三觀
[00:05:57.160 --> 00:05:58.840]  按照我的喜好
[00:05:58.840 --> 00:06:00.800]  去走我的路
[00:06:00.800 --> 00:06:03.240]  悔改的意思就是
[00:06:03.240 --> 00:06:05.000]  迴轉向神
[00:06:05.000 --> 00:06:08.080]  向著神的方向去走
[00:06:08.080 --> 00:06:09.080]  在這個時候
[00:06:09.080 --> 00:06:12.080]  其實我們同時也會看到其他東西
[00:06:12.080 --> 00:06:13.120]  是不是
[00:06:13.120 --> 00:06:14.440]  也會看到其他東西
[00:06:14.440 --> 00:06:15.880]  那時候我們走著走著
[00:06:15.880 --> 00:06:18.000]  會走歪了一點點
[00:06:18.000 --> 00:06:20.480]  然後神又提醒我們
[00:06:20.480 --> 00:06:23.800]  我們要回到神這個方向
[00:06:23.800 --> 00:06:27.840]  所以悔改不單止是你信主那一刻
[00:06:27.840 --> 00:06:30.240]  或者是某些重要的事發生了之後
[00:06:30.240 --> 00:06:33.080]  你突然間一個大幅度的轉變
[00:06:33.080 --> 00:06:36.280]  同時也都是在日常生活裏面
[00:06:36.280 --> 00:06:38.960]  時不時就要去反省一下
[00:06:38.960 --> 00:06:40.840]  調整一下你的腳步
[00:06:40.840 --> 00:06:43.760]  修正一下你的方向
[00:06:43.760 --> 00:06:47.120]  這個每一天就是一個靈修的操練
[00:06:47.120 --> 00:06:47.920]  我們說
[00:06:47.920 --> 00:06:50.120]  我們每一天都要微調一下
[00:06:50.120 --> 00:06:52.960]  我們還是不是向著神這個方向
[00:06:52.960 --> 00:07:00.760]  當人要邀請耶穌進入我們的心裏面的時候
[00:07:00.760 --> 00:07:02.480]  我們要向神認罪悔改
[00:07:02.480 --> 00:07:04.120]  這個是第一步
[00:07:04.120 --> 00:07:07.240]  所以約翰的宣講就是為耶穌鋪路
[00:07:07.240 --> 00:07:11.000]  鋪一條耶穌進入人心的路
[00:07:11.000 --> 00:07:12.480]  就好像一個重要的人
[00:07:12.480 --> 00:07:13.840]  祂出巡的時候
[00:07:13.840 --> 00:07:17.720]  祂會先派人去開路
[00:07:17.720 --> 00:07:20.240]  馬太福音這裏的作者馬太
[00:07:20.240 --> 00:07:21.040]  他就說
[00:07:21.040 --> 00:07:23.240]  約翰所做的就是
[00:07:23.240 --> 00:07:26.240]  聖經二賽亞書所說的
[00:07:26.240 --> 00:07:29.480]  在二賽亞書四十章三節
[00:07:29.480 --> 00:07:31.160]  有聲音呼喊著
[00:07:31.160 --> 00:07:34.160]  要在曠野為耶和華預備道路
[00:07:34.160 --> 00:07:37.960]  在沙漠為我們的神修植大道
[00:07:37.960 --> 00:07:40.160]  二賽亞書這段說話是預言
[00:07:40.160 --> 00:07:43.840]  當時被擄到巴比倫的猶太人
[00:07:43.840 --> 00:07:46.880]  他們將要回歸故土
[00:07:46.880 --> 00:07:48.480]  於是神說
[00:07:48.480 --> 00:07:50.080]  我會在你們前面走
[00:07:50.080 --> 00:07:53.520]  為你開一條暢通的路
[00:07:53.520 --> 00:07:55.280]  也可以用在這裏
[00:07:55.280 --> 00:07:57.720]  就是當耶穌再來的時候
[00:07:57.720 --> 00:08:00.280]  約翰就為耶穌開路
[00:08:00.280 --> 00:08:04.320]  宣講悔改的信息預備人的心
[00:08:04.320 --> 00:08:06.840]  除了二賽亞書的預言之外
[00:08:06.840 --> 00:08:10.160]  先知馬拉基在馬拉基書四章五節都說
[00:08:10.160 --> 00:08:11.080]  看啊
[00:08:11.080 --> 00:08:14.280]  耶和華大兒可謂之日未到以前
[00:08:14.280 --> 00:08:20.000]  我要猜遣以利亞先知到你們那裏去
[00:08:20.000 --> 00:08:23.160]  主耶穌在世上提及施捨約翰的時候
[00:08:23.160 --> 00:08:26.200]  在馬太福音十一章十四節
[00:08:26.200 --> 00:08:30.240]  這人就是那要來的以利亞
[00:08:30.240 --> 00:08:33.720]  所以在那一天未到之前
[00:08:33.720 --> 00:08:36.760]  神預先警告祂的百姓
[00:08:36.760 --> 00:08:39.560]  將來必有審判的日子
[00:08:39.560 --> 00:08:41.640]  現在這一刻你們就要悔改了
[00:08:41.640 --> 00:08:43.280]  如果你們相信的話
[00:08:43.280 --> 00:08:44.880]  你們要有行動
[00:08:44.880 --> 00:08:51.640]  所以約翰就正正履行上帝要他做的時代使命
[00:08:51.640 --> 00:08:54.640]  約翰的宣講是在曠野裏面宣講
[00:08:54.640 --> 00:08:56.080]  對於猶太人來說
[00:08:56.080 --> 00:08:58.880]  因為他們的祖先有四十年的時間
[00:08:58.880 --> 00:08:59.840]  出了埃及之後
[00:08:59.840 --> 00:09:03.400]  就在曠野裏面一路去漂流
[00:09:03.400 --> 00:09:05.320]  所以在猶太人的心目中
[00:09:05.320 --> 00:09:10.600]  曠野就是一個神帶領和師恩的地方
[00:09:10.600 --> 00:09:13.040]  約翰在曠野裏面宣講
[00:09:13.040 --> 00:09:16.920]  不單止祂是身處在那個地方
[00:09:16.920 --> 00:09:18.360]  經文裏面都告訴我們
[00:09:18.360 --> 00:09:19.400]  祂的生活方式
[00:09:19.400 --> 00:09:20.800]  祂的衣著打扮
[00:09:20.800 --> 00:09:23.920]  都在配合祂的宣講內容
[00:09:23.920 --> 00:09:27.480]  第四節說:這約翰身穿樂唐模的衣服
[00:09:27.480 --> 00:09:28.440]  腰束皮帶
[00:09:28.440 --> 00:09:31.720]  吃的是蝗蟲和野蜜
[00:09:31.720 --> 00:09:39.360]  記不記得約翰的父親是做什麼的?
[00:09:39.360 --> 00:09:40.640]  聽到了
[00:09:40.640 --> 00:09:41.600]  做祭司
[00:09:41.600 --> 00:09:43.080]  約翰的父親是做祭司的
[00:09:43.080 --> 00:09:47.440]  以前的人通常都會指承父職
[00:09:47.440 --> 00:09:52.040]  所以理論上約翰都應該是可以做祭司
[00:09:52.040 --> 00:09:59.600]  但是你看到約翰和祭司的整個生活方式都不同
[00:09:59.600 --> 00:10:02.040]  祭司應該在飲食上
[00:10:02.040 --> 00:10:05.080]  衣服上都有嚴格的規定
[00:10:05.080 --> 00:10:08.280]  但是約翰現在身在曠野
[00:10:08.280 --> 00:10:12.440]  穿着和吃的都不是一個祭司的規格
[00:10:12.440 --> 00:10:15.080]  因為無論是祂還是祂的家人
[00:10:15.080 --> 00:10:16.280]  都很清楚知道
[00:10:16.280 --> 00:10:19.280]  神給了約翰一個特別的任務
[00:10:19.280 --> 00:10:22.640]  所以祂不是做祭司是做先知
[00:10:22.640 --> 00:10:25.320]  所以約翰的衣著打扮生活方式
[00:10:25.320 --> 00:10:27.640]  和以利亞極為相似
[00:10:27.640 --> 00:10:29.840]  約翰很清楚自己的任務
[00:10:29.840 --> 00:10:32.080]  祂要宣告的是一個悔改的信息
[00:10:32.080 --> 00:10:39.200]  所以祂選擇一個配合祂所宣講的信息的生活方式
[00:10:39.200 --> 00:10:40.800]  第二部份我們看看
[00:10:40.800 --> 00:10:43.280]  這群群眾為耶穌做的準備
[00:10:43.280 --> 00:10:45.840]  就是要有一個悔改的心
[00:10:45.840 --> 00:10:48.720]  在五至十二節
[00:10:48.720 --> 00:10:50.160]  那時耶路撒冷
[00:10:50.160 --> 00:10:53.440]  全猶太和全約旦河地區的人
[00:10:53.440 --> 00:10:55.200]  都到約翰那裏去
[00:10:55.200 --> 00:10:56.640]  承認他們的罪
[00:10:56.640 --> 00:11:00.200]  在約旦河裏受他的洗
[00:11:00.200 --> 00:11:05.000]  約翰的宣講顯然已經受到廣泛的關注和認同
[00:11:05.000 --> 00:11:08.080]  所以有很多人都來到約翰那裏
[00:11:08.080 --> 00:11:10.520]  很想接受一個悔改的洗禮
[00:11:10.520 --> 00:11:13.320]  承認自己的罪
[00:11:13.320 --> 00:11:17.400]  受死的人都包括以下的這些人
[00:11:17.400 --> 00:11:20.720]  約翰看得出他們不是真心的
[00:11:20.720 --> 00:11:24.360]  於是約翰很嚴厲地去警告他們
[00:11:24.360 --> 00:11:25.560]  責備他們
[00:11:25.560 --> 00:11:26.800]  第七節
[00:11:26.800 --> 00:11:31.720]  約翰看見許多法尼賽人和撒都哥人也來受洗
[00:11:31.720 --> 00:11:33.320]  就對他們說
[00:11:33.320 --> 00:11:34.920]  「毒蛇的業種啊」
[00:11:34.920 --> 00:11:38.920]  「誰指示你們逃避那將要來的憤怒呢」
[00:11:38.920 --> 00:11:43.760]  「你們要揭出果子來和悔改的心相稱」
[00:11:43.760 --> 00:11:45.640]  「不要自己心裏說」
[00:11:45.640 --> 00:11:48.440]  「我們有阿伯拉罕為祖宗」
[00:11:48.440 --> 00:11:49.920]  「我告訴你們」
[00:11:49.920 --> 00:11:51.680]  「神能從這些石頭中」
[00:11:51.680 --> 00:11:54.520]  「給阿伯拉罕興起子孫來」
[00:11:54.520 --> 00:11:57.960]  「現在虎子已經放在樹根上」
[00:11:57.960 --> 00:11:59.880]  「凡不結好果子的樹」
[00:11:59.880 --> 00:12:01.320]  「就砍下來」
[00:12:01.320 --> 00:12:03.400]  「雕在火裏」
[00:12:03.400 --> 00:12:08.080]  這裏說的兩類人
[00:12:08.080 --> 00:12:10.440]  都來接受約翰的洗禮
[00:12:10.440 --> 00:12:12.560]  包括法尼賽人
[00:12:12.560 --> 00:12:14.920]  他們原本是一班遵守律法
[00:12:14.920 --> 00:12:17.720]  禮儀與世隔絕的一班群體
[00:12:17.720 --> 00:12:20.160]  但是慢慢 慢慢
[00:12:20.160 --> 00:12:23.600]  他們就變成了墨守成規
[00:12:23.600 --> 00:12:25.200]  驅離傳統
[00:12:25.200 --> 00:12:27.080]  只是注重外表形式
[00:12:27.080 --> 00:12:29.880]  忽略了內心實際
[00:12:29.880 --> 00:12:31.040]  當時的民事
[00:12:31.040 --> 00:12:34.560]  民事就是那些抄寫和教導聖經的人
[00:12:34.560 --> 00:12:37.800]  他們都很多是屬於法尼賽人
[00:12:37.800 --> 00:12:40.320]  另外一班叫做撒都哥人
[00:12:40.320 --> 00:12:43.840]  撒都哥人是猶太人的世襲貴族
[00:12:43.840 --> 00:12:46.600]  多數從事祭司的職務
[00:12:46.600 --> 00:12:49.680]  他們思想就相對法尼賽人開明一點
[00:12:49.680 --> 00:12:52.120]  不過他們只承認摩西五經
[00:12:52.120 --> 00:12:53.760]  他們反對法尼賽人
[00:12:53.760 --> 00:12:56.080]  所遵守的那些口傳規條
[00:12:56.080 --> 00:13:00.720]  他們都不信鬼魂、天使復活等等的道理
[00:13:00.720 --> 00:13:03.120]  法尼賽人、撒都哥人
[00:13:03.120 --> 00:13:05.440]  他們是當時的宗教領袖
[00:13:05.440 --> 00:13:07.640]  他們都來受洗
[00:13:07.640 --> 00:13:09.880]  不過 約翰看得出
[00:13:09.880 --> 00:13:12.600]  他們當中很多都是假意的
[00:13:12.600 --> 00:13:15.080]  他們以為只要接受了約翰的洗禮
[00:13:15.080 --> 00:13:18.760]  就可以避免神的審判
[00:13:18.760 --> 00:13:20.880]  約翰一點都不客氣
[00:13:20.880 --> 00:13:24.280]  很嚴厲地指責他們是毒蛇的種類
[00:13:24.280 --> 00:13:26.640]  即是內心敗壞的人
[00:13:26.640 --> 00:13:28.800]  如果他們沒有真誠的悔改
[00:13:28.800 --> 00:13:30.440]  在神審判的日子
[00:13:30.440 --> 00:13:34.040]  是沒有辦法逃避將來的審判
[00:13:34.040 --> 00:13:38.680]  這裡是引用了耶利米書的一個意境
[00:13:38.680 --> 00:13:40.800]  指出這班人
[00:13:40.800 --> 00:13:44.880]  就好像棲身在樹林之中的蛇
[00:13:44.880 --> 00:13:47.040]  當人要砍伐樹林
[00:13:47.040 --> 00:13:50.280]  要焚燒清理這個樹林的時候
[00:13:50.280 --> 00:13:53.360]  那些蛇就會很慌張地逃命
[00:13:53.360 --> 00:13:55.280]  約翰的意思就是說
[00:13:55.280 --> 00:13:57.480]  人如果要逃避神的審判
[00:13:57.480 --> 00:14:00.160]  不可以只是外表做些什麼
[00:14:00.160 --> 00:14:02.240]  即使外表受洗了
[00:14:02.240 --> 00:14:03.560]  也沒有用
[00:14:03.560 --> 00:14:06.160]  需要有實際的生活和行為的改變
[00:14:06.160 --> 00:14:10.080]  來證明你裡面的悔改
[00:14:10.080 --> 00:14:12.680]  這裡也提到亞伯拉罕
[00:14:12.680 --> 00:14:16.640]  猶太人很尊重他們的祖先亞伯拉罕
[00:14:16.640 --> 00:14:20.280]  他們認為他們既然是亞伯拉罕的子孫
[00:14:20.280 --> 00:14:22.600]  神所給的應許和祝福
[00:14:22.600 --> 00:14:25.000]  就是單單屬於他們這個民族的
[00:14:25.000 --> 00:14:26.920]  其他外族人也沒有份
[00:14:26.920 --> 00:14:28.520]  他們也有一句俗語
[00:14:28.520 --> 00:14:33.080]  就說亞伯拉罕到時就會坐在地獄的門口
[00:14:33.080 --> 00:14:37.840]  他是不會讓他的子孫下地獄的
[00:14:37.840 --> 00:14:40.880]  但事實上約翰告訴他們
[00:14:40.880 --> 00:14:43.840]  那個斧頭已經在樹根上了
[00:14:43.840 --> 00:14:45.360]  犯不結果子的
[00:14:45.360 --> 00:14:49.120]  就會掉下來丟在火裡
[00:14:49.120 --> 00:14:50.480]  時日無多了
[00:14:50.480 --> 00:14:52.920]  要把握機會去悔改
[00:14:52.920 --> 00:14:55.960]  不要以為你是誰的後裔
[00:14:55.960 --> 00:14:59.760]  不要以為你有什麼身份、民族、地位
[00:14:59.760 --> 00:15:02.120]  那些沒有真心悔改的人
[00:15:02.120 --> 00:15:03.440]  沒有神的生命的人
[00:15:03.440 --> 00:15:05.600]  就好像枯萎了的樹枝一樣
[00:15:05.600 --> 00:15:11.920]  將來必定遭受審判、被神丟棄
[00:15:11.920 --> 00:15:15.160]  然後約翰再解釋他所施行的洗禮
[00:15:15.160 --> 00:15:18.800]  和那個將要來的耶穌的關係
[00:15:18.800 --> 00:15:21.720]  以及日後人要奉耶穌的名
[00:15:21.720 --> 00:15:24.640]  去接受洗禮的分別
[00:15:24.640 --> 00:15:26.320]  十一、十二節
[00:15:26.320 --> 00:15:28.200]  我是用水給你們的屍體
[00:15:28.200 --> 00:15:29.600]  叫你們悔改
[00:15:29.600 --> 00:15:33.080]  但那在我以後來的能力比我大
[00:15:33.080 --> 00:15:36.160]  我就是給他提鞋子也不配
[00:15:36.160 --> 00:15:39.840]  他要用聖靈與火給你們施洗
[00:15:39.840 --> 00:15:41.960]  他手裡拿著播機
[00:15:41.960 --> 00:15:43.920]  要揚淨他的穀物
[00:15:43.920 --> 00:15:46.080]  把麥子收在倉裡
[00:15:46.080 --> 00:15:51.520]  把糠用不滅的火燒盡
[00:15:51.520 --> 00:15:54.840]  約翰解釋他現在替人做的洗禮
[00:15:54.840 --> 00:15:57.080]  是一個悔改的洗禮
[00:15:57.080 --> 00:15:59.840]  即是向神認罪的行動
[00:15:59.840 --> 00:16:04.160]  是為耶穌將要進入人的心去做準備
[00:16:04.160 --> 00:16:08.120]  日後人還要奉耶穌的名去受洗
[00:16:08.120 --> 00:16:12.360]  那個才是真正與主同死同活的洗禮
[00:16:12.360 --> 00:16:15.440]  那位將要來的才是主
[00:16:15.440 --> 00:16:19.880]  約翰說我連做他的僕人也不配
[00:16:19.880 --> 00:16:21.600]  猶太人一般出街的時候
[00:16:21.600 --> 00:16:24.760]  會穿著一對類似涼鞋的鞋子
[00:16:24.760 --> 00:16:28.120]  所以進到屋或者室內的時候
[00:16:28.120 --> 00:16:33.400]  屋裡的僕人就會幫主人或客人去脫鞋
[00:16:33.400 --> 00:16:35.920]  然後拿水給他們洗腳
[00:16:35.920 --> 00:16:37.840]  約翰的意思是
[00:16:37.840 --> 00:16:41.640]  將來那個要來的耶穌他的能力很大
[00:16:41.640 --> 00:16:47.320]  我甚至幫他做洗腳的工作也不配
[00:16:47.320 --> 00:16:50.040]  另外猶太人他們收割了麥子之後
[00:16:50.040 --> 00:16:54.320]  就會在和尚上面去打谷
[00:16:54.320 --> 00:17:00.240]  目的就是令麥子和糠皮分開
[00:17:00.240 --> 00:17:01.840]  他們一邊洗的時候
[00:17:01.840 --> 00:17:04.160]  那些麥就會掉到地上
[00:17:04.160 --> 00:17:06.400]  那些糠皮因為很輕
[00:17:06.400 --> 00:17:12.880]  就會隨風飄到附近的地方一堆一堆
[00:17:12.880 --> 00:17:16.560]  分開了麥子和糠皮之後
[00:17:16.560 --> 00:17:19.200]  乾淨的麥子就會藏在倉庫裡
[00:17:19.200 --> 00:17:24.040]  那些糠皮就會當燃料去燒掉
[00:17:24.040 --> 00:17:25.920]  約翰用一個當時的人
[00:17:25.920 --> 00:17:28.640]  都會很明白的一個比喻一個意境
[00:17:28.640 --> 00:17:30.720]  說到主耶穌再來的時候
[00:17:30.720 --> 00:17:33.840]  他就要做分別和審判的工作
[00:17:33.840 --> 00:17:37.440]  他要審判哪個是有神生命的麥子
[00:17:37.440 --> 00:17:40.600]  哪些是虛有其表的糠
[00:17:40.600 --> 00:17:43.720]  前者會被收在天上的倉庫
[00:17:43.720 --> 00:17:46.200]  即是進入永生天堂
[00:17:46.200 --> 00:17:49.440]  後者就要被丟到火湖裡面燒
[00:17:49.440 --> 00:17:54.000]  即是永遠滅亡地獄
[00:17:54.000 --> 00:17:56.800]  而在接著下去的經文十三節打後
[00:17:56.800 --> 00:17:58.560]  就在說耶穌受洗了
[00:17:58.560 --> 00:18:04.120]  祂受洗的時候代表祂正式出來傳道了
[00:18:04.120 --> 00:18:06.800]  在今天看的這段經文裡面
[00:18:06.800 --> 00:18:08.160]  在耶穌來之前
[00:18:08.160 --> 00:18:12.080]  神就差派了約翰為耶穌做好準備
[00:18:12.080 --> 00:18:14.240]  宣講天國的信息
[00:18:14.240 --> 00:18:18.840]  祂邀請人去正視自己對神的態度
[00:18:18.840 --> 00:18:20.720]  呼籲人要把握機會
[00:18:20.720 --> 00:18:22.880]  認罪悔改歸向神
[00:18:22.880 --> 00:18:24.240]  祂的生活方式
[00:18:24.240 --> 00:18:28.680]  都配合祂要宣講的信息
[00:18:28.680 --> 00:18:32.880]  在耶穌來之前
[00:18:32.880 --> 00:18:36.080]  群眾當聽到約翰的呼籲之後
[00:18:36.080 --> 00:18:38.600]  他們也要為耶穌做好準備
[00:18:38.600 --> 00:18:41.600]  就是正視自己對神的態度
[00:18:41.600 --> 00:18:44.960]  把握機會向神悔改
[00:18:44.960 --> 00:18:48.520]  然後悔改之後的行為表現
[00:18:48.520 --> 00:18:51.560]  應該要有相稱的表現
[00:18:51.560 --> 00:18:57.440]  去反映出祂裡面一個真實悔改的心
[00:18:57.440 --> 00:18:58.800]  在這張臨期裡面
