
[00:00:00.000 --> 00:00:03.820]  各位電影姊妹 主禮平安
[00:05:07.320 --> 00:05:08.860]  你搬新屋
[00:05:08.860 --> 00:05:09.860]  因為你有舊屋
[00:05:09.860 --> 00:05:13.260]  請問哪條是舊的命令
[00:05:13.260 --> 00:05:15.700]  你知不知道
[00:05:15.700 --> 00:05:16.860]  你不要講那麼多
[00:05:16.860 --> 00:05:18.400]  我出去進行就是了
[00:05:18.400 --> 00:05:19.240]  Yes Sir
[00:05:19.240 --> 00:05:21.040]  就衝出去了
[00:05:21.040 --> 00:05:22.940]  你們聽清楚一點
[00:05:22.940 --> 00:05:26.680]  耶穌講的是新命令
[00:05:26.680 --> 00:05:30.180]  不是舊的命令
[00:05:30.180 --> 00:05:32.620]  甚麼是舊的命令
[00:05:32.620 --> 00:05:34.020]  你們知道的
[00:05:34.020 --> 00:05:36.160]  猶太人來問耶穌
[00:05:36.160 --> 00:05:37.820]  誡命中律法
[00:05:37.820 --> 00:05:40.000]  哪一條是最重要的
[00:05:40.000 --> 00:05:40.860]  記不記得
[00:05:40.860 --> 00:05:41.660]  要不要看聖經
[00:05:41.660 --> 00:05:42.120]  不用了
[00:05:42.120 --> 00:05:43.420]  又是會了
[00:05:43.420 --> 00:05:44.660]  考考你們
[00:05:44.660 --> 00:05:48.040]  耶穌怎樣回答
[00:05:48.040 --> 00:05:50.940]  誡命中第一要緊的是甚麼
[00:05:50.940 --> 00:05:53.040]  以色列你要聽
[00:05:53.040 --> 00:05:56.040]  主我們神是獨一的主
[00:05:56.040 --> 00:05:56.840]  一起背
[00:05:56.840 --> 00:06:00.840]  你要盡心、盡性、盡義、盡力
[00:06:00.840 --> 00:06:03.320]  愛主祢的神
[00:06:03.320 --> 00:06:04.520]  答完沒有
[00:06:04.520 --> 00:06:06.280]  最重要的命令
[00:06:06.280 --> 00:06:11.620]  其次也相仿
[00:06:11.620 --> 00:06:17.560]  就是說要愛人如己
[00:06:17.560 --> 00:06:19.040]  盡心、盡性、盡力
[00:06:19.040 --> 00:06:25.500]  愛上帝是新命記六章第五節
[00:06:25.500 --> 00:06:33.980]  愛人如己是利未記十九章十八節
[00:06:33.980 --> 00:06:39.020]  再沒有比這兩條誡命更重要的
[00:06:39.020 --> 00:06:39.720]  不是
[00:06:39.720 --> 00:06:45.760]  耶穌說這是律法和先知的總綱
[00:06:45.760 --> 00:06:47.160]  不僅如此
[00:06:47.160 --> 00:06:54.040]  這兩個的誡命不可以分開
[00:06:54.040 --> 00:06:57.640]  你記得使徒約翰
[00:06:57.640 --> 00:07:00.680]  寫約翰一書的時候
[00:07:00.680 --> 00:07:03.680]  他重新提出
[00:07:03.680 --> 00:07:05.140]  又是很熟悉的經文
[00:07:05.140 --> 00:07:08.040]  不過可能這次你未必背得完
[00:07:08.040 --> 00:07:08.940]  不要緊
[00:07:08.940 --> 00:07:10.040]  你有聖經
[00:07:10.040 --> 00:07:11.220]  你可以打開
[00:07:11.220 --> 00:07:11.980]  你沒有聖經
[00:07:11.980 --> 00:07:13.460]  你可以
[00:07:13.460 --> 00:07:14.320]  不是WhatsApp
[00:07:14.320 --> 00:07:17.160]  是點擊找出來
[00:07:17.160 --> 00:07:23.300]  約翰一書第四章第二十節
[00:07:23.300 --> 00:07:25.660]  我讀給大家聽
[00:07:25.660 --> 00:07:26.840]  約翰在這裏說
[00:07:26.840 --> 00:07:30.100]  「人若說我愛神
[00:07:30.100 --> 00:07:33.140]  卻恨他的弟兄」
[00:07:33.140 --> 00:07:33.940]  哦
[00:07:33.940 --> 00:07:36.580]  他剛剛上了禮拜堂
[00:07:36.580 --> 00:07:38.340]  他初信主
[00:07:38.340 --> 00:07:42.020]  他靈性未曾長進
[00:07:42.020 --> 00:07:44.580]  參加我們舞蹈班
[00:07:44.580 --> 00:07:46.480]  你們不是叫舞蹈班吧
[00:07:46.480 --> 00:07:49.860]  甚麼「一針見血的福音」
[00:07:49.860 --> 00:07:51.900]  參加多幾個班
[00:07:51.900 --> 00:07:55.100]  有mentor去mentor他
[00:07:55.100 --> 00:07:59.360]  那他就懂得愛神又愛人了
[00:07:59.360 --> 00:08:01.240]  你講的
[00:08:01.240 --> 00:08:04.180]  不是聖經講的
[00:08:04.180 --> 00:08:05.040]  約翰怎樣說
[00:08:05.040 --> 00:08:06.400]  「人若說我愛神
[00:08:06.400 --> 00:08:08.640]  卻恨他的弟兄
[00:08:08.640 --> 00:08:13.580]  就是說謊話的」
[00:08:13.580 --> 00:08:16.520]  不是說謊話這麼簡單
[00:08:16.520 --> 00:08:17.520]  你讀約翰福音
[00:08:17.520 --> 00:08:18.560]  你讀約翰書信
[00:08:18.560 --> 00:08:24.220]  你知道說謊之人的父親是誰
[00:08:24.220 --> 00:08:26.020]  魔鬼
[00:08:26.020 --> 00:08:28.600]  這個人根本不是天父的兒女
[00:08:28.600 --> 00:08:31.160]  他說他愛神
[00:08:31.160 --> 00:08:32.000]  還不是?
[00:08:32.000 --> 00:08:32.800]  不是
[00:08:32.800 --> 00:08:35.300]  因為他不懂得愛弟兄
[00:08:35.300 --> 00:08:36.540]  約翰說
[00:08:36.540 --> 00:08:40.640]  「不愛他所看見的弟兄
[00:08:40.640 --> 00:08:45.940]  就不能愛沒有看見的神」
[00:08:45.940 --> 00:08:49.780]  你這本聖經在這裏有沒有小字?
[00:08:49.780 --> 00:08:52.780]  你的iPhone在這裏有沒有小字?
[00:08:52.780 --> 00:08:53.580]  有吧?
[00:08:53.580 --> 00:08:55.280]  如果不是就要扔掉
[00:08:55.280 --> 00:08:56.360]  很重要的
[00:08:56.360 --> 00:08:59.360]  有古卷作
[00:08:59.360 --> 00:09:05.940]  「怎能愛沒有看見的神?」
[00:09:05.940 --> 00:09:08.000]  所以約翰的結論很清楚
[00:09:08.000 --> 00:09:08.960]  你也懂得背
[00:09:08.960 --> 00:09:09.660]  一起背
[00:09:09.660 --> 00:09:16.380]  「愛神的也當愛弟兄」
[00:09:16.380 --> 00:09:19.740]  然後約翰最後那句很有意思的
[00:09:19.740 --> 00:09:27.120]  「這是我們從神所受的命令」
[00:09:27.120 --> 00:09:30.760]  耶穌給了約翰新命令在場
[00:09:30.760 --> 00:09:33.720]  但約翰不是說耶穌說的新命令
[00:09:33.720 --> 00:09:36.560]  約翰說的是舊的命令
[00:09:36.560 --> 00:09:39.400]  舊的命令是舊約聖經
[00:09:39.400 --> 00:09:41.060]  舊的
[00:09:41.060 --> 00:09:42.600]  是新命記
[00:09:42.600 --> 00:09:43.860]  是利未記
[00:09:43.860 --> 00:09:45.800]  是摩西的誡命
[00:09:45.800 --> 00:09:47.380]  律例典章
[00:09:47.380 --> 00:09:51.440]  是神所賜的命令
[00:09:51.440 --> 00:09:55.440]  「這是我們從神所領受的命令」
[00:09:55.440 --> 00:09:57.680]  如果是說耶穌的新命令
[00:09:57.680 --> 00:09:58.580]  約翰就應該說
[00:09:58.580 --> 00:10:02.320]  「這是我們從主所受的命令」
[00:10:02.320 --> 00:10:03.260]  有分別嗎?
[00:10:03.260 --> 00:10:06.620]  有分別的
[00:10:06.620 --> 00:10:12.060]  因此舊的命令不是不需要遵守
[00:10:12.060 --> 00:10:13.100]  不要扔掉它
[00:10:13.100 --> 00:10:14.860]  棄舊迎新
[00:10:14.860 --> 00:10:17.100]  舊事已過都變成新的了
[00:10:17.100 --> 00:10:18.940]  哇!你又背出十二金句
[00:10:18.940 --> 00:10:20.900]  搞錯了
[00:10:20.900 --> 00:10:26.580]  舊的命令其實是那條原本的命令
[00:10:26.580 --> 00:10:27.580]  有沒有得扔掉的?
[00:10:27.580 --> 00:10:28.380]  沒有得扔掉的
[00:10:28.380 --> 00:10:33.480]  耶穌說「我來不是要廢掉律法」
[00:10:33.480 --> 00:10:37.120]  祂說「我來都是要承傳律法」
[00:10:37.120 --> 00:10:41.960]  「律法一點一劃都不能廢去」
[00:10:41.960 --> 00:10:44.200]  天地可以廢去
[00:10:44.200 --> 00:10:45.560]  耶穌說的
[00:10:45.560 --> 00:10:52.700]  所以舊的命令就是愛神愛人
[00:10:52.700 --> 00:10:57.800]  兩件事情不可以拆開
[00:10:57.800 --> 00:11:01.180]  人若說「我愛神」
[00:11:01.180 --> 00:11:03.480]  怎樣知道是真的?
[00:11:03.480 --> 00:11:05.680]  就看他愛不愛弟兄
[00:11:05.680 --> 00:11:07.880]  姐妹都包括在內的
[00:11:07.880 --> 00:11:09.920]  我多謝黃牧師剛才宣佈
[00:11:09.920 --> 00:11:12.320]  原來莊重的服裝
[00:11:12.320 --> 00:11:14.820]  弟兄都要留心的
[00:11:14.820 --> 00:11:16.520]  男女平等的
[00:11:16.520 --> 00:11:19.120]  平機會來到他會額頭的
[00:11:19.120 --> 00:11:21.260]  沒有性別歧視的
[00:11:21.260 --> 00:11:26.400]  愛神的也當愛弟兄姐妹
[00:11:26.400 --> 00:11:39.280]  這是我們從神領受原本的命令
[00:11:39.280 --> 00:11:41.280]  不能扔掉的
[00:11:41.280 --> 00:11:43.680]  所以澄清了這兩件事
[00:11:43.680 --> 00:11:45.420]  甚麼是命令
[00:11:45.420 --> 00:11:47.020]  甚麼是原本的命令
[00:11:47.020 --> 00:11:50.420]  現在我們來問最重要
[00:11:50.420 --> 00:11:53.660]  耶穌所說的這句話
[00:11:53.660 --> 00:11:57.400]  請問當主耶穌說
[00:11:57.400 --> 00:12:02.700]  「彼此相愛」這個命令
[00:12:02.700 --> 00:12:06.180]  新在哪裏?
[00:12:06.180 --> 00:12:09.140]  有甚麼是新的?
[00:12:09.140 --> 00:12:11.340]  你讀聖經問不問問題?
[00:12:11.340 --> 00:12:12.220]  不問的
[00:12:12.220 --> 00:12:13.220]  背完就走了
[00:12:13.220 --> 00:12:14.120]  時間到了
[00:12:14.120 --> 00:12:15.980]  我在地鐵裡靈修
[00:12:15.980 --> 00:12:18.160]  下個站金鐘
[00:12:18.160 --> 00:12:20.560]  在地鐵靈修就是這樣
[00:12:20.560 --> 00:12:23.000]  但如果你安安靜靜坐下來
[00:12:23.000 --> 00:12:25.160]  你有半小時二十分鐘
[00:12:25.160 --> 00:12:26.460]  在神的面前
[00:12:26.460 --> 00:12:27.700]  你讀完之後
[00:12:27.700 --> 00:12:30.040]  你逐個字去回答
[00:12:30.040 --> 00:12:31.240]  你逐個字去問
[00:12:31.240 --> 00:12:32.700]  你要遵守
[00:12:32.700 --> 00:12:35.140]  你遵守甚麼?
[00:12:35.140 --> 00:12:37.740]  你不是遵守感覺
[00:12:37.740 --> 00:12:39.780]  你是遵命
[00:12:39.780 --> 00:12:42.240]  耶穌說這個新命令
[00:12:42.240 --> 00:12:45.820]  有一個本來的命令托著
[00:12:45.820 --> 00:12:47.180]  愛神
[00:12:47.180 --> 00:12:48.480]  愛人
[00:12:48.480 --> 00:12:51.760]  義者不能偏廢
[00:12:51.760 --> 00:12:55.220]  這是神所賜的命令
[00:12:55.220 --> 00:12:57.060]  但耶穌這裏不是叫我們
[00:12:57.060 --> 00:12:58.520]  弟兄姊妹
[00:12:58.520 --> 00:12:59.520]  我的門徒
[00:12:59.520 --> 00:13:01.800]  你們要遵守本來的命令
[00:13:01.800 --> 00:13:02.700]  不是
[00:13:02.700 --> 00:13:03.440]  再讀一次
[00:13:03.440 --> 00:13:09.900]  耶穌說我賜給你們一條新命令
[00:13:09.900 --> 00:13:14.340]  耶穌故意說大一點
[00:13:14.340 --> 00:13:15.140]  如果不是這樣說
[00:13:15.140 --> 00:13:16.540]  門徒會睡著的
[00:13:16.540 --> 00:13:17.780]  不會
[00:13:17.780 --> 00:13:20.280]  最後晚餐
[00:13:20.280 --> 00:13:22.580]  剛剛從大才出去
[00:13:22.580 --> 00:13:24.220]  十一個使徒
[00:13:24.220 --> 00:13:25.860]  真的聚精會神
[00:13:25.860 --> 00:13:28.620]  逐個字都聽得清楚
[00:13:28.620 --> 00:13:33.160]  為甚麼耶穌會說是新的命令
[00:13:33.160 --> 00:13:35.460]  新在哪裏
[00:13:35.460 --> 00:13:38.660]  何新之有
[00:13:38.660 --> 00:13:40.900]  你說你很熟悉這次聖經
[00:13:40.900 --> 00:13:42.040]  你說你懂得背
[00:13:42.040 --> 00:13:43.400]  剛才你也懂得背
[00:13:43.400 --> 00:13:46.380]  是否我可以隨便叫一個人就可以回答
[00:13:46.380 --> 00:13:48.640]  有甚麼這麼新
[00:13:48.640 --> 00:13:50.640]  沒有
[00:13:50.640 --> 00:13:52.980]  從來都不想的
[00:13:52.980 --> 00:13:55.620]  耶穌說彼此相愛
[00:13:55.620 --> 00:13:59.180]  是新的命令
[00:13:59.180 --> 00:14:02.920]  和原本的命令有甚麼分別
[00:14:02.920 --> 00:14:04.820]  你說你要去遵守
[00:14:04.820 --> 00:14:06.720]  你都未聽清楚
[00:14:06.720 --> 00:14:08.560]  你怎樣遵守
[00:14:08.560 --> 00:14:10.560]  你以為你遵守
[00:14:10.560 --> 00:14:14.260]  原來你遵守的是原本舊的命令
[00:14:14.260 --> 00:14:15.600]  做禍
[00:14:15.600 --> 00:14:16.900]  都好了
[00:14:16.900 --> 00:14:19.040]  都證明我真是愛神
[00:14:19.040 --> 00:14:23.240]  不過耶穌現在跟你說新命令
[00:14:23.240 --> 00:14:25.880]  有弟兄姊妹心水清
[00:14:25.880 --> 00:14:27.540]  你不要只讀第一行
[00:14:27.540 --> 00:14:28.680]  我們印出來說
[00:14:28.680 --> 00:14:30.640]  我怎樣愛你們
[00:14:30.640 --> 00:14:35.560]  你們也要怎樣相愛
[00:14:35.560 --> 00:14:37.860]  這就是新命令
[00:14:37.860 --> 00:14:41.120]  耶穌怎樣愛我們
[00:14:41.120 --> 00:14:44.560]  主為我們寫命
[00:14:44.560 --> 00:14:51.140]  我們從此就知道何為愛
[00:14:51.140 --> 00:14:54.200]  懂不懂得背這一節金句
[00:14:54.200 --> 00:14:55.740]  在哪裏來的
[00:14:55.740 --> 00:15:01.640]  新約聖經有幾處三章十六節
[00:15:01.640 --> 00:15:02.940]  很好的金句
[00:15:02.940 --> 00:15:04.240]  每個人都懂得背
[00:15:04.240 --> 00:15:07.820]  約翰福音三章十六節
[00:15:07.820 --> 00:15:11.080]  說甚麼
[00:15:11.080 --> 00:15:12.020]  神愛世人
[00:15:12.020 --> 00:15:14.420]  行了 知道你懂了
[00:15:14.420 --> 00:15:17.820]  提摩太后書三章十六節
[00:15:17.820 --> 00:15:19.120]  懂不懂得背
[00:15:19.120 --> 00:15:20.420]  說甚麼
[00:15:20.420 --> 00:15:24.500]  聖經都是神所默示的
[00:15:24.500 --> 00:15:25.260]  行了
[00:15:25.260 --> 00:15:30.140]  約翰一書三章十六節
[00:15:30.140 --> 00:15:32.740]  偷看
[00:15:32.740 --> 00:15:34.440]  說甚麼
[00:15:34.440 --> 00:15:38.040]  就是剛才我們說的
[00:15:38.040 --> 00:15:42.120]  約翰一書三章十六節
[00:15:42.120 --> 00:15:44.480]  主為我們寫命
[00:15:44.480 --> 00:15:50.120]  我們從此就知道何為愛
[00:15:50.120 --> 00:15:51.820]  下面那句
[00:15:51.820 --> 00:15:58.060]  我們也當為弟兄寫命
[00:15:58.060 --> 00:15:59.660]  包括姊妹
[00:15:59.660 --> 00:16:01.400]  剛才我們說了
[00:16:01.400 --> 00:16:03.100]  你看看旁邊那個
[00:16:03.100 --> 00:16:05.300]  剛才你說很高興見到他
[00:16:05.300 --> 00:16:06.140]  現在你告訴他
[00:16:06.140 --> 00:16:07.980]  我要為你寫命
[00:16:07.980 --> 00:16:10.280]  有沒有搞錯
[00:16:10.280 --> 00:16:11.340]  早知不回
[00:16:11.340 --> 00:16:13.520]  回到祖堂就好了
[00:16:13.520 --> 00:16:15.380]  聽不到就不用進行
[00:16:15.380 --> 00:16:18.420]  聽到了
[00:16:18.420 --> 00:16:21.220]  你不用裝聽不到
[00:16:21.220 --> 00:16:24.460]  讀聖經讀清楚一點
[00:16:24.460 --> 00:16:26.960]  讀下去
[00:16:26.960 --> 00:16:30.500]  約翰其實是教我們甚麼事
[00:16:30.500 --> 00:16:32.660]  十七節我們一起讀
[00:16:32.660 --> 00:16:35.540]  凡有世上財物的
[00:16:35.540 --> 00:16:40.680]  看見弟兄窮乏卻塞住連率的心
[00:16:40.680 --> 00:16:46.380]  愛神的心怎能存在他裡面呢?
[00:16:46.380 --> 00:16:47.680]  小子們
[00:16:47.680 --> 00:16:53.680]  我們相愛不要只在言語和舌頭上
[00:16:53.680 --> 00:16:59.960]  總要在行為和誠實上
[00:16:59.960 --> 00:17:01.460]  是
[00:17:01.460 --> 00:17:02.960]  主為我們寫命
[00:17:02.960 --> 00:17:05.060]  我們應該為弟兄寫命
[00:17:05.060 --> 00:17:08.060]  不過約翰從來都沒有叫你為弟兄寫命
[00:17:08.060 --> 00:17:09.900]  你知不知道?
[00:17:09.900 --> 00:17:11.100]  他明明叫了我
[00:17:11.100 --> 00:17:11.640]  不是
[00:17:11.640 --> 00:17:15.880]  他接著跟你講實際的例子是甚麼?
[00:17:15.880 --> 00:17:18.980]  你有能力
[00:17:18.980 --> 00:17:21.520]  有世上財物的
[00:17:21.520 --> 00:17:22.680]  OK
[00:17:22.680 --> 00:17:24.520]  你去地鐵站
[00:17:24.520 --> 00:17:26.320]  門口見到一個乞丐
[00:17:26.320 --> 00:17:27.820]  廣播一直在講
[00:17:27.820 --> 00:17:29.560]  不要助長行乞
[00:17:29.560 --> 00:17:31.260]  當看不到
[00:17:31.260 --> 00:17:31.920]  但你摸一摸
[00:17:31.920 --> 00:17:35.160]  剛剛約了他兩元
[00:17:35.160 --> 00:17:38.960]  你給不給他?
[00:17:38.960 --> 00:17:40.440]  兩元
[00:17:40.440 --> 00:17:42.640]  拿我的命?
[00:17:42.640 --> 00:17:44.500]  兩元而已
[00:17:44.500 --> 00:17:46.540]  怎會拿你的命?
[00:17:46.540 --> 00:17:48.640]  你給他五毫子也行
[00:17:48.640 --> 00:17:49.580]  是不是?
[00:17:49.580 --> 00:17:51.740]  不是拿你的命
[00:17:51.740 --> 00:17:53.240]  約翰的意思是
[00:17:53.240 --> 00:17:55.880]  本來可以拿你的命
[00:17:55.880 --> 00:17:57.420]  你是耶穌的門徒
[00:17:57.420 --> 00:17:58.560]  祂為你寫命
[00:17:58.560 --> 00:17:59.720]  你的命是祂的
[00:17:59.720 --> 00:18:01.420]  不過耶穌從來
[00:18:01.420 --> 00:18:04.800]  耶穌只是叫你為祂寫命
[00:18:04.800 --> 00:18:07.460]  耶穌從來沒有叫你為弟兄寫命
[00:18:07.460 --> 00:18:10.000]  你讀《聖經》有沒有這樣分的?
[00:18:10.000 --> 00:18:11.340]  還是越講得大
[00:18:11.340 --> 00:18:13.060]  大家就越是感動的?
[00:18:13.060 --> 00:18:14.000]  不應該的
[00:18:14.000 --> 00:18:15.000]  聽清楚
[00:18:15.000 --> 00:18:18.600]  《聖經》沒有叫我們為弟兄寫命
[00:18:18.600 --> 00:18:21.380]  就算是約翰一書三章十六節
[00:18:21.380 --> 00:18:24.380]  全本《聖經》唯一提到那句
[00:18:24.380 --> 00:18:27.380]  我們也當為弟兄寫命
[00:18:27.380 --> 00:18:28.880]  後面接著講的是
[00:18:28.880 --> 00:18:30.160]  有世上財物
[00:18:30.160 --> 00:18:31.580]  看見弟兄窮乏
[00:18:31.580 --> 00:18:33.460]  塞住連戌的心
[00:18:33.460 --> 00:18:34.660]  愛神的心
[00:18:34.660 --> 00:18:36.360]  怎能在他裏面呢?
[00:18:36.360 --> 00:18:41.760]  又回到講「愛神的也當愛弟兄」
[00:18:41.760 --> 00:18:43.100]  兩元而已
[00:18:43.100 --> 00:18:44.360]  沒有要你的命
[00:18:44.360 --> 00:18:47.240]  懂得聽懂得讀懂得想
[00:18:47.240 --> 00:18:49.740]  這是《聖經》的教導
[00:18:49.740 --> 00:18:54.480]  《聖經》從來沒有叫我們學耶穌
[00:18:54.480 --> 00:18:56.840]  這樣為我們寫命
[00:18:56.840 --> 00:18:58.420]  而去彼此相愛
[00:18:58.420 --> 00:19:01.320]  不要讀錯《聖經》
[00:19:01.320 --> 00:19:04.560]  我們為主寫命
[00:19:04.560 --> 00:19:07.960]  「人若跟從我 天天背起十字架」
[00:19:07.960 --> 00:19:09.400]  寫多對
[00:19:09.400 --> 00:19:11.260]  但那是為主
[00:19:11.260 --> 00:19:14.460]  不是為弟兄
[00:19:14.460 --> 00:19:16.700]  不是為姊妹
[00:19:16.700 --> 00:19:18.800]  你沒有來錯到崇拜
[00:19:18.800 --> 00:19:21.040]  你沒有讀錯到《聖經》
[00:19:21.040 --> 00:19:28.040]  你要小心聽清楚《聖經》的教導
[00:19:28.040 --> 00:19:31.320]  那仍然我們未曾回答
[00:19:31.320 --> 00:19:34.960]  甚麼是新的命令
[00:19:34.960 --> 00:19:40.220]  如果不是學主耶穌寫命
[00:19:40.220 --> 00:19:43.660]  那甚麼是新
[00:19:43.660 --> 00:19:48.860]  不同了的命令呢?
[00:19:48.860 --> 00:19:51.540]  我不知道你熟不熟
[00:19:51.540 --> 00:19:57.440]  耶穌在世界上講了很多比喻
[00:19:57.440 --> 00:19:59.840]  可能你熟悉的是祂講第一個比喻
[00:19:59.840 --> 00:20:01.340]  「殺種」
