
[00:00:00.000 --> 00:00:04.000]  親愛的父愛的主,我們感謝祢,讓我們有祢寶貴的話語
[00:02:32.000 --> 00:02:38.000]  共和黨的總統候選人極有可能是特朗普
[00:02:38.000 --> 00:02:42.000]  他承認是一個基督徒
[00:02:42.000 --> 00:02:46.000]  去年有記者訪問他
[00:02:46.000 --> 00:02:52.000]  特別問他關於對於自己要去尋求赦罪
[00:02:52.000 --> 00:02:55.000]  要去認罪悔改
[00:02:55.000 --> 00:02:57.000]  問他怎樣看待這件事
[00:02:57.000 --> 00:03:01.000]  特朗普的答案是很奇怪的
[00:03:01.000 --> 00:03:03.000]  他的答案是
[00:03:03.000 --> 00:03:09.000]  「如果我都沒有犯錯,我何須要尋求赦免呢?」
[00:03:09.000 --> 00:03:12.000]  「我勤力工作,我是好人來的」
[00:03:12.000 --> 00:03:14.000]  很明顯他好像不明白
[00:03:14.000 --> 00:03:17.000]  如果我們不承認我們犯罪
[00:03:17.000 --> 00:03:19.000]  我們是在騙自己
[00:03:19.000 --> 00:03:21.000]  我們當神是在說謊
[00:03:21.000 --> 00:03:23.000]  真理不在我們心裏
[00:03:23.000 --> 00:03:25.000]  他承認他是信徒
[00:03:25.000 --> 00:03:30.000]  但他的言行、言語好像有些偏差
[00:03:30.000 --> 00:03:34.000]  他對於上帝對信仰的認識有些偏差
[00:03:34.000 --> 00:03:39.000]  如果我們對神對我們的信仰的認識不正確
[00:03:39.000 --> 00:03:42.000]  我們的信徒生命一定有問題
[00:03:42.000 --> 00:03:45.000]  今日這一段經文
[00:03:45.000 --> 00:03:48.000]  施提反這篇很長的講道
[00:03:48.000 --> 00:03:51.000]  是告訴我們我們的神是一個怎樣的神
[00:03:51.000 --> 00:03:54.000]  我們的信仰應該是怎樣的信仰
[00:03:54.000 --> 00:03:57.000]  在看之前我想講少少仕途行轉
[00:03:57.000 --> 00:03:59.000]  重溫少少仕途行轉的背景
[00:03:59.000 --> 00:04:03.000]  讓大家可以有些深一點的印象
[00:04:03.000 --> 00:04:05.000]  仕途行轉是路加所寫的
[00:04:05.000 --> 00:04:07.000]  是路加福音的延續
[00:04:07.000 --> 00:04:10.000]  如果大家記得路加福音是在講耶穌基督
[00:04:10.000 --> 00:04:11.000]  他成就了這個救恩
[00:04:11.000 --> 00:04:13.000]  聖子復活升天
[00:04:13.000 --> 00:04:15.000]  來到仕途行轉
[00:04:15.000 --> 00:04:16.000]  聖靈降臨
[00:04:16.000 --> 00:04:20.000]  繼續延續上帝這個救贖的計劃
[00:04:20.000 --> 00:04:23.000]  上帝這個救贖計劃是不會停
[00:04:23.000 --> 00:04:25.000]  一定會成就
[00:04:25.000 --> 00:04:30.000]  而在仕途行轉我們看到這個具體的計劃的成就
[00:04:30.000 --> 00:04:31.000]  是在哪裡呢?
[00:04:31.000 --> 00:04:34.000]  就是教會被建立
[00:04:34.000 --> 00:04:36.000]  早期教會被建立
[00:04:36.000 --> 00:04:39.000]  所以到今天地上有教會
[00:04:39.000 --> 00:04:43.000]  是上帝這個救贖計劃是繼續
[00:04:43.000 --> 00:04:47.000]  我們一定有上帝所設立的教會
[00:04:47.000 --> 00:04:51.000]  去完成上帝在這個世界的心意
[00:04:51.000 --> 00:04:54.000]  很多人都將仕途行轉第一章第八節
[00:04:54.000 --> 00:04:57.000]  成為整卷書的關鍵
[00:04:57.000 --> 00:04:59.000]  但聖靈降臨在你們身上
[00:04:59.000 --> 00:05:01.000]  你們就必得著能力
[00:05:01.000 --> 00:05:03.000]  在耶路撒冷
[00:05:03.000 --> 00:05:05.000]  猶太傳地和撒瑪利亞
[00:05:05.000 --> 00:05:08.000]  直到地極作我的見證
[00:05:08.000 --> 00:05:13.000]  如果我們將一章八節去中南傳卷的仕途行轉
[00:05:13.000 --> 00:05:16.000]  你會發覺很像這個進程
[00:05:16.000 --> 00:05:20.000]  一至六節是講耶路撒冷教會被建立
[00:05:20.000 --> 00:05:22.000]  一至六章
[00:05:22.000 --> 00:05:27.000]  第七章是使提反去殉道
[00:05:27.000 --> 00:05:29.000]  但殉道之後
[00:05:29.000 --> 00:05:31.000]  耶路撒冷的教會被迫害
[00:05:31.000 --> 00:05:33.000]  悶吐四散
[00:05:33.000 --> 00:05:37.000]  然後出到猶太傳地和撒瑪利亞
[00:05:37.000 --> 00:05:39.000]  在第八到十二章
[00:05:39.000 --> 00:05:42.000]  十三章打後到二十八章
[00:05:42.000 --> 00:05:44.000]  主要的人物是保羅
[00:05:44.000 --> 00:05:46.000]  保羅將福音帶到歐洲
[00:05:46.000 --> 00:05:50.000]  傳到當時認為的地極
[00:05:50.000 --> 00:05:52.000]  建立教會
[00:05:52.000 --> 00:05:54.000]  所以你這樣看
[00:05:54.000 --> 00:05:56.000]  使提反的被捕講到殉道
[00:05:56.000 --> 00:05:58.000]  非常關鍵
[00:05:58.000 --> 00:06:02.000]  是令到福音擴展到耶路撒冷以外
[00:06:02.000 --> 00:06:04.000]  去到第二個階段
[00:06:04.000 --> 00:06:07.000]  在猶太傳地和撒瑪利亞
[00:06:07.000 --> 00:06:10.000]  如果你細心讀史行傳
[00:06:10.000 --> 00:06:12.000]  你會發覺很多這些講章
[00:06:12.000 --> 00:06:14.000]  有十二篇
[00:06:14.000 --> 00:06:16.000]  有五篇是彼得講的
[00:06:16.000 --> 00:06:18.000]  有一篇是使提反講的
[00:06:18.000 --> 00:06:21.000]  有六篇是保羅講的
[00:06:21.000 --> 00:06:25.000]  而使提反這篇是最長的篇
[00:06:25.000 --> 00:06:28.000]  如果你計算十二篇講章的篇幅
[00:06:28.000 --> 00:06:34.000]  是超過史行傳整本書一半的篇幅以上
[00:06:34.000 --> 00:06:36.000]  所以是很重要
[00:06:36.000 --> 00:06:37.000]  如果你讀史行傳
[00:06:37.000 --> 00:06:40.000]  細心讀一下這十二篇的講道
[00:06:40.000 --> 00:06:42.000]  這十二篇的講道
[00:06:42.000 --> 00:06:44.000]  有些是報導的
[00:06:44.000 --> 00:06:46.000]  有些是護教的
[00:06:46.000 --> 00:06:47.000]  有些是勸勉的
[00:06:47.000 --> 00:06:50.000]  但他們都是很集中講
[00:06:50.000 --> 00:06:53.000]  我們所信的神是怎樣的神
[00:06:53.000 --> 00:06:56.000]  祂有甚麼作為有甚麼心意
[00:06:56.000 --> 00:06:58.000]  祂想我們作為祂的子民
[00:06:58.000 --> 00:07:01.000]  怎樣能夠活得合祂的心意
[00:07:01.000 --> 00:07:03.000]  我們今天看看第四篇講道
[00:07:03.000 --> 00:07:06.000]  這篇就是使提反唯一的一篇講道
[00:07:06.000 --> 00:07:09.000]  因為講完之後他信道
[00:07:09.000 --> 00:07:11.000]  我們先看看使提反講道之前
[00:07:11.000 --> 00:07:14.000]  他被捕的情況
[00:07:14.000 --> 00:07:19.000]  使提反滿有恩惠和能力
[00:07:19.000 --> 00:07:23.000]  使提反因為這個字是恩典
[00:07:23.000 --> 00:07:25.000]  他是滿有神恩典的同在
[00:07:25.000 --> 00:07:27.000]  他有各樣侍奉的恩賜
[00:07:27.000 --> 00:07:30.000]  他亦有聖靈的能力
[00:07:30.000 --> 00:07:32.000]  在他的身上去彰顯
[00:07:32.000 --> 00:07:35.000]  這些恩賜和能力的流露
[00:07:35.000 --> 00:07:37.000]  具體的流露就在民間
[00:07:37.000 --> 00:07:40.000]  行了很多奇事和神蹟
[00:07:40.000 --> 00:07:44.000]  行這個字的慈態就是他不斷這樣做
[00:07:44.000 --> 00:07:49.000]  使提反在民間不斷行了很多奇事和神蹟
[00:07:49.000 --> 00:07:53.000]  當時有從稱為自由人會堂的人來
[00:07:53.000 --> 00:07:56.000]  甚麼是自由人會堂呢
[00:07:56.000 --> 00:07:59.000]  其實如果你有和合本聖經
[00:07:59.000 --> 00:08:02.000]  和合本就不是用自由人這個名字
[00:08:02.000 --> 00:08:04.000]  是用利伯地拿
[00:08:04.000 --> 00:08:06.000]  其實利伯地拿就是一個拉丁文的音譯
[00:08:06.000 --> 00:08:09.000]  而這個拉丁文的意思就是自由人
[00:08:09.000 --> 00:08:11.000]  為甚麼甚麼是自由人呢
[00:08:11.000 --> 00:08:13.000]  有不同的解釋
[00:08:13.000 --> 00:08:15.000]  其中一個可能的解釋
[00:08:15.000 --> 00:08:17.000]  或者有些根據的解釋
[00:08:17.000 --> 00:08:19.000]  就是考古學家在耶路撒冷
[00:08:19.000 --> 00:08:21.000]  他發現了一個石刻
[00:08:21.000 --> 00:08:25.000]  而這個石刻就提及有一個會堂
[00:08:25.000 --> 00:08:30.000]  而這個會堂是由一個叫迪奧都提的人去創立
[00:08:30.000 --> 00:08:33.000]  而這個迪奧都提本身是一個奴隸
[00:08:33.000 --> 00:08:36.000]  他得到釋放之後他自由了
[00:08:36.000 --> 00:08:39.000]  他就創立這個會堂作為紀念
[00:08:39.000 --> 00:08:43.000]  和招待一些在外面回來的猶太人
[00:08:43.000 --> 00:08:45.000]  住在這個會堂
[00:08:45.000 --> 00:08:50.000]  這個有可能就是自由人會堂
[00:08:50.000 --> 00:08:53.000]  除了這個自由人會堂
[00:08:53.000 --> 00:08:55.000]  還有其他地方的人
[00:08:55.000 --> 00:08:57.000]  有古利奈就在北非
[00:08:57.000 --> 00:08:59.000]  亞歷山大就在埃及
[00:08:59.000 --> 00:09:02.000]  基尼加和亞細亞
[00:09:02.000 --> 00:09:08.000]  如果你看地圖就是在中亞即是今天土耳其的地方
[00:09:08.000 --> 00:09:11.000]  這些人是在外地來到
[00:09:11.000 --> 00:09:13.000]  但是會堂裡的人
[00:09:13.000 --> 00:09:16.000]  所以這班人是講什麼話
[00:09:16.000 --> 00:09:19.000]  是講希臘話的猶太人
[00:09:19.000 --> 00:09:22.000]  和斯提法就對啱嘴形
[00:09:22.000 --> 00:09:25.000]  因為斯提法又是講希臘語的猶太人
[00:09:25.000 --> 00:09:28.000]  不過一邊是猶太教的
[00:09:28.000 --> 00:09:30.000]  一邊是信耶穌的
[00:09:30.000 --> 00:09:35.000]  其實為了維護猶太人的身份和文化
[00:09:35.000 --> 00:09:38.000]  那些散居海外的猶太人
[00:09:38.000 --> 00:09:40.000]  可能比起本土的猶太人
[00:09:40.000 --> 00:09:44.000]  對猶太教一般是更加保守
[00:09:44.000 --> 00:09:47.000]  他要維持自己的身份和文化
[00:09:47.000 --> 00:09:52.000]  所以這班散居海外回歸耶路撒冷的猶太人
[00:09:52.000 --> 00:09:54.000]  他更加保守
[00:09:54.000 --> 00:09:57.000]  他對於斯提法的言行更加看不過眼
[00:09:57.000 --> 00:09:59.000]  更加敵對
[00:09:59.000 --> 00:10:03.000]  所以這班人就和斯提法辯論
[00:10:03.000 --> 00:10:06.000]  辯論這個詞在新疆出現了十次
[00:10:06.000 --> 00:10:10.000]  可以說是很溫和地互相印證
[00:10:10.000 --> 00:10:15.000]  但亦都試過講很有敵意的爭辯爭論
[00:10:15.000 --> 00:10:17.000]  這裡我相信是後者多些
[00:10:17.000 --> 00:10:21.000]  他們和斯提法有很敵對的爭論
[00:10:21.000 --> 00:10:23.000]  但是斯提法滿有性靈
[00:10:23.000 --> 00:10:25.000]  用智慧和他辯論
[00:10:25.000 --> 00:10:27.000]  他們抵擋不住
[00:10:27.000 --> 00:10:33.000]  斯提法講的做的都充滿神能力的彰顯
[00:10:33.000 --> 00:10:38.000]  這班猶太人就咬你不贏就出古話
[00:10:38.000 --> 00:10:42.000]  他收買人去冤枉斯提法
[00:10:42.000 --> 00:10:45.000]  說他褻瀆摩西和神的話
[00:10:45.000 --> 00:10:48.000]  他說了一些褻瀆摩西和神的話
[00:10:48.000 --> 00:10:50.000]  摩西可以指摩西不敬
[00:10:50.000 --> 00:10:53.000]  律法猶太人很重視的
[00:10:53.000 --> 00:10:56.000]  你褻瀆律法非常大罪
[00:10:56.000 --> 00:10:58.000]  根據民訴記
[00:10:58.000 --> 00:11:00.000]  如果褻瀆神是怎樣
[00:11:00.000 --> 00:11:03.000]  必從民間剪除
[00:11:03.000 --> 00:11:05.000]  死罪來的
[00:11:05.000 --> 00:11:09.000]  這班人屈斯提法是很嚴重很嚴重的指控
[00:11:09.000 --> 00:11:13.000]  他們又煽動百姓長老和民事
[00:11:13.000 --> 00:11:15.000]  突然來捉拿斯提法
[00:11:15.000 --> 00:11:18.000]  是一個突襲式的拘捕
[00:11:18.000 --> 00:11:20.000]  讓你沒有機會去防範
[00:11:20.000 --> 00:11:22.000]  沒有機會去逃走
[00:11:22.000 --> 00:11:26.000]  一定要捉到你拉去公會審
[00:11:26.000 --> 00:11:28.000]  他們的控告是宗教性
[00:11:28.000 --> 00:11:30.000]  不是刑事罪
[00:11:30.000 --> 00:11:32.000]  所以不是拉去羅馬官府
[00:11:32.000 --> 00:11:34.000]  是拉去公會受審
[00:11:34.000 --> 00:11:37.000]  他們又設下假見證
[00:11:37.000 --> 00:11:40.000]  他說斯提法侮辱神聖的地方
[00:11:40.000 --> 00:11:41.000]  即是聖殿
[00:11:41.000 --> 00:11:43.000]  和侮辱律法
[00:11:43.000 --> 00:11:45.000]  接著他說
[00:11:45.000 --> 00:11:47.000]  這個拿撒勒人耶穌
[00:11:47.000 --> 00:11:51.000]  其實這個口吻很不尊重
[00:11:51.000 --> 00:11:53.000]  很不尊敬
[00:11:53.000 --> 00:11:54.000]  你這樣看
[00:11:54.000 --> 00:11:56.000]  其實這班人真的不信耶穌
[00:11:56.000 --> 00:11:58.000]  他們是猶太教的
[00:11:58.000 --> 00:11:59.000]  不信耶穌的
[00:11:59.000 --> 00:12:03.000]  他說這個拿撒勒人耶穌要毀壞這個地方
[00:12:03.000 --> 00:12:05.000]  即是聖殿
[00:12:05.000 --> 00:12:07.000]  和要改變摩西的律法
[00:12:07.000 --> 00:12:09.000]  改變摩西的規矩
[00:12:09.000 --> 00:12:11.000]  又去侮辱律法
[00:12:11.000 --> 00:12:14.000]  律法是神聖不可侵犯的
[00:12:14.000 --> 00:12:18.000]  他們的指控是收買人
[00:12:18.000 --> 00:12:20.000]  是假見證
[00:12:20.000 --> 00:12:24.000]  但斯提法是滿有智慧和聖靈
[00:12:24.000 --> 00:12:26.000]  充滿信心和勇氣
[00:12:26.000 --> 00:12:29.000]  去面對他們的指控
[00:12:29.000 --> 00:12:32.000]  可以說有諸內就迎之於外
[00:12:32.000 --> 00:12:34.000]  所以斯提法的面貌
[00:12:34.000 --> 00:12:36.000]  好像天使的面貌
[00:12:36.000 --> 00:12:38.000]  斯提法不像一個罪犯
[00:12:38.000 --> 00:12:40.000]  被人審判那樣
[00:12:40.000 --> 00:12:42.000]  很害怕
[00:12:42.000 --> 00:12:45.000]  他不像猶太人捉了獵物那樣
[00:12:45.000 --> 00:12:47.000]  很畏畏縮縮
[00:12:47.000 --> 00:12:49.000]  他是很有信心
[00:12:49.000 --> 00:12:51.000]  很有勇氣去面對
[00:12:51.000 --> 00:12:55.000]  所以人們看到他像天使的面貌一樣
[00:12:55.000 --> 00:12:58.000]  這個場景我們是否陌生呢
[00:12:58.000 --> 00:13:00.000]  突然被捉拿
[00:13:00.000 --> 00:13:02.000]  被消失
[00:13:02.000 --> 00:13:05.000]  被強力部門捉了去
[00:13:05.000 --> 00:13:07.000]  被誣告
[00:13:07.000 --> 00:13:08.000]  被陷害
[00:13:08.000 --> 00:13:10.000]  這些情況我們不陌生
[00:13:10.000 --> 00:13:12.000]  在香港我們聽得很多
[00:13:12.000 --> 00:13:14.000]  當我看到這個時候
[00:13:14.000 --> 00:13:16.000]  我想起去年一件事
[00:13:16.000 --> 00:13:18.000]  就是杭州崇一堂
[00:13:18.000 --> 00:13:20.000]  的主任牧師
[00:13:20.000 --> 00:13:22.000]  顧若新牧師
[00:13:22.000 --> 00:13:25.000]  他因為反對浙江拆十字架
[00:13:25.000 --> 00:13:27.000]  他作為教會的領袖
[00:13:27.000 --> 00:13:29.000]  他當然要去抗議
[00:13:29.000 --> 00:13:32.000]  結果忽然間被撤職
[00:13:32.000 --> 00:13:35.000]  你不用做崇一堂的主任牧師
[00:13:35.000 --> 00:13:38.000]  然後忽然間被下監
[00:13:38.000 --> 00:13:40.000]  被來用公款
[00:13:40.000 --> 00:13:41.000]  被誣告
[00:13:41.000 --> 00:13:43.000]  我們在香港很多牧者
[00:13:43.000 --> 00:13:46.000]  是直接認識顧若新牧師很多年
[00:13:46.000 --> 00:13:48.000]  認識他的為人
[00:13:48.000 --> 00:13:49.000]  他的品格
[00:13:49.000 --> 00:13:50.000]  他肯定不是這一類
[00:13:50.000 --> 00:13:52.000]  這樣的品格
[00:13:52.000 --> 00:13:55.000]  但我們面對這些情況
[00:13:55.000 --> 00:13:57.000]  能夠怎樣呢
[00:13:57.000 --> 00:13:59.000]  我們作為中國人的信徒
[00:13:59.000 --> 00:14:00.000]  兄弟姐妹
[00:14:00.000 --> 00:14:04.000]  我們處於一個很險峻的時代
[00:14:04.000 --> 00:14:06.000]  我們面對這個時代
[00:14:06.000 --> 00:14:08.000]  不要掉以輕心
[00:14:08.000 --> 00:14:10.000]  我們要有信心
[00:14:10.000 --> 00:14:11.000]  有勇氣
[00:14:11.000 --> 00:14:14.000]  去面對這個彎曲薄謀的世代
[00:14:14.000 --> 00:14:17.000]  當這個突然的拘捕
[00:14:17.000 --> 00:14:19.000]  突然的誣告
[00:14:19.000 --> 00:14:21.000]  落於你的身上的時候
[00:14:21.000 --> 00:14:26.000]  你會不會有斯提反這種勇氣和信心去面對
[00:14:26.000 --> 00:14:27.000]  大祭司
[00:14:27.000 --> 00:14:29.000]  這個應該是阿娜
[00:14:29.000 --> 00:14:30.000]  他問斯提反
[00:14:30.000 --> 00:14:33.000]  是不是真的有這些事呢
[00:14:33.000 --> 00:14:34.000]  你想想
[00:14:34.000 --> 00:14:36.000]  之前彼得一班使徒
[00:14:36.000 --> 00:14:39.000]  被帶到工會受審
[00:14:39.000 --> 00:14:41.000]  有沒有這兩個控罪
[00:14:41.000 --> 00:14:43.000]  沒有
[00:14:43.000 --> 00:14:46.000]  這兩個控罪從來沒有發生在使徒的身上
[00:14:46.000 --> 00:14:47.000]  他們只是說
[00:14:47.000 --> 00:14:48.000]  這個人傳耶穌
[00:14:48.000 --> 00:14:49.000]  講耶穌的復活
[00:14:49.000 --> 00:14:50.000]  真的很煩惱
[00:14:50.000 --> 00:14:52.000]  怎麼辦呢
[00:14:52.000 --> 00:14:54.000]  因為這兩個控罪是很嚴重的
[00:14:54.000 --> 00:14:59.000]  這兩個控罪是足以置斯提反於死地
[00:14:59.000 --> 00:15:00.000]  所以我們可以了解
[00:15:00.000 --> 00:15:02.000]  為什麼那班使徒
[00:15:02.000 --> 00:15:04.000]  被抓到工會受審
[00:15:04.000 --> 00:15:05.000]  可以釋放
[00:15:05.000 --> 00:15:07.000]  而斯提反被抓到工會受審
[00:15:07.000 --> 00:15:08.000]  壯烈
[00:15:08.000 --> 00:15:09.000]  犧牲
[00:15:09.000 --> 00:15:10.000]  殉道
[00:15:10.000 --> 00:15:13.000]  好像如果有人攻擊窩福堂
[00:15:13.000 --> 00:15:14.000]  陳牧師就抓了他
[00:15:14.000 --> 00:15:15.000]  然後釋放
[00:15:15.000 --> 00:15:16.000]  但萬建明抓了他
[00:15:16.000 --> 00:15:18.000]  就殉道
[00:15:18.000 --> 00:15:20.000]  就是這樣
[00:15:20.000 --> 00:15:22.000]  為什麼呢
[00:15:22.000 --> 00:15:24.000]  因為指控
[00:15:24.000 --> 00:15:26.000]  執事斯提反的控罪
[00:15:26.000 --> 00:15:28.000]  是嚴重得多
[00:15:28.000 --> 00:15:30.000]  斯提反心知肚明
[00:15:30.000 --> 00:15:32.000]  他明知
[00:15:32.000 --> 00:15:33.000]  你褻瀆律法
[00:15:33.000 --> 00:15:34.000]  褻瀆神
[00:15:34.000 --> 00:15:36.000]  褻瀆聖殿
[00:15:36.000 --> 00:15:38.000]  但斯提反明知
[00:15:38.000 --> 00:15:39.000]  你承認是死罪
[00:15:39.000 --> 00:15:41.000]  他仍然無所畏懼
[00:15:41.000 --> 00:15:44.000]  你看他的屬靈品格表露無遺
[00:15:44.000 --> 00:15:46.000]  很值得我們效法
[00:15:46.000 --> 00:15:47.000]  當我們有一天
[00:15:47.000 --> 00:15:50.000]  被這樣控告的時候
[00:15:50.000 --> 00:15:51.000]  如果當我們有一天
[00:15:51.000 --> 00:15:53.000]  在講壇講同性戀的時候
[00:15:53.000 --> 00:15:54.000]  而被告的時候
[00:15:54.000 --> 00:15:57.000]  我們能不能夠有這種屬靈的品格
[00:15:57.000 --> 00:15:59.000]  去為神說話
[00:15:59.000 --> 00:16:01.000]  有信心有勇氣
[00:16:01.000 --> 00:16:02.000]  只是講真理
[00:16:02.000 --> 00:16:04.000]  被捕被害
[00:16:04.000 --> 00:16:06.000]  我們交給上帝
[00:16:06.000 --> 00:16:09.000]  接著斯提反就講了一篇
[00:16:09.000 --> 00:16:10.000]  很長很長的道
[00:16:10.000 --> 00:16:12.000]  是整個士徒行傳最長的道
[00:16:12.000 --> 00:16:13.000]  簡單來說
[00:16:13.000 --> 00:16:15.000]  這篇道可以分開五個部分
[00:16:15.000 --> 00:16:17.000]  一個很簡單的分法
[00:16:17.000 --> 00:16:20.000]  第七章第二到第八節
[00:16:20.000 --> 00:16:23.000]  就是講上帝透過亞伯拉罕去立約
[00:16:23.000 --> 00:16:25.000]  第九到十六節
[00:16:25.000 --> 00:16:28.000]  就是上帝藉著約瑟去拯救
[00:16:28.000 --> 00:16:30.000]  我們今天會講這兩段
[00:16:30.000 --> 00:16:32.000]  下一次就講另外那三段
[00:16:32.000 --> 00:16:34.000]  第十七到三十四節
[00:16:34.000 --> 00:16:37.000]  就是上帝藉著摩西去拯救
[00:16:37.000 --> 00:16:39.000]  第三十五到五十節
[00:16:39.000 --> 00:16:42.000]  就是講以色列人背棄了上帝
[00:16:42.000 --> 00:16:44.000]  第五十一到五十三節
[00:16:44.000 --> 00:16:46.000]  就是講當日的猶太人
[00:16:46.000 --> 00:16:49.000]  他們拒絕尼塞亞
[00:16:49.000 --> 00:16:51.000]  其實斯提反講的就是
[00:16:51.000 --> 00:16:54.000]  正正和今天這個時代
[00:16:54.000 --> 00:16:56.000]  是一模一樣
[00:16:56.000 --> 00:16:58.000]  我們一樣會背棄上帝
[00:16:58.000 --> 00:17:01.000]  一樣會拒絕尼塞亞
[00:17:01.000 --> 00:17:04.000]  大祭司在七章一節就問
[00:17:04.000 --> 00:17:07.000]  你究竟有沒有侮辱聖殿
[00:17:07.000 --> 00:17:09.000]  你有沒有侮辱律法
[00:17:09.000 --> 00:17:11.000]  你會發覺斯提反的講道
[00:17:11.000 --> 00:17:13.000]  好像不是很回應這個問題
[00:17:13.000 --> 00:17:15.000]  但是你看清楚
[00:17:15.000 --> 00:17:19.000]  其實是在回應大祭司的質問
[00:17:19.000 --> 00:17:22.000]  斯提反的講道彷彿是講什麼呢
[00:17:22.000 --> 00:17:25.000]  以色列人你經常都背叛上帝
[00:17:25.000 --> 00:17:28.000]  尤其是上帝差遣的先知領袖
[00:17:28.000 --> 00:17:30.000]  他們完全不信服
[00:17:30.000 --> 00:17:34.000]  甚至上帝差遣的尼塞亞你們都殺了
[00:17:34.000 --> 00:17:36.000]  你們行這麼惡的事
[00:17:36.000 --> 00:17:39.000]  即使你們有一個美輪美奐
[00:17:39.000 --> 00:17:41.000]  金碧輝煌的聖殿
[00:17:41.000 --> 00:17:42.000]  有什麼用
[00:17:42.000 --> 00:17:44.000]  即使你們有律法有什麼用
[00:17:44.000 --> 00:17:46.000]  背叛上帝
[00:17:46.000 --> 00:17:50.000]  其實斯提反是在回應大祭司的質問
[00:17:50.000 --> 00:17:53.000]  我們詳細看看斯提反怎麼回應
[00:17:53.000 --> 00:17:55.000]  斯提反說
[00:17:55.000 --> 00:17:57.000]  從前我們的祖宗亞伯拉罕
[00:17:57.000 --> 00:17:59.000]  在美索不達米亞
[00:17:59.000 --> 00:18:02.000]  即是現在的伊拉克北邊的平原
[00:18:02.000 --> 00:18:05.000]  還會有住在哈蘭的時候
[00:18:05.000 --> 00:18:07.000]  即是住在吾爾
[00:18:07.000 --> 00:18:09.000]  榮耀的神向他顯現
[00:18:09.000 --> 00:18:12.000]  你想想斯提反是怎麼稱呼上帝的
[00:18:12.000 --> 00:18:14.000]  榮耀的神
[00:18:14.000 --> 00:18:16.000]  他怎麼會褻瀆上帝
[00:18:16.000 --> 00:18:20.000]  他稱呼榮耀的神向亞伯拉罕顯現
[00:18:20.000 --> 00:18:23.000]  要他離開吾爾往哈蘭去
[00:18:23.000 --> 00:18:25.000]  如果當你心水清看《創世紀》
[00:18:25.000 --> 00:18:27.000]  不是這樣的
[00:18:27.000 --> 00:18:31.000]  在《創世紀》原來亞伯拉罕的爸爸
[00:18:31.000 --> 00:18:33.000]  他拉帶亞伯拉罕一家
