
[00:00:00.000 --> 00:00:01.480]  好,鄧小平講
[00:02:17.360 --> 00:02:20.360]  上網聽到又有質素嘅
[00:02:20.360 --> 00:02:23.360]  保證係咪?咁我都有諗過
[00:02:23.360 --> 00:02:26.060]  有時返到嚟教會敬拜
[00:02:26.060 --> 00:02:29.060]  頂姐妹,我自己諗嘢呀
[00:02:29.060 --> 00:02:32.660]  你冇諗過有時真係搏一鋪嘅
[00:02:32.660 --> 00:02:38.080]  點解咁講呢?即係每個禮拜
[00:02:38.080 --> 00:02:41.860]  主日嘅時候返嚟好似買鋪大細
[00:02:41.860 --> 00:02:43.800]  嗰日得咗
[00:02:43.800 --> 00:02:47.060]  廿一點就係Bad Jack
[00:02:48.120 --> 00:02:50.920]  點解嗰日係廿一點呢?
[00:02:50.920 --> 00:02:54.040]  例如好似有手中對啦今日係咪?
[00:02:54.040 --> 00:02:57.420]  有好好嘅詩歌敬拜啦
[00:02:57.420 --> 00:03:00.420]  然之後堂道OK啦
[00:03:00.420 --> 00:03:02.420]  有好嘅講完
[00:03:02.420 --> 00:03:04.720]  唔係指我,係其他教會嘅情況
[00:03:04.720 --> 00:03:08.560]  有隱言,5分鐘大概OK,Keep住
[00:03:08.560 --> 00:03:12.560]  跟住有解經啦,有勵旨啦,有笑位啦
[00:03:12.560 --> 00:03:15.860]  有感動位啦,跟住最重要就係
[00:03:15.860 --> 00:03:18.360]  半個鐘頭內完成
[00:03:18.360 --> 00:03:21.460]  然之後我地一齊去隔離
[00:03:21.460 --> 00:03:24.660]  飲茶或者係太輕
[00:03:24.660 --> 00:03:27.660]  一粥麵呀邊度都好啦
[00:03:27.660 --> 00:03:30.060]  今次我比幾多分?
[00:03:30.060 --> 00:03:33.360]  頂姐妹之後出到去打個分
[00:03:33.360 --> 00:03:34.460]  9分
[00:03:34.460 --> 00:03:37.360]  大部分分數點解咁高呀?
[00:03:37.360 --> 00:03:39.860]  因為你準時完成囉,OK
[00:03:39.860 --> 00:03:45.060]  收集咁多年返嚟嘅意見
[00:03:45.060 --> 00:03:46.460]  準時係好緊要㗎
[00:03:46.460 --> 00:03:48.560]  嗰次講得好好唔係太重要
[00:03:48.560 --> 00:03:51.560]  最緊要準時完成,我地可以行出去呢
[00:03:51.560 --> 00:03:53.560]  就OK㗎啦
[00:03:53.560 --> 00:03:54.860]  有時係咁呀
[00:03:54.860 --> 00:03:56.060]  咁所以
[00:03:56.060 --> 00:03:58.560]  即係喺一啲大型嘅教會
[00:03:58.560 --> 00:04:01.060]  或者你可以講或者係一啲Mega Church
[00:04:01.060 --> 00:04:03.860]  喺裏面
[00:04:03.860 --> 00:04:05.960]  嘅情況會遇到就係
[00:04:05.960 --> 00:04:08.660]  有弟兄姊妹開始呢
[00:04:08.660 --> 00:04:13.160]  去睇定下一個禮拜邊個講到
[00:04:13.160 --> 00:04:15.060]  然之後先至返
[00:04:15.060 --> 00:04:19.060]  我唔知呢度有冇出現咁嘅情況
[00:04:19.060 --> 00:04:22.060]  都喺當中即係原來
[00:04:22.060 --> 00:04:24.260]  即係其他教會都有咁嘅現象
[00:04:24.260 --> 00:04:26.360]  咁亦都即係嗰啲教會亦都對應
[00:04:26.360 --> 00:04:30.260]  即係一啲信徒係一啲咁樣嘅情況
[00:04:30.260 --> 00:04:32.760]  咁佢哋亦都決定
[00:04:32.760 --> 00:04:36.160]  唔再刊登下個禮拜邊個
[00:04:36.160 --> 00:04:38.960]  講到嘅即係講完嘅名稱
[00:04:38.960 --> 00:04:42.060]  咁亦都即係等弟兄姊妹繼續
[00:04:42.060 --> 00:04:44.260]  唔好因為講完嘅效應
[00:04:44.260 --> 00:04:47.060]  而keep住返嚟即係去返嗰間
[00:04:47.060 --> 00:04:48.660]  堂會嘅崇拜
[00:04:48.660 --> 00:04:52.160]  咁所以形成咗一啲好奇怪嘅現象
[00:04:52.160 --> 00:04:55.560]  即係喺其他嘅教會嘅裏面
[00:04:55.560 --> 00:04:58.960]  咁亦都有一啲目者或者學者
[00:04:58.960 --> 00:05:01.760]  咁佢即係亦都去講就話
[00:05:01.760 --> 00:05:03.560]  即係提醒弟兄姊妹
[00:05:03.560 --> 00:05:07.460]  你哋唔好受到一啲即係出面
[00:05:07.460 --> 00:05:10.660]  世俗上面嘅消費文化影響
[00:05:10.660 --> 00:05:13.560]  我哋嚟到唔係睇場show
[00:05:13.560 --> 00:05:15.860]  即係如果教會即係崇拜
[00:05:15.860 --> 00:05:19.060]  淨係睇佢唱詩好唔好
[00:05:19.060 --> 00:05:21.160]  講道好唔好嘅話
[00:05:21.160 --> 00:05:24.660]  咁就係一個消費文化嘅影響
[00:05:24.660 --> 00:05:26.660]  所以我哋要力抗
[00:05:26.660 --> 00:05:29.160]  呢一種即係消費文化嘅心態
[00:05:29.160 --> 00:05:30.060]  我哋返嚟崇拜
[00:05:30.060 --> 00:05:31.660]  即係唔係睇場show
[00:05:31.660 --> 00:05:32.560]  表演好唔好
[00:05:32.560 --> 00:05:34.360]  睇下係咪好就值回票價
[00:05:34.360 --> 00:05:36.660]  唔好就要戒燈
[00:05:36.660 --> 00:05:39.460]  咁亦都有信徒就回應話
[00:05:39.460 --> 00:05:44.060]  喺心底裏面回應通常都唔肯講出口
[00:05:44.060 --> 00:05:45.460]  即係佢話
[00:05:45.460 --> 00:05:47.060]  牧者
[00:05:47.060 --> 00:05:49.060]  搵食啫
[00:05:49.060 --> 00:05:52.060]  咁唔使咁吖嘛
[00:05:52.060 --> 00:05:53.360]  呢度食唔飽
[00:05:53.360 --> 00:05:55.060]  咁咪去第二度食囉
[00:05:55.060 --> 00:05:57.060]  好正常啫
[00:05:57.060 --> 00:05:58.860]  咁即係亦都有啲
[00:05:58.860 --> 00:06:01.760]  即係喺思想上面嘅交流ok
[00:06:01.760 --> 00:06:03.960]  但係我唔知點解佢哋有冇講出嚟
[00:06:03.960 --> 00:06:06.560]  但係我又聽到喎好奇怪
[00:06:06.560 --> 00:06:09.960]  所以有時個情況如果
[00:06:09.960 --> 00:06:11.960]  今日鄧英姐妹覺得你
[00:06:11.960 --> 00:06:16.560]  唔係返嚟柴浸崇拜係搏一鋪嘅話
[00:06:16.560 --> 00:06:20.060]  雖然我都真係好體會到
[00:06:20.060 --> 00:06:22.360]  鄧英姐妹佢哋嘅心情
[00:06:22.360 --> 00:06:26.160]  所以我時常都同自己講要好好預備
[00:06:26.160 --> 00:06:27.760]  崇拜啲嘢
[00:06:27.760 --> 00:06:30.060]  即係唔好嘥咗大家返嚟
[00:06:30.060 --> 00:06:34.760]  即係呢個半鐘頭嗰段嘅時間
[00:06:34.760 --> 00:06:38.860]  又同大家真係嚟到去諗如果
[00:06:38.860 --> 00:06:42.460]  敬拜唔等同唱歌嘅話
[00:06:42.460 --> 00:06:46.260]  又或者敬拜唔係只係淨係得返唐道
[00:06:46.260 --> 00:06:48.060]  即係嘅話嘅時候
[00:06:48.060 --> 00:06:51.160]  咁敬拜嘅核心精神
[00:06:51.160 --> 00:06:53.260]  究竟係啲乜嘢呢
[00:06:53.260 --> 00:06:55.960]  同大家即係我哋一齊嚟到去睇一睇聖經
[00:06:55.960 --> 00:06:58.660]  俾我哋有啲乜嘢嘅提醒
[00:06:58.660 --> 00:07:00.660]  如果要
[00:07:00.660 --> 00:07:02.860]  即係我自己真係嚟到去睇嘅時候
[00:07:02.860 --> 00:07:06.560]  要明白當中敬拜嘅意思
[00:07:06.560 --> 00:07:08.960]  大概即係如果由新約
[00:07:08.960 --> 00:07:11.060]  《讓方四章二十四節》嗰度
[00:07:11.060 --> 00:07:12.260]  即係嚟到去睇
[00:07:12.260 --> 00:07:16.760]  我諗會大家有一個好容易嘅理解
[00:07:16.760 --> 00:07:19.260]  亦都可以咁樣即係嚟到去翻譯嘅
[00:07:19.260 --> 00:07:20.760]  呢一句嘅說話
[00:07:20.760 --> 00:07:23.160]  上帝示靈
[00:07:23.160 --> 00:07:25.460]  且那些敬拜他的人
[00:07:25.460 --> 00:07:30.760]  在聖靈和真理裡必須敬拜
[00:07:30.760 --> 00:07:35.160]  呢個就係四章二十四節嗰個意思
[00:07:35.160 --> 00:07:39.360]  亦都即係喺當中嚟到去帶出
[00:07:39.360 --> 00:07:42.660]  敬拜佢有一個
[00:07:42.660 --> 00:07:44.660]  俯伏喺地上面
[00:07:44.660 --> 00:07:47.760]  即係嚟到去親吻嘅意思
[00:07:47.760 --> 00:07:50.860]  係為到佢
[00:07:50.860 --> 00:07:53.660]  應該配得
[00:07:53.660 --> 00:07:57.660]  敬拜嗰個對象嚟到去獻上
[00:07:57.660 --> 00:08:00.060]  佢最好嘅東西
[00:08:00.060 --> 00:08:03.260]  呢個就係即係敬拜嘅意義
[00:08:03.260 --> 00:08:05.960]  而主佢宣稱真正嘅敬拜
[00:08:05.960 --> 00:08:09.760]  要喺從你哋心靈裡邊嚟到去發出
[00:08:09.760 --> 00:08:13.560]  亦都喺神嘅話語
[00:08:13.560 --> 00:08:15.860]  神嘅說話嘅裡邊
[00:08:15.860 --> 00:08:19.460]  即係嚟到去專注嚟到去投入
[00:08:19.460 --> 00:08:25.160]  喺當中你哋必須咁樣嚟到去敬拜
[00:08:25.160 --> 00:08:27.560]  而喺當中即係所帶出嘅
[00:08:27.560 --> 00:08:30.960]  已經開始入緊即係嗰條嘅伏線已經盲伏咗喺度
[00:08:30.960 --> 00:08:34.760]  就係由你哋嘅心靈
[00:08:34.760 --> 00:08:39.660]  同埋喺主嘅真理話語裡邊
[00:08:39.660 --> 00:08:41.760]  嚟到去跟從嘅時候
[00:08:41.760 --> 00:08:46.560]  呢個就係即係帶出敬拜一個好重要嘅一個嘅精神
[00:08:46.560 --> 00:08:49.360]  亦都係一個好重要嘅開始
[00:08:49.360 --> 00:08:54.960]  所以敬拜係上帝子民對上帝對主最重要嘅侍奉
[00:08:54.960 --> 00:08:58.760]  當我哋嚟到主面前去頌讚佢嘅美善
[00:08:58.760 --> 00:09:02.060]  歌頌佢嘅作為嘅時候
[00:09:02.060 --> 00:09:04.760]  係我哋整個人嘅焦點
[00:09:04.760 --> 00:09:09.960]  都係放喺上帝自己嘅身上
[00:09:09.960 --> 00:09:12.060]  除此之外冇其他嘅嘢㗎
[00:09:12.060 --> 00:09:17.860]  即係嚟到敬拜應該最聚焦嘅係喺上帝自己嘅身上
[00:09:17.860 --> 00:09:20.360]  係藉住我哋心靈同埋
[00:09:20.360 --> 00:09:25.560]  建基喺神嘅說話嘅基礎之上嚟到去敬拜佢
[00:09:25.560 --> 00:09:28.460]  只係集中喺佢嘅榮耀
[00:09:28.460 --> 00:09:31.660]  藉住佢嘅說話嚟到去思想佢
[00:09:31.660 --> 00:09:34.060]  投入喺主嘅當中
[00:09:34.060 --> 00:09:39.360]  然後再從對上帝嘅認識嚟到去出發
[00:09:39.360 --> 00:09:43.260]  然之後去透視去探視我哋嘅世界
[00:09:43.260 --> 00:09:45.660]  我哋嘅歷史我哋嘅群體
[00:09:45.660 --> 00:09:49.760]  同埋我哋自身我哋嘅經歷
[00:09:49.760 --> 00:09:54.960]  所以由約翰福音第四章二十四節嚟到去帶出
[00:09:54.960 --> 00:09:58.860]  首要嘅關注係要喺敬拜嘅裏面
[00:09:58.860 --> 00:10:05.060]  我哋將我哋嘅專注嚟到去放喺上帝自己嘅當中
[00:10:05.060 --> 00:10:10.560]  然而喺裏面亦都帶出咗一點就係
[00:10:10.560 --> 00:10:14.260]  我哋要放喺上帝嘅時間
[00:10:14.260 --> 00:10:17.360]  放喺上帝自己本身嘅時候
[00:10:17.360 --> 00:10:22.960]  亦都去帶出一個即係一個其他的事情
[00:10:22.960 --> 00:10:28.560]  有啲乜嘢喺呢個敬拜嘅時間裏面係
[00:10:28.560 --> 00:10:31.660]  影響咗你對上帝嘅專注
[00:10:31.660 --> 00:10:34.460]  即係有呢個伏線有呢個進度嘅時候
[00:10:34.460 --> 00:10:36.760]  同時間有人會
[00:10:36.760 --> 00:10:39.160]  即係有嘢會拉扯返嚟
[00:10:39.160 --> 00:10:44.660]  即係嚟到去影響你對上帝嘅專注同埋投入
[00:10:44.660 --> 00:10:47.660]  而起始點我哋要返返去舊約聖經
[00:10:47.660 --> 00:10:51.460]  《出埃及記》建造回望嘅一段經文嘅裏面
[00:10:51.460 --> 00:10:53.260]  點解咁樣講呢?因為
[00:10:53.260 --> 00:10:56.660]  追溯返舊約嘅時候
[00:10:56.660 --> 00:11:00.560]  即係喺新約嘅即係我哋而家現代嘅時候
[00:11:00.560 --> 00:11:03.660]  可能一個象徵性嘅意義就係
[00:11:03.660 --> 00:11:07.660]  教會成為我哋神人相遇嘅地方
[00:11:07.660 --> 00:11:11.960]  而去到舊約回望嘅時候就係當中一個好重要嘅標誌就係
[00:11:11.960 --> 00:11:16.260]  喺當中成為咗一個神人相遇嘅地方
[00:11:16.260 --> 00:11:18.860]  係上帝顯現嘅地方
[00:11:18.860 --> 00:11:21.260]  亦都可能係經文
[00:11:21.260 --> 00:11:23.960]  一段比較長嘅一個嘅篇幅
[00:11:23.960 --> 00:11:25.260]  可能你會覺得悶
[00:11:25.260 --> 00:11:28.960]  不過再睇落去嘅時候卻係煩人心醒
[00:11:28.960 --> 00:11:33.460]  由《出埃及記》第25章去到第40章完結嘅時候
[00:11:33.460 --> 00:11:37.460]  如果大家睇到嗰度你都會開始即係嚟到去
[00:11:37.460 --> 00:11:44.060]  即係要去到一個比較即係叫做比較悶嘅一個嘅
[00:11:44.060 --> 00:11:46.160]  篇幅內容嘅時候
[00:11:46.160 --> 00:11:50.060]  你照睇你會睇嘅時候會發現
[00:11:50.060 --> 00:11:52.160]  喺當中
[00:11:52.160 --> 00:11:55.160]  聖經描述回望嘅建造
[00:11:55.160 --> 00:11:58.360]  係描述得好仔細
[00:11:58.360 --> 00:12:01.960]  即係如果你有砌開可能建築啦
[00:12:01.960 --> 00:12:04.360]  建築即係做呢行可能會好了解啦
[00:12:04.360 --> 00:12:07.660]  啲工料即係要剔剔剔剔嗰張單要剔曬啲嘢
[00:12:07.660 --> 00:12:09.460]  要點樣做要度得好盡
[00:12:09.460 --> 00:12:11.860]  或者如果你唔係做建築嗰行嘅
[00:12:11.860 --> 00:12:15.460]  你有冇試過砌模型呢
[00:12:15.460 --> 00:12:16.860]  你有砌模型呢
[00:12:16.860 --> 00:12:20.560]  你就會了解到成個即係說明書
[00:12:20.560 --> 00:12:23.860]  你要跟返嗰個零件部件嚟到去砌
[00:12:23.860 --> 00:12:27.560]  砌錯咗可能你左右腳就會調轉咗
[00:12:27.560 --> 00:12:30.960]  咁就即係成隻模型呢就搞彎咗
[00:12:30.960 --> 00:12:34.860]  而喺聖經裏面呢啲即係叫做
[00:12:34.860 --> 00:12:36.260]  悶嘅經文
[00:12:36.260 --> 00:12:38.860]  即係對我哋嚟講即係呢啲咁樣嘅
[00:12:38.860 --> 00:12:44.560]  章節呢啲嘅咁仔細描述嘅段落嘅裏面
[00:12:44.560 --> 00:12:47.060]  其實我哋要問一個問題
[00:12:47.060 --> 00:12:50.860]  喺裏面表達緊一啲乜嘢嘅事情
[00:12:50.860 --> 00:12:54.260]  就係一個好重要嘅即係對我哋一個提醒
[00:12:54.260 --> 00:12:57.260]  一個好重要嘅核心精神就係
[00:12:57.260 --> 00:13:02.660]  上帝一啲咁仔細嘅吩咐呢啲嘅描述
[00:13:02.660 --> 00:13:06.260]  係要當時嘅子民
[00:13:06.260 --> 00:13:11.260]  就係要咁仔細嘅跟從同埋實踐
[00:13:11.260 --> 00:13:14.260]  而喺呢啲嘅跟從嘅過程裏面
[00:13:14.260 --> 00:13:16.660]  兼做回望嘅過程當中
[00:13:16.660 --> 00:13:21.760]  上帝就喺回望裏面與人相遇
[00:13:21.760 --> 00:13:24.860]  意思即係話當你好仔細
[00:13:24.860 --> 00:13:28.460]  嚟到去跟從上帝嘅說話嘅步伐裏面
[00:13:28.460 --> 00:13:31.960]  上帝就喺呢啲嘅過程嘅裏面
[00:13:31.960 --> 00:13:34.460]  嚟到去同你相遇
[00:13:34.460 --> 00:13:36.860]  或者你可以諗呢啲嘅雲彩
[00:13:36.860 --> 00:13:39.260]  就係咁樣嚟到去覆蓋
[00:13:39.260 --> 00:13:41.260]  喺你嘅生命嘅當中
[00:13:41.260 --> 00:13:44.260]  呢個就係建造回望裏面一個好
[00:13:44.260 --> 00:13:47.260]  重要核心嘅精神
[00:13:47.260 --> 00:13:49.660]  但係去到中間第32章
[00:13:49.660 --> 00:13:53.460]  頭先大家即係讀舊約嘅聖經嘅時候
[00:13:53.460 --> 00:13:56.760]  嗰度即係出現咗一段嘅插曲
[00:13:56.760 --> 00:13:58.460]  發生咗一件事
[00:13:58.460 --> 00:14:03.360]  就係子文佢喺當中敬拜金牛獨
[00:14:03.360 --> 00:14:06.860]  當時摩西上山領受上帝誡命
[00:14:06.860 --> 00:14:09.360]  佢遲遲都未落山
[00:14:09.360 --> 00:14:11.360]  咁唔知發生咩事
[00:14:11.360 --> 00:14:12.960]  咁跟住發生咩事呢
[00:14:12.960 --> 00:14:15.260]  子文就開始鼓噪
[00:14:15.260 --> 00:14:18.260]  跟住聚集到阿倫面前就話
[00:14:18.260 --> 00:14:23.160]  我哋唔知嗰個領我哋出埃及嗰個嘅摩西
[00:14:23.160 --> 00:14:24.760]  發生咗啲咩事
[00:14:24.760 --> 00:14:25.960]  遇到咩事
[00:14:25.960 --> 00:14:27.860]  所以請替我哋呢
[00:14:27.860 --> 00:14:30.060]  即係嚟到去做一個神明
[00:14:30.060 --> 00:14:32.460]  嚟到去帶領我哋
[00:14:32.460 --> 00:14:35.360]  於是阿倫就叫班子文去
[00:14:35.360 --> 00:14:40.260]  摘下你哋妻子兒女以上嘅金環拿來給我
[00:14:40.260 --> 00:14:42.860]  百姓就都摘下佢哋
[00:14:42.860 --> 00:14:44.960]  即係以上面嘅金環
[00:14:44.960 --> 00:14:46.760]  攞咗嚟畀阿倫
[00:14:46.760 --> 00:14:49.760]  阿倫就從佢哋手裏面接過嚟
[00:14:49.760 --> 00:14:53.160]  就鑄咗一隻嘅牛獨
[00:14:53.160 --> 00:14:56.360]  咁牛獨可能你哋會聽過
[00:14:56.360 --> 00:14:59.060]  即係一啲
[00:14:59.060 --> 00:15:01.460]  唔係一個好大隻嘅
[00:15:01.460 --> 00:15:03.960]  即係一個嘅咁樣嘅雕像
[00:15:03.960 --> 00:15:05.960]  而係大概一個
[00:15:05.960 --> 00:15:07.960]  你當係一啲
[00:15:07.960 --> 00:15:10.260]  即係一個盒咁大嘅size嘅嘢啦
[00:15:10.260 --> 00:15:11.560]  咁有啲考古就話
[00:15:11.560 --> 00:15:13.960]  其實係一嚿咁樣嘅
[00:15:13.960 --> 00:15:18.460]  即係即係大概size嘅一個咁樣嘅牛獨嚟
[00:15:18.460 --> 00:15:21.160]  亦都有人話過
[00:15:21.160 --> 00:15:23.160]  佢哋唔係真係敬拜牛獨
[00:15:23.160 --> 00:15:27.360]  而係上帝坐喺牛獨上面
[00:15:27.360 --> 00:15:29.860]  所代表嘅上帝佢哋係
[00:15:29.860 --> 00:15:31.860]  敬拜嗰樣嘢啫
[00:15:31.860 --> 00:15:35.960]  咁姑勿論我哋唔探討究竟呢隻牛獨
[00:15:35.960 --> 00:15:38.160]  嗰個嘅物件究竟係點樣
[00:15:38.160 --> 00:15:40.360]  咁大家聽埋佢哋所講
[00:15:40.360 --> 00:15:41.760]  他們就說
[00:15:41.760 --> 00:15:45.260]  以色列那者是領我們出埃及地的神
[00:15:45.260 --> 00:15:48.560]  阿倫漢堅就喺牛獨面前竹壇
[00:15:48.560 --> 00:15:53.360]  且宣告說明日要向耶和華守節
[00:15:53.360 --> 00:15:57.060]  次日清晨百姓起來獻梵祭和平安祭
[00:15:57.060 --> 00:15:59.360]  就坐下吃殼起來換撒
[00:15:59.360 --> 00:16:04.060]  之後耶和華漢堅就發烈怒
[00:16:04.060 --> 00:16:05.260]  大家即係
[00:16:05.260 --> 00:16:09.560]  我哋撇開嗰隻牛獨究竟所謂如何嘅時候
[00:16:09.560 --> 00:16:11.460]  即係喺呢度我哋要問
[00:16:11.460 --> 00:16:15.060]  隻金牛獨代表緊邊個呢
[00:16:15.060 --> 00:16:17.660]  成個金牛獨嘅事件
[00:16:17.660 --> 00:16:20.660]  究竟發生咗啲乜嘢問題
[00:16:20.660 --> 00:16:22.660]  即係物件就係金牛獨
[00:16:22.660 --> 00:16:23.860]  但係佢哋話
[00:16:23.860 --> 00:16:26.960]  大家即係嚟到去仔細去睇聖經
[00:16:26.960 --> 00:16:28.860]  佢哋話以色列那
[00:16:28.860 --> 00:16:32.560]  者是領我們出埃及地的神
[00:16:32.560 --> 00:16:33.860]  咁即係話
[00:16:33.860 --> 00:16:37.860]  佢哋敬拜嘅對象有冇搞錯到
[00:16:37.860 --> 00:16:40.060]  佢冇搞錯㗎
[00:16:40.060 --> 00:16:43.860]  佢哋要敬拜嘅好清楚就係
[00:16:43.860 --> 00:16:46.260]  係耶和華上帝囉
[00:16:46.260 --> 00:16:47.160]  即係
[00:16:47.160 --> 00:16:49.160]  原來望住呢隻金牛獨
[00:16:49.160 --> 00:16:51.360]  佢哋就諗住嘅
[00:16:51.360 --> 00:16:52.560]  就係
[00:16:52.560 --> 00:16:54.860]  上帝自己本身
[00:16:54.860 --> 00:16:56.260]  OK
[00:16:56.260 --> 00:16:57.760]  跟住佢哋
[00:16:57.760 --> 00:17:00.060]  就做足一切敬拜
[00:17:00.060 --> 00:17:01.360]  嗰個嘅儀式
[00:17:01.360 --> 00:17:02.860]  嗰個嘅行為
[00:17:02.860 --> 00:17:04.960]  就喺牛獨面前竹壇
[00:17:04.960 --> 00:17:06.760]  向耶和華守節
[00:17:06.760 --> 00:17:08.160]  獻梵祭
[00:17:08.160 --> 00:17:09.860]  和平安祭
[00:17:09.860 --> 00:17:14.060]  全部都係做足即係規定敬拜嘅動作
[00:17:14.060 --> 00:17:17.360]  而敬拜嘅對象有正確
[00:17:17.360 --> 00:17:20.560]  咁上帝你嬲咩呢
[00:17:20.560 --> 00:17:27.260]  你做乜要發烈怒要要嬲人哋呢
[00:17:27.260 --> 00:17:28.760]  一切
[00:17:28.760 --> 00:17:30.560]  OK㗎喎
[00:17:30.560 --> 00:17:32.360]  敬拜對象又啱
[00:17:32.360 --> 00:17:35.860]  敬拜嘅行為動作又啱
[00:17:35.860 --> 00:17:38.160]  上帝究竟嬲咩呢
[00:17:38.160 --> 00:17:39.760]  即係今日
[00:17:39.760 --> 00:17:42.460]  我哋敬拜嘅對象係
[00:17:42.460 --> 00:17:44.460]  主耶穌基督
[00:17:44.460 --> 00:17:47.060]  我哋做嘅動作係唱詩
[00:17:47.060 --> 00:17:48.460]  祈禱
[00:17:48.460 --> 00:17:50.460]  我哋有守中隊
[00:17:50.460 --> 00:17:52.160]  我哋有講道
[00:17:52.160 --> 00:17:55.960]  我哋有崇拜嘅投入
[00:17:55.960 --> 00:17:57.560]  我哋對象有正確
[00:17:57.560 --> 00:18:00.960]  然之後耶和華發烈怒
[00:18:00.960 --> 00:18:02.560]  跟住我哋又拗曬頭
[00:18:02.560 --> 00:18:05.660]  上帝你嬲咩呢
[00:18:05.660 --> 00:18:07.660]  點解要咁嬲呢
[00:18:07.660 --> 00:18:10.160]  如果大家再睇第二節
[00:18:10.160 --> 00:18:13.160]  七一及第三十二章第二節嘅時候
[00:18:13.160 --> 00:18:15.460]  大概你哋會搵出端倪
[00:18:15.460 --> 00:18:17.360]  喺當中
[00:18:17.360 --> 00:18:18.760]  我哋會睇見
[00:18:18.760 --> 00:18:20.760]  即係嚟到經文描述
[00:18:20.760 --> 00:18:23.360]  起來為我哋作神像
[00:18:23.360 --> 00:18:26.460]  好為我哋在前面引路
[00:18:26.460 --> 00:18:27.960]  原來
[00:18:27.960 --> 00:18:29.060]  大家再去睇嘅時候
[00:18:29.060 --> 00:18:30.660]  即係唔係嗌係咪嗰個牛毒
[00:18:30.660 --> 00:18:32.660]  就係神像嗰樣嘢
[00:18:32.660 --> 00:18:41.860]  而係子民原來關心緊嘅係佢哋自己嘅前路
[00:18:41.860 --> 00:18:45.260]  喺一切敬拜嘅儀式動作背後
[00:18:45.260 --> 00:18:47.460]  佢哋最關心嘅係自己
[00:18:47.460 --> 00:18:49.460]  嘅前路究竟係點
