
[00:00:00.000 --> 00:00:03.880]  我們今年講道的方向或牧養方向有四個方面
[00:03:03.800 --> 00:03:04.760]  白色的字我讀
[00:03:04.760 --> 00:03:07.920]  綠色的字請大家讀出
[00:03:07.920 --> 00:03:10.720]  因為你們起初聽見的訊息
[00:03:10.720 --> 00:03:13.480]  就是我們要彼此相愛
[00:03:13.480 --> 00:03:15.040]  不要像該人
[00:03:15.040 --> 00:03:17.280]  他是出於那惡者
[00:03:17.280 --> 00:03:19.600]  還殺了自己的兄弟
[00:03:19.600 --> 00:03:21.480]  為什麼殺了他呢
[00:03:21.480 --> 00:03:24.360]  因為該人的行為是邪惡的
[00:03:24.360 --> 00:03:27.560]  他兄弟的行為卻是公義的
[00:03:27.560 --> 00:03:28.400]  弟兄們啊
[00:03:28.400 --> 00:03:29.720]  世人若恨你們
[00:03:29.720 --> 00:03:31.640]  不用驚奇
[00:03:31.640 --> 00:03:32.720]  我們知道
[00:03:32.720 --> 00:03:34.640]  因為我們愛弟兄
[00:03:34.640 --> 00:03:37.200]  就已經出死入生了
[00:03:37.200 --> 00:03:40.160]  沒有愛的是住在死亡
[00:03:40.160 --> 00:03:41.720]  凡恨自己弟兄的
[00:03:41.720 --> 00:03:43.240]  就是殺人兇手
[00:03:43.240 --> 00:03:44.040]  你們知道
[00:03:44.040 --> 00:03:45.680]  凡是殺人兇手
[00:03:45.680 --> 00:03:48.560]  在他裡面就沒有永生
[00:03:48.560 --> 00:03:51.200]  基督為我們寫了生命
[00:03:51.200 --> 00:03:52.320]  從這一點
[00:03:52.320 --> 00:03:54.400]  我們就認識了愛
[00:03:54.400 --> 00:03:57.840]  我們也應該為弟兄捨棄生命
[00:03:57.840 --> 00:03:59.440]  凡有世上財物的
[00:03:59.440 --> 00:04:01.360]  看見弟兄有需要
[00:04:01.360 --> 00:04:03.000]  卻硬著心腸
[00:04:03.000 --> 00:04:06.640]  那怎會有神的愛存在他裡面呢
[00:04:06.640 --> 00:04:07.840]  孩子們啊
[00:04:07.840 --> 00:04:09.120]  我們相愛
[00:04:09.120 --> 00:04:11.400]  不要用言語和舌頭
[00:04:11.400 --> 00:04:13.840]  要用行為和真言
[00:04:13.840 --> 00:04:17.720]  其實這八節經文是很清晰的一個段落
[00:04:17.720 --> 00:04:19.720]  實際上如果你將它這樣放的時候
[00:04:19.720 --> 00:04:20.840]  你就會見到
[00:04:20.840 --> 00:04:23.880]  他說我們一開始領受的訊息就是
[00:04:23.880 --> 00:04:25.520]  我們要彼此相愛
[00:04:25.520 --> 00:04:27.840]  如果你上網去查查一些查警資料
[00:04:27.840 --> 00:04:29.840]  或者一些講題的時候
[00:04:29.840 --> 00:04:31.480]  他講這段經文多數都是用
[00:04:31.480 --> 00:04:33.240]  我們要彼此相愛這個講題
[00:04:33.240 --> 00:04:36.720]  實際上你也見到一個守命呼應的結構
[00:04:36.720 --> 00:04:38.720]  什麼叫我們要彼此相愛
[00:04:38.720 --> 00:04:39.760]  最後他就說
[00:04:39.760 --> 00:04:44.440]  我們相愛不要在言語和舌頭上
[00:04:44.440 --> 00:04:47.080]  卻要在行為和
[00:04:47.080 --> 00:04:49.280]  這裡是譯了做真理
[00:04:49.280 --> 00:04:51.120]  或者和合本譯了做誠實
[00:04:51.120 --> 00:04:53.760]  這個是一個很清楚的架構
[00:04:53.760 --> 00:04:56.280]  不過如果我們再細讀裡面的內容
[00:04:56.280 --> 00:04:59.120]  他在講彼此相愛其實一點都不含混
[00:04:59.120 --> 00:05:00.880]  並且他講得很具體
[00:05:00.880 --> 00:05:04.120]  在講什麼人和我們要怎麼做
[00:05:04.120 --> 00:05:05.720]  在經文裡面
[00:05:05.720 --> 00:05:08.520]  我們看到他的結構或者一些特色
[00:05:08.520 --> 00:05:10.280]  就是他用了兩個例子
[00:05:10.280 --> 00:05:12.880]  第一個例子就開始說不要像該隱
[00:05:12.880 --> 00:05:14.960]  大概該隱猶太人的小朋友
[00:05:14.960 --> 00:05:16.560]  他很快就知道這個故事
[00:05:16.560 --> 00:05:18.280]  這個故事出自哪本書呢
[00:05:18.280 --> 00:05:19.560]  《創世紀》
[00:05:19.560 --> 00:05:21.840]  《創世紀》第四章稍後我們會看
[00:05:21.840 --> 00:05:24.280]  他很快就讀《五經》的時候讀到這個故事
[00:05:24.280 --> 00:05:25.040]  我們也認識的
[00:05:25.040 --> 00:05:26.720]  《家傳回憂》的故事
[00:05:26.720 --> 00:05:27.760]  你小時候上主義學校
[00:05:27.760 --> 00:05:28.640]  初中分教會
[00:05:28.640 --> 00:05:30.120]  一打開聖經看《創世紀》
[00:05:30.120 --> 00:05:31.720]  你就看到這個故事
[00:05:31.720 --> 00:05:33.200]  他就告訴我們
[00:05:33.200 --> 00:05:34.560]  我們不要像該隱
[00:05:34.560 --> 00:05:36.560]  然後這個反面教場
[00:05:36.560 --> 00:05:39.640]  去到最後他就講一個正面的例子
[00:05:39.640 --> 00:05:40.720]  就是講耶穌基督
[00:05:40.720 --> 00:05:43.200]  耶穌基督他怎麼教我們
[00:05:43.200 --> 00:05:44.960]  或者示範我們彼此相愛呢
[00:05:44.960 --> 00:05:46.120]  他就用了這裡
[00:05:46.120 --> 00:05:47.720]  捨棄了生命
[00:05:47.720 --> 00:05:50.120]  所以捨命愛弟兄
[00:05:50.120 --> 00:05:52.880]  那個捨命不是隨便定出來
[00:05:52.880 --> 00:05:55.360]  是經文裡面提醒我們要這麼做
[00:05:55.360 --> 00:05:56.080]  當然
[00:05:56.080 --> 00:05:58.000]  在這段經文裡面有一個特色
[00:05:58.000 --> 00:06:00.080]  就是在講我們這群人
[00:06:00.080 --> 00:06:00.640]  是什麼呢
[00:06:00.640 --> 00:06:01.240]  那你說
[00:06:01.240 --> 00:06:02.560]  就是弟兄姊妹
[00:06:02.560 --> 00:06:05.560]  若翁一書都是寫給當時爾忽所教會
[00:06:05.560 --> 00:06:07.280]  那一帶的地方傳的
[00:06:07.280 --> 00:06:08.120]  就是弟兄姊妹
[00:06:08.120 --> 00:06:09.480]  這個一定是對的
[00:06:09.480 --> 00:06:12.360]  但其實如果你留意讀經文裡面
[00:06:12.360 --> 00:06:14.800]  他是特別突出了
[00:06:14.800 --> 00:06:16.440]  highlight了我們一種身份
[00:06:16.440 --> 00:06:17.440]  那種什麼身份
[00:06:17.440 --> 00:06:19.040]  或者我們什麼關係呢
[00:06:19.040 --> 00:06:21.320]  就是一個這樣的關係
[00:06:21.320 --> 00:06:23.040]  中文有時候譯做兄弟
[00:06:23.040 --> 00:06:24.280]  有時候譯做弟兄
[00:06:24.280 --> 00:06:25.600]  剛才我聽大家讀經的時候
[00:06:25.600 --> 00:06:27.120]  都會混淆地讀
[00:06:27.120 --> 00:06:28.000]  但原文
[00:06:28.000 --> 00:06:31.440]  the four字是中數
[00:06:31.440 --> 00:06:33.560]  都是同一個字
[00:06:33.560 --> 00:06:34.760]  我想你未必
[00:06:34.760 --> 00:06:36.560]  字較細一點未必看得很清楚
[00:06:36.560 --> 00:06:37.760]  不過你數顏色就可以了
[00:06:37.760 --> 00:06:38.960]  我想你數一數
[00:06:38.960 --> 00:06:40.880]  兄弟這個字
[00:06:40.880 --> 00:06:42.280]  和弟兄這個字共埋
[00:06:42.280 --> 00:06:46.000]  出現了多少次
[00:06:46.000 --> 00:06:48.000]  你應該很快就數到了
[00:06:48.000 --> 00:06:50.040]  其實出現了七次
[00:06:50.040 --> 00:06:52.400]  我們在讀聖經的時候
[00:06:52.400 --> 00:06:53.960]  一種技巧
[00:06:53.960 --> 00:06:56.280]  我們叫做一詞七言
[00:06:56.280 --> 00:06:57.360]  這種技巧
[00:06:57.360 --> 00:06:59.040]  其實寫聖經的人
[00:06:59.040 --> 00:07:01.960]  尤其是在舊約
[00:07:01.960 --> 00:07:02.720]  不單是舊約
[00:07:02.720 --> 00:07:04.600]  尤其是舊約的五經
[00:07:04.600 --> 00:07:07.200]  他經常用這種技巧
[00:07:07.200 --> 00:07:07.800]  他什麼呢
[00:07:07.800 --> 00:07:08.680]  其實就是說
[00:07:08.680 --> 00:07:09.920]  如果在一個段落裡面
[00:07:09.920 --> 00:07:12.000]  某一個字眼出現了七次的時候
[00:07:12.000 --> 00:07:13.400]  請大家特別留心
[00:07:13.400 --> 00:07:16.800]  他其中一個重點的主題是要說這件事
[00:07:16.800 --> 00:07:19.000]  所以如果你看回這段經文
[00:07:19.000 --> 00:07:21.560]  他其實是在用一詞七言的技巧
[00:07:21.560 --> 00:07:22.760]  他特別在highlight
[00:07:22.760 --> 00:07:24.760]  我們原來一種弟兄的關係
[00:07:24.760 --> 00:07:26.320]  我們有一個弟兄的身份
[00:07:26.320 --> 00:07:27.960]  這樣去理解這段經文
[00:07:27.960 --> 00:07:29.000]  所以
[00:07:29.000 --> 00:07:30.400]  寫命愛弟兄
[00:07:30.400 --> 00:07:31.800]  雖然不容易做
[00:07:31.800 --> 00:07:33.440]  但是這段經文真的這樣說
[00:07:33.440 --> 00:07:35.360]  我們就看看他說什麼
[00:07:35.360 --> 00:07:37.960]  他第一個重點要告訴我們
[00:07:37.960 --> 00:07:40.240]  為什麼要寫命愛弟兄
[00:07:40.240 --> 00:07:43.560]  是因為我們不屬於那惡者
[00:07:43.560 --> 00:07:44.400]  剛才說過了
[00:07:44.400 --> 00:07:46.320]  經文一開始是說
[00:07:46.320 --> 00:07:47.400]  不要像個人
[00:07:47.400 --> 00:07:48.560]  個人是怎樣的
[00:07:48.560 --> 00:07:49.920]  放大來看
[00:07:49.920 --> 00:07:53.760]  他就說他是出於那惡者
[00:07:53.760 --> 00:07:55.680]  一聽到他是出於那惡者
[00:07:55.680 --> 00:07:56.600]  第一個反應就是
[00:07:56.600 --> 00:07:58.160]  即是為什麼呢
[00:07:58.160 --> 00:07:59.200]  他出於魔鬼
[00:07:59.200 --> 00:08:00.760]  不是,是神造他的
[00:08:00.760 --> 00:08:03.600]  那是不是在說他爸爸媽媽是惡者呢
[00:08:03.600 --> 00:08:05.680]  你知道個人的爸爸媽媽是誰嗎
[00:08:05.680 --> 00:08:06.800]  沒理由不知道
[00:08:06.800 --> 00:08:07.360]  第二代
[00:08:07.360 --> 00:08:09.520]  第一代就是亞當夏娃
[00:08:09.520 --> 00:08:11.480]  似乎應該也不是
[00:08:11.480 --> 00:08:13.560]  但其實你看那個經文讀下去就知道
[00:08:13.560 --> 00:08:14.800]  原來他在說
[00:08:14.800 --> 00:08:15.800]  邪惡這個字
[00:08:15.800 --> 00:08:16.440]  惡者這個字
[00:08:16.440 --> 00:08:17.000]  是同一個字
[00:08:17.000 --> 00:08:18.120]  他再出現就是說
[00:08:18.120 --> 00:08:20.680]  因為該人的行為是邪惡
[00:08:20.680 --> 00:08:21.560]  所以出於亞當夏娃
[00:08:21.560 --> 00:08:22.560]  原來他在說
[00:08:22.560 --> 00:08:25.120]  他做的事是邪惡
[00:08:25.120 --> 00:08:26.400]  於是我們也很快
[00:08:26.400 --> 00:08:27.400]  因為我們熟悉這個故事
[00:08:27.400 --> 00:08:28.000]  當然了
[00:08:28.000 --> 00:08:29.280]  殺人當然是邪惡
[00:08:29.280 --> 00:08:30.440]  但是你留心
[00:08:30.440 --> 00:08:33.240]  固然他真的在說他的行為是殺人
[00:08:33.240 --> 00:08:33.880]  OK
[00:08:33.880 --> 00:08:35.160]  那個行動是邪惡
[00:08:35.160 --> 00:08:36.280]  但是他在問
[00:08:36.280 --> 00:08:38.080]  為什麼殺了他呢
[00:08:38.080 --> 00:08:41.040]  他問該人為什麼殺了弟兄呢
[00:08:41.040 --> 00:08:42.720]  因為他的行為是邪惡
[00:08:42.720 --> 00:08:43.400]  換句話說
[00:08:43.400 --> 00:08:44.800]  殺了弟兄這個行動
[00:08:44.800 --> 00:08:47.040]  只是他這麼多的邪惡行為最後一個
[00:08:47.040 --> 00:08:49.240]  他之前很多的行動
[00:08:49.240 --> 00:08:51.200]  導致他最後殺人
[00:08:51.200 --> 00:08:52.320]  聽到沒有分別
[00:08:52.320 --> 00:08:52.720]  OK
[00:08:52.720 --> 00:08:53.280]  好了
[00:08:53.280 --> 00:08:54.120]  於是
[00:08:54.120 --> 00:08:56.920]  究竟該人有什麼行為
[00:08:56.920 --> 00:08:57.640]  我想告訴你
[00:08:57.640 --> 00:08:58.360]  其實這段經文
[00:08:58.360 --> 00:09:00.200]  他真的要帶我們去看
[00:09:00.200 --> 00:09:01.400]  你一定要明白這段經文
[00:09:01.400 --> 00:09:02.640]  帶我們去看
[00:09:02.640 --> 00:09:04.440]  《創世紀四章》這個故事
[00:09:04.440 --> 00:09:05.640]  因為行為這個字
[00:09:05.640 --> 00:09:07.720]  他其中在說該人的行為之後
[00:09:07.720 --> 00:09:09.960]  他再提一提阿伯的行為
[00:09:09.960 --> 00:09:10.560]  OK
[00:09:10.560 --> 00:09:11.800]  然後記不記得我們剛才
[00:09:11.800 --> 00:09:13.520]  最後總括的那一句
[00:09:13.520 --> 00:09:16.560]  我們相愛不要在言語和洩頭上
[00:09:16.560 --> 00:09:20.120]  卻要在行為和誠實上
[00:09:20.120 --> 00:09:21.040]  所以他在想
[00:09:21.040 --> 00:09:22.200]  今天你的行為
[00:09:22.200 --> 00:09:22.880]  我的行為
[00:09:22.880 --> 00:09:24.040]  是一個什麼行為
[00:09:24.040 --> 00:09:25.600]  該人的行為
[00:09:25.600 --> 00:09:26.920]  給我們有什麼提醒
[00:09:26.920 --> 00:09:31.400]  該人和他兄弟阿伯的故事
[00:09:31.400 --> 00:09:34.080]  在《創世紀四章》一到十六節的段落
[00:09:34.080 --> 00:09:36.280]  如果我有兩個小時崇拜
[00:09:36.280 --> 00:09:37.720]  講到時間就好了
[00:09:37.720 --> 00:09:40.080]  我就會慢慢跟你講這段經文
[00:09:40.080 --> 00:09:41.040]  不過你知道有時候
[00:09:41.040 --> 00:09:42.120]  只有四十分鐘講到
[00:09:42.120 --> 00:09:44.200]  我連第三點都講不到
[00:09:44.200 --> 00:09:48.080]  所以只能夠節錄看裡面最重要的東西
[00:09:48.080 --> 00:09:49.240]  這個故事你很熟悉
[00:09:49.240 --> 00:09:52.640]  我將它故事的上半部分
[00:09:52.640 --> 00:09:54.240]  最重要的那六節
[00:09:54.240 --> 00:09:55.760]  核心一點的內容
[00:09:55.760 --> 00:09:57.040]  輯錄了出來
[00:09:57.040 --> 00:09:59.360]  我希望我再讀這個故事的時候
[00:09:59.360 --> 00:10:02.160]  邀請大家重溫一下這個故事
[00:10:02.160 --> 00:10:03.400]  你留意一下該人
[00:10:03.400 --> 00:10:05.520]  究竟當中有什麼行為
[00:10:05.520 --> 00:10:07.240]  甚至反過來說
[00:10:07.240 --> 00:10:08.480]  該人沒有什麼行為
[00:10:08.480 --> 00:10:09.480]  你又看不看到
[00:10:35.520 --> 00:10:56.360]  在經文裡面提到該人有什麼行動
[00:10:56.360 --> 00:10:58.520]  第一個行動你知道是什麼行動嗎
[00:10:58.520 --> 00:11:01.160]  其實我問的那些通常答案是給了你的
[00:11:01.160 --> 00:11:02.680]  是什麼顏色的字
[00:11:02.680 --> 00:11:03.280]  黃色
[00:11:03.280 --> 00:11:04.600]  他第一個行動是什麼行動
[00:11:04.600 --> 00:11:06.120]  是獻祭
[00:11:06.120 --> 00:11:08.760]  獻祭其實是一件好事
[00:11:08.760 --> 00:11:11.120]  不過獻完祭之後
[00:11:11.120 --> 00:11:12.280]  就出現問題了
[00:11:12.280 --> 00:11:12.880]  什麼呢
[00:11:12.880 --> 00:11:14.560]  經文提到你見到藍色的字
[00:11:14.560 --> 00:11:15.080]  他就說
[00:11:15.080 --> 00:11:18.080]  夜禍說月立阿伯和祂的祭物
[00:11:18.080 --> 00:11:21.240]  但是沒有月立該人和祂的祭物
[00:11:21.240 --> 00:11:22.360]  於是乎
[00:11:22.360 --> 00:11:24.360]  該人在這個情況下
[00:11:24.360 --> 00:11:27.080]  就有些情緒的反應
[00:11:27.080 --> 00:11:28.960]  經文提到他情緒的反應是什麼呢
[00:11:28.960 --> 00:11:30.720]  大大的發怒
[00:11:30.720 --> 00:11:31.840]  生氣到什麼程度呢
[00:11:31.840 --> 00:11:34.720]  生氣到中文翻譯成變了臉色
[00:11:34.720 --> 00:11:38.560]  希伯來文的字的說法就是臉掉在地上
[00:11:38.560 --> 00:11:39.840]  我們中國人也這麼說
[00:11:39.840 --> 00:11:40.800]  臉生氣起來
[00:11:40.800 --> 00:11:42.360]  整個拉長了
[00:11:42.360 --> 00:11:44.680]  其實就是說掉在地上
[00:11:44.680 --> 00:11:48.160]  有些人讀到這段的時候
[00:11:48.160 --> 00:11:49.200]  他也會說
[00:11:49.200 --> 00:11:51.000]  其實也不關該人的事
[00:11:51.000 --> 00:11:52.480]  為什麼不關該人的事呢
[00:11:52.480 --> 00:11:56.720]  因為是神看不中該人的獻祭
[00:11:56.720 --> 00:11:57.560]  大家都獻祭
[00:11:57.560 --> 00:11:58.320]  神看不中
[00:11:58.320 --> 00:11:59.840]  那不關該人的事
[00:11:59.840 --> 00:12:01.520]  甚至有些人這麼說
[00:12:01.520 --> 00:12:02.680]  直求上帝偏心
[00:12:02.680 --> 00:12:03.280]  為什麼呢
[00:12:03.280 --> 00:12:05.600]  因為上帝喜歡吃素不喜歡吃肉
[00:12:05.600 --> 00:12:06.120]  不是
[00:12:06.120 --> 00:12:07.400]  喜歡吃肉不喜歡吃素
[00:12:07.400 --> 00:12:08.000]  OK
[00:12:08.000 --> 00:12:11.880]  所以他看中了阿伯不看中該人
[00:12:11.880 --> 00:12:12.200]  OK
[00:12:12.200 --> 00:12:13.240]  擾亂了一點
[00:12:13.240 --> 00:12:14.840]  是不是這樣呢
[00:12:14.840 --> 00:12:16.520]  你不妨回去想一想
[00:12:16.520 --> 00:12:19.360]  不妨回去研究一下
[00:12:19.360 --> 00:12:21.160]  看看有什麼答案可以找到
[00:12:21.160 --> 00:12:22.080]  不過我想告訴你
[00:12:22.080 --> 00:12:23.200]  經文的重點
[00:12:23.200 --> 00:12:24.400]  其實在哪裡呢
[00:12:24.400 --> 00:12:26.680]  當他生氣之後
[00:12:26.680 --> 00:12:27.680]  OK
[00:12:27.680 --> 00:12:28.680]  其實
[00:12:28.680 --> 00:12:30.080]  接著的行動就是他
[00:12:30.080 --> 00:12:32.200]  跟兄弟說話
[00:12:32.200 --> 00:12:33.920]  打起來殺了他
[00:12:33.920 --> 00:12:35.400]  但其實不是這麼快
[00:12:35.400 --> 00:12:38.640]  雖然六節的經文裡面的過程很緊湊
[00:12:38.640 --> 00:12:40.560]  但是六節裡面他用了一個
[00:12:40.560 --> 00:12:42.840]  頗長的篇幅去記錄了一件事
[00:12:42.840 --> 00:12:44.640]  那個篇幅是什麼呢
[00:12:44.640 --> 00:12:46.120]  就是藍色的字
[00:12:46.120 --> 00:12:47.000]  第六第七節
[00:12:47.000 --> 00:12:49.120]  你看到那裡八行裡面就這樣數
[00:12:49.120 --> 00:12:51.360]  佔了三行
[00:12:51.360 --> 00:12:53.400]  六節經文裡面佔了兩節
[00:12:53.400 --> 00:12:55.920]  就是佔了三分一有多
[00:12:55.920 --> 00:12:56.960]  那裡是什麼呢
[00:12:56.960 --> 00:13:00.760]  是在說耶和華上帝對該隱說話
[00:13:00.760 --> 00:13:02.520]  那我就想考考你
[00:13:02.520 --> 00:13:04.960]  這麼重要的篇幅說了這麼多東西
[00:13:04.960 --> 00:13:07.360]  當
[00:13:07.360 --> 00:13:08.200]  該隱
[00:13:08.200 --> 00:13:09.000]  或者這麼說
[00:13:09.000 --> 00:13:10.720]  耶和華說完這堆話之後
[00:13:10.720 --> 00:13:13.800]  該隱對耶和華的說話有什麼反應呢
[00:13:13.800 --> 00:13:15.680]  我給你五秒時間觀察
[00:13:15.680 --> 00:13:20.080]  該隱對耶和華的說話有什麼反應
[00:13:20.080 --> 00:13:21.560]  三
[00:13:21.560 --> 00:13:22.840]  二
[00:13:22.840 --> 00:13:24.160]  一
[00:13:24.160 --> 00:13:25.800]  有什麼反應
[00:13:25.800 --> 00:13:27.880]  你們全對
[00:13:27.880 --> 00:13:30.000]  就是沒有反應
[00:13:30.000 --> 00:13:31.520]  看你們個個都沒有反應
[00:13:31.520 --> 00:13:32.480]  就是沒有反應
[00:13:32.480 --> 00:13:33.480]  所以你們個個都對
[00:13:33.480 --> 00:13:34.600]  你告訴隔壁那裡
[00:13:34.600 --> 00:13:36.080]  你真的厲害了
[00:13:36.080 --> 00:13:37.560]  這樣都答得對
[00:13:37.560 --> 00:13:38.760]  不是跟你開玩笑
[00:13:38.760 --> 00:13:40.240]  真的沒有反應
[00:13:40.240 --> 00:13:41.240]  你們知不知道
[00:13:41.240 --> 00:13:43.360]  耶和華是很語重心長地跟他說
[00:13:43.360 --> 00:13:44.160]  他說什麼
[00:13:44.160 --> 00:13:44.880]  他說
[00:13:44.880 --> 00:13:46.880]  你幹嘛生氣
[00:13:46.880 --> 00:13:49.400]  為什麼整個臉掉在地上
[00:13:49.400 --> 00:13:50.480]  你做得好
[00:13:50.480 --> 00:13:51.520]  其實你也越辣的
[00:13:51.520 --> 00:13:52.800]  喜不蒙越辣
[00:13:52.800 --> 00:13:54.600]  你做得不好你小心
[00:13:54.600 --> 00:13:55.800]  罪就伏在門前
[00:13:55.800 --> 00:13:57.200]  好像野獸一樣
[00:13:57.200 --> 00:13:58.720]  隨時就掉出來
[00:13:58.720 --> 00:13:59.600]  禽你
[00:13:59.600 --> 00:14:01.320]  很危險
[00:14:01.320 --> 00:14:05.080]  語重心長說了很多東西給你聽
[00:14:05.080 --> 00:14:06.160]  但是他沒有聽下去
[00:14:06.160 --> 00:14:07.720]  沒有反應
[00:14:07.720 --> 00:14:08.560]  所以我想告訴你
[00:14:08.560 --> 00:14:09.600]  為什麼一開始我求你
[00:14:09.600 --> 00:14:12.480]  剛才跟大家要背兩節不同版本的經文
[00:14:12.480 --> 00:14:15.160]  一定程度上
[00:14:15.160 --> 00:14:16.520]  該隱這個行為
[00:14:16.520 --> 00:14:18.400]  其實他都很誠實
[00:14:18.400 --> 00:14:19.400]  你明白我說什麼嗎
[00:14:19.400 --> 00:14:20.840]  他是按著他內心
[00:14:20.840 --> 00:14:22.960]  按著他情緒去反應
[00:14:22.960 --> 00:14:23.880]  不過我想告訴你
