
[00:00:00.000 --> 00:00:05.600]  我想幾年前 或是十年八年之前
[00:04:42.240 --> 00:04:49.240]  上帝雖然是讚揚約白是一個敬虔正直的人
[00:04:49.240 --> 00:04:52.240]  但是並不是說約白是一個完全的人
[00:04:52.240 --> 00:04:54.240]  藉著苦難
[00:04:54.240 --> 00:04:58.240]  約白就更加認識自己的無知
[00:04:58.240 --> 00:05:00.240]  以及即使在苦難當中
[00:05:00.240 --> 00:05:03.240]  都不應該懷疑上帝
[00:05:03.240 --> 00:05:06.240]  指責上帝不公義
[00:05:07.240 --> 00:05:09.240]  對我個人來說
[00:05:09.240 --> 00:05:12.240]  我覺得第三點是很有啟發性
[00:05:12.240 --> 00:05:16.240]  就是信心一定要被試驗
[00:05:16.240 --> 00:05:19.240]  從舊約到新約
[00:05:19.240 --> 00:05:21.240]  我們都看到
[00:05:21.240 --> 00:05:24.240]  基督教一個很重要的教義
[00:05:24.240 --> 00:05:27.240]  就是恩順清儀
[00:05:27.240 --> 00:05:29.240]  恩順清儀
[00:05:29.240 --> 00:05:33.240]  清儀就是說我們和上帝有正常的關係
[00:05:33.240 --> 00:05:37.240]  我們可以成為上帝的兒女和朋友
[00:05:37.240 --> 00:05:41.240]  恩順就是憑信心
[00:05:41.240 --> 00:05:44.240]  而不是像其他的宗教
[00:05:44.240 --> 00:05:47.240]  說到要靠行為
[00:05:47.240 --> 00:05:52.240]  但是恩順清儀
[00:05:52.240 --> 00:05:55.240]  是一個很不公平的道理
[00:05:55.240 --> 00:05:58.240]  不公平是因為基督徒的行為
[00:05:58.240 --> 00:06:01.240]  不一定比非基督徒好
[00:06:01.240 --> 00:06:04.240]  還有一個很不公平的理由
[00:06:04.240 --> 00:06:07.240]  就是一個人說信
[00:06:07.240 --> 00:06:13.240]  說信但是不知道是真信還是假信
[00:06:13.240 --> 00:06:18.240]  這樣就會造成一個很不公平的情況出現
[00:06:18.240 --> 00:06:21.240]  有一個人可能是時常行善
[00:06:21.240 --> 00:06:22.240]  樂於助人
[00:06:22.240 --> 00:06:25.240]  只不過他聽過基督教的道理
[00:06:25.240 --> 00:06:27.240]  而不肯信耶穌
[00:06:27.240 --> 00:06:29.240]  結果就要落地獄
[00:06:29.240 --> 00:06:34.240]  另一個人可以是姦淫擄掠殺人
[00:06:34.240 --> 00:06:37.240]  不過他最後信了耶穌
[00:06:37.240 --> 00:06:40.240]  這樣就可以上天堂
[00:06:40.240 --> 00:06:45.240]  是不是很不公平呢?
[00:06:45.240 --> 00:06:48.240]  不要以為這種情況不會出現
[00:06:48.240 --> 00:06:54.240]  在1997年台灣就有一個名叫陳俊興的罪人
[00:06:54.240 --> 00:06:59.240]  和他的同黨綁架了台灣知名藝人
[00:06:59.240 --> 00:07:02.240]  白冰冰的女兒白曉燕
[00:07:02.240 --> 00:07:07.240]  並且他要求贖款500萬美金
[00:07:07.240 --> 00:07:11.240]  後來由於沒有給贖款
[00:07:11.240 --> 00:07:14.240]  那個女孩子就被殺了
[00:07:14.240 --> 00:07:18.240]  而在警方追捕這班人
[00:07:18.240 --> 00:07:22.240]  陳俊興和其他兩個同黨的期間
[00:07:22.240 --> 00:07:25.240]  他們又害死了很多其他人
[00:07:25.240 --> 00:07:29.240]  姦淫了很多婦女
[00:07:29.240 --> 00:07:32.240]  但是當陳俊興被捉了之後
[00:07:32.240 --> 00:07:34.240]  在監獄裡面
[00:07:34.240 --> 00:07:37.240]  他信了耶穌
[00:07:37.240 --> 00:07:42.240]  在1999年被處死
[00:07:42.240 --> 00:07:47.240]  當時很多台灣傳媒批評基督教的上帝
[00:07:47.240 --> 00:07:49.240]  是不公平的
[00:07:49.240 --> 00:07:52.240]  因信正義是不公平的
[00:07:52.240 --> 00:07:55.240]  無辜的人就去地獄
[00:07:55.240 --> 00:08:02.240]  有罪的大罪人就可以上天堂
[00:08:02.240 --> 00:08:04.240]  約伯基提示我們
[00:08:04.240 --> 00:08:10.240]  不要懷疑上帝的智慧
[00:08:10.240 --> 00:08:12.240]  但是從聖經的啟示來看
[00:08:12.240 --> 00:08:18.240]  一個人的信心是要被考驗的
[00:08:18.240 --> 00:08:20.240]  不一定是藉著苦難
[00:08:20.240 --> 00:08:22.240]  可以藉著其他的方法
[00:08:22.240 --> 00:08:25.240]  包括信服
[00:08:25.240 --> 00:08:29.240]  不過信心是一定要被考驗
[00:08:29.240 --> 00:08:32.240]  不是隨便說一聲
[00:08:32.240 --> 00:08:36.240]  我信就行的
[00:08:36.240 --> 00:08:40.240]  我相信這是一個屬靈的定律
[00:08:40.240 --> 00:08:42.240]  只有一個例外的情況
[00:08:42.240 --> 00:08:45.240]  就是臨死前相信的人
[00:08:45.240 --> 00:08:50.240]  或者沒有機會被考驗的人
[00:08:50.240 --> 00:08:52.240]  我舉一些聖經的例子
[00:08:52.240 --> 00:08:56.240]  幫助大家明白這個道理
[00:08:56.240 --> 00:08:57.240]  在創世紀
[00:08:57.240 --> 00:09:02.240]  一開始就記載亞當和夏娃犯罪的事
[00:09:02.240 --> 00:09:06.240]  有很多人覺得上帝太嚴厲
[00:09:06.240 --> 00:09:09.240]  只不過吃了果子
[00:09:09.240 --> 00:09:13.240]  就要將他們處死
[00:09:13.240 --> 00:09:15.240]  但是如果我們明白
[00:09:15.240 --> 00:09:18.240]  那件事不是一個果子的問題
[00:09:18.240 --> 00:09:22.240]  而是一個信服的考驗
[00:09:22.240 --> 00:09:23.240]  我們就明白
[00:09:23.240 --> 00:09:28.240]  上帝為什麼這麼嚴厲地懲罰亞當和夏娃
[00:09:28.240 --> 00:09:33.240]  創世紀還記載了四位以色列先祖的事蹟
[00:09:33.240 --> 00:09:37.240]  就是亞伯拉罕、以撒、雅各和約瑟
[00:09:37.240 --> 00:09:40.240]  他們四個人的信心都被考驗
[00:09:40.240 --> 00:09:44.240]  亞伯拉罕的信心被考驗了幾次
[00:09:44.240 --> 00:09:47.240]  首先他要離開家鄉
[00:09:47.240 --> 00:09:51.240]  移民去一個都不知道去哪裡的地方
[00:09:51.240 --> 00:09:55.240]  後來上帝答應了要給他一個兒子
[00:09:55.240 --> 00:09:59.240]  結果他就等了差不多二十五年
[00:09:59.240 --> 00:10:01.240]  有了兒子了
[00:10:01.240 --> 00:10:03.240]  過了大約十年之後
[00:10:03.240 --> 00:10:10.240]  上帝又叫他將兒子當祭身獻給上帝
[00:10:10.240 --> 00:10:16.240]  亞伯拉罕通過了所有嚴峻的考驗
[00:10:16.240 --> 00:10:21.240]  所以他不愧被稱為信心之父
[00:10:21.240 --> 00:10:24.240]  以撒也有被考驗
[00:10:24.240 --> 00:10:27.240]  他被亞伯拉罕當祭物獻給上帝的時候
[00:10:27.240 --> 00:10:29.240]  他沒有逃跑
[00:10:29.240 --> 00:10:32.240]  他也通過了信服的考驗
[00:10:32.240 --> 00:10:38.240]  亞伯雖然用計謀取得了長子的名分
[00:10:38.240 --> 00:10:41.240]  但是他以後幾十年的人生
[00:10:41.240 --> 00:10:45.240]  也都充滿了困難和考驗
[00:10:45.240 --> 00:10:48.240]  約瑟雖然年輕的時候
[00:10:48.240 --> 00:10:53.240]  就得到了上帝兩次藉著夢境告訴他
[00:10:53.240 --> 00:10:56.240]  他將來是會被高舉的
[00:10:56.240 --> 00:10:59.240]  但是他仍然要被考驗
[00:10:59.240 --> 00:11:04.240]  首先他被兄弟賣去埃及當奴隸
[00:11:04.240 --> 00:11:08.240]  接著又被他的老闆娘勾引
[00:11:08.240 --> 00:11:13.240]  但是約瑟卻是敬畏上帝
[00:11:13.240 --> 00:11:16.240]  在受勾引的時候都沒有犯罪
[00:11:16.240 --> 00:11:19.240]  結果他還被誣告
[00:11:19.240 --> 00:11:22.240]  以致要坐牢
[00:11:22.240 --> 00:11:25.240]  在監獄當中他都沒有埋怨
[00:11:25.240 --> 00:11:28.240]  反而他很樂意幫助監獄長
[00:11:28.240 --> 00:11:32.240]  也都幫助其他的囚犯解夢
[00:11:32.240 --> 00:11:35.240]  約瑟也都通過了考驗
[00:11:35.240 --> 00:11:37.240]  而獲得高升
[00:11:37.240 --> 00:11:41.240]  最後做了埃及的宰相
[00:11:41.240 --> 00:11:45.240]  在舊約當中還有蘇羅王被考驗
[00:11:45.240 --> 00:11:48.240]  然後他不合格,他肥佬的
[00:11:48.240 --> 00:11:51.240]  結果被上帝廢了
[00:11:51.240 --> 00:11:53.240]  上帝揀選了大衛
[00:11:53.240 --> 00:11:56.240]  讓他接替蘇羅做王
[00:11:56.240 --> 00:12:00.240]  但是大衛都要被考驗
[00:12:00.240 --> 00:12:03.240]  大衛被高納做王的時候
[00:12:03.240 --> 00:12:05.240]  大約是十七歲左右
[00:12:05.240 --> 00:12:10.240]  到他登上王位的時候已經是三十歲
[00:12:10.240 --> 00:12:15.240]  他受考驗的時間有十三年這麼長
[00:12:15.240 --> 00:12:19.240]  在那十三年的期間
[00:12:19.240 --> 00:12:22.240]  他時時被蘇羅追殺
[00:12:22.240 --> 00:12:26.240]  不過他有兩次的機會可以殺蘇羅
[00:12:26.240 --> 00:12:28.240]  他都沒有下手殺蘇羅
[00:12:28.240 --> 00:12:33.240]  因為他相信上帝是有他的時間
[00:12:33.240 --> 00:12:37.240]  他大衛通過了考驗
[00:12:37.240 --> 00:12:39.240]  在新約當中
[00:12:39.240 --> 00:12:43.240]  我們都看到主耶穌也都要被考驗
[00:12:43.240 --> 00:12:45.240]  他在受洗之後
[00:12:45.240 --> 00:12:49.240]  他要去到曠野禁食四十天
[00:12:49.240 --> 00:12:52.240]  然後被撒旦考驗
[00:12:52.240 --> 00:12:56.240]  結果主耶穌通過了考驗
[00:12:56.240 --> 00:13:00.240]  主耶穌的門徒也都要被考驗
[00:13:00.240 --> 00:13:04.240]  當主耶穌在被釘十字架之前
[00:13:04.240 --> 00:13:06.240]  他對門徒說
[00:13:06.240 --> 00:13:11.240]  撒旦已得到准許來試探你們
[00:13:11.240 --> 00:13:17.240]  要像農夫篩麥子一樣來篩你們
[00:13:17.240 --> 00:13:21.240]  當然賣主的猶大
[00:13:21.240 --> 00:13:23.240]  他就經不起考驗
[00:13:23.240 --> 00:13:28.240]  其他十一位的門徒就經得起試驗
[00:13:28.240 --> 00:13:31.240]  在啟示錄的第二章
[00:13:31.240 --> 00:13:37.240]  提到主耀約翰寫信給士美那教會
[00:13:37.240 --> 00:13:43.240]  士美那教會是一間沒有被主責備的教會
[00:13:43.240 --> 00:13:46.240]  是一群很忠心的弟兄姊妹
[00:13:46.240 --> 00:13:51.240]  但是上帝並沒有由於他們忠心
[00:13:51.240 --> 00:13:55.240]  就免了他們的考驗
[00:13:55.240 --> 00:13:58.240]  主耶穌在第二章第十節說
[00:13:58.240 --> 00:14:02.240]  不要怕你將要遇到的苦難
[00:14:02.240 --> 00:14:04.240]  看那魔鬼要考驗你們
[00:14:04.240 --> 00:14:07.240]  把你們當中的一些人投進監獄
[00:14:07.240 --> 00:14:11.240]  你們要受十天的苦難
[00:14:11.240 --> 00:14:13.240]  你要忠心至死
[00:14:13.240 --> 00:14:17.240]  我就賜給你們生命的華冠
[00:14:17.240 --> 00:14:24.240]  這裡提到苦難
[00:14:24.240 --> 00:14:27.240]  是魔鬼給他們的考驗
[00:14:27.240 --> 00:14:29.240]  主耶穌並沒有說
[00:14:29.240 --> 00:14:31.240]  你們已經這麼忠心
[00:14:31.240 --> 00:14:34.240]  我就免了你們的考驗
[00:14:34.240 --> 00:14:35.240]  沒有
[00:14:35.240 --> 00:14:36.240]  沒有這樣說的
[00:14:36.240 --> 00:14:38.240]  反而是說
[00:14:38.240 --> 00:14:41.240]  他們仍然要受十天的考驗
[00:14:41.240 --> 00:14:43.240]  十天的苦難
[00:14:43.240 --> 00:14:47.240]  並且鼓勵他們要忠心至死
[00:14:47.240 --> 00:14:50.240]  從剛才所引的例子
[00:14:50.240 --> 00:14:52.240]  我希望我們明白
[00:14:52.240 --> 00:14:55.240]  我們的信心是必須受考驗
[00:14:55.240 --> 00:14:57.240]  正如今天的經文
[00:14:57.240 --> 00:15:00.240]  彼得前書一章六至七節那裡說
[00:15:00.240 --> 00:15:02.240]  你們要喜樂
[00:15:02.240 --> 00:15:08.240]  雖然現在因種種的思念或許必須暫時受苦
[00:15:08.240 --> 00:15:11.240]  這經歷無非要證明
[00:15:11.240 --> 00:15:15.240]  你們的確有堅定的信心
[00:15:15.240 --> 00:15:20.240]  甚至那能毀壞的金紙也得經過火煉
[00:15:20.240 --> 00:15:25.240]  你們的信心比金紙貴重多了
[00:15:25.240 --> 00:15:29.240]  更必須受考驗
[00:15:29.240 --> 00:15:33.240]  好使你們在基督耶穌顯現的日子
[00:15:33.240 --> 00:15:37.240]  得到稱讚光榮和尊貴
[00:15:38.240 --> 00:15:40.240]  可能仍然有人會問
[00:15:40.240 --> 00:15:44.240]  為什麼我們的信心必須要受考驗呢?
[00:15:44.240 --> 00:15:48.240]  讓我再引另外一段經文給大家一個很簡單的答覆
[00:15:48.240 --> 00:15:53.240]  在《雅各書》第一章十四節和二十節那裡說
[00:15:53.240 --> 00:15:58.240]  如果有人說他有信心
[00:15:58.240 --> 00:16:02.240]  卻不能用他的行為證明出來
[00:16:02.240 --> 00:16:04.240]  有什麼用處呢?
[00:16:04.240 --> 00:16:07.240]  那信心能救他嗎?
[00:16:07.240 --> 00:16:10.240]  愚蠢的人你們要知道
[00:16:10.240 --> 00:16:16.240]  沒有行為的信心是無用的嗎?
[00:16:16.240 --> 00:16:19.240]  信心必須受考驗
[00:16:19.240 --> 00:16:26.240]  才能證明我們的信心是真信心
[00:16:26.240 --> 00:16:30.240]  不是信口開河的戲言
[00:16:30.240 --> 00:16:38.240]  而苦難就是上帝考驗我們信心常用的方法
[00:16:38.240 --> 00:16:42.240]  當我們的信心受考驗的時候
[00:16:42.240 --> 00:16:44.240]  遇到苦難的時候
[00:16:44.240 --> 00:16:48.240]  我們應該怎樣去回應呢?
[00:16:48.240 --> 00:16:54.240]  第一,我們要立志站穩信心的立場
[00:16:54.240 --> 00:17:00.240]  秘訣就是要有肯定的盼望
[00:17:00.240 --> 00:17:03.240]  從《約伯記》裡面我們可以看到
[00:17:03.240 --> 00:17:08.240]  約伯剛剛開始受考驗失去他的財產的時候
[00:17:08.240 --> 00:17:11.240]  他仍然是能夠重讚上帝
[00:17:11.240 --> 00:17:16.240]  不過在他被三位朋友刺激的時候
[00:17:16.240 --> 00:17:21.240]  他就開始憤怒和懷疑上帝的公義
[00:17:21.240 --> 00:17:25.240]  甚至懷疑上帝做他出來的動機
[00:17:25.240 --> 00:17:27.240]  我們要引以為戒
[00:17:27.240 --> 00:17:32.240]  我們要記住這是上帝所定的屬靈定律
[00:17:32.240 --> 00:17:36.240]  我們的信心是必須受考驗的
[00:17:36.240 --> 00:17:40.240]  並且當我們的信心被考驗之後
[00:17:40.240 --> 00:17:44.240]  我們的屬靈生命就會更加增長
[00:17:44.240 --> 00:17:48.240]  保羅在《羅馬書》第五章三至四節這樣說
[00:17:48.240 --> 00:17:51.240]  在患難中我們仍然喜樂
[00:17:51.240 --> 00:17:55.240]  因為我們知道患難培養忍耐
[00:17:55.240 --> 00:17:58.240]  忍耐蒙上帝的嘉許
[00:17:58.240 --> 00:18:03.240]  上帝的嘉許帶來盼望
[00:18:03.240 --> 00:18:06.240]  在患難中仍然要喜樂
[00:18:06.240 --> 00:18:11.240]  不是靠我們為所受的痛苦而喜樂
[00:18:11.240 --> 00:18:16.240]  痛苦本身就是令我們感覺痛苦的
[00:18:16.240 --> 00:18:19.240]  不可以因痛苦而喜樂
[00:18:19.240 --> 00:18:21.240]  如果有人為痛苦而喜樂
[00:18:21.240 --> 00:18:25.240]  大概那個不是正常的反應
[00:18:25.240 --> 00:18:29.240]  保羅是教導我們要因為盼望
[00:18:29.240 --> 00:18:35.240]  盼望得到上帝的嘉許而喜樂
[00:18:35.240 --> 00:18:41.240]  我們知道保羅為了順服主所給他的使命
[00:18:41.240 --> 00:18:46.240]  他也受了很多的苦
[00:18:46.240 --> 00:18:48.240]  包括他這樣說
[00:19:12.240 --> 00:19:14.240]  在屢次旅行中
[00:19:14.240 --> 00:19:16.240]  我經歷過洪水的危險
[00:19:16.240 --> 00:19:18.240]  盜賊的危險
[00:19:18.240 --> 00:19:21.240]  來自猶太人和來自外邦人的危險
[00:19:21.240 --> 00:19:25.240]  又有在都市裡的危險
[00:19:25.240 --> 00:19:26.240]  荒野間的危險
[00:19:26.240 --> 00:19:28.240]  海上的危險
[00:19:28.240 --> 00:19:32.240]  和假弟兄姊妹所造成的危險
[00:19:32.240 --> 00:19:36.240]  我又有工作上的勞碌困苦
[00:19:36.240 --> 00:19:38.240]  常常徹夜不眠
[00:19:38.240 --> 00:19:41.240]  忍受饑寒缺乏食物
[00:19:41.240 --> 00:19:42.240]  沒有住處
[00:19:42.240 --> 00:19:44.240]  衣不閉體
[00:19:44.240 --> 00:19:47.240]  保羅給我們很好的榜樣
[00:19:47.240 --> 00:19:49.240]  他遇到了這麼多危險
[00:19:49.240 --> 00:19:52.240]  不過他仍然充滿盼望
[00:19:52.240 --> 00:19:56.240]  所以他在羅馬書第八章十八節說
[00:19:56.240 --> 00:19:59.240]  我認為我們現在的苦難
[00:19:59.240 --> 00:20:05.240]  跟將來要顯明給我們的榮耀相比
[00:20:05.240 --> 00:20:08.240]  是算不了什麼的
[00:20:08.240 --> 00:20:10.240]  將來的榮耀
[00:20:10.240 --> 00:20:12.240]  就是我們的盼望
[00:20:12.240 --> 00:20:16.240]  司徒彼得同樣鼓勵我們說
[00:20:16.240 --> 00:20:19.240]  在患難中要喜樂是什麼原因呢?
[00:20:19.240 --> 00:20:21.240]  是由於他,即是上帝
[00:20:21.240 --> 00:20:23.240]  無限的仁慈
[00:20:23.240 --> 00:20:25.240]  藉著耶穌基督從死裡復活
[00:20:25.240 --> 00:20:28.240]  把新的生命賜給我們
[00:20:28.240 --> 00:20:31.240]  使我們有活的盼望
[00:20:31.240 --> 00:20:33.240]  來承受上帝為他的子民
[00:20:33.240 --> 00:20:35.240]  保留在天上的福澤
[00:20:35.240 --> 00:20:37.240]  這福澤是不敗壞
[00:20:37.240 --> 00:20:39.240]  不污損不衰殘的
[00:20:39.240 --> 00:20:42.240]  是要給你們這些因信上帝
[00:20:42.240 --> 00:20:44.240]  而蒙他大能保守的人
[00:20:44.240 --> 00:20:46.240]  好使你們獲得那已經預備好
[00:20:46.240 --> 00:20:50.240]  將在歷史的終點實現的拯救
[00:20:50.240 --> 00:20:52.240]  主耶穌告訴他們
[00:20:52.240 --> 00:20:55.240]  教會還要受十天的苦難
[00:20:55.240 --> 00:20:58.240]  鼓勵他們忠心至死之後
[00:20:58.240 --> 00:21:00.240]  也是給他們盼望
[00:21:00.240 --> 00:21:04.240]  「我就賜給你生命的華冠
[00:21:04.240 --> 00:21:06.240]  那得勝的人
[00:21:06.240 --> 00:21:11.240]  絕不會受第二次死亡的災害」
[00:21:11.240 --> 00:21:18.240]  第二點,在遇到苦難的時候
[00:21:18.240 --> 00:21:20.240]  我們要祈禱
[00:21:20.240 --> 00:21:24.240]  我們要祈禱求上帝加添力量
[00:21:24.240 --> 00:21:28.240]  主耶穌也為我們留下一個好的榜樣
[00:21:28.240 --> 00:21:31.240]  在他上十字架之前
[00:21:31.240 --> 00:21:34.240]  他在喀西瑪利園祈禱
[00:21:34.240 --> 00:21:37.240]  不單是他自己祈禱
[00:21:37.240 --> 00:21:41.240]  他也吩咐門徒和他一起祈禱
[00:21:41.240 --> 00:21:44.240]  有苦難臨到的時候
[00:21:44.240 --> 00:21:46.240]  我們也要學習耶穌
[00:21:46.240 --> 00:21:49.240]  找一些親密的弟兄姊妹
[00:21:49.240 --> 00:21:51.240]  和我們一起祈禱
[00:21:51.240 --> 00:21:55.240]  《路加福音》22章43節就記載到
[00:21:55.240 --> 00:21:59.240]  有一個天使從天上向他顯現
[00:21:59.240 --> 00:22:02.240]  加強他的力量
[00:22:02.240 --> 00:22:04.240]  祈禱的力量
[00:22:04.240 --> 00:22:08.240]  我們還要記得保羅提醒我們
[00:22:08.240 --> 00:22:11.240]  在哥倫多前書十章十三節說
[00:22:11.240 --> 00:22:14.240]  「你們所遭遇到的每一個試探
[00:22:14.240 --> 00:22:17.240]  無非是一般人所受得了的
[00:22:17.240 --> 00:22:20.240]  上帝是信實的
[00:22:20.240 --> 00:22:25.240]  他絕不讓你們遭遇到無力抵抗的試探
[00:22:25.240 --> 00:22:28.240]  當試探來的時候
[00:22:28.240 --> 00:22:30.240]  他會給你們力量
[00:22:30.240 --> 00:22:33.240]  使你們擔當得起
[00:22:33.240 --> 00:22:37.240]  替你們打開一條出路」
[00:22:37.240 --> 00:22:39.240]  有關這一點
[00:22:39.240 --> 00:22:42.240]  我相信姐妹就容易做得到一點
[00:22:42.240 --> 00:22:45.240]  很容易可以找朋友聊天
[00:22:45.240 --> 00:22:48.240]  弟兄們就要努力學習
[00:22:48.240 --> 00:22:51.240]  我聽過一位心理輔導員
[00:22:51.240 --> 00:22:54.240]  說到男性遇到什麼事
[00:22:54.240 --> 00:22:58.240]  很喜歡自己躲在山洞裡療傷
[00:22:58.240 --> 00:23:01.240]  事實上是不需要
[00:23:01.240 --> 00:23:04.240]  男人都可以有資深的朋友
[00:23:04.240 --> 00:23:06.240]  和我們一起祈禱
[00:23:06.240 --> 00:23:10.240]  主耶穌都邀請了三個門徒
[00:23:10.240 --> 00:23:12.240]  比較親密的門徒
[00:23:12.240 --> 00:23:14.240]  和他一起去祈禱
[00:23:14.240 --> 00:23:17.240]  給我們做一個好的榜樣
[00:23:17.240 --> 00:23:20.240]  最近我有一位朋友遇到一些情況
[00:23:20.240 --> 00:23:25.240]  也邀請我和幾位朋友一起祈禱
[00:23:25.240 --> 00:23:27.240]  我和教會的其他牧師
[00:23:27.240 --> 00:23:29.240]  每星期都一起祈禱
[00:23:29.240 --> 00:23:31.240]  所以我鼓勵弟兄姐妹
[00:23:31.240 --> 00:23:35.240]  在教會裡能夠找幾位
[00:23:35.240 --> 00:23:37.240]  一起不是搞小圈子
[00:23:37.240 --> 00:23:40.240]  而是彼此鼓勵
[00:23:40.240 --> 00:23:43.240]  同心祈禱是好的
[00:23:43.240 --> 00:23:47.240]  可能有些人以為信耶穌
[00:23:47.240 --> 00:23:52.240]  信耶穌的人就應該是無災無難
[00:23:52.240 --> 00:23:54.240]  有這種想法的人
[00:23:54.240 --> 00:23:58.240]  很可能是受了華人傳統的思想影響
[00:23:58.240 --> 00:24:01.240]  以為拜得神多自有神庇佑
[00:24:01.240 --> 00:24:04.240]  有難的時候就要求神拜佛
[00:24:04.240 --> 00:24:07.240]  如果信耶穌都會有災難的話
