
[00:00:00.000 --> 00:00:02.680]  今天我們繼續配合教會的主題
[00:04:48.200 --> 00:04:51.440]  這個生來渠腿的人看見彼得約翰要進殿
[00:04:51.440 --> 00:04:53.560]  他就求他們周祭
[00:04:53.560 --> 00:04:57.040]  彼得約翰定征看他
[00:04:57.040 --> 00:04:59.520]  彼得說他說你看我滿
[00:04:59.520 --> 00:05:02.080]  結果經文就記載
[00:05:02.080 --> 00:05:03.920]  因著他們的相遇
[00:05:03.920 --> 00:05:05.880]  這份彼此的看見
[00:05:05.880 --> 00:05:09.040]  推進一個神蹟的發生
[00:05:09.040 --> 00:05:10.760]  然後彼得就說
[00:05:10.760 --> 00:05:12.640]  金人我都沒有了
[00:05:12.640 --> 00:05:16.640]  只把我所有的給你
[00:05:16.640 --> 00:05:18.160]  來到這裏
[00:05:18.160 --> 00:05:22.960]  似乎以上所講的被看見和看見
[00:05:22.960 --> 00:05:27.280]  是成就了這次神蹟的發生
[00:05:27.280 --> 00:05:30.200]  是不是路加要我們順途效法
[00:05:30.200 --> 00:05:31.680]  彼得和約翰
[00:05:31.680 --> 00:05:33.640]  我們要常常出動的
[00:05:33.640 --> 00:05:35.720]  我們要去接觸人的
[00:05:35.720 --> 00:05:40.840]  因為我們要去尋找那些不被看見的人
[00:05:40.840 --> 00:05:45.160]  但是今天的經文不是停留在這裏
[00:05:45.160 --> 00:05:47.600]  因為接下來的經文
[00:05:47.600 --> 00:05:53.040]  是要回應在這段經文裏面的第三個看見
[00:05:53.040 --> 00:05:55.640]  就是周圍的猶太人
[00:05:55.640 --> 00:05:57.000]  就是周圍這些會眾
[00:05:57.000 --> 00:05:59.520]  見到這個神蹟發生的人
[00:05:59.520 --> 00:06:01.000]  他們的看見
[00:06:01.000 --> 00:06:03.320]  所以在第十節他裏面講到
[00:06:03.320 --> 00:06:06.280]  認得他就是這個生來渠腿的人
[00:06:06.280 --> 00:06:10.360]  是掃上坐在殿的尾門口裏面求周祭的
[00:06:10.360 --> 00:06:12.000]  就因他所遇到的事
[00:06:12.000 --> 00:06:15.920]  滿心稀奇、驚訝
[00:06:15.920 --> 00:06:18.640]  其實彼得在二章裏面
[00:06:18.640 --> 00:06:19.840]  他已經提到
[00:06:19.840 --> 00:06:21.680]  他說你們各人要悔改
[00:06:21.680 --> 00:06:23.880]  奉耶穌基督的名受浸
[00:06:23.880 --> 00:06:25.440]  叫你們去罪得赦
[00:06:25.440 --> 00:06:30.160]  就必須去領受所賜的聖靈
[00:06:30.160 --> 00:06:32.760]  其實他裏面就是在強調
[00:06:32.760 --> 00:06:34.400]  靠著耶穌基督的名
[00:06:34.400 --> 00:06:36.560]  祂的權威和救贖能力
[00:06:36.560 --> 00:06:38.480]  當人願意相信祂的時候
[00:06:38.480 --> 00:06:42.120]  神的救恩就會臨到他身上
[00:06:42.120 --> 00:06:45.840]  不過這次我們留意經文
[00:06:45.840 --> 00:06:47.040]  經文是沒有提到
[00:06:47.040 --> 00:06:49.200]  因為這個生來渠腿的人
[00:06:49.200 --> 00:06:51.920]  因為他的信心得存譽
[00:06:51.920 --> 00:06:54.600]  路加是將焦點
[00:06:54.600 --> 00:06:57.520]  放在使徒們的身上
[00:06:57.520 --> 00:07:01.360]  就是傳福音的人身上
[00:07:01.360 --> 00:07:05.240]  彼得是奉耶穌基督的名行神蹟
[00:07:05.240 --> 00:07:09.160]  是藉著傳福音人、傳福音者這份信心
[00:07:09.160 --> 00:07:12.680]  作為我們今天或者當時初期教會
[00:07:12.680 --> 00:07:17.320]  一個傳福音的示範
[00:07:17.320 --> 00:07:20.360]  可能很多人都認識這首詩歌
[00:07:20.360 --> 00:07:22.400]  「靠著耶穌聖名」
[00:07:22.400 --> 00:07:23.760]  「靠著耶穌聖名」
[00:07:23.760 --> 00:07:25.240]  「靠著耶穌聖名」
[00:07:25.240 --> 00:07:28.480]  「我們便能得勝」
[00:07:28.480 --> 00:07:32.800]  其實「奉」這個字更理想的翻譯
[00:07:32.800 --> 00:07:35.640]  或者它的意思是「靠著」
[00:07:35.640 --> 00:07:37.760]  在呂鎮宗的《譯本》中他說
[00:07:37.760 --> 00:07:40.720]  「彼得卻說,銀子金子我都沒有」
[00:07:40.720 --> 00:07:42.680]  「我所有的我才給你」
[00:07:42.680 --> 00:07:45.560]  「靠著拿撒勒人耶穌基督的名」
[00:07:45.560 --> 00:07:47.880]  「你走路吧」
[00:07:47.880 --> 00:07:49.480]  事實上
[00:07:49.480 --> 00:07:54.120]  奉耶穌基督的名不是一個公式
[00:07:54.120 --> 00:07:58.200]  又或者不是我們基督教一個神秘的咒語
[00:07:58.200 --> 00:08:02.960]  甚至不是我們在傳福音時拿來壯壯膽
[00:08:02.960 --> 00:08:04.880]  奉耶穌基督的名
[00:08:04.880 --> 00:08:10.880]  其實背後是代表著我們對耶穌基督的認識和相信
[00:08:10.880 --> 00:08:13.480]  藉著信徒和基督的聯合
[00:08:13.480 --> 00:08:16.360]  我們從神得著力量
[00:08:16.360 --> 00:08:19.960]  所以彼得面對著這個身來瘸腿的人
[00:08:19.960 --> 00:08:22.320]  其實彼得去醫治他不是相信自己
[00:08:22.320 --> 00:08:23.640]  「我已經是使徒了」
[00:08:23.640 --> 00:08:25.200]  「我可以去醫治他」
[00:08:25.200 --> 00:08:29.720]  而是彼得是靠著耶穌基督救贖的大能
[00:08:29.720 --> 00:08:32.520]  因為奉著耶穌基督的名
[00:08:32.520 --> 00:08:38.840]  其實就是在耶穌的權能和能力下去行動
[00:08:38.840 --> 00:08:41.400]  因此其實傳福音的人
[00:08:41.400 --> 00:08:43.840]  就是我們要先去定準
[00:08:43.840 --> 00:08:48.160]  我們信的依歸是耶穌
[00:08:48.160 --> 00:08:49.840]  彼得去宣告
[00:08:49.840 --> 00:08:52.920]  靠著耶穌基督的名
[00:08:52.920 --> 00:08:56.080]  其實都是向初期教會的信徒
[00:08:56.080 --> 00:08:59.880]  剛剛領受聖靈囂貫的信徒
[00:08:59.880 --> 00:09:04.000]  剛剛建立要去傳福音使命的信徒
[00:09:04.000 --> 00:09:07.440]  我們已經和基督聯合
[00:09:07.440 --> 00:09:08.600]  從今天起
[00:09:08.600 --> 00:09:12.480]  你就放膽以基督的名去行事
[00:09:12.480 --> 00:09:15.880]  同時強調耶穌基督在救恩的裏面
[00:09:15.880 --> 00:09:18.880]  那份無可取替的地位
[00:09:18.880 --> 00:09:20.560]  正如在四章裏面說到
[00:09:20.560 --> 00:09:23.040]  除他以外 別無拯救
[00:09:23.040 --> 00:09:25.040]  因為在天下人間
[00:09:25.040 --> 00:09:26.200]  會有其他命
[00:09:26.200 --> 00:09:30.080]  我們可以靠著得救
[00:09:30.080 --> 00:09:31.640]  親愛的弟兄姊妹
[00:09:31.640 --> 00:09:33.120]  我相信我們常常說
[00:09:33.120 --> 00:09:34.840]  奉耶穌基督的名
[00:09:34.840 --> 00:09:36.920]  都可能是我們祈禱的時候
[00:09:36.920 --> 00:09:39.520]  結束的時候的尾句
[00:09:39.520 --> 00:09:42.360]  不過亦都可能是我們每次服侍
[00:09:42.360 --> 00:09:45.000]  或者美儀傳道上來說到的時候
[00:09:45.000 --> 00:09:47.200]  我要靠著耶穌基督的名
[00:09:47.200 --> 00:09:49.000]  是我們侍奉
[00:09:49.000 --> 00:09:50.920]  或者我們走出去傳福音時
[00:09:50.920 --> 00:09:53.080]  我們一個的意念
[00:09:53.080 --> 00:09:56.400]  不過當我們說要靠著耶穌的時候
[00:09:56.400 --> 00:09:58.600]  我們對我們依然這句說話
[00:09:58.600 --> 00:10:00.720]  究竟又意味著什麼呢
[00:10:00.720 --> 00:10:03.160]  所以三章十一至二十六節
[00:10:03.160 --> 00:10:05.200]  彼得就是在回應周遭這些
[00:10:05.200 --> 00:10:08.840]  看到這個神蹟發生的猶太人
[00:10:08.840 --> 00:10:10.400]  他要回應他們
[00:10:10.400 --> 00:10:11.320]  藉著回應他們
[00:10:11.320 --> 00:10:13.400]  希望完美他們信主的心
[00:10:13.400 --> 00:10:15.600]  同時幫助初期教會
[00:10:15.600 --> 00:10:17.720]  塑造他們的福音工作
[00:10:17.720 --> 00:10:20.680]  希望為他們打好根基
[00:10:20.680 --> 00:10:21.880]  我們一起讀出
[00:10:21.880 --> 00:10:25.000]  《使徒行傳》三章十一至二十六節
[00:10:25.000 --> 00:10:28.640]  那人正在稱為所羅門的狼下
[00:10:28.640 --> 00:10:29.840]  拉著彼得
[00:10:29.840 --> 00:10:33.880]  約看眾百姓一起跑到他們那裡
[00:10:33.880 --> 00:10:35.520]  狠覺稀奇
[00:10:35.520 --> 00:10:38.160]  彼得看見就對百姓說
[00:10:38.160 --> 00:10:39.320]  以色列人啊
[00:10:39.320 --> 00:10:42.560]  為什麼把這些事當作稀奇呢
[00:10:42.560 --> 00:10:44.760]  為什麼定征看我們
[00:10:44.760 --> 00:10:47.160]  以為我們憑著自己的能力
[00:10:47.160 --> 00:10:50.240]  和虔誠使這人行走呢
[00:10:50.240 --> 00:10:53.000]  阿伯拉罕已殺雅各的神
[00:10:53.000 --> 00:10:55.000]  就是我們列祖的神
[00:10:55.000 --> 00:10:58.040]  已經榮耀了他的僕人耶穌
[00:10:58.040 --> 00:11:00.920]  你們卻把他交付彼拉多
[00:11:00.920 --> 00:11:03.440]  彼拉多定義要釋放他
[00:11:03.440 --> 00:11:05.760]  你們竟在彼拉多面前
[00:11:05.760 --> 00:11:07.560]  棄絕了他
[00:11:07.560 --> 00:11:10.720]  你們棄絕了那聖潔公義者
[00:11:10.720 --> 00:11:13.880]  反求著釋放一個空手給你們
[00:11:13.880 --> 00:11:16.400]  你們殺了那生命的主
[00:11:16.400 --> 00:11:19.400]  神卻叫他從死裡復活了
[00:11:19.400 --> 00:11:22.600]  我們都是為這事作見證
[00:11:22.600 --> 00:11:24.520]  我們因信他的命
[00:11:24.520 --> 00:11:27.080]  他的命便叫你們所看見
[00:11:27.080 --> 00:11:30.000]  所認識的這人見狀了
[00:11:30.000 --> 00:11:32.400]  正是他所賜的信心
[00:11:32.400 --> 00:11:35.080]  叫這人在你們眾人面前
[00:11:35.080 --> 00:11:37.200]  傳言好了
[00:11:37.200 --> 00:11:38.240]  弟兄們
[00:11:38.240 --> 00:11:41.640]  我曉得你們做這事是出於不知
[00:11:41.640 --> 00:11:44.320]  你們的觀賞也是如此
[00:11:44.320 --> 00:11:46.840]  但神曾直眾先知的口
[00:11:46.840 --> 00:11:49.120]  預言基督將要受害
[00:11:49.120 --> 00:11:51.640]  這就應驗不了
[00:11:51.640 --> 00:11:54.680]  所以你們當悔改歸正
[00:11:54.680 --> 00:11:57.080]  使你們的罪得以逃沒
[00:11:57.080 --> 00:11:59.040]  這樣那安恕的日子
[00:11:59.040 --> 00:12:01.600]  就必從主面前來到
[00:12:01.600 --> 00:12:03.560]  主也必差遣所預定
[00:12:03.560 --> 00:12:06.600]  給你們的基督耶穌降臨
[00:12:06.600 --> 00:12:08.040]  天必留他
[00:12:08.040 --> 00:12:10.640]  等到萬物復興的時候
[00:12:10.640 --> 00:12:13.080]  就是神從創世以來
[00:12:13.080 --> 00:12:15.840]  直著聖先知的口所說的
[00:12:15.840 --> 00:12:17.440]  我誓曾說
[00:12:17.440 --> 00:12:20.280]  主神要從你們弟兄中間
[00:12:20.280 --> 00:12:23.280]  給你們興起一位先知象我
[00:12:23.280 --> 00:12:25.480]  凡他向你們所說的
[00:12:25.480 --> 00:12:27.360]  你們都要聽從
[00:12:27.360 --> 00:12:29.440]  凡不聽從那先知的
[00:12:29.440 --> 00:12:32.360]  必要從民眾傳言滅絕
[00:12:32.360 --> 00:12:35.000]  從撒姆爾以來的眾先知
[00:12:35.000 --> 00:12:36.360]  凡說預言的
[00:12:36.360 --> 00:12:38.560]  也都說到這些日子
[00:12:38.560 --> 00:12:40.920]  你們是先知的子孫
[00:12:40.920 --> 00:12:44.320]  也承受神與你們祖宗所立的約
[00:12:44.320 --> 00:12:46.400]  就是對阿巴拉罕說
[00:12:46.400 --> 00:12:49.760]  地上萬族都要因你的後裔得福
[00:12:49.760 --> 00:12:51.880]  神既興起他的僕人
[00:12:51.880 --> 00:12:54.400]  就先差他到你們這裡來
[00:12:54.400 --> 00:12:55.800]  賜福給你們
[00:12:55.800 --> 00:12:57.880]  叫你們各人回轉
[00:12:57.880 --> 00:12:59.920]  離開罪惡
[00:12:59.920 --> 00:13:01.320]  彼得這個講論
[00:13:01.320 --> 00:13:04.520]  一方面他要把握這次眾人的注目
[00:13:04.520 --> 00:13:06.160]  他要去傳廣福音
[00:13:06.160 --> 00:13:07.960]  講明福音是甚麼
[00:13:07.960 --> 00:13:08.880]  另一方面
[00:13:08.880 --> 00:13:12.000]  彼得是乘機教導奉耶穌基督的名
[00:13:12.000 --> 00:13:14.440]  背後的信仰的含義
[00:13:14.440 --> 00:13:16.200]  消除了當時有些人以為
[00:13:16.200 --> 00:13:19.520]  耶穌基督是一個新興的宗教
[00:13:19.520 --> 00:13:20.760]  彼得很想澄清
[00:13:20.760 --> 00:13:22.160]  做一個信仰的澄清
[00:13:22.160 --> 00:13:24.480]  要告訴這班猶太人
[00:13:24.480 --> 00:13:25.640]  其實耶穌基督
[00:13:25.640 --> 00:13:29.280]  就是舊約裏面所說的這位尼賽亞
[00:13:29.280 --> 00:13:34.080]  是跟他們所信的這位上帝同出一轍
[00:13:34.080 --> 00:13:36.360]  今天我很想用這幾個字
[00:13:36.360 --> 00:13:37.880]  「起」、「成」、「轉合」
[00:13:37.880 --> 00:13:39.680]  「成」是一個諧音
[00:13:39.680 --> 00:13:41.080]  希望透過這幾個字
[00:13:41.080 --> 00:13:43.360]  帶領我們有幾個的分題
[00:13:43.360 --> 00:13:45.960]  能夠幫助我們去看看
[00:13:45.960 --> 00:13:48.640]  究竟彼得在這個信息裏面
[00:13:48.640 --> 00:13:51.880]  究竟教導我們些甚麼
[00:13:51.880 --> 00:13:53.040]  第一個「起」
[00:13:53.040 --> 00:13:55.280]  起初是神的計劃
[00:13:55.280 --> 00:13:56.840]  對於猶太人來說
[00:13:56.840 --> 00:13:58.440]  當時他的疑問
[00:13:58.440 --> 00:14:00.640]  彼得都覺得很稀奇
[00:14:00.640 --> 00:14:01.440]  他回應說
[00:14:01.440 --> 00:14:04.520]  他說這個神職其實是出於基督的大能
[00:14:04.520 --> 00:14:06.760]  不是因為祂的本身
[00:14:06.760 --> 00:14:09.000]  他提醒這班眾人
[00:14:09.000 --> 00:14:11.320]  這個耶穌是你們認識的
[00:14:11.320 --> 00:14:16.880]  這個耶穌就是你們將祂釘在十字架上的耶穌
[00:14:16.880 --> 00:14:20.560]  就是因為你們無知殺害了祂
[00:14:20.560 --> 00:14:23.680]  所以彼得是幫助他們回想起
[00:14:23.680 --> 00:14:27.200]  正正就是那位你認為無能的耶穌基督
[00:14:27.200 --> 00:14:29.800]  醫治了這位毫無盼望
[00:14:29.800 --> 00:14:32.880]  生來渠退的人
[00:14:32.880 --> 00:14:38.160]  其實彼得不止一次去提起耶穌基督的犧牲
[00:14:38.160 --> 00:14:40.200]  他在彼得前書二章二十三節
[00:14:40.200 --> 00:14:43.920]  他說到當耶穌基督被罵不還口的時候
[00:14:43.920 --> 00:14:46.480]  他說受害又不說威嚇的話
[00:14:46.480 --> 00:14:49.720]  他只是將自己去交托或者交付
[00:14:49.720 --> 00:14:52.520]  彼岸公義審判人的主
[00:14:52.520 --> 00:14:56.840]  而在這裏正正和應使徒行轉三章十三節
[00:14:56.840 --> 00:14:59.840]  說到這班猶太人
[00:14:59.840 --> 00:15:01.280]  認為耶穌無能的人
[00:15:01.280 --> 00:15:06.480]  就是將耶穌去交付給彼拉多
[00:15:06.480 --> 00:15:08.640]  猶太人的無知
[00:15:08.640 --> 00:15:12.640]  完全沒有障礙到神的主宰和計劃
[00:15:12.640 --> 00:15:15.600]  這兩件事是平衡地發生
[00:15:15.600 --> 00:15:19.520]  當人將耶穌基督交給彼拉多的時候
[00:15:19.520 --> 00:15:23.400]  耶穌就是信服上帝願意犧牲自己
[00:15:23.400 --> 00:15:25.800]  將自己交給上帝
[00:15:25.800 --> 00:15:28.320]  這兩件事是同時發生
[00:15:28.320 --> 00:15:31.120]  也都代表著無論人的想法是怎樣
[00:15:31.120 --> 00:15:33.800]  上帝最終是掌權
[00:15:33.800 --> 00:15:36.760]  最終都是應驗著先知的說話
[00:15:36.760 --> 00:15:41.560]  所以彼得是幫助這班會眾「翻緊帶」
[00:15:41.560 --> 00:15:46.040]  喚醒他們將一些事去連結在一起
[00:15:46.040 --> 00:15:48.760]  其實就好像我們有時傳福音那樣
[00:15:48.760 --> 00:15:52.800]  我們去跟一些福音對象說福音
[00:15:52.800 --> 00:15:57.080]  有時我們都會幫他們串連一下經歷
[00:15:57.080 --> 00:15:58.640]  或者我們都會加入
[00:15:58.640 --> 00:16:01.680]  他們說其實耶穌是一直掌權
[00:16:01.680 --> 00:16:04.600]  或者你未認識神之前你是不知道
[00:16:04.600 --> 00:16:08.920]  所以其實彼得裡面的當頭棒喝
[00:16:08.920 --> 00:16:10.600]  是要讓猶太人意會到
[00:16:10.600 --> 00:16:14.640]  耶穌一直是當中他的經歷
[00:16:14.640 --> 00:16:16.440]  是正正應驗
[00:16:16.440 --> 00:16:20.240]  舊約所說關於救主的經驗
[00:16:20.240 --> 00:16:22.120]  就好像這幅圖一樣
[00:16:22.120 --> 00:16:26.880]  不同的事件將它慢慢去連貫在一起
[00:16:26.880 --> 00:16:29.240]  結果整幅的大圖畫
[00:16:29.240 --> 00:16:30.600]  救主的形象
[00:16:30.600 --> 00:16:33.440]  救恩的訊息就呈現出來
[00:16:33.440 --> 00:16:37.200]  耶穌基督就是為我們釘身拾駕
[00:16:37.200 --> 00:16:39.880]  死而復活
[00:16:39.880 --> 00:16:44.760]  眾人見證的救主
[00:16:44.760 --> 00:16:47.040]  所以其實這種的記憶
[00:16:47.040 --> 00:16:48.680]  讓猶太人去回想到
[00:16:48.680 --> 00:16:49.560]  是的
[00:16:49.560 --> 00:16:52.440]  耶穌基督就是連於這個上帝救恩計劃
[00:16:52.440 --> 00:16:54.480]  裡面所說的尼塞亞
[00:16:54.480 --> 00:16:56.320]  所以彼得繼續說
[00:16:56.320 --> 00:16:58.640]  亞伯拉罕以撒雅各的神
[00:16:58.640 --> 00:17:00.240]  就是我們列祖的神
[00:17:00.240 --> 00:17:02.400]  已經榮耀祂僕人耶穌
[00:17:02.400 --> 00:17:06.400]  神已經完成祂在地上的使命
[00:17:06.400 --> 00:17:11.680]  但是只是人一直不願意去面對
[00:17:11.680 --> 00:17:14.280]  棄絕了這位聖潔公義者
[00:17:14.280 --> 00:17:18.440]  同時殺害了這位生命的主
[00:17:18.440 --> 00:17:22.280]  所以彼得是向這班福音的對象
[00:17:22.280 --> 00:17:25.760]  很希望他們能夠從最終裡面覺醒
[00:17:25.760 --> 00:17:27.480]  認清自己
[00:17:27.480 --> 00:17:29.600]  同時在靈中覺醒
[00:17:29.600 --> 00:17:31.040]  看清耶穌
[00:17:31.040 --> 00:17:32.800]  在最終覺醒是要悔改
[00:17:32.800 --> 00:17:35.360]  從靈中去覺醒是要認識耶穌
[00:17:35.360 --> 00:17:36.760]  慢慢引導他們
[00:17:36.760 --> 00:17:38.800]  將過往他們對耶穌基督
[00:17:38.800 --> 00:17:41.320]  一些錯誤的期待調整過來
[00:17:41.320 --> 00:17:45.040]  然後去跟主真是所經歷的
[00:17:45.040 --> 00:17:48.320]  去連貫在一起
[00:17:48.320 --> 00:17:50.560]  在提摩太后書二章十三節
[00:17:50.560 --> 00:17:53.040]  她說到我們縱然失信
[00:17:53.040 --> 00:17:55.200]  但是耶穌基督仍然可信
[00:17:55.200 --> 00:17:59.000]  因為祂是不會背負自己的
[00:17:59.000 --> 00:18:00.600]  親愛的弟兄姊妹
[00:18:00.600 --> 00:18:03.400]  當我們說人與上帝結連的時候
[00:18:03.400 --> 00:18:05.560]  其實會有什麼發生呢
[00:18:05.560 --> 00:18:06.520]  這班猶太人
[00:18:06.520 --> 00:18:08.160]  當他過往不信耶穌基督
[00:18:08.160 --> 00:18:09.560]  現在他因為彼得的信息
[00:18:09.560 --> 00:18:11.080]  去信耶穌基督的時候
[00:18:11.080 --> 00:18:13.480]  他的生命會有什麼發生呢
[00:18:13.480 --> 00:18:15.880]  我記得在我神學院
[00:18:15.880 --> 00:18:17.880]  上一次的神學科的時候
[00:18:17.880 --> 00:18:19.360]  老師說到
[00:18:19.360 --> 00:18:20.840]  信耶穌的得著
[00:18:20.840 --> 00:18:24.320]  不是我們能夠重寫我們的人生
[00:18:24.320 --> 00:18:27.800]  我們不可以重寫我們的過去
