
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹,聖誕快樂!
[00:01:36.000 --> 00:01:38.000]  甚至乎是荒謬的
[00:01:38.000 --> 00:01:40.000]  為什麼會這樣說呢?
[00:01:40.000 --> 00:01:42.000]  因為如果你想清楚一點
[00:01:42.000 --> 00:01:45.000]  耶穌出生是三無人士
[00:01:45.000 --> 00:01:47.000]  哪三無呢?
[00:01:47.000 --> 00:01:49.000]  就是沒有三樣東西
[00:01:49.000 --> 00:01:52.000]  第一個,祂沒有國家、沒有國籍
[00:01:52.000 --> 00:01:55.000]  第二,祂是沒有住處的
[00:01:55.000 --> 00:01:57.000]  就是沒有房子的
[00:01:57.000 --> 00:02:00.000]  第三,祂只是沒有能力
[00:02:00.000 --> 00:02:02.000]  為什麼這樣說呢?
[00:02:02.000 --> 00:02:04.000]  第一,祂沒有國家
[00:02:04.000 --> 00:02:06.000]  其實剛才讀的經文
[00:02:06.000 --> 00:02:08.000]  一至十四節
[00:02:08.000 --> 00:02:11.000]  祂用了兩節的經文來描述
[00:02:11.000 --> 00:02:14.000]  當時的政府是什麼人
[00:02:14.000 --> 00:02:17.000]  中央是什麼人
[00:02:17.000 --> 00:02:22.000]  你留意我們一起讀一次第一和第三節
[00:02:47.000 --> 00:02:49.000]  用人各歸各城
[00:02:49.000 --> 00:02:51.000]  報名賞賊
[00:03:17.000 --> 00:03:20.000]  他寫耶穌出生的政治環境
[00:03:20.000 --> 00:03:22.000]  其實不是無端端的
[00:03:22.000 --> 00:03:25.000]  不是無端端沒有東西寫就寫出來
[00:03:25.000 --> 00:03:26.000]  不是
[00:03:26.000 --> 00:03:28.000]  他是一個歷史學家
[00:03:28.000 --> 00:03:30.000]  當然也是一個神學家
[00:03:30.000 --> 00:03:31.000]  一個信仰耶穌基督的人
[00:03:31.000 --> 00:03:34.000]  所以他寫的時候自然就有他的重要性
[00:03:34.000 --> 00:03:37.000]  他在這裡其實是想描述耶穌出生的時候
[00:03:37.000 --> 00:03:39.000]  他不是在真空出生
[00:03:39.000 --> 00:03:43.000]  他也是生活在一個現實世界裡面
[00:03:43.000 --> 00:03:45.000]  這個現實世界包括了他的社會環境
[00:03:45.000 --> 00:03:47.000]  包括了他政治的環境
[00:03:47.000 --> 00:03:51.000]  他在這裡其實他不是獨立在一個國家裡面
[00:03:51.000 --> 00:03:53.000]  他是在一個殖民地的地方
[00:03:53.000 --> 00:03:57.000]  當時是羅馬帝國在統治他們
[00:03:57.000 --> 00:03:59.000]  他們在一個亡國的處境當中
[00:03:59.000 --> 00:04:01.000]  當然到了敘利亞
[00:04:01.000 --> 00:04:05.000]  敘利亞基本上就是耶穌一路成長的地方
[00:04:05.000 --> 00:04:08.000]  就是在第四節所說的拿撒勒城
[00:04:08.000 --> 00:04:12.000]  加利利那一帶就是一個在敘利亞的地方
[00:04:12.000 --> 00:04:15.000]  那裡也有一個官員在那裡
[00:04:15.000 --> 00:04:21.000]  這個官員其實是臣服於中央政權的一個地方的行政長官
[00:04:21.000 --> 00:04:23.000]  他在統治百姓
[00:04:23.000 --> 00:04:26.000]  但是路加特特意想提的
[00:04:26.000 --> 00:04:31.000]  是因為覺得是在描述當時的行政長官
[00:04:31.000 --> 00:04:34.000]  是百姓是蟻民
[00:04:34.000 --> 00:04:37.000]  就是說其實他們是
[00:04:37.000 --> 00:04:39.000]  我一想掐死他就掐得了
[00:04:39.000 --> 00:04:41.000]  他的管治其實是一個壓制
[00:04:41.000 --> 00:04:43.000]  是一個控制
[00:04:43.000 --> 00:04:48.000]  這次中央政府要求他們要報名上冊
[00:04:48.000 --> 00:04:51.000]  就是說回到自己的原居地
[00:04:51.000 --> 00:04:54.000]  有一個戶籍登記
[00:04:54.000 --> 00:04:58.000]  類似今天要回到鄉下登記
[00:04:58.000 --> 00:04:59.000]  當時沒有電腦
[00:04:59.000 --> 00:05:03.000]  所以你一定要回到你的鄉下登記
[00:05:03.000 --> 00:05:06.000]  基本上都是一個人口統計
[00:05:06.000 --> 00:05:09.000]  而人口統計在當時我們做什麼呢
[00:05:09.000 --> 00:05:10.000]  收稅
[00:05:10.000 --> 00:05:12.000]  你有一個戶籍在那裡
[00:05:12.000 --> 00:05:13.000]  有多少人
[00:05:13.000 --> 00:05:14.000]  你就要交多少稅
[00:05:14.000 --> 00:05:17.000]  這個呈現的其實是一種
[00:05:17.000 --> 00:05:21.000]  當時人民百姓生活是一個很艱難的處境
[00:05:21.000 --> 00:05:23.000]  是一個社會
[00:05:23.000 --> 00:05:29.000]  他們的生活是被一些地上的權貴所壓制的時候
[00:05:29.000 --> 00:05:32.000]  儘管媽媽身孕重了
[00:05:32.000 --> 00:05:34.000]  但是都不能豁免
[00:05:34.000 --> 00:05:35.000]  你都要起行
[00:05:35.000 --> 00:05:37.000]  你都要去當地的地方
[00:05:37.000 --> 00:05:40.000]  耶穌基督他不是羅馬公民
[00:05:40.000 --> 00:05:45.000]  所以他出生就已經呈現一種
[00:05:45.000 --> 00:05:47.000]  當我不是羅馬公民的時候
[00:05:47.000 --> 00:05:50.000]  就享受不到羅馬公民的特權
[00:05:50.000 --> 00:05:57.000]  他只能夠默默承受當時社會文化政治之下
[00:05:57.000 --> 00:05:58.000]  那種壓制
[00:05:58.000 --> 00:05:59.000]  那種限制
[00:05:59.000 --> 00:06:00.000]  那種苦待
[00:06:00.000 --> 00:06:03.000]  他要與他的百姓同行
[00:06:03.000 --> 00:06:05.000]  他其實都是猶太人
[00:06:05.000 --> 00:06:12.000]  但是他又不會絕對化地跟隨猶太民族進行的一些文化
[00:06:12.000 --> 00:06:16.000]  他雖然是猶太裔
[00:06:16.000 --> 00:06:17.000]  猶太的血統
[00:06:17.000 --> 00:06:24.000]  但是他不用將猶太裔這個身份無限地擴大
[00:06:24.000 --> 00:06:26.000]  而是要跟隨
[00:06:26.000 --> 00:06:29.000]  他接受他自己是一個猶太人
[00:06:29.000 --> 00:06:37.000]  不過他不用絕對化跟隨他作為猶太人所要猶太文化要求的那些事
[00:06:37.000 --> 00:06:39.000]  這個是他沒有國家
[00:06:39.000 --> 00:06:41.000]  甚至乎沒有國族
[00:06:41.000 --> 00:06:42.000]  第二呢
[00:06:42.000 --> 00:06:45.000]  他的三毛裏面的第二個是沒有住處
[00:06:45.000 --> 00:06:46.000]  很明顯
[00:06:46.000 --> 00:06:48.000]  他生在哪裏
[00:06:48.000 --> 00:06:49.000]  伯尼衡
[00:06:49.000 --> 00:06:52.000]  很多首的聖詩都強調他是在伯尼衡
[00:06:52.000 --> 00:06:54.000]  這個也是對的
[00:06:54.000 --> 00:06:55.000]  尤其是在馬達福音
[00:06:55.000 --> 00:06:58.000]  特意記載他生在哪裏
[00:06:58.000 --> 00:07:01.000]  這個根本在舊約裏面都有一個預言
[00:07:01.000 --> 00:07:05.000]  就是我們未來的救主是生在伯尼衡這個地方
[00:07:05.000 --> 00:07:07.000]  耶穌就生在伯尼衡
[00:07:07.000 --> 00:07:08.000]  不過呢
[00:07:08.000 --> 00:07:11.000]  他的父母原籍就應該是伯尼衡
[00:07:11.000 --> 00:07:15.000]  不過他去到那裏已經沒有住屋的地方
[00:07:15.000 --> 00:07:17.000]  他們去到伯尼衡
[00:07:17.000 --> 00:07:18.000]  沒有地方住
[00:07:18.000 --> 00:07:21.000]  就算他作為一個旅客去到那裏
[00:07:21.000 --> 00:07:23.000]  不過聖經第七節不是記載的
[00:07:23.000 --> 00:07:26.000]  客店裏沒有地方
[00:07:26.000 --> 00:07:29.000]  我們一起讀多一次第四節至第七節
[00:07:56.000 --> 00:07:58.000]  他們的新人已經從遼
[00:07:58.000 --> 00:08:01.000]  他們在那裏的時候
[00:08:01.000 --> 00:08:04.000]  瑪利亞到了
[00:08:04.000 --> 00:08:14.000]  因為客店裏沒有地方
[00:08:14.000 --> 00:08:16.000]  如果用今天的術語
[00:08:16.000 --> 00:08:20.000]  他的產房是不在醫院裏面的
[00:08:20.000 --> 00:08:22.000]  這個產房在哪裏
[00:08:22.000 --> 00:08:25.000]  在一個馬棚裏面的一個馬槽
[00:08:25.000 --> 00:08:27.000]  其實馬槽基本上就是
[00:08:27.000 --> 00:08:30.000]  當時很可能是用一些木
[00:08:30.000 --> 00:08:32.000]  挖空它
[00:08:32.000 --> 00:08:34.000]  那裏是裝一些水
[00:08:34.000 --> 00:08:37.000]  給一些馬去舔一些水
[00:08:37.000 --> 00:08:39.000]  或者喝一些水
[00:08:39.000 --> 00:08:41.000]  那個叫馬槽仔
[00:08:41.000 --> 00:08:43.000]  在馬棚裏面的馬槽
[00:08:43.000 --> 00:08:45.000]  這是一個甚麼地方呢
[00:08:45.000 --> 00:08:47.000]  我們尊貴的救主
[00:08:47.000 --> 00:08:49.000]  他生活在哪裏呢
[00:08:49.000 --> 00:08:51.000]  他出生在哪裏呢
[00:08:51.000 --> 00:08:54.000]  其實這個已經預示了他一生
[00:08:54.000 --> 00:08:58.000]  沒有地沒有屋
[00:08:58.000 --> 00:09:00.000]  不過亦都在呈現
[00:09:00.000 --> 00:09:04.000]  他一生都不會被一地一屋所困
[00:09:04.000 --> 00:09:07.000]  其實當時有些跟隨者
[00:09:07.000 --> 00:09:09.000]  就說耶穌說我想跟隨你
[00:09:09.000 --> 00:09:13.000]  耶穌都曾經警告過跟隨他的人
[00:09:13.000 --> 00:09:15.000]  他說你跟隨我
[00:09:15.000 --> 00:09:17.000]  你諗質啲
[00:09:17.000 --> 00:09:20.000]  因為連我都沒有枕頭的地方
[00:09:20.000 --> 00:09:22.000]  不是沒有枕頭
[00:09:22.000 --> 00:09:24.000]  是沒有枕手
[00:09:24.000 --> 00:09:30.000]  沒有一個枕頭可以讓你靠著睡
[00:09:30.000 --> 00:09:32.000]  沒有一個固定的地方
[00:09:32.000 --> 00:09:35.000]  耶穌都是一個沒有住處的人
[00:09:35.000 --> 00:09:38.000]  第三是沒有能力
[00:09:38.000 --> 00:09:40.000]  沒有國家國族
[00:09:40.000 --> 00:09:43.000]  這個都OK
[00:09:43.000 --> 00:09:47.000]  沒有住處都已經難搞了
[00:09:47.000 --> 00:09:54.000]  還是沒有能力
[00:09:54.000 --> 00:09:56.000]  第七節我們讀多一次
[00:09:56.000 --> 00:09:58.000]  第七節
[00:09:58.000 --> 00:10:02.000]  預備起
[00:10:02.000 --> 00:10:04.000]  用布包起來
[00:10:04.000 --> 00:10:06.000]  放在馬槽裏
[00:10:06.000 --> 00:10:10.000]  因為客店裏沒有地方
[00:10:10.000 --> 00:10:12.000]  當聖經記載到這裏的時候
[00:10:12.000 --> 00:10:18.000]  其實讀者是心裏一沉
[00:10:18.000 --> 00:10:22.000]  這個尊貴的耶穌基督
[00:10:22.000 --> 00:10:26.000]  竟然是一個沒有國家國族愛他的
[00:10:26.000 --> 00:10:28.000]  或者他都愛他的國民
[00:10:28.000 --> 00:10:30.000]  不過這個國家不愛他
[00:10:30.000 --> 00:10:32.000]  或者這個地方不愛他
[00:10:32.000 --> 00:10:34.000]  他沒有住處
[00:10:34.000 --> 00:10:36.000]  他沒有能力
[00:10:36.000 --> 00:10:41.000]  雖然聖經的作者好像馬上轉了口風
[00:10:41.000 --> 00:10:43.000]  在第八節之後
[00:10:43.000 --> 00:10:47.000]  這個就是我們常常在聖誕節做聖經
[00:10:47.000 --> 00:10:51.000]  找些小朋友演戲就做這一段
[00:10:51.000 --> 00:10:53.000]  我們都讀一次
[00:10:53.000 --> 00:10:57.000]  第八節至第十一節
[00:10:57.000 --> 00:10:59.000]  預備起
[00:10:59.000 --> 00:11:01.000]  在伯利恆之野地裏
[00:11:01.000 --> 00:11:05.000]  有牧羊的人夜間按著羹翅
[00:11:05.000 --> 00:11:07.000]  看守羊群
[00:11:07.000 --> 00:11:11.000]  有主的使者站在他們旁邊
[00:11:11.000 --> 00:11:14.000]  主的榮光四面照著他們
[00:11:14.000 --> 00:11:17.000]  牧羊的人就心懼怕
[00:11:17.000 --> 00:11:20.000]  那天使對他們說
[00:11:20.000 --> 00:11:21.000]  不要懼怕
[00:11:21.000 --> 00:11:25.000]  我報給你們大喜的訊息
[00:11:25.000 --> 00:11:27.000]  是關乎萬民的
[00:11:27.000 --> 00:11:30.000]  人今天在大衛的城裏
[00:11:30.000 --> 00:11:33.000]  為你們生了救主
[00:11:33.000 --> 00:11:35.000]  就是主基督
[00:11:35.000 --> 00:11:37.000]  是不是景象很漂亮
[00:11:37.000 --> 00:11:40.000]  先是一個黑夜
[00:11:40.000 --> 00:11:42.000]  但這個黑夜不恐怖
[00:11:42.000 --> 00:11:44.000]  當時聖經記載
[00:11:44.000 --> 00:11:47.000]  牧羊人按著羹翅去做
[00:11:47.000 --> 00:11:49.000]  他們可能在慢慢休息
[00:11:49.000 --> 00:11:51.000]  不過忽然間有天使來
[00:11:51.000 --> 00:11:53.000]  對我們現代讀者
[00:11:53.000 --> 00:11:55.000]  天使來應該開心
[00:11:55.000 --> 00:11:57.000]  但到當時的人
[00:11:57.000 --> 00:11:58.000]  突然間有人出現
[00:11:58.000 --> 00:12:00.000]  自然就害怕
[00:12:00.000 --> 00:12:02.000]  不過接著又哄他們
[00:12:02.000 --> 00:12:04.000]  你們不用怕
[00:12:04.000 --> 00:12:06.000]  我給你們一個好消息
[00:12:06.000 --> 00:12:08.000]  是關乎萬民的
[00:12:08.000 --> 00:12:11.000]  因為今天在大衛的城裏
[00:12:11.000 --> 00:12:12.000]  為你們生了救主
[00:12:12.000 --> 00:12:14.000]  就是主基督
[00:12:14.000 --> 00:12:17.000]  基督是希臘文
[00:12:17.000 --> 00:12:19.000]  它的意思如果是希伯來文的意思
[00:12:19.000 --> 00:12:20.000]  或者是舊約的時候
[00:12:20.000 --> 00:12:22.000]  或者是猶太人的背景裏
[00:12:22.000 --> 00:12:24.000]  這個就是彌賽亞
[00:12:24.000 --> 00:12:26.000]  我們一直說彌賽亞
[00:12:26.000 --> 00:12:28.000]  彌敦道的彌
[00:12:28.000 --> 00:12:29.000]  翻譯做
[00:12:29.000 --> 00:12:34.000]  但原文的發音是m
[00:12:34.000 --> 00:12:36.000]  而彌敦道的彌這個字
[00:12:36.000 --> 00:12:39.000]  原來在我查閱音韻會
[00:12:39.000 --> 00:12:42.000]  是廣州正音
[00:12:42.000 --> 00:12:44.000]  原來是可以讀"微"
[00:12:44.000 --> 00:12:45.000]  所以在當時
[00:12:45.000 --> 00:12:48.000]  翻譯聖經的宣教士
[00:12:48.000 --> 00:12:49.000]  多厲害
[00:12:49.000 --> 00:12:51.000]  他都知道這個可以讀"微"
[00:12:51.000 --> 00:12:53.000]  所以彌賽亞這個字
[00:12:53.000 --> 00:12:54.000]  翻譯的時候
[00:12:54.000 --> 00:12:56.000]  他都用彌敦道的彌
[00:12:56.000 --> 00:12:58.000]  不過讀應該是"微"
[00:12:58.000 --> 00:13:00.000]  最好是讀"微"
[00:13:00.000 --> 00:13:01.000]  所以我喜歡讀"微"
[00:13:01.000 --> 00:13:02.000]  彌賽亞
[00:13:02.000 --> 00:13:05.000]  所以當時其實
[00:13:05.000 --> 00:13:08.000]  猶太人一直都在等待彌賽亞
[00:13:08.000 --> 00:13:10.000]  所以其實他們對這個訊息
[00:13:10.000 --> 00:13:11.000]  他們不是驚奇的
[00:13:11.000 --> 00:13:13.000]  他們說最初怕的
[00:13:13.000 --> 00:13:15.000]  其實是突然間有些人出現
[00:13:15.000 --> 00:13:16.000]  突然間有天使出現
[00:13:16.000 --> 00:13:18.000]  不知道他報喜訊
[00:13:18.000 --> 00:13:21.000]  還是報一個審判的訊息
[00:13:21.000 --> 00:13:23.000]  但當他們一聽到
[00:13:23.000 --> 00:13:24.000]  這個是關乎萬民
[00:13:24.000 --> 00:13:25.000]  是一個彌賽亞
[00:13:25.000 --> 00:13:26.000]  要來了
[00:13:26.000 --> 00:13:27.000]  現在來了
[00:13:27.000 --> 00:13:29.000]  他們一定很開心
[00:13:29.000 --> 00:13:31.000]  所以我們平時
[00:13:31.000 --> 00:13:33.000]  做聖經的場景
[00:13:33.000 --> 00:13:35.000]  都是開開心心
[00:13:35.000 --> 00:13:36.000]  好了
[00:13:36.000 --> 00:13:38.000]  不過到第十二節
[00:13:38.000 --> 00:13:39.000]  那些牧羊人說
[00:13:39.000 --> 00:13:41.000]  我怎樣找得到他們?
[00:13:41.000 --> 00:13:42.000]  留意
[00:13:42.000 --> 00:13:44.000]  這個十二節和第七節一樣
[00:13:44.000 --> 00:13:46.000]  我們再讀一次第十二節
[00:13:46.000 --> 00:13:48.000]  預備起
[00:13:48.000 --> 00:13:51.000]  你們要看見一個鷹鞋
[00:13:51.000 --> 00:13:52.000]  包著布
[00:13:52.000 --> 00:13:54.000]  臥在馬槽裡
[00:13:54.000 --> 00:13:56.000]  那就是記號了
[00:13:56.000 --> 00:13:58.000]  你怎樣找到耶穌?
[00:13:58.000 --> 00:14:01.000]  你在一些私家醫院的產房裡
[00:14:01.000 --> 00:14:02.000]  找到耶穌?
[00:14:02.000 --> 00:14:04.000]  你在皇宮裡找到耶穌?
[00:14:04.000 --> 00:14:06.000]  這位耶穌
[00:14:06.000 --> 00:14:09.000]  作為一個鷹鞋出現
[00:14:09.000 --> 00:14:11.000]  然後包著布
[00:14:11.000 --> 00:14:14.000]  躺在一個馬槽裡
[00:14:14.000 --> 00:14:16.000]  這個就是記號
[00:14:16.000 --> 00:14:19.000]  耶穌基督是臨在
[00:14:19.000 --> 00:14:22.000]  作為上主臨在的記號
[00:14:22.000 --> 00:14:25.000]  但我們怎樣找到這位三毛呢?
[00:14:25.000 --> 00:14:27.000]  所以其實
[00:14:27.000 --> 00:14:30.000]  我們要在他的死亡和復活那裡
[00:14:30.000 --> 00:14:32.000]  才明白
[00:14:32.000 --> 00:14:33.000]  哦
[00:14:33.000 --> 00:14:36.000]  其實他的出生不奇怪
[00:14:36.000 --> 00:14:38.000]  更加不是荒謬
[00:14:38.000 --> 00:14:41.000]  這個反而是奇異因典
[00:14:41.000 --> 00:14:46.000]  當他為世人死在十字架上的時候
[00:14:46.000 --> 00:14:47.000]  埋葬
[00:14:47.000 --> 00:14:49.000]  再復活過來
[00:14:49.000 --> 00:14:51.000]  其實這個動作
[00:14:51.000 --> 00:14:53.000]  剛才不是看見了嗎?
[00:14:53.000 --> 00:14:55.000]  當Raymond
[00:14:55.000 --> 00:14:57.000]  接受這個浸禮的時候
[00:14:57.000 --> 00:14:59.000]  他先要口裡認
[00:14:59.000 --> 00:15:00.000]  心裡相信
[00:15:00.000 --> 00:15:01.000]  耶穌基督是他的主
[00:15:01.000 --> 00:15:02.000]  是他生命的主宰
[00:15:02.000 --> 00:15:05.000]  然後他全身躺進水裡
[00:15:05.000 --> 00:15:07.000]  這個象徵著
[00:15:07.000 --> 00:15:08.000]  與耶穌基督
[00:15:08.000 --> 00:15:10.000]  同死
[00:15:10.000 --> 00:15:11.000]  同埋葬
[00:15:11.000 --> 00:15:13.000]  然後再上水面
[00:15:13.000 --> 00:15:16.000]  就與耶穌基督一起復活過來
[00:15:16.000 --> 00:15:19.000]  在聖誕節的時候紀念耶穌降生
[00:15:19.000 --> 00:15:21.000]  就是因為耶穌已經第一個
[00:15:21.000 --> 00:15:24.000]  要自己親上這種死亡
[00:15:24.000 --> 00:15:25.000]  埋葬
[00:15:25.000 --> 00:15:27.000]  然後復活
[00:15:27.000 --> 00:15:28.000]  我們就解釋得到
[00:15:28.000 --> 00:15:31.000]  他的出生不是荒謬
[00:15:31.000 --> 00:15:32.000]  不是奇怪
[00:15:32.000 --> 00:15:34.000]  而是奇異因典
[00:15:34.000 --> 00:15:36.000]  因為他就是上帝
[00:15:36.000 --> 00:15:40.000]  他就是那位要成為肉身的上主
[00:15:40.000 --> 00:15:41.000]  而且是充充滿滿的
[00:15:41.000 --> 00:15:42.000]  約翰福音說
[00:15:42.000 --> 00:15:45.000]  充充滿滿的有因典
[00:15:45.000 --> 00:15:49.000]  有真理
[00:15:49.000 --> 00:15:52.000]  這位三無的人
[00:15:52.000 --> 00:15:54.000]  就是我們所信的上帝
[00:15:54.000 --> 00:15:58.000]  而且也是值得我們跟隨的主
[00:15:58.000 --> 00:15:59.000]  弟兄姊妹
[00:15:59.000 --> 00:16:02.000]  今天耶穌基督用肉身的方式
[00:16:02.000 --> 00:16:04.000]  就不在了
[00:16:04.000 --> 00:16:06.000]  那我們繼續怎樣去經驗
[00:16:06.000 --> 00:16:09.000]  和領受上主臨在呢
[00:16:09.000 --> 00:16:12.000]  今天我們要找上主臨在的話
[00:16:12.000 --> 00:16:14.000]  他的記號在哪裡呢
[00:16:14.000 --> 00:16:18.000]  當日這班牧羊人
[00:16:18.000 --> 00:16:20.000]  他們找到了
[00:16:20.000 --> 00:16:22.000]  其實牧羊人在當時的世界
[00:16:22.000 --> 00:16:25.000]  都不是我們想得那麼開心的
[00:16:25.000 --> 00:16:27.000]  如果給小朋友做聖景
[00:16:27.000 --> 00:16:30.000]  那些牧羊人都是小朋友
[00:16:30.000 --> 00:16:32.000]  得得意意地拐下拐下
[00:16:32.000 --> 00:16:35.000]  做到很漂亮的馬槽
[00:16:35.000 --> 00:16:36.000]  馬棚那裡
[00:16:36.000 --> 00:16:39.000]  你想想馬棚是什麼地方
[00:16:39.000 --> 00:16:41.000]  黑漆漆
[00:16:41.000 --> 00:16:43.000]  醜漆漆
[00:16:43.000 --> 00:16:45.000]  濕漉漉
[00:16:45.000 --> 00:16:48.000]  這三個都是廣東話最好的詞語
[00:16:48.000 --> 00:16:50.000]  國語說不到
[00:16:50.000 --> 00:16:52.000]  普通話說不出來
[00:16:52.000 --> 00:16:54.000]  但是你細心想想
[00:16:54.000 --> 00:16:56.000]  就算我們
[00:16:56.000 --> 00:16:58.000]  後現代化的馬槽
[00:16:58.000 --> 00:17:00.000]  是很漂亮的
[00:17:00.000 --> 00:17:02.000]  又有燈
[00:17:02.000 --> 00:17:03.000]  又乾乾淨淨
[00:17:03.000 --> 00:17:04.000]  又白色
[00:17:04.000 --> 00:17:05.000]  等等
[00:17:05.000 --> 00:17:06.000]  這都是我們在外面
[00:17:06.000 --> 00:17:08.000]  輔唐的裝置
[00:17:08.000 --> 00:17:10.000]  不過你想清楚一點
[00:17:10.000 --> 00:17:13.000]  那個其實不是記號
[00:17:13.000 --> 00:17:16.000]  又或者那個不是聖經所記載的記號
[00:17:16.000 --> 00:17:19.000]  那個是用現代眼光
[00:17:19.000 --> 00:17:22.000]  帶給我們一個快樂的記號
[00:17:22.000 --> 00:17:25.000]  這個都可以的
[00:17:25.000 --> 00:17:27.000]  不過我們繼續深思
[00:17:27.000 --> 00:17:29.000]  這個快樂的背後
[00:17:29.000 --> 00:17:31.000]  為什麼我們會快樂呢
[00:17:31.000 --> 00:17:32.000]  不是因為那裡有燈
[00:17:32.000 --> 00:17:34.000]  不是因為那裡白雪雪
[00:17:34.000 --> 00:17:35.000]  乾乾淨淨
[00:17:35.000 --> 00:17:37.000]  香噴噴
[00:17:37.000 --> 00:17:39.000]  而是因為耶穌基督
[00:17:39.000 --> 00:17:42.000]  就成為一個軟弱的人一樣
[00:17:42.000 --> 00:17:44.000]  軟弱的人一樣
[00:17:44.000 --> 00:17:46.000]  沒有能力的
[00:17:46.000 --> 00:17:49.000]  他要被人照顧的
[00:17:49.000 --> 00:17:52.000]  所以聖經說他要包著布
[00:17:52.000 --> 00:17:55.000]  他來到一點都沒有
[00:17:55.000 --> 00:17:58.000]  是我們能夠
[00:17:58.000 --> 00:18:00.000]  明白了他之後
[00:18:00.000 --> 00:18:02.000]  高舉他之後
[00:18:02.000 --> 00:18:05.000]  他就顯明他自己那位的尊貴
[00:18:05.000 --> 00:18:07.000]  他要臥在馬槽裡
[00:18:07.000 --> 00:18:14.000]  他不能享受世間那種快樂美善
[00:18:14.000 --> 00:18:16.000]  但是他的快樂
[00:18:16.000 --> 00:18:19.000]  其實在心裡面散發出來
[00:18:19.000 --> 00:18:22.000]  因為他要行上帝的旨意
[00:18:22.000 --> 00:18:25.000]  他在什麼時候和在哪裡
[00:18:25.000 --> 00:18:27.000]  來顯明他呢
[00:18:27.000 --> 00:18:28.000]  在黑夜
[00:18:28.000 --> 00:18:29.000]  往往在黑夜
[00:18:29.000 --> 00:18:31.000]  尤其是猶太的背景
[00:18:31.000 --> 00:18:32.000]  包括我們自己在內
[00:18:32.000 --> 00:18:34.000]  如果是一個很黑的地方
[00:18:34.000 --> 00:18:36.000]  我們都未必喜歡的
[00:18:36.000 --> 00:18:39.000]  我們在黑夜裡要找星星
[00:18:39.000 --> 00:18:43.000]  找到星星才知道繼續有盼望
[00:18:43.000 --> 00:18:45.000]  但耶穌的降生
[00:18:45.000 --> 00:18:49.000]  就正是選擇在黑夜裡降生
[00:18:49.000 --> 00:18:53.000]  是要在人間的黑夜裡降生
[00:18:53.000 --> 00:18:57.000]  他要與黑夜裡懼怕的人同在
[00:18:57.000 --> 00:18:59.000]  他要向一些牧羊人
[00:18:59.000 --> 00:19:01.000]  先是第一批的顯現
[00:19:01.000 --> 00:19:03.000]  牧羊人在當時也不是
[00:19:03.000 --> 00:19:06.000]  好像小朋友走著走著
[00:19:06.000 --> 00:19:08.000]  這樣的景象
[00:19:08.000 --> 00:19:10.000]  其實他們尤其是在夜間
[00:19:10.000 --> 00:19:12.000]  當時這班其實是
[00:19:12.000 --> 00:19:13.000]  用今天的術語來說
[00:19:13.000 --> 00:19:16.000]  其實他們都是社會的邊緣人
[00:19:16.000 --> 00:19:18.000]  沒有人喜歡做牧羊的工作
[00:19:18.000 --> 00:19:21.000]  尤其是晚上要當值的工作
[00:19:21.000 --> 00:19:25.000]  這班是社會最低層的朋友
[00:19:25.000 --> 00:19:27.000]  耶穌就是要在這班人那裡
