
[00:00:00.000 --> 00:00:06.220]  大家都在電視上看過一幅這樣的圖畫
[00:02:14.220 --> 00:02:19.540]  千里孤奮無處話淒涼
[00:02:19.540 --> 00:02:23.000]  我認識一位姐妹一位基督徒的朋友
[00:02:23.000 --> 00:02:26.540]  她的姐姐二十幾歲就過世
[00:02:26.540 --> 00:02:29.960]  她的姐姐是國泰航空公司的空中小姐
[00:02:29.960 --> 00:02:34.380]  在1965年一個國泰班機在日本失事
[00:02:34.380 --> 00:02:36.900]  機毀人亡
[00:02:36.900 --> 00:02:44.200]  公司將她姐姐的遺體安葬在跑馬地
[00:02:44.200 --> 00:02:46.940]  天主教墳場
[00:02:46.940 --> 00:02:52.380]  這個小女的爸爸
[00:02:52.380 --> 00:02:55.140]  每一個星期都拿一束鮮花
[00:02:55.140 --> 00:02:59.400]  去到天主教墳場紀念自己的女兒
[00:02:59.400 --> 00:03:03.360]  三十幾年風雨不改
[00:03:03.360 --> 00:03:07.540]  直到她自己腦袋都不能動為止
[00:03:07.540 --> 00:03:12.500]  天長地久有時盡
[00:03:12.500 --> 00:03:16.580]  此恨綿綿無絕期
[00:03:16.580 --> 00:03:19.220]  這個就是死亡
[00:03:19.220 --> 00:03:21.720]  是絕對的
[00:03:21.720 --> 00:03:24.100]  是無可奈何的
[00:03:24.100 --> 00:03:25.440]  亦都是很神秘的
[00:03:25.440 --> 00:03:28.180]  有些人覺得很可怕
[00:03:28.180 --> 00:03:30.100]  有人說我現在科學發達
[00:03:30.100 --> 00:03:32.640]  人的壽命比一百年前長了
[00:03:32.640 --> 00:03:35.840]  的確是有些疾病是很容易治好的
[00:03:35.840 --> 00:03:38.700]  好像天花、麻風那樣
[00:03:38.700 --> 00:03:42.460]  但是有些新的疾病是以前沒有的
[00:03:42.460 --> 00:03:45.240]  好像新冠疫情那樣
[00:03:45.240 --> 00:03:48.340]  或者心臟病、中風以前沒有那麼多
[00:03:48.340 --> 00:03:50.400]  現在好像都多了
[00:03:50.400 --> 00:03:52.940]  雖然人的壽命是長了
[00:03:52.940 --> 00:03:55.300]  但最後都是死亡
[00:03:55.300 --> 00:03:59.240]  人類的死亡率是維持在百分之一百
[00:03:59.240 --> 00:04:01.760]  個個都要死
[00:04:01.760 --> 00:04:06.840]  全世界每一個宗教都想解決這個死亡的問題
[00:04:06.840 --> 00:04:08.660]  為什麼有這麼多宗教呢?
[00:04:08.660 --> 00:04:12.060]  因為這個死亡的問題到現在都沒有解決
[00:04:12.060 --> 00:04:14.300]  除了一個宗教就是基督教
[00:04:14.300 --> 00:04:17.080]  基督教不單止是一個宗教
[00:04:17.080 --> 00:04:19.740]  基督教是上帝的啟示
[00:04:19.740 --> 00:04:21.860]  即是上帝對我們說話
[00:04:21.860 --> 00:04:24.140]  這個就是啟示
[00:04:24.140 --> 00:04:25.540]  今天是復節
[00:04:25.540 --> 00:04:30.260]  我們要思想上帝給我們這個啟示
[00:04:30.260 --> 00:04:33.380]  就是祂已經為我們打贏了死亡
[00:04:33.380 --> 00:04:34.460]  戰勝死亡
[00:04:34.460 --> 00:04:37.460]  所以我們今天的主題叫戰勝死亡
[00:04:37.460 --> 00:04:41.300]  在耶穌叫拉撒路復活這個故事裡面
[00:04:41.300 --> 00:04:44.140]  就是約翰福音十一章所記載的
[00:04:44.140 --> 00:04:46.980]  我們看到耶穌基督復活的大能
[00:04:46.980 --> 00:04:49.140]  我們看到神對人的愛
[00:04:49.140 --> 00:04:54.660]  和祂為信祂的人預備這個永遠的生命
[00:04:54.660 --> 00:04:57.420]  是多麼的榮耀
[00:04:57.420 --> 00:04:59.180]  多麼的寶貴
[00:04:59.180 --> 00:05:03.020]  今天我們看這一段經文
[00:05:03.020 --> 00:05:07.700]  如果你想將約翰福音很簡單地分開兩部分
[00:05:07.700 --> 00:05:10.940]  第一部分就由第一章到第十二章
[00:05:10.940 --> 00:05:13.860]  記載耶穌基督公開的生活
[00:05:13.860 --> 00:05:15.460]  公開的工作
[00:05:15.460 --> 00:05:17.500]  第十三章到二十一章
[00:05:17.500 --> 00:05:22.100]  就記載祂的私人談話、私人的心
[00:05:22.100 --> 00:05:25.300]  這段經文叫拉撒路復活
[00:05:25.300 --> 00:05:27.100]  就在第十一章
[00:05:27.100 --> 00:05:29.380]  這個神蹟
[00:05:29.380 --> 00:05:34.020]  是耶穌釘十字架之前那兩個星期內發生的
[00:05:34.020 --> 00:05:36.380]  是一個最後的神蹟
[00:05:36.380 --> 00:05:42.420]  這個神蹟也使猶太人的官者想殺死耶穌
[00:05:42.420 --> 00:05:45.700]  可以說是一個導火線
[00:05:45.700 --> 00:05:47.260]  在這個故事裏面
[00:05:47.260 --> 00:05:49.180]  這個真實的故事裏面
[00:05:49.180 --> 00:05:51.260]  我們今天要看幾樣東西
[00:05:51.260 --> 00:05:51.940]  第一
[00:05:51.940 --> 00:05:55.780]  我們看馬大怎樣跟耶穌對話
[00:05:55.780 --> 00:06:02.460]  你留意到馬大沒有叫耶穌將拉撒路復活
[00:06:02.460 --> 00:06:04.100]  第二我們要看到
[00:06:04.100 --> 00:06:08.060]  耶穌說的復活是具體的
[00:06:08.060 --> 00:06:10.660]  不是抽象的哲學
[00:06:10.660 --> 00:06:12.820]  第三我們看到耶穌哭
[00:06:12.820 --> 00:06:14.740]  為何耶穌要哭呢?
[00:06:14.740 --> 00:06:18.780]  第四我們看到拉撒路怎樣復活出來
[00:06:18.780 --> 00:06:20.660]  第五我們要看看
[00:06:20.660 --> 00:06:25.380]  拉撒路的復活跟耶穌的復活有甚麼不同的地方
[00:06:25.380 --> 00:06:26.580]  首先我們看
[00:06:26.580 --> 00:06:27.420]  第一
[00:06:27.420 --> 00:06:32.780]  是馬大沒有強求耶穌醫治拉撒路
[00:06:32.780 --> 00:06:34.500]  馬大見到耶穌的時候
[00:06:34.500 --> 00:06:36.700]  主說如果祢早在
[00:06:36.700 --> 00:06:39.220]  我的兄弟就不會死
[00:06:39.220 --> 00:06:41.100]  就是現在我都知道
[00:06:41.100 --> 00:06:43.140]  你無論向神求甚麼
[00:06:43.140 --> 00:06:44.860]  神都賜給你
[00:06:44.860 --> 00:06:48.420]  耶穌又說你的兄弟必定會復活
[00:06:48.420 --> 00:06:50.500]  馬大就說
[00:06:50.500 --> 00:06:52.620]  我知道末日復活的時候
[00:06:52.620 --> 00:06:55.820]  他必會復活
[00:06:55.820 --> 00:07:00.940]  即是馬大在等待將來有一日復活的日子到
[00:07:00.940 --> 00:07:02.780]  所有人都復活了
[00:07:02.780 --> 00:07:04.660]  我的兄弟復活
[00:07:04.660 --> 00:07:05.900]  他沒有強求耶穌
[00:07:05.900 --> 00:07:08.340]  當日就叫拉撒路復活
[00:07:08.340 --> 00:07:12.980]  很多人是強求上帝醫好疾病
[00:07:12.980 --> 00:07:16.580]  好像上帝就是拉丁神燈裏面的神
[00:07:16.580 --> 00:07:19.060]  一定要聽我們的話
[00:07:19.060 --> 00:07:20.860]  聖經的教訓
[00:07:20.860 --> 00:07:23.540]  教會的歷史我們都看到
[00:07:23.540 --> 00:07:27.140]  神是容許祂的子民
[00:07:27.140 --> 00:07:30.060]  祂所愛的人受苦難的
[00:07:30.060 --> 00:07:34.020]  我們不能夠用環境來斷定上帝是否愛我們
[00:07:34.020 --> 00:07:36.660]  環境好就等於上帝愛我們
[00:07:36.660 --> 00:07:39.300]  環境不好就等於上帝不愛我們
[00:07:39.300 --> 00:07:41.020]  這是錯的
[00:07:41.020 --> 00:07:44.340]  苦難最終的源頭
[00:07:44.340 --> 00:07:46.340]  苦難是因為罪
[00:07:46.340 --> 00:07:49.740]  在伊甸園裏犯罪之後
[00:07:49.740 --> 00:07:51.620]  一路苦難就臨到
[00:07:51.620 --> 00:07:54.660]  但是神是用苦難來斷念我們
[00:07:54.660 --> 00:07:56.780]  或者來榮耀祂自己
[00:07:56.780 --> 00:08:01.140]  苦難是無可避免
[00:08:01.140 --> 00:08:04.020]  但是上帝的啟示就是
[00:08:04.020 --> 00:08:05.260]  我們在苦難裏面
[00:08:05.260 --> 00:08:08.340]  我們怎樣可以有平安
[00:08:08.340 --> 00:08:10.420]  我們怎樣可以依靠神
[00:08:10.420 --> 00:08:13.580]  馬大就在苦難當中
[00:08:13.580 --> 00:08:18.580]  得著耶穌基督賜給他的平安
[00:08:18.580 --> 00:08:20.460]  第二點我們看
[00:08:20.460 --> 00:08:25.540]  就是耶穌基督講的復活是具體而不是抽象的
[00:08:25.540 --> 00:08:27.900]  我們留意第25節到26節
[00:08:27.900 --> 00:08:29.340]  耶穌說
[00:08:29.340 --> 00:08:31.100]  我在復活和生命
[00:08:31.100 --> 00:08:33.900]  信我的人雖然死了也要活著
[00:08:33.900 --> 00:08:37.740]  所有活著信我的人必永遠不死
[00:08:37.740 --> 00:08:41.620]  第25節那句話很重要
[00:08:41.620 --> 00:08:42.460]  耶穌說
[00:08:42.460 --> 00:08:44.580]  我就是復活
[00:08:44.580 --> 00:08:47.620]  I am the resurrection
[00:08:47.620 --> 00:08:49.420]  這個I am
[00:08:49.420 --> 00:08:53.300]  文法上來說是永遠現代式
[00:08:53.300 --> 00:08:55.260]  什麼叫永遠現代式呢
[00:08:55.260 --> 00:08:59.220]  在《出埃及記》摩西和神聊天
[00:08:59.220 --> 00:09:01.340]  上帝對摩西說
[00:09:01.340 --> 00:09:04.100]  I am who I am
[00:09:04.100 --> 00:09:06.660]  《出埃及記》三章十四字
[00:09:06.660 --> 00:09:08.780]  這個I am
[00:09:08.780 --> 00:09:13.260]  中文譯作我是自有永有的
[00:09:13.260 --> 00:09:15.180]  I am譯作自有永有
[00:09:15.180 --> 00:09:15.980]  為什麼呢
[00:09:15.980 --> 00:09:18.380]  因為I am就是永遠現代式
[00:09:18.380 --> 00:09:21.060]  從永恆的過去到永恆的將來
[00:09:21.060 --> 00:09:22.300]  我都在這裏
[00:09:22.300 --> 00:09:25.500]  I am這個就是永遠現代式
[00:09:25.500 --> 00:09:28.900]  耶穌基督今天
[00:09:28.900 --> 00:09:31.380]  很多年之後祂來到世上
[00:09:31.380 --> 00:09:34.220]  祂同樣用這個自有永有
[00:09:34.220 --> 00:09:35.580]  I am
[00:09:35.580 --> 00:09:39.140]  I am the resurrection
[00:09:39.140 --> 00:09:39.780]  所以祂說
[00:09:39.780 --> 00:09:41.300]  我就是復活和生命
[00:09:41.300 --> 00:09:44.820]  信我的人雖然死了也要活著
[00:09:44.820 --> 00:09:47.700]  很出名的慕迪D.L.Moody
[00:09:47.700 --> 00:09:49.340]  有一次說過
[00:09:49.340 --> 00:09:51.900]  他說你有一天會聽到慕迪死了
[00:09:51.900 --> 00:09:52.980]  你不要相信
[00:09:52.980 --> 00:09:55.860]  因為我比平時活得更加生猛
[00:09:55.860 --> 00:09:58.740]  我在天上
[00:09:58.740 --> 00:10:00.660]  慕迪想說一件事就是
[00:10:00.660 --> 00:10:04.780]  我其實肉身的死不是一個問題
[00:10:04.780 --> 00:10:07.100]  因為耶穌基督已經戰勝了死亡
[00:10:07.100 --> 00:10:09.460]  我是有一個復活的生命
[00:10:09.460 --> 00:10:11.500]  你留意到耶穌說下一句
[00:10:11.500 --> 00:10:12.460]  第二十六字
[00:10:12.460 --> 00:10:14.900]  所有活著又信我的人
[00:10:14.900 --> 00:10:17.540]  必定永遠不死
[00:10:17.540 --> 00:10:21.820]  這一句其實的原文
[00:10:21.820 --> 00:10:26.140]  是一個很強烈的用詞
[00:10:26.140 --> 00:10:27.860]  永遠不死的意思是
[00:10:27.860 --> 00:10:30.740]  never ever forever 不會死
[00:10:30.740 --> 00:10:32.660]  就是永遠不會死
[00:10:32.660 --> 00:10:33.660]  所以耶穌說
[00:10:33.660 --> 00:10:35.460]  如果你讀這句話
[00:10:35.460 --> 00:10:37.300]  第二十五、二十六節你會怎樣讀呢?
[00:10:37.300 --> 00:10:39.260]  祂說我就是復活和生命
[00:10:39.260 --> 00:10:42.100]  信我的人雖然死了將來會活著
[00:10:42.100 --> 00:10:46.060]  而現在你活著又信我的人
[00:10:46.060 --> 00:10:48.540]  你就永遠永遠不會死
[00:10:48.540 --> 00:10:49.860]  你說奇怪
[00:10:49.860 --> 00:10:51.860]  有一天我也會死的
[00:10:51.860 --> 00:10:54.380]  對面那個就是墳場
[00:10:54.380 --> 00:10:55.940]  耶穌的意思是
[00:10:55.940 --> 00:10:58.340]  雖然你的身體會過去
[00:10:58.340 --> 00:10:59.940]  但是會回來
[00:10:59.940 --> 00:11:01.860]  你的死亡
[00:11:01.860 --> 00:11:03.260]  肉身的死亡
[00:11:03.260 --> 00:11:06.620]  已經不再成為任何的影響
[00:11:06.620 --> 00:11:09.060]  已經不是千古恨
[00:11:09.060 --> 00:11:16.460]  這個死亡已經被戰勝了
[00:11:16.460 --> 00:11:19.740]  所以今天我們看到這兩節經文
[00:11:19.740 --> 00:11:21.340]  我們應該很開心
[00:11:21.340 --> 00:11:22.860]  因為耶穌說
[00:11:22.860 --> 00:11:25.660]  所有活著又信我的人
[00:11:25.660 --> 00:11:28.100]  必定永遠不死
[00:11:28.100 --> 00:11:31.660]  never ever forever 會活著
[00:11:31.660 --> 00:11:32.500]  你開心嗎?
[00:11:32.500 --> 00:11:34.660]  如果你信耶穌的話你應該開心
[00:11:34.660 --> 00:11:36.380]  如果你不信耶穌的話
[00:11:36.380 --> 00:11:37.180]  你都應該開心
[00:11:37.180 --> 00:11:39.380]  因為你可以來到耶穌面前
[00:11:39.380 --> 00:11:41.180]  現在就相信祂
[00:11:41.180 --> 00:11:42.100]  「神愛世人
[00:11:42.100 --> 00:11:44.660]  甚至將他們的獨生子處給他們
[00:11:44.660 --> 00:11:46.940]  要一切信祂的不致滅亡
[00:11:46.940 --> 00:11:47.580]  返復永生」
[00:11:47.580 --> 00:11:48.980]  你今天就可以信祂
[00:11:48.980 --> 00:11:51.220]  你就會永遠不死
[00:11:51.220 --> 00:11:53.620]  復活節為什麼這麼厲害呢?
[00:11:53.620 --> 00:11:56.260]  就是因為耶穌基督戰勝死亡
[00:11:56.260 --> 00:11:58.060]  這是歷史的事實
[00:11:58.060 --> 00:11:59.580]  耶穌基督死亡的身體
[00:11:59.580 --> 00:12:03.500]  猶太的官長沒辦法拿出來
[00:12:03.500 --> 00:12:07.140]  對世界說耶穌沒有活著
[00:12:07.140 --> 00:12:12.540]  因為耶穌復活的身體已經出現了
[00:12:12.540 --> 00:12:16.060]  所以史道保羅在《科林多傳書》
[00:12:16.060 --> 00:12:18.980]  第十五章五十四到五十五節
[00:12:18.980 --> 00:12:22.060]  作了一個很厲害很榮譽的宣告
[00:12:22.060 --> 00:12:26.580]  「這必扭壞的既穿上了不扭壞的
[00:12:26.580 --> 00:12:29.540]  這必死的既穿上了不死的
[00:12:29.540 --> 00:12:32.340]  那時經上的話就應驗了
[00:12:32.340 --> 00:12:33.500]  勝利了
[00:12:33.500 --> 00:12:35.380]  死亡已經被吞滅
[00:12:35.380 --> 00:12:37.460]  死亡壓裂的勝利在哪裡呢?
[00:12:37.460 --> 00:12:41.660]  死亡壓裂的毒處在哪裡呢?」
[00:12:41.660 --> 00:12:43.260]  今天好消息
[00:12:43.260 --> 00:12:44.540]  耶穌復活了
[00:12:44.540 --> 00:12:46.340]  你和我將來都要復活
[00:12:46.340 --> 00:12:48.340]  我們戰勝了死亡
[00:12:48.340 --> 00:12:51.820]  你現在面對的困難
[00:12:51.820 --> 00:12:55.140]  是不能夠永遠的束縛你
[00:12:55.140 --> 00:12:56.140]  我們再看第三章
[00:12:56.140 --> 00:12:57.020]  耶穌哭了
[00:12:57.020 --> 00:12:58.860]  為什麼耶穌哭呢?
[00:12:58.860 --> 00:13:01.260]  耶穌在那裡
[00:13:01.260 --> 00:13:03.620]  祂幾分鐘之後就叫拉撒路復活了
[00:13:03.620 --> 00:13:04.660]  為什麼祂哭呢?
[00:13:04.660 --> 00:13:07.020]  祂哭不是為拉撒路哭
[00:13:07.020 --> 00:13:08.740]  祂哭是為周圍的人
[00:13:08.740 --> 00:13:10.620]  祂見到他們這麼悲傷
[00:13:10.620 --> 00:13:12.820]  耶穌同情他們
[00:13:12.820 --> 00:13:15.780]  耶穌同他們一起有這樣的感受
[00:13:15.780 --> 00:13:18.820]  等於說耶穌就是創天造地的真神
[00:13:18.820 --> 00:13:24.420]  希伯來斯說天地都是祂托住的
[00:13:24.420 --> 00:13:25.580]  創天造地
[00:13:25.580 --> 00:13:27.060]  自有永有
[00:13:27.060 --> 00:13:28.660]  榮耀尊貴
[00:13:28.660 --> 00:13:30.380]  權能
[00:13:30.380 --> 00:13:31.260]  無所不在
[00:13:31.260 --> 00:13:32.620]  無所不能的上帝
[00:13:32.620 --> 00:13:33.620]  來到這個世界
[00:13:33.620 --> 00:13:36.140]  竟然和我們一起哭
[00:13:36.140 --> 00:13:37.460]  幾天前
[00:13:37.460 --> 00:13:38.340]  審訊開始
[00:13:38.340 --> 00:13:40.340]  一個五歲的細蚊女
[00:13:40.340 --> 00:13:43.580]  被父母虐待死了
[00:13:43.580 --> 00:13:44.380]  很傷心
[00:13:44.380 --> 00:13:45.420]  你和我都很難過
[00:13:45.420 --> 00:13:46.620]  耶穌也很難過
[00:13:46.620 --> 00:13:50.820]  耶穌也哭了
[00:13:50.820 --> 00:13:52.020]  兩天前
[00:13:52.020 --> 00:13:55.260]  有一個科技公司的老闆
[00:13:55.260 --> 00:13:56.460]  財困問題
[00:13:56.460 --> 00:13:58.260]  殺了太太
[00:13:58.260 --> 00:13:58.820]  殺了一隻狗
[00:13:58.820 --> 00:14:01.260]  殺了自己
[00:14:01.260 --> 00:14:03.740]  你和我都很悲傷
[00:14:03.740 --> 00:14:06.820]  上帝也和我們一起悲傷
[00:14:06.820 --> 00:14:09.260]  緬甸很多人死了
[00:14:09.260 --> 00:14:12.300]  耶穌哭了
[00:14:12.300 --> 00:14:15.540]  台灣火車失事
[00:14:15.540 --> 00:14:17.540]  最新的估計是48人死了
[00:14:17.540 --> 00:14:18.460]  很多人受傷
[00:14:18.460 --> 00:14:20.260]  上帝也很悲傷
[00:14:20.260 --> 00:14:22.300]  總之我們的上帝
[00:14:22.300 --> 00:14:24.500]  不是很遙遠的不理我們的上帝
[00:14:24.500 --> 00:14:26.980]  我們的上帝是感同身受
[00:14:26.980 --> 00:14:28.580]  我們面對的困難
[00:14:28.580 --> 00:14:30.140]  祂都知道
[00:14:30.140 --> 00:14:33.580]  祂都為我們而來客
[00:14:33.580 --> 00:14:36.260]  第四點我們看看拉撻路怎樣出來
[00:14:36.260 --> 00:14:39.660]  在第四十四節
[00:14:39.660 --> 00:14:41.700]  「那死了的人就出來
[00:14:41.700 --> 00:14:43.540]  他的手的都纏著布
[00:14:43.540 --> 00:14:46.060]  不捏上那著巾
[00:14:46.060 --> 00:14:48.980]  耶穌說:解開他,讓他走」
[00:14:48.980 --> 00:14:50.580]  這裡有一個署名教訓
[00:14:50.580 --> 00:14:51.820]  我們信了耶穌之後
[00:14:51.820 --> 00:14:53.860]  就好像拉撻路復活一樣
[00:14:53.860 --> 00:14:56.140]  第一件事要解開的布
[00:14:56.140 --> 00:14:57.740]  一個信了耶穌的人
[00:14:57.740 --> 00:14:59.980]  如果沒有好好長進
[00:14:59.980 --> 00:15:02.700]  就是胡說胡說地信了耶穌
[00:15:02.700 --> 00:15:03.500]  沒有長進
[00:15:03.500 --> 00:15:05.540]  沒有生命的成長
[00:15:05.540 --> 00:15:06.580]  就好像復活了
[00:15:06.580 --> 00:15:07.820]  仍然纏著布
[00:15:07.820 --> 00:15:09.300]  這樣就不太好
[00:15:09.300 --> 00:15:13.100]  所以我們要鼓勵初生弟兄姊妹
[00:15:13.100 --> 00:15:14.620]  有門徒訓練
[00:15:14.620 --> 00:15:16.380]  好好地認識上帝
[00:15:16.380 --> 00:15:20.380]  好像一個嬰兒吃屬靈的奶
[00:15:20.380 --> 00:15:23.140]  得到的增長就是微善
[00:15:23.140 --> 00:15:25.740]  第五拉撻路復活
[00:15:25.740 --> 00:15:34.020]  和耶穌復活有什麼分別呢?
[00:15:34.020 --> 00:15:36.260]  有幾個分別
[00:15:36.260 --> 00:15:38.500]  第一,拉撻路復活後
[00:15:38.500 --> 00:15:39.860]  有沒有再死過?
[00:15:39.860 --> 00:15:41.060]  始終都會再死過
[00:15:41.060 --> 00:15:42.380]  如果不是現在
[00:15:42.380 --> 00:15:44.060]  耶穌復活後就沒有死過
[00:15:44.060 --> 00:15:47.380]  耶穌復活後到現在都復活
[00:15:47.380 --> 00:15:50.900]  第二,拉撻路出來
[00:15:50.900 --> 00:15:51.860]  祂怎麼出來?
[00:15:51.860 --> 00:15:54.020]  耶穌叫人把石頭挪開
[00:15:54.020 --> 00:15:55.220]  拉撻路出來
[00:15:55.220 --> 00:15:57.500]  祂出來綁著布
[00:15:57.500 --> 00:15:58.740]  走得不是很快
[00:15:58.740 --> 00:16:00.020]  很順暢
[00:16:00.020 --> 00:16:02.220]  耶穌復活不是這樣的
[00:16:02.220 --> 00:16:06.700]  馬太福音28章記載
[00:16:06.700 --> 00:16:09.820]  天使把石頭挪開
[00:16:09.820 --> 00:16:11.900]  但不是挪開叫耶穌出來
[00:16:11.900 --> 00:16:14.020]  耶穌已經出來了
[00:16:14.020 --> 00:16:15.060]  祂挪開
[00:16:15.060 --> 00:16:18.660]  就讓門徒看到墳墓是空的
[00:16:18.660 --> 00:16:20.180]  所以以後福音記載
[00:16:20.180 --> 00:16:21.940]  那兩個門徒去到
[00:16:21.940 --> 00:16:23.980]  看到石頭挪開了
[00:16:23.980 --> 00:16:25.380]  進到裡面
[00:16:25.380 --> 00:16:26.100]  看到什麼?
[00:16:26.100 --> 00:16:27.500]  那些布還在
[00:16:27.500 --> 00:16:29.660]  布原本是綁著身體的
[00:16:29.660 --> 00:16:30.980]  身體就超越了
[00:16:30.980 --> 00:16:32.460]  出來了,不見了
[00:16:32.460 --> 00:16:35.020]  布還在,塔還在
[00:16:35.020 --> 00:16:38.540]  耶穌復活
[00:16:38.540 --> 00:16:41.180]  復活的身體是離開了布
[00:16:41.180 --> 00:16:42.660]  布原封不住
[00:16:42.660 --> 00:16:43.980]  也離開了墳墓
[00:16:43.980 --> 00:16:45.540]  石頭還在
[00:16:45.540 --> 00:16:46.940]  祂已經出來了
[00:16:46.940 --> 00:16:49.700]  然後天使就把石頭挪開
[00:16:49.700 --> 00:16:53.020]  讓門徒看到墳墓是空的
[00:16:53.020 --> 00:16:54.020]  頂著門
[00:16:54.020 --> 00:16:56.980]  耶穌的復活跟拉撻路很不同
[00:16:56.980 --> 00:16:59.820]  耶穌的復活是永遠的活著
[00:16:59.820 --> 00:17:01.540]  你跟我將來的復活
[00:17:01.540 --> 00:17:03.300]  好像拉撻路那樣復活
[00:17:03.300 --> 00:17:04.820]  好像耶穌那樣復活
[00:17:04.820 --> 00:17:06.140]  當然像耶穌那樣復活
[00:17:06.140 --> 00:17:08.180]  因為現在火葬
[00:17:08.180 --> 00:17:10.940]  根本連布也沒有了
[00:17:10.940 --> 00:17:13.100]  所有棺木的火都被燒了
[00:17:13.100 --> 00:17:14.620]  那將來怎麼復活?
[00:17:14.620 --> 00:17:15.780]  羅莫斯
[00:17:15.780 --> 00:17:17.300]  將來你復活像耶穌那樣
[00:17:17.300 --> 00:17:19.140]  有個榮耀的身體
[00:17:19.140 --> 00:17:20.580]  這個神學上很重要
[00:17:20.580 --> 00:17:22.140]  有些人以為復活
[00:17:22.140 --> 00:17:23.500]  將來就是靈魂復活
[00:17:23.500 --> 00:17:24.700]  身體不見了
[00:17:24.700 --> 00:17:27.580]  在天上的靈魂飄來飄去
[00:17:27.580 --> 00:17:29.060]  不是這樣的
[00:17:29.060 --> 00:17:31.660]  我們的復活就像耶穌那樣復活
[00:17:31.660 --> 00:17:32.740]  耶穌復活
[00:17:32.740 --> 00:17:34.060]  整個身體在這裡
[00:17:34.060 --> 00:17:36.460]  沒錯,祂可以穿牆過壁
[00:17:36.460 --> 00:17:37.620]  祂可以離開布
[00:17:37.620 --> 00:17:39.540]  離開墳墓
[00:17:39.540 --> 00:17:41.580]  祂可以進去房間裡
[00:17:41.580 --> 00:17:42.580]  跟門徒聊天
[00:17:42.580 --> 00:17:43.620]  又可以出來
[00:17:43.620 --> 00:17:45.180]  但祂可以吃東西
[00:17:45.180 --> 00:17:46.700]  祂可以叫多瑪摸摸
[00:17:46.700 --> 00:17:48.500]  祂的手有傷痕
[00:17:48.500 --> 00:17:51.220]  這個榮耀的身體是真實的復活
[00:17:51.220 --> 00:17:53.140]  所以
[00:17:53.140 --> 00:17:54.420]  如果大家有興趣
[00:17:54.420 --> 00:17:56.340]  我們全恩同的網站
[00:17:56.340 --> 00:17:59.260]  有一篇文章是我寫的,是英文的
[00:17:59.260 --> 00:18:02.100]  是十幾年前寫的
[00:18:02.100 --> 00:18:03.580]  2005年
[00:18:03.580 --> 00:18:07.180]  就是耶穌復活的證據和重要性
[00:18:07.180 --> 00:18:10.820]  江維明牧師那時候還沒有去讀神學
[00:18:10.820 --> 00:18:12.780]  他就將它翻譯成中文
[00:18:12.780 --> 00:18:15.500]  中文比英文寫得更加好
[00:18:15.500 --> 00:18:17.340]  大家如果在網上
[00:18:17.340 --> 00:18:18.820]  全恩的網上可以看到
[00:18:18.820 --> 00:18:20.420]  這篇文章不是很長
[00:18:20.420 --> 00:18:24.660]  是一個很值得我們復活節去大家看看
[00:18:24.660 --> 00:18:26.660]  你們可以去看,看中文
