
[00:00:00.000 --> 00:00:09.000]  每件事到我的這種年齡,包括上廁所,能不能大方便跟小方便都要禱告
[00:01:39.000 --> 00:01:41.000]  在禱告中神會告訴你們
[00:01:41.000 --> 00:01:43.000]  那如果神就把
[00:01:43.000 --> 00:01:45.000]  出人意外的平安給你們
[00:01:45.000 --> 00:01:48.000]  在耶穌基督保守你們的心懷意念
[00:01:48.000 --> 00:01:50.000]  在耶穌基督保守你們的心懷意念
[00:01:50.000 --> 00:01:52.000]  接下去該怎麼做呢
[00:01:52.000 --> 00:01:53.000]  這是第八節
[00:01:53.000 --> 00:01:55.000]  一起讀
[00:01:55.000 --> 00:01:57.000]  弟兄們
[00:01:57.000 --> 00:01:59.000]  我還有未盡的話
[00:01:59.000 --> 00:02:00.000]  凡事真實的
[00:02:00.000 --> 00:02:01.000]  可敬的
[00:02:01.000 --> 00:02:02.000]  公義的
[00:02:02.000 --> 00:02:03.000]  清潔的
[00:02:03.000 --> 00:02:04.000]  可愛的
[00:02:04.000 --> 00:02:05.000]  有美名的
[00:02:05.000 --> 00:02:07.000]  又有什麼德行
[00:02:07.000 --> 00:02:09.000]  又有什麼稱讚
[00:02:09.000 --> 00:02:11.000]  這些事你們都要試念
[00:02:11.000 --> 00:02:13.000]  怎麼得喜樂呢
[00:02:13.000 --> 00:02:14.000]  你們得喜樂呢
[00:02:14.000 --> 00:02:16.000]  就是一個柔軟的心
[00:02:16.000 --> 00:02:18.000]  然後耶穌快來了
[00:02:18.000 --> 00:02:20.000]  那怎麼得平安呢
[00:02:20.000 --> 00:02:21.000]  除了禱告呢
[00:02:21.000 --> 00:02:22.000]  除了禱告之外
[00:02:22.000 --> 00:02:23.000]  幹嘛
[00:02:23.000 --> 00:02:24.000]  怎麼樣
[00:02:24.000 --> 00:02:27.000]  弟兄們
[00:02:27.000 --> 00:02:28.000]  我還有未盡的話
[00:02:28.000 --> 00:02:29.000]  凡事真實的
[00:02:29.000 --> 00:02:30.000]  可敬的
[00:02:30.000 --> 00:02:31.000]  公義的
[00:02:31.000 --> 00:02:32.000]  清潔的
[00:02:32.000 --> 00:02:33.000]  可愛的
[00:02:33.000 --> 00:02:34.000]  有美名的
[00:02:34.000 --> 00:02:35.000]  若是有什麼德行
[00:02:35.000 --> 00:02:36.000]  若是有什麼稱讚
[00:02:36.000 --> 00:02:37.000]  這些事你們都要思念
[00:02:37.000 --> 00:02:38.000]  從現在開始
[00:02:38.000 --> 00:02:39.000]  你的腦子要想什麼
[00:02:39.000 --> 00:02:40.000]  從現在開始
[00:02:40.000 --> 00:02:41.000]  你的腦子要想什麼呢
[00:02:41.000 --> 00:02:42.000]  正能量嘛
[00:02:42.000 --> 00:02:43.000]  要想正能量
[00:02:43.000 --> 00:02:44.000]  全部正面的事情
[00:02:44.000 --> 00:02:45.000]  全部都是正面的
[00:02:45.000 --> 00:02:47.000]  你現在不可以想負面的事情
[00:02:47.000 --> 00:02:50.000]  現在每天看半小時電視就可以了
[00:02:50.000 --> 00:02:52.000]  看看地鐵哪裡通不通就可以了
[00:02:52.000 --> 00:02:53.000]  不要多看
[00:02:53.000 --> 00:02:55.000]  多看你就是負能量
[00:02:55.000 --> 00:02:57.000]  還有手機
[00:02:57.000 --> 00:02:58.000]  不要多看
[00:02:58.000 --> 00:03:00.000]  我現在正反都不看
[00:03:00.000 --> 00:03:01.000]  對不對
[00:03:01.000 --> 00:03:03.000]  我只要知道交通哪裡平安就好了
[00:03:03.000 --> 00:03:04.000]  對不對
[00:03:04.000 --> 00:03:05.000]  現在多看都是負能量
[00:03:05.000 --> 00:03:07.000]  少聊天
[00:03:07.000 --> 00:03:09.000]  一聊天都是基督徒都吵架
[00:03:09.000 --> 00:03:11.000]  現在好幾個牧師很痛苦
[00:03:11.000 --> 00:03:12.000]  跟我講
[00:03:12.000 --> 00:03:13.000]  謝牧師啊
[00:03:13.000 --> 00:03:14.000]  我不表態
[00:03:14.000 --> 00:03:15.000]  弟兄姊妹說不行
[00:03:15.000 --> 00:03:18.000]  我站在年紀大的
[00:03:18.000 --> 00:03:20.000]  他們年輕人就走掉
[00:03:20.000 --> 00:03:21.000]  我站在年輕的
[00:03:21.000 --> 00:03:22.000]  年紀大的就說
[00:03:22.000 --> 00:03:24.000]  下一年不要騙我
[00:03:24.000 --> 00:03:26.000]  每一次都有這個問題
[00:03:26.000 --> 00:03:28.000]  牧師跟我們談很多問題
[00:03:28.000 --> 00:03:30.000]  我現在沒有誤會
[00:03:30.000 --> 00:03:32.000]  教會現在都分邊站嘛
[00:03:32.000 --> 00:03:34.000]  教會也都有分邊站
[00:03:34.000 --> 00:03:37.000]  那其實菲律賓書第二章
[00:03:37.000 --> 00:03:39.000]  保羅講得很清楚
[00:03:39.000 --> 00:03:41.000]  菲律賓書第二章講得很清楚
[00:03:41.000 --> 00:03:42.000]  第二章第一節
[00:03:42.000 --> 00:03:43.000]  第二章第一節
[00:03:43.000 --> 00:03:45.000]  基督徒若有什麼勸勉
[00:03:45.000 --> 00:03:46.000]  愛心有什麼安慰
[00:03:46.000 --> 00:03:47.000]  聖靈有什麼交通
[00:03:47.000 --> 00:03:49.000]  心中有什麼思念憐憫
[00:03:49.000 --> 00:03:50.000]  你們就要意念相同
[00:03:50.000 --> 00:03:51.000]  愛心相同
[00:03:51.000 --> 00:03:52.000]  有一樣的心思
[00:03:52.000 --> 00:03:55.000]  有一樣的意念
[00:03:55.000 --> 00:03:57.000]  使我的喜樂可以滿足
[00:03:57.000 --> 00:03:58.000]  然後說什麼
[00:03:58.000 --> 00:03:59.000]  一起讀來
[00:03:59.000 --> 00:04:01.000]  凡事不可解擋
[00:04:01.000 --> 00:04:03.000]  不可貪圖虛浮的榮耀
[00:04:03.000 --> 00:04:05.000]  只要存心謙卑
[00:04:05.000 --> 00:04:07.000]  個人看別人比自己強
[00:04:07.000 --> 00:04:09.000]  個人不要單顧自己的事
[00:04:09.000 --> 00:04:10.000]  也要顧別人的事
[00:04:10.000 --> 00:04:12.000]  你們當以基督的心為心吧
[00:04:12.000 --> 00:04:15.000]  你今天在教會還結黨還分派
[00:04:15.000 --> 00:04:17.000]  今天在教會還結黨還分派
[00:04:17.000 --> 00:04:18.000]  我是什麼派的
[00:04:18.000 --> 00:04:19.000]  我是什麼派的
[00:04:19.000 --> 00:04:20.000]  我把你批掉我把你黑掉
[00:04:20.000 --> 00:04:21.000]  我把你抵制掉
[00:04:21.000 --> 00:04:22.000]  我不跟你講話了
[00:04:22.000 --> 00:04:23.000]  我不跟你講話了
[00:04:23.000 --> 00:04:24.000]  我的媽那教會該怎麼辦
[00:04:24.000 --> 00:04:25.000]  那教會應該怎麼辦
[00:04:25.000 --> 00:04:26.000]  教會是什麼
[00:04:26.000 --> 00:04:27.000]  教會是什麼
[00:04:27.000 --> 00:04:28.000]  所有人都來的嗎
[00:04:28.000 --> 00:04:29.000]  所有人都能夠來
[00:04:29.000 --> 00:04:30.000]  是神的家嗎
[00:04:30.000 --> 00:04:31.000]  是神的家
[00:04:31.000 --> 00:04:32.000]  耶穌的十二個門徒裡面是什麼
[00:04:32.000 --> 00:04:34.000]  耶穌的十二個門徒裡面有什麼
[00:04:34.000 --> 00:04:35.000]  有一個瑞麗
[00:04:35.000 --> 00:04:36.000]  有一個瑞麗
[00:04:36.000 --> 00:04:38.000]  那是漢奸啊
[00:04:38.000 --> 00:04:40.000]  那個可以說是漢奸
[00:04:40.000 --> 00:04:41.000]  還有兩個什麼
[00:04:41.000 --> 00:04:42.000]  費瑞黨啊
[00:04:42.000 --> 00:04:44.000]  費瑞黨是專殺漢奸的
[00:04:44.000 --> 00:04:46.000]  那個費瑞黨是專殺漢奸的
[00:04:46.000 --> 00:04:47.000]  耶穌召門徒都把什麼
[00:04:47.000 --> 00:04:49.000]  兩個不同敵對的什麼
[00:04:49.000 --> 00:04:50.000]  耶穌召門徒
[00:04:50.000 --> 00:04:52.000]  已經把不同的人放在一起
[00:04:52.000 --> 00:04:53.000]  本來就是這樣嗎
[00:04:53.000 --> 00:04:54.000]  本來就是
[00:04:54.000 --> 00:04:55.000]  至於政治上誰對誰錯
[00:04:55.000 --> 00:04:57.000]  至於政治上誰對誰錯
[00:04:57.000 --> 00:04:59.000]  往往是三五十年以後才看得到的
[00:04:59.000 --> 00:05:01.000]  有些時候是三五十年之後才看得到
[00:05:01.000 --> 00:05:03.000]  周恩來在六零年代不收回香港
[00:05:03.000 --> 00:05:05.000]  周恩來在六零年代不收回香港
[00:05:05.000 --> 00:05:06.000]  當時很多人說他懦弱
[00:05:06.000 --> 00:05:07.000]  有很多人說他懦弱
[00:05:07.000 --> 00:05:08.000]  但後來證明什麼
[00:05:08.000 --> 00:05:09.000]  有後來證明是對的
[00:05:09.000 --> 00:05:10.000]  是對的
[00:05:10.000 --> 00:05:12.000]  當整個中國被封鎖的時候
[00:05:12.000 --> 00:05:13.000]  當整個中國被封鎖的時候
[00:05:13.000 --> 00:05:14.000]  所有中國的藥品從哪裡進
[00:05:14.000 --> 00:05:15.000]  所有中國的藥品從哪裡進
[00:05:15.000 --> 00:05:16.000]  所有中國的藥品從哪裡進
[00:05:16.000 --> 00:05:17.000]  從香港嗎
[00:05:17.000 --> 00:05:17.000]  從香港來
[00:05:17.000 --> 00:05:18.000]  霍英東家族就發了財嗎
[00:05:18.000 --> 00:05:19.000]  霍英東家族就發了財嗎
[00:05:19.000 --> 00:05:20.000]  霍英東家族就發了財嗎
[00:05:20.000 --> 00:05:21.000]  所以很多東西要什麼
[00:05:21.000 --> 00:05:22.000]  所以很多東西要什麼
[00:05:22.000 --> 00:05:23.000]  很多的事情是什麼呢
[00:05:23.000 --> 00:05:24.000]  幾十年之後
[00:05:24.000 --> 00:05:25.000]  幾十年之後
[00:05:25.000 --> 00:05:26.000]  才知道對錯
[00:05:26.000 --> 00:05:27.000]  才知道對錯
[00:05:27.000 --> 00:05:28.000]  所以你也別講你對
[00:05:28.000 --> 00:05:29.000]  所以你就別說你對
[00:05:29.000 --> 00:05:30.000]  我也別講我錯
[00:05:30.000 --> 00:05:31.000]  你也別說我說錯我自己錯
[00:05:31.000 --> 00:05:32.000]  你也別說我說錯我自己錯
[00:05:32.000 --> 00:05:33.000]  照著聖經
[00:05:33.000 --> 00:05:34.000]  照著聖經
[00:05:34.000 --> 00:05:40.000]  看別人比自己強
[00:05:40.000 --> 00:05:41.000]  看別人比自己強
[00:05:41.000 --> 00:05:42.000]  不要耽誤自己的事
[00:05:42.000 --> 00:05:43.000]  不要耽誤自己的事
[00:05:43.000 --> 00:05:44.000]  不要耽誤自己的事
[00:05:44.000 --> 00:05:45.000]  要顧別人的事
[00:05:45.000 --> 00:05:46.000]  耶穌門徒裡面
[00:05:46.000 --> 00:05:47.000]  耶穌門徒裡面
[00:05:47.000 --> 00:05:48.000]  都有猶太的什麼
[00:05:48.000 --> 00:05:49.000]  都有猶太的什麼
[00:05:49.000 --> 00:05:50.000]  瑞利漢奸
[00:05:50.000 --> 00:05:51.000]  都有瑞利漢奸
[00:05:51.000 --> 00:05:52.000]  也有什麼
[00:05:52.000 --> 00:05:53.000]  也都有什麼
[00:05:53.000 --> 00:05:54.000]  革命黨憤慮黨的人
[00:05:54.000 --> 00:05:55.000]  也有革命黨憤慮黨的人
[00:05:55.000 --> 00:05:56.000]  也有革命黨憤慮黨的人
[00:05:56.000 --> 00:05:57.000]  放在一塊嗎
[00:05:57.000 --> 00:05:58.000]  也有革命黨憤慮黨的人
[00:05:58.000 --> 00:05:59.000]  也有革命黨憤慮黨的人
[00:05:59.000 --> 00:06:00.000]  也有革命黨憤慮黨的人
[00:06:00.000 --> 00:06:04.000]  也有革命黨憤慮黨的人
[00:06:04.000 --> 00:06:06.000]  也有革命黨憤慮黨的人
[00:06:06.000 --> 00:06:07.000]  也有革命黨憤慮黨的人
[00:06:07.000 --> 00:06:08.000]  也有革命黨憤慮黨的人
[00:06:08.000 --> 00:06:09.000]  也有革命黨憤慮黨的人
[00:06:09.000 --> 00:06:10.000]  也有革命黨憤慮黨的人
[00:06:10.000 --> 00:06:11.000]  也有革命黨憤慮黨的人
[00:06:11.000 --> 00:06:12.000]  也有革命黨憤慮黨的人
[00:06:12.000 --> 00:06:13.000]  也有革命黨憤慮黨的人
[00:06:13.000 --> 00:06:14.000]  也有革命黨憤慮黨的人
[00:06:14.000 --> 00:06:15.000]  也有革命黨憤慮黨的人
[00:06:15.000 --> 00:06:16.000]  也有革命黨憤慮黨的人
[00:06:16.000 --> 00:06:17.000]  也有革命黨憤慮黨的人
[00:06:17.000 --> 00:06:18.000]  也有革命黨憤慮黨的人
[00:06:18.000 --> 00:06:19.000]  也有革命黨憤慮黨的人
[00:06:19.000 --> 00:06:32.000]  也有革命黨憤慮黨的人
[00:06:32.000 --> 00:06:33.000]  也有革命黨憤慮黨的人
[00:06:33.000 --> 00:06:34.000]  也有革命黨憤慮黨的人
[00:06:34.000 --> 00:06:35.000]  也有革命黨憤慮黨的人
[00:06:35.000 --> 00:06:36.000]  也有革命黨憤慮黨的人
[00:06:36.000 --> 00:06:37.000]  也有革命黨憤慮黨的人
[00:06:37.000 --> 00:06:38.000]  也有革命黨憤慮黨的人
[00:06:38.000 --> 00:06:39.000]  也有革命黨憤慮黨的人
[00:06:39.000 --> 00:06:40.000]  也有革命黨憤慮黨的人
[00:06:40.000 --> 00:06:41.000]  也有革命黨憤慮黨的人
[00:06:41.000 --> 00:06:42.000]  也有革命黨憤慮黨的人
[00:06:42.000 --> 00:06:43.000]  也有革命黨憤慮黨的人
[00:06:43.000 --> 00:06:44.000]  也有革命黨憤慮黨的人
[00:06:44.000 --> 00:06:45.000]  也有革命黨憤慮黨的人
[00:06:45.000 --> 00:06:46.000]  也有革命黨憤慮黨的人
[00:06:46.000 --> 00:06:49.000]  也有革命黨憤慮黨的人
[00:06:49.000 --> 00:06:50.000]  也有革命黨憤慮黨的人
[00:06:50.000 --> 00:06:51.000]  也有革命黨憤慮黨的人
[00:06:51.000 --> 00:06:52.000]  也有革命黨憤慮黨的人
[00:06:52.000 --> 00:06:53.000]  也有革命黨憤慮黨的人
[00:06:53.000 --> 00:06:54.000]  也有革命黨憤慮黨的人
[00:06:54.000 --> 00:06:55.000]  也有革命黨憤慮黨的人
[00:06:55.000 --> 00:06:56.000]  也有革命黨憤慮黨的人
[00:06:56.000 --> 00:06:57.000]  也有革命黨憤慮黨的人
[00:06:57.000 --> 00:06:58.000]  也有革命黨憤慮黨的人
[00:06:58.000 --> 00:06:59.000]  也有革命黨憤慮黨的人
[00:06:59.000 --> 00:07:00.000]  也有革命黨憤慮黨的人
[00:07:00.000 --> 00:07:01.000]  也有革命黨憤慮黨的人
[00:07:01.000 --> 00:07:02.000]  也有革命黨憤慮黨的人
[00:07:02.000 --> 00:07:03.000]  也有革命黨憤慮黨的人
[00:07:03.000 --> 00:07:16.000]  也有革命黨憤慮黨的人
[00:07:16.000 --> 00:07:17.000]  也有革命黨憤慮黨的人
[00:07:17.000 --> 00:07:18.000]  也有革命黨憤慮黨的人
[00:07:18.000 --> 00:07:19.000]  也有革命黨憤慮黨的人
[00:07:19.000 --> 00:07:20.000]  也有革命黨憤慮黨的人
[00:07:20.000 --> 00:07:21.000]  也有革命黨憤慮黨的人
[00:07:21.000 --> 00:07:22.000]  也有革命黨憤慮黨的人
[00:07:22.000 --> 00:07:23.000]  也有革命黨憤慮黨的人
[00:07:23.000 --> 00:07:24.000]  也有革命黨憤慮黨的人
[00:07:24.000 --> 00:07:25.000]  也有革命黨憤慮黨的人
[00:07:25.000 --> 00:07:26.000]  也有革命黨憤慮黨的人
[00:07:26.000 --> 00:07:27.000]  也有革命黨憤慮黨的人
[00:07:27.000 --> 00:07:28.000]  也有革命黨憤慮黨的人
[00:07:28.000 --> 00:07:29.000]  也有革命黨憤慮黨的人
[00:07:29.000 --> 00:07:30.000]  也有革命黨憤慮黨的人
[00:07:30.000 --> 00:07:36.000]  也有革命黨憤慮黨的人
[00:07:36.000 --> 00:07:37.000]  也有革命黨憤慮黨的人
[00:07:37.000 --> 00:07:38.000]  也有革命黨憤慮黨的人
[00:07:38.000 --> 00:07:39.000]  也有革命黨憤慮黨的人
[00:07:39.000 --> 00:07:40.000]  也有革命黨憤慮黨的人
[00:07:40.000 --> 00:07:41.000]  也有革命黨憤慮黨的人
[00:07:41.000 --> 00:07:42.000]  也有革命黨憤慮黨的人
[00:07:42.000 --> 00:07:43.000]  也有革命黨憤慮黨的人
[00:07:43.000 --> 00:07:44.000]  也有革命黨憤慮黨的人
[00:07:44.000 --> 00:07:45.000]  也有革命黨憤慮黨的人
[00:07:45.000 --> 00:07:46.000]  也有革命黨憤慮黨的人
[00:07:46.000 --> 00:07:47.000]  也有革命黨憤慮黨的人
[00:07:47.000 --> 00:07:48.000]  也有革命黨憤慮黨的人
[00:07:48.000 --> 00:07:49.000]  也有革命黨憤慮黨的人
[00:07:49.000 --> 00:07:50.000]  也有革命黨憤慮黨的人
[00:07:50.000 --> 00:08:03.000]  也有革命黨憤慮黨的人
[00:08:03.000 --> 00:08:04.000]  也有革命黨憤慮黨的人
[00:08:04.000 --> 00:08:05.000]  也有革命黨憤慮黨的人
[00:08:05.000 --> 00:08:06.000]  也有革命黨憤慮黨的人
[00:08:06.000 --> 00:08:07.000]  也有革命黨憤慮黨的人
[00:08:07.000 --> 00:08:08.000]  也有革命黨憤慮黨的人
[00:08:08.000 --> 00:08:09.000]  也有革命黨憤慮黨的人
[00:08:09.000 --> 00:08:10.000]  也有革命黨憤慮黨的人
[00:08:10.000 --> 00:08:11.000]  也有革命黨憤慮黨的人
[00:08:11.000 --> 00:08:12.000]  也有革命黨憤慮黨的人
[00:08:12.000 --> 00:08:13.000]  也有革命黨憤慮黨的人
[00:08:13.000 --> 00:08:14.000]  也有革命黨憤慮黨的人
[00:08:14.000 --> 00:08:15.000]  也有革命黨憤慮黨的人
[00:08:15.000 --> 00:08:16.000]  也有革命黨憤慮黨的人
[00:08:16.000 --> 00:08:17.000]  也有革命黨憤慮黨的人
[00:08:17.000 --> 00:08:20.000]  也有革命黨憤慮黨的人
[00:08:20.000 --> 00:08:21.000]  也有革命黨憤慮黨的人
[00:08:21.000 --> 00:08:22.000]  也有革命黨憤慮黨的人
[00:08:22.000 --> 00:08:23.000]  也有革命黨憤慮黨的人
[00:08:23.000 --> 00:08:24.000]  也有革命黨憤慮黨的人
[00:08:24.000 --> 00:08:25.000]  也有革命黨憤慮黨的人
[00:08:25.000 --> 00:08:26.000]  也有革命黨憤慮黨的人
[00:08:26.000 --> 00:08:27.000]  也有革命黨憤慮黨的人
[00:08:27.000 --> 00:08:28.000]  也有革命黨憤慮黨的人
[00:08:28.000 --> 00:08:29.000]  也有革命黨憤慮黨的人
[00:08:29.000 --> 00:08:30.000]  也有革命黨憤慮黨的人
[00:08:30.000 --> 00:08:31.000]  也有革命黨憤慮黨的人
[00:08:31.000 --> 00:08:32.000]  也有革命黨憤慮黨的人
[00:08:32.000 --> 00:08:33.000]  也有革命黨憤慮黨的人
[00:08:33.000 --> 00:08:34.000]  也有革命黨憤慮黨的人
[00:08:34.000 --> 00:08:49.000]  也有革命黨憤慮黨的人
[00:09:04.000 --> 00:09:05.000]  也有革命黨憤慮黨的人
[00:09:05.000 --> 00:09:06.000]  也有革命黨憤慮黨的人
[00:09:06.000 --> 00:09:07.000]  也有革命黨憤慮黨的人
[00:09:07.000 --> 00:09:08.000]  也有革命黨憤慮黨的人
[00:09:08.000 --> 00:09:09.000]  也有革命黨憤慮黨的人
[00:09:09.000 --> 00:09:10.000]  也有革命黨憤慮黨的人
[00:09:10.000 --> 00:09:11.000]  也有革命黨憤慮黨的人
[00:09:11.000 --> 00:09:12.000]  也有革命黨憤慮黨的人
[00:09:12.000 --> 00:09:13.000]  也有革命黨憤慮黨的人
[00:09:13.000 --> 00:09:14.000]  也有革命黨憤慮黨的人
[00:09:14.000 --> 00:09:15.000]  也有革命黨憤慮黨的人
[00:09:15.000 --> 00:09:16.000]  也有革命黨憤慮黨的人
[00:09:16.000 --> 00:09:17.000]  也有革命黨憤慮黨的人
[00:09:17.000 --> 00:09:18.000]  也有革命黨憤慮黨的人
[00:09:18.000 --> 00:09:19.000]  也有革命黨憤慮黨的人
[00:09:19.000 --> 00:09:43.000]  也有革命黨憤慮黨的人
[00:09:49.000 --> 00:09:50.000]  也有革命黨憤慮黨的人
[00:09:50.000 --> 00:09:51.000]  也有革命黨憤慮黨的人
[00:09:51.000 --> 00:09:52.000]  也有革命黨憤慮黨的人
[00:09:52.000 --> 00:09:53.000]  也有革命黨憤慮黨的人
[00:09:53.000 --> 00:09:54.000]  也有革命黨憤慮黨的人
[00:09:54.000 --> 00:09:55.000]  也有革命黨憤慮黨的人
[00:09:55.000 --> 00:09:56.000]  也有革命黨憤慮黨的人
[00:09:56.000 --> 00:09:57.000]  也有革命黨憤慮黨的人
[00:09:57.000 --> 00:09:58.000]  也有革命黨憤慮黨的人
[00:09:58.000 --> 00:09:59.000]  也有革命黨憤慮黨的人
[00:09:59.000 --> 00:10:00.000]  也有革命黨憤慮黨的人
[00:10:00.000 --> 00:10:01.000]  也有革命黨憤慮黨的人
[00:10:01.000 --> 00:10:02.000]  也有革命黨憤慮黨的人
[00:10:02.000 --> 00:10:03.000]  也有革命黨憤慮黨的人
[00:10:03.000 --> 00:10:04.000]  也有革命黨憤慮黨的人
[00:10:04.000 --> 00:10:22.000]  也有革命黨憤慮黨的人
[00:10:22.000 --> 00:10:23.000]  也有革命黨憤慮黨的人
[00:10:23.000 --> 00:10:24.000]  也有革命黨憤慮黨的人
[00:10:24.000 --> 00:10:25.000]  也有革命黨憤慮黨的人
[00:10:25.000 --> 00:10:26.000]  也有革命黨憤慮黨的人
[00:10:26.000 --> 00:10:27.000]  也有革命黨憤慮黨的人
[00:10:27.000 --> 00:10:28.000]  也有革命黨憤慮黨的人
[00:10:28.000 --> 00:10:29.000]  也有革命黨憤慮黨的人
[00:10:29.000 --> 00:10:30.000]  也有革命黨憤慮黨的人
[00:10:30.000 --> 00:10:31.000]  也有革命黨憤慮黨的人
[00:10:31.000 --> 00:10:32.000]  也有革命黨憤慮黨的人
[00:10:32.000 --> 00:10:33.000]  也有革命黨憤慮黨的人
[00:10:33.000 --> 00:10:34.000]  也有革命黨憤慮黨的人
[00:10:34.000 --> 00:10:35.000]  也有革命黨憤慮黨的人
[00:10:35.000 --> 00:10:36.000]  也有革命黨憤慮黨的人
[00:10:36.000 --> 00:10:37.000]  也有革命黨憤慮黨的人
[00:10:37.000 --> 00:10:38.000]  也有革命黨憤慮黨的人
[00:10:38.000 --> 00:10:39.000]  也有革命黨憤慮黨的人
[00:10:39.000 --> 00:10:40.000]  也有革命黨憤慮黨的人
[00:10:40.000 --> 00:10:41.000]  也有革命黨憤慮黨的人
[00:10:41.000 --> 00:10:42.000]  也有革命黨憤慮黨的人
[00:10:42.000 --> 00:10:43.000]  也有革命黨憤慮黨的人
[00:10:43.000 --> 00:10:44.000]  也有革命黨憤慮黨的人
[00:10:44.000 --> 00:10:45.000]  也有革命黨憤慮黨的人
[00:10:45.000 --> 00:10:46.000]  也有革命黨憤慮黨的人
[00:10:46.000 --> 00:10:47.000]  也有革命黨憤慮黨的人
[00:10:47.000 --> 00:10:48.000]  也有革命黨憤慮黨的人
[00:10:48.000 --> 00:11:04.000]  也有革命黨憤慮黨的人
[00:11:18.000 --> 00:11:19.000]  第二點
[00:11:19.000 --> 00:11:24.000]  地上怎麼面對動亂
[00:11:24.000 --> 00:11:26.000]  地上怎麼面對動亂
[00:11:26.000 --> 00:11:30.000]  處變不驚
[00:11:30.000 --> 00:11:31.000]  處變不驚
[00:11:31.000 --> 00:11:33.000]  以不變應萬變
[00:11:33.000 --> 00:11:34.000]  以不變應萬變
[00:11:34.000 --> 00:11:37.000]  節哀順變
[00:11:37.000 --> 00:11:38.000]  節哀順變
[00:11:38.000 --> 00:11:40.000]  那第三點呢
[00:11:40.000 --> 00:11:41.000]  第三點呢
[00:11:41.000 --> 00:11:42.000]  天上怎麼面對
[00:11:42.000 --> 00:11:43.000]  天上怎麼面對
[00:11:43.000 --> 00:11:44.000]  天上怎麼面對
[00:11:44.000 --> 00:11:45.000]  一個是什麼
[00:11:45.000 --> 00:11:46.000]  一個是什麼
[00:11:46.000 --> 00:11:47.000]  喜樂
[00:11:47.000 --> 00:11:48.000]  喜樂靠什麼
