
[00:00:00.000 --> 00:00:06.120]  我們剛才說 偏心是出於愛 不是惡意
[00:02:01.280 --> 00:02:06.520]  原來我們在他眼中的地位 都有分別
[00:02:06.520 --> 00:02:08.720]  這個問題就出現在這裡
[00:02:08.720 --> 00:02:14.720]  如果你是約瑟的話 你收到這件才衣 你會怎樣
[00:02:14.720 --> 00:02:20.000]  你會很開心 原來爸爸是最疼我的
[00:02:20.000 --> 00:02:24.360]  你會很開心地飄飄然地受寵若驚
[00:02:24.360 --> 00:02:30.680]  但如果你不是約瑟 你是站在旁邊的十一個兄弟
[00:02:30.680 --> 00:02:36.200]  你會怎樣說 為什麼要給他而不給我們
[00:02:36.200 --> 00:02:38.840]  為什麼爸爸你可以那麼偏心
[00:02:38.840 --> 00:02:43.560]  就是說我們沒有地位 我們做什麼都沒有用
[00:02:43.560 --> 00:02:46.480]  你要他生氣 是不是
[00:02:46.480 --> 00:02:50.760]  為什麼會這樣 為什麼爸爸會偏心一個
[00:02:50.760 --> 00:02:54.480]  這裡看回聖經 記載了哥哥的反應
[00:02:54.480 --> 00:02:56.480]  我們讀第四節
[00:02:56.480 --> 00:02:59.320]  約瑟的哥哥們 我們一起讀
[00:02:59.320 --> 00:03:04.440]  約瑟的哥哥們 見父親愛約瑟過於他們
[00:03:04.440 --> 00:03:08.680]  就恨約瑟不與他說和睦的話
[00:03:08.680 --> 00:03:10.440]  我們由第三節開始讀
[00:03:10.440 --> 00:03:14.560]  其實第一二節是說約瑟是怎樣的
[00:03:14.560 --> 00:03:20.640]  其實約瑟小時候是一個暴躁的人
[00:03:20.640 --> 00:03:23.240]  就是說他哥哥做了什麼壞事
[00:03:23.240 --> 00:03:25.520]  他就會暴躁地告訴爸爸
[00:03:25.520 --> 00:03:27.280]  第二節是說這些
[00:03:27.280 --> 00:03:29.720]  不過這裡說到
[00:03:29.720 --> 00:03:33.720]  但是這班哥哥開始憎恨約瑟
[00:03:33.720 --> 00:03:37.000]  其實不是因為他暴躁 不是因為他做了這些事
[00:03:37.000 --> 00:03:40.680]  而是因為什麼 爸爸偏心
[00:03:40.680 --> 00:03:44.720]  偏心他 所以我開始不喜歡他
[00:03:44.720 --> 00:03:46.200]  這裡說到爸爸偏心
[00:03:46.200 --> 00:03:50.280]  其實當雅各給約瑟這件彩衣的時候
[00:03:50.280 --> 00:03:55.560]  可能他沒有預計到其他的兒子會有這樣的反應
[00:03:55.560 --> 00:03:58.480]  因為當你一心一意很喜歡這個的時候
[00:03:58.480 --> 00:04:01.240]  你什麼都給他 你眼裡只有他的時候
[00:04:01.240 --> 00:04:04.320]  其實你都不會看到旁邊的人有什麼反應
[00:04:04.320 --> 00:04:08.080]  根本他都不是你所重視的
[00:04:08.080 --> 00:04:10.160]  所以他沒有遇到這些事情
[00:04:10.160 --> 00:04:14.320]  不過做者可能無意
[00:04:14.320 --> 00:04:18.240]  但是看者有心
[00:04:18.240 --> 00:04:19.800]  人們看在眼內
[00:04:19.800 --> 00:04:22.560]  兒子的傷害由那一刻開始
[00:04:22.560 --> 00:04:27.440]  然後約瑟之後神給了他兩個夢
[00:04:27.440 --> 00:04:29.560]  其實那兩個夢是什麼呢
[00:04:29.560 --> 00:04:30.880]  第一個夢就是說
[00:04:30.880 --> 00:04:34.200]  他和這班兄弟一起來
[00:04:34.200 --> 00:04:37.640]  去捆綁裝甲
[00:04:37.640 --> 00:04:40.040]  然後他捆綁了一會兒
[00:04:40.040 --> 00:04:42.000]  他捆綁了一會兒 忽然間站了起來
[00:04:42.000 --> 00:04:44.960]  然後其他的兄弟捆綁了一會兒
[00:04:44.960 --> 00:04:47.240]  全部走過來向他下拜
[00:04:47.240 --> 00:04:49.840]  向他捆綁了一會兒下拜
[00:04:49.840 --> 00:04:51.000]  這是第一個夢
[00:04:51.000 --> 00:04:52.640]  第二個夢就是他夢見
[00:04:52.640 --> 00:04:56.720]  太陽 月亮 星星 十一顆星星
[00:04:56.720 --> 00:05:00.920]  都向他下拜
[00:05:00.920 --> 00:05:04.040]  然後年少無知
[00:05:04.040 --> 00:05:07.600]  他就直接將這些夢跟他的兄弟說
[00:05:07.600 --> 00:05:10.240]  我做了兩個這樣的夢
[00:05:10.240 --> 00:05:13.160]  如果那班哥哥聽到
[00:05:13.160 --> 00:05:16.880]  你會說什麼 你想怎樣
[00:05:16.880 --> 00:05:17.640]  是不是
[00:05:17.640 --> 00:05:20.440]  每天見到你穿著彩衣走來走去
[00:05:20.440 --> 00:05:22.360]  已經刺眼刺鼻
[00:05:22.360 --> 00:05:24.480]  每次見到彩衣就告訴我們
[00:05:24.480 --> 00:05:29.240]  爸爸不重視我們 只重視你
[00:05:29.240 --> 00:05:30.120]  是不是
[00:05:30.120 --> 00:05:31.800]  已經很哀怨了
[00:05:31.800 --> 00:05:32.960]  你在這裡走來走去
[00:05:32.960 --> 00:05:36.240]  還要跟我們說這樣的夢
[00:05:36.240 --> 00:05:38.200]  我們看看哥哥怎樣回答他
[00:05:38.200 --> 00:05:40.880]  我們一起讀第八節
[00:05:40.880 --> 00:05:42.360]  哥哥們回答說
[00:05:42.360 --> 00:05:45.320]  難道你真要作我們的王嗎
[00:05:45.320 --> 00:05:48.400]  難道你真的要管轄我們嗎
[00:05:48.400 --> 00:05:51.760]  他們就因為他的夢和他的話
[00:05:51.760 --> 00:05:53.600]  越發恨他
[00:05:53.600 --> 00:05:56.800]  然後創世紀三十七章十一節怎麼說
[00:05:56.800 --> 00:05:59.920]  他哥哥們都嫉妒他
[00:05:59.920 --> 00:06:01.400]  其實讀到這裡的時候
[00:06:01.400 --> 00:06:03.440]  我自己想起了《羅馬書》五章四字
[00:06:03.440 --> 00:06:04.320]  他那裡說
[00:06:04.320 --> 00:06:07.000]  患難就生老練
[00:06:07.000 --> 00:06:09.280]  老練就生盼望
[00:06:09.280 --> 00:06:09.960]  是不是
[00:06:09.960 --> 00:06:12.760]  其實哥哥們也有什麼什麼生什麼生
[00:06:12.760 --> 00:06:14.440]  不過就不是這麼正面
[00:06:14.440 --> 00:06:18.160]  叫做偏心生怨恨
[00:06:18.160 --> 00:06:23.320]  怨恨就生妒忌
[00:06:23.320 --> 00:06:25.680]  由最初的恨
[00:06:25.680 --> 00:06:27.120]  越來越恨
[00:06:27.120 --> 00:06:28.640]  最後變成妒忌
[00:06:28.640 --> 00:06:29.880]  其實這裡告訴我們
[00:06:29.880 --> 00:06:32.520]  其實很多家裡情緒各樣的問題
[00:06:32.520 --> 00:06:33.560]  家庭的問題
[00:06:33.560 --> 00:06:35.240]  不是一次的
[00:06:35.240 --> 00:06:37.040]  不是一天爆發的
[00:06:37.040 --> 00:06:38.640]  而是一個累積
[00:06:38.640 --> 00:06:40.760]  你一次說傷害我的說話
[00:06:40.760 --> 00:06:43.960]  一次見到你走來走去不略我
[00:06:43.960 --> 00:06:45.320]  我都當沒事
[00:06:45.320 --> 00:06:46.600]  OK
[00:06:46.600 --> 00:06:49.280]  但你不停不停這樣的時候
[00:06:49.280 --> 00:06:51.280]  如果再不處理
[00:06:51.280 --> 00:06:54.280]  再不知道
[00:06:54.280 --> 00:06:56.480]  終於就會有事發生
[00:06:56.480 --> 00:06:57.560]  是不是
[00:06:57.560 --> 00:07:00.240]  我們看看這個家庭裡發生了什麼事
[00:07:00.240 --> 00:07:02.680]  我們讀十八字到二十字
[00:07:02.680 --> 00:07:05.240]  他們遠遠地看見他
[00:07:05.240 --> 00:07:08.040]  趁他還沒有走到跟前
[00:07:08.040 --> 00:07:11.240]  大家就同謀要害死他
[00:07:11.240 --> 00:07:12.400]  彼此說
[00:07:12.400 --> 00:07:15.160]  你看那做夢的人來了
[00:07:15.160 --> 00:07:16.080]  來吧
[00:07:16.080 --> 00:07:18.040]  我們將他殺了
[00:07:18.040 --> 00:07:19.960]  丟在一個坑裡
[00:07:19.960 --> 00:07:23.000]  就說有惡獸把他吃了
[00:07:23.000 --> 00:07:26.720]  我們且向他的夢將來怎樣
[00:07:26.720 --> 00:07:29.320]  嘩 你讀完這段話
[00:07:29.320 --> 00:07:33.320]  你覺得是不是十分顫抖
[00:07:33.320 --> 00:07:35.800]  是家人來的
[00:07:35.800 --> 00:07:36.800]  然後他說
[00:07:36.800 --> 00:07:39.120]  這個搶走我們爸爸的人
[00:07:39.120 --> 00:07:41.440]  搶走我們爸爸的愛的人
[00:07:41.440 --> 00:07:45.520]  我們要令他消失
[00:07:45.520 --> 00:07:47.240]  是嗎
[00:07:47.240 --> 00:07:48.560]  啊
[00:07:48.560 --> 00:07:49.800]  長期的妒忌
[00:07:49.800 --> 00:07:52.520]  竟然變成了一個傷害人的力量
[00:07:52.520 --> 00:07:55.600]  心裡一直沒有解決那些苦毒
[00:07:55.600 --> 00:07:57.360]  很憎恨他
[00:07:57.360 --> 00:07:59.760]  爸爸為何只疼他
[00:07:59.760 --> 00:08:03.120]  就變成了扭曲了人的判斷
[00:08:03.120 --> 00:08:10.560]  讓我們將家人變成仇人
[00:08:10.560 --> 00:08:12.680]  所以你今天見到社會上
[00:08:12.680 --> 00:08:17.840]  你說為什麼會有這樣的家庭慘劇發生
[00:08:17.840 --> 00:08:20.520]  其實是一步一步地累積出來
[00:08:20.520 --> 00:08:22.520]  是沒有解決的家庭問題
[00:08:22.520 --> 00:08:24.160]  以至到最後發生慘劇
[00:08:24.160 --> 00:08:25.480]  當然在我們的家庭裡
[00:08:25.480 --> 00:08:27.480]  未必去到那麼盡
[00:08:27.480 --> 00:08:29.840]  但是你見到很多情緒的困擾
[00:08:29.840 --> 00:08:31.920]  家庭人的關係不和
[00:08:31.920 --> 00:08:34.680]  其實這些都是一些原因
[00:08:34.680 --> 00:08:36.800]  這裡就說到
[00:08:36.800 --> 00:08:39.120]  對弟弟起了殺機
[00:08:39.120 --> 00:08:40.960]  但是他在家裡感恩
[00:08:40.960 --> 00:08:43.120]  在這個家庭沒有神的當中
[00:08:43.120 --> 00:08:44.880]  其實也很不妥
[00:08:44.880 --> 00:08:48.360]  他的大哥劉扁仍然有良知
[00:08:48.360 --> 00:08:49.120]  他就說
[00:08:49.120 --> 00:08:51.920]  其實這個也是我們弟弟
[00:08:51.920 --> 00:08:53.480]  我們怎樣也不要殺了他
[00:08:53.480 --> 00:08:55.760]  不過他們做了一件事
[00:08:55.760 --> 00:09:00.200]  就把彩衣拔掉
[00:09:00.200 --> 00:09:03.200]  然後將他扔進一個沒水的坑裡
[00:09:03.200 --> 00:09:04.080]  折磨一下你
[00:09:04.080 --> 00:09:06.040]  然後他們一群兄弟就在旁邊吃飯
[00:09:06.040 --> 00:09:08.680]  看著他 看你怎樣死
[00:09:08.680 --> 00:09:13.600]  彩衣本來是亞國用來祝福兒子的
[00:09:13.600 --> 00:09:16.600]  現在變成了仇恨的記號
[00:09:16.600 --> 00:09:19.840]  然後有20馬里人經過
[00:09:19.840 --> 00:09:23.680]  這群兄弟就想想 又不能殺了他
[00:09:23.680 --> 00:09:25.800]  把他賣了給他人就行了
[00:09:25.800 --> 00:09:28.960]  但是他的埃及從此消失
[00:09:28.960 --> 00:09:31.280]  但是作賊心虛
[00:09:31.280 --> 00:09:33.360]  沒有了弟弟 怎樣和爸爸交代
[00:09:33.360 --> 00:09:37.840]  就殺了公山羊
[00:09:37.840 --> 00:09:40.360]  把血沾在衣服上
[00:09:40.360 --> 00:09:42.200]  然後就叫人帶回去給爸爸
[00:09:42.200 --> 00:09:43.160]  告訴爸爸
[00:09:43.160 --> 00:09:49.280]  這個弟弟被野獸吃了
[00:09:49.280 --> 00:09:50.840]  爸爸的反應是甚麼呢
[00:09:50.840 --> 00:09:53.960]  亞國 我們一起讀34-35字
[00:09:53.960 --> 00:09:56.160]  亞國便撕裂衣服
[00:09:56.160 --> 00:09:58.520]  腰間圍上麻布
[00:09:58.520 --> 00:10:01.720]  為他兒子悲哀了多日
[00:10:01.720 --> 00:10:04.480]  他的兒女都起來安慰他
[00:10:04.480 --> 00:10:07.000]  他卻不肯受安慰說
[00:10:07.000 --> 00:10:09.840]  我必悲哀著下陰間
[00:10:09.840 --> 00:10:11.800]  到我兒子那裡
[00:10:11.800 --> 00:10:15.320]  弱勢的父親就為他哀哭
[00:10:15.320 --> 00:10:17.400]  很慘啊
[00:10:17.400 --> 00:10:20.480]  最疼愛的被野獸吃了
[00:10:20.480 --> 00:10:21.560]  當然他不知道
[00:10:21.560 --> 00:10:24.960]  其實他去了埃及 被人賣了
[00:10:24.960 --> 00:10:27.160]  但是傷心欲絕
[00:10:27.160 --> 00:10:28.240]  這裡說到
[00:10:28.240 --> 00:10:33.280]  其實我們見到一個愛失衡的家庭
[00:10:33.280 --> 00:10:35.800]  可以去到這樣的地步
[00:10:35.800 --> 00:10:39.440]  你看到一個有偏心的家庭
[00:10:39.440 --> 00:10:42.800]  其實沒有贏家
[00:10:42.800 --> 00:10:45.240]  裡面是沒有贏家的
[00:10:45.240 --> 00:10:48.160]  我們看看下一個
[00:10:48.160 --> 00:10:51.040]  代表了他偏心的人
[00:10:51.040 --> 00:10:53.560]  他身上有甚麼傷害
[00:10:53.560 --> 00:10:56.560]  其實他只是想愛兒子多點
[00:10:56.560 --> 00:10:59.880]  但是被其他兒女埋怨
[00:10:59.880 --> 00:11:01.480]  家庭本來是一個很好的家庭
[00:11:01.480 --> 00:11:02.960]  變成了戰場
[00:11:02.960 --> 00:11:06.160]  家人的關係破裂 四散
[00:11:06.160 --> 00:11:08.960]  這裡說到雖然他20年之後
[00:11:08.960 --> 00:11:12.240]  和弱勢一家人團聚
[00:11:12.240 --> 00:11:13.240]  但是你想想
[00:11:13.240 --> 00:11:17.120]  是失去了20年本來很親的一家人
[00:11:17.120 --> 00:11:19.080]  相聚的時間
[00:11:19.080 --> 00:11:21.120]  人生有多少個20年
[00:11:21.120 --> 00:11:24.400]  但就是這20年 他失去了
[00:11:24.400 --> 00:11:26.240]  然後我們看看
[00:11:26.240 --> 00:11:28.880]  弱勢這個被人偏心的人
[00:11:28.880 --> 00:11:32.200]  有些人說你被人偏心當然是最幸福
[00:11:32.200 --> 00:11:35.640]  幸福?你看弱勢是怎樣
[00:11:35.640 --> 00:11:37.000]  他被人排斥
[00:11:37.000 --> 00:11:39.720]  因為兄弟不喜歡他
[00:11:39.720 --> 00:11:43.520]  他沒有做錯事
[00:11:43.520 --> 00:11:45.360]  以致他被人排斥
[00:11:45.360 --> 00:11:47.320]  失去了和家人正常的關係
[00:11:47.320 --> 00:11:49.240]  而他長期是一個焦點
[00:11:49.240 --> 00:11:51.880]  家人疼愛他 偏心他
[00:11:51.880 --> 00:11:54.960]  其實會令到他失去平衡
[00:11:54.960 --> 00:11:57.360]  自我中心 沒有同理心
[00:11:57.360 --> 00:11:58.840]  你剛才看他說的夢
[00:11:58.840 --> 00:12:01.760]  直接和兄弟傾
[00:12:01.760 --> 00:12:03.600]  你就知道他沒有同理心
[00:12:03.600 --> 00:12:05.640]  只是傾
[00:12:05.640 --> 00:12:08.040]  然後這些人成長之後
[00:12:08.040 --> 00:12:10.080]  反而沒有被忽略的那些人
[00:12:10.080 --> 00:12:11.800]  這麼有堅毅的心
[00:12:11.800 --> 00:12:14.120]  其實他們因為長期被污蔑
[00:12:14.120 --> 00:12:15.600]  被蛛絲
[00:12:15.600 --> 00:12:18.360]  他們很怕失敗
[00:12:18.360 --> 00:12:21.160]  到一些哥哥
[00:12:21.160 --> 00:12:24.360]  代表在家中被忽略的人
[00:12:24.360 --> 00:12:27.840]  傷害當然是很困擾
[00:12:27.840 --> 00:12:29.160]  一天看著孩子
[00:12:29.160 --> 00:12:32.320]  一天告訴我自己不受重視
[00:12:32.320 --> 00:12:33.640]  爸爸也不疼愛我
[00:12:33.640 --> 00:12:35.320]  也不喜歡我
[00:12:35.320 --> 00:12:38.640]  憤怒 苦毒
[00:12:38.640 --> 00:12:40.200]  其實這些人成長之後
[00:12:40.200 --> 00:12:42.280]  很容易妒忌別人
[00:12:42.280 --> 00:12:44.560]  看到別人受重視
[00:12:44.560 --> 00:12:46.600]  有件菜衣在身
[00:12:46.600 --> 00:12:47.840]  不喜歡他
[00:12:47.840 --> 00:12:49.320]  他也不認識他
[00:12:49.320 --> 00:12:52.920]  可能我不喜歡這些人
[00:12:52.920 --> 00:12:54.560]  就會有這樣的心態出現
[00:12:54.560 --> 00:12:56.800]  或者這些人很容易敏感
[00:12:56.800 --> 00:12:58.600]  你做這件事
[00:12:58.600 --> 00:13:00.240]  就是不重視我嗎
[00:13:00.240 --> 00:13:02.200]  經常都會這樣
[00:13:02.200 --> 00:13:04.080]  然後有很多心結
[00:13:04.080 --> 00:13:05.560]  有自卑
[00:13:05.560 --> 00:13:06.600]  有焦慮
[00:13:06.600 --> 00:13:07.960]  經常覺得自己做得不好
[00:13:07.960 --> 00:13:09.000]  恐懼
[00:13:09.000 --> 00:13:10.000]  不信任別人
[00:13:10.000 --> 00:13:11.880]  經常都要證明自己
[00:13:11.880 --> 00:13:13.560]  我不是不好的
[00:13:13.560 --> 00:13:15.600]  我是很好的
[00:13:15.600 --> 00:13:16.920]  經常都要證明自己
[00:13:16.920 --> 00:13:18.040]  在預備的時候
[00:13:18.040 --> 00:13:21.000]  我看了一個真實的案例
[00:13:21.000 --> 00:13:24.880]  有位女士在家中排第二
[00:13:24.880 --> 00:13:28.440]  她哥哥成績很好
[00:13:28.440 --> 00:13:30.360]  爸爸媽媽經常都說
[00:13:30.360 --> 00:13:32.120]  拿哥哥來做榜樣
[00:13:32.120 --> 00:13:35.200]  每次她拿成績表回家
[00:13:35.200 --> 00:13:37.040]  爸爸媽媽一定會說
[00:13:37.040 --> 00:13:41.480]  這次又看看你哥哥拿了多少分
[00:13:41.480 --> 00:13:43.200]  漸漸地她就覺得
[00:13:43.200 --> 00:13:45.920]  我和哥哥比較
[00:13:45.920 --> 00:13:50.360]  我什麼都做得不好
[00:13:50.360 --> 00:13:52.480]  在爸爸媽媽眼中
[00:13:52.480 --> 00:13:53.360]  長大之後
[00:13:53.360 --> 00:13:55.320]  雖然她成為了專業人士
[00:13:55.320 --> 00:13:57.600]  其實她的收入也很好
[00:13:57.600 --> 00:14:00.960]  工作能力也比公司好
[00:14:00.960 --> 00:14:02.440]  但是她有一個習慣
[00:14:02.440 --> 00:14:03.200]  很有趣
[00:14:03.200 --> 00:14:05.400]  就是每次她做什麼的時候
[00:14:05.400 --> 00:14:07.600]  她心裡都很焦慮
[00:14:07.600 --> 00:14:10.920]  她總是覺得自己做得不夠好
[00:14:10.920 --> 00:14:14.000]  很怕自己做得不夠好
[00:14:14.000 --> 00:14:16.480]  然後她有一個反應
[00:14:16.480 --> 00:14:17.560]  有一個行動
[00:14:17.560 --> 00:14:19.280]  就是經常去進修
[00:14:19.280 --> 00:14:20.480]  她不停地進修
[00:14:20.480 --> 00:14:23.040]  因為她很怕自己做得不好
[00:14:23.040 --> 00:14:23.760]  所以她要進修
[00:14:23.760 --> 00:14:25.200]  不停地讀很多不同的東西
[00:14:25.200 --> 00:14:27.560]  讓自己學會更多
[00:14:27.560 --> 00:14:29.000]  做得更好
[00:14:29.000 --> 00:14:33.640]  直到有一天她去到輔導裡面
[00:14:33.640 --> 00:14:36.520]  她開口承認
[00:14:36.520 --> 00:14:41.200]  其實我不是想做女強人
[00:14:41.200 --> 00:14:46.880]  我只是想爸爸媽媽接納我
[00:14:46.880 --> 00:14:49.360]  肯定我
[00:14:49.360 --> 00:14:52.400]  只是這樣
[00:14:52.400 --> 00:14:57.960]  原來偏心可以對人的影響這麼深遠
[00:14:57.960 --> 00:15:00.480]  可以影響人的一生
[00:15:00.480 --> 00:15:02.640]  很多人可能大半輩子
[00:15:02.640 --> 00:15:03.760]  在這裡做很多事情
[00:15:03.760 --> 00:15:04.840]  追求很多事情
[00:15:04.840 --> 00:15:07.000]  都不是為了什麼成功
[00:15:07.000 --> 00:15:08.080]  而是為了自己
[00:15:08.080 --> 00:15:09.800]  證明自己的價值
[00:15:09.800 --> 00:15:11.520]  證明自己的身份
[00:15:11.520 --> 00:15:15.600]  在人的眼中是有用的
[00:15:15.600 --> 00:15:19.480]  我們說這個故事
[00:15:19.480 --> 00:15:21.360]  神給我們什麼教導
[00:15:21.360 --> 00:15:23.040]  其實祂不是教導我們
[00:15:23.040 --> 00:15:25.160]  我今天要來追究
[00:15:25.160 --> 00:15:28.560]  雅各做得不好 你不應該這樣做
[00:15:28.560 --> 00:15:32.800]  你小時候的兒子就是這樣
[00:15:32.800 --> 00:15:35.360]  不是要分誰對誰錯
[00:15:35.360 --> 00:15:37.440]  其實是讓我們看到家庭
[00:15:37.440 --> 00:15:42.720]  原來偏心可以變成這樣
[00:15:42.720 --> 00:15:46.520]  讓我們能夠引以為鑑
[00:15:46.520 --> 00:15:50.200]  但是不偏心很難的
[00:15:50.200 --> 00:15:53.200]  我們先讀一句神的話語
[00:15:53.200 --> 00:15:55.600]  提摩太前書五章有一節
[00:15:55.600 --> 00:15:58.040]  我在上帝基督耶穌
[00:15:58.040 --> 00:16:00.600]  及眾最高的天使面前
[00:16:00.600 --> 00:16:02.560]  鄭重地吩咐你
[00:16:02.560 --> 00:16:04.880]  要遵從這些吩咐
[00:16:04.880 --> 00:16:07.480]  不要偏袒任何人
[00:16:07.480 --> 00:16:10.200]  也不要偏心
[00:16:10.200 --> 00:16:11.920]  這個我拿了新譜及譯本的
[00:16:11.920 --> 00:16:13.880]  比較容易明白
[00:16:13.880 --> 00:16:15.640]  神告訴我們
[00:16:15.640 --> 00:16:17.200]  不要偏心
[00:16:17.200 --> 00:16:19.480]  我今天讓你看到這個家庭
[00:16:19.480 --> 00:16:21.040]  偏心帶來的影響
[00:16:21.040 --> 00:16:23.840]  但是不偏心是不是很難
[00:16:23.840 --> 00:16:26.000]  你偏不偏心
[00:16:26.000 --> 00:16:27.400]  靚姐妹
[00:16:27.400 --> 00:16:30.400]  有點頭暈
[00:16:30.400 --> 00:16:33.560]  其實我看過一個網上的資料
[00:16:33.560 --> 00:16:35.960]  有一個調查
[00:16:35.960 --> 00:16:39.280]  有68-74%的人
[00:16:39.280 --> 00:16:43.360]  是承認自己偏心的
[00:16:43.360 --> 00:16:46.120]  其實只是承認
[00:16:46.120 --> 00:16:48.600]  有些人沒有承認但是偏心
[00:16:48.600 --> 00:16:50.840]  所以其實比率是很高的
[00:16:50.840 --> 00:16:52.520]  所以你是偏心的話
[00:16:52.520 --> 00:16:55.800]  你也是大部份的人
[00:16:55.800 --> 00:16:58.640]  其實偏心是很容易發生的
[00:16:58.640 --> 00:17:01.360]  譬如你在家裡有幾個子女
[00:17:01.360 --> 00:17:05.040]  但是有一個特別乖巧的
[00:17:05.040 --> 00:17:08.040]  你也會疼他多一點
[00:17:08.040 --> 00:17:11.120]  有個板那麼巨巨的壓著你
[00:17:11.120 --> 00:17:12.040]  反叛的
[00:17:12.040 --> 00:17:13.920]  你真的想打他
[00:17:13.920 --> 00:17:16.960]  偏心他你會少一點
[00:17:16.960 --> 00:17:20.360]  其實有些人可能比較可愛
[00:17:20.360 --> 00:17:21.840]  可愛一點好玩一點
[00:17:21.840 --> 00:17:24.680]  你可能會偏心他多一點
[00:17:24.680 --> 00:17:25.480]  很容易發生
[00:17:25.480 --> 00:17:27.120]  其實這些不察覺的
[00:17:27.120 --> 00:17:29.920]  其實偏心可以在任何地方出現
[00:17:29.920 --> 00:17:31.920]  其實不單止在家裡
[00:17:31.920 --> 00:17:34.560]  我們可以在學校都有的
[00:17:34.560 --> 00:17:36.880]  好像老師也可能偏心學生
[00:17:36.880 --> 00:17:37.800]  會不會
[00:17:37.800 --> 00:17:39.680]  也可能在公司
[00:17:39.680 --> 00:17:43.080]  有些人老闆是偏心一些員工
[00:17:43.080 --> 00:17:44.680]  某些人
[00:17:44.680 --> 00:17:45.600]  所以
[00:17:45.600 --> 00:17:47.360]  不過我們今天想說的
[00:17:47.360 --> 00:17:48.960]  主要是家庭裡
[00:17:48.960 --> 00:17:51.280]  其實你會發覺偏心
[00:17:51.280 --> 00:17:55.720]  原來不知不覺就出現了
[00:17:55.720 --> 00:17:58.160]  好像一個地雷一樣
[00:17:58.160 --> 00:18:00.760]  所以神告訴大家
[00:18:00.760 --> 00:18:02.920]  你要小心這個地雷
[00:18:02.920 --> 00:18:04.120]  不要踩中
[00:18:04.120 --> 00:18:05.000]  如果我們說
[00:18:05.000 --> 00:18:07.840]  我們要將神不偏待人
[00:18:07.840 --> 00:18:11.280]  這個聖情去實踐的話
[00:18:11.280 --> 00:18:12.400]  我們先來讀一下
[00:18:12.400 --> 00:18:13.720]  我們要鼓勵
[00:18:13.720 --> 00:18:14.720]  給神鼓勵我們
[00:18:14.720 --> 00:18:16.400]  因為祂是一個不偏待人的神
[00:18:16.400 --> 00:18:17.240]  我們先來讀
[00:18:17.240 --> 00:18:19.760]  《史徒行傳》十章三十四節
[00:18:19.760 --> 00:18:21.400]  彼得對他們說
[00:18:21.400 --> 00:18:23.640]  我非常清楚看到
[00:18:23.640 --> 00:18:25.960]  上帝不偏待人
[00:18:25.960 --> 00:18:27.800]  《羅馬書》二章十一節
[00:18:27.800 --> 00:18:31.480]  因為上帝不偏待人
[00:18:31.480 --> 00:18:34.960]  我們的上帝是不偏待人的
[00:18:34.960 --> 00:18:38.200]  神說祂不偏待人
[00:18:38.200 --> 00:18:40.640]  不是說祂做我們每個人一模一樣
[00:18:40.640 --> 00:18:42.160]  你看旁邊的也不一樣
[00:18:42.160 --> 00:18:44.720]  媽媽生的也完全一樣
