
[00:00:00.000 --> 00:00:10.000]  今天我們要跟弟兄準備分享的題目就是《使徒行傳教會在逼迫中往前》
[00:03:22.000 --> 00:03:25.000]  叫你們能夠離開最後迴轉過來
[00:03:25.000 --> 00:03:28.000]  相信耶穌得到神的恩典
[00:03:28.000 --> 00:03:37.000]  所以他就聽到這些傳講耶穌這裏說就很煩惱
[00:03:37.000 --> 00:03:39.000]  保羅跟彼得他們
[00:03:39.000 --> 00:03:43.000]  彼得跟約翰他們所傳講是福音
[00:03:43.000 --> 00:03:45.000]  是對人有好處
[00:03:45.000 --> 00:03:50.000]  講到這個缺水的怎麼得到醫治是因爲耶穌基督
[00:03:50.000 --> 00:03:52.000]  這都是好的事情
[00:03:52.000 --> 00:03:57.000]  爲什麼他們要把使徒捉起來
[00:03:57.000 --> 00:03:59.000]  而且覺得很煩惱
[00:03:59.000 --> 00:04:02.000]  這煩惱並不是一點點的不高興
[00:04:02.000 --> 00:04:05.000]  就是覺得很難過
[00:04:05.000 --> 00:04:06.000]  覺得很煩
[00:04:06.000 --> 00:04:09.000]  覺得他們很不喜歡聽
[00:04:09.000 --> 00:04:11.000]  什麼原因
[00:04:11.000 --> 00:04:13.000]  第一個原因可以說
[00:04:13.000 --> 00:04:17.000]  這些人大部分是撒度蓋人
[00:04:17.000 --> 00:04:21.000]  他們不相信這些超自然的事情
[00:04:21.000 --> 00:04:23.000]  有神奇奇事他們不相信
[00:04:23.000 --> 00:04:27.000]  但是他們又不能否認這個事實
[00:04:27.000 --> 00:04:31.000]  因爲這個缺水的人就得到痊癒了
[00:04:31.000 --> 00:04:34.000]  這明明擺在他們面前
[00:04:34.000 --> 00:04:36.000]  百姓都看見了
[00:04:36.000 --> 00:04:39.000]  這個人平時都是在門口要飯
[00:04:39.000 --> 00:04:41.000]  坐在地上不能走路
[00:04:41.000 --> 00:04:42.000]  不能站起來
[00:04:42.000 --> 00:04:45.000]  怎麼現在他能夠走着跳着
[00:04:45.000 --> 00:04:47.000]  還能夠讚美神
[00:04:47.000 --> 00:04:49.000]  這個是一個事實
[00:04:49.000 --> 00:04:54.000]  撒度蓋人這些祭司長不能說這個事情沒有
[00:04:54.000 --> 00:04:57.000]  那麼這個是缺水
[00:04:57.000 --> 00:05:01.000]  已經完全恢復過來了
[00:05:01.000 --> 00:05:04.000]  在這個開會這部分
[00:05:04.000 --> 00:05:06.000]  是猶太教
[00:05:06.000 --> 00:05:10.000]  他們的宗教上面的一個公議會
[00:05:10.000 --> 00:05:11.000]  一個議會
[00:05:11.000 --> 00:05:16.000]  他們是有71個人
[00:05:16.000 --> 00:05:20.000]  當年的大祭司當主席
[00:05:20.000 --> 00:05:24.000]  還有70個議員來參加這樣的會
[00:05:24.000 --> 00:05:29.000]  他們是猶太教裏頭最高的權力機構
[00:05:29.000 --> 00:05:32.000]  當時他們受羅馬人的統治
[00:05:32.000 --> 00:05:34.000]  政治上他沒有權力
[00:05:34.000 --> 00:05:37.000]  他不能夠來判處人死刑
[00:05:37.000 --> 00:05:40.000]  可是他有宗教上的權力
[00:05:40.000 --> 00:05:42.000]  如果違反律法的
[00:05:42.000 --> 00:05:44.000]  他們有權
[00:05:44.000 --> 00:05:46.000]  可以抓他們
[00:05:46.000 --> 00:05:50.000]  甚至嚴重的可以把他處死
[00:05:50.000 --> 00:05:54.000]  當時主耶穌被捉拿以後
[00:05:54.000 --> 00:05:56.000]  他們把主耶穌捉拿以後
[00:05:56.000 --> 00:05:58.000]  他們就審問他
[00:05:58.000 --> 00:05:59.000]  他的什麼權呢
[00:05:59.000 --> 00:06:00.000]  就宗教上的
[00:06:00.000 --> 00:06:01.000]  在律法上的
[00:06:01.000 --> 00:06:07.000]  這是羅馬人允許給他們的權力
[00:06:07.000 --> 00:06:09.000]  那麼這些人呢
[00:06:09.000 --> 00:06:12.000]  裏面的就不是都是一個觀點的人
[00:06:12.000 --> 00:06:14.000]  是撒都蓋人
[00:06:14.000 --> 00:06:15.000]  就撒都蓋派
[00:06:15.000 --> 00:06:16.000]  這些人呢
[00:06:16.000 --> 00:06:19.000]  他們是很多人是做祭祀的
[00:06:19.000 --> 00:06:22.000]  很多人是有錢的人
[00:06:22.000 --> 00:06:24.000]  那麼其中有一部分呢
[00:06:24.000 --> 00:06:26.000]  是有錢的人
[00:06:26.000 --> 00:06:29.000]  在社會上有地位有權的人
[00:06:29.000 --> 00:06:30.000]  還有一部分呢
[00:06:30.000 --> 00:06:32.000]  是法律賽人
[00:06:32.000 --> 00:06:36.000]  法律賽人多半他們是研究律法
[00:06:36.000 --> 00:06:40.000]  說這個律法什麼地方應該改進
[00:06:40.000 --> 00:06:42.000]  怎麼能夠解釋
[00:06:42.000 --> 00:06:43.000]  所以這裏面呢
[00:06:43.000 --> 00:06:44.000]  多數的人呢
[00:06:44.000 --> 00:06:46.000]  是撒都蓋人
[00:06:46.000 --> 00:06:49.000]  撒都蓋人在這個議會里頭
[00:06:49.000 --> 00:06:51.000]  他們佔多數人
[00:06:51.000 --> 00:06:54.000]  而且他們是比較有錢的人
[00:06:54.000 --> 00:06:56.000]  因爲你當了祭祀
[00:06:56.000 --> 00:07:00.000]  是從祖宗的先祖一直傳下來
[00:07:00.000 --> 00:07:03.000]  所以他們比較是有地位的人
[00:07:03.000 --> 00:07:04.000]  撒都蓋人呢
[00:07:04.000 --> 00:07:05.000]  一般呢
[00:07:05.000 --> 00:07:09.000]  他不相信超自然的事情
[00:07:09.000 --> 00:07:11.000]  什麼天使他不相信
[00:07:11.000 --> 00:07:13.000]  鬼魂他不相信
[00:07:13.000 --> 00:07:15.000]  他不相信活活
[00:07:15.000 --> 00:07:18.000]  所以他有一次在問耶穌說
[00:07:18.000 --> 00:07:22.000]  一個人娶了一個婦人
[00:07:22.000 --> 00:07:25.000]  他被七個弟兄娶過
[00:07:25.000 --> 00:07:28.000]  他成爲七個弟兄的妻子
[00:07:28.000 --> 00:07:30.000]  一個哥哥死了以後
[00:07:30.000 --> 00:07:32.000]  又做弟弟的妻子
[00:07:32.000 --> 00:07:33.000]  弟弟死了以後
[00:07:33.000 --> 00:07:35.000]  又再做一個另外弟弟的妻子
[00:07:35.000 --> 00:07:37.000]  一共嫁了七個人
[00:07:37.000 --> 00:07:40.000]  那麼到復活的時候
[00:07:40.000 --> 00:07:44.000]  這個妻子算誰的妻子呢
[00:07:44.000 --> 00:07:48.000]  他們想出這個問題很難回答
[00:07:48.000 --> 00:07:52.000]  他們就借這個機會來爲難耶穌
[00:07:52.000 --> 00:07:54.000]  挑出耶穌的把柄
[00:07:54.000 --> 00:07:57.000]  但是耶穌就跟他解釋了
[00:07:57.000 --> 00:07:59.000]  所以他們對復活他不相信
[00:07:59.000 --> 00:08:01.000]  他說如果這個事情能夠
[00:08:01.000 --> 00:08:03.000]  這樣的是可以的話
[00:08:03.000 --> 00:08:05.000]  那麼將來複活以後
[00:08:05.000 --> 00:08:08.000]  你看這個情況就很亂了
[00:08:08.000 --> 00:08:11.000]  所以他們不相信復活
[00:08:11.000 --> 00:08:14.000]  他們承認就業聖經是權威
[00:08:14.000 --> 00:08:20.000]  就業的律法多半是信摩西五經
[00:08:20.000 --> 00:08:22.000]  創世紀一直到生命紀
[00:08:22.000 --> 00:08:24.000]  是他們所相信的
[00:08:24.000 --> 00:08:26.000]  他們反對法利塞人
[00:08:26.000 --> 00:08:30.000]  在聖經以外還加一些規條
[00:08:30.000 --> 00:08:32.000]  加一些說法上去
[00:08:32.000 --> 00:08:35.000]  因爲法利塞人看見
[00:08:35.000 --> 00:08:37.000]  這個律法到他們這個時候
[00:08:37.000 --> 00:08:39.000]  已經經過幾百年
[00:08:39.000 --> 00:08:41.000]  或者經過很長時間了
[00:08:41.000 --> 00:08:43.000]  有些好像是不太容易實行了
[00:08:43.000 --> 00:08:45.000]  他們就修改了
[00:08:45.000 --> 00:08:47.000]  用一些變通的方法
[00:08:47.000 --> 00:08:49.000]  比如說律法裏面說的
[00:08:49.000 --> 00:08:51.000]  這個誡命說的
[00:08:51.000 --> 00:08:53.000]  人要孝敬父母
[00:08:53.000 --> 00:08:55.000]  孝敬父母具體怎麼樣
[00:08:55.000 --> 00:08:57.000]  你就要撫養父母
[00:08:57.000 --> 00:08:59.000]  父母的生活有困難了
[00:08:59.000 --> 00:09:00.000]  你得養他
[00:09:00.000 --> 00:09:02.000]  那麼法利塞人覺得這個太困難了
[00:09:02.000 --> 00:09:03.000]  怎麼辦呢
[00:09:03.000 --> 00:09:05.000]  他說如果有的人
[00:09:05.000 --> 00:09:08.000]  把他的這個錢財
[00:09:08.000 --> 00:09:11.000]  所答應奉獻給神
[00:09:11.000 --> 00:09:13.000]  那麼這些人呢
[00:09:13.000 --> 00:09:15.000]  就可以不用撫養父母
[00:09:15.000 --> 00:09:16.000]  因爲他已經把
[00:09:16.000 --> 00:09:18.000]  撫養父母的錢給了神了
[00:09:18.000 --> 00:09:20.000]  給了聖殿了
[00:09:20.000 --> 00:09:22.000]  到底什麼時候給
[00:09:22.000 --> 00:09:24.000]  給多少
[00:09:24.000 --> 00:09:25.000]  可是沒有規定
[00:09:25.000 --> 00:09:27.000]  這樣你說我給過了
[00:09:27.000 --> 00:09:29.000]  我就可以不用問父母
[00:09:29.000 --> 00:09:31.000]  所以這個法利塞人呢
[00:09:31.000 --> 00:09:33.000]  他就會增加一些規條
[00:09:33.000 --> 00:09:34.000]  會修改規條
[00:09:34.000 --> 00:09:36.000]  但是薩都幹人呢
[00:09:36.000 --> 00:09:38.000]  他們說不能動
[00:09:38.000 --> 00:09:39.000]  聖經裏頭
[00:09:39.000 --> 00:09:40.000]  律法怎麼說的話
[00:09:40.000 --> 00:09:41.000]  就是這麼說
[00:09:41.000 --> 00:09:44.000]  所以他們是比較保守的
[00:09:44.000 --> 00:09:45.000]  那麼法利塞人呢
[00:09:45.000 --> 00:09:48.000]  跟他們不一樣
[00:09:48.000 --> 00:09:49.000]  所以這個
[00:09:49.000 --> 00:09:51.000]  法利塞人和薩都幹人呢
[00:09:51.000 --> 00:09:52.000]  他們是祭師
[00:09:52.000 --> 00:09:54.000]  所以他們有很大一個責任呢
[00:09:54.000 --> 00:09:57.000]  就是教訓百姓
[00:09:57.000 --> 00:09:58.000]  所以教訓百姓呢
[00:09:58.000 --> 00:10:00.000]  本來是薩都幹人的職責
[00:10:00.000 --> 00:10:02.000]  他們可以教訓百姓
[00:10:02.000 --> 00:10:04.000]  解釋這律法是怎麼用的
[00:10:04.000 --> 00:10:06.000]  應該是怎麼樣的
[00:10:06.000 --> 00:10:08.000]  跟神什麼關係
[00:10:08.000 --> 00:10:09.000]  可是呢
[00:10:09.000 --> 00:10:12.000]  現在使徒來教訓百姓
[00:10:12.000 --> 00:10:14.000]  使徒來傳講耶穌
[00:10:14.000 --> 00:10:18.000]  本着耶穌來傳講
[00:10:18.000 --> 00:10:20.000]  這個這些教訓百姓
[00:10:20.000 --> 00:10:22.000]  這個就是
[00:10:22.000 --> 00:10:24.000]  好像違反了他們的規定了
[00:10:24.000 --> 00:10:25.000]  應該是薩都幹人說
[00:10:25.000 --> 00:10:27.000]  應該是我們來教訓
[00:10:27.000 --> 00:10:31.000]  你怎麼你憑什麼來教訓
[00:10:31.000 --> 00:10:33.000]  所以他們就覺得
[00:10:33.000 --> 00:10:35.000]  越了權了
[00:10:35.000 --> 00:10:37.000]  違反他們的規定了
[00:10:37.000 --> 00:10:39.000]  第三個原因呢
[00:10:39.000 --> 00:10:40.000]  就是他們
[00:10:40.000 --> 00:10:42.000]  使徒傳講耶穌的復活
[00:10:42.000 --> 00:10:45.000]  可是薩都幹人他不信復活
[00:10:45.000 --> 00:10:46.000]  但是呢
[00:10:46.000 --> 00:10:49.000]  就拿不出證據來反駁
[00:10:49.000 --> 00:10:50.000]  薩都說
[00:10:50.000 --> 00:10:53.000]  耶穌已經從死裏復活了
[00:10:53.000 --> 00:10:54.000]  那麼薩都幹人說
[00:10:54.000 --> 00:10:55.000]  沒有復活
[00:10:55.000 --> 00:10:58.000]  沒有復活那你怎麼證明呢
[00:10:58.000 --> 00:11:00.000]  他也沒有辦法說
[00:11:00.000 --> 00:11:01.000]  耶穌的身體
[00:11:01.000 --> 00:11:03.000]  我們有耶穌的身體
[00:11:03.000 --> 00:11:04.000]  他死了
[00:11:04.000 --> 00:11:06.000]  你看他就埋在什麼地方
[00:11:06.000 --> 00:11:08.000]  他就在什麼墳墓裏頭
[00:11:08.000 --> 00:11:09.000]  他沒有這個證據
[00:11:09.000 --> 00:11:11.000]  所以他也沒有反駁
[00:11:11.000 --> 00:11:13.000]  所以這幾個方面看起來
[00:11:13.000 --> 00:11:16.000]  他們說
[00:11:16.000 --> 00:11:19.000]  本着教訓百姓傳講死人復活
[00:11:19.000 --> 00:11:22.000]  他們覺得很煩惱
[00:11:22.000 --> 00:11:25.000]  他們就在裏面很生氣
[00:11:25.000 --> 00:11:27.000]  要具備來揹負他們
[00:11:27.000 --> 00:11:30.000]  所以就把這個使徒
[00:11:30.000 --> 00:11:32.000]  把約翰和彼得呢
[00:11:32.000 --> 00:11:37.000]  就把他捉拿起來了
[00:11:37.000 --> 00:11:39.000]  到第二天
[00:11:39.000 --> 00:11:42.000]  他們就來開庭審問
[00:11:42.000 --> 00:11:44.000]  審問彼得了
[00:11:44.000 --> 00:11:46.000]  跟約翰
[00:11:46.000 --> 00:11:49.000]  他們是有71個人
[00:11:49.000 --> 00:11:51.000]  大祭司主持
[00:11:51.000 --> 00:11:52.000]  中文翻譯的話
[00:11:52.000 --> 00:11:54.000]  就是公議會
[00:11:54.000 --> 00:11:57.000]  公共的議會
[00:11:57.000 --> 00:12:02.000]  他們是最高的宗教的權力機構
[00:12:02.000 --> 00:12:03.000]  這班人呢
[00:12:03.000 --> 00:12:05.000]  像亞納
[00:12:05.000 --> 00:12:07.000]  大祭司亞納
[00:12:07.000 --> 00:12:10.000]  我們在讀福音書的時候
[00:12:10.000 --> 00:12:12.000]  就看見審問耶穌的
[00:12:12.000 --> 00:12:14.000]  就是有這班人
[00:12:14.000 --> 00:12:16.000]  他們也開會
[00:12:16.000 --> 00:12:20.000]  來判處耶穌死刑
[00:12:20.000 --> 00:12:22.000]  他們沒有在政治上的
[00:12:22.000 --> 00:12:24.000]  來判處這個權力
[00:12:24.000 --> 00:12:26.000]  可是他們卻有宗教
[00:12:26.000 --> 00:12:27.000]  說耶穌
[00:12:27.000 --> 00:12:28.000]  蠍督神
[00:12:28.000 --> 00:12:30.000]  祂自稱爲神的兒子
[00:12:30.000 --> 00:12:32.000]  祂自稱爲基督
[00:12:32.000 --> 00:12:33.000]  那麼這樣的話
[00:12:33.000 --> 00:12:35.000]  就是交給羅馬人
[00:12:35.000 --> 00:12:37.000]  羅馬人就
[00:12:37.000 --> 00:12:39.000]  就是把耶穌
[00:12:39.000 --> 00:12:41.000]  釘在十字架上
[00:12:41.000 --> 00:12:42.000]  所以這班人呢
[00:12:42.000 --> 00:12:46.000]  是有這個生死大權的
[00:12:46.000 --> 00:12:49.000]  就到彼得約翰這個時候
[00:12:49.000 --> 00:12:51.000]  他們還是有權力的
[00:12:51.000 --> 00:12:53.000]  如果他們判定
[00:12:53.000 --> 00:12:58.000]  通過彼得約翰違反了律法
[00:12:58.000 --> 00:13:01.000]  那麼他可以判處他刑
[00:13:01.000 --> 00:13:05.000]  最重的刑可以把他處死
[00:13:05.000 --> 00:13:07.000]  我們以後要看到
[00:13:07.000 --> 00:13:09.000]  在以後的幾章的話
[00:13:09.000 --> 00:13:13.000]  就司祭坊就是被他們用石頭打死的
[00:13:13.000 --> 00:13:15.000]  他們有生死
[00:13:15.000 --> 00:13:17.000]  操這個生死大權
[00:13:17.000 --> 00:13:21.000]  所以這個是當時的情形
[00:13:21.000 --> 00:13:24.000]  那麼他們就
[00:13:24.000 --> 00:13:27.000]  審問彼得跟約翰
[00:13:27.000 --> 00:13:29.000]  他就特別是問
[00:13:29.000 --> 00:13:32.000]  他說你們用什麼權力
[00:13:32.000 --> 00:13:34.000]  用什麼能力
[00:13:34.000 --> 00:13:37.000]  奉誰的名做這個事
[00:13:37.000 --> 00:13:39.000]  先問他
[00:13:39.000 --> 00:13:41.000]  你看這裏面
[00:13:41.000 --> 00:13:44.000]  他們問的話裏頭
[00:13:44.000 --> 00:13:47.000]  是很隱祕的
[00:13:47.000 --> 00:13:48.000]  很狡猾
[00:13:48.000 --> 00:13:49.000]  他沒有說
[00:13:49.000 --> 00:13:51.000]  他這裏面沒有提到
[00:13:51.000 --> 00:13:54.000]  那個瘸子爲什麼會得到醫治呢
[00:13:54.000 --> 00:13:57.000]  你奉誰的名來做這個事呢
[00:13:57.000 --> 00:14:01.000]  他不提瘸子得到醫治的事情
[00:14:01.000 --> 00:14:03.000]  他也不提耶穌
[00:14:03.000 --> 00:14:06.000]  使徒他們在傳講耶穌復活了
[00:14:06.000 --> 00:14:08.000]  他們就也不說
[00:14:08.000 --> 00:14:10.000]  那耶穌也沒有復活
[00:14:10.000 --> 00:14:12.000]  你們怎麼說復活呢
[00:14:12.000 --> 00:14:14.000]  他就不提這些
[00:14:14.000 --> 00:14:16.000]  他們所認爲是對
[00:14:16.000 --> 00:14:19.000]  但知道這些是不對的事情
[00:14:19.000 --> 00:14:23.000]  所以他就不提瘸子得到醫治
[00:14:23.000 --> 00:14:26.000]  也不提耶穌更復活的事情
[00:14:26.000 --> 00:14:28.000]  他就希望這樣一問
[00:14:28.000 --> 00:14:30.000]  你們用什麼能力
[00:14:30.000 --> 00:14:32.000]  你們是有什麼能力
[00:14:32.000 --> 00:14:34.000]  你們奉誰的名
[00:14:34.000 --> 00:14:37.000]  是奉大祭司亞納的名
[00:14:37.000 --> 00:14:40.000]  還是奉別人的名來做這個事情呢
[00:14:40.000 --> 00:14:43.000]  誰給你們這個能力的
[00:14:43.000 --> 00:14:45.000]  他希望這樣的
[00:14:45.000 --> 00:14:48.000]  71個人來審問兩個人
[00:14:48.000 --> 00:14:51.000]  這個是一個聲勢很大
[00:14:51.000 --> 00:14:54.000]  他希望使徒一害怕
[00:14:54.000 --> 00:14:56.000]  就不要說話了
[00:14:56.000 --> 00:14:58.000]  那麼就悄悄說
[00:14:58.000 --> 00:14:59.000]  就退下來
[00:14:59.000 --> 00:15:00.000]  那這樣的話
[00:15:00.000 --> 00:15:03.000]  這事情就得到解決了
[00:15:03.000 --> 00:15:05.000]  但是不是的
[00:15:10.000 --> 00:15:19.000]  我們再看下面這個條
[00:15:19.000 --> 00:15:20.000]  這個時候
[00:15:20.000 --> 00:15:23.000]  彼得被森林充滿
[00:15:23.000 --> 00:15:38.000]  彼得被森林充滿
[00:15:38.000 --> 00:15:40.000]  那麼就說
[00:15:40.000 --> 00:15:42.000]  這個人的痊癒
[00:15:42.000 --> 00:15:48.000]  是因耶穌基督的名
[00:15:48.000 --> 00:15:49.000]  彼得就說了
[00:15:49.000 --> 00:15:52.000]  除他以外別無拯救
[00:15:52.000 --> 00:15:56.000]  因爲在天下人間
[00:15:56.000 --> 00:15:58.000]  沒有此下別的名
[00:15:58.000 --> 00:16:03.000]  我們可以靠着得救
[00:16:03.000 --> 00:16:07.000]  彼得並不是跟他解釋
[00:16:07.000 --> 00:16:12.000]  爲什麼這個病人能夠得到醫治
[00:16:12.000 --> 00:16:13.000]  他說
[00:16:13.000 --> 00:16:15.000]  這個人得到醫治
[00:16:15.000 --> 00:16:18.000]  是因爲你們定十字架
[00:16:18.000 --> 00:16:21.000]  神叫他從死裏復活的
[00:16:21.000 --> 00:16:25.000]  那撒勒人耶穌基督的名
[00:16:25.000 --> 00:16:28.000]  這個是彼得被森林充滿
[00:16:28.000 --> 00:16:31.000]  你看這句話很簡單
[00:16:31.000 --> 00:16:32.000]  但是呢
[00:16:32.000 --> 00:16:35.000]  也說的是非常的確切
[00:16:35.000 --> 00:16:37.000]  說這個人能得到醫治
[00:16:37.000 --> 00:16:40.000]  也不是用什麼能力
[00:16:40.000 --> 00:16:45.000]  也不是供誰的名
[00:16:45.000 --> 00:16:47.000]  靠着有錢有勢的人
[00:16:47.000 --> 00:16:49.000]  有權力的人的名
[00:16:49.000 --> 00:16:53.000]  乃是因爲耶穌基督的名
[00:16:53.000 --> 00:16:55.000]  而且是特別說到
[00:16:55.000 --> 00:16:57.000]  除他以外
[00:16:57.000 --> 00:16:59.000]  除了耶穌以外
[00:16:59.000 --> 00:17:01.000]  沒有此下別的名
[00:17:01.000 --> 00:17:04.000]  我們可以靠着得救
[00:17:04.000 --> 00:17:08.000]  這個就是彼得被森林充滿
[00:17:08.000 --> 00:17:10.000]  他講了這句話
[00:17:10.000 --> 00:17:14.000]  這句話的話是非常確切的話
[00:17:14.000 --> 00:17:16.000]  這個確切得到醫治
[00:17:16.000 --> 00:17:20.000]  並不是使徒們用什麼能力
[00:17:20.000 --> 00:17:22.000]  那是因爲耶穌的能力
[00:17:22.000 --> 00:17:24.000]  耶穌的名字裏頭
[00:17:24.000 --> 00:17:26.000]  就包括神的能力
[00:17:26.000 --> 00:17:29.000]  他就能夠叫這個缺腿的人
[00:17:29.000 --> 00:17:31.000]  得到完全的醫治
[00:17:31.000 --> 00:17:36.000]  這個是彼得被森林充滿以後
[00:17:36.000 --> 00:17:38.000]  所說的事情
[00:17:38.000 --> 00:17:41.000]  所以彼得在法庭上面
[00:17:41.000 --> 00:17:45.000]  要叫他們知道有三件事情
[00:17:45.000 --> 00:17:48.000]  一件事情就是
[00:17:48.000 --> 00:17:51.000]  納撒登耶穌是缺子
[00:17:51.000 --> 00:17:54.000]  得到醫治的能力的來源
[00:17:54.000 --> 00:17:57.000]  他爲什麼缺子得到醫治呢
[00:17:57.000 --> 00:18:00.000]  因爲是納撒登耶穌
[00:18:00.000 --> 00:18:04.000]  他說這位耶穌是你們所棄絕的
[00:18:04.000 --> 00:18:05.000]  你們不要的
[00:18:05.000 --> 00:18:07.000]  你們把他釘十字架
[00:18:07.000 --> 00:18:12.000]  但是神卻是叫他從死裏復活了
[00:18:12.000 --> 00:18:15.000]  這個是要他們知道
[00:18:15.000 --> 00:18:18.000]  第二件要他們知道的
[00:18:18.000 --> 00:18:21.000]  他說你們所做的一切
[00:18:21.000 --> 00:18:23.000]  你們不要耶穌
[00:18:23.000 --> 00:18:24.000]  棄絕耶穌
[00:18:24.000 --> 00:18:26.000]  把耶穌釘十字架
[00:18:26.000 --> 00:18:32.000]  這個事情在舊約聖經早早已經預言了
[00:18:32.000 --> 00:18:37.000]  特別是在詩篇118篇裏面就說到
[00:18:37.000 --> 00:18:40.000]  他是匠人所棄的石頭
[00:18:40.000 --> 00:18:44.000]  已成了黃角的頭塊石頭
[00:18:44.000 --> 00:18:47.000]  這是在詩篇裏面所說的
[00:18:47.000 --> 00:18:51.000]  說耶穌在舊約的時候
[00:18:51.000 --> 00:18:55.000]  神已經接到先知預言了
[00:18:55.000 --> 00:19:01.000]  他說他是一個帶房子的重要的石頭
[00:19:01.000 --> 00:19:03.000]  是一個黃角石
[00:19:03.000 --> 00:19:08.000]  可是是匠人他本來的時候他不要
[00:19:08.000 --> 00:19:10.000]  他帶房子有很多石頭
[00:19:10.000 --> 00:19:14.000]  但是有一塊石頭是特別重要的黃角石
[00:19:14.000 --> 00:19:15.000]  有了這塊以後
[00:19:15.000 --> 00:19:20.000]  房子才能在上面按照次序一點點帶出來
[00:19:20.000 --> 00:19:23.000]  可是當時的匠人就不要這塊石頭
[00:19:23.000 --> 00:19:27.000]  所以他們就沒有辦法把這房子蓋好
[00:19:27.000 --> 00:19:32.000]  但是這塊石頭正是神所揀選所要的
[00:19:32.000 --> 00:19:39.000]  就是說耶穌就是神所預先立定的救主
[00:19:39.000 --> 00:19:43.000]  離開了他那就沒有什麼拯救
[00:19:43.000 --> 00:19:47.000]  所以這些你們不要的東西
[00:19:47.000 --> 00:19:51.000]  神叫他成爲黃角的頭塊石頭
[00:19:51.000 --> 00:19:54.000]  最重要最根本的石頭
[00:19:54.000 --> 00:19:59.000]  所以你們所做的是舊約裏頭神的話
[00:19:59.000 --> 00:20:01.000]  已經先說過的
[00:20:01.000 --> 00:20:04.000]  這個耶穌是你們所契覺的
[00:20:04.000 --> 00:20:07.000]  但是就是神在舊翁裏頭
[00:20:07.000 --> 00:20:16.000]  唯一一塊能夠叫人得救的這塊的救主
