
[00:00:00.000 --> 00:00:03.360]  「貧窮」的那個圖畫
[00:02:07.240 --> 00:02:11.560]  跟有錢的人不一定快樂
[00:02:11.560 --> 00:02:14.240]  是兩個不同的情況
[00:02:14.240 --> 00:02:16.920]  所以我們不要說有錢的人不一定快樂
[00:02:16.920 --> 00:02:19.400]  有錢的人也可以很快樂
[00:02:19.400 --> 00:02:23.440]  沒有錢的人大部分都應該不快樂
[00:02:23.440 --> 00:02:26.600]  但是也有例外的
[00:02:26.600 --> 00:02:30.400]  我在這裡澄清跟大家分享過
[00:02:30.400 --> 00:02:33.880]  在一個全世界的世界聯合國
[00:02:33.880 --> 00:02:34.680]  出了一個報告
[00:02:34.680 --> 00:02:36.720]  這個快樂的指數
[00:02:36.720 --> 00:02:42.760]  最前幾名的都是基督教的國家
[00:02:42.760 --> 00:02:44.400]  但是我還沒有告訴大家
[00:02:44.400 --> 00:02:50.160]  他們的GNP 每一個人的GNP都是很高的
[00:02:50.160 --> 00:02:54.400]  所以就是說他們平均的人均的財富
[00:02:54.400 --> 00:02:56.160]  都是比較高的
[00:02:56.160 --> 00:03:00.240]  所以有錢快樂是有關係的
[00:03:00.240 --> 00:03:03.800]  有錢跟基督教的國家也有關係的
[00:03:03.800 --> 00:03:05.680]  然後我們會推想
[00:03:05.680 --> 00:03:09.560]  有錢跟基督徒有沒有關係
[00:03:09.560 --> 00:03:11.320]  肯定有關係
[00:03:11.320 --> 00:03:15.240]  基督徒一般來講都是會有上帝的祝福
[00:03:15.240 --> 00:03:19.920]  所以我們不要排擠有錢的人
[00:03:19.920 --> 00:03:22.480]  當然有錢的人來到我們教會我們也歡迎
[00:03:22.480 --> 00:03:24.320]  沒有錢的人來到我們教會
[00:03:24.320 --> 00:03:26.920]  我們一樣要歡迎
[00:03:26.920 --> 00:03:31.880]  這裡所講的貧窮
[00:03:31.880 --> 00:03:33.760]  基本上我們可以說
[00:03:33.760 --> 00:03:36.880]  不應該是物質上的貧窮
[00:03:36.880 --> 00:03:39.160]  主要是心靈的貧窮
[00:03:39.160 --> 00:03:44.040]  我們看下去 福音
[00:03:44.040 --> 00:03:46.120]  我們在看到福音的時候
[00:03:46.120 --> 00:03:48.800]  很多人就說福音就是好消息
[00:03:48.800 --> 00:03:52.320]  對 這是比較簡單的一個解釋
[00:03:52.320 --> 00:03:55.240]  但是你再想深一層
[00:03:55.240 --> 00:03:56.280]  是不是那麼簡單呢
[00:03:56.280 --> 00:03:58.240]  就是好消息那麼簡單呢
[00:03:58.240 --> 00:04:00.560]  因為如果是看羅馬書
[00:04:00.560 --> 00:04:05.680]  這裡呢 齊齊很好像經文打出來的
[00:04:05.680 --> 00:04:07.440]  福音有什麼好處啊
[00:04:07.440 --> 00:04:09.560]  我們一起來讀
[00:04:09.560 --> 00:04:12.200]  我不以福音為恥
[00:04:12.200 --> 00:04:15.120]  則福音本是神的大能
[00:04:15.120 --> 00:04:17.760]  要教一切相信的
[00:04:17.760 --> 00:04:19.560]  先是猶太人
[00:04:19.560 --> 00:04:21.680]  後是西利利人
[00:04:21.680 --> 00:04:24.000]  所以這裡我們可以知道
[00:04:24.000 --> 00:04:27.800]  到底福音有什麼好處
[00:04:27.800 --> 00:04:30.040]  很明白告訴我們
[00:04:30.040 --> 00:04:32.560]  第一 福音肯定是好消息
[00:04:32.560 --> 00:04:34.920]  為什麼 是神的大能
[00:04:34.920 --> 00:04:39.160]  第二 它要救一切相信的
[00:04:39.160 --> 00:04:40.720]  這個救恩
[00:04:40.720 --> 00:04:43.000]  如果你不相信主耶穌基督
[00:04:43.000 --> 00:04:44.800]  跟你沒有什麼關係
[00:04:44.800 --> 00:04:46.800]  今天我們是基督徒
[00:04:46.800 --> 00:04:48.480]  那我們特別高興 為什麼
[00:04:48.480 --> 00:04:50.520]  我們因為可以得救
[00:04:50.520 --> 00:04:52.680]  但是得救也要有哲學
[00:04:52.680 --> 00:04:54.720]  先是猶太人
[00:04:54.720 --> 00:04:56.440]  所以初期的教會
[00:04:56.440 --> 00:04:59.240]  都是基督徒 都是猶太人
[00:04:59.240 --> 00:05:01.320]  後來福音傳到馬其頓
[00:05:01.320 --> 00:05:04.480]  現在馬其頓 如果最近你看新聞的話
[00:05:04.480 --> 00:05:06.320]  有沒有想起馬其頓
[00:05:06.320 --> 00:05:07.320]  有沒有看過新聞
[00:05:07.320 --> 00:05:09.200]  如果你有看中央台
[00:05:09.200 --> 00:05:13.000]  昨天晚上你會看到馬其頓的名字跑出來了
[00:05:13.000 --> 00:05:14.280]  很亂
[00:05:14.280 --> 00:05:15.320]  為什麼
[00:05:15.320 --> 00:05:18.080]  很多難民要移民到歐洲
[00:05:18.080 --> 00:05:23.040]  透過希臘
[00:05:23.040 --> 00:05:25.880]  西利利人就是希臘
[00:05:25.880 --> 00:05:28.320]  透過希臘轉到歐洲
[00:05:28.320 --> 00:05:30.840]  透過馬其頓跑到歐洲
[00:05:30.840 --> 00:05:34.000]  所以馬其頓在以前的南希臘夫
[00:05:34.000 --> 00:05:36.600]  其中一個省份
[00:05:36.600 --> 00:05:39.960]  所以福音就是要救一些
[00:05:39.960 --> 00:05:42.880]  相信主耶穌基督的人
[00:05:42.880 --> 00:05:46.520]  所以今後我們一想起福音
[00:05:46.520 --> 00:05:50.840]  就不要很簡單說福音就是好消息
[00:05:50.840 --> 00:05:51.880]  福音的內容
[00:05:51.880 --> 00:05:55.640]  我最近找到一個很好的
[00:05:55.640 --> 00:05:58.960]  這個英文沒翻譯過來
[00:05:58.960 --> 00:06:01.280]  就是
[00:06:01.280 --> 00:06:03.040]  Gospel
[00:06:03.040 --> 00:06:06.720]  Gospel到底主要的內容是什麼
[00:06:06.720 --> 00:06:07.560]  所以它很好
[00:06:07.560 --> 00:06:10.880]  這裡基本上我覺得挺全面的
[00:06:10.880 --> 00:06:13.560]  將福音的框架
[00:06:13.560 --> 00:06:14.760]  福音的內容
[00:06:14.760 --> 00:06:17.680]  很簡單透過幾個英文告訴我們
[00:06:17.680 --> 00:06:18.720]  第一
[00:06:18.720 --> 00:06:20.000]  G就是God
[00:06:20.000 --> 00:06:22.480]  上帝
[00:06:22.480 --> 00:06:24.520]  上帝創造我們
[00:06:24.520 --> 00:06:25.600]  首先第一個Gospel
[00:06:25.600 --> 00:06:27.280]  我們要傳福音的時候
[00:06:27.280 --> 00:06:31.600]  如果是有人要告訴你
[00:06:31.600 --> 00:06:35.760]  說你可以告訴我什麼是福音呢
[00:06:35.760 --> 00:06:37.560]  大家可以嘗試
[00:06:37.560 --> 00:06:39.920]  將主要的內容記下來
[00:06:39.920 --> 00:06:40.960]  G
[00:06:40.960 --> 00:06:42.880]  就是上帝創造我們
[00:06:42.880 --> 00:06:44.680]  這個很重要
[00:06:44.680 --> 00:06:47.480]  人不是什麼進化論跑出來的
[00:06:47.480 --> 00:06:49.320]  這個達爾文
[00:06:49.320 --> 00:06:51.720]  他搞出一個進化論以後
[00:06:51.720 --> 00:06:55.720]  當他年老的時候很後悔
[00:06:55.720 --> 00:06:58.000]  但是沒用了
[00:06:58.000 --> 00:07:01.160]  因為他否定上帝創造人類
[00:07:01.160 --> 00:07:04.000]  他說人類是從動物進化過來的
[00:07:04.000 --> 00:07:06.040]  從猿人進化過來的
[00:07:06.040 --> 00:07:08.080]  其實沒有這樣事
[00:07:08.080 --> 00:07:11.120]  上帝創造人類
[00:07:11.120 --> 00:07:12.600]  好
[00:07:12.600 --> 00:07:13.880]  第二個字很簡單
[00:07:13.880 --> 00:07:15.120]  我們
[00:07:15.120 --> 00:07:15.680]  我們什麼
[00:07:15.680 --> 00:07:16.360]  我們的錢
[00:07:16.360 --> 00:07:17.520]  不是
[00:07:17.520 --> 00:07:19.040]  我們的什麼
[00:07:19.040 --> 00:07:21.120]  我們的罪
[00:07:21.120 --> 00:07:23.600]  我們犯罪
[00:07:23.600 --> 00:07:26.560]  以致我們跟上帝就隔離了
[00:07:26.560 --> 00:07:27.480]  所以很好
[00:07:27.480 --> 00:07:29.400]  第二是我們的罪
[00:07:29.400 --> 00:07:30.560]  上帝創造我們
[00:07:30.560 --> 00:07:32.200]  第二就馬上說到我們的罪了
[00:07:32.200 --> 00:07:37.280]  現在我們看到罪是什麼意思
[00:07:37.280 --> 00:07:38.360]  S就很簡單
[00:07:38.360 --> 00:07:40.360]  就是罪
[00:07:40.360 --> 00:07:44.640]  罪不是因為你的好行為可以得到赦免
[00:07:44.640 --> 00:07:46.960]  上帝要赦免你的罪
[00:07:46.960 --> 00:07:49.400]  不是因為你的好行為
[00:07:49.400 --> 00:07:52.120]  主要是因為你相信主耶穌基督
[00:07:52.120 --> 00:07:56.640]  為你死在十字架上
[00:07:56.640 --> 00:07:59.360]  這樣P就很好
[00:07:59.360 --> 00:08:01.560]  為什麼耶穌要釘十字架
[00:08:01.560 --> 00:08:04.960]  就是要付出代價
[00:08:04.960 --> 00:08:08.440]  耶穌基督為什麼要釘十字架
[00:08:08.440 --> 00:08:10.360]  祂是為你的罪
[00:08:10.360 --> 00:08:14.080]  付上上帝的公義的代價
[00:08:14.080 --> 00:08:16.600]  有罪的人一定要死
[00:08:16.600 --> 00:08:18.680]  不過死的不是你
[00:08:18.680 --> 00:08:21.000]  死的是我們的主耶穌基督
[00:08:21.000 --> 00:08:21.640]  那很好
[00:08:21.640 --> 00:08:24.760]  GOSP
[00:08:24.760 --> 00:08:27.040]  那E是什麼
[00:08:27.040 --> 00:08:29.240]  E就是所有的人
[00:08:29.240 --> 00:08:33.040]  所有的人如果相信祂的
[00:08:33.040 --> 00:08:36.760]  就有永生
[00:08:36.760 --> 00:08:38.680]  然後呢
[00:08:38.680 --> 00:08:40.920]  最後L Life
[00:08:40.920 --> 00:08:44.560]  這個永生不是我們將來死後
[00:08:44.560 --> 00:08:46.880]  到天堂去那麼簡單
[00:08:46.880 --> 00:08:50.560]  你的新的生命就從你相信耶穌
[00:08:50.560 --> 00:08:52.440]  這一分鐘開始
[00:08:52.440 --> 00:08:56.000]  所以我覺得是
[00:08:56.000 --> 00:08:58.560]  很簡單地將福音的內容
[00:08:58.560 --> 00:09:03.200]  透過六個字GOSP
[00:09:03.200 --> 00:09:06.120]  很簡單也很全面地
[00:09:06.120 --> 00:09:07.600]  將它表達出來
[00:09:07.600 --> 00:09:10.040]  希望這個對大家有幫助
[00:09:10.040 --> 00:09:12.080]  如果是你要下載這個PowerPoint
[00:09:12.080 --> 00:09:13.720]  你可以找我們的幹事
[00:09:13.720 --> 00:09:15.520]  他會將整個PowerPoint都給你
[00:09:15.520 --> 00:09:17.000]  讓你可以慢慢去看
[00:09:17.000 --> 00:09:20.720]  其實我覺得是對我們基督徒也好
[00:09:20.720 --> 00:09:22.200]  出生的也好
[00:09:22.200 --> 00:09:23.440]  信了很久的也好
[00:09:23.440 --> 00:09:25.080]  是一個提醒
[00:09:25.080 --> 00:09:28.560]  好我們再看下去
[00:09:28.560 --> 00:09:29.640]  這個呢
[00:09:29.640 --> 00:09:31.360]  剛才我們讀的經文
[00:09:31.360 --> 00:09:33.400]  被擄了
[00:09:33.400 --> 00:09:35.040]  給人家抓去的
[00:09:35.040 --> 00:09:37.840]  然後我找到一個很美麗的圖法
[00:09:37.840 --> 00:09:40.560]  因為如果是真正的
[00:09:40.560 --> 00:09:42.200]  真實的情況不會那麼快樂
[00:09:42.200 --> 00:09:45.360]  因為這幫人是猶太人
[00:09:45.360 --> 00:09:48.200]  他們就被擄掠
[00:09:48.200 --> 00:09:50.880]  給抓去巴比倫
[00:09:50.880 --> 00:09:53.480]  然後騎馬的這個士兵
[00:09:53.480 --> 00:09:56.720]  是巴比倫的軍隊
[00:09:56.720 --> 00:10:00.240]  下面有男有女有老有幼
[00:10:00.240 --> 00:10:02.240]  他們的手都綁住了
[00:10:02.240 --> 00:10:05.080]  所以幫耶穌基督
[00:10:05.080 --> 00:10:09.080]  在會堂裡面讀以撒亞書這段經文的時候
[00:10:09.080 --> 00:10:11.080]  一提到這個被擄的
[00:10:11.080 --> 00:10:13.280]  他們一定會很清楚
[00:10:13.280 --> 00:10:15.280]  為什麼呢
[00:10:15.280 --> 00:10:17.360]  因為呢
[00:10:17.360 --> 00:10:20.840]  在耶穌的出生的年代
[00:10:20.840 --> 00:10:25.880]  猶太人是已經被這個羅馬人統治
[00:10:25.880 --> 00:10:28.520]  然後
[00:10:28.520 --> 00:10:31.120]  巴比倫的故事他們也聽了很多了
[00:10:31.120 --> 00:10:33.320]  五百多年前
[00:10:33.320 --> 00:10:34.600]  這個都已經
[00:10:34.600 --> 00:10:37.960]  他們的祖宗都一代代傳下來告訴他們
[00:10:37.960 --> 00:10:40.760]  被抓到巴比倫去
[00:10:40.760 --> 00:10:43.640]  做奴隸的時候是那麼悲慘
[00:10:43.640 --> 00:10:46.400]  其實一講到奴隸他們都很清楚
[00:10:46.400 --> 00:10:48.120]  他們在埃及
[00:10:48.120 --> 00:10:49.960]  他們祖宗在埃及的時候
[00:10:49.960 --> 00:10:51.720]  也是做奴隸
[00:10:51.720 --> 00:10:53.840]  然後被抓去巴比倫以後
[00:10:53.840 --> 00:10:55.240]  也是非常痛苦
[00:10:55.240 --> 00:10:57.240]  所以一講被擄的
[00:10:57.240 --> 00:10:59.320]  他們就已經很清楚了
[00:10:59.320 --> 00:11:01.800]  我們今天要很多來解釋
[00:11:01.800 --> 00:11:03.640]  但是在當時耶穌一講的話
[00:11:03.640 --> 00:11:05.760]  他們都很清楚
[00:11:05.760 --> 00:11:10.120]  然後他們當時也是在羅馬的軍隊
[00:11:10.120 --> 00:11:12.480]  羅馬的帝國統治之下
[00:11:12.480 --> 00:11:15.440]  自己沒有國家
[00:11:15.440 --> 00:11:17.920]  連他們的律法
[00:11:17.920 --> 00:11:20.520]  也不會全面地執行
[00:11:20.520 --> 00:11:23.960]  其中最重要的就是他們不可以判死刑
[00:11:23.960 --> 00:11:26.640]  也不可以執行死刑
[00:11:26.640 --> 00:11:28.360]  按照摩西的律法
[00:11:28.360 --> 00:11:29.720]  犯罪的
[00:11:29.720 --> 00:11:31.120]  有些罪是要死的
[00:11:31.120 --> 00:11:33.000]  但是他們沒有這個權柄
[00:11:33.000 --> 00:11:36.040]  所以他們是非常痛苦的民族
[00:11:36.040 --> 00:11:38.320]  所以當耶穌基督去讀這段經文的時候
[00:11:38.320 --> 00:11:39.880]  我相信會做聽的時候
[00:11:39.880 --> 00:11:43.000]  他們都會深深地有個感動
[00:11:43.000 --> 00:11:44.240]  好
[00:11:44.240 --> 00:11:47.320]  那當然不是要提醒他們的痛苦
[00:11:47.320 --> 00:11:50.960]  耶穌基督要宣告
[00:11:50.960 --> 00:11:54.680]  就是被擄了得以釋放
[00:11:54.680 --> 00:11:56.720]  那麼今天我們英文就很好
[00:11:56.720 --> 00:11:58.840]  freedom 自由
[00:11:58.840 --> 00:12:01.920]  freedom 被釋放
[00:12:01.920 --> 00:12:06.200]  但是今天我們講的自由是另外一個演繹
[00:12:06.200 --> 00:12:09.000]  我們自由就是你要聽我的
[00:12:09.000 --> 00:12:10.920]  我不一定聽你的
[00:12:10.920 --> 00:12:14.080]  所以你看文字是很怪的
[00:12:14.080 --> 00:12:16.040]  歷代一代的轉變
[00:12:16.040 --> 00:12:18.800]  然後我們有不同的演繹
[00:12:18.800 --> 00:12:20.960]  我們有不同的解釋
[00:12:20.960 --> 00:12:26.480]  但是耶穌的年代告訴他們被釋放
[00:12:26.480 --> 00:12:32.720]  就是好像鎖鏈受到解脫
[00:12:32.720 --> 00:12:34.120]  本來是鎖上了
[00:12:34.120 --> 00:12:36.600]  然後將它剖開
[00:12:36.600 --> 00:12:38.080]  現在切斷
[00:12:38.080 --> 00:12:39.160]  所以就自由了
[00:12:39.160 --> 00:12:44.800]  你就不用做奴隸了
[00:12:44.800 --> 00:12:45.520]  好
[00:12:45.520 --> 00:12:46.800]  我們再一看
[00:12:46.800 --> 00:12:49.480]  受壓制
[00:12:49.480 --> 00:12:51.760]  就好像很大的壓力
[00:12:51.760 --> 00:12:54.960]  我們受到很多的逼迫
[00:12:54.960 --> 00:13:00.280]  但是這裡最重要的是有兩方面
[00:13:00.280 --> 00:13:03.120]  我們知道好的
[00:13:03.120 --> 00:13:06.280]  我們行不了
[00:13:06.280 --> 00:13:09.160]  這是我們基督徒的一個問題
[00:13:09.160 --> 00:13:11.840]  你有這個問題
[00:13:11.840 --> 00:13:12.720]  也不是了不起
[00:13:12.720 --> 00:13:15.160]  因為保羅自己也是一樣
[00:13:15.160 --> 00:13:18.720]  我們的使徒保羅是非常淑麟的
[00:13:18.720 --> 00:13:21.000]  他寫這個經文他一樣
[00:13:21.000 --> 00:13:22.520]  我們受壓制
[00:13:22.520 --> 00:13:25.160]  我們自行而不行
[00:13:25.160 --> 00:13:26.560]  自善而不行
[00:13:26.560 --> 00:13:28.080]  自在而做好的
[00:13:28.080 --> 00:13:29.640]  我們行不出來
[00:13:29.640 --> 00:13:30.440]  為什麼
[00:13:30.440 --> 00:13:35.120]  我們的罪性還是在主管我們
[00:13:35.120 --> 00:13:36.760]  所以大家一起來讀
[00:13:36.760 --> 00:13:42.640]  在羅馬書保羅怎麼將他心裡的話告訴我們
[00:13:42.640 --> 00:13:45.800]  我也知道在我裡頭
[00:13:45.800 --> 00:13:49.480]  就是我肉體之中也有良善
[00:13:49.480 --> 00:13:52.720]  因為你是由善由得我
[00:13:52.720 --> 00:13:55.800]  只是行出來的我
[00:13:55.800 --> 00:13:56.480]  還有一句
[00:13:56.480 --> 00:13:58.000]  哇 真苦啊
[00:13:58.000 --> 00:13:59.160]  保羅的感嘆
[00:13:59.160 --> 00:13:59.960]  我不打出來了
[00:13:59.960 --> 00:14:01.480]  太長了
[00:14:01.480 --> 00:14:04.040]  所以保羅就說
[00:14:04.040 --> 00:14:05.320]  我知道我裡面
[00:14:05.320 --> 00:14:08.040]  我是希望做好事的
[00:14:08.040 --> 00:14:09.360]  但是很可惜
[00:14:09.360 --> 00:14:12.520]  有的時候我要行善
[00:14:12.520 --> 00:14:13.800]  做不出來
[00:14:13.800 --> 00:14:15.480]  基督徒我們要
[00:14:15.480 --> 00:14:17.560]  大家避免有一個誤會
[00:14:17.560 --> 00:14:18.680]  我們不用行善了
[00:14:18.680 --> 00:14:20.400]  因為我們就講這個恩典
[00:14:20.400 --> 00:14:22.480]  所以我們都是偏重於救贖論
[00:14:22.480 --> 00:14:23.880]  啊 我們得救了
[00:14:23.880 --> 00:14:25.480]  我們教會裡面就講得救
[00:14:25.480 --> 00:14:27.640]  我們講救贖
[00:14:27.640 --> 00:14:30.920]  我們很多時候就忘記行善
[00:14:30.920 --> 00:14:33.040]  你對你的親戚朋友
[00:14:33.040 --> 00:14:35.400]  有沒有行善
[00:14:35.400 --> 00:14:37.680]  你對你的其他的認識的人
[00:14:37.680 --> 00:14:39.320]  有沒有行善
[00:14:39.320 --> 00:14:40.520]  很重要
[00:14:40.520 --> 00:14:43.800]  基督徒不要是每個禮拜天來教會那麼簡單
[00:14:43.800 --> 00:14:49.240]  我們應該可以對人家友善一點
[00:14:49.240 --> 00:14:53.200]  因為將來我們在基督的臺前
[00:14:53.200 --> 00:14:57.480]  我們行善 行惡
[00:14:57.480 --> 00:15:00.280]  都是有報答的
[00:15:00.280 --> 00:15:02.840]  好 我們再看下去
[00:15:02.840 --> 00:15:05.800]  這個最糟糕了
[00:15:05.800 --> 00:15:07.280]  我們知道行善
[00:15:07.280 --> 00:15:09.800]  但是不去做
[00:15:09.800 --> 00:15:11.640]  這個是不好的
[00:15:11.640 --> 00:15:13.240]  不願意做的惡
[00:15:13.240 --> 00:15:14.800]  我倒去做
[00:15:14.800 --> 00:15:16.360]  這個是比較難度
[00:15:16.360 --> 00:15:19.000]  所以在每天的生活當中
[00:15:19.000 --> 00:15:21.960]  我們都會碰到這個問題
[00:15:21.960 --> 00:15:23.640]  很多時候我們就怪這個魔鬼
[00:15:23.640 --> 00:15:25.880]  都是魔鬼你試探我的
[00:15:25.880 --> 00:15:28.240]  魔鬼你引誘我的
[00:15:28.240 --> 00:15:30.880]  他可能要負很大的責任
[00:15:30.880 --> 00:15:33.600]  但是很多時候也是你自己要負責任
[00:15:33.600 --> 00:15:35.280]  你自己的罪行
[00:15:35.280 --> 00:15:40.680]  讓你去做你不喜歡做的惡行
[00:15:40.680 --> 00:15:45.480]  好 那麼我們再看下去
[00:15:45.480 --> 00:15:48.600]  所以我們這裡所說的
[00:15:48.600 --> 00:15:51.000]  受壓制的
[00:15:51.000 --> 00:15:53.880]  能夠得到自由
[00:15:53.880 --> 00:15:56.280]  主要是我們不去犯罪
[00:15:56.280 --> 00:15:58.720]  就是要求神幫助我們
[00:15:58.720 --> 00:16:01.240]  我們每天都會碰到很多的問題
[00:16:01.240 --> 00:16:04.520]  然後有的時候遇見試探
[00:16:04.520 --> 00:16:05.640]  求神幫助我們
[00:16:05.640 --> 00:16:08.240]  所以耶穌基督在導文裡面
[00:16:08.240 --> 00:16:09.400]  在主導文告訴我們
[00:16:09.400 --> 00:16:11.520]  不叫我們遇見試探
[00:16:11.520 --> 00:16:12.880]  就是這個意思
[00:16:12.880 --> 00:16:14.800]  你不要說我很強
[00:16:14.800 --> 00:16:15.960]  我不會犯罪
[00:16:15.960 --> 00:16:17.360]  開玩笑
[00:16:17.360 --> 00:16:18.400]  上個禮拜
[00:16:18.400 --> 00:16:20.000]  和穆斯發講一個故事
[00:16:20.000 --> 00:16:21.920]  就是大衛的事情
[00:16:21.920 --> 00:16:23.880]  大衛是一個先知
[00:16:23.880 --> 00:16:26.160]  他是一個很偉大的神學家
[00:16:26.160 --> 00:16:27.880]  他是一個君王
[00:16:27.880 --> 00:16:30.120]  是上帝所喜愛的君王
[00:16:30.120 --> 00:16:33.560]  一樣會受到試探
[00:16:33.560 --> 00:16:35.120]  一樣會犯罪
[00:16:35.120 --> 00:16:38.000]  得罪神 得罪人
[00:16:38.000 --> 00:16:40.440]  所以我們自由
[00:16:40.440 --> 00:16:43.480]  就是有不犯罪的自由
[00:16:43.480 --> 00:16:46.240]  自由不是今天我們講的
[00:16:46.240 --> 00:16:48.320]  我的 你要聽我的
[00:16:48.320 --> 00:16:49.440]  我就是我
[00:16:49.440 --> 00:16:50.360]  你就是要聽我
[00:16:50.360 --> 00:16:51.040]  這是自由
[00:16:51.040 --> 00:16:55.120]  今天我們80號的青年人就這樣
[00:16:55.120 --> 00:16:56.240]  他們那個
[00:16:56.240 --> 00:16:58.520]  現在我可能要慢慢去來
[00:16:58.520 --> 00:17:01.520]  適應他們的想法 他們的看法
[00:17:01.520 --> 00:17:03.560]  80號的青年人
[00:17:03.560 --> 00:17:06.800]  他們的價值觀
[00:17:06.800 --> 00:17:08.600]  跟我們不一樣
[00:17:08.600 --> 00:17:10.880]  你一定要聽他的
[00:17:10.880 --> 00:17:12.800]  但是
[00:17:12.800 --> 00:17:15.480]  他不一定聽你的
[00:17:15.480 --> 00:17:19.080]  我最近跟一些做88的爺爺
[00:17:19.080 --> 00:17:21.360]  在開玩笑的說
[00:17:21.360 --> 00:17:26.080]  現在的青少年
[00:17:26.080 --> 00:17:30.600]  他們以為他們所想所做都是對的
[00:17:30.600 --> 00:17:33.520]  人家爸爸媽媽所做的都是不對的
[00:17:33.520 --> 00:17:34.920]  這個是他們的想法
[00:17:34.920 --> 00:17:36.360]  所以我嚇了一跳
[00:17:36.360 --> 00:17:40.880]  原來現在的人的看法是有點怪怪的
[00:17:40.880 --> 00:17:43.320]  所以我們的自由最重要
[00:17:43.320 --> 00:17:45.280]  不是我們可以很自由去做
[00:17:45.280 --> 00:17:48.720]  我們有不犯罪的自由
[00:17:48.720 --> 00:17:49.920]  還有
[00:17:49.920 --> 00:17:51.600]  我們有形上的自由
[00:17:51.600 --> 00:17:53.040]  今天如果是你要形上
[00:17:53.040 --> 00:17:55.560]  你有自由就可以做
[00:17:55.560 --> 00:17:57.320]  如果你的親戚朋友需要的話
[00:17:57.320 --> 00:17:58.360]  你幫他
[00:17:58.360 --> 00:17:59.720]  你有自由去做
[00:17:59.720 --> 00:18:02.920]  沒有人攔阻你
[00:18:02.920 --> 00:18:05.280]  今天你說我要幫某某人
[00:18:05.280 --> 00:18:06.360]  你可以去做
[00:18:06.360 --> 00:18:08.880]  這是上帝給我們的自由
[00:18:08.880 --> 00:18:11.120]  所以我們要感謝上帝
[00:18:11.120 --> 00:18:13.760]  好了 我們講了很多很多
[00:18:13.760 --> 00:18:18.320]  我們被虜的得到釋放
[00:18:18.320 --> 00:18:22.560]  受壓制的得到自由
[00:18:22.560 --> 00:18:26.160]  然後我們剛才講過
[00:18:26.160 --> 00:18:31.080]  在我們姓主前 姓主後
[00:18:31.080 --> 00:18:32.920]  姓主後可能好一點
[00:18:32.920 --> 00:18:35.640]  我們的罪行可能受到壓制
