
[00:00:00.000 --> 00:00:02.640]  今天我們不是講新年的訊息
[00:04:43.120 --> 00:04:44.560]  我就使你得安息
[00:04:44.560 --> 00:04:46.080]  耶穌說的
[00:04:46.080 --> 00:04:50.720]  你期望耶穌接著說甚麼
[00:04:50.720 --> 00:04:52.720]  把重擔都拿走
[00:04:52.720 --> 00:04:54.720]  給你一張椅子
[00:04:54.720 --> 00:04:56.480]  甚至乎給你一張床
[00:04:56.480 --> 00:04:57.760]  先睡一會兒
[00:04:57.760 --> 00:04:58.880]  休息一會兒
[00:04:58.880 --> 00:05:00.080]  給你一張機票
[00:05:00.080 --> 00:05:01.360]  放個假
[00:05:01.360 --> 00:05:03.360]  給你郵輪ticket
[00:05:03.360 --> 00:05:05.040]  爽一會兒
[00:05:05.040 --> 00:05:07.040]  回來再做歌
[00:05:07.040 --> 00:05:09.040]  你可能期望這些
[00:05:09.040 --> 00:05:11.520]  但是第29節是這樣的
[00:05:11.520 --> 00:05:12.560]  我們一起讀
[00:05:12.560 --> 00:05:14.240]  預備,1,2,3
[00:05:14.240 --> 00:05:17.920]  當負我的額,學我的樣式
[00:05:17.920 --> 00:05:19.920]  我心裡柔和謙卑
[00:05:19.920 --> 00:05:24.800]  這樣你心裡就必得享安息
[00:05:24.800 --> 00:05:27.840]  很奇怪的一個教導
[00:05:27.840 --> 00:05:30.240]  嚴格來說是反高潮的
[00:05:30.240 --> 00:05:32.560]  原本我都想跟你走
[00:05:32.560 --> 00:05:33.920]  聽完28節
[00:05:33.920 --> 00:05:35.600]  29節就說
[00:05:35.600 --> 00:05:37.600]  當負我的額
[00:05:37.600 --> 00:05:38.480]  額是甚麼呢
[00:05:38.480 --> 00:05:40.480]  額代表工作
[00:05:40.480 --> 00:05:41.760]  你這份工作不對
[00:05:41.760 --> 00:05:42.960]  先不要休息
[00:05:42.960 --> 00:05:44.160]  你轉工吧
[00:05:44.160 --> 00:05:44.960]  你休息都不要休息
[00:05:44.960 --> 00:05:45.760]  轉工吧
[00:05:45.760 --> 00:05:47.200]  轉工就沒事了
[00:05:47.200 --> 00:05:48.880]  是不是這樣呢
[00:05:48.880 --> 00:05:51.760]  會不會我們聽完這件事就覺得
[00:05:51.760 --> 00:05:55.520]  安息不是應該這樣
[00:05:55.520 --> 00:05:57.520]  安息應該休息
[00:05:57.520 --> 00:06:00.160]  我上次提過一件很重要的事
[00:06:00.160 --> 00:06:02.560]  其實安息最核心
[00:06:02.560 --> 00:06:07.040]  最重要的key不是休息
[00:06:07.040 --> 00:06:09.040]  不是睡回舊本
[00:06:09.040 --> 00:06:11.040]  不是休息回舊本
[00:06:11.040 --> 00:06:13.440]  而是你找到你人生的目標
[00:06:13.440 --> 00:06:15.440]  我稱之為呼召
[00:06:15.440 --> 00:06:18.240]  當你找到你的呼召的時候
[00:06:18.240 --> 00:06:20.240]  你就會覺得很安頓
[00:06:20.240 --> 00:06:22.240]  上次說過了
[00:06:22.240 --> 00:06:25.440]  當你開始學習回應你的呼召的時候
[00:06:25.440 --> 00:06:27.440]  你會覺得滿足
[00:06:27.440 --> 00:06:31.120]  我剛剛今早又跟另一個youth
[00:06:31.120 --> 00:06:33.120]  吃了個早餐,不,喝了杯咖啡
[00:06:33.120 --> 00:06:34.000]  沒有吃早餐
[00:06:34.000 --> 00:06:37.280]  在那個溝通的過程裡面
[00:06:37.280 --> 00:06:39.280]  我就問他找工作
[00:06:39.280 --> 00:06:41.280]  他這幾年有一些經歷
[00:06:41.280 --> 00:06:43.280]  他就很明白
[00:06:43.280 --> 00:06:47.760]  其實有時候rest but not restful
[00:06:47.760 --> 00:06:49.040]  是甚麼意思
[00:06:49.040 --> 00:06:51.040]  我明明不忙的
[00:06:51.040 --> 00:06:53.760]  但我心很不定
[00:06:53.760 --> 00:06:56.960]  我沒有那份安穩
[00:06:56.960 --> 00:06:58.960]  我沒有那份滿足
[00:06:58.960 --> 00:07:02.160]  我沒有那份安頓的感覺
[00:07:02.160 --> 00:07:04.160]  呼召是甚麼呢
[00:07:04.160 --> 00:07:07.440]  想跟你們讀一段說話
[00:07:07.440 --> 00:07:10.480]  這個作者楊錫昌牧師
[00:07:10.480 --> 00:07:12.480]  楊錫昌是我的老師
[00:07:12.480 --> 00:07:14.480]  我神學院的老師
[00:07:14.480 --> 00:07:16.480]  他最出名說的
[00:07:16.480 --> 00:07:18.480]  有人說是創造
[00:07:18.480 --> 00:07:20.480]  有人說他最出名是這個表情
[00:07:20.480 --> 00:07:22.480]  你怎樣演繹
[00:07:22.480 --> 00:07:24.480]  總之知不知道都可以
[00:07:24.480 --> 00:07:26.480]  但在我心目中
[00:07:26.480 --> 00:07:28.480]  他最出名的是說呼召
[00:07:28.480 --> 00:07:30.480]  甚麼才是真正的呼召
[00:07:30.480 --> 00:07:32.480]  人怎樣去尋找他的呼召
[00:07:32.480 --> 00:07:34.480]  在他的其中一本書
[00:07:34.480 --> 00:07:36.480]  他說原來上帝早在
[00:07:36.480 --> 00:07:38.480]  創世以前
[00:07:38.480 --> 00:07:40.480]  已經將他要做人的名字
[00:07:40.480 --> 00:07:42.480]  記錄在天上
[00:07:42.480 --> 00:07:44.480]  到他們在世上出世之後
[00:07:44.480 --> 00:07:46.480]  便呼召各人
[00:07:46.480 --> 00:07:48.480]  一生都要活出
[00:07:48.480 --> 00:07:50.480]  他所做的那個人
[00:07:50.480 --> 00:07:52.480]  上帝向人發出呼召
[00:07:52.480 --> 00:07:54.480]  人以生命來回應
[00:07:54.480 --> 00:07:56.480]  這個就是召命
[00:07:56.480 --> 00:07:58.480]  我不知道你有沒有印象
[00:07:58.480 --> 00:08:00.480]  在舊約也好新約也好
[00:08:00.480 --> 00:08:02.480]  上帝經常幫人改名
[00:08:02.480 --> 00:08:04.480]  亞伯拉罕變成
[00:08:04.480 --> 00:08:06.480]  亞伯蘭
[00:08:06.480 --> 00:08:08.480]  亞國變成甚麼
[00:08:08.480 --> 00:08:10.480]  亞伯蘭變成亞伯拉罕
[00:08:10.480 --> 00:08:12.480]  你們比我清晰
[00:08:12.480 --> 00:08:14.480]  那亞國變成甚麼
[00:08:14.480 --> 00:08:16.480]  其實你知不知道
[00:08:16.480 --> 00:08:18.480]  每一個轉變
[00:08:18.480 --> 00:08:20.480]  他每一次幫你改名其實是有意思的
[00:08:20.480 --> 00:08:24.480]  彼得叫做
[00:08:24.480 --> 00:08:26.480]  西門叫彼得
[00:08:26.480 --> 00:08:28.480]  答了
[00:08:28.480 --> 00:08:30.480]  你明白我的意思嗎
[00:08:30.480 --> 00:08:32.480]  其實上帝幫每一個人改名是很有意思的
[00:08:32.480 --> 00:08:34.480]  那個名是代表了你的呼召
[00:08:34.480 --> 00:08:40.480]  楊石昌老師說
[00:08:40.480 --> 00:08:42.480]  我們需要用我們的生命
[00:08:42.480 --> 00:08:44.480]  去找到底上帝給我們的名字
[00:08:44.480 --> 00:08:46.480]  是甚麼
[00:08:46.480 --> 00:08:48.480]  而好好活這個名字出來
[00:08:48.480 --> 00:08:50.480]  這個就是他稱之為
[00:08:50.480 --> 00:08:52.480]  呼召
[00:08:52.480 --> 00:08:54.480]  三十節說甚麼
[00:08:54.480 --> 00:08:56.480]  剛才說了二十八
[00:08:56.480 --> 00:08:58.480]  二十九剛才已經讀了
[00:08:58.480 --> 00:09:00.480]  第三十節他說
[00:09:00.480 --> 00:09:02.480]  因為我的呃是容易的
[00:09:02.480 --> 00:09:04.480]  我的擔子是輕生的
[00:09:04.480 --> 00:09:06.480]  我不知道你看這句說話
[00:09:06.480 --> 00:09:08.480]  第一個反應是甚麼
[00:09:08.480 --> 00:09:10.480]  我就會有這個表情
[00:09:10.480 --> 00:09:12.480]  你怎樣演繹呢
[00:09:12.480 --> 00:09:14.480]  這個表情
[00:09:14.480 --> 00:09:16.480]  我就覺得
[00:09:16.480 --> 00:09:18.480]  有沒有這麼大隻甲
[00:09:18.480 --> 00:09:20.480]  好像很伏
[00:09:20.480 --> 00:09:22.480]  真的假的
[00:09:22.480 --> 00:09:24.480]  好像那些簽體廣告
[00:09:24.480 --> 00:09:26.480]  無汗無痛
[00:09:26.480 --> 00:09:28.480]  不用做運動
[00:09:28.480 --> 00:09:30.480]  但三天減四十吋
[00:09:30.480 --> 00:09:32.480]  我不知道你見到這些廣告
[00:09:32.480 --> 00:09:34.480]  你信不信
[00:09:34.480 --> 00:09:36.480]  那些逐個位置量度
[00:09:36.480 --> 00:09:38.480]  不知道手又有多少吋
[00:09:38.480 --> 00:09:40.480]  腳又有多少吋
[00:09:40.480 --> 00:09:42.480]  我上網看到
[00:09:42.480 --> 00:09:44.480]  一個叫廢青福音
[00:09:44.480 --> 00:09:46.480]  不是真的福音
[00:09:48.480 --> 00:09:50.480]  本土信工
[00:09:50.480 --> 00:09:53.480]  看電視七天月入二萬
[00:09:53.480 --> 00:09:56.480]  正不正
[00:09:56.480 --> 00:09:58.480]  讀多一次
[00:09:58.480 --> 00:10:00.480]  本土信工看電視
[00:10:00.480 --> 00:10:02.480]  七天兩萬蚊人工
[00:10:02.480 --> 00:10:04.480]  你會有甚麼
[00:10:04.480 --> 00:10:06.480]  你會有甚麼感覺
[00:10:06.480 --> 00:10:08.480]  你看到這些廣告
[00:10:08.480 --> 00:10:10.480]  當你在找工作
[00:10:10.480 --> 00:10:12.480]  你有沒有人會馬上去報
[00:10:12.480 --> 00:10:14.480]  喂我來
[00:10:14.480 --> 00:10:16.480]  你都會想一下
[00:10:16.480 --> 00:10:18.480]  其實我想告訴你
[00:10:18.480 --> 00:10:20.480]  當我第一次讀這句經文
[00:10:20.480 --> 00:10:22.480]  因為我的呃是容易
[00:10:22.480 --> 00:10:24.480]  我的啖是輕散
[00:10:24.480 --> 00:10:26.480]  我也有這個感覺
[00:10:26.480 --> 00:10:28.480]  喂真的假的
[00:10:28.480 --> 00:10:30.480]  會不會好像大陸
[00:10:30.480 --> 00:10:32.480]  那些零團費旅行團
[00:10:32.480 --> 00:10:34.480]  下來要強迫購物
[00:10:34.480 --> 00:10:36.480]  然後在車上被人問候
[00:10:36.480 --> 00:10:38.480]  三個鐘
[00:10:38.480 --> 00:10:40.480]  還要罵你一直不買東西
[00:10:40.480 --> 00:10:42.480]  不讓你走
[00:10:42.480 --> 00:10:44.480]  我們會有這個心態
[00:10:44.480 --> 00:10:46.480]  今天這篇廣告
[00:10:46.480 --> 00:10:48.480]  我就很想回答這兩個問題
[00:10:48.480 --> 00:10:50.480]  到底為甚麼聖經說
[00:10:50.480 --> 00:10:52.480]  我的呃是容易
[00:10:52.480 --> 00:10:54.480]  我的啖子是輕散
[00:10:54.480 --> 00:10:56.480]  只有兩點
[00:10:56.480 --> 00:10:58.480]  我就想回答這兩個問題
[00:10:58.480 --> 00:11:00.480]  呃是甚麼呢
[00:11:00.480 --> 00:11:02.480]  你們可能見過這幅圖
[00:11:02.480 --> 00:11:04.480]  呃其實是用木造的
[00:11:04.480 --> 00:11:06.480]  兩隻牛扮著在背後的東西
[00:11:06.480 --> 00:11:08.480]  它是用來做甚麼呢
[00:11:08.480 --> 00:11:10.480]  是幫牛去耕田
[00:11:10.480 --> 00:11:12.480]  OK
[00:11:12.480 --> 00:11:14.480]  通常是一對牛
[00:11:14.480 --> 00:11:16.480]  會揹一個呃
[00:11:16.480 --> 00:11:18.480]  那個呃可以去
[00:11:18.480 --> 00:11:20.480]  扣一個泥爬
[00:11:20.480 --> 00:11:22.480]  當它們向同一個方向走的時候
[00:11:22.480 --> 00:11:24.480]  就可以將那些泥
[00:11:24.480 --> 00:11:26.480]  即是那些地翻鬆
[00:11:26.480 --> 00:11:28.480]  就可以用來做耕種
[00:11:28.480 --> 00:11:30.480]  那時候的耕種就要這樣
[00:11:30.480 --> 00:11:32.480]  現在不用的
[00:11:32.480 --> 00:11:34.480]  按個按鈕有車就產起所有東西
[00:11:34.480 --> 00:11:36.480]  呃還有代表甚麼呢
[00:11:36.480 --> 00:11:38.480]  呃是代表一個工作的工具
[00:11:38.480 --> 00:11:40.480]  呃是代表
[00:11:40.480 --> 00:11:42.480]  你沒有那個呃其實你發不了力
[00:11:42.480 --> 00:11:46.480]  你隻牛多大力都好
[00:11:46.480 --> 00:11:48.480]  你沒有那個呃你是做不到東西的
[00:11:48.480 --> 00:11:50.480]  第三
[00:11:50.480 --> 00:11:52.480]  呃代表一個方向
[00:11:52.480 --> 00:11:54.480]  你想一下
[00:11:54.480 --> 00:11:56.480]  兩隻牛若果一循不同的方向
[00:11:56.480 --> 00:11:58.480]  你幻想下如果另一隻牛
[00:11:58.480 --> 00:12:00.480]  是另一個方向綁住那個呃
[00:12:00.480 --> 00:12:02.480]  你猜會怎樣
[00:12:02.480 --> 00:12:04.480]  會不停轉圈你明不明
[00:12:04.480 --> 00:12:06.480]  即是如果兩隻牛一路向前行的時候
[00:12:06.480 --> 00:12:08.480]  就會停停轉這樣
[00:12:08.480 --> 00:12:10.480]  我們一定要同方向
[00:12:10.480 --> 00:12:12.480]  同速度一齊發力
[00:12:12.480 --> 00:12:14.480]  才可以有個工作
[00:12:14.480 --> 00:12:16.480]  出來
[00:12:16.480 --> 00:12:18.480]  最後呃其實是代表
[00:12:18.480 --> 00:12:20.480]  核制
[00:12:20.480 --> 00:12:22.480]  上個禮拜講過
[00:12:22.480 --> 00:12:24.480]  舊約好多時用律法
[00:12:24.480 --> 00:12:26.480]  用律法形容
[00:12:26.480 --> 00:12:28.480]  律法是一個呃
[00:12:28.480 --> 00:12:30.480]  就是管制我們的日常生活
[00:12:30.480 --> 00:12:32.480]  你有一個呃就不是
[00:12:32.480 --> 00:12:34.480]  你想去邊就去邊
[00:12:34.480 --> 00:12:36.480]  你要跟那個呃的方向
[00:12:36.480 --> 00:12:38.480]  那個呃是這樣擺了
[00:12:38.480 --> 00:12:40.480]  你退後是不會動的
[00:12:40.480 --> 00:12:42.480]  你唯有跟住那個方向
[00:12:42.480 --> 00:12:44.480]  好多人對耶穌的呃
[00:12:44.480 --> 00:12:46.480]  有兩個看法
[00:12:46.480 --> 00:12:48.480]  我不知道你覺不覺得
[00:12:48.480 --> 00:12:50.480]  是這兩個看法
[00:12:50.480 --> 00:12:52.480]  或者我講多一句
[00:12:52.480 --> 00:12:54.480]  什麼叫負耶穌的呃
[00:12:54.480 --> 00:12:56.480]  就是完成
[00:12:56.480 --> 00:12:58.480]  上帝給你的
[00:12:58.480 --> 00:13:00.480]  使命
[00:13:00.480 --> 00:13:02.480]  完成上帝給你的呼召
[00:13:02.480 --> 00:13:04.480]  好多人對上帝的呼召
[00:13:04.480 --> 00:13:06.480]  以上這兩個的看法
[00:13:06.480 --> 00:13:08.480]  第一好辛苦
[00:13:08.480 --> 00:13:10.480]  第二不想做
[00:13:10.480 --> 00:13:12.480]  有沒有這個感覺
[00:13:12.480 --> 00:13:14.480]  上帝叫我做肯定好辛苦
[00:13:14.480 --> 00:13:16.480]  你看下傳道人
[00:13:16.480 --> 00:13:20.480]  上帝叫我做
[00:13:20.480 --> 00:13:22.480]  肯定是我不想做
[00:13:22.480 --> 00:13:24.480]  我們想做上帝就不用叫我們做
[00:13:24.480 --> 00:13:26.480]  是不是可能你有這兩個想法
[00:13:26.480 --> 00:13:28.480]  好想講給你聽
[00:13:28.480 --> 00:13:30.480]  好辛苦是真的
[00:13:30.480 --> 00:13:32.480]  是真的
[00:13:32.480 --> 00:13:34.480]  呃
[00:13:34.480 --> 00:13:36.480]  任何東西都好辛苦
[00:13:36.480 --> 00:13:38.480]  任何工作
[00:13:38.480 --> 00:13:40.480]  甚至乎你享受的工作
[00:13:40.480 --> 00:13:42.480]  你都做得好辛苦
[00:13:42.480 --> 00:13:44.480]  Jacky 行過偽行者
[00:13:44.480 --> 00:13:46.480]  你是不是有人用槍逼你行
[00:13:46.480 --> 00:13:48.480]  都不算
[00:13:48.480 --> 00:13:50.480]  你很開心
[00:13:50.480 --> 00:13:52.480]  我看你Facebook的相
[00:13:52.480 --> 00:13:54.480]  但他跟我說
[00:13:54.480 --> 00:13:56.480]  他跑完馬拉松
[00:13:56.480 --> 00:13:58.480]  他說沒什麼比偽行者辛苦
[00:13:58.480 --> 00:14:00.480]  好辛苦
[00:14:00.480 --> 00:14:02.480]  但你很滿足
[00:14:02.480 --> 00:14:04.480]  有些人很喜歡打機
[00:14:04.480 --> 00:14:06.480]  三日五日不食不睡
[00:14:06.480 --> 00:14:08.480]  朝六晚
[00:14:08.480 --> 00:14:10.480]  對不起
[00:14:10.480 --> 00:14:12.480]  是晚六朝七這樣打的
[00:14:12.480 --> 00:14:14.480]  通常是晚上打機比較厲害
[00:14:14.480 --> 00:14:16.480]  我見那些人是這樣的
[00:14:16.480 --> 00:14:18.480]  都不喜歡白天不打機
[00:14:18.480 --> 00:14:20.480]  是白天睡覺晚上才打機
[00:14:20.480 --> 00:14:22.480]  你想下你三日不食不睡
[00:14:22.480 --> 00:14:24.480]  通宵這樣打
[00:14:24.480 --> 00:14:26.480]  打爆機
[00:14:26.480 --> 00:14:28.480]  你很滿足的
[00:14:28.480 --> 00:14:30.480]  其實是辛苦的
[00:14:30.480 --> 00:14:32.480]  一分鐘是慎虧的
[00:14:32.480 --> 00:14:34.480]  因為你打機不能上廁所
[00:14:34.480 --> 00:14:36.480]  很緊張的時候
[00:14:36.480 --> 00:14:38.480]  後面那個Tommy
[00:14:38.480 --> 00:14:42.480]  但第二個感覺
[00:14:42.480 --> 00:14:44.480]  通常上帝
[00:14:44.480 --> 00:14:46.480]  耶穌的騙子
[00:14:46.480 --> 00:14:48.480]  是我們不想做的
[00:14:48.480 --> 00:14:50.480]  這個不對
[00:14:50.480 --> 00:14:52.480]  這個不對
[00:14:52.480 --> 00:14:54.480]  很多人就想
[00:14:54.480 --> 00:14:56.480]  上帝的騙子是什麼呢
[00:14:56.480 --> 00:14:58.480]  宣教
[00:14:58.480 --> 00:15:00.480]  通常一想宣教
[00:15:00.480 --> 00:15:02.480]  一想起耶穌呼召
[00:15:02.480 --> 00:15:04.480]  不知為什麼一定是去非洲宣教
[00:15:04.480 --> 00:15:06.480]  這些才叫上帝的呼召
[00:15:06.480 --> 00:15:08.480]  或者進教會
[00:15:08.480 --> 00:15:10.480]  做到三更半夜
[00:15:10.480 --> 00:15:12.480]  那些才是呼召
[00:15:12.480 --> 00:15:14.480]  但我很想告訴你
[00:15:14.480 --> 00:15:16.480]  在我們認識那麼多宣教士
[00:15:16.480 --> 00:15:18.480]  很多宣教士會定期回香港述職
[00:15:18.480 --> 00:15:20.480]  可能他去了兩年
[00:15:20.480 --> 00:15:22.480]  三年
[00:15:22.480 --> 00:15:24.480]  有三個月休假
[00:15:24.480 --> 00:15:26.480]  報告給警察會
[00:15:26.480 --> 00:15:28.480]  通常
[00:15:28.480 --> 00:15:30.480]  那些宣教士
[00:15:30.480 --> 00:15:32.480]  都會說一句
[00:15:32.480 --> 00:15:34.480]  我什麼時候可以回去
[00:15:34.480 --> 00:15:36.480]  我宣教的工場
[00:15:36.480 --> 00:15:38.480]  我喜歡在我的宣教工場
[00:15:38.480 --> 00:15:40.480]  多過
[00:15:40.480 --> 00:15:42.480]  在我自己土生土長的地方
[00:15:42.480 --> 00:15:46.480]  有沒有聽過這些故事
[00:15:46.480 --> 00:15:48.480]  所以我很想告訴你
[00:15:48.480 --> 00:15:50.480]  其實上帝的騙子
[00:15:50.480 --> 00:15:52.480]  耶穌的騙子是辛苦
[00:15:52.480 --> 00:15:54.480]  不是你不想做
[00:15:54.480 --> 00:15:56.480]  不是你不想做
[00:15:56.480 --> 00:16:00.480]  根據這個自我差距的理論
[00:16:00.480 --> 00:16:02.480]  我有一個修正
[00:16:02.480 --> 00:16:04.480]  我加的
[00:16:04.480 --> 00:16:06.480]  那個沒有的
[00:16:06.480 --> 00:16:08.480]  加了一個Self
[00:16:08.480 --> 00:16:10.480]  這個是被召的我
[00:16:10.480 --> 00:16:12.480]  Called Self
[00:16:12.480 --> 00:16:14.480]  根據我自己
[00:16:14.480 --> 00:16:16.480]  不緊密的研究
[00:16:16.480 --> 00:16:18.480]  上帝
[00:16:18.480 --> 00:16:20.480]  Call你那個Self
[00:16:20.480 --> 00:16:22.480]  和你的Actual Self
[00:16:22.480 --> 00:16:24.480]  一定很近
[00:16:24.480 --> 00:16:26.480]  一定很近
[00:16:26.480 --> 00:16:28.480]  未必完全
[00:16:28.480 --> 00:16:30.480]  但一定很近
[00:16:30.480 --> 00:16:32.480]  什麼意思呢
[00:16:32.480 --> 00:16:34.480]  我們相信創造
[00:16:34.480 --> 00:16:36.480]  我們又相信上帝給我們一個名字
[00:16:36.480 --> 00:16:38.480]  你必然需要
[00:16:38.480 --> 00:16:40.480]  明白就是上帝
[00:16:40.480 --> 00:16:42.480]  不會叫我們
[00:16:42.480 --> 00:16:44.480]  去做一樣
[00:16:44.480 --> 00:16:46.480]  不是創造我們變成的
[00:16:46.480 --> 00:16:48.480]  我還是說回英文
