
[00:00:00.000 --> 00:00:02.000]  今天我要講的題目是
[00:02:23.000 --> 00:02:26.000]  在這個土上下功夫這樣
[00:02:26.000 --> 00:02:28.000]  然後把它鬆土
[00:02:28.000 --> 00:02:29.000]  然後澆水
[00:02:29.000 --> 00:02:32.000]  然後要把這個種子撒上去這樣
[00:02:32.000 --> 00:02:34.000]  這個人我相信他種的東西
[00:02:34.000 --> 00:02:37.000]  一定長得非常的好這樣
[00:02:37.000 --> 00:02:39.000]  那平常我們在家裡
[00:02:39.000 --> 00:02:41.000]  有時候我們就買一些土
[00:02:41.000 --> 00:02:45.000]  然後一個種子種子這樣種下去
[00:02:45.000 --> 00:02:46.000]  你看這個土也是
[00:02:46.000 --> 00:02:49.000]  看起來是非常好的土這樣
[00:02:49.000 --> 00:02:52.000]  那平常我們在四月五月
[00:02:52.000 --> 00:02:55.000]  我們會去買這個Tomato來種這樣
[00:02:55.000 --> 00:02:57.000]  那其實他們都是在這個時候
[00:02:57.000 --> 00:02:59.000]  就已經種下去了這樣
[00:02:59.000 --> 00:03:00.000]  那種下去以後
[00:03:00.000 --> 00:03:01.000]  在溫室裡面
[00:03:01.000 --> 00:03:04.000]  等到四月五月
[00:03:04.000 --> 00:03:06.000]  就長了大概一寸左右這樣
[00:03:06.000 --> 00:03:07.000]  我們可以去買
[00:03:07.000 --> 00:03:08.000]  我真是覺得
[00:03:08.000 --> 00:03:10.000]  這個放這一顆種子的人
[00:03:10.000 --> 00:03:12.000]  真是要很有信心這樣
[00:03:12.000 --> 00:03:14.000]  因為種子放下去以後
[00:03:14.000 --> 00:03:18.000]  它到底能不能慢慢的長起來這樣
[00:03:18.000 --> 00:03:20.000]  你知道我是住在Davis
[00:03:20.000 --> 00:03:23.000]  我們很多UC Davis的這些學農的
[00:03:23.000 --> 00:03:25.000]  有一天我去有一個朋友家
[00:03:25.000 --> 00:03:28.000]  他就現在就把這個種子種下去
[00:03:28.000 --> 00:03:29.000]  但種在外面
[00:03:29.000 --> 00:03:30.000]  這個天氣太冷
[00:03:30.000 --> 00:03:31.000]  它也不能長
[00:03:31.000 --> 00:03:33.000]  但是它這個盤子底下
[00:03:33.000 --> 00:03:35.000]  有一個heat pad這樣
[00:03:35.000 --> 00:03:37.000]  有個熱墊熱濕這樣
[00:03:37.000 --> 00:03:39.000]  所以慢慢慢慢這個土的溫度
[00:03:39.000 --> 00:03:42.000]  這個種子就會長起來這樣
[00:03:42.000 --> 00:03:43.000]  這再有一個圖片
[00:03:43.000 --> 00:03:45.000]  這個人也在撒種這樣
[00:03:45.000 --> 00:03:46.000]  我想我們每一個基督徒
[00:03:46.000 --> 00:03:48.000]  我們都是撒種的人
[00:03:48.000 --> 00:03:49.000]  我們在今天的經文
[00:03:49.000 --> 00:03:52.000]  我想對我們相當有幫助這樣
[00:03:52.000 --> 00:03:54.000]  這個人也在撒種
[00:03:54.000 --> 00:03:56.000]  他也耕地了
[00:03:56.000 --> 00:03:57.000]  你又看到什麼
[00:03:57.000 --> 00:03:58.000]  背後有什麼
[00:03:58.000 --> 00:04:00.000]  有鳥又在準備來了這樣
[00:04:00.000 --> 00:04:02.000]  準備來了這樣
[00:04:02.000 --> 00:04:04.000]  有一次有人說
[00:04:04.000 --> 00:04:06.000]  牧師你要不要養雞啊
[00:04:06.000 --> 00:04:08.000]  我家有好幾隻雞
[00:04:08.000 --> 00:04:10.000]  我問他說你為什麼不養啊
[00:04:10.000 --> 00:04:12.000]  他說我爸爸媽媽從中國來
[00:04:12.000 --> 00:04:14.000]  要種菜這樣
[00:04:14.000 --> 00:04:16.000]  所以我種菜就不能養雞這樣
[00:04:16.000 --> 00:04:18.000]  因為雞就把菜全部吃掉了這樣
[00:04:18.000 --> 00:04:21.000]  所以這個種東西也不容易這樣
[00:04:21.000 --> 00:04:22.000]  那今天我們來看一下
[00:04:22.000 --> 00:04:25.000]  耶穌所說的這個撒種的比喻
[00:04:25.000 --> 00:04:31.000]  那在這裡有四種的這個結果這樣
[00:04:31.000 --> 00:04:33.000]  第一種就撒在這個路旁
[00:04:33.000 --> 00:04:35.000]  撒在這個parking lot
[00:04:35.000 --> 00:04:37.000]  撒在這個柏油路上
[00:04:37.000 --> 00:04:38.000]  一撒呢
[00:04:38.000 --> 00:04:41.000]  飛鳥就馬上來吃了這樣
[00:04:41.000 --> 00:04:44.000]  第二種是撒在這個土比較淺的地方
[00:04:44.000 --> 00:04:45.000]  土淺的地方
[00:04:45.000 --> 00:04:47.000]  它可能吸收這個陽光很快
[00:04:47.000 --> 00:04:48.000]  所以就很熱
[00:04:48.000 --> 00:04:49.000]  一下子就發癢
[00:04:49.000 --> 00:04:52.000]  但是它這個土很淺
[00:04:52.000 --> 00:04:53.000]  就沒有這個根
[00:04:53.000 --> 00:04:55.000]  所以它等到太陽一曬
[00:04:55.000 --> 00:05:01.000]  馬上就乾掉了這樣
[00:05:01.000 --> 00:05:03.000]  這個鳥很喜歡吃種子
[00:05:03.000 --> 00:05:05.000]  你看這個blue jay
[00:05:05.000 --> 00:05:07.000]  blue jay很厲害的
[00:05:07.000 --> 00:05:08.000]  我不曉得你們家後院
[00:05:08.000 --> 00:05:10.000]  我們家後院有時候這個blue jay就來
[00:05:10.000 --> 00:05:12.000]  哇準備了有什麼東西可以吃
[00:05:12.000 --> 00:05:13.000]  這blue jay很兇的喔
[00:05:13.000 --> 00:05:15.000]  很兇的
[00:05:15.000 --> 00:05:18.000]  旁邊另外一邊有一隻鳥
[00:05:18.000 --> 00:05:19.000]  我看到這個鳥的時候
[00:05:19.000 --> 00:05:21.000]  這個圖片的時候就看到
[00:05:21.000 --> 00:05:25.000]  你注意到這個鳥的哪一個地方
[00:05:25.000 --> 00:05:26.000]  它的尾巴
[00:05:26.000 --> 00:05:28.000]  然後我看到那眼睛
[00:05:28.000 --> 00:05:31.000]  哇準備要吃這個種子這樣
[00:05:31.000 --> 00:05:35.000]  所以我們有步道會要來了
[00:05:35.000 --> 00:05:37.000]  我們也在撒種對不對
[00:05:37.000 --> 00:05:40.000]  看看我們這個撒的種子
[00:05:40.000 --> 00:05:43.000]  這個鳥也會來吃這樣
[00:05:43.000 --> 00:05:45.000]  第二種第三種是
[00:05:45.000 --> 00:05:48.000]  第二種是撒在這個土淺的地方
[00:05:48.000 --> 00:05:50.000]  還有一下子這個鳥就長出來
[00:05:50.000 --> 00:05:53.000]  一下陽光一曬就枯乾了這樣
[00:05:53.000 --> 00:05:57.000]  那我不曉得在你們這裡
[00:05:57.000 --> 00:06:00.000]  在Davis的土好像是黏土
[00:06:00.000 --> 00:06:01.000]  所以這個黏土
[00:06:01.000 --> 00:06:04.000]  這個種東西很難種了這樣
[00:06:04.000 --> 00:06:07.000]  那澆水也很難澆下去了這樣
[00:06:07.000 --> 00:06:10.000]  所以假如有種什麼這個tomato
[00:06:10.000 --> 00:06:12.000]  種什麼果樹的話
[00:06:12.000 --> 00:06:14.000]  那你這個土這個黏土
[00:06:14.000 --> 00:06:16.000]  我相信Sacramento這個差不多
[00:06:16.000 --> 00:06:18.000]  這個土這麼硬
[00:06:18.000 --> 00:06:21.000]  所以這個根就很難去成長這樣
[00:06:21.000 --> 00:06:23.000]  所以在種的時候
[00:06:23.000 --> 00:06:24.000]  你不然在種蔬菜
[00:06:24.000 --> 00:06:25.000]  種這個tomato
[00:06:25.000 --> 00:06:26.000]  種果樹的時候
[00:06:26.000 --> 00:06:28.000]  有一次我去這個UC Davis
[00:06:28.000 --> 00:06:30.000]  這個Master Garden的時候
[00:06:30.000 --> 00:06:33.000]  他就教怎麼種這個tomato這樣
[00:06:33.000 --> 00:06:35.000]  他說你把這個土挖起來對不對
[00:06:35.000 --> 00:06:36.000]  挖起來
[00:06:36.000 --> 00:06:38.000]  就摻一些compost這樣
[00:06:38.000 --> 00:06:39.000]  compost
[00:06:39.000 --> 00:06:41.000]  就跟這個原來的土混起來以後
[00:06:41.000 --> 00:06:43.000]  這個土就比較鬆了
[00:06:43.000 --> 00:06:45.000]  所以這個根就能夠長
[00:06:45.000 --> 00:06:47.000]  然後水就能夠吸進去這樣
[00:06:47.000 --> 00:06:50.000]  一聽看起來就很有道理這樣
[00:06:50.000 --> 00:06:52.000]  以後就變成專家了這樣
[00:06:52.000 --> 00:06:55.000]  那假如說你們沒有種過的話
[00:06:55.000 --> 00:06:56.000]  種一點的話
[00:06:56.000 --> 00:07:01.000]  你就更明白主耶穌聖經所說的這個道理
[00:07:01.000 --> 00:07:05.000]  那第三種是灑在這個荊棘裡面
[00:07:05.000 --> 00:07:07.000]  灑在荊棘裡面
[00:07:07.000 --> 00:07:10.000]  那個養分就會被這個荊棘所吸收
[00:07:10.000 --> 00:07:12.000]  然後浸蒸把它壓住
[00:07:12.000 --> 00:07:13.000]  就長不起來了這樣
[00:07:13.000 --> 00:07:14.000]  那不能結果
[00:07:14.000 --> 00:07:17.000]  最後就長在這個豪土了
[00:07:17.000 --> 00:07:21.000]  就結出30倍、60倍、100倍這樣
[00:07:21.000 --> 00:07:24.000]  那這是長在荊棘裡面一看
[00:07:24.000 --> 00:07:26.000]  這個就長不起來
[00:07:26.000 --> 00:07:28.000]  被壓住了這樣
[00:07:28.000 --> 00:07:32.000]  那這個養分都被搶走了
[00:07:32.000 --> 00:07:35.000]  最後呢就長在這個豪土了
[00:07:35.000 --> 00:07:39.000]  哎呀結出30倍、60倍、100倍
[00:07:39.000 --> 00:07:43.000]  有一次我去拜訪教會一個會友這樣
[00:07:43.000 --> 00:07:46.000]  那這個會友以前是在農學院裡面
[00:07:46.000 --> 00:07:48.000]  當院長在中國的時候這樣
[00:07:48.000 --> 00:07:51.000]  我看他種的蔬菜怎麼都種這麼大
[00:07:51.000 --> 00:07:53.000]  長得這麼好啊
[00:07:53.000 --> 00:07:56.000]  那我就想跟他請教一下
[00:07:56.000 --> 00:07:59.000]  這個張老師你這個種的東西
[00:07:59.000 --> 00:08:00.000]  怎麼種得這麼好
[00:08:00.000 --> 00:08:02.000]  有沒有什麼秘訣這樣
[00:08:02.000 --> 00:08:04.000]  他是院長講一句話
[00:08:04.000 --> 00:08:07.000]  他說這個土要下功夫
[00:08:07.000 --> 00:08:09.000]  這個土要下功夫
[00:08:09.000 --> 00:08:12.000]  所以我深深的記得這樣
[00:08:12.000 --> 00:08:14.000]  你看這個土好的話
[00:08:14.000 --> 00:08:17.000]  所以就長得更好這樣
[00:08:17.000 --> 00:08:21.000]  在UC Davis常常有這些牛糞
[00:08:21.000 --> 00:08:23.000]  我們就去拿這樣
[00:08:23.000 --> 00:08:24.000]  教會的人就去拿
[00:08:24.000 --> 00:08:25.000]  雖然是很臭
[00:08:25.000 --> 00:08:29.000]  但是沒想到這個牛糞加在這個土裡面
[00:08:29.000 --> 00:08:31.000]  就供給這個養分這樣
[00:08:31.000 --> 00:08:34.000]  再加一些Compost什麼肥料
[00:08:34.000 --> 00:08:36.000]  這個土質就改變
[00:08:36.000 --> 00:08:40.000]  種下去的東西就能夠成長
[00:08:40.000 --> 00:08:43.000]  你們知道這是什麼樣的果子嗎
[00:08:43.000 --> 00:08:44.000]  南瓜
[00:08:44.000 --> 00:08:46.000]  哎呦你們都很清楚
[00:08:46.000 --> 00:08:49.000]  這個Pumpkin Seed
[00:08:49.000 --> 00:08:53.000]  你們知道這是什麼果子嗎
[00:08:53.000 --> 00:08:56.000]  這是我們吃的水稻
[00:08:56.000 --> 00:08:57.000]  我們常常吃米
[00:08:57.000 --> 00:09:01.000]  但是很少看到這個水稻的這個
[00:09:01.000 --> 00:09:04.000]  所以種得好的話
[00:09:04.000 --> 00:09:06.000]  就會結出30倍
[00:09:06.000 --> 00:09:08.000]  100倍出來這樣
[00:09:08.000 --> 00:09:12.000]  這個比喻
[00:09:12.000 --> 00:09:15.000]  聽起來很簡單
[00:09:15.000 --> 00:09:18.000]  其實耶穌是在借著這個Physical
[00:09:18.000 --> 00:09:19.000]  這個我們看得見了
[00:09:19.000 --> 00:09:22.000]  就是從這個自然界的這些景象
[00:09:22.000 --> 00:09:24.000]  來教導我們一些很深的
[00:09:24.000 --> 00:09:27.000]  很深的屬靈的這個道理這樣
[00:09:27.000 --> 00:09:29.000]  那從這個自然界
[00:09:29.000 --> 00:09:30.000]  從生活的當中
[00:09:30.000 --> 00:09:34.000]  我們看到這個種子種下去
[00:09:34.000 --> 00:09:35.000]  怎麼長出來
[00:09:35.000 --> 00:09:37.000]  怎麼這個又長不出來這樣
[00:09:37.000 --> 00:09:39.000]  但是主耶穌借著這個故事
[00:09:39.000 --> 00:09:41.000]  這個故事我們都很熟
[00:09:41.000 --> 00:09:43.000]  但是其實我們再仔細看的時候
[00:09:43.000 --> 00:09:45.000]  這個故事主耶穌說
[00:09:45.000 --> 00:09:48.000]  這是神國的奧秘
[00:09:48.000 --> 00:09:50.000]  一個這個奧秘
[00:09:50.000 --> 00:09:52.000]  這個奧秘就借著這個自然界
[00:09:52.000 --> 00:09:54.000]  這麼簡單的這個比喻
[00:09:54.000 --> 00:09:56.000]  把它要闡明出來這樣
[00:09:56.000 --> 00:09:58.000]  所以弟兄姊妹我們今天在這個時候
[00:09:58.000 --> 00:10:01.000]  再仔細的看一下主耶穌所說的
[00:10:01.000 --> 00:10:03.000]  這些屬靈的這個奧秘
[00:10:03.000 --> 00:10:05.000]  要怎麼彰顯出來
[00:10:05.000 --> 00:10:06.000]  帶給我們弟兄姊妹
[00:10:06.000 --> 00:10:08.000]  在我們今年當中
[00:10:08.000 --> 00:10:12.000]  我們就能夠長出這個美好的果子
[00:10:12.000 --> 00:10:14.000]  來榮耀神
[00:10:14.000 --> 00:10:17.000]  那耶穌就繼續講下去
[00:10:17.000 --> 00:10:20.000]  這個門徒們聽了這個故事
[00:10:20.000 --> 00:10:22.000]  很多人聽了這個故事
[00:10:22.000 --> 00:10:24.000]  聽起來是很簡單
[00:10:24.000 --> 00:10:27.000]  又是很這個生活化這樣
[00:10:27.000 --> 00:10:30.000]  但是耶穌要闡明一個很重要的
[00:10:30.000 --> 00:10:32.000]  這個神國的道理的時候
[00:10:32.000 --> 00:10:34.000]  神國的奧秘的時候
[00:10:34.000 --> 00:10:36.000]  這個時候門徒就來問
[00:10:36.000 --> 00:10:38.000]  主耶穌你講這個比喻
[00:10:38.000 --> 00:10:40.000]  有什麼樣的意思呢
[00:10:40.000 --> 00:10:42.000]  主耶穌就說神國的奧秘
[00:10:42.000 --> 00:10:44.000]  只讓你們知道這樣
[00:10:44.000 --> 00:10:47.000]  叫他們看是看見卻不曉得
[00:10:47.000 --> 00:10:49.000]  聽是聽見卻不明白
[00:10:49.000 --> 00:10:52.000]  恐怕他們就迴轉過來
[00:10:52.000 --> 00:10:54.000]  就得赦免
[00:10:54.000 --> 00:10:57.000]  很多解經家說這一段的經文
[00:10:57.000 --> 00:10:58.000]  這一段的經文
[00:10:58.000 --> 00:11:01.000]  是新約裡面所有的經文
[00:11:01.000 --> 00:11:03.000]  非常難解釋的經文的
[00:11:03.000 --> 00:11:05.000]  其中的一段
[00:11:05.000 --> 00:11:07.000]  神愛世人
[00:11:07.000 --> 00:11:09.000]  甚至將他們的獨生子賜給他們
[00:11:09.000 --> 00:11:11.000]  叫一切信他的不知滅亡
[00:11:11.000 --> 00:11:12.000]  反得永生
[00:11:12.000 --> 00:11:14.000]  神要每一個人都得救
[00:11:14.000 --> 00:11:15.000]  為什麼
[00:11:15.000 --> 00:11:19.000]  好像說怕把這個福音講得太明白
[00:11:19.000 --> 00:11:21.000]  他們迴轉過來
[00:11:21.000 --> 00:11:23.000]  就得造赦免
[00:11:23.000 --> 00:11:25.000]  是不是主耶穌怕他們
[00:11:25.000 --> 00:11:26.000]  信主
[00:11:26.000 --> 00:11:28.000]  怕他們迴轉過來
[00:11:28.000 --> 00:11:30.000]  我想其實不是
[00:11:30.000 --> 00:11:34.000]  因為當時的這些法利賽的猶太人
[00:11:34.000 --> 00:11:38.000]  他們聽到了很多的福音
[00:11:38.000 --> 00:11:40.000]  看到很多的神蹟
[00:11:40.000 --> 00:11:43.000]  但是他們心裡卻非常的剛硬
[00:11:43.000 --> 00:11:45.000]  你知道什麼時候
[00:11:45.000 --> 00:11:47.000]  這些猶太人決定要殺耶穌
[00:11:47.000 --> 00:11:49.000]  當他們看到耶穌
[00:11:49.000 --> 00:11:51.000]  讓拉撒路從死裡復活
[00:11:51.000 --> 00:11:53.000]  從墳墓出來的時候
[00:11:53.000 --> 00:11:55.000]  他們看到耶穌的這樣大的神蹟
[00:11:55.000 --> 00:11:57.000]  他們的心裡剛硬
[00:11:57.000 --> 00:11:58.000]  他們眼睛雖然看見
[00:11:58.000 --> 00:12:00.000]  但是卻看不見
[00:12:00.000 --> 00:12:02.000]  聽到卻聽不見
[00:12:02.000 --> 00:12:03.000]  因為他們的心裡
[00:12:03.000 --> 00:12:05.000]  好像一個石頭一樣
[00:12:05.000 --> 00:12:08.000]  所以主耶穌就用另外的方式
[00:12:08.000 --> 00:12:10.000]  不是說怕他們迴轉
[00:12:10.000 --> 00:12:12.000]  主耶穌講了這段話
[00:12:12.000 --> 00:12:13.000]  正是應驗了
[00:12:13.000 --> 00:12:17.000]  以賽亞書第六章八到十六節
[00:12:17.000 --> 00:12:22.000]  神呼召以賽亞出來為他傳福音
[00:12:22.000 --> 00:12:26.000]  主耶穌說
[00:12:26.000 --> 00:12:30.000]  神說我聽見主的聲音
[00:12:30.000 --> 00:12:32.000]  我可以拆遷誰呢
[00:12:32.000 --> 00:12:34.000]  誰肯為我們去呢
[00:12:34.000 --> 00:12:38.000]  我說我在這裡請拆遷我
[00:12:38.000 --> 00:12:42.000]  當神看到地上的工廠這麼大的時候
[00:12:42.000 --> 00:12:45.000]  他需要呼召他的人主去傳福音的時候
[00:12:45.000 --> 00:12:47.000]  但是好像沒有人願意去
[00:12:47.000 --> 00:12:49.000]  但是這個時候以賽亞說
[00:12:49.000 --> 00:12:51.000]  主啊我在這裡我願意講
[00:12:51.000 --> 00:12:53.000]  但是神給他一個使命
[00:12:53.000 --> 00:12:55.000]  他說你去的時候
[00:12:55.000 --> 00:12:58.000]  你去告訴百姓的時候
[00:12:58.000 --> 00:13:00.000]  你們是要聽見卻不明白
[00:13:00.000 --> 00:13:02.000]  看是要看見卻不曉得
[00:13:02.000 --> 00:13:07.000]  要使這百姓心門只由耳朵發承
[00:13:07.000 --> 00:13:09.000]  眼睛昏迷恐怕
[00:13:09.000 --> 00:13:11.000]  眼睛看見耳朵聽見
[00:13:11.000 --> 00:13:15.000]  心裡明白回轉過來變得一致
[00:13:15.000 --> 00:13:19.000]  那個時候以色列百姓聽到
[00:13:19.000 --> 00:13:24.000]  以賽亞的訊息呼籲的時候
[00:13:24.000 --> 00:13:26.000]  他們還是不願意回轉
[00:13:26.000 --> 00:13:29.000]  更加的印證了神的話語
[00:13:29.000 --> 00:13:33.000]  所以主耶穌是引用了以賽亞書的這一段經文
[00:13:33.000 --> 00:13:36.000]  弟兄姊妹這個經文給我們一個啟示
[00:13:36.000 --> 00:13:38.000]  我們奉神拆遷
[00:13:38.000 --> 00:13:42.000]  我們每一個基督徒都應該把福音傳開
[00:13:42.000 --> 00:13:46.000]  大使命你們要去使萬人做我的門徒
[00:13:46.000 --> 00:13:49.000]  教訓他們我教訓你們的一切
[00:13:49.000 --> 00:13:51.000]  讓他們遵守我就與你們同在
[00:13:51.000 --> 00:13:53.000]  直到世界的末日
[00:13:53.000 --> 00:13:54.000]  這是神給我們的使命
[00:13:54.000 --> 00:13:56.000]  每一個基督徒都應該去做
[00:13:56.000 --> 00:13:59.000]  我們被神所呼召帶領
[00:13:59.000 --> 00:14:02.000]  但是很重要的
[00:14:02.000 --> 00:14:05.000]  有一些人可能會拒絕
[00:14:05.000 --> 00:14:09.000]  有一些人可能聽了不明白
[00:14:09.000 --> 00:14:12.000]  看了好像沒看見一樣
[00:14:12.000 --> 00:14:14.000]  但是我們的責任是什麼
[00:14:14.000 --> 00:14:16.000]  我們要去傳
[00:14:16.000 --> 00:14:17.000]  我們就像以賽亞一樣
[00:14:17.000 --> 00:14:20.000]  主啊我在這裡求你拆遷我
[00:14:20.000 --> 00:14:21.000]  拆遷我們的時候
[00:14:21.000 --> 00:14:24.000]  我們奉主的使命去做
[00:14:24.000 --> 00:14:26.000]  但是我相信這個故事
[00:14:26.000 --> 00:14:28.000]  接下來主耶穌在講的這個故事
[00:14:28.000 --> 00:14:30.000]  也幫助這個門徒們
[00:14:30.000 --> 00:14:32.000]  第一個幫助他們
[00:14:32.000 --> 00:14:34.000]  他們以後要去傳福音的時候
[00:14:34.000 --> 00:14:37.000]  他們怎麼樣把這個種子撒下去
[00:14:37.000 --> 00:14:39.000]  讓這個種子能夠發芽
[00:14:39.000 --> 00:14:40.000]  結果這樣
[00:14:40.000 --> 00:14:41.000]  還有第二個
[00:14:41.000 --> 00:14:44.000]  就是他們接受了這個種子以後
[00:14:44.000 --> 00:14:45.000]  福音到了以後
[00:14:45.000 --> 00:14:48.000]  他們怎麼樣讓這個種子
[00:14:48.000 --> 00:14:52.000]  在他們自己的生命當中成長
[00:14:52.000 --> 00:14:54.000]  能夠長出三十倍
[00:14:54.000 --> 00:14:55.000]  六十倍
[00:14:55.000 --> 00:14:56.000]  一百倍
[00:14:56.000 --> 00:14:58.000]  相同的也在我們基督徒的身上
[00:14:58.000 --> 00:15:01.000]  這個比喻我相信有兩方面
[00:15:01.000 --> 00:15:05.000]  一方面教導我們怎麼去傳福音
[00:15:05.000 --> 00:15:07.000]  第二方面教導我們
[00:15:07.000 --> 00:15:10.000]  在什麼事情上我們要小心謹慎
[00:15:10.000 --> 00:15:12.000]  因而我們就能夠結出
[00:15:12.000 --> 00:15:15.000]  一百倍的種子出來
[00:15:15.000 --> 00:15:17.000]  主耶穌就跟門徒們解釋
[00:15:17.000 --> 00:15:18.000]  他說這個種子
[00:15:18.000 --> 00:15:20.000]  種子就是神的道
[00:15:20.000 --> 00:15:22.000]  神的話
[00:15:22.000 --> 00:15:23.000]  那這個
[00:15:23.000 --> 00:15:25.000]  The Word of God
[00:15:25.000 --> 00:15:29.000]  那這個道在聖經裡面有三種的解釋
[00:15:29.000 --> 00:15:31.000]  一個就是福音
[00:15:31.000 --> 00:15:33.000]  聖經的這個真理
[00:15:33.000 --> 00:15:35.000]  所以這個福音一傳開
[00:15:35.000 --> 00:15:38.000]  這就是把神的道傳開
[00:15:38.000 --> 00:15:41.000]  第二個道就是聖經
[00:15:41.000 --> 00:15:43.000]  這個聖經都是神的話
[00:15:43.000 --> 00:15:46.000]  整本聖經都是神所默示的
[00:15:46.000 --> 00:15:48.000]  就是神在講話
[00:15:48.000 --> 00:15:50.000]  神在吹氣
[00:15:50.000 --> 00:15:52.000]  讓我們能夠幫助我們
[00:15:52.000 --> 00:15:53.000]  使我們
[00:15:53.000 --> 00:15:54.000]  糾正我們
[00:15:54.000 --> 00:15:55.000]  指責我們
[00:15:55.000 --> 00:15:56.000]  改正我們
[00:15:56.000 --> 00:15:57.000]  教導我們
[00:15:57.000 --> 00:15:59.000]  讓我們能夠學習
[00:15:59.000 --> 00:16:00.000]  預備怎麼樣
[00:16:00.000 --> 00:16:03.000]  行各樣的善事
[00:16:03.000 --> 00:16:05.000]  Every good work
[00:16:05.000 --> 00:16:07.000]  這本聖經能讓我們行出
[00:16:07.000 --> 00:16:11.000]  每一件神所喜悅好的事情
[00:16:11.000 --> 00:16:13.000]  第三個是神的
[00:16:13.000 --> 00:16:14.000]  主耶穌記住
[00:16:14.000 --> 00:16:15.000]  道
[00:16:15.000 --> 00:16:16.000]  道成了肉身
[00:16:16.000 --> 00:16:17.000]  住在我們當中
[00:16:17.000 --> 00:16:19.000]  豐豐滿滿的有恩典
[00:16:19.000 --> 00:16:22.000]  有真理
[00:16:22.000 --> 00:16:24.000]  這個神的道是活潑的
