
[00:00:00.000 --> 00:00:02.360]  各位姐妹平安,一齊讀聖經
[00:02:11.200 --> 00:02:17.120]  「在以利米納的親族中有一個人名叫波亞斯」
[00:02:17.120 --> 00:02:20.800]  我用紅字吸引你的眼睛
[00:02:21.360 --> 00:02:22.160]  「波亞斯」
[00:02:22.160 --> 00:02:23.160]  「波爾斯」
[00:02:23.160 --> 00:02:24.160]  「波爾斯」
[00:02:24.160 --> 00:02:26.840]  「波爾斯」是快速的意思
[00:02:26.840 --> 00:02:27.560]  「波爾斯」
[00:02:27.560 --> 00:02:28.320]  快速
[00:02:28.320 --> 00:02:30.120]  是一個
[00:02:30.120 --> 00:02:32.040]  大財主
[00:02:32.040 --> 00:02:33.320]  就這樣看中文
[00:02:33.320 --> 00:02:35.320]  大財主
[00:02:35.320 --> 00:02:36.320]  很容易明白
[00:02:36.320 --> 00:02:37.400]  馬上入腦
[00:02:37.400 --> 00:02:38.720]  是一個大財主
[00:02:38.720 --> 00:02:42.200]  是一個大有錢人
[00:02:42.200 --> 00:02:45.080]  大財主
[00:02:45.080 --> 00:02:46.040]  是
[00:02:46.040 --> 00:02:47.280]  「Jibua」
[00:02:47.280 --> 00:02:48.320]  「Jibua」
[00:02:48.320 --> 00:02:49.720]  「Jibua」
[00:02:49.720 --> 00:02:53.040]  「Jibua」這個詞很多時仙經都出的
[00:02:53.040 --> 00:02:53.840]  「Jibua」
[00:02:53.840 --> 00:02:55.440]  「Jibua」
[00:02:55.440 --> 00:02:58.000]  「Jibua」是強壯強大
[00:02:58.000 --> 00:02:59.000]  這個人
[00:02:59.000 --> 00:03:01.680]  他長得很強壯很強大
[00:03:01.680 --> 00:03:03.720]  是一個大能的戰士
[00:03:03.720 --> 00:03:06.280]  很多時候都會說他是「Jibua」
[00:03:06.280 --> 00:03:09.160]  「Jibua」是強大強壯的意思
[00:03:09.160 --> 00:03:11.720]  是不是波亞斯很大隻呢?
[00:03:11.720 --> 00:03:12.040]  不是
[00:03:12.040 --> 00:03:13.960]  因為他是大財主
[00:03:13.960 --> 00:03:15.680]  財主
[00:03:15.680 --> 00:03:17.560]  是一個名詞
[00:03:17.560 --> 00:03:19.240]  但其實是兩個字
[00:03:20.520 --> 00:03:21.520]  「Kaio」
[00:03:21.520 --> 00:03:23.400]  「Kaio」是力量
[00:03:23.400 --> 00:03:26.040]  「Itish」
[00:03:26.040 --> 00:03:27.360]  「Itish」
[00:03:27.360 --> 00:03:29.560]  「Itish」是男人的意思
[00:03:29.560 --> 00:03:32.840]  是一個很強大的
[00:03:32.840 --> 00:03:35.000]  力量的男人
[00:03:35.000 --> 00:03:36.440]  就是說
[00:03:36.440 --> 00:03:37.480]  很大隻
[00:03:37.480 --> 00:03:38.560]  像哥利亞一樣
[00:03:38.560 --> 00:03:39.200]  不是
[00:03:39.200 --> 00:03:40.640]  其實是說他
[00:03:40.640 --> 00:03:42.040]  有錢
[00:03:42.040 --> 00:03:44.320]  就叫「財雄勢大」
[00:03:44.320 --> 00:03:45.160]  這個人
[00:03:45.160 --> 00:03:48.840]  很強很勁很有錢
[00:03:49.080 --> 00:03:50.000]  很有錢
[00:03:50.000 --> 00:03:52.480]  是顯示出他很有力量
[00:03:52.480 --> 00:03:53.960]  一說出來
[00:03:53.960 --> 00:03:55.200]  事情就會發生
[00:03:55.200 --> 00:03:57.880]  很能用
[00:03:57.880 --> 00:04:00.320]  「華德士」
[00:04:00.320 --> 00:04:02.480]  強壯力量的男人
[00:04:02.480 --> 00:04:05.240]  就叫大財主
[00:04:05.240 --> 00:04:08.640]  其實希伯來文的字是強壯力量的男人
[00:04:08.640 --> 00:04:12.080]  「摩訶女子路德」
[00:04:12.080 --> 00:04:13.720]  記不記得路德是什麼意思呢?
[00:04:13.720 --> 00:04:14.400]  路德呢
[00:04:14.400 --> 00:04:16.920]  路德這個字是友誼
[00:04:16.920 --> 00:04:18.120]  友誼
[00:04:18.760 --> 00:04:21.920]  「摩訶女子路德」對拿俄米說
[00:04:21.920 --> 00:04:24.560]  就是努力的路德
[00:04:24.560 --> 00:04:28.400]  他主動跟他的婆婆拿俄米說
[00:04:28.400 --> 00:04:30.720]  就是我要說他努力的第一點
[00:04:30.720 --> 00:04:34.320]  「容我往田間去
[00:04:34.320 --> 00:04:37.360]  拾取墨水」
[00:04:37.360 --> 00:04:40.800]  「容我往田間去拾取墨水」
[00:04:40.800 --> 00:04:43.200]  「容我往田間去
[00:04:43.200 --> 00:04:49.160]  我蒙誰的恩就在誰的身後拾取墨水」
[00:04:49.160 --> 00:04:52.880]  「蒙誰的恩就在誰的身後拾取墨水」
[00:04:52.880 --> 00:04:54.120]  其實簡單說就是
[00:04:54.120 --> 00:04:57.360]  「容我往田間去拾取墨水」
[00:04:57.360 --> 00:04:59.360]  不過去到哪裡
[00:04:59.360 --> 00:05:02.160]  他蒙恩就是給我恩件
[00:05:02.160 --> 00:05:05.040]  給我在他打墨
[00:05:05.040 --> 00:05:07.120]  修割墨紙的時候
[00:05:07.120 --> 00:05:08.440]  跟著他
[00:05:08.440 --> 00:05:10.320]  他就是賜恩給我的了
[00:05:10.320 --> 00:05:12.840]  我可以撿地上的墨水
[00:05:13.360 --> 00:05:17.520]  這個「容」字是值得一說的
[00:05:17.520 --> 00:05:18.200]  為什麼呢?
[00:05:18.200 --> 00:05:21.920]  「那」是乞求容許
[00:05:21.920 --> 00:05:24.320]  他不是說
[00:05:24.320 --> 00:05:28.040]  「婆婆,我去拾墨水」
[00:05:28.040 --> 00:05:28.720]  不是的
[00:05:28.720 --> 00:05:35.160]  是懇求、請求你容許我去拾墨水
[00:05:35.160 --> 00:05:38.120]  為什麼這麼要命呢?
[00:05:38.120 --> 00:05:41.600]  因為我們是今天的人
[00:05:41.880 --> 00:05:43.880]  他們是當日的人
[00:05:43.880 --> 00:05:47.360]  那個媳婦要出街
[00:05:47.360 --> 00:05:49.120]  要離開的婆婆
[00:05:49.120 --> 00:05:50.680]  是要問的
[00:05:50.680 --> 00:05:52.280]  要問的
[00:05:52.280 --> 00:05:55.920]  今天在很多比較保守的民族
[00:05:55.920 --> 00:05:59.600]  譬如在中東那些
[00:05:59.600 --> 00:06:01.560]  他們在伊斯蘭很多
[00:06:01.560 --> 00:06:05.520]  他們全身都穿了黑衣服
[00:06:05.520 --> 00:06:06.640]  不是曬黑
[00:06:06.640 --> 00:06:07.560]  黑衣服
[00:06:07.560 --> 00:06:10.440]  這裡蓋著臉
[00:06:10.440 --> 00:06:12.440]  只有一雙眼睛能看到
[00:06:12.440 --> 00:06:15.440]  有一些是全件罩袍
[00:06:15.440 --> 00:06:16.480]  罩著
[00:06:16.480 --> 00:06:19.160]  這裡看不到那個女人
[00:06:19.160 --> 00:06:21.080]  這裡是一個網
[00:06:21.080 --> 00:06:22.080]  是她看得到你
[00:06:22.080 --> 00:06:23.280]  你看不到她的樣子
[00:06:23.280 --> 00:06:24.520]  連眼睛都看不到
[00:06:24.520 --> 00:06:28.000]  猶太人以前也是
[00:06:28.000 --> 00:06:28.960]  出街
[00:06:28.960 --> 00:06:31.880]  是沒有伊斯蘭那麼嚴的
[00:06:31.880 --> 00:06:36.240]  但是他們都不能夠自己隨便出街
[00:06:36.240 --> 00:06:39.160]  是要跟丈夫才出街
[00:06:39.640 --> 00:06:40.480]  出街
[00:06:40.480 --> 00:06:42.440]  她是低著頭走
[00:06:42.440 --> 00:06:44.080]  她不能夠跟其他人打招呼
[00:06:44.080 --> 00:06:45.240]  你好嗎?
[00:06:45.240 --> 00:06:46.600]  很久沒見你了
[00:06:46.600 --> 00:06:47.360]  很帥的
[00:06:47.360 --> 00:06:48.320]  這樣是不行的
[00:06:48.320 --> 00:06:49.240]  因為
[00:06:49.240 --> 00:06:52.960]  未得她丈夫同意的女人的太太
[00:06:52.960 --> 00:06:55.400]  跟其他男人打招呼
[00:06:55.400 --> 00:06:56.160]  聊天
[00:06:56.160 --> 00:06:59.400]  是構成休妻的理由
[00:06:59.400 --> 00:07:01.400]  休你
[00:07:01.400 --> 00:07:03.360]  不問我就跟男人聊天
[00:07:03.360 --> 00:07:04.200]  這樣的
[00:07:04.200 --> 00:07:05.680]  是不可以的
[00:07:05.680 --> 00:07:07.080]  這樣是很嚴的
[00:07:07.080 --> 00:07:08.240]  你自己出街是不行的
[00:07:08.240 --> 00:07:09.360]  要先問
[00:07:09.760 --> 00:07:11.480]  如果你一個人要出街
[00:07:11.480 --> 00:07:16.280]  就要婆婆奶奶肯給她
[00:07:16.280 --> 00:07:17.240]  所以她就
[00:07:17.240 --> 00:07:17.960]  Nah
[00:07:17.960 --> 00:07:21.440]  懇求容許我去田間
[00:07:21.440 --> 00:07:22.840]  就是說她什麼呢?
[00:07:22.840 --> 00:07:27.640]  這個摩訶女子也很守規矩的
[00:07:27.640 --> 00:07:30.840]  不是說那些很豪放的
[00:07:30.840 --> 00:07:31.920]  我出街
[00:07:31.920 --> 00:07:33.320]  沒事情做
[00:07:33.320 --> 00:07:34.200]  我去撿墨水
[00:07:34.200 --> 00:07:35.040]  不是這樣
[00:07:35.040 --> 00:07:37.080]  是懇求給我去
[00:07:37.080 --> 00:07:38.720]  也很守規矩
[00:07:39.160 --> 00:07:41.160]  其實她知不知道她的婆婆
[00:07:41.160 --> 00:07:44.080]  這個拿鵝米肯給她去的呢?
[00:07:44.080 --> 00:07:45.240]  當然知道
[00:07:45.240 --> 00:07:46.760]  不是餓死大家
[00:07:46.760 --> 00:07:48.120]  現在我出去找事情做
[00:07:48.120 --> 00:07:49.320]  去打工
[00:07:49.320 --> 00:07:50.720]  去撿墨水
[00:07:50.720 --> 00:07:52.920]  拿到墨粒回來磨開它
[00:07:52.920 --> 00:07:55.200]  就可以磨成粉
[00:07:55.200 --> 00:07:57.280]  就可以做餅吃
[00:07:57.280 --> 00:07:58.640]  一定給的
[00:07:58.640 --> 00:08:01.000]  不過她也要這麼做
[00:08:01.000 --> 00:08:01.640]  問
[00:08:01.640 --> 00:08:02.840]  問
[00:08:02.840 --> 00:08:04.080]  然後呢
[00:08:04.080 --> 00:08:05.760]  我蒙誰的恩
[00:08:05.760 --> 00:08:06.560]  去到
[00:08:06.560 --> 00:08:08.400]  誰在打墨紙
[00:08:08.400 --> 00:08:09.400]  我跟著進去
[00:08:09.400 --> 00:08:11.880]  先生可不可以讓我跟著你
[00:08:11.880 --> 00:08:14.400]  撿一些掉在地上的墨水
[00:08:14.400 --> 00:08:16.640]  讓我回家可以有飯吃
[00:08:16.640 --> 00:08:18.640]  磨它做餅
[00:08:18.640 --> 00:08:20.240]  不行
[00:08:20.240 --> 00:08:21.000]  去別的地方
[00:08:21.000 --> 00:08:22.280]  你不行的
[00:08:22.280 --> 00:08:25.960]  因為你是要進到別人的墨田裏面
[00:08:25.960 --> 00:08:28.680]  進到墨田裏面要問人
[00:08:28.680 --> 00:08:29.880]  就要問
[00:08:29.880 --> 00:08:31.400]  如果誰肯的
[00:08:31.400 --> 00:08:33.120]  我就跟著她撿
[00:08:33.120 --> 00:08:34.680]  其實再講一次
[00:08:34.680 --> 00:08:36.520]  就是那些墨紙
[00:08:36.520 --> 00:08:38.200]  站起來了
[00:08:38.200 --> 00:08:39.680]  已經是成熟了
[00:08:39.680 --> 00:08:41.120]  可以收割了
[00:08:41.120 --> 00:08:44.000]  收割的時候不會只是拿墨水的
[00:08:44.000 --> 00:08:47.080]  他們自己一抽拿起來
[00:08:47.080 --> 00:08:49.400]  就在腳那裏斬
[00:08:49.400 --> 00:08:52.440]  一斬了就一整抽墨水拿起來
[00:08:52.440 --> 00:08:55.120]  有些會掉到地上
[00:08:55.120 --> 00:08:56.920]  有些枝條掉到地上
[00:08:56.920 --> 00:08:58.680]  他就馬上捆起它
[00:08:58.680 --> 00:09:00.720]  一個和菌
[00:09:00.720 --> 00:09:02.000]  然後又斬第二個
[00:09:02.000 --> 00:09:03.920]  又一個和菌
[00:09:03.920 --> 00:09:05.680]  掉到地上的那些
[00:09:05.680 --> 00:09:08.520]  就是他們以色列人的規矩
[00:09:08.520 --> 00:09:09.840]  是不撿的
[00:09:09.840 --> 00:09:11.000]  是故意的
[00:09:11.000 --> 00:09:15.000]  是以前遺留下來的做法
[00:09:15.000 --> 00:09:17.920]  就是讓那些窮人可以去撿的
[00:09:17.920 --> 00:09:20.680]  又或者去收割收割收割
[00:09:20.680 --> 00:09:21.680]  這一塊田
[00:09:21.680 --> 00:09:24.200]  他們收割到邊邊的時候
[00:09:24.200 --> 00:09:25.400]  他就轉彎了
[00:09:25.400 --> 00:09:27.800]  留一點點做什麼呢?
[00:09:27.800 --> 00:09:31.120]  就是讓那些窮人可以去收割去撿的
[00:09:31.120 --> 00:09:32.680]  不收割完
[00:09:32.680 --> 00:09:33.920]  剩下的給他們
[00:09:33.920 --> 00:09:35.800]  也挺好的善意的
[00:09:35.800 --> 00:09:39.280]  其實上帝的規矩也挺好的
[00:09:39.280 --> 00:09:42.720]  如果誰讓我去拾取墨水
[00:09:42.720 --> 00:09:45.520]  我就可以拿到墨水回來
[00:09:45.520 --> 00:09:46.960]  墨水的意思
[00:09:46.960 --> 00:09:50.760]  就是已經是一粒粒的墨紙了
[00:09:50.760 --> 00:09:52.000]  如果它少
[00:09:52.000 --> 00:09:53.200]  他就可以自己掠了
[00:09:53.200 --> 00:09:55.400]  他就可以用袋子袋住了
[00:09:55.400 --> 00:09:56.880]  那劉米就說
[00:09:56.880 --> 00:09:58.080]  女兒啊
[00:09:58.080 --> 00:10:00.080]  你只管去
[00:10:00.080 --> 00:10:01.600]  好啊你去吧
[00:10:01.600 --> 00:10:03.280]  這個只管去就是
[00:10:03.280 --> 00:10:04.520]  你放心去吧
[00:10:04.520 --> 00:10:05.240]  馬上去吧
[00:10:05.240 --> 00:10:06.400]  儘管去吧
[00:10:06.400 --> 00:10:08.320]  那就不是貶詞了
[00:10:08.320 --> 00:10:10.320]  不過原來只管去
[00:10:10.320 --> 00:10:11.520]  Yalak
[00:10:11.520 --> 00:10:13.320]  Yalak Yalak
[00:10:13.320 --> 00:10:16.800]  其實你只管去就是四個中文字
[00:10:16.800 --> 00:10:18.120]  希伯來文只有一個字
[00:10:18.120 --> 00:10:19.360]  Yalak
[00:10:19.360 --> 00:10:21.720]  那他奶奶
[00:10:21.720 --> 00:10:23.000]  就是劉米就說
[00:10:23.000 --> 00:10:24.760]  Yalak Yalak
[00:10:24.760 --> 00:10:27.840]  Yalak 是去的意思
[00:10:27.840 --> 00:10:30.600]  中文就是你只管去
[00:10:30.600 --> 00:10:31.200]  Yalak
[00:10:31.200 --> 00:10:34.200]  其實這句去是命令式
[00:10:34.200 --> 00:10:35.720]  Yalak 這句是命令式
[00:10:35.720 --> 00:10:37.320]  去吧
[00:10:37.320 --> 00:10:39.560]  好像是他叫她去
[00:10:39.560 --> 00:10:40.600]  婆婆
[00:10:40.600 --> 00:10:44.000]  請你批准我去拾墨水
[00:10:44.000 --> 00:10:46.600]  看看誰被我蒙恩
[00:10:46.600 --> 00:10:48.040]  接著她拾到一些回來
[00:10:48.040 --> 00:10:49.720]  我們大家有墨紙
[00:10:49.720 --> 00:10:53.800]  磨了之後就可以做墨餅吃
[00:10:53.800 --> 00:10:54.440]  去吧
[00:10:54.440 --> 00:10:55.040]  這樣
[00:10:55.040 --> 00:10:55.840]  去吧
[00:10:55.840 --> 00:10:57.560]  命令式來的
[00:10:57.560 --> 00:10:58.280]  那你記得了
[00:10:58.280 --> 00:10:59.800]  為什麼人家這麼好
[00:10:59.800 --> 00:11:01.120]  你又這麼命令式
[00:11:01.120 --> 00:11:02.000]  搞什麼
[00:11:02.000 --> 00:11:02.640]  這麼絕
[00:11:02.640 --> 00:11:04.000]  就是這樣的語氣
[00:11:04.000 --> 00:11:07.400]  這個很有可能就是他們的禮儀
[00:11:07.400 --> 00:11:09.640]  這個媳婦就要很恭敬
[00:11:09.640 --> 00:11:11.120]  懇求給我
[00:11:11.120 --> 00:11:12.720]  那他就要去
[00:11:12.720 --> 00:11:14.440]  這個就是一個
[00:11:14.440 --> 00:11:17.200]  大家相互階級不同
[00:11:17.200 --> 00:11:19.480]  或者這個等級、輩分不同
[00:11:19.480 --> 00:11:21.520]  是這樣的語氣
[00:11:21.520 --> 00:11:22.320]  就不是說
[00:11:22.320 --> 00:11:24.440]  劉米你多活該
[00:11:24.440 --> 00:11:25.840]  人家這麼好相遇
[00:11:25.840 --> 00:11:27.480]  你又命令去
[00:11:27.480 --> 00:11:30.560]  其實是輩分高
[00:11:30.560 --> 00:11:31.960]  講的字來的
[00:11:31.960 --> 00:11:32.600]  好了
[00:11:32.600 --> 00:11:33.880]  路德就去了
[00:11:33.880 --> 00:11:35.960]  來到田間
[00:11:35.960 --> 00:11:39.960]  剛剛看到有人在收墨水
[00:11:39.960 --> 00:11:42.120]  他就跟著後面
[00:11:42.120 --> 00:11:44.840]  而他進去剛好遇到
[00:11:44.840 --> 00:11:46.960]  是以利米納本族的人
[00:11:46.960 --> 00:11:49.320]  幫阿施那塊田
[00:11:49.320 --> 00:11:52.560]  剛才就剛剛講到
[00:11:52.560 --> 00:11:54.360]  在以利米納
[00:11:54.360 --> 00:11:55.480]  即是說
[00:11:55.480 --> 00:11:56.680]  南俄米的丈夫
[00:11:56.680 --> 00:11:59.240]  即是說路德的家公
[00:11:59.240 --> 00:12:00.600]  老爺
[00:12:00.600 --> 00:12:02.560]  在本族有一個
[00:12:02.560 --> 00:12:05.040]  有錢親戚叫波阿斯
[00:12:05.040 --> 00:12:07.760]  他剛剛就去到波阿斯的田
[00:12:07.760 --> 00:12:10.160]  去收墨水
[00:12:10.160 --> 00:12:12.760]  那應該呢
[00:12:12.760 --> 00:12:13.800]  他是問過的
[00:12:13.800 --> 00:12:16.600]  以路德作為一個外邦人
[00:12:16.600 --> 00:12:17.680]  走出來
[00:12:17.680 --> 00:12:20.600]  還去到田裡去收人家的墨水
[00:12:20.600 --> 00:12:23.480]  無論是不是外邦人
[00:12:23.480 --> 00:12:24.760]  外邦人更加要
[00:12:24.760 --> 00:12:26.480]  人家歧視你
[00:12:26.480 --> 00:12:29.480]  那你做什麼?
[00:12:29.480 --> 00:12:31.640]  收什麼?有沒有問過?
[00:12:31.640 --> 00:12:35.680]  那個監工不歧視你
[00:12:35.680 --> 00:12:36.720]  不問你
[00:12:36.720 --> 00:12:39.440]  那些其他修改的人都說
[00:12:39.440 --> 00:12:40.920]  你做什麼收?
[00:12:40.920 --> 00:12:42.000]  有沒有批准的?
[00:12:42.000 --> 00:12:43.360]  有沒有問過我老闆的?
[00:12:43.360 --> 00:12:46.080]  那些就很麻煩的
[00:12:46.080 --> 00:12:47.800]  那他應該問過了
[00:12:47.800 --> 00:12:49.760]  以他這麼有禮貌
[00:12:49.760 --> 00:12:51.160]  那你就剛剛去到
[00:12:51.160 --> 00:12:55.200]  以利米納本族波阿斯那塊田那裡收
[00:12:55.200 --> 00:12:57.920]  那這個第二點跟大家說
[00:12:57.920 --> 00:12:59.720]  就是恰巧
[00:12:59.720 --> 00:13:03.320]  路德的預見是恰巧
[00:13:03.320 --> 00:13:06.320]  有沒有這麼恰巧?
[00:13:06.320 --> 00:13:09.920]  是不是要扣減大有錢人的田才去?
[00:13:09.920 --> 00:13:12.000]  是不是想埋他身?
[00:13:12.000 --> 00:13:13.160]  不是的
[00:13:13.160 --> 00:13:15.160]  恰巧去到
[00:13:15.160 --> 00:13:19.200]  這個恰巧就是上帝給路德的機會
[00:13:19.200 --> 00:13:21.040]  他就去到,恰巧
[00:13:21.040 --> 00:13:22.840]  這麼巧就去到
[00:13:22.840 --> 00:13:25.040]  有時候事情是不由你說的
[00:13:25.040 --> 00:13:26.440]  你上去未必去到
[00:13:26.440 --> 00:13:29.600]  誰知道就是去到波阿斯那塊田
[00:13:29.600 --> 00:13:32.440]  波阿斯是他家公
[00:13:32.440 --> 00:13:35.600]  就是他老爺的親屬
[00:13:35.600 --> 00:13:37.400]  親戚
[00:13:37.400 --> 00:13:41.480]  波阿斯剛剛從伯利衡趕回來
[00:13:41.480 --> 00:13:44.440]  看看那些修改的情況
[00:13:44.440 --> 00:13:48.800]  因為修改的情況就要趕快修得很快
[00:13:48.800 --> 00:13:55.040]  原因就是遲下如果有秋雨下來
[00:13:55.040 --> 00:13:57.880]  或者是下雨濕
[00:13:57.880 --> 00:13:59.800]  那些一粒粒的和水
[00:13:59.800 --> 00:14:03.600]  濕了水之後就會在殼裡面爛
[00:14:03.600 --> 00:14:05.200]  那些就不能吃了
[00:14:05.200 --> 00:14:07.360]  爛了要扔了
[00:14:07.360 --> 00:14:09.520]  所以你看到聖經是說
[00:14:09.520 --> 00:14:11.240]  哎呀,發白的莊稼
[00:14:11.240 --> 00:14:12.600]  趕著要收了
[00:14:12.600 --> 00:14:14.560]  如果沒人收就會壞了
[00:14:14.560 --> 00:14:15.320]  過期了
[00:14:15.320 --> 00:14:17.480]  其實因為怕下雨濕
[00:14:17.480 --> 00:14:19.600]  所以說話要收
[00:14:19.600 --> 00:14:20.680]  就來看看
[00:14:20.680 --> 00:14:22.200]  鼓勵一下工人
[00:14:22.200 --> 00:14:23.280]  看看情況
[00:14:23.280 --> 00:14:24.560]  對修改的人說
[00:14:24.560 --> 00:14:26.920]  波阿斯原來是好人
[00:14:26.920 --> 00:14:29.880]  老闆來到竟然跟修改的人說
[00:14:29.880 --> 00:14:32.400]  願耶和華與你們同在
[00:14:32.400 --> 00:14:34.480]  祝福
[00:14:34.480 --> 00:14:35.840]  大家努力
[00:14:35.840 --> 00:14:39.400]  修得快就有獎勵
[00:14:39.400 --> 00:14:40.600]  我請吃飯
[00:14:40.600 --> 00:14:41.400]  他不是
[00:14:41.400 --> 00:14:42.400]  他是祝福
[00:14:42.400 --> 00:14:45.200]  願耶和華與你們同在
[00:14:45.200 --> 00:14:46.720]  多好
[00:14:46.720 --> 00:14:50.800]  這個祝福是表示他跟修改工人
[00:14:50.800 --> 00:14:53.880]  修改工人很多是臨時請的
[00:14:53.880 --> 00:14:55.600]  未必是搶工
[00:14:55.600 --> 00:14:57.760]  都跟他們說很好的說話
[00:14:57.760 --> 00:15:00.240]  而且是很淑齡的
[00:15:00.240 --> 00:15:01.440]  敬虔的
[00:15:01.440 --> 00:15:04.520]  願耶和華與你們同在
[00:15:04.520 --> 00:15:06.440]  就是說在他的心裡面
[00:15:06.440 --> 00:15:08.880]  時時都有耶和華在
[00:15:08.880 --> 00:15:11.320]  所以一見到他就願耶和華與你們同在
[00:15:11.320 --> 00:15:13.280]  各位多謝你幫手
[00:15:13.280 --> 00:15:15.240]  而他們都同樣地回答
[00:15:15.240 --> 00:15:17.840]  願耶和華賜福與你
[00:15:17.840 --> 00:15:19.160]  你們這麼辛苦
[00:15:19.160 --> 00:15:20.440]  神與你同在
[00:15:20.440 --> 00:15:22.760]  神很祝福你
[00:15:22.760 --> 00:15:24.560]  波阿斯你好
[00:15:24.560 --> 00:15:26.280]  神很祝福你
[00:15:26.280 --> 00:15:28.040]  很多墨紙
[00:15:28.040 --> 00:15:30.480]  你真是發了很多墨紙
[00:15:30.480 --> 00:15:31.960]  我們來不及收
[00:15:31.960 --> 00:15:32.680]  很多
[00:15:32.680 --> 00:15:34.840]  很厲害
[00:15:34.840 --> 00:15:36.640]  豐收
[00:15:36.640 --> 00:15:38.000]  祝福你
[00:15:38.000 --> 00:15:39.480]  願耶和華與你們同在
[00:15:39.480 --> 00:15:41.480]  祝福你們工作有力
[00:15:41.480 --> 00:15:44.360]  豐收
[00:15:44.360 --> 00:15:47.640]  波阿斯問監管收割的僕人
[00:15:47.640 --> 00:15:50.840]  那個女子是誰?
[00:15:50.840 --> 00:15:51.800]  不是本地人
[00:15:51.800 --> 00:15:52.560]  看她的裝束
[00:15:52.560 --> 00:15:54.800]  看她的樣子都不像本地人
[00:15:54.800 --> 00:15:56.800]  那你是誰來的?
[00:15:56.800 --> 00:15:58.920]  在撿我們的墨紙
[00:15:58.920 --> 00:16:00.120]  他不是抗拒
[00:16:00.120 --> 00:16:02.040]  不過他想知道
[00:16:02.040 --> 00:16:05.040]  監管收割的僕人回答
[00:16:05.040 --> 00:16:06.840]  是摩訶女子
[00:16:06.840 --> 00:16:08.640]  你看她的衣服都知道
[00:16:08.640 --> 00:16:11.160]  她是跟隨拿鵝米的
[00:16:11.160 --> 00:16:13.760]  是從摩訶地回來的
[00:16:13.760 --> 00:16:16.000]  哦!拿鵝米
[00:16:16.000 --> 00:16:19.880]  是我的親屬
[00:16:19.880 --> 00:16:22.000]  去了摩訶
[00:16:22.000 --> 00:16:23.200]  很久沒見了
[00:16:23.200 --> 00:16:25.280]  十年了
[00:16:25.280 --> 00:16:28.280]  從摩訶地回來
[00:16:28.280 --> 00:16:31.600]  她從摩訶地回來
[00:16:31.600 --> 00:16:35.440]  監管的僱人就繼續說
[00:16:35.440 --> 00:16:37.440]  他來到就說
[00:16:37.440 --> 00:16:41.040]  請你容我跟著收割的人
[00:16:41.040 --> 00:16:44.880]  拾取打菌剩下的墨水
[00:16:44.880 --> 00:16:46.520]  斬了之後
