
[00:00:00.000 --> 00:00:02.940]  各位朋友 姐妹 早安
[00:08:29.640 --> 00:08:32.640]  我家人拿獎或開心
[00:08:32.640 --> 00:08:34.640]  我會開心
[00:08:34.640 --> 00:08:36.640]  他生日我會開心
[00:08:36.640 --> 00:08:39.640]  他有好事我會開心
[00:08:39.640 --> 00:08:41.640]  他生了嬰兒我會開心
[00:08:41.640 --> 00:08:44.640]  或者他有經歷不開心的事
[00:08:44.640 --> 00:08:46.640]  我會擔心我會掛心
[00:08:46.640 --> 00:08:48.640]  這種榮辱感
[00:08:48.640 --> 00:08:51.640]  這四樣都要衡量
[00:08:51.640 --> 00:08:52.640]  屬高屬低
[00:08:52.640 --> 00:08:54.640]  如果這四樣都高
[00:08:54.640 --> 00:08:57.640]  你的生活你的家庭應該安全
[00:08:57.640 --> 00:08:59.640]  但我想說這個世界
[00:08:59.640 --> 00:09:01.640]  真的不是這麼多人這麼幸運
[00:09:01.640 --> 00:09:04.640]  家裡有歸屬感有安全感
[00:09:04.640 --> 00:09:06.640]  有榮辱感有親切感
[00:09:06.640 --> 00:09:08.640]  很多人沒有
[00:09:08.640 --> 00:09:10.640]  有些人回家
[00:09:10.640 --> 00:09:12.640]  只有自己一個人
[00:09:12.640 --> 00:09:14.640]  你照著鏡子
[00:09:14.640 --> 00:09:16.640]  家裡有親切感
[00:09:16.640 --> 00:09:18.640]  對著鏡子
[00:09:18.640 --> 00:09:20.640]  你對我好一點
[00:09:20.640 --> 00:09:21.640]  你都對我不好
[00:09:21.640 --> 00:09:23.640]  自己跟自己說話
[00:09:23.640 --> 00:09:25.640]  你是不是對我不好
[00:09:25.640 --> 00:09:28.640]  大家對等一點
[00:09:28.640 --> 00:09:29.640]  公平
[00:09:29.640 --> 00:09:31.640]  有時只有一個人
[00:09:31.640 --> 00:09:33.640]  沒有親切感
[00:09:33.640 --> 00:09:35.640]  沒有安全感
[00:09:35.640 --> 00:09:37.640]  甚至沒有榮辱感
[00:09:37.640 --> 00:09:38.640]  我好又怎樣
[00:09:38.640 --> 00:09:40.640]  我不好又怎樣
[00:09:40.640 --> 00:09:41.640]  都沒有人掛心
[00:09:41.640 --> 00:09:45.640]  所以人生最慘不是遇到各樣困苦
[00:09:45.640 --> 00:09:47.640]  最慘是你開心也好
[00:09:47.640 --> 00:09:48.640]  不開心也好
[00:09:48.640 --> 00:09:49.640]  你很威風也好
[00:09:49.640 --> 00:09:50.640]  很差也好
[00:09:50.640 --> 00:09:52.640]  都沒有人知道你
[00:09:52.640 --> 00:09:54.640]  沒有人明白你
[00:09:54.640 --> 00:09:56.640]  沒有人跟你同行
[00:09:56.640 --> 00:09:58.640]  所以真正的幸福
[00:09:58.640 --> 00:10:02.640]  是無論我在什麼好環境也好
[00:10:02.640 --> 00:10:03.640]  不好環境也好
[00:10:03.640 --> 00:10:06.640]  我身邊有人明白我
[00:10:06.640 --> 00:10:08.640]  今天我選一段聖經說
[00:10:08.640 --> 00:10:12.640]  整個世界裡就算有人不明白你
[00:10:12.640 --> 00:10:15.640]  都還有上帝
[00:10:15.640 --> 00:10:16.640]  還有這個神
[00:10:16.640 --> 00:10:19.640]  祂很特別的
[00:10:19.640 --> 00:10:20.640]  我們看看今天的經文
[00:10:20.640 --> 00:10:21.640]  我們讀一讀
[00:10:21.640 --> 00:10:25.640]  詩篇103篇第十節到十三節
[00:10:25.640 --> 00:10:27.640]  我們先讀頭四節聖經
[00:10:27.640 --> 00:10:30.640]  預備起
[00:10:51.640 --> 00:10:56.640]  他的人
[00:10:56.640 --> 00:10:59.640]  這裡頭四節
[00:10:59.640 --> 00:11:03.640]  第十節反映一件事
[00:11:03.640 --> 00:11:06.640]  至高聖潔的神
[00:11:06.640 --> 00:11:07.640]  祂怎樣
[00:11:07.640 --> 00:11:09.640]  祂雖然是公義的神
[00:11:09.640 --> 00:11:12.640]  祂不會當有罪是無罪的
[00:11:12.640 --> 00:11:15.640]  不會任由祂
[00:11:15.640 --> 00:11:16.640]  不計數
[00:11:16.640 --> 00:11:18.640]  祂是最公平最公義的那個
[00:11:18.640 --> 00:11:22.640]  但是祂知道我們不好的東西
[00:11:22.640 --> 00:11:24.640]  祂接納我們
[00:11:24.640 --> 00:11:25.640]  你知道一個幸福的家庭
[00:11:25.640 --> 00:11:27.640]  要有剛才那四個感覺
[00:11:27.640 --> 00:11:29.640]  或者親切感和安全感
[00:11:29.640 --> 00:11:30.640]  有愛呢
[00:11:30.640 --> 00:11:32.640]  第一件事你要知道
[00:11:32.640 --> 00:11:34.640]  就是要有人明白你
[00:11:34.640 --> 00:11:38.640]  我們人的限制就是我們不明白
[00:11:38.640 --> 00:11:41.640]  或者我們覺得別人經常不明白
[00:11:41.640 --> 00:11:42.640]  你小時候
[00:11:42.640 --> 00:11:43.640]  小朋友的時候
[00:11:43.640 --> 00:11:44.640]  小學的時候
[00:11:44.640 --> 00:11:45.640]  你覺不覺得
[00:11:45.640 --> 00:11:47.640]  最明白你的就是你的父母
[00:11:47.640 --> 00:11:50.640]  我小時候覺得
[00:11:50.640 --> 00:11:51.640]  最明白我就是我的父母
[00:11:51.640 --> 00:11:53.640]  所以小朋友哭
[00:11:53.640 --> 00:11:57.640]  在上個禮拜
[00:11:57.640 --> 00:11:58.640]  不知道在哪裡聽到
[00:11:58.640 --> 00:12:00.640]  好像上個禮拜Doris說
[00:12:00.640 --> 00:12:01.640]  我聽了太多東西忘記了
[00:12:01.640 --> 00:12:03.640]  就是小朋友在公園玩
[00:12:03.640 --> 00:12:06.640]  回頭看爸爸媽媽在那裡
[00:12:06.640 --> 00:12:07.640]  這個叫什麼
[00:12:07.640 --> 00:12:08.640]  安全感
[00:12:08.640 --> 00:12:09.640]  是不是
[00:12:09.640 --> 00:12:10.640]  被人欺負
[00:12:10.640 --> 00:12:11.640]  或者被狗追
[00:12:11.640 --> 00:12:13.640]  抱著爸爸媽媽
[00:12:13.640 --> 00:12:14.640]  抱著他們哭
[00:12:14.640 --> 00:12:16.640]  接著看著又哭
[00:12:16.640 --> 00:12:18.640]  其實他不是很哭
[00:12:18.640 --> 00:12:20.640]  不過你看
[00:12:20.640 --> 00:12:21.640]  想一想
[00:12:21.640 --> 00:12:24.640]  還是哭比較好
[00:12:24.640 --> 00:12:26.640]  我見過小朋友都在猶豫
[00:12:26.640 --> 00:12:27.640]  哭不哭好呢
[00:12:27.640 --> 00:12:30.640]  所以他想一會
[00:12:30.640 --> 00:12:32.640]  你見他想一會
[00:12:32.640 --> 00:12:34.640]  就來了
[00:12:34.640 --> 00:12:36.640]  安全感
[00:12:36.640 --> 00:12:37.640]  但是
[00:12:37.640 --> 00:12:39.640]  有一樣東西很有趣
[00:12:39.640 --> 00:12:41.640]  你小時候會覺得父母是最明白你的
[00:12:41.640 --> 00:12:43.640]  但當你過了十一二歲
[00:12:43.640 --> 00:12:46.640]  你會覺得全世界最不明白我的就是我媽
[00:12:46.640 --> 00:12:50.640]  如果不是樊士林創出來的
[00:12:50.640 --> 00:12:52.640]  就是樊帝江那邊出來的
[00:12:52.640 --> 00:12:56.640]  一定是姓樊
[00:12:56.640 --> 00:12:57.640]  是不是
[00:12:57.640 --> 00:12:59.640]  樊士林
[00:12:59.640 --> 00:13:00.640]  樊帝江
[00:13:00.640 --> 00:13:01.640]  我以前
[00:13:01.640 --> 00:13:03.640]  現在不可以亂說
[00:13:03.640 --> 00:13:06.640]  這些有地位的機構
[00:13:06.640 --> 00:13:07.640]  我就說
[00:13:07.640 --> 00:13:09.640]  你比樊士林還要煩
[00:13:09.640 --> 00:13:10.640]  是不是
[00:13:10.640 --> 00:13:11.640]  但是
[00:13:11.640 --> 00:13:13.640]  以前我們覺得很明白我
[00:13:13.640 --> 00:13:16.640]  現在我覺得他不明白我
[00:13:16.640 --> 00:13:18.640]  結了婚的
[00:13:18.640 --> 00:13:20.640]  你私下問他
[00:13:20.640 --> 00:13:21.640]  你拍拖的時候
[00:13:21.640 --> 00:13:23.640]  是不是覺得你男朋友很明白你
[00:13:23.640 --> 00:13:24.640]  是啊
[00:13:24.640 --> 00:13:25.640]  他真的對我很好
[00:13:25.640 --> 00:13:27.640]  看回那些日記
[00:13:27.640 --> 00:13:29.640]  那些叫什麼日記
[00:13:29.640 --> 00:13:31.640]  許冠傑也有
[00:13:31.640 --> 00:13:33.640]  心裡日記
[00:13:33.640 --> 00:13:34.640]  多甜蜜
[00:13:34.640 --> 00:13:35.640]  但是結婚沒多久
[00:13:35.640 --> 00:13:37.640]  結婚一段日子
[00:13:37.640 --> 00:13:38.640]  你發覺
[00:13:38.640 --> 00:13:40.640]  都不明白我
[00:13:40.640 --> 00:13:42.640]  為什麼說你都不明白
[00:13:42.640 --> 00:13:44.640]  我不說你就不明白
[00:13:44.640 --> 00:13:46.640]  我說你都不明白
[00:13:46.640 --> 00:13:47.640]  是不是
[00:13:47.640 --> 00:13:48.640]  有些人結了婚
[00:13:48.640 --> 00:13:50.640]  以前覺得伴侶很明白自己
[00:13:50.640 --> 00:13:52.640]  但是現在覺得
[00:13:52.640 --> 00:13:54.640]  他一點都不明白我
[00:13:54.640 --> 00:13:56.640]  所以這麼多離婚率
[00:13:56.640 --> 00:13:59.640]  因為他突然又以為很明白
[00:13:59.640 --> 00:14:00.640]  變得很不明白
[00:14:00.640 --> 00:14:01.640]  其實明白不明白呢
[00:14:01.640 --> 00:14:03.640]  我也不明白他明白不明白
[00:14:03.640 --> 00:14:04.640]  是不是
[00:14:04.640 --> 00:14:06.640]  但是關鍵就是
[00:14:06.640 --> 00:14:08.640]  要有人明白你
[00:14:08.640 --> 00:14:11.640]  你越大就覺得其實是很艱難的事
[00:14:11.640 --> 00:14:12.640]  聖經說
[00:14:12.640 --> 00:14:14.640]  神祂認識我們
[00:14:14.640 --> 00:14:16.640]  祂完全明白
[00:14:16.640 --> 00:14:19.640]  明白我們已經很難
[00:14:19.640 --> 00:14:21.640]  有時我也不明白自己
[00:14:21.640 --> 00:14:22.640]  但更難的是
[00:14:22.640 --> 00:14:24.640]  祂明白了你之後
[00:14:24.640 --> 00:14:26.640]  祂接納你
[00:14:26.640 --> 00:14:30.640]  有些朋友帶你去旅行
[00:14:30.640 --> 00:14:31.640]  你會不會一口答應
[00:14:31.640 --> 00:14:33.640]  好啊
[00:14:33.640 --> 00:14:35.640]  先想一想
[00:14:35.640 --> 00:14:36.640]  好啊 讓我想一想
[00:14:36.640 --> 00:14:38.640]  好啊 讓我想一想
[00:14:38.640 --> 00:14:40.640]  不是好啊
[00:14:40.640 --> 00:14:43.640]  誰肯跟你一起租房子住
[00:14:43.640 --> 00:14:44.640]  現在租房子這麼貴
[00:14:44.640 --> 00:14:45.640]  我經常想
[00:14:45.640 --> 00:14:46.640]  如果我單身
[00:14:46.640 --> 00:14:47.640]  我多大樓啊
[00:14:47.640 --> 00:14:48.640]  還圓
[00:14:48.640 --> 00:14:50.640]  還圓 家裡有地方住
[00:14:50.640 --> 00:14:51.640]  我當然生氣
[00:14:51.640 --> 00:14:52.640]  要租房子住的那些
[00:14:52.640 --> 00:14:54.640]  我們兩份租房子
[00:14:54.640 --> 00:14:56.640]  找誰呢
[00:14:56.640 --> 00:14:57.640]  三份吧
[00:14:57.640 --> 00:14:58.640]  找阿澤
[00:14:58.640 --> 00:15:01.640]  三個人租房子
[00:15:01.640 --> 00:15:03.640]  兩房一廳就可以了
[00:15:03.640 --> 00:15:06.640]  有一個晚上上班就睡在客廳
[00:15:06.640 --> 00:15:08.640]  我肯定早上回來
[00:15:08.640 --> 00:15:10.640]  但是
[00:15:10.640 --> 00:15:13.640]  誰肯跟你一起同住呢
[00:15:13.640 --> 00:15:15.640]  相見好同住難
[00:15:15.640 --> 00:15:18.640]  去旅行我也忍你幾天
[00:15:18.640 --> 00:15:20.640]  忍住
[00:15:20.640 --> 00:15:21.640]  我聽別人說
[00:15:21.640 --> 00:15:23.640]  有些很坦白的家人
[00:15:23.640 --> 00:15:25.640]  去旅行第二天就吵架
[00:15:25.640 --> 00:15:27.640]  有些在機場就吵架
[00:15:27.640 --> 00:15:30.640]  但去旅行也只是幾天
[00:15:30.640 --> 00:15:32.640]  有誰會跟你一起住
[00:15:32.640 --> 00:15:33.640]  明白你
[00:15:33.640 --> 00:15:36.640]  然後也肯接納你
[00:15:36.640 --> 00:15:38.640]  所以神是很特別的
[00:15:38.640 --> 00:15:40.640]  他完全知道我們人的本性
[00:15:40.640 --> 00:15:42.640]  我們人好的時候
[00:15:42.640 --> 00:15:43.640]  比天使好
[00:15:43.640 --> 00:15:44.640]  很美麗的
[00:15:44.640 --> 00:15:46.640]  人性的光輝
[00:15:46.640 --> 00:15:48.640]  可以寫很多文學巨著
[00:15:48.640 --> 00:15:50.640]  但是人壞起來
[00:15:50.640 --> 00:15:53.640]  也可以不用寫文學巨著
[00:15:53.640 --> 00:15:54.640]  你也知道
[00:15:54.640 --> 00:15:55.640]  人可以很壞
[00:15:55.640 --> 00:15:57.640]  壞得很徹底
[00:15:57.640 --> 00:16:00.640]  人就是假藥
[00:16:00.640 --> 00:16:02.640]  我們有需要的時候
[00:16:02.640 --> 00:16:04.640]  就是我們生命的假藥
[00:16:04.640 --> 00:16:06.640]  人就是毒藥
[00:16:06.640 --> 00:16:08.640]  見到他
[00:16:08.640 --> 00:16:10.640]  好像聞到他被浸除
[00:16:10.640 --> 00:16:11.640]  好像中了毒一樣
[00:16:11.640 --> 00:16:13.640]  很辛苦
[00:16:13.640 --> 00:16:14.640]  想起他也辛苦
[00:16:14.640 --> 00:16:16.640]  不要說見到他
[00:16:16.640 --> 00:16:18.640]  在廚房磨著刀
[00:16:18.640 --> 00:16:24.640]  有時人就是這麼軟弱
[00:16:24.640 --> 00:16:27.640]  明白你又接納我們
[00:16:27.640 --> 00:16:29.640]  這個世界有誰呢
[00:16:30.640 --> 00:16:31.640]  有沒有聽過
[00:16:31.640 --> 00:16:32.640]  現在人們結婚之後
[00:16:32.640 --> 00:16:35.640]  可以和爺爺奶奶住
[00:16:35.640 --> 00:16:37.640]  可以和父母一起住
[00:16:37.640 --> 00:16:39.640]  多不多人這樣做
[00:16:39.640 --> 00:16:42.640]  因為他們很窮
[00:16:42.640 --> 00:16:44.640]  因為找不到地方住
[00:16:44.640 --> 00:16:47.640]  所以很樂意和父母一起住
[00:16:47.640 --> 00:16:48.640]  因為沒有地方住
[00:16:48.640 --> 00:16:51.640]  如果我有地方
[00:16:51.640 --> 00:16:53.640]  媽媽我住在你附近
[00:16:53.640 --> 00:16:55.640]  隔十五個地鐵站
[00:16:55.640 --> 00:16:57.640]  都是同一個區
[00:16:57.640 --> 00:17:01.640]  很近的,一個小時就很近
[00:17:01.640 --> 00:17:06.640]  現在就算兩子結婚之後
[00:17:06.640 --> 00:17:08.640]  我們也未必選擇同住
[00:17:08.640 --> 00:17:10.640]  能夠同住的
[00:17:10.640 --> 00:17:14.640]  是真的明白和接納
[00:17:14.640 --> 00:17:17.640]  但這個世界還有更難的
[00:17:17.640 --> 00:17:19.640]  他接納你
[00:17:19.640 --> 00:17:22.640]  你還覺得他值得你倚靠
[00:17:22.640 --> 00:17:24.640]  他是穩固的
[00:17:24.640 --> 00:17:25.640]  值得你倚靠
[00:17:25.640 --> 00:17:26.640]  他又會倚靠你
[00:17:26.640 --> 00:17:28.640]  你又會倚靠他
[00:17:28.640 --> 00:17:30.640]  生命是互通的
[00:17:30.640 --> 00:17:32.640]  但還有一個
[00:17:32.640 --> 00:17:34.640]  第四級是更難的
[00:17:34.640 --> 00:17:36.640]  第一級是他明白你
[00:17:36.640 --> 00:17:38.640]  第二級是他明白你之後
[00:17:38.640 --> 00:17:40.640]  他接納你
[00:17:40.640 --> 00:17:42.640]  第三級是他接納你之後
[00:17:42.640 --> 00:17:46.640]  你覺得你可以倚靠他
[00:17:46.640 --> 00:17:48.640]  我們人生有時軟弱的時候
[00:17:48.640 --> 00:17:50.640]  你能靠誰呢
[00:17:50.640 --> 00:17:52.640]  做父母的
