
[00:00:00.000 --> 00:00:02.500]  依修女妹 中午好
[00:02:53.100 --> 00:02:57.100]  就等於是中國買了美國的債券
[00:02:57.100 --> 00:03:00.100]  總共買了十二兆
[00:03:00.100 --> 00:03:02.100]  就翻成中文十二兆
[00:03:02.100 --> 00:03:03.100]  是債券第一個
[00:03:03.100 --> 00:03:05.100]  第二個是日本
[00:03:05.100 --> 00:03:09.100]  我在想日本不是現在經濟很衰退嗎
[00:03:09.100 --> 00:03:16.100]  怎麼美國還欠日本1.13 trillion這樣
[00:03:16.100 --> 00:03:19.100]  哇 這個caribbean就是加的厲害
[00:03:19.100 --> 00:03:22.100]  那些國家他們就有一個bank
[00:03:22.100 --> 00:03:24.100]  總共加起來才
[00:03:24.100 --> 00:03:29.100]  就是三百六十一個billion這樣
[00:03:29.100 --> 00:03:38.100]  連沙烏地阿拉伯
[00:03:38.100 --> 00:03:40.100]  沙烏地阿拉伯是不是很有錢啊
[00:03:40.100 --> 00:03:42.100]  那些產油國家很有錢
[00:03:42.100 --> 00:03:47.100]  他們才給美國買這個債券
[00:03:47.100 --> 00:03:49.100]  買了多少
[00:03:49.100 --> 00:03:52.100]  281 million
[00:03:52.100 --> 00:03:58.100]  台灣也變成債權的人了
[00:03:58.100 --> 00:04:00.100]  香港也是這樣
[00:04:00.100 --> 00:04:02.100]  我心裡在想
[00:04:02.100 --> 00:04:05.100]  美國最好的經濟學家
[00:04:05.100 --> 00:04:09.100]  就是Federal Reserve這些管錢的人
[00:04:09.100 --> 00:04:11.100]  大概十幾年來
[00:04:11.100 --> 00:04:12.100]  二十幾年來
[00:04:12.100 --> 00:04:15.100]  管錢的人都是猶太人
[00:04:15.100 --> 00:04:16.100]  很厲害
[00:04:16.100 --> 00:04:19.100]  所以Federal Reserve確都是猶太人
[00:04:19.100 --> 00:04:22.100]  他們能夠管好一點
[00:04:22.100 --> 00:04:24.100]  我們以後就負債少一點
[00:04:24.100 --> 00:04:28.100]  請問一下負債這麼多
[00:04:28.100 --> 00:04:32.100]  會不會造成通貨膨脹
[00:04:32.100 --> 00:04:34.100]  有一些經濟學家說會
[00:04:34.100 --> 00:04:35.100]  有一些說不會
[00:04:35.100 --> 00:04:38.100]  你想一想假如中國有一天
[00:04:38.100 --> 00:04:43.100]  債券到期了以後
[00:04:43.100 --> 00:04:46.100]  1.2 trillion他不要再買了
[00:04:46.100 --> 00:04:49.100]  他把這個錢拿出來投資
[00:04:49.100 --> 00:04:52.100]  在美國的房地產
[00:04:52.100 --> 00:04:56.100]  你看房地產會不會上升很快
[00:04:56.100 --> 00:04:59.100]  聽說Bay Area的房地產
[00:04:59.100 --> 00:05:02.100]  現在都好像中國人來買
[00:05:02.100 --> 00:05:04.100]  升了好幾倍
[00:05:04.100 --> 00:05:07.100]  所以這個跟inflation是有關的
[00:05:07.100 --> 00:05:11.100]  我們每一個人要好好的管理
[00:05:11.100 --> 00:05:14.100]  總統還有這些管理的人
[00:05:14.100 --> 00:05:17.100]  要好好的管理錢財
[00:05:17.100 --> 00:05:21.100]  今天的題目是中心的管價
[00:05:21.100 --> 00:05:23.100]  我今天剛進來
[00:05:23.100 --> 00:05:25.100]  你們這個門口一進去
[00:05:25.100 --> 00:05:28.100]  就有這個Rachel跟Dave
[00:05:28.100 --> 00:05:31.100]  Rondi的這個
[00:05:31.100 --> 00:05:34.100]  我把我這個關掉看看
[00:05:34.100 --> 00:05:35.100]  我就用這個麥克風
[00:05:35.100 --> 00:05:37.100]  看會不會好一點
[00:05:37.100 --> 00:05:40.100]  你們看貼了一個廣告對不對
[00:05:40.100 --> 00:05:43.100]  這個Rachel跟這個Rondi
[00:05:43.100 --> 00:05:46.100]  他們是爸爸跟女兒
[00:05:46.100 --> 00:05:49.100]  這個Rondi他有一個廣播電台
[00:05:49.100 --> 00:05:52.100]  裝的是講money management這樣
[00:05:52.100 --> 00:05:55.100]  那很會講
[00:05:55.100 --> 00:05:58.100]  然後他很不喜歡人家買車的時候
[00:05:58.100 --> 00:06:00.100]  去貸款
[00:06:00.100 --> 00:06:03.100]  有沒有人買車還貸款
[00:06:03.100 --> 00:06:06.100]  那一定被他罵死了這樣
[00:06:06.100 --> 00:06:10.100]  就是說他一直在教導這個
[00:06:10.100 --> 00:06:12.100]  money management
[00:06:12.100 --> 00:06:13.100]  你們也可以去聽聽
[00:06:13.100 --> 00:06:15.100]  你們假如沒有機會去聽他的講座
[00:06:15.100 --> 00:06:17.100]  你們在網上在YouTube上
[00:06:17.100 --> 00:06:21.100]  你們就打這個DaveRondi這樣
[00:06:21.100 --> 00:06:23.100]  他最有意思的那個廣播電台
[00:06:23.100 --> 00:06:26.100]  常常鼓勵人家不要負債
[00:06:26.100 --> 00:06:27.100]  不要負債
[00:06:27.100 --> 00:06:30.100]  然後有一些人就聽了他的廣告
[00:06:30.100 --> 00:06:32.100]  聽了他的這個講述
[00:06:32.100 --> 00:06:37.100]  就盼盼他再盡快還完錢
[00:06:37.100 --> 00:06:40.100]  我也是聽他的建議這樣
[00:06:40.100 --> 00:06:43.100]  盼盼有一天我的債能夠還完錢
[00:06:43.100 --> 00:06:47.100]  然後那些再還完的人
[00:06:47.100 --> 00:06:49.100]  他們就到他的電台
[00:06:49.100 --> 00:06:54.100]  然後就有時候一家人再都還光了
[00:06:54.100 --> 00:06:57.100]  或者是學生啊老師啊醫生啊
[00:06:57.100 --> 00:06:58.100]  還光了以後
[00:06:58.100 --> 00:07:00.100]  他們就有一個screaming
[00:07:00.100 --> 00:07:02.100]  大叫的時候
[00:07:02.100 --> 00:07:03.100]  教給你們聽一下
[00:07:03.100 --> 00:07:05.100]  給你們教一下
[00:07:05.100 --> 00:07:09.100]  I am debt free
[00:07:09.100 --> 00:07:12.100]  我不再負債了
[00:07:12.100 --> 00:07:15.100]  現在這個電台影響很多人
[00:07:15.100 --> 00:07:18.100]  所以他是一個基督徒
[00:07:18.100 --> 00:07:23.100]  所以我的意思就是說
[00:07:23.100 --> 00:07:25.100]  這個理財對基督徒來說
[00:07:25.100 --> 00:07:27.100]  是一個非常重要的講座
[00:07:27.100 --> 00:07:29.100]  那今天這一段的經文
[00:07:29.100 --> 00:07:31.100]  我想大家都很熟
[00:07:31.100 --> 00:07:33.100]  但是從這個熟的經文當中
[00:07:33.100 --> 00:07:35.100]  再次的提醒我們
[00:07:35.100 --> 00:07:37.100]  再次的提醒我們
[00:07:37.100 --> 00:07:42.100]  我們要成為一個忠心的管家
[00:07:42.100 --> 00:07:44.100]  耶穌在這裡講一個故意
[00:07:44.100 --> 00:07:47.100]  他說有一個貴族
[00:07:47.100 --> 00:07:48.100]  就是貴族
[00:07:48.100 --> 00:07:52.100]  他就是貴族的後代
[00:07:52.100 --> 00:07:55.100]  也就是說皇室的後代
[00:07:55.100 --> 00:07:57.100]  他要去遠方
[00:07:57.100 --> 00:08:00.100]  然後要德國成為封王以後
[00:08:00.100 --> 00:08:02.100]  他要回來
[00:08:02.100 --> 00:08:05.100]  那他還沒去之前
[00:08:05.100 --> 00:08:07.100]  他就給他的僕人
[00:08:07.100 --> 00:08:08.100]  十個教堂
[00:08:08.100 --> 00:08:11.100]  每一個人分一定銀子
[00:08:11.100 --> 00:08:14.100]  那一定銀子是很小的
[00:08:14.100 --> 00:08:17.100]  才大概一磅的銀子
[00:08:17.100 --> 00:08:18.100]  在馬太福音
[00:08:18.100 --> 00:08:20.100]  主耶穌用另外一個比喻
[00:08:20.100 --> 00:08:22.100]  祂說給這個人五千
[00:08:22.100 --> 00:08:24.100]  給這個人兩千、三千
[00:08:24.100 --> 00:08:26.100]  那個量是比較大
[00:08:26.100 --> 00:08:28.100]  那個銀子大概是七十磅
[00:08:28.100 --> 00:08:31.100]  那這裡是大概一磅的銀子
[00:08:31.100 --> 00:08:34.100]  當主耶穌在講這一段故事的時候
[00:08:34.100 --> 00:08:36.100]  猶太人都很熟
[00:08:36.100 --> 00:08:39.100]  因為當時
[00:08:39.100 --> 00:08:41.100]  你知道主耶穌出生的時候
[00:08:41.100 --> 00:08:43.100]  是一個法老王
[00:08:43.100 --> 00:08:45.100]  法老王不是要殺他嗎
[00:08:45.100 --> 00:08:47.100]  所以約瑟就趕快的
[00:08:47.100 --> 00:08:50.100]  晚上就逃到埃及去
[00:08:50.100 --> 00:08:52.100]  等到約瑟
[00:08:52.100 --> 00:08:54.100]  在逃到那裡大概一兩年以後
[00:08:54.100 --> 00:08:57.100]  約瑟要回到耶路撒冷的時候
[00:08:57.100 --> 00:09:00.100]  他又知道有另外一個王
[00:09:00.100 --> 00:09:01.100]  已經當王了
[00:09:01.100 --> 00:09:03.100]  所以他就到加利比去
[00:09:03.100 --> 00:09:04.100]  所以主耶穌才稱為
[00:09:04.100 --> 00:09:07.100]  加利比的主耶穌
[00:09:07.100 --> 00:09:10.100]  其實這個故事就是這樣
[00:09:10.100 --> 00:09:13.100]  很多人不大喜歡這個西利王
[00:09:13.100 --> 00:09:17.100]  所以就在羅馬的會議上
[00:09:17.100 --> 00:09:19.100]  議會上
[00:09:19.100 --> 00:09:22.100]  說這個西利王壞
[00:09:22.100 --> 00:09:25.100]  所以西利王就親自到了羅馬
[00:09:25.100 --> 00:09:30.100]  然後遊說羅馬的議會
[00:09:30.100 --> 00:09:32.100]  說我去世以後
[00:09:32.100 --> 00:09:35.100]  王威請我這四個兒子
[00:09:35.100 --> 00:09:37.100]  繼續擔當
[00:09:37.100 --> 00:09:41.100]  所以國會就給他說服了
[00:09:41.100 --> 00:09:44.100]  所以他的四個兒子
[00:09:44.100 --> 00:09:46.100]  其中有三位就到羅馬去
[00:09:46.100 --> 00:09:48.100]  從耶路撒冷到羅馬去
[00:09:48.100 --> 00:09:51.100]  要被羅馬皇帝封為
[00:09:51.100 --> 00:09:55.100]  以色列這一帶地區的王子
[00:09:55.100 --> 00:09:57.100]  所以以色列人都很清楚
[00:09:57.100 --> 00:09:59.100]  耶穌在講這個故事
[00:09:59.100 --> 00:10:05.100]  所以這個主人回來的時候
[00:10:05.100 --> 00:10:10.100]  要跟他的僕人算帳
[00:10:10.100 --> 00:10:14.100]  但是有一些人不喜歡這個王
[00:10:14.100 --> 00:10:15.100]  不要回來
[00:10:15.100 --> 00:10:17.100]  我們不要你當王
[00:10:17.100 --> 00:10:19.100]  但是這個王最後還是回來
[00:10:19.100 --> 00:10:23.100]  其實主耶穌在這裡是描述
[00:10:23.100 --> 00:10:25.100]  他有一天還是要回來
[00:10:25.100 --> 00:10:31.100]  這個王有一天得悔以後要回來
[00:10:31.100 --> 00:10:35.100]  所以還要跟僕人算帳
[00:10:35.100 --> 00:10:39.100]  那我們來看一下聖經裡面的錢財
[00:10:39.100 --> 00:10:42.100]  當時是用一個字叫做talents
[00:10:42.100 --> 00:10:44.100]  talents我們現在翻譯是怎麼翻
[00:10:44.100 --> 00:10:46.100]  中文是怎麼翻
[00:10:46.100 --> 00:10:48.100]  就是這個財能
[00:10:48.100 --> 00:10:51.100]  所以我們每一個人都有很多talents
[00:10:51.100 --> 00:10:52.100]  很多財能
[00:10:52.100 --> 00:10:54.100]  每一個人都有金錢
[00:10:54.100 --> 00:10:57.100]  所以我們要好好的管理
[00:10:57.100 --> 00:11:01.100]  有一些人有地位
[00:11:01.100 --> 00:11:06.100]  有一些人很會彈琴、唱詩
[00:11:06.100 --> 00:11:09.100]  很會管理、很會教導
[00:11:09.100 --> 00:11:11.100]  很會鼓勵人
[00:11:11.100 --> 00:11:15.100]  所以我們就運用我們的財能
[00:11:15.100 --> 00:11:18.100]  好好的來管理這些財能
[00:11:18.100 --> 00:11:21.100]  然後在神的國度上為神使用
[00:11:21.100 --> 00:11:24.100]  有一天主人再回來的時候
[00:11:24.100 --> 00:11:27.100]  我們就能夠交帳
[00:11:27.100 --> 00:11:31.100]  這個信息聽起來很簡單
[00:11:31.100 --> 00:11:34.100]  但是要去投資是有風險的
[00:11:34.100 --> 00:11:38.100]  你們知道主耶穌講十個比喻的話
[00:11:38.100 --> 00:11:42.100]  那三分之二是跟錢有關的
[00:11:42.100 --> 00:11:45.100]  所以祂有新的比喻是跟錢有關的
[00:11:45.100 --> 00:11:49.100]  我們說講錢傷感情
[00:11:49.100 --> 00:11:56.100]  但是錢帶出很多屬靈的原則
[00:11:56.100 --> 00:11:58.100]  去投資
[00:11:58.100 --> 00:12:01.100]  假如說今天主耶穌給你一萬塊錢
[00:12:01.100 --> 00:12:03.100]  你會怎麼用
[00:12:03.100 --> 00:12:07.100]  李師你會怎麼用
[00:12:07.100 --> 00:12:09.100]  放在哪裡
[00:12:09.100 --> 00:12:13.100]  放在銀行還是放在哪裡
[00:12:13.100 --> 00:12:16.100]  過了十年以後要來交帳
[00:12:16.100 --> 00:12:18.100]  投資有風險
[00:12:18.100 --> 00:12:24.100]  這裡是美國每年的平均通貨膨脹
[00:12:24.100 --> 00:12:27.100]  你們如果看這個表
[00:12:27.100 --> 00:12:30.100]  過去的這些年
[00:12:30.100 --> 00:12:36.100]  有一些每年通貨膨脹是7.25
[00:12:36.100 --> 00:12:40.100]  有一些通貨膨脹是6.8
[00:12:40.100 --> 00:12:45.100]  這十年當中每年的通貨膨脹是7.多
[00:12:45.100 --> 00:12:50.100]  那不得了十年通貨膨脹就70多了
[00:12:50.100 --> 00:12:55.100]  但是平均起來是3.16
[00:12:55.100 --> 00:12:58.100]  請問一下現在你把錢放在銀行
[00:12:58.100 --> 00:13:01.100]  銀行的利息有多少
[00:13:01.100 --> 00:13:04.100]  0.02
[00:13:04.100 --> 00:13:08.100]  不是0.03
[00:13:08.100 --> 00:13:10.100]  幾乎是賠錢的
[00:13:10.100 --> 00:13:12.100]  因為你放在銀行
[00:13:12.100 --> 00:13:15.100]  你的錢就貶值了
[00:13:15.100 --> 00:13:20.100]  所以他們又做了一個統計
[00:13:20.100 --> 00:13:25.100]  就是說把每幾年都加起來
[00:13:25.100 --> 00:13:29.100]  每一個行事十年十年
[00:13:29.100 --> 00:13:34.100]  在1990年到99年
[00:13:34.100 --> 00:13:39.100]  總共十年當中的通貨膨脹是103
[00:13:39.100 --> 00:13:44.100]  所以一百塊錢經過十年就變成五十塊錢
[00:13:44.100 --> 00:13:49.100]  你把它放在你家裡面
[00:13:49.100 --> 00:13:51.100]  或放在銀行裡面
[00:13:51.100 --> 00:13:54.100]  假如利息是0.01的話
[00:13:54.100 --> 00:13:59.100]  那你等於是沒有利息了
[00:13:59.100 --> 00:14:05.100]  假如是每年的利息是10%的話
[00:14:05.100 --> 00:14:08.100]  你是賺錢還是賠錢
[00:14:08.100 --> 00:14:12.100]  1990到1999
[00:14:12.100 --> 00:14:14.100]  請問一下你是賺錢還是賠錢
[00:14:14.100 --> 00:14:16.100]  利息一年10%
[00:14:16.100 --> 00:14:19.100]  十年就百分之百在賠
[00:14:19.100 --> 00:14:21.100]  你說賺錢還是賠錢
[00:14:21.100 --> 00:14:23.100]  賺錢
[00:14:23.100 --> 00:14:27.100]  通貨膨脹是0.03.45
[00:14:27.100 --> 00:14:31.100]  你是賠錢的
[00:14:31.100 --> 00:14:35.100]  因為你的利息還比不過通貨膨脹
[00:14:35.100 --> 00:14:39.100]  所以你還欠了百分之3.5
[00:14:39.100 --> 00:14:43.100]  了解我意思嗎
[00:14:43.100 --> 00:14:45.100]  就是說你一百塊錢
[00:14:45.100 --> 00:14:47.100]  存了十年以後
[00:14:47.100 --> 00:14:49.100]  你變成兩百塊錢
[00:14:49.100 --> 00:14:52.100]  利息是兩百塊錢
[00:14:52.100 --> 00:14:55.100]  但是其實你的兩百塊錢
[00:14:55.100 --> 00:14:57.100]  只能買當時的
[00:14:57.100 --> 00:15:01.100]  1990年當時的大概95塊錢的東西
[00:15:01.100 --> 00:15:03.100]  所以你是賠錢
[00:15:03.100 --> 00:15:07.100]  所以現在有很多辦公室的公司
[00:15:07.100 --> 00:15:11.100]  就叫你把你錢給他來管理
[00:15:11.100 --> 00:15:13.100]  他就想盡辦法
[00:15:13.100 --> 00:15:15.100]  還說我們是專業的
[00:15:15.100 --> 00:15:18.100]  專業的辦公室管理
[00:15:18.100 --> 00:15:20.100]  你們都不懂
[00:15:20.100 --> 00:15:24.100]  把錢從你的口袋拿到我的口袋來
[00:15:24.100 --> 00:15:26.100]  太好了
[00:15:26.100 --> 00:15:28.100]  我聽你不是專業的
[00:15:28.100 --> 00:15:30.100]  你今天聽了牧師的講道
[00:15:30.100 --> 00:15:33.100]  不要隔天明天早上
[00:15:33.100 --> 00:15:35.100]  把你的銀行的CD全部拿出來
[00:15:35.100 --> 00:15:38.100]  然後就投資在高風險的地方
[00:15:38.100 --> 00:15:40.100]  到時候連本都沒有了
[00:15:40.100 --> 00:15:42.100]  了解我意思嗎
[00:15:42.100 --> 00:15:45.100]  以前還有一百塊錢在那邊
[00:15:45.100 --> 00:15:47.100]  但是這是一個原則
[00:15:47.100 --> 00:15:50.100]  就是說你不投資
[00:15:50.100 --> 00:15:53.100]  你的損失還是繼續下去
[00:15:53.100 --> 00:15:55.100]  在屬靈的原則上
[00:15:55.100 --> 00:15:57.100]  神給你很多恩賜
[00:15:57.100 --> 00:15:59.100]  你如果不使用
[00:15:59.100 --> 00:16:03.100]  那你可能這個恩賜就越來越少
[00:16:03.100 --> 00:16:06.100]  今天在教會講到的年輕的學生
[00:16:06.100 --> 00:16:08.100]  他彈吉他
[00:16:08.100 --> 00:16:09.100]  我也彈吉他
[00:16:09.100 --> 00:16:11.100]  他大一來的時候
[00:16:11.100 --> 00:16:13.100]  我看他吉他不怎麼樣
[00:16:13.100 --> 00:16:15.100]  彈彈拍拍
[00:16:15.100 --> 00:16:16.100]  現在已經四年了
[00:16:16.100 --> 00:16:17.100]  要畢業了
[00:16:17.100 --> 00:16:20.100]  哇現在吉他彈得真好
[00:16:20.100 --> 00:16:22.100]  而且他買的吉他都是最好的
[00:16:22.100 --> 00:16:24.100]  丁香就是買最好的
[00:16:24.100 --> 00:16:27.100]  你知道現在學生經濟都不錯了
[00:16:27.100 --> 00:16:31.100]  媽媽怕兒子受苦
[00:16:31.100 --> 00:16:34.100]  在Davis買一個房子
[00:16:34.100 --> 00:16:36.100]  兒子替他買房子
[00:16:36.100 --> 00:16:38.100]  我看丁香特別好
[00:16:38.100 --> 00:16:40.100]  吉他也特別好
[00:16:40.100 --> 00:16:42.100]  現在聲音特別好
[00:16:42.100 --> 00:16:43.100]  過了四年
[00:16:43.100 --> 00:16:44.100]  因為他常常操練
[00:16:44.100 --> 00:16:47.100]  所以他恩賜就越來越好
[00:16:47.100 --> 00:16:49.100]  我們教會有一個弟兄
[00:16:49.100 --> 00:16:52.100]  很會管理家庭
[00:16:52.100 --> 00:16:54.100]  很會做家事
[00:16:54.100 --> 00:16:56.100]  他家以前有車嘛
[00:16:56.100 --> 00:16:59.100]  所以他就學習怎麼樣
[00:16:59.100 --> 00:17:01.100]  防止這個車嘛
[00:17:01.100 --> 00:17:02.100]  因為車嘛
[00:17:02.100 --> 00:17:03.100]  進去房子以後
[00:17:03.100 --> 00:17:05.100]  你就很麻煩了
[00:17:05.100 --> 00:17:07.100]  他說有時候晚上
[00:17:07.100 --> 00:17:09.100]  安安靜靜的時候
[00:17:09.100 --> 00:17:11.100]  睡覺就聽到車嘛
[00:17:11.100 --> 00:17:26.100]  教會需要幫忙
[00:17:26.100 --> 00:17:28.100]  教會有車嘛
[00:17:28.100 --> 00:17:31.100]  特別是禁止的後面
[00:17:31.100 --> 00:17:33.100]  常常有水汽嘛
[00:17:33.100 --> 00:17:34.100]  所以就有車嘛
[00:17:34.100 --> 00:17:36.100]  他就知道怎麼來處理
[00:17:36.100 --> 00:17:39.100]  他每次來就看這個教會
[00:17:39.100 --> 00:17:42.100]  你知道一個教會這麼大
[00:17:42.100 --> 00:17:44.100]  要請人家來車買去
[00:17:44.100 --> 00:17:46.100]  要上幾千塊錢
[00:17:46.100 --> 00:17:48.100]  這個弟兄就很厲害
[00:17:48.100 --> 00:17:50.100]  怎麼去鑽孔
[00:17:50.100 --> 00:17:52.100]  怎麼灌這個藥
[00:17:52.100 --> 00:17:54.100]  所以他越操練
[00:17:54.100 --> 00:17:57.100]  他的技術就越好
[00:17:57.100 --> 00:17:59.100]  他現在年紀比較大
[00:17:59.100 --> 00:18:00.100]  我就呼籲我們教會
[00:18:00.100 --> 00:18:04.100]  他說其實不是他家有車
[00:18:04.100 --> 00:18:06.100]  每一個人家都有車嘛
[00:18:06.100 --> 00:18:08.100]  所以假如要跟他學的話
[00:18:08.100 --> 00:18:10.100]  請來教會
[00:18:10.100 --> 00:18:13.100]  他在被教會處理車買的時候
[00:18:13.100 --> 00:18:14.100]  你就幫主授
[00:18:14.100 --> 00:18:16.100]  然後你回去就可以使用了
[00:18:16.100 --> 00:18:18.100]  省了不少錢啊
[00:18:18.100 --> 00:18:21.100]  最少七八百塊的藥跑不掉了
[00:18:21.100 --> 00:18:24.100]  你的奉獻給神
[00:18:24.100 --> 00:18:26.100]  神給你的恩賜
[00:18:26.100 --> 00:18:28.100]  或是神給你的金錢
[00:18:28.100 --> 00:18:30.100]  你不要以為自己都有
[00:18:30.100 --> 00:18:32.100]  自己是擁有自己的
[00:18:32.100 --> 00:18:34.100]  這是神給我們的恩賜
[00:18:34.100 --> 00:18:36.100]  我們要好好的使用
[00:18:36.100 --> 00:18:39.100]  所以主人回來
[00:18:39.100 --> 00:18:42.100]  德國成為君王回來
[00:18:42.100 --> 00:18:44.100]  要跟每一個僕人算帳
[00:18:44.100 --> 00:18:47.100]  這個頭一個人大概
[00:18:47.100 --> 00:18:48.100]  比較有信心
[00:18:48.100 --> 00:18:50.100]  頭一個就上來了
[00:18:50.100 --> 00:18:51.100]  主人
[00:18:51.100 --> 00:18:53.100]  你注意看
[00:18:53.100 --> 00:18:55.100]  他這個主人
[00:18:55.100 --> 00:18:56.100]  My Lord
[00:18:56.100 --> 00:18:58.100]  我的主人
[00:18:58.100 --> 00:19:00.100]  你的一定的營子
[00:19:00.100 --> 00:19:01.100]  你的一定
[00:19:01.100 --> 00:19:03.100]  不是我的一定
[00:19:03.100 --> 00:19:05.100]  所以今天主耶穌回來的時候
[00:19:05.100 --> 00:19:07.100]  祂是我們的主人
[00:19:07.100 --> 00:19:09.100]  然後祂給我們的
[00:19:09.100 --> 00:19:11.100]  這些財源
[00:19:11.100 --> 00:19:12.100]  是祂給我們的
[00:19:12.100 --> 00:19:13.100]  不是你擁有的
[00:19:13.100 --> 00:19:14.100]  要小心喔
[00:19:14.100 --> 00:19:17.100]  你不要以為今天這一切都是你擁有的
[00:19:17.100 --> 00:19:19.100]  這是神給你的
[00:19:19.100 --> 00:19:21.100]  那這給我們的
[00:19:21.100 --> 00:19:22.100]  管你的
[00:19:22.100 --> 00:19:23.100]  所以祂說
[00:19:23.100 --> 00:19:24.100]  你一定
[00:19:24.100 --> 00:19:26.100]  我已經賺了十定了
[00:19:26.100 --> 00:19:27.100]  哇 這個主人
[00:19:27.100 --> 00:19:30.100]  我們來注意看一下這個主人怎麼說
[00:19:30.100 --> 00:19:32.100]  請弟兄姊妹
[00:19:32.100 --> 00:19:35.100]  今天假如說你忘記公司講的道
[00:19:35.100 --> 00:19:37.100]  你就注意這一句話
[00:19:37.100 --> 00:19:38.100]  第十七節
[00:19:38.100 --> 00:19:40.100]  我們就念第十七節
[00:19:40.100 --> 00:19:41.100]  主人說
[00:19:41.100 --> 00:19:42.100]  好
[00:19:42.100 --> 00:19:44.100]  我們來看看
[00:19:44.100 --> 00:19:46.100]  你既在最小的事上
[00:19:46.100 --> 00:19:47.100]  有信心
[00:19:47.100 --> 00:19:51.100]  所以我願意把事做成
[00:19:51.100 --> 00:19:55.100]  祂賺了十定了
[00:19:55.100 --> 00:19:56.100]  主人說
[00:19:56.100 --> 00:19:59.100]  你既在這最小
[00:19:59.100 --> 00:20:02.100]  最小的事情上重心
[00:20:02.100 --> 00:20:04.100]  所以今天你不要以為你很多了
[00:20:04.100 --> 00:20:07.100]  其實那是非常少
[00:20:07.100 --> 00:20:08.100]  一定因子
[00:20:08.100 --> 00:20:11.100]  一磅一磅的銀子這樣
[00:20:11.100 --> 00:20:13.100]  所以你今天所擁有的
[00:20:13.100 --> 00:20:14.100]  你不要以為很多
[00:20:14.100 --> 00:20:15.100]  其實你今天所擁有的
[00:20:15.100 --> 00:20:17.100]  在主人來看
[00:20:17.100 --> 00:20:18.100]  是非常少
[00:20:18.100 --> 00:20:20.100]  最小的
[00:20:20.100 --> 00:20:22.100]  但是因為你重心
