
[00:00:00.000 --> 00:00:01.520]  各位地經傳媒平安
[00:06:54.560 --> 00:07:00.240]  我們就吃了新鮮摘下來的蜂巢
[00:07:00.240 --> 00:07:03.320]  蜂巢裡面的蜂蜜
[00:07:03.320 --> 00:07:05.720]  真的漂亮到不得了
[00:07:05.720 --> 00:07:08.520]  很清甜很甘
[00:07:08.520 --> 00:07:11.160]  我們每個人都很回味
[00:07:11.160 --> 00:07:13.040]  他每張桌子
[00:07:13.040 --> 00:07:14.840]  六七個人一位桌子
[00:07:14.840 --> 00:07:18.760]  放了一盤蜂蜜在那裡
[00:07:18.760 --> 00:07:21.000]  他知道我們這些是香港人
[00:07:21.000 --> 00:07:22.960]  就很客氣鼓勵我們吃
[00:07:22.960 --> 00:07:24.880]  我們真的老實說
[00:07:24.880 --> 00:07:28.160]  一二三就全部吃完了
[00:07:28.160 --> 00:07:33.200]  真的是那些瘋狂下笛的蜜
[00:07:33.200 --> 00:07:35.400]  那種甜美
[00:07:35.400 --> 00:07:36.920]  那種甘甜
[00:07:36.920 --> 00:07:41.960]  真的我想起就很美麗的回憶
[00:07:41.960 --> 00:07:42.920]  各位弟兄姐妹
[00:07:42.920 --> 00:07:46.200]  原來你愛慕神的話
[00:07:46.200 --> 00:07:47.840]  讀神的話
[00:07:47.840 --> 00:07:51.880]  在你的口中是可以回甘的
[00:07:51.880 --> 00:07:53.800]  很甘甜
[00:07:53.800 --> 00:07:55.800]  滋潤你的心靈
[00:07:55.800 --> 00:07:57.880]  叫你得力量
[00:07:57.880 --> 00:07:58.760]  得光強
[00:07:58.760 --> 00:08:02.760]  神的話帶著絕大的能力
[00:08:02.760 --> 00:08:05.800]  而且我們抓住神的嬰去
[00:08:05.800 --> 00:08:09.480]  你人生的腳步就能夠穩當
[00:08:09.480 --> 00:08:14.200]  你可以根據聖經神給你的嬰去
[00:08:14.200 --> 00:08:16.120]  你一步一步走
[00:08:16.120 --> 00:08:19.360]  你必定過一個很順利
[00:08:19.360 --> 00:08:20.520]  很蒙福
[00:08:20.520 --> 00:08:22.280]  很蒙恩的一生
[00:08:22.280 --> 00:08:24.000]  所以求主幫助我們
[00:08:24.000 --> 00:08:26.560]  叫我們真的吃神的話
[00:08:26.560 --> 00:08:31.160]  好像蜜一樣甘甜
[00:08:31.160 --> 00:08:33.760]  然後聖經說過了七天之後
[00:08:33.760 --> 00:08:39.160]  他就立他為守望以色列家的人
[00:08:39.160 --> 00:08:44.160]  神立以西捷做守望以色列家的人
[00:08:44.160 --> 00:08:48.040]  但是後來到了第三章的下半段
[00:08:48.040 --> 00:08:52.200]  不知為何神又封了先知的口
[00:08:52.200 --> 00:08:57.160]  到了神要他講話的時候
[00:08:57.160 --> 00:08:59.960]  神吩咐他講話的時候
[00:08:59.960 --> 00:09:03.160]  他才可以講話
[00:09:03.160 --> 00:09:07.640]  各位我們都要做順命的兒女
[00:09:07.640 --> 00:09:09.080]  聽神的話
[00:09:09.080 --> 00:09:11.760]  神叫你動你才動
[00:09:11.760 --> 00:09:15.280]  神叫你不動你就千萬不要動
[00:09:15.280 --> 00:09:17.360]  我們要等候神
[00:09:17.360 --> 00:09:22.240]  要心裡面很樂意順從神的引導
[00:09:22.240 --> 00:09:23.640]  神的帶領
[00:09:23.640 --> 00:09:26.840]  求神給我們都要有一個這樣的醒覺
[00:09:26.840 --> 00:09:29.000]  我們的行事為人
[00:09:29.000 --> 00:09:30.400]  我們的出入
[00:09:30.400 --> 00:09:32.280]  我們所做的一切
[00:09:32.280 --> 00:09:36.200]  都遵主的吩咐以行
[00:09:36.200 --> 00:09:39.520]  以西捷立了一個很好的榜樣
[00:09:39.520 --> 00:09:41.480]  他領受義著
[00:09:41.480 --> 00:09:43.280]  他看到書卷
[00:09:43.280 --> 00:09:45.440]  他遵命食書卷
[00:09:45.440 --> 00:09:48.520]  他將神的話放在他的裡面
[00:09:48.520 --> 00:09:52.200]  然後他按神的吩咐以行
[00:09:52.200 --> 00:09:55.680]  這些都是我們今天基督徒的提醒
[00:09:55.680 --> 00:09:58.960]  特別我們現在已經來到末世的時候
[00:09:58.960 --> 00:10:03.640]  耶穌回來的日子真是很近很近
[00:10:03.640 --> 00:10:06.120]  讓我們彼此時時激勵
[00:10:06.120 --> 00:10:08.680]  我們要靠主站立得穩
[00:10:08.680 --> 00:10:13.600]  做一個順命聽神吩咐的兒女
[00:10:13.600 --> 00:10:15.040]  願天父祝福你
[00:10:15.040 --> 00:10:16.040]  使用你
[00:10:16.040 --> 00:10:19.600]  讓你的人生充滿主的恩典
[00:10:19.600 --> 00:10:22.000]  天父賜福給各位
