
[00:00:00.000 --> 00:00:06.000]  好,代言姐妹早晨,在開始的時候先請我們先一齊低頭祈禱。
[00:07:33.000 --> 00:07:40.000]  所以當他面對到這些困難,這些攻擊的時候,他就去投靠神了。
[00:07:40.000 --> 00:07:45.000]  當然,不是有急難的時候才來找神。
[00:07:45.000 --> 00:07:54.000]  但是當我們面對困難的時候,我們有神能夠成為我們的依靠,成為我們的拯救的時候,
[00:07:54.000 --> 00:08:03.000]  這樣東西更顯得寶貴。所以當一個人年紀慢慢大,有很多的變化的時候,
[00:08:03.000 --> 00:08:10.000]  我們就會發現,其實身體都隨之出現了很多的問題。
[00:08:10.000 --> 00:08:19.000]  在老人院的時候,我經常接觸一些老人家,我就發現老人家可以分為有兩個多大的極端。
[00:08:19.000 --> 00:08:28.000]  一是字也不懂得多個,但是另一方面,有一些長者,他年輕的時候,他是很有知識的。
[00:08:28.000 --> 00:08:36.000]  護士,教師,工程師,銀行經理,甚至是地質學家都有。
[00:08:36.000 --> 00:08:45.000]  但是也都隨著身體軟弱,變化的問題,最後大家都有機會在老人院去相遇。
[00:08:45.000 --> 00:08:56.000]  身體越來越差,需要人的照顧。但是我也很清楚地留意到,其實就是這個環節,
[00:08:56.000 --> 00:09:01.000]  是叫很多的長者,他都很難接受得到。
[00:09:01.000 --> 00:09:10.000]  因為他覺得,以前說我年輕,我這麼厲害,現在年紀大,我什麼都要求人的時候,他覺得他的自尊心很受損。
[00:09:10.000 --> 00:09:18.000]  我曾經跟一位姐妹分享過,不要說那些老人家,他自己的感受不好受。
[00:09:18.000 --> 00:09:24.000]  我在老人院經常見一些老人家,經常要躺在床上,經常都要人照顧的時候,
[00:09:24.000 --> 00:09:32.000]  我自己都覺得,其實是很不容易去面對,去處理。我在旁邊看到,我自己的心都很不舒服。
[00:09:32.000 --> 00:09:37.000]  所以有一天,我就向神有一個祈禱。
[00:09:37.000 --> 00:09:45.000]  我說:神,我常常都在老人院裡面,要面對這些情況。而我也需要,我自己要想得通。
[00:09:45.000 --> 00:09:51.000]  我究竟應該用一個怎樣正確的態度,去面對這件事。
[00:09:51.000 --> 00:10:02.000]  以致我能夠用一個正確的態度,去面對那些長者,去幫助他們,去陪他們走這條人生的路。
[00:10:02.000 --> 00:10:09.000]  於是有一天,神就給我一個回應,祂就跟我說一件事,
[00:10:09.000 --> 00:10:18.000]  為什麼人生一定是一條直線,生、老、病、死,一條直線去呢?
[00:10:18.000 --> 00:10:25.000]  其實不是一條直線,是一條曲線,是一條圓圈也可以。
[00:10:25.000 --> 00:10:36.000]  當神把生命賜下來的時候,我們就一直出生了。
[00:10:36.000 --> 00:10:48.000]  當神透過不同的人來照顧我們,透過不同的機會讓我們去學習,一直成長,去裝備我們的時候,我們就一直長大。
[00:10:48.000 --> 00:10:55.000]  我們學會了很多的本事,能力,學識,去處理我們的生活。
[00:10:55.000 --> 00:11:08.000]  接著我們慢慢年老了,身體可能弱了,有疾病了,最後神將我們的生命去收回,是一個圓圈。
[00:11:08.000 --> 00:11:20.000]  我們香港人有一個說話,就是我們出去走一圈就回來了,有時候甚至我們說出去走一圈就回來了。
[00:11:20.000 --> 00:11:29.000]  其實有沒有留意到,我們人生幾十年來到這個世界,都是走一圈就回來了,走一圈幾十年就過了。
[00:11:29.000 --> 00:11:37.000]  我們來到這個世界的時候,透過我們的父母、家人,也有不同學習的機會,以致我們去長大。
[00:11:37.000 --> 00:11:54.000]  但是亦都隨著我們的日子,到晚年來到的時候,神將託管給我們的東西,將所賜給我們的東西,無論是有形,或者是無形的,讓我們一件一件這樣放下。
[00:11:54.000 --> 00:12:02.000]  到最後,同樣我們需要有家人,或者其他人的照顧,直至到我們離世。
[00:12:02.000 --> 00:12:22.000]  剛出生的時候,因為身體很脆弱,以致我們需要別人來照顧,但是當我們去練腦,或者有疾病的時候,我們同樣身體變得很脆弱,我們同樣需要有其他人來照顧,其實是一件很對稱的事情。
[00:12:22.000 --> 00:12:35.000]  所以,亦都在當中,不需要感覺到有什麼很慚愧、很不好意思的事情,因為身體實在是有這樣的需要。
[00:12:35.000 --> 00:13:00.000]  所以在這裏,我們會去看回,既然我們來到這個世界的時候,我們沒有帶任何東西來到,當我們慢慢去練腦,疾病的時候,我們將一些事情一件一件這樣放下,直至到我們離開這個世界為止。
[00:13:00.000 --> 00:13:11.000]  有八句話說:「賞賜的是耶和華,收取的也是耶和華,耶和華的名是應當稱眾。」
[00:13:11.000 --> 00:13:34.000]  既然我們來到這個世界的時候,我們沒有帶任何東西來到,當我們慢慢去練腦,疾病的時候,我們將一些事情一件一件這樣放下,直至到我們離開這個世界為止。
[00:13:34.000 --> 00:13:47.000]  但是在這裏,我們也看到,原來我們需要用一個信服的心來接受這件事。賞賜的是耶和華,收取的也是耶和華。
[00:13:47.000 --> 00:14:08.000]  但是當我們說,在這個世界,我們只是走一個圈就離開了,這個就好像一個生命的輪子一樣,對不對?但是很重要的地方就是,我們這個生命的輪子的核心是哪一位呢?
[00:14:08.000 --> 00:14:18.000]  如果你有上過初訊栽培的時候,你會知道,生命的輪子的核心是哪一位呢?就是我們的神,就是我們的救主。
[00:14:18.000 --> 00:14:30.000]  所以無論我們去到人生哪一個階段都好,很重要的就是,我們的核心,我們的忠心碟仍然是神,這樣就可以了。
[00:14:30.000 --> 00:14:48.000]  很多的長者,我剛才說過,他們不能夠接受到,在他們晚年的日子,他們很需要人來照顧他們。甚至有很多人,有很多人心裏面會覺得很憤怒,為什麼我要落到這樣的情況?
[00:14:48.000 --> 00:15:04.000]  但是我們就知道,這個就是人生的階段。所以當我們發現自己慢慢變得軟弱,需要別人的幫助的時候,反而我們需要很勇敢去接受這個事實。
[00:15:04.000 --> 00:15:22.000]  而且亦會存在一個謙卑的心,學習去接受其他人的幫助。但是最重要的是,我們知道,神是我們的岩石,是我們的避難所,祂仍然是我們的主。
[00:15:22.000 --> 00:15:42.000]  所以當私人遇到困難的時候,他就來向神發出呼求。所以在頭四節的經文裏面,我們就發現,已經有五次的地方,出現「答救」、「救拔」、「拯救」。
[00:15:42.000 --> 00:15:50.000]  因為他知道,在困難裏面,唯一能夠拯救的,是祂的主,祂的神。
[00:15:50.000 --> 00:16:08.000]  有時候在這個過程裏面,雖然我們其他旁邊的人很了解、很明白,但是究竟當時人的心裏面是怎樣呢?其實他自己的體會就是最深刻的。
[00:16:08.000 --> 00:16:23.000]  誰能夠最明白祂呢?唯有神才能夠最明白祂。所以他向神發出這份呼求。為什麼私人能夠對神有這份信心呢?
[00:16:23.000 --> 00:16:36.000]  因為在他人生裏面,他回望的時候,原來神在他一生裏面,從他年幼到年老的時候,神都是成為了他的依靠。
[00:16:36.000 --> 00:16:54.000]  在第五節和第六節裏面,他說:「主耶和華,祢是我所盼望的,從我年幼,祢是我所依靠的。我從無福被祢扶持,使我出無福的是祢,我必尚尚讚美祢。」
[00:16:54.000 --> 00:17:13.000]  在人生裏面,他會看到一件事情,雖然在他現在的環境底下,他在這個階段裏面,他覺得很不如意,很不稱心,但是他仍然能夠怎樣去讚美神,依靠神呢?
[00:17:13.000 --> 00:17:21.000]  因為他經歷到從他年幼到年老,神都是他所依靠的,神都是他所盼望、幫助的。
[00:17:21.000 --> 00:17:26.000]  他知道,生命是從神而來,所以他常常去讚美神。
[00:17:26.000 --> 00:17:39.000]  即使他面對很多人的挑戰,甚至生命受到威脅,但是他知道,既然生命是神所賜,既然神昔日一路怎樣去扶持著我,保守著他,
[00:17:39.000 --> 00:17:45.000]  今天,即使他在困難的裏面,神仍然是他的幫助,是他的扶持。
[00:17:45.000 --> 00:17:52.000]  還有在第七節那裏,他曾經說過,很多人以他為怪,去取笑他。
[00:17:52.000 --> 00:18:02.000]  什麼叫以他為怪呢?就是覺得他是很另類的,甚至用一些不好的態度和行為去攻擊他。
[00:18:02.000 --> 00:18:15.000]  但他卻說,神就是他的避難所,所以他仍然可以在當中,終日去讚美神。
[00:18:15.000 --> 00:18:44.000]  第八節,我不知道你會否覺得有些長者是有點怪,有些人會稍為嘴硬。有時候,我們覺得有些長者有點怪,是因為我們不太明白他的成長背景和一些他的經歷,所以我們覺得他有點怪。
[00:18:44.000 --> 00:18:59.000]  有位長者,有一次為了一件事,責罵其中一個職員,當然也是因為一些言語無法溝通,因為那位長者說普通話,職員說英文,根本是雞同鴨講。
[00:18:59.000 --> 00:19:17.000]  但為了一張蛋糕紙,那些紙包蛋糕,當然是撕開蛋糕紙吃了蛋糕。職員看到那位長者已經吃完蛋糕,於是就幫他清理那些垃圾,把蛋糕扔掉。
[00:19:17.000 --> 00:19:36.000]  為了那張蛋糕紙,那位長者發了很大的脾氣,因為那位長者覺得那塊蛋糕還未吃完,因為那張蛋糕紙還黏著一些蛋糕,還未吃完,為何要扔掉那張蛋糕紙呢?
[00:19:36.000 --> 00:19:51.000]  但是從職員的角度來看,那塊蛋糕還未吃完,後來原來那位長者要把整張蛋糕紙的蛋糕都吃乾淨,即是把所有蛋糕都舔乾淨,才可以扔掉。
[00:19:51.000 --> 00:20:10.000]  後來我告訴職員,因為那位長者小時候的家庭非常窮,有一次我跟他聊天的時候,他跟我說,他六歲之前沒有吃過一頓飯,六歲之前他沒有吃過一頓飯。
[00:20:10.000 --> 00:20:25.000]  你去想想,一個長者在這樣的環境下成長的時候,每一粒食物對他來說都是非常寶貴,所以為何他連那張蛋糕紙,所有的蛋糕都要吃乾淨,才扔掉。
[00:20:25.000 --> 00:20:40.000]  就是因為他小時候的成長就是這麼窮,以致他不想浪費任何一些食物,只是不明白。
[00:20:40.000 --> 00:20:55.000]  所以後來我跟那個職員說,就是因為他在這樣的情況下,所以他很珍惜每一點的食物。
[00:20:55.000 --> 00:21:10.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,很難才吃到一頓飯,所以他們不想浪費任何一粒食物。
[00:21:10.000 --> 00:21:25.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,很難才吃到一頓飯,所以他們不想浪費任何一粒食物。
[00:21:25.000 --> 00:21:40.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:21:40.000 --> 00:21:55.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:21:55.000 --> 00:22:10.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:22:10.000 --> 00:22:25.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:22:25.000 --> 00:22:40.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:22:40.000 --> 00:22:55.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:22:55.000 --> 00:23:10.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:23:10.000 --> 00:23:25.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:23:25.000 --> 00:23:40.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:23:40.000 --> 00:23:55.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:23:55.000 --> 00:24:10.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:24:10.000 --> 00:24:25.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:24:25.000 --> 00:24:40.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:24:40.000 --> 00:24:55.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:24:55.000 --> 00:25:10.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:25:10.000 --> 00:25:25.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:25:25.000 --> 00:25:40.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:25:40.000 --> 00:25:55.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:25:55.000 --> 00:26:10.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:26:10.000 --> 00:26:26.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:26:26.000 --> 00:26:41.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:26:41.000 --> 00:26:56.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:26:56.000 --> 00:27:15.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:27:15.000 --> 00:27:34.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:27:34.000 --> 00:27:49.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:27:49.000 --> 00:28:04.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:28:04.000 --> 00:28:19.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:28:19.000 --> 00:28:34.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:28:34.000 --> 00:28:49.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:28:49.000 --> 00:29:04.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:29:04.000 --> 00:29:19.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:29:19.000 --> 00:29:34.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:29:34.000 --> 00:29:49.000]  所以有時候我們不要太快去判斷其他人覺得那些長者這麼乖,因為他們很窮,所以他們不想浪費任何一粒食物。
[00:29:49.000 --> 00:30:04.000]  第三,我們會看到當這位詩人在年老的時候有一個什麼心願呢?
[00:30:04.000 --> 00:30:19.000]  「神啊,我到年老發白的時候,求祢不要離棄我,讓我將祢的能力指示下代,將祢的大能展示後世的人。」
[00:30:19.000 --> 00:30:36.000]  這成為詩人在禱告中的一個心願。我們會發現有一件事,詩人會懇求祂在年老的時候,離棄衰弱的求神,不要丟棄祂,不要離棄祂,即是不要不要祂。
[00:30:36.000 --> 00:30:56.000]  不少人認為年紀大了越來越固執,就很不容易了,但其實我們有沒有去想到,有時候年紀大了,其實也會面對一些自己身體狀況的改變,他自己可能也接受不了。
[00:30:56.000 --> 00:31:19.000]  特別是當一個長者的配偶離世的時候,他心裡覺得那份孤單。所以這兩字經文講述了一個長者的害怕之處,就是害怕被人丟棄,害怕別人不要祂。
[00:31:19.000 --> 00:31:40.000]  所以他也講述了長者的一個心願,就是不要因為祂已經力氣衰敗,好像變得沒有價值,於是被人離棄。沒有人想老,沒有人想病,但更加沒有人想被人丟棄。
[00:31:40.000 --> 00:31:51.000]  所以我們知道耶和華是我們的牧者,一生都牧養我們,神是永遠不會離棄我們,不會丟棄我們。
[00:31:51.000 --> 00:32:15.000]  但同樣,我們面對我們身邊的長者的時候,我們會不會多一點去陪伴他們,以致讓他們覺得我們仍然是接納他們,不是他有沒有用,去衡量他的存在價值,而是本身他是一個人,就已經有他的價值。
[00:32:15.000 --> 00:32:31.000]  所以有時候我們多一點去陪伴長者,多一點跟他們聊天,其實是一件很好的事情。當然有些人會覺得,哇,跟他們聊天,他又在重複不同的事情,於是就很害怕了。
[00:32:31.000 --> 00:32:54.000]  但當他在重複他要講的事情的時候,我們仍然留在他身邊,去聽他講那些重複的事情,這是一個愛心的陪伴。而且也證明了一件事,為什麼他要把那些事情重複又重複地講呢?就是說那些事情在他生命裏面是非常地深刻。
[00:32:54.000 --> 00:33:11.000]  而且也可能他很想跟你保持對話,但是他已經想不到再有什麼要講的時候,他唯有把那些以後的事情重複又重複地講,更加證明他很想你留在他的身邊。
[00:33:11.000 --> 00:33:34.000]  一個人年紀大了,其實有很多的經歷,有很多的領受,有很多生命的體會,很多人生的智慧,我們可以去聽多一點。所以不要因為他講來講去都是那些,我們就什麼,那些事情是很寶貴,很重要的。
[00:33:34.000 --> 00:33:53.000]  所以我不知道大家會怎樣去看待一位長者。有些人年紀很年輕,很怕自己變成中年人,中年人很怕自己慢慢變成老年人,老年人就會不停地說我沒用了。
[00:33:53.000 --> 00:34:12.000]  但是我不知道大家現在在什麼階段。今天我講的是年老發白,但是大家在這裏聽的時候,除了你想一下我怎樣去陪伴一個長者的時候,另外一方面有沒有想一下自己現在人生階段又去到一個什麼階段呢?
[00:34:12.000 --> 00:34:37.000]  我曾經在一個講座裏面提過有一件事,就是有一個人有一天他就回到神的面前,他就和神去投訴了。他說:神,祢召我回來,祢也早些講聲,讓我有些準備。神說:不是的,我召祢回來之前,我給了三封信給祢,祢沒有收到嗎?
[00:34:37.000 --> 00:34:42.000]  我說:什麼?有嗎?祢什麼時候給了三封信給祢?他說:有。
[00:34:42.000 --> 00:35:09.000]  第一件事,你開始白頭髮出現了,這是第一封信。第二封信是什麼?你開始腰酸背痛了。第三封信更大件事,你的牙齒開始脫落了,要找Den Law了。你沒有收到這三封信嗎?我已經給了你了。
[00:35:09.000 --> 00:35:31.000]  第一姐妹,我不知道你收到第幾封信。大家都在笑,你收到第幾封信呢?但是,無論我們去到什麼年紀,記住,我們基督徒的人生都是為了榮耀神,為主而活。
[00:35:31.000 --> 00:35:46.000]  所以,無論我們在什麼階段,我們有不同的場景去演繹為主而活的生活,但是我們都會知道,其實我們的存在是有價值,有意義的。
[00:35:46.000 --> 00:36:01.000]  所以,我們去想,在我們人生的階段裡面,我們仍然有機會去榮耀神,去服侍神的時候,我們怎樣去有這個奮鬥的目標。
[00:36:01.000 --> 00:36:17.000]  在傳道書裡說:「你趁著年幼衰敗的日子尚未來到,就是你所說,我毫無喜樂的那些年日未曾臨近之先,當紀念做你的主。」
[00:36:17.000 --> 00:36:32.000]  私人在晚年的時候,其實他仍然找到他人生的意義,就是他期望自己成為一個讚美神的人,以及他將神的能力去展示,指示給下一代。
[00:36:32.000 --> 00:36:40.000]  就是說,他要將這個信仰去教育下一代,讓下一代都成為一個敬畏神的人。
[00:36:40.000 --> 00:36:48.000]  所以,在我們心中,我們不要看我們身邊附近的長者,我們去想一想我們自己。
[00:36:48.000 --> 00:36:57.000]  當有一天,我自己都年老發白,我都成為一個長者的時候,我期望自己是一位怎樣的長者。
[00:36:57.000 --> 00:37:06.000]  如果我期望到我年老的時候,我不是單單滿口去抱怨其他人的不是,或者我單單去固影自憐。
[00:37:06.000 --> 00:37:12.000]  而是能夠像私人那樣說,原來讚美神的話,終日都在我口中。
[00:37:12.000 --> 00:37:22.000]  以及我能夠將神的能力去展示給下一代的時候,我們就從今天開始,我們繼續去學習怎樣去讚美神。
[00:37:22.000 --> 00:37:35.000]  從今天我們就去多留意神自己的作為,以致我多去認識神的時候,將來我們就能夠將屬神的事情、屬靈的事情去指示給下一代。
[00:37:35.000 --> 00:37:40.000]  去建立下一代的屬靈生命。
[00:37:40.000 --> 00:37:46.000]  這是非常寶貴,也是非常重要的。
[00:37:46.000 --> 00:37:52.000]  有很多時候,我很發現,有些人,有些朋友,
[00:37:52.000 --> 00:38:00.000]  有時候我說:你們的子女有沒有回教會?他們信了耶穌沒有?他們說:他們不信的,他們不回教會了。
[00:38:00.000 --> 00:38:06.000]  一句話就輕輕帶過,有時候我在心裡覺得很可惜。
[00:38:06.000 --> 00:38:14.000]  我們怎樣將神的能力去指示給下一代,讓下一代的人都能夠去認識神呢?
[00:38:14.000 --> 00:38:16.000]  這是一個很重要的事情。
