
[00:00:00.000 --> 00:00:01.880]  在領受神的說話之間
[00:01:52.080 --> 00:01:53.680]  上帝就回答說
[00:01:53.680 --> 00:01:59.680]  沒錯啊,小小的,千萬元
[00:01:59.680 --> 00:02:01.080]  那個人就說
[00:02:01.080 --> 00:02:06.880]  我的神,如果祢願意給我那個一元
[00:02:06.880 --> 00:02:09.680]  那我就已經心滿意足了
[00:02:09.680 --> 00:02:13.980]  那個一元就等於千萬元
[00:02:13.980 --> 00:02:15.380]  上帝就回答說
[00:02:15.380 --> 00:02:17.280]  沒問題啊
[00:02:17.280 --> 00:02:20.480]  不過,你稍微等一等
[00:02:20.480 --> 00:02:22.880]  等一天就行了
[00:02:22.880 --> 00:02:26.280]  剛才說了一日如千年
[00:02:26.280 --> 00:02:29.780]  即是說,他要等一千年
[00:02:29.780 --> 00:02:32.080]  才等到一千萬
[00:02:32.080 --> 00:02:34.880]  如果真的有命等到的話
[00:02:34.880 --> 00:02:36.680]  我想都已經貶值了
[00:02:36.680 --> 00:02:38.980]  收到那一千萬,一千年之後
[00:02:38.980 --> 00:02:41.980]  真的等於十七歲也說不定
[00:02:41.980 --> 00:02:46.180]  這個故事其實是提醒我們的
[00:02:46.180 --> 00:02:49.680]  就是在神和人的關係當中
[00:02:49.680 --> 00:02:52.880]  人總是時時都祈求上帝
[00:02:52.880 --> 00:02:55.380]  給我們有幸福、有快樂
[00:02:55.380 --> 00:02:56.680]  我們很知道怎樣求
[00:02:56.680 --> 00:03:01.680]  甚至希望神為我們點石成金
[00:03:01.680 --> 00:03:04.280]  但是這個故事告訴我們
[00:03:04.280 --> 00:03:07.080]  提醒我們,我們不要忽略
[00:03:07.080 --> 00:03:10.880]  其實我們和上帝建立關係的時候
[00:03:10.880 --> 00:03:14.480]  上帝對我們有什麼要求
[00:03:14.480 --> 00:03:16.180]  也同時是重要的
[00:03:16.180 --> 00:03:18.480]  我們不是只是去想
[00:03:18.480 --> 00:03:21.880]  究竟上帝可以給我們什麼
[00:03:21.880 --> 00:03:26.080]  同樣崇拜的生活都是與神相交
[00:03:26.080 --> 00:03:28.680]  都是和上帝建立關係
[00:03:28.680 --> 00:03:32.880]  我們也不可以單單只是去求上帝什麼
[00:03:32.880 --> 00:03:39.880]  我們也要想究竟上帝對我們的要求是什麼
[00:03:39.880 --> 00:03:41.880]  故事也告訴我們
[00:03:41.880 --> 00:03:44.080]  千年如一日,一日如千年
[00:03:44.080 --> 00:03:45.880]  上帝量度的方式
[00:03:45.880 --> 00:03:49.880]  上帝的眼光與我們是不同的
[00:03:49.880 --> 00:03:52.880]  特別人只是看到表面
[00:03:52.880 --> 00:03:56.880]  根據表面的方式去計算
[00:03:56.880 --> 00:03:59.680]  今天是教會崇拜的教育主日
[00:03:59.680 --> 00:04:03.880]  我們透過今天聖經的經文
[00:04:03.880 --> 00:04:05.680]  去到思想
[00:04:05.680 --> 00:04:09.080]  崇拜作為對神的一個奉獻
[00:04:09.080 --> 00:04:13.280]  祂對我們的心意是什麼呢?
[00:04:13.280 --> 00:04:14.480]  說到奉獻的時間
[00:04:14.480 --> 00:04:16.480]  我們知道在舊約的時代
[00:04:16.480 --> 00:04:23.880]  敬拜的方式集中是一種獻祭
[00:04:23.880 --> 00:04:26.480]  到了後來以色列人被擄
[00:04:26.480 --> 00:04:28.680]  被擄到外邦之後
[00:04:28.680 --> 00:04:30.080]  沒有聖殿
[00:04:30.080 --> 00:04:32.880]  不可以做日常的獻祭的時候
[00:04:32.880 --> 00:04:37.680]  就逐漸產生了有回堂的敬拜模式
[00:04:37.680 --> 00:04:39.680]  集中的透過詩歌
[00:04:39.680 --> 00:04:43.880]  透過聖經的教導去到敬拜神
[00:04:43.880 --> 00:04:45.680]  到了耶穌基督的時候
[00:04:45.680 --> 00:04:48.680]  耶穌更加一次獻上自己
[00:04:48.680 --> 00:04:50.480]  成就了舊恩
[00:04:50.480 --> 00:04:52.280]  永恆的舊恩
[00:04:52.280 --> 00:04:54.280]  甚至連我們敬拜的方式
[00:04:54.280 --> 00:04:58.080]  其實都有一個很徹底的更新
[00:04:58.080 --> 00:05:00.480]  於是乎後來基督徒的聚會
[00:05:00.480 --> 00:05:04.480]  就集中在家裡面去抹餅
[00:05:04.480 --> 00:05:10.880]  以及去學習上帝的道
[00:05:10.880 --> 00:05:12.880]  在耶穌基督在世的日子的時候
[00:05:12.880 --> 00:05:17.480]  祂其實很多時候都會和不同的人有交流
[00:05:17.480 --> 00:05:20.080]  也都和當時的宗教領袖
[00:05:20.080 --> 00:05:23.080]  他們會有對話
[00:05:23.080 --> 00:05:25.480]  甚至是辯論
[00:05:25.480 --> 00:05:28.680]  當中這些宗教的領袖包括了經學家
[00:05:28.680 --> 00:05:31.880]  就是和學本很多時候講文字
[00:05:31.880 --> 00:05:35.280]  新業本就譯作經學家
[00:05:35.280 --> 00:05:38.880]  也都有法利塞人和薩都干的人
[00:05:38.880 --> 00:05:41.080]  我們剛才所讀的聖經就告訴我們
[00:05:41.080 --> 00:05:44.480]  耶穌在教導真理向眾人教導的時候
[00:05:44.480 --> 00:05:47.680]  中途祂就提到經學家
[00:05:47.680 --> 00:05:50.480]  即是文字他們的問題
[00:05:50.480 --> 00:05:54.080]  根據《路加福音》同樣的記載就告訴我們
[00:05:54.080 --> 00:05:56.480]  當那些百姓聽一聽的時候
[00:05:56.480 --> 00:06:00.080]  耶穌就和門徒去講這段話
[00:06:00.080 --> 00:06:02.480]  所以補充了告訴我們
[00:06:02.480 --> 00:06:05.080]  其實祂在講的時候突然轉向和門徒
[00:06:05.080 --> 00:06:06.880]  好像小聲一點講
[00:06:06.880 --> 00:06:08.280]  留心這件事情
[00:06:08.280 --> 00:06:12.880]  所以祂特別留心跟著他們的門徒
[00:06:12.880 --> 00:06:15.680]  告訴他們很重要的事情
[00:06:15.680 --> 00:06:17.880]  不過祂不是公開講這番話
[00:06:17.880 --> 00:06:22.080]  不是公開批評那些經學家
[00:06:22.080 --> 00:06:25.280]  在剛才所讀的《聖經馬克福音》第十二章
[00:06:25.280 --> 00:06:28.680]  三十八至四十節那裡這樣說
[00:06:28.680 --> 00:06:33.080]  祂說:耶穌說:你們要提防經學家
[00:06:33.080 --> 00:06:36.680]  他們喜歡穿長袍走來走去
[00:06:36.680 --> 00:06:41.280]  喜歡人在市中心向他們問安
[00:06:41.280 --> 00:06:43.880]  又喜歡會堂裡的高位
[00:06:43.880 --> 00:06:46.280]  沿直上的手座
[00:06:46.280 --> 00:06:49.880]  他們吞沒了寡婦的房產
[00:06:49.880 --> 00:06:53.080]  又假裝作湧出來的禱告
[00:06:53.080 --> 00:06:58.480]  這些人必受更重的嚴罰
[00:06:58.480 --> 00:07:02.880]  經學家通常他們都是祭司出身
[00:07:02.880 --> 00:07:05.880]  他們的職責是什麼呢?就是抄寫《聖經》
[00:07:05.880 --> 00:07:10.080]  然後向人傳授上帝的律法
[00:07:10.080 --> 00:07:12.480]  他們其實是很專心的工作
[00:07:12.480 --> 00:07:17.880]  專心到他們很重視抄寫的《聖經》是準確無誤
[00:07:17.880 --> 00:07:19.880]  所以他們抄寫《聖經》的過程裡
[00:07:19.880 --> 00:07:21.880]  只要有一點點的差錯
[00:07:21.880 --> 00:07:23.480]  他們覺得那一版
[00:07:23.480 --> 00:07:25.880]  他們當時用的《楊皮卷屈國卷》
[00:07:25.880 --> 00:07:27.680]  他們就不要了
[00:07:27.680 --> 00:07:28.480]  錯了
[00:07:28.480 --> 00:07:32.480]  所以他們的態度很認真
[00:07:32.480 --> 00:07:34.880]  但是他們有一個很大的缺陷
[00:07:34.880 --> 00:07:38.280]  他們只是在這種工作上很認真
[00:07:38.280 --> 00:07:43.080]  但是他們執著了這種很瑣碎的細節
[00:07:43.080 --> 00:07:44.280]  雖然很有價值
[00:07:44.280 --> 00:07:47.880]  但是在他應用的時候
[00:07:47.880 --> 00:07:51.480]  卻忽略了整個律法的精神
[00:07:51.480 --> 00:07:54.880]  整個律法所說的愛神愛人的精神
[00:07:54.880 --> 00:07:58.880]  這個大原則卻是忽略了
[00:07:58.880 --> 00:08:01.480]  耶穌基督對門徒特別提醒
[00:08:01.480 --> 00:08:04.680]  要提防這些經學家
[00:08:04.680 --> 00:08:07.680]  但是究竟提防些什麼呢?
[00:08:07.680 --> 00:08:10.480]  剛才那段經文其實是告訴我們
[00:08:10.480 --> 00:08:13.280]  要門徒提防些什麼呢?
[00:08:13.280 --> 00:08:14.480]  是要他們提防
[00:08:14.480 --> 00:08:17.280]  他們教過的東西是不是錯的
[00:08:17.280 --> 00:08:18.280]  還是提醒
[00:08:18.280 --> 00:08:21.480]  剛才說吞噬寡婦的家產
[00:08:21.480 --> 00:08:24.280]  是不是說要小心他們
[00:08:24.280 --> 00:08:27.080]  不然你會有損失的
[00:08:27.080 --> 00:08:29.080]  如果是前者說
[00:08:29.080 --> 00:08:31.280]  他們的教導是錯的
[00:08:31.280 --> 00:08:32.880]  那就不要聽了
[00:08:32.880 --> 00:08:35.480]  不聽就行了
[00:08:35.480 --> 00:08:39.680]  但其實他們所說的不是全錯的
[00:08:39.680 --> 00:08:41.880]  因為他們原本所說的
[00:08:41.880 --> 00:08:43.080]  基礎都是說
[00:08:43.080 --> 00:08:45.680]  舊約上帝的律法都是對的
[00:08:45.680 --> 00:08:47.280]  都是要聽
[00:08:47.280 --> 00:08:49.680]  都是要遵守的
[00:08:49.680 --> 00:08:52.480]  不過在這點上
[00:08:52.480 --> 00:08:55.080]  《馬克福音》第七章前幾章裡面
[00:08:55.080 --> 00:08:57.880]  當耶穌基督說到在飯前洗手
[00:08:57.880 --> 00:08:59.880]  這些律法細節
[00:08:59.880 --> 00:09:03.280]  以及孝敬父母這些事上
[00:09:03.280 --> 00:09:06.280]  耶穌在第七章裡面就指出了
[00:09:06.280 --> 00:09:08.280]  經學家和法利塞人
[00:09:08.280 --> 00:09:11.280]  其實都是離棄了上帝的誡命
[00:09:11.280 --> 00:09:12.880]  為什麼這麼大件事呢?
[00:09:12.880 --> 00:09:17.680]  他說他們只是驅守人的遺傳
[00:09:17.680 --> 00:09:20.080]  也就是說那些經學家
[00:09:20.080 --> 00:09:22.880]  他們教導律法的時候
[00:09:22.880 --> 00:09:25.080]  除了律法本身的內容
[00:09:25.080 --> 00:09:28.480]  和直接的教導或者應用之外
[00:09:28.480 --> 00:09:32.480]  是加了很多人為的規範
[00:09:32.480 --> 00:09:35.280]  那些規範可能原本的意思
[00:09:35.280 --> 00:09:37.080]  都是想遵守上帝的律法
[00:09:37.080 --> 00:09:40.680]  但是慢慢就變質成為了
[00:09:40.680 --> 00:09:44.480]  人為那種的條文
[00:09:44.480 --> 00:09:47.080]  所以第七章裡面其實說了這一點
[00:09:47.080 --> 00:09:49.480]  關於他們的教訓要留心
[00:09:49.480 --> 00:09:51.480]  不過在這裡
[00:09:51.480 --> 00:09:55.280]  其實它的重點應該是另一個方向
[00:09:55.280 --> 00:10:00.680]  那麼耶穌基督又是不是說他們會吞別人的家產
[00:10:00.680 --> 00:10:03.680]  所以是不是叫門徒小心一點
[00:10:03.680 --> 00:10:06.480]  否則你的家產會被他吞侵呢?
[00:10:06.480 --> 00:10:09.480]  這個可能性也不是太大
[00:10:09.480 --> 00:10:13.480]  因為當時耶穌在說的是寡婦
[00:10:13.480 --> 00:10:15.480]  寡婦當時就說
[00:10:15.480 --> 00:10:19.080]  一些婦女她們帶了丈夫之後
[00:10:19.080 --> 00:10:22.880]  其實她們普遍在社會裡面自古以來
[00:10:22.880 --> 00:10:25.280]  都是要依賴丈夫
[00:10:25.280 --> 00:10:29.280]  當丈夫死後她們就需要經濟的援助
[00:10:29.280 --> 00:10:31.280]  這個自古以來都是這樣的
[00:10:31.280 --> 00:10:33.480]  所以在舊約的律法裡面
[00:10:33.480 --> 00:10:38.680]  告訴我們這些寡婦是需要照顧的
[00:10:38.680 --> 00:10:40.080]  《出海及記》裡面就說
[00:10:40.080 --> 00:10:42.880]  不要苦待寡婦和孤兒
[00:10:42.880 --> 00:10:44.080]  《詩篇》又告訴我們
[00:10:44.080 --> 00:10:47.880]  要保護寄居的扶持孤兒和寡婦
[00:10:47.880 --> 00:10:51.280]  經常都將孤兒和寡婦放在一起
[00:10:51.280 --> 00:10:53.280]  他們都是弱勢的群體
[00:10:53.280 --> 00:10:55.880]  都是需要他們照顧的
[00:10:55.880 --> 00:10:57.480]  不僅是昨天新約裡面
[00:10:57.480 --> 00:11:01.480]  《自導行傳》和《提摩太前書》
[00:11:01.480 --> 00:11:03.480]  都有提到當時的社會
[00:11:03.480 --> 00:11:04.880]  或者基督徒的社群
[00:11:04.880 --> 00:11:08.680]  都是應該要照顧那些寡婦
[00:11:08.680 --> 00:11:11.080]  因為他們實際上是一個
[00:11:11.080 --> 00:11:14.280]  很有需要的群體
[00:11:14.280 --> 00:11:16.280]  所以說到基督徒家會
[00:11:16.280 --> 00:11:20.280]  侵吞那些寡婦的財產的時候
[00:11:20.280 --> 00:11:21.880]  有些聖經學者就估計
[00:11:21.880 --> 00:11:24.280]  究竟怎樣去吞侵呢
[00:11:24.280 --> 00:11:26.280]  就按照當時的處境
[00:11:26.280 --> 00:11:29.080]  甚至可能當時可能的制度去估計出
[00:11:29.080 --> 00:11:32.480]  大概可能有四五個可能性
[00:11:32.480 --> 00:11:37.280]  是那些經學家運用自己特殊的角色和權力
[00:11:37.280 --> 00:11:40.480]  去吞侵那些寡婦的財產
[00:11:40.480 --> 00:11:44.480]  甚至有一種欺詐欺騙的懲罰也不一定
[00:11:44.480 --> 00:11:47.280]  但是他們卻是做完這些手段
[00:11:47.280 --> 00:11:50.280]  又用很冗長的禱告
[00:11:50.280 --> 00:11:54.280]  來掩飾他們那種惡行
[00:11:54.280 --> 00:11:56.280]  當然門徒他們不是寡婦
[00:11:56.280 --> 00:11:58.880]  不是這種處境
[00:11:58.880 --> 00:12:04.480]  所以其實耶穌說的要提防的是什麼呢
[00:12:04.480 --> 00:12:07.280]  不是要提防要脫離那些經學家
[00:12:07.280 --> 00:12:11.280]  他們這種欺詐的惡勢力
[00:12:11.280 --> 00:12:13.680]  他們不在他的惡勢力之下
[00:12:13.680 --> 00:12:15.480]  而是要脫離什麼呢
[00:12:15.480 --> 00:12:17.280]  接著那句就說
[00:12:17.280 --> 00:12:20.280]  是要脫離他們所遭遇的惡果
[00:12:20.280 --> 00:12:21.280]  最後那句說
[00:12:21.280 --> 00:12:26.280]  這些人必受更重的刑罰
[00:12:26.280 --> 00:12:30.280]  沒錯經學家本身的任務是值得人尊重
[00:12:30.280 --> 00:12:35.280]  但是如果經學家只是顧著得到這種的尊重
[00:12:35.280 --> 00:12:37.280]  但是忘記了
[00:12:37.280 --> 00:12:41.280]  他們其實真正受尊重的原因是什麼
[00:12:41.280 --> 00:12:44.280]  因和果調轉了的時候
[00:12:44.280 --> 00:12:49.280]  他們結果做出一些違背了自己的身份和使命的事情
[00:12:49.280 --> 00:12:53.280]  耶穌說他們換來的只是刑罰
[00:12:53.280 --> 00:12:55.280]  為什麼會這樣
[00:12:55.280 --> 00:12:59.280]  為什麼經學家會落入這樣的光景
[00:12:59.280 --> 00:13:03.280]  剛才經文有告訴我們很重要
[00:13:03.280 --> 00:13:11.280]  這些一切都是由於人的內心不正而產生
[00:13:11.280 --> 00:13:17.280]  就好像中文說的其心不正其行也敗
[00:13:17.280 --> 00:13:21.280]  所以耶穌指出經學家的問題是什麼呢
[00:13:21.280 --> 00:13:23.280]  就是那三個喜歡
[00:13:23.280 --> 00:13:27.280]  剛才所讀的十二章三十八至三十九節
[00:13:27.280 --> 00:13:30.280]  就告訴我們他們喜歡什麼
[00:13:30.280 --> 00:13:34.280]  第一喜歡穿長袍走來走去
[00:13:34.280 --> 00:13:42.280]  第二喜歡人在市中心很公開的地方向他們問安表達那種尊重
[00:13:42.280 --> 00:13:46.280]  第三更加明顯要坐在會堂的高位
[00:13:46.280 --> 00:13:49.280]  要在言直上面坐在首座
[00:13:49.280 --> 00:13:56.280]  這些全部都是受尊重的一種的光景和地位
[00:13:56.280 --> 00:13:58.280]  他們穿著長袍的時候
[00:13:58.280 --> 00:14:04.280]  因為其實那些長袍不單只是當時的氣候所需要
[00:14:04.280 --> 00:14:07.280]  這些長袍也是象徵著身份
[00:14:07.280 --> 00:14:09.280]  在長袍上面是有色的
[00:14:09.280 --> 00:14:13.280]  所以人見到的時候就知道他的身份他的地位
[00:14:13.280 --> 00:14:16.280]  會表達這種尊重
[00:14:16.280 --> 00:14:19.280]  原本這件事都是有它的意義的
[00:14:19.280 --> 00:14:23.280]  因為抄寫上帝的律法的確是一個很尊貴的事情
[00:14:23.280 --> 00:14:27.280]  但是他們所專心的不是自己的使命
[00:14:27.280 --> 00:14:31.280]  而是專心別人對他的尊重
[00:14:31.280 --> 00:14:34.280]  結果他們的內心就走歪了
[00:14:34.280 --> 00:14:37.280]  甚至開始走歪道
[00:14:37.280 --> 00:14:40.280]  運用自己的權力去欺凌那些弱者
[00:14:40.280 --> 00:14:42.280]  謀求自己的利益
[00:14:42.280 --> 00:14:44.280]  甚至連祈禱
[00:14:44.280 --> 00:14:46.280]  祈禱這麼神聖的事情
[00:14:46.280 --> 00:14:48.280]  這麼經典的一種實踐方式
[00:14:48.280 --> 00:14:53.280]  都變成了他們用來遮掩自己惡行的手段
[00:14:53.280 --> 00:14:57.280]  所以耶穌要門徒提防什麼呢?
[00:14:57.280 --> 00:15:03.280]  就是那些經學家他們的生命的榜樣
[00:15:03.280 --> 00:15:09.280]  就好像教育是在說現教和新教
[00:15:09.280 --> 00:15:13.280]  他們所說的話根據上帝的律法是有其意義的
[00:15:13.280 --> 00:15:16.280]  但是他們的生命的榜樣
[00:15:16.280 --> 00:15:19.280]  卻是和他們所教導的不同
[00:15:19.280 --> 00:15:23.280]  《馬來書》十三章告訴我們
[00:15:23.280 --> 00:15:25.280]  從前引導你們
[00:15:25.280 --> 00:15:27.280]  全上帝知道給你們的人
[00:15:27.280 --> 00:15:29.280]  你們要賞念他們
[00:15:29.280 --> 00:15:31.280]  效法他們的信心
[00:15:31.280 --> 00:15:35.280]  留心看他們為人的結局
[00:15:35.280 --> 00:15:37.280]  這裡就說到當時的教師
[00:15:37.280 --> 00:15:39.280]  應該有那種生命的榜樣
[00:15:39.280 --> 00:15:44.280]  以致人要回想他們信心的那種例子
[00:15:44.280 --> 00:15:45.280]  他們的做法
[00:15:45.280 --> 00:15:48.280]  以致他們都能夠得著益處
[00:15:48.280 --> 00:15:50.280]  因為這些經學家和這種榜樣
[00:15:50.280 --> 00:15:54.280]  剛剛完全是相反的
[00:15:54.280 --> 00:15:56.280]  耶穌就勸那些門徒要分辨
[00:15:56.280 --> 00:15:58.280]  什麼是真正的敬虔
[00:15:58.280 --> 00:16:00.280]  什麼是虛假
[00:16:00.280 --> 00:16:04.280]  或者是有危機導致虛假敗亡
[00:16:04.280 --> 00:16:06.280]  這種表面的敬虔
[00:16:06.280 --> 00:16:08.280]  是需要我們留心的
[00:16:08.280 --> 00:16:11.280]  今天我們說到崇拜的時候
[00:16:11.280 --> 00:16:13.280]  崇拜其中一個很重要的意義
[00:16:13.280 --> 00:16:16.280]  就是我們向神奉獻
[00:16:16.280 --> 00:16:18.280]  祂所喜悅的
[00:16:18.280 --> 00:16:20.280]  以前在舊約的時間
[00:16:20.280 --> 00:16:22.280]  所獻的是牛和羊
[00:16:22.280 --> 00:16:23.280]  是祭僧
[00:16:23.280 --> 00:16:24.280]  在新約的時間
[00:16:24.280 --> 00:16:26.280]  不是再獻上這些了
[00:16:26.280 --> 00:16:29.280]  我們獻上的是一種心靈的祭
[00:16:29.280 --> 00:16:30.280]  我們的祈禱
[00:16:30.280 --> 00:16:33.280]  我們所唱的詩歌
[00:16:33.280 --> 00:16:35.280]  就是這一種的獻祭
[00:16:35.280 --> 00:16:38.280]  所講求的其實很重要
[00:16:38.280 --> 00:16:41.280]  在這些禱告和詩歌裡面
[00:16:41.280 --> 00:16:44.280]  我們的心靈的質素是什麼原因
[00:16:44.280 --> 00:16:46.280]  這些心靈的質素
[00:16:46.280 --> 00:16:51.280]  是高於表面的質素
[00:16:51.280 --> 00:16:53.280]  雖然兩者之間
[00:16:53.280 --> 00:16:55.280]  都其實很有密切的關係
[00:16:55.280 --> 00:16:58.280]  單單只是有心而沒有行動
[00:16:58.280 --> 00:17:00.280]  是不足夠
[00:17:00.280 --> 00:17:03.280]  但有行動完全沒有耐心
[00:17:03.280 --> 00:17:07.280]  可能根本是另一件事情
[00:17:07.280 --> 00:17:08.280]  兩者之間
[00:17:08.280 --> 00:17:11.280]  心靈是更加的重要
[00:17:11.280 --> 00:17:13.280]  你說表面重要嗎
[00:17:13.280 --> 00:17:15.280]  如果唱詩歌唱到亂七八糟
[00:17:15.280 --> 00:17:17.280]  又怎樣能夠培養耐心
[00:17:17.280 --> 00:17:18.280]  有一種的敬虔呢
[00:17:18.280 --> 00:17:20.280]  當然是不可能
[00:17:20.280 --> 00:17:22.280]  但兩者之間
[00:17:22.280 --> 00:17:25.280]  更重要的是心靈的質素
[00:17:25.280 --> 00:17:29.280]  也是最終我們要追求的質素
[00:17:29.280 --> 00:17:31.280]  在我們唱詩的時間
[00:17:31.280 --> 00:17:32.280]  我們能夠真誠地
[00:17:32.280 --> 00:17:36.280]  向上帝表達讚美和感恩
[00:17:36.280 --> 00:17:38.280]  但很可惜很多時候
[00:17:38.280 --> 00:17:41.280]  當我們崇拜的生活久了之後
[00:17:41.280 --> 00:17:43.280]  當我們會殷秦
[00:17:43.280 --> 00:17:45.280]  當我們越來越熟的時候
[00:17:45.280 --> 00:17:48.280]  當我們越來越掌握技巧的時候
[00:17:48.280 --> 00:17:53.280]  心靈的質素往往更容易去到被不良
[00:17:53.280 --> 00:17:55.280]  有些時候我們都因為
[00:17:55.280 --> 00:17:58.280]  我們去追求外表
[00:17:58.280 --> 00:18:01.280]  那種外表帶來一種吸引力
[00:18:01.280 --> 00:18:03.280]  叫我們去追它
[00:18:03.280 --> 00:18:05.280]  那種外表的吸引力可能是
[00:18:05.280 --> 00:18:10.280]  自覺上一些華麗的佈置裝飾
[00:18:10.280 --> 00:18:12.280]  優雅的禮儀
[00:18:12.280 --> 00:18:15.280]  動聽的歌曲
[00:18:15.280 --> 00:18:17.280]  動人的場面
[00:18:17.280 --> 00:18:20.280]  甚至是神秘的氣氛
[00:18:20.280 --> 00:18:22.280]  其實這些原本做的時候
[00:18:22.280 --> 00:18:24.280]  都是想幫助人敬拜
[00:18:24.280 --> 00:18:26.280]  產生敬善的心
[00:18:26.280 --> 00:18:28.280]  但是久而久之
[00:18:28.280 --> 00:18:32.280]  這些就可能成為了追求的對象
[00:18:32.280 --> 00:18:38.280]  甚至取代了上帝守衛的那種境況
[00:18:38.280 --> 00:18:41.280]  這種境況我們需要留心
[00:18:41.280 --> 00:18:45.280]  更加要避免像經學家他們那樣
[00:18:45.280 --> 00:18:48.280]  用自己的方法去掩飾了
[00:18:48.280 --> 00:18:52.280]  我們真實的狀況和動機
[00:18:52.280 --> 00:18:57.280]  接著耶穌又跟門徒說了另一件事情
[00:18:57.280 --> 00:18:59.280]  經文告訴我們
[00:18:59.280 --> 00:19:02.280]  接著說的是寡婦
[00:19:02.280 --> 00:19:09.280]  跟寡婦獻出兩個小錢的一個情景
[00:19:09.280 --> 00:19:11.280]  這個情景
[00:19:11.280 --> 00:19:15.280]  或者這兩個故事情景放在一起
[00:19:15.280 --> 00:19:17.280]  其實都有些特別的
[00:19:17.280 --> 00:19:22.280]  因為這兩個放在一起的排列
[00:19:22.280 --> 00:19:24.280]  根據《路加福音》
[00:19:24.280 --> 00:19:27.280]  《路加福音》是經過詳細考察的
[00:19:27.280 --> 00:19:29.280]  它的次序仍然是一樣
[00:19:29.280 --> 00:19:31.280]  是沒有改變過
[00:19:31.280 --> 00:19:35.280]  這兩件事好像真是連續發生
[00:19:35.280 --> 00:19:37.280]  所以我們無論看《猛福音》
[00:19:37.280 --> 00:19:38.280]  或者看《路加福音》
[00:19:38.280 --> 00:19:40.280]  我們都得到同一個次序
[00:19:40.280 --> 00:19:42.280]  而特別這兩個次序
[00:19:42.280 --> 00:19:45.280]  這兩件事情都有同一個字眼
[00:19:45.280 --> 00:19:46.280]  告訴我們
[00:19:46.280 --> 00:19:49.280]  就是寡婦
[00:19:49.280 --> 00:19:51.280]  如果我們好像看故事那樣看
[00:19:51.280 --> 00:19:54.280]  當這兩個情節連在一起的時候
[00:19:54.280 --> 00:19:55.280]  就好像有一種感覺
[00:19:55.280 --> 00:19:58.280]  前面那個是寡婦被人吞侵了
[00:19:58.280 --> 00:20:00.280]  現在有一個窮寡婦
[00:20:00.280 --> 00:20:03.280]  是不是被人吞侵了變成窮寡婦呢?
[00:20:03.280 --> 00:20:05.280]  不知道是不是
[00:20:05.280 --> 00:20:07.280]  不過無論如何
[00:20:07.280 --> 00:20:08.280]  這裡告訴我們
[00:20:08.280 --> 00:20:11.280]  當耶穌在銀庫那裡
[00:20:11.280 --> 00:20:14.280]  看著那些人去奉獻的時候
