
[00:00:00.000 --> 00:00:05.000]  今天是傳統基督教會所定的五秦節主日
[00:02:33.000 --> 00:02:37.000]  也看到類比亞其實是非洲下北非
[00:02:37.000 --> 00:02:39.000]  也是坐船去
[00:02:39.000 --> 00:02:43.000]  有些人又去阿拉伯那邊
[00:02:43.000 --> 00:02:48.000]  這邊就是今天伊拉克伊朗的地方
[00:02:48.000 --> 00:02:58.000]  差不多當時的文明世界每個地方的猶太人都盡量去到耶路撒冷這個地方
[00:02:58.000 --> 00:03:03.000]  去到聖殿那裡去敬拜神
[00:03:03.000 --> 00:03:06.000]  但是在這一次的五長節
[00:03:06.000 --> 00:03:15.000]  在耶穌復活之後第一個五長節就發生一件不尋常的事
[00:03:15.000 --> 00:03:22.000]  一陣大風吹過 聖靈的火焰火舌分開落在每一個人的身上
[00:03:22.000 --> 00:03:27.000]  他們就用不同地方的方言跟這些人說話
[00:03:27.000 --> 00:03:34.000]  很多不同的人 猶太人不同的地方去到耶路撒冷
[00:03:34.000 --> 00:03:40.000]  我們都明白 有些搬去很久的當然說話有些口音
[00:03:40.000 --> 00:03:48.000]  甚至有些在那裡當地長大的都不太懂阿蘭話 希伯來話
[00:03:48.000 --> 00:03:49.000]  說本地的語言
[00:03:49.000 --> 00:03:56.000]  但是他們都聽見門徒用他們的語言來說話
[00:03:56.000 --> 00:04:03.000]  所以從初期的基督教會開始就把猶太人的五長節借過來用了
[00:04:03.000 --> 00:04:11.000]  就變成復活節之後第五十天 五長節來紀念聖靈降臨
[00:04:11.000 --> 00:04:15.000]  很多人讀這段聖經的時候都會注意到聖靈降臨
[00:04:15.000 --> 00:04:20.000]  門徒有特殊的能力來講出不同的方言
[00:04:20.000 --> 00:04:22.000]  例如我不懂講客家話
[00:04:22.000 --> 00:04:28.000]  聖靈降臨我就有能力了 講客家話人家聽得懂
[00:04:28.000 --> 00:04:32.000]  其實更重要的應該是這段聖經裡面說的
[00:04:32.000 --> 00:04:36.000]  聖靈給他們有這樣的能力 目的是什麼
[00:04:36.000 --> 00:04:41.000]  目的就是第十一節所講的 講論神的大作為
[00:04:41.000 --> 00:04:43.000]  神有很多的作為
[00:04:43.000 --> 00:04:47.000]  剛才我們唱詩都講到 神創造什麼的
[00:04:47.000 --> 00:04:50.000]  或者帶領意識理人出埃及 神有很多的作為
[00:04:50.000 --> 00:04:56.000]  但是在《試唐傳》第二章 彼得的第一篇講道裡面
[00:04:56.000 --> 00:04:58.000]  不是什麼都講
[00:04:58.000 --> 00:05:02.000]  而是說他選擇了幾個重點來講
[00:05:02.000 --> 00:05:06.000]  所以今天我們就在彼得的第一篇講章裡面
[00:05:06.000 --> 00:05:13.000]  我們看一下他所講的 究竟有哪幾個重點有關神的大作為
[00:05:13.000 --> 00:05:19.000]  首先第一個作為就是他講到神是施行審判
[00:05:19.000 --> 00:05:27.000]  彼得在講道裡面就引用了舊約約爾書先知書提到神的日子
[00:05:27.000 --> 00:05:31.000]  大而可謂光榮的日子
[00:05:31.000 --> 00:05:34.000]  其實這個就是指神審判的日子
[00:05:34.000 --> 00:05:41.000]  雖然有些色經家在解釋原來約爾書那段聖經裡面有不同的意見
[00:05:41.000 --> 00:05:48.000]  有些人認為神的審判是指歷史當中有一個時期出現過了
[00:05:48.000 --> 00:05:50.000]  已經發生過了
[00:05:50.000 --> 00:05:54.000]  但是在《試唐傳》彼得再引用的時候
[00:05:54.000 --> 00:05:58.000]  可見是指將來還沒有發生
[00:05:58.000 --> 00:06:03.000]  這個應該就是提到最後的審判
[00:06:03.000 --> 00:06:09.000]  他說神絕對是有能力知道每一個人一生所做的事
[00:06:09.000 --> 00:06:11.000]  包括我們的思想
[00:06:11.000 --> 00:06:14.000]  我們相信神在最後審判之下
[00:06:14.000 --> 00:06:19.000]  好人會得到獎賞 壞人會得到刑罰
[00:06:19.000 --> 00:06:24.000]  基督徒是這樣相信 很多其他的宗教也相信
[00:06:24.000 --> 00:06:30.000]  有一天公平會再來的 是有一個審判的
[00:06:30.000 --> 00:06:33.000]  為什麼
[00:06:33.000 --> 00:06:36.000]  因為我們在現實的世界當中
[00:06:36.000 --> 00:06:39.000]  我們看到太多不公義的事情
[00:06:39.000 --> 00:06:45.000]  我們看到好人被欺負 壞人得到利益
[00:06:45.000 --> 00:06:49.000]  我們都覺得 什麼這樣的世界
[00:06:49.000 --> 00:06:51.000]  現存的世界就是這樣
[00:06:51.000 --> 00:06:54.000]  如果好人得到平反的話
[00:06:54.000 --> 00:06:57.000]  壞人如果沒有刑罰的話
[00:06:57.000 --> 00:06:59.000]  連那些不相信神的人都會說
[00:06:59.000 --> 00:07:03.000]  天公沒有眼 看不到
[00:07:03.000 --> 00:07:06.000]  我們不可以接受
[00:07:06.000 --> 00:07:11.000]  如果好人將來不會得到獎賞或者得到平反的話
[00:07:11.000 --> 00:07:15.000]  為什麼我們要繼續做好人
[00:07:15.000 --> 00:07:20.000]  為什麼我們要繼續教導我們的洗蚊仔要做好
[00:07:20.000 --> 00:07:22.000]  其實好人難做
[00:07:22.000 --> 00:07:24.000]  做好人是比較難的
[00:07:24.000 --> 00:07:26.000]  容易被人欺負的
[00:07:26.000 --> 00:07:28.000]  容易吃虧的
[00:07:28.000 --> 00:07:31.000]  做好人嘛 讓別人先
[00:07:31.000 --> 00:07:34.000]  輪到你的時候沒份
[00:07:34.000 --> 00:07:37.000]  壞人有時候好像很順利
[00:07:37.000 --> 00:07:41.000]  什麼都拿 什麼都有
[00:07:41.000 --> 00:07:45.000]  所以如果沒有最後的審判的時候
[00:07:45.000 --> 00:07:48.000]  我們覺得這個世界怎麼能夠生活呢
[00:07:48.000 --> 00:07:50.000]  我們自己都不需要做好人
[00:07:50.000 --> 00:07:54.000]  為什麼 為什麼需要做好人呢
[00:07:54.000 --> 00:07:56.000]  不過問題就是說
[00:07:56.000 --> 00:07:58.000]  究竟你是不是一個好人
[00:07:58.000 --> 00:08:02.000]  你算不算是一個好人
[00:08:02.000 --> 00:08:05.000]  聖經裡面說 羅馬書第三章
[00:08:05.000 --> 00:08:08.000]  沒有二人 連一個都沒有
[00:08:08.000 --> 00:08:12.000]  世界上沒有一個是二人 好人
[00:08:12.000 --> 00:08:14.000]  世人都犯了罪 規決了神的榮耀
[00:08:14.000 --> 00:08:17.000]  所有的世人 包括你包括我
[00:08:17.000 --> 00:08:21.000]  都是虧欠了神的榮耀
[00:08:21.000 --> 00:08:24.000]  希伯來書說 按照定命 人人都有一死
[00:08:24.000 --> 00:08:26.000]  死後且有審判
[00:08:26.000 --> 00:08:31.000]  確定了 我們之後是有一個審判的
[00:08:31.000 --> 00:08:34.000]  對當時的彼得的聽眾來說
[00:08:34.000 --> 00:08:38.000]  他們感受最深的罪就是附我群眾
[00:08:38.000 --> 00:08:40.000]  人云亦云
[00:08:40.000 --> 00:08:44.000]  將我無辜的二人 耶穌 推上十字架
[00:08:44.000 --> 00:08:48.000]  他們缺乏了個人道德的判斷
[00:08:48.000 --> 00:08:51.000]  連耶穌是誰他們都未必認識
[00:08:51.000 --> 00:08:54.000]  當時那些民事法理裁人祭司長說
[00:08:54.000 --> 00:08:56.000]  他有罪的
[00:08:56.000 --> 00:08:59.000]  大家就會說 他是有罪的
[00:08:59.000 --> 00:09:02.000]  那些領袖說 扔他十字架
[00:09:02.000 --> 00:09:05.000]  那些人就說 扔他十字架
[00:09:05.000 --> 00:09:07.000]  很多時候我們都是這樣
[00:09:07.000 --> 00:09:09.000]  那些群眾的力量 大家都一起這樣說
[00:09:09.000 --> 00:09:13.000]  那就這樣說 抗議 抗議
[00:09:13.000 --> 00:09:18.000]  當然 彼得的聽眾有一些是外來的遊客
[00:09:18.000 --> 00:09:21.000]  可能他們在余節就來了
[00:09:21.000 --> 00:09:25.000]  順便又多留幾個禮拜 探望親戚
[00:09:25.000 --> 00:09:28.000]  所以 耶穌被扔十字架這件事
[00:09:28.000 --> 00:09:30.000]  他們都記得的
[00:09:30.000 --> 00:09:33.000]  幾個禮拜之前發生過
[00:09:33.000 --> 00:09:36.000]  當然有些是當地的居民
[00:09:36.000 --> 00:09:38.000]  他們住在那裡 當然知道
[00:09:38.000 --> 00:09:40.000]  七個禮拜之前
[00:09:40.000 --> 00:09:42.000]  有一個加利利的先知
[00:09:42.000 --> 00:09:45.000]  就在這裡被群眾說
[00:09:45.000 --> 00:09:48.000]  扔十字架 扔十字架就死了
[00:09:48.000 --> 00:09:51.000]  那些人聽見彼得解釋之後
[00:09:51.000 --> 00:09:54.000]  他們覺得不舒服
[00:09:54.000 --> 00:09:56.000]  形容說 擇心
[00:09:56.000 --> 00:09:58.000]  感到內疚
[00:09:58.000 --> 00:10:01.000]  我們那時候都不分青紅
[00:10:01.000 --> 00:10:04.000]  就推了一個二人耶穌上十字架
[00:10:04.000 --> 00:10:09.000]  他意識到自己是有罪
[00:10:09.000 --> 00:10:13.000]  我們有沒有意識到自己也有罪
[00:10:13.000 --> 00:10:15.000]  我相信在座當中
[00:10:15.000 --> 00:10:18.000]  每一位都不算是大壞人
[00:10:18.000 --> 00:10:19.000]  如果你是大壞人
[00:10:19.000 --> 00:10:23.000]  星期天不會來教會
[00:10:23.000 --> 00:10:26.000]  你應該是一個不錯的人
[00:10:26.000 --> 00:10:28.000]  不要故意做一些違法的事
[00:10:28.000 --> 00:10:29.000]  不道德的事
[00:10:29.000 --> 00:10:30.000]  你不會做的
[00:10:30.000 --> 00:10:33.000]  你是一個守法的公民
[00:10:33.000 --> 00:10:35.000]  然而聖經是怎麼說的
[00:10:35.000 --> 00:10:37.000]  我們有一些應該做的事
[00:10:37.000 --> 00:10:40.000]  沒有去做也算犯罪
[00:10:40.000 --> 00:10:41.000]  亞國書說
[00:10:41.000 --> 00:10:43.000]  人若知道該行善
[00:10:43.000 --> 00:10:44.000]  而不去行的
[00:10:44.000 --> 00:10:47.000]  這就是他的罪了
[00:10:47.000 --> 00:10:48.000]  就是你知道有些事
[00:10:48.000 --> 00:10:49.000]  你應該做的
[00:10:49.000 --> 00:10:51.000]  知道有些事你應該說的
[00:10:51.000 --> 00:10:53.000]  那你又不說
[00:10:53.000 --> 00:10:56.000]  或者要提一下別人又不提
[00:10:56.000 --> 00:11:01.000]  這時候就是你的罪了
[00:11:01.000 --> 00:11:04.000]  法國有一個交通規則
[00:11:04.000 --> 00:11:06.000]  有一條說明
[00:11:06.000 --> 00:11:11.000]  有人會說法文嗎
[00:11:11.000 --> 00:11:12.000]  沒有啊
[00:11:12.000 --> 00:11:14.000]  我試一下吧
[00:11:14.000 --> 00:11:17.000]  (法語)
[00:11:17.000 --> 00:11:18.000]  上電腦
[00:11:18.000 --> 00:11:20.000]  人工智能一定會教你怎麼說的
[00:11:20.000 --> 00:11:23.000]  打進去人工智能就是這樣說
[00:11:23.000 --> 00:11:24.000]  其實什麼意思呢
[00:11:24.000 --> 00:11:26.000]  就是Duty to Rescue
[00:11:26.000 --> 00:11:28.000]  有責任緊急救援
[00:11:28.000 --> 00:11:30.000]  是一個交通的法例
[00:11:30.000 --> 00:11:33.000]  就是說如果你在公路上開車經過
[00:11:33.000 --> 00:11:36.000]  看見有輛車已經著火了
[00:11:36.000 --> 00:11:38.000]  司機還沒出來
[00:11:38.000 --> 00:11:40.000]  還有一兩個人在裡面
[00:11:40.000 --> 00:11:41.000]  你要停下來
[00:11:41.000 --> 00:11:43.000]  緊急的事
[00:11:43.000 --> 00:11:45.000]  你要停下來幫他們
[00:11:45.000 --> 00:11:47.000]  如果你不幫他們的話
[00:11:47.000 --> 00:11:49.000]  甚至連打個電話
[00:11:49.000 --> 00:11:51.000]  911你都不打的時候
[00:11:51.000 --> 00:11:54.000]  那你可能會被告
[00:11:54.000 --> 00:11:57.000]  應該去做的
[00:11:57.000 --> 00:12:01.000]  我見到差不多香港回歸
[00:12:01.000 --> 00:12:03.000]  97年發生很多事
[00:12:03.000 --> 00:12:05.000]  其中一個就是
[00:12:05.000 --> 00:12:07.000]  英國的王妃Diana
[00:12:07.000 --> 00:12:09.000]  在法國撞車
[00:12:09.000 --> 00:12:11.000]  1997
[00:12:11.000 --> 00:12:14.000]  其實是後來調查的
[00:12:14.000 --> 00:12:15.000]  那些狗仔隊
[00:12:15.000 --> 00:12:17.000]  拍照那些跟著她
[00:12:17.000 --> 00:12:20.000]  那幾個拍照的
[00:12:20.000 --> 00:12:22.000]  後來被告
[00:12:22.000 --> 00:12:24.000]  因為你看見她撞車了
[00:12:24.000 --> 00:12:25.000]  著火了
[00:12:25.000 --> 00:12:27.000]  那你還顧著拍照
[00:12:27.000 --> 00:12:29.000]  你都不救援嗎
[00:12:29.000 --> 00:12:32.000]  那在法國的法例裡面
[00:12:32.000 --> 00:12:34.000]  你是有罪的
[00:12:34.000 --> 00:12:35.000]  是要被告
[00:12:35.000 --> 00:12:38.000]  後來不知道怎麼樣了
[00:12:38.000 --> 00:12:39.000]  這都是說
[00:12:39.000 --> 00:12:41.000]  我們如果看見要做的
[00:12:41.000 --> 00:12:42.000]  應該做的
[00:12:42.000 --> 00:12:44.000]  但是我們沒有做的時候
[00:12:44.000 --> 00:12:47.000]  在神體裡都是有罪
[00:12:47.000 --> 00:12:48.000]  更高的要求就是
[00:12:48.000 --> 00:12:49.000]  我們對自己所行的
[00:12:49.000 --> 00:12:51.000]  是不是完全沒有懷疑
[00:12:51.000 --> 00:12:53.000]  行得正 站得正
[00:12:53.000 --> 00:12:57.000]  好像說是平心不作虧心事
[00:12:57.000 --> 00:12:59.000]  晚黑都不怕的
[00:12:59.000 --> 00:13:01.000]  你是不是這樣呢
[00:13:01.000 --> 00:13:02.000]  羅馬書就說
[00:13:02.000 --> 00:13:03.000]  人能夠在自己
[00:13:03.000 --> 00:13:05.000]  以為可行的事上
[00:13:05.000 --> 00:13:07.000]  不自殺就有福了
[00:13:07.000 --> 00:13:09.000]  若有人疑惑而吃的
[00:13:09.000 --> 00:13:11.000]  就必定被定罪
[00:13:11.000 --> 00:13:14.000]  因為他吃不是出於信心
[00:13:14.000 --> 00:13:17.000]  凡不出於信心的都是罪
[00:13:17.000 --> 00:13:19.000]  當然當時他們的背景
[00:13:19.000 --> 00:13:21.000]  就是懷疑
[00:13:21.000 --> 00:13:22.000]  究竟這些
[00:13:22.000 --> 00:13:24.000]  我們在街市買的肉
[00:13:24.000 --> 00:13:25.000]  可不可以吃呢
[00:13:25.000 --> 00:13:26.000]  有些人就覺得
[00:13:26.000 --> 00:13:27.000]  拜過偶像的
[00:13:27.000 --> 00:13:29.000]  我們不應該吃
[00:13:29.000 --> 00:13:30.000]  你不吃
[00:13:30.000 --> 00:13:32.000]  那就沒有肉吃
[00:13:32.000 --> 00:13:35.000]  你吃素菜
[00:13:35.000 --> 00:13:37.000]  有些人疑惑
[00:13:37.000 --> 00:13:39.000]  究竟我們信了耶穌之後
[00:13:39.000 --> 00:13:41.000]  可不可以吃這些
[00:13:41.000 --> 00:13:43.000]  拜過偶像的東西呢
[00:13:43.000 --> 00:13:45.000]  保羅的意思就是說
[00:13:45.000 --> 00:13:47.000]  如果你有這種懷疑的心
[00:13:47.000 --> 00:13:48.000]  最好不要吃
[00:13:48.000 --> 00:13:50.000]  因為有懷疑的時候
[00:13:50.000 --> 00:13:51.000]  如果你吃
[00:13:51.000 --> 00:13:52.000]  就是得罪了
[00:13:52.000 --> 00:13:54.000]  那你擴闊一點就說
[00:13:54.000 --> 00:13:56.000]  如果我們對一些事上
[00:13:56.000 --> 00:13:57.000]  你是不是完全有信心
[00:13:57.000 --> 00:13:59.000]  沒有問題的
[00:13:59.000 --> 00:14:01.000]  神是容許我這樣
[00:14:01.000 --> 00:14:04.000]  如果你心裡有一點不舒服
[00:14:04.000 --> 00:14:06.000]  咦 行不行啊
[00:14:06.000 --> 00:14:08.000]  最好不要做了
[00:14:08.000 --> 00:14:09.000]  如果你做的話
[00:14:09.000 --> 00:14:13.000]  就是得罪了神
[00:14:13.000 --> 00:14:15.000]  我們在生活上
[00:14:15.000 --> 00:14:17.000]  有沒有遇過這樣的事
[00:14:17.000 --> 00:14:19.000]  有啊 其實都有的
[00:14:19.000 --> 00:14:21.000]  所以聖經就說
[00:14:21.000 --> 00:14:23.000]  每個人都有罪
[00:14:23.000 --> 00:14:25.000]  好人在神的面前
[00:14:25.000 --> 00:14:26.000]  都有罪
[00:14:26.000 --> 00:14:28.000]  如果神要審判的話
[00:14:28.000 --> 00:14:30.000]  我們都要被認罰的話
[00:14:30.000 --> 00:14:33.000]  那怎麼辦
[00:14:33.000 --> 00:14:35.000]  然而神為我們開了一條出路
[00:14:35.000 --> 00:14:37.000]  讓我們不至於死
[00:14:37.000 --> 00:14:39.000]  而死了神的作為
[00:14:39.000 --> 00:14:42.000]  凡求告主明的都必得救
[00:14:42.000 --> 00:14:44.000]  所以當年的彼得他就是這樣說
[00:14:44.000 --> 00:14:46.000]  就是你們犯了罪
[00:14:46.000 --> 00:14:48.000]  你們覺得責心
[00:14:48.000 --> 00:14:49.000]  沒問題
[00:14:49.000 --> 00:14:51.000]  現在你迴轉悔改
[00:14:51.000 --> 00:14:52.000]  求告神的名
[00:14:52.000 --> 00:14:54.000]  就必定得救
[00:14:54.000 --> 00:14:56.000]  所以只要是轉向主
[00:14:56.000 --> 00:14:57.000]  求告神
[00:14:57.000 --> 00:14:58.000]  無論男女老幼
[00:14:58.000 --> 00:15:00.000]  無論在世界哪一個角落
[00:15:00.000 --> 00:15:02.000]  無論是什麼人種
[00:15:02.000 --> 00:15:04.000]  說什麼說話語言
[00:15:04.000 --> 00:15:06.000]  無論在什麼文化當中
[00:15:06.000 --> 00:15:07.000]  轉向神
[00:15:07.000 --> 00:15:08.000]  求告神
[00:15:08.000 --> 00:15:10.000]  就可以得到拯救
[00:15:10.000 --> 00:15:12.000]  這個就是神的作為
[00:15:12.000 --> 00:15:14.000]  有很多其他的宗教宣傳說
[00:15:14.000 --> 00:15:17.000]  你一定要說什麼說話的
[00:15:17.000 --> 00:15:19.000]  要穿著要怎麼樣的
[00:15:19.000 --> 00:15:22.000]  要吃什麼才可以得到拯救
[00:15:22.000 --> 00:15:24.000]  基督信仰就說
[00:15:24.000 --> 00:15:25.000]  不需要的
[00:15:25.000 --> 00:15:27.000]  在哪個地方你都可以吃
[00:15:27.000 --> 00:15:29.000]  凡是求告主明的
[00:15:29.000 --> 00:15:30.000]  都必得救
[00:15:30.000 --> 00:15:32.000]  這是神的作為
[00:15:32.000 --> 00:15:34.000]  另一方面呢
[00:15:34.000 --> 00:15:36.000]  是講到神的作為
[00:15:36.000 --> 00:15:39.000]  是講到神的赦免和拯救
[00:15:39.000 --> 00:15:42.000]  神藉著耶穌施行拯救
[00:15:42.000 --> 00:15:44.000]  是神的大作為
[00:15:44.000 --> 00:15:46.000]  剛才說過了
[00:15:46.000 --> 00:15:48.000]  通過耶穌得到拯救
[00:15:48.000 --> 00:15:51.000]  這個道理是全世界都通用
[00:15:51.000 --> 00:15:53.000]  所謂放諸四海皆盡
[00:15:53.000 --> 00:15:56.000]  每個地方都可以
[00:15:56.000 --> 00:15:57.000]  神的作為
[00:15:57.000 --> 00:16:00.000]  首先是藉著耶穌來到這個世界
[00:16:00.000 --> 00:16:02.000]  親自來到拯救
[00:16:02.000 --> 00:16:03.000]  親自來到醫治
[00:16:03.000 --> 00:16:05.000]  特別是那三年當中
[00:16:05.000 --> 00:16:07.000]  在巴勒斯坦那個地方
[00:16:07.000 --> 00:16:10.000]  醫治人趕鬼讓病人復原
[00:16:10.000 --> 00:16:12.000]  享受豐盛的生命
[00:16:12.000 --> 00:16:14.000]  耶穌那幾年
[00:16:14.000 --> 00:16:16.000]  就是做很多這些事情
[00:16:16.000 --> 00:16:18.000]  也包括第一代的信徒
[00:16:18.000 --> 00:16:20.000]  他們在耶穌在世的時候
[00:16:20.000 --> 00:16:23.000]  已經得到赦免拯救
[00:16:23.000 --> 00:16:27.000]  神也藉著耶穌施行各樣神蹟其事
[00:16:27.000 --> 00:16:29.000]  證明祂就是基督
[00:16:29.000 --> 00:16:32.000]  這些包括平靜風浪
[00:16:32.000 --> 00:16:34.000]  或者用五餅二御
[00:16:34.000 --> 00:16:36.000]  讓五千人吃飽
[00:16:36.000 --> 00:16:38.000]  叫死人復活
[00:16:38.000 --> 00:16:40.000]  我們在聖經裡面讀到很多
[00:16:40.000 --> 00:16:42.000]  有關耶穌在世的
[00:16:42.000 --> 00:16:45.000]  有能力做這些事情
[00:16:45.000 --> 00:16:47.000]  最大的神蹟就是
[00:16:47.000 --> 00:16:50.000]  耶穌自己被釘十字架
[00:16:50.000 --> 00:16:52.000]  死亡 埋葬
[00:16:52.000 --> 00:16:54.000]  第三天復活
[00:16:54.000 --> 00:16:56.000]  第四十天 聖天
[00:16:56.000 --> 00:16:58.000]  並且接受門徒稱呼
[00:16:58.000 --> 00:17:00.000]  祂為神為主
[00:17:00.000 --> 00:17:02.000]  所以在彼得的講道裡面
[00:17:02.000 --> 00:17:04.000]  提到耶穌所做的這一切
[00:17:04.000 --> 00:17:07.000]  證明祂就是被釘的基督
[00:17:07.000 --> 00:17:09.000]  耶穌就是基督
[00:17:09.000 --> 00:17:11.000]  你說耶穌是基督
[00:17:11.000 --> 00:17:14.000]  跟我們有什麼關係
[00:17:14.000 --> 00:17:16.000]  二千年前發生的事情
[00:17:16.000 --> 00:17:18.000]  跟我們今天有什麼關係
[00:17:18.000 --> 00:17:20.000]  有嗎
[00:17:20.000 --> 00:17:22.000]  首先就是說
[00:17:22.000 --> 00:17:26.000]  耶穌是使我們的身份不同
[00:17:26.000 --> 00:17:29.000]  原來我們是有罪的人
[00:17:29.000 --> 00:17:31.000]  是遠離聖潔的神
[00:17:31.000 --> 00:17:33.000]  神的憎怒 刑罰
[00:17:33.000 --> 00:17:35.000]  是使在我們身上
[00:17:35.000 --> 00:17:38.000]  但是神因為耶穌基督的代替
[00:17:38.000 --> 00:17:41.000]  要恕我們 赦免了我們的罪
[00:17:41.000 --> 00:17:44.000]  可能到後書第五章說
[00:17:44.000 --> 00:17:47.000]  神藉基督使我們跟神和好
[00:17:47.000 --> 00:17:52.000]  又將勸人與祂和好的使命賜給我們
[00:17:52.000 --> 00:17:54.000]  我們跟神本來是敵對的
[00:17:54.000 --> 00:17:57.000]  現在和好了
[00:17:57.000 --> 00:18:02.000]  這是耶穌基督為我們所成就的
[00:18:02.000 --> 00:18:06.000]  如果我們和好之後
[00:18:06.000 --> 00:18:09.000]  約翰福音有一句話
[00:18:09.000 --> 00:18:12.000]  凡接待祂的 相信祂的
[00:18:12.000 --> 00:18:16.000]  祂就賜他們權柄作神的兒女
[00:18:16.000 --> 00:18:18.000]  如果我們的神 我們的父
[00:18:18.000 --> 00:18:20.000]  天上的父親是萬有之主
[00:18:20.000 --> 00:18:22.000]  萬王之王
[00:18:22.000 --> 00:18:24.000]  我們是祂的兒女
[00:18:24.000 --> 00:18:27.000]  我們是什麼身份
[00:18:27.000 --> 00:18:30.000]  我們的父親是萬王之王
[00:18:30.000 --> 00:18:32.000]  我們是什麼身份
[00:18:32.000 --> 00:18:35.000]  王子 公主
[00:18:35.000 --> 00:18:37.000]  所以每一個人
[00:18:37.000 --> 00:18:40.000]  你們的身份是很高貴的
[00:18:40.000 --> 00:18:42.000]  我們每一個人是王子身份
[00:18:42.000 --> 00:18:45.000]  是公主的身份
[00:18:45.000 --> 00:18:47.000]  這個也是
[00:18:47.000 --> 00:18:50.000]  如果大家有看過那套書
[00:18:50.000 --> 00:18:54.000]  C.S.Lewis寫的 Chronicles of Narnia
[00:18:54.000 --> 00:18:55.000]  《納尼亞傳奇》
[00:18:55.000 --> 00:18:56.000]  如果你沒有看過
[00:18:56.000 --> 00:18:58.000]  可能你的子女看過也不一定
[00:18:58.000 --> 00:19:00.000]  裡面提到那些王子 公主
[00:19:00.000 --> 00:19:02.000]  其實是講述信徒
[00:19:02.000 --> 00:19:06.000]  講述我們的父親是天上的王
[00:19:06.000 --> 00:19:08.000]  我們的身份是高貴的
[00:19:08.000 --> 00:19:11.000]  所以千萬不要小看你自己
[00:19:11.000 --> 00:19:13.000]  有時候我們一提到身份
[00:19:13.000 --> 00:19:15.000]  立刻想到移民身份
[00:19:15.000 --> 00:19:17.000]  綠卡什麼的
[00:19:17.000 --> 00:19:22.000]  我們是天上的神
[00:19:22.000 --> 00:19:23.000]  天上的王
[00:19:23.000 --> 00:19:24.000]  我們是祂的兒女
[00:19:24.000 --> 00:19:26.000]  高貴的身份
[00:19:26.000 --> 00:19:28.000]  除了身份之外
[00:19:28.000 --> 00:19:31.000]  耶穌也使我們地位不同
[00:19:31.000 --> 00:19:33.000]  身份已經非常尊貴
[00:19:33.000 --> 00:19:36.000]  地位更加比萬物都高
[00:19:36.000 --> 00:19:38.000]  《伊弗所書》第二章說
[00:19:38.000 --> 00:19:41.000]  神祂有豐富的憐憫
[00:19:41.000 --> 00:19:43.000]  因著祂愛我得大愛
[00:19:43.000 --> 00:19:47.000]  竟在我們因過犯而死的時候
[00:19:47.000 --> 00:19:49.000]  使我們與基督一同活過來
[00:19:49.000 --> 00:19:52.000]  可見你們得救是本福恩
[00:19:52.000 --> 00:19:54.000]  祂又使我們在基督耶穌裡
[00:19:54.000 --> 00:19:57.000]  與祂一同復活 一同坐在天上
[00:19:57.000 --> 00:20:00.000]  這不是說我們將來死後
[00:20:00.000 --> 00:20:02.000]  上天堂那種復活
[00:20:02.000 --> 00:20:03.000]  我們現在
[00:20:03.000 --> 00:20:06.000]  現在已經是與耶穌基督
