
[00:00:00.000 --> 00:00:04.260]  我們今天分享的題目是「一脈相承」
[00:09:49.900 --> 00:09:53.620]  其實我們今天所講的故事都是很相似
[00:09:53.620 --> 00:09:56.700]  他就講到提摩派
[00:09:56.700 --> 00:10:03.900]  提摩派他這個屬靈的遺產非常之豐富
[00:10:03.900 --> 00:10:09.740]  首先就是他的外婆叫做羅爾
[00:10:09.740 --> 00:10:11.580]  叫做Louis
[00:10:11.580 --> 00:10:15.100]  他就將這個信心傳給他的女兒
[00:10:15.100 --> 00:10:17.180]  即是提摩派的媽媽
[00:10:17.180 --> 00:10:21.460]  叫做Eunice有利基
[00:10:21.460 --> 00:10:26.940]  由提摩派的媽媽也將這個信心傳給提摩派
[00:10:26.940 --> 00:10:32.460]  而提摩派成爲初期教會一個非常之重要的人物
[00:10:32.460 --> 00:10:38.300]  因爲他是保羅親密的同工和戰友
[00:10:38.300 --> 00:10:42.340]  當很多人離開保羅的時候
[00:10:42.340 --> 00:10:49.460]  就剩下提摩派和保羅在一起
[00:10:49.460 --> 00:10:52.780]  來繼續傳科的工作
[00:10:52.780 --> 00:10:58.380]  保羅也看提摩派就好像他屬靈的遺產一樣
[00:10:58.380 --> 00:11:00.380]  所以我們今天看看
[00:11:00.380 --> 00:11:03.300]  提摩派的母親和這個外祖母
[00:11:03.300 --> 00:11:09.060]  如何將他們的信心去承傳下學
[00:11:09.060 --> 00:11:17.260]  承傳下來一脈相傳
[00:11:17.260 --> 00:11:21.580]  那樣東西他的外祖母
[00:11:21.580 --> 00:11:23.340]  他的母親是藉着什麼呢?
[00:11:23.340 --> 00:11:25.300]  是藉着這個土告
[00:11:25.300 --> 00:11:28.940]  是將他們的信心去承傳下去
[00:11:28.940 --> 00:11:32.020]  我們看看提摩派後書
[00:11:32.020 --> 00:11:34.620]  第一章第三節至第五節
[00:11:34.620 --> 00:11:39.180]  和司徒行傳第十六章一節至第二節
[00:11:39.180 --> 00:11:40.500]  我讀一讀給你聽
[00:11:40.500 --> 00:11:47.140]  我感謝神就是我接約祖先用清潔的良心所侍奉的神
[00:11:47.140 --> 00:11:50.260]  祈禱的時候不住想念禰
[00:11:50.260 --> 00:11:51.700]  紀念禰的眼淚
[00:11:51.700 --> 00:11:54.620]  晝夜徹徹地想要見禰
[00:11:54.620 --> 00:11:56.580]  好叫我滿心快樂
[00:11:56.580 --> 00:11:59.140]  想報禰心裏無遺之信
[00:11:59.140 --> 00:12:05.220]  這信是先在禰外祖母羅爾和禰母親尤尼基心裏的
[00:12:05.220 --> 00:12:09.100]  我深信也在禰的心裏
[00:12:09.100 --> 00:12:12.700]  接着司徒行傳第十六章第一節至第二節
[00:12:12.700 --> 00:12:16.140]  本羅尼布特比和努斯德
[00:12:16.140 --> 00:12:21.700]  在努斯德有一個門徒名叫提摩提
[00:12:21.700 --> 00:12:23.940]  他的母親是猶太人
[00:12:23.940 --> 00:12:24.780]  是個信徒
[00:12:24.780 --> 00:12:26.260]  父親是希臘人
[00:12:26.260 --> 00:12:31.780]  在努斯德和以哥廉的信徒們都稱讚提摩提
[00:12:31.780 --> 00:12:37.580]  這裏給了我們一些關於提摩提的家庭背景
[00:12:37.580 --> 00:12:39.300]  他的母親是猶太人
[00:12:39.300 --> 00:12:41.700]  但是他父親是希臘人
[00:12:41.700 --> 00:12:43.980]  可以說是異族通婚
[00:12:43.980 --> 00:12:45.900]  通常來說我們知道
[00:12:45.900 --> 00:12:48.140]  異族通婚是不簡單
[00:12:48.140 --> 00:12:50.780]  也不容易的
[00:12:50.780 --> 00:12:53.900]  但是在這裏告訴我們
[00:12:53.900 --> 00:12:55.980]  提摩提的母親
[00:12:55.980 --> 00:12:59.260]  她是一個很虔誠的信徒
[00:12:59.260 --> 00:13:01.580]  一個婦女
[00:13:01.580 --> 00:13:02.460]  一個媽媽
[00:13:02.460 --> 00:13:04.060]  她將她的信心
[00:13:04.060 --> 00:13:07.420]  將她的信仰能夠承傳下去
[00:13:07.420 --> 00:13:10.700]  聖經裏面講到敬虔的婦女
[00:13:10.700 --> 00:13:12.940]  通常來說會講到兩樣東西
[00:13:12.940 --> 00:13:16.820]  第一個是講到敬虔婦女那種禱告
[00:13:16.820 --> 00:13:26.100]  以及講到敬虔婦女那種聽神話語的態度
[00:13:26.100 --> 00:13:27.020]  我給一個例子
[00:13:27.020 --> 00:13:30.660]  譬如Samuel
[00:13:30.660 --> 00:13:34.460]  撒慕爾的媽媽Hannah
[00:13:34.460 --> 00:13:38.620]  她因爲不能夠生小朋友
[00:13:38.620 --> 00:13:40.700]  所以她一直的禱告
[00:13:40.700 --> 00:13:41.740]  求神看顧
[00:13:41.740 --> 00:13:42.500]  求神供應
[00:13:42.500 --> 00:13:43.820]  求神念萬物神
[00:13:43.820 --> 00:13:48.180]  聽她的禱告
[00:13:48.180 --> 00:13:49.740]  生了撒慕爾
[00:13:49.740 --> 00:13:53.900]  而撒慕爾成爲以色列歷史裏面
[00:13:53.900 --> 00:13:58.420]  一個非常重要的事事和先知
[00:13:58.420 --> 00:13:59.460]  接着是參孫
[00:13:59.460 --> 00:14:01.940]  參孫的媽媽也是禱告
[00:14:01.940 --> 00:14:05.340]  是一個敬虔的母親
[00:14:05.340 --> 00:14:07.740]  阿司鐵約翰的媽媽
[00:14:07.740 --> 00:14:14.820]  以利沙伯也在聖經裏面講到他們是聖的來禱告
[00:14:14.820 --> 00:14:20.100]  最後一個最好的例子就是耶穌的母親瑪利亞
[00:14:20.100 --> 00:14:26.340]  她也是是聖的禱告
[00:14:26.340 --> 00:14:35.660]  一個敬虔的母親所帶來的那種屬靈的遺產
[00:14:35.660 --> 00:14:37.180]  是多麼豐富
[00:14:37.180 --> 00:14:41.900]  我們在這兩段經文裏面可以看到一些東西
[00:14:41.900 --> 00:14:45.780]  就是提摩太太的祖母
[00:14:45.780 --> 00:14:48.500]  愛祖母和她的媽媽
[00:14:48.500 --> 00:14:54.500]  是如何將這種信心承傳下去
[00:14:54.500 --> 00:14:58.460]  我們看看提摩太後書第一章第五節
[00:14:58.460 --> 00:15:01.420]  「想到你心裏無偽之信
[00:15:01.420 --> 00:15:10.940]  這信是先在你愛祖母羅爾和你母親尤基尼的心裏面」
[00:15:10.940 --> 00:15:13.260]  這裏是講到無偽之信
[00:15:13.260 --> 00:15:23.100]  即是提摩太太的媽媽將無偽真、純、正的信仰傳下去
[00:15:23.100 --> 00:15:26.420]  由她的愛祖母第一代
[00:15:26.420 --> 00:15:32.500]  去到提摩太太的母親第二代,再去到提摩太太一年三代
[00:15:32.500 --> 00:15:38.140]  將這個信心傳下去
[00:15:38.140 --> 00:15:41.460]  另外亦都看到
[00:15:41.460 --> 00:15:46.580]  提摩太太的媽媽她是衝破了異族婚姻那種困難
[00:15:46.580 --> 00:15:52.500]  剛纔講了異族聯婚是有很多不同的
[00:15:52.500 --> 00:15:54.820]  很多的差別、很多的困難
[00:15:54.820 --> 00:15:57.540]  她們要面對的
[00:15:57.540 --> 00:16:02.460]  但提摩太太的媽媽她沒有被這些難倒
[00:16:02.460 --> 00:16:05.340]  我們看看在《詩堂傳》第十六章第一節
[00:16:05.340 --> 00:16:07.740]  她的母親是猶太人,是信徒
[00:16:07.740 --> 00:16:13.180]  但她的父親是一個希臘人
[00:16:13.180 --> 00:16:15.580]  在《經文》亦都看到
[00:16:15.580 --> 00:16:22.620]  提摩太太的媽媽她是專注培育荊乾的下一代
[00:16:22.620 --> 00:16:33.180]  她很着重是怎樣去帶領她下一代成爲荊乾的下一代
[00:16:33.180 --> 00:16:37.300]  蘇斯武工作的地方就是世界餐館
[00:16:37.300 --> 00:16:43.700]  現在她的總幹事就是林大姐林牧師
[00:16:43.700 --> 00:16:48.540]  林牧師的媽媽已經過世了
[00:16:48.540 --> 00:16:55.060]  但她的媽媽是一個很荊乾的媽媽
[00:16:55.060 --> 00:16:59.460]  她總共有七個子女
[00:16:59.460 --> 00:17:04.220]  是一個非常大的家族
[00:17:04.220 --> 00:17:07.940]  她爲她的子女祈禱
[00:17:07.940 --> 00:17:11.140]  她祈禱就是希望每一個子女都成爲基督徒
[00:17:11.140 --> 00:17:15.220]  成爲荊乾的下一代
[00:17:15.220 --> 00:17:20.420]  當她是八十多歲她仍然是努力不倦的
[00:17:20.420 --> 00:17:27.140]  每一天花一小時跪下來爲她的子女去祈禱
[00:17:27.140 --> 00:17:32.260]  當時她有三個子女在中國還未出來
[00:17:32.260 --> 00:17:35.260]  她繼續祈禱求神看顧、求神憐憫
[00:17:35.260 --> 00:17:36.860]  讓她有機會來到美國
[00:17:36.860 --> 00:17:43.020]  最後她們一家人能夠去團聚
[00:17:43.020 --> 00:17:48.540]  七個子女現在每一個都事業有成
[00:17:48.540 --> 00:17:53.060]  都成爲荊乾的下一代
[00:17:53.060 --> 00:18:02.020]  一個荊乾的父母的祈禱不置落空
[00:18:02.020 --> 00:18:05.860]  而林大姐林牧師也成爲全都人
[00:18:05.860 --> 00:18:08.180]  成爲一個牧師
[00:18:08.180 --> 00:18:15.300]  這個我相信也是她媽媽一直的那種祈禱
[00:18:15.300 --> 00:18:19.180]  在剛纔的經文我們也看到
[00:18:19.180 --> 00:18:28.020]  提摩太太的媽媽將那種信心放在提摩太太的心裏
[00:18:28.020 --> 00:18:29.620]  聖經怎樣說呢
[00:18:29.620 --> 00:18:33.380]  在提摩太太后書第一章第五節
[00:18:33.380 --> 00:18:39.740]  「先在你的外祖母羅爾和你母親有離奇的心裏
[00:18:39.740 --> 00:18:43.940]  我深信也在你的心裏」
[00:18:43.940 --> 00:18:48.260]  她用禱告用神的話將這個信心
[00:18:48.260 --> 00:18:55.740]  她有這樣的希望能夠放在提摩太太的心裏
[00:18:55.740 --> 00:18:58.620]  在經文我們也看到一件事
[00:18:58.620 --> 00:19:06.620]  提摩太太的媽媽在她的外祖母特意地將提摩太太放在教會的室庭裏
[00:19:06.620 --> 00:19:08.140]  放在弟兄姊妹
[00:19:08.140 --> 00:19:11.580]  放在一羣荊乾的弟兄姊妹
[00:19:11.580 --> 00:19:14.900]  荊乾的信徒的中間
[00:19:14.900 --> 00:19:18.620]  我們看看在《使徒行傳》第十六章第二節
[00:19:18.620 --> 00:19:24.660]  她說在努斯德和在以哥廉的信徒都稱讚提摩太太
[00:19:24.660 --> 00:19:29.140]  因爲提摩太太的媽媽知道
[00:19:29.140 --> 00:19:33.180]  你要提升一個荊乾的下一代
[00:19:33.180 --> 00:19:37.740]  不單止是自己要付上一些代價
[00:19:37.740 --> 00:19:46.060]  也要你的下一代能夠在一個正面影響環境里長大
[00:19:46.060 --> 00:19:52.620]  所以提摩太太的媽媽特地將提摩太太放在初期教會
[00:19:52.620 --> 00:19:56.740]  這羣信徒的教會的氣氛的中間
[00:19:56.740 --> 00:20:02.500]  因爲她知道當她的兒子能夠接觸這羣信徒的時候
[00:20:02.500 --> 00:20:10.780]  當她的兒子能夠接觸這羣在主裏面荊乾的人的時候
[00:20:10.780 --> 00:20:15.260]  他就有這種正面的影響
[00:20:15.260 --> 00:20:17.500]  很感謝在Cross Point
[00:20:17.500 --> 00:20:23.020]  我們的Youth 也有很多的Mentor
[00:20:23.020 --> 00:20:28.100]  我們上年也有Mentor Lunch
[00:20:28.100 --> 00:20:34.100]  每一個月有一次有些Adult 很有心
[00:20:34.100 --> 00:20:42.220]  帶一羣Youth 大約兩三個帶他們出去喫飯和聊天
[00:20:42.220 --> 00:20:46.700]  那些Youth 特別享受 特別喜歡
[00:20:46.700 --> 00:20:55.140]  就是這樣 你就將你的下一代放在一羣信徒在教會里面
[00:20:55.140 --> 00:20:59.380]  讓他有一個正面的影響
[00:20:59.380 --> 00:21:05.700]  沒多久之前有一個爸爸跟我這樣說
[00:21:05.700 --> 00:21:09.260]  他在Parsonton
[00:21:09.260 --> 00:21:11.020]  我很後悔
[00:21:11.020 --> 00:21:12.500]  我很後悔什麼呢
[00:21:12.500 --> 00:21:16.420]  那時候我的女兒還很小
[00:21:16.420 --> 00:21:20.460]  我就叫她學很多的才藝班
[00:21:20.460 --> 00:21:23.260]  After School Program
[00:21:23.260 --> 00:21:28.180]  學美術、音樂、Chinese
[00:21:28.180 --> 00:21:35.620]  很多時候就連星期一她都要去這些才藝班
[00:21:35.620 --> 00:21:39.060]  交了錢就一定要去
[00:21:39.060 --> 00:21:46.460]  所以衡量過之後就說教會不要去了
[00:21:46.460 --> 00:21:50.180]  說要去這些才藝班
[00:21:50.180 --> 00:21:52.340]  但是久而久之
[00:21:52.340 --> 00:21:54.980]  當女兒日漸長大的時候
[00:21:54.980 --> 00:21:58.980]  她就開始連教會都不回去了
[00:21:58.980 --> 00:22:00.700]  因爲爸爸媽媽給她一個信息
[00:22:00.700 --> 00:22:06.060]  就是這些才藝班比教會更加重要
[00:22:06.060 --> 00:22:12.100]  接着這個爸爸跟我說我非常後悔
[00:22:12.100 --> 00:22:16.100]  因爲我今天想我女兒回教會
[00:22:16.100 --> 00:22:24.420]  今天我意識到其實她的屬靈歸宿是最重要的
[00:22:24.420 --> 00:22:30.260]  這些才藝班次要的東西
[00:22:30.260 --> 00:22:34.140]  但是我女兒現在她不回教會
[00:22:34.140 --> 00:22:37.220]  非常之後悔
[00:22:37.220 --> 00:22:43.980]  我希望在座有些是做爹地媽咪
[00:22:43.980 --> 00:22:48.900]  有些是Grandparents
[00:22:48.900 --> 00:22:54.780]  其實你看看我們下一代最重要的是什麼呢?
[00:22:54.780 --> 00:22:55.980]  不是那些才藝班
[00:22:55.980 --> 00:23:01.580]  你想想有多少個成爲鋼琴家呢?
[00:23:01.580 --> 00:23:04.740]  不是很多
[00:23:04.740 --> 00:23:07.300]  有多少個成爲很出名的畫家呢?
[00:23:07.300 --> 00:23:10.820]  不是很多
[00:23:10.820 --> 00:23:13.900]  那些很快會過
[00:23:13.900 --> 00:23:20.660]  但是我們miss了那個屬靈
[00:23:20.660 --> 00:23:26.140]  那個栽培
[00:23:26.140 --> 00:23:27.940]  聖經裏面講得很清楚
[00:23:27.940 --> 00:23:33.580]  人若賺得全世界包括全世界的才華
[00:23:33.580 --> 00:23:35.300]  那又怎樣呢?
[00:23:35.300 --> 00:23:36.900]  賠償自己的生命
[00:23:36.900 --> 00:23:40.180]  這個生命是永恆的生命
[00:23:40.180 --> 00:23:46.100]  一點都不值得
[00:23:46.100 --> 00:23:55.660]  所以我們今天就要去學習提摩太太的外祖母和她的母親
[00:23:55.660 --> 00:24:02.340]  因爲他們知道提摩太太的屬靈歸宿
[00:24:02.340 --> 00:24:08.740]  是她生命裏面最重要的東西
[00:24:08.740 --> 00:24:12.820]  不要miss
[00:24:12.820 --> 00:24:21.900]  提摩太太的母親準備提摩太太爲主使用
[00:24:21.900 --> 00:24:27.860]  她培育她,用土固來托住她,用神的話語來教導她
[00:24:27.860 --> 00:24:36.580]  希望她爲主所用
[00:24:36.580 --> 00:24:40.860]  有一個牧師在中港臺很出名的
[00:24:40.860 --> 00:24:47.740]  他是一個戒毒的牧師,劉文和牧師
[00:24:47.740 --> 00:24:51.260]  他講到他的媽媽
[00:24:51.260 --> 00:24:55.460]  他媽媽是傳道人
[00:24:55.460 --> 00:25:04.220]  他怎樣信主的經過是高潮潔皮的
[00:25:04.220 --> 00:25:12.020]  他在13歲的時間已經羣起一羣5354的同學去搞事
[00:25:12.020 --> 00:25:16.180]  又偷東西又騙、恐嚇、勒索等等
[00:25:16.180 --> 00:25:22.140]  15歲很光榮地加入了香港的黑社會
[00:25:22.140 --> 00:25:28.580]  當時的黑社會也有教育
[00:25:28.580 --> 00:25:33.100]  就是不要出來鬧
[00:25:33.100 --> 00:25:37.740]  你要鬧的時候就要撈個腦袋回來
[00:25:37.740 --> 00:25:40.380]  你不要做了,你做就要做個腦袋
[00:25:40.380 --> 00:25:42.060]  怎樣做個腦袋呢?
[00:25:42.060 --> 00:25:44.820]  就是說不吸毒就不像個腦袋
[00:25:44.820 --> 00:25:48.460]  所以做大佬的就一定要吸毒
[00:25:48.460 --> 00:25:51.220]  所以他就吸了第一口的毒品
[00:25:51.220 --> 00:25:56.580]  從此之後就被毒品勾住
[00:25:56.580 --> 00:25:58.900]  不得自由
[00:25:58.900 --> 00:26:02.660]  在一個冬天的寒夜裏面
[00:26:02.660 --> 00:26:07.780]  他就在條頸嶺一個荒廢了的房子裏面
[00:26:07.780 --> 00:26:16.820]  就是跟朋友一起去吸毒、去醉倒的地方
[00:26:16.820 --> 00:26:18.980]  他媽媽不知道從哪裏打聽回來
[00:26:18.980 --> 00:26:20.940]  很困難
[00:26:20.940 --> 00:26:26.340]  就在這個條頸嶺某一個地段某一個地方
[00:26:26.340 --> 00:26:28.620]  但是又不知道是哪個房子
[00:26:28.620 --> 00:26:32.740]  就在那裏大聲地說
[00:26:32.740 --> 00:26:39.980]  「文和啊文和,我知道你在裏面」
[00:26:39.980 --> 00:26:42.820]  「如果你在裏面,你快點出來」
[00:26:42.820 --> 00:26:48.420]  「不要再吸毒了,跟媽媽回家」
[00:26:48.420 --> 00:26:52.940]  當時劉文和在裏面
[00:26:52.940 --> 00:26:56.940]  出來又不是,不出來又不是
[00:26:56.940 --> 00:26:59.100]  怎樣呢?
[00:26:59.100 --> 00:27:01.860]  最終是選擇了不要出來
[00:27:01.860 --> 00:27:11.260]  因爲他知道出來對媽媽的傷害更加沉重
