
[00:00:00.000 --> 00:00:03.640]  今天想和大家講的題目不是很傳統的題目
[00:05:21.340 --> 00:05:26.980]  不過去到新約聖經我們有約翰幫我們去解這些說話
[00:05:26.980 --> 00:05:30.060]  所以剛才有一章經文一章十四字是道成了肉身
[00:05:30.060 --> 00:05:33.220]  住在我們中間充充滿滿有恩典有真理
[00:05:33.220 --> 00:05:37.220]  我們見過的榮光正是複讀生子的榮光
[00:05:37.220 --> 00:05:42.220]  有一段福音講到道成肉身
[00:05:42.220 --> 00:05:46.860]  是人不能夠明白一件事
[00:05:46.860 --> 00:05:50.140]  我不知道大家養過甚麼動物或寵物在家
[00:05:50.140 --> 00:05:52.460]  有誰養狗
[00:05:52.460 --> 00:05:54.260]  養貓
[00:05:54.260 --> 00:05:55.900]  養過猴子
[00:05:55.900 --> 00:05:57.740]  沒有養過 我養過猴子
[00:05:57.740 --> 00:05:59.060]  很短時間
[00:05:59.060 --> 00:06:02.820]  當然還有很多蟑螂老鼠養很多那些就不用說了
[00:06:02.820 --> 00:06:06.060]  有時候我們想我會不會可以馬上講他們的說話
[00:06:06.060 --> 00:06:07.060]  跟他們溝通呢
[00:06:07.060 --> 00:06:08.900]  在那裏扮貓扮狗
[00:06:08.900 --> 00:06:10.700]  喵喵嗚嗚這樣跟他們說
[00:06:10.700 --> 00:06:12.500]  是不是這樣跟他們溝通到呢
[00:06:12.500 --> 00:06:14.820]  其實你可能好像跟他們溝通到
[00:06:14.820 --> 00:06:16.820]  或者有沒有一些人更加喜歡動物到
[00:06:16.820 --> 00:06:19.060]  嘩如果我變成一隻狗變成一隻貓就好了
[00:06:19.060 --> 00:06:20.420]  有沒有人這樣想的呢
[00:06:20.420 --> 00:06:23.020]  星期五晚有一個人舉手一個弟兄舉手
[00:06:23.020 --> 00:06:25.860]  因為他太愛這些貓貓狗狗
[00:06:25.860 --> 00:06:28.300]  但是有沒有可能你可以變成一個
[00:06:28.300 --> 00:06:31.860]  比你更加不同一個種類的一種生物呢
[00:06:31.860 --> 00:06:33.300]  我們是不是有這樣的科技
[00:06:33.300 --> 00:06:35.260]  或者歷史上是不是真的有這樣的情況
[00:06:35.260 --> 00:06:38.580]  可以從一個生物去變成另一種生物的
[00:06:38.580 --> 00:06:41.180]  一種生命的狀態呢
[00:06:41.180 --> 00:06:44.740]  似乎是不可能
[00:06:44.740 --> 00:06:48.260]  但是我想這個不可能只不過是其中一點
[00:06:48.260 --> 00:06:51.820]  的不能夠讓人去理解
[00:06:51.820 --> 00:06:53.860]  怎麼會神又變為人
[00:06:53.860 --> 00:06:55.100]  又是人又是神
[00:06:55.100 --> 00:06:57.300]  這些歷史的討論是很深入的討論
[00:06:57.300 --> 00:06:59.340]  要找鍾先生去教才明白
[00:06:59.340 --> 00:07:00.860]  我們不能夠明白
[00:07:00.860 --> 00:07:02.140]  怎麼會神變人
[00:07:02.140 --> 00:07:02.900]  人又是神
[00:07:02.900 --> 00:07:03.940]  人又是神
[00:07:03.940 --> 00:07:04.740]  神又是人
[00:07:04.740 --> 00:07:06.140]  這些這麼複雜的理念
[00:07:06.140 --> 00:07:08.060]  我們怎麼能夠通過呢
[00:07:08.060 --> 00:07:10.260]  為什麼會這樣發生呢
[00:07:10.260 --> 00:07:12.700]  某個程度來說我覺得這個
[00:07:12.700 --> 00:07:15.500]  技術上只不過是第一個的難關
[00:07:15.500 --> 00:07:16.540]  但是第二個難關
[00:07:16.540 --> 00:07:17.620]  我們更加要問
[00:07:17.620 --> 00:07:20.300]  為什麼要這樣發生
[00:07:20.300 --> 00:07:22.060]  為什麼要這樣去做呢
[00:07:22.060 --> 00:07:24.620]  神為什麼要進入人類的歷史裏面
[00:07:24.620 --> 00:07:26.860]  我們所看的四福音只是講到
[00:07:26.860 --> 00:07:28.900]  主要耶穌基督最後的幾年
[00:07:28.900 --> 00:07:31.780]  三年多的一些片段
[00:07:31.780 --> 00:07:33.460]  其實耶穌還有三十年的歷史
[00:07:33.460 --> 00:07:34.860]  究竟祂是怎麼樣的呢
[00:07:34.860 --> 00:07:36.260]  祂是怎麼樣過活的呢
[00:07:36.260 --> 00:07:38.100]  當嬰兒哭的時候
[00:07:38.100 --> 00:07:39.020]  祂是不是神呢
[00:07:39.020 --> 00:07:40.540]  祂肚餓的時候要睡覺的時候
[00:07:40.540 --> 00:07:41.740]  祂是不是神呢
[00:07:41.740 --> 00:07:46.940]  我們明白什麼是神嗎
[00:07:46.940 --> 00:07:48.260]  我們要問的是
[00:07:48.260 --> 00:07:50.100]  為什麼祂要這樣做
[00:07:50.100 --> 00:07:51.220]  如果我們可以的話
[00:07:51.220 --> 00:07:52.380]  你願不願意變成一隻貓
[00:07:52.380 --> 00:07:54.100]  變成一隻狗呢
[00:07:54.100 --> 00:07:55.180]  你願不願意變成一隻蟑螂
[00:07:55.180 --> 00:07:57.140]  被人隨便踩下去呢
[00:07:57.140 --> 00:07:59.580]  或者你覺得你會變成一隻小鳥
[00:07:59.580 --> 00:08:01.220]  飛來飛去好像很自由
[00:08:01.220 --> 00:08:03.900]  但是隨時被人用丫叉射你
[00:08:03.900 --> 00:08:06.700]  或者用網捉住你就捉到你呢
[00:08:06.700 --> 00:08:10.140]  為什麼神要這樣做呢
[00:08:10.140 --> 00:08:10.900]  有人福音講
[00:08:10.900 --> 00:08:13.620]  因為祂要彰顯神的榮耀
[00:08:13.620 --> 00:08:15.300]  祂要讓人體會神的愛
[00:08:15.300 --> 00:08:16.940]  在人類的當中
[00:08:16.940 --> 00:08:22.820]  是要彰顯神那種的榮耀和愛
[00:08:22.820 --> 00:08:23.980]  今天我們很難明白
[00:08:23.980 --> 00:08:25.740]  這種道成肉身的道理
[00:08:25.740 --> 00:08:27.500]  是一個很深奧的神學
[00:08:27.500 --> 00:08:30.420]  是一個宇宙其中一個很大的奧秘
[00:08:30.420 --> 00:08:31.420]  是不合理
[00:08:31.420 --> 00:08:33.740]  是超乎我們的理性
[00:08:33.740 --> 00:08:35.340]  超乎我們可以想像
[00:08:35.340 --> 00:08:37.100]  無論我們怎樣做科學研究
[00:08:37.100 --> 00:08:38.420]  或者做不到一條公式
[00:08:38.420 --> 00:08:39.500]  或者一些化學藥物
[00:08:39.500 --> 00:08:41.660]  另一種的種類變成另一種種類
[00:08:41.660 --> 00:08:43.860]  或者你做到
[00:08:43.860 --> 00:08:46.420]  但是為什麼要這樣做呢
[00:08:46.420 --> 00:08:47.980]  你會不會這樣做呢
[00:08:47.980 --> 00:08:49.500]  是唯有神的愛
[00:08:49.500 --> 00:08:51.220]  唯有神愛世人
[00:08:51.220 --> 00:08:52.740]  才願意這樣做
[00:08:52.740 --> 00:08:54.420]  祂自己甘心樂意
[00:08:54.420 --> 00:08:56.540]  從一個沒有榮耀的上帝
[00:08:56.540 --> 00:09:02.940]  成為一個很謙虛的人
[00:09:02.940 --> 00:09:05.060]  今天我們很難體會這一種
[00:09:05.060 --> 00:09:06.380]  只不過當我們做
[00:09:06.380 --> 00:09:08.420]  可能宣教士
[00:09:08.420 --> 00:09:09.740]  或者宣教的經歷
[00:09:09.740 --> 00:09:11.020]  有些這樣的體會
[00:09:11.020 --> 00:09:12.140]  因為我們在宣教裏面
[00:09:12.140 --> 00:09:13.340]  都用Incarnation
[00:09:13.340 --> 00:09:15.540]  道成肉身這種的說法
[00:09:15.540 --> 00:09:17.620]  說一個宣教士
[00:09:17.620 --> 00:09:19.220]  從他自己的文化
[00:09:19.220 --> 00:09:20.700]  去到另一個文化裏面
[00:09:20.700 --> 00:09:23.220]  上師是活在那些人的當中
[00:09:23.220 --> 00:09:27.460]  上師是當中其中一個的人
[00:09:27.460 --> 00:09:29.260]  當我自己做宣教的時候
[00:09:29.260 --> 00:09:30.620]  有時都會想這個問題
[00:09:30.620 --> 00:09:31.620]  經常都想這個問題
[00:09:31.620 --> 00:09:33.420]  不單止是生活模式上面
[00:09:33.420 --> 00:09:35.660]  好像別人那樣去衣著
[00:09:35.660 --> 00:09:36.740]  打扮
[00:09:36.740 --> 00:09:38.060]  或者去飛髮
[00:09:38.060 --> 00:09:39.540]  在印度給一元港幣
[00:09:39.540 --> 00:09:41.620]  就飛到很漂亮的髮
[00:09:41.620 --> 00:09:43.420]  這些鬍鬚
[00:09:43.420 --> 00:09:44.620]  其實有些人不習慣
[00:09:44.620 --> 00:09:46.380]  其實在世界上很多人都是這樣的
[00:09:46.380 --> 00:09:47.780]  你如果去一些中東的地方
[00:09:47.780 --> 00:09:50.780]  去一些南亞洲的地方
[00:09:50.780 --> 00:09:53.380]  都是這樣去表達
[00:09:53.380 --> 00:09:55.700]  但這個都是一個很表面的層次
[00:09:55.700 --> 00:09:57.420]  在我們的心態裏面
[00:09:57.420 --> 00:10:00.780]  在我們價值觀裏面是怎樣看呢
[00:10:00.780 --> 00:10:02.420]  大家要知道我一個背景
[00:10:02.420 --> 00:10:05.660]  我的弟弟二十多歲就找到他第一桶金
[00:10:05.660 --> 00:10:07.780]  他四十歲已經退休了
[00:10:07.780 --> 00:10:08.700]  但我四十歲的時候
[00:10:08.700 --> 00:10:09.860]  還在印度一條街上面
[00:10:09.860 --> 00:10:11.820]  走在一些牛屎上面
[00:10:11.820 --> 00:10:14.140]  還在走在垃圾堆裏面
[00:10:14.140 --> 00:10:15.380]  還是跟那些人
[00:10:15.380 --> 00:10:17.260]  好像很勞氣的過一些生活
[00:10:17.260 --> 00:10:18.620]  為甚麼要這樣做呢
[00:10:18.620 --> 00:10:21.300]  為甚麼在那些轉彎的交通的位置裏面
[00:10:21.300 --> 00:10:23.180]  又要跟人吵架
[00:10:23.180 --> 00:10:27.620]  為甚麼要過這樣的生活呢
[00:10:27.620 --> 00:10:29.860]  是神的愛
[00:10:29.860 --> 00:10:32.260]  我們願意進入人的歷史裏面
[00:10:32.260 --> 00:10:33.700]  進入人群的當中
[00:10:33.700 --> 00:10:39.100]  去彰顯神的榮耀
[00:10:39.100 --> 00:10:40.180]  因為你不去的時候
[00:10:40.180 --> 00:10:43.100]  他們就看不到
[00:10:43.100 --> 00:10:45.860]  神的榮耀在他們當中去彰顯
[00:10:45.860 --> 00:10:48.100]  神的福音就不可以去到那裏
[00:10:48.100 --> 00:10:50.780]  是耶穌的甘願放棄自己的榮耀
[00:10:50.780 --> 00:10:51.940]  來到人的當中
[00:10:51.940 --> 00:10:54.860]  承受很多的痛苦和困難
[00:10:54.860 --> 00:10:57.860]  這個道成肉身是有意義的
[00:10:57.860 --> 00:10:59.580]  是對我們生命有影響的
[00:10:59.580 --> 00:11:02.460]  弟兄姊妹
[00:11:02.460 --> 00:11:04.220]  還有很多的孫教士
[00:11:04.220 --> 00:11:06.980]  都值得我們欽佩
[00:11:06.980 --> 00:11:08.180]  其中有些醫生
[00:11:08.180 --> 00:11:10.380]  他們讀很出名的大學
[00:11:10.380 --> 00:11:11.900]  普林斯頓大學
[00:11:11.900 --> 00:11:13.620]  他們在外國可以賺很多的錢
[00:11:13.620 --> 00:11:15.260]  但去到這些地方做甚麼呢
[00:11:15.260 --> 00:11:18.100]  蹲在茅屋裏面去診症
[00:11:18.100 --> 00:11:21.020]  那個兒科醫生和我一起去拍檔
[00:11:21.020 --> 00:11:21.780]  蹲在那裏我想
[00:11:21.780 --> 00:11:24.180]  嘩 你這個兒科醫生在搞甚麼
[00:11:24.180 --> 00:11:25.380]  收人家一個奴婢
[00:11:25.380 --> 00:11:27.300]  即是幾毫子看一個症
[00:11:27.300 --> 00:11:28.300]  那些錢都是給他們
[00:11:28.300 --> 00:11:29.860]  都不是袋落袋的
[00:11:29.860 --> 00:11:31.420]  收人家幾毫子港幣
[00:11:31.420 --> 00:11:34.260]  或者幾仙的港幣去診症
[00:11:34.260 --> 00:11:35.660]  你在做甚麼呢
[00:11:35.660 --> 00:11:37.260]  你的價值觀在哪裏呢
[00:11:37.260 --> 00:11:38.380]  這個就是道成肉身
[00:11:38.380 --> 00:11:39.980]  弟兄姊妹
[00:11:39.980 --> 00:11:43.380]  是放棄自己的權利
[00:11:43.380 --> 00:11:48.500]  放棄自我去進入別人的世界裏面
[00:11:48.500 --> 00:11:53.700]  每個人都是自然追求一些崇尚享受
[00:11:53.700 --> 00:11:55.580]  有時我們參觀一些屋
[00:11:55.580 --> 00:11:56.380]  大家的住所
[00:11:56.380 --> 00:11:59.100]  嘩 這個景觀很漂亮
[00:11:59.100 --> 00:12:00.940]  這裏就好了 那裏就好了
[00:12:00.940 --> 00:12:01.860]  今天都是很自然
[00:12:01.860 --> 00:12:03.820]  我們需要回到家裏有些休息
[00:12:03.820 --> 00:12:07.140]  有些享受是可以的
[00:12:07.140 --> 00:12:08.660]  但到了某個時候
[00:12:08.660 --> 00:12:11.220]  我們願意放棄這些權利
[00:12:11.220 --> 00:12:14.780]  去進入人群的當中
[00:12:14.780 --> 00:12:18.100]  去彰顯上帝的榮耀
[00:12:18.100 --> 00:12:20.060]  這一點我想到的回應就是
[00:12:20.060 --> 00:12:23.860]  放下自己而進入別人的世界裏面
[00:12:23.860 --> 00:12:27.580]  耶穌基督來到這個世界
[00:12:27.580 --> 00:12:32.540]  有喜有悲地和人活過
[00:12:32.540 --> 00:12:36.100]  甚至他死過而復活
[00:12:36.100 --> 00:12:37.860]  今天人那種自我中心
[00:12:37.860 --> 00:12:40.620]  令到我們不能夠明白別人
[00:12:40.620 --> 00:12:42.260]  甚至親近如夫婦
[00:12:42.260 --> 00:12:43.820]  我們都可能結婚很久
[00:12:43.820 --> 00:12:47.500]  仍然有很多不協調的地方
[00:12:47.500 --> 00:12:49.940]  這些摺不摺皮呀
[00:12:49.940 --> 00:12:51.500]  廁紙板掀起蓋起
[00:12:51.500 --> 00:12:54.540]  都是長期的問題
[00:12:54.540 --> 00:12:55.820]  或者外出在哪裏吃飯
[00:12:55.820 --> 00:12:57.100]  你沒有意見 我有意見
[00:12:57.100 --> 00:13:00.420]  長期都有這樣的情況出現
[00:13:00.420 --> 00:13:01.700]  怎樣教兒女呀
[00:13:01.700 --> 00:13:02.620]  怎樣甚麼甚麼
[00:13:02.620 --> 00:13:06.340]  很多東西都可以這樣的分別
[00:13:06.340 --> 00:13:08.860]  在童宮的當中都是這樣
[00:13:08.860 --> 00:13:09.820]  很多的不協調
[00:13:09.820 --> 00:13:12.820]  很多的不理解不明白
[00:13:12.820 --> 00:13:13.860]  堅持己見
[00:13:13.860 --> 00:13:14.980]  認為我看的是對
[00:13:14.980 --> 00:13:17.540]  別人看的是錯
[00:13:17.540 --> 00:13:18.780]  但是耶穌基督
[00:13:18.780 --> 00:13:22.340]  道成肉身是放棄自己那種榮耀
[00:13:22.340 --> 00:13:25.340]  他不需要去執著自己
[00:13:25.340 --> 00:13:26.460]  而進入人的裏面
[00:13:26.460 --> 00:13:30.180]  去體會別人的觀點和感受
[00:13:30.180 --> 00:13:31.300]  他不一定認同
[00:13:31.300 --> 00:13:34.740]  不過他會體會人的需要
[00:13:34.740 --> 00:13:36.180]  頂姐妹今天在這個聖誕
[00:13:36.180 --> 00:13:38.260]  第一點我希望大家去回應就是
[00:13:38.260 --> 00:13:40.220]  進入別人的世界裏面
[00:13:40.220 --> 00:13:41.060]  在你的身邊
[00:13:41.060 --> 00:13:41.900]  在你的家人
[00:13:41.900 --> 00:13:42.660]  在你的朋友
[00:13:42.660 --> 00:13:43.580]  在你的工作圈
[00:13:43.580 --> 00:13:44.620]  在童宮
[00:13:44.620 --> 00:13:46.500]  在教會的侍奉裏面
[00:13:46.500 --> 00:13:48.980]  進入別人的裏面
[00:13:48.980 --> 00:13:51.300]  好像他一樣去感受
[00:13:51.300 --> 00:13:52.580]  好像耶穌去到
[00:13:52.580 --> 00:13:53.820]  第一個加南婚宴一樣
[00:13:53.820 --> 00:13:55.300]  同樣一種的歡樂
[00:13:55.300 --> 00:13:56.820]  變水為酒
[00:13:56.820 --> 00:13:58.740]  去到拉薩路的墳墓裏面
[00:13:58.740 --> 00:14:00.100]  和他一起哭泣
[00:14:00.100 --> 00:14:02.700]  去面對著生命那種的痛苦
[00:14:02.700 --> 00:14:03.420]  但是今天我發覺
[00:14:03.420 --> 00:14:03.900]  有些人
[00:14:03.900 --> 00:14:06.300]  有些姐妹很選擇性
[00:14:06.300 --> 00:14:08.300]  她自己是一種喜歡吃
[00:14:08.300 --> 00:14:09.980]  喜歡笑的一種性格
[00:14:09.980 --> 00:14:11.660]  她就喜歡群起這班人
[00:14:11.660 --> 00:14:13.300]  應該是中性
[00:14:13.300 --> 00:14:14.540]  不是相當負面
[00:14:14.540 --> 00:14:16.620]  她喜歡和這些人一起經常
[00:14:16.620 --> 00:14:19.020]  吃啊 喝啊 去玩啊
[00:14:19.020 --> 00:14:20.020]  沒問題
[00:14:20.020 --> 00:14:21.020]  但是她不喜歡進入
[00:14:21.020 --> 00:14:23.220]  另一種的生命狀態
[00:14:23.220 --> 00:14:24.940]  和人面對著
[00:14:24.940 --> 00:14:26.420]  生命很多的疾苦
[00:14:26.420 --> 00:14:27.380]  很多的困難
[00:14:27.380 --> 00:14:29.300]  貧窮的問題
[00:14:29.300 --> 00:14:30.980]  在賭博裏面掙扎
[00:14:30.980 --> 00:14:33.700]  在居住環境裏面那種的危局
[00:14:33.700 --> 00:14:35.700]  她不喜歡面對這些事情
[00:14:35.700 --> 00:14:36.700]  她喜歡的生活層面
[00:14:36.700 --> 00:14:38.660]  只是這樣
[00:14:38.660 --> 00:14:40.820]  我想這個不是道成肉身
[00:14:40.820 --> 00:14:41.660]  或者另一方面
[00:14:41.660 --> 00:14:43.540]  有些人性格比較憂鬱
[00:14:43.540 --> 00:14:45.660]  她不喜歡和人歡樂
[00:14:45.660 --> 00:14:46.540]  這個都要學習
[00:14:46.540 --> 00:14:48.420]  進入別人的生命裏面
[00:14:48.420 --> 00:14:49.180]  今天我們需要一個
[00:14:49.180 --> 00:14:51.260]  很豐盛的生命裏面
[00:14:51.260 --> 00:14:52.420]  不單止選擇一些
[00:14:52.420 --> 00:14:53.860]  和我性格相近的人
[00:14:53.860 --> 00:14:55.740]  一起去相聚
[00:14:55.740 --> 00:14:56.980]  或者每一次崇拜完結
[00:14:56.980 --> 00:14:57.900]  只是和我的朋友
[00:14:57.900 --> 00:14:58.460]  我的肢體
[00:14:58.460 --> 00:15:00.420]  我的小組一起去相聚
[00:15:00.420 --> 00:15:01.100]  今天我們要進入
[00:15:01.100 --> 00:15:02.860]  別人的生命裏面
[00:15:02.860 --> 00:15:03.460]  有沒有留意到
[00:15:03.460 --> 00:15:05.180]  我們崇拜當中有些什麼人
[00:15:05.180 --> 00:15:07.140]  是你不認識的呢
[00:15:07.140 --> 00:15:08.420]  有沒有看到她的表情
[00:15:08.420 --> 00:15:09.340]  好像很奇特
[00:15:09.340 --> 00:15:11.580]  是你不明白的呢
[00:15:11.580 --> 00:15:12.740]  在我們的朋友當中
[00:15:12.740 --> 00:15:14.100]  我們同事當中
[00:15:14.100 --> 00:15:16.540]  你有沒有進入別人的生命裏面呢
[00:15:16.540 --> 00:15:18.780]  有沒有放下你自己的喜好
[00:15:18.780 --> 00:15:21.100]  那種慣性的生活習慣
[00:15:21.100 --> 00:15:22.900]  而進入別人的裏面
[00:15:22.900 --> 00:15:25.180]  當一大群人
[00:15:25.180 --> 00:15:26.340]  大家很開心的吃午飯
[00:15:26.340 --> 00:15:27.580]  有一個同事說我不吃午飯
[00:15:27.580 --> 00:15:28.980]  今天我沒有心情吃
[00:15:28.980 --> 00:15:31.980]  你有沒有進入她的生命裏面呢
[00:15:31.980 --> 00:15:33.060]  當她的會議裏面
[00:15:33.060 --> 00:15:34.380]  大家都談論得興高采烈
[00:15:34.380 --> 00:15:35.460]  有一個人不出聲
[00:15:35.460 --> 00:15:36.620]  你有沒有關心一下她
[00:15:36.620 --> 00:15:39.140]  其實她的生命是什麼狀態
[00:15:39.140 --> 00:15:42.020]  有沒有為她禱告
[00:15:42.020 --> 00:15:43.500]  我相信耶穌基督
[00:15:43.500 --> 00:15:45.140]  這種的道成肉身
