
[00:00:00.000 --> 00:00:02.040]  在《斯林傳》來到第十章
[00:02:08.520 --> 00:02:10.720]  他說神不偏待人
[00:02:10.720 --> 00:02:13.560]  神的恩典都在這些外邦人
[00:02:13.560 --> 00:02:16.560]  被猶太人所拒絕
[00:02:16.560 --> 00:02:18.200]  猶太人的拉比
[00:02:18.200 --> 00:02:23.640]  甚至稱外邦人成為一個極端的描述
[00:02:23.640 --> 00:02:26.520]  他們是地獄的柴火
[00:02:26.520 --> 00:02:28.520]  他們注定在地獄
[00:02:28.520 --> 00:02:31.000]  一種很強烈的傳統
[00:02:31.000 --> 00:02:33.000]  《九章聖經》從來沒有說
[00:02:33.000 --> 00:02:37.520]  猶太人和外邦人不可以相交
[00:02:37.520 --> 00:02:38.920]  不可以接觸
[00:02:38.920 --> 00:02:40.920]  但猶太人拉比的傳統
[00:02:40.920 --> 00:02:43.400]  就講了很多他們的規例
[00:02:43.400 --> 00:02:48.520]  連同一間房間吃飯都不可以
[00:02:48.520 --> 00:02:50.120]  這些傳統很強
[00:02:50.120 --> 00:02:51.720]  所以來到這裏
[00:02:51.720 --> 00:02:53.720]  神的福音工作
[00:02:53.720 --> 00:02:57.720]  由猶太傳遞進入撒瑪利亞
[00:02:57.720 --> 00:02:59.720]  你看到聖經裏面
[00:02:59.720 --> 00:03:01.520]  有一個很大的跨越
[00:03:01.520 --> 00:03:05.920]  我們今天主題是神人之間的障礙
[00:03:05.920 --> 00:03:07.520]  有兩個主要的障礙
[00:03:07.520 --> 00:03:10.520]  當然罪人和神之間
[00:03:10.520 --> 00:03:13.120]  有一個很大的跨越
[00:03:13.120 --> 00:03:14.920]  但問題來了
[00:03:14.920 --> 00:03:17.320]  就是神差派福音的使者
[00:03:17.320 --> 00:03:18.920]  要去所有的人
[00:03:18.920 --> 00:03:20.720]  包括猶太人和外邦人
[00:03:20.720 --> 00:03:22.520]  但猶太的信徒
[00:03:22.520 --> 00:03:23.720]  包括使徒
[00:03:23.720 --> 00:03:25.720]  他們和外邦人之間
[00:03:25.720 --> 00:03:28.320]  亦有一個要跨越的鴻溝
[00:03:28.320 --> 00:03:30.720]  所以這裏講的是兩個障礙
[00:03:30.720 --> 00:03:32.920]  而第一個要跨越的障礙
[00:03:32.920 --> 00:03:33.720]  上次講過
[00:03:33.720 --> 00:03:36.120]  就是神要幫助使徒彼得
[00:03:36.120 --> 00:03:38.920]  去改變這件事
[00:03:38.920 --> 00:03:40.920]  我們讀這段經文
[00:03:40.920 --> 00:03:43.320]  我想有三個地方
[00:03:43.320 --> 00:03:44.520]  你會留意到
[00:03:44.520 --> 00:03:46.320]  會令到你很驚訝的
[00:03:46.320 --> 00:03:47.120]  第一個
[00:03:47.120 --> 00:03:48.720]  上次你也讀到
[00:03:48.720 --> 00:03:51.920]  神派天使去見高利樓
[00:03:51.920 --> 00:03:53.920]  就說有一個人
[00:03:53.920 --> 00:03:55.920]  在約柏的地方
[00:03:55.920 --> 00:03:57.320]  離他不是很遠
[00:03:57.320 --> 00:03:59.120]  兩天的路程
[00:03:59.120 --> 00:04:01.120]  一兩天的路程
[00:04:01.120 --> 00:04:02.520]  他說這個人
[00:04:02.520 --> 00:04:03.720]  你請他來
[00:04:03.720 --> 00:04:04.920]  他說你的禱告
[00:04:04.920 --> 00:04:06.720]  高利樓神已經越立
[00:04:06.720 --> 00:04:07.720]  你請他來
[00:04:07.720 --> 00:04:11.720]  他會把神吩咐的說話跟你說
[00:04:11.720 --> 00:04:13.720]  所以神又派天使
[00:04:13.720 --> 00:04:14.720]  然後
[00:04:14.720 --> 00:04:16.720]  聖靈又透過意象
[00:04:16.720 --> 00:04:19.320]  去啟示彼得知道
[00:04:19.320 --> 00:04:21.120]  讓他知道
[00:04:21.120 --> 00:04:23.120]  高利樓會有人來找他
[00:04:23.120 --> 00:04:23.720]  邀請他
[00:04:23.720 --> 00:04:26.720]  叫他不要介意去外邦人那裏
[00:04:26.720 --> 00:04:29.120]  不要當外邦人是污穢
[00:04:29.120 --> 00:04:30.520]  是不潔
[00:04:30.520 --> 00:04:32.720]  因為神稱為潔淨的
[00:04:32.720 --> 00:04:34.520]  沒有人可以說是不潔
[00:04:34.520 --> 00:04:36.120]  一個聖靈的工作
[00:04:36.120 --> 00:04:39.120]  有天使把這兩個人撮合
[00:04:39.120 --> 00:04:42.120]  有人約你吃飯
[00:04:42.120 --> 00:04:44.520]  彼得到這裏去拜訪高利樓
[00:04:44.520 --> 00:04:49.120]  中間動用了什麼agent
[00:04:49.120 --> 00:04:51.120]  中間有一個聖靈
[00:04:51.120 --> 00:04:53.120]  還有天使
[00:04:53.120 --> 00:04:54.520]  這個我們看到
[00:04:54.520 --> 00:04:56.120]  很厲害
[00:04:56.120 --> 00:04:59.320]  如果我們拍拖想追女生
[00:04:59.320 --> 00:05:01.120]  或者想認識到
[00:05:01.120 --> 00:05:03.720]  聖靈你感動我
[00:05:03.720 --> 00:05:05.320]  三次意象
[00:05:05.320 --> 00:05:06.120]  起來
[00:05:06.120 --> 00:05:09.120]  娶了她
[00:05:09.120 --> 00:05:11.920]  然後那邊天使跟那女生說
[00:05:11.920 --> 00:05:14.520]  你叫三個姐妹一起去哪裏
[00:05:14.520 --> 00:05:16.120]  敲門找她
[00:05:16.120 --> 00:05:19.720]  她會告訴你在哪裏擺酒
[00:05:19.720 --> 00:05:22.920]  我們發覺這裏很驚訝很特別
[00:05:22.920 --> 00:05:24.720]  整個施能傳
[00:05:24.720 --> 00:05:28.120]  有很多很神奇的神蹟奇事
[00:05:28.120 --> 00:05:31.320]  但整個施能傳講一個最核心的思想
[00:05:31.320 --> 00:05:34.520]  就是福音怎樣臨到全世界
[00:05:34.520 --> 00:05:35.720]  先是猶太人
[00:05:35.720 --> 00:05:36.720]  然後來到
[00:05:36.720 --> 00:05:40.320]  連猶太人起初都抗拒的群族
[00:05:40.320 --> 00:05:42.120]  所有外邦的信徒
[00:05:42.120 --> 00:05:44.720]  這就是這段經文所說
[00:05:44.720 --> 00:05:46.720]  重複了幾次高利樓信主
[00:05:46.720 --> 00:05:49.720]  講到跨越的障礙
[00:05:49.720 --> 00:05:51.120]  第一個驚訝就是
[00:05:51.120 --> 00:05:54.520]  聖靈和天使都做功
[00:05:54.520 --> 00:05:56.520]  就是讓他們兩個見面
[00:05:56.520 --> 00:05:57.320]  我們看第二個
[00:05:57.320 --> 00:05:59.720]  我們讀44和45節
[00:05:59.720 --> 00:06:02.520]  十章44和45節
[00:06:02.520 --> 00:06:04.520]  找到一起讀,預備起
[00:06:04.520 --> 00:06:07.120]  夠了
[00:06:07.120 --> 00:06:08.720]  這裏他們很驚訝
[00:06:08.720 --> 00:06:11.120]  因為彼得去到
[00:06:11.120 --> 00:06:13.720]  按天使吩咐高利樓
[00:06:13.720 --> 00:06:17.320]  又按聖靈吩咐彼得
[00:06:17.320 --> 00:06:21.920]  去到34節到43節他就開始講
[00:06:21.920 --> 00:06:26.120]  講到43節他都未講完
[00:06:26.120 --> 00:06:29.720]  44節聖靈就突然之間降臨
[00:06:29.720 --> 00:06:32.520]  在這些外邦人身上
[00:06:32.520 --> 00:06:33.720]  和彼得一起去
[00:06:33.720 --> 00:06:36.520]  有六個猶太人的信徒
[00:06:36.520 --> 00:06:38.320]  奉割禮的信徒
[00:06:38.320 --> 00:06:39.120]  不單止彼得
[00:06:39.120 --> 00:06:40.320]  連這六個人
[00:06:40.320 --> 00:06:41.720]  一共七個人
[00:06:41.720 --> 00:06:44.920]  都很驚訝
[00:06:44.920 --> 00:06:46.920]  之前驚訝的方法
[00:06:46.920 --> 00:06:49.520]  去聯繫他和高利樓
[00:06:49.520 --> 00:06:51.320]  這裏更大的驚訝是
[00:06:51.320 --> 00:06:55.120]  原來聖靈竟然可以降臨在外邦人身上
[00:06:55.120 --> 00:06:56.920]  他們估不到的
[00:06:56.920 --> 00:06:58.120]  還有第三個驚訝
[00:06:58.120 --> 00:07:00.920]  我們看十一章第一到三節
[00:07:00.920 --> 00:07:03.320]  第十一章一到三節
[00:07:03.320 --> 00:07:04.920]  我們一起讀完三節
[00:07:04.920 --> 00:07:11.120]  預備起
[00:07:11.120 --> 00:07:15.120]  這裏的驚訝是
[00:07:15.120 --> 00:07:17.920]  傳完福音有人信主
[00:07:17.920 --> 00:07:19.720]  多開心的事
[00:07:19.720 --> 00:07:21.520]  聖靈的工作
[00:07:21.520 --> 00:07:23.720]  但是傳回耶路撒冷
[00:07:23.720 --> 00:07:26.920]  奉割禮的猶太人的信徒
[00:07:26.920 --> 00:07:28.320]  他們是否歡慶
[00:07:28.320 --> 00:07:30.120]  真是感謝主
[00:07:30.120 --> 00:07:31.320]  真是好了
[00:07:31.320 --> 00:07:33.120]  何時帶他們下來
[00:07:33.120 --> 00:07:35.120]  一起聚會讚美主
[00:07:35.120 --> 00:07:39.120]  不是,這裏做什麼
[00:07:39.120 --> 00:07:41.120]  信了主的先不要說
[00:07:41.120 --> 00:07:44.320]  為什麼你會和外邦人
[00:07:44.320 --> 00:07:46.120]  做什麼
[00:07:46.120 --> 00:07:48.720]  一起吃飯
[00:07:48.720 --> 00:07:51.320]  第三個令我們驚訝的就是
[00:07:51.320 --> 00:07:54.120]  有人信主不是歡喜感恩
[00:07:54.120 --> 00:07:56.120]  是被人挑戰
[00:07:56.120 --> 00:07:59.520]  有人問你為什麼和他們一起
[00:07:59.520 --> 00:08:01.920]  你為什麼和他們一起吃飯
[00:08:01.920 --> 00:08:06.320]  猶太人的規矩不可以這樣
[00:08:06.320 --> 00:08:09.720]  這裏一共有三個值得留意
[00:08:09.720 --> 00:08:11.520]  令人驚訝的地方
[00:08:11.520 --> 00:08:12.720]  為什麼驚訝呢
[00:08:12.720 --> 00:08:15.920]  因為人有很多固有的觀念
[00:08:15.920 --> 00:08:18.520]  神是要我們突破的
[00:08:18.520 --> 00:08:20.920]  我們看看聖靈的工作
[00:08:20.920 --> 00:08:22.920]  在人的限制之下
[00:08:22.920 --> 00:08:24.320]  第一個重點就是
[00:08:24.320 --> 00:08:26.920]  雖然人還未預備好
[00:08:26.920 --> 00:08:29.720]  雖然人的心可能還未預備好
[00:08:29.720 --> 00:08:32.520]  或者這裏經文說
[00:08:32.520 --> 00:08:34.720]  不是哥尼留未預備好
[00:08:34.720 --> 00:08:37.120]  是傳福音的使者彼得
[00:08:37.120 --> 00:08:39.320]  試圖有撒冷教會的人
[00:08:39.320 --> 00:08:42.120]  猶太人的信徒未預備好
[00:08:42.120 --> 00:08:45.320]  所以神要藉著一個異象
[00:08:45.320 --> 00:08:47.720]  三次降下來
[00:08:47.720 --> 00:08:51.320]  說一些在舊約說不潔的食物
[00:08:51.320 --> 00:08:54.920]  聖經說利物人的性潔有三種
[00:08:54.920 --> 00:08:56.120]  有道德上的
[00:08:56.120 --> 00:08:57.320]  有禮儀上的
[00:08:57.320 --> 00:08:59.720]  特別是食物上的
[00:08:59.720 --> 00:09:01.320]  飲食上的不潔
[00:09:01.320 --> 00:09:02.520]  飲食上的不潔
[00:09:02.520 --> 00:09:04.920]  聖經從來沒有解釋為什麼
[00:09:04.920 --> 00:09:07.120]  很多人研究有不同的原因
[00:09:07.120 --> 00:09:08.320]  但是神說
[00:09:08.320 --> 00:09:15.120]  用這件事來叫以色列和外邦人分別出來
[00:09:15.120 --> 00:09:18.720]  今天如果我們要分別出來
[00:09:18.720 --> 00:09:21.520]  譬如我們盲人
[00:09:21.520 --> 00:09:23.720]  出街要拿著士的
[00:09:23.720 --> 00:09:25.720]  在國際上有些標準
[00:09:25.720 --> 00:09:28.720]  就是如果你是哪一類型的傷殘程度
[00:09:28.720 --> 00:09:31.520]  以前就有不同的顏色
[00:09:31.520 --> 00:09:34.320]  不同的
[00:09:34.320 --> 00:09:35.920]  在一支白色的棍上面
[00:09:35.920 --> 00:09:37.120]  黏不同的顏色
[00:09:37.120 --> 00:09:39.120]  和不同的黏的組合
[00:09:39.120 --> 00:09:39.920]  如果你認識
[00:09:39.920 --> 00:09:43.120]  就會知道我是哪類傷殘
[00:09:43.120 --> 00:09:44.120]  我是全失明
[00:09:44.120 --> 00:09:48.920]  或者是普通視像
[00:09:48.920 --> 00:09:50.320]  弱視
[00:09:50.320 --> 00:09:51.120]  很細緻的
[00:09:51.120 --> 00:09:53.720]  我試過去泳池游泳
[00:09:53.720 --> 00:09:55.120]  我就問盲人會
[00:09:55.120 --> 00:09:56.720]  有沒有泳帽
[00:09:56.720 --> 00:09:58.120]  人們一看見
[00:09:58.120 --> 00:09:59.320]  這個看不到的
[00:09:59.320 --> 00:10:00.920]  避開他
[00:10:00.920 --> 00:10:02.320]  我試過游泳
[00:10:02.320 --> 00:10:03.920]  每次都說那邊沒有人
[00:10:03.920 --> 00:10:04.920]  你游過去
[00:10:04.920 --> 00:10:05.920]  我就游
[00:10:05.920 --> 00:10:07.120]  游了一會
[00:10:07.120 --> 00:10:09.520]  我上水聽一下
[00:10:09.520 --> 00:10:10.520]  他說前面都沒有人
[00:10:10.520 --> 00:10:12.120]  繼續游
[00:10:12.120 --> 00:10:13.320]  如果前面有人
[00:10:13.320 --> 00:10:15.320]  他說回頭吧
[00:10:15.320 --> 00:10:16.920]  周圍都有人
[00:10:16.920 --> 00:10:18.920]  不要動
[00:10:18.920 --> 00:10:21.520]  但我心想如果有泳帽
[00:10:21.520 --> 00:10:24.520]  大家都知道他又來了
[00:10:24.520 --> 00:10:25.720]  避開他
[00:10:25.720 --> 00:10:27.120]  但沒有
[00:10:27.120 --> 00:10:31.720]  通常殘障人士的體育協會
[00:10:31.720 --> 00:10:34.320]  分了一條獨立的連結
[00:10:34.320 --> 00:10:38.320]  讓我們沿著邊游回去
[00:10:38.320 --> 00:10:39.520]  就不會碰到
[00:10:39.520 --> 00:10:41.720]  但以前有這個適應
[00:10:41.720 --> 00:10:43.720]  我想說來到這裡
[00:10:43.720 --> 00:10:46.720]  猶太人
[00:10:46.720 --> 00:10:49.520]  未能將福音傳出去
[00:10:49.520 --> 00:10:52.720]  因為以前神給他們聖潔的規矩
[00:10:52.720 --> 00:10:54.320]  目的是叫猶太人
[00:10:54.320 --> 00:10:59.320]  不要被拜偶像的群體影響
[00:10:59.320 --> 00:11:01.520]  直到你能影響回頭
[00:11:01.520 --> 00:11:03.320]  我們父母小時候都教
[00:11:03.320 --> 00:11:04.920]  如果你把持不了
[00:11:04.920 --> 00:11:06.520]  就不要跟那些
[00:11:06.520 --> 00:11:08.320]  對你很大影響力的
[00:11:08.320 --> 00:11:10.520]  不乖的小朋友
[00:11:10.520 --> 00:11:12.120]  或者學壞了的
[00:11:12.120 --> 00:11:12.920]  但反過來
[00:11:12.920 --> 00:11:14.520]  如果你很有定力
[00:11:14.520 --> 00:11:15.720]  很有影響力
[00:11:15.720 --> 00:11:17.320]  你還可以影響那些
[00:11:17.320 --> 00:11:20.520]  學壞了的鄰居和同學
[00:11:20.520 --> 00:11:21.920]  聖經說的聖潔
[00:11:21.920 --> 00:11:25.320]  不是叫猶太人拒絕
[00:11:25.320 --> 00:11:26.320]  外邦人
[00:11:26.320 --> 00:11:28.520]  那是保守自己在神面前
[00:11:28.520 --> 00:11:30.320]  有清潔的生命
[00:11:30.320 --> 00:11:31.920]  但我們看到
[00:11:31.920 --> 00:11:33.120]  聖經說到
[00:11:33.120 --> 00:11:34.320]  聖靈的工作
[00:11:34.320 --> 00:11:36.120]  當人未預備好
[00:11:36.120 --> 00:11:38.520]  當教會的使徒都未預備好
[00:11:38.520 --> 00:11:41.520]  他親自聖靈的工作
[00:11:41.520 --> 00:11:44.320]  去幫彼得扭轉
[00:11:44.320 --> 00:11:46.320]  對彼得來說很艱難
[00:11:46.320 --> 00:11:47.520]  因為他從小到大
[00:11:47.520 --> 00:11:48.920]  受猶太人的傳統
[00:11:48.920 --> 00:11:49.720]  讀聖經
[00:11:49.720 --> 00:11:52.320]  他根深蒂固
[00:11:52.320 --> 00:11:53.920]  不跟外邦人吃飯
[00:11:53.920 --> 00:11:55.320]  我們看一看經文
[00:11:55.320 --> 00:12:00.320]  一章二十八和二十九節
[00:12:00.320 --> 00:12:01.320]  一起讀
[00:12:01.320 --> 00:12:03.520]  預備起
[00:12:03.520 --> 00:12:04.520]  一章二十八
[00:12:04.520 --> 00:12:05.520]  慢慢來
[00:12:05.520 --> 00:12:07.520]  預備起
[00:12:07.520 --> 00:12:08.520]  對不起
[00:12:08.520 --> 00:12:09.520]  十章
[00:12:09.520 --> 00:12:12.520]  預備起
[00:12:12.520 --> 00:12:14.520]  彼得如何跨越
[00:12:14.520 --> 00:12:17.520]  這個障礙猶太人的傳統
[00:12:17.520 --> 00:12:20.520]  舊約聖經的理解
[00:12:20.520 --> 00:12:24.520]  好像不能夠跟外邦人坐直
[00:12:24.520 --> 00:12:26.520]  不只是現在
[00:12:26.520 --> 00:12:28.520]  直到加拉太書二章
[00:12:28.520 --> 00:12:30.520]  曾經在保羅
[00:12:30.520 --> 00:12:34.520]  當面譴責彼得和巴拿巴
[00:12:34.520 --> 00:12:38.520]  因為他們怕別人看到
[00:12:38.520 --> 00:12:41.520]  他和外邦人坐直一起吃飯
[00:12:41.520 --> 00:12:43.520]  怕被人非議
[00:12:43.520 --> 00:12:47.520]  他們在猶太人來之前
[00:12:47.520 --> 00:12:48.520]  就起來結帳
[00:12:48.520 --> 00:12:51.520]  結帳就離開了餐廳
[00:12:51.520 --> 00:12:52.520]  聖經說到
[00:12:52.520 --> 00:12:54.520]  原來這個猶太人根深蒂固
[00:12:54.520 --> 00:12:57.520]  要和外邦人分開
[00:12:57.520 --> 00:12:59.520]  這種的教導
[00:12:59.520 --> 00:13:03.520]  一直植根在他們的思想裏
[00:13:03.520 --> 00:13:05.520]  神如何幫他們打破
[00:13:05.520 --> 00:13:06.520]  就是透過一個異象
[00:13:06.520 --> 00:13:08.520]  所以一章二十八節
[00:13:08.520 --> 00:13:09.520]  彼得說
[00:13:09.520 --> 00:13:11.520]  你知道我們猶太人
[00:13:11.520 --> 00:13:13.520]  和外邦人在一起
[00:13:13.520 --> 00:13:15.520]  是不合規矩的
[00:13:15.520 --> 00:13:17.520]  不過突破是怎樣呢
[00:13:17.520 --> 00:13:21.520]  就是神親自說話
[00:13:21.520 --> 00:13:23.520]  神親自吩咐
[00:13:23.520 --> 00:13:26.520]  所以十章二十九節說
[00:13:26.520 --> 00:13:27.520]  既然如此
[00:13:27.520 --> 00:13:29.520]  我就沒有推遲
[00:13:29.520 --> 00:13:30.520]  我沒有拒絕
[00:13:30.520 --> 00:13:31.520]  我沒有拒絕神
[00:13:31.520 --> 00:13:34.520]  神叫我就照做
[00:13:34.520 --> 00:13:35.520]  不過你留意
[00:13:35.520 --> 00:13:37.520]  經文在後面四十
[00:13:37.520 --> 00:13:39.520]  剛才我們讀四十四、四十五節
[00:13:39.520 --> 00:13:40.520]  彼得去的時候
[00:13:40.520 --> 00:13:42.520]  帶了六個猶太人
[00:13:42.520 --> 00:13:44.520]  帶了一班同伴
[00:13:44.520 --> 00:13:47.520]  都是奉割禮猶太人的信徒
[00:13:47.520 --> 00:13:50.520]  可以和他作見證
[00:13:50.520 --> 00:13:52.520]  在後面十一章你就知道
[00:13:52.520 --> 00:13:54.520]  當猶太人去問他的時候
[00:13:54.520 --> 00:13:56.520]  他可以作見證
[00:13:56.520 --> 00:13:58.520]  神的話語
[00:13:58.520 --> 00:13:59.520]  能夠幫我們人
[00:13:59.520 --> 00:14:01.520]  突破我們固有的框框
[00:14:01.520 --> 00:14:03.520]  我們那些因為傳統
[00:14:03.520 --> 00:14:06.520]  可能是我們自己成長
[00:14:06.520 --> 00:14:08.520]  帶來的根深蒂固的觀念
[00:14:08.520 --> 00:14:09.520]  又或者甚至是
[00:14:09.520 --> 00:14:12.520]  在教會裏面建立了一些觀念
[00:14:12.520 --> 00:14:17.520]  但其實不是合聖經的教導
[00:14:17.520 --> 00:14:21.520]  所以這裏親自由聖靈
[00:14:21.520 --> 00:14:23.520]  向彼得說話
[00:14:23.520 --> 00:14:24.520]  彼得很清楚
[00:14:24.520 --> 00:14:26.520]  是神和他說話
[00:14:26.520 --> 00:14:29.520]  我們也看到在之前
[00:14:29.520 --> 00:14:31.520]  史提反被殺之後
[00:14:31.520 --> 00:14:33.520]  由第八章開始
[00:14:33.520 --> 00:14:34.520]  教會四散的人
[00:14:34.520 --> 00:14:35.520]  費利
[00:14:35.520 --> 00:14:38.520]  他在哥薩尼亞
[00:14:38.520 --> 00:14:41.520]  在薩瑪利亞地方去傳福音
[00:14:41.520 --> 00:14:42.520]  但他
[00:14:42.520 --> 00:14:45.520]  神帶領他和第一個聖經記載的
[00:14:45.520 --> 00:14:46.520]  外邦人傳福音
[00:14:46.520 --> 00:14:48.520]  就是之前我們讀過的
[00:14:48.520 --> 00:14:50.520]  埃提亞太監在八章
[00:14:50.520 --> 00:14:52.520]  八章後半段那裏
[00:14:52.520 --> 00:14:53.520]  很特別的
[00:14:53.520 --> 00:14:56.520]  在薩瑪利亞上的地方
[00:14:56.520 --> 00:14:59.520]  呼召費利
[00:14:59.520 --> 00:15:02.520]  到耶路撒冷的南邊
[00:15:02.520 --> 00:15:05.520]  埃及的曠野路上
[00:15:05.520 --> 00:15:08.520]  不是在薩瑪利亞上
[00:15:08.520 --> 00:15:10.520]  雖然那裏有很多外邦人
[00:15:10.520 --> 00:15:12.520]  他特意叫他去
[00:15:12.520 --> 00:15:14.520]  但他沒有問一句
[00:15:14.520 --> 00:15:16.520]  好像阿伯拉罕離開吾爾一樣
[00:15:16.520 --> 00:15:17.520]  沒有問一句他就去
[00:15:17.520 --> 00:15:19.520]  因為是聖靈親自說的話
[00:15:19.520 --> 00:15:20.520]  去到曠野
[00:15:20.520 --> 00:15:22.520]  去到那些山卡拉的地方
[00:15:22.520 --> 00:15:25.520]  在那裏遇到
[00:15:25.520 --> 00:15:27.520]  從耶路撒冷聚會而來的
[00:15:27.520 --> 00:15:29.520]  埃提亞伯太監
[00:15:29.520 --> 00:15:30.520]  和他傳福音
[00:15:30.520 --> 00:15:32.520]  我們看到第一個信復的榜樣
[00:15:32.520 --> 00:15:33.520]  不明白的
[00:15:33.520 --> 00:15:36.520]  不明白神為何呼召他去那裏
[00:15:36.520 --> 00:15:37.520]  傳福音
[00:15:37.520 --> 00:15:39.520]  就去到那裏
[00:15:39.520 --> 00:15:40.520]  就在那裏
[00:15:40.520 --> 00:15:43.520]  幫埃提亞伯非洲的人
[00:15:43.520 --> 00:15:44.520]  去傳福音
[00:15:44.520 --> 00:15:46.520]  第二個例子
[00:15:46.520 --> 00:15:47.520]  在第九章
[00:15:47.520 --> 00:15:49.520]  保羅信主之後
[00:15:49.520 --> 00:15:51.520]  重點不是說保羅
[00:15:51.520 --> 00:15:52.520]  重點是說
[00:15:52.520 --> 00:15:55.520]  有一個叫阿拿利亞的門徒
[00:15:55.520 --> 00:15:57.520]  在大馬錫那邊
[00:15:57.520 --> 00:15:58.520]  神叫他
[00:15:58.520 --> 00:16:00.520]  你起來
[00:16:00.520 --> 00:16:02.520]  去藉街那裏
[00:16:02.520 --> 00:16:04.520]  找一個人叫素羅
[00:16:04.520 --> 00:16:05.520]  我揀選了他
[00:16:05.520 --> 00:16:06.520]  你去和他傳福音
[00:16:06.520 --> 00:16:07.520]  帶他信主
[00:16:07.520 --> 00:16:08.520]  為他禱告
[00:16:08.520 --> 00:16:10.520]  叫聖靈充滿他
[00:16:10.520 --> 00:16:12.520]  阿拿利亞是說甚麼
[00:16:12.520 --> 00:16:13.520]  他說主
[00:16:13.520 --> 00:16:15.520]  這個人
[00:16:15.520 --> 00:16:18.520]  碧白教會出了名
[00:16:18.520 --> 00:16:20.520]  拿了批文
[00:16:20.520 --> 00:16:22.520]  耶路撒冷走上來
[00:16:22.520 --> 00:16:23.520]  我們這裏
[00:16:23.520 --> 00:16:25.520]  去捉拿
[00:16:25.520 --> 00:16:27.520]  迫迫我們
[00:16:27.520 --> 00:16:28.520]  但是
[00:16:28.520 --> 00:16:30.520]  上帝吩咐他
[00:16:30.520 --> 00:16:32.520]  他覺得很難
[00:16:32.520 --> 00:16:33.520]  很困難
[00:16:33.520 --> 00:16:35.520]  他照做
[00:16:35.520 --> 00:16:37.520]  第三個生命的榜樣
[00:16:37.520 --> 00:16:39.520]  神怎樣推動使徒
[00:16:39.520 --> 00:16:41.520]  和基督徒
[00:16:41.520 --> 00:16:42.520]  當時的信徒
[00:16:42.520 --> 00:16:45.520]  去傳福音給外邦人
[00:16:45.520 --> 00:16:48.520]  這裏第三個榜樣就是
[00:16:48.520 --> 00:16:49.520]  彼得
[00:16:49.520 --> 00:16:51.520]  神叫他起來
[00:16:51.520 --> 00:16:52.520]  去接待
