
[00:00:00.000 --> 00:00:03.640]  我不知大家覺得這段時間是甚麼時間
[00:09:50.040 --> 00:09:52.040]  已經不是五十五分了
[00:09:52.040 --> 00:09:53.040]  不知道是五十七
[00:09:53.040 --> 00:09:55.040]  五十八還是五十九
[00:09:55.040 --> 00:09:56.040]  好像是五十九
[00:09:56.040 --> 00:09:57.040]  還差一分鐘
[00:09:57.040 --> 00:09:59.040]  一開始好像是十一點十一個字
[00:09:59.040 --> 00:10:01.040]  還有五分鐘
[00:10:01.040 --> 00:10:02.040]  還有一個距離
[00:10:02.040 --> 00:10:04.040]  現在差不多是正確答案了
[00:10:04.040 --> 00:10:05.040]  快了
[00:10:05.040 --> 00:10:07.040]  你現在看看現在的
[00:10:07.040 --> 00:10:10.040]  整個地球的情況
[00:10:10.040 --> 00:10:12.040]  暖化的問題
[00:10:12.040 --> 00:10:13.040]  風災 水災
[00:10:13.040 --> 00:10:15.040]  一下雨就是水淹的
[00:10:15.040 --> 00:10:17.040]  淹到屋頂
[00:10:17.040 --> 00:10:20.040]  車是像船一樣飄的
[00:10:20.040 --> 00:10:22.040]  你看到已經習慣了
[00:10:22.040 --> 00:10:24.040]  打風是很厲害的
[00:10:24.040 --> 00:10:27.040]  連早前的山竹
[00:10:27.040 --> 00:10:29.040]  我住村屋那些
[00:10:29.040 --> 00:10:30.040]  我多害怕
[00:10:30.040 --> 00:10:32.040]  我隔壁的天板
[00:10:32.040 --> 00:10:35.040]  在天台上的棚
[00:10:35.040 --> 00:10:38.040]  噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗噗
[00:10:38.040 --> 00:10:40.040]  在那裏跳風
[00:10:40.040 --> 00:10:42.040]  吹風這樣震
[00:10:42.040 --> 00:10:55.040]  我們聽過有些是整個吹走的
[00:11:13.040 --> 00:11:14.040]  現在還是在這裏
[00:11:14.040 --> 00:11:16.040]  可能沒甚麼人來
[00:11:16.040 --> 00:11:18.040]  不知道發生了甚麼事
[00:11:18.040 --> 00:11:21.040]  其實你看到有很多異變
[00:11:21.040 --> 00:11:24.040]  這個世界一直在壞
[00:11:24.040 --> 00:11:26.040]  正在破壞
[00:11:26.040 --> 00:11:28.040]  你神不回來
[00:11:28.040 --> 00:11:32.040]  我們都看到世界一直在扭壞
[00:11:32.040 --> 00:11:34.040]  國家世界
[00:11:34.040 --> 00:11:35.040]  你看到現在
[00:11:35.040 --> 00:11:36.040]  打開新聞
[00:11:36.040 --> 00:11:37.040]  甚麼出街示威
[00:11:37.040 --> 00:11:40.040]  差不多到處都有
[00:11:40.040 --> 00:11:42.040]  很多這些問題
[00:11:42.040 --> 00:11:46.040]  內訌
[00:11:46.040 --> 00:11:48.040]  政黨
[00:11:48.040 --> 00:11:49.040]  社會
[00:11:49.040 --> 00:11:50.040]  民生
[00:11:50.040 --> 00:11:51.040]  國家與國家之間
[00:11:51.040 --> 00:11:53.040]  你看南海
[00:11:53.040 --> 00:11:55.040]  印度和中國
[00:11:55.040 --> 00:11:56.040]  邊界
[00:11:56.040 --> 00:11:58.040]  你看到很多這些問題
[00:11:58.040 --> 00:11:59.040]  其實按照聖經說
[00:11:59.040 --> 00:12:00.040]  民要攻打民
[00:12:00.040 --> 00:12:01.040]  國要攻打國
[00:12:01.040 --> 00:12:03.040]  多數有饑荒
[00:12:03.040 --> 00:12:06.040]  接著末期會來
[00:12:06.040 --> 00:12:08.040]  主要會來
[00:12:08.040 --> 00:12:12.040]  其實我們是默想
[00:12:12.040 --> 00:12:15.040]  為何主要一早要寫下來
[00:12:15.040 --> 00:12:17.040]  其實主要是告訴我們
[00:12:17.040 --> 00:12:19.040]  一次再次警告我們
[00:12:19.040 --> 00:12:20.040]  鼓勵我們
[00:12:20.040 --> 00:12:21.040]  提醒我們
[00:12:21.040 --> 00:12:23.040]  祂會回來
[00:12:23.040 --> 00:12:25.040]  這個時候為何要說
[00:12:25.040 --> 00:12:27.040]  打的了
[00:12:27.040 --> 00:12:28.040]  一
[00:12:28.040 --> 00:12:29.040]  二
[00:12:29.040 --> 00:12:31.040]  你看到還在玩
[00:12:31.040 --> 00:12:33.040]  還拿著攝影機在打
[00:12:33.040 --> 00:12:35.040]  二個半
[00:12:35.040 --> 00:12:37.040]  二個四分三
[00:12:37.040 --> 00:12:39.040]  不知道懂不懂數學
[00:12:39.040 --> 00:12:40.040]  總之
[00:12:40.040 --> 00:12:42.040]  打的了
[00:12:42.040 --> 00:12:43.040]  其實是寬容
[00:12:43.040 --> 00:12:44.040]  所以這個時候
[00:12:44.040 --> 00:12:48.040]  寬容的時間
[00:12:48.040 --> 00:12:51.040]  祂給予我們一個機會
[00:12:51.040 --> 00:12:52.040]  我們看看
[00:12:52.040 --> 00:12:54.040]  對當時的教會
[00:12:54.040 --> 00:12:59.040]  對當時的信徒
[00:12:59.040 --> 00:13:00.040]  對當時的信徒
[00:13:00.040 --> 00:13:03.040]  大家知道壁壩是橫瀾那裡
[00:13:03.040 --> 00:13:05.040]  下一張
[00:13:05.040 --> 00:13:07.040]  我想對他們來說
[00:13:07.040 --> 00:13:09.040]  主升天後
[00:13:09.040 --> 00:13:11.040]  他們大受壁壩
[00:13:11.040 --> 00:13:12.040]  當時的信徒
[00:13:12.040 --> 00:13:15.040]  我想他們跟隨主真的很艱難
[00:13:15.040 --> 00:13:17.040]  他們記得耶穌顯現的時候
[00:13:17.040 --> 00:13:18.040]  在哪裏
[00:13:18.040 --> 00:13:19.040]  他們要關上門
[00:13:19.040 --> 00:13:20.040]  鎖住門
[00:13:20.040 --> 00:13:21.040]  很害怕
[00:13:21.040 --> 00:13:23.040]  如果看回教會歷史
[00:13:23.040 --> 00:13:25.040]  那時候有很多壁壩
[00:13:25.040 --> 00:13:28.040]  他們的信仰是要把牛皮浸濕
[00:13:28.040 --> 00:13:30.040]  綁在身上
[00:13:30.040 --> 00:13:31.040]  讓它曬乾
[00:13:31.040 --> 00:13:33.040]  慢慢勒死
[00:13:33.040 --> 00:13:34.040]  死得很慘
[00:13:34.040 --> 00:13:36.040]  很多的壁壩
[00:13:36.040 --> 00:13:37.040]  很多的橫瀾
[00:13:37.040 --> 00:13:38.040]  大家要了解
[00:13:38.040 --> 00:13:40.040]  我想對當時的信徒
[00:13:40.040 --> 00:13:41.040]  是他們的得罪安慰
[00:13:41.040 --> 00:13:43.040]  他們重新得力
[00:13:43.040 --> 00:13:45.040]  因為啟示錄說到將來
[00:13:45.040 --> 00:13:46.040]  新天新地
[00:13:46.040 --> 00:13:47.040]  主在來
[00:13:47.040 --> 00:13:49.040]  其實對我們
[00:13:49.040 --> 00:13:50.040]  對當時的信徒
[00:13:50.040 --> 00:13:51.040]  都是一個盼望
[00:13:51.040 --> 00:13:53.040]  在很艱難的時候
[00:13:53.040 --> 00:13:56.040]  我想他們都是外憂內患
[00:13:56.040 --> 00:13:58.040]  他們想變賣所有
[00:13:58.040 --> 00:14:00.040]  想要主很快回來
[00:14:00.040 --> 00:14:02.040]  為什麼等了很久還沒有回來
[00:14:02.040 --> 00:14:04.040]  我們都是這樣
[00:14:04.040 --> 00:14:05.040]  所以想等主回來
[00:14:05.040 --> 00:14:06.040]  回來了沒有
[00:14:06.040 --> 00:14:07.040]  好像還沒有回來
[00:14:07.040 --> 00:14:09.040]  我信了主二十多三十年
[00:14:09.040 --> 00:14:12.040]  好像還沒有
[00:14:12.040 --> 00:14:15.040]  你想著還沒有吧
[00:14:15.040 --> 00:14:16.040]  記住一件事
[00:14:16.040 --> 00:14:17.040]  就是今天
[00:14:17.040 --> 00:14:18.040]  我們看聖經告訴我們
[00:14:18.040 --> 00:14:20.040]  神其實是在寬容
[00:14:20.040 --> 00:14:22.040]  不要想著還沒有回來
[00:14:22.040 --> 00:14:23.040]  就懶懶行
[00:14:23.040 --> 00:14:24.040]  寬容的時候
[00:14:24.040 --> 00:14:25.040]  你就要怎樣
[00:14:25.040 --> 00:14:27.040]  銀行說多給你三天時間
[00:14:27.040 --> 00:14:29.040]  不然就會封樓
[00:14:29.040 --> 00:14:30.040]  你做什麼
[00:14:30.040 --> 00:14:31.040]  寬容嘛
[00:14:31.040 --> 00:14:32.040]  為什麼還沒有回來
[00:14:32.040 --> 00:14:34.040]  那三天你還不快點籌錢
[00:14:34.040 --> 00:14:36.040]  你還不快點找人幫忙
[00:14:36.040 --> 00:14:39.040]  有時候我們落在這個位置
[00:14:39.040 --> 00:14:40.040]  就好像牆
[00:14:40.040 --> 00:14:41.040]  他說給你三個月
[00:14:41.040 --> 00:14:42.040]  不是三天
[00:14:42.040 --> 00:14:43.040]  三個月休息一下
[00:14:43.040 --> 00:14:44.040]  休息兩天
[00:14:44.040 --> 00:14:46.040]  一天都不要浪費
[00:14:46.040 --> 00:14:48.040]  一天都不要放過
[00:14:48.040 --> 00:14:50.040]  緊張去做
[00:14:50.040 --> 00:14:52.040]  所以他們受這個
[00:14:52.040 --> 00:14:55.040]  當時信徒裏面
[00:14:55.040 --> 00:14:57.040]  他們受到這個鼓勵
[00:14:57.040 --> 00:14:58.040]  他們能夠怎樣
[00:14:58.040 --> 00:15:02.040]  繼續鼓勵他們奮力的侍奉神
[00:15:02.040 --> 00:15:04.040]  為主得仁
[00:15:04.040 --> 00:15:08.040]  我們要做一個回應
[00:15:08.040 --> 00:15:10.040]  我們要做一個正確的回應
[00:15:10.040 --> 00:15:11.040]  就是怎樣呢
[00:15:11.040 --> 00:15:12.040]  要快點
[00:15:12.040 --> 00:15:13.040]  下一張
[00:15:13.040 --> 00:15:15.040]  我們要快點
[00:15:15.040 --> 00:15:17.040]  悔改歸向神
[00:15:17.040 --> 00:15:22.040]  修復我們和個人和神的親密關係
[00:15:22.040 --> 00:15:25.040]  大家知道罪帶來的破壞
[00:15:25.040 --> 00:15:27.040]  就是破壞我們和神的關係
[00:15:27.040 --> 00:15:29.040]  在《創世紀》裏說
[00:15:29.040 --> 00:15:30.040]  我們一犯了罪
[00:15:30.040 --> 00:15:33.040]  我們就開始懼怕神
[00:15:33.040 --> 00:15:35.040]  我們見到自己赤身露體
[00:15:35.040 --> 00:15:36.040]  羞恥
[00:15:36.040 --> 00:15:38.040]  我們就躲避神
[00:15:38.040 --> 00:15:40.040]  原來罪帶來的就是
[00:15:40.040 --> 00:15:42.040]  就是這個這麼大的破壞
[00:15:42.040 --> 00:15:43.040]  就是我們裏面
[00:15:43.040 --> 00:15:45.040]  不知為何
[00:15:45.040 --> 00:15:47.040]  不知為何離開神
[00:15:47.040 --> 00:15:49.040]  我們不敢見神
[00:15:49.040 --> 00:15:50.040]  所以犯罪
[00:15:50.040 --> 00:15:52.040]  其實罪裏面最厲害的
[00:15:52.040 --> 00:15:53.040]  其中這個就是
[00:15:53.040 --> 00:15:54.040]  破壞我們和神的關係
[00:15:54.040 --> 00:15:56.040]  破壞了我們和神的親密
[00:15:56.040 --> 00:15:58.040]  我們有時說主人我愛你
[00:15:58.040 --> 00:16:00.040]  為何說不出
[00:16:00.040 --> 00:16:02.040]  因為裏面知道
[00:16:02.040 --> 00:16:04.040]  我們裏面有很多不討神喜悅的事
[00:16:04.040 --> 00:16:09.040]  我們甚至做了一些神不喜歡的事
[00:16:09.040 --> 00:16:10.040]  這樣就不親密
[00:16:10.040 --> 00:16:11.040]  不是神不愛我們
[00:16:11.040 --> 00:16:12.040]  我們不是不知道
[00:16:12.040 --> 00:16:13.040]  是我們
[00:16:13.040 --> 00:16:15.040]  《創世紀》裏面亞當夏說
[00:16:15.040 --> 00:16:18.040]  他怎會不知道神愛他呢
[00:16:18.040 --> 00:16:19.040]  他知道的
[00:16:19.040 --> 00:16:21.040]  但他在罪裏面
[00:16:21.040 --> 00:16:23.040]  他馬上就有一個破壞
[00:16:23.040 --> 00:16:25.040]  一個破裂
[00:16:25.040 --> 00:16:27.040]  所以求主幫我們
[00:16:27.040 --> 00:16:29.040]  我們要建立和他親密的關係
[00:16:29.040 --> 00:16:30.040]  是親密的關係
[00:16:30.040 --> 00:16:31.040]  你可以說
[00:16:31.040 --> 00:16:32.040]  憑信
[00:16:32.040 --> 00:16:33.040]  憑著救恩話
[00:16:33.040 --> 00:16:34.040]  主啊 因為你愛我
[00:16:34.040 --> 00:16:35.040]  你救我
[00:16:35.040 --> 00:16:37.040]  我願意愛你
[00:16:37.040 --> 00:16:39.040]  當他這樣宣告的時候
[00:16:39.040 --> 00:16:42.040]  我們心裏面就會發出一種能力
[00:16:42.040 --> 00:16:44.040]  剛才當他叫我們去說的時候
[00:16:44.040 --> 00:16:45.040]  我去說的時候
[00:16:45.040 --> 00:16:47.040]  我突然有一個印象
[00:16:47.040 --> 00:16:48.040]  有一個感覺就是
[00:16:48.040 --> 00:16:49.040]  一個死的心
[00:16:49.040 --> 00:16:51.040]  當他這樣呼喊
[00:16:51.040 --> 00:16:54.040]  他會活過來
[00:16:54.040 --> 00:16:55.040]  當這個活的心
[00:16:55.040 --> 00:16:57.040]  他這樣呼喊的時候
[00:16:57.040 --> 00:16:59.040]  他是雀躍的
[00:16:59.040 --> 00:17:00.040]  當主我愛你
[00:17:00.040 --> 00:17:01.040]  這種宣認
