
[00:00:00.000 --> 00:00:01.880]  我今天講到的題目
[00:07:11.280 --> 00:07:13.280]  最低音那些
[00:07:13.280 --> 00:07:16.280]  去到幾十個赫茲赫茲
[00:07:16.280 --> 00:07:18.280]  最高音
[00:07:18.280 --> 00:07:21.280]  唱到千多個赫茲
[00:07:21.280 --> 00:07:23.280]  再高又唱不到
[00:07:23.280 --> 00:07:25.280]  很有限的其實
[00:07:25.280 --> 00:07:27.280]  我們所聽到的聲音
[00:07:27.280 --> 00:07:29.280]  但是這些震動的頻率
[00:07:29.280 --> 00:07:31.280]  如果用科學的數據
[00:07:31.280 --> 00:07:33.280]  其實可以一直去到很大
[00:07:33.280 --> 00:07:35.280]  很闊都可以
[00:07:35.280 --> 00:07:37.280]  如果這些頻率
[00:07:37.280 --> 00:07:39.280]  我們知道什麼叫電磁波
[00:07:39.280 --> 00:07:43.280]  那個光泡可以很闊
[00:07:43.280 --> 00:07:45.280]  這些不是我們聽到的聲音
[00:07:45.280 --> 00:07:47.280]  但是用朱天在述說
[00:07:47.280 --> 00:07:49.280]  好像在講話一樣
[00:07:49.280 --> 00:07:51.280]  這是文學
[00:07:51.280 --> 00:07:53.280]  用一些我們能夠明白的語句
[00:07:53.280 --> 00:07:55.280]  告訴我們
[00:07:55.280 --> 00:07:58.280]  天上在講一些東西
[00:07:58.280 --> 00:08:00.280]  在講神的榮耀
[00:08:00.280 --> 00:08:03.280]  窮倉也指天
[00:08:03.280 --> 00:08:07.280]  在傳揚神的手段
[00:08:07.280 --> 00:08:09.280]  神的工作
[00:08:09.280 --> 00:08:11.280]  神的手做出來的東西
[00:08:11.280 --> 00:08:13.280]  然後這日到那日
[00:08:13.280 --> 00:08:15.280]  就是天天都是
[00:08:15.280 --> 00:08:17.280]  發出言語
[00:08:17.280 --> 00:08:19.280]  剛才說了
[00:08:19.280 --> 00:08:21.280]  其實他沒有聲音
[00:08:21.280 --> 00:08:23.280]  發出言語
[00:08:23.280 --> 00:08:25.280]  天天都在講一些東西給你聽
[00:08:25.280 --> 00:08:27.280]  這日到那日
[00:08:27.280 --> 00:08:29.280]  白天又講
[00:08:29.280 --> 00:08:31.280]  晚上又講
[00:08:31.280 --> 00:08:33.280]  晚上又傳出一些知識
[00:08:33.280 --> 00:08:35.280]  那些知識你不知道
[00:08:35.280 --> 00:08:37.280]  現在告訴你
[00:08:37.280 --> 00:08:39.280]  那叫知識
[00:08:39.280 --> 00:08:41.280]  你看看宇宙窮倉
[00:08:41.280 --> 00:08:43.280]  想想
[00:08:43.280 --> 00:08:47.280]  宇宙科學的發現
[00:08:47.280 --> 00:08:49.280]  其實不斷有人在想
[00:08:49.280 --> 00:08:51.280]  在做在試驗
[00:08:51.280 --> 00:08:53.280]  在計算在觀察
[00:08:53.280 --> 00:08:55.280]  今天仍然是進行著
[00:08:55.280 --> 00:08:57.280]  每一天都有新發現
[00:08:57.280 --> 00:08:59.280]  只不過我們孤陋寡聞
[00:08:59.280 --> 00:09:01.280]  不在科學界
[00:09:01.280 --> 00:09:03.280]  我們不知道
[00:09:03.280 --> 00:09:05.280]  亦都我們不懂
[00:09:05.280 --> 00:09:07.280]  無言無語也無聲音可聽
[00:09:07.280 --> 00:09:09.280]  這句我讀這麼多次詩篇
[00:09:09.280 --> 00:09:11.280]  一路發覺
[00:09:11.280 --> 00:09:13.280]  是比較難解的一件事
[00:09:13.280 --> 00:09:15.280]  怎樣無言無語
[00:09:15.280 --> 00:09:17.280]  又沒有聲音可聽
[00:09:17.280 --> 00:09:19.280]  從剛才所講的是對的
[00:09:19.280 --> 00:09:21.280]  這些星球
[00:09:21.280 --> 00:09:23.280]  這些運轉
[00:09:23.280 --> 00:09:25.280]  這些鋪排
[00:09:25.280 --> 00:09:27.280]  不斷在講一些東西
[00:09:27.280 --> 00:09:29.280]  但不是用我們
[00:09:29.280 --> 00:09:31.280]  聽到的聲音
[00:09:31.280 --> 00:09:33.280]  聽到的聲音
[00:09:33.280 --> 00:09:35.280]  可以去聽到
[00:09:35.280 --> 00:09:37.280]  所以如果要用我們聽到的聲音
[00:09:37.280 --> 00:09:39.280]  就沒有聲音可以聽到
[00:09:39.280 --> 00:09:41.280]  他的量大
[00:09:41.280 --> 00:09:43.280]  這句在聖經翻譯裡面
[00:09:43.280 --> 00:09:45.280]  有一些聖經翻譯
[00:09:45.280 --> 00:09:47.280]  就是說
[00:09:47.280 --> 00:09:49.280]  那個聲音
[00:09:49.280 --> 00:09:51.280]  不是我們可以聽到的聲音
[00:09:51.280 --> 00:09:53.280]  不過
[00:09:53.280 --> 00:09:55.280]  他就在講這些東西
[00:09:55.280 --> 00:09:57.280]  這個
[00:09:57.280 --> 00:09:59.280]  大體的方向就對了
[00:09:59.280 --> 00:10:01.280]  即是說
[00:10:01.280 --> 00:10:03.280]  雖然你真的聽下去
[00:10:03.280 --> 00:10:05.280]  不是用我們聽到的聲音
[00:10:05.280 --> 00:10:07.280]  去講一些東西
[00:10:07.280 --> 00:10:09.280]  不過他有些訊息不斷傳出
[00:10:09.280 --> 00:10:11.280]  就是很真確
[00:10:11.280 --> 00:10:13.280]  明不明
[00:10:13.280 --> 00:10:15.280]  同不同意
[00:10:15.280 --> 00:10:17.280]  他說他的量大
[00:10:17.280 --> 00:10:19.280]  通遍天下
[00:10:19.280 --> 00:10:21.280]  真是一個解經的
[00:10:21.280 --> 00:10:23.280]  令人很有興趣研究
[00:10:23.280 --> 00:10:25.280]  因為很多聖經都有不同的翻譯
[00:10:25.280 --> 00:10:27.280]  當然我們去研究聖經
[00:10:27.280 --> 00:10:29.280]  最後就回到原文
[00:10:29.280 --> 00:10:31.280]  看看原文
[00:10:31.280 --> 00:10:33.280]  那個字是用了什麼用途
[00:10:33.280 --> 00:10:35.280]  現在很多的查經資料
[00:10:35.280 --> 00:10:37.280]  都比較方便
[00:10:37.280 --> 00:10:39.280]  大家在在有心機
[00:10:39.280 --> 00:10:41.280]  去電腦找一下
[00:10:41.280 --> 00:10:43.280]  都容易找到
[00:10:43.280 --> 00:10:45.280]  特別是那些研經的人
[00:10:45.280 --> 00:10:47.280]  以前真的很有心機
[00:10:47.280 --> 00:10:49.280]  聖經裡面舊約新約都是
[00:10:49.280 --> 00:10:51.280]  每一個字
[00:10:51.280 --> 00:10:53.280]  就號上一個號碼
[00:10:53.280 --> 00:10:55.280]  然後這個字
[00:10:55.280 --> 00:10:57.280]  在哪一處出現過
[00:10:57.280 --> 00:10:59.280]  就全部標記出來
[00:10:59.280 --> 00:11:01.280]  於是你一搜尋這個字
[00:11:01.280 --> 00:11:03.280]  第幾號號碼
[00:11:03.280 --> 00:11:05.280]  再去找一找
[00:11:05.280 --> 00:11:07.280]  就跳出來
[00:11:07.280 --> 00:11:09.280]  曾經在哪幾處出現過
[00:11:09.280 --> 00:11:11.280]  查經很方便
[00:11:11.280 --> 00:11:13.280]  這個字在這裡
[00:11:13.280 --> 00:11:15.280]  譯做量大
[00:11:15.280 --> 00:11:17.280]  或者量大
[00:11:17.280 --> 00:11:19.280]  好像不太明白
[00:11:19.280 --> 00:11:21.280]  其實量就是量
[00:11:21.280 --> 00:11:23.280]  量度一些東西的一條帶
[00:11:23.280 --> 00:11:25.280]  好像我們現在
[00:11:25.280 --> 00:11:27.280]  拉一把軟尺
[00:11:27.280 --> 00:11:29.280]  拉拉它
[00:11:29.280 --> 00:11:31.280]  一條這樣的繩帶
[00:11:31.280 --> 00:11:33.280]  用來量度東西
[00:11:33.280 --> 00:11:35.280]  這書就用了這個字
[00:11:35.280 --> 00:11:37.280]  他的量
[00:11:37.280 --> 00:11:39.280]  通遍天下
[00:11:39.280 --> 00:11:41.280]  不知道是什麼意思
[00:11:41.280 --> 00:11:43.280]  很奇怪
[00:11:43.280 --> 00:11:45.280]  找回這個字用過在哪裡
[00:11:45.280 --> 00:11:47.280]  在二賽亞書用過
[00:11:47.280 --> 00:11:49.280]  是代表力量
[00:11:49.280 --> 00:11:51.280]  是代表神的律法
[00:11:51.280 --> 00:11:53.280]  二賽亞書十八章
[00:11:53.280 --> 00:11:55.280]  和三十四章都有出現過
[00:11:55.280 --> 00:11:57.280]  十八章就用這個字
[00:11:57.280 --> 00:11:59.280]  去表示強壯
[00:11:59.280 --> 00:12:01.280]  這個字
[00:12:01.280 --> 00:12:03.280]  可以解作
[00:12:03.280 --> 00:12:05.280]  一些樹琴
[00:12:05.280 --> 00:12:07.280]  以前的琴是樹琴
[00:12:07.280 --> 00:12:09.280]  有很多條弦
[00:12:09.280 --> 00:12:11.280]  希臘那些人喜歡這種琴
[00:12:11.280 --> 00:12:13.280]  琴裡面有一條弦
[00:12:13.280 --> 00:12:15.280]  代表聲音
[00:12:15.280 --> 00:12:17.280]  也有
[00:12:17.280 --> 00:12:19.280]  譯作準繩
[00:12:19.280 --> 00:12:21.280]  代表神的決定
[00:12:21.280 --> 00:12:23.280]  綜合這麼多
[00:12:23.280 --> 00:12:25.280]  這個字就有些解釋
[00:12:25.280 --> 00:12:27.280]  這個字代表
[00:12:27.280 --> 00:12:29.280]  好像出現一條線
[00:12:29.280 --> 00:12:33.280]  一條量度東西的尺
[00:12:33.280 --> 00:12:35.280]  伸到哪裡
[00:12:35.280 --> 00:12:37.280]  就代表神的權力
[00:12:37.280 --> 00:12:39.280]  去到哪裡
[00:12:39.280 --> 00:12:41.280]  如果你看卡通片
[00:12:41.280 --> 00:12:43.280]  或者看漫畫
[00:12:43.280 --> 00:12:45.280]  或者看電影
[00:12:45.280 --> 00:12:47.280]  通常出來都用這個表達
[00:12:47.280 --> 00:12:49.280]  以前有沒有看過
[00:12:49.280 --> 00:12:51.280]  月牆片的如來神掌
[00:12:51.280 --> 00:12:53.280]  有些觀眾
[00:12:53.280 --> 00:12:55.280]  立即把手洗出來
[00:12:55.280 --> 00:12:57.280]  如來神掌是甚麼意思
[00:12:57.280 --> 00:12:59.280]  把手伸出來
[00:12:59.280 --> 00:13:01.280]  後期製作
[00:13:01.280 --> 00:13:03.280]  在畫面上畫一些線條
[00:13:03.280 --> 00:13:05.280]  飛飛飛
[00:13:05.280 --> 00:13:07.280]  飛到上天轉幾轉
[00:13:07.280 --> 00:13:09.280]  你就想到
[00:13:09.280 --> 00:13:11.280]  一掌出來能力就飛到這麼遠
[00:13:11.280 --> 00:13:13.280]  那條線就代表這個能力
[00:13:13.280 --> 00:13:15.280]  類似這樣
[00:13:17.280 --> 00:13:19.280]  他的良帶通遍天下
[00:13:19.280 --> 00:13:21.280]  剛才一直想說
[00:13:21.280 --> 00:13:23.280]  那個訊息
[00:13:23.280 --> 00:13:25.280]  傳揚神的榮耀
[00:13:25.280 --> 00:13:27.280]  講神的榮耀
[00:13:27.280 --> 00:13:29.280]  神的作為
[00:13:29.280 --> 00:13:31.280]  言語的知識
[00:13:31.280 --> 00:13:33.280]  聽不到了
[00:13:33.280 --> 00:13:35.280]  不過他的力量
[00:13:35.280 --> 00:13:37.280]  他的訊息
[00:13:37.280 --> 00:13:39.280]  像這個良帶飛到很遠
[00:13:39.280 --> 00:13:41.280]  通遍天下
[00:13:41.280 --> 00:13:43.280]  你都可以觀察到
[00:13:43.280 --> 00:13:45.280]  都可以看到
[00:13:45.280 --> 00:13:47.280]  都可以感受到
[00:13:47.280 --> 00:13:49.280]  神的偉大
[00:13:49.280 --> 00:13:51.280]  所以他的良帶通遍天下
[00:13:51.280 --> 00:13:53.280]  你要加少少幻想
[00:13:53.280 --> 00:13:55.280]  好像看電影
[00:13:55.280 --> 00:13:57.280]  一講的時候
[00:13:57.280 --> 00:13:59.280]  那條光線
[00:13:59.280 --> 00:14:01.280]  飛飛飛
[00:14:01.280 --> 00:14:03.280]  整個世界環繞自己的圈
[00:14:03.280 --> 00:14:05.280]  這樣轉
[00:14:05.280 --> 00:14:07.280]  每一個地方都可以感受到
[00:14:07.280 --> 00:14:11.280]  不是我強行作出來
[00:14:11.280 --> 00:14:13.280]  後半句就吻合
[00:14:13.280 --> 00:14:15.280]  一個說法
[00:14:15.280 --> 00:14:17.280]  他的言語傳到地極
[00:14:17.280 --> 00:14:19.280]  剛才說了
[00:14:19.280 --> 00:14:21.280]  沒有真正的言語聲音
[00:14:21.280 --> 00:14:23.280]  而是那個訊息
[00:14:23.280 --> 00:14:25.280]  這個言語想講的內容
[00:14:25.280 --> 00:14:27.280]  傳到地極
[00:14:27.280 --> 00:14:29.280]  在以前的世界觀來說
[00:14:29.280 --> 00:14:31.280]  這個世界
[00:14:31.280 --> 00:14:33.280]  去到很遠很遠的時候
[00:14:33.280 --> 00:14:35.280]  有一個極限
[00:14:35.280 --> 00:14:37.280]  即是無限遠的意思
[00:14:37.280 --> 00:14:39.280]  傳到地極
[00:14:39.280 --> 00:14:41.280]  即是傳遍整個大地
[00:14:41.280 --> 00:14:43.280]  所以這幾節聖經
[00:14:43.280 --> 00:14:45.280]  就是講到神的創造
[00:14:45.280 --> 00:14:47.280]  宇宙
[00:14:47.280 --> 00:14:49.280]  大地
[00:14:49.280 --> 00:14:51.280]  我們現在所在的地球
[00:14:51.280 --> 00:14:53.280]  各樣的東西
[00:14:53.280 --> 00:14:55.280]  偉大的地方
[00:14:55.280 --> 00:14:57.280]  都是神所創造
[00:14:57.280 --> 00:14:59.280]  那個訊息
[00:14:59.280 --> 00:15:01.280]  那個神偉大的內容
[00:15:01.280 --> 00:15:03.280]  那些聲音
[00:15:03.280 --> 00:15:05.280]  好像一個良帶
[00:15:05.280 --> 00:15:07.280]  飛飛飛
[00:15:07.280 --> 00:15:09.280]  飛到天上
[00:15:09.280 --> 00:15:11.280]  好像一個良帶
[00:15:11.280 --> 00:15:13.280]  飛到全世界周圍都聽到
[00:15:13.280 --> 00:15:15.280]  你誠實地去觀察
[00:15:15.280 --> 00:15:17.280]  去思想的時候
[00:15:17.280 --> 00:15:19.280]  你都會達到這樣的結論
[00:15:19.280 --> 00:15:21.280]  你不懂得講
[00:15:21.280 --> 00:15:23.280]  不過詩篇的詩人幫我們講了出來
[00:15:23.280 --> 00:15:25.280]  朱棣應述說
[00:15:25.280 --> 00:15:27.280]  神的榮耀窮滄傳揚他的手段
[00:15:27.280 --> 00:15:29.280]  在日到那日發出言語
[00:15:29.280 --> 00:15:31.280]  在夜到那夜傳出知識
[00:15:31.280 --> 00:15:33.280]  無言無語也無聲音可聽
[00:15:33.280 --> 00:15:35.280]  他的良帶通遍天下
[00:15:35.280 --> 00:15:37.280]  他的言語傳到地極
[00:15:37.280 --> 00:15:39.280]  將我們心裡面
[00:15:39.280 --> 00:15:41.280]  觀察到
[00:15:41.280 --> 00:15:43.280]  感受到
[00:15:43.280 --> 00:15:45.280]  不懂得講的講了出來
[00:15:45.280 --> 00:15:47.280]  所以魯易斯說天師偉大
[00:15:47.280 --> 00:15:49.280]  都有原因
[00:15:49.280 --> 00:15:51.280]  偉大之處不單止在於這樣
[00:15:51.280 --> 00:15:53.280]  只是這樣
[00:15:53.280 --> 00:15:55.280]  古之人偉大
[00:15:55.280 --> 00:15:57.280]  偉大之處不在於這樣
[00:15:57.280 --> 00:15:59.280]  我們一會兒講下去
[00:15:59.280 --> 00:16:01.280]  如果讀新約的時候
[00:16:01.280 --> 00:16:03.280]  我們會聯想到
[00:16:03.280 --> 00:16:05.280]  曾經新約的使徒
[00:16:05.280 --> 00:16:07.280]  寫了一些類似的東西
[00:16:07.280 --> 00:16:09.280]  有沒有猜測到是哪個使徒
[00:16:09.280 --> 00:16:11.280]  其實寫聖經
[00:16:11.280 --> 00:16:13.280]  不是很多使徒
[00:16:13.280 --> 00:16:15.280]  任你猜
[00:16:15.280 --> 00:16:17.280]  保羅在羅馬書
[00:16:17.280 --> 00:16:19.280]  講過
[00:16:19.280 --> 00:16:21.280]  他去解釋福音的時候
[00:16:21.280 --> 00:16:23.280]  他說在一章二十節
[00:16:23.280 --> 00:16:25.280]  大家應該聽過
[00:16:25.280 --> 00:16:27.280]  回去可以找找
[00:16:27.280 --> 00:16:29.280]  自從造天地以來
[00:16:29.280 --> 00:16:31.280]  神的永能和神聖
[00:16:31.280 --> 00:16:33.280]  是明明可知的
[00:16:33.280 --> 00:16:35.280]  雖是眼不能見
[00:16:35.280 --> 00:16:37.280]  但直著所造之物
[00:16:37.280 --> 00:16:39.280]  就可以了得
[00:16:39.280 --> 00:16:41.280]  叫人無可退為
[00:16:41.280 --> 00:16:43.280]  所講的配合這個詩篇
[00:16:43.280 --> 00:16:45.280]  十九篇一至四節
[00:16:45.280 --> 00:16:47.280]  差不多一致
[00:16:47.280 --> 00:16:49.280]  你去觀察這個宇宙的奇妙
[00:16:49.280 --> 00:16:51.280]  偉大的時候
[00:16:51.280 --> 00:16:53.280]  這就是神的作為
[00:16:53.280 --> 00:16:55.280]  神想我們透過這些觀察
[00:16:55.280 --> 00:16:59.280]  去認識祂
[00:16:59.280 --> 00:17:01.280]  這個詩篇偉大的地方
[00:17:01.280 --> 00:17:03.280]  除了這四節
[00:17:03.280 --> 00:17:05.280]  接下來
[00:17:05.280 --> 00:17:07.280]  這兩節很快會大過
[00:17:07.280 --> 00:17:09.280]  除了用聲音的方向
[00:17:09.280 --> 00:17:11.280]  還有一個用圖畫的方向
[00:17:11.280 --> 00:17:13.280]  好像拍戲一樣
[00:17:13.280 --> 00:17:15.280]  這個偉大之處
[00:17:15.280 --> 00:17:17.280]  好像神為太陽
[00:17:17.280 --> 00:17:19.280]  安設了一個帳幕
[00:17:19.280 --> 00:17:21.280]  新婚之後
[00:17:21.280 --> 00:17:23.280]  新郎在洞房之後出來
[00:17:23.280 --> 00:17:25.280]  有勇士
[00:17:25.280 --> 00:17:27.280]  很有力量的歡言奔怒
[00:17:27.280 --> 00:17:29.280]  那個畫面
[00:17:29.280 --> 00:17:31.280]  就讓你看到
[00:17:31.280 --> 00:17:33.280]  神創造偉大的地方
[00:17:33.280 --> 00:17:35.280]  而有些解經的人
[00:17:35.280 --> 00:17:37.280]  在思考的時候
[00:17:37.280 --> 00:17:39.280]  他就說
[00:17:39.280 --> 00:17:43.280]  這個代表著基督的偉大
[00:17:43.280 --> 00:17:45.280]  和那個作為
[00:17:45.280 --> 00:17:47.280]  從天者邊出來
[00:17:47.280 --> 00:17:49.280]  繞到天那邊
[00:17:49.280 --> 00:17:51.280]  就是整個天下大地
[00:17:51.280 --> 00:17:53.280]  圍繞著
