
[00:00:00.000 --> 00:00:07.000]  早年,當我在官宣聚會的時候
[00:03:44.000 --> 00:03:46.000]  對不對
[00:03:46.000 --> 00:03:55.000]  所以在這樣的目者的生命當中
[00:03:55.000 --> 00:04:00.000]  給了我一個很深的體會
[00:04:00.000 --> 00:04:04.000]  什麼叫做街尾的腳鐘
[00:04:04.000 --> 00:04:08.000]  正正就是回應見到神學院
[00:04:08.000 --> 00:04:13.000]  這一個開方吃苦火熱的精神
[00:04:13.000 --> 00:04:17.000]  今天這個題目 街尾的腳鐘
[00:04:17.000 --> 00:04:24.000]  我是用了羅馬書第十章的下半章
[00:04:24.000 --> 00:04:29.000]  第十四至二十一節作為分享
[00:04:29.000 --> 00:04:31.000]  在我分享之前
[00:04:31.000 --> 00:04:36.000]  我想先和大家一起讀一次
[00:04:36.000 --> 00:04:38.000]  好 預備起
[00:04:38.000 --> 00:04:42.000]  然而人未曾信他 怎能求他呢?
[00:04:42.000 --> 00:04:45.000]  未曾聽見他 怎能信他呢?
[00:04:45.000 --> 00:04:48.000]  沒有傳道的 怎能聽見呢?
[00:04:48.000 --> 00:04:52.000]  若沒有奉差遣 怎能傳道呢?
[00:04:52.000 --> 00:04:54.000]  如經上所記
[00:04:54.000 --> 00:04:56.000]  報福音傳喜信的人
[00:04:56.000 --> 00:04:59.000]  他們的腳鐘何等街尾
[00:04:59.000 --> 00:05:02.000]  只是人沒有都聽從福音
[00:05:02.000 --> 00:05:04.000]  因為以賽亞說
[00:05:04.000 --> 00:05:07.000]  主啊 我們所傳的有誰信呢?
[00:05:07.000 --> 00:05:11.000]  可見信道是從聽道來的
[00:05:11.000 --> 00:05:14.000]  聽道是從基督的話來的
[00:05:14.000 --> 00:05:17.000]  但我說 人沒有聽見嗎?
[00:05:17.000 --> 00:05:18.000]  誠然聽見了
[00:05:18.000 --> 00:05:21.000]  他們的聲音傳遍天下
[00:05:21.000 --> 00:05:24.000]  他們的言語傳到地極
[00:05:24.000 --> 00:05:27.000]  我再說 以色列人不知道嗎?
[00:05:27.000 --> 00:05:29.000]  先有摩西說
[00:05:29.000 --> 00:05:31.000]  我要用那不成子民的
[00:05:31.000 --> 00:05:33.000]  惹動你們的憤恨
[00:05:33.000 --> 00:05:35.000]  我要用那無知的民
[00:05:35.000 --> 00:05:37.000]  觸動你們的怒氣
[00:05:37.000 --> 00:05:40.000]  又有以賽亞放膽說
[00:05:40.000 --> 00:05:42.000]  沒有尋找我的
[00:05:42.000 --> 00:05:44.000]  我叫他們遇見
[00:05:44.000 --> 00:05:46.000]  沒有訪問我的
[00:05:46.000 --> 00:05:48.000]  我向他們顯現
[00:05:48.000 --> 00:05:49.000]  至於以色列人
[00:05:49.000 --> 00:05:52.000]  他說 我整天伸手
[00:05:52.000 --> 00:05:56.000]  招呼那活躍頂嘴的百姓
[00:05:56.000 --> 00:05:58.000]  在上次講道的時候
[00:05:58.000 --> 00:06:02.000]  我提到保羅對於以色列人
[00:06:02.000 --> 00:06:04.000]  究竟是否信耶穌
[00:06:04.000 --> 00:06:06.000]  非常著緊
[00:06:06.000 --> 00:06:12.000]  為了表達他對於福音的心懷
[00:06:12.000 --> 00:06:15.000]  保羅在第十四節開始
[00:06:15.000 --> 00:06:20.000]  就一連串提出了四個問題
[00:06:20.000 --> 00:06:24.000]  在上一個段落完結的時候
[00:06:24.000 --> 00:06:26.000]  即是十三節
[00:06:26.000 --> 00:06:28.000]  保羅這樣說
[00:06:28.000 --> 00:06:30.000]  因為凡求告主名的
[00:06:30.000 --> 00:06:32.000]  就必得救
[00:06:32.000 --> 00:06:33.000]  要得著福音
[00:06:33.000 --> 00:06:36.000]  就要透過耶穌
[00:06:36.000 --> 00:06:39.000]  求告他的名
[00:06:39.000 --> 00:06:42.000]  但在十四節上半節
[00:06:42.000 --> 00:06:45.000]  他第一個問題就來了
[00:06:45.000 --> 00:06:47.000]  人未曾信他
[00:06:47.000 --> 00:06:50.000]  怎能求他呢?
[00:06:50.000 --> 00:06:54.000]  當中其實是一個很簡單的假設
[00:06:54.000 --> 00:06:58.000]  當一個人願意求告耶穌的名
[00:06:58.000 --> 00:07:03.000]  即是說這個人是認識耶穌
[00:07:03.000 --> 00:07:05.000]  並且相信他
[00:07:05.000 --> 00:07:08.000]  所以才求告他
[00:07:08.000 --> 00:07:10.000]  我們上次有講過
[00:07:10.000 --> 00:07:12.000]  相信的內容
[00:07:12.000 --> 00:07:15.000]  其實就是相信耶穌
[00:07:15.000 --> 00:07:17.000]  在十字架上
[00:07:17.000 --> 00:07:19.000]  為我們的罪而死
[00:07:19.000 --> 00:07:23.000]  並且從死裡復活
[00:07:23.000 --> 00:07:28.000]  於是去到十四節中間
[00:07:28.000 --> 00:07:31.000]  接著第二個問題就來了
[00:07:31.000 --> 00:07:33.000]  未曾聽見他
[00:07:33.000 --> 00:07:36.000]  怎能信他呢?
[00:07:36.000 --> 00:07:41.000]  這個其實也是一個很合理的邏輯
[00:07:41.000 --> 00:07:44.000]  未聽,怎能信呢?
[00:07:44.000 --> 00:07:49.000]  於是十四節下半節就繼續問了
[00:07:49.000 --> 00:07:53.000]  沒有傳道的怎能聽見呢?
[00:07:53.000 --> 00:07:56.000]  在保羅新約的年代
[00:07:56.000 --> 00:08:02.000]  的確大眾傳媒並不等於今天我們這樣發達
[00:08:02.000 --> 00:08:09.000]  所以要有一個重要的訊息傳出去
[00:08:09.000 --> 00:08:12.000]  傳遞訊息的人就很重要
[00:08:12.000 --> 00:08:17.000]  他就要站在城門口市集當中
[00:08:17.000 --> 00:08:19.000]  最多人出入的地方
[00:08:19.000 --> 00:08:25.000]  然後就要宣告他要講的重要訊息
[00:08:25.000 --> 00:08:29.000]  但是這個要負責宣講的人
[00:08:29.000 --> 00:08:33.000]  必定要有人差派他
[00:08:33.000 --> 00:08:36.000]  要講什麼,去哪裡講
[00:08:36.000 --> 00:08:38.000]  他才會這樣做
[00:08:38.000 --> 00:08:43.000]  所以第十五節一開始的時候就說了
[00:08:43.000 --> 00:08:49.000]  若沒有奉差遣,怎能傳道呢?
[00:08:49.000 --> 00:08:52.000]  保羅用這個差遣這個字
[00:08:52.000 --> 00:08:56.000]  其實在羅馬書很早的時候出過
[00:08:56.000 --> 00:09:00.000]  早到第一章第一節那麼早
[00:09:00.000 --> 00:09:06.000]  那裏保羅形容自己是特派傳神的福音
[00:09:06.000 --> 00:09:14.000]  裏面特派這個字就完全等於差遣這個字
[00:09:14.000 --> 00:09:18.000]  所以如果我們反過來看
[00:09:18.000 --> 00:09:25.000]  奉差遣和洗道人信耶穌之間有什麼關係呢?
[00:09:25.000 --> 00:09:30.000]  就是因為有人奉差遣,願意承擔
[00:09:30.000 --> 00:09:32.000]  所以他就去傳道
[00:09:32.000 --> 00:09:37.000]  有人去傳,結果就令到人聽得到
[00:09:37.000 --> 00:09:41.000]  有人聽得見,就願意相信耶穌
[00:09:41.000 --> 00:09:43.000]  這四個的步驟
[00:09:43.000 --> 00:09:50.000]  由一個人願意去被上帝揀選
[00:09:50.000 --> 00:09:55.000]  去奉差遣,叫另外一個人信耶穌
[00:09:55.000 --> 00:09:58.000]  講就容易了
[00:09:58.000 --> 00:10:03.000]  其實中間很容易斷纜的
[00:10:03.000 --> 00:10:08.000]  如果中間一個個部分斷了纜
[00:10:08.000 --> 00:10:15.000]  這個寶貴的福音就去不到需要聽福音的人生命當中
[00:10:15.000 --> 00:10:19.000]  因此在第十五節下半節
[00:10:19.000 --> 00:10:21.000]  跟著就說
[00:10:21.000 --> 00:10:28.000]  如經上所記,報福音傳喜訊的人,他們的腳中何等皆美?
[00:10:28.000 --> 00:10:32.000]  這個引號裏面的斷纜
[00:10:32.000 --> 00:10:37.000]  是引述至以賽亞書五十二章第七節
[00:10:37.000 --> 00:10:41.000]  原先講到這個好的消息
[00:10:41.000 --> 00:10:46.000]  是要帶給那班被擄的以色列民
[00:10:46.000 --> 00:10:54.000]  告訴他們,他們將要從被巴比倫被擄當中得釋放
[00:10:54.000 --> 00:10:59.000]  保羅將它引述在新約這個場景
[00:10:59.000 --> 00:11:04.000]  就是告訴那些傳福音的人
[00:11:04.000 --> 00:11:09.000]  他們要將其他要接受福音的人
[00:11:09.000 --> 00:11:12.000]  從罪裏面釋放出來
[00:11:12.000 --> 00:11:18.000]  讓他們得著生命當中的祝福
[00:11:18.000 --> 00:11:20.000]  作為牧者
[00:11:20.000 --> 00:11:29.000]  我很感恩上帝給我有很多的機會去見證人們信耶穌
[00:11:29.000 --> 00:11:38.000]  牧者其中一個給大家出現得較多的場景
[00:11:38.000 --> 00:11:43.000]  就是醫院,除非你是醫護界
[00:11:43.000 --> 00:11:48.000]  在我上一間服事的教會裏面
[00:11:48.000 --> 00:11:53.000]  我們有一個叫做癌症肢體關懷小組
[00:11:53.000 --> 00:11:58.000]  這個小組當然好像名字一樣
[00:11:58.000 --> 00:12:03.000]  是要服事一些癌症的病患者
[00:12:03.000 --> 00:12:08.000]  可能因為教會的人數比較多
[00:12:08.000 --> 00:12:13.000]  所以相對來說生病的人也比較多
[00:12:13.000 --> 00:12:17.000]  不少的弟兄姊妹患病的
[00:12:17.000 --> 00:12:23.000]  或者他們的家人朋友患有這個患疾的
[00:12:23.000 --> 00:12:28.000]  他們都會將他們帶到這個小組裏面
[00:12:28.000 --> 00:12:35.000]  而很多部分都是未信耶穌的
[00:12:35.000 --> 00:12:38.000]  在這個小組裏面
[00:12:38.000 --> 00:12:43.000]  其中有一位弟兄,我很深刻印象
[00:12:43.000 --> 00:12:48.000]  這位弟兄,其實我怎樣認識他呢?
[00:12:48.000 --> 00:12:53.000]  事源因為有一位教會的姊妹
[00:12:53.000 --> 00:12:58.000]  她有機會與另一位女士傳了福音
[00:12:58.000 --> 00:13:01.000]  信了耶穌,信了不久
[00:13:01.000 --> 00:13:08.000]  但她知道這位姊妹的丈夫患上癌症
[00:13:08.000 --> 00:13:14.000]  很想這位姊妹的丈夫信耶穌
[00:13:14.000 --> 00:13:18.000]  於是我地教會的姊妹就來找我
[00:13:18.000 --> 00:13:25.000]  「牧師,可否去醫院探望這位病人?」
[00:13:25.000 --> 00:13:27.000]  我說「好」
[00:13:27.000 --> 00:13:30.000]  於是就約了她去醫院
[00:13:30.000 --> 00:13:33.000]  不過去到醫院之前她就給我電話
[00:13:33.000 --> 00:13:38.000]  「牧師,這位在病床上的男士」
[00:13:38.000 --> 00:13:40.000]  其實我都不是很熟悉他
[00:13:40.000 --> 00:13:42.000]  因為我只認識他太太
[00:13:42.000 --> 00:13:49.000]  「這位男士都不知道喜不喜歡他在這裡」
[00:13:49.000 --> 00:13:53.000]  「牧師,不如這樣,去到醫院樓下」
[00:13:53.000 --> 00:13:57.000]  「你自己上去病房找這位太太」
[00:13:57.000 --> 00:14:01.000]  「然後帶你進去與她丈夫講福音」
[00:14:01.000 --> 00:14:07.000]  我說「這位太太是誰?我都不知道」
[00:14:07.000 --> 00:14:11.000]  但結果我都有去
[00:14:11.000 --> 00:14:15.000]  在當中我感恩
[00:14:15.000 --> 00:14:20.000]  上帝給我有機會認識了這位男士
[00:14:20.000 --> 00:14:25.000]  讓我有機會與他分享福音
[00:14:25.000 --> 00:14:29.000]  在他信主之後
[00:14:29.000 --> 00:14:31.000]  整個生命的歷程
[00:14:31.000 --> 00:14:38.000]  我與他經過了好幾個生命裡很重要的時刻
[00:14:38.000 --> 00:14:43.000]  見證上帝賦予他的生命力
[00:14:43.000 --> 00:14:49.000]  賦予他生命當中很多很多的祝福
[00:14:49.000 --> 00:14:52.000]  給你一點背景
[00:14:52.000 --> 00:14:56.000]  這位男士來自草根階層
[00:14:56.000 --> 00:14:59.000]  很努力去工作
[00:14:59.000 --> 00:15:01.000]  白手興家
[00:15:01.000 --> 00:15:09.000]  所以他經營了一個公司,一盤小生意
[00:15:09.000 --> 00:15:12.000]  都做得有聲有色
[00:15:12.000 --> 00:15:15.000]  就是因為這樣的背景
[00:15:15.000 --> 00:15:21.000]  令他充滿自信
[00:15:21.000 --> 00:15:26.000]  不喜歡別人幫他這樣的性格
[00:15:26.000 --> 00:15:28.000]  不靠人
[00:15:28.000 --> 00:15:35.000]  其實在我去醫院探望他之前的十年
[00:15:35.000 --> 00:15:38.000]  他已經患上癌症
[00:15:38.000 --> 00:15:44.000]  可想而知與癌病糾纏了十年
[00:15:44.000 --> 00:15:47.000]  他在病床上跟我說
[00:15:47.000 --> 00:15:51.000]  他說初初第一次發現癌症的時候
[00:15:51.000 --> 00:15:56.000]  已經很快安排到做外科手術
[00:15:56.000 --> 00:15:58.000]  這些都是指定動作
[00:15:58.000 --> 00:16:00.000]  做完外科手術
[00:16:00.000 --> 00:16:03.000]  接著就花療、電療
[00:16:03.000 --> 00:16:05.000]  接著就做了
[00:16:05.000 --> 00:16:08.000]  之後就復發了
[00:16:08.000 --> 00:16:10.000]  做了很多次
[00:16:10.000 --> 00:16:12.000]  他都挺幽默的
[00:16:12.000 --> 00:16:16.000]  他形容他的主診醫生
[00:16:16.000 --> 00:16:18.000]  就好像黑社會一樣
[00:16:18.000 --> 00:16:20.000]  我聽完之後覺得很噁心
[00:16:20.000 --> 00:16:22.000]  為什麼跟黑社會有什麼關係呢
[00:16:22.000 --> 00:16:26.000]  他的醫生就像斬一樣
[00:16:26.000 --> 00:16:30.000]  把他的癌細胞切出來
[00:16:30.000 --> 00:16:32.000]  快靚正
[00:16:32.000 --> 00:16:36.000]  接著就用電療用火燒
[00:16:36.000 --> 00:16:39.000]  就像黑道中人一樣
[00:16:39.000 --> 00:16:42.000]  來處理他的病
[00:16:42.000 --> 00:16:46.000]  其實在這段時間
[00:16:46.000 --> 00:16:50.000]  特別在於他生病了十年
[00:16:50.000 --> 00:16:53.000]  不過他一直在治病
[00:16:53.000 --> 00:16:56.000]  一直在上班
[00:16:56.000 --> 00:17:00.000]  你想像得到他是一個怎樣的人
[00:17:00.000 --> 00:17:03.000]  很硬朗
[00:17:03.000 --> 00:17:08.000]  直至那天我在病床裡去探望他
[00:17:08.000 --> 00:17:10.000]  為什麼他又入院呢
[00:17:10.000 --> 00:17:14.000]  因為除了癌症之外
[00:17:14.000 --> 00:17:18.000]  他還中了風
[00:17:18.000 --> 00:17:23.000]  所以他那天就睡在病床裡
[00:17:23.000 --> 00:17:26.000]  半身不能動
[00:17:26.000 --> 00:17:29.000]  非常沮喪
[00:17:29.000 --> 00:17:33.000]  經過了多年艱辛的生活
[00:17:33.000 --> 00:17:37.000]  和疾病的煎熬和掙扎
[00:17:37.000 --> 00:17:44.000]  的確令他對生命多了一番體會
[00:17:44.000 --> 00:17:45.000]  很感恩
[00:17:45.000 --> 00:17:47.000]  當我跟他分享呼音的時候
[00:17:47.000 --> 00:17:50.000]  這位男士願意
[00:17:50.000 --> 00:17:53.000]  決志相信耶穌
[00:17:53.000 --> 00:17:57.000]  神就在那麼特別預定的時間裡
[00:17:57.000 --> 00:18:02.000]  給他得著這份永恆的祝福和盼望
[00:18:02.000 --> 00:18:08.000]  成就了他在生命中的美意
[00:18:08.000 --> 00:18:12.000]  但是故事還沒完
[00:18:12.000 --> 00:18:14.000]  這位男士
[00:18:14.000 --> 00:18:18.000]  當我跟他在病床裡聊天的時候
[00:18:18.000 --> 00:18:20.000]  我也有問他
[00:18:20.000 --> 00:18:26.000]  其實在你心裡有什麼期盼
[00:18:26.000 --> 00:18:27.000]  好像很沮喪
[00:18:27.000 --> 00:18:30.000]  也要找一些動力
[00:18:30.000 --> 00:18:31.000]  他說
[00:18:31.000 --> 00:18:39.000]  我的大女兒大半年後就要結婚了
[00:18:39.000 --> 00:18:44.000]  我想牽著我的女兒送她出嫁
[00:18:44.000 --> 00:18:47.000]  其實當時這位弟兄
[00:18:47.000 --> 00:18:53.000]  他的病情已經相當不穩定
[00:18:53.000 --> 00:18:56.000]  還睡在病床裡
[00:18:56.000 --> 00:18:59.000]  中了風
[00:18:59.000 --> 00:19:01.000]  行不行
[00:19:01.000 --> 00:19:03.000]  能不能康復
[00:19:03.000 --> 00:19:05.000]  真是天曉得
[00:19:05.000 --> 00:19:07.000]  不過聽完之後
[00:19:07.000 --> 00:19:09.000]  仍然鼓勵他
[00:19:09.000 --> 00:19:10.000]  禱告吧
[00:19:10.000 --> 00:19:12.000]  上帝有恩典
[00:19:12.000 --> 00:19:16.000]  很盼望他能夠夢境成真
[00:19:16.000 --> 00:19:17.000]  真是感恩
[00:19:17.000 --> 00:19:19.000]  過了一段時間
[00:19:19.000 --> 00:19:20.000]  他出院了
[00:19:20.000 --> 00:19:21.000]  回家了
[00:19:21.000 --> 00:19:24.000]  於是我在他家裡
[00:19:24.000 --> 00:19:28.000]  幫他施行了灑水禮
[00:19:28.000 --> 00:19:30.000]  大半年後
[00:19:30.000 --> 00:19:34.000]  女兒結婚了
[00:19:34.000 --> 00:19:38.000]  那天他非常聰明
[00:19:38.000 --> 00:19:43.000]  戴著一頂西部牛仔帽
[00:19:43.000 --> 00:19:45.000]  有沒有見過外父
[00:19:45.000 --> 00:19:47.000]  這樣的裝扮
[00:19:47.000 --> 00:19:51.000]  牽著女兒出嫁
[00:19:51.000 --> 00:19:52.000]  不要忘記
[00:19:52.000 --> 00:19:57.000]  當時他的癌症已經走到通心
[00:19:57.000 --> 00:19:59.000]  他的肝
[00:19:59.000 --> 00:20:00.000]  他的骨
[00:20:00.000 --> 00:20:02.000]  他的腦
[00:20:02.000 --> 00:20:04.000]  到處都是
[00:20:04.000 --> 00:20:09.000]  但是他仍然可以很開心
[00:20:09.000 --> 00:20:12.000]  牽著女兒出嫁
[00:20:12.000 --> 00:20:16.000]  見證著他長大成人
[00:20:16.000 --> 00:20:20.000]  成家立室
[00:20:20.000 --> 00:20:22.000]  在這段時間
[00:20:22.000 --> 00:20:24.000]  他出院了
[00:20:24.000 --> 00:20:28.000]  到女兒出嫁的期間
[00:20:28.000 --> 00:20:31.000]  其實醫生已經很多次
[00:20:31.000 --> 00:20:33.000]  告訴他太太
[00:20:33.000 --> 00:20:34.000]  對不起
[00:20:34.000 --> 00:20:37.000]  我們的藥已經用到盡了
[00:20:37.000 --> 00:20:39.000]  沒有了
[00:20:39.000 --> 00:20:40.000]  但是不知為何
[00:20:40.000 --> 00:20:41.000]  突然間過了一段時間
[00:20:41.000 --> 00:20:44.000]  又有一隻可以幫他試試
[00:20:44.000 --> 00:20:46.000]  又頂住一陣子
[00:20:46.000 --> 00:20:48.000]  一次一次
[00:20:48.000 --> 00:20:50.000]  上帝為他開路
[00:20:50.000 --> 00:20:52.000]  上帝真的很疼他
[00:20:52.000 --> 00:20:54.000]  直到他真的有機會
[00:20:54.000 --> 00:20:58.000]  見證女兒出嫁
[00:20:58.000 --> 00:21:00.000]  到女兒結婚之後
[00:21:00.000 --> 00:21:06.000]  當然病況是每況愈下
[00:21:06.000 --> 00:21:08.000]  在這段期間
[00:21:08.000 --> 00:21:12.000]  他的信心沒有被拖垮
[00:21:12.000 --> 00:21:14.000]  仍然是堅強
[00:21:14.000 --> 00:21:17.000]  很平安地去面對
[00:21:17.000 --> 00:21:20.000]  終於就靠著上帝
[00:21:20.000 --> 00:21:23.000]  走完了他人生的路程
[00:21:23.000 --> 00:21:28.000]  這位弟兄幾年前回到天家
[00:21:28.000 --> 00:21:30.000]  我回想起來
[00:21:30.000 --> 00:21:34.000]  如果當時
[00:21:34.000 --> 00:21:39.000]  不是透過這位姐妹的邀請
[00:21:39.000 --> 00:21:42.000]  是鳳釵衍
[00:21:42.000 --> 00:21:46.000]  邀請我和這位男士去傳福音
[00:21:46.000 --> 00:21:49.000]  我就沒有機會
[00:21:49.000 --> 00:21:52.000]  來見證後半截
[00:21:52.000 --> 00:21:57.000]  這一連串很美麗的圖畫
[00:21:58.000 --> 00:22:02.000]  這段經歷正是要表明
[00:22:02.000 --> 00:22:07.000]  如果是鳳釵衍傳道
[00:22:07.000 --> 00:22:09.000]  叫人聽見福音
[00:22:09.000 --> 00:22:11.000]  信耶穌
[00:22:11.000 --> 00:22:13.000]  這幾個步驟
[00:22:13.000 --> 00:22:15.000]  按部就班
[00:22:15.000 --> 00:22:18.000]  逐步逐步付諸實行
[00:22:18.000 --> 00:22:22.000]  是一件非常美麗的事
[00:22:22.000 --> 00:22:25.000]  其實這四個步驟
[00:22:25.000 --> 00:22:29.000]  是環環緊扣缺一不可
[00:22:29.000 --> 00:22:33.000]  剛才所說中間一斷了纜
[00:22:33.000 --> 00:22:36.000]  後面就沒事發生
[00:22:36.000 --> 00:22:41.000]  這正是當年這班以色列民
[00:22:41.000 --> 00:22:44.000]  被我們見到的情景
[00:22:44.000 --> 00:22:47.000]  在以色列人的歷史裏
[00:22:47.000 --> 00:22:49.000]  他們只是經驗了
[00:22:49.000 --> 00:22:52.000]  做了頭兩個部分
[00:22:52.000 --> 00:22:55.000]  由鳳釵衍去傳道
[00:22:55.000 --> 00:22:57.000]  在他們的民族歷史
[00:22:57.000 --> 00:23:00.000]  在先知當中
[00:23:00.000 --> 00:23:05.000]  多次將福音講給他們聽
[00:23:05.000 --> 00:23:07.000]  不過很可惜
[00:23:07.000 --> 00:23:10.000]  後半截那兩個部分
[00:23:10.000 --> 00:23:14.000]  他們不是像我剛才所說
[00:23:14.000 --> 00:23:16.000]  那位弟兄那樣
[00:23:16.000 --> 00:23:18.000]  有個正面的回應
[00:23:18.000 --> 00:23:23.000]  到今天以色列人仍然拒絕福音
[00:23:23.000 --> 00:23:26.000]  我們由第十六節
[00:23:26.000 --> 00:23:28.000]  看下去大家就知道
[00:23:28.000 --> 00:23:31.000]  第十六至第十七節說
[00:23:31.000 --> 00:23:34.000]  只是人沒有都聽從福音
[00:23:34.000 --> 00:23:35.000]  因為以賽亞說
[00:23:35.000 --> 00:23:37.000]  主呀!我們所傳的
[00:23:37.000 --> 00:23:39.000]  有誰信呢?
[00:23:39.000 --> 00:23:42.000]  可見信道是從聽道來的
[00:23:42.000 --> 00:23:45.000]  聽道是從基督的話來的
[00:23:45.000 --> 00:23:50.000]  只是人沒有都聽從福音
[00:23:50.000 --> 00:23:53.000]  現代中文譯本就譯得白很多
[00:23:53.000 --> 00:23:58.000]  然而並不是每一個人都接受福音
[00:23:58.000 --> 00:24:01.000]  聽完福音就信耶穌
[00:24:01.000 --> 00:24:05.000]  哪有這麼順攤
[00:24:05.000 --> 00:24:07.000]  保羅就要指出
[00:24:07.000 --> 00:24:10.000]  在這班以色列人裏
[00:24:10.000 --> 00:24:12.000]  仍然有不信的
[00:24:12.000 --> 00:24:17.000]  他就引述以賽亞先知所說的話
[00:24:17.000 --> 00:24:20.000]  在那個年代所發生的事
[00:24:20.000 --> 00:24:22.000]  去到新約
[00:24:22.000 --> 00:24:25.000]  這班以色列人仍然一樣
[00:24:25.000 --> 00:24:27.000]  歷史重演
[00:24:27.000 --> 00:24:29.000]  所以他在第十七節
[00:24:29.000 --> 00:24:33.000]  只不過是重申上面說過的論點
[00:24:33.000 --> 00:24:35.000]  可見信道是從聽道來的
[00:24:35.000 --> 00:24:37.000]  聽道是從基督的話來的
[00:24:37.000 --> 00:24:42.000]  也不需要進一步跟大家解釋
[00:24:42.000 --> 00:24:43.000]  問題反而是
[00:24:43.000 --> 00:24:47.000]  人不相信福音的原因是什麼呢?
[00:24:47.000 --> 00:24:50.000]  第十八節這樣說
[00:24:50.000 --> 00:24:51.000]  但我說
[00:24:51.000 --> 00:24:53.000]  人沒有聽見嗎?
[00:24:53.000 --> 00:24:54.000]  承然聽見了
[00:24:54.000 --> 00:24:57.000]  他們的聲音傳遍天下
[00:24:57.000 --> 00:25:00.000]  他們的言語傳到地極
[00:25:00.000 --> 00:25:03.000]  保羅作出了一個反問
[00:25:03.000 --> 00:25:07.000]  人沒有聽見嗎?
[00:25:07.000 --> 00:25:09.000]  因為人沒有聽過福音
[00:25:09.000 --> 00:25:11.000]  所以不相信?
[00:25:11.000 --> 00:25:12.000]  當然不是
[00:25:12.000 --> 00:25:14.000]  因為他接著就說了
[00:25:14.000 --> 00:25:16.000]  承然聽見了
[00:25:16.000 --> 00:25:18.000]  聽過了
[00:25:18.000 --> 00:25:23.000]  他接著引述了詩篇第十九篇第四節
[00:25:23.000 --> 00:25:25.000]  那裏這樣說
[00:25:25.000 --> 00:25:27.000]  他們的聲音傳遍天下
[00:25:27.000 --> 00:25:31.000]  他們的言語傳到地極
[00:25:31.000 --> 00:25:34.000]  這段詩篇原本是說
[00:25:34.000 --> 00:25:41.000]  上帝是透過諸天大自然來啟示
[00:25:41.000 --> 00:25:45.000]  表達祂的榮耀
[00:25:45.000 --> 00:25:51.000]  而透過傳福音的人的聲音言語
[00:25:51.000 --> 00:25:56.000]  也同樣將福音很具體的
