
[00:00:00.000 --> 00:00:03.080]  恩典逼人來不再羞恥失望
[00:05:08.760 --> 00:05:11.280]  沒有人會跟我們說我很多羞恥
[00:05:11.280 --> 00:05:12.200]  沒有人說的
[00:05:12.200 --> 00:05:14.080]  但我們怎樣面對別人
[00:05:14.080 --> 00:05:15.200]  我們的人生是怎樣
[00:05:15.200 --> 00:05:17.120]  和我們怎樣面對我們的下一代
[00:05:17.120 --> 00:05:21.760]  是因為跟我們心裏面感到的羞恥是有關係的
[00:05:21.760 --> 00:05:25.080]  我們下星期會說到情慾
[00:05:25.080 --> 00:05:26.880]  我們怎樣去面對這些事呢
[00:05:26.880 --> 00:05:29.440]  沒有人會公開說我心裏面很多情慾
[00:05:29.440 --> 00:05:30.920]  我們不會告訴別人
[00:05:30.920 --> 00:05:36.960]  但我們怎樣去透過上帝的恩典去克服這些事呢
[00:05:36.960 --> 00:05:40.080]  再下星期我們會說到貪婪
[00:05:40.080 --> 00:05:41.760]  為何我們會有貪婪的心呢
[00:05:41.760 --> 00:05:45.960]  我們怎樣能夠經歷耶穌基督的改變呢
[00:05:45.960 --> 00:05:47.320]  能夠這樣做
[00:05:47.320 --> 00:05:51.640]  我希望透過我們一起去思想這些事的時候
[00:05:51.640 --> 00:05:55.200]  我希望我和你都成為一個更誠實的人
[00:05:55.200 --> 00:05:57.160]  我希望你和我都成為一個
[00:05:57.160 --> 00:06:00.960]  更能夠渴望聖潔人生的長進的人
[00:06:00.960 --> 00:06:04.400]  我們信耶穌是真的會快樂的
[00:06:04.400 --> 00:06:06.600]  但在我們要快樂的時候
[00:06:06.600 --> 00:06:10.520]  我們先要明白是聖潔令我們快樂
[00:06:10.520 --> 00:06:13.040]  我們會有一個快樂的生活
[00:06:13.040 --> 00:06:15.840]  但首先是聖潔的生活
[00:06:15.840 --> 00:06:18.280]  然後會變成快樂的生活
[00:06:18.280 --> 00:06:20.480]  我們應該怎樣去做呢
[00:06:20.480 --> 00:06:23.520]  我希望我們一起謙卑地在主的面前
[00:06:23.520 --> 00:06:25.920]  我們一起彼此鼓勵
[00:06:25.920 --> 00:06:27.560]  我們彼此一起學
[00:06:27.560 --> 00:06:29.440]  怎樣透過上帝的恩典
[00:06:29.440 --> 00:06:31.240]  能夠突破成為一個
[00:06:31.240 --> 00:06:34.240]  真是聖潔的、有盼望、有能力的
[00:06:34.240 --> 00:06:35.880]  耶穌基督的門徒
[00:06:35.880 --> 00:06:37.520]  今天我和各位講
[00:06:37.520 --> 00:06:41.280]  就是講到不再羞恥和失望
[00:06:41.280 --> 00:06:42.280]  這個羞恥呢
[00:06:42.280 --> 00:06:44.240]  我是講到英文這個shame
[00:06:44.240 --> 00:06:45.400]  to be ashamed
[00:06:45.400 --> 00:06:48.680]  這個是中國人時時用這個羞恥這件事
[00:06:48.680 --> 00:06:50.680]  來活我們的生命的
[00:06:50.680 --> 00:06:52.240]  羞恥是什麼呢
[00:06:52.240 --> 00:06:54.720]  其實羞恥是一種emotion來的
[00:06:54.720 --> 00:06:57.600]  是一種很痛苦的一種感受
[00:06:57.600 --> 00:06:58.920]  是在我們的心裡面
[00:06:58.920 --> 00:07:01.640]  但我們又不講得出來給人聽是這樣的
[00:07:01.640 --> 00:07:03.760]  可能這個是來自罪疚感
[00:07:03.760 --> 00:07:06.080]  可能來自虧欠一些東西
[00:07:06.080 --> 00:07:07.800]  或者真的做錯了事
[00:07:07.800 --> 00:07:10.760]  但如果我們要徹底地明白和克服它
[00:07:10.760 --> 00:07:14.520]  我們一定要了解神怎樣看待這件事
[00:07:14.520 --> 00:07:16.840]  通常我們講羞恥的時候
[00:07:16.840 --> 00:07:19.000]  這個羞恥是我們家庭告訴我們
[00:07:19.000 --> 00:07:20.320]  或者我們的家人
[00:07:20.320 --> 00:07:21.600]  或者其他人告訴我們
[00:07:21.600 --> 00:07:23.520]  從人的角度來說
[00:07:23.520 --> 00:07:26.520]  說我們應該怎樣怎樣
[00:07:26.520 --> 00:07:28.920]  或者人自己怎樣想
[00:07:28.920 --> 00:07:30.640]  但重點是
[00:07:30.640 --> 00:07:32.320]  當我們成為了基督徒之後
[00:07:32.320 --> 00:07:34.400]  或者當我們去明白了
[00:07:34.400 --> 00:07:35.320]  救恩是怎樣
[00:07:35.320 --> 00:07:36.400]  福音是怎樣
[00:07:36.400 --> 00:07:38.920]  福音叫我們從神的角度去看
[00:07:38.920 --> 00:07:40.280]  是什麼意思呢
[00:07:40.280 --> 00:07:44.240]  原來有一些東西是不榮耀神的
[00:07:44.240 --> 00:07:47.080]  不能夠榮耀神或者羞辱上帝
[00:07:47.080 --> 00:07:50.160]  這些就是真的羞恥來的
[00:07:50.160 --> 00:07:51.680]  但是有一些東西
[00:07:51.680 --> 00:07:55.080]  是不是不榮耀神的
[00:07:55.080 --> 00:07:56.840]  是不會羞辱上帝的
[00:07:56.840 --> 00:08:00.040]  但我們自己就覺得這些東西真的是羞恥來的
[00:08:00.040 --> 00:08:02.440]  上帝就說祂幫我們搞清楚
[00:08:02.440 --> 00:08:04.720]  這些事情是些什麼
[00:08:04.720 --> 00:08:06.400]  這些只是我們自己的感覺
[00:08:06.400 --> 00:08:07.520]  或者我們的背景
[00:08:07.520 --> 00:08:09.040]  或者我們自己害怕
[00:08:09.040 --> 00:08:10.840]  所以我們就有這種感覺
[00:08:10.840 --> 00:08:13.240]  而這些很多時候就會吸食了我們
[00:08:13.240 --> 00:08:14.840]  所以當我們認識了主之後
[00:08:14.840 --> 00:08:17.080]  每件事都能夠很清楚的
[00:08:17.080 --> 00:08:19.680]  神透過聖靈讓我們明白過來
[00:08:19.680 --> 00:08:21.960]  我們就能夠得到釋放
[00:08:21.960 --> 00:08:24.480]  就能夠快步走前面的路
[00:08:24.480 --> 00:08:27.840]  所以今天我和各位一起去思想
[00:08:27.840 --> 00:08:29.280]  羞恥這件事是什麼
[00:08:29.280 --> 00:08:31.360]  我想和各位思想三方面
[00:08:31.360 --> 00:08:33.440]  三種的羞恥
[00:08:33.440 --> 00:08:35.280]  第一樣東西我們要看的
[00:08:35.280 --> 00:08:39.120]  我們稱之為不可輕看的羞恥
[00:08:39.120 --> 00:08:41.640]  不可以輕看的羞恥
[00:08:41.640 --> 00:08:43.160]  這些是什麼來的呢
[00:08:43.160 --> 00:08:47.720]  這些就是當我們做了一些不能夠榮耀神的事情
[00:08:47.720 --> 00:08:50.480]  一些一切不榮耀神的行為
[00:08:50.480 --> 00:08:52.680]  或者我們是因為不信
[00:08:52.680 --> 00:08:54.760]  所以我們的態度就是這樣的
[00:08:54.760 --> 00:08:56.800]  而帶來的各樣的事情
[00:08:56.800 --> 00:08:58.920]  這些事情聖經告訴我們
[00:08:58.920 --> 00:09:01.680]  我們應該是要感到羞恥
[00:09:01.680 --> 00:09:03.320]  不要再做這些事情
[00:09:03.320 --> 00:09:04.760]  聖經裡面說了很多的事情
[00:09:04.760 --> 00:09:07.600]  不過我想和各位思想一下四方面的
[00:09:07.600 --> 00:09:10.160]  第一樣就是對神的無知
[00:09:10.160 --> 00:09:11.360]  就是我們信了主
[00:09:11.360 --> 00:09:14.160]  但是我們完全不了解神是怎麼樣的
[00:09:14.160 --> 00:09:16.560]  所以我們就亂自己來這麼說
[00:09:16.560 --> 00:09:18.920]  保羅是對哥倫多教會的人
[00:09:18.920 --> 00:09:20.680]  他就說他們
[00:09:20.680 --> 00:09:22.920]  你們的教會是這麼好的
[00:09:22.920 --> 00:09:24.640]  你認為自己有這麼好的教會
[00:09:24.640 --> 00:09:27.160]  認為自己這麼多的恩賜各樣的事情
[00:09:27.160 --> 00:09:29.760]  但是你們竟然對神的道理
[00:09:29.760 --> 00:09:32.000]  對聖經的話你是不了解
[00:09:32.000 --> 00:09:33.600]  並且不但不了解
[00:09:33.600 --> 00:09:35.200]  還在彼此的推測
[00:09:35.200 --> 00:09:37.800]  以至異端進入了教會裡面
[00:09:37.800 --> 00:09:39.000]  這是什麼異端呢
[00:09:39.000 --> 00:09:40.440]  就是死人沒有復活
[00:09:40.440 --> 00:09:42.400]  竟然教會裡面是這樣說
[00:09:42.400 --> 00:09:45.000]  請大家看這段聖經和我一起讀
[00:09:45.000 --> 00:09:47.600]  哥倫多前書第十五章
[00:09:47.600 --> 00:09:49.120]  若死人不復活
[00:09:49.120 --> 00:09:51.320]  我們就吃吃喝喝罷
[00:09:51.320 --> 00:09:53.120]  因為明天要死了
[00:09:53.120 --> 00:09:54.400]  你們不要自欺
[00:09:54.400 --> 00:09:56.440]  濫交是敗壞善行
[00:09:56.440 --> 00:09:58.360]  你們要醒悟為善
[00:09:58.360 --> 00:09:59.440]  不要犯罪
[00:09:59.440 --> 00:10:01.360]  因為有人不認識神
[00:10:01.360 --> 00:10:02.400]  我說者話
[00:10:02.400 --> 00:10:04.320]  是叫你們羞愧
[00:10:04.320 --> 00:10:06.240]  哥倫多前書第十五章
[00:10:06.240 --> 00:10:07.320]  三十二到三十四
[00:10:07.320 --> 00:10:09.920]  請留意羞愧這個字
[00:10:09.920 --> 00:10:11.480]  希伯來書那裡告訴我們
[00:10:11.480 --> 00:10:13.880]  第五章他說我們信了主這麼久
[00:10:13.880 --> 00:10:15.600]  我們應該做人的師父的了
[00:10:15.600 --> 00:10:16.680]  應該是教人的了
[00:10:16.680 --> 00:10:18.040]  follow up人的了
[00:10:18.040 --> 00:10:20.680]  但是他說我們竟然在信仰的開端裡面
[00:10:20.680 --> 00:10:24.160]  還為那些基本的信仰懷疑這樣懷疑那樣
[00:10:24.160 --> 00:10:28.160]  他說我們其實應該好像大人一樣吃乾糧的
[00:10:28.160 --> 00:10:29.880]  但是我們走回去好像嬰兒一樣
[00:10:29.880 --> 00:10:31.400]  在那裡喝奶
[00:10:31.400 --> 00:10:33.000]  還彼此的
[00:10:33.000 --> 00:10:34.440]  是不是這樣呢?
[00:10:34.440 --> 00:10:35.240]  普羅話
[00:10:35.240 --> 00:10:36.880]  我們不要過去這樣
[00:10:36.880 --> 00:10:39.400]  你應該以對這些的無知
[00:10:39.400 --> 00:10:41.640]  不要留在這個地步裡面
[00:10:41.640 --> 00:10:43.920]  你要有進步才行
[00:10:43.920 --> 00:10:45.360]  如果你就是這樣
[00:10:45.360 --> 00:10:47.960]  你就要感到羞愧的
[00:10:47.960 --> 00:10:49.560]  我們是不是這樣呢?
[00:10:49.560 --> 00:10:51.600]  我們是不是還在為這些
[00:10:51.600 --> 00:10:55.480]  基本的信仰我們自己都不明白呢?
[00:10:55.480 --> 00:10:57.760]  第二樣東西不要輕看的羞恥
[00:10:57.760 --> 00:10:59.440]  就是我們的不長進
[00:10:59.440 --> 00:11:01.400]  信徒的不長進
[00:11:01.400 --> 00:11:02.800]  信徒的不長進是什麼呢?
[00:11:02.800 --> 00:11:06.160]  我們先讀聖經江南多前書第六章
[00:11:06.160 --> 00:11:09.880]  「我說這話是要叫你們羞恥
[00:11:09.880 --> 00:11:12.760]  難道你們中間沒有一個智慧人
[00:11:12.760 --> 00:11:15.400]  能審斷弟兄們的事嗎?
[00:11:15.400 --> 00:11:18.320]  你們竟是弟兄與弟兄告狀
[00:11:18.320 --> 00:11:21.240]  而且告在不信主的人面前
[00:11:21.240 --> 00:11:23.000]  你們彼此告狀
[00:11:23.000 --> 00:11:25.320]  這已經是你們的大錯了
[00:11:25.320 --> 00:11:27.560]  為什麼不情願受氣呢?
[00:11:27.560 --> 00:11:29.760]  為什麼不情願吃虧呢?」
[00:11:29.760 --> 00:11:32.000]  江南多前書第六章五至八字
[00:11:32.000 --> 00:11:33.600]  江南多教會裡面的人
[00:11:33.600 --> 00:11:36.920]  是基督徒是輸另一個基督徒
[00:11:36.920 --> 00:11:37.880]  告另一個基督徒
[00:11:37.880 --> 00:11:39.800]  而且是告上法庭
[00:11:39.800 --> 00:11:40.640]  教會裡面的事
[00:11:40.640 --> 00:11:43.120]  應該是教會裡面的長輩來幫我們解決
[00:11:43.120 --> 00:11:44.200]  但是他們不是
[00:11:44.200 --> 00:11:45.960]  他們是告上法庭
[00:11:45.960 --> 00:11:48.240]  法庭裡面那些是不信主的人
[00:11:48.240 --> 00:11:51.280]  所以教會裡面信主的人解決不了
[00:11:51.280 --> 00:11:54.440]  要不信主的人為他們來解決
[00:11:54.440 --> 00:11:57.000]  保羅說「你不覺得羞恥嗎?
[00:11:57.000 --> 00:11:59.440]  你怎麼會搞到這樣呢?
[00:11:59.440 --> 00:12:02.120]  就算是誰對誰錯
[00:12:02.120 --> 00:12:03.320]  保羅說
[00:12:03.320 --> 00:12:07.800]  難道你不願意吃虧一點嗎?
[00:12:07.800 --> 00:12:09.880]  為什麼你要這樣做
[00:12:09.880 --> 00:12:11.360]  去侮辱上帝的名
[00:12:11.360 --> 00:12:13.480]  侮辱教會的名呢?」
[00:12:13.480 --> 00:12:15.760]  保羅的意思就是說
[00:12:15.760 --> 00:12:18.240]  為什麼你們彼此這樣去爭
[00:12:18.240 --> 00:12:20.120]  而是彼此去告狀呢?
[00:12:20.120 --> 00:12:21.320]  為什麼人會這樣呢?
[00:12:21.320 --> 00:12:23.080]  可能是我們的氣不順
[00:12:23.080 --> 00:12:25.360]  因為我們弟兄姐妹這樣說
[00:12:25.360 --> 00:12:26.360]  我的氣不順
[00:12:26.360 --> 00:12:27.560]  搞不定的時候
[00:12:27.560 --> 00:12:29.360]  我就告上法庭
[00:12:29.360 --> 00:12:32.400]  讓法庭來判我的對
[00:12:32.400 --> 00:12:34.840]  就是說那條氣的意思
[00:12:34.840 --> 00:12:36.160]  又認為自己有理
[00:12:36.160 --> 00:12:37.720]  別人沒有理由
[00:12:37.720 --> 00:12:39.600]  又不願意贏
[00:12:39.600 --> 00:12:41.360]  或者自己有一點點能力
[00:12:41.360 --> 00:12:43.600]  你知不知道我可以請律師來告你的
[00:12:43.600 --> 00:12:44.920]  會說這樣的說話
[00:12:44.920 --> 00:12:47.280]  弟兄姐妹,如果教會搞成這樣
[00:12:47.280 --> 00:12:49.680]  如果大家中間有這樣的事的時候
[00:12:49.680 --> 00:12:50.520]  保羅說
[00:12:50.520 --> 00:12:52.640]  這些事你不要輕看
[00:12:52.640 --> 00:12:56.360]  因為這是你和神的羞愧
[00:12:56.360 --> 00:12:57.960]  這是侮辱上帝
[00:12:57.960 --> 00:13:00.960]  也是侮辱你自己的教會
[00:13:00.960 --> 00:13:01.960]  有很多時候
[00:13:01.960 --> 00:13:05.200]  我都見到有些教會和教會的彼此去告上法庭
[00:13:05.200 --> 00:13:09.280]  或者是信徒之間的這樣做
[00:13:09.280 --> 00:13:11.280]  可能是有人主使
[00:13:11.280 --> 00:13:12.920]  摸他的工作也說不定
[00:13:12.920 --> 00:13:14.080]  不過這些事
[00:13:14.080 --> 00:13:17.800]  就是當信徒不願意吃一點虧
[00:13:17.800 --> 00:13:19.800]  不願意謙卑下來的時候
[00:13:19.800 --> 00:13:21.560]  就會出現這樣的事
[00:13:21.560 --> 00:13:24.160]  這些就真的是羞恥
[00:13:24.160 --> 00:13:25.760]  因為他不能夠榮耀神
[00:13:25.760 --> 00:13:26.960]  第三件事
[00:13:26.960 --> 00:13:28.520]  《聖經》裡面有提到
[00:13:28.520 --> 00:13:30.720]  我們仍舊在罪中活著
[00:13:30.720 --> 00:13:34.000]  仍舊在罪中裡面活著
[00:13:34.000 --> 00:13:36.880]  請你聽我讀《耳乏所書》第五章那裡
[00:13:36.880 --> 00:13:37.560]  保羅說
[00:13:37.560 --> 00:13:39.320]  從前你們是暗昧的
[00:13:39.320 --> 00:13:41.600]  但如今在主裡面是光明的
[00:13:41.600 --> 00:13:44.400]  行事為人就當做光明的子女
[00:13:44.400 --> 00:13:46.040]  光明所結的果子
[00:13:46.040 --> 00:13:47.400]  就是一切良善
[00:13:47.400 --> 00:13:48.600]  公義誠實
[00:13:48.600 --> 00:13:51.360]  總要察驗何為主所喜悅的事
[00:13:51.360 --> 00:13:53.480]  那暗昧無益的事
[00:13:53.480 --> 00:13:55.280]  就不要與人同行
[00:13:55.280 --> 00:13:58.240]  都要責備行這些事的人
[00:13:58.240 --> 00:14:00.240]  因為他們暗中所行的
[00:14:00.240 --> 00:14:02.880]  就是提起來也是可恥的
[00:14:02.880 --> 00:14:05.320]  《耳乏所書》第五章8-12節
[00:14:05.320 --> 00:14:06.120]  保羅說
[00:14:06.120 --> 00:14:08.320]  為什麼我們做了基督徒
[00:14:08.320 --> 00:14:11.320]  為什麼我們還做以前那些東西呢
[00:14:11.320 --> 00:14:13.200]  難道你不覺得是可恥嗎
[00:14:13.200 --> 00:14:14.840]  他說以前那些東西
[00:14:14.840 --> 00:14:16.720]  我們現在是說回來
[00:14:16.720 --> 00:14:17.840]  我們都覺得羞恥
[00:14:17.840 --> 00:14:19.640]  為什麼你還要時時去說呢
[00:14:19.640 --> 00:14:20.880]  為什麼你時時還覺得
[00:14:20.880 --> 00:14:22.080]  我以前你知多威風
[00:14:22.080 --> 00:14:23.600]  我這樣這樣這樣的
[00:14:23.600 --> 00:14:25.480]  為什麼你還要以那些東西為榮呢
[00:14:25.480 --> 00:14:27.320]  為什麼你還要這樣做呢
[00:14:27.320 --> 00:14:28.880]  他說如果有人是這樣
[00:14:28.880 --> 00:14:30.960]  你不要跟他一起再說這些事
[00:14:30.960 --> 00:14:34.440]  你不要跟他們一起去做
[00:14:34.440 --> 00:14:37.040]  就算提出來也是不對的
[00:14:37.040 --> 00:14:38.840]  他說如果是這樣的時候
[00:14:38.840 --> 00:14:42.520]  我們應該為這件事是要難過
[00:14:42.520 --> 00:14:45.320]  而不要為這件事說沒什麼所謂
[00:14:45.320 --> 00:14:46.920]  我們有沒有這樣呢
[00:14:46.920 --> 00:14:48.480]  第四樣的事
[00:14:48.480 --> 00:14:50.480]  就是不信警告的態度
[00:14:50.480 --> 00:14:52.200]  他對帖撒羅尼加的教會
[00:14:52.200 --> 00:14:53.240]  保羅是這樣說
[00:14:53.240 --> 00:14:55.560]  我們一起讀帖撒羅尼加後書
[00:14:55.560 --> 00:14:58.720]  第三章11-13節
[00:14:58.720 --> 00:15:00.000]  因我們聽說
[00:15:00.000 --> 00:15:03.280]  在你們中間有人不按規矩而行
[00:15:03.280 --> 00:15:04.760]  什麼功都不做
[00:15:04.760 --> 00:15:06.720]  反倒專管閒事
[00:15:06.720 --> 00:15:09.320]  我們靠主耶穌基督吩咐
[00:15:09.320 --> 00:15:10.720]  勸戒這樣的人
[00:15:10.720 --> 00:15:12.240]  要安靜做工
[00:15:12.240 --> 00:15:13.480]  吃自己的飯
[00:15:13.480 --> 00:15:14.360]  弟兄們
[00:15:14.360 --> 00:15:16.920]  你們行善不可喪志
[00:15:16.920 --> 00:15:19.160]  還有第十四節我沒有寫出來
[00:15:19.160 --> 00:15:20.200]  不記得寫出來
[00:15:20.200 --> 00:15:21.280]  第十四節他說
[00:15:21.280 --> 00:15:23.880]  若有人不聽從以上所講的
[00:15:23.880 --> 00:15:25.280]  要記下他
[00:15:25.280 --> 00:15:26.800]  不和他交往
[00:15:26.800 --> 00:15:28.880]  叫他自覺羞愧
[00:15:28.880 --> 00:15:29.960]  寫出來了
[00:15:29.960 --> 00:15:32.000]  叫他自覺羞愧
[00:15:32.000 --> 00:15:33.720]  這個又出現這個字
[00:15:33.720 --> 00:15:36.800]  他說如果是這樣的
[00:15:36.800 --> 00:15:38.640]  什麼都不理
[00:15:38.640 --> 00:15:39.880]  還說人閒話
[00:15:39.880 --> 00:15:42.040]  是專門惹事生非
[00:15:42.040 --> 00:15:44.560]  專門說不是這樣的
[00:15:44.560 --> 00:15:47.400]  他說我靠主耶穌基督的吩咐
[00:15:47.400 --> 00:15:49.040]  勸戒這樣的人
[00:15:49.040 --> 00:15:53.040]  你去安靜地做你自己要做的事
[00:15:53.040 --> 00:15:54.160]  吃自己的飯
[00:15:54.160 --> 00:15:56.240]  即是不要專管別人的事
[00:15:56.240 --> 00:15:57.960]  別人吃這些別人做那些
[00:15:57.960 --> 00:15:59.120]  不要這樣
[00:15:59.120 --> 00:16:00.640]  他說行善不可喪志
[00:16:00.640 --> 00:16:01.800]  如果有人是這樣
[00:16:01.800 --> 00:16:03.200]  不要和他來往
[00:16:03.200 --> 00:16:06.080]  他說要他自覺羞愧
[00:16:06.080 --> 00:16:08.320]  即是說當有一個人做這些事的時候
[00:16:08.320 --> 00:16:11.000]  我們要讓他覺得自己知道這件事不對
[00:16:11.000 --> 00:16:12.320]  而不是和他說
[00:16:12.320 --> 00:16:15.040]  沒所謂或者說我們不出聲
[00:16:15.040 --> 00:16:16.320]  一個教會的聖潔
[00:16:16.320 --> 00:16:17.840]  一個生命的聖潔
[00:16:17.840 --> 00:16:19.720]  就是要不要輕看
[00:16:19.720 --> 00:16:23.040]  有這些事可能在我們的生命裡面出現
[00:16:23.040 --> 00:16:24.520]  求主憐憫我們
[00:16:24.520 --> 00:16:25.800]  如果有這些事出現的時候
[00:16:25.800 --> 00:16:27.720]  我們應該怎樣呢
[00:16:27.720 --> 00:16:29.240]  聖經教我們
[00:16:29.240 --> 00:16:30.480]  不要輕看
[00:16:30.480 --> 00:16:32.640]  但是不要就這樣說不輕看
[00:16:32.640 --> 00:16:36.800]  他說卻不要停留在紫光景裡面
[00:16:36.800 --> 00:16:39.600]  讓我們不要停在這些地方
