
[00:00:00.000 --> 00:00:05.000]  剛才施班的師哥讓我們進入去尼希米的心境
[00:01:57.000 --> 00:01:59.000]  我們的經歷
[00:01:59.000 --> 00:02:00.000]  在我們的環境
[00:02:00.000 --> 00:02:01.000]  我們的人生
[00:02:01.000 --> 00:02:05.000]  有時候覺得真的很多不容易的事情
[00:02:05.000 --> 00:02:07.000]  你因為這段經文
[00:02:07.000 --> 00:02:10.000]  又給我們怎樣的提醒呢
[00:02:10.000 --> 00:02:12.000]  我們再一次禱告
[00:02:12.000 --> 00:02:15.000]  我們將時間交託給主
[00:02:15.000 --> 00:02:19.000]  神啊你讓你的話語對我們說話
[00:02:19.000 --> 00:02:22.000]  讓我們能夠去恭敬領袖
[00:02:22.000 --> 00:02:26.000]  同樣求聖靈指教我們
[00:02:26.000 --> 00:02:27.000]  讓我們明白
[00:02:27.000 --> 00:02:28.000]  你要我們在前面
[00:02:28.000 --> 00:02:30.000]  怎樣靠著你的話語
[00:02:30.000 --> 00:02:31.000]  你的提醒
[00:02:31.000 --> 00:02:33.000]  你給生命的力量
[00:02:33.000 --> 00:02:35.000]  繼續前行
[00:02:35.000 --> 00:02:38.000]  求主引領我們以下下來讀聖經的時間
[00:02:38.000 --> 00:02:39.000]  祈禱是奉主耶穌基督
[00:02:39.000 --> 00:02:41.000]  得聖靈之祈求
[00:02:41.000 --> 00:02:43.000]  阿們
[00:02:43.000 --> 00:02:44.000]  我請大家
[00:02:44.000 --> 00:02:46.000]  大家一起再讀六章一節
[00:02:46.000 --> 00:02:47.000]  預備起
[00:02:47.000 --> 00:02:52.000]  心巴拉 多比亞 阿拉伯人基善
[00:02:52.000 --> 00:02:55.000]  和我們其餘的仇敵
[00:02:55.000 --> 00:02:58.000]  聽見我已經建造了城牆
[00:02:58.000 --> 00:03:01.000]  沒有破裂之處在其中
[00:03:01.000 --> 00:03:06.000]  那時我還沒有在城門安門線
[00:03:06.000 --> 00:03:07.000]  這幾個敵人的背景
[00:03:07.000 --> 00:03:09.000]  我們又重溫一下
[00:03:09.000 --> 00:03:10.000]  在北邊的敵人
[00:03:10.000 --> 00:03:13.000]  是撒瑪利亞的首長心巴拉
[00:03:13.000 --> 00:03:14.000]  他其實是
[00:03:14.000 --> 00:03:15.000]  根據歷史文獻
[00:03:15.000 --> 00:03:17.000]  都是在做這個位置的
[00:03:17.000 --> 00:03:20.000]  而東面的敵人是多比亞
[00:03:20.000 --> 00:03:21.000]  第二章介紹他出場的時候
[00:03:21.000 --> 00:03:24.000]  說他是阿們人多比亞
[00:03:24.000 --> 00:03:27.000]  但大概他不是阿們種族的人
[00:03:27.000 --> 00:03:29.000]  他的名原文的意思是
[00:03:29.000 --> 00:03:31.000]  耶和華是美善的
[00:03:31.000 --> 00:03:32.000]  是很猶太人
[00:03:32.000 --> 00:03:34.000]  很以色列的名字
[00:03:34.000 --> 00:03:35.000]  大概他是
[00:03:35.000 --> 00:03:38.000]  本身有猶太血統的人
[00:03:38.000 --> 00:03:40.000]  他可能和回歸重建的人
[00:03:40.000 --> 00:03:41.000]  很有關聯
[00:03:41.000 --> 00:03:42.000]  後來我們知道
[00:03:42.000 --> 00:03:44.000]  他是和這些回來建造城牆的人
[00:03:44.000 --> 00:03:46.000]  有恩親關係
[00:03:46.000 --> 00:03:48.000]  有很多的生意來往
[00:03:48.000 --> 00:03:50.000]  有很多的聯繫
[00:03:50.000 --> 00:03:54.000]  他極可能是派去阿們做官的人
[00:03:54.000 --> 00:03:55.000]  而南面的敵人
[00:03:55.000 --> 00:03:57.000]  你看到很大一隻字寫著
[00:03:57.000 --> 00:03:59.000]  阿拉伯人
[00:03:59.000 --> 00:04:02.000]  代表著其實他們的勢力是更加大的
[00:04:02.000 --> 00:04:04.000]  他們的勢力
[00:04:04.000 --> 00:04:06.000]  基線的家族是統領著
[00:04:06.000 --> 00:04:09.000]  由埃及接鄰巴勒斯坦地
[00:04:09.000 --> 00:04:10.000]  那一片的土地
[00:04:10.000 --> 00:04:13.000]  一路延伸到去阿們那裡
[00:04:13.000 --> 00:04:15.000]  南面到東面
[00:04:15.000 --> 00:04:18.000]  都是他們所統領的地區
[00:04:18.000 --> 00:04:20.000]  他們這三方代表著三股
[00:04:20.000 --> 00:04:25.000]  有份去染指在猶大省利益的勢力
[00:04:25.000 --> 00:04:29.000]  他們作為由波斯派駐的官員
[00:04:29.000 --> 00:04:30.000]  他們在這些外地的省份
[00:04:30.000 --> 00:04:32.000]  是要幫帝國去爭取
[00:04:32.000 --> 00:04:33.000]  拿到稅收
[00:04:33.000 --> 00:04:36.000]  賺得不同的物資資源
[00:04:36.000 --> 00:04:38.000]  要上繳給帝國
[00:04:38.000 --> 00:04:40.000]  要給波斯王
[00:04:40.000 --> 00:04:41.000]  同時在這個過程裏面
[00:04:41.000 --> 00:04:44.000]  他們自己都可以有利益的收益
[00:04:44.000 --> 00:04:46.000]  成為他們的俸祿
[00:04:46.000 --> 00:04:49.000]  所以越得到多的資源資金
[00:04:49.000 --> 00:04:51.000]  就越多得多
[00:04:51.000 --> 00:04:53.000]  現在來了尼希米
[00:04:53.000 --> 00:04:55.000]  正在他們的中間
[00:04:55.000 --> 00:04:57.000]  坐鎮這個猶大省
[00:04:57.000 --> 00:04:59.000]  若果被耶路撒冷建成
[00:04:59.000 --> 00:05:00.000]  成長的話
[00:05:00.000 --> 00:05:03.000]  他們就不能夠再自出自入
[00:05:03.000 --> 00:05:06.000]  不能夠再在這個地方有勢力的影響
[00:05:06.000 --> 00:05:10.000]  而且猶大省有了這個耶路撒冷城
[00:05:10.000 --> 00:05:13.000]  它會成為一個更鞏固另一個的稅收中心
[00:05:13.000 --> 00:05:16.000]  他們自己就會收入大減
[00:05:16.000 --> 00:05:18.000]  收益大減
[00:05:18.000 --> 00:05:19.000]  你說他們急不急
[00:05:19.000 --> 00:05:20.000]  當然急
[00:05:20.000 --> 00:05:21.000]  看到城牆起好了
[00:05:21.000 --> 00:05:23.000]  最後階段還沒安門
[00:05:23.000 --> 00:05:26.000]  怎會這個時候不快樂呢
[00:05:26.000 --> 00:05:29.000]  這個經文還有提到其餘的敵人
[00:05:29.000 --> 00:05:31.000]  大概就是耶路撒冷西面
[00:05:31.000 --> 00:05:33.000]  在海邊平地
[00:05:33.000 --> 00:05:35.000]  菲利士人那些地區
[00:05:35.000 --> 00:05:36.000]  那些外族人
[00:05:36.000 --> 00:05:40.000]  曾經提過例如阿薩特這個地方的人
[00:05:40.000 --> 00:05:41.000]  所以看到這幅地圖
[00:05:41.000 --> 00:05:42.000]  你大概會感受到
[00:05:42.000 --> 00:05:43.000]  在地理位置上
[00:05:43.000 --> 00:05:46.000]  尼希米就是四面受敵
[00:05:46.000 --> 00:05:48.000]  建造城牆這一班的以色列人
[00:05:48.000 --> 00:05:50.000]  是四面受敵
[00:05:50.000 --> 00:05:53.000]  如果要你做一個工作
[00:05:53.000 --> 00:05:55.000]  前後左右的人都跟你不對
[00:05:55.000 --> 00:05:57.000]  在阻止你做你手上的工作
[00:05:57.000 --> 00:05:59.000]  你都不知道怎樣做下去
[00:05:59.000 --> 00:06:01.000]  尼希米就是這樣
[00:06:01.000 --> 00:06:04.000]  這次最後階段的計謀
[00:06:04.000 --> 00:06:07.000]  是要對付尼希米本人
[00:06:07.000 --> 00:06:09.000]  敵人一號森巴拉
[00:06:09.000 --> 00:06:11.000]  敵人二號多比亞
[00:06:11.000 --> 00:06:13.000]  敵人三號基善
[00:06:13.000 --> 00:06:16.000]  他們分別在接著用三個的計謀
[00:06:16.000 --> 00:06:18.000]  他們去組合去出擊
[00:06:18.000 --> 00:06:19.000]  第一個計謀
[00:06:19.000 --> 00:06:22.000]  就是由敵人一號和三號合作的
[00:06:22.000 --> 00:06:25.000]  是一個調虎離山之計
[00:06:25.000 --> 00:06:26.000]  這裡森巴拉和基善
[00:06:26.000 --> 00:06:27.000]  就派人來見尼希米
[00:06:27.000 --> 00:06:29.000]  就說請你來
[00:06:29.000 --> 00:06:33.000]  我們在阿羅平原的村莊見面
[00:06:33.000 --> 00:06:37.000]  之前說到要武力去威嚇尼希米
[00:06:37.000 --> 00:06:40.000]  現在就不打了
[00:06:40.000 --> 00:06:42.000]  我們坐下來談一下
[00:06:42.000 --> 00:06:44.000]  緩和一下之前緊張的形勢
[00:06:44.000 --> 00:06:47.000]  我們去一個地方叫阿羅平原
[00:06:47.000 --> 00:06:49.000]  如果你去過以色列
[00:06:49.000 --> 00:06:53.000]  在特拉維夫附近就有一個機場
[00:06:53.000 --> 00:06:55.000]  叫羅德國際機場
[00:06:55.000 --> 00:06:57.000]  那裡是一片大的平地
[00:06:57.000 --> 00:07:00.000]  現在就是可以降落飛機的地方
[00:07:00.000 --> 00:07:03.000]  以前就是阿羅這個地點
[00:07:03.000 --> 00:07:05.000]  出去這個撒瑪利亞山地
[00:07:05.000 --> 00:07:09.000]  猶大山地以下的一個平原的地方
[00:07:09.000 --> 00:07:12.000]  離開了大家各自管轄的範圍
[00:07:12.000 --> 00:07:13.000]  我們去到一個中立的地點
[00:07:13.000 --> 00:07:15.000]  大家談一下
[00:07:15.000 --> 00:07:16.000]  不是我的地方
[00:07:16.000 --> 00:07:17.000]  不是你的地方
[00:07:17.000 --> 00:07:18.000]  我們出去中立地點談一下
[00:07:18.000 --> 00:07:19.000]  坐下來談一下
[00:07:19.000 --> 00:07:21.000]  緩和一下
[00:07:21.000 --> 00:07:24.000]  但是尼希米察覺到有危險
[00:07:24.000 --> 00:07:26.000]  如果接受了這個邀請
[00:07:26.000 --> 00:07:28.000]  去要一天
[00:07:28.000 --> 00:07:29.000]  回來要一天
[00:07:29.000 --> 00:07:31.000]  談的話由早談到晚
[00:07:31.000 --> 00:07:32.000]  又要用一天
[00:07:32.000 --> 00:07:33.000]  最少要三天
[00:07:33.000 --> 00:07:37.000]  不在自己的城牆建造隊伍當中
[00:07:37.000 --> 00:07:38.000]  尼希米去察覺到
[00:07:38.000 --> 00:07:39.000]  這個調虎離山之計
[00:07:39.000 --> 00:07:42.000]  是要讓他們分散注意力的
[00:07:42.000 --> 00:07:44.000]  從這個很努力去做
[00:07:44.000 --> 00:07:47.000]  日夜趕工的城牆的工程當中
[00:07:47.000 --> 00:07:49.000]  分散他們的注意
[00:07:49.000 --> 00:07:51.000]  而且他在城外
[00:07:51.000 --> 00:07:54.000]  頂多帶幾個人
[00:07:54.000 --> 00:07:56.000]  做他的隨從
[00:07:56.000 --> 00:07:58.000]  在路上隨時有人可以跳出來
[00:07:58.000 --> 00:07:59.000]  捉住他
[00:07:59.000 --> 00:08:00.000]  綁架他
[00:08:00.000 --> 00:08:01.000]  禁錮他
[00:08:01.000 --> 00:08:02.000]  甚至殺了他
[00:08:02.000 --> 00:08:03.000]  皇上問罪
[00:08:03.000 --> 00:08:05.000]  他在山路上遇到山賊
[00:08:05.000 --> 00:08:07.000]  謀財害命
[00:08:07.000 --> 00:08:09.000]  那就結案了
[00:08:09.000 --> 00:08:11.000]  在內
[00:08:11.000 --> 00:08:13.000]  當尼希米離開幾天
[00:08:13.000 --> 00:08:15.000]  敵人也可以進去說話
[00:08:15.000 --> 00:08:18.000]  你的領袖之前又說到
[00:08:18.000 --> 00:08:19.000]  跟那些人又不對
[00:08:19.000 --> 00:08:21.000]  現在就去見他們
[00:08:21.000 --> 00:08:22.000]  都不知道想怎樣
[00:08:22.000 --> 00:08:24.000]  不用說什麼
[00:08:24.000 --> 00:08:26.000]  都很容易影響到
[00:08:26.000 --> 00:08:29.000]  尼希米和團隊的信任關係
[00:08:29.000 --> 00:08:30.000]  所以無論怎樣
[00:08:30.000 --> 00:08:32.000]  他們這個計謀都是希望
[00:08:32.000 --> 00:08:34.000]  令到這個城牆工程
[00:08:34.000 --> 00:08:37.000]  要在這個時候煞停
[00:08:37.000 --> 00:08:42.000]  不過尼希米四次拒絕去見面
[00:08:42.000 --> 00:08:45.000]  計謀不成功
[00:08:45.000 --> 00:08:49.000]  敵人一號和三號再次出擊
[00:08:49.000 --> 00:08:50.000]  一號森巴拉
[00:08:50.000 --> 00:08:53.000]  他就第五次派人來見尼希米
[00:08:53.000 --> 00:08:56.000]  手上拿著一封信
[00:08:56.000 --> 00:08:58.000]  而且這封信有個形容詞
[00:08:58.000 --> 00:09:01.000]  是未封的信
[00:09:01.000 --> 00:09:02.000]  什麼意思?
[00:09:02.000 --> 00:09:04.000]  以往去傳遞重要信息
[00:09:04.000 --> 00:09:06.000]  或者官員傳遞信息之間
[00:09:06.000 --> 00:09:08.000]  會將那些羊皮卷
[00:09:08.000 --> 00:09:10.000]  或者葡萄籽
[00:09:10.000 --> 00:09:12.000]  捲好或者包好
[00:09:12.000 --> 00:09:15.000]  紮好然後用納去封印
[00:09:15.000 --> 00:09:17.000]  看的人要打開封印才看到
[00:09:17.000 --> 00:09:20.000]  內容不會隨便給街外人看到
[00:09:20.000 --> 00:09:23.000]  現在拿著一封未封的信
[00:09:23.000 --> 00:09:25.000]  一路走一路走
[00:09:25.000 --> 00:09:27.000]  誰想看就看到
[00:09:27.000 --> 00:09:29.000]  做什麼?
[00:09:29.000 --> 00:09:33.000]  是給以色列的一封公開信
[00:09:33.000 --> 00:09:36.000]  內容是要抹黑尼希米
[00:09:36.000 --> 00:09:38.000]  我們聽到一些傳聞
[00:09:38.000 --> 00:09:41.000]  這個傳聞去到我們基線那裡
[00:09:41.000 --> 00:09:43.000]  你知道阿拉伯人的大片地區
[00:09:43.000 --> 00:09:45.000]  大家都在傳
[00:09:45.000 --> 00:09:47.000]  又大省有個尼希米
[00:09:47.000 --> 00:09:48.000]  在蓋城牆
[00:09:48.000 --> 00:09:51.000]  又有先知幫他吹噓
[00:09:51.000 --> 00:09:53.000]  他要自立為王
[00:09:53.000 --> 00:09:55.000]  有神的授權
[00:09:55.000 --> 00:09:57.000]  最厲害那句
[00:09:57.000 --> 00:09:59.000]  最後那兩句
[00:09:59.000 --> 00:10:02.000]  皇上很快就聽到了
[00:10:02.000 --> 00:10:04.000]  如果是這樣的話
[00:10:04.000 --> 00:10:05.000]  來談談吧
[00:10:05.000 --> 00:10:07.000]  看看大家有什麼方法
[00:10:07.000 --> 00:10:09.000]  去擺平這件事
[00:10:09.000 --> 00:10:11.000]  當時波斯帝國
[00:10:11.000 --> 00:10:14.000]  除了省長尼希米
[00:10:14.000 --> 00:10:16.000]  在這個位置
[00:10:16.000 --> 00:10:18.000]  還會在不同省份之間
[00:10:18.000 --> 00:10:19.000]  有一些軍區
[00:10:19.000 --> 00:10:21.000]  有將軍駐紮
[00:10:21.000 --> 00:10:23.000]  同時也會派駐監督
[00:10:23.000 --> 00:10:25.000]  去到這些地區裡面
[00:10:25.000 --> 00:10:26.000]  三個人
[00:10:26.000 --> 00:10:28.000]  省長、將軍和監督
[00:10:28.000 --> 00:10:33.000]  是要各自向自己的皇上報告
[00:10:33.000 --> 00:10:35.000]  現在有人拿著一封信
[00:10:35.000 --> 00:10:37.000]  不同人可以看到讀到
[00:10:37.000 --> 00:10:39.000]  這些謠言散播開去
[00:10:39.000 --> 00:10:41.000]  有人要自立為王
[00:10:41.000 --> 00:10:42.000]  監督聽到
[00:10:42.000 --> 00:10:45.000]  他可以去懷疑尼希米的話
[00:10:45.000 --> 00:10:48.000]  他就會寫信報告
[00:10:48.000 --> 00:10:49.000]  敵人不用出手
[00:10:49.000 --> 00:10:51.000]  不用自己寫信給皇上
[00:10:51.000 --> 00:10:53.000]  去誣告他
[00:10:53.000 --> 00:10:54.000]  這些傳言出去了
[00:10:54.000 --> 00:10:56.000]  有人自己會報告
[00:10:56.000 --> 00:10:57.000]  如果皇上知道
[00:10:57.000 --> 00:10:58.000]  他會不會一怒之下
[00:10:58.000 --> 00:11:00.000]  要處死尼希米
[00:11:00.000 --> 00:11:01.000]  王我這麼信任你
[00:11:01.000 --> 00:11:02.000]  給了你資源
[00:11:02.000 --> 00:11:03.000]  原來你是要反叛我
[00:11:03.000 --> 00:11:05.000]  自立為王
[00:11:05.000 --> 00:11:09.000]  這個抹黑謠言的計謀
[00:11:09.000 --> 00:11:12.000]  很毒辣
[00:11:12.000 --> 00:11:15.000]  第三個計謀
[00:11:15.000 --> 00:11:16.000]  經理人給我們看見
[00:11:16.000 --> 00:11:17.000]  後來我們知道
[00:11:17.000 --> 00:11:19.000]  敵人發起的人
[00:11:19.000 --> 00:11:22.000]  是改為敵人二號多比亞
[00:11:22.000 --> 00:11:25.000]  他是去主導這件事的
[00:11:25.000 --> 00:11:26.000]  一號有配合的
[00:11:26.000 --> 00:11:28.000]  不過他的排名就排到第二位了
[00:11:28.000 --> 00:11:30.000]  看來他只是出錢而已
[00:11:30.000 --> 00:11:33.000]  負責聯繫的就是這個多比亞
[00:11:33.000 --> 00:11:35.000]  尼希米本身去找一個猶太人
[00:11:35.000 --> 00:11:38.000]  猶大人士瑪雅
[00:11:38.000 --> 00:11:40.000]  大概這個是他可以信任得過
[00:11:40.000 --> 00:11:43.000]  或者和他一起在城牆建造的一個夥伴
[00:11:43.000 --> 00:11:45.000]  他也很可能是祭司
[00:11:45.000 --> 00:11:46.000]  他做了什麼事呢
[00:11:46.000 --> 00:11:48.000]  我請大家可以讀這個第十節
[00:11:48.000 --> 00:11:49.000]  預備起
[00:11:49.000 --> 00:11:53.000]  我到了乃希大別的孫子
[00:11:53.000 --> 00:11:57.000]  帝內瓦的兒子是瑪雅加雷
[00:11:57.000 --> 00:12:00.000]  那是他閉門不出
[00:12:00.000 --> 00:12:04.000]  他說我們可以在神的殿裡
[00:12:04.000 --> 00:12:09.000]  就在殿的中間會面鎖住殿門
[00:12:09.000 --> 00:12:12.000]  因為他們要來殺你
[00:12:12.000 --> 00:12:15.000]  要在夜裡來殺你
[00:12:15.000 --> 00:12:17.000]  這裡說到這個瑪雅正是閉門不出
[00:12:17.000 --> 00:12:18.000]  當尼希米去找他的時候
[00:12:18.000 --> 00:12:19.000]  他就在關門
[00:12:19.000 --> 00:12:20.000]  好像很緊張的樣子
[00:12:20.000 --> 00:12:22.000]  很擔心的樣子
[00:12:22.000 --> 00:12:23.000]  生命有危險的樣子
[00:12:23.000 --> 00:12:25.000]  不讓人進去
[00:12:25.000 --> 00:12:27.000]  於是他就說了這一番話
[00:12:27.000 --> 00:12:29.000]  我們中文未必看得到
[00:12:29.000 --> 00:12:30.000]  在原本的文字
[00:12:30.000 --> 00:12:33.000]  後來我們也了解到
[00:12:33.000 --> 00:12:36.000]  他用一個先知說話的格式
[00:12:36.000 --> 00:12:38.000]  頒布神的說話的格式
[00:12:38.000 --> 00:12:43.000]  押韻重複地說出一個神諭
[00:12:43.000 --> 00:12:44.000]  如果直譯的話
[00:12:44.000 --> 00:12:45.000]  這段說話可以是這樣的
[00:12:45.000 --> 00:12:48.000]  同往神殿會面關上殿的大門
[00:12:48.000 --> 00:12:50.000]  因為有人會來殺你
[00:12:50.000 --> 00:12:53.000]  夜間有人會來殺你
[00:12:53.000 --> 00:12:55.000]  那你聽得最清楚是哪一句?
[00:12:55.000 --> 00:12:57.000]  有人要來殺你
[00:12:57.000 --> 00:13:01.000]  這個就是要表達一個很危急的情況
[00:13:01.000 --> 00:13:02.000]  是嗎?
[00:13:02.000 --> 00:13:05.000]  建議為免晚上有殺手潛進來暗殺你
[00:13:05.000 --> 00:13:07.000]  快點去聖殿那裡
[00:13:07.000 --> 00:13:09.000]  快點進入聖殿的聖所裡面
[00:13:09.000 --> 00:13:11.000]  關上門,鎖上門
[00:13:11.000 --> 00:13:13.000]  你記得剛才讀過第一節嗎?
[00:13:13.000 --> 00:13:15.000]  城牆建了
[00:13:15.000 --> 00:13:17.000]  但是城門還沒有
[00:13:17.000 --> 00:13:18.000]  耶路撒冷城
[00:13:18.000 --> 00:13:19.000]  不是只有一道門
[00:13:19.000 --> 00:13:21.000]  是有幾道門的
[00:13:21.000 --> 00:13:23.000]  如果是這樣的話
[00:13:23.000 --> 00:13:27.000]  敵人是有方法可以潛進來的
[00:13:27.000 --> 00:13:28.000]  那哪裡有門呢?
[00:13:28.000 --> 00:13:30.000]  聖殿建了很久了
[00:13:30.000 --> 00:13:31.000]  聖殿有門
[00:13:31.000 --> 00:13:32.000]  聖所還有門
[00:13:32.000 --> 00:13:33.000]  鎖住這些門
[00:13:33.000 --> 00:13:34.000]  安全
[00:13:34.000 --> 00:13:35.000]  可以保命
[00:13:35.000 --> 00:13:38.000]  第三個計謀就是要嚇尼希米
[00:13:38.000 --> 00:13:41.000]  讓他在一個很慌亂擔心的情況下
[00:13:41.000 --> 00:13:42.000]  逃跑到聖殿裡面
[00:13:42.000 --> 00:13:43.000]  不顧一切
[00:13:43.000 --> 00:13:47.000]  走進聖所保命
[00:13:47.000 --> 00:13:52.000]  看到尼希米聽到自己的夥伴、同事
[00:13:52.000 --> 00:13:54.000]  可能朋友勸你
[00:13:54.000 --> 00:13:55.000]  為你好
[00:13:55.000 --> 00:13:58.000]  告訴你情況變得很危急
[00:13:58.000 --> 00:13:59.000]  你快點這樣做
[00:13:59.000 --> 00:14:01.000]  不然晚上就沒命了
[00:14:01.000 --> 00:14:03.000]  我跟你一起走
[00:14:03.000 --> 00:14:06.000]  很有說服力
[00:14:06.000 --> 00:14:09.000]  人很多時候一世英明
[00:14:09.000 --> 00:14:12.000]  但是一遇到情況危急
[00:14:12.000 --> 00:14:15.000]  一時恐懼就不思所措
[00:14:15.000 --> 00:14:18.000]  在匆忙之下會做錯決定
[00:14:18.000 --> 00:14:21.000]  事後就會後悔了
[00:14:21.000 --> 00:14:23.000]  有些人說要怎樣怎樣
[00:14:23.000 --> 00:14:24.000]  你又跟著做
[00:14:24.000 --> 00:14:26.000]  要買些什麼你又衝去買
[00:14:26.000 --> 00:14:29.000]  在那一刻因為情況危急很擔心
[00:14:29.000 --> 00:14:31.000]  好像只有別人說的選擇是對的
[00:14:31.000 --> 00:14:32.000]  是可以保命的
[00:14:32.000 --> 00:14:34.000]  還有人陪你一起去做
[00:14:34.000 --> 00:14:37.000]  不管三七二十一就衝去做了
[00:14:37.000 --> 00:14:38.000]  今天有時候
[00:14:38.000 --> 00:14:40.000]  我們會遇到這些危急的情況
[00:14:40.000 --> 00:14:42.000]  我們覺得性命有危險
[00:14:42.000 --> 00:14:45.000]  或者我們覺得我們要快點做
[00:14:45.000 --> 00:14:48.000]  不然就糟糕了
[00:14:48.000 --> 00:14:50.000]  第三季厲害之處
[00:14:50.000 --> 00:14:52.000]  就是一個平日正職
[00:14:52.000 --> 00:14:54.000]  依靠神的人
[00:14:54.000 --> 00:14:56.000]  在危急之下
[00:14:56.000 --> 00:14:57.000]  不管一切
[00:14:57.000 --> 00:15:01.000]  放下規矩就要保命
[00:15:01.000 --> 00:15:06.000]  如果尼希米真的進了聖殿聖所
[00:15:06.000 --> 00:15:10.000]  他就違反了神在摩西五經的律例
[00:15:10.000 --> 00:15:13.000]  只有祭司可以進聖所
[00:15:13.000 --> 00:15:17.000]  他不是的
[00:15:17.000 --> 00:15:20.000]  如果他真的為了保命進去聖所
[00:15:20.000 --> 00:15:21.000]  是非常嚴重的事
[00:15:21.000 --> 00:15:23.000]  敵人就有話柄
[00:15:23.000 --> 00:15:26.000]  可以破壞他的信譽
[00:15:26.000 --> 00:15:27.000]  而且最致命的地方
[00:15:27.000 --> 00:15:30.000]  其實是動搖尼希米本人
[00:15:30.000 --> 00:15:32.000]  你在之前很多次的事件
[00:15:32.000 --> 00:15:34.000]  顯出對神很有信心
[00:15:34.000 --> 00:15:35.000]  帶領的時候
[00:15:35.000 --> 00:15:38.000]  很有堅定的心智
[00:15:38.000 --> 00:15:41.000]  面對四次五次的信件來邀請你
[00:15:41.000 --> 00:15:42.000]  要切局陷害你
[00:15:42.000 --> 00:15:43.000]  你都不怕
[00:15:43.000 --> 00:15:45.000]  你都很堅定
[00:15:45.000 --> 00:15:46.000]  但是突然間
[00:15:46.000 --> 00:15:48.000]  你身邊有人告訴你
[00:15:48.000 --> 00:15:49.000]  真的不行了
[00:15:49.000 --> 00:15:50.000]  真的很危險
[00:15:50.000 --> 00:15:53.000]  說到自己生命很有危險的時候
[00:15:53.000 --> 00:15:56.000]  尼希米你怎麼辦
[00:15:56.000 --> 00:15:58.000]  你信靠神
[00:15:58.000 --> 00:16:02.000]  還是保了命再說
[00:16:02.000 --> 00:16:05.000]  三個計謀都是要破壞尼希米
[00:16:05.000 --> 00:16:08.000]  和一些人的關係
[00:16:08.000 --> 00:16:09.000]  第一個計謀
[00:16:09.000 --> 00:16:11.000]  破壞他和團隊的信任關係
[00:16:11.000 --> 00:16:13.000]  出了去幾天不知道做什麼
[00:16:13.000 --> 00:16:15.000]  第二個計謀
[00:16:15.000 --> 00:16:17.000]  破壞給他資源的人
[00:16:17.000 --> 00:16:19.000]  對他的信任
[00:16:19.000 --> 00:16:21.000]  謠言自立為王
[00:16:21.000 --> 00:16:23.000]  第三個計謀
[00:16:23.000 --> 00:16:24.000]  是尼希米為求保命
[00:16:24.000 --> 00:16:28.000]  去違反神明命的命令
[00:16:28.000 --> 00:16:29.000]  他這個選擇
[00:16:29.000 --> 00:16:33.000]  可以成為不信的表現
[00:16:33.000 --> 00:16:34.000]  丁姐妹
[00:16:34.000 --> 00:16:35.000]  我們可能近年接連
