
[00:00:00.000 --> 00:00:05.000]  去年在曼科羅博·Richmond宣道會講道時
[00:03:59.000 --> 00:04:03.000]  他們吃的那一天馬上死
[00:04:03.000 --> 00:04:06.000]  神是不是知道的 我當然知道
[00:04:06.000 --> 00:04:08.000]  他說既然做了阿當 阿蛙
[00:04:08.000 --> 00:04:11.000]  又做了蛇 做了魔鬼來引誘他
[00:04:11.000 --> 00:04:14.000]  如果你是一個信耶穌的人
[00:04:14.000 --> 00:04:15.000]  特別是上港台的人
[00:04:15.000 --> 00:04:17.000]  有人這樣問你 你會很生氣
[00:04:17.000 --> 00:04:19.000]  我一點都不生氣
[00:04:19.000 --> 00:04:21.000]  我覺得這個人你問這個話
[00:04:21.000 --> 00:04:22.000]  你十分有頭腦
[00:04:22.000 --> 00:04:24.000]  如果我是未信主
[00:04:24.000 --> 00:04:26.000]  我會問同一個問題
[00:04:26.000 --> 00:04:29.000]  我每一次講信息
[00:04:29.000 --> 00:04:31.000]  我就站在一個不肯信主
[00:04:31.000 --> 00:04:33.000]  心裡面很剛硬的人
[00:04:33.000 --> 00:04:35.000]  我看你怎麼在一個小時裡面
[00:04:35.000 --> 00:04:36.000]  叫我信耶穌
[00:04:36.000 --> 00:04:39.000]  我想知道 你有什麼把炮
[00:04:39.000 --> 00:04:42.000]  我就預備了今天的信息
[00:04:42.000 --> 00:04:44.000]  我會提到風水 一定
[00:04:44.000 --> 00:04:46.000]  吳牧師吩咐 師父吩咐
[00:04:46.000 --> 00:04:48.000]  我怎麼敢不做
[00:04:48.000 --> 00:04:50.000]  不過是兩個星期前
[00:04:50.000 --> 00:04:52.000]  師父吩咐我的
[00:04:52.000 --> 00:04:54.000]  我預備一篇導要
[00:04:54.000 --> 00:04:56.000]  大約六個至八個星期
[00:04:56.000 --> 00:04:58.000]  因為每一篇信息是一個研究題目
[00:04:58.000 --> 00:05:00.000]  我是一個科學家
[00:05:00.000 --> 00:05:02.000]  今天和大家講的題目
[00:05:02.000 --> 00:05:13.000]  我可不可以用這個麥
[00:05:13.000 --> 00:05:15.000]  我記得有一次來教會講道
[00:05:15.000 --> 00:05:16.000]  究竟靈界在哪裡
[00:05:16.000 --> 00:05:17.000]  就是科學家發現的
[00:05:17.000 --> 00:05:19.000]  靈界有十一度空間
[00:05:19.000 --> 00:05:21.000]  普通的天使有十一度空間
[00:05:21.000 --> 00:05:23.000]  天使長可能不止十一度空間
[00:05:23.000 --> 00:05:25.000]  我們的上帝是無限金多度空間
[00:05:25.000 --> 00:05:26.000]  主要是因為神說
[00:05:26.000 --> 00:05:27.000]  我是自有永有的
[00:05:27.000 --> 00:05:29.000]  永有不難明
[00:05:29.000 --> 00:05:30.000]  五十年不變
[00:05:30.000 --> 00:05:31.000]  五百年不變
[00:05:31.000 --> 00:05:32.000]  五千年不變
[00:05:32.000 --> 00:05:33.000]  永遠不變就永有
[00:05:33.000 --> 00:05:35.000]  但是自有就很難明
[00:05:35.000 --> 00:05:39.000]  三度空間高過兩度空間
[00:05:39.000 --> 00:05:41.000]  我們人活在物質世界
[00:05:41.000 --> 00:05:42.000]  活在宇宙
[00:05:42.000 --> 00:05:43.000]  這個宇宙英文叫Cosmos
[00:05:43.000 --> 00:05:45.000]  在這個Cosmos有四度空間
[00:05:45.000 --> 00:05:47.000]  就是長闊高和時間
[00:05:47.000 --> 00:05:49.000]  有的人還沒搞定
[00:05:49.000 --> 00:05:50.000]  一講長闊高他明
[00:05:50.000 --> 00:05:52.000]  一講時間他就不明瞭
[00:05:52.000 --> 00:05:55.000]  你明我感謝主
[00:05:55.000 --> 00:05:56.000]  你不明我都幫不了你
[00:05:56.000 --> 00:06:01.000]  因為一個人蠢都沒有弱勢
[00:06:01.000 --> 00:06:03.000]  靈界十一度空間是科學家發現的
[00:06:03.000 --> 00:06:05.000]  我們的上帝是無限金多度空間
[00:06:05.000 --> 00:06:07.000]  可能天使長更高
[00:06:07.000 --> 00:06:09.000]  可能十五十六度空間我不知道
[00:06:09.000 --> 00:06:11.000]  但這個是科學家發現的
[00:06:11.000 --> 00:06:15.000]  如果你明白這個大約的理論
[00:06:15.000 --> 00:06:22.000]  你就知道看聖經和以前很不同了
[00:06:22.000 --> 00:06:26.000]  第一章從來沒有人看見神
[00:06:26.000 --> 00:06:31.000]  只有在腐壞里的獨生子將祂表明出來
[00:06:31.000 --> 00:06:34.000]  無限金多度空間的神我們怎麼見
[00:06:34.000 --> 00:06:36.000]  這份我們很大把炮
[00:06:36.000 --> 00:06:38.000]  我們腦袋兩磅半裝
[00:06:38.000 --> 00:06:40.000]  出世的時候一千億的腦細胞
[00:06:40.000 --> 00:06:41.000]  和人打架打了兩場
[00:06:41.000 --> 00:06:44.000]  不見了幾千個
[00:06:44.000 --> 00:06:46.000]  阿尼退休的時候他傻的
[00:06:46.000 --> 00:06:48.000]  整天打乒乓球一錘打下去
[00:06:48.000 --> 00:06:51.000]  他的手搖的時候死了幾千個細胞
[00:06:51.000 --> 00:06:56.000]  退休的時候傻的
[00:06:56.000 --> 00:06:58.000]  我們以為我們明白
[00:06:58.000 --> 00:07:00.000]  講很多東西我們都不明白
[00:07:00.000 --> 00:07:03.000]  這段經文我讀過很多次
[00:07:03.000 --> 00:07:06.000]  我不明白為什麼沒有人能夠見到神
[00:07:06.000 --> 00:07:08.000]  但我們見到耶穌
[00:07:08.000 --> 00:07:11.000]  在永恆裡面我們都見不到神
[00:07:11.000 --> 00:07:13.000]  神有無限金多度空間
[00:07:13.000 --> 00:07:16.000]  我們四度空間怎麼見到無限金多度空間的神
[00:07:16.000 --> 00:07:17.000]  只見到一個
[00:07:17.000 --> 00:07:19.000]  見到一個四度空間的人
[00:07:19.000 --> 00:07:21.000]  那個就是道成肉身的耶穌
[00:07:21.000 --> 00:07:23.000]  是他復活的身體
[00:07:23.000 --> 00:07:25.000]  你可以摸他的釘痕
[00:07:25.000 --> 00:07:27.000]  多瑪摸過釘痕
[00:07:27.000 --> 00:07:29.000]  那個我們見到因為他曾經做過人
[00:07:29.000 --> 00:07:31.000]  從來沒有人見過神
[00:07:31.000 --> 00:07:33.000]  你想見到神才信主
[00:07:33.000 --> 00:07:35.000]  那你不用想了
[00:07:35.000 --> 00:07:37.000]  試圖約翰
[00:07:37.000 --> 00:07:41.000]  在寫啓示錄第四章的時候
[00:07:41.000 --> 00:07:43.000]  他講到天上敬拜的景象
[00:07:43.000 --> 00:07:45.000]  他見到一個坐寶座
[00:07:45.000 --> 00:07:46.000]  他怎麼講呢
[00:07:46.000 --> 00:07:48.000]  他見到一個寶座安置在天上
[00:07:48.000 --> 00:07:50.000]  還有一位坐在寶座上
[00:07:50.000 --> 00:07:52.000]  看那坐著的好像碧玉和紅寶石
[00:07:52.000 --> 00:07:54.000]  試圖約翰有沒有描寫
[00:07:54.000 --> 00:07:56.000]  坐在寶座上是怎樣的
[00:07:56.000 --> 00:07:58.000]  沒有啊,因為他看不到
[00:07:58.000 --> 00:08:00.000]  他只看到感受
[00:08:00.000 --> 00:08:02.000]  感受他寫出來很高貴的
[00:08:02.000 --> 00:08:04.000]  好像碧玉和紅寶石
[00:08:04.000 --> 00:08:06.000]  人所最寶貴的東西
[00:08:06.000 --> 00:08:08.000]  金剛鑽,鑽石有很多種
[00:08:08.000 --> 00:08:10.000]  最美的那種金剛鑽
[00:08:10.000 --> 00:08:12.000]  發藍光那種鑽石是最貴的
[00:08:12.000 --> 00:08:14.000]  黃色光那種最便宜
[00:08:16.000 --> 00:08:18.000]  他覺得這個坐寶座很高貴
[00:08:18.000 --> 00:08:20.000]  但是不說了,不知道了
[00:08:20.000 --> 00:08:22.000]  再寫下去就不知道了,因為看不到
[00:08:22.000 --> 00:08:24.000]  又有紅圍坐寶座
[00:08:24.000 --> 00:08:26.000]  紅色寶石,寶座周圍有24個座位
[00:08:26.000 --> 00:08:28.000]  其中坐著24位長老
[00:08:28.000 --> 00:08:30.000]  很可能這24位長老
[00:08:30.000 --> 00:08:32.000]  是代表舊約時代,是12個支派
[00:08:32.000 --> 00:08:34.000]  新約時代的十二仕徒
[00:08:34.000 --> 00:08:36.000]  因為將來聖城耶路撒冷
[00:08:36.000 --> 00:08:38.000]  從天上而降,長、闊、高
[00:08:38.000 --> 00:08:40.000]  每一道空間都有四千里
[00:08:40.000 --> 00:08:42.000]  是有十二道城門
[00:08:42.000 --> 00:08:44.000]  十二道城門寫著十二仕徒
[00:08:44.000 --> 00:08:46.000]  十二個支派
[00:08:46.000 --> 00:08:48.000]  以色列十二支派的名字
[00:08:48.000 --> 00:08:50.000]  每一個門就有一個支柱
[00:08:50.000 --> 00:08:52.000]  支柱就寫著十二仕徒的名字
[00:08:52.000 --> 00:08:56.000]  有閃電、聲音、雷光
[00:08:56.000 --> 00:08:58.000]  從寶座中發出
[00:08:58.000 --> 00:09:00.000]  仍然說不出坐寶座是怎樣
[00:09:00.000 --> 00:09:04.000]  就看到寶座中和
[00:09:04.000 --> 00:09:06.000]  寶座周圍有四個活物
[00:09:06.000 --> 00:09:08.000]  我曾經和大家說過
[00:09:08.000 --> 00:09:10.000]  某一段時間
[00:09:10.000 --> 00:09:12.000]  我說過天使有四種
[00:09:12.000 --> 00:09:14.000]  第一種是堅韌的天使
[00:09:14.000 --> 00:09:16.000]  天使長Michael Michael
[00:09:16.000 --> 00:09:18.000]  第二種是暴信的天使
[00:09:18.000 --> 00:09:20.000]  Information Officer
[00:09:20.000 --> 00:09:22.000]  天使長是Gabriel Gabriel
[00:09:22.000 --> 00:09:24.000]  第三種天使是魔鬼未犯罪的前身
[00:09:24.000 --> 00:09:30.000]  他是基努帕的隊長
[00:09:30.000 --> 00:09:32.000]  第四種天使
[00:09:32.000 --> 00:09:34.000]  最有能力的天使就是這四個
[00:09:34.000 --> 00:09:36.000]  在寶座周圍
[00:09:36.000 --> 00:09:38.000]  有四個活物
[00:09:38.000 --> 00:09:40.000]  四個Living Creature
[00:09:40.000 --> 00:09:42.000]  第三個面像人
[00:09:42.000 --> 00:09:44.000]  第四個像飛鷹
[00:09:44.000 --> 00:09:46.000]  為何他們這麼強呢
[00:09:46.000 --> 00:09:48.000]  基努帕有兩只翅膀
[00:09:48.000 --> 00:09:50.000]  遮掩若瑰的基努帕
[00:09:50.000 --> 00:09:52.000]  在《出外甲紀》中
[00:09:52.000 --> 00:09:54.000]  遮掩若瑰的基努帕有兩只翅膀
[00:09:54.000 --> 00:09:56.000]  一個翅膀遮住自己
[00:09:56.000 --> 00:09:58.000]  一個翅膀遮住私人寶座
[00:09:58.000 --> 00:10:00.000]  翅膀是滿有眼睛
[00:10:00.000 --> 00:10:02.000]  滿有眼睛代表神的全知
[00:10:02.000 --> 00:10:04.000]  這四隻活物
[00:10:04.000 --> 00:10:08.000]  有六個翅膀
[00:10:08.000 --> 00:10:10.000]  內外都滿有眼睛
[00:10:10.000 --> 00:10:12.000]  六個翅膀高於
[00:10:12.000 --> 00:10:14.000]  兩個翅膀
[00:10:14.000 --> 00:10:20.000]  每逢四活物將榮耀尊貴
[00:10:20.000 --> 00:10:22.000]  感謝獻給那在在寶座上
[00:10:22.000 --> 00:10:24.000]  活到永遠遠遠者的時候
[00:10:24.000 --> 00:10:26.000]  斯努約翰
[00:10:26.000 --> 00:10:28.000]  只可以形容寶座上那個
[00:10:28.000 --> 00:10:30.000]  活到永遠遠遠和24位長老
[00:10:30.000 --> 00:10:32.000]  24位長老不敬拜的時候
[00:10:32.000 --> 00:10:34.000]  將頭上的冠冕放下
[00:10:34.000 --> 00:10:36.000]  跪在地上 趴在地上 屁股擠高
[00:10:36.000 --> 00:10:38.000]  十足十回教徒
[00:10:38.000 --> 00:10:40.000]  敬拜他們的神
[00:10:40.000 --> 00:10:42.000]  其實我們信神的人
[00:10:42.000 --> 00:10:44.000]  敬拜神應該是這樣
[00:10:44.000 --> 00:10:46.000]  不是站起來低頭閉上眼就算了
[00:10:46.000 --> 00:10:48.000]  是跪在地上
[00:10:48.000 --> 00:10:50.000]  我們的膝蓋是用來跪拜的
[00:10:50.000 --> 00:10:52.000]  萬失都要跪拜
[00:10:52.000 --> 00:10:54.000]  萬口都要承認
[00:10:54.000 --> 00:10:56.000]  無不清耶穌是主
[00:10:56.000 --> 00:10:58.000]  我們的嘴巴是用來贊美神的
[00:10:58.000 --> 00:11:00.000]  我們的膝蓋是用來跪拜神的
[00:11:00.000 --> 00:11:04.000]  敬拜那活到永遠遠遠的
[00:11:04.000 --> 00:11:06.000]  有把你們的冠冕放在寶座前
[00:11:06.000 --> 00:11:08.000]  說我們的主 我們的神
[00:11:08.000 --> 00:11:10.000]  你是配得榮耀 尊貴 權並的
[00:11:10.000 --> 00:11:12.000]  因為你創造了萬物
[00:11:12.000 --> 00:11:14.000]  並且萬物因你的旨意
[00:11:14.000 --> 00:11:16.000]  被創造而有的
[00:11:16.000 --> 00:11:18.000]  夠了
[00:11:18.000 --> 00:11:20.000]  他是創造者
[00:11:20.000 --> 00:11:22.000]  自有永有
[00:11:22.000 --> 00:11:30.000]  如果我看第五章
[00:11:30.000 --> 00:11:32.000]  第一到第七節
[00:11:32.000 --> 00:11:34.000]  紅色的字
[00:11:34.000 --> 00:11:36.000]  因為沒有人能配開四個印
[00:11:36.000 --> 00:11:38.000]  那七個印
[00:11:38.000 --> 00:11:40.000]  其實只有六個印有災難
[00:11:40.000 --> 00:11:42.000]  第七個印帶出第七個喇叭
[00:11:42.000 --> 00:11:44.000]  第七個喇叭沒有災難
[00:11:44.000 --> 00:11:46.000]  帶出七個碗
[00:11:46.000 --> 00:11:48.000]  四個印裡面有四匹馬
[00:11:48.000 --> 00:11:50.000]  白馬 紅馬 黑馬 灰馬
[00:11:50.000 --> 00:11:52.000]  這四匹馬出來
[00:11:52.000 --> 00:11:54.000]  世界人口死四分一
[00:11:54.000 --> 00:11:56.000]  然後七個喇叭出來
[00:11:56.000 --> 00:11:58.000]  世界人口死余下的三分一
[00:11:58.000 --> 00:12:00.000]  在三年半裡面
[00:12:00.000 --> 00:12:02.000]  死了一半
[00:12:02.000 --> 00:12:04.000]  上帝因為知道地上的大壯大
[00:12:04.000 --> 00:12:06.000]  是很難頂的
[00:12:06.000 --> 00:12:08.000]  所以就有個信息叫教會被提
[00:12:08.000 --> 00:12:10.000]  普通教會很少說這個題目
[00:12:10.000 --> 00:12:12.000]  教會被提即是
[00:12:12.000 --> 00:12:14.000]  凡是活在地上的信徒
[00:12:14.000 --> 00:12:16.000]  神將他提到天空與主
[00:12:16.000 --> 00:12:18.000]  空中相遇 底下就打到落花流水
[00:12:18.000 --> 00:12:20.000]  但信主的人可以免去這個記載
[00:12:20.000 --> 00:12:22.000]  教會被提 災前被提
[00:12:22.000 --> 00:12:24.000]  記載在啓示錄第三章第十字
[00:12:24.000 --> 00:12:26.000]  你若遵守你所信的道
[00:12:26.000 --> 00:12:28.000]  在普天下人受試煉的時候
[00:12:28.000 --> 00:12:30.000]  你們可以免去這個試煉
[00:12:30.000 --> 00:12:34.000]  沒有人配開那幾個印
[00:12:34.000 --> 00:12:36.000]  孔子的字
[00:12:36.000 --> 00:12:38.000]  由大支派中的師子大衛的根
[00:12:38.000 --> 00:12:40.000]  他而得勝
[00:12:40.000 --> 00:12:42.000]  能以剪開那書卷
[00:12:42.000 --> 00:12:44.000]  揭開那七印
[00:12:44.000 --> 00:12:46.000]  我又看見寶座於四活蜜病長老之中
[00:12:46.000 --> 00:12:48.000]  由羔羊站立 像是被殺過的
[00:12:48.000 --> 00:12:50.000]  即是說若看見復活耶穌的身體
[00:12:50.000 --> 00:12:52.000]  我們將來都會看到的
[00:12:52.000 --> 00:12:54.000]  神就看不到
[00:12:54.000 --> 00:12:56.000]  但耶穌道成肉身
[00:12:56.000 --> 00:12:58.000]  那一位我們看到
[00:12:58.000 --> 00:13:00.000]  我們看見神等於看見天父
[00:13:00.000 --> 00:13:02.000]  這是耶穌對門徒費利說的
[00:13:02.000 --> 00:13:04.000]  你經常叫我把天父給你看看
[00:13:04.000 --> 00:13:06.000]  你經常見到我 見到我那麼多次
[00:13:06.000 --> 00:13:08.000]  你都問我沒見過天父
[00:13:08.000 --> 00:13:10.000]  見到我就等於見到天父
[00:13:10.000 --> 00:13:12.000]  因為我與父原為一
[00:13:12.000 --> 00:13:14.000]  我上在我父裡面 我父也上在我裡面
[00:13:14.000 --> 00:13:22.000]  這些問題一點都不是壞問題
[00:13:22.000 --> 00:13:24.000]  當有人問問題的時候
[00:13:24.000 --> 00:13:26.000]  我要記住
[00:13:26.000 --> 00:13:28.000]  我懂回答 我不懂回答 我回去做研究
[00:13:28.000 --> 00:13:30.000]  在下一次講道的題目
[00:13:30.000 --> 00:13:34.000]  神有沒有做罪? No
[00:13:34.000 --> 00:13:36.000]  神有沒有做魔鬼? No
[00:13:36.000 --> 00:13:38.000]  在永恆裡面
[00:13:38.000 --> 00:13:40.000]  有沒有可能有第二任魔鬼出現? No
[00:13:40.000 --> 00:13:42.000]  就這樣說 Yes and No
[00:13:42.000 --> 00:13:44.000]  那就散會
[00:13:44.000 --> 00:13:46.000]  如果沒有經文支持
[00:13:46.000 --> 00:13:48.000]  你當我說瘋
[00:13:48.000 --> 00:13:52.000]  神所做的都是完善
[00:13:52.000 --> 00:13:54.000]  神看是好的
[00:13:54.000 --> 00:13:56.000]  神說有光就有了光
[00:13:56.000 --> 00:13:58.000]  神看光是好的
[00:13:58.000 --> 00:14:00.000]  在把光暗分開了 神稱光為晝
[00:14:00.000 --> 00:14:02.000]  稱暗為夜 有晚上有早晨
[00:14:02.000 --> 00:14:04.000]  這是頭一天
[00:14:04.000 --> 00:14:06.000]  神做的每一樣都是好的
[00:14:06.000 --> 00:14:08.000]  Perfect
[00:14:08.000 --> 00:14:10.000]  那為什麼有罪呢?
[00:14:10.000 --> 00:14:12.000]  神吩咐摩西
[00:14:12.000 --> 00:14:14.000]  在西乃山上
[00:14:14.000 --> 00:14:16.000]  那時候他說
[00:14:16.000 --> 00:14:18.000]  你們要聖潔
[00:14:18.000 --> 00:14:20.000]  因為我是聖潔的
[00:14:20.000 --> 00:14:22.000]  Be holy
[00:14:22.000 --> 00:14:24.000]  For I am holy
[00:14:24.000 --> 00:14:26.000]  神要求天使聖潔
[00:14:26.000 --> 00:14:28.000]  神要求我們像他一樣聖潔
[00:14:28.000 --> 00:14:32.000]  一點瑕疵都沒有
[00:14:32.000 --> 00:14:34.000]  這個就叫聖潔
[00:14:34.000 --> 00:14:36.000]  一點錯都不可以有
[00:14:36.000 --> 00:14:40.000]  現在當然不行
[00:14:40.000 --> 00:14:42.000]  我們是人
[00:14:42.000 --> 00:14:44.000]  人可以不犯罪嗎?
[00:14:44.000 --> 00:14:46.000]  我信了耶穌的人
[00:14:46.000 --> 00:14:48.000]  對罪應該有敏感
[00:14:48.000 --> 00:14:50.000]  以前做很多事情
[00:14:50.000 --> 00:14:52.000]  現在有些事情不能做
[00:14:52.000 --> 00:14:54.000]  你知道的
[00:14:54.000 --> 00:14:56.000]  什麼叫罪?
[00:14:56.000 --> 00:14:58.000]  神是每一個人
[00:14:58.000 --> 00:15:00.000]  每一位天使聖潔的人
[00:15:00.000 --> 00:15:02.000]  每一次射箭
[00:15:02.000 --> 00:15:04.000]  Hit the bull's eye
[00:15:04.000 --> 00:15:06.000]  射中紅心
[00:15:06.000 --> 00:15:08.000]  我射中旁邊的白圈也有90分
[00:15:08.000 --> 00:15:10.000]  90分is not good enough
[00:15:10.000 --> 00:15:14.000]  神要我們像他一樣聖潔
[00:15:14.000 --> 00:15:16.000]  為什麼呢?
[00:15:16.000 --> 00:15:18.000]  因為人不是聖潔
[00:15:18.000 --> 00:15:20.000]  和聖潔的神不能一起
[00:15:20.000 --> 00:15:22.000]  和神一起叫永生
[00:15:22.000 --> 00:15:24.000]  和神分開叫死亡
[00:15:24.000 --> 00:15:26.000]  生和死
[00:15:26.000 --> 00:15:28.000]  我們都不知道
[00:15:28.000 --> 00:15:30.000]  生和死不是存在和不存在的意思
[00:15:30.000 --> 00:15:32.000]  生是和神一起
[00:15:32.000 --> 00:15:34.000]  死是和神分開
[00:15:34.000 --> 00:15:36.000]  今天晚上有人要
[00:15:36.000 --> 00:15:38.000]  決志信主將所有的罪都交給耶穌
[00:15:38.000 --> 00:15:40.000]  認識他是道成肉身
[00:15:40.000 --> 00:15:42.000]  耶穌就會赦免你的罪
[00:15:42.000 --> 00:15:44.000]  在這一刻
[00:15:44.000 --> 00:15:46.000]  坐在位置上
[00:15:46.000 --> 00:15:48.000]  你就成為一個聖潔的人
[00:15:48.000 --> 00:15:50.000]  因為以往的罪是一筆勾銷
[00:15:50.000 --> 00:15:52.000]  一個聖潔的你就可以馬上和上帝一起
[00:15:52.000 --> 00:15:54.000]  這個叫永生
[00:15:54.000 --> 00:15:56.000]  永生是現在開始
[00:15:56.000 --> 00:15:58.000]  不是將來我們在永恆
[00:15:58.000 --> 00:16:00.000]  死了才講永生
[00:16:00.000 --> 00:16:02.000]  但以後我們會犯罪
[00:16:02.000 --> 00:16:04.000]  當然會神都知道
[00:16:04.000 --> 00:16:06.000]  但對罪敏感
[00:16:06.000 --> 00:16:08.000]  不是那麼輕易
[00:16:08.000 --> 00:16:12.000]  信主的人不是比沒信主的人高人一等
[00:16:12.000 --> 00:16:14.000]  不要這麼想
[00:16:14.000 --> 00:16:18.000]  不要自己騙自己
[00:16:18.000 --> 00:16:20.000]  不信主的人犯的罪
[00:16:20.000 --> 00:16:22.000]  我們一樣犯
[00:16:22.000 --> 00:16:24.000]  我們每天都需要耶穌的十字架和耶穌的寶血
[00:16:24.000 --> 00:16:26.000]  每天
[00:16:26.000 --> 00:16:28.000]  有些人每小時
[00:16:28.000 --> 00:16:32.000]  我剛才說過靈界
[00:16:32.000 --> 00:16:34.000]  是沒有空間和時間的限制
[00:16:34.000 --> 00:16:36.000]  和我們物界不同
