
[00:00:00.000 --> 00:00:04.420]  你的爸爸媽媽 或是你的配偶
[00:03:06.000 --> 00:03:09.300]  阿巴蘭他沒有完全失去對主的信心
[00:03:09.300 --> 00:03:11.740]  他仍然有盼望
[00:03:11.740 --> 00:03:14.780]  不過去到今天
[00:03:14.780 --> 00:03:17.620]  阿巴蘭已經 幾多歲?
[00:03:17.620 --> 00:03:20.540]  99歲了
[00:03:20.540 --> 00:03:22.640]  他已經99歲了
[00:03:23.840 --> 00:03:27.020]  況且都是大約13年前
[00:03:27.020 --> 00:03:31.480]  他總算都生了一顆兒子
[00:03:31.480 --> 00:03:32.860]  那顆兒子叫什麼名字?
[00:03:32.860 --> 00:03:35.920]  是 以撒瑪尼
[00:03:35.920 --> 00:03:39.360]  那之後怎樣?
[00:03:39.360 --> 00:03:42.880]  其實都總算好像都走了一步了
[00:03:42.880 --> 00:03:45.340]  之後就等下囉 是不是?
[00:03:45.340 --> 00:03:49.580]  但是主就在這麼多的不確定
[00:03:49.580 --> 00:03:52.960]  這麼多的未知之下
[00:03:53.420 --> 00:03:54.720]  他就顯現
[00:03:54.720 --> 00:03:57.820]  他就再一次向阿巴蘭顯現
[00:03:57.820 --> 00:04:02.620]  其實我們的主去向阿巴蘭顯現這件事
[00:04:02.620 --> 00:04:04.620]  其實已經充滿想像
[00:04:04.620 --> 00:04:07.320]  你想像一下 其實顯現是怎樣的呢?
[00:04:07.320 --> 00:04:09.700]  是不是有些天使傍著
[00:04:09.700 --> 00:04:10.920]  而見不到
[00:04:10.920 --> 00:04:12.520]  而你見到天使就是
[00:04:12.520 --> 00:04:14.520]  你想像到主就在那裏呢?
[00:04:14.520 --> 00:04:16.520]  或者是否有些火出現呢?
[00:04:16.520 --> 00:04:18.520]  顯現的時候
[00:04:18.520 --> 00:04:20.520]  或者會走雷的呢?
[00:04:20.520 --> 00:04:22.520]  見到雷就是主顯現呢?
[00:04:22.520 --> 00:04:24.520]  其實不知道
[00:04:24.520 --> 00:04:27.520]  不過只是我們想像到
[00:04:27.520 --> 00:04:29.520]  阿巴蘭去見到主
[00:04:29.520 --> 00:04:33.020]  而且不單止這樣
[00:04:33.020 --> 00:04:34.520]  這次見到主的時候
[00:04:34.520 --> 00:04:36.020]  主跟他說
[00:04:36.020 --> 00:04:38.020]  主怎樣自稱他自己呢?
[00:04:38.020 --> 00:04:39.520]  主怎樣自稱他自己呢?
[00:04:39.520 --> 00:04:41.520]  沒有經文 不要緊
[00:04:41.520 --> 00:04:43.520]  你看手上
[00:04:43.520 --> 00:04:45.520]  主自稱他自己是什麼呢?
[00:04:45.520 --> 00:04:47.520]  全能的上帝呀
[00:04:47.520 --> 00:04:49.520]  嘩
[00:04:49.520 --> 00:04:51.520]  全能的上帝
[00:04:51.520 --> 00:04:53.520]  我問你 即是一個怎樣的上帝呢?
[00:04:53.520 --> 00:04:57.520]  怎樣才算是全能的上帝呢?
[00:04:57.520 --> 00:04:59.520]  可能這裏
[00:04:59.520 --> 00:05:01.520]  主要強調的就是
[00:05:01.520 --> 00:05:03.520]  他有能力足以
[00:05:03.520 --> 00:05:05.520]  去成就
[00:05:05.520 --> 00:05:07.520]  他答應過的
[00:05:07.520 --> 00:05:09.520]  他承諾了的一切
[00:05:09.520 --> 00:05:11.520]  或者更加清楚的就是
[00:05:11.520 --> 00:05:13.520]  在之後沒有多久 主就說
[00:05:13.520 --> 00:05:15.520]  其實在我手上
[00:05:15.520 --> 00:05:19.520]  豈有難成的事嗎?
[00:05:19.520 --> 00:05:21.520]  但不單止
[00:05:21.520 --> 00:05:23.520]  不單止主自稱他自己是一個全能的上帝
[00:05:23.520 --> 00:05:25.520]  主更加在那裏說
[00:05:25.520 --> 00:05:27.520]  他說
[00:05:27.520 --> 00:05:29.520]  阿巴蘭
[00:05:29.520 --> 00:05:31.520]  你當在我面前行走
[00:05:31.520 --> 00:05:33.520]  作完全的人
[00:05:33.520 --> 00:05:37.520]  行走?
[00:05:37.520 --> 00:05:39.520]  行走我們認識的
[00:05:39.520 --> 00:05:41.520]  但是這裏說
[00:05:41.520 --> 00:05:43.520]  主說他要在誰面前行走呢?
[00:05:43.520 --> 00:05:45.520]  在誰面前行走呢?
[00:05:45.520 --> 00:05:47.520]  是誰呢?
[00:05:49.520 --> 00:05:51.520]  在主面前行走
[00:05:51.520 --> 00:05:53.520]  但明明
[00:05:53.520 --> 00:05:55.520]  你要行的
[00:05:55.520 --> 00:05:57.520]  你要見到才行
[00:05:57.520 --> 00:05:59.520]  在面前行的
[00:05:59.520 --> 00:06:01.520]  但主就說
[00:06:01.520 --> 00:06:03.520]  你要在我面前行走
[00:06:03.520 --> 00:06:07.520]  你要想像
[00:06:07.520 --> 00:06:09.520]  主就在那裏
[00:06:09.520 --> 00:06:11.520]  或者每一個地方
[00:06:11.520 --> 00:06:13.520]  主都在那裏
[00:06:13.520 --> 00:06:15.520]  其實我們都知道
[00:06:15.520 --> 00:06:17.520]  我們很深深明白的
[00:06:17.520 --> 00:06:19.520]  一舉一動都離不開主
[00:06:19.520 --> 00:06:21.520]  我們一舉一動都在主的面前
[00:06:21.520 --> 00:06:25.520]  這裏的形容就像
[00:06:25.520 --> 00:06:27.520]  一個王
[00:06:27.520 --> 00:06:29.520]  一個皇帝
[00:06:29.520 --> 00:06:31.520]  一個皇帝面前一定有很多
[00:06:31.520 --> 00:06:33.520]  有些侍從在旁邊
[00:06:33.520 --> 00:06:35.520]  其實侍從做些什麼
[00:06:35.520 --> 00:06:39.520]  皇帝都看著
[00:06:39.520 --> 00:06:41.520]  其實有些什麼
[00:06:41.520 --> 00:06:43.520]  一舉一動
[00:06:43.520 --> 00:06:45.520]  要做些什麼
[00:06:45.520 --> 00:06:47.520]  很嚴重
[00:06:47.520 --> 00:06:49.520]  不過這裏不單止說
[00:06:49.520 --> 00:06:51.520]  阿伯蘭你要在我面前行走
[00:06:51.520 --> 00:06:55.520]  你的一舉一動都在我的眼裏
[00:06:55.520 --> 00:06:57.520]  這裏
[00:06:57.520 --> 00:06:59.520]  上帝我們的主還說
[00:06:59.520 --> 00:07:01.520]  你要像完全人
[00:07:01.520 --> 00:07:03.520]  哇
[00:07:03.520 --> 00:07:05.520]  什麼是完全人
[00:07:05.520 --> 00:07:07.520]  你想不想到
[00:07:07.520 --> 00:07:09.520]  之前有講過誰是完全人
[00:07:09.520 --> 00:07:11.520]  在創世紀有沒有講過誰是完全人
[00:07:11.520 --> 00:07:13.520]  你記不記得
[00:07:13.520 --> 00:07:15.520]  真的不記得
[00:07:15.520 --> 00:07:17.520]  有誰是完全人
[00:07:17.520 --> 00:07:19.520]  誰呢
[00:07:19.520 --> 00:07:21.520]  哦
[00:07:21.520 --> 00:07:23.520]  記得了
[00:07:23.520 --> 00:07:25.520]  還有一個
[00:07:25.520 --> 00:07:27.520]  那個叫做羅亞
[00:07:27.520 --> 00:07:29.520]  在第六章九節裏
[00:07:29.520 --> 00:07:31.520]  羅亞也是一個完全人
[00:07:31.520 --> 00:07:33.520]  羅亞完全見到的就是
[00:07:33.520 --> 00:07:35.520]  他已經堅持到底完成上帝叫他做的工作
[00:07:35.520 --> 00:07:37.520]  豈方則
[00:07:37.520 --> 00:07:39.520]  不過這裏
[00:07:39.520 --> 00:07:41.520]  這個完全的意思
[00:07:41.520 --> 00:07:43.520]  都用在獻祭那裏
[00:07:43.520 --> 00:07:45.520]  在獻一些
[00:07:45.520 --> 00:07:47.520]  無瑕疵的祭
[00:07:47.520 --> 00:07:49.520]  其實我們知道
[00:07:49.520 --> 00:07:51.520]  祭司本身都不會是一個無罪
[00:07:51.520 --> 00:07:53.520]  完全
[00:07:53.520 --> 00:07:55.520]  在道德上或是完全無罪的人
[00:07:55.520 --> 00:07:57.520]  但是
[00:07:57.520 --> 00:07:59.520]  祭司他都可以在獻祭上
[00:07:59.520 --> 00:08:01.520]  無可指責
[00:08:01.520 --> 00:08:03.520]  只要去獻上
[00:08:03.520 --> 00:08:05.520]  在神面前
[00:08:05.520 --> 00:08:07.520]  忠心地獻上
[00:08:07.520 --> 00:08:09.520]  誠實地面對上帝
[00:08:09.520 --> 00:08:11.520]  他不需要
[00:08:11.520 --> 00:08:13.520]  偷工減料
[00:08:13.520 --> 00:08:15.520]  獻一些不完全的祭
[00:08:15.520 --> 00:08:17.520]  他只需要
[00:08:17.520 --> 00:08:19.520]  無可指責
[00:08:19.520 --> 00:08:21.520]  獻上一個無瑕疵的祭
[00:08:21.520 --> 00:08:23.520]  他忠於上帝
[00:08:23.520 --> 00:08:25.520]  他誠實地面對上帝
[00:08:25.520 --> 00:08:27.520]  我們有時
[00:08:27.520 --> 00:08:29.520]  可能都
[00:08:29.520 --> 00:08:31.520]  在關係上
[00:08:31.520 --> 00:08:33.520]  未必會盡人意
[00:08:33.520 --> 00:08:35.520]  我經常在想
[00:08:35.520 --> 00:08:37.520]  我太太經常說
[00:08:37.520 --> 00:08:39.520]  開飯了還不工作
[00:08:39.520 --> 00:08:41.520]  每次都不聽我說
[00:08:41.520 --> 00:08:43.520]  有時真的
[00:08:43.520 --> 00:08:45.520]  不盡意
[00:08:45.520 --> 00:08:47.520]  但很記得
[00:08:47.520 --> 00:08:49.520]  無論如何都不會因為這樣
[00:08:49.520 --> 00:08:51.520]  令到我或他
[00:08:51.520 --> 00:08:53.520]  不忠
[00:08:53.520 --> 00:08:55.520]  我們仍然忠於我們的關係
[00:08:55.520 --> 00:08:57.520]  仍然忠於我們的約的關係
[00:08:57.520 --> 00:08:59.520]  仍然因為這個約的關係
[00:08:59.520 --> 00:09:01.520]  而彼此相依相靠
[00:09:01.520 --> 00:09:03.520]  彼此的信任
[00:09:03.520 --> 00:09:05.520]  約的
[00:09:05.520 --> 00:09:07.520]  一個約
[00:09:07.520 --> 00:09:09.520]  本身就是一個雙方要負責
[00:09:09.520 --> 00:09:13.520]  在這裏我們見到
[00:09:13.520 --> 00:09:15.520]  阿伯蘭的主
[00:09:15.520 --> 00:09:17.520]  是主動地
[00:09:17.520 --> 00:09:19.520]  主動地
[00:09:19.520 --> 00:09:21.520]  與阿伯蘭建立關係
[00:09:21.520 --> 00:09:23.520]  主動地在這個約裏
[00:09:23.520 --> 00:09:25.520]  主動地去承諾
[00:09:25.520 --> 00:09:27.520]  盡他所有的義務
[00:09:27.520 --> 00:09:29.520]  盡他要做的
[00:09:29.520 --> 00:09:31.520]  在這個約裏
[00:09:31.520 --> 00:09:33.520]  主說了什麼
[00:09:33.520 --> 00:09:35.520]  阿伯蘭說
[00:09:35.520 --> 00:09:37.520]  我要使你的後裔
[00:09:37.520 --> 00:09:39.520]  極其繁多
[00:09:39.520 --> 00:09:41.520]  極其繁多
[00:09:41.520 --> 00:09:43.520]  其實一直都是主的心
[00:09:43.520 --> 00:09:45.520]  一直在很早
[00:09:45.520 --> 00:09:47.520]  都一直在說
[00:09:47.520 --> 00:09:49.520]  其實很早
[00:09:49.520 --> 00:09:51.520]  主創造的時候都說
[00:09:51.520 --> 00:09:53.520]  各樣的生物都要生養眾多
[00:09:53.520 --> 00:09:55.520]  主對人
[00:09:55.520 --> 00:09:57.520]  其實一直都不離不棄
[00:09:57.520 --> 00:09:59.520]  只不過在這裏
[00:09:59.520 --> 00:10:01.520]  他就透過阿伯蘭
[00:10:01.520 --> 00:10:03.520]  告訴他
[00:10:03.520 --> 00:10:05.520]  要透過你
[00:10:05.520 --> 00:10:07.520]  要生養眾多
[00:10:07.520 --> 00:10:09.520]  多到好像之前
[00:10:09.520 --> 00:10:11.520]  上帝帶阿伯蘭去看
[00:10:11.520 --> 00:10:13.520]  你看看天上的星
[00:10:13.520 --> 00:10:15.520]  你想像一下
[00:10:15.520 --> 00:10:17.520]  你的後裔就好像天上的星一樣
[00:10:17.520 --> 00:10:19.520]  好像天上的星一樣
[00:10:19.520 --> 00:10:23.520]  說到這裏
[00:10:23.520 --> 00:10:25.520]  主不單止
[00:10:25.520 --> 00:10:27.520]  向阿伯蘭顯現他自己
[00:10:27.520 --> 00:10:29.520]  讓阿伯蘭見到他
[00:10:29.520 --> 00:10:31.520]  主更加講
[00:10:31.520 --> 00:10:33.520]  繼續的講
[00:10:33.520 --> 00:10:35.520]  繼續的應許
[00:10:35.520 --> 00:10:37.520]  繼續的說話
[00:10:37.520 --> 00:10:39.520]  繼續的承諾
[00:10:39.520 --> 00:10:41.520]  在相管齊下之下
[00:10:41.520 --> 00:10:43.520]  其實這份的震撼
[00:10:43.520 --> 00:10:45.520]  完全的捉住了阿伯蘭
[00:10:45.520 --> 00:10:47.520]  他的反應是怎樣
[00:10:47.520 --> 00:10:49.520]  阿伯蘭的反應是怎樣
[00:10:49.520 --> 00:10:51.520]  阿伯蘭的反應是他
[00:10:51.520 --> 00:10:53.520]  臉伏於地
[00:10:53.520 --> 00:10:55.520]  代表他那份的敬畏
[00:10:55.520 --> 00:10:57.520]  完全的馴服
[00:10:57.520 --> 00:10:59.520]  面對這個全能的主
[00:10:59.520 --> 00:11:01.520]  這位主
[00:11:01.520 --> 00:11:03.520]  竟然立約
[00:11:03.520 --> 00:11:05.520]  竟然向他去承諾
[00:11:05.520 --> 00:11:07.520]  竟然這份承諾
[00:11:07.520 --> 00:11:09.520]  是這位主要去肯定
[00:11:09.520 --> 00:11:11.520]  肯定要去達到
[00:11:11.520 --> 00:11:13.520]  要去遵守
[00:11:13.520 --> 00:11:15.520]  誰能想像到
[00:11:15.520 --> 00:11:17.520]  所以阿伯蘭沒有話說
[00:11:17.520 --> 00:11:19.520]  阿伯蘭他只有
[00:11:19.520 --> 00:11:21.520]  臉伏於地
[00:11:21.520 --> 00:11:23.520]  大家知不知道
[00:11:23.520 --> 00:11:25.520]  我們知道
[00:11:25.520 --> 00:11:27.520]  我們的主是那位
[00:11:27.520 --> 00:11:29.520]  守約斯慈愛的主
[00:11:29.520 --> 00:11:31.520]  而且這個守約斯慈愛
[00:11:31.520 --> 00:11:33.520]  是我們的主主動去做的
[00:11:33.520 --> 00:11:35.520]  是他首先主動的
[00:11:35.520 --> 00:11:37.520]  都不是因為我們做過什麼
[00:11:37.520 --> 00:11:39.520]  不是因為我們是怎樣
[00:11:39.520 --> 00:11:41.520]  我們的主是他主動去
[00:11:41.520 --> 00:11:43.520]  守約斯慈愛的
[00:11:43.520 --> 00:11:45.520]  但我們呢
[00:11:45.520 --> 00:11:47.520]  我們有沒有
[00:11:47.520 --> 00:11:49.520]  我們有沒有
[00:11:49.520 --> 00:11:51.520]  我們有沒有這樣去守住上帝
[00:11:51.520 --> 00:11:53.520]  和我們去主動建立的關係
[00:11:53.520 --> 00:11:55.520]  或者我們有沒有
[00:11:55.520 --> 00:11:57.520]  很盡力去愛
[00:11:57.520 --> 00:11:59.520]  我們有沒有很專一
[00:11:59.520 --> 00:12:01.520]  很主動去跟隨主
[00:12:01.520 --> 00:12:05.520]  還是我們
[00:12:05.520 --> 00:12:07.520]  上帝就只是我們
[00:12:07.520 --> 00:12:09.520]  生活裏面其中的
[00:12:09.520 --> 00:12:11.520]  一部分
[00:12:11.520 --> 00:12:13.520]  就好像今天現代人
[00:12:13.520 --> 00:12:15.520]  我們開個電腦
[00:12:15.520 --> 00:12:17.520]  通常我們都有幾個program
[00:12:17.520 --> 00:12:19.520]  幾個window
[00:12:19.520 --> 00:12:21.520]  可能上帝只是我們其中一個window
[00:12:21.520 --> 00:12:23.520]  可能可以的時候就把它撥到一二邊
[00:12:23.520 --> 00:12:25.520]  放到一二邊
[00:12:25.520 --> 00:12:27.520]  又或者好像其中一個
[00:12:27.520 --> 00:12:29.520]  我們現在手機可以開
[00:12:29.520 --> 00:12:31.520]  你的手機應該可以開很多app
[00:12:31.520 --> 00:12:33.520]  開著這個app
[00:12:33.520 --> 00:12:35.520]  然後就可以撥
[00:12:35.520 --> 00:12:37.520]  看這個看那個
[00:12:37.520 --> 00:12:39.520]  這個撥
[00:12:39.520 --> 00:12:41.520]  撥這些app撥這些相
[00:12:41.520 --> 00:12:43.520]  撥這些行動其實不用教
[00:12:43.520 --> 00:12:45.520]  因為有嬰兒開始懂
[00:12:45.520 --> 00:12:47.520]  嬰兒已經拿著ipad
[00:12:47.520 --> 00:12:49.520]  這樣撥
[00:12:49.520 --> 00:12:51.520]  這些不用注重的
[00:12:51.520 --> 00:12:53.520]  其他其他
[00:12:53.520 --> 00:12:55.520]  所以當有其他更加捉住我們的心神
[00:12:55.520 --> 00:12:57.520]  更加捉住我們的注意力
[00:12:57.520 --> 00:12:59.520]  更加好像我們
[00:12:59.520 --> 00:13:01.520]  見得到或者
[00:13:01.520 --> 00:13:03.520]  我們生活上
[00:13:03.520 --> 00:13:05.520]  好像掌握得到的事情的時候
[00:13:05.520 --> 00:13:07.520]  那些就會捉住我們的注意力
[00:13:07.520 --> 00:13:09.520]  上帝
[00:13:09.520 --> 00:13:11.520]  撥開它
[00:13:11.520 --> 00:13:13.520]  放在一邊
[00:13:13.520 --> 00:13:15.520]  記得
[00:13:15.520 --> 00:13:17.520]  主和亞伯蘭是怎樣說的
[00:13:17.520 --> 00:13:19.520]  主和亞伯蘭是說
[00:13:19.520 --> 00:13:21.520]  你當在我面前行走
[00:13:21.520 --> 00:13:23.520]  作完全人
[00:13:23.520 --> 00:13:25.520]  主是說
[00:13:25.520 --> 00:13:27.520]  其實在我面前行
[00:13:27.520 --> 00:13:29.520]  是誰才是主角
[00:13:29.520 --> 00:13:31.520]  是我才是主角
[00:13:31.520 --> 00:13:33.520]  不過我們生活上
[00:13:33.520 --> 00:13:35.520]  就有很多事情
[00:13:35.520 --> 00:13:37.520]  令我們將主放在一邊
[00:13:37.520 --> 00:13:39.520]  我們可能遺忘了他
[00:13:39.520 --> 00:13:41.520]  或者直接
[00:13:41.520 --> 00:13:43.520]  可能在我們生活上
[00:13:43.520 --> 00:13:45.520]  他已經退了場
[00:13:47.520 --> 00:13:49.520]  在這裏我想起
[00:13:49.520 --> 00:13:51.520]  我其實在
[00:13:51.520 --> 00:13:53.520]  讀神學之前
[00:13:53.520 --> 00:13:55.520]  在大學畢業之後
[00:13:55.520 --> 00:13:57.520]  其實我是一個
[00:13:57.520 --> 00:13:59.520]  中學老師
[00:13:59.520 --> 00:14:01.520]  我當時就去到一間
[00:14:01.520 --> 00:14:03.520]  基督教學校
[00:14:03.520 --> 00:14:05.520]  那間基督教學校很好
[00:14:05.520 --> 00:14:07.520]  那間基督教學校是一間
[00:14:07.520 --> 00:14:09.520]  Band 5的學校
[00:14:09.520 --> 00:14:11.520]  知道什麼是Band 5嗎
[00:14:11.520 --> 00:14:13.520]  現在已經不知道
[00:14:13.520 --> 00:14:15.520]  不知道什麼是Band 5
[00:14:15.520 --> 00:14:17.520]  哦
[00:14:17.520 --> 00:14:19.520]  Band 5即是說
[00:14:19.520 --> 00:14:21.520]  其實那些學生
[00:14:21.520 --> 00:14:23.520]  差不多就是
[00:14:23.520 --> 00:14:25.520]  全個
[00:14:25.520 --> 00:14:27.520]  全個裏面成績最差
[00:14:27.520 --> 00:14:29.520]  但其實
[00:14:29.520 --> 00:14:31.520]  很難怪他們
[00:14:31.520 --> 00:14:33.520]  很多時候裏面背後很多家庭問題
[00:14:33.520 --> 00:14:35.520]  很多成長的問題
[00:14:35.520 --> 00:14:37.520]  或者很多
[00:14:37.520 --> 00:14:39.520]  好像學不到東西
[00:14:39.520 --> 00:14:41.520]  我記得我去到
[00:14:41.520 --> 00:14:43.520]  剛剛去到一間學校
[00:14:43.520 --> 00:14:45.520]  做老師的時候
[00:14:45.520 --> 00:14:47.520]  嘩
[00:14:47.520 --> 00:14:49.520]  新呀 第一次
[00:14:49.520 --> 00:14:51.520]  做老師
[00:14:51.520 --> 00:14:53.520]  那我
[00:14:53.520 --> 00:14:55.520]  第一天進到班房
[00:14:55.520 --> 00:14:57.520]  每個學生
[00:14:57.520 --> 00:14:59.520]  都很可愛
[00:14:59.520 --> 00:15:01.520]  但過了一個禮拜兩個禮拜之後
[00:15:01.520 --> 00:15:03.520]  個個都好像怪獸
[00:15:03.520 --> 00:15:05.520]  個個好像
[00:15:05.520 --> 00:15:07.520]  不知為何變了
[00:15:07.520 --> 00:15:09.520]  樣子這麼
[00:15:09.520 --> 00:15:11.520]  這麼頑劣
[00:15:11.520 --> 00:15:13.520]  嘩
[00:15:13.520 --> 00:15:15.520]  更加就是我記得
[00:15:15.520 --> 00:15:17.520]  我還要教一些
[00:15:17.520 --> 00:15:19.520]  叫做中三的學生
[00:15:19.520 --> 00:15:21.520]  還要教什麼科
[00:15:21.520 --> 00:15:23.520]  我很記得
[00:15:23.520 --> 00:15:25.520]  當時我是教科學科
[00:15:25.520 --> 00:15:27.520]  教中三
[00:15:27.520 --> 00:15:29.520]  還要教兩班
[00:15:29.520 --> 00:15:31.520]  很明顯在那級裏面
[00:15:31.520 --> 00:15:33.520]  是最低的那兩級
[00:15:33.520 --> 00:15:35.520]  很辛苦的
[00:15:35.520 --> 00:15:37.520]  第一
[00:15:37.520 --> 00:15:39.520]  這些這麼老練的學生
[00:15:39.520 --> 00:15:41.520]  新的老師一定會去
[00:15:41.520 --> 00:15:43.520]  考驗一下你
[00:15:43.520 --> 00:15:45.520]  看看你什麼樣子
[00:15:45.520 --> 00:15:47.520]  你怎樣
[00:15:47.520 --> 00:15:49.520]  嘩 多麼痛苦
[00:15:49.520 --> 00:15:51.520]  他不理你已經算很好了
[00:15:51.520 --> 00:15:53.520]  自己聊天已經算很好了
[00:15:53.520 --> 00:15:55.520]  學生之間會不會打來打去
[00:15:55.520 --> 00:15:57.520]  還要什麼呢
[00:15:57.520 --> 00:15:59.520]  我教科學科 我還要去哪裏上課
[00:15:59.520 --> 00:16:01.520]  實驗室呀 救命呀
[00:16:01.520 --> 00:16:03.520]  真是想死
[00:16:03.520 --> 00:16:05.520]  我記得
[00:16:05.520 --> 00:16:07.520]  那段開頭的時間
[00:16:07.520 --> 00:16:09.520]  好困苦 好困苦
[00:16:09.520 --> 00:16:11.520]  好想怎樣做呢
[00:16:11.520 --> 00:16:13.520]  怎樣
[00:16:13.520 --> 00:16:15.520]  嘩 我記得 我好相信
[00:16:15.520 --> 00:16:17.520]  我頭幾個月開始
[00:16:17.520 --> 00:16:19.520]  已經老了很多
[00:16:19.520 --> 00:16:21.520]  這個樣子是那時候開始來的
[00:16:21.520 --> 00:16:25.520]  但是去到某個地步
[00:16:25.520 --> 00:16:27.520]  我覺得 不是的
[00:16:27.520 --> 00:16:29.520]  明明是上帝帶領我
[00:16:29.520 --> 00:16:31.520]  來到這個學校的
[00:16:31.520 --> 00:16:33.520]  明明是上帝帶領我
[00:16:33.520 --> 00:16:35.520]  來到這個學校的
[00:16:35.520 --> 00:16:37.520]  很多學校都不請我
[00:16:37.520 --> 00:16:39.520]  帶領我來到這個學校
[00:16:39.520 --> 00:16:43.520]  那我祈禱
[00:16:43.520 --> 00:16:45.520]  是呀 主呀
[00:16:45.520 --> 00:16:47.520]  祢在課室裏面作王
[00:16:47.520 --> 00:16:49.520]  祢作主作王
[00:16:49.520 --> 00:16:51.520]  我在那裏要求靠祢
[00:16:51.520 --> 00:16:53.520]  我要侍奉祢
[00:16:53.520 --> 00:16:55.520]  我在那裏要侍奉祢
[00:16:55.520 --> 00:16:57.520]  之後每去到中三那幾班上課的時候
[00:16:57.520 --> 00:16:59.520]  我首先第一步
[00:16:59.520 --> 00:17:01.520]  就走進廁所然後祈禱
[00:17:01.520 --> 00:17:03.520]  然後才上去
[00:17:03.520 --> 00:17:05.520]  未必每次都好像
[00:17:05.520 --> 00:17:07.520]  環境變好了
[00:17:07.520 --> 00:17:09.520]  不過我很記得 我知道神和我在一起
[00:17:09.520 --> 00:17:11.520]  我安定了很多
[00:17:11.520 --> 00:17:13.520]  冷靜了很多
