
[00:00:00.000 --> 00:00:09.000]  要跟各位分享,約翰福音實實在在的真理,到底約翰福音跟我們講了什麼真理,
[00:06:30.000 --> 00:06:35.000]  所以我們只講了前半段,要信祂有永生,
[00:06:35.000 --> 00:06:38.000]  不信祂就是永死了。
[00:06:38.000 --> 00:06:45.000]  所以我們說,我們一般的人是生一次死兩次,不是嗎?
[00:06:45.000 --> 00:06:49.000]  我們肉身生一次,然後我們肉體死一次,
[00:06:49.000 --> 00:06:54.000]  然後最後世界末日的時候,主耶穌再來的時候,
[00:06:54.000 --> 00:06:56.000]  然後新天新地的時候,
[00:06:56.000 --> 00:07:02.000]  這些還要永遠死在地獄裡面,硫磺火湖裡面,
[00:07:02.000 --> 00:07:04.000]  所以生一次死兩次。
[00:07:04.000 --> 00:07:06.000]  但是我們基督徒是有福氣的,
[00:07:06.000 --> 00:07:11.000]  我們生兩次死一次,我們肉身生一次,
[00:07:11.000 --> 00:07:17.000]  我們重生,我們受洗歸入主的名下,又再生一次,
[00:07:17.000 --> 00:07:22.000]  然後我們只死一次,就是我們的肉身的死,
[00:07:22.000 --> 00:07:30.000]  然後我們就永遠不再與神在天國裡面,永遠享受福樂。
[00:07:30.000 --> 00:07:33.000]  所以我很喜歡為夫妻一起受洗,
[00:07:33.000 --> 00:07:40.000]  因為我就可以說,我倆同日生將來永遠不再死,不是嗎?
[00:07:40.000 --> 00:07:44.000]  同一天重生受洗的嘛,哈雷雷亞,讚美神。
[00:07:44.000 --> 00:07:49.000]  好,太初有道,道成肉身,充充滿滿住在我們中間,
[00:07:49.000 --> 00:07:52.000]  這是真理,這是耶穌,這是基督。
[00:07:52.000 --> 00:07:58.000]  那麼真理,剛才我說了,就是耶穌,就是話,就是The Word。
[00:07:58.000 --> 00:08:02.000]  但是你要想想看,神的話跟人的話,
[00:08:02.000 --> 00:08:06.000]  你比比看,你知道差別很大,不是嗎?
[00:08:06.000 --> 00:08:13.000]  因為人說的不盡然可信,甚至於非常可笑。
[00:08:13.000 --> 00:08:18.000]  上個禮拜,我那個三歲的小孫子,他說,
[00:08:18.000 --> 00:08:22.000]  婆婆啊,我不乖,你也不要打我。
[00:08:22.000 --> 00:08:28.000]  哈哈哈哈,好聰明,不乖還不可以打,非常好,有意思的。
[00:08:28.000 --> 00:08:33.000]  那麼,人的話,並非全然可信的。
[00:08:33.000 --> 00:08:37.000]  我們常常有一句俗話叫,公說公有理,婆說婆有理,
[00:08:37.000 --> 00:08:40.000]  講的都是同樣一件事情,不是嗎?
[00:08:40.000 --> 00:08:44.000]  甚至於,有的時候,有的人說,
[00:08:44.000 --> 00:08:49.000]  啊,看那個人啊,他睡覺都拿一本書,對不對?
[00:08:49.000 --> 00:08:53.000]  你對他有好感嘛,那麼你如果對他沒有好感呢,
[00:08:53.000 --> 00:08:57.000]  你說他拿了書就想睡覺,是不是?
[00:08:57.000 --> 00:09:00.000]  同樣的一件事情,但是不管怎麼樣,
[00:09:00.000 --> 00:09:05.000]  我們說的,我們講的,都不可信。
[00:09:05.000 --> 00:09:10.000]  都是有我們自己的立場,都是站在我們自己的角度,
[00:09:10.000 --> 00:09:14.000]  都是為了保護我們自己的。
[00:09:14.000 --> 00:09:19.000]  但是耶穌說的話,可實實在在,句句是真理。
[00:09:19.000 --> 00:09:24.000]  在約翰福音裡面,他最少出現二十五次,
[00:09:24.000 --> 00:09:29.000]  耶穌說,我實實在在的告訴你,
[00:09:29.000 --> 00:09:33.000]  英文是I tell you the truth,是不是?
[00:09:33.000 --> 00:09:35.000]  我告訴你一個真理。
[00:09:35.000 --> 00:09:38.000]  哇,你看約翰福音你就要注意到了。
[00:09:38.000 --> 00:09:41.000]  當耶穌說,我實實在在的告訴你,
[00:09:41.000 --> 00:09:45.000]  那你真是要,眼睛要睜大,精神要集中,
[00:09:45.000 --> 00:09:48.000]  看他要告訴你是什麼truth。
[00:09:48.000 --> 00:09:50.000]  譬如說,約翰福音第八章他說,
[00:09:50.000 --> 00:09:54.000]  我實實在在的告訴你們,所有犯罪的,
[00:09:54.000 --> 00:09:58.000]  就是罪的奴僕,就是罪的奴隸,不是嗎?
[00:09:58.000 --> 00:10:04.000]  這是天經地義,再真不缺一個道理,一個真理。
[00:10:04.000 --> 00:10:07.000]  又有他說,我實實在在的告訴你,
[00:10:07.000 --> 00:10:11.000]  人若不從神,就不能見神的國。
[00:10:11.000 --> 00:10:14.000]  這是我們一直在說的,不是嗎?
[00:10:14.000 --> 00:10:16.000]  就是這樣子,實實在在的說,
[00:10:16.000 --> 00:10:20.000]  耶穌在約翰福音裡面講了二十五次,
[00:10:20.000 --> 00:10:23.000]  我會藉著六次的講臺,
[00:10:23.000 --> 00:10:28.000]  把這個實實在在約翰福音的真理跟各位來講,
[00:10:28.000 --> 00:10:30.000]  讓我們低頭禱告。
[00:10:30.000 --> 00:10:33.000]  阿爸父我們感謝你,讚美你,
[00:10:33.000 --> 00:10:36.000]  因為你是偉大奇妙神,
[00:10:36.000 --> 00:10:39.000]  你今天與我們同在,
[00:10:39.000 --> 00:10:43.000]  你在我們中間,你的聖靈,自由的運行,
[00:10:43.000 --> 00:10:46.000]  讓我們每一個人都能夠得著你,
[00:10:46.000 --> 00:10:48.000]  都能夠再一次得著你的安慰,
[00:10:48.000 --> 00:10:49.000]  得著你的幫助,
[00:10:49.000 --> 00:10:53.000]  還有得著你的恩典,能力與祝福,
[00:10:53.000 --> 00:10:56.000]  感謝你,讚美你,一切榮耀歸給你,
[00:10:56.000 --> 00:11:00.000]  這樣禱告是奉主耶穌基督的名,阿們。
[00:11:00.000 --> 00:11:04.000]  好了,讓我們翻到最前面那個經文那邊,
[00:11:04.000 --> 00:11:06.000]  讓我們一起來再來念一遍,
[00:11:06.000 --> 00:11:11.000]  請眾人去見耶穌和門徒都在那乃,
[00:11:11.000 --> 00:11:15.000]  就上了船往加百隆去找耶穌,
[00:11:15.000 --> 00:11:19.000]  既在海邊找著了,就對他說,
[00:11:19.000 --> 00:11:22.000]  拉比是幾時到這裏來的?
[00:11:22.000 --> 00:11:24.000]  稍微停一下。
[00:11:24.000 --> 00:11:27.000]  這個事情呢,實際上你如果去看約翰福音,
[00:11:27.000 --> 00:11:30.000]  他前面有講到兩件事情,
[00:11:30.000 --> 00:11:32.000]  第一件事情他講說,
[00:11:32.000 --> 00:11:36.000]  耶穌用五餅二魚餵飽了五千個人,
[00:11:36.000 --> 00:11:38.000]  還生了十二男,
[00:11:38.000 --> 00:11:42.000]  哇,這是一個天大的神蹟呀。
[00:11:42.000 --> 00:11:44.000]  那麼第二件事情呢,
[00:11:44.000 --> 00:11:48.000]  就是耶穌看到很多人要跟他來吃飯,
[00:11:48.000 --> 00:11:51.000]  來找飯吃,那麼耶穌就叫門徒你們先走,
[00:11:51.000 --> 00:11:54.000]  我跟著就來,當然他是去禱告,
[00:11:54.000 --> 00:11:58.000]  然後門徒坐了船在加利利海上面走,
[00:11:58.000 --> 00:12:02.000]  結果耶穌走在海上面一路追著門徒,
[00:12:02.000 --> 00:12:05.000]  結果上了船,哇,門徒都嚇死了。
[00:12:05.000 --> 00:12:09.000]  這個時候來到岸邊的時候,
[00:12:09.000 --> 00:12:11.000]  眾人也就追著來了,
[00:12:11.000 --> 00:12:15.000]  然後說拉比是幾時到這裏來的?
[00:12:15.000 --> 00:12:17.000]  我們聽他的稱呼你就知道,
[00:12:17.000 --> 00:12:20.000]  拉比的意思是什麼?
[00:12:20.000 --> 00:12:23.000]  拉比的意思就是老師。
[00:12:23.000 --> 00:12:26.000]  在幾本福音書上面,
[00:12:26.000 --> 00:12:30.000]  剛開始的時候人都稱耶穌做拉比,
[00:12:30.000 --> 00:12:32.000]  或者是夫子,
[00:12:32.000 --> 00:12:34.000]  但是到了後來的時候,
[00:12:34.000 --> 00:12:36.000]  彼得說你是基督,
[00:12:36.000 --> 00:12:38.000]  你是永生神的兒子,
[00:12:38.000 --> 00:12:40.000]  因為剛開始人家不知道嘛,
[00:12:40.000 --> 00:12:43.000]  就好像我們剛開始不知道,
[00:12:43.000 --> 00:12:45.000]  我們甚至於不了解,
[00:12:45.000 --> 00:12:48.000]  我們還以為信了神或者信了耶穌,
[00:12:48.000 --> 00:12:50.000]  這有什麼好信的呢?
[00:12:50.000 --> 00:12:53.000]  或者是信了就虧大了等等,
[00:12:53.000 --> 00:12:55.000]  但是你不知道,
[00:12:55.000 --> 00:12:58.000]  得福受益是我們自己,
[00:12:58.000 --> 00:12:59.000]  您知道嗎?
[00:12:59.000 --> 00:13:01.000]  不是只是說得永生,
[00:13:01.000 --> 00:13:04.000]  而且今生我們有平安有喜樂。
[00:13:04.000 --> 00:13:07.000]  他們說拉比是什麼時候來的?
[00:13:07.000 --> 00:13:09.000]  耶穌回答說什麼?
[00:13:09.000 --> 00:13:11.000]  我實實在在地告訴你們,
[00:13:11.000 --> 00:13:15.000]  你們找我並不是應見了神蹟,
[00:13:15.000 --> 00:13:18.000]  乃是應吃餅得飽。
[00:13:18.000 --> 00:13:21.000]  所以耶穌意思說你們來找我是肚子餓了是不是,
[00:13:21.000 --> 00:13:24.000]  還想要有點東西吃嗎?
[00:13:24.000 --> 00:13:27.000]  所以後來耶穌就跟他說什麼呢?
[00:13:27.000 --> 00:13:29.000]  我們下一章,
[00:13:29.000 --> 00:13:31.000]  耶穌後來跟他說,
[00:13:31.000 --> 00:13:34.000]  我實實在在告訴你們,
[00:13:34.000 --> 00:13:38.000]  他心裡說我們的祖宗在曠野吃過滿哈,
[00:13:38.000 --> 00:13:40.000]  如經上說的,
[00:13:40.000 --> 00:13:43.000]  他從天上吃下糧來給你們,
[00:13:43.000 --> 00:13:46.000]  他說我實實在在告訴你們,
[00:13:46.000 --> 00:13:49.000]  天上的糧不是摩西給你們,
[00:13:49.000 --> 00:13:52.000]  是父從天上賜給你們的,
[00:13:52.000 --> 00:13:55.000]  他說我就是生命的糧,
[00:13:55.000 --> 00:14:00.000]  到我這裡來的必定不餓,信我的永遠不渴。
[00:14:00.000 --> 00:14:03.000]  這一句話,最後一句話,
[00:14:03.000 --> 00:14:07.000]  幾乎等同於我實實在在地告訴你們,
[00:14:07.000 --> 00:14:11.000]  那個真理,那樣子的強,那個語氣。
[00:14:11.000 --> 00:14:13.000]  因為您知道嘛,
[00:14:13.000 --> 00:14:16.000]  我們再來把舊約跟新約比一下,
[00:14:16.000 --> 00:14:18.000]  如果說我們看了舊約,
[00:14:18.000 --> 00:14:21.000]  我們都知道在《出外地記》裡面,
[00:14:21.000 --> 00:14:24.000]  以色列人、猶太人來到曠野的時候,
[00:14:24.000 --> 00:14:27.000]  沒有東西吃嘛,對不對?
[00:14:27.000 --> 00:14:33.000]  他們就怨天尤人,怪神怪摩西,
[00:14:33.000 --> 00:14:37.000]  結果神賜下瑪拿給他們,
[00:14:37.000 --> 00:14:41.000]  讓他們吃,從天上賜來的糧食給他們,
[00:14:41.000 --> 00:14:45.000]  所以他們三十八年就是吃這個瑪拿,
[00:14:45.000 --> 00:14:47.000]  瑪拿我沒有吃過啦,
[00:14:47.000 --> 00:14:49.000]  因為現在已經找不到了,
[00:14:49.000 --> 00:14:54.000]  當這些猶太人進入了迦南平原的時候,
[00:14:54.000 --> 00:14:56.000]  瑪拿忽然間就停了,
[00:14:56.000 --> 00:14:59.000]  因為他們來到一個平原,
[00:14:59.000 --> 00:15:02.000]  那是牛奶與蜜之地,
[00:15:02.000 --> 00:15:04.000]  所以他們有得吃了,
[00:15:04.000 --> 00:15:07.000]  所以瑪拿就停了。
[00:15:07.000 --> 00:15:08.000]  但是您知道嘛,
[00:15:08.000 --> 00:15:14.000]  舊約的瑪拿將近兩百萬烏合之眾,
[00:15:14.000 --> 00:15:15.000]  他們都吃過,
[00:15:15.000 --> 00:15:18.000]  但是三十八年他們吃下來,
[00:15:18.000 --> 00:15:20.000]  最終也都死了。
[00:15:20.000 --> 00:15:22.000]  這舊約就告訴我們,
[00:15:22.000 --> 00:15:25.000]  這個我們不要肉體吃的,
[00:15:25.000 --> 00:15:28.000]  不是說胡平二一餵飽了你,
[00:15:28.000 --> 00:15:30.000]  這些人還要來跟著吃,
[00:15:30.000 --> 00:15:32.000]  但是我們是罪人,
[00:15:32.000 --> 00:15:34.000]  我們還不認識耶穌,
[00:15:34.000 --> 00:15:38.000]  我們還只不過是怎麼樣?奴僕。
[00:15:38.000 --> 00:15:40.000]  我們剛才說的嘛,
[00:15:40.000 --> 00:15:44.000]  所有犯罪的人就是罪的奴僕嘛,
[00:15:44.000 --> 00:15:45.000]  不是嗎?
[00:15:45.000 --> 00:15:49.000]  有的時候我們真的不相信說我們有罪,
[00:15:49.000 --> 00:15:53.000]  有的時候我們真的不相信我們是罪的奴僕。
[00:15:53.000 --> 00:15:55.000]  我以前有一個弟兄跟我說,
[00:15:55.000 --> 00:15:58.000]  牧師啊,你不要催我信嘛,
[00:15:58.000 --> 00:16:01.000]  等我那些事情都解決了,
[00:16:01.000 --> 00:16:02.000]  我自然會信。
[00:16:02.000 --> 00:16:04.000]  我說什麼事情呢?
[00:16:04.000 --> 00:16:05.000]  他說我不抽煙了,
[00:16:05.000 --> 00:16:07.000]  我不喝酒了,
[00:16:07.000 --> 00:16:08.000]  我就信。
[00:16:08.000 --> 00:16:12.000]  我說其實抽煙喝酒跟信,
[00:16:12.000 --> 00:16:16.000]  或者是靠你的意志來敬煙敬酒,
[00:16:16.000 --> 00:16:18.000]  其實兩回事,
[00:16:18.000 --> 00:16:19.000]  您知道嗎?
[00:16:19.000 --> 00:16:20.000]  但他說不管怎麼樣,
[00:16:20.000 --> 00:16:22.000]  牧師我還是要這樣。
[00:16:22.000 --> 00:16:24.000]  好,我說可以,沒有問題。
[00:16:24.000 --> 00:16:30.000]  我說為什麼你覺得抽煙喝酒好呢?
[00:16:30.000 --> 00:16:31.000]  你為什麼不停掉呢?
[00:16:31.000 --> 00:16:33.000]  他說你不知道啊,
[00:16:33.000 --> 00:16:38.000]  抽煙抽的時候有的時候增加我的思路啊,
[00:16:38.000 --> 00:16:40.000]  讓我覺得好舒服啊,
[00:16:40.000 --> 00:16:42.000]  喝酒喝得酒汗很熱,
[00:16:42.000 --> 00:16:44.000]  喝得好高興啊。
[00:16:44.000 --> 00:16:46.000]  我說讓我請問你,
[00:16:46.000 --> 00:16:48.000]  你可不可以不抽煙?
[00:16:48.000 --> 00:16:50.000]  他想了一下說,
[00:16:50.000 --> 00:16:51.000]  不太容易了。
[00:16:51.000 --> 00:16:53.000]  我說你可不可以不喝酒?
[00:16:53.000 --> 00:16:54.000]  他想了一下,
[00:16:54.000 --> 00:16:56.000]  不太容易了。
[00:16:56.000 --> 00:17:00.000]  我說你這不是煙的奴隸嗎?
[00:17:00.000 --> 00:17:03.000]  你這不是酒的奴隸嗎?
[00:17:03.000 --> 00:17:06.000]  因為煙跟酒是你的主人了嘛,
[00:17:06.000 --> 00:17:07.000]  你要服侍它嘛,
[00:17:07.000 --> 00:17:09.000]  你不但服侍它,
[00:17:09.000 --> 00:17:11.000]  你還要花錢去買它,
[00:17:11.000 --> 00:17:13.000]  你還要冒著生命危險得癌症,
[00:17:13.000 --> 00:17:15.000]  得胃癌,得肺癌等等。
[00:17:15.000 --> 00:17:18.000]  你不是醉的奴僕嗎?
[00:17:18.000 --> 00:17:21.000]  你不是死在罪孽過犯之中嗎?
[00:17:21.000 --> 00:17:23.000]  長話短說。
[00:17:23.000 --> 00:17:26.000]  後來我說我跟你打個商量,
[00:17:26.000 --> 00:17:27.000]  天天為你禱告,
[00:17:27.000 --> 00:17:29.000]  你戒了,
[00:17:29.000 --> 00:17:30.000]  我就為你受罪。
[00:17:30.000 --> 00:17:31.000]  他說好,沒問題。
[00:17:31.000 --> 00:17:33.000]  後來過了一段時間,
[00:17:33.000 --> 00:17:35.000]  聽他太太講,
[00:17:35.000 --> 00:17:37.000]  他開始不抽煙不喝酒了,
[00:17:37.000 --> 00:17:39.000]  我就跟他太太一直在禱告。
[00:17:39.000 --> 00:17:40.000]  我就知道了,
[00:17:40.000 --> 00:17:42.000]  我就說那要不要受洗了?
[00:17:42.000 --> 00:17:44.000]  他說牧師最後一關,
[00:17:44.000 --> 00:17:45.000]  我說怎麼樣,
[00:17:45.000 --> 00:17:46.000]  還要大考是不是?
[00:17:46.000 --> 00:17:49.000]  他說我下個禮拜
[00:17:49.000 --> 00:17:52.000]  我就要回國內去度假。
[00:17:52.000 --> 00:17:53.000]  他說你不知道,
[00:17:53.000 --> 00:17:54.000]  回國內度假,
[00:17:54.000 --> 00:17:55.000]  人家請你吃飯,
[00:17:55.000 --> 00:17:56.000]  請你抽煙,
[00:17:56.000 --> 00:17:57.000]  請你喝酒。
[00:17:57.000 --> 00:17:59.000]  我如果能夠過了那一關,
[00:17:59.000 --> 00:18:01.000]  我回來我一定受洗。
[00:18:01.000 --> 00:18:03.000]  好,他回去了。
[00:18:03.000 --> 00:18:04.000]  大概過了很久,
[00:18:04.000 --> 00:18:05.000]  我都忘記了。
[00:18:05.000 --> 00:18:07.000]  有一天來牧師,我要受洗。
[00:18:07.000 --> 00:18:08.000]  他來了,
[00:18:08.000 --> 00:18:09.000]  這樣子,
[00:18:09.000 --> 00:18:10.000]  他過了那一關了,
[00:18:10.000 --> 00:18:11.000]  你知道嗎?
[00:18:11.000 --> 00:18:12.000]  當我們的生命,
[00:18:12.000 --> 00:18:16.000]  你真正說我們是不信的時候,
[00:18:16.000 --> 00:18:19.000]  我們還以為我們很自由了,
[00:18:19.000 --> 00:18:22.000]  我想說什麼我就說什麼,
[00:18:22.000 --> 00:18:25.000]  我想做什麼我就做什麼,
[00:18:25.000 --> 00:18:28.000]  不高興我就罵天罵地罵人,
[00:18:28.000 --> 00:18:30.000]  罵東罵西,
[00:18:30.000 --> 00:18:31.000]  或者是怎麼樣,
[00:18:31.000 --> 00:18:33.000]  還以為很有自由,
[00:18:33.000 --> 00:18:36.000]  但是您不知道我們成為罪的奴僕,
[00:18:36.000 --> 00:18:40.000]  在我們的生命中有許多被捆綁,
[00:18:40.000 --> 00:18:42.000]  我們都不知道。
[00:18:42.000 --> 00:18:44.000]  哈雷路亞,這樣沒事。
[00:18:44.000 --> 00:18:45.000]  但是耶穌說,
[00:18:45.000 --> 00:18:48.000]  我們的祖宗吃了馬拿,
[00:18:48.000 --> 00:18:50.000]  但是也都死了,
[00:18:50.000 --> 00:18:52.000]  因為我們生下來,
[00:18:52.000 --> 00:18:54.000]  我很不好意思地說,
[00:18:54.000 --> 00:18:55.000]  你也是,
[00:18:55.000 --> 00:18:56.000]  我也是,
[00:18:56.000 --> 00:18:59.000]  我們一生下來就向什麼走去?
[00:18:59.000 --> 00:19:01.000]  向死亡走去,
[00:19:01.000 --> 00:19:04.000]  早一步到晚一步到,
[00:19:04.000 --> 00:19:07.000]  終究我們都會到那裡去的,
[00:19:07.000 --> 00:19:08.000]  對不對?
[00:19:08.000 --> 00:19:10.000]  這是我們的命定,
[00:19:10.000 --> 00:19:12.000]  好像有人說,
[00:19:12.000 --> 00:19:13.000]  如果我們說明如此,
[00:19:13.000 --> 00:19:15.000]  那我怎麼改這個命呢?
[00:19:15.000 --> 00:19:16.000]  你去抽籤,
[00:19:16.000 --> 00:19:17.000]  你去拜佛,
[00:19:17.000 --> 00:19:19.000]  或者你去吃齋,
[00:19:19.000 --> 00:19:20.000]  吃素,
[00:19:20.000 --> 00:19:22.000]  都沒有用的,
[00:19:22.000 --> 00:19:24.000]  因為只有耶穌說,
[00:19:24.000 --> 00:19:27.000]  教會去信他的不致滅亡,
[00:19:27.000 --> 00:19:28.000]  反得永生,
[00:19:28.000 --> 00:19:29.000]  不是嗎?
[00:19:29.000 --> 00:19:30.000]  這是真理。
[00:19:30.000 --> 00:19:32.000]  當我們來到神的面前說,
[00:19:32.000 --> 00:19:33.000]  神啊,
[00:19:33.000 --> 00:19:37.000]  我的生命注定我要走向死亡,
[00:19:37.000 --> 00:19:38.000]  但是神,
[00:19:38.000 --> 00:19:41.000]  唯有你能夠改變我的生命,
[00:19:41.000 --> 00:19:43.000]  哈雷勒讚美神,
[00:19:43.000 --> 00:19:46.000]  就好像把我們的DNA改了一樣,
[00:19:46.000 --> 00:19:50.000]  我們的DNA真的可以奉主耶穌基督的名改,
[00:19:50.000 --> 00:19:52.000]  你知道嗎?
[00:19:52.000 --> 00:19:55.000]  有兩個雙生嬰孩生下來,
[00:19:55.000 --> 00:19:56.000]  在醫院裡面,
[00:19:56.000 --> 00:19:59.000]  在保育箱裡面,
[00:19:59.000 --> 00:20:01.000]  醫生費盡了九牛二虎,
[00:20:01.000 --> 00:20:04.000]  護士費盡了所有的方法,
[00:20:04.000 --> 00:20:07.000]  最後感覺到這個會活,
[00:20:07.000 --> 00:20:09.000]  那個不會活,
[00:20:09.000 --> 00:20:12.000]  結果說再看一看吧,
[00:20:12.000 --> 00:20:14.000]  結果那個媽媽說,
[00:20:14.000 --> 00:20:15.000]  醫生啊,
[00:20:15.000 --> 00:20:17.000]  既然這個活不下去,
[00:20:17.000 --> 00:20:20.000]  就把他們放在一起吧,
[00:20:20.000 --> 00:20:21.000]  他們生下來,
[00:20:21.000 --> 00:20:22.000]  他們生下來,
[00:20:22.000 --> 00:20:23.000]  一起生下來,
[00:20:23.000 --> 00:20:25.000]  還沒有在一起過,
