
[00:00:00.000 --> 00:00:06.180]  最近KTSF晚上有個電視劇
[00:02:03.520 --> 00:02:05.920]  但是那個轉捩點就是
[00:02:05.920 --> 00:02:09.120]  當這個幻燈片老婆一直在益述
[00:02:09.120 --> 00:02:11.480]  過往怎麼幫助老公的時候
[00:02:11.480 --> 00:02:13.800]  老公就很感動
[00:02:13.800 --> 00:02:15.160]  結果怎麼樣呢
[00:02:15.160 --> 00:02:17.560]  老婆不如回家
[00:02:17.560 --> 00:02:19.040]  跟着老婆回家
[00:02:19.040 --> 00:02:20.160]  小三怎麼樣呢
[00:02:20.160 --> 00:02:22.800]  我沒有看下去 要問師母才知道
[00:02:22.800 --> 00:02:23.920]  有沒有生出來 怎麼樣
[00:02:23.920 --> 00:02:28.160]  I don't know
[00:02:28.160 --> 00:02:31.080]  當我看到這個片段的時候
[00:02:31.080 --> 00:02:33.240]  也不是整集 只有一部分
[00:02:33.240 --> 00:02:36.000]  我心裏有個感覺
[00:02:36.000 --> 00:02:37.720]  因爲很多人信耶穌二十五年
[00:02:37.720 --> 00:02:39.680]  有人信耶穌二十五年嗎
[00:02:39.680 --> 00:02:41.440]  信主超過二十五年嗎
[00:02:41.440 --> 00:02:43.120]  咦 不是很多
[00:02:43.120 --> 00:02:48.000]  這個會點的特色 很多錯信的 感謝主
[00:02:48.000 --> 00:02:50.560]  因爲很多人信耶穌很久了
[00:02:50.560 --> 00:02:52.080]  當我們見到很多恩典的時候
[00:02:52.080 --> 00:02:56.240]  有時我們不知爲什麼會忘記整個恩典
[00:02:56.240 --> 00:02:58.200]  曾經發生在我們身上很多事情
[00:02:58.200 --> 00:02:59.440]  但是我們不知爲什麼
[00:02:59.440 --> 00:03:04.600]  當我們付諸了之後
[00:03:04.600 --> 00:03:06.880]  我們記不起來
[00:03:06.880 --> 00:03:08.160]  只是看着前面
[00:03:08.160 --> 00:03:10.160]  看着我們現在所有的東西
[00:03:10.160 --> 00:03:16.800]  有時我們變得好像電視劇的主人翁一樣
[00:03:16.800 --> 00:03:20.120]  甚至會拋棄我們的妻子
[00:03:20.120 --> 00:03:23.240]  甚至我們做基督徒的
[00:03:23.240 --> 00:03:30.200]  會去追求認識其他的神明或者偶像
[00:03:30.200 --> 00:03:34.200]  讓那些東西成爲我們的神
[00:03:34.200 --> 00:03:37.520]  所以今天在感恩節的時候
[00:03:37.520 --> 00:03:39.600]  我覺得我們應該學習
[00:03:39.600 --> 00:03:43.200]  如何去數算天父上帝給我們的恩典
[00:03:43.200 --> 00:03:45.800]  《聖經》裏面有個很出名的人物大衛王
[00:03:45.800 --> 00:03:48.920]  其實大衛在他做皇帝之前是很慘的
[00:03:48.920 --> 00:03:50.600]  大家知不知道
[00:03:50.600 --> 00:03:55.680]  有一段時間要流浪在曠野
[00:03:55.680 --> 00:03:59.280]  甚至要去聖殿裏拿陳徹餅來充飢
[00:03:59.280 --> 00:04:00.560]  都很淒涼的
[00:04:00.560 --> 00:04:01.880]  爲什麼呢
[00:04:01.880 --> 00:04:05.560]  大家知道掃盧王要追殺他
[00:04:05.560 --> 00:04:08.360]  大衛後來做了皇帝
[00:04:08.360 --> 00:04:09.560]  他曾經犯罪
[00:04:09.560 --> 00:04:10.960]  不過在大衛的經驗當中
[00:04:10.960 --> 00:04:13.040]  他從來都沒有放棄過神
[00:04:13.040 --> 00:04:15.440]  有時他軟弱跌倒犯罪得罪神
[00:04:15.440 --> 00:04:16.720]  犯奸淫
[00:04:16.720 --> 00:04:18.320]  犯殺人的罪
[00:04:18.320 --> 00:04:21.480]  但是他從來都沒有離棄過神
[00:04:21.480 --> 00:04:23.760]  當他做了皇帝的時候
[00:04:23.760 --> 00:04:25.040]  他寫了一首詩歌
[00:04:25.040 --> 00:04:26.000]  是很出名的詩歌
[00:04:26.000 --> 00:04:28.600]  是《詩篇103篇》
[00:04:28.600 --> 00:04:30.320]  《詩篇103篇》一開始的時候
[00:04:30.320 --> 00:04:31.160]  大衛就說
[00:04:31.160 --> 00:04:33.200]  我的心啊
[00:04:33.200 --> 00:04:34.920]  你要稱重耶和華
[00:04:34.920 --> 00:04:36.440]  凡在我裏面的
[00:04:36.440 --> 00:04:38.520]  也要稱重耶和華
[00:04:38.520 --> 00:04:40.640]  我的心啊
[00:04:40.640 --> 00:04:42.040]  你要稱重耶和華
[00:04:42.040 --> 00:04:46.480]  不可忘記他的一切恩惠
[00:04:46.480 --> 00:04:48.400]  然後到《詩篇103篇》最後一節
[00:04:48.400 --> 00:04:49.320]  他又再說
[00:04:49.320 --> 00:04:50.800]  我的心啊
[00:04:50.800 --> 00:04:51.880]  我的心啊
[00:04:51.880 --> 00:04:55.720]  你要稱重耶和華
[00:04:55.720 --> 00:04:57.120]  這首詩歌大家很熟悉的
[00:04:57.120 --> 00:04:57.600]  一說出來
[00:04:57.600 --> 00:04:59.040]  我經常聽到這句話
[00:04:59.040 --> 00:04:59.560]  我的心啊
[00:04:59.560 --> 00:05:01.480]  你要稱重耶和華
[00:05:01.480 --> 00:05:02.600]  但是我想問問大家
[00:05:02.600 --> 00:05:03.680]  大家有沒有留意到
[00:05:03.680 --> 00:05:07.920]  大衛這首詩歌到底是寫給誰的呢
[00:05:07.920 --> 00:05:10.240]  大衛這首詩
[00:05:10.240 --> 00:05:11.600]  是寫給誰的呢
[00:05:11.600 --> 00:05:13.840]  是寫給誰聽的呢
[00:05:13.840 --> 00:05:15.440]  有沒有人知道
[00:05:15.440 --> 00:05:16.040]  我試過的
[00:05:16.040 --> 00:05:17.800]  是寫給神的
[00:05:17.800 --> 00:05:19.640]  No
[00:05:19.640 --> 00:05:21.000]  如果你留心看的時候
[00:05:21.000 --> 00:05:23.800]  我的心啊
[00:05:23.800 --> 00:05:25.000]  你要稱重耶和華
[00:05:25.000 --> 00:05:25.600]  我的心啊
[00:05:25.600 --> 00:05:26.880]  你要稱重耶和華
[00:05:26.880 --> 00:05:29.440]  不可以忘記他的恩惠
[00:05:29.440 --> 00:05:31.760]  是寫給誰的呢
[00:05:31.760 --> 00:05:34.120]  是寫給自己的
[00:05:34.120 --> 00:05:36.480]  大衛這首詩歌是寫給自己的
[00:05:36.480 --> 00:05:37.320]  大衛在那個時間
[00:05:37.320 --> 00:05:38.160]  做了皇帝
[00:05:38.160 --> 00:05:39.440]  而且國糾富強
[00:05:39.440 --> 00:05:41.640]  可以傲視羣雄
[00:05:41.640 --> 00:05:44.560]  應該是一個很值得驕傲的時刻
[00:05:44.560 --> 00:05:45.760]  但是在那個時間
[00:05:45.760 --> 00:05:47.080]  他寫了一首詩歌
[00:05:47.080 --> 00:05:48.720]  去提醒自己
[00:05:48.720 --> 00:05:51.000]  去圈免自己
[00:05:51.000 --> 00:05:52.600]  我的心啊
[00:05:52.600 --> 00:05:54.600]  你要稱重耶和華
[00:05:54.600 --> 00:05:55.120]  我的心啊
[00:05:55.120 --> 00:05:55.960]  你要稱重耶和華
[00:05:55.960 --> 00:05:59.480]  你不可以忘記神給我們一切的恩惠
[00:05:59.480 --> 00:06:02.360]  爲什麼大衛要這樣寫呢
[00:06:02.360 --> 00:06:03.920]  爲什麼呢
[00:06:03.920 --> 00:06:05.360]  當然第一很明顯就是
[00:06:05.360 --> 00:06:07.080]  他真的很感恩
[00:06:07.080 --> 00:06:09.680]  可能做了皇帝之類的
[00:06:09.680 --> 00:06:11.520]  他真的很感恩
[00:06:11.520 --> 00:06:12.720]  但是我相信
[00:06:12.720 --> 00:06:16.600]  另外一個原因是什麼呢
[00:06:16.600 --> 00:06:18.920]  他知道人很善忘
[00:06:18.920 --> 00:06:20.120]  包括他自己在內
[00:06:20.120 --> 00:06:23.040]  很容易忘記神的恩典
[00:06:23.040 --> 00:06:25.520]  有時我們特別會給一些所謂
[00:06:25.520 --> 00:06:28.520]  我叫他做恆常的恩典
[00:06:28.520 --> 00:06:30.080]  當老諷那些
[00:06:30.080 --> 00:06:30.680]  很自然的
[00:06:30.680 --> 00:06:32.800]  衣食住行
[00:06:32.800 --> 00:06:34.600]  麻痹了我們自己
[00:06:34.600 --> 00:06:36.880]  不覺得是恩典
[00:06:36.880 --> 00:06:39.520]  所以大衛特別寫了一首詩歌
[00:06:39.520 --> 00:06:41.320]  去提醒自己
[00:06:41.320 --> 00:06:43.400]  過往和現在
[00:06:43.400 --> 00:06:44.080]  每一天
[00:06:44.080 --> 00:06:44.880]  每一個時刻
[00:06:44.880 --> 00:06:45.800]  事實上
[00:06:45.800 --> 00:06:50.680]  神給我們很多的祝福
[00:06:50.680 --> 00:06:52.160]  大家同不同意嗎
[00:06:52.160 --> 00:06:53.200]  很多人點頭的
[00:06:53.200 --> 00:06:54.440]  不過如果我現在問你
[00:06:54.440 --> 00:06:55.320]  那你告訴我
[00:06:55.320 --> 00:06:57.080]  你有什麼要感恩的嗎
[00:06:57.080 --> 00:06:58.600]  今早我們祈禱會的時候
[00:06:58.600 --> 00:06:59.200]  那位姊妹說
[00:06:59.200 --> 00:07:00.640]  有什麼要感恩的嗎
[00:07:00.640 --> 00:07:01.960]  我們都沉默了一段
[00:07:01.960 --> 00:07:03.120]  不是很長時間
[00:07:03.120 --> 00:07:04.080]  都沉默了一陣
[00:07:04.080 --> 00:07:06.000]  想一想
[00:07:06.000 --> 00:07:07.720]  你有沒有感恩呢
[00:07:07.720 --> 00:07:08.760]  你今天來到這裏
[00:07:08.760 --> 00:07:11.160]  你有什麼可以感恩呢
[00:07:11.160 --> 00:07:12.320]  你有沒有
[00:07:12.320 --> 00:07:14.400]  有沒有將你應該感恩的事
[00:07:14.400 --> 00:07:19.040]  向神表示多謝呢
[00:07:19.040 --> 00:07:20.320]  在互聯網上
[00:07:20.320 --> 00:07:21.960]  www
[00:07:21.960 --> 00:07:23.360]  有一個網頁
[00:07:23.360 --> 00:07:24.760]  www
[00:07:24.760 --> 00:07:25.680]  thank you
[00:07:25.680 --> 00:07:26.720]  不是
[00:07:26.720 --> 00:07:29.760]  thanksforeverything.net
[00:07:29.760 --> 00:07:31.000]  這是新的網頁
[00:07:31.000 --> 00:07:31.960]  ok
[00:07:31.960 --> 00:07:32.960]  www
[00:07:32.960 --> 00:07:34.680]  thanksforeverything.net
[00:07:34.680 --> 00:07:35.920]  我不是要和他做宣傳
[00:07:35.920 --> 00:07:38.120]  不過很有趣
[00:07:38.120 --> 00:07:40.840]  因爲我發覺原來很多人
[00:07:40.840 --> 00:07:43.000]  是不懂得去感恩的
[00:07:43.000 --> 00:07:44.160]  或者沒有時間
[00:07:44.160 --> 00:07:45.320]  太忙的緣故
[00:07:45.320 --> 00:07:47.240]  不懂得去感恩
[00:07:47.240 --> 00:07:48.000]  很簡單
[00:07:48.000 --> 00:07:51.080]  如果有人送了禮物給你
[00:07:51.080 --> 00:07:53.040]  或者你受了哪個人的恩惠
[00:07:53.040 --> 00:07:53.680]  你說糟了
[00:07:53.680 --> 00:07:55.400]  我不懂得怎麼去感謝他
[00:07:55.400 --> 00:07:57.320]  三個半
[00:07:57.320 --> 00:08:00.080]  他就幫你寫一些感謝的說話
[00:08:00.080 --> 00:08:01.480]  有票
[00:08:01.480 --> 00:08:02.080]  信封
[00:08:02.080 --> 00:08:03.760]  令計
[00:08:03.760 --> 00:08:04.240]  ok
[00:08:04.240 --> 00:08:05.360]  如果太忙太懶
[00:08:05.360 --> 00:08:07.280]  又不知道怎麼去感謝人的話
[00:08:07.280 --> 00:08:08.480]  你就上去光顧他
[00:08:08.480 --> 00:08:10.280]  不然就沒生意做了
[00:08:10.280 --> 00:08:11.520]  三個半而已
[00:08:11.520 --> 00:08:12.840]  都可以做一盤生意
[00:08:12.840 --> 00:08:13.720]  我覺得
[00:08:13.720 --> 00:08:15.400]  你可以反映得出
[00:08:15.400 --> 00:08:17.960]  今日的人
[00:08:17.960 --> 00:08:20.360]  多少是take it for granted
[00:08:20.360 --> 00:08:21.640]  當是老諷
[00:08:21.640 --> 00:08:22.400]  不懂得
[00:08:22.400 --> 00:08:23.760]  就算知道
[00:08:23.760 --> 00:08:24.960]  人家對你好
[00:08:24.960 --> 00:08:26.360]  不懂得去多謝
[00:08:26.360 --> 00:08:27.920]  知道神對我們好
[00:08:27.920 --> 00:08:30.760]  不懂得去感恩
[00:08:30.760 --> 00:08:33.000]  所以今天我和大家
[00:08:33.000 --> 00:08:34.240]  彼此去提醒
[00:08:34.240 --> 00:08:35.480]  其實有很多東西是要感恩的
[00:08:35.480 --> 00:08:36.480]  不過特別有幾樣東西
[00:08:36.480 --> 00:08:38.000]  我個人裏面覺得
[00:08:38.000 --> 00:08:40.000]  我們應該時時學習
[00:08:40.000 --> 00:08:41.320]  去感謝天父上帝
[00:08:41.320 --> 00:08:42.800]  第一樣東西我覺得
[00:08:42.800 --> 00:08:45.320]  應該爲生活無缺感恩
[00:08:45.320 --> 00:08:48.440]  不要當老諷
[00:08:48.440 --> 00:08:49.560]  有人呢
[00:08:49.560 --> 00:08:53.040]  覺得我要生活富足才感恩
[00:08:53.040 --> 00:08:56.880]  如果我每個月都是清袋的
[00:08:56.880 --> 00:08:58.800]  找餐喫的
[00:08:58.800 --> 00:09:00.080]  你叫我怎麼感恩啊
[00:09:00.080 --> 00:09:02.400]  有時還要扣critical去救急
[00:09:02.400 --> 00:09:05.080]  怎麼能夠感恩啊
[00:09:05.080 --> 00:09:07.000]  不過呢
[00:09:07.000 --> 00:09:08.680]  牧師見過很多人
[00:09:08.680 --> 00:09:11.200]  他已經被很多人富足了
[00:09:11.200 --> 00:09:14.000]  但是都不懂得去感恩
[00:09:14.000 --> 00:09:15.800]  甚至這些人
[00:09:15.800 --> 00:09:17.080]  已經被很多人富足了
[00:09:17.080 --> 00:09:19.600]  還很擔心將來退休怎麼辦
[00:09:19.600 --> 00:09:22.680]  將來的生活怎麼搞
[00:09:22.680 --> 00:09:24.600]  越有那些人
[00:09:24.600 --> 00:09:26.440]  越憂心
[00:09:26.440 --> 00:09:27.720]  其實我發覺
[00:09:27.720 --> 00:09:28.800]  當我認識一些人的時候
[00:09:28.800 --> 00:09:29.920]  或者聽到他們這樣說
[00:09:29.920 --> 00:09:31.920]  再瞭解他們的背景
[00:09:31.920 --> 00:09:36.200]  根本我發覺他們是過分的憂慮
[00:09:36.200 --> 00:09:37.680]  說得熟悉一點
[00:09:37.680 --> 00:09:40.640]  他們是缺乏對天父上帝的信心
[00:09:40.640 --> 00:09:44.440]  信不過天父上帝的公應和保守
[00:09:44.440 --> 00:09:47.480]  保羅提醒我們
[00:09:47.480 --> 00:09:51.080]  他說我們到這世界沒有帶什麼來
[00:09:51.080 --> 00:09:54.640]  我們又能從這世界帶什麼走呢
[00:09:54.640 --> 00:09:57.680]  如果我們有得喫有得穿
[00:09:57.680 --> 00:09:59.760]  就該持續
[00:09:59.760 --> 00:10:01.560]  這個大家都很明白的
[00:10:01.560 --> 00:10:03.800]  我們誕生在這個世界上的時候
[00:10:03.800 --> 00:10:05.400]  光禿禿什麼都沒有
[00:10:05.400 --> 00:10:07.280]  如果沒有人給我們穿衣服
[00:10:07.280 --> 00:10:09.320]  媽媽不餵我們喫奶
[00:10:09.320 --> 00:10:10.760]  根本我們不能夠生存
[00:10:10.760 --> 00:10:11.840]  我們不能夠長大
[00:10:11.840 --> 00:10:13.520]  我們死了很久
[00:10:13.520 --> 00:10:14.840]  所以聖經說
[00:10:14.840 --> 00:10:17.080]  有衣有食
[00:10:17.080 --> 00:10:18.840]  就應該持續
[00:10:18.840 --> 00:10:20.560]  我的意思是什麼呢
[00:10:20.560 --> 00:10:23.960]  衣食住行以外的那些
[00:10:23.960 --> 00:10:25.640]  可能大家不覺得
[00:10:25.640 --> 00:10:26.880]  那些其實是奢侈品
[00:10:26.880 --> 00:10:28.840]  你不需要靠那些來生活
[00:10:28.840 --> 00:10:31.160]  你不需要靠那些來生存
[00:10:31.160 --> 00:10:32.960]  衣食住行以外的那些
[00:10:32.960 --> 00:10:35.160]  已經是奢侈品
[00:10:35.160 --> 00:10:36.960]  所以是不是要感謝
[00:10:36.960 --> 00:10:38.600]  你看有多少奢侈品
[00:10:38.600 --> 00:10:40.320]  打開衣櫃看有多少衣服
[00:10:40.320 --> 00:10:45.920]  打開餐廳看有多少喫不完的食物
[00:10:45.920 --> 00:10:47.040]  那些對我來說
[00:10:47.040 --> 00:10:48.280]  其實已經是多餘
[00:10:48.280 --> 00:10:52.040]  是天父加倍的恩典賜給我們
[00:10:52.040 --> 00:10:55.160]  我們是否需要感謝主
[00:10:55.160 --> 00:10:57.160]  其實我這一代真的很幸福
[00:10:57.160 --> 00:10:59.240]  特別是我們這羣人坐在這裏
[00:10:59.240 --> 00:11:01.360]  有沒有試過挨肚子餓
[00:11:01.360 --> 00:11:03.040]  沒東西喫 肚子餓
[00:11:03.040 --> 00:11:04.160]  冰箱都空了
[00:11:04.160 --> 00:11:07.040]  空了 不要緊 外出喫
[00:11:07.040 --> 00:11:09.240]  你沒有試過挨肚子餓
[00:11:09.240 --> 00:11:13.240]  有沒有試過冷的時候沒衣服穿
[00:11:13.240 --> 00:11:17.040]  不會 看穿哪一件
[00:11:17.040 --> 00:11:21.840]  神給我們已經有很多的恩典
[00:11:21.840 --> 00:11:24.200]  我們看大衛
[00:11:24.200 --> 00:11:26.080]  曾經是到處流蕩
[00:11:26.080 --> 00:11:28.800]  或者逃避掃羅王的追殺
[00:11:28.800 --> 00:11:33.240]  但是他寫出這麼美的一首感謝贊給神的詩歌
[00:11:33.240 --> 00:11:34.440]  不但如此
[00:11:34.440 --> 00:11:35.760]  當他在抗議的時候
[00:11:35.760 --> 00:11:38.040]  他說上主是我的牧者
[00:11:38.040 --> 00:11:39.520]  耶和華是我的牧者
[00:11:39.520 --> 00:11:42.240]  我一無所缺
[00:11:42.240 --> 00:11:47.240]  一點缺乏都沒有
[00:11:47.240 --> 00:11:54.600]  我和師母不是很懂理財的人
[00:11:54.600 --> 00:11:58.240]  因爲很多時候我發覺天父給我們的呼召就是服侍
[00:11:58.240 --> 00:12:02.240]  所以我們用了大部分的時間和精力
[00:12:02.240 --> 00:12:05.840]  都放在侍奉上
[00:12:05.840 --> 00:12:08.240]  有時候當我們看到朋友有需要
[00:12:08.240 --> 00:12:10.040]  當然有些特別和我們很熟悉的
[00:12:10.040 --> 00:12:11.640]  他們有需要
[00:12:11.640 --> 00:12:13.040]  和我們說 行不行
[00:12:13.040 --> 00:12:16.440]  Abraham Sarah 可不可以幫幫我
[00:12:16.440 --> 00:12:20.440]  我們從來不會看我們夠不夠儲備
[00:12:20.440 --> 00:12:21.840]  可以挨幾個月
[00:12:21.840 --> 00:12:23.840]  我們沒有
[00:12:23.840 --> 00:12:26.040]  我給多少就給多少
[00:12:26.040 --> 00:12:28.440]  所以我們就真的
[00:12:28.440 --> 00:12:29.240]  我不是浪費命
[00:12:29.240 --> 00:12:30.440]  不過我們沒有積蓄
[00:12:30.440 --> 00:12:31.240]  都是浪費命的
[00:12:31.240 --> 00:12:33.040]  因爲神沒有讓我們缺乏過
[00:12:33.040 --> 00:12:33.840]  但無論如何
[00:12:33.840 --> 00:12:35.840]  我送給大家聽的是什麼呢
[00:12:35.840 --> 00:12:38.040]  我們是沒有積蓄的
[00:12:38.040 --> 00:12:39.040]  OK
[00:12:39.040 --> 00:12:40.640]  如果教會說要炒我的話
[00:12:40.640 --> 00:12:43.840]  我就很不行了
[00:12:43.840 --> 00:12:48.240]  但是我從來沒有缺乏過
[00:12:48.240 --> 00:12:51.240]  而且我信主幾十年
[00:12:51.240 --> 00:12:54.240]  做牧師幾十年
[00:12:54.240 --> 00:12:57.040]  我經歷了很多很奇妙
[00:12:57.040 --> 00:13:00.040]  很令我震撼的一些事情
[00:13:00.040 --> 00:13:03.240]  神很多時候會用一些
[00:13:03.240 --> 00:13:07.040]  我們想不到的方法來祝福我們
[00:13:07.040 --> 00:13:09.840]  比如我們買這個地方的時候
[00:13:09.840 --> 00:13:11.240]  可能有些弟兄姊妹
[00:13:11.240 --> 00:13:13.040]  聽過我和師妹的見證
[00:13:13.040 --> 00:13:13.840]  我們買這個地方的時候
[00:13:13.840 --> 00:13:15.840]  同樣我們都沒有錢
[00:13:15.840 --> 00:13:17.840]  不過那個時候我打算要
[00:13:17.840 --> 00:13:20.240]  由South St. Josef Bona Repetus
[00:13:20.240 --> 00:13:22.440]  打算買一間屋就有錢了
[00:13:22.440 --> 00:13:24.240]  應該有些equity吧
[00:13:24.240 --> 00:13:26.240]  應該有吧
[00:13:26.240 --> 00:13:27.240]  但是那時候我還沒到手
[00:13:27.240 --> 00:13:28.240]  那間屋還沒買
[00:13:28.240 --> 00:13:29.240]  所以我和教會說
[00:13:29.240 --> 00:13:33.440]  我們可不可以奉獻半年工資去求塘
[00:13:33.440 --> 00:13:35.440]  那時候教會說OK
[00:13:35.440 --> 00:13:38.240]  半年沒有工資
[00:13:38.240 --> 00:13:39.240]  但是我們是不行的
[00:13:39.240 --> 00:13:41.240]  少一個月我們都不行
[00:13:41.240 --> 00:13:43.240]  但是我們感謝主是什麼呢
[00:13:43.240 --> 00:13:45.640]  如果你記得牧師跟你們分享
[00:13:45.640 --> 00:13:47.040]  後來有一個買家說
[00:13:47.040 --> 00:13:48.240]  我要先租後買
[00:13:48.240 --> 00:13:50.240]  先租住來住
[00:13:50.240 --> 00:13:52.640]  後來纔跟你們買
[00:13:52.640 --> 00:13:57.240]  那個租金不單單是市價的一倍以上
[00:13:57.240 --> 00:13:59.040]  令我們震撼的是什麼呢
[00:13:59.040 --> 00:14:02.440]  就是牧師每個月的薪金
[00:14:02.440 --> 00:14:03.640]  Can you believe it?
[00:14:03.640 --> 00:14:05.440]  不信也沒辦法
[00:14:05.440 --> 00:14:08.440]  But it did happen to me
[00:14:08.440 --> 00:14:10.040]  所以爲什麼我們這麼震撼呢
[00:14:10.040 --> 00:14:15.440]  整個供應超乎我們自己能夠體會
[00:14:15.440 --> 00:14:17.440]  And that happened
[00:14:21.240 --> 00:14:26.240]  我和師母經歷了很多
[00:14:26.240 --> 00:14:28.240]  除此之外
[00:14:28.240 --> 00:14:34.840]  我相信天父有教導我們
[00:14:34.840 --> 00:14:37.240]  原來聖經說
[00:14:37.240 --> 00:14:41.640]  要爲任何的景況去感恩
[00:14:41.640 --> 00:14:44.240]  是真的可以做得到的
[00:14:44.240 --> 00:14:46.240]  爲好的事感恩
[00:14:46.240 --> 00:14:47.440]  容易了
[00:14:47.440 --> 00:14:49.440]  爲不好的事感恩
[00:14:49.440 --> 00:14:51.240]  有時過得很困難
[00:14:51.240 --> 00:14:52.640]  怎麼能夠做得到
[00:14:52.640 --> 00:14:54.840]  但聖經是這樣教
[00:14:54.840 --> 00:14:56.040]  但我們真是體會得到
[00:14:56.040 --> 00:14:58.040]  是我們親身體會得到
[00:14:58.040 --> 00:15:00.840]  爲任何的事感恩是可行的事
[00:15:00.840 --> 00:15:03.040]  大家知道今年年初
[00:15:03.040 --> 00:15:05.040]  牧師師母被車撞倒
[00:15:05.040 --> 00:15:07.440]  大家還記得吧
[00:15:07.440 --> 00:15:08.840]  老實說
[00:15:08.840 --> 00:15:13.040]  雖然我做牧師數十年
[00:15:13.040 --> 00:15:14.840]  我都不明白爲什麼
[00:15:14.840 --> 00:15:16.440]  爲什麼不單單我一個撞倒
[00:15:16.440 --> 00:15:19.240]  兩個都被車撞倒
[00:15:19.240 --> 00:15:20.640]  真是疲憊之苦
[00:15:20.640 --> 00:15:22.640]  不過不明白就說不明白
[00:15:22.640 --> 00:15:24.240]  但起碼兩條命在我們身上
[00:15:24.240 --> 00:15:26.440]  即是我們還沒死得住
[00:15:26.440 --> 00:15:28.240]  就這樣感恩
[00:15:28.240 --> 00:15:30.440]  就爲凡事借恩
[00:15:30.440 --> 00:15:32.040]  就爲不死得感恩
[00:15:32.040 --> 00:15:34.640]  即是說你不能走還要服侍我
[00:15:34.640 --> 00:15:36.640]  感謝主
[00:15:36.640 --> 00:15:39.640]  不過現在我知道爲什麼
[00:15:39.640 --> 00:15:41.040]  因爲同樣我們沒有積蓄
[00:15:41.040 --> 00:15:43.840]  我們沒有錢可以奉獻求塘
[00:15:43.840 --> 00:15:45.640]  真的沒有 不是開玩笑
[00:15:45.640 --> 00:15:48.440]  不過現在有了 爲什麼
[00:15:48.440 --> 00:15:50.440]  有賠償
[00:15:50.440 --> 00:15:52.640]  保險公司有賠償
[00:15:52.640 --> 00:15:57.040]  那我就可以應獻
[00:15:57.040 --> 00:15:59.040]  這個神是否很奇妙
[00:15:59.040 --> 00:16:00.440]  有時在那個瞬間
[00:16:00.440 --> 00:16:01.440]  你是無法去明白的
[00:16:01.440 --> 00:16:03.240]  你是不知道的
[00:16:03.240 --> 00:16:06.240]  但到了後來你會發覺
[00:16:06.240 --> 00:16:09.240]  神就是用這種奇妙的方法
[00:16:09.240 --> 00:16:11.840]  雖然有少許疲憊之苦
[00:16:11.840 --> 00:16:14.040]  我們仍然有這樣的福氣
[00:16:14.040 --> 00:16:17.440]  去參與建立教會
