
[00:00:00.000 --> 00:00:08.360]  新年通常我們會展望未來的日子是怎樣
[00:08:15.320 --> 00:08:17.880]  始終令雅各放心不下
[00:08:17.880 --> 00:08:20.600]  所以來到剛纔那段經文時
[00:08:20.600 --> 00:08:26.280]  我們看到他明明已經打發一家大小
[00:08:26.280 --> 00:08:29.880]  過了雅博河
[00:08:29.880 --> 00:08:35.600]  雅博河原本是約旦河東面的支流
[00:08:35.600 --> 00:08:37.880]  已經打發他們過去
[00:08:37.880 --> 00:08:40.600]  怎知自己留在雅博渡口
[00:08:40.600 --> 00:08:43.040]  渡口其實是指淺灘
[00:08:43.040 --> 00:08:45.440]  那裏有些石頭或木板
[00:08:45.440 --> 00:08:49.640]  方便人們過河
[00:08:49.640 --> 00:08:51.840]  他打發一家大小過河
[00:08:51.840 --> 00:08:54.120]  自己留在雅博渡口
[00:08:54.120 --> 00:08:59.160]  我們可以想象他當時的心情忐忑不安
[00:08:59.160 --> 00:09:02.960]  還有在三十二章開頭時
[00:09:02.960 --> 00:09:09.280]  雅各先打發那些僕人去到爾素
[00:09:09.280 --> 00:09:16.080]  並且低聲下氣向爾素報告自己的行蹤
[00:09:16.080 --> 00:09:18.200]  但當這些僕人回來
[00:09:18.200 --> 00:09:24.120]  告訴他爾素帶着四百人向着他走
[00:09:24.120 --> 00:09:27.080]  他第一個反應是什麼
[00:09:27.080 --> 00:09:28.560]  我們一起讀
[00:09:28.560 --> 00:09:40.400]  雅各就甚懼怕,而且受煩,便把那與他同在的人口和羊羣、牛羣、駱駝分做兩對,說:
[00:09:40.400 --> 00:09:46.920]  爾素若來擊殺者一對,剩下的那一對還可以逃避
[00:09:46.920 --> 00:09:48.800]  這裏我們看到
[00:09:48.800 --> 00:09:49.640]  經文說得很清楚
[00:09:49.640 --> 00:09:52.880]  他是甚懼怕,而且受煩
[00:09:52.880 --> 00:09:54.920]  他一愁的時候
[00:09:54.920 --> 00:09:56.920]  就擺好陣勢
[00:09:56.920 --> 00:10:02.680]  把那些人馬分做兩對
[00:10:02.680 --> 00:10:06.200]  一對過去,第二對再來
[00:10:06.200 --> 00:10:08.320]  他自己在最後
[00:10:08.320 --> 00:10:12.720]  讓自己安全些
[00:10:12.720 --> 00:10:15.960]  他第一個反應除了害怕之外
[00:10:15.960 --> 00:10:20.080]  還有第二個反應是
[00:10:20.080 --> 00:10:21.840]  他立刻祈禱
[00:10:21.840 --> 00:10:25.680]  求神救他脫離他哥哥爾素的手
[00:10:25.680 --> 00:10:28.840]  因爲他怕爾素來追殺他
[00:10:28.840 --> 00:10:30.560]  不單只是他一個人
[00:10:30.560 --> 00:10:35.360]  因爲他當時已經成家立世
[00:10:35.360 --> 00:10:36.680]  手無寸鐵
[00:10:36.680 --> 00:10:43.480]  他害怕危害他妻兒的性命
[00:10:43.480 --> 00:10:45.040]  所以我們看到
[00:10:45.040 --> 00:10:47.960]  他當時的確很害怕
[00:10:47.960 --> 00:10:49.400]  我想問問大家
[00:10:49.400 --> 00:10:54.800]  你知不知道當時雅各大概是幾歲
[00:10:54.800 --> 00:10:57.160]  其實可以計算得到
[00:10:57.160 --> 00:10:59.640]  這段經文說到他
[00:10:59.640 --> 00:11:03.080]  當時帶同11個兒子
[00:11:03.080 --> 00:11:05.560]  雅各有12個兒子
[00:11:05.560 --> 00:11:08.160]  當時最小的還未出生
[00:11:08.160 --> 00:11:12.400]  這12個兒子後來成爲以色列的十二支派
[00:11:12.400 --> 00:11:17.040]  這12個兒子裏面包括了約瑟
[00:11:17.040 --> 00:11:18.960]  約瑟大家可能都記得
[00:11:18.960 --> 00:11:23.200]  他就是那個被哥哥賣去埃及
[00:11:23.200 --> 00:11:29.360]  後來他成爲埃及宰相的約瑟
[00:11:29.360 --> 00:11:33.640]  根據《創世紀》第41章
[00:11:33.640 --> 00:11:40.520]  41章說到約瑟成爲埃及宰相時是30歲
[00:11:40.520 --> 00:11:42.720]  而我們計算起來
[00:11:42.720 --> 00:11:47.160]  雅各當時應該是121歲
[00:11:47.160 --> 00:11:49.440]  一個30歲 一個121歲
[00:11:49.440 --> 00:11:53.880]  即是雅各是幾歲生出約瑟的
[00:11:53.880 --> 00:11:55.400]  91歲
[00:11:55.400 --> 00:11:58.400]  91歲的時候生出約瑟
[00:11:58.400 --> 00:12:01.160]  而剛纔那段經文說他有11個兒子
[00:12:01.160 --> 00:12:02.600]  第11個就是約瑟
[00:12:02.600 --> 00:12:04.720]  當時約瑟已經出生了
[00:12:04.720 --> 00:12:08.560]  他已經超過了91歲
[00:12:08.560 --> 00:12:11.080]  是一個長者
[00:12:11.080 --> 00:12:13.960]  當然在《創世紀》裏面
[00:12:13.960 --> 00:12:17.200]  那些人是很長命的
[00:12:17.200 --> 00:12:21.000]  羅亞我沒記錯好像有900多歲
[00:12:21.000 --> 00:12:25.800]  雅各其實147歲才死
[00:12:25.800 --> 00:12:28.960]  而他當時超過了91歲
[00:12:28.960 --> 00:12:32.240]  人生已經過了大半
[00:12:32.240 --> 00:12:35.040]  並且飽力風霜
[00:12:35.040 --> 00:12:38.000]  但是在這個晚上
[00:12:38.000 --> 00:12:44.680]  他即將要面對那個憎恨了他超過20年的哥哥
[00:12:44.680 --> 00:12:48.200]  而且對方帶着400人來
[00:12:48.200 --> 00:12:51.360]  而他當時其實手無寸鐵
[00:12:51.360 --> 00:12:54.560]  還要一家大小
[00:12:54.560 --> 00:12:58.720]  他根本不知道前面是福是禍
[00:12:58.720 --> 00:13:02.880]  所以難怪他的心情忐忑不安
[00:13:02.880 --> 00:13:08.160]  今天我們來到2018年第一個的主日
[00:13:08.160 --> 00:13:11.760]  當你回望過去一年 回望2017年
[00:13:11.760 --> 00:13:15.400]  甚至回望你之前的年日
[00:13:15.400 --> 00:13:18.280]  你今天的心情又會是怎樣呢?
[00:13:18.280 --> 00:13:20.520]  你會不會好像雅各一樣
[00:13:20.520 --> 00:13:23.600]  其實心裏也有一些的罪疚
[00:13:23.600 --> 00:13:27.120]  有些不安樂 有些恐懼呢?
[00:13:27.120 --> 00:13:29.720]  很多年前英國有一位貴族
[00:13:29.720 --> 00:13:31.600]  他是爵士
[00:13:31.600 --> 00:13:34.360]  他有空無事做
[00:13:34.360 --> 00:13:37.240]  找人來開玩笑
[00:13:37.240 --> 00:13:39.840]  他發了一封電報
[00:13:39.840 --> 00:13:43.920]  給當時上流社會12位名人
[00:13:43.920 --> 00:13:48.000]  這封電報只有幾個字
[00:13:48.000 --> 00:13:49.760]  那幾個字寫着
[00:13:49.760 --> 00:13:54.040]  東窗持法 速走
[00:13:54.040 --> 00:13:57.960]  這12個人收到這封電報之後
[00:13:57.960 --> 00:14:04.160]  果然在24個小時之內全部離家出走
[00:14:04.160 --> 00:14:07.360]  其實這個貴族根本不知道這些名人
[00:14:07.360 --> 00:14:10.640]  做過什麼不見得曝光的事
[00:14:10.640 --> 00:14:12.560]  不過人生在世
[00:14:12.560 --> 00:14:15.000]  我們或多或少都會做過一些
[00:14:15.000 --> 00:14:16.800]  對人不住 對神不住的事
[00:14:16.800 --> 00:14:20.520]  就好像這12位名人
[00:14:20.520 --> 00:14:23.000]  或者你們住獨立屋那些
[00:14:23.000 --> 00:14:25.680]  可能找找看有沒有什麼僭建
[00:14:25.680 --> 00:14:27.360]  我們這些住幾百尺
[00:14:27.360 --> 00:14:31.480]  想僭也沒得僭
[00:14:31.480 --> 00:14:36.200]  但是這12個人
[00:14:36.200 --> 00:14:38.560]  他們面對自己的罪咎
[00:14:38.560 --> 00:14:41.440]  他們採取的方法就是逃避
[00:14:41.440 --> 00:14:43.160]  或者雅各也是一樣
[00:14:43.160 --> 00:14:44.680]  他一走就走了20年
[00:14:44.680 --> 00:14:47.960]  但其實逃避就解決不了問題
[00:14:47.960 --> 00:14:50.440]  罪咎感其實對人的身心靈
[00:14:50.440 --> 00:14:55.880]  都會造成或多或少的影響
[00:14:55.880 --> 00:14:58.520]  一位被譽爲20世紀
[00:14:58.520 --> 00:15:00.880]  其中一位最偉大的心理學家
[00:15:00.880 --> 00:15:05.840]  弗洛伊德曾經做過一個個案
[00:15:05.840 --> 00:15:09.400]  案主是一位十幾歲的女孩
[00:15:09.400 --> 00:15:13.160]  這位女孩下半身癱瘓
[00:15:13.160 --> 00:15:15.760]  醫生找盡都找不到病因
[00:15:15.760 --> 00:15:18.600]  爲什麼會導致下半身癱瘓
[00:15:18.600 --> 00:15:20.880]  不能動 不能走
[00:15:20.880 --> 00:15:26.080]  弗洛伊德用了催眠的方法來幫助她
[00:15:26.080 --> 00:15:26.800]  在這個過程中
[00:15:26.800 --> 00:15:29.720]  他發現這位女孩的潛意識中
[00:15:29.720 --> 00:15:34.560]  埋藏着一份很重的罪咎感
[00:15:34.560 --> 00:15:39.880]  原來這女孩曾經愛上她的姐夫
[00:15:39.880 --> 00:15:44.160]  並且幻想她姐姐死了之後
[00:15:44.160 --> 00:15:50.280]  她可以和這位英俊瀟灑的姐夫相宿相棲
[00:15:50.280 --> 00:15:54.440]  後來她的姐姐也真的暴斃
[00:15:54.440 --> 00:15:59.520]  所以這女孩內心充滿了罪咎
[00:15:59.520 --> 00:16:01.440]  她覺得自己很邪惡
[00:16:01.440 --> 00:16:05.800]  也不敢將這些心事告訴別人
[00:16:05.800 --> 00:16:10.200]  所以她被內心的罪咎困擾
[00:16:10.200 --> 00:16:13.680]  以致身體出現問題
[00:16:13.680 --> 00:16:16.200]  而弗洛伊德解釋
[00:16:16.200 --> 00:16:18.600]  她之所以導致下半身癱瘓
[00:16:18.600 --> 00:16:22.480]  其實這是這位女孩的罪咎感
[00:16:22.480 --> 00:16:27.640]  以另一種形式來呈現
[00:16:27.640 --> 00:16:30.560]  硬是她沒有處理好罪咎
[00:16:30.560 --> 00:16:32.800]  一走就走了二十年
[00:16:32.800 --> 00:16:37.240]  當她回到家鄉的前夕
[00:16:37.240 --> 00:16:39.680]  她充滿了罪咎和恐懼
[00:16:39.680 --> 00:16:43.160]  不過在這時候出現了一個神祕人
[00:16:43.160 --> 00:16:48.360]  使亞國的心路歷程進入了一個新階段
[00:16:48.360 --> 00:16:51.920]  就是他開始正視自己的過錯
[00:16:51.920 --> 00:16:57.480]  這個神祕人一出現就立刻和亞國摔交
[00:16:57.480 --> 00:16:58.680]  大家打起上來
[00:16:58.680 --> 00:17:02.240]  原本這個神祕人是處於下風
[00:17:02.240 --> 00:17:05.600]  不過他出了一招怪招
[00:17:05.600 --> 00:17:08.680]  用手摸一摸亞國的腳
[00:17:08.680 --> 00:17:13.680]  他就受傷 扭傷
[00:17:13.680 --> 00:17:15.640]  亞國也是聰明人
[00:17:15.640 --> 00:17:18.960]  他知道這個不是普通人
[00:17:18.960 --> 00:17:21.840]  打贏他應該也不是很普通的人
[00:17:21.840 --> 00:17:24.640]  還可以出這種怪招
[00:17:24.640 --> 00:17:31.880]  亞國也隨即顯示了他的"扯"的本色
[00:17:31.880 --> 00:17:34.440]  確實要對方去祝福他
[00:17:34.440 --> 00:17:36.920]  不祝福他就不放人
[00:17:36.920 --> 00:17:40.560]  接下來這個神祕人和亞國之間的一段對話
[00:17:40.560 --> 00:17:42.600]  其實也是值得我們留意的
[00:17:42.600 --> 00:17:45.480]  乃人說:你名叫什麼?
[00:17:45.480 --> 00:17:49.520]  他說:我名叫亞國
[00:17:49.520 --> 00:17:53.160]  乃人說:你的名不要再叫亞國
[00:17:53.160 --> 00:17:54.240]  要叫以色列
[00:17:54.240 --> 00:17:57.680]  因爲你與神與人較力都得了性
[00:17:57.680 --> 00:18:00.120]  表面看起來
[00:18:00.120 --> 00:18:06.680]  那個神祕人問亞國的名字
[00:18:06.680 --> 00:18:08.120]  其實是很正常的事
[00:18:08.120 --> 00:18:10.480]  因爲你見到人 進屋叫人
[00:18:10.480 --> 00:18:11.720]  你問人家貴姓
[00:18:11.720 --> 00:18:13.960]  這也是很平常的事
[00:18:13.960 --> 00:18:16.040]  不過我們在三十節看到
[00:18:16.040 --> 00:18:18.160]  這個人不是普通人
[00:18:18.160 --> 00:18:22.760]  因爲亞國將那個地方改爲皮魯伊勒
[00:18:22.760 --> 00:18:26.040]  而皮魯伊勒的意思就是神的面
[00:18:26.040 --> 00:18:27.120]  換句話說
[00:18:27.120 --> 00:18:30.560]  亞國知道這個神祕人其實是神
[00:18:30.560 --> 00:18:31.920]  或者即使不是神
[00:18:31.920 --> 00:18:37.120]  也是神的使者以人的形態出現
[00:18:37.120 --> 00:18:40.640]  所以他不可能不知道亞國是何方神聖
[00:18:40.640 --> 00:18:42.320]  所以他多此一問
[00:18:42.320 --> 00:18:45.360]  爲什麼他還要明知故問呢?
[00:18:45.360 --> 00:18:49.080]  其實就是要亞國去面對自己的本相
[00:18:49.080 --> 00:18:50.760]  這個本相是什麼?
[00:18:50.760 --> 00:18:52.360]  就好像他的名字一樣
[00:18:52.360 --> 00:18:53.040]  亞國
[00:18:53.040 --> 00:18:55.360]  亞國這個字可以解作爪主
[00:18:55.360 --> 00:18:58.760]  另外一個意思就是欺騙者
[00:18:58.760 --> 00:19:00.360]  欺騙
[00:19:00.360 --> 00:19:02.600]  亞國當他讀出他的名字的時候
[00:19:02.600 --> 00:19:05.880]  我名叫亞國
[00:19:05.880 --> 00:19:08.400]  即是他自己都知道心中有愧
[00:19:08.400 --> 00:19:12.200]  他就是那個一次又一次用欺騙的手段
[00:19:12.200 --> 00:19:15.520]  來拿人着數的那個亞國
[00:19:15.520 --> 00:19:18.120]  當亞國說出自己的名字的時候
[00:19:18.120 --> 00:19:19.960]  他要面對自己的本相
[00:19:19.960 --> 00:19:24.560]  也提醒他自己的本相就是這樣
[00:19:24.560 --> 00:19:27.440]  當他肯承認自己的過錯的時候
[00:19:27.440 --> 00:19:30.640]  證實自己的過錯的時候
[00:19:30.640 --> 00:19:32.240]  他得到一個新名字之後
[00:19:32.240 --> 00:19:35.480]  他就能夠活出一個新我
[00:19:35.480 --> 00:19:40.960]  所以亞博道口的經歷
[00:19:40.960 --> 00:19:45.400]  其實在亞國的生命裏面是一個轉捩點
[00:19:45.400 --> 00:19:49.240]  我們可以看到在32和33章那裏
[00:19:49.240 --> 00:19:51.560]  其實那個前後的改變是很大的
[00:19:51.560 --> 00:19:54.640]  看到亞國的生命很具體地改變了
[00:19:54.640 --> 00:19:56.520]  在32章那裏就說到
[00:19:56.520 --> 00:20:00.400]  以素帶着400人向着亞國走來
[00:20:00.400 --> 00:20:03.640]  而亞國當時第一個反應
[00:20:03.640 --> 00:20:06.640]  就是我們剛纔說很害怕
[00:20:06.640 --> 00:20:08.880]  第二個反應就是立刻祈禱
[00:20:08.880 --> 00:20:10.520]  其實還有第三個反應
[00:20:10.520 --> 00:20:12.320]  這個反應就是說
[00:20:12.320 --> 00:20:14.560]  他對那些僕人說
[00:20:14.560 --> 00:20:17.480]  並且你們要說
[00:20:17.480 --> 00:20:20.880]  你僕人亞國在我們後邊
[00:20:20.880 --> 00:20:22.680]  因亞國心裏說
[00:20:22.680 --> 00:20:26.960]  我直着在我前頭去的禮物解他的恨
[00:20:26.960 --> 00:20:30.120]  然後再見他的面或者他容納我
[00:20:30.120 --> 00:20:33.320]  其實他當時第三個反應就是
[00:20:33.320 --> 00:20:37.320]  他立刻預備了幾百頭牲口作爲禮物
[00:20:37.320 --> 00:20:42.560]  吩咐僕人先帶過去見以素
[00:20:42.560 --> 00:20:45.520]  他就想着這招叫什麼
[00:20:45.520 --> 00:20:48.240]  "雞鼻打人就牙較軟"
[00:20:48.240 --> 00:20:53.520]  先行給一些見面禮化解以素心中的怨恨
[00:20:53.520 --> 00:20:55.360]  這是他本來的計劃
[00:20:55.360 --> 00:20:56.600]  是32章
[00:20:56.600 --> 00:20:58.080]  但是到了33章的時候
[00:20:58.080 --> 00:21:02.040]  我們看到他經歷了亞博渡口的事情之後
[00:21:02.040 --> 00:21:04.200]  他整個計劃改變了
[00:21:04.200 --> 00:21:06.280]  他不再做那個縮頭烏龜
[00:21:06.280 --> 00:21:10.720]  而是身先士卒站在他的家人的前面
[00:21:10.720 --> 00:21:16.240]  勇敢地向以素坦白地承認
[00:21:16.240 --> 00:21:22.440]  他當時是連續七次的俯伏在地上
[00:21:22.440 --> 00:21:28.840]  來催謙向他的哥哥走去
[00:21:28.840 --> 00:21:31.360]  七次的俯伏
[00:21:31.360 --> 00:21:35.200]  這不是我們一般喝茶喫飯擺和頭酒那麼簡單
[00:21:35.200 --> 00:21:41.280]  而是七次的站立
[00:21:41.280 --> 00:21:47.120]  這是一個認錯的表現
[00:21:47.120 --> 00:21:49.960]  當時以素看到這樣的情況
[00:21:49.960 --> 00:21:53.680]  也立刻跑過來抱着他
[00:21:53.680 --> 00:21:57.160]  於是兩兄弟相擁而哭
[00:21:57.160 --> 00:22:03.480]  這段二十年的恩怨情仇也一筆勾銷
[00:22:03.480 --> 00:22:05.960]  至於那些牲口又如何呢?
[00:22:05.960 --> 00:22:10.560]  亞國原本打算讓那些僕人帶着牲口過去
[00:22:10.560 --> 00:22:15.680]  告訴哥哥這些是弟弟亞國送給他的
[00:22:15.680 --> 00:22:19.360]  但不打算說送禮的目的
[00:22:19.360 --> 00:22:21.960]  打算橫行混混過去
[00:22:21.960 --> 00:22:24.960]  總之不認錯
[00:22:24.960 --> 00:22:27.480]  對方收了禮物就當什麼事都沒有
[00:22:27.480 --> 00:22:29.960]  這是他原本的計劃
[00:22:29.960 --> 00:22:37.440]  但是我們看到他後來改變了計劃
[00:22:37.440 --> 00:22:41.280]  在這裏我們看到亞國親口對他哥哥說
[00:22:41.280 --> 00:22:44.880]  要在我主面前蒙恩
[00:22:44.880 --> 00:22:47.040]  這句話的意思是
