
[00:00:00.000 --> 00:00:05.920]  在今日的靜悼儀先給大家一個處境題想像一下
[00:04:16.500 --> 00:04:20.900]  推瓦推拉教會不單止是一間對內對外
[00:04:20.900 --> 00:04:24.180]  持守著信仰 見證著傳道
[00:04:24.180 --> 00:04:26.980]  都值得嘉許的教會
[00:04:26.980 --> 00:04:32.060]  他們更加是一間持續成長的教會
[00:04:32.060 --> 00:04:33.460]  想像一下
[00:04:33.460 --> 00:04:36.980]  一間每個星期都有人信主的教會
[00:04:36.980 --> 00:04:40.740]  小組充滿關懷互助
[00:04:40.740 --> 00:04:45.420]  信徒又很熱心在社區參與探訪 扶貧
[00:04:45.420 --> 00:04:50.660]  又有忍耐 抵得住異教徒的逼迫
[00:04:50.660 --> 00:04:52.540]  一間這樣的教會
[00:04:52.540 --> 00:04:58.180]  豈不是我們眾人都很羨慕的教會
[00:04:58.180 --> 00:05:04.140]  然而主耶穌基督出現的形象是什麼形象
[00:05:04.140 --> 00:05:07.300]  祂如何形容自己在十八節
[00:05:07.300 --> 00:05:14.620]  祂說自己是「眼目如火焰 腳像光明瞳的神之子」
[00:05:14.620 --> 00:05:19.780]  這正正是但義理書十章曾經記載過的形象
[00:05:19.780 --> 00:05:22.380]  耶穌如火焰的雙眼
[00:05:22.380 --> 00:05:27.020]  代表祂可以洞察一切隱藏的是與非
[00:05:27.020 --> 00:05:30.540]  任何的虛假 任何的罪惡
[00:05:30.540 --> 00:05:37.180]  都在這個火焰目光的監察之下無所遁形
[00:05:37.180 --> 00:05:39.580]  而祂好像光明瞳的腳
[00:05:39.580 --> 00:05:44.980]  在聖經裡代表著審判和權柄
[00:05:44.980 --> 00:05:46.580]  在推也推拉
[00:05:46.580 --> 00:05:51.940]  這間眾人都所佩服或我們都很欣賞的教會
[00:05:51.940 --> 00:05:54.380]  主耶穌竟然所展現的
[00:05:54.380 --> 00:05:58.660]  是一個如此威嚴 如此嚴肅的姿態
[00:05:58.660 --> 00:06:00.900]  並且剛才讀經的時候
[00:06:00.900 --> 00:06:02.420]  不知道大家有沒有發現
[00:06:02.420 --> 00:06:06.660]  今天我們所讀的經文有十二節那麼多
[00:06:06.660 --> 00:06:09.860]  是耶穌基督寫給七間教會的信裡
[00:06:09.860 --> 00:06:11.820]  最長的一封信
[00:06:11.820 --> 00:06:15.660]  最嚴厲的一封信
[00:06:15.660 --> 00:06:18.220]  究竟推也推拉教會
[00:06:18.220 --> 00:06:20.300]  剛才說得那麼好
[00:06:20.300 --> 00:06:22.220]  有什麼缺點呢?
[00:06:22.220 --> 00:06:24.620]  原來推也推拉的教會
[00:06:24.620 --> 00:06:27.420]  和我們之前所認識的以弗所教會
[00:06:27.420 --> 00:06:29.180]  第一封信以弗所教會
[00:06:29.180 --> 00:06:30.980]  剛剛好相反
[00:06:30.980 --> 00:06:32.660]  以弗所教會就是
[00:06:32.660 --> 00:06:34.620]  他們的教義很嚴謹
[00:06:34.620 --> 00:06:37.060]  把異端都趕出教會
[00:06:37.060 --> 00:06:41.620]  但是他們卻是將起初的愛心離棄了
[00:06:41.620 --> 00:06:43.220]  大家如果記得的話
[00:06:43.220 --> 00:06:45.460]  但是推也推拉教會
[00:06:45.460 --> 00:06:46.500]  他們有行為
[00:06:46.500 --> 00:06:48.580]  剛才說有愛心 有信心
[00:06:48.580 --> 00:06:49.620]  勤勞忍耐
[00:06:49.620 --> 00:06:51.060]  越做越多善事
[00:06:51.060 --> 00:06:53.420]  但是
[00:06:53.420 --> 00:06:55.460]  但是耶穌斥責他們
[00:06:55.460 --> 00:07:00.060]  容讓那自稱先知的婦人耶洗別
[00:07:00.060 --> 00:07:02.020]  教導她的僕人
[00:07:02.020 --> 00:07:04.260]  引誘他們行奸人
[00:07:04.260 --> 00:07:07.380]  食祭偶像之民
[00:07:07.380 --> 00:07:08.380]  我們就想
[00:07:08.380 --> 00:07:12.060]  這個耶洗別是誰呢?
[00:07:12.060 --> 00:07:17.060]  學者一再翻查當時希臘羅馬時期的文獻
[00:07:17.060 --> 00:07:19.860]  當中一直找不到
[00:07:19.860 --> 00:07:23.860]  當時有出現過一個女人叫做耶洗別
[00:07:23.860 --> 00:07:26.180]  而且當時耶洗別
[00:07:26.180 --> 00:07:29.060]  這個也不是猶太人會用這個名字
[00:07:29.060 --> 00:07:31.460]  去為自己的女兒命名
[00:07:31.460 --> 00:07:33.260]  因為這個名字「耶洗別」
[00:07:33.260 --> 00:07:36.340]  在猶太人的歷史中
[00:07:36.340 --> 00:07:38.460]  是一塌糊塗的
[00:07:38.460 --> 00:07:42.460]  在舊約《列王紀》上記載
[00:07:42.460 --> 00:07:48.660]  耶洗別是當時以色列王阿哈的老婆
[00:07:48.660 --> 00:07:53.060]  這位皇后卻不是一位好的皇后
[00:07:53.060 --> 00:07:55.060]  這位皇后不僅在以色列
[00:07:55.060 --> 00:07:58.260]  引入了對巴力的偶像崇拜
[00:07:58.260 --> 00:08:00.460]  她也殺了很多先知
[00:08:00.460 --> 00:08:02.260]  很多無辜的人
[00:08:02.260 --> 00:08:04.660]  最終敗壞了整個以色列
[00:08:04.660 --> 00:08:08.460]  帶來極大的屬靈災難
[00:08:08.460 --> 00:08:10.660]  所以我們可以想像
[00:08:10.660 --> 00:08:14.460]  這個推瓦推拉的耶洗別
[00:08:14.460 --> 00:08:17.460]  可能不是真的有一個女人叫做耶洗別
[00:08:17.460 --> 00:08:21.860]  而是有一個具體的假先知
[00:08:21.860 --> 00:08:25.460]  只是用耶洗別代入了她的名字
[00:08:25.460 --> 00:08:28.860]  可能是一股自稱為先知的勢力
[00:08:28.860 --> 00:08:33.260]  以至教會中慢慢出現了一些追隨她的信徒
[00:08:33.260 --> 00:08:39.460]  也漸漸成為了一股不斷蔓延的思潮
[00:08:39.460 --> 00:08:41.260]  聖經經文記載
[00:08:41.260 --> 00:08:45.660]  耶洗別為推瓦推拉教會帶來假的教導
[00:08:45.660 --> 00:08:49.660]  引誘他們行奸淫 製偶像之物
[00:08:49.660 --> 00:08:53.660]  彷彿上星期我們說到的
[00:08:53.660 --> 00:08:57.060]  別加摩教會一模一樣
[00:08:57.060 --> 00:09:01.860]  然而如果推瓦推拉教會的信徒
[00:09:01.860 --> 00:09:05.260]  真的有做這些行奸淫
[00:09:05.260 --> 00:09:09.260]  和廟祭行淫 吃製偶像的食物
[00:09:09.260 --> 00:09:11.060]  如果他們真的有這樣做
[00:09:11.060 --> 00:09:12.260]  我們又會想
[00:09:12.260 --> 00:09:15.460]  為什麼耶穌會在信的開頭
[00:09:15.460 --> 00:09:19.060]  稱讚他們有好行為呢?
[00:09:19.060 --> 00:09:22.260]  或者將耶穌基督
[00:09:22.260 --> 00:09:26.260]  在推瓦推拉教會的責備中提到
[00:09:26.260 --> 00:09:28.860]  行奸淫 吃製偶像之物
[00:09:28.860 --> 00:09:30.260]  和人行淫
[00:09:30.260 --> 00:09:32.060]  其實我們可以將這些
[00:09:32.060 --> 00:09:35.660]  不是理解為他們真的有做這些行為
[00:09:35.660 --> 00:09:38.660]  而是理解為他們對主的不忠
[00:09:38.660 --> 00:09:42.260]  理解為對信仰上的奸淫
[00:09:42.260 --> 00:09:44.460]  可能更加妥當
[00:09:44.460 --> 00:09:46.860]  就好像舊約何西雅書一樣
[00:09:46.860 --> 00:09:49.660]  同樣都用淫婦去類比
[00:09:49.660 --> 00:09:51.460]  那些不敬拜神
[00:09:51.460 --> 00:09:56.260]  當時轉而敬拜偶像的以色列一樣
[00:09:56.260 --> 00:09:57.460]  我們就想
[00:09:57.460 --> 00:10:01.260]  究竟推瓦推拉的問題是什麼呢?
[00:10:01.260 --> 00:10:02.660]  如果不是行淫
[00:10:02.660 --> 00:10:05.860]  他們的罪是什麼呢?
[00:10:05.860 --> 00:10:07.660]  推瓦推拉教會的罪
[00:10:07.660 --> 00:10:10.660]  不在於他們自己發明了異端
[00:10:10.660 --> 00:10:11.860]  最大的問題
[00:10:11.860 --> 00:10:13.860]  也不是他們隨從假教訓
[00:10:13.860 --> 00:10:18.660]  最大的問題是他們容忍耶誓別
[00:10:18.660 --> 00:10:19.860]  這個假先知
[00:10:19.860 --> 00:10:23.060]  是容忍他留在推瓦推拉
[00:10:23.060 --> 00:10:25.860]  去教導眾人
[00:10:25.860 --> 00:10:28.060]  耶穌在二十一節說
[00:10:28.060 --> 00:10:29.660]  他已經給了耶誓別
[00:10:29.660 --> 00:10:32.060]  這個假先知悔改的機會
[00:10:32.060 --> 00:10:34.660]  但是他不肯悔改
[00:10:34.660 --> 00:10:37.060]  這句說話讓我們知道什麼呢?
[00:10:37.060 --> 00:10:38.260]  其實這句說話
[00:10:38.260 --> 00:10:40.260]  可能跟我們暗示
[00:10:40.260 --> 00:10:41.660]  其實這個假先知
[00:10:41.660 --> 00:10:44.860]  已經在教會有一段長時間了
[00:10:44.860 --> 00:10:46.860]  但是這段時間
[00:10:46.860 --> 00:10:48.060]  沒有任何的信徒
[00:10:48.060 --> 00:10:53.860]  甚至沒有教會的領袖做任何的舉動
[00:10:53.860 --> 00:10:56.060]  「容忍」這個字
[00:10:56.060 --> 00:10:57.260]  在希臘文裡面
[00:10:57.260 --> 00:11:00.260]  有著「容許」的意思
[00:11:00.260 --> 00:11:01.860]  「撇下」的意思
[00:11:01.860 --> 00:11:03.060]  「任憑」的意思
[00:11:03.060 --> 00:11:04.260]  即是任由他
[00:11:04.260 --> 00:11:06.460]  放他在那裡
[00:11:06.460 --> 00:11:11.260]  甚至有著一個「寬恕」的意思
[00:11:11.260 --> 00:11:13.060]  可能他們也會覺得
[00:11:13.060 --> 00:11:14.260]  我們作為教會
[00:11:14.260 --> 00:11:16.060]  我們是有愛心的
[00:11:16.060 --> 00:11:17.260]  有人進來
[00:11:17.260 --> 00:11:19.060]  我們不要論斷他
[00:11:19.060 --> 00:11:22.460]  我們讓他說吧
[00:11:22.460 --> 00:11:26.460]  推瓦推拉教會這種沒有底線的包容
[00:11:26.460 --> 00:11:29.660]  這種缺乏了真理的愛心
[00:11:29.660 --> 00:11:33.260]  使他們的包容到了一個地步
[00:11:33.260 --> 00:11:38.060]  連信仰的根基也放棄了
[00:11:38.060 --> 00:11:40.260]  豈不知「容忍」錯誤
[00:11:40.260 --> 00:11:44.860]  其實是對整個群體的殘忍
[00:11:44.860 --> 00:11:48.660]  這種毅靈性的假教導
[00:11:48.660 --> 00:11:52.260]  將教會慢慢地摧毀
[00:11:52.260 --> 00:11:54.660]  摧毀他們真實的信仰
[00:11:54.660 --> 00:11:57.060]  使這些信徒不知不覺
[00:11:57.060 --> 00:12:00.460]  與神越走越遠
[00:12:00.460 --> 00:12:02.860]  所以教會如果沒有底線
[00:12:02.860 --> 00:12:04.860]  「容忍」錯誤
[00:12:04.860 --> 00:12:09.660]  其實是在破壞整個群體
[00:12:09.660 --> 00:12:12.060]  所以耶穌接下來在二十二節
[00:12:12.060 --> 00:12:14.860]  開始宣判假先知的結局
[00:12:14.860 --> 00:12:18.860]  耶穌要這個假先知病餓在床
[00:12:18.860 --> 00:12:20.860]  聖經原本的意思是
[00:12:20.860 --> 00:12:22.860]  將他扔到床上
[00:12:22.860 --> 00:12:25.060]  這個昔日他用來行淫
[00:12:25.060 --> 00:12:28.060]  用來誘惑教會信徒的地方
[00:12:28.060 --> 00:12:30.460]  很諷刺地成為了
[00:12:30.460 --> 00:12:34.460]  他要受審判受懲罰的地方
[00:12:34.460 --> 00:12:36.260]  而那些追隨他
[00:12:36.260 --> 00:12:38.060]  那些不悔改的人
[00:12:38.060 --> 00:12:41.460]  二十三節形容這些人甚至是黨內
[00:12:41.460 --> 00:12:44.660]  或者如果大家有些聖經譯本看到
[00:12:44.660 --> 00:12:46.860]  寫著「兒女」兩個字
[00:12:46.860 --> 00:12:49.260]  這群人可能甚至已經
[00:12:49.260 --> 00:12:52.260]  將這個假教師尊到一個位置
[00:12:52.260 --> 00:12:57.460]  好像父母一樣去敬重、尊崇、仰慕
[00:12:57.460 --> 00:12:59.660]  這些假先知的追隨者
[00:12:59.660 --> 00:13:02.260]  都要受到審判
[00:13:02.260 --> 00:13:04.860]  而這次審判的床
[00:13:04.860 --> 00:13:08.460]  也被具象化為大患難
[00:13:08.460 --> 00:13:12.860]  甚至是二十三節所說的「殺戮」
[00:13:12.860 --> 00:13:15.060]  不過感謝主
[00:13:15.060 --> 00:13:16.460]  推亞推拉教會
[00:13:16.460 --> 00:13:21.660]  原來仍然有一群信徒沒有跟隨假先知
[00:13:21.660 --> 00:13:26.060]  不明白他們所謂「撒旦森奧之理」的人
[00:13:26.060 --> 00:13:30.460]  當然這裡所寫的「撒旦森奧之理」
[00:13:30.460 --> 00:13:36.060]  不是說來自撒旦的假教道是很深奧的道理
[00:13:36.060 --> 00:13:39.860]  只是其實聖經用來諷刺他們
[00:13:39.860 --> 00:13:44.060]  看似很深奧、很高深、很合理
[00:13:44.060 --> 00:13:48.660]  但實質上是將人導向死亡
[00:13:48.660 --> 00:13:49.860]  主耶穌說
[00:13:49.860 --> 00:13:53.460]  祂不將別的擔子放在他們身上
[00:13:53.460 --> 00:13:57.660]  只要他們繼續持守現在已經在做的
[00:13:57.660 --> 00:14:02.260]  直等到主再來的日子
[00:14:02.260 --> 00:14:04.260]  倘若推亞推拉教會
[00:14:04.260 --> 00:14:06.660]  去到堅守先前所說的
[00:14:06.660 --> 00:14:07.860]  他們做得好的事
[00:14:07.860 --> 00:14:11.660]  他們的行為、他們的愛心、信心、勤勞、忍耐
[00:14:11.660 --> 00:14:16.460]  並且他們堅定不跟隨假先知這些假教道
[00:14:16.460 --> 00:14:20.660]  他們持守著信仰的真理
[00:14:20.660 --> 00:14:22.060]  然後怎樣呢?
[00:14:22.060 --> 00:14:25.860]  耶穌要給他們另一個很不同的結局
[00:14:25.860 --> 00:14:29.060]  耶穌要賜給他們三個應許
[00:14:29.060 --> 00:14:33.460]  第一個是制服列國的權柄
[00:14:33.460 --> 00:14:38.060]  第二個是跟耶穌基督一同的作王
[00:14:38.060 --> 00:14:42.260]  27節說到鐵匠打碎瑤瑚的瓦器
[00:14:42.260 --> 00:14:47.260]  這些其實正是舊約詩篇第二篇的內容
[00:14:47.260 --> 00:14:51.060]  詩篇第二篇說到一個被神揀選的君王
[00:14:51.060 --> 00:14:55.860]  甚至是指向彌賽亞的王權
[00:14:55.860 --> 00:15:01.060]  耶穌說正如他從父神領受這種權柄
[00:15:01.060 --> 00:15:05.060]  推亞推拉教會要有份於這種權柄
[00:15:05.060 --> 00:15:09.260]  和耶穌一同作王的權柄
[00:15:09.260 --> 00:15:10.660]  第三個應許
[00:15:10.660 --> 00:15:13.660]  耶穌說要將神星賜給他們
[00:15:13.660 --> 00:15:21.260]  這是古今東時期一個勝利權柄的象徵
[00:15:21.260 --> 00:15:22.860]  記不記得我們剛才說
[00:15:22.860 --> 00:15:25.660]  推亞推拉是一個怎樣的地方?
[00:15:25.660 --> 00:15:30.060]  是一個像哥本的鎮
[00:15:30.060 --> 00:15:32.860]  一個彈丸之地
[00:15:32.860 --> 00:15:35.060]  但是主耶穌基督應許
[00:15:35.060 --> 00:15:38.660]  即使是一個這麼小的地方的世界會
[00:15:38.660 --> 00:15:42.260]  他將要有制服列國的權柄
[00:15:42.260 --> 00:15:45.060]  和耶穌一同作王的尊榮
[00:15:45.060 --> 00:15:50.660]  好像神星一樣被眾人所仰望
[00:15:50.660 --> 00:15:53.260]  推亞推拉這個教會
[00:15:53.260 --> 00:15:55.860]  這間小教會、小群體
[00:15:55.860 --> 00:15:59.260]  對他們來說真是難以想像
[00:15:59.260 --> 00:16:00.460]  哪有可能
[00:16:00.460 --> 00:16:02.660]  一個小教會、一個小地方
[00:16:02.660 --> 00:16:05.660]  制服列國被眾人所仰望
[00:16:05.660 --> 00:16:08.460]  但是這就是主耶穌基督
[00:16:08.460 --> 00:16:11.260]  這個大君王對於這間教會
[00:16:11.260 --> 00:16:12.860]  如果他們做得好
[00:16:12.860 --> 00:16:18.060]  給他們一個很好的獎賞
[00:16:18.060 --> 00:16:20.460]  當我們看完這一封
[00:16:20.460 --> 00:16:23.860]  主耶穌基督給推亞推拉教會的信
[00:16:23.860 --> 00:16:27.660]  然後我們將目光從推亞推拉教會
[00:16:27.660 --> 00:16:31.260]  放回在我們身上的時候
[00:16:31.260 --> 00:16:33.660]  我們就會問
[00:16:33.660 --> 00:16:35.660]  關我什麼事呢?
[00:16:35.660 --> 00:16:39.660]  即是我們要做些什麼呢?
[00:16:39.660 --> 00:16:43.260]  大家記不記得開頭我說的那個處境
[00:16:43.260 --> 00:16:46.860]  即是那個教會有人進來
[00:16:46.860 --> 00:16:49.860]  跟你說有些事很想和弟兄姊妹分享
[00:16:49.860 --> 00:16:53.260]  這裏講台可以上來嗎?
[00:16:53.260 --> 00:16:55.260]  你會怎樣做呢?
[00:16:55.260 --> 00:16:57.060]  再問多一次
[00:16:57.060 --> 00:16:59.260]  比特尼遇到他
[00:16:59.260 --> 00:17:00.260]  走進來跟你說
[00:17:00.260 --> 00:17:02.260]  你剛剛站在門口他跟你說
[00:17:02.260 --> 00:17:04.060]  你會怎樣做呢?
[00:17:04.060 --> 00:17:07.260]  就找我
[00:17:07.260 --> 00:17:10.660]  很抱歉 弟兄姊妹
[00:17:10.660 --> 00:17:14.060]  主耶穌在信裏面說
[00:17:14.060 --> 00:17:15.460]  總要持守
[00:17:15.460 --> 00:17:19.660]  直等到他來的是誰呢?
[00:17:19.660 --> 00:17:22.060]  主耶穌基督在啟示錄裏面
[00:17:22.060 --> 00:17:24.860]  寫給七間教會的七封信裏面
[00:17:24.860 --> 00:17:28.460]  有一句說話是不斷不斷地重複
[00:17:28.460 --> 00:17:30.260]  同樣的字眼
[00:17:30.260 --> 00:17:32.060]  在二十九節說到
[00:17:32.060 --> 00:17:35.260]  聖靈向眾教會所說的話
[00:17:35.260 --> 00:17:40.260]  凡有耳的就應當聽
[00:17:40.260 --> 00:17:42.460]  要持守信仰
[00:17:42.460 --> 00:17:45.660]  守住教會真理的界線的
[00:17:45.660 --> 00:17:48.060]  原來不是教會領袖
[00:17:48.060 --> 00:17:54.860]  不只是牧者 長老 執事
[00:17:54.860 --> 00:17:57.260]  是凡有耳的
[00:17:57.260 --> 00:17:59.060]  主耶穌說的 不是我說的
[00:17:59.060 --> 00:18:00.860]  主耶穌說教會裏面
[00:18:00.860 --> 00:18:05.060]  每個信徒的職責和本分
[00:18:05.060 --> 00:18:07.660]  教會有了真理的界線
[00:18:07.660 --> 00:18:09.460]  才可以不犯
[00:18:09.460 --> 00:18:11.860]  好像推也推拉的教會一樣的罪
[00:18:11.860 --> 00:18:17.860]  是容讓假先知的入侵滲透帶來破壞
[00:18:17.860 --> 00:18:20.260]  「容讓」這個字所表達的
[00:18:20.260 --> 00:18:27.260]  就是即使我們已經明知對方是錯的
[00:18:27.260 --> 00:18:28.660]  但我們容忍
[00:18:28.660 --> 00:18:32.260]  我們任憑他繼續做他想做的事
[00:18:32.260 --> 00:18:37.260]  這彷彿是我們今天時常聽到很多的包容 寬容
[00:18:37.260 --> 00:18:38.460]  我們這個時代
[00:18:38.460 --> 00:18:42.260]  我們將包容視為最高的道德準則
[00:18:42.260 --> 00:18:44.660]  我們很怕得罪人
[00:18:44.660 --> 00:18:48.260]  我們很怕被人貼上一些口鼓板
[00:18:48.260 --> 00:18:50.260]  不寬容的標籤
[00:18:50.260 --> 00:18:55.260]  於是我們在真理上慢慢地退讓
[00:18:55.260 --> 00:18:58.660]  我們在聖潔上打折扣
[00:18:58.660 --> 00:19:01.460]  我們就好像推也推拉教會一樣
[00:19:01.460 --> 00:19:03.460]  我們外面很有愛心
[00:19:03.460 --> 00:19:04.860]  我們有事工
[00:19:04.860 --> 00:19:06.860]  但在人際關係裡
[00:19:06.860 --> 00:19:10.860]  我們為了迎合那些不信主的朋友或伴侶
[00:19:10.860 --> 00:19:16.660]  我們默默地將我們聖經所說的道德準則降低
[00:19:16.660 --> 00:19:20.260]  甚至我們附和這個世界對於婚姻
[00:19:20.260 --> 00:19:21.460]  對於性別
[00:19:21.460 --> 00:19:26.060]  對於道德價值那種扭曲的看法
[00:19:26.060 --> 00:19:27.860]  我們心裡想
[00:19:27.860 --> 00:19:30.260]  我們不要禁古板
[00:19:30.260 --> 00:19:34.260]  做出來的樣子不要這麼抗拒其他人
[00:19:34.260 --> 00:19:37.860]  我們用愛去包容他們
[00:19:37.860 --> 00:19:42.260]  我們用愛心作為包裝
[00:19:42.260 --> 00:19:45.060]  但實質上推動我們這樣做
[00:19:45.060 --> 00:19:47.060]  為什麼要推動我們要包容
[00:19:47.060 --> 00:19:49.060]  其實不是因為我們真的有愛心
[00:19:49.060 --> 00:19:54.060]  而是我們內心的懦弱和恐懼
[00:19:54.060 --> 00:19:57.260]  我們害怕衝突
[00:19:57.260 --> 00:20:00.460]  弟兄姊妹不要覺得我在說你們很軟弱
[00:20:00.460 --> 00:20:02.060]  很懦弱
[00:20:02.060 --> 00:20:05.260]  其實因為我自己也非常明白
[00:20:05.260 --> 00:20:08.660]  非常心痛感受
[00:20:08.660 --> 00:20:11.060]  因為其實我也是一個很內向的人
[00:20:11.060 --> 00:20:14.060]  我也是一個很重關係的人
[00:20:14.060 --> 00:20:18.460]  我也是一個本性上很怕衝突的人
[00:20:18.460 --> 00:20:22.260]  但耶穌今天呼召我
[00:20:22.260 --> 00:20:25.260]  安排我今天做講員
[00:20:25.260 --> 00:20:28.060]  耶穌先用這段經文
[00:20:28.060 --> 00:20:30.060]  這篇訊息提醒我
[00:20:30.060 --> 00:20:33.060]  祂叫我不要走不要逃避
[00:20:33.060 --> 00:20:34.860]  不要害怕得罪人
[00:20:34.860 --> 00:20:39.660]  不要害怕要帶來衝突
[00:20:39.660 --> 00:20:43.860]  因為你勇敢站在這裡是為著真理
[00:20:43.860 --> 00:20:45.260]  是為著主的道
[00:20:45.260 --> 00:20:51.260]  是為了穩固教會基督的身體
[00:20:51.260 --> 00:20:55.060]  沒錯有時我們本能會很害怕
[00:20:55.060 --> 00:20:57.260]  但讓我們學習
[00:20:57.260 --> 00:20:58.860]  為了教會
[00:20:58.860 --> 00:21:01.860]  為了真理的界線
[00:21:01.860 --> 00:21:04.260]  為了主耶穌基督
[00:21:04.260 --> 00:21:06.260]  是我們勇敢的站立
