
[00:00:00.000 --> 00:00:02.800]  早晨 新年平安
[00:02:59.800 --> 00:03:01.800]  這部手機是你買的嗎
[00:03:01.800 --> 00:03:04.800]  還是家人送給你的
[00:03:04.800 --> 00:03:06.800]  是你買的
[00:03:06.800 --> 00:03:08.800]  你自己選的
[00:03:08.800 --> 00:03:09.800]  款式是不是你自己選的
[00:03:09.800 --> 00:03:10.800]  你心愛的
[00:03:10.800 --> 00:03:12.800]  顏色是你心愛的
[00:03:12.800 --> 00:03:14.800]  你看著它
[00:03:14.800 --> 00:03:18.800]  你現在還有沒有當時那麼喜歡它
[00:03:18.800 --> 00:03:22.800]  有沒有逛過一些電話舖
[00:03:22.800 --> 00:03:24.800]  我昨晚吃飯逛過幾間電話舖
[00:03:24.800 --> 00:03:27.800]  有沒有心思思又想走過去
[00:03:27.800 --> 00:03:29.800]  又看到另外一部
[00:03:29.800 --> 00:03:31.800]  有沒有看到
[00:03:31.800 --> 00:03:33.800]  有沒有心動想換
[00:03:33.800 --> 00:03:37.800]  如果資料轉移不是問題的話
[00:03:37.800 --> 00:03:39.800]  是不是已經行動了
[00:03:39.800 --> 00:03:41.800]  所以我今天想問
[00:03:41.800 --> 00:03:44.800]  你和你的手機的關係是怎樣
[00:03:44.800 --> 00:03:46.800]  你還有沒有那麼喜歡它
[00:03:46.800 --> 00:03:49.800]  程度是多了少了還是一樣
[00:03:49.800 --> 00:03:51.800]  還是深厚了
[00:03:51.800 --> 00:03:54.800]  這就是我們和東西的關係
[00:03:54.800 --> 00:03:56.800]  就是我們接下來的第一部份
[00:03:56.800 --> 00:03:57.800]  就是遇上它
[00:03:57.800 --> 00:03:59.800]  一個死物它
[00:03:59.800 --> 00:04:03.800]  我們每個人心裏都為了很多不同的東西
[00:04:03.800 --> 00:04:05.800]  可能是車
[00:04:05.800 --> 00:04:07.800]  可能是物業
[00:04:07.800 --> 00:04:09.800]  可能是音響
[00:04:09.800 --> 00:04:11.800]  可能是一些衣服
[00:04:11.800 --> 00:04:14.800]  我剛才早來的時候聽到有弟兄姊妹聊天的時候
[00:04:14.800 --> 00:04:16.800]  就在討論一雙鞋
[00:04:16.800 --> 00:04:20.800]  但我就覺得討論裏面很豐富
[00:04:20.800 --> 00:04:23.800]  因為討論到不是鞋的價值
[00:04:23.800 --> 00:04:28.800]  而是鞋是用來舒服和開心
[00:04:28.800 --> 00:04:30.800]  用來襯衣服
[00:04:30.800 --> 00:04:34.800]  所以我就覺得原來那雙鞋的東西本身
[00:04:34.800 --> 00:04:35.800]  不是最重要的
[00:04:35.800 --> 00:04:38.800]  最重要的就是開心
[00:04:38.800 --> 00:04:40.800]  剛才開始前我和主席討論
[00:04:40.800 --> 00:04:42.800]  我心裏面的它
[00:04:42.800 --> 00:04:45.800]  其實我對物質就一般般
[00:04:45.800 --> 00:04:47.800]  唯獨是我這幾年就發現
[00:04:47.800 --> 00:04:50.800]  我和車的關係很密切
[00:04:50.800 --> 00:04:53.800]  我由有車牌一直都不擁有車
[00:04:53.800 --> 00:04:55.800]  基本上是不擁有車
[00:04:55.800 --> 00:04:58.800]  到我22年就買了一部二手車
[00:04:58.800 --> 00:05:01.800]  現在就去到第二部二手車
[00:05:01.800 --> 00:05:03.800]  原來我是會和車聊天的
[00:05:03.800 --> 00:05:06.800]  我是會稱讚它你今天很乖
[00:05:06.800 --> 00:05:09.800]  你每天都這麼乖就好了
[00:05:09.800 --> 00:05:12.800]  這是一些很奇怪的事
[00:05:12.800 --> 00:05:14.800]  我是自己會和它在心裏
[00:05:14.800 --> 00:05:16.800]  不會說出聲的
[00:05:16.800 --> 00:05:17.800]  但我都不介意
[00:05:17.800 --> 00:05:18.800]  有時我會告訴家人聽
[00:05:18.800 --> 00:05:20.800]  有時我在家人面前稱讚它
[00:05:20.800 --> 00:05:22.800]  因為其實再想想
[00:05:22.800 --> 00:05:25.800]  原來其實車是一個死物
[00:05:25.800 --> 00:05:27.800]  但原來這部車在這幾年裏
[00:05:27.800 --> 00:05:29.800]  為何22年要買車
[00:05:29.800 --> 00:05:33.800]  你想想22年是甚麼日子
[00:05:33.800 --> 00:05:36.800]  是疫情的甚麼
[00:05:36.800 --> 00:05:38.800]  是它最後準備離開
[00:05:38.800 --> 00:05:42.800]  但那時候我亦在那一年確診
[00:05:42.800 --> 00:05:43.800]  所以剛才我來的時候
[00:05:43.800 --> 00:05:45.800]  我是戴著口罩
[00:05:45.800 --> 00:05:47.800]  我一直都不脫口罩
[00:05:47.800 --> 00:05:48.800]  無論它怎樣好
[00:05:48.800 --> 00:05:49.800]  然後又有些感冒
[00:05:49.800 --> 00:05:50.800]  我都不脫
[00:05:50.800 --> 00:05:51.800]  我現在是尊重大家
[00:05:51.800 --> 00:05:52.800]  我脫了它
[00:05:52.800 --> 00:05:54.800]  一會我下去又戴回
[00:05:54.800 --> 00:05:57.800]  因為我確診的經驗不是很瘦
[00:05:57.800 --> 00:05:59.800]  我就因為這個不好瘦
[00:05:59.800 --> 00:06:01.800]  所以我就去愛惜我的家人
[00:06:01.800 --> 00:06:04.800]  我就想如果有部車我兼顧到的話
[00:06:04.800 --> 00:06:08.800]  我用部車提供一個比較衛生的環境
[00:06:08.800 --> 00:06:09.800]  不用他們在外面迫
[00:06:09.800 --> 00:06:14.800]  原來部車盛載了我和家人不同的時光
[00:06:14.800 --> 00:06:17.800]  所以原來這個死物它是一個甚麼
[00:06:17.800 --> 00:06:19.800]  是一個甚麼關係
[00:06:19.800 --> 00:06:20.800]  其實我買車的時候
[00:06:20.800 --> 00:06:22.800]  很多朋友跟我說
[00:06:22.800 --> 00:06:25.800]  你當時住大角咀
[00:06:25.800 --> 00:06:28.800]  你工作在長沙灣
[00:06:28.800 --> 00:06:30.800]  其實需不需要部車
[00:06:30.800 --> 00:06:32.800]  其實真的不需要
[00:06:32.800 --> 00:06:37.800]  其實養車的成本遠比搭的士貴
[00:06:37.800 --> 00:06:39.800]  所以我很多朋友就說
[00:06:39.800 --> 00:06:41.800]  我開頭都會聽
[00:06:41.800 --> 00:06:43.800]  但聽了我都是行動
[00:06:43.800 --> 00:06:44.800]  你們會不會
[00:06:44.800 --> 00:06:46.800]  有些東西你是知道一般般
[00:06:46.800 --> 00:06:48.800]  但你又行動
[00:06:48.800 --> 00:06:50.800]  你行動了好像知道有些不太好
[00:06:50.800 --> 00:06:52.800]  我們進入了一種忐忑
[00:06:52.800 --> 00:06:54.800]  又好像不好但又想
[00:06:54.800 --> 00:06:56.800]  有沒有這種情況
[00:06:56.800 --> 00:06:58.800]  但原來隔了一段時間
[00:06:58.800 --> 00:06:59.800]  我明白了
[00:06:59.800 --> 00:07:01.800]  原來我有兩個原因想有部車
[00:07:01.800 --> 00:07:03.800]  除了方便之外
[00:07:03.800 --> 00:07:06.800]  家人和原來我人生我看回
[00:07:06.800 --> 00:07:09.800]  我沒有甚麼懷疑沒有甚麼樂趣
[00:07:09.800 --> 00:07:11.800]  我沒有其他的嗜好
[00:07:11.800 --> 00:07:13.800]  原來我每一次工作完辛苦
[00:07:13.800 --> 00:07:14.800]  我上部車
[00:07:14.800 --> 00:07:16.800]  我可以有一個減壓
[00:07:16.800 --> 00:07:18.800]  這個就是我2022年到現在的經驗
[00:07:18.800 --> 00:07:20.800]  我有時晚上在家工作
[00:07:20.800 --> 00:07:22.800]  或者在辦公室工作
[00:07:22.800 --> 00:07:24.800]  困了十個小時
[00:07:24.800 --> 00:07:26.800]  原來我開車入一入油
[00:07:26.800 --> 00:07:28.800]  我會很舒暢
[00:07:28.800 --> 00:07:30.800]  這個就是我和車的關係
[00:07:30.800 --> 00:07:35.800]  今天我和大家帶了一些很特別的形式
[00:07:35.800 --> 00:07:37.800]  我希望新的一年
[00:07:37.800 --> 00:07:39.800]  第一次的訊息分享
[00:07:39.800 --> 00:07:41.800]  讓你有一個好的開始
[00:07:41.800 --> 00:07:43.800]  這個只是一個開始
[00:07:43.800 --> 00:07:45.800]  並不是內容很重要
[00:07:45.800 --> 00:07:47.800]  我希望今天透過
[00:07:47.800 --> 00:07:49.800]  有些活動你們參與
[00:07:49.800 --> 00:07:51.800]  可能有些反思
[00:07:51.800 --> 00:07:53.800]  這個就是我們東西
[00:07:53.800 --> 00:07:56.800]  人和環境的責任
[00:07:56.800 --> 00:07:58.800]  中間的關係
[00:07:58.800 --> 00:08:00.800]  經文是這樣說
[00:08:00.800 --> 00:08:02.800]  創世紀二章十五節
[00:08:02.800 --> 00:08:04.800]  耶和華神把阿當帶來
[00:08:04.800 --> 00:08:06.800]  安置在伊甸園裡
[00:08:06.800 --> 00:08:09.800]  讓他耕種看管原子
[00:08:09.800 --> 00:08:12.800]  這裡就是說神揀選了我們人
[00:08:12.800 --> 00:08:14.800]  去管這個大地
[00:08:14.800 --> 00:08:16.800]  我們是比較特別的
[00:08:16.800 --> 00:08:17.800]  被揀選的
[00:08:17.800 --> 00:08:19.800]  所以在地上的很多東西
[00:08:19.800 --> 00:08:20.800]  都被我們掌管
[00:08:20.800 --> 00:08:22.800]  那麼這件事是一件美事
[00:08:22.800 --> 00:08:24.800]  還是一件壞事呢
[00:08:24.800 --> 00:08:27.800]  相信是一件好事
[00:08:27.800 --> 00:08:30.800]  但是我們不禁和這些東西糾纏
[00:08:30.800 --> 00:08:33.800]  所以這裡就是我們讀心理學
[00:08:33.800 --> 00:08:35.800]  或者我平時在院校教心理學
[00:08:35.800 --> 00:08:37.800]  常用的一些工具
[00:08:37.800 --> 00:08:39.800]  今天並不是一個心理學課堂
[00:08:39.800 --> 00:08:41.800]  但是我想中間有幾個東西
[00:08:41.800 --> 00:08:44.800]  有幾個理論和大家碰一碰
[00:08:44.800 --> 00:08:46.800]  讓大家感受一下
[00:08:46.800 --> 00:08:48.800]  這個就是我們心理學的其中一個
[00:08:48.800 --> 00:08:50.800]  很重要的人物叫做弗洛伊德
[00:08:50.800 --> 00:08:53.800]  弗洛伊德他在提倡潛意識
[00:08:53.800 --> 00:08:56.800]  潛意識就是說你沒有刻意去想
[00:08:56.800 --> 00:08:58.800]  但是它存在的東西
[00:08:58.800 --> 00:09:00.800]  大家有沒有做夢啊
[00:09:00.800 --> 00:09:02.800]  我試過有一天
[00:09:02.800 --> 00:09:03.800]  我發了很多訊息
[00:09:03.800 --> 00:09:05.800]  和別人有節日的祝福
[00:09:05.800 --> 00:09:07.800]  在幾百個祝福裡面
[00:09:07.800 --> 00:09:09.800]  其中一個就是我弟弟
[00:09:09.800 --> 00:09:11.800]  我有一個弟弟
[00:09:11.800 --> 00:09:12.800]  我們沒有一起住
[00:09:12.800 --> 00:09:13.800]  各自有自己的家庭
[00:09:13.800 --> 00:09:15.800]  我們平時不多聯絡
[00:09:15.800 --> 00:09:16.800]  因為他太忙
[00:09:16.800 --> 00:09:17.800]  他比我更加忙
[00:09:17.800 --> 00:09:19.800]  但是我發了一個訊息給他
[00:09:19.800 --> 00:09:21.800]  他奉旨不會回覆的
[00:09:21.800 --> 00:09:23.800]  因為他經常覺得這個哥哥
[00:09:23.800 --> 00:09:26.800]  做事比較不穩定
[00:09:26.800 --> 00:09:27.800]  他人生做了一份工作
[00:09:27.800 --> 00:09:30.800]  我人生做了數不出多少份工作
[00:09:30.800 --> 00:09:33.800]  所以他比較謹慎嚴肅
[00:09:33.800 --> 00:09:35.800]  但是竟然那天晚上
[00:09:35.800 --> 00:09:36.800]  我發夢見到他
[00:09:36.800 --> 00:09:38.800]  而他第二天竟然告訴我
[00:09:38.800 --> 00:09:40.800]  他又發夢見到我
[00:09:40.800 --> 00:09:42.800]  這麼甜蜜的
[00:09:42.800 --> 00:09:43.800]  兩個男人
[00:09:43.800 --> 00:09:45.800]  為什麼會有這個效果呢
[00:09:45.800 --> 00:09:50.800]  是不是那些一起出來的兄弟
[00:09:50.800 --> 00:09:53.800]  是不是有一些什麼特異功能呢
[00:09:53.800 --> 00:09:55.800]  其實在心理學很簡單
[00:09:55.800 --> 00:09:56.800]  就是那天
[00:09:56.800 --> 00:09:58.800]  他每天收千多個電郵
[00:09:58.800 --> 00:09:59.800]  他的工作
[00:09:59.800 --> 00:10:01.800]  裡面原來哥哥曾經找過他
[00:10:01.800 --> 00:10:03.800]  勾起了他下面一些
[00:10:03.800 --> 00:10:04.800]  不覺的潛意識
[00:10:04.800 --> 00:10:05.800]  惹起了之後
[00:10:05.800 --> 00:10:06.800]  晚上睡覺的時候
[00:10:06.800 --> 00:10:08.800]  就在惹起的小小東西裡
[00:10:08.800 --> 00:10:11.800]  再來一次回顧
[00:10:11.800 --> 00:10:13.800]  其實這樣就是潛意識
[00:10:13.800 --> 00:10:14.800]  但是你會發覺
[00:10:14.800 --> 00:10:16.800]  潛意識在冰山的哪裡呢
[00:10:16.800 --> 00:10:18.800]  在底部
[00:10:18.800 --> 00:10:20.800]  我想問下面浸著水的比較大
[00:10:20.800 --> 00:10:23.800]  還是上面的比較大
[00:10:23.800 --> 00:10:24.800]  下面比較大
[00:10:24.800 --> 00:10:26.800]  這樣才穩陣
[00:10:26.800 --> 00:10:27.800]  但是同樣地
[00:10:27.800 --> 00:10:28.800]  佛洛伊德就說了
[00:10:28.800 --> 00:10:30.800]  下面那個叫什麼
[00:10:30.800 --> 00:10:31.800]  我大家一起讀出
[00:10:31.800 --> 00:10:32.800]  下面那個
[00:10:32.800 --> 00:10:33.800]  本我
[00:10:33.800 --> 00:10:35.800]  最上面那個呢
[00:10:35.800 --> 00:10:36.800]  超我
[00:10:36.800 --> 00:10:38.800]  中間那個呢
[00:10:38.800 --> 00:10:39.800]  在真我這裡
[00:10:39.800 --> 00:10:41.800]  我邀請大家摸一摸臉
[00:10:41.800 --> 00:10:43.800]  會不會影響你的化妝
[00:10:43.800 --> 00:10:45.800]  中間這個就是真我
[00:10:45.800 --> 00:10:47.800]  原來我們永遠都在下面
[00:10:47.800 --> 00:10:48.800]  有些不知道什麼
[00:10:48.800 --> 00:10:50.800]  控制不了的慾望
[00:10:50.800 --> 00:10:51.800]  想法
[00:10:51.800 --> 00:10:53.800]  那個是小的
[00:10:53.800 --> 00:10:54.800]  小的大
[00:10:54.800 --> 00:10:56.800]  還是乖的大
[00:10:56.800 --> 00:10:57.800]  小的大
[00:10:57.800 --> 00:10:58.800]  小的大
[00:10:58.800 --> 00:11:01.800]  叫他不要掣那個是超我
[00:11:01.800 --> 00:11:02.800]  超我在這裡
[00:11:02.800 --> 00:11:03.800]  超我比較小
[00:11:03.800 --> 00:11:05.800]  所以弄到誰呢
[00:11:05.800 --> 00:11:07.800]  弄到阿珍
[00:11:07.800 --> 00:11:09.800]  所以大家整天都在忐忑裡
[00:11:09.800 --> 00:11:10.800]  這個就是心理學的
[00:11:10.800 --> 00:11:13.800]  其中一個比較重要的理論
[00:11:13.800 --> 00:11:15.800]  我信了主不久
[00:11:15.800 --> 00:11:17.800]  我15年才回教會
[00:11:17.800 --> 00:11:19.800]  16年洗
[00:11:19.800 --> 00:11:21.800]  我反而在15年之前
[00:11:21.800 --> 00:11:23.800]  我就已經讀了很多這些書
[00:11:23.800 --> 00:11:25.800]  也都在市面任教相關的科目
[00:11:25.800 --> 00:11:28.800]  當時我還笑我一個老師
[00:11:28.800 --> 00:11:30.800]  我說這個老師比我年紀輕
[00:11:30.800 --> 00:11:31.800]  當時
[00:11:31.800 --> 00:11:33.800]  但他就說他是基督徒
[00:11:33.800 --> 00:11:35.800]  我就說你讀這些書這麼厲害
[00:11:35.800 --> 00:11:37.800]  為什麼會做基督徒呢
[00:11:37.800 --> 00:11:38.800]  不用信
[00:11:38.800 --> 00:11:39.800]  你靠自己都很厲害
[00:11:39.800 --> 00:11:42.800]  原來我反而跟了他讀了很多這些書之後
[00:11:42.800 --> 00:11:46.800]  我後來我05年讀心理學
[00:11:46.800 --> 00:11:47.800]  08年畢業
[00:11:47.800 --> 00:11:48.800]  我畢業之後
[00:11:48.800 --> 00:11:51.800]  反而我一步一步地走回基督的面前
[00:11:51.800 --> 00:11:53.800]  我覺得他說得對
[00:11:53.800 --> 00:11:56.800]  因為原來世人都犯了罪
[00:11:56.800 --> 00:11:59.800]  我們經常都有很多引誘試探在裡面
[00:11:59.800 --> 00:12:00.800]  在本我那裡
[00:12:00.800 --> 00:12:02.800]  但是我們如果要去
[00:12:02.800 --> 00:12:04.800]  每天去學習的時候
[00:12:04.800 --> 00:12:06.800]  我們更加提醒自己上面
[00:12:06.800 --> 00:12:07.800]  超我
[00:12:07.800 --> 00:12:08.800]  那我們就會明白
[00:12:08.800 --> 00:12:09.800]  怎樣去平衡自己
[00:12:09.800 --> 00:12:11.800]  做好每個禮拜每天的工作
[00:12:11.800 --> 00:12:14.800]  我們要在我們的環境
[00:12:14.800 --> 00:12:16.800]  很多引誘之下學習
[00:12:16.800 --> 00:12:18.800]  神怎樣供應給我們
[00:12:18.800 --> 00:12:20.800]  經文這樣說的
[00:12:20.800 --> 00:12:22.800]  《馬太福音》六章28、29節
[00:12:22.800 --> 00:12:24.800]  何必為衣服憂慮呢
[00:12:24.800 --> 00:12:28.800]  看清楚田野的百合花怎樣生長吧
[00:12:28.800 --> 00:12:30.800]  他們不勞動也不紡織
[00:12:30.800 --> 00:12:32.800]  但我告訴你們
[00:12:32.800 --> 00:12:36.800]  就算所羅門最榮耀時的村大
[00:12:36.800 --> 00:12:40.800]  也比不上這一些花中的一朵
[00:12:40.800 --> 00:12:43.800]  通常類似的經文都有
[00:12:43.800 --> 00:12:45.800]  上帝已經數算了每一隻小鳥
[00:12:45.800 --> 00:12:48.800]  每一隻麻雀身上的多少條羽毛
[00:12:48.800 --> 00:12:49.800]  所以我們其實
[00:12:49.800 --> 00:12:51.800]  基本上香港是很少人是
[00:12:51.800 --> 00:12:52.800]  因為凍親
[00:12:52.800 --> 00:12:55.800]  因為肚餓而影響了生活
[00:12:55.800 --> 00:12:56.800]  所以在香港
[00:12:56.800 --> 00:12:58.800]  我們應該不為這些擔心
[00:12:58.800 --> 00:12:59.800]  同不同意嗎
[00:12:59.800 --> 00:13:00.800]  好了
[00:13:00.800 --> 00:13:02.800]  所以我們要透過周圍
[00:13:02.800 --> 00:13:04.800]  很多好像很污穢的物質
[00:13:04.800 --> 00:13:05.800]  很引誘
[00:13:05.800 --> 00:13:07.800]  我們有時接觸了的時候
[00:13:07.800 --> 00:13:08.800]  我們會反思
[00:13:08.800 --> 00:13:09.800]  我是不是太貪心
[00:13:09.800 --> 00:13:10.800]  太過物質
[00:13:10.800 --> 00:13:11.800]  太過慾望呢
[00:13:11.800 --> 00:13:13.800]  但其實透過這些物質
[00:13:13.800 --> 00:13:15.800]  我們認識神的存在
[00:13:15.800 --> 00:13:17.800]  詩篇十九篇
[00:13:17.800 --> 00:13:19.800]  第一章是這樣說的
[00:13:19.800 --> 00:13:21.800]  天空屬雪神的榮耀
[00:13:21.800 --> 00:13:23.800]  窮倉傳揚他手的作為
[00:13:23.800 --> 00:13:27.800]  我當時說沒有開車
[00:13:27.800 --> 00:13:28.800]  沒有開車
[00:13:28.800 --> 00:13:29.800]  這個就是我當時
[00:13:29.800 --> 00:13:31.800]  這張相是我中年後拍的
[00:13:31.800 --> 00:13:34.800]  但原來我二十歲那一頭
[00:13:34.800 --> 00:13:36.800]  其實我是為了晚上進修
[00:13:36.800 --> 00:13:39.800]  我曾經有三年是開這一款車
[00:13:39.800 --> 00:13:41.800]  後來我中年的時候
[00:13:41.800 --> 00:13:43.800]  在街上遇到同一款車
[00:13:43.800 --> 00:13:45.800]  我忍不住走上去拍那張相
[00:13:45.800 --> 00:13:49.800]  原來我人生不停和車有些關係
[00:13:49.800 --> 00:13:54.800]  現在麻煩詩詩幫我去派
[00:13:54.800 --> 00:13:57.800]  今天我準備了四個利是封給大家
[00:13:57.800 --> 00:13:59.800]  現在就可以派了
[00:13:59.800 --> 00:14:00.800]  是這一款
[00:14:00.800 --> 00:14:02.800]  大家收到這個利是封之後
[00:14:02.800 --> 00:14:05.800]  裡面有一個祝福給你的
[00:14:05.800 --> 00:14:06.800]  就是一個經文
[00:14:06.800 --> 00:14:08.800]  基本上經文都不同
[00:14:08.800 --> 00:14:11.800]  全場只有兩個人會相同
[00:14:11.800 --> 00:14:13.800]  我有二十款
[00:14:13.800 --> 00:14:17.800]  我和家人一起在這幾天去整給大家
[00:14:17.800 --> 00:14:19.800]  大家現在收到
[00:14:19.800 --> 00:14:21.800]  去打開它
[00:14:21.800 --> 00:14:24.800]  我亦會有一首詩歌
[00:14:24.800 --> 00:14:27.800]  這些詩歌比較特別
[00:14:27.800 --> 00:14:29.800]  全部都是比較新派
[00:14:29.800 --> 00:14:31.800]  歌詞剛才有一張紙
[00:14:31.800 --> 00:14:34.800]  如果你們收到有歌詞
[00:14:34.800 --> 00:14:38.800]  你可以在一會播詩歌的過程裡
[00:14:38.800 --> 00:14:41.800]  間歇性我會講一些說話
[00:14:41.800 --> 00:14:44.800]  我希望剛才我分享了一些訊息
[00:14:44.800 --> 00:14:47.800]  然後你又有歌詞
[00:14:47.800 --> 00:14:49.800]  然後亦有你手上的經文
[00:14:49.800 --> 00:14:54.800]  大家可能做一些簡單的沉澱反思
[00:14:54.800 --> 00:14:55.800]  如果你能夠的
[00:14:55.800 --> 00:14:56.800]  你可以閉上眼
[00:14:56.800 --> 00:14:58.800]  你可以趁這個機會
[00:14:58.800 --> 00:15:00.800]  好像另類的靈修一樣
[00:15:00.800 --> 00:15:03.800]  我們趁這個機會和我們的天父溝通一下
[00:15:04.800 --> 00:15:22.800]  這是天父世界
[00:15:22.800 --> 00:15:29.800]  我心滿有安寧
[00:15:29.800 --> 00:15:37.800]  花草樹 瓊藏碧海
[00:15:37.800 --> 00:15:46.800]  訴說天父奇難
[00:15:46.800 --> 00:15:50.800]  去年新年的崇拜
[00:15:50.800 --> 00:15:51.800]  你在哪裏
[00:15:51.800 --> 00:15:54.800]  你不是在這個會場
[00:15:54.800 --> 00:15:56.800]  你在上一次的會場
[00:15:56.800 --> 00:16:02.800]  這是天父世界
[00:16:02.800 --> 00:16:08.800]  我們側耳傾聽
[00:16:08.800 --> 00:16:09.800]  天父透過執事門
[00:16:09.800 --> 00:16:11.800]  透過窮工門
[00:16:11.800 --> 00:16:14.800]  給你們找到一個新的位置
[00:16:14.800 --> 00:16:16.800]  你們在一個很美的環境
[00:16:16.800 --> 00:16:20.800]  繼續在祝福和夢想之下
[00:16:20.800 --> 00:16:29.800]  這些就是天父幫大家安排的
[00:16:29.800 --> 00:16:34.800]  這是天父世界
[00:16:34.800 --> 00:16:35.800]  在這個新的地方
[00:16:35.800 --> 00:16:40.800]  你和這個新的地方有什麼關係
[00:16:40.800 --> 00:16:42.800]  剛才我聽到窮工門
[00:16:42.800 --> 00:16:47.800]  關心廁所裏面的物資足不足夠
[00:16:47.800 --> 00:16:49.800]  每一個物資背後
[00:16:49.800 --> 00:16:52.800]  都有一些心思
[00:16:52.800 --> 00:16:59.800]  那些物資會令到你有一種福氣
[00:16:59.800 --> 00:17:18.800]  都是想你每一天活得更加好
[00:17:18.800 --> 00:17:21.800]  我最喜歡的食物是餐蛋麵
[00:17:21.800 --> 00:17:25.800]  你喜歡餐蛋麵嗎
[00:17:25.800 --> 00:17:27.800]  每一樣東西都有它的缺點
[00:17:27.800 --> 00:17:30.800]  無益
[00:17:30.800 --> 00:17:37.800]  為什麼天父容許餐蛋麵存在呢
[00:17:37.800 --> 00:17:41.800]  他提供給我的簡單的熱量
[00:17:41.800 --> 00:17:43.800]  稍微有些營養
[00:17:43.800 --> 00:17:48.800]  很方便地支持了我的工作
[00:17:48.800 --> 00:17:52.800]  當然我可以選擇更有益的食物
[00:17:52.800 --> 00:17:56.800]  不要為了餐蛋麵太內疚
[00:17:56.800 --> 00:18:12.800]  我一會兒就去吃
[00:18:12.800 --> 00:18:16.800]  有沒有為了一件很貴的衣服內疚過
[00:18:16.800 --> 00:18:20.800]  但這件衣服除了給你保溫
