
[00:00:00.000 --> 00:00:04.000]  這個羅馬書的系列是很有趣的
[00:02:33.000 --> 00:02:35.000]  能不能打麻將
[00:02:35.000 --> 00:02:40.000]  上次跟大家講了五個原則
[00:02:40.000 --> 00:02:42.000]  第一個原則
[00:02:42.000 --> 00:02:48.000]  千萬不要用我們的自由來遮掩我們的罪
[00:02:48.000 --> 00:02:51.000]  如何用自由來遮掩我們的罪
[00:02:51.000 --> 00:02:54.000]  就是說我們是基督徒
[00:02:54.000 --> 00:02:56.000]  我們樣樣都可以做
[00:02:56.000 --> 00:02:57.000]  不怕做
[00:02:57.000 --> 00:02:59.000]  我們在恩典之下什麼都可以做
[00:02:59.000 --> 00:03:03.000]  明明這個人有某些事在他的生命當中
[00:03:03.000 --> 00:03:04.000]  他在犯罪
[00:03:04.000 --> 00:03:07.000]  但他用他的自由來遮蓋
[00:03:07.000 --> 00:03:08.000]  他說我是基督徒
[00:03:08.000 --> 00:03:10.000]  我什麼都可以做
[00:03:10.000 --> 00:03:11.000]  我是自由的
[00:03:11.000 --> 00:03:13.000]  第二個原則
[00:03:13.000 --> 00:03:18.000]  就是不要讓你的自由來核製你
[00:03:18.000 --> 00:03:21.000]  我們基督徒樣樣都可以做
[00:03:21.000 --> 00:03:25.000]  但你不要說有某些事上你是上了癮
[00:03:25.000 --> 00:03:27.000]  你天天都要做
[00:03:27.000 --> 00:03:28.000]  你不做就不行
[00:03:28.000 --> 00:03:30.000]  這個就是上了癮
[00:03:30.000 --> 00:03:32.000]  你是讓他來控制你
[00:03:32.000 --> 00:03:38.000]  我們基督徒是被耶穌基督救贖脫離了罪的捆綁
[00:03:38.000 --> 00:03:42.000]  如果又被其他世上的事來捆綁我們
[00:03:42.000 --> 00:03:44.000]  是非常不值得
[00:03:44.000 --> 00:03:46.000]  這個是犯罪
[00:03:46.000 --> 00:03:48.000]  還有第三個原則
[00:03:48.000 --> 00:03:52.000]  就是不要讓你的自由來毀滅你
[00:03:52.000 --> 00:03:55.000]  我們所有的事都可以做
[00:03:55.000 --> 00:03:57.000]  但不是樣樣事都有益
[00:03:57.000 --> 00:03:59.000]  例如吃煙
[00:03:59.000 --> 00:04:01.000]  可以令你生癌
[00:04:01.000 --> 00:04:03.000]  對你的身體有害
[00:04:03.000 --> 00:04:05.000]  例如食物本來是好的
[00:04:05.000 --> 00:04:08.000]  但當你暴飲暴食的時候
[00:04:08.000 --> 00:04:10.000]  就會對你的身體有傷害
[00:04:10.000 --> 00:04:12.000]  也例如賭博
[00:04:12.000 --> 00:04:14.000]  不是影響你的身體
[00:04:14.000 --> 00:04:18.000]  而是毀滅了你的經濟
[00:04:18.000 --> 00:04:20.000]  所以我們要很小心
[00:04:20.000 --> 00:04:22.000]  還有第四點
[00:04:22.000 --> 00:04:27.000]  就是不要讓你的自由來阻礙你
[00:04:27.000 --> 00:04:29.000]  阻礙你做什麼
[00:04:29.000 --> 00:04:32.000]  阻礙你親近神認識神
[00:04:32.000 --> 00:04:35.000]  阻礙你在主內的成長
[00:04:35.000 --> 00:04:37.000]  我也說過
[00:04:37.000 --> 00:04:41.000]  如果前面的四點都不能幫助你決定
[00:04:41.000 --> 00:04:44.000]  究竟你應不應該做這件事
[00:04:44.000 --> 00:04:46.000]  再看第五點
[00:04:46.000 --> 00:04:49.000]  就是這件事耶穌基督自己會不會做
[00:04:49.000 --> 00:04:52.000]  耶穌基督自己都不會做的事
[00:04:52.000 --> 00:04:54.000]  當然我們都不會做
[00:04:54.000 --> 00:04:56.000]  但如果耶穌基督會做的話
[00:04:56.000 --> 00:04:58.000]  我們就要考慮去做
[00:04:58.000 --> 00:05:00.000]  還有最後一點
[00:05:00.000 --> 00:05:03.000]  就是這件事是否榮耀神
[00:05:03.000 --> 00:05:07.000]  我們不能做任何不榮耀神的事
[00:05:07.000 --> 00:05:11.000]  到目前為止
[00:05:11.000 --> 00:05:13.000]  大家都留意到
[00:05:13.000 --> 00:05:18.000]  都是由你自己的方面著想
[00:05:18.000 --> 00:05:21.000]  究竟這件事會不會影響你
[00:05:21.000 --> 00:05:24.000]  甚至會不會影響你和神的關係
[00:05:24.000 --> 00:05:26.000]  這是內在的
[00:05:26.000 --> 00:05:28.000]  是講到你的自由
[00:05:28.000 --> 00:05:31.000]  如果這件事不影響你和神的關係
[00:05:31.000 --> 00:05:33.000]  不影響你的話
[00:05:33.000 --> 00:05:35.000]  你絕對是可以做的
[00:05:35.000 --> 00:05:38.000]  就好像羅馬書的十四章二十二節
[00:05:38.000 --> 00:05:42.000]  你有信心就當在神的面前守著
[00:05:42.000 --> 00:05:45.000]  你在神的面前守著
[00:05:45.000 --> 00:05:47.000]  你認為沒有問題
[00:05:47.000 --> 00:05:49.000]  不會影響你和神的關係
[00:05:49.000 --> 00:05:52.000]  你坦然無懼地去做這件事
[00:05:52.000 --> 00:05:54.000]  這是你的自由
[00:05:54.000 --> 00:05:56.000]  這是內在的
[00:05:56.000 --> 00:06:02.000]  這個有點像十字架的垂直的木
[00:06:02.000 --> 00:06:04.000]  是你和神的關係
[00:06:04.000 --> 00:06:06.000]  是上下的關係
[00:06:06.000 --> 00:06:08.000]  就好像那條植木一樣
[00:06:08.000 --> 00:06:14.000]  但是當你走出來的時候
[00:06:14.000 --> 00:06:16.000]  這樣就不同了
[00:06:16.000 --> 00:06:18.000]  你走出來的時候
[00:06:18.000 --> 00:06:20.000]  就不再是你個人的問題
[00:06:20.000 --> 00:06:23.000]  不再是你和神的問題這麼簡單
[00:06:23.000 --> 00:06:25.000]  你會影響到人
[00:06:25.000 --> 00:06:28.000]  就好像十字架的橫木一樣
[00:06:28.000 --> 00:06:30.000]  是水平線
[00:06:30.000 --> 00:06:33.000]  你走出來就會影響到你身邊的人
[00:06:33.000 --> 00:06:35.000]  所以不再是內在
[00:06:35.000 --> 00:06:37.000]  是外在
[00:06:37.000 --> 00:06:41.000]  保羅在羅馬書的十四章二十二節的尾
[00:06:41.000 --> 00:06:44.000]  說人在自己以為可行的事上
[00:06:44.000 --> 00:06:47.000]  能不自責就有福了
[00:06:47.000 --> 00:06:49.000]  為什麼能不自責?
[00:06:49.000 --> 00:06:52.000]  當你走出來你會影響到人
[00:06:52.000 --> 00:06:55.000]  當你使人跌倒的時候
[00:06:55.000 --> 00:06:57.000]  你就要自責
[00:06:57.000 --> 00:07:01.000]  所以我們看到羅馬書的十四章二十二節
[00:07:01.000 --> 00:07:03.000]  是有兩方面
[00:07:03.000 --> 00:07:05.000]  一方面是和神的關係
[00:07:05.000 --> 00:07:07.000]  這件事會不會影響你和神的關係
[00:07:07.000 --> 00:07:09.000]  會不會影響你自己
[00:07:09.000 --> 00:07:11.000]  而後面那半節
[00:07:11.000 --> 00:07:14.000]  就是說你會不會影響人
[00:07:14.000 --> 00:07:17.000]  會不會因為這件事令人跌倒
[00:07:17.000 --> 00:07:19.000]  以致你會自責
[00:07:21.000 --> 00:07:26.000]  今天我會和大家說一共有五點
[00:07:26.000 --> 00:07:28.000]  第一點是很簡單
[00:07:28.000 --> 00:07:32.000]  你會不會令你的弟兄姊妹跌倒
[00:07:32.000 --> 00:07:34.000]  會不會半跌他們
[00:07:34.000 --> 00:07:39.000]  半跌這個字在原文的希臘文的意思
[00:07:39.000 --> 00:07:42.000]  就是放一些半腳石
[00:07:42.000 --> 00:07:45.000]  放一些東西在你弟兄姊妹的路上
[00:07:45.000 --> 00:07:48.000]  讓他們跌倒
[00:07:48.000 --> 00:07:52.000]  在羅馬書十四章十至十二節
[00:07:52.000 --> 00:07:54.000]  我們上一次說過
[00:07:54.000 --> 00:07:57.000]  叫我們不要彼此論斷
[00:07:57.000 --> 00:07:59.000]  我們的主人是耶穌基督
[00:07:59.000 --> 00:08:01.000]  要論斷的話
[00:08:01.000 --> 00:08:03.000]  由耶穌基督來論斷我們
[00:08:03.000 --> 00:08:05.000]  我們不要彼此論斷
[00:08:05.000 --> 00:08:08.000]  但在羅馬書十四章十三節
[00:08:08.000 --> 00:08:11.000]  保羅說你要論斷的話
[00:08:11.000 --> 00:08:13.000]  你不如論斷一下你自己
[00:08:13.000 --> 00:08:16.000]  會不會半跌你的弟兄姊妹
[00:08:16.000 --> 00:08:19.000]  會不會令他們跌倒
[00:08:19.000 --> 00:08:25.000]  經文又回到祭過偶像的玉
[00:08:25.000 --> 00:08:28.000]  其實你經常會覺得
[00:08:28.000 --> 00:08:30.000]  祭過偶像的玉和我沒有關係
[00:08:30.000 --> 00:08:34.000]  你試試逢經文說有關飲食
[00:08:34.000 --> 00:08:37.000]  或者是吃祭過偶像的玉
[00:08:37.000 --> 00:08:40.000]  你將與真理無關的事
[00:08:40.000 --> 00:08:43.000]  放上去代替了食物
[00:08:43.000 --> 00:08:46.000]  或者是祭過偶像的食物
[00:08:46.000 --> 00:08:48.000]  你試試這樣
[00:08:48.000 --> 00:08:51.000]  你就會有更廣闊的用途
[00:08:51.000 --> 00:08:55.000]  可以用羅馬書十四章十五章
[00:08:55.000 --> 00:08:57.000]  我們上次說過
[00:08:57.000 --> 00:09:00.000]  所有的食物都是潔淨的
[00:09:00.000 --> 00:09:03.000]  神所創造的沒有不潔淨
[00:09:03.000 --> 00:09:06.000]  指圖行傳的十章十一至十二節
[00:09:06.000 --> 00:09:08.000]  提摩太書的四章四節
[00:09:08.000 --> 00:09:10.000]  和提多書的一章五節
[00:09:10.000 --> 00:09:11.000]  都是這樣說
[00:09:11.000 --> 00:09:14.000]  今天在羅馬書十四章十四節
[00:09:14.000 --> 00:09:16.000]  保羅說
[00:09:16.000 --> 00:09:19.000]  凡物本來沒有不潔淨的
[00:09:19.000 --> 00:09:23.000]  凡物本來沒有不潔淨的
[00:09:23.000 --> 00:09:25.000]  所以我們都是可以吃
[00:09:25.000 --> 00:09:27.000]  但是你留意的話
[00:09:27.000 --> 00:09:30.000]  在十四節的尾怎麼說
[00:09:30.000 --> 00:09:33.000]  但如果有人以為不潔淨的
[00:09:33.000 --> 00:09:36.000]  在他就不潔淨了
[00:09:36.000 --> 00:09:39.000]  你說為什麼這麼有趣
[00:09:39.000 --> 00:09:42.000]  你認為他潔淨就是潔淨
[00:09:42.000 --> 00:09:45.000]  你認為他不潔淨就是不潔淨
[00:09:45.000 --> 00:09:47.000]  就是說你認為是罪就是罪
[00:09:47.000 --> 00:09:50.000]  你認為不是罪就不是罪
[00:09:50.000 --> 00:09:53.000]  你說哪有這樣的事
[00:09:53.000 --> 00:09:55.000]  但是我們不要忘記
[00:09:55.000 --> 00:09:58.000]  羅馬書十四章十五章所說的
[00:09:58.000 --> 00:10:01.000]  是和真理無關的事
[00:10:01.000 --> 00:10:03.000]  和真理無關的事
[00:10:03.000 --> 00:10:05.000]  和真理有關的
[00:10:05.000 --> 00:10:08.000]  是誰決定潔淨還是不潔淨
[00:10:08.000 --> 00:10:11.000]  是神決定
[00:10:11.000 --> 00:10:13.000]  和真理有關的事
[00:10:13.000 --> 00:10:17.000]  是誰決定究竟是罪還是不是罪
[00:10:17.000 --> 00:10:19.000]  也是神
[00:10:19.000 --> 00:10:22.000]  但是如果是和真理無關的事
[00:10:22.000 --> 00:10:25.000]  你喜歡說這樣是對的就對了
[00:10:25.000 --> 00:10:27.000]  你認為是錯的就錯了
[00:10:27.000 --> 00:10:29.000]  沒問題的
[00:10:29.000 --> 00:10:31.000]  就好像十四章十五章所說的
[00:10:31.000 --> 00:10:33.000]  這些禮儀節期
[00:10:33.000 --> 00:10:37.000]  就是我說上次很多無關真理
[00:10:37.000 --> 00:10:40.000]  基督徒應不應該做的事
[00:10:40.000 --> 00:10:44.000]  在羅馬書十四章二十三節經文說
[00:10:44.000 --> 00:10:46.000]  若有疑心疑吃的
[00:10:46.000 --> 00:10:47.000]  就必有罪
[00:10:47.000 --> 00:10:50.000]  因為他吃不是出於信心
[00:10:50.000 --> 00:10:55.000]  凡不出於信心的都是罪
[00:10:55.000 --> 00:10:58.000]  我們看到這些祭過偶像的肉
[00:10:58.000 --> 00:11:01.000]  或者是無關真理的事
[00:11:01.000 --> 00:11:02.000]  沒事的
[00:11:02.000 --> 00:11:05.000]  不會影響你和神的關係
[00:11:05.000 --> 00:11:07.000]  這些肉你喜歡吃就吃
[00:11:07.000 --> 00:11:09.000]  不吃就不吃
[00:11:09.000 --> 00:11:11.000]  但是如果有一個弟兄
[00:11:11.000 --> 00:11:15.000]  他認為吃祭過偶像的肉是罪
[00:11:15.000 --> 00:11:17.000]  你在他面前大飲大食
[00:11:17.000 --> 00:11:19.000]  他又忍不住去吃的話
[00:11:19.000 --> 00:11:22.000]  吃了他覺得自己犯了罪
[00:11:22.000 --> 00:11:23.000]  很不安樂
[00:11:23.000 --> 00:11:25.000]  對他來說
[00:11:25.000 --> 00:11:27.000]  他就是犯了罪
[00:11:27.000 --> 00:11:28.000]  保羅說
[00:11:28.000 --> 00:11:31.000]  凡不出於信心的都是罪
[00:11:31.000 --> 00:11:34.000]  我們基督徒做事都是憑著信心來做
[00:11:34.000 --> 00:11:38.000]  若那凡不是憑著信心來做的
[00:11:38.000 --> 00:11:39.000]  都是罪
[00:11:39.000 --> 00:11:42.000]  這是保羅告訴我們的
[00:11:42.000 --> 00:11:45.000]  在《樹與哥林多》前書的八章
[00:11:45.000 --> 00:11:47.000]  八至九節
[00:11:47.000 --> 00:11:48.000]  經文說
[00:11:48.000 --> 00:11:51.000]  其實食物不能叫神看中我們
[00:11:51.000 --> 00:11:53.000]  因為我們不吃也無損
[00:11:53.000 --> 00:11:54.000]  吃也無益
[00:11:54.000 --> 00:11:56.000]  只是你們要謹慎
[00:11:56.000 --> 00:11:58.000]  恐怕你們者自有
[00:11:58.000 --> 00:12:03.000]  竟成了那軟弱人的絆腳石
[00:12:03.000 --> 00:12:05.000]  經文告訴我們
[00:12:05.000 --> 00:12:07.000]  這些祭過偶像的肉
[00:12:07.000 --> 00:12:09.000]  你吃了不會對你有益
[00:12:09.000 --> 00:12:12.000]  你不吃也對你無損
[00:12:12.000 --> 00:12:13.000]  你喜歡吃也行
[00:12:13.000 --> 00:12:15.000]  不吃也行
[00:12:15.000 --> 00:12:19.000]  但是如果你是信心強的弟兄
[00:12:19.000 --> 00:12:23.000]  你千萬不要在你軟弱弟兄的面前
[00:12:23.000 --> 00:12:24.000]  大飲大食
[00:12:24.000 --> 00:12:27.000]  吃這些祭過偶像的食物
[00:12:27.000 --> 00:12:29.000]  你不要這樣做
[00:12:29.000 --> 00:12:35.000]  你是會叛低你的弟兄
[00:12:35.000 --> 00:12:36.000]  經文說
[00:12:36.000 --> 00:12:37.000]  如果你用你的自由
[00:12:37.000 --> 00:12:40.000]  在你信心軟弱的弟兄面前來吃
[00:12:40.000 --> 00:12:43.000]  你是會叛低他
[00:12:43.000 --> 00:12:45.000]  注意經文不是說
[00:12:45.000 --> 00:12:48.000]  聖經說所有的東西都是潔淨的
[00:12:48.000 --> 00:12:51.000]  所以你要去勸你的弟兄
[00:12:51.000 --> 00:12:52.000]  為什麼你不吃啊
[00:12:52.000 --> 00:12:53.000]  你這麼笨
[00:12:53.000 --> 00:12:55.000]  你看看我多有膽
[00:12:55.000 --> 00:12:57.000]  你看我吃得多滋味
[00:12:57.000 --> 00:12:59.000]  聖經不是叫我們這樣做
[00:12:59.000 --> 00:13:01.000]  不是叫我們去教訓弟兄
[00:13:01.000 --> 00:13:04.000]  影響他們做我們所做
[00:13:04.000 --> 00:13:05.000]  聖經說
[00:13:05.000 --> 00:13:08.000]  如果他覺得不潔淨的話
[00:13:08.000 --> 00:13:09.000]  就是不潔淨
[00:13:09.000 --> 00:13:12.000]  他認為是罪的就是罪
[00:13:12.000 --> 00:13:14.000]  我們不要運用我們的自由
[00:13:14.000 --> 00:13:17.000]  來叛倒他們
[00:13:17.000 --> 00:13:22.000]  你說吃這些祭過偶像的食物
[00:13:22.000 --> 00:13:25.000]  跟我們基督徒沒有什麼關係
[00:13:25.000 --> 00:13:27.000]  但其實跟我們中國人
[00:13:27.000 --> 00:13:29.000]  有很多的家庭都有關係
[00:13:29.000 --> 00:13:31.000]  我上次也說過
[00:13:31.000 --> 00:13:34.000]  有很多中國人的家庭
[00:13:34.000 --> 00:13:36.000]  都是拜祖先
[00:13:36.000 --> 00:13:38.000]  都是拜菩薩
[00:13:38.000 --> 00:13:39.000]  其實我們也是一樣
[00:13:39.000 --> 00:13:42.000]  很多時候我們會供奉了食物
[00:13:42.000 --> 00:13:46.000]  在祖先和菩薩的靈位
[00:13:46.000 --> 00:13:50.000]  然後供奉完我們又吃了
[00:13:50.000 --> 00:13:52.000]  有一個例子
[00:13:52.000 --> 00:13:54.000]  就是有兩個主內的弟兄
[00:13:54.000 --> 00:13:56.000]  一個信心強一點
[00:13:56.000 --> 00:13:58.000]  一個信心弱一點
[00:13:58.000 --> 00:14:02.000]  信心強那個去信心弱的家裡吃飯
[00:14:02.000 --> 00:14:04.000]  這個信心弱的基督徒
[00:14:04.000 --> 00:14:07.000]  原來家裡是拜菩薩
[00:14:07.000 --> 00:14:09.000]  是拜祖先
[00:14:09.000 --> 00:14:12.000]  這個信心弱的基督徒
[00:14:12.000 --> 00:14:14.000]  成為了基督徒之後
[00:14:14.000 --> 00:14:16.000]  他就不去吃這些拜過祖先的東西
[00:14:16.000 --> 00:14:18.000]  在家裡拒絕去吃
[00:14:18.000 --> 00:14:20.000]  但是今天有個信心強的
[00:14:20.000 --> 00:14:22.000]  來他家裡吃飯
[00:14:22.000 --> 00:14:26.000]  他的家人將這些祭祀過祖先
[00:14:26.000 --> 00:14:28.000]  祭祀過菩薩的食物拿出來
[00:14:28.000 --> 00:14:30.000]  放在桌子上
[00:14:30.000 --> 00:14:33.000]  信心弱那個就馬上
[00:14:33.000 --> 00:14:36.000]  用手肘撞一下信心強那個
[00:14:36.000 --> 00:14:38.000]  那碟梅菜扣肉
[00:14:38.000 --> 00:14:40.000]  你千萬不要吃
[00:14:40.000 --> 00:14:43.000]  那碟祭祀過祖先的
[00:14:43.000 --> 00:14:46.000]  信心強那個弟兄說
[00:14:46.000 --> 00:14:47.000]  為什麼不吃
[00:14:47.000 --> 00:14:49.000]  梅菜扣肉這麼好吃
[00:14:49.000 --> 00:14:51.000]  祭祀過祖先又怎樣
[00:14:51.000 --> 00:14:53.000]  沒有問題,全部都是假的
[00:14:53.000 --> 00:14:55.000]  這些偶像都不是真的
[00:14:55.000 --> 00:14:58.000]  正如哥林多前書第八章說
[00:14:58.000 --> 00:14:59.000]  樣樣都可以吃
[00:14:59.000 --> 00:15:01.000]  讓我吃,我不怕
[00:15:01.000 --> 00:15:03.000]  他就大魚大肉
[00:15:03.000 --> 00:15:05.000]  還多吃兩塊梅菜扣肉
[00:15:05.000 --> 00:15:07.000]  信心弱那個怎樣
[00:15:07.000 --> 00:15:09.000]  被他影響
[00:15:09.000 --> 00:15:11.000]  為什麼我這麼笨
[00:15:11.000 --> 00:15:13.000]  他又去吃
[00:15:13.000 --> 00:15:14.000]  吃了之後怎樣
[00:15:14.000 --> 00:15:16.000]  整晚不安樂
[00:15:16.000 --> 00:15:18.000]  覺得自己犯了罪
[00:15:18.000 --> 00:15:20.000]  這個信心強的就半跌了
[00:15:20.000 --> 00:15:23.000]  使信心弱那個跌倒
[00:15:23.000 --> 00:15:28.000]  在馬太福音十八章第六節
[00:15:28.000 --> 00:15:29.000]  告訴我們
[00:15:29.000 --> 00:15:32.000]  半倒人其實是很嚴重的事
[00:15:32.000 --> 00:15:35.000]  馬太福音十八章六節說
[00:15:35.000 --> 00:15:39.000]  凡使者信我的一個小子跌倒
[00:15:39.000 --> 00:15:41.000]  倒不如把大磨石
[00:15:41.000 --> 00:15:43.000]  山在這個人的頸上
[00:15:43.000 --> 00:15:46.000]  沉在深海裡
[00:15:46.000 --> 00:15:48.000]  這裡說的小子
[00:15:48.000 --> 00:15:51.000]  不是說嬰兒,不是說小孩
[00:15:51.000 --> 00:15:54.000]  這裡是說一個信心軟弱的基督徒
[00:15:54.000 --> 00:15:56.000]  你令他跌倒
[00:15:56.000 --> 00:15:58.000]  經文說很嚴重
[00:15:58.000 --> 00:16:00.000]  不如把一塊大磨石
[00:16:00.000 --> 00:16:02.000]  綁在你的頸上
[00:16:02.000 --> 00:16:04.000]  扔在深海裡
[00:16:04.000 --> 00:16:06.000]  很嚴重的後果
[00:16:06.000 --> 00:16:10.000]  馬太福音十八章七節說
[00:16:10.000 --> 00:16:12.000]  這世界有禍了
[00:16:12.000 --> 00:16:14.000]  因為將人半倒
[00:16:14.000 --> 00:16:17.000]  半倒人的事,是免不了的
[00:16:17.000 --> 00:16:20.000]  但那半倒人的又何了?
[00:16:20.000 --> 00:16:22.000]  經文說
[00:16:22.000 --> 00:16:24.000]  這些俗世的人
[00:16:24.000 --> 00:16:26.000]  使人跌倒半倒人
[00:16:26.000 --> 00:16:28.000]  已經是這麼嚴重
[00:16:28.000 --> 00:16:30.000]  何況我們基督徒
[00:16:30.000 --> 00:16:32.000]  將弟兄姊妹半跌
[00:16:32.000 --> 00:16:34.000]  使人跌倒
[00:16:34.000 --> 00:16:36.000]  這是更加嚴重的事
[00:16:36.000 --> 00:16:38.000]  所以我們要很小心
[00:16:38.000 --> 00:16:41.000]  千萬不要令人跌倒
[00:16:41.000 --> 00:16:45.000]  還有第二點
[00:16:45.000 --> 00:16:48.000]  就是不單止不要令人跌倒
[00:16:48.000 --> 00:16:51.000]  不要令弟兄姊妹憂愁
[00:16:51.000 --> 00:16:53.000]  你說跌倒和憂愁
[00:16:53.000 --> 00:16:55.000]  有什麼分別?
[00:16:55.000 --> 00:16:57.000]  我們一起來看看
[00:16:57.000 --> 00:17:00.000]  在《哥林多前書》的八章七節
[00:17:00.000 --> 00:17:02.000]  有人到如今
[00:17:02.000 --> 00:17:04.000]  因拜慣了偶像
[00:17:04.000 --> 00:17:07.000]  就以為所吃的是拜偶像之物
[00:17:07.000 --> 00:17:10.000]  他們的良心既然軟弱
[00:17:10.000 --> 00:17:12.000]  也就污穢了
[00:17:12.000 --> 00:17:14.000]  接著十一至十二節說
[00:17:14.000 --> 00:17:17.000]  因此基督為他死的那軟弱弟兄
[00:17:17.000 --> 00:17:20.000]  也就因你的知識沉淪了
[00:17:20.000 --> 00:17:23.000]  你們這樣得罪弟兄們
[00:17:23.000 --> 00:17:25.000]  傷了他們軟弱的良心
[00:17:25.000 --> 00:17:28.000]  就是得罪基督
[00:17:28.000 --> 00:17:30.000]  這裡說什麼?
[00:17:30.000 --> 00:17:33.000]  又是說吃祭過偶像的食物
[00:17:33.000 --> 00:17:37.000]  如果有一個信心強的
[00:17:37.000 --> 00:17:42.000]  因為他的知識使信心弱的沉淪
[00:17:42.000 --> 00:17:44.000]  什麼意思?
[00:17:44.000 --> 00:17:46.000]  沉淪這個字
[00:17:46.000 --> 00:17:48.000]  聽起來很可怕
[00:17:48.000 --> 00:17:50.000]  等一下我們會回來看這個字
[00:17:50.000 --> 00:17:52.000]  但是這裡就是說
[00:17:52.000 --> 00:17:56.000]  你就是影響信心弱的那個
[00:17:56.000 --> 00:17:59.000]  來吃那些拜過偶像的食物
[00:17:59.000 --> 00:18:03.000]  你令他傷了他軟弱的良心
[00:18:03.000 --> 00:18:07.000]  所以你是得罪了耶穌基督
[00:18:07.000 --> 00:18:13.000]  你說怎樣可以傷害了這個人軟弱的良心?
[00:18:13.000 --> 00:18:17.000]  傷害他軟弱的良心
[00:18:17.000 --> 00:18:22.000]  在提摩太前書的四章二節有說
[00:18:22.000 --> 00:18:25.000]  就是不要讓你的良心
[00:18:25.000 --> 00:18:27.000]  被燒熱的鐵
[00:18:27.000 --> 00:18:29.000]  燙你的良心
[00:18:29.000 --> 00:18:31.000]  燙到你的良心麻木了
[00:18:31.000 --> 00:18:33.000]  沒有了知覺
[00:18:33.000 --> 00:18:35.000]  本來你的良心是很敏感的
[00:18:35.000 --> 00:18:39.000]  但是現在被燒熱的鐵燙到你沒有了知覺
[00:18:39.000 --> 00:18:41.000]  麻木了
[00:18:41.000 --> 00:18:45.000]  這個就是傷害了他軟弱的良心
[00:18:45.000 --> 00:18:50.000]  其實我比較喜歡叫這個做
