
[00:00:00.000 --> 00:00:03.980]  靈姐妹早晨 大家好
[00:06:58.340 --> 00:07:04.700]  所以聖靈與聖父、聖子也是合而為一的
[00:07:04.700 --> 00:07:11.540]  所以我們所信的神是一體、獨一的神
[00:07:11.540 --> 00:07:16.620]  同時也是三位的 三位合一
[00:07:16.620 --> 00:07:20.780]  而這位神不單止是合一的
[00:07:20.780 --> 00:07:26.820]  而且是彼此相愛的神
[00:07:26.820 --> 00:07:29.460]  我們怎樣看到呢?
[00:07:29.460 --> 00:07:35.860]  父是愛子的 父神愛主耶穌
[00:07:35.860 --> 00:07:41.780]  已將萬有交在祂手裏面
[00:07:41.780 --> 00:07:45.940]  《約翰福音》三章三十五節講
[00:07:45.940 --> 00:07:50.180]  父愛子 所以將萬有交在祂手裏面
[00:07:50.180 --> 00:07:55.140]  而子也是愛父的 耶穌基督愛父
[00:07:55.140 --> 00:08:02.260]  怎樣看到呢?就是從祂願意來信服神
[00:08:02.260 --> 00:08:09.820]  願意虛己、寫命來成就舊人
[00:08:09.820 --> 00:08:17.260]  而聖靈對於聖父、聖子的愛
[00:08:17.260 --> 00:08:24.380]  也可以從祂接受父與子的差遣
[00:08:24.380 --> 00:08:28.340]  這是《約翰福音》十四章十六節所講的
[00:08:28.340 --> 00:08:35.860]  接受他們的差遣來做榮耀耶穌的工作
[00:08:35.860 --> 00:08:39.900]  《約翰福音》十六章十四節
[00:08:39.900 --> 00:08:45.300]  聖靈的差遣是要去榮耀耶穌基督的
[00:08:45.300 --> 00:08:51.940]  而榮耀耶穌基督也就等於是去榮耀父神
[00:08:51.940 --> 00:08:58.020]  所以我們的神是三位一體
[00:08:58.020 --> 00:09:02.220]  彼此合一、相愛的神
[00:09:02.220 --> 00:09:09.900]  而信徒也是合一的
[00:09:09.900 --> 00:09:15.660]  信徒的合一是聖靈所賜的
[00:09:15.660 --> 00:09:19.340]  這裏四章二節講
[00:09:19.340 --> 00:09:23.140]  當我們信主的時候
[00:09:23.140 --> 00:09:28.740]  聖靈就來入住在我們的心裏面
[00:09:28.740 --> 00:09:35.100]  使我們可以聯於這位三位一體的神
[00:09:35.100 --> 00:09:38.340]  既然聯於祂
[00:09:38.340 --> 00:09:43.740]  我們也是聖徒們
[00:09:43.740 --> 00:09:50.700]  也是在祂裏面、神裏面合二為一
[00:09:50.700 --> 00:09:58.060]  而我們從《耳福所書》二章十六至二十二節這一段
[00:09:58.060 --> 00:10:00.100]  就可以看到
[00:10:00.100 --> 00:10:03.820]  聖靈的內住、住在我們裏面
[00:10:03.820 --> 00:10:08.220]  使我們成為一體
[00:10:08.220 --> 00:10:14.780]  亦使我們 這是《耳福所書》二章十九節所講
[00:10:14.780 --> 00:10:17.140]  聖靈住在我們裏面
[00:10:17.140 --> 00:10:22.380]  使我們在神裏面成為一體
[00:10:22.380 --> 00:10:24.940]  而不單止成為一體
[00:10:24.940 --> 00:10:29.780]  亦都成為一個國
[00:10:29.780 --> 00:10:36.220]  而主耶穌基督就是這個國的主
[00:10:36.220 --> 00:10:40.420]  耶穌基督是這個神的國的主
[00:10:40.420 --> 00:10:43.100]  不單止成為一個國
[00:10:43.100 --> 00:10:46.580]  亦都成為一家
[00:10:46.580 --> 00:10:51.540]  神就是這個家的父親
[00:10:51.540 --> 00:10:58.140]  最後亦都成為一個殿
[00:10:58.140 --> 00:11:02.820]  這個殿就是這位三位一體的神
[00:11:02.820 --> 00:11:07.620]  聖父、聖子、聖靈所居住的所在
[00:11:07.620 --> 00:11:14.340]  這個都是在《耳福所書》二章十六至二十二節看得到
[00:11:14.340 --> 00:11:17.140]  問題就是
[00:11:17.140 --> 00:11:20.980]  我們怎樣能夠活出
[00:11:20.980 --> 00:11:28.300]  像主耶穌、像神這種相愛合一的生活呢?
[00:11:28.300 --> 00:11:36.420]  我們現在看回《耳福所書》四章二至三節這段
[00:11:36.420 --> 00:11:38.660]  在這段裏面
[00:11:38.660 --> 00:11:40.820]  保羅勸勉我們
[00:11:40.820 --> 00:11:44.500]  凡事謙虛、溫柔、忍耐
[00:11:44.500 --> 00:11:47.140]  用愛心互相寬容
[00:11:47.140 --> 00:11:49.900]  用和平彼此聯絡
[00:11:49.900 --> 00:11:52.820]  竭力保守聖靈所賜
[00:11:52.820 --> 00:11:56.820]  合而為一的心
[00:11:56.820 --> 00:11:59.700]  這裏保羅列出
[00:11:59.700 --> 00:12:06.940]  能夠達到合一生活的五項的美德
[00:12:06.940 --> 00:12:09.340]  這五項的美德是甚麼呢?
[00:12:09.340 --> 00:12:14.820]  就是謙虛、溫柔、忍耐
[00:12:14.820 --> 00:12:18.020]  用愛心互相寬容
[00:12:18.020 --> 00:12:20.420]  和和睦
[00:12:20.420 --> 00:12:22.980]  這五方面的美德
[00:12:22.980 --> 00:12:25.540]  現在我和大家簡單
[00:12:25.540 --> 00:12:28.740]  來看看這五方面的美德
[00:12:28.740 --> 00:12:34.940]  我們需要靠著主活出這些美德
[00:12:34.940 --> 00:12:38.940]  第一就是謙虛
[00:12:38.940 --> 00:12:44.060]  這個美德是我們能夠過合一生活
[00:12:44.060 --> 00:12:47.980]  所必要的美德
[00:12:47.980 --> 00:12:51.380]  那謙虛是甚麼呢?
[00:12:51.380 --> 00:12:55.540]  謙虛的相反可以從謙虛的相反
[00:12:55.540 --> 00:12:58.900]  了解到甚麼是謙卑
[00:12:58.900 --> 00:13:03.340]  謙虛的相反就是驕傲
[00:13:03.340 --> 00:13:08.300]  而驕傲這東西往往是
[00:13:08.300 --> 00:13:14.620]  我們不和諧背後的原因
[00:13:14.620 --> 00:13:21.380]  驕傲的人是爭取別人的尊重
[00:13:21.380 --> 00:13:27.380]  但是謙虛的人就是尊重其他人
[00:13:27.380 --> 00:13:34.740]  這個是達至和諧的一個秘訣
[00:13:34.740 --> 00:13:43.860]  因為人都是喜歡其他人尊重他們的
[00:13:43.860 --> 00:13:47.900]  所以我們過謙虛的生活
[00:13:47.900 --> 00:13:52.300]  我們懂得怎樣去尊重別人
[00:13:52.300 --> 00:13:57.100]  第二就是溫柔
[00:13:57.100 --> 00:14:02.780]  溫柔這個美德是時時受到誤會的
[00:14:02.780 --> 00:14:08.180]  以為溫柔就是軟弱
[00:14:08.180 --> 00:14:15.780]  但是那位被稱為極其謙和的摩西
[00:14:15.780 --> 00:14:19.140]  在《文素記》十二章十三節裏說
[00:14:19.140 --> 00:14:24.460]  這位摩西當他們看見
[00:14:24.460 --> 00:14:27.980]  以色列人拜金牛獨的時候
[00:14:27.980 --> 00:14:35.020]  他就能夠懂得發出義勞去刑罰那些以色列人
[00:14:35.020 --> 00:14:39.420]  不單止這個摩西是這樣
[00:14:39.420 --> 00:14:43.940]  神的兒子耶穌基督更加是這樣
[00:14:43.940 --> 00:14:46.620]  耶穌基督聖經說
[00:14:46.620 --> 00:14:51.980]  祂是心裡柔和謙卑的
[00:14:51.980 --> 00:14:55.620]  祂是柔和的
[00:14:55.620 --> 00:14:58.820]  但是耶穌基督在必要的時候
[00:14:58.820 --> 00:15:05.860]  祂都會採取激烈的行動潔淨聖殿
[00:15:05.860 --> 00:15:09.740]  這個可以在《若幻福音》二章十三至十七節裏
[00:15:09.740 --> 00:15:12.220]  我們看到的
[00:15:12.220 --> 00:15:16.900]  所以到底甚麼叫做「溫柔」呢?
[00:15:16.900 --> 00:15:20.580]  「溫柔」這個詞語
[00:15:20.580 --> 00:15:23.460]  在《耳福所書》四章二節裏
[00:15:23.460 --> 00:15:27.500]  是跟著謙虛出現的
[00:15:27.500 --> 00:15:33.220]  另外在登山寶訓八福裏面
[00:15:33.220 --> 00:15:40.900]  「溫柔」這個詞語又再出現了
[00:15:40.900 --> 00:15:42.820]  登山寶訓八福裏面講到
[00:15:42.820 --> 00:15:47.100]  首先講到靈裏面貧窮的人
[00:15:47.100 --> 00:15:50.300]  接著講到哀痛的人
[00:15:50.300 --> 00:15:53.980]  接著就講到溫柔
[00:15:53.980 --> 00:16:00.380]  這個就提示我們「溫柔」是一個人
[00:16:00.380 --> 00:16:06.300]  他對自己有真正認識
[00:16:06.300 --> 00:16:15.500]  甚至自己在一個靈裏面貧窮的罪人的時候
[00:16:15.500 --> 00:16:19.260]  一個人這樣認識的時候
[00:16:19.260 --> 00:16:26.300]  他跟別人相處所會表達的態度和行為
[00:16:26.300 --> 00:16:30.620]  就是這種「溫柔」
[00:16:30.620 --> 00:16:35.380]  「溫柔」的人是怎樣的呢?
[00:16:35.380 --> 00:16:41.060]  「溫柔」的人是不堅持自己的權利
[00:16:41.060 --> 00:16:45.020]  在受到別人攻擊的時候
[00:16:45.020 --> 00:16:49.300]  能夠忍耐地接受
[00:16:49.300 --> 00:16:57.420]  內心裏面是沒有怒恨報復的意圖
[00:16:57.420 --> 00:17:06.300]  這個「溫柔」因此比謙卑要實行的時候
[00:17:06.300 --> 00:17:09.700]  是有更高難度的
[00:17:09.700 --> 00:17:11.500]  為什麼呢?
[00:17:11.500 --> 00:17:19.420]  因為人在神面前承認自己的罪是比較容易的
[00:17:19.420 --> 00:17:27.580]  但如果別人當面或者背後指出我們的罪的時候
[00:17:27.580 --> 00:17:33.780]  我們要接受就難得多了
[00:17:33.780 --> 00:17:37.180]  這個是「溫柔」
[00:17:37.180 --> 00:17:41.820]  第三呢 就是「忍耐」
[00:17:41.820 --> 00:17:47.020]  「忍耐」是神屬性之一
[00:17:47.020 --> 00:17:54.460]  神的「忍耐」是起名於祂對罪人的憐憫
[00:17:54.460 --> 00:17:57.860]  《皮摩齋詞書》一章十六節
[00:17:57.860 --> 00:18:02.380]  神因為祂對人的憐憫
[00:18:02.380 --> 00:18:07.700]  祂忍耐 忍耐人
[00:18:07.700 --> 00:18:14.580]  神對人的忍耐就構成了信徒
[00:18:14.580 --> 00:18:21.580]  對別人的忍耐的基礎和原因
[00:18:21.580 --> 00:18:28.180]  而忍耐是聖靈的果子之一
[00:18:28.180 --> 00:18:35.180]  忍耐是憤怒的解毒素
[00:18:35.180 --> 00:18:41.460]  有了忍耐 我們才能夠實行下一句所說的
[00:18:41.460 --> 00:18:50.340]  第四個德行 就是用愛心彼此寬容
[00:18:50.340 --> 00:18:57.060]  要能夠寬容 必須首先有愛
[00:18:57.060 --> 00:19:02.100]  而愛不單止是寬容美德的源頭
[00:19:02.100 --> 00:19:09.420]  也是上述所說的「溫柔忍耐」的源頭
[00:19:09.420 --> 00:19:14.100]  第五方面 我們就說到和睦
[00:19:14.100 --> 00:19:20.300]  寬容是表達忍耐的實際行動
[00:19:20.300 --> 00:19:27.460]  沒有寬容 一個群體的成員
[00:19:27.460 --> 00:19:36.020]  就很難能夠活出合一相處的生活
[00:19:36.020 --> 00:19:48.380]  而和睦相處 正是我們活出合一的表達
[00:19:48.380 --> 00:19:53.980]  所以我們能夠過和睦的生活
[00:19:53.980 --> 00:20:00.700]  就因為我們彼此寬容
[00:20:00.700 --> 00:20:08.060]  這一切都是因為彼此相愛所產生的
[00:20:08.060 --> 00:20:10.580]  所以結束的時候
[00:20:10.580 --> 00:20:14.100]  我想和大家一起探討
[00:20:14.100 --> 00:20:19.620]  我們今天所說的與蒙召的因相稱合一的生活
[00:20:19.620 --> 00:20:27.020]  這方面與門徒訓練的關係
[00:20:27.020 --> 00:20:32.460]  就這樣 讓我們知道我們今天所說的這段經文
[00:20:32.460 --> 00:20:38.620]  怎樣可以應用在我們的生活上
[00:20:38.620 --> 00:20:45.020]  多謝謝牧師 早些在八月初的時候
[00:20:45.020 --> 00:20:53.340]  他肯定教會所定下的「門訓」這個目的
[00:20:53.340 --> 00:20:56.100]  他不僅肯定這個目的
[00:20:56.100 --> 00:21:01.820]  並且他引導眾同工們
[00:21:01.820 --> 00:21:08.740]  向著這個目標來發展、來前進
[00:21:08.740 --> 00:21:12.780]  這個門徒訓練
[00:21:12.780 --> 00:21:18.220]  其實是基於主耶穌所說的
[00:21:18.220 --> 00:21:24.740]  「大誡命」以及「大示命」
[00:21:24.740 --> 00:21:31.220]  與這兩方面是有密切的關係的
[00:21:31.220 --> 00:21:40.260]  那《約翰福音》13章35節那裡說到
[00:21:40.260 --> 00:21:44.900]  信徒若有彼此相愛的心
[00:21:44.900 --> 00:21:52.780]  眾人因此就認出他們是耶穌的門徒
[00:21:52.780 --> 00:21:59.700]  兄弟姐妹 如果你能夠過相愛、合一的生活
[00:21:59.700 --> 00:22:07.420]  這樣世人就認出我們是耶穌的門徒
[00:22:07.420 --> 00:22:20.420]  這樣門徒的相愛就反映出我們的師父
[00:22:20.420 --> 00:22:25.460]  反映出我們的師父耶穌基督的愛
[00:22:25.460 --> 00:22:33.380]  意思是世人藉著我們彼此相愛認識到耶穌的愛
[00:22:33.380 --> 00:22:38.940]  另外在《約翰福音》17章22至23節那裡
[00:22:38.940 --> 00:22:41.140]  主耶穌又說到
[00:22:41.140 --> 00:22:47.140]  當信徒活出合一的生活的時候
[00:22:47.140 --> 00:22:55.500]  世人就相信他是父神所差來的
[00:22:55.500 --> 00:23:01.580]  那父神差耶穌來是甚麼原因呢?
[00:23:01.580 --> 00:23:03.780]  我們大家都很熟悉的
[00:23:03.780 --> 00:23:07.860]  就是《約翰福音》3章16節
[00:23:07.860 --> 00:23:15.500]  「神愛世人 甚至將他的獨生子賜給他們」
[00:23:15.500 --> 00:23:22.820]  所以世人藉著我們活出彼此相愛、合一的生活
[00:23:22.820 --> 00:23:28.140]  就知道神差耶穌來
[00:23:28.140 --> 00:23:33.300]  藉著祂的寫命來救贖我們
[00:23:33.300 --> 00:23:39.380]  因此信徒合一相愛的生活
[00:23:39.380 --> 00:23:45.940]  是不單止進行了大誡命
[00:23:45.940 --> 00:23:51.620]  同時也是進行了大使命
[00:23:51.620 --> 00:23:57.620]  是進行大使命不可或缺的一環
[00:23:57.620 --> 00:24:00.980]  而這方面活出這樣的生活
[00:24:00.980 --> 00:24:03.020]  其實是藉著甚麼呢?
[00:24:03.020 --> 00:24:11.220]  就是藉著生存 用我們的行動來活出
[00:24:11.220 --> 00:24:26.860]  藉著我們的生命、生存來進行大使命
[00:24:26.860 --> 00:24:35.060]  進行大使命除了生存之外 還有另外一個環節
[00:24:35.060 --> 00:24:36.340]  是甚麼呢?
[00:24:36.340 --> 00:24:40.660]  就是口傳
[00:24:40.660 --> 00:24:47.740]  這個其實在《約翰福音》17章20節都有提到
[00:24:47.740 --> 00:24:56.900]  那裡主耶穌提到 世人藉著信徒的話
[00:24:56.900 --> 00:25:02.340]  就是藉著口傳 才能夠信主
[00:25:02.340 --> 00:25:08.100]  這方面我們又多謝礦泉道
[00:25:08.100 --> 00:25:12.500]  給我們這方面的一些訓練
[00:25:12.500 --> 00:25:23.060]  能夠去做街頭報道 用口傳來進行大使命
[00:25:23.060 --> 00:25:34.500]  各位姐妹 願我們能夠靠著主耶穌基督
[00:25:34.500 --> 00:25:43.140]  能夠活出這個與夢照相似的生活
[00:25:43.140 --> 00:25:50.780]  能夠進行大解明和大使命 榮耀我們的神
