
[00:00:00.000 --> 00:00:05.460]  有時有些紀錄真的不想打破
[00:03:29.880 --> 00:03:31.760]  讓我們活在這個大時代中
[00:03:31.760 --> 00:03:34.000]  我們知道我們應該有什麼的召命
[00:03:34.000 --> 00:03:35.600]  以致我們懂得回應
[00:03:35.600 --> 00:03:36.800]  帶領我們以後的時間
[00:03:36.800 --> 00:03:38.400]  祈禱拉奉主德聖的名
[00:03:38.400 --> 00:03:39.920]  阿門
[00:03:39.920 --> 00:03:43.520]  有人說今年7月1日是另一個回歸
[00:03:43.520 --> 00:03:46.560]  另一個新的會歷程
[00:03:46.560 --> 00:03:50.120]  我相信很多人都有這個認同
[00:03:50.120 --> 00:03:52.920]  也有很多人說到7月1日之後
[00:03:52.920 --> 00:03:55.440]  我們的生活是更加艱辛
[00:03:55.440 --> 00:03:58.760]  無可否認現在我們活在一個大時代的裏面
[00:03:58.760 --> 00:04:00.080]  在這個大時代當中
[00:04:00.080 --> 00:04:03.440]  我們怎樣去面對和自處呢?
[00:04:03.440 --> 00:04:05.320]  我們有什麼的召命呢?
[00:04:05.320 --> 00:04:07.320]  如果我們實踐這個召命的時候
[00:04:07.320 --> 00:04:09.840]  我們又會面對什麼的困難呢?
[00:04:09.840 --> 00:04:13.160]  今天會跟大家從耶利米先知裏面
[00:04:13.160 --> 00:04:16.560]  給我們一些提醒和反省
[00:04:16.560 --> 00:04:21.400]  原來先知也是活在這個大時代的當中
[00:04:21.400 --> 00:04:24.760]  我自己按這個powerpoint按不到
[00:04:24.760 --> 00:04:25.960]  好了
[00:04:25.960 --> 00:04:27.320]  如果我們大家熟悉的時候
[00:04:27.320 --> 00:04:30.080]  耶利米先知大概十八歲的時候
[00:04:30.080 --> 00:04:31.360]  他就夢召
[00:04:31.360 --> 00:04:33.920]  他侍奉了四十年
[00:04:33.920 --> 00:04:36.880]  他經歷了猶大三個王
[00:04:36.880 --> 00:04:39.680]  在這段經文裏面
[00:04:39.680 --> 00:04:45.120]  可不可以這個remote我是做不到的
[00:04:45.120 --> 00:04:46.640]  在這段經文裏面
[00:04:46.640 --> 00:04:47.760]  我們看到
[00:04:47.760 --> 00:04:49.520]  他說有三個的王
[00:04:49.520 --> 00:04:52.000]  但是其實是四個的王
[00:04:52.000 --> 00:04:56.440]  大家來聽一聽這段經文
[00:04:56.440 --> 00:05:06.080]  猶大王阿們的兒子約西亞在位十三年
[00:05:06.080 --> 00:05:09.640]  耶和華的話臨到耶利米
[00:05:09.640 --> 00:05:15.320]  從猶大王約西亞的兒子約瓦競在位的時候
[00:05:15.320 --> 00:05:20.320]  直到猶大王約西亞的兒子西底加在位的末年
[00:05:20.320 --> 00:05:25.520]  就是十一年五月間耶路撒冷人被擄的時候
[00:05:25.520 --> 00:05:28.600]  耶和華的話也常臨到耶利米
[00:05:28.600 --> 00:05:30.160]  如果你看這段經文的時候
[00:05:30.160 --> 00:05:31.760]  裏面有講到三個王
[00:05:31.760 --> 00:05:34.120]  但其實是有四個王的
[00:05:34.120 --> 00:05:37.840]  在這段日子裏面可以說是風起雲湧
[00:05:37.840 --> 00:05:40.080]  約西亞一個好的王
[00:05:40.080 --> 00:05:44.000]  他不像他的父親猶大最差最差的王
[00:05:44.000 --> 00:05:46.360]  就是馬拿西
[00:05:46.360 --> 00:05:49.000]  他在位期間
[00:05:49.000 --> 00:05:52.320]  他進行宗教改革
[00:05:52.320 --> 00:05:56.360]  在公元前622年的時候
[00:05:56.360 --> 00:05:58.880]  就是他在位第十三年
[00:05:58.880 --> 00:06:01.200]  這一年是一個很重要的年份
[00:06:01.200 --> 00:06:04.920]  因為當時最強的國家就是亞述
[00:06:04.920 --> 00:06:10.280]  他的君王叫做巴伯尼離開世界
[00:06:10.280 --> 00:06:11.760]  接著那一年
[00:06:11.760 --> 00:06:14.360]  就是公元前626年的時候
[00:06:14.360 --> 00:06:17.360]  新興的巴比倫尼波格尼薩
[00:06:17.360 --> 00:06:21.080]  就從亞述手中帶去取回巴比倫
[00:06:21.080 --> 00:06:24.240]  接著不到二十年的日子
[00:06:24.240 --> 00:06:28.400]  巴比倫就興起滅了亞述
[00:06:28.400 --> 00:06:32.080]  但原來當時有另一個強國就是埃及
[00:06:32.080 --> 00:06:34.360]  當時三強竹立
[00:06:34.360 --> 00:06:38.720]  就是亞述、埃及和巴比倫
[00:06:38.720 --> 00:06:44.520]  埃及為了要尼達去對付正在興起
[00:06:44.520 --> 00:06:47.560]  或者正在衰落的亞述的時候
[00:06:47.560 --> 00:06:51.360]  他就揮軍尼達去北上
[00:06:51.360 --> 00:06:57.200]  而不幸地猶大就尼達處於這兩個國家的中間
[00:06:57.200 --> 00:06:59.000]  在夾縫裏面
[00:06:59.000 --> 00:07:04.000]  就好像中美互相的尼達去對峙的時候
[00:07:04.000 --> 00:07:07.960]  我們香港往往就成為一個棋子
[00:07:07.960 --> 00:07:11.080]  約西亞當時他判錯形勢
[00:07:11.080 --> 00:07:16.920]  他竟然要阻擋埃及尼達上去進攻亞述
[00:07:16.920 --> 00:07:19.920]  結果他就戰死沙場
[00:07:19.920 --> 00:07:22.000]  我們一起來看尼達去看
[00:07:22.000 --> 00:07:26.120]  聶王記下二十三章的第二十九節
[00:07:26.120 --> 00:07:27.720]  約西亞年間
[00:07:27.720 --> 00:07:33.640]  埃及王法魯尼戈上到幼法拉底河攻擊亞述王
[00:07:33.640 --> 00:07:37.560]  約西亞王去抵擋他
[00:07:37.560 --> 00:07:42.960]  埃及王遇見約西亞在米吉多就殺了他
[00:07:42.960 --> 00:07:44.960]  好了,現在我們尼達去看
[00:07:44.960 --> 00:07:46.040]  算了,搞不定
[00:07:46.040 --> 00:07:48.480]  我用手指去動
[00:07:48.480 --> 00:07:52.520]  如果你留意到的時候
[00:07:52.520 --> 00:07:56.480]  當約西亞王去抵擋埃及的時候
[00:07:56.480 --> 00:08:00.600]  結果他就被殺在米吉多裏面
[00:08:00.600 --> 00:08:02.880]  好了,當約西亞死了的時候
[00:08:02.880 --> 00:08:06.960]  他的兒子約哈斯又叫做沙隆
[00:08:06.960 --> 00:08:10.560]  就接續約西亞尼達去作王
[00:08:10.560 --> 00:08:13.600]  但是他只是做了三個月的王
[00:08:13.600 --> 00:08:16.200]  就被埃及廢除了
[00:08:16.200 --> 00:08:21.040]  從此就在歷史上尼達去消失了
[00:08:21.040 --> 00:08:25.400]  我們一起來看聶王記下第二十三章的第三十一節
[00:08:25.400 --> 00:08:26.560]  我們不讀了
[00:08:26.560 --> 00:08:28.360]  聖經裏面很清楚說
[00:08:28.360 --> 00:08:31.880]  他在耶路撒冷裏面作王三個月
[00:08:31.880 --> 00:08:35.120]  接著第三十三章的第三十三節
[00:08:35.120 --> 00:08:40.120]  就說到法魯尼戈將約哈斯尼達去鎖了
[00:08:40.120 --> 00:08:41.600]  拉走了他
[00:08:41.600 --> 00:08:46.080]  不讓他在耶路撒冷裏面尼達去作王
[00:08:46.080 --> 00:08:51.440]  所以他只是前後來做了三個月的皇帝
[00:08:51.440 --> 00:08:56.640]  約西亞另外一個的兒子就被納為王
[00:08:56.640 --> 00:08:59.880]  是由法魯尼達去納他的
[00:08:59.880 --> 00:09:04.960]  這個時候他的名字還被改名叫做約瓦敬
[00:09:04.960 --> 00:09:07.520]  原本他叫做以利瓦敬
[00:09:07.520 --> 00:09:09.800]  他雖然作王十一年
[00:09:09.800 --> 00:09:12.120]  但是國勢已經衰落
[00:09:12.120 --> 00:09:16.800]  他只不過是埃及的法魯快女王
[00:09:16.800 --> 00:09:19.560]  埃及王要他做甚麼他就要做甚麼
[00:09:19.560 --> 00:09:24.400]  他甚至表面上很認同埃及王叫他所做的事
[00:09:24.400 --> 00:09:26.400]  但他已經被架空了
[00:09:26.400 --> 00:09:29.560]  完全沒有自己的權力
[00:09:29.560 --> 00:09:32.200]  我想大家對於這種處境
[00:09:32.200 --> 00:09:34.480]  是否似曾相識
[00:09:34.480 --> 00:09:37.520]  甚至覺得很熟悉呢?
[00:09:37.520 --> 00:09:39.200]  大家可否想像到
[00:09:39.200 --> 00:09:43.080]  由大概一年之內三個的王
[00:09:43.080 --> 00:09:46.200]  好的王約西亞被殺
[00:09:46.200 --> 00:09:47.920]  接著換了第二個王
[00:09:47.920 --> 00:09:50.840]  只是做了三個月被廢
[00:09:50.840 --> 00:09:52.680]  再納另外一個王
[00:09:52.680 --> 00:09:55.800]  我想大家可以想像到在那個大時代裏面
[00:09:55.800 --> 00:09:57.640]  那些人怎樣去面對
[00:09:57.640 --> 00:10:01.160]  很肯定有錢、有能力的人
[00:10:01.160 --> 00:10:03.280]  即刻地走
[00:10:03.280 --> 00:10:08.200]  逃去一些較為安定繁榮的地方裏面居住
[00:10:08.200 --> 00:10:10.880]  即是我們今天所說的移民
[00:10:10.880 --> 00:10:13.920]  不少有錢的人會移去他方
[00:10:13.920 --> 00:10:15.880]  但沒有能力走的人
[00:10:15.880 --> 00:10:18.080]  很無奈地留在這裏
[00:10:18.080 --> 00:10:21.440]  面對殘酷的環境
[00:10:21.440 --> 00:10:23.960]  約瓦景作王的時候
[00:10:23.960 --> 00:10:26.280]  他非常自私
[00:10:26.280 --> 00:10:29.440]  他亦沒有理會人民的需要
[00:10:29.440 --> 00:10:33.760]  不跟隨父親來有宗教的改革
[00:10:33.760 --> 00:10:38.000]  反而是跟從祖父馬拿西來行惡
[00:10:38.000 --> 00:10:41.040]  利器敬拜真神
[00:10:41.040 --> 00:10:42.240]  拜偶像
[00:10:42.240 --> 00:10:43.640]  只問了放蕩
[00:10:43.640 --> 00:10:46.920]  所以國勢一直衰落下去
[00:10:46.920 --> 00:10:48.280]  政治上
[00:10:48.280 --> 00:10:51.840]  因為猶大國介乎於南面的埃及
[00:10:51.840 --> 00:10:54.120]  北面的巴比倫
[00:10:54.120 --> 00:10:56.320]  他們的立場左右搖擺
[00:10:56.320 --> 00:10:58.160]  有時會親埃及
[00:10:58.160 --> 00:11:01.440]  有時會親巴比倫
[00:11:01.440 --> 00:11:05.600]  沒多久他們就成為巴比倫的附庸國
[00:11:05.600 --> 00:11:08.600]  亡國的君王西底加
[00:11:08.600 --> 00:11:11.920]  就是因為背叛了巴比倫
[00:11:11.920 --> 00:11:13.560]  投靠埃及
[00:11:13.560 --> 00:11:17.520]  所以後來就被巴比倫滅了
[00:11:17.520 --> 00:11:20.560]  正正在這個變幻多端的世代裏面
[00:11:20.560 --> 00:11:22.960]  這個大時代當中
[00:11:22.960 --> 00:11:27.240]  耶利米就被神呼召
[00:11:27.240 --> 00:11:31.320]  要他在這個大時代裏面承擔召命
[00:11:31.320 --> 00:11:35.160]  去回應神的宣召
[00:11:35.160 --> 00:11:38.240]  他要來成為神的代言人
[00:11:38.240 --> 00:11:44.000]  向君王、向平民發出神的宣告
[00:11:44.000 --> 00:11:47.520]  但是這個召命委實難當
[00:11:47.520 --> 00:11:49.280]  但很特別
[00:11:49.280 --> 00:11:51.480]  耶利米自己都很清楚說
[00:11:51.480 --> 00:11:53.440]  原來他未出世的時候
[00:11:53.440 --> 00:11:56.120]  他已經帶去夢召了
[00:11:56.120 --> 00:12:00.880]  我們一起看耶利米書第一章的第四、第五兩節
[00:12:00.880 --> 00:12:04.800]  「耶利米說:耶和華的話臨到我說
[00:12:04.800 --> 00:12:07.280]  我沒將你做在福中
[00:12:07.280 --> 00:12:08.880]  我已要得你
[00:12:08.880 --> 00:12:10.400]  你未出母胎
[00:12:10.400 --> 00:12:12.400]  我已分別你為聖
[00:12:12.400 --> 00:12:16.280]  我已派你作列國的先知」
[00:12:16.280 --> 00:12:20.640]  「耶和華的話臨到耶利米說」
[00:12:20.640 --> 00:12:24.280]  這個是先知書裏面常常出現的事
[00:12:24.280 --> 00:12:25.320]  如果你留意到
[00:12:25.320 --> 00:12:28.280]  在舊的先知書裏面出現了二百五十次
[00:12:28.280 --> 00:12:32.240]  其中有二百二十一次是在先知書裏面
[00:12:32.240 --> 00:12:36.240]  而在耶利米書已經佔了五十二次之多
[00:12:36.240 --> 00:12:38.640]  這個是先知很重要的工作
[00:12:38.640 --> 00:12:41.320]  就是來宣告神的說話
[00:12:41.320 --> 00:12:46.120]  無論聽眾喜歡或者討厭
[00:12:46.120 --> 00:12:48.040]  接受或者拒絕
[00:12:48.040 --> 00:12:51.400]  他都一樣的要來帶去宣告
[00:12:51.400 --> 00:12:56.120]  但他說到原來在我未出母腹之前
[00:12:56.120 --> 00:12:58.000]  未成孕的時候
[00:12:58.000 --> 00:13:00.480]  神已經曉得他
[00:13:00.480 --> 00:13:02.480]  甚至將他揀選出來
[00:13:02.480 --> 00:13:04.240]  分別出來
[00:13:04.240 --> 00:13:06.560]  有沒有可能呢?
[00:13:06.560 --> 00:13:08.520]  在現實生活裏面其實有
[00:13:08.520 --> 00:13:10.040]  很簡單一個有錢人
[00:13:10.040 --> 00:13:11.960]  為他所愛的妻子
[00:13:11.960 --> 00:13:14.960]  想做一個很漂亮的鑽石冠冕
[00:13:14.960 --> 00:13:17.800]  於是找設計師去設計
[00:13:17.800 --> 00:13:20.840]  於是有人就會按照這個圖跡
[00:13:20.840 --> 00:13:22.680]  去做這個冠冕
[00:13:22.680 --> 00:13:24.160]  即是說未有的時候
[00:13:24.160 --> 00:13:27.680]  就已經有一個圖案在當中
[00:13:27.680 --> 00:13:31.720]  而耶利米絕對不是單一的答案
[00:13:31.720 --> 00:13:33.600]  或者個案
[00:13:33.600 --> 00:13:35.960]  我們熟悉的撒姆爾
[00:13:35.960 --> 00:13:37.200]  參孫
[00:13:37.200 --> 00:13:39.240]  施洗約翰
[00:13:39.240 --> 00:13:41.240]  他們未出世的時候
[00:13:41.240 --> 00:13:43.600]  已經被神揀選
[00:13:43.600 --> 00:13:47.560]  選定他們來帶去作他的僕人
[00:13:47.560 --> 00:13:49.640]  甚至今天你和我的得救
[00:13:49.640 --> 00:13:51.960]  都是在我們未出世之前
[00:13:51.960 --> 00:13:53.520]  神已經揀選我們
[00:13:53.520 --> 00:13:55.000]  為我們預備救恩
[00:13:55.000 --> 00:13:57.200]  我們一起來看二福所書第一章
[00:13:57.200 --> 00:13:59.440]  第四、第五兩節
[00:13:59.440 --> 00:14:02.560]  「就如神從創立世界以前
[00:14:02.560 --> 00:14:05.080]  在基督裡揀選了我們
[00:14:05.080 --> 00:14:08.160]  使我們在他面前成為聖傑
[00:14:08.160 --> 00:14:09.720]  無有瑕疵
[00:14:09.720 --> 00:14:11.320]  又恩愛我們
[00:14:11.320 --> 00:14:14.600]  就按著自己的意旨所喜悅的
[00:14:14.600 --> 00:14:18.840]  預定我們藉著耶穌基督的意旨的名分」
[00:14:18.840 --> 00:14:22.040]  原來我們在這個世界被創造之先神
[00:14:22.040 --> 00:14:23.720]  已經為我們預備救恩
[00:14:23.720 --> 00:14:25.720]  也都已經揀選了我們
[00:14:25.720 --> 00:14:27.560]  剛才在第五章第三節裡面
[00:14:27.560 --> 00:14:29.160]  有三個動詞
[00:14:29.160 --> 00:14:30.880]  他說「造」我們
[00:14:30.880 --> 00:14:33.240]  「曉得」和「分別」
[00:14:33.240 --> 00:14:35.200]  這個很有意思
[00:14:35.200 --> 00:14:37.400]  「造」這個字是「鑄造」的意思
[00:14:37.400 --> 00:14:41.080]  就好像一個人來雕琢一些鑽石
[00:14:41.080 --> 00:14:42.600]  要打磨
[00:14:42.600 --> 00:14:45.760]  今天我們的生命都要被神來帶去雕琢
[00:14:45.760 --> 00:14:47.480]  神來造我們
[00:14:47.480 --> 00:14:49.760]  接著就是神說「我認識你」
[00:14:49.760 --> 00:14:51.000]  「曉得你」
[00:14:51.000 --> 00:14:53.520]  這個「曉得」不是頭腦上的認知
[00:14:53.520 --> 00:14:56.680]  《創世紀》裡面說到「亞當和夏娃同房」
[00:14:56.680 --> 00:14:59.040]  「同房」這個字就是「曉得」這個字
[00:14:59.040 --> 00:15:00.760]  是一個很親密的關係
[00:15:00.760 --> 00:15:03.360]  是有一個很深的了解
[00:15:03.360 --> 00:15:05.080]  還有就是什麼呢?
[00:15:05.080 --> 00:15:08.120]  就是將祂分別為聖
[00:15:08.120 --> 00:15:09.840]  一早揀選祂
[00:15:09.840 --> 00:15:12.400]  要成為神的僕人
[00:15:12.400 --> 00:15:14.000]  還有很特別
[00:15:14.000 --> 00:15:20.080]  神說「我要叫你成為列國的先知」
[00:15:20.080 --> 00:15:25.040]  就是說耶利米茲不只是服侍猶太國裡面的子民
[00:15:25.040 --> 00:15:30.120]  祂更加會來帶去涉及不同的國家
[00:15:30.120 --> 00:15:33.360]  在耶利米茲46到51章裡面
[00:15:33.360 --> 00:15:36.320]  就說到很多不同的國家
[00:15:36.320 --> 00:15:39.360]  他們的遭遇會是怎樣
[00:15:39.360 --> 00:15:42.120]  所以祂的職份是很沉重
[00:15:42.120 --> 00:15:44.960]  而且絕對不可以輕忽的
[00:15:44.960 --> 00:15:47.400]  記住神揀選一個人的時候
[00:15:47.400 --> 00:15:49.400]  有祂自己的時間
[00:15:49.400 --> 00:15:50.960]  有祂的計劃
[00:15:50.960 --> 00:15:52.760]  很簡單舉個例子
[00:15:52.760 --> 00:15:54.200]  阿伯拉罕
[00:15:54.200 --> 00:15:56.120]  他在75歲的時候
[00:15:56.120 --> 00:15:59.720]  被神呼召要他離開本地本族富家
[00:15:59.720 --> 00:16:03.720]  去一個他自己不知名的地方
[00:16:03.720 --> 00:16:06.280]  所以你想想一個70多歲的人
[00:16:06.280 --> 00:16:08.040]  你跟他說不如現在移民吧
[00:16:08.040 --> 00:16:09.160]  去西方的國家吧
[00:16:09.160 --> 00:16:10.760]  可能他跟你說不要搞了
[00:16:10.760 --> 00:16:12.040]  我幾十歲了
[00:16:12.040 --> 00:16:13.120]  還要去?
[00:16:13.120 --> 00:16:14.920]  我未必能夠適應
[00:16:14.920 --> 00:16:16.640]  但是阿伯拉罕信服
[00:16:16.640 --> 00:16:19.320]  所以被稱為信心之父
[00:16:19.320 --> 00:16:20.680]  撒姆爾
[00:16:20.680 --> 00:16:22.160]  很小的時候
[00:16:22.160 --> 00:16:23.800]  已經在聖殿裡面
[00:16:23.800 --> 00:16:26.560]  聽到神的呼召
[00:16:26.560 --> 00:16:28.520]  摩西什麼時候被召?
[00:16:28.520 --> 00:16:30.040]  原來摩西是80歲的時候
[00:16:30.040 --> 00:16:33.400]  在曠野裡面接受神的呼召
[00:16:33.400 --> 00:16:34.640]  但是如果你知道
[00:16:34.640 --> 00:16:36.720]  原來摩西一出生的時候
[00:16:36.720 --> 00:16:38.480]  神已經揀選他
[00:16:38.480 --> 00:16:41.040]  鋪排保護他
[00:16:41.040 --> 00:16:42.160]  所以今天
[00:16:42.160 --> 00:16:42.920]  記住
[00:16:42.920 --> 00:16:44.600]  你跟我
[00:16:44.600 --> 00:16:45.800]  神都有
[00:16:45.800 --> 00:16:47.680]  祂自己特別的召命
[00:16:47.680 --> 00:16:49.640]  在我們的身上
[00:16:49.640 --> 00:16:53.160]  問題是我們有沒有一個很敏銳的心
[00:16:53.160 --> 00:16:56.240]  體會到神在我們身上的計劃是怎樣
[00:16:56.240 --> 00:16:59.480]  還有我們有沒有來去信服呢?
[00:16:59.480 --> 00:17:01.800]  我自己回想我自己的過去
[00:17:01.800 --> 00:17:03.480]  無論我出生在家庭
[00:17:03.480 --> 00:17:05.040]  我讀的學校
[00:17:05.040 --> 00:17:06.920]  我小時候接觸的人
[00:17:06.920 --> 00:17:09.480]  原來看到神都有很奇妙的安排
[00:17:09.480 --> 00:17:11.440]  來鋪排著
[00:17:11.440 --> 00:17:12.600]  好了,我們看到
[00:17:12.600 --> 00:17:15.560]  耶利米當他來到被神呼召的時候
[00:17:15.560 --> 00:17:17.320]  他不是興奮的
[00:17:17.320 --> 00:17:19.320]  原來每一個被神呼召的人
[00:17:19.320 --> 00:17:20.800]  他是會震驚的
[00:17:20.800 --> 00:17:21.880]  他會害怕的
[00:17:21.880 --> 00:17:24.080]  他會來推搪的
[00:17:24.080 --> 00:17:27.200]  耶利米照樣來推搪
[00:17:27.200 --> 00:17:28.840]  但是當他推搪之下
[00:17:28.840 --> 00:17:30.640]  神會有保證
[00:17:30.640 --> 00:17:32.760]  我們一起來看耶利米怎樣來推搪
[00:17:32.760 --> 00:17:35.160]  耶利米書第一章第六節
[00:17:35.160 --> 00:17:37.880]  「我就說主耶和華
[00:17:37.880 --> 00:17:39.640]  我不知怎樣說
[00:17:39.640 --> 00:17:42.360]  因為我是年幼的」
[00:17:42.360 --> 00:17:43.480]  剛才我已經說
[00:17:43.480 --> 00:17:45.480]  耶利米大概是十八歲的時候
[00:17:45.480 --> 00:17:48.440]  被召侍奉四十年
[00:17:48.440 --> 00:17:52.040]  十八歲當然是一個年輕人
[00:17:52.040 --> 00:17:53.920]  但是他的年幼
[00:17:53.920 --> 00:17:55.400]  不單單指年齡
[00:17:55.400 --> 00:18:00.200]  是包括到我的心智未成熟
[00:18:00.200 --> 00:18:03.080]  耶利米覺得要承擔這個使命
[00:18:03.080 --> 00:18:05.640]  委實不容易
[00:18:05.640 --> 00:18:09.120]  他自己知道自己缺乏人生經驗
[00:18:09.120 --> 00:18:11.640]  缺乏智慧
[00:18:11.640 --> 00:18:15.040]  要擔當這麼重要的責任的時候
[00:18:15.040 --> 00:18:16.920]  他知道力有不逮
[00:18:16.920 --> 00:18:18.920]  所以他拒絕
[00:18:18.920 --> 00:18:21.840]  如果你看看過去這一年裡面的運動
[00:18:21.840 --> 00:18:23.720]  有很多人被捕
[00:18:23.720 --> 00:18:27.120]  但是被捕的人當中有很多是學生
[00:18:27.120 --> 00:18:29.280]  甚至是二十歲以下
[00:18:29.280 --> 00:18:31.080]  可能你看到一個十幾歲的小孩子
[00:18:31.080 --> 00:18:34.520]  說要在前線上做記者
[00:18:34.520 --> 00:18:36.320]  我們這些上了年紀的人覺得
[00:18:36.320 --> 00:18:38.680]  這些是小孩子
[00:18:38.680 --> 00:18:40.360]  但是你怎樣想到
[00:18:40.360 --> 00:18:42.680]  神揀選他的時候
[00:18:42.680 --> 00:18:45.240]  他只是十八歲
[00:18:45.240 --> 00:18:47.120]  當然十幾歲的人以為自己很大
[00:18:47.120 --> 00:18:49.000]  我當年都經歷過十八歲
[00:18:49.000 --> 00:18:49.840]  二十歲
[00:18:49.840 --> 00:18:51.640]  我覺得自己很成熟
[00:18:51.640 --> 00:18:53.480]  但是現在回看的時候
[00:18:53.480 --> 00:18:57.240]  原來那時候有很多事情都是做得很不理想
[00:18:57.240 --> 00:18:58.640]  但是無論怎樣
[00:18:58.640 --> 00:19:00.320]  你怎樣會想到
[00:19:00.320 --> 00:19:03.120]  神竟然揀選一個少年人
[00:19:03.120 --> 00:19:05.000]  讓他在大時代裡面
[00:19:05.000 --> 00:19:07.200]  作為他的僕人呢?
[00:19:07.200 --> 00:19:11.040]  當然神不會讓人空空配劍
[00:19:11.040 --> 00:19:13.440]  當耶利米尼去拒絕的時候
[00:19:13.440 --> 00:19:17.880]  神就即時的作出祂的一個保證
[00:19:17.880 --> 00:19:21.760]  在第一章第七到第八節
[00:19:21.760 --> 00:19:23.680]  「耶和華對我說
[00:19:23.680 --> 00:19:26.320]  你不要說我是年幼的
[00:19:26.320 --> 00:19:29.560]  因為我差遣你到誰哪裡去
[00:19:29.560 --> 00:19:31.000]  你都要去
[00:19:31.000 --> 00:19:33.000]  我吩咐你說什麼話
[00:19:33.000 --> 00:19:34.520]  你都要說
[00:19:34.520 --> 00:19:36.680]  你不要懼怕他們
