
[00:00:00.000 --> 00:00:04.900]  今天的題目叫《簡短禱告舉目仰望求主憐憫》
[00:03:25.700 --> 00:03:29.600]  天上和地上的一切都是你的
[00:03:29.600 --> 00:03:31.500]  這是你的國度
[00:03:31.500 --> 00:03:33.300]  你高於一切
[00:03:33.300 --> 00:03:35.100]  我們尊崇你
[00:03:35.100 --> 00:03:39.000]  財富和尊榮都來自於你
[00:03:39.000 --> 00:03:40.900]  你主宰一切
[00:03:40.900 --> 00:03:44.800]  權勢和力量都在你手中
[00:03:44.800 --> 00:03:47.100]  你按自己的心意
[00:03:47.100 --> 00:03:50.600]  使人尊大強盛
[00:03:50.600 --> 00:03:52.400]  這裡說到天上寶座
[00:03:52.400 --> 00:03:56.300]  上帝其實很多是和大自然有關
[00:03:56.300 --> 00:03:59.300]  接觸大自然你會看到上帝的偉大
[00:03:59.300 --> 00:04:01.200]  上個禮拜放假
[00:04:01.200 --> 00:04:04.300]  有沒有哪個弟兄姊妹去過大自然
[00:04:04.300 --> 00:04:07.200]  還是去商場多 有吧
[00:04:07.200 --> 00:04:08.800]  我們應該接觸多些大自然
[00:04:08.800 --> 00:04:10.800]  因為在大自然裡面
[00:04:10.800 --> 00:04:15.100]  我們真的看到上帝多偉大
[00:04:15.100 --> 00:04:17.300]  我剛剛才想起
[00:04:17.300 --> 00:04:19.000]  我不是說我經常生病嗎
[00:04:19.000 --> 00:04:21.500]  我其中有一種病是遺傳的
[00:04:21.500 --> 00:04:24.600]  叫做以水不平衡
[00:04:24.600 --> 00:04:25.800]  每年都會病發
[00:04:25.800 --> 00:04:27.200]  一次到兩次
[00:04:27.200 --> 00:04:28.100]  什麼時候病發
[00:04:28.100 --> 00:04:28.500]  不知道
[00:04:28.500 --> 00:04:30.900]  總之他喜歡發就發
[00:04:30.900 --> 00:04:33.100]  對我來說是很大的困擾
[00:04:33.100 --> 00:04:35.900]  有一年去以色列旅行
[00:04:35.900 --> 00:04:38.000]  加利利海
[00:04:38.000 --> 00:04:41.400]  在海上有一個牧師
[00:04:41.400 --> 00:04:43.400]  也是一個漁夫
[00:04:43.400 --> 00:04:46.300]  他帶我們來敬拜
[00:04:46.300 --> 00:04:48.200]  他唱了一首歌叫做
[00:04:48.200 --> 00:04:50.300]  How Great Thou Art
[00:04:50.300 --> 00:04:52.500]  你真偉大
[00:04:52.500 --> 00:04:53.300]  一邊唱的時候
[00:04:53.300 --> 00:04:54.600]  我不知道為什麼看著天
[00:04:54.600 --> 00:04:55.700]  看著海
[00:04:55.700 --> 00:04:58.000]  我覺得上帝的創造很偉大
[00:04:58.000 --> 00:04:59.000]  我就感動到哭
[00:04:59.000 --> 00:05:01.200]  我就跪下祈禱
[00:05:01.200 --> 00:05:02.300]  我做了一個
[00:05:02.300 --> 00:05:03.600]  我從來沒有做過的祈禱
[00:05:03.600 --> 00:05:05.000]  我是耶穌
[00:05:05.000 --> 00:05:05.900]  我想服侍你
[00:05:05.900 --> 00:05:07.700]  但我經常暈眩
[00:05:07.700 --> 00:05:09.400]  求你將我的雲挪開
[00:05:09.400 --> 00:05:12.800]  以致我可以好好服侍你
[00:05:12.800 --> 00:05:14.600]  然後我起床
[00:05:14.600 --> 00:05:17.000]  我脫了我那兩隻
[00:05:17.000 --> 00:05:20.100]  雲的那些廢墊
[00:05:20.100 --> 00:05:21.400]  我沒有雲了
[00:05:21.400 --> 00:05:22.300]  從那天到現在
[00:05:22.300 --> 00:05:26.000]  都沒有雲了
[00:05:26.000 --> 00:05:28.200]  當我們見到上帝的偉大的時候
[00:05:28.200 --> 00:05:31.700]  你真的沒有辦法不服侍
[00:05:31.700 --> 00:05:35.500]  接著想和你說一個科學家
[00:05:35.500 --> 00:05:36.900]  因為很多人都說
[00:05:36.900 --> 00:05:40.600]  科學和信仰是不可以混在一起的
[00:05:40.600 --> 00:05:41.700]  不是的
[00:05:41.700 --> 00:05:45.600]  這裡科學和信仰其實可以是一起的
[00:05:45.600 --> 00:05:48.200]  不過我的iPad不知道為什麼不聽我的話
[00:05:48.200 --> 00:05:49.400]  好了
[00:05:49.400 --> 00:05:52.200]  他是美國遺傳學家
[00:05:52.200 --> 00:05:54.400]  奧巴馬找過他
[00:05:54.400 --> 00:05:56.300]  管理整個DNA的
[00:05:56.300 --> 00:05:59.100]  而他之前讀書很厲害
[00:05:59.100 --> 00:06:00.200]  你看起來我都忘記了
[00:06:00.200 --> 00:06:02.800]  他是哪些長春藤大學畢業了
[00:06:02.800 --> 00:06:04.300]  全拿獎的
[00:06:04.300 --> 00:06:07.400]  他就說自己是無神論語不可知論者
[00:06:07.400 --> 00:06:09.000]  他不相信有神
[00:06:09.000 --> 00:06:12.000]  然後他甚至不相信證明有神這回事
[00:06:12.000 --> 00:06:13.800]  他覺得是不對的
[00:06:13.800 --> 00:06:15.100]  不過
[00:06:15.100 --> 00:06:17.100]  在他二十六歲那年
[00:06:17.100 --> 00:06:20.300]  他就要去醫院做那些研究
[00:06:20.300 --> 00:06:21.300]  就遇到一個
[00:06:21.300 --> 00:06:23.400]  我不是很建議這樣稱呼
[00:06:23.400 --> 00:06:24.700]  他說遇到一個老婦人
[00:06:24.700 --> 00:06:25.600]  人家六十多歲
[00:06:25.600 --> 00:06:28.900]  怎麼叫人家叫老婦人呢
[00:06:28.900 --> 00:06:30.100]  是不是
[00:06:30.100 --> 00:06:32.900]  遇到一個長輩或者姐姐
[00:06:32.900 --> 00:06:34.900]  那這個姐姐就問他
[00:06:34.900 --> 00:06:36.300]  你是科學家是嗎
[00:06:36.300 --> 00:06:37.000]  是啊
[00:06:37.000 --> 00:06:39.000]  那你有沒有信耶穌
[00:06:39.000 --> 00:06:39.500]  沒有
[00:06:39.500 --> 00:06:41.800]  你為什麼不信耶穌
[00:06:41.800 --> 00:06:43.100]  總之我不信
[00:06:43.100 --> 00:06:46.800]  那你有沒有證據證明耶穌不存在
[00:06:46.800 --> 00:06:48.300]  這句
[00:06:48.300 --> 00:06:49.900]  他醒了
[00:06:49.900 --> 00:06:50.500]  是啊
[00:06:50.500 --> 00:06:52.000]  科學家要說什麼
[00:06:52.000 --> 00:06:53.300]  證據嘛
[00:06:53.300 --> 00:06:54.200]  於是
[00:06:54.200 --> 00:06:57.100]  他看Mere Christianity
[00:06:57.100 --> 00:06:58.700]  中文應該是叫做
[00:06:58.700 --> 00:07:00.700]  反撲歸真
[00:07:00.700 --> 00:07:02.000]  C.S. Lewis的
[00:07:02.000 --> 00:07:03.900]  找牧師聊天
[00:07:03.900 --> 00:07:06.900]  然後最終他去到
[00:07:06.900 --> 00:07:09.300]  一個行山
[00:07:09.300 --> 00:07:12.100]  有沒有人想過他在行山當中
[00:07:12.100 --> 00:07:14.200]  看到上帝的偉大
[00:07:14.200 --> 00:07:15.100]  苦伏
[00:07:15.100 --> 00:07:16.700]  然後信了耶穌
[00:07:16.700 --> 00:07:17.600]  你是創造者
[00:07:17.600 --> 00:07:18.600]  你是我的上帝
[00:07:18.600 --> 00:07:20.100]  為什麼他會這樣想呢
[00:07:20.100 --> 00:07:21.400]  因為在科學家裡面
[00:07:21.400 --> 00:07:22.600]  你會看到
[00:07:22.600 --> 00:07:25.400]  大自然很多的規律
[00:07:25.400 --> 00:07:27.300]  如果裡面背後沒有創造者
[00:07:27.300 --> 00:07:29.000]  是不可能有的
[00:07:29.000 --> 00:07:31.000]  他在他的
[00:07:31.000 --> 00:07:33.200]  見證裡面他用過一個說法
[00:07:33.200 --> 00:07:33.900]  就是說
[00:07:33.900 --> 00:07:36.100]  你不可能把手錶的零件
[00:07:36.100 --> 00:07:36.900]  拋上去上空
[00:07:36.900 --> 00:07:38.800]  然後變成手錶
[00:07:38.800 --> 00:07:39.700]  是不是
[00:07:39.700 --> 00:07:40.600]  不可能
[00:07:40.600 --> 00:07:42.900]  等於大自然很多的東西
[00:07:42.900 --> 00:07:44.600]  四季的定律
[00:07:44.600 --> 00:07:48.200]  不可能背後沒有一個創造者
[00:07:48.200 --> 00:07:50.400]  不過更加令他驚訝的是
[00:07:50.400 --> 00:07:52.100]  下一張
[00:07:52.100 --> 00:07:53.500]  下一張
[00:07:53.500 --> 00:07:56.500]  左邊是他去一間教堂
[00:07:56.500 --> 00:07:57.600]  看到的
[00:07:57.600 --> 00:08:00.400]  很有藝術感的玻璃
[00:08:00.400 --> 00:08:02.000]  Rose Wendell
[00:08:02.000 --> 00:08:04.700]  York Minister Cathedral
[00:08:04.700 --> 00:08:06.100]  右邊是什麼
[00:08:06.100 --> 00:08:08.000]  DNA排列
[00:08:08.000 --> 00:08:10.400]  他最熟悉的DNA排列
[00:08:10.400 --> 00:08:11.300]  他竟然覺得
[00:08:11.300 --> 00:08:12.200]  上帝做我們
[00:08:12.200 --> 00:08:16.200]  我們是一件很精彩的藝術品
[00:08:16.200 --> 00:08:17.800]  是不是
[00:08:17.800 --> 00:08:19.900]  於是他就用了這句經文
[00:08:19.900 --> 00:08:20.600]  你也描述
[00:08:20.600 --> 00:08:21.500]  我們一起讀好不好
[00:08:21.500 --> 00:08:22.800]  一二三
[00:08:22.800 --> 00:08:24.600]  我要稱謝你
[00:08:24.600 --> 00:08:27.500]  因我受造其妙可畏
[00:08:27.500 --> 00:08:29.600]  你的作為奇妙
[00:08:29.600 --> 00:08:32.700]  這是我深深知道的
[00:08:32.700 --> 00:08:33.800]  我更加喜歡英文
[00:08:33.800 --> 00:08:37.800]  I am fearfully and wonderfully made
[00:08:37.800 --> 00:08:40.100]  跟旁邊的人說
[00:08:40.100 --> 00:08:42.000]  你的受造作為奇妙
[00:08:42.000 --> 00:08:43.100]  你中文也可以
[00:08:43.100 --> 00:08:44.000]  英文也可以
[00:08:44.000 --> 00:08:44.500]  好不好
[00:08:44.500 --> 00:08:45.400]  提醒旁邊的人
[00:08:45.400 --> 00:08:48.400]  You are fearfully and wonderfully made
[00:08:48.400 --> 00:08:49.900]  不要覺得自己是垃圾
[00:08:49.900 --> 00:08:51.500]  不要覺得自己不存在
[00:08:51.500 --> 00:08:52.400]  No
[00:08:52.400 --> 00:08:53.600]  是不是
[00:08:53.600 --> 00:08:55.600]  你看看這DNA多漂亮
[00:08:55.600 --> 00:08:56.200]  好
[00:08:56.200 --> 00:08:58.100]  繼續
[00:08:58.100 --> 00:09:04.300]  接著我們要看這個禱告的態度
[00:09:04.300 --> 00:09:06.600]  僕人怎樣注視主人
[00:09:06.600 --> 00:09:09.600]  婢女怎樣留心女主人
[00:09:09.600 --> 00:09:10.600]  這裡是說
[00:09:10.600 --> 00:09:13.800]  最輕微的事意
[00:09:13.800 --> 00:09:15.300]  他都領略到
[00:09:15.300 --> 00:09:17.300]  你有沒有試過去他的餐廳
[00:09:17.300 --> 00:09:17.900]  你看看他
[00:09:17.900 --> 00:09:19.600]  他知道你要什麼
[00:09:19.600 --> 00:09:20.500]  你問他要水
[00:09:20.500 --> 00:09:23.800]  都可能未必給你
[00:09:23.800 --> 00:09:28.900]  我和牧師剛剛去台灣
[00:09:28.900 --> 00:09:30.800]  遇到少少這樣的
[00:09:30.800 --> 00:09:34.200]  善待的遭遇
[00:09:34.200 --> 00:09:35.100]  下雨了
[00:09:35.100 --> 00:09:37.200]  走過去要搭車了
[00:09:37.200 --> 00:09:42.200]  門口的同事就會走出來
[00:09:42.200 --> 00:09:44.100]  你們要雨傘嗎
[00:09:44.100 --> 00:09:45.400]  是不是很好
[00:09:45.400 --> 00:09:47.100]  我們吃早點
[00:09:47.100 --> 00:09:49.200]  他就突然間說了普通話
[00:09:49.200 --> 00:09:51.600]  沒問題了
[00:09:51.600 --> 00:09:53.300]  他就跟我說
[00:09:53.300 --> 00:09:55.600]  這個餐裡面有這些
[00:09:55.600 --> 00:09:56.700]  你們都可以選
[00:09:56.700 --> 00:09:59.000]  我一看小籠包
[00:09:59.000 --> 00:10:00.800]  油條
[00:10:00.800 --> 00:10:02.300]  蛋餅
[00:10:02.300 --> 00:10:04.200]  是不是很豐富
[00:10:04.200 --> 00:10:05.200]  所以
[00:10:05.200 --> 00:10:06.100]  離奇了
[00:10:06.100 --> 00:10:08.100]  離奇就不是普通話了
[00:10:08.100 --> 00:10:10.000]  最奇妙的是那天
[00:10:10.000 --> 00:10:13.800]  何牧師堅持要吃X夜的台菜
[00:10:13.800 --> 00:10:15.000]  X夜台菜
[00:10:15.000 --> 00:10:16.500]  你知道我在說什麼
[00:10:16.500 --> 00:10:17.800]  那麼
[00:10:17.800 --> 00:10:19.300]  訂位訂不到
[00:10:19.300 --> 00:10:21.700]  那麼又問這個小阿哥
[00:10:21.700 --> 00:10:24.100]  我們訂不到我幫你們打電話
[00:10:24.100 --> 00:10:25.100]  一直等等等
[00:10:25.100 --> 00:10:26.900]  結果訂到了
[00:10:26.900 --> 00:10:29.800]  然後我們就坐計程車去
[00:10:29.800 --> 00:10:31.400]  我們要上車的時候
[00:10:31.400 --> 00:10:35.900]  他就說你們兩位不用付車資
[00:10:35.900 --> 00:10:37.300]  為什麼
[00:10:37.300 --> 00:10:39.800]  因為我們覺得你們是貴賓
[00:10:39.800 --> 00:10:42.500]  已經幫你們付了
[00:10:42.500 --> 00:10:45.100]  是不是
[00:10:45.100 --> 00:10:45.800]  我突然覺得
[00:10:45.800 --> 00:10:47.600]  這樣都有的
[00:10:47.600 --> 00:10:49.400]  然後更問我們
[00:10:49.400 --> 00:10:52.700]  你們明天有沒有車子送你們到機場
[00:10:52.700 --> 00:10:56.400]  我說不用了不用了
[00:10:56.400 --> 00:10:58.400]  善待
[00:10:58.400 --> 00:11:02.100]  就是你要招呼客人
[00:11:02.100 --> 00:11:04.500]  要什麼
[00:11:04.500 --> 00:11:06.000]  善待這裡說的
[00:11:06.000 --> 00:11:09.000]  我們看看在信仰上可以怎麼看
[00:11:09.000 --> 00:11:11.700]  怎麼專注
[00:11:11.700 --> 00:11:16.000]  上帝的心意和心聲
[00:11:16.000 --> 00:11:18.300]  我們要學的一件事
[00:11:18.300 --> 00:11:20.700]  這裡說的
[00:11:20.700 --> 00:11:23.700]  Derek Kidner是一個舊約的解經家
[00:11:23.700 --> 00:11:26.900]  他the trained watchfulness of the servant
[00:11:26.900 --> 00:11:29.500]  who is ready for the smallest gesture
[00:11:29.500 --> 00:11:30.600]  說真的
[00:11:30.600 --> 00:11:32.700]  這句英文我真的不太懂
[00:11:32.700 --> 00:11:37.700]  於是我找AI
[00:11:37.700 --> 00:11:39.300]  不錯吧
[00:11:39.300 --> 00:11:41.200]  所以大家要多看書
[00:11:41.200 --> 00:11:43.800]  不是AI取代我們下一代
[00:11:43.800 --> 00:11:45.800]  這部人訓練有數時刻警醒
[00:11:45.800 --> 00:11:49.200]  連最細微的事已有即刻察覺
[00:11:49.200 --> 00:11:51.200]  你可能問那是什麼意思
[00:11:51.200 --> 00:11:53.200]  經常都問耶穌我是不是應該吃這些
[00:11:53.200 --> 00:11:54.900]  耶穌我是不是什麼
[00:11:54.900 --> 00:11:56.700]  我就用了一個叫作
[00:11:56.700 --> 00:11:59.800]  音樂的幽子百分音符
[00:11:59.800 --> 00:12:01.600]  給大家看看
[00:12:01.600 --> 00:12:04.100]  學音樂的那些知道
[00:12:04.100 --> 00:12:04.800]  有人這樣說
[00:12:04.800 --> 00:12:06.800]  當我們生活裡有一種
[00:12:06.800 --> 00:12:09.800]  靜止的節奏的時候
[00:12:09.800 --> 00:12:11.600]  你就能夠這三句話
[00:12:11.600 --> 00:12:12.600]  我們一起讀好嗎
[00:12:12.600 --> 00:12:13.900]  一二三
[00:12:13.900 --> 00:12:16.000]  安靜讓我們知道
[00:12:16.000 --> 00:12:19.800]  看見和動見之間的差別
[00:12:19.800 --> 00:12:22.100]  安靜讓我們知道
[00:12:22.100 --> 00:12:26.000]  快樂和信心之間的差別
[00:12:26.000 --> 00:12:28.400]  安靜讓我們知道
[00:12:28.400 --> 00:12:32.100]  恐懼和信心之間的差別
[00:12:32.100 --> 00:12:33.800]  如果我們沒有了這個百分音符
[00:12:33.800 --> 00:12:35.700]  我們看到什麼就以為是什麼
[00:12:35.700 --> 00:12:38.300]  我們開開心心以為這樣就可以了
[00:12:38.300 --> 00:12:40.300]  但是更加可怕的是
[00:12:40.300 --> 00:12:44.000]  現在的網絡世代有兩種東西
[00:12:44.000 --> 00:12:45.200]  可能會纏著我們
[00:12:45.200 --> 00:12:46.300]  第一
[00:12:46.300 --> 00:12:47.800]  貪婪
[00:12:47.800 --> 00:12:49.500]  你有沒有收過一些訊息
[00:12:49.500 --> 00:12:50.700]  告訴你
[00:12:50.700 --> 00:12:53.700]  你現在還有四千多個積分
[00:12:53.700 --> 00:12:56.500]  在你曾經購買過的那間
[00:12:56.500 --> 00:12:58.500]  Doodood藥房
[00:12:58.500 --> 00:13:01.000]  然後他說你現在只要點進去
[00:13:01.000 --> 00:13:04.400]  你就可以拿到不同的禮物了
[00:13:04.400 --> 00:13:06.100]  有沒有收過
[00:13:06.100 --> 00:13:06.900]  有啊
[00:13:06.900 --> 00:13:08.100]  我當然收過了
[00:13:08.100 --> 00:13:11.100]  我差點想點進去
[00:13:11.100 --> 00:13:13.600]  幸好我問問何牧師
[00:13:13.600 --> 00:13:14.600]  何牧師說
[00:13:14.600 --> 00:13:15.900]  你真的有積分嗎
[00:13:15.900 --> 00:13:20.400]  我說我真的不太記得
[00:13:20.400 --> 00:13:21.400]  沒有點進去
[00:13:21.400 --> 00:13:22.800]  假的
[00:13:22.800 --> 00:13:24.400]  訊息是假的
[00:13:24.400 --> 00:13:25.500]  第二
[00:13:25.500 --> 00:13:26.700]  恐懼
[00:13:26.700 --> 00:13:27.500]  恐懼
[00:13:27.500 --> 00:13:28.900]  可能你現在說我不相信
[00:13:28.900 --> 00:13:29.900]  因為我收過一個電話
[00:13:29.900 --> 00:13:32.100]  說我爸爸不知道怎麼重病
[00:13:32.100 --> 00:13:33.500]  我說我爸爸在天堂
[00:13:33.500 --> 00:13:36.300]  麻煩你了
[00:13:36.300 --> 00:13:38.600]  但是有另一種花款
[00:13:38.600 --> 00:13:40.500]  有一天我辦公室收到電話
[00:13:40.500 --> 00:13:44.000]  你們的專業用了我們的圖
[00:13:44.000 --> 00:13:47.600]  所以我們要告你們
[00:13:47.600 --> 00:13:48.500]  給了錢
[00:13:48.500 --> 00:13:49.300]  如果你不給
[00:13:49.300 --> 00:13:51.400]  就不知道要坐多少年牢
[00:13:51.400 --> 00:13:52.700]  我就問我的同事
[00:13:52.700 --> 00:13:56.000]  那張圖是不是有版權的
[00:13:56.000 --> 00:14:00.200]  他說我查過是可以任意給我們用的
[00:14:00.200 --> 00:14:01.300]  但是他告我們
[00:14:01.300 --> 00:14:02.400]  大家都害怕
[00:14:02.400 --> 00:14:04.500]  問人又沒有人知道
[00:14:04.500 --> 00:14:08.100]  當時我就在驚慌之中發覺
[00:14:08.100 --> 00:14:10.900]  我沒有做一件事
[00:14:10.900 --> 00:14:11.500]  沒有做什麼
[00:14:11.500 --> 00:14:13.300]  沒有祈禱
[00:14:13.300 --> 00:14:16.200]  一看到就馬上處理
[00:14:16.200 --> 00:14:17.600]  沒有祈禱
[00:14:17.600 --> 00:14:18.900]  我當時跟自己說不行
[00:14:18.900 --> 00:14:20.000]  我要靜靜
[00:14:20.000 --> 00:14:21.000]  我要祈禱
[00:14:21.000 --> 00:14:22.300]  上帝
[00:14:22.300 --> 00:14:26.000]  你讓我知道到底怎麼回事
[00:14:26.000 --> 00:14:28.700]  接著有句經文出了
[00:14:28.700 --> 00:14:30.400]  隱藏的必要揭露
[00:14:30.400 --> 00:14:31.100]  哪裡揭露
[00:14:31.100 --> 00:14:33.700]  找G字那個搜尋
[00:14:33.700 --> 00:14:36.300]  打什麼呢
[00:14:36.300 --> 00:14:39.000]  版權
[00:14:39.000 --> 00:14:41.600]  詐騙
[00:14:41.600 --> 00:14:43.500]  然後我的圖有個名字
[00:14:43.500 --> 00:14:45.100]  我把圖打上去
[00:14:45.100 --> 00:14:48.300]  就是詐騙的伎倆
[00:14:48.300 --> 00:14:50.100]  我跟我的同事說不要理他
[00:14:50.100 --> 00:14:52.500]  不要給任何私人電話給他
[00:14:52.500 --> 00:14:56.000]  因為他會一直追你追到下去
[00:14:56.000 --> 00:14:58.100]  問我要不要告訴他報警
[00:14:58.100 --> 00:14:59.900]  我說不用不要搞他了
[00:14:59.900 --> 00:15:01.000]  總之
[00:15:01.000 --> 00:15:02.800]  斬斷
[00:15:02.800 --> 00:15:07.200]  我們的生命很容易被周圍的東西
[00:15:07.200 --> 00:15:10.900]  令我們很害怕
[00:15:10.900 --> 00:15:14.400]  但是我們不需要的
[00:15:14.400 --> 00:15:17.100]  我們只要
[00:15:17.100 --> 00:15:19.600]  繼續忍耐
[00:15:19.600 --> 00:15:20.500]  等候
[00:15:20.500 --> 00:15:23.300]  這裡說的
[00:15:23.300 --> 00:15:24.300]  下一章
[00:15:24.300 --> 00:15:27.600]  Wait patiently for his timing
[00:15:27.600 --> 00:15:28.700]  有時候很奇妙的
[00:15:28.700 --> 00:15:29.500]  這裡
[00:15:29.500 --> 00:15:32.300]  他說看僕人的眼睛怎麼望主人
[00:15:32.300 --> 00:15:33.200]  接著到什麼
[00:15:33.200 --> 00:15:34.100]  直到
[00:15:34.100 --> 00:15:35.900]  直到就是說你要等
[00:15:35.900 --> 00:15:38.400]  等到有個時段才發生
[00:15:38.400 --> 00:15:39.700]  所以我們有時候的祈禱
[00:15:39.700 --> 00:15:42.100]  不是馬上回答你的
[00:15:42.100 --> 00:15:42.900]  要等
[00:15:42.900 --> 00:15:45.600]  你都不知道等多久
[00:15:45.600 --> 00:15:46.200]  但是
[00:15:46.200 --> 00:15:48.100]  上帝有祂的時間
[00:15:48.100 --> 00:15:49.700]  有祂的方法
[00:15:49.700 --> 00:15:52.200]  有祂的安排
[00:15:52.200 --> 00:15:53.200]  在當中
[00:15:53.200 --> 00:15:54.500]  我現在經常都跟大家說
[00:15:54.500 --> 00:15:57.200]  我要回復一個小朋友的信心
[00:15:57.200 --> 00:15:57.900]  很簡單
[00:15:57.900 --> 00:16:00.200]  耶穌你這麼說我就這麼相信
[00:16:00.200 --> 00:16:01.100]  耶穌你跟我說
[00:16:01.100 --> 00:16:02.700]  如果這句是你的話你繼續說
[00:16:02.700 --> 00:16:04.600]  我就這麼相信
[00:16:04.600 --> 00:16:07.400]  然後我就想起
[00:16:07.400 --> 00:16:14.800]  當我和何牧師剛出來傳道的時候
[00:16:14.800 --> 00:16:17.300]  我們遇到的一對夫妻
[00:16:17.300 --> 00:16:19.100]  姚昊欣牧師
[00:16:19.100 --> 00:16:21.500]  和他的太太
[00:16:21.500 --> 00:16:25.400]  一九三零年他們去江西傳福音
[00:16:25.400 --> 00:16:27.000]  到了那一年
[00:16:27.000 --> 00:16:30.200]  姚師母生了一對貓女
