
[00:00:00.000 --> 00:00:02.760]  今天我要跟大家分享這個題目
[00:03:03.120 --> 00:03:05.920]  這首曲目叫做《我和我的祖國》
[00:03:05.920 --> 00:03:07.200]  目的是什麼呢?
[00:03:07.200 --> 00:03:11.640]  想挑戰健力士世界紀錄大全
[00:03:11.640 --> 00:03:13.960]  你想想
[00:03:13.960 --> 00:03:18.560]  三個人六隻手擠在一隻鋼琴上
[00:03:18.560 --> 00:03:22.800]  就要遷就一下才能搞定
[00:03:22.800 --> 00:03:27.120]  還有就算那三個人能搞定
[00:03:27.120 --> 00:03:31.320]  你要一千人都配合得到
[00:03:31.320 --> 00:03:34.080]  對不對?
[00:03:34.080 --> 00:03:37.000]  既然是合奏
[00:03:37.000 --> 00:03:40.480]  那三百多部鋼琴
[00:03:40.480 --> 00:03:44.360]  其實都要調音調到一樣才行
[00:03:44.360 --> 00:03:47.360]  不然都很麻煩
[00:03:47.360 --> 00:03:51.680]  有一個二十世紀美國宣讀會的目者
[00:03:51.680 --> 00:03:53.440]  可能大家都聽過他的名字
[00:03:53.440 --> 00:03:55.840]  他叫做陶舒
[00:03:55.840 --> 00:03:57.840]  他曾經這樣說
[00:03:57.840 --> 00:03:59.680]  你們有沒有想過
[00:03:59.680 --> 00:04:04.640]  就算有超過一百隻鋼琴
[00:04:04.640 --> 00:04:07.520]  如果要將他們調音
[00:04:07.520 --> 00:04:10.640]  只要一支音叉
[00:04:10.640 --> 00:04:14.080]  就是那些「霍」一支而已
[00:04:14.080 --> 00:04:17.840]  就可以將他們所有的鋼琴
[00:04:17.840 --> 00:04:20.480]  調到同一個音準
[00:04:20.480 --> 00:04:21.640]  大家會明白
[00:04:21.640 --> 00:04:23.840]  調音的時候不是一部琴
[00:04:23.840 --> 00:04:25.640]  然後第二部琴就跟著它
[00:04:25.640 --> 00:04:27.640]  第三部琴又再跟著
[00:04:27.640 --> 00:04:28.720]  那是搞不定的
[00:04:28.720 --> 00:04:31.000]  互相影響的
[00:04:31.000 --> 00:04:32.640]  做不到的
[00:04:32.640 --> 00:04:37.440]  所以其實是需要大家
[00:04:37.440 --> 00:04:40.800]  跟著同一個標準
[00:04:40.800 --> 00:04:42.600]  這樣就可以了
[00:04:42.600 --> 00:04:44.840]  在這個過程裡面
[00:04:44.840 --> 00:04:48.480]  當然這些琴要跟著
[00:04:48.480 --> 00:04:49.880]  你又不跟他又不跟
[00:04:49.880 --> 00:04:52.320]  亂了
[00:04:52.320 --> 00:04:54.360]  在教會也是一樣的
[00:04:54.360 --> 00:04:58.160]  如果有一百個敬派者
[00:04:58.160 --> 00:04:59.640]  頂姐妹走在一起
[00:04:59.640 --> 00:05:01.920]  而我們每一個人
[00:05:01.920 --> 00:05:04.960]  我們的目光都能夠
[00:05:04.960 --> 00:05:07.160]  擺在耶穌基督身上
[00:05:07.160 --> 00:05:08.920]  我相信我們的心
[00:05:08.920 --> 00:05:11.800]  一定是能夠合一的
[00:05:11.800 --> 00:05:15.760]  更加可以努力追求
[00:05:15.760 --> 00:05:19.360]  很緊密的團體關係
[00:05:19.360 --> 00:05:23.520]  願意我們一起遵從
[00:05:23.520 --> 00:05:26.520]  同樣的神聖標準
[00:05:26.520 --> 00:05:28.000]  這段說話是英文的
[00:05:28.000 --> 00:05:30.800]  它就是Divine Standard
[00:05:30.800 --> 00:05:35.240]  這個才是教會要走過來
[00:05:35.240 --> 00:05:38.360]  唯一的原因而已
[00:05:38.360 --> 00:05:41.960]  好了 今天跟大家分享這段經文
[00:05:41.960 --> 00:05:43.240]  是很短的
[00:05:43.240 --> 00:05:45.840]  只有三節這麼大一把
[00:05:45.840 --> 00:05:47.520]  題目是前書
[00:05:47.520 --> 00:05:50.760]  三章十四至第十六節
[00:05:50.760 --> 00:05:53.080]  正正就是要告訴我們
[00:05:53.080 --> 00:05:54.680]  這個神聖標準
[00:05:54.680 --> 00:05:57.000]  這個Divine Standard
[00:05:57.000 --> 00:05:59.160]  究竟是什麼來的
[00:05:59.160 --> 00:06:01.760]  我們一起先讀一次
[00:06:01.760 --> 00:06:03.520]  好 預備起
[00:06:03.520 --> 00:06:05.960]  我指望快到你那裡去
[00:06:05.960 --> 00:06:09.080]  所以先將這些事寫給你
[00:06:09.080 --> 00:06:11.440]  倘若我擔言日久
[00:06:11.440 --> 00:06:12.840]  你也可以知道
[00:06:12.840 --> 00:06:15.920]  在神的家中當怎樣行
[00:06:15.920 --> 00:06:19.000]  這家就是永生神的教會
[00:06:19.000 --> 00:06:21.960]  真理的柱石和根基
[00:06:21.960 --> 00:06:24.280]  大哉 競遣的奧秘
[00:06:24.280 --> 00:06:26.240]  無人不以為然
[00:06:26.240 --> 00:06:28.880]  就是神在肉身顯然
[00:06:28.880 --> 00:06:30.680]  被聖靈清移
[00:06:30.680 --> 00:06:32.480]  被天使看見
[00:06:32.480 --> 00:06:34.280]  被傳於外邦
[00:06:34.280 --> 00:06:36.040]  被世人信服
[00:06:36.040 --> 00:06:39.080]  被接在榮耀裡
[00:06:39.080 --> 00:06:43.040]  我要先簡單來交代一下
[00:06:43.040 --> 00:06:45.760]  當中的背景
[00:06:45.760 --> 00:06:49.840]  按照少行卷二十章三十一節
[00:06:49.840 --> 00:06:53.160]  保羅在尼泊索這個地方
[00:06:53.160 --> 00:06:55.720]  他停留三年期間
[00:06:55.720 --> 00:06:58.960]  就建立了這家教會
[00:06:58.960 --> 00:07:03.720]  雖然當時已經有一班領袖
[00:07:03.720 --> 00:07:05.520]  就起來服侍
[00:07:05.520 --> 00:07:10.640]  但可惜同時也有一些假師傅
[00:07:10.640 --> 00:07:14.720]  假教師在搞擾
[00:07:14.720 --> 00:07:19.080]  所以他在提摩太前書一章二十節
[00:07:19.080 --> 00:07:20.320]  有提及過
[00:07:20.320 --> 00:07:24.680]  自己回到尼泊索這個地方
[00:07:24.680 --> 00:07:29.320]  去處理許米奈和亞歷山大這兩個人
[00:07:29.320 --> 00:07:33.880]  搞掂之後他就將提摩太
[00:07:33.880 --> 00:07:39.320]  即是方向繼續跟進牧羊的工作
[00:07:39.320 --> 00:07:43.520]  他自己就離開了
[00:07:43.520 --> 00:07:48.000]  去到馬其頓這個地方來服侍
[00:07:48.000 --> 00:07:52.480]  他本來想回頭探望提摩太
[00:07:52.480 --> 00:07:55.600]  不過保羅似乎對於自己
[00:07:55.600 --> 00:07:58.000]  究竟何時回去
[00:07:58.000 --> 00:08:01.560]  甚至可否回去
[00:08:01.560 --> 00:08:04.840]  其實他也不是太有把握
[00:08:04.840 --> 00:08:09.440]  正正因為神很體重教會
[00:08:09.440 --> 00:08:14.960]  所以他就寫了一封信給提摩太
[00:08:14.960 --> 00:08:18.400]  告訴她教她如何牧羊
[00:08:18.400 --> 00:08:21.840]  追溯真愛愛赤的
[00:08:21.840 --> 00:08:26.560]  用她寶血所買熟的二不所教會
[00:08:26.560 --> 00:08:30.600]  讓她可以知道在神的家中
[00:08:30.600 --> 00:08:33.200]  當怎樣行
[00:08:33.200 --> 00:08:37.680]  在這裡保羅是用了神的家
[00:08:37.680 --> 00:08:39.720]  來形容教會
[00:08:39.720 --> 00:08:45.440]  這個說法也挺溫暖的
[00:08:45.440 --> 00:08:49.160]  我們在當中也知道
[00:08:49.160 --> 00:08:54.520]  這是代表一個屬於神的群體
[00:08:54.520 --> 00:08:58.280]  而這個群體之間是有關係的
[00:08:58.280 --> 00:09:01.080]  不是你有你 我有我
[00:09:01.080 --> 00:09:04.480]  我們回教會一段時間了
[00:09:04.480 --> 00:09:05.760]  所以一定聽過
[00:09:05.760 --> 00:09:07.360]  聽過甚麼呢
[00:09:07.360 --> 00:09:12.240]  就是說我們只是聽到不行到
[00:09:12.240 --> 00:09:14.840]  其實是不行的
[00:09:14.840 --> 00:09:17.640]  不單止沒有用
[00:09:17.640 --> 00:09:19.560]  神不喜悅
[00:09:19.560 --> 00:09:25.360]  由舊約到新約很多次了
[00:09:25.360 --> 00:09:28.440]  神也在嚴厲斥責那些
[00:09:28.440 --> 00:09:31.400]  聽到而不行到的人
[00:09:31.400 --> 00:09:33.920]  只有「聽」字
[00:09:33.920 --> 00:09:36.640]  既然神是這麼體重教會
[00:09:36.640 --> 00:09:40.040]  那我不知道你會否體重
[00:09:40.040 --> 00:09:43.480]  神所愛的官孫
[00:09:43.480 --> 00:09:46.320]  這個他的家呢
[00:09:46.320 --> 00:09:48.640]  如果你體重這個家
[00:09:48.640 --> 00:09:53.440]  其實你有很多可以參與可以做的
[00:09:53.440 --> 00:09:54.640]  我鼓勵你
[00:09:54.640 --> 00:09:57.280]  不要讓你在生活上
[00:09:57.280 --> 00:10:00.560]  很忙亂忙碌的事情
[00:10:00.560 --> 00:10:02.880]  分散你的焦點
[00:10:02.880 --> 00:10:07.760]  只是一個禮拜出席崇拜一次
[00:10:07.760 --> 00:10:09.400]  告訴你
[00:10:09.400 --> 00:10:15.600]  牧師認得誰是一個禮拜出席一次的
[00:10:15.600 --> 00:10:21.760]  我又不指點你出來
[00:10:21.760 --> 00:10:26.480]  鼓勵你更多的參與
[00:10:26.480 --> 00:10:29.200]  在我們的生命當中
[00:10:29.200 --> 00:10:34.040]  其實我們很需要教會這個群體
[00:10:34.040 --> 00:10:36.720]  我們需要團契
[00:10:36.720 --> 00:10:38.880]  我們需要小組
[00:10:38.880 --> 00:10:41.040]  我們需要傳福音
[00:10:41.040 --> 00:10:43.200]  我們需要按照聖經的教導
[00:10:43.200 --> 00:10:45.480]  做好我們的十一奉獻
[00:10:45.480 --> 00:10:48.960]  這些全部都是聖經說的
[00:10:48.960 --> 00:10:50.920]  我們需要善用神
[00:10:50.920 --> 00:10:55.040]  給我們不同的恩賜參與服侍
[00:10:55.040 --> 00:10:59.720]  下個月有我們的會員大會
[00:10:59.720 --> 00:11:02.400]  這是一個很好的機會
[00:11:02.400 --> 00:11:06.040]  讓我們關心教會的情況
[00:11:06.040 --> 00:11:09.280]  以致神所愛的官孫
[00:11:09.280 --> 00:11:13.440]  這個家可以被建立
[00:11:13.440 --> 00:11:19.080]  司徒德牧師怎樣形容神的家呢
[00:11:19.080 --> 00:11:20.240]  他這樣說
[00:11:20.240 --> 00:11:21.960]  透過聖靈的新生
[00:11:21.960 --> 00:11:25.320]  我們成為了神家裡的成員
[00:11:25.320 --> 00:11:26.640]  祂是我們的父親
[00:11:26.640 --> 00:11:31.080]  所有信徒都是我們的姊妹和弟兄
[00:11:31.080 --> 00:11:32.280]  作為神的兒女
[00:11:32.280 --> 00:11:35.720]  我們在神的面前享有平等的尊嚴
[00:11:35.720 --> 00:11:39.160]  不論年齡、性別、種族、文化
[00:11:39.160 --> 00:11:41.360]  作為姊妹和弟兄
[00:11:41.360 --> 00:11:44.800]  我們要彼此相愛、彼此忍耐
[00:11:44.800 --> 00:11:45.800]  彼此支持
[00:11:45.800 --> 00:11:48.160]  享受基督徒團契裡面
[00:11:48.160 --> 00:11:50.520]  豐富的彼此關懷
[00:11:50.520 --> 00:11:52.120]  或者互惠互利
[00:11:52.120 --> 00:11:54.000]  這些都聽過了
[00:11:54.000 --> 00:11:55.200]  都不用我說
[00:11:55.200 --> 00:11:59.440]  也不用上帝這個很重用的僕人
[00:11:59.440 --> 00:12:01.560]  司徒德牧師說的
[00:12:01.560 --> 00:12:04.720]  究竟聖經怎樣說呢
[00:12:04.720 --> 00:12:10.440]  為甚麼神的家有上述這些特質呢
[00:12:10.440 --> 00:12:15.960]  保羅接著在第十五節的下半節就這樣說
[00:12:15.960 --> 00:12:18.960]  這家就是永生神的教會
[00:12:18.960 --> 00:12:22.240]  真理的儲石和根基
[00:12:22.240 --> 00:12:24.160]  永生神
[00:12:24.160 --> 00:12:25.640]  原文是活著的神
[00:12:25.640 --> 00:12:29.520]  英文聖經將它翻譯成為Living God
[00:12:29.520 --> 00:12:31.040]  就是要強調
[00:12:31.040 --> 00:12:37.080]  神是很真實地臨在教會裡面
[00:12:37.080 --> 00:12:40.880]  對於耳不鎖的人來說
[00:12:40.880 --> 00:12:45.200]  這一個城市有一個地標
[00:12:45.200 --> 00:12:51.320]  在司徒行傳十九章二十三至二十四節
[00:12:51.320 --> 00:12:55.360]  提到有一個叫做阿底米神廟
[00:12:55.360 --> 00:12:58.360]  是他們的地標
[00:12:58.360 --> 00:13:01.440]  他們很熟悉這座廟宇
[00:13:01.440 --> 00:13:04.200]  因為它有一個特色
[00:13:04.200 --> 00:13:11.560]  就是這座廟宇有127條大理石的很大的柱
[00:13:11.560 --> 00:13:13.040]  50呎那麼高
[00:13:13.040 --> 00:13:20.120]  全部都是用金或者寶石來覆蓋的
[00:13:20.120 --> 00:13:22.080]  除了很漂亮
[00:13:22.080 --> 00:13:24.000]  很華麗之外
[00:13:24.000 --> 00:13:26.240]  這麼大的柱
[00:13:26.240 --> 00:13:28.600]  其實作用很簡單
[00:13:28.600 --> 00:13:32.640]  就是用來支撐這個建築物
[00:13:32.640 --> 00:13:35.160]  還有支撐它的頂
[00:13:35.160 --> 00:13:38.800]  讓它不會倒下來很穩固
[00:13:38.800 --> 00:13:41.800]  同樣這裡所說
[00:13:41.800 --> 00:13:46.160]  教會作為真理的柱石的意思
[00:13:46.160 --> 00:13:50.600]  其實教會有使命去維護真理
[00:13:50.600 --> 00:13:57.320]  即使面對著四面八方而來的衝擊和逼迫
[00:13:57.320 --> 00:14:00.240]  都能夠站得穩
[00:14:00.240 --> 00:14:09.240]  柱石這個字在《佳太書》二章九節又出現過
[00:14:09.240 --> 00:14:14.520]  當時那節經文是用了教會的柱石
[00:14:14.520 --> 00:14:18.800]  來形容雅各、彼得和約翰
[00:14:18.800 --> 00:14:21.160]  所以柱石這個字
[00:14:21.160 --> 00:14:27.080]  不是單單是用來解釋支撐的結構
[00:14:27.080 --> 00:14:30.880]  還有是用來說明
[00:14:30.880 --> 00:14:35.440]  他們這三個人在教會裏面
[00:14:35.440 --> 00:14:40.280]  具有非常重要的角色
[00:14:40.280 --> 00:14:43.640]  有很大的影響力的人
[00:14:43.640 --> 00:14:47.920]  教會就是被呼召出來的群體
[00:14:47.920 --> 00:14:54.240]  所以我們必須在日常生活裏實踐經驗
[00:14:54.240 --> 00:14:57.720]  讓真理被活出來,Living God
[00:14:57.720 --> 00:14:59.000]  是不是?
[00:14:59.000 --> 00:15:04.080]  它要活到的,不然就死了
[00:15:04.080 --> 00:15:09.320]  讓我們能夠照亮我們所身處的
[00:15:09.320 --> 00:15:13.320]  充滿歪理謀論的社會
[00:15:13.320 --> 00:15:16.000]  能夠對世界產生影響
[00:15:16.000 --> 00:15:20.240]  亦都可以幫助我們去認識自己
[00:15:20.240 --> 00:15:25.040]  以及自己和那位又真又活的神
[00:15:25.040 --> 00:15:27.640]  之間的關係
[00:15:27.640 --> 00:15:29.160]  除此之外
[00:15:29.160 --> 00:15:33.600]  保羅也是用了建築物的根基
[00:15:33.600 --> 00:15:35.840]  來作為比喻
[00:15:35.840 --> 00:15:38.200]  一座樓的根基
[00:15:38.200 --> 00:15:39.640]  我相信大家都明白
[00:15:39.640 --> 00:15:42.520]  是一個樁,你打樁
[00:15:42.520 --> 00:15:45.520]  所以你建一座樓
[00:15:45.520 --> 00:15:48.320]  除非你一座,即是一層的平房
[00:15:48.320 --> 00:15:49.360]  你建高一點
[00:15:49.360 --> 00:15:52.040]  基本上你才可以打好樁
[00:15:52.040 --> 00:15:55.200]  你才可以逐層逐層建上去
[00:15:55.200 --> 00:15:58.960]  保羅說教會是真理的根基
[00:15:58.960 --> 00:16:02.240]  有了教會這個基礎
[00:16:02.240 --> 00:16:08.000]  我們的信仰就可以作出真理的教導
[00:16:08.000 --> 00:16:13.320]  並且提供一個彼此勉勵督摘的群體
[00:16:13.320 --> 00:16:18.560]  我們才能夠一起摘根發芽,生長
[00:16:18.560 --> 00:16:21.720]  生命可以像一座樓一樣
[00:16:21.720 --> 00:16:25.240]  逐步逐步來建造成長
[00:16:25.240 --> 00:16:28.160]  如果是這樣
[00:16:28.160 --> 00:16:31.400]  我們是自認信耶穌的,是不是?
[00:16:31.400 --> 00:16:36.320]  我們為甚麼會不回教會呢?
[00:16:36.320 --> 00:16:40.560]  又或者為甚麼當我們很容易有其他的事情
[00:16:40.560 --> 00:16:44.000]  我們就不回教會呢?
[00:16:44.000 --> 00:16:46.120]  我講得很白的
[00:16:46.120 --> 00:16:49.880]  無論我們的工作是多麼的忙
[00:16:49.880 --> 00:16:52.880]  甚至是輪班也好
[00:16:52.880 --> 00:16:59.160]  我們都沒有不回教會崇拜
[00:16:59.160 --> 00:17:02.720]  參與教會聚會的理由
[00:17:02.720 --> 00:17:06.720]  著名的基督徒作家魯易斯
[00:17:06.720 --> 00:17:08.560]  他曾經這樣說過
[00:17:08.560 --> 00:17:12.200]  他說神自己是沒有辦法比喻我們
[00:17:12.200 --> 00:17:14.560]  比喻過我們喜樂和平安的
[00:17:14.560 --> 00:17:16.920]  因為那樣東西是不存在的
[00:17:16.920 --> 00:17:20.200]  根本就沒有這回事
[00:17:20.200 --> 00:17:23.000]  哇!你聽起來也挺害怕的,是不是?
[00:17:23.000 --> 00:17:25.160]  怎麼這樣說話呢?
[00:17:25.160 --> 00:17:32.240]  信耶穌是不會為我們帶來平安和喜樂的嗎?
[00:17:32.240 --> 00:17:34.440]  魯易斯是這麼說的
[00:17:34.440 --> 00:17:36.320]  其實他想說甚麼呢?
[00:17:36.320 --> 00:17:43.000]  他是想帶出教會背後那種特質
[00:17:43.000 --> 00:17:48.200]  唯有透過教會
[00:17:48.200 --> 00:17:52.320]  這個彰顯真理的群體
[00:17:52.320 --> 00:17:55.640]  教會裏面每一個信徒
[00:17:55.640 --> 00:18:00.080]  才可以經驗到喜樂、平安
[00:18:00.080 --> 00:18:04.080]  以及聖經裏面給過我們的
[00:18:04.080 --> 00:18:08.520]  恩典、應許和祝福
[00:18:08.520 --> 00:18:10.720]  能很坦白地說
[00:18:10.720 --> 00:18:15.280]  如果我們回教會回到一塌糊塗
[00:18:15.280 --> 00:18:22.920]  你也挺難經歷到平安、喜樂、應許
[00:18:22.920 --> 00:18:26.520]  因為唯有透過這個群體
[00:18:26.520 --> 00:18:29.480]  你才能做到
[00:18:29.480 --> 00:18:31.520]  好!我又補充一句
[00:18:31.520 --> 00:18:34.360]  沒錯!神呼召教會
[00:18:34.360 --> 00:18:36.960]  是很想透過教會
[00:18:36.960 --> 00:18:42.280]  將真理彰顯在世界上
[00:18:42.280 --> 00:18:48.520]  你說今日這個黑白顛倒的世界
[00:18:48.520 --> 00:18:53.400]  要持守真理其實很不容易
[00:18:53.400 --> 00:18:55.520]  不過我希望弟兄姊妹
[00:18:55.520 --> 00:18:57.840]  我們可以一起記住
[00:18:57.840 --> 00:18:59.840]  我們不孤單的
[00:18:59.840 --> 00:19:03.200]  因為我們有上帝和我們一起
[00:19:03.200 --> 00:19:04.400]  引導我們
[00:19:04.400 --> 00:19:07.280]  我們也有身邊的弟兄姊妹
[00:19:07.280 --> 00:19:09.120]  和我們一起同行
[00:19:09.120 --> 00:19:13.080]  所以我們才能彼此互勉
[00:19:13.080 --> 00:19:14.600]  一起走出去
[00:19:14.600 --> 00:19:16.200]  在我們的工作間
[00:19:16.200 --> 00:19:17.640]  在我們的社區
[00:19:17.640 --> 00:19:19.920]  彼此彰顯神的愛
[00:19:19.920 --> 00:19:23.600]  教會是在世界上
[00:19:23.600 --> 00:19:28.920]  能夠彰顯神的榮耀的方式之一
[00:19:28.920 --> 00:19:32.640]  感恩、觀孫是其中一份子
[00:19:32.640 --> 00:19:35.480]  因為我們是教會
[00:19:35.480 --> 00:19:38.760]  很盼望上帝用我們
[00:19:38.760 --> 00:19:41.920]  上帝能夠提醒我們
[00:19:41.920 --> 00:19:46.760]  鼓勵我們做好我們的本分
[00:19:46.760 --> 00:19:49.680]  好了!接著來到十六節
[00:19:49.680 --> 00:19:54.320]  這是一個很好的信仰告白
[00:19:54.320 --> 00:19:55.760]  經文這樣說
[00:19:55.760 --> 00:19:59.160]  「大災無人不以為然」
[00:19:59.160 --> 00:20:00.560]  意思就是說
[00:20:00.560 --> 00:20:03.840]  這也是大家公認的
[00:20:03.840 --> 00:20:06.640]  無可置疑的信仰
[00:20:06.640 --> 00:20:09.120]  這個信仰是怎樣的呢?
[00:20:09.120 --> 00:20:12.160]  保祿是用了敬乾的奧秘
[00:20:12.160 --> 00:20:13.960]  作為一個描述
[00:20:13.960 --> 00:20:15.160]  《新約聖經》
[00:20:15.160 --> 00:20:17.680]  當說到奧秘的時候
[00:20:17.680 --> 00:20:20.680]  通常這個字是說
[00:20:20.680 --> 00:20:22.440]  有一些世俗的智慧
[00:20:22.440 --> 00:20:24.120]  其實我們不太明白
[00:20:24.120 --> 00:20:27.280]  沒有辦法來參透真相
[00:20:27.280 --> 00:20:30.440]  唯有透過神的啟示
[00:20:30.440 --> 00:20:36.440]  才能夠明白當中的真理
[00:20:36.440 --> 00:20:37.840]  而中文譯本
[00:20:37.840 --> 00:20:40.760]  就索性譯得比較清楚
[00:20:40.760 --> 00:20:44.280]  把它譯為「信仰的奧秘」
[00:20:44.280 --> 00:20:46.200]  如果我們參考羅馬書
[00:20:46.200 --> 00:20:48.080]  十六章二十五節
[00:20:48.080 --> 00:20:50.280]  經文是這樣說的
[00:20:50.280 --> 00:20:52.920]  「唯有神能照我所傳的福音
[00:20:52.920 --> 00:20:55.520]  和所講的耶穌基督
[00:20:55.520 --> 00:20:59.360]  並照永古隱藏不言的奧秘
[00:20:59.360 --> 00:21:01.400]  兼顧你們的心」
[00:21:01.400 --> 00:21:02.680]  所以我們就很清楚
[00:21:02.680 --> 00:21:05.280]  這個敬乾的奧秘
[00:21:05.280 --> 00:21:07.680]  其實中心在哪裡?
[00:21:07.680 --> 00:21:09.600]  在耶穌基督那裡
[00:21:09.600 --> 00:21:14.880]  是祂才能夠啟示福音的真道
[00:21:14.880 --> 00:21:17.560]  好了,啟示甚麼福音真道?
[00:21:17.560 --> 00:21:20.640]  福音是甚麼來的?
[00:21:20.640 --> 00:21:23.520]  十六節下半節接著說
[00:21:23.520 --> 00:21:25.560]  「就是神在肉身顯然
[00:21:25.560 --> 00:21:27.000]  被聖靈清義
[00:21:27.000 --> 00:21:28.520]  被天使看見
[00:21:28.520 --> 00:21:30.200]  被傳於外邦
[00:21:30.200 --> 00:21:31.920]  被世人信服
[00:21:31.920 --> 00:21:34.280]  被接在榮耀裡」
[00:21:34.280 --> 00:21:36.000]  大家讀起來
[00:21:36.000 --> 00:21:37.280]  我不知道你覺不覺得
[00:21:37.280 --> 00:21:40.040]  好像一首詩一樣
[00:21:40.040 --> 00:21:42.840]  又或者一首信經
[00:21:42.840 --> 00:21:44.920]  一篇信經
[00:21:44.920 --> 00:21:46.360]  不同的聖經學者
[00:21:46.360 --> 00:21:50.880]  對於這一節的來源
[00:21:50.880 --> 00:21:53.440]  都有很不同的說法
[00:21:53.440 --> 00:21:57.400]  你說排得這麼齊整的這六句
[00:21:57.400 --> 00:21:58.560]  有些人就說
[00:21:58.560 --> 00:22:01.040]  它的結構應該是三頁
[00:22:01.040 --> 00:22:02.760]  每一頁是兩句
[00:22:02.760 --> 00:22:04.240]  有些人就說不是不是
[00:22:04.240 --> 00:22:05.600]  應該是兩頁
[00:22:05.600 --> 00:22:07.720]  每一頁是三句
[00:22:07.720 --> 00:22:10.480]  你不要理它是怎樣排法
[00:22:10.480 --> 00:22:12.200]  到現在其實都沒有一個
[00:22:12.200 --> 00:22:14.280]  很清楚的共識
[00:22:14.280 --> 00:22:19.640]  但我仍然可以逐句來看看
[00:22:19.640 --> 00:22:21.240]  好,第一
[00:22:21.240 --> 00:22:23.240]  「神在肉身顯然」
[00:22:23.240 --> 00:22:25.280]  原本的希臘文那裡
[00:22:25.280 --> 00:22:27.720]  沒有一個「神」字響書
[00:22:27.720 --> 00:22:29.480]  這很明顯是在說
[00:22:29.480 --> 00:22:31.840]  耶穌基督的「到成肉身」
[00:22:31.840 --> 00:22:35.240]  這個表述是包括了
[00:22:35.240 --> 00:22:36.760]  祂降世為人的經歷
[00:22:36.760 --> 00:22:39.320]  祂在地上示範
[00:22:39.320 --> 00:22:41.720]  怎樣不犯罪
[00:22:41.720 --> 00:22:43.880]  並且同時間
[00:22:43.880 --> 00:22:44.920]  祂的生命
[00:22:44.920 --> 00:22:45.960]  祂的生活
[00:22:45.960 --> 00:22:47.520]  是很人性化
[00:22:47.520 --> 00:22:49.840]  祂甘心樂意走上十字架
[00:22:49.840 --> 00:22:51.800]  成就救恩
[00:22:51.800 --> 00:22:53.240]  好,第二
[00:22:53.240 --> 00:22:55.920]  「被聖靈稱義」
[00:22:55.920 --> 00:22:58.160]  我相信你試想想
[00:22:58.160 --> 00:23:00.320]  在耶穌基督的一生裏
