
[00:00:00.000 --> 00:00:10.000]  此錄音或錄影的版權是屬於基督教宣道會不閣堂所有
[00:05:29.000 --> 00:05:31.000]  那個美拿的音出來的
[00:05:31.000 --> 00:05:33.000]  表達這裡是很蓬勃的
[00:05:33.000 --> 00:05:35.000]  沒藥的經濟貿易
[00:05:35.000 --> 00:05:37.000]  他們有些工藝品是這樣的製作
[00:05:37.000 --> 00:05:39.000]  製作一些香料
[00:05:39.000 --> 00:05:41.000]  沒藥用來做什麼的
[00:05:41.000 --> 00:05:43.000]  埃及人拿來抹在屍體上面
[00:05:43.000 --> 00:05:45.000]  防腐
[00:05:45.000 --> 00:05:47.000]  為什麼要防腐
[00:05:47.000 --> 00:05:50.000]  期待著死後能夠再活過來
[00:05:50.000 --> 00:05:54.000]  所以這兩個方面都指向士美拿人
[00:05:54.000 --> 00:05:56.000]  一聽到主這樣介紹自己
[00:05:56.000 --> 00:05:59.000]  真的跟自己很有切身關係
[00:05:59.000 --> 00:06:02.000]  無論是鳳凰或者沒藥
[00:06:02.000 --> 00:06:05.000]  宣稱能夠讓人死過又活過來
[00:06:05.000 --> 00:06:07.000]  其實都沒用的
[00:06:07.000 --> 00:06:08.000]  虛假的
[00:06:08.000 --> 00:06:09.000]  是今世的
[00:06:09.000 --> 00:06:11.000]  因為復活
[00:06:11.000 --> 00:06:12.000]  頂姐妹
[00:06:12.000 --> 00:06:15.000]  是耶穌基督獨家代理
[00:06:15.000 --> 00:06:17.000]  沒有其他的了
[00:06:17.000 --> 00:06:19.000]  所以當信徒讀到
[00:06:19.000 --> 00:06:21.000]  主的說話
[00:06:21.000 --> 00:06:24.000]  我是死過又活過來
[00:06:24.000 --> 00:06:26.000]  這個耶穌基督是經歷了死亡
[00:06:26.000 --> 00:06:27.000]  戰勝所死亡
[00:06:27.000 --> 00:06:29.000]  他答應每一個跟隨他的人
[00:06:29.000 --> 00:06:31.000]  士美拿的基督徒也好
[00:06:31.000 --> 00:06:33.000]  今天我們的基督徒也好
[00:06:33.000 --> 00:06:35.000]  就是會死後有生命
[00:06:35.000 --> 00:06:37.000]  可以復活
[00:06:37.000 --> 00:06:39.000]  於是主就繼續勸他們
[00:06:39.000 --> 00:06:41.000]  所以你不要致死忠心
[00:06:41.000 --> 00:06:43.000]  是那個處境是很慘
[00:06:43.000 --> 00:06:44.000]  是會死
[00:06:44.000 --> 00:06:46.000]  但是你忠心
[00:06:46.000 --> 00:06:49.000]  我會賜你生命的冠冕
[00:06:49.000 --> 00:06:51.000]  得勝的不會遭受
[00:06:51.000 --> 00:06:54.000]  第二次死的傷害
[00:06:54.000 --> 00:06:56.000]  在當地人看來
[00:06:56.000 --> 00:06:58.000]  要去到死
[00:06:58.000 --> 00:07:01.000]  你還是抓住耶穌
[00:07:01.000 --> 00:07:02.000]  不放
[00:07:02.000 --> 00:07:04.000]  是死路一條
[00:07:04.000 --> 00:07:06.000]  但是對基督徒來說
[00:07:06.000 --> 00:07:07.000]  他們很明白
[00:07:07.000 --> 00:07:11.000]  這一條才是真正的生路
[00:07:11.000 --> 00:07:13.000]  主應許
[00:07:13.000 --> 00:07:15.000]  他是死過又活過來
[00:07:15.000 --> 00:07:17.000]  你們也會一樣
[00:07:17.000 --> 00:07:18.000]  在你第一次死之後
[00:07:18.000 --> 00:07:20.000]  是會再有復活
[00:07:20.000 --> 00:07:23.000]  而且不會再第二次死
[00:07:23.000 --> 00:07:24.000]  領子妹
[00:07:24.000 --> 00:07:26.000]  逼迫是慘烈的
[00:07:26.000 --> 00:07:28.000]  我們有時候聽一些地區的故事
[00:07:28.000 --> 00:07:30.000]  譬如近期我們也有分享
[00:07:30.000 --> 00:07:32.000]  洛桑一些受逼迫的見證
[00:07:32.000 --> 00:07:34.000]  聽一次很震撼的
[00:07:34.000 --> 00:07:36.000]  聽兩次覺得心悶的
[00:07:36.000 --> 00:07:38.000]  聽三次開始慢慢覺得沒事
[00:07:38.000 --> 00:07:39.000]  慢慢會麻木的
[00:07:39.000 --> 00:07:40.000]  是呀
[00:07:40.000 --> 00:07:41.000]  有時候真的覺得
[00:07:41.000 --> 00:07:43.000]  距離我們很遠
[00:07:43.000 --> 00:07:45.000]  逼迫我們在這裡
[00:07:45.000 --> 00:07:47.000]  還沒有什麼東西
[00:07:47.000 --> 00:07:49.000]  我們不是活在一個抓基督徒
[00:07:49.000 --> 00:07:53.000]  因信耶穌要坐牢的時空
[00:07:53.000 --> 00:07:54.000]  這樣的話
[00:07:54.000 --> 00:07:56.000]  是妹那的書信
[00:07:56.000 --> 00:08:00.000]  我們讀來做什麼?
[00:08:00.000 --> 00:08:02.000]  很遙遠
[00:08:02.000 --> 00:08:03.000]  當然我們知道
[00:08:03.000 --> 00:08:06.000]  聖經的教導是一種裝備
[00:08:06.000 --> 00:08:07.000]  預備
[00:08:07.000 --> 00:08:11.000]  就好像你搭飛機
[00:08:11.000 --> 00:08:13.000]  還沒起飛之前
[00:08:13.000 --> 00:08:15.000]  可以看電影之前
[00:08:15.000 --> 00:08:16.000]  會播什麼?
[00:08:16.000 --> 00:08:19.000]  那些空中安全短片
[00:08:19.000 --> 00:08:21.000]  空中服務員會出來
[00:08:21.000 --> 00:08:23.000]  拿著安全帶
[00:08:23.000 --> 00:08:25.000]  教你怎麼扣
[00:08:25.000 --> 00:08:26.000]  然後影片告訴你
[00:08:26.000 --> 00:08:27.000]  掉了的氧氣罩
[00:08:27.000 --> 00:08:28.000]  怎樣去捉住
[00:08:28.000 --> 00:08:29.000]  先自己戴
[00:08:29.000 --> 00:08:30.000]  然後再讓旁邊的小孩
[00:08:30.000 --> 00:08:32.000]  或者老人家戴
[00:08:32.000 --> 00:08:34.000]  然後萬一遇到
[00:08:34.000 --> 00:08:36.000]  有急降的危險
[00:08:36.000 --> 00:08:37.000]  要逃離機艙
[00:08:37.000 --> 00:08:39.000]  你沿邊最接近你的通道
[00:08:39.000 --> 00:08:41.000]  這樣就可以去
[00:08:41.000 --> 00:08:43.000]  做很多手勢引導你
[00:08:43.000 --> 00:08:45.000]  預備
[00:08:45.000 --> 00:08:47.000]  搭飛機其實很安全
[00:08:47.000 --> 00:08:48.000]  你搭了一輩子
[00:08:48.000 --> 00:08:50.000]  都沒遇過困難
[00:08:50.000 --> 00:08:53.000]  但是這種預備是重要的
[00:08:53.000 --> 00:08:54.000]  好像每次聽
[00:08:54.000 --> 00:08:55.000]  不是很關事
[00:08:55.000 --> 00:08:57.000]  甚至你現在上到飛機
[00:08:57.000 --> 00:09:00.000]  自己有耳機就塞住耳朵
[00:09:00.000 --> 00:09:03.000]  但是它都繼續播
[00:09:03.000 --> 00:09:04.000]  在今年一月二日
[00:09:04.000 --> 00:09:07.000]  就有一宗的困難
[00:09:07.000 --> 00:09:09.000]  日航客機降落
[00:09:09.000 --> 00:09:10.000]  在東京的一條跑道上
[00:09:10.000 --> 00:09:12.000]  和另一架飛機相撞
[00:09:12.000 --> 00:09:15.000]  那個時候飛機立刻起火
[00:09:15.000 --> 00:09:17.000]  但是令人驚訝的是
[00:09:17.000 --> 00:09:18.000]  那些機組人員
[00:09:18.000 --> 00:09:21.000]  可以在起火中的機艙
[00:09:21.000 --> 00:09:22.000]  九十秒內
[00:09:22.000 --> 00:09:24.000]  疏散了全機的人員
[00:09:24.000 --> 00:09:26.000]  三百七十九人
[00:09:26.000 --> 00:09:28.000]  九十秒 一分半
[00:09:28.000 --> 00:09:29.000]  你想想我們教會
[00:09:29.000 --> 00:09:34.000]  平時的走火演習
[00:09:34.000 --> 00:09:38.000]  我聽起來好像不知道十分鐘
[00:09:38.000 --> 00:09:41.000]  他們只是九十秒
[00:09:41.000 --> 00:09:44.000]  而且全程裡面沒有人死
[00:09:44.000 --> 00:09:46.000]  只有十個人輕傷
[00:09:46.000 --> 00:09:47.000]  後來大家很好奇
[00:09:47.000 --> 00:09:48.000]  為什麼他們可以這樣
[00:09:48.000 --> 00:09:50.000]  這麼有效率可以逃生
[00:09:50.000 --> 00:09:51.000]  原來四十年前
[00:09:51.000 --> 00:09:53.000]  那間公司出了很嚴重的困難
[00:09:53.000 --> 00:09:54.000]  當時有一架飛機
[00:09:54.000 --> 00:09:56.000]  就是一樣的感覺
[00:09:56.000 --> 00:09:57.000]  在跑道著火
[00:09:57.000 --> 00:09:58.000]  墜毀
[00:09:58.000 --> 00:10:01.000]  全機五百多人
[00:10:01.000 --> 00:10:02.000]  五百二十四人
[00:10:02.000 --> 00:10:04.000]  有五百二十人死了
[00:10:04.000 --> 00:10:06.000]  是一個航空歷史裡面
[00:10:06.000 --> 00:10:07.000]  最死傷慘重的
[00:10:07.000 --> 00:10:09.000]  單一空難事件
[00:10:09.000 --> 00:10:10.000]  這件事對航空公司
[00:10:10.000 --> 00:10:12.000]  影響很深遠
[00:10:12.000 --> 00:10:13.000]  他們就不斷去想
[00:10:13.000 --> 00:10:14.000]  我可以怎樣改善
[00:10:14.000 --> 00:10:17.000]  慢慢他們有方法措施去練習
[00:10:17.000 --> 00:10:18.000]  不過做著做著
[00:10:18.000 --> 00:10:20.000]  過了十年 二十年
[00:10:20.000 --> 00:10:22.000]  當時那些空中服務員
[00:10:22.000 --> 00:10:25.000]  當時那些機師都退休了
[00:10:25.000 --> 00:10:26.000]  你知道空中服務員
[00:10:26.000 --> 00:10:27.000]  在某些文化
[00:10:27.000 --> 00:10:28.000]  到某個年紀
[00:10:28.000 --> 00:10:32.000]  就不可以在飛機上了
[00:10:32.000 --> 00:10:33.000]  二十年後是新人
[00:10:33.000 --> 00:10:35.000]  沒有聽過這個空難
[00:10:35.000 --> 00:10:37.000]  或者沒有見證過什麼
[00:10:37.000 --> 00:10:38.000]  於是這個公司做什麼
[00:10:38.000 --> 00:10:39.000]  他就找了個地方
[00:10:39.000 --> 00:10:41.000]  擺了那個以前的殘骸
[00:10:41.000 --> 00:10:43.000]  飛機殘骸給人們參觀
[00:10:43.000 --> 00:10:44.000]  有些課堂教他們
[00:10:44.000 --> 00:10:45.000]  說回這件事
[00:10:45.000 --> 00:10:47.000]  還跟他們去練習
[00:10:47.000 --> 00:10:50.000]  怎樣可以九十秒逃生
[00:10:50.000 --> 00:10:52.000]  每年如是
[00:10:52.000 --> 00:10:54.000]  又多走二十年
[00:10:54.000 --> 00:10:55.000]  沒有發生過問題
[00:10:55.000 --> 00:10:57.000]  但是就在今年一月二號
[00:10:57.000 --> 00:10:59.000]  又空難了
[00:10:59.000 --> 00:11:00.000]  同樣道理
[00:11:00.000 --> 00:11:03.000]  我們是一個相對安穩的地方
[00:11:03.000 --> 00:11:06.000]  逼迫 距離我們很遠
[00:11:06.000 --> 00:11:10.000]  但是這件經文是裝備我們
[00:11:10.000 --> 00:11:11.000]  預備你
[00:11:11.000 --> 00:11:13.000]  倘若將來萬一遇上你
[00:11:13.000 --> 00:11:16.000]  可以怎樣應對
[00:11:16.000 --> 00:11:19.000]  主對侍媒拿教會的說話
[00:11:19.000 --> 00:11:20.000]  我們看清楚
[00:11:20.000 --> 00:11:22.000]  不單止對侍媒拿教會說的
[00:11:22.000 --> 00:11:23.000]  二章十一節說
[00:11:23.000 --> 00:11:26.000]  有耳朵的就要聽聖靈對誰說話
[00:11:26.000 --> 00:11:30.000]  對宗教會
[00:11:30.000 --> 00:11:32.000]  侍媒拿的教會要聽
[00:11:32.000 --> 00:11:34.000]  當時的教會要聽
[00:11:34.000 --> 00:11:35.000]  歷世歷代的教會
[00:11:35.000 --> 00:11:38.000]  包括今天的我們北宣都要聽
[00:11:38.000 --> 00:11:41.000]  我們所有人都要聽
[00:11:41.000 --> 00:11:43.000]  聽不單止是聽入一些聲音
[00:11:43.000 --> 00:11:44.000]  一些說話
[00:11:44.000 --> 00:11:46.000]  用個心
[00:11:46.000 --> 00:11:48.000]  用個心
[00:11:48.000 --> 00:11:50.000]  聖靈對你說的話
[00:11:50.000 --> 00:11:51.000]  聖經所寫下的話
[00:11:51.000 --> 00:11:54.000]  你要讀入心
[00:11:54.000 --> 00:11:57.000]  就像剛才搭飛機的例子
[00:11:57.000 --> 00:11:58.000]  你試過了
[00:11:58.000 --> 00:12:00.000]  你很急急想快點看
[00:12:00.000 --> 00:12:02.000]  快點插好耳機就看電影
[00:12:02.000 --> 00:12:03.000]  突然間廣播
[00:12:03.000 --> 00:12:06.000]  嘩 那個聲音特別大聲
[00:12:06.000 --> 00:12:08.000]  因為要你聽
[00:12:08.000 --> 00:12:09.000]  注意
[00:12:09.000 --> 00:12:11.000]  重要
[00:12:11.000 --> 00:12:12.000]  預備
[00:12:12.000 --> 00:12:14.000]  當你有事跟足的時候
[00:12:14.000 --> 00:12:17.000]  你能夠得生命
[00:12:17.000 --> 00:12:19.000]  不會有事你飛機發生問題
[00:12:19.000 --> 00:12:21.000]  你才拿張紙出來看
[00:12:21.000 --> 00:12:24.000]  或者搜尋一下都上不了網
[00:12:24.000 --> 00:12:26.000]  注意跟足
[00:12:26.000 --> 00:12:27.000]  經文都提醒我們
[00:12:27.000 --> 00:12:29.000]  今天我們要注意
[00:12:29.000 --> 00:12:33.000]  以至我們可以跟足得到生命
[00:12:33.000 --> 00:12:36.000]  侍媒拿的書信不單止對那些
[00:12:36.000 --> 00:12:38.000]  很嚴重逼迫的人說
[00:12:38.000 --> 00:12:40.000]  其實真的對我們說
[00:12:40.000 --> 00:12:41.000]  因為有時候
[00:12:41.000 --> 00:12:44.000]  苦難是一種溫水煮鵝的方法來的
[00:12:44.000 --> 00:12:46.000]  或者魔鬼撒旦的進逼
[00:12:46.000 --> 00:12:49.000]  是逐少逐少的
[00:12:49.000 --> 00:12:50.000]  在侍媒拿的經歷來說
[00:12:50.000 --> 00:12:55.000]  起初說的是經濟的窮乏
[00:12:55.000 --> 00:12:56.000]  沒錢
[00:12:56.000 --> 00:12:57.000]  窮
[00:12:57.000 --> 00:13:00.000]  然後到心靈的困難
[00:13:00.000 --> 00:13:01.000]  被人毀謗
[00:13:01.000 --> 00:13:02.000]  很難受
[00:13:02.000 --> 00:13:04.000]  到身體的苦難
[00:13:04.000 --> 00:13:05.000]  要下監
[00:13:05.000 --> 00:13:08.000]  甚至要死
[00:13:08.000 --> 00:13:12.000]  一點一點一點的進逼
[00:13:12.000 --> 00:13:13.000]  在第九節
[00:13:13.000 --> 00:13:15.000]  我請大家讀
[00:13:15.000 --> 00:13:21.000]  我知道
[00:13:21.000 --> 00:13:34.000]  首先主耶穌在說
[00:13:34.000 --> 00:13:37.000]  侍媒拿教會面對的苦難是窮
[00:13:37.000 --> 00:13:39.000]  真的在說沒錢
[00:13:39.000 --> 00:13:40.000]  為什麼會沒錢
[00:13:40.000 --> 00:13:41.000]  為什麼會窮
[00:13:41.000 --> 00:13:43.000]  因為當時的社會就是
[00:13:43.000 --> 00:13:47.000]  每一項每一頁有自己敬拜的偶像神明
[00:13:47.000 --> 00:13:49.000]  過時過節又要去廟會裏面
[00:13:49.000 --> 00:13:53.000]  一起去吃那些拜祭過偶像的祭物
[00:13:53.000 --> 00:13:55.000]  甚至在廟裏面尋歡
[00:13:55.000 --> 00:13:58.000]  這是當時的人的一種生活形態
[00:13:58.000 --> 00:14:00.000]  信了主的人不做這些的
[00:14:00.000 --> 00:14:02.000]  不會拜偶像的
[00:14:02.000 --> 00:14:03.000]  於是怎樣
[00:14:03.000 --> 00:14:04.000]  你不賣堆
[00:14:04.000 --> 00:14:06.000]  你不跟我們一起
[00:14:06.000 --> 00:14:07.000]  你是不是有問題
[00:14:07.000 --> 00:14:10.000]  是不是跟傳宣作對
[00:14:10.000 --> 00:14:15.000]  這種情形就是當時基督徒所面對的日常
[00:14:15.000 --> 00:14:17.000]  其實今天我們還有一點行業
[00:14:17.000 --> 00:14:20.000]  是過時過節要拜偶像的
[00:14:20.000 --> 00:14:22.000]  要切燒豬的
[00:14:22.000 --> 00:14:25.000]  要開工不知道做什麼儀式的
[00:14:25.000 --> 00:14:27.000]  你不參與一次OK
[00:14:27.000 --> 00:14:28.000]  不參與兩次
[00:14:28.000 --> 00:14:31.000]  人們真的可能覺得你不合群
[00:14:31.000 --> 00:14:35.000]  第三次可能不會叫你開工
[00:14:35.000 --> 00:14:39.000]  但是侍媒拿的弟兄姊妹是天天
[00:14:39.000 --> 00:14:42.000]  去做一個很穩定的生計
[00:14:42.000 --> 00:14:45.000]  在這些經濟活動裏面沒有份
[00:14:45.000 --> 00:14:47.000]  做不到某些行業
[00:14:47.000 --> 00:14:50.000]  所以真是窮乏的
[00:14:50.000 --> 00:14:52.000]  頂多如果是你呢
[00:14:52.000 --> 00:14:56.000]  如果你遇到這樣的情況
[00:14:56.000 --> 00:14:58.000]  假設你要做的行業
[00:14:58.000 --> 00:15:03.000]  真是按字面這樣說要去拜偶像
[00:15:03.000 --> 00:15:04.000]  不用做很多事的
[00:15:04.000 --> 00:15:07.000]  站在那裏就可以了
[00:15:07.000 --> 00:15:08.000]  拿著香燭
[00:15:08.000 --> 00:15:10.000]  不插也OK
[00:15:10.000 --> 00:15:11.000]  插下去吧
[00:15:11.000 --> 00:15:13.000]  沒事的
[00:15:13.000 --> 00:15:17.000]  一點一點一點
[00:15:17.000 --> 00:15:19.000]  你可能覺得沒事
[00:15:19.000 --> 00:15:22.000]  或者開始覺得很艱難
[00:15:22.000 --> 00:15:23.000]  做了又沒什麼
[00:15:23.000 --> 00:15:27.000]  今晚回去祈禱土應罪吧
[00:15:27.000 --> 00:15:29.000]  一點一點的妥協
[00:15:29.000 --> 00:15:32.000]  有時候是危險的
[00:15:32.000 --> 00:15:35.000]  小小的脅迫
[00:15:35.000 --> 00:15:39.000]  侍媒拿的教會是不屈從
[00:15:39.000 --> 00:15:42.000]  是有即時的後果
[00:15:42.000 --> 00:15:47.000]  但是在永生更加會有成果
[00:15:47.000 --> 00:15:51.000]  頂姐妹我們不要為了眼前一點後果
[00:15:51.000 --> 00:15:53.000]  不要輕看那些是艱難
[00:15:53.000 --> 00:15:57.000]  但是不要因為這樣就退
[00:15:57.000 --> 00:16:01.000]  求主幫助我們學侍媒拿教會
[00:16:01.000 --> 00:16:04.000]  經濟困難到了心靈困苦
[00:16:04.000 --> 00:16:07.000]  他們遭受到誹謗
[00:16:07.000 --> 00:16:12.000]  主說有些人自稱猶太人去誹謗他們
[00:16:12.000 --> 00:16:16.000]  當然這裏形容的猶太人是負面的角色
[00:16:16.000 --> 00:16:18.000]  好像壞人那樣
[00:16:18.000 --> 00:16:20.000]  但不是所有猶太人都是壞人
[00:16:20.000 --> 00:16:22.000]  要弄清楚
[00:16:22.000 --> 00:16:24.000]  這裏的處境裏面有這樣的猶太人
[00:16:24.000 --> 00:16:26.000]  所以主說他們說自己是猶太人
[00:16:26.000 --> 00:16:28.000]  的確DNA是
[00:16:28.000 --> 00:16:29.000]  他們真是在歷史文獻裏面
[00:16:29.000 --> 00:16:32.000]  這個侍媒拿城處了很多猶太人
[00:16:32.000 --> 00:16:34.000]  那些猶太人不是普通猶太人
[00:16:34.000 --> 00:16:35.000]  是公民
[00:16:35.000 --> 00:16:38.000]  你知道在當時很多奴隸的社會
[00:16:38.000 --> 00:16:41.000]  這些猶太人可以成為公民代表他們的地位
[00:16:41.000 --> 00:16:43.000]  代表他們可能做生意做得好
[00:16:43.000 --> 00:16:45.000]  或者在那裏有些影響力
[00:16:45.000 --> 00:16:47.000]  捐了很多錢或者起了什麼
[00:16:47.000 --> 00:16:50.000]  慢慢他們就有財富
[00:16:50.000 --> 00:16:53.000]  是當地有勢力的人
[00:16:53.000 --> 00:16:56.000]  他們血緣上是猶太人
[00:16:56.000 --> 00:16:58.000]  但是他們所做的主話
[00:16:58.000 --> 00:17:00.000]  他們不是猶太人
[00:17:00.000 --> 00:17:02.000]  他們不是我的子民
[00:17:02.000 --> 00:17:04.000]  他們是撒旦的子民
[00:17:04.000 --> 00:17:06.000]  因為他們所做的所講的
[00:17:06.000 --> 00:17:08.000]  全部出自他們的父魔鬼
[00:17:08.000 --> 00:17:11.000]  他們口講的說話就是謊話
[00:17:11.000 --> 00:17:13.000]  他們毀謗教會的人
[00:17:13.000 --> 00:17:18.000]  他們向人去舉報這些基督徒
[00:17:18.000 --> 00:17:21.000]  當他們用說話去攻擊基督徒的時候
[00:17:21.000 --> 00:17:25.000]  毀謗是一個很攻擊力強的說話
[00:17:25.000 --> 00:17:27.000]  不是說一兩句壞話
[00:17:27.000 --> 00:17:30.000]  是當時可以有三類的毀謗
[00:17:30.000 --> 00:17:33.000]  第一類是宗教上的毀謗
[00:17:33.000 --> 00:17:36.000]  這班基督徒不參加我們的廟會
[00:17:36.000 --> 00:17:38.000]  不去拜祭眾神明
[00:17:38.000 --> 00:17:40.000]  你們的神明會不會生你的氣
