
[00:00:00.000 --> 00:00:02.700]  好像剛才主席所讀的聖經
[00:02:56.800 --> 00:02:59.640]  就叫做「得勝有餘」
[00:02:59.640 --> 00:03:01.840]  哎呀 我不希望是1比0
[00:03:01.840 --> 00:03:03.440]  我不希望是2比1
[00:03:03.440 --> 00:03:05.520]  我希望是7比1就好了
[00:03:05.520 --> 00:03:07.720]  那就「得勝有餘」
[00:03:07.720 --> 00:03:10.240]  保羅在聖經的結尾的時候說
[00:03:10.240 --> 00:03:13.240]  我們能夠「得勝而且有餘」
[00:03:13.240 --> 00:03:15.920]  這個是他對羅馬的弟兄姊妹
[00:03:15.920 --> 00:03:17.800]  對太古城的弟弟和姊妹
[00:03:17.800 --> 00:03:20.360]  一定是他自己心裏面的盼望
[00:03:20.360 --> 00:03:23.320]  讓你和我 讓太古城的弟兄姊妹
[00:03:23.320 --> 00:03:26.840]  讓羅馬眼前那些閱讀了那封信的人
[00:03:26.840 --> 00:03:30.560]  我們靠著愛我們的主耶穌
[00:03:30.560 --> 00:03:32.920]  能夠「得勝有餘」
[00:03:32.920 --> 00:03:36.800]  我們已經勝過魔鬼 勝過罪惡 已經得救了
[00:03:36.800 --> 00:03:40.680]  我們面臨在這個世界上遇到許許多多的挑戰
[00:03:40.680 --> 00:03:42.640]  有時心中的失望
[00:03:42.640 --> 00:03:45.480]  但是我們能夠在耶穌基督裏面
[00:03:45.480 --> 00:03:48.680]  我們你和我能夠在今天這個日子
[00:03:48.680 --> 00:03:51.680]  在這個5月最後的一天
[00:03:51.680 --> 00:03:54.240]  由往我們下半年來進發
[00:03:54.240 --> 00:03:56.440]  明天就是6月1號的開始
[00:03:56.440 --> 00:04:00.160]  我們能夠在生活上「得勝有餘」
[00:04:00.160 --> 00:04:03.640]  很容易就問了 保羅啊 我能夠嗎?
[00:04:03.640 --> 00:04:07.240]  有什麼方法 有什麼秘訣我能夠做呢?
[00:04:07.240 --> 00:04:10.840]  當我告訴太古城的同工聽我今天的經文的時候
[00:04:10.840 --> 00:04:13.480]  我就沒有說前一段時間
[00:04:13.480 --> 00:04:16.920]  我不想太長 但是還有很多人手上有聖經的
[00:04:16.920 --> 00:04:20.880]  你看到原來在第八章前一些的篇幅
[00:04:20.880 --> 00:04:24.360]  保羅就說 史迪在第十八節說
[00:04:24.360 --> 00:04:26.560]  我想起現在的苦楚
[00:04:26.560 --> 00:04:29.120]  哎呀 你做了使徒了
[00:04:29.120 --> 00:04:32.040]  你做了這麼偉大的神學家了
[00:04:32.040 --> 00:04:34.600]  你做了這麼偉大的宣教士了
[00:04:34.600 --> 00:04:36.520]  你還有苦楚嗎?
[00:04:36.520 --> 00:04:39.320]  史迪說 我想起現在的苦楚
[00:04:39.320 --> 00:04:44.520]  但是將來的榮耀顯然 我就不再懼怕了
[00:04:44.520 --> 00:04:47.280]  中文詩翻譯做不足戒意了
[00:04:47.280 --> 00:04:49.000]  根本這些不成問題的
[00:04:49.000 --> 00:04:52.600]  哎呀 遇到有親友疾病 遇到經濟的起跌
[00:04:52.600 --> 00:04:55.360]  有心情裡面那種有時悲有時喜
[00:04:55.360 --> 00:04:59.160]  這些不再重要了 有什麼原因呢 阿Paul
[00:04:59.160 --> 00:05:01.000]  Paul就告訴這位同學聽
[00:05:01.000 --> 00:05:06.720]  第一件事情 原來我們今天在無窮的盼望之中
[00:05:06.720 --> 00:05:09.840]  你看聖經裡面在第八章
[00:05:09.840 --> 00:05:11.880]  它說我們無窮的盼望
[00:05:11.880 --> 00:05:16.080]  在第24節說 我們得救是在乎盼望
[00:05:16.080 --> 00:05:18.120]  但是現在的盼望
[00:05:18.120 --> 00:05:24.560]  如果現在的盼望只是所見的盼望不是盼望
[00:05:24.560 --> 00:05:27.680]  誰還盼望他所見的呢?
[00:05:27.680 --> 00:05:30.360]  但是我們若盼望那所不見的
[00:05:30.360 --> 00:05:33.000]  就必忍耐等候
[00:05:33.000 --> 00:05:36.800]  如果你和我這時候馬上面前有很豐富的早餐
[00:05:36.800 --> 00:05:39.800]  我們不用盼望在散會之後去吃早餐了
[00:05:39.800 --> 00:05:42.960]  現在就有了 這個是崇拜
[00:05:42.960 --> 00:05:47.680]  我們是領受屬靈的糧食 不是肉身的食物
[00:05:47.680 --> 00:05:52.160]  屬靈的食物 盼望一會兒9點20分之後會發生的
[00:05:52.160 --> 00:05:56.440]  原來在那個時候我才講到我們的食物
[00:05:56.440 --> 00:06:00.560]  那個是盼望 是一定會發生的 盼望會發生的
[00:06:00.560 --> 00:06:02.440]  因此我們在那個地方盼望
[00:06:02.440 --> 00:06:06.320]  但是現在我們的心集中在屬靈的糧食上
[00:06:06.320 --> 00:06:07.960]  當我們這樣盼望的時候
[00:06:07.960 --> 00:06:13.160]  真是感受到現在的環境很可能肚子在打鼓
[00:06:13.160 --> 00:06:14.840]  可能有些是缺乏的
[00:06:14.840 --> 00:06:17.960]  史迪保羅說 我們整個世界
[00:06:17.960 --> 00:06:21.200]  今天是在一個歎息之中
[00:06:21.200 --> 00:06:23.520]  我以為信了耶穌
[00:06:23.520 --> 00:06:26.760]  我就事事如意 蕩蕩如蜷
[00:06:26.760 --> 00:06:30.680]  不是啊 我們實在在許多的歎息之中
[00:06:30.680 --> 00:06:33.120]  去點明真相
[00:06:33.120 --> 00:06:36.880]  因此自從亞當夏娃犯罪之後
[00:06:36.880 --> 00:06:39.920]  我們的世界在罪患之中
[00:06:39.920 --> 00:06:45.120]  在痛苦裏面 在歎息之中 等候救贖
[00:06:45.120 --> 00:06:49.200]  我們的神有一個非常完美的救贖的計劃
[00:06:49.200 --> 00:06:51.920]  猜測祂獨身的兒子耶穌基督
[00:06:51.920 --> 00:06:54.800]  掛在十字架第三天復活
[00:06:54.800 --> 00:06:57.440]  是世人顯現了40天
[00:06:57.440 --> 00:07:01.240]  一個月零十天榮耀的升天
[00:07:01.240 --> 00:07:03.760]  還要榮耀的再來
[00:07:03.760 --> 00:07:06.160]  盼望就在前面
[00:07:06.160 --> 00:07:08.920]  現在還在歎息之中
[00:07:08.920 --> 00:07:10.440]  親愛的弟子們
[00:07:10.440 --> 00:07:14.680]  你和我的生活是活在歎息之中
[00:07:14.680 --> 00:07:17.800]  但是同樣活在盼望裏面
[00:07:17.800 --> 00:07:20.200]  不要因為眼前的一些歎息
[00:07:20.200 --> 00:07:23.920]  攔阻了我們對前面的盼望
[00:07:23.920 --> 00:07:27.520]  第二件事情 我們從今天開始讀聖經26字
[00:07:27.520 --> 00:07:31.200]  看到有第二件我們蒙受神的恩典
[00:07:31.200 --> 00:07:33.040]  有歎息 有盼望
[00:07:33.040 --> 00:07:39.040]  還有聖靈親自用算不出來的歎息為我們禱告
[00:07:39.040 --> 00:07:44.240]  當保羅在主後57年寫這封書信叫做《羅馬書》的時候
[00:07:44.240 --> 00:07:47.280]  他馬上想到那些收信的人
[00:07:47.280 --> 00:07:49.200]  也許當時他不會馬上想到
[00:07:49.200 --> 00:07:53.600]  今天在廬山閣有這麼多可愛的弟子會坐在那裏採儲
[00:07:53.600 --> 00:07:55.720]  他知道這封信會幫助很多人
[00:07:55.720 --> 00:07:57.600]  但是眼前是羅馬的人
[00:07:57.600 --> 00:08:00.360]  他就必須按照羅馬那裏的那些人
[00:08:00.360 --> 00:08:04.560]  他們所明白的話去寫這封書信
[00:08:04.560 --> 00:08:07.000]  當我們歎息的時候
[00:08:07.000 --> 00:08:08.640]  我們失望的時候
[00:08:08.640 --> 00:08:10.640]  可能有些地方深淵
[00:08:10.640 --> 00:08:12.160]  因此保羅有些地方說
[00:08:12.160 --> 00:08:16.320]  聖靈用算不出來的歎息為我們禱告
[00:08:16.320 --> 00:08:18.160]  第一 你和我都知道
[00:08:18.160 --> 00:08:20.160]  聖靈不是好像我們人那樣
[00:08:20.160 --> 00:08:23.640]  聖靈時無刻可以和三位
[00:08:23.640 --> 00:08:26.120]  聖父 聖子 聖靈
[00:08:26.120 --> 00:08:31.360]  聖靈和其他兩位在毫無間斷的交通
[00:08:31.360 --> 00:08:36.360]  因此聖靈和聖父和聖子可以傾做祈禱
[00:08:36.360 --> 00:08:39.240]  但是那個無間斷的交通
[00:08:39.240 --> 00:08:41.640]  保羅說我用祈禱來代表
[00:08:41.640 --> 00:08:45.200]  而且那種很深層的交往
[00:08:45.200 --> 00:08:48.920]  它又有算不出來的歎息
[00:08:48.920 --> 00:08:52.440]  為我們來禱告
[00:08:52.440 --> 00:08:55.440]  跟從羅木斯作為一個教會的小僕人
[00:08:55.440 --> 00:08:57.800]  很多時候我去到醫院探病
[00:08:57.800 --> 00:09:00.320]  當病人在那裏呻吟的時候
[00:09:00.320 --> 00:09:01.680]  歎息的時候
[00:09:01.680 --> 00:09:03.240]  我就為他祈禱
[00:09:03.240 --> 00:09:04.280]  我在那時候禱告
[00:09:04.280 --> 00:09:05.600]  我不能夠很興奮地說
[00:09:05.600 --> 00:09:06.760]  哎呀 阿彌陀佑
[00:09:06.760 --> 00:09:07.840]  我不會這樣做
[00:09:07.840 --> 00:09:11.240]  我就真是苦近他當時的感受
[00:09:11.240 --> 00:09:12.600]  為他禱告
[00:09:12.600 --> 00:09:14.680]  這是我們很敬愛的牧者們
[00:09:14.680 --> 00:09:17.640]  他常常為我們太古城堂的弟兄姊妹
[00:09:17.640 --> 00:09:19.480]  他們所花上的功夫
[00:09:19.480 --> 00:09:20.920]  有些我們眼睛看不到的
[00:09:20.920 --> 00:09:24.000]  但是他們為我們的禱告聖靈
[00:09:24.000 --> 00:09:25.680]  我們眼睛看不到的
[00:09:25.680 --> 00:09:26.760]  三位一體的
[00:09:26.760 --> 00:09:28.120]  第三位
[00:09:28.120 --> 00:09:31.320]  不斷地用說不來的歎息
[00:09:31.320 --> 00:09:32.840]  說不出來的歎息
[00:09:32.840 --> 00:09:35.960]  很深層了解你和我
[00:09:35.960 --> 00:09:38.760]  為你和我來禱告
[00:09:38.760 --> 00:09:40.760]  當我病患的時候
[00:09:40.760 --> 00:09:43.480]  當我是失學的話
[00:09:43.480 --> 00:09:44.960]  失業的話
[00:09:44.960 --> 00:09:46.400]  失戀的話
[00:09:46.400 --> 00:09:48.000]  在那段時間
[00:09:48.000 --> 00:09:50.160]  聖靈就在為我禱告
[00:09:50.160 --> 00:09:52.160]  有一個時候我還沒有信耶穌
[00:09:52.160 --> 00:09:54.560]  但是神一早就知道我
[00:09:54.560 --> 00:09:56.000]  在《伊伐索書》第一章說
[00:09:56.000 --> 00:09:58.120]  在創立世界以前
[00:09:58.120 --> 00:09:59.960]  我們腦海裡明白的
[00:09:59.960 --> 00:10:04.800]  神好像所有的電腦加起來的智慧
[00:10:04.800 --> 00:10:08.320]  或者大過所有電腦加起來的智慧
[00:10:08.320 --> 00:10:10.360]  祂認識你和我
[00:10:10.360 --> 00:10:12.320]  祂為你和我來禱告
[00:10:12.320 --> 00:10:13.960]  不但我們悔改
[00:10:13.960 --> 00:10:17.240]  歸向祂又能夠坐在祂的教會當中
[00:10:17.240 --> 00:10:19.000]  如同今日太古城裡面
[00:10:19.000 --> 00:10:21.440]  來勾過眾讚
[00:10:21.440 --> 00:10:24.800]  領受又實行祂的話語
[00:10:24.800 --> 00:10:26.000]  由這個星期
[00:10:26.000 --> 00:10:28.720]  我們活出耶穌基督的形象
[00:10:28.720 --> 00:10:31.360]  聖靈用說不出來的歎息
[00:10:31.360 --> 00:10:34.320]  很深層的理解了解
[00:10:34.320 --> 00:10:37.040]  為你和我來禱告
[00:10:37.040 --> 00:10:38.000]  作為基督徒
[00:10:38.000 --> 00:10:39.680]  我們何等得勝
[00:10:39.680 --> 00:10:41.040]  何等有福
[00:10:41.040 --> 00:10:43.000]  雖然在歎息之中
[00:10:43.000 --> 00:10:45.120]  但是我們在得勝的生活裡面
[00:10:45.120 --> 00:10:46.400]  盼望的生活裡面
[00:10:46.400 --> 00:10:48.920]  運一位三白一體的神
[00:10:48.920 --> 00:10:51.360]  勝負創造計劃
[00:10:51.360 --> 00:10:53.520]  聖旨道成肉身
[00:10:53.520 --> 00:10:56.160]  現在聖靈用說不出來
[00:10:56.160 --> 00:10:57.920]  深層的了解
[00:10:57.920 --> 00:10:59.520]  的歎息
[00:10:59.520 --> 00:11:01.920]  和我們同聲同氣
[00:11:01.920 --> 00:11:03.680]  輔奏我們的軟弱
[00:11:03.680 --> 00:11:05.600]  為我們來禱告
[00:11:05.600 --> 00:11:06.400]  我們感謝
[00:11:06.400 --> 00:11:07.360]  我們讚美
[00:11:07.360 --> 00:11:10.240]  原來這個神有一個非常美好的計劃
[00:11:10.240 --> 00:11:12.160]  是今天的第三件事
[00:11:12.160 --> 00:11:13.880]  歎息中有盼望
[00:11:13.880 --> 00:11:14.680]  就說不出來
[00:11:14.680 --> 00:11:15.680]  歎息和禱告
[00:11:15.680 --> 00:11:17.480]  神的美好計劃是怎樣的?
[00:11:17.480 --> 00:11:18.560]  在聖經裡面
[00:11:18.560 --> 00:11:22.160]  從第28節一直到第30節
[00:11:22.160 --> 00:11:24.240]  因為神在那裡
[00:11:24.240 --> 00:11:27.320]  預定我們成為祂的兒子
[00:11:27.320 --> 00:11:30.960]  定下效法祂兒子的模樣
[00:11:30.960 --> 00:11:33.240]  使祂的兒子耶穌基督
[00:11:33.240 --> 00:11:35.320]  在我們中信徒當中
[00:11:35.320 --> 00:11:36.640]  是長子
[00:11:36.640 --> 00:11:37.960]  是長兄
[00:11:37.960 --> 00:11:41.440]  然後這位神不但呼召我們
[00:11:41.440 --> 00:11:43.400]  並且稱我們為兒
[00:11:43.400 --> 00:11:44.600]  稱為兒的人
[00:11:44.600 --> 00:11:48.800]  又叫我們將來與神的兒子
[00:11:48.800 --> 00:11:51.440]  一同得到榮耀
[00:11:51.440 --> 00:11:54.080]  我們的心何等歡喜快樂
[00:11:54.080 --> 00:11:57.040]  能夠領受神的恩典
[00:11:57.040 --> 00:11:59.120]  用一些比方
[00:11:59.120 --> 00:12:00.720]  好像有些政治化
[00:12:00.720 --> 00:12:02.960]  但是這個生涯使我們能夠明白
[00:12:02.960 --> 00:12:06.080]  在上一次我們香港選特首的時候
[00:12:06.080 --> 00:12:08.640]  有兩位稍微熱門的人
[00:12:08.640 --> 00:12:12.160]  這兩位其中一位以前是政府的官員
[00:12:12.160 --> 00:12:13.880]  哎呀 她競選
[00:12:13.880 --> 00:12:15.880]  她盼望能夠得到成就
[00:12:15.880 --> 00:12:19.240]  終歸她不能夠得到做特首了
[00:12:19.240 --> 00:12:20.720]  另一個人做特首
[00:12:20.720 --> 00:12:22.400]  哎呀 她失望
[00:12:22.400 --> 00:12:23.720]  在失望的時候
[00:12:23.720 --> 00:12:25.480]  接著她被控告
[00:12:25.480 --> 00:12:27.280]  哎呀 她用很多的方法
[00:12:27.280 --> 00:12:29.640]  終歸使得定罪的不是她
[00:12:29.640 --> 00:12:30.880]  是第二個
[00:12:30.880 --> 00:12:31.960]  這個人
[00:12:31.960 --> 00:12:33.600]  她現在在香港
[00:12:33.600 --> 00:12:35.840]  當然有些人還很敬重她
[00:12:35.840 --> 00:12:37.880]  她的盼望在哪裏
[00:12:37.880 --> 00:12:40.040]  但是可能她沾沾自喜說
[00:12:40.040 --> 00:12:42.200]  如果我當時能夠得到她做特首
[00:12:42.200 --> 00:12:43.960]  我今天遇到很多很多的挑戰
[00:12:43.960 --> 00:12:45.400]  很多的煩惱
[00:12:45.400 --> 00:12:46.360]  她下去
[00:12:46.360 --> 00:12:49.000]  如果她真的信靠耶穌基督的話
[00:12:49.000 --> 00:12:51.720]  到現在我沒有一個消息說她信靠耶穌
[00:12:51.720 --> 00:12:53.560]  就算在人間
[00:12:53.560 --> 00:12:54.960]  在政治
[00:12:54.960 --> 00:12:58.000]  在社會上的地位遇到挫敗
[00:12:58.000 --> 00:13:01.000]  一個信靠耶穌基督的人
[00:13:01.000 --> 00:13:03.840]  在神祂自己的命定裏面
[00:13:03.840 --> 00:13:06.080]  一個命定做教徒的人
[00:13:06.080 --> 00:13:08.200]  神不僅選召她
[00:13:08.200 --> 00:13:10.160]  神不僅呼召她
[00:13:10.160 --> 00:13:15.320]  將來能夠跟神的兒子得到榮耀
[00:13:15.320 --> 00:13:17.400]  今朝有沒有親愛的弟兄姊妹
[00:13:17.400 --> 00:13:19.120]  你在你的工作上
[00:13:19.120 --> 00:13:20.400]  你的職位上
[00:13:20.400 --> 00:13:22.440]  都遇到一些挫折呢?
[00:13:22.440 --> 00:13:23.800]  感謝神
[00:13:23.800 --> 00:13:25.120]  神拯救你
[00:13:25.120 --> 00:13:28.840]  使你得到將來永遠的榮耀
[00:13:28.840 --> 00:13:30.720]  而且在這個世界上
[00:13:30.720 --> 00:13:33.120]  第28節在聖經裏面
[00:13:33.120 --> 00:13:36.240]  你和我最耳熟能詳
[00:13:36.240 --> 00:13:39.080]  上上得到安慰的聖經
[00:13:39.080 --> 00:13:41.080]  你和我好像在唸的時候
[00:13:41.080 --> 00:13:42.840]  我知道萬事如何
[00:13:42.840 --> 00:13:44.360]  互相效力
[00:13:44.360 --> 00:13:45.520]  叫哪些人呢?
[00:13:45.520 --> 00:13:47.000]  愛神的人
[00:13:47.000 --> 00:13:48.360]  盼望你和我
[00:13:48.360 --> 00:13:49.480]  得到什麼?
[00:13:49.480 --> 00:13:51.080]  得到益處
[00:13:51.080 --> 00:13:53.600]  在一個兩文三語的社會裏面
[00:13:53.600 --> 00:13:55.240]  我們何等樂意
[00:13:55.240 --> 00:13:58.640]  將這個聖經的英文稍為溫習一下
[00:13:58.640 --> 00:14:01.760]  原來萬事互相效力
[00:14:01.760 --> 00:14:06.280]  是All things work together
[00:14:06.280 --> 00:14:09.400]  for good to them that love the Lord
[00:14:09.400 --> 00:14:10.360]  萬事
[00:14:10.360 --> 00:14:11.280]  All things
[00:14:11.280 --> 00:14:12.400]  互相效力
[00:14:12.400 --> 00:14:13.600]  work together
[00:14:13.600 --> 00:14:14.760]  我真的明白
[00:14:14.760 --> 00:14:17.360]  但它就是互相的運作
[00:14:17.360 --> 00:14:19.560]  使得愛神的人
[00:14:19.560 --> 00:14:21.360]  都得到益處
[00:14:21.360 --> 00:14:23.120]  誰是愛神的人?
[00:14:23.120 --> 00:14:25.240]  今朝我不敢說自己愛神
[00:14:25.240 --> 00:14:28.240]  我只說今朝我們真的如同一首詩歌說
[00:14:28.240 --> 00:14:29.840]  在主日清早起
[00:14:29.840 --> 00:14:31.680]  新心靈在主裡
[00:14:31.680 --> 00:14:32.840]  得到安息
[00:14:32.840 --> 00:14:34.240]  我就來來來
[00:14:34.240 --> 00:14:35.880]  來到太古城堂
[00:14:35.880 --> 00:14:38.480]  與眾聖徒歐歌頌讚
[00:14:38.480 --> 00:14:39.920]  領受訊息
[00:14:39.920 --> 00:14:42.120]  回家去實行主的話語
[00:14:42.120 --> 00:14:44.160]  哎呀 這個就是我們主日所發生的
[00:14:44.160 --> 00:14:46.240]  但我們看到神的面前的時候
[00:14:46.240 --> 00:14:48.240]  原來祂呼召我們
[00:14:48.240 --> 00:14:50.240]  用我們的心愛祂
[00:14:50.240 --> 00:14:53.440]  然後祂稱我們為祂的兒女
[00:14:53.440 --> 00:14:56.120]  在永遠的角度裏面
[00:14:56.120 --> 00:15:01.120]  我們得到祂給我們的神兒女的那種地位
[00:15:01.120 --> 00:15:04.320]  我今天已經信耶穌成為神的兒女了
[00:15:04.320 --> 00:15:06.160]  但到祂回來的時候
[00:15:06.160 --> 00:15:08.480]  我就完全了解
[00:15:08.480 --> 00:15:10.120]  充分的了解
[00:15:10.120 --> 00:15:13.240]  做神的兒女那種榮耀
[00:15:13.240 --> 00:15:15.240]  那隻腳還這個世界
[00:15:15.240 --> 00:15:16.840]  我知道有嘆息
[00:15:16.840 --> 00:15:17.920]  有勞苦
[00:15:17.920 --> 00:15:19.600]  但所有的事情
[00:15:19.600 --> 00:15:21.800]  Work together for good
[00:15:21.800 --> 00:15:24.680]  一切使得我們得到益處
[00:15:24.680 --> 00:15:26.960]  一去過Work together for good
[00:15:26.960 --> 00:15:30.280]  中間經過一些海底隧道
[00:15:30.280 --> 00:15:32.400]  一些黑漆漆的通道
[00:15:32.400 --> 00:15:34.720]  一些人間的苦楚
[00:15:34.720 --> 00:15:36.560]  親人的離別
[00:15:36.560 --> 00:15:38.800]  自己生活上的經濟
[00:15:38.800 --> 00:15:41.120]  或者職位的那種喜樂
[00:15:41.120 --> 00:15:42.360]  那種起點
[00:15:42.360 --> 00:15:43.640]  但是感謝神
[00:15:43.640 --> 00:15:46.480]  一切是Work together for good
[00:15:46.480 --> 00:15:50.000]  使得愛神的人得到益處
[00:15:50.000 --> 00:15:51.240]  第四件事情
[00:15:51.240 --> 00:15:55.320]  就是今天我們特別提出來的經文裏面
[00:15:55.320 --> 00:15:59.600]  提及有三個看到我們很受感動的說話
[00:15:59.600 --> 00:16:01.880]  本來用一個問號的方法
[00:16:01.880 --> 00:16:03.560]  來提醒你和我
[00:16:03.560 --> 00:16:05.360]  這幾個問號是什麼呢?
[00:16:05.360 --> 00:16:07.080]  在第31節
[00:16:07.080 --> 00:16:09.360]  誰能抵擋?
[00:16:09.360 --> 00:16:12.640]  然後去到聖經裏面的第33節
[00:16:12.640 --> 00:16:14.760]  誰能控告?
[00:16:14.760 --> 00:16:17.640]  再看到聖經裏面的34節
[00:16:17.640 --> 00:16:18.760]  是講到什麼呢?
[00:16:18.760 --> 00:16:20.160]  或者35節
[00:16:20.160 --> 00:16:22.360]  誰能隔絕?
[00:16:22.360 --> 00:16:24.760]  誰能控告?
[00:16:24.760 --> 00:16:26.520]  誰能定罪?
[00:16:26.520 --> 00:16:28.240]  誰能隔絕?
[00:16:28.240 --> 00:16:33.520]  這個總題目是誰能抵擋我們?
[00:16:33.520 --> 00:16:35.560]  因此從第32節
[00:16:35.560 --> 00:16:37.960]  他是誰能抵擋開始
[00:16:37.960 --> 00:16:41.400]  誰能夠在地方站在對手面前
[00:16:41.400 --> 00:16:45.200]  誰能夠抵擋一個信靠耶穌基督的人
[00:16:45.200 --> 00:16:47.440]  使他變成零比一
[00:16:47.440 --> 00:16:49.520]  不單止一比一打和
[00:16:49.520 --> 00:16:53.280]  他能夠七比一得勝有餘
[00:16:53.280 --> 00:16:55.760]  他用幾個誰能的時候
[00:16:55.760 --> 00:16:57.600]  就反映你和我
[00:16:57.600 --> 00:17:00.160]  難道今天在散會的時候
[00:17:00.160 --> 00:17:02.520]  我把自己的名字寫上去
[00:17:02.520 --> 00:17:05.880]  原來魔鬼能夠抵擋我的?
[00:17:05.880 --> 00:17:09.200]  原來世界的勢力使我和基督的愛隔開?
[00:17:09.200 --> 00:17:10.000]  不是
[00:17:10.000 --> 00:17:14.680]  沒有一個勢力使我和基督的愛隔開
[00:17:14.680 --> 00:17:17.960]  沒有一個勢力能夠在地方控告我
[00:17:17.960 --> 00:17:23.160]  沒有一個勢力的地方在那裏使我和基督的愛來隔開
[00:17:23.160 --> 00:17:24.360]  我感謝神
