
[00:00:00.000 --> 00:00:02.200]  今天講到的題目就是
[00:02:43.960 --> 00:02:47.040]  全身都靠他聯絡得合適
[00:02:47.040 --> 00:02:49.120]  百折各按各職
[00:02:49.120 --> 00:02:52.440]  照著各體的功用彼此相助
[00:02:52.440 --> 00:02:55.040]  便叫身體漸漸增長
[00:02:55.040 --> 00:02:57.240]  在愛中建立自己
[00:02:57.240 --> 00:03:01.080]  所以我且在主裡確實的說
[00:03:01.080 --> 00:03:03.640]  你們行事不要再障礙
[00:03:03.640 --> 00:03:06.520]  幫人存虛妄的心行事
[00:03:06.520 --> 00:03:08.600]  他們心地昏昧
[00:03:08.600 --> 00:03:11.960]  與所次的生命隔絕了
[00:03:11.960 --> 00:03:13.960]  都因自己無知
[00:03:13.960 --> 00:03:15.480]  心裡光芒
[00:03:15.480 --> 00:03:17.560]  良心既然喪盡
[00:03:17.560 --> 00:03:19.240]  就放縱私慾
[00:03:19.240 --> 00:03:21.440]  貪行種種的污穢
[00:03:21.440 --> 00:03:23.080]  你們學了基督
[00:03:23.080 --> 00:03:24.920]  卻不是這樣
[00:03:24.920 --> 00:03:27.560]  如果你們聽過他的道
[00:03:27.560 --> 00:03:29.120]  領了他的教
[00:03:29.120 --> 00:03:30.920]  學了他的真理
[00:03:30.920 --> 00:03:35.040]  就要脫去你們從前行為上的舊人
[00:03:35.040 --> 00:03:37.720]  這舊人是因私慾的迷惑
[00:03:37.720 --> 00:03:39.440]  漸漸變壞的
[00:03:39.440 --> 00:03:42.840]  又要將你們的心智改換一新
[00:03:42.840 --> 00:03:44.880]  並且遷上新人
[00:03:44.880 --> 00:03:47.480]  這新人是叫若神的形象
[00:03:47.480 --> 00:03:51.080]  做的有因的人而和成見
[00:03:51.080 --> 00:03:53.640]  所以你們要棄絕謊言
[00:03:53.640 --> 00:03:56.240]  各人與鄰舍說實話
[00:03:56.240 --> 00:03:59.440]  因為我們是互為之體
[00:03:59.440 --> 00:04:01.640]  生氣卻不要犯罪
[00:04:01.640 --> 00:04:03.680]  不可含怒到日落
[00:04:03.680 --> 00:04:06.480]  也不可吸魔鬼留地步
[00:04:06.480 --> 00:04:09.560]  從此偷竊的不要再偷
[00:04:09.560 --> 00:04:10.840]  總要勞力
[00:04:10.840 --> 00:04:12.920]  親手做正經事
[00:04:12.920 --> 00:04:16.280]  就可有如分級拿缺少的人
[00:04:16.280 --> 00:04:19.560]  污穢的言語一句也不出口
[00:04:19.560 --> 00:04:22.760]  只要隨時說做舊人的好話
[00:04:22.760 --> 00:04:25.200]  要聽見的人得益處
[00:04:25.200 --> 00:04:27.920]  不要叫神的聖名擔憂
[00:04:27.920 --> 00:04:30.880]  你們原是受了他的印記
[00:04:30.880 --> 00:04:33.440]  等候得贖的日子來到
[00:04:33.440 --> 00:04:38.360]  一切苦毒、惱恨、憤怒、讓罵、毀謗
[00:04:38.360 --> 00:04:40.120]  並一切的惡毒
[00:04:40.120 --> 00:04:43.120]  都要從你們中間除掉
[00:04:43.120 --> 00:04:45.480]  並要以恩慈相待
[00:04:45.480 --> 00:04:48.480]  全憐憫的心彼此饒恕
[00:04:48.480 --> 00:04:50.480]  正如神在基督裡
[00:04:50.480 --> 00:04:52.560]  饒恕了你們每一天
[00:04:52.560 --> 00:04:55.760]  好,這段經文非常之好
[00:04:55.760 --> 00:04:59.240]  就是說在很多實際的事情上
[00:04:59.240 --> 00:05:01.160]  給我們很多的提醒
[00:05:01.160 --> 00:05:05.240]  我們在生活上應該要注意些什麼
[00:05:05.240 --> 00:05:08.000]  我們留意到保羅在寫《已不所書》
[00:05:08.000 --> 00:05:09.280]  這一章的時候
[00:05:09.280 --> 00:05:12.240]  一開頭就講了一個大的框架
[00:05:12.240 --> 00:05:14.760]  這個框架很重要,大家都知道
[00:05:14.760 --> 00:05:18.360]  框架是不可以去改變的
[00:05:18.360 --> 00:05:20.920]  這個框架就是我們一主一信一神
[00:05:20.920 --> 00:05:23.440]  這個大前提底下
[00:05:23.440 --> 00:05:25.040]  來再去講這個信仰
[00:05:25.040 --> 00:05:26.720]  在這個框架裡面
[00:05:26.720 --> 00:05:30.120]  接著就要站穩,不要動搖
[00:05:30.120 --> 00:05:34.240]  不要給一些不正確、似是而非
[00:05:34.240 --> 00:05:38.160]  的信仰觀點、講法、說法、做法
[00:05:38.160 --> 00:05:41.680]  來使我們信得不再正確
[00:05:41.680 --> 00:05:43.240]  這是重要的
[00:05:43.240 --> 00:05:44.480]  在這個框架裡面
[00:05:44.480 --> 00:05:47.120]  要正確地去信
[00:05:47.120 --> 00:05:52.480]  接著就講到很多行為上的具體提醒是怎麼樣的
[00:05:52.480 --> 00:05:53.840]  第一句說話
[00:05:53.840 --> 00:05:56.480]  就是
[00:05:56.480 --> 00:06:02.480]  應該要看回這一句
[00:06:02.480 --> 00:06:06.440]  凡事長進,憐於元首基督
[00:06:06.440 --> 00:06:08.080]  就是今天的題目
[00:06:08.080 --> 00:06:10.720]  我們用愛心說誠實話
[00:06:10.720 --> 00:06:12.760]  凡事長進,憐於元首基督
[00:06:12.760 --> 00:06:13.560]  這一句說話
[00:06:13.560 --> 00:06:14.880]  如果你很多讀過的不記得
[00:06:14.880 --> 00:06:16.000]  記住這一句
[00:06:16.000 --> 00:06:20.160]  所以其實我今天回來很急忙地拆了報告板上的那一句
[00:06:20.160 --> 00:06:22.000]  大家看到沒有了
[00:06:22.000 --> 00:06:23.480]  所以講完這一堂道之後
[00:06:23.480 --> 00:06:24.600]  今年的連題
[00:06:24.600 --> 00:06:26.840]  就會是今天的題目
[00:06:26.840 --> 00:06:29.720]  凡事長進,憐於基督
[00:06:29.720 --> 00:06:31.120]  經文就是憐於元首基督
[00:06:31.120 --> 00:06:32.840]  那我們順口一點
[00:06:32.840 --> 00:06:33.560]  四個字
[00:06:33.560 --> 00:06:35.680]  凡事長進,憐於基督
[00:06:35.680 --> 00:06:37.160]  你今年就記住這一點
[00:06:37.160 --> 00:06:38.760]  你做凡事的時候
[00:06:38.760 --> 00:06:41.160]  你有沒有憐於基督呢?
[00:06:41.160 --> 00:06:44.400]  你可以假設你旁邊有一個基督在
[00:06:44.400 --> 00:06:46.640]  經常都跟你在一起的
[00:06:46.640 --> 00:06:48.320]  那麼你做凡事的時候
[00:06:48.320 --> 00:06:49.800]  有沒有憐於他呢?
[00:06:49.800 --> 00:06:51.000]  有憐於他的時候
[00:06:51.000 --> 00:06:53.000]  那麼你就很自然地
[00:06:53.000 --> 00:06:55.840]  有很多事情應不應該做
[00:06:55.840 --> 00:06:56.760]  好不好做呢?
[00:06:56.760 --> 00:06:58.760]  你就自動會知道了
[00:06:58.760 --> 00:07:00.960]  那麼你剛才聽那個良心老闆
[00:07:00.960 --> 00:07:02.800]  就非常感恩
[00:07:02.800 --> 00:07:04.520]  有一個這樣的老闆
[00:07:04.520 --> 00:07:05.440]  那麼就是了
[00:07:05.440 --> 00:07:07.240]  如果他信主就更加好了
[00:07:07.240 --> 00:07:08.560]  就是能夠作出這個決定
[00:07:08.560 --> 00:07:10.000]  應該是要這樣的
[00:07:10.000 --> 00:07:10.960]  做得到的時候
[00:07:10.960 --> 00:07:12.320]  要善待那些人的
[00:07:12.320 --> 00:07:13.760]  就不是剝削他
[00:07:13.760 --> 00:07:14.840]  法例是這樣的
[00:07:14.840 --> 00:07:17.080]  就最少給你一個適合的例子
[00:07:17.080 --> 00:07:18.080]  那就不好
[00:07:18.080 --> 00:07:24.080]  所以憐於基督這個事實很重要
[00:07:24.080 --> 00:07:27.200]  我們有沒有尊重這個憐於基督的關係呢?
[00:07:27.200 --> 00:07:28.680]  這句話大家記住
[00:07:28.680 --> 00:07:30.200]  具體的我們看下去
[00:07:30.200 --> 00:07:34.160]  我們就重回17節開始看
[00:07:34.160 --> 00:07:36.680]  那麼整段經文很多都很重要
[00:07:36.680 --> 00:07:39.920]  那麼我就選了幾個重點來跟大家分享
[00:07:39.920 --> 00:07:43.000]  那麼第17節那裡講的就是我們的身份
[00:07:43.360 --> 00:07:44.680]  我們信了主的人
[00:07:44.680 --> 00:07:47.720]  二弗所書是保羅寫給那些信主的人的
[00:07:47.720 --> 00:07:49.440]  這些信主的人他說
[00:07:49.440 --> 00:07:52.200]  你們不要再仗外邦人了
[00:07:52.200 --> 00:07:54.360]  在當時的世界分得很清楚
[00:07:54.360 --> 00:07:55.480]  信主的人
[00:07:55.480 --> 00:08:00.400]  就變成了好像他們猶太人信仰的一群人那樣
[00:08:00.400 --> 00:08:02.320]  是主的兒女
[00:08:02.320 --> 00:08:03.800]  就跟那些外邦人
[00:08:03.800 --> 00:08:05.720]  外邦人這個字
[00:08:05.720 --> 00:08:08.960]  不僅僅是指外國人這麼簡單
[00:08:08.960 --> 00:08:10.560]  就是那些不信主的人
[00:08:10.560 --> 00:08:12.240]  那些神以外的人
[00:08:12.240 --> 00:08:14.720]  那些冥頑不靈的罪人
[00:08:14.720 --> 00:08:16.640]  就是在他們信仰的群體裡面
[00:08:16.640 --> 00:08:19.960]  一提到外邦人就有這樣的感覺
[00:08:19.960 --> 00:08:21.280]  知道一提到外邦人
[00:08:21.280 --> 00:08:21.880]  哇
[00:08:21.880 --> 00:08:24.320]  那些經常犯罪的
[00:08:24.320 --> 00:08:25.880]  就是不認識神
[00:08:25.880 --> 00:08:27.040]  背棄神
[00:08:27.040 --> 00:08:29.640]  專做一些我不作的事情
[00:08:29.640 --> 00:08:31.760]  就是看到這麼極端的
[00:08:31.760 --> 00:08:33.000]  所以這裡一提到
[00:08:33.000 --> 00:08:34.160]  你們信了主了
[00:08:34.160 --> 00:08:36.720]  不要再像外邦人那樣
[00:08:36.720 --> 00:08:38.640]  就給他們一個很大的提醒
[00:08:38.640 --> 00:08:41.400]  就是他們的身份上面現在改變了
[00:08:41.400 --> 00:08:43.200]  不要再像外邦人那樣
[00:08:43.200 --> 00:08:45.400]  這個給我們一個很大的提醒
[00:08:45.400 --> 00:08:46.720]  我們這次信了主的人
[00:08:46.720 --> 00:08:48.120]  我們是神的兒女
[00:08:48.120 --> 00:08:49.400]  做很多事情
[00:08:49.400 --> 00:08:50.680]  對待很多的人
[00:08:50.680 --> 00:08:54.360]  我們不是再像普通世人那樣的感覺
[00:08:54.360 --> 00:08:59.240]  我很多年前經常問一個問題
[00:08:59.240 --> 00:09:02.720]  但是很多時候問的人都不是真正明白我的
[00:09:02.720 --> 00:09:05.760]  我又說那些最起碼是合彩的
[00:09:05.760 --> 00:09:06.520]  不信的人
[00:09:06.520 --> 00:09:08.280]  就說現在我告訴你
[00:09:08.280 --> 00:09:10.920]  有六個號碼是一定下一期會中的
[00:09:12.040 --> 00:09:14.440]  那麼你作為基督徒你買不買呢?
[00:09:14.440 --> 00:09:17.000]  我問的時候有些弟兄說
[00:09:17.000 --> 00:09:18.040]  買啊
[00:09:18.040 --> 00:09:19.080]  一定中的
[00:09:19.080 --> 00:09:21.480]  我說為什麼呢?
[00:09:21.480 --> 00:09:24.400]  一定中也不一定要買的
[00:09:24.400 --> 00:09:26.040]  你買了
[00:09:26.040 --> 00:09:29.560]  你用這個途徑去拿錢來做什麼呢?
[00:09:29.560 --> 00:09:31.600]  有些人就很正氣的
[00:09:31.600 --> 00:09:34.360]  我就拿了十分之一去奉獻
[00:09:34.360 --> 00:09:39.200]  不是說你奉獻了十分之一的那筆錢就變成了很正義的
[00:09:39.200 --> 00:09:42.120]  用一個這樣的途徑來得到一筆錢
[00:09:42.120 --> 00:09:44.880]  為什麼你要用一個這樣的途徑呢?
[00:09:44.880 --> 00:09:47.160]  就是那個手法的問題
[00:09:47.160 --> 00:09:50.760]  所以有些事情是我們不應該做的
[00:09:50.760 --> 00:09:52.680]  有利益
[00:09:52.680 --> 00:09:55.280]  我們不是為了利益就一定要做
[00:09:55.280 --> 00:09:56.280]  世人就不一樣
[00:09:56.280 --> 00:09:58.480]  世人為了利益就一定會做的
[00:09:58.480 --> 00:10:00.160]  我們基督徒去考慮很多事情
[00:10:00.160 --> 00:10:01.840]  是不是一定要考慮利益呢?
[00:10:01.840 --> 00:10:04.960]  這個不是我們第一
[00:10:04.960 --> 00:10:05.960]  最重要
[00:10:05.960 --> 00:10:07.360]  說是唯一的考慮
[00:10:07.360 --> 00:10:09.840]  我們第一、最重要、唯一的考慮就是
[00:10:09.840 --> 00:10:12.760]  這樣做主開不開心的呢?
[00:10:12.760 --> 00:10:14.440]  主想不想我們這樣做呢?
[00:10:14.440 --> 00:10:15.960]  你要想這件事
[00:10:15.960 --> 00:10:18.200]  那麼你那麼憐於基督的時候
[00:10:18.200 --> 00:10:20.280]  你就想一下那六個號碼你買不買
[00:10:20.280 --> 00:10:22.000]  真的一定中的
[00:10:22.000 --> 00:10:23.040]  明白我的意思嗎?
[00:10:23.040 --> 00:10:24.680]  所以憐於基督很重要
[00:10:24.680 --> 00:10:26.600]  我們已經不再是外邦人
[00:10:26.600 --> 00:10:27.280]  很重要
[00:10:27.280 --> 00:10:30.720]  不再是好像世人那樣去想一些事情
[00:10:30.720 --> 00:10:31.880]  去考慮一些事情
[00:10:31.880 --> 00:10:33.120]  去決定我們的行為
[00:10:33.120 --> 00:10:34.120]  很重要
[00:10:34.120 --> 00:10:36.400]  這個是第一點
[00:10:36.400 --> 00:10:38.160]  那麼我會一直跳下去
[00:10:38.160 --> 00:10:40.720]  有一些可能你都覺得很重要的要點
[00:10:40.720 --> 00:10:41.600]  我未必有看的
[00:10:41.600 --> 00:10:43.840]  那麼我都是選了一些我看到的
[00:10:43.840 --> 00:10:44.680]  其實也很多
[00:10:44.680 --> 00:10:46.000]  那麼第一個就是說
[00:10:46.000 --> 00:10:47.320]  我們不再是外邦人
[00:10:47.320 --> 00:10:48.240]  我們是什麼人呢?
[00:10:48.240 --> 00:10:49.880]  我們是學了基督
[00:10:49.880 --> 00:10:52.760]  這一句他說學了基督是指信了基督
[00:10:52.760 --> 00:10:56.280]  也領受了從基督而來的真理
[00:10:56.280 --> 00:10:58.200]  我們信服他、接受他
[00:10:58.200 --> 00:10:59.520]  那麼他學了基督
[00:10:59.520 --> 00:11:01.440]  我們這樣學了基督的人
[00:11:01.440 --> 00:11:02.640]  卻不是這樣
[00:11:02.640 --> 00:11:06.680]  就是不像那些不信主的人那樣來做事
[00:11:06.680 --> 00:11:07.800]  明白嗎?
[00:11:07.800 --> 00:11:09.720]  那麼接著就是說
[00:11:09.720 --> 00:11:13.760]  我們脫去從前行為上的舊人
[00:11:13.760 --> 00:11:16.320]  這裡用一個好像穿衣服、脫衣服的形式
[00:11:16.320 --> 00:11:18.120]  我也覺得挺好的提醒
[00:11:18.120 --> 00:11:19.880]  脫去了舊人
[00:11:19.880 --> 00:11:22.480]  就等於你信主的時候
[00:11:22.480 --> 00:11:23.760]  那件衣服很髒
[00:11:23.760 --> 00:11:24.920]  脫掉它不要
[00:11:24.920 --> 00:11:26.440]  換一件新衣服
[00:11:26.440 --> 00:11:28.040]  穿上了一個新人
[00:11:28.040 --> 00:11:31.480]  這個新人是照著神的形象做的
[00:11:31.480 --> 00:11:33.840]  有真理的仁義和聖潔
[00:11:33.840 --> 00:11:38.400]  那麼我們很多都經歷過
[00:11:38.400 --> 00:11:42.000]  英國政府統治的殖民地時代
[00:11:42.000 --> 00:11:44.160]  那時候英女皇來香港的時候
[00:11:44.160 --> 00:11:45.120]  大家出生了沒有?
[00:11:45.120 --> 00:11:46.760]  有些出生了
[00:11:46.760 --> 00:11:47.800]  很噓恨的
[00:11:47.800 --> 00:11:49.200]  英女皇來的
[00:11:49.200 --> 00:11:51.200]  那麼英女皇來的時候
[00:11:51.200 --> 00:11:53.920]  很多人就去看看英女皇
[00:11:53.920 --> 00:11:57.240]  那麼政府又安排了英女皇去探訪一些人
[00:11:57.240 --> 00:11:58.440]  一些屋邨的那些
[00:11:58.440 --> 00:12:00.960]  就事先跟他聯絡好
[00:12:00.960 --> 00:12:05.000]  當然不會原裝地一進去
[00:12:05.000 --> 00:12:06.480]  那間屋是怎麼樣就怎麼樣
[00:12:06.480 --> 00:12:07.880]  或者做房屋署的那些
[00:12:07.880 --> 00:12:09.120]  有沒有經歷過那時候
[00:12:09.120 --> 00:12:10.160]  是不是你安排的?
[00:12:10.160 --> 00:12:11.800]  就是去探訪哪一家人
[00:12:11.800 --> 00:12:12.720]  那麼首先去那裡
[00:12:12.720 --> 00:12:13.760]  你家是怎麼樣的?
[00:12:13.760 --> 00:12:15.320]  有沒有藏了什麼炸彈?
[00:12:15.320 --> 00:12:17.160]  有沒有藏了什麼刀劍?
[00:12:17.160 --> 00:12:18.880]  就是傷害了英女皇
[00:12:18.880 --> 00:12:19.920]  說你那間屋子太醜了
[00:12:19.920 --> 00:12:21.320]  就幫你全郵過了
[00:12:21.320 --> 00:12:22.080]  就是
[00:12:22.080 --> 00:12:23.680]  不會是吧?
[00:12:23.680 --> 00:12:28.080]  但是起碼都會跟那些人講一下
[00:12:28.080 --> 00:12:29.520]  你看到英女皇的時候
[00:12:29.840 --> 00:12:32.040]  你不要亂講話
[00:12:32.040 --> 00:12:33.760]  你要有一些禮貌
[00:12:33.760 --> 00:12:35.960]  你就看看怎麼樣握手
[00:12:35.960 --> 00:12:36.840]  他們好像
[00:12:36.840 --> 00:12:38.480]  我聽不知道是誰說的
[00:12:38.480 --> 00:12:40.480]  跟英女皇握手不要出力
[00:12:40.480 --> 00:12:42.200]  就是你不要像有些人好像蛇那樣
[00:12:42.200 --> 00:12:43.080]  握手大力一點
[00:12:43.080 --> 00:12:43.760]  不行的
[00:12:43.760 --> 00:12:46.320]  要輕輕力這樣握一握
[00:12:46.320 --> 00:12:47.160]  這樣就可以了
[00:12:47.160 --> 00:12:50.720]  那麼女士就可能要跪一跪
[00:12:50.720 --> 00:12:51.760]  就是禮儀
[00:12:51.760 --> 00:12:53.240]  為什麼要這樣呢?
[00:12:53.240 --> 00:12:56.000]  我們見英女皇現在
[00:12:56.000 --> 00:12:56.800]  明白了嗎?
[00:12:56.800 --> 00:12:59.080]  是應有的禮儀
[00:12:59.880 --> 00:13:00.600]  我們很有趣的
[00:13:00.600 --> 00:13:04.240]  我們見英女皇都會遵守一下禮儀
[00:13:04.240 --> 00:13:07.360]  我們去到見萬軍的臣的時候
[00:13:07.360 --> 00:13:09.400]  很多人是沒有什麼禮儀的
[00:13:09.400 --> 00:13:11.600]  好像覺得沒什麼所謂
[00:13:11.600 --> 00:13:12.440]  那麼你說
[00:13:12.440 --> 00:13:15.080]  這個是兩邊都可以講的
[00:13:15.080 --> 00:13:17.280]  就是說我們的父母隨便一點都可以
[00:13:17.280 --> 00:13:18.200]  很親的
[00:13:18.200 --> 00:13:18.880]  是的
[00:13:18.880 --> 00:13:22.240]  但是另一面他是一個萬軍的耶和華
[00:13:22.240 --> 00:13:24.960]  是一個尊榮的君王
[00:13:24.960 --> 00:13:27.000]  你怎麼樣去到他面前呢?
[00:13:27.000 --> 00:13:28.800]  你就要謹慎你的行為
[00:13:29.480 --> 00:13:30.360]  你要聖潔
[00:13:30.360 --> 00:13:31.400]  你要有禮貌
[00:13:31.400 --> 00:13:33.000]  你要尊重那個場合
[00:13:33.000 --> 00:13:34.960]  見英女皇都要這樣
[00:13:34.960 --> 00:13:37.120]  那麼你見萬軍的王會怎麼樣呢?
[00:13:37.120 --> 00:13:38.000]  如果記得
[00:13:38.000 --> 00:13:39.440]  在《馬太福音》
[00:13:39.440 --> 00:13:41.240]  大家有看福音書
[00:13:41.240 --> 00:13:43.240]  二十二章那裡就記載有一個王
[00:13:43.240 --> 00:13:44.480]  耶穌用一個比喻
[00:13:44.480 --> 00:13:46.400]  說他大排筵席
[00:13:46.400 --> 00:13:48.000]  他請了一些賓客
[00:13:48.000 --> 00:13:50.160]  那些賓客很多都不來
[00:13:50.160 --> 00:13:52.040]  很多都不來的時候
[00:13:52.040 --> 00:13:54.160]  那個王就叫那些侍從說
[00:13:54.160 --> 00:13:55.040]  出去外面
[00:13:55.040 --> 00:13:56.800]  隨便拉一些人進來
[00:13:56.800 --> 00:13:58.960]  喜歡進來的就進來吧
[00:13:58.960 --> 00:13:59.800]  這樣
[00:13:59.800 --> 00:14:01.800]  這個故事還沒有在這裡完結
[00:14:01.800 --> 00:14:02.960]  進來的時候
[00:14:02.960 --> 00:14:05.000]  再講到下面他就說
[00:14:05.000 --> 00:14:05.640]  咦?
[00:14:05.640 --> 00:14:07.040]  進來的賓客
[00:14:07.040 --> 00:14:09.440]  都要穿上禮服的
[00:14:09.440 --> 00:14:10.640]  有沒有記得?
[00:14:10.640 --> 00:14:12.960]  但是其中有一個沒有穿禮服
[00:14:12.960 --> 00:14:15.360]  那麼那個王就吩咐
[00:14:15.360 --> 00:14:16.040]  咦?
[00:14:16.040 --> 00:14:17.600]  這個人沒有穿禮服的
[00:14:17.600 --> 00:14:19.160]  出去
[00:14:19.160 --> 00:14:20.360]  哀哭切詞
[00:14:20.360 --> 00:14:22.200]  為什麼呢?
[00:14:22.200 --> 00:14:23.600]  那麼
[00:14:23.600 --> 00:14:24.760]  就讓我想起了
[00:14:24.760 --> 00:14:26.280]  好像這個脫去舊人
[00:14:26.280 --> 00:14:27.720]  穿上新人那樣
[00:14:27.720 --> 00:14:29.200]  你去到神的面前
[00:14:29.200 --> 00:14:30.680]  你要穿上新人
[00:14:30.680 --> 00:14:33.040]  你舊時的行為
[00:14:33.040 --> 00:14:36.360]  喜好、習慣等等
[00:14:36.360 --> 00:14:37.160]  那些
[00:14:37.160 --> 00:14:38.040]  是不對的
[00:14:38.040 --> 00:14:39.000]  就是神不喜歡
[00:14:39.000 --> 00:14:40.280]  你要穿上新人
[00:14:40.280 --> 00:14:42.320]  這個新人有真理的人兒
[00:14:42.320 --> 00:14:43.280]  聖潔
[00:14:43.280 --> 00:14:47.480]  你有沒有從聖經裡面學習到那些
[00:14:47.480 --> 00:14:49.280]  真理的人兒
[00:14:49.280 --> 00:14:50.760]  行為的聖潔
[00:14:50.760 --> 00:14:52.520]  來遵從
[00:14:52.520 --> 00:14:53.920]  來學習呢?
[00:14:53.920 --> 00:14:55.600]  那個就是穿上新人
[00:14:55.600 --> 00:14:57.240]  如果你沒有的時候
[00:14:57.720 --> 00:15:00.600]  好像有些人的信仰不正確地認為
[00:15:00.600 --> 00:15:01.840]  可以了,我信了主了
[00:15:01.840 --> 00:15:03.000]  我淹死了
[00:15:03.000 --> 00:15:04.080]  搞定
[00:15:04.080 --> 00:15:05.160]  那麼以後有什麼事
[00:15:05.160 --> 00:15:05.840]  不怕的
[00:15:05.840 --> 00:15:07.400]  弟子神會原諒我的
[00:15:07.400 --> 00:15:08.800]  一樣進到天堂
[00:15:08.800 --> 00:15:11.080]  如果你存了這樣的心的時候
[00:15:11.080 --> 00:15:13.160]  恐怕你那個信
[00:15:13.160 --> 00:15:14.680]  未必是那麼真
[00:15:14.680 --> 00:15:16.920]  你是不是那個所謂的信
[00:15:16.920 --> 00:15:18.640]  其實你是利用了這個宗教
[00:15:18.640 --> 00:15:19.920]  好像拿了護照
[00:15:19.920 --> 00:15:22.000]  就一定進到天堂
[00:15:22.000 --> 00:15:24.280]  接著就去吃喝玩樂
[00:15:24.280 --> 00:15:27.080]  尋求你自己的理想呢?
[00:15:27.480 --> 00:15:28.680]  這個我們要很小心
[00:15:28.680 --> 00:15:30.600]  我們的信仰在神面前要這樣檢討
[00:15:30.600 --> 00:15:33.200]  我們有沒有穿上禮服
[00:15:33.200 --> 00:15:36.680]  有沒有脫去了舊人的那件衣服
[00:15:36.680 --> 00:15:38.640]  穿上一個新人的衣服
[00:15:38.640 --> 00:15:40.840]  這個就
[00:15:40.840 --> 00:15:42.880]  你說有時候有些人
[00:15:42.880 --> 00:15:43.960]  我們看一些聖經
[00:15:43.960 --> 00:15:45.880]  說聖經怎麼要求我們
[00:15:45.880 --> 00:15:47.360]  或者怎麼教導我們
