
[00:00:00.000 --> 00:00:02.000]  各位頂子妹,願你們平安
[00:04:07.000 --> 00:04:10.000]  結果就在那裡,耶穌就首先向
[00:04:10.000 --> 00:04:13.000]  馬利亞這些婦女去顯現,記不記得?
[00:04:13.000 --> 00:04:16.000]  是,不記得你可以上網重溫上個禮拜的崇拜
[00:04:16.000 --> 00:04:19.000]  這個也是聖經裡面幾卷三書都有記載
[00:04:19.000 --> 00:04:21.000]  就是耶穌向婦女們顯現
[00:04:21.000 --> 00:04:23.000]  另外就是約翰福音
[00:04:23.000 --> 00:04:24.000]  我們今天這裡是二十章
[00:04:24.000 --> 00:04:25.000]  另外就是二十一章
[00:04:25.000 --> 00:04:27.000]  二十一章一到二十三節都是很熟悉的
[00:04:27.000 --> 00:04:29.000]  因為那個內容就是講什麼呢?
[00:04:29.000 --> 00:04:32.000]  就是講那些打魚的門徒就遇回耶穌了
[00:04:32.000 --> 00:04:34.000]  特別是彼得,耶穌就再問他
[00:04:34.000 --> 00:04:37.000]  你愛我比這室更深,問他三次
[00:04:37.000 --> 00:04:39.000]  記不記得?又記得我
[00:04:39.000 --> 00:04:41.000]  不記得不要緊,下個禮拜回來
[00:04:41.000 --> 00:04:44.000]  下個禮拜李牧師應該就會講這篇講道
[00:04:44.000 --> 00:04:47.000]  除了這些經文之外
[00:04:47.000 --> 00:04:51.000]  下個禮拜講的就會特別再呼喚彼得
[00:04:51.000 --> 00:04:54.000]  聖經刻意說,約翰福音說這個是第三次顯現
[00:04:54.000 --> 00:04:57.000]  但是在約翰福音描述的第三次顯現之前
[00:04:57.000 --> 00:05:00.000]  就有第一和第二次顯現了
[00:05:00.000 --> 00:05:01.000]  第一和第二次顯現
[00:05:01.000 --> 00:05:05.000]  就是正正今天經文所涵蓋的內容
[00:05:05.000 --> 00:05:08.000]  約翰福音第二十章裡面一開始講的這個故事
[00:05:08.000 --> 00:05:10.000]  這個內容很有趣的
[00:05:10.000 --> 00:05:11.000]  這裡我會這樣描述
[00:05:11.000 --> 00:05:13.000]  我說其實是一個顯現的故事
[00:05:13.000 --> 00:05:17.000]  不過是連續兩個星期在同一個地方
[00:05:17.000 --> 00:05:20.000]  耶穌有同一個方式去顯現的
[00:05:20.000 --> 00:05:21.000]  留意這段經文很有趣
[00:05:21.000 --> 00:05:23.000]  耶穌是用同一個方式
[00:05:23.000 --> 00:05:26.000]  同一個地方,只是隔了一個禮拜
[00:05:26.000 --> 00:05:27.000]  同樣地這樣顯現
[00:05:27.000 --> 00:05:29.000]  所以我會這樣一齊
[00:05:29.000 --> 00:05:31.000]  將兩個顯現的故事變成一個故事
[00:05:31.000 --> 00:05:34.000]  給大家去理解和認識
[00:05:34.000 --> 00:05:36.000]  回到常見經文一開始
[00:05:36.000 --> 00:05:38.000]  聖經裡面說那一天
[00:05:38.000 --> 00:05:40.000]  特別括著的就是七天的第一天
[00:05:40.000 --> 00:05:43.000]  就是告訴你,記得是那一天,就是那一天
[00:05:43.000 --> 00:05:46.000]  其實就是白天早上
[00:05:46.000 --> 00:05:49.000]  瑪利亞去到墳墓裡面見到復活的主
[00:05:49.000 --> 00:05:53.000]  接著晚上,耶穌就在當中同門徒顯現了
[00:05:53.000 --> 00:05:55.000]  在那一天晚上,門徒所在的地方
[00:05:55.000 --> 00:05:57.000]  因為怕猶太人就關了門
[00:05:57.000 --> 00:05:59.000]  耶穌就來站在他們中間跟他們說
[00:05:59.000 --> 00:06:01.000]  願你們平安
[00:06:01.000 --> 00:06:04.000]  說完這句話就給手和肋膀紙給他們看
[00:06:04.000 --> 00:06:09.000]  聖經裡面說門徒看見主就起落了
[00:06:09.000 --> 00:06:11.000]  一開始有一個很特別的背景
[00:06:11.000 --> 00:06:14.000]  就是當時門徒在屋裡面躲起來
[00:06:14.000 --> 00:06:17.000]  關了門,因為很害怕
[00:06:17.000 --> 00:06:18.000]  為什麼害怕?很簡單
[00:06:18.000 --> 00:06:19.000]  耶穌被捉拿,是不是?
[00:06:19.000 --> 00:06:21.000]  耶穌被審判,甚至被釘
[00:06:21.000 --> 00:06:24.000]  所以這班門徒就很害怕,就四散
[00:06:24.000 --> 00:06:26.000]  所以我們經常熟悉的門徒裡面
[00:06:26.000 --> 00:06:27.000]  最多熟悉的
[00:06:27.000 --> 00:06:30.000]  在耶穌被釘的時候,或者被捉拿的時候
[00:06:30.000 --> 00:06:31.000]  我們就想起彼得,是不是?
[00:06:31.000 --> 00:06:33.000]  彼得三次不認主
[00:06:33.000 --> 00:06:36.000]  我們說彼得不對,當然彼得不對
[00:06:36.000 --> 00:06:40.000]  但我經常想,是彼得才有機會三次不認主
[00:06:40.000 --> 00:06:41.000]  因為其他門徒去了哪裡呢?
[00:06:41.000 --> 00:06:43.000]  其他門徒連影子都沒有
[00:06:43.000 --> 00:06:45.000]  彼得仍然很擔心
[00:06:45.000 --> 00:06:47.000]  很想看看耶穌,所以近近地走到那個院
[00:06:47.000 --> 00:06:48.000]  看到耶穌被捉拿
[00:06:48.000 --> 00:06:50.000]  才有機會給那些旁邊的人問
[00:06:50.000 --> 00:06:52.000]  咦,你不是跟他一起的嗎?
[00:06:52.000 --> 00:06:54.000]  這樣才有機會三次不認主
[00:06:54.000 --> 00:06:57.000]  其他的門徒,聖經裡面的妙術,不見了
[00:06:57.000 --> 00:06:59.000]  過了這件事之後,耶穌被殺之後
[00:06:59.000 --> 00:07:02.000]  復活之後,那一晚這一班門徒
[00:07:02.000 --> 00:07:04.000]  大家都很害怕,躲起來了
[00:07:04.000 --> 00:07:07.000]  很合情合理地,他們躲起來了,很害怕,關了門
[00:07:07.000 --> 00:07:09.000]  但是耶穌就出現在他們當中
[00:07:09.000 --> 00:07:10.000]  很有趣,記住
[00:07:10.000 --> 00:07:12.000]  耶穌復活之後顯現
[00:07:12.000 --> 00:07:13.000]  第一樣有趣的地方就是
[00:07:13.000 --> 00:07:15.000]  耶穌是會突然間出現的
[00:07:15.000 --> 00:07:18.000]  在耶穌在世那三十多年
[00:07:18.000 --> 00:07:20.000]  特別是後面記載幾年的傳道
[00:07:20.000 --> 00:07:22.000]  聖經裡面從來沒有說耶穌突然間
[00:07:22.000 --> 00:07:24.000]  由A地方去到B地方
[00:07:24.000 --> 00:07:26.000]  即是那些叫做瞬間轉移那些
[00:07:26.000 --> 00:07:28.000]  沒有出現過的,是不是?
[00:07:28.000 --> 00:07:30.000]  只有在海面上行走,是不是?
[00:07:30.000 --> 00:07:32.000]  只有醫病趕鬼,或者甚至是
[00:07:32.000 --> 00:07:35.000]  變象那麼厲害,但是復活的身體
[00:07:35.000 --> 00:07:37.000]  原來可以突然間去了另一個地方
[00:07:37.000 --> 00:07:39.000]  這個是其中一個很有趣的展現
[00:07:39.000 --> 00:07:41.000]  但是同樣地,這個復活的身體
[00:07:41.000 --> 00:07:43.000]  耶穌就伸手
[00:07:43.000 --> 00:07:46.000]  有手和肋膀,即是有痕跡
[00:07:46.000 --> 00:07:49.000]  我經常想,是不是復活得不夠完美
[00:07:49.000 --> 00:07:51.000]  所以留下傷痕呢?不是
[00:07:51.000 --> 00:07:55.000]  這個復活是更加表徵著上帝愛的完美
[00:07:55.000 --> 00:07:58.000]  因為耶穌基督身體上面帶著這個傷痕
[00:07:58.000 --> 00:08:00.000]  告訴我們什麼叫愛
[00:08:00.000 --> 00:08:02.000]  所以有個特徵,所以門徒認得耶穌
[00:08:02.000 --> 00:08:04.000]  我不知道他怎麼認的
[00:08:04.000 --> 00:08:07.000]  即是有趣的,記不記得254那兩個是認不到的
[00:08:07.000 --> 00:08:09.000]  聖經裡面說眼睛模糊
[00:08:09.000 --> 00:08:11.000]  不過相信是有些特徵
[00:08:11.000 --> 00:08:13.000]  我不知道耶穌復活的身體是什麼樣子
[00:08:13.000 --> 00:08:15.000]  但是一定他們會認得的
[00:08:15.000 --> 00:08:17.000]  包括聲音,上個禮拜大家聽
[00:08:17.000 --> 00:08:20.000]  記不記得上個禮拜鄧博士說的時候
[00:08:20.000 --> 00:08:23.000]  當耶穌喊,馬尼亞
[00:08:23.000 --> 00:08:25.000]  他轉頭就知道,原來是老師
[00:08:25.000 --> 00:08:28.000]  聲音可能會認得到,那種語氣、態度
[00:08:28.000 --> 00:08:31.000]  甚至手和肋膀那個傷痕
[00:08:31.000 --> 00:08:33.000]  是一個讓你認得的記號
[00:08:33.000 --> 00:08:35.000]  所以有天我們回到天家
[00:08:35.000 --> 00:08:38.000]  有些電影節目經常問,究竟復活的身體是多少歲呢?
[00:08:38.000 --> 00:08:41.000]  是年青18歲的復活身體,還是八九十歲老的身體呢?
[00:08:41.000 --> 00:08:44.000]  接著有電影節目就說,我八九十歲才信耶穌
[00:08:44.000 --> 00:08:47.000]  那是不是信耶穌那一刻,洗禮那一刻的身體呢?
[00:08:47.000 --> 00:08:49.000]  那是不是應該健壯一點呢?
[00:08:49.000 --> 00:08:51.000]  但聖經沒有說,總之就是身體復活
[00:08:51.000 --> 00:08:53.000]  並且是認得出來的
[00:08:53.000 --> 00:08:55.000]  這是信仰裡面其中一個很有趣的點,我們可以分享
[00:08:55.000 --> 00:08:58.000]  這段經文說,這幫門徒懼怕恐懼
[00:08:58.000 --> 00:09:01.000]  見到主復活之後,聖經裡面描述他們就喜樂了
[00:09:01.000 --> 00:09:04.000]  他們很開心,他們很開心而已
[00:09:04.000 --> 00:09:07.000]  不過有一個人不開心,這是誰呢?
[00:09:07.000 --> 00:09:10.000]  在十二個門徒裡面,有一個叫做低肚馬的多瑪
[00:09:10.000 --> 00:09:14.000]  Thomas多瑪,耶穌來的時候,他沒有跟他們一起
[00:09:14.000 --> 00:09:17.000]  門徒就跟多瑪說
[00:09:17.000 --> 00:09:19.000]  我們已經見到主了,多瑪就說
[00:09:19.000 --> 00:09:21.000]  我非要看見他手上的釘痕
[00:09:21.000 --> 00:09:23.000]  用指頭探入他的釘痕
[00:09:23.000 --> 00:09:25.000]  或者用手探入他的肋膀
[00:09:25.000 --> 00:09:27.000]  我總是不相信
[00:09:27.000 --> 00:09:31.000]  多瑪呢,他應該是沒有門徒那份喜樂
[00:09:31.000 --> 00:09:33.000]  因為他看不到
[00:09:33.000 --> 00:09:37.000]  我們傳統來說,我們教會曾經分享過
[00:09:37.000 --> 00:09:39.000]  多瑪其實是挺可憐的
[00:09:39.000 --> 00:09:41.000]  多瑪被誤解為多義的多瑪
[00:09:41.000 --> 00:09:43.000]  就是多義心的多瑪
[00:09:43.000 --> 00:09:49.000]  傳統以前教會的版本,每一段都有分題
[00:09:49.000 --> 00:09:51.000]  其中就是多義的多瑪
[00:09:51.000 --> 00:09:53.000]  現在改了,現在是多瑪與耶穌
[00:09:53.000 --> 00:09:56.000]  我們經常覺得多瑪懷疑,是不是他不對
[00:09:56.000 --> 00:09:59.000]  是不是這裡又要這麼多的疑惑
[00:09:59.000 --> 00:10:00.000]  為什麼他不相信呢?
[00:10:00.000 --> 00:10:03.000]  後面耶穌還要講今天的題目
[00:10:03.000 --> 00:10:05.000]  跟他說不要拍,是不是要相信
[00:10:05.000 --> 00:10:07.000]  給你看,給你摸摸隨便
[00:10:07.000 --> 00:10:09.000]  好像講到多瑪不是很對
[00:10:09.000 --> 00:10:11.000]  甚至覺得多瑪就是多義
[00:10:11.000 --> 00:10:16.000]  或者因為這樣,甚至推論到有人說信仰不用這麼理性
[00:10:16.000 --> 00:10:19.000]  理性的信仰是不好的,不得著祝福的
[00:10:19.000 --> 00:10:21.000]  所以要放下
[00:10:21.000 --> 00:10:27.000]  當然我們在信仰裏面有我們體會感性靈的溝通的部份
[00:10:27.000 --> 00:10:29.000]  但是經過理性都很合理,是不是
[00:10:29.000 --> 00:10:31.000]  你都要按我們的理解
[00:10:31.000 --> 00:10:34.000]  我們很多時候在傳統裏面
[00:10:34.000 --> 00:10:39.000]  將多瑪擺成一個多義、懷疑、不信
[00:10:39.000 --> 00:10:42.000]  我反而多一點理解就是他很認真
[00:10:42.000 --> 00:10:44.000]  其實他和你和我一樣
[00:10:44.000 --> 00:10:48.000]  更加重要,其實大家看清楚這段聖經其實很合理的
[00:10:48.000 --> 00:10:49.000]  非常合理的地方
[00:10:49.000 --> 00:10:52.000]  因為都沒見過怎麼信,是不是
[00:10:52.000 --> 00:10:56.000]  很難的,怎麼會信得到
[00:10:56.000 --> 00:11:02.000]  這個是值得我們去深思去問的地方
[00:11:02.000 --> 00:11:04.000]  接著聖經裏面很有趣
[00:11:04.000 --> 00:11:07.000]  聖經裏面說過了八天門徒又在屋裏面
[00:11:07.000 --> 00:11:10.000]  多瑪和他們都一起,門就關了
[00:11:10.000 --> 00:11:13.000]  想清楚,過了八天
[00:11:13.000 --> 00:11:17.000]  這班門徒應該很喜樂,就應該得到力量,然後要分享
[00:11:17.000 --> 00:11:21.000]  最後過了八天之後,他們那個晚上都是走在一起
[00:11:21.000 --> 00:11:23.000]  都是關了門
[00:11:23.000 --> 00:11:25.000]  可能仍然都是有點害怕
[00:11:25.000 --> 00:11:27.000]  我不知道,可能比上個禮拜沒那麼害怕,但是還是害怕
[00:11:27.000 --> 00:11:31.000]  不過這個描述很有趣,就是多瑪就一起了
[00:11:31.000 --> 00:11:33.000]  其實聖經裏面沒有說多瑪
[00:11:33.000 --> 00:11:36.000]  之前那個禮拜,耶穌第一次向這班門徒顯現的時候
[00:11:36.000 --> 00:11:39.000]  為什麼多瑪不在,走開了不小心
[00:11:39.000 --> 00:11:42.000]  這麼巧不幸,他出去工作
[00:11:42.000 --> 00:11:46.000]  他好像二萬五師的門徒一樣,很害怕地走了
[00:11:46.000 --> 00:11:50.000]  還是他很勇敢地出去跟別人說
[00:11:50.000 --> 00:11:52.000]  我們不用擔心,主會復活
[00:11:52.000 --> 00:11:55.000]  不知道,聖經裏面其實沒有正面或者負面的描述
[00:11:55.000 --> 00:11:59.000]  當晚不在,但是當晚當晚就不在了
[00:11:59.000 --> 00:12:01.000]  信仰的事就是這樣的
[00:12:01.000 --> 00:12:04.000]  我們沒有什麼原因,但是總之有些事我們就好像
[00:12:04.000 --> 00:12:07.000]  為什麼沒有我的份?
[00:12:07.000 --> 00:12:10.000]  為什麼上帝好像只是祝福他,或者讓他看到好像沒有我的份?
[00:12:10.000 --> 00:12:13.000]  我們試試融入多瑪的心境
[00:12:13.000 --> 00:12:15.000]  那個禮拜,到底多瑪會怎麼想?
[00:12:15.000 --> 00:12:19.000]  可能就會想,哎呀,為什麼會走開了呢?
[00:12:19.000 --> 00:12:21.000]  哎呀,早點回來就行了
[00:12:21.000 --> 00:12:23.000]  然後就想,是不是真的?
[00:12:23.000 --> 00:12:25.000]  不行不行,我一定要看到,我一定要摸到
[00:12:25.000 --> 00:12:29.000]  八天之後,他們在屋裏面
[00:12:29.000 --> 00:12:31.000]  門繼續關上
[00:12:31.000 --> 00:12:35.000]  當門關上的時候,他們可能仍然在懼怕當中
[00:12:35.000 --> 00:12:38.000]  可能很多個原因,他們還是走在一起
[00:12:38.000 --> 00:12:41.000]  又或者可能多瑪的原因,說得拿,多瑪說
[00:12:41.000 --> 00:12:44.000]  我們繼續在這裏等到耶穌再來為止,不知道
[00:12:44.000 --> 00:12:48.000]  但是那一陣子,耶穌就出現
[00:12:48.000 --> 00:12:51.000]  耶穌就跟多瑪說
[00:12:51.000 --> 00:12:54.000]  來呀,伸過你的指頭來
[00:12:54.000 --> 00:12:58.000]  摸一下我的手,伸出你的手來探望我的肋膀
[00:12:58.000 --> 00:13:01.000]  不要疑惑,總要相信
[00:13:01.000 --> 00:13:03.000]  耶穌明白多瑪的心
[00:13:03.000 --> 00:13:05.000]  耶穌知道他有一些
[00:13:05.000 --> 00:13:08.000]  沒有辦法完全去接受其他門徒
[00:13:08.000 --> 00:13:11.000]  那種表達就是他們看到主,因為他看不到
[00:13:11.000 --> 00:13:14.000]  又明白可能多瑪有一些疑惑
[00:13:14.000 --> 00:13:16.000]  那些疑惑不是他對上帝不相信的
[00:13:16.000 --> 00:13:18.000]  可能是對門徒的表達
[00:13:18.000 --> 00:13:21.000]  是不是有些真實的狀況
[00:13:21.000 --> 00:13:23.000]  又或者他對自己那種
[00:13:23.000 --> 00:13:26.000]  為什麼他又不出現那種內疚等等的原因
[00:13:26.000 --> 00:13:29.000]  耶穌去驅走他這些的狀況
[00:13:29.000 --> 00:13:31.000]  耶穌跟他講,來呀,來摸一下
[00:13:31.000 --> 00:13:33.000]  看一下,摸一下
[00:13:33.000 --> 00:13:37.000]  耶穌是主動伸手去向多瑪去顯現的
[00:13:37.000 --> 00:13:39.000]  更重要,我經常都這樣講
[00:13:39.000 --> 00:13:41.000]  這段經文令我很安慰就是
[00:13:41.000 --> 00:13:43.000]  無論你覺得多瑪是一個怎樣的人都好
[00:13:43.000 --> 00:13:45.000]  耶穌是故意為他再顯現的
[00:13:45.000 --> 00:13:47.000]  一模一樣的地方,同樣的描述
[00:13:47.000 --> 00:13:49.000]  甚至耶穌出來,出場那個描述
[00:13:49.000 --> 00:13:52.000]  那個畫面,願你平安都一模一樣
[00:13:52.000 --> 00:13:55.000]  耶穌是一模一樣地重新獨特
[00:13:55.000 --> 00:13:58.000]  故意為多瑪顯現多一次
[00:13:58.000 --> 00:14:00.000]  你說耶穌多愛多瑪,是不是
[00:14:00.000 --> 00:14:02.000]  耶穌極愛多瑪
[00:14:02.000 --> 00:14:04.000]  多瑪的反應是怎樣呢
[00:14:04.000 --> 00:14:05.000]  多瑪的反應就是
[00:14:05.000 --> 00:14:08.000]  多瑪說,我的主,我的上帝
[00:14:08.000 --> 00:14:10.000]  多瑪不是馬上伸手摸一下先
[00:14:10.000 --> 00:14:12.000]  先戳一下洞
[00:14:12.000 --> 00:14:15.000]  沒有啊,聖經裡面其實多瑪沒有伸手
[00:14:15.000 --> 00:14:18.000]  多瑪只是說,我的主,我的上帝
[00:14:18.000 --> 00:14:19.000]  重新一次認信
[00:14:19.000 --> 00:14:22.000]  耶穌基督是祂的主,是祂的上帝
[00:14:22.000 --> 00:14:23.000]  正如昔日耶穌呼召門徒
[00:14:23.000 --> 00:14:26.000]  大家都記得,一開始聖經裡面記載門徒被呼召
[00:14:26.000 --> 00:14:27.000]  給的就是那個例子
[00:14:27.000 --> 00:14:29.000]  祂的認信就是主啊
[00:14:29.000 --> 00:14:31.000]  我是罪人,離開我
[00:14:31.000 --> 00:14:34.000]  認同耶穌基督不只是老師,是主
[00:14:34.000 --> 00:14:36.000]  而多瑪這一次重新的認信
[00:14:36.000 --> 00:14:37.000]  我的主,我的上帝
[00:14:37.000 --> 00:14:39.000]  祂就降服在上主的面前
[00:14:39.000 --> 00:14:42.000]  祂沒有伸手去摸
[00:14:42.000 --> 00:14:44.000]  耶穌來這個世界
[00:14:44.000 --> 00:14:47.000]  祂去顯現當中有很重要的描述
[00:14:47.000 --> 00:14:50.000]  耶穌在這個世界復活之後
[00:14:50.000 --> 00:14:51.000]  祂沒有立刻離開
[00:14:51.000 --> 00:14:56.000]  祂的顯現能夠帶來世界很多不同的突破
[00:14:56.000 --> 00:14:57.000]  又想起
[00:14:57.000 --> 00:14:59.000]  剛才開始說二萬五師
[00:14:59.000 --> 00:15:01.000]  那兩個的門徒
[00:15:01.000 --> 00:15:05.000]  人很憂愁的時候就會選擇離開
[00:15:05.000 --> 00:15:06.000]  選擇很負面
[00:15:06.000 --> 00:15:08.000]  可能信仰裡面,我們成長裡面
[00:15:08.000 --> 00:15:09.000]  都有些日子我們覺得
[00:15:09.000 --> 00:15:11.000]  唉,算了
[00:15:11.000 --> 00:15:13.000]  可能我們想放棄
[00:15:13.000 --> 00:15:15.000]  但是顯現的主
[00:15:15.000 --> 00:15:16.000]  去到他們當中
[00:15:16.000 --> 00:15:18.000]  跟他們一起
[00:15:18.000 --> 00:15:19.000]  甚至當他眼睛模糊了
[00:15:19.000 --> 00:15:22.000]  連主是誰都認不出來
[00:15:22.000 --> 00:15:23.000]  其實最可悲的
[00:15:23.000 --> 00:15:24.000]  明明耶穌在他身邊
[00:15:24.000 --> 00:15:25.000]  跟他一起走,他認不出來
[00:15:25.000 --> 00:15:26.000]  但是他在說耶穌的事
[00:15:26.000 --> 00:15:28.000]  其實心裡面還掛念著
[00:15:28.000 --> 00:15:29.000]  這個可能都是我們的信仰
[00:15:29.000 --> 00:15:31.000]  有時候我們很多原因
[00:15:31.000 --> 00:15:33.000]  我們慢慢退卻,冷卻,甚至離開了
[00:15:33.000 --> 00:15:34.000]  但是有時候我們又會想起
[00:15:34.000 --> 00:15:36.000]  又會很掛念著弟兄姐妹
[00:15:36.000 --> 00:15:37.000]  很掛念教會
[00:15:37.000 --> 00:15:38.000]  很掛念,很想回來
[00:15:38.000 --> 00:15:40.000]  但是又不敢
[00:15:40.000 --> 00:15:42.000]  父會的主成為我們的安慰
[00:15:42.000 --> 00:15:44.000]  他親自向門徒顯現
[00:15:44.000 --> 00:15:47.000]  去令他生命改變
