
[00:00:00.000 --> 00:00:02.960]  第二點,這次我從印度回來,我真的看見我們的神
[00:02:15.960 --> 00:02:18.760]  換句話說「起初神創造天地」
[00:02:18.760 --> 00:02:26.360]  第二節「可是現在地是空虛混沌,冤面黑暗」
[00:02:26.360 --> 00:02:29.560]  那是一個無的光景
[00:02:29.560 --> 00:02:32.560]  但雖然是一個無的光景
[00:02:32.560 --> 00:02:34.160]  第二節繼續怎麼說呢?
[00:02:34.160 --> 00:02:38.160]  「神的靈運行在水面上」
[00:02:38.160 --> 00:02:40.560]  雖然那是一個無的光景
[00:02:40.560 --> 00:02:44.160]  並不代表神就不在其中了
[00:02:44.160 --> 00:02:45.960]  Hello
[00:02:45.960 --> 00:02:48.960]  雖然那是一個無的光景
[00:02:48.960 --> 00:02:52.960]  並不代表神就不在工作了
[00:02:52.960 --> 00:02:56.760]  事實上在我們的生命中所擁有的一切
[00:02:56.760 --> 00:02:58.960]  都是在神的手中
[00:02:58.960 --> 00:03:00.360]  在我們一生當中
[00:03:00.360 --> 00:03:05.160]  神也從來沒有停止工作過
[00:03:05.160 --> 00:03:08.960]  神的靈運行在水面上
[00:03:08.960 --> 00:03:12.160]  那你說既然神的靈仍然在運行
[00:03:12.160 --> 00:03:17.760]  那為什麼我們今天還在無的光景中呢?
[00:03:17.760 --> 00:03:21.360]  因為神的靈在等候
[00:03:21.360 --> 00:03:24.560]  神的靈在等候神的話語
[00:03:24.560 --> 00:03:29.360]  神的應許要被宣告出來
[00:03:29.360 --> 00:03:31.760]  當神的話語一被釋放出來
[00:03:31.760 --> 00:03:34.560]  這個神的話語就像一個signal一樣
[00:03:34.560 --> 00:03:37.160]  像一個信號一樣
[00:03:37.160 --> 00:03:39.960]  神的靈看見這個信號
[00:03:39.960 --> 00:03:45.360]  神的靈就工作使無變為有
[00:03:45.360 --> 00:03:46.760]  你們
[00:03:46.760 --> 00:03:47.960]  到了第三節
[00:03:47.960 --> 00:03:50.760]  所以這一桌神說要有光
[00:03:50.760 --> 00:03:52.960]  因為那個時候沒有光
[00:03:52.960 --> 00:03:55.960]  是一個無的光景
[00:03:55.960 --> 00:03:58.160]  神說要有光
[00:03:58.160 --> 00:04:02.960]  神的靈一運行就有了光
[00:04:02.960 --> 00:04:04.160]  到了第六節
[00:04:04.160 --> 00:04:06.360]  因為沒有上下之分
[00:04:06.360 --> 00:04:08.960]  神說要有空氣
[00:04:08.960 --> 00:04:12.560]  就把水分為上下
[00:04:12.560 --> 00:04:15.560]  到了第六節沒有地面
[00:04:15.560 --> 00:04:18.560]  神說要把水聚到一處
[00:04:18.560 --> 00:04:21.960]  讓地面能夠露出來
[00:04:21.960 --> 00:04:25.360]  到了十四節沒有晝夜
[00:04:25.360 --> 00:04:27.760]  神說要有光體
[00:04:27.760 --> 00:04:30.560]  就有晝夜之分
[00:04:30.560 --> 00:04:33.760]  到了二十節沒有生物
[00:04:33.760 --> 00:04:35.360]  神說水中要有活物
[00:04:35.360 --> 00:04:39.360]  空中要有飛鳥 地上要有野獸
[00:04:39.360 --> 00:04:42.360]  到了二十六節沒有人管理
[00:04:42.360 --> 00:04:46.560]  神說要按我們的形象造人
[00:04:46.560 --> 00:04:50.560]  神就看這一切都為美好
[00:04:50.560 --> 00:04:54.160]  我們的神是始無變有的神
[00:04:54.160 --> 00:04:55.160]  你們
[00:04:55.160 --> 00:04:56.360]  第六節別人的眼目
[00:04:56.360 --> 00:04:59.960]  不要只是看見你現在的環境
[00:04:59.960 --> 00:05:02.560]  如果你只是看你現有的環境
[00:05:02.560 --> 00:05:07.560]  你所看見的永遠只是無
[00:05:07.560 --> 00:05:11.560]  你一定要憑信心來夢想
[00:05:11.560 --> 00:05:14.360]  從夢想的眼睛來看
[00:05:14.360 --> 00:05:17.560]  你就能夠看見有
[00:05:17.560 --> 00:05:23.160]  而且你要學習講神國的話語來
[00:05:23.160 --> 00:05:26.560]  就像創世紀這裡所經文裡面所說的
[00:05:26.560 --> 00:05:29.360]  你要在無的光景當中
[00:05:29.360 --> 00:05:34.560]  宣告神的有
[00:05:34.560 --> 00:05:37.160]  所以在你的生活當中
[00:05:37.160 --> 00:05:40.360]  雖然好像你覺得充滿了黑暗
[00:05:40.360 --> 00:05:43.760]  你覺得空虛混沌
[00:05:43.760 --> 00:05:45.960]  但你不要灰心
[00:05:45.960 --> 00:05:51.360]  你要明白神的靈正在運行
[00:05:51.360 --> 00:05:54.560]  但神的靈在等候
[00:05:54.560 --> 00:05:56.760]  等候神的話語
[00:05:56.760 --> 00:05:58.960]  等候神的應許
[00:05:58.960 --> 00:06:01.560]  要被釋放出來
[00:06:01.560 --> 00:06:04.360]  當你憑著信心來宣告的時候
[00:06:04.360 --> 00:06:06.160]  什麼是信心
[00:06:06.160 --> 00:06:08.960]  希伯來書十一章第一節講得很清楚
[00:06:08.960 --> 00:06:11.160]  信是所望之事的實體
[00:06:11.160 --> 00:06:15.760]  是未見之事的確距
[00:06:15.760 --> 00:06:19.160]  表面上看是無
[00:06:19.160 --> 00:06:20.560]  可在信心的裡面
[00:06:20.560 --> 00:06:23.760]  你看見那個有
[00:06:23.760 --> 00:06:26.960]  只有當你憑信心宣告出來的時候
[00:06:26.960 --> 00:06:29.760]  在信心你能夠看見那個有
[00:06:29.760 --> 00:06:31.960]  而你就確信你的神
[00:06:31.960 --> 00:06:35.560]  是那個始無變為有的神
[00:06:35.560 --> 00:06:36.960]  你們
[00:06:36.960 --> 00:06:40.160]  其實我們整個靈良堂
[00:06:40.160 --> 00:06:44.160]  就是從這樣一個很重要的一個
[00:06:44.160 --> 00:06:47.760]  對神的確認開始
[00:06:47.760 --> 00:06:51.760]  靈良堂的創辦人趙世光牧師
[00:06:51.760 --> 00:06:55.160]  早年在上海教會服事的時候
[00:06:55.160 --> 00:06:57.560]  你可知道靈良堂是從哪裡開始的嗎
[00:06:57.560 --> 00:06:58.960]  從上海開始
[00:06:58.960 --> 00:07:01.960]  這裡有多少上海人
[00:07:01.960 --> 00:07:02.960]  這麼少啊
[00:07:02.960 --> 00:07:04.360]  這麼少上海
[00:07:04.360 --> 00:07:05.560]  好幾位好幾位
[00:07:05.560 --> 00:07:06.960]  這很驕傲的事
[00:07:06.960 --> 00:07:10.760]  靈良堂從上海開始的我告訴你
[00:07:10.760 --> 00:07:14.360]  我們看見當趙世光在上海的時候
[00:07:14.360 --> 00:07:17.560]  他領受了神的呼召
[00:07:17.560 --> 00:07:20.360]  要建立靈良堂
[00:07:20.360 --> 00:07:23.560]  神給他一個很清楚的意象
[00:07:23.560 --> 00:07:28.560]  這個靈良堂是向世界宣教的教會
[00:07:28.560 --> 00:07:30.560]  所以他特別命名靈良堂
[00:07:30.560 --> 00:07:33.160]  你知道靈良堂的全名是什麼
[00:07:33.160 --> 00:07:35.960]  是靈良世界佈道會
[00:07:35.960 --> 00:07:37.760]  這是整個靈良堂的全名
[00:07:37.760 --> 00:07:41.360]  靈良世界佈道會
[00:07:41.360 --> 00:07:45.760]  神給他很廣大的心胸
[00:07:45.760 --> 00:07:47.760]  但在那個時代
[00:07:47.760 --> 00:07:51.160]  是非常艱難的時代
[00:07:51.160 --> 00:07:54.360]  物資也非常缺乏的時代
[00:07:54.360 --> 00:07:58.360]  怎麼看都是無啊
[00:07:58.360 --> 00:08:01.560]  怎麼看什麼都沒有
[00:08:01.560 --> 00:08:04.760]  怎麼可能成就這些事情
[00:08:04.760 --> 00:08:07.160]  神就給他一段經文
[00:08:07.160 --> 00:08:10.560]  在羅馬書第四章十七節
[00:08:10.560 --> 00:08:12.960]  這講到亞伯拉罕所信的
[00:08:12.960 --> 00:08:15.160]  是那叫死人復活
[00:08:15.160 --> 00:08:17.960]  始無變有的神
[00:08:17.960 --> 00:08:20.960]  他就緊緊抓住這句話
[00:08:20.960 --> 00:08:26.160]  他就宣告說我的神是始無變有的神
[00:08:26.160 --> 00:08:27.360]  感謝神
[00:08:27.360 --> 00:08:31.560]  這就成為他夢想的動力
[00:08:31.560 --> 00:08:33.960]  如今我們看見果然
[00:08:33.960 --> 00:08:36.960]  靈良堂已經在全世界各地
[00:08:36.960 --> 00:08:38.760]  快速的發展
[00:08:38.760 --> 00:08:43.360]  成為一個有影響力的教會團體
[00:08:43.360 --> 00:08:46.560]  第二點今年亞伯拉罕的神
[00:08:46.560 --> 00:08:49.160]  造世光牧師的神
[00:08:49.160 --> 00:08:50.960]  也是你的神
[00:08:50.960 --> 00:08:53.560]  也是我的神
[00:08:53.560 --> 00:08:57.160]  今天你我是可以重新來夢想
[00:08:57.160 --> 00:08:59.560]  因為我們的神
[00:08:59.560 --> 00:09:03.760]  是一位始無變有的神
[00:09:03.760 --> 00:09:05.360]  我們的神
[00:09:05.360 --> 00:09:08.760]  能夠使我們環境中的無
[00:09:08.760 --> 00:09:13.960]  變成為夢想中的有
[00:09:13.960 --> 00:09:19.160]  第一個原因你可以重新夢想
[00:09:19.160 --> 00:09:24.560]  因為我們的神能夠始無變有
[00:09:24.560 --> 00:09:28.960]  第二個原因你可以重新夢想
[00:09:28.960 --> 00:09:32.160]  是因為你有打井得水的恩高
[00:09:32.160 --> 00:09:37.160]  跟你們說你有打井得水的恩高
[00:09:37.160 --> 00:09:38.960]  你說牧師是什麼意思呢
[00:09:38.960 --> 00:09:39.760]  第一點還懂
[00:09:39.760 --> 00:09:43.760]  第二點就莫名其妙
[00:09:43.760 --> 00:09:47.560]  我們來看《創世紀》二十六章十八十九兩節
[00:09:47.560 --> 00:09:50.560]  這講到以薩的故事
[00:09:50.560 --> 00:09:53.560]  就是說當他父親亞伯拉罕在世之日
[00:09:53.560 --> 00:09:55.160]  所挖的水井
[00:09:55.160 --> 00:09:58.160]  因菲律斯人在亞伯拉罕死後塞住了
[00:09:58.160 --> 00:10:00.360]  以薩就重新挖出來
[00:10:00.360 --> 00:10:01.960]  仍照他父親所叫的
[00:10:01.960 --> 00:10:03.560]  叫那些井的名字
[00:10:03.560 --> 00:10:05.160]  十九節
[00:10:05.160 --> 00:10:07.160]  以薩的僕人在谷中挖井
[00:10:07.160 --> 00:10:11.760]  便得了一口活水井
[00:10:11.760 --> 00:10:17.760]  以薩在聖經裡面紀錄他的篇幅是很少的
[00:10:17.760 --> 00:10:20.160]  你可能想不出
[00:10:20.160 --> 00:10:24.760]  以薩曾經做過什麼轟轟烈烈的事情
[00:10:24.760 --> 00:10:27.560]  但是以薩我告訴你
[00:10:27.560 --> 00:10:32.760]  卻是一個承受應許的人
[00:10:32.760 --> 00:10:34.960]  他不像亞伯拉罕一樣
[00:10:34.960 --> 00:10:37.160]  信心的偉人
[00:10:37.160 --> 00:10:40.360]  到處開拓疆土
[00:10:40.360 --> 00:10:42.360]  甚至神給他應許之意
[00:10:42.360 --> 00:10:44.560]  他還不知道應許之意在哪裡
[00:10:44.560 --> 00:10:47.360]  他就往前出發
[00:10:47.360 --> 00:10:50.360]  換了以薩他絕對不會這樣做
[00:10:50.360 --> 00:10:54.160]  換了以薩他絕對不會離開家鄉
[00:10:54.160 --> 00:10:55.760]  走向一條未知之路
[00:10:55.760 --> 00:10:58.960]  那不是以薩
[00:10:58.960 --> 00:11:01.560]  以薩也不像雅各
[00:11:01.560 --> 00:11:05.760]  雅各的一生多采多姿
[00:11:05.760 --> 00:11:08.160]  又在伯特利遇見神
[00:11:08.160 --> 00:11:11.360]  在舊約時代就能看見、聽開了
[00:11:11.360 --> 00:11:12.760]  雅各
[00:11:12.760 --> 00:11:16.960]  而且在雅伯渡口與神摔跤
[00:11:16.960 --> 00:11:18.760]  親自與神面對面
[00:11:18.760 --> 00:11:22.560]  還被神的使者摸到大腿
[00:11:22.560 --> 00:11:25.160]  我也寧願被摸一下
[00:11:25.160 --> 00:11:27.960]  能夠親自遇見神
[00:11:27.960 --> 00:11:30.760]  在舊約時代有誰像雅各
[00:11:30.760 --> 00:11:33.160]  充滿這麼多奇妙的經驗
[00:11:33.160 --> 00:11:34.960]  我告訴你他一生的見證
[00:11:34.960 --> 00:11:37.760]  訴說不完的
[00:11:37.760 --> 00:11:39.560]  以薩不是
[00:11:39.560 --> 00:11:41.760]  以薩既不像雅伯拉罕
[00:11:41.760 --> 00:11:43.760]  也不像雅各
[00:11:43.760 --> 00:11:47.360]  你想不出以薩能夠做些什麼事情來
[00:11:47.360 --> 00:11:51.160]  以薩非常平凡
[00:11:51.160 --> 00:11:53.560]  可能你覺得就像你一樣
[00:11:53.560 --> 00:11:54.760]  不是嗎
[00:11:54.760 --> 00:11:59.360]  你也沒有好像能夠向左向右擴展的事情
[00:11:59.360 --> 00:12:01.560]  你也沒有一大堆屬靈的經歷
[00:12:01.560 --> 00:12:03.760]  屬靈的見證可以到處分享
[00:12:03.760 --> 00:12:05.160]  你覺得你非常的平凡
[00:12:05.160 --> 00:12:08.560]  我告訴你以薩就是這樣的
[00:12:08.560 --> 00:12:13.160]  可是以薩在聖經裡面記載有一件事情
[00:12:13.160 --> 00:12:17.960]  那是他最常常記錄的
[00:12:17.960 --> 00:12:23.160]  就是以薩只要打緊就得水
[00:12:23.160 --> 00:12:24.560]  很奇妙
[00:12:24.560 --> 00:12:27.560]  他打緊就得水
[00:12:27.560 --> 00:12:31.760]  以薩是一個承受應許的人
[00:12:31.760 --> 00:12:33.760]  他不像雅伯拉罕
[00:12:33.760 --> 00:12:35.560]  也不像雅各
[00:12:35.560 --> 00:12:37.560]  他也不必像雅伯拉罕
[00:12:37.560 --> 00:12:40.760]  他也不必到處開拓疆土
[00:12:40.760 --> 00:12:44.560]  他只是承受雅伯拉罕的應許
[00:12:44.560 --> 00:12:46.560]  在聖經裡面你看見每一次
[00:12:46.560 --> 00:12:48.360]  神像以薩應許的時候
[00:12:48.360 --> 00:12:49.960]  你發現應許的內容
[00:12:49.960 --> 00:12:54.960]  跟神像雅伯拉罕應許的內容完全一樣
[00:12:54.960 --> 00:12:57.960]  以薩只是承受這個應許
[00:12:57.960 --> 00:13:03.560]  他只要在雅伯拉罕曾經打過緊的地方打緊
[00:13:03.560 --> 00:13:05.760]  重新挖緊
[00:13:05.760 --> 00:13:08.160]  水就出來
[00:13:08.160 --> 00:13:11.360]  只要憑著信心跟隨雅伯拉罕的腳踪
[00:13:11.360 --> 00:13:13.560]  一切雅伯拉罕的恩高
[00:13:13.560 --> 00:13:18.360]  就要在他的身上湧流出來
[00:13:18.360 --> 00:13:20.960]  你說牧師這跟我有什麼關係呢
[00:13:20.960 --> 00:13:23.160]  大有關係
[00:13:23.160 --> 00:13:25.760]  因為今天你在生命河
[00:13:25.760 --> 00:13:30.560]  你就是承受應許的人
[00:13:30.560 --> 00:13:32.960]  今天你在生命河
[00:13:32.960 --> 00:13:34.960]  你就承受了生命河
[00:13:34.960 --> 00:13:38.360]  神給生命河的恩高
[00:13:38.360 --> 00:13:40.360]  你不必像劉牧師一樣
[00:13:40.360 --> 00:13:43.160]  要到全世界去開拓疆土
[00:13:43.160 --> 00:13:47.560]  你就承受了劉牧師的恩高
[00:13:47.560 --> 00:13:53.960]  Hallelujah
[00:13:53.960 --> 00:13:58.760]  你們命好你不知道嗎
[00:13:58.760 --> 00:14:05.760]  你要知道生命河是有一個打緊得水的恩高在這裡的
[00:14:05.760 --> 00:14:06.760]  我從來沒跟你們講過
[00:14:06.760 --> 00:14:07.760]  當我們教會開始的時候
[00:14:07.760 --> 00:14:09.760]  是有一個牧師
[00:14:09.760 --> 00:14:12.760]  就向我發出預言
[00:14:12.760 --> 00:14:14.960]  他說在你身上
[00:14:14.960 --> 00:14:18.560]  是有一個以薩的恩高在那裡
[00:14:18.560 --> 00:14:21.760]  那是我第一次聽到以薩的恩高
[00:14:21.760 --> 00:14:22.960]  什麼是以薩的恩高
[00:14:22.960 --> 00:14:25.960]  以薩說些什麼事情
[00:14:25.960 --> 00:14:30.760]  他對我說打緊就有水
[00:14:30.760 --> 00:14:33.960]  那個時候我不大想得通這什麼意思
[00:14:33.960 --> 00:14:35.960]  這個恩高有什麼用呢
[00:14:35.960 --> 00:14:38.560]  打緊得水這什麼用呢
[00:14:38.560 --> 00:14:40.760]  怎麼看好像就怎麼去打水
[00:14:40.760 --> 00:14:43.760]  怎麼能夠打緊得水呢
[00:14:43.760 --> 00:14:46.760]  可現在回頭來看
[00:14:46.760 --> 00:14:49.760]  真的是如此
[00:14:49.760 --> 00:14:53.160]  生命河真的有個特別的恩高
[00:14:53.160 --> 00:14:55.760]  打緊就有水出來
[00:14:55.760 --> 00:14:58.760]  無論到哪裡打緊就有水
[00:14:58.760 --> 00:15:00.760]  就有果效
[00:15:00.760 --> 00:15:02.760]  當我們開始生命河教會的時候
[00:15:02.760 --> 00:15:04.760]  就是從這個時候開始
[00:15:04.760 --> 00:15:06.760]  我們看就從一打緊
[00:15:06.760 --> 00:15:08.760]  我們看見生命河就湧流
[00:15:08.760 --> 00:15:10.760]  Hallelujah
[00:15:10.760 --> 00:15:13.760]  教會不斷地在成長直到如今
[00:15:13.760 --> 00:15:15.760]  一間又一間的分堂
[00:15:15.760 --> 00:15:18.760]  怎麼開始的打緊啊
[00:15:18.760 --> 00:15:21.760]  打緊就有水出來
[00:15:21.760 --> 00:15:23.760]  上個主日當我在印度
[00:15:23.760 --> 00:15:25.760]  我還記得就在他們教會
[00:15:25.760 --> 00:15:27.760]  站在他的場地講道
[00:15:27.760 --> 00:15:30.760]  我看我們真的很深的感觸在我裡面
[00:15:30.760 --> 00:15:32.760]  這怎麼可能發生啊
[00:15:32.760 --> 00:15:37.760]  我怎麼會站在印度在這裡講道啊
[00:15:37.760 --> 00:15:41.760]  我忽然很清楚知道打緊得水
[00:15:41.760 --> 00:15:45.760]  只要我們打緊就有水出來
[00:15:45.760 --> 00:15:47.760]  過去這麼多年
[00:15:47.760 --> 00:15:49.760]  真的無論我們走到哪個領域
[00:15:49.760 --> 00:15:52.760]  腳掌所踏的地神就給我們
[00:15:52.760 --> 00:15:56.760]  這真的生命特別的恩高在這裡
[00:15:56.760 --> 00:15:59.760]  2007年我們開始生命河基金會
[00:15:59.760 --> 00:16:01.760]  打緊就有水
[00:16:01.760 --> 00:16:03.760]  基金會就成長
[00:16:03.760 --> 00:16:07.760]  2008年我們開始生命河教母領修學院
[00:16:07.760 --> 00:16:10.760]  我們看見現在我們已經得到政府的認證
[00:16:10.760 --> 00:16:13.760]  可以正式頒發碩士學位
[00:16:13.760 --> 00:16:16.760]  2013年我們去年開始Roka
[00:16:16.760 --> 00:16:19.760]  我們進入社區開辦學校
[00:16:19.760 --> 00:16:21.760]  現在已經四十幾位學生了
[00:16:21.760 --> 00:16:25.760]  今年優勢頻道
[00:16:25.760 --> 00:16:29.760]  你的牧師發瘋了
[00:16:29.760 --> 00:16:31.760]  真的很不容易
[00:16:31.760 --> 00:16:33.760]  當你真的進入這個領域才發現
[00:16:33.760 --> 00:16:38.760]  真的是要花多少的人力時間代價
[00:16:38.760 --> 00:16:40.760]  但無論如何感謝主
[00:16:40.760 --> 00:16:46.760]  2月8號正式開播
[00:16:46.760 --> 00:16:49.760]  打緊得水
[00:16:49.760 --> 00:16:52.760]  同樣今天你在生命河裡面
[00:16:52.760 --> 00:16:56.760]  這個恩高就永留在你身上
[00:16:56.760 --> 00:16:58.760]  你要再知道在你的裡面
[00:16:58.760 --> 00:17:00.760]  是有個活水井的
[00:17:00.760 --> 00:17:02.760]  你說為什麼感受不到呢
[00:17:02.760 --> 00:17:06.760]  因為仇敵在過去常常把這個活水井塞住了嘛
[00:17:06.760 --> 00:17:08.760]  就像那個金會所說的
[00:17:08.760 --> 00:17:10.760]  仇敵把他塞住了
[00:17:10.760 --> 00:17:12.760]  多少時候在我們生命當中
[00:17:12.760 --> 00:17:14.760]  好像我們被思想所限制
[00:17:14.760 --> 00:17:16.760]  被我們環境所限制
[00:17:16.760 --> 00:17:18.760]  被我們失敗的經驗所限制
[00:17:18.760 --> 00:17:20.760]  被我們傳統所限制
[00:17:20.760 --> 00:17:22.760]  好像覺得這個不行那個不行
[00:17:22.760 --> 00:17:25.760]  但因為今天你要憑著信心
[00:17:25.760 --> 00:17:29.760]  抓住神所給生命河的應許
[00:17:29.760 --> 00:17:31.760]  你去勇敢的打緊
[00:17:31.760 --> 00:17:33.760]  你就必得水
[00:17:33.760 --> 00:17:35.760]  Hallelujah
[00:17:35.760 --> 00:17:37.760]  所以我鼓勵你
[00:17:37.760 --> 00:17:40.760]  重新開始夢想吧
[00:17:40.760 --> 00:17:43.760]  為你的生命來夢想
[00:17:43.760 --> 00:17:45.760]  為你的家庭來夢想
[00:17:45.760 --> 00:17:48.760]  你曾經為你的家庭夢想過嗎
[00:17:48.760 --> 00:17:50.760]  為你的工作來夢想
[00:17:50.760 --> 00:17:54.760]  為了神的國度來夢想吧
[00:17:54.760 --> 00:17:56.760]  你說牛牧師那是你的事情
[00:17:56.760 --> 00:17:57.760]  No No No No
[00:17:57.760 --> 00:18:00.760]  那也是你的事情
[00:18:00.760 --> 00:18:03.760]  神在你生命當中是有託付的
[00:18:03.760 --> 00:18:05.760]  你不要說你不可能你不行
[00:18:05.760 --> 00:18:07.760]  你只要在生命河裡面
[00:18:07.760 --> 00:18:08.760]  你就像以色列一樣
[00:18:08.760 --> 00:18:12.760]  你已經承受了這個應許
[00:18:12.760 --> 00:18:13.760]  Amen
[00:18:13.760 --> 00:18:16.760]  24節我們看見神怎麼對以薩說呢
[00:18:16.760 --> 00:18:18.760]  我們相信神同樣對你說
[00:18:18.760 --> 00:18:20.760]  當夜耶華對他說
[00:18:20.760 --> 00:18:22.760]  我是你父親亞伯拉罕的神
[00:18:22.760 --> 00:18:23.760]  不要懼怕
[00:18:23.760 --> 00:18:25.760]  因為我與你同在
[00:18:25.760 --> 00:18:26.760]  要賜福給你
[00:18:26.760 --> 00:18:28.760]  並要為我僕人亞伯拉罕的緣故
[00:18:28.760 --> 00:18:30.760]  使你的後裔繁多
[00:18:30.760 --> 00:18:33.760]  你看神再一次對以薩說
[00:18:33.760 --> 00:18:36.760]  神給亞伯拉罕的應許是給你的
[00:18:36.760 --> 00:18:38.760]  同樣的應許是給你的
[00:18:38.760 --> 00:18:40.760]  你看見神把一個夢想放在他心中
[00:18:40.760 --> 00:18:43.760]  這個夢想是神說給你的
[00:18:43.760 --> 00:18:45.760]  接下來以薩怎麼回應呢
[00:18:45.760 --> 00:18:46.760]  25節
[00:18:46.760 --> 00:18:47.760]  以薩就在那裡
[00:18:47.760 --> 00:18:48.760]  怎麼樣
[00:18:48.760 --> 00:18:51.760]  求告耶和華的名
[00:18:51.760 --> 00:18:53.760]  並且織達上彭他的僕人
[00:18:53.760 --> 00:18:56.760]  便在那裡挖了一口井
[00:18:56.760 --> 00:18:58.760]  短短兩節聖經
[00:18:58.760 --> 00:19:02.760]  夢想禱告行動都在裡面
[00:19:02.760 --> 00:19:03.760]  Hallelujah
[00:19:03.760 --> 00:19:04.760]  我一直想找一段經文
[00:19:04.760 --> 00:19:06.760]  能夠把夢想禱告行動放在
[00:19:06.760 --> 00:19:07.760]  就是這個經文
[00:19:07.760 --> 00:19:08.760]  我告訴你
[00:19:08.760 --> 00:19:12.760]  24節神把夢想放在他心中
[00:19:12.760 --> 00:19:14.760]  他立刻抓住這個夢想
[00:19:14.760 --> 00:19:16.760]  為神築了一座台
[00:19:16.760 --> 00:19:18.760]  求告耶和華的名
[00:19:18.760 --> 00:19:23.760]  然後他的僕人就勇敢的出去打井
[00:19:23.760 --> 00:19:25.760]  結果是什麼呢
[00:19:25.760 --> 00:19:27.760]  32節
[00:19:27.760 --> 00:19:28.760]  那一天以薩的僕人來
[00:19:28.760 --> 00:19:30.760]  將挖井的事告訴他
[00:19:30.760 --> 00:19:32.760]  說什麼
[00:19:32.760 --> 00:19:34.760]  說什麼
[00:19:34.760 --> 00:19:37.760]  我們打到水了
[00:19:37.760 --> 00:19:39.760]  Hallelujah
[00:19:39.760 --> 00:19:44.760]  你都不興奮啊
[00:19:44.760 --> 00:19:46.760]  重新開始夢想吧
[00:19:46.760 --> 00:19:49.760]  這是神所給你的應許
[00:19:49.760 --> 00:19:51.760]  重新開始夢想吧
[00:19:51.760 --> 00:19:53.760]  生命和的祝福跟恩高
[00:19:53.760 --> 00:19:55.760]  要在你的生命當中
[00:19:55.760 --> 00:19:56.760]  要在你的家庭當中
[00:19:56.760 --> 00:19:58.760]  要在你的工作當中
[00:19:58.760 --> 00:20:00.760]  要在你的福祉當中
[00:20:00.760 --> 00:20:02.760]  你要像以薩一樣
[00:20:02.760 --> 00:20:05.760]  求告耶和華的名
[00:20:05.760 --> 00:20:08.760]  勇敢的出去打井
[00:20:08.760 --> 00:20:09.760]  你就看見
[00:20:09.760 --> 00:20:10.760]  你必要看見
[00:20:10.760 --> 00:20:12.760]  你侍奉你工作的果孝
