
[00:00:00.000 --> 00:00:03.160]  精子每早晨很高興能夠再次在主日崇拜的時間
[00:01:33.480 --> 00:01:35.680]  現在也是這樣
[00:01:35.680 --> 00:01:38.680]  然而經上是這樣說的
[00:01:38.680 --> 00:01:39.680]  是說
[00:01:39.680 --> 00:01:42.560]  把侍女和兒子趕出去
[00:01:42.560 --> 00:01:44.600]  因為侍女的兒子
[00:01:44.600 --> 00:01:47.560]  不可與自主婦人的兒子
[00:01:47.560 --> 00:01:49.640]  一同承受產業
[00:01:49.640 --> 00:01:50.600]  弟兄們
[00:01:50.600 --> 00:01:54.400]  這樣看來我們不是侍女的兒女
[00:01:54.400 --> 00:01:58.240]  乃是自主婦人的兒女了
[00:01:58.240 --> 00:02:00.320]  基督釋放了我們
[00:02:00.320 --> 00:02:02.280]  叫我們得以自由
[00:02:02.280 --> 00:02:04.480]  所以要站立得穩
[00:02:04.480 --> 00:02:10.200]  不要再被奴僕的鴨鉗制
[00:02:10.200 --> 00:02:12.480]  今天在這個世界裏面
[00:02:12.480 --> 00:02:18.720]  各人都對自由這個題目有自己的定義
[00:02:18.720 --> 00:02:22.520]  但是當我們越多為自己的自由
[00:02:22.520 --> 00:02:25.800]  去為自己訂立一些定義的時候
[00:02:25.800 --> 00:02:28.280]  反而我確實發現到
[00:02:28.280 --> 00:02:31.080]  人反而越來越不自由
[00:02:31.080 --> 00:02:32.920]  被自己所謂的自由
[00:02:32.920 --> 00:02:35.040]  而將它捆綁起來
[00:02:35.040 --> 00:02:36.840]  牢籠起來
[00:02:36.840 --> 00:02:38.720]  可能你會問牧師
[00:02:38.720 --> 00:02:39.920]  你何以見得
[00:02:39.920 --> 00:02:41.760]  人所稱為的自由
[00:02:41.760 --> 00:02:45.080]  越來越反而被這個所謂自由
[00:02:45.080 --> 00:02:46.920]  捆綁回頭呢?
[00:02:46.920 --> 00:02:49.600]  其實今天很多所謂的自由
[00:02:49.600 --> 00:02:55.320]  只不過是一種對於人希望放縱的一種藉口
[00:02:55.320 --> 00:02:59.720]  例如我們身處在加拿大這個國家裏面
[00:02:59.720 --> 00:03:04.080]  政府整天都說本著人人平等自由
[00:03:04.080 --> 00:03:06.440]  這種觀念
[00:03:06.440 --> 00:03:09.560]  於是乎就有很多的事情做出來
[00:03:09.560 --> 00:03:11.760]  真是令人詫異的
[00:03:11.760 --> 00:03:19.480]  譬如加拿大政府甚至去推動同性婚姻合法化
[00:03:19.480 --> 00:03:22.640]  讓很多人他們不斷要求
[00:03:22.640 --> 00:03:24.240]  就算我是同性戀的
[00:03:24.240 --> 00:03:27.840]  我都要有婚姻同性的自由
[00:03:27.840 --> 00:03:29.960]  又或者在加拿大另一樣事情
[00:03:29.960 --> 00:03:32.320]  令人真是舉世
[00:03:32.320 --> 00:03:34.800]  真是詫異的就是
[00:03:34.800 --> 00:03:40.160]  加拿大是願意將這個大麻吸食的合法化
[00:03:40.160 --> 00:03:46.440]  這種所謂自由自己的一種recreational的大麻享用
[00:03:46.440 --> 00:03:48.160]  成為大家的喜愛
[00:03:48.160 --> 00:03:52.760]  因為在加拿大很多的政府的人員
[00:03:52.760 --> 00:03:56.200]  他們見到人這麼喜歡吃大麻的時候
[00:03:56.200 --> 00:03:58.600]  而大麻又為他帶來益處
[00:03:58.600 --> 00:04:00.320]  特別是經濟上的收益
[00:04:00.320 --> 00:04:02.560]  他們於是又將這個大麻合法化
[00:04:02.560 --> 00:04:05.920]  尤其是加拿大的總理自己年輕的時候
[00:04:05.920 --> 00:04:07.800]  也都是吃大麻
[00:04:07.800 --> 00:04:11.960]  這個亦都是人以為自己好像得到自由了
[00:04:11.960 --> 00:04:16.240]  我自己喜歡的事情可以得到任意去做了
[00:04:16.240 --> 00:04:18.880]  這種就是認為的自由
[00:04:18.880 --> 00:04:22.680]  而另一個我們同樣在加拿大看見的
[00:04:22.680 --> 00:04:25.600]  就是這個對槍械的管制
[00:04:25.600 --> 00:04:30.440]  人認為自己有自由有權利去擁有槍械
[00:04:30.440 --> 00:04:34.280]  自己去使用這些槍械
[00:04:34.280 --> 00:04:35.360]  於是乎怎樣?
[00:04:35.360 --> 00:04:40.480]  政府就任由你們去申請這個所謂槍牌
[00:04:40.480 --> 00:04:42.760]  可以讓你們去擁有槍械
[00:04:42.760 --> 00:04:45.520]  於是乎我們看到一個甚麼結局呢?
[00:04:45.520 --> 00:04:48.520]  我們看見在現在這個世界裏面
[00:04:48.520 --> 00:04:50.520]  加拿大的世界裏面
[00:04:50.520 --> 00:04:55.080]  越來越多很多這些因為同性婚姻的有法的問題
[00:04:55.080 --> 00:04:57.520]  引起很多家庭上的矛盾
[00:04:57.520 --> 00:04:59.880]  逐步逐步地衍生出來
[00:04:59.880 --> 00:05:02.240]  又或者我們看見這個所謂
[00:05:02.240 --> 00:05:05.200]  容許人去擁有槍械的事情
[00:05:05.200 --> 00:05:08.600]  加拿大我們發覺在近幾年的裏面
[00:05:08.600 --> 00:05:12.360]  槍械的使用特別是違法的使用槍械
[00:05:12.360 --> 00:05:13.880]  越來越多
[00:05:13.880 --> 00:05:16.560]  人擁有槍的機會越高的時候
[00:05:16.560 --> 00:05:19.280]  人以為他使用槍械的自由
[00:05:19.280 --> 00:05:22.760]  也都越來越可以得到任意的選用
[00:05:22.760 --> 00:05:23.800]  結局怎樣?
[00:05:23.800 --> 00:05:26.320]  我們經常見到很多無端端又說
[00:05:26.320 --> 00:05:30.400]  誰拿著槍去哪個餐廳殺了不知道多少個人
[00:05:30.400 --> 00:05:32.200]  或者在校園裏面
[00:05:32.200 --> 00:05:35.240]  有一個人持著槍入去向著一個曾經
[00:05:35.240 --> 00:05:39.640]  對他不友善的同學、老師也都開槍殺死了他們
[00:05:39.640 --> 00:05:41.720]  在這些等等的問題裏面
[00:05:41.720 --> 00:05:44.280]  也都是人的自由而導致的結果
[00:05:44.280 --> 00:05:48.120]  而更加不用說的就是有關於這個吸食大麻
[00:05:48.120 --> 00:05:52.120]  大麻這個我們叫做recreational
[00:05:52.120 --> 00:05:55.040]  休憩式的一種使用
[00:05:55.040 --> 00:05:57.280]  結局造成怎樣的局面?
[00:05:57.280 --> 00:06:00.120]  社會的整體的經濟
[00:06:00.120 --> 00:06:03.400]  特別是醫療上的負擔越來越重
[00:06:03.400 --> 00:06:05.080]  而很多的人
[00:06:05.080 --> 00:06:09.080]  也都因為吸食大麻而衍生很多社會的問題
[00:06:09.080 --> 00:06:12.040]  譬如吸完食大麻之後
[00:06:12.040 --> 00:06:14.480]  去駕駛而撞死人
[00:06:14.480 --> 00:06:19.720]  或者甚至更仍然非法去栽種大麻
[00:06:19.720 --> 00:06:21.120]  去賺取暴利
[00:06:21.120 --> 00:06:23.640]  因為很多人都說喜歡食大麻
[00:06:23.640 --> 00:06:25.560]  政府你容許嘛
[00:06:25.560 --> 00:06:27.880]  他們不懂得種,我種給他
[00:06:27.880 --> 00:06:32.760]  於是乎我們就經常見到很多這些所謂非法大麻栽種場
[00:06:32.760 --> 00:06:34.760]  其實造成了一個局面
[00:06:34.760 --> 00:06:37.040]  政府花很多的人力、物力
[00:06:37.040 --> 00:06:41.640]  花很多警力、花很多醫療的花費
[00:06:41.640 --> 00:06:43.680]  去為了治療很多這些
[00:06:43.680 --> 00:06:48.200]  真是上了大麻癖癮而造成很多身體病
[00:06:48.200 --> 00:06:52.120]  而需要去醫治的這些局面
[00:06:52.120 --> 00:06:56.160]  人好像越來越自由
[00:06:56.160 --> 00:07:02.080]  但結局自由只不過是人放縱的一個藉口
[00:07:02.080 --> 00:07:06.160]  使得無論個人以至於整個社會
[00:07:06.160 --> 00:07:11.360]  一步一步的走進去被這些所謂自由而捆綁
[00:07:11.360 --> 00:07:16.760]  看似的自由其實只不過是另一種捆綁的開始
[00:07:16.760 --> 00:07:20.840]  今天我們會看到《加拿大書》的第4章
[00:07:20.840 --> 00:07:23.600]  第27節和第5章1節
[00:07:23.600 --> 00:07:27.240]  在這裏保羅要繼續從《創世紀》
[00:07:27.240 --> 00:07:31.760]  特別第16章至第11章裏面一個很重要的主題
[00:07:31.760 --> 00:07:36.720]  去告訴我們如何才是真正的自由
[00:07:36.720 --> 00:07:41.160]  特別是討論到藉著耶穌基督
[00:07:41.160 --> 00:07:45.160]  而帶來真正在屬靈層面的自由
[00:07:45.160 --> 00:07:49.120]  這個正正就是保羅去針對加拿大教會
[00:07:49.120 --> 00:07:53.240]  去面對很多假教師、假弟兄、假教會
[00:07:53.240 --> 00:07:57.480]  領袖所傳遞的一種錯誤的自由信息
[00:07:57.480 --> 00:08:02.120]  而讓他們在這個所謂自由裏面被捆綁
[00:08:02.120 --> 00:08:03.520]  所以簡單地來說
[00:08:03.520 --> 00:08:06.320]  來到第4章第27節
[00:08:06.320 --> 00:08:11.360]  其實保羅不單止是針對猶太人的信徒來說
[00:08:11.360 --> 00:08:17.440]  而且是進一步擴闊到整個非猶太裔的信徒
[00:08:17.440 --> 00:08:20.520]  他們怎樣才真正可以去得到
[00:08:20.520 --> 00:08:24.200]  一個屬神的子民這個自由的身份
[00:08:24.200 --> 00:08:27.440]  在上文我們已經講過了
[00:08:27.440 --> 00:08:33.440]  保羅引用了在《創世紀》第16章、第21章
[00:08:33.440 --> 00:08:37.200]  這幾章的經文裏面談論到一個家庭
[00:08:37.200 --> 00:08:40.240]  這個家庭叫做阿伯拉罕
[00:08:40.240 --> 00:08:43.640]  他們裏面產生了一個
[00:08:43.640 --> 00:08:46.200]  真是意想不到的一個現象
[00:08:46.200 --> 00:08:52.040]  當時我們知道上帝其實早已應許了阿伯拉罕
[00:08:52.040 --> 00:08:54.520]  他會成為多國之父
[00:08:54.520 --> 00:09:01.080]  而甚至是他的太太撒拉也可以成為多國之母
[00:09:01.080 --> 00:09:05.240]  不過從撒拉他自己所看的就是
[00:09:05.240 --> 00:09:08.360]  他自己原來是不能生
[00:09:08.360 --> 00:09:10.000]  於是怎麼樣呢?
[00:09:10.000 --> 00:09:12.320]  就引入了他的侍女
[00:09:12.320 --> 00:09:16.920]  一個是從埃及而來的一個侍女叫做夏甲
[00:09:16.920 --> 00:09:18.880]  而撒拉就藉此說
[00:09:18.880 --> 00:09:20.720]  不如用我的方法
[00:09:20.720 --> 00:09:22.800]  我選擇 既然我不能生
[00:09:22.800 --> 00:09:28.480]  我用我的侍女和我丈夫代表我去生一個兒子
[00:09:28.480 --> 00:09:29.720]  結局是怎麼樣呢?
[00:09:29.720 --> 00:09:32.400]  在上文我們已經講過了 第16章
[00:09:32.400 --> 00:09:36.000]  當夏甲懷孕之後
[00:09:36.000 --> 00:09:38.560]  他開始就看不起他的主母
[00:09:38.560 --> 00:09:42.400]  而撒拉雖然作為一個自由人的身份
[00:09:42.400 --> 00:09:43.440]  她不是一個奴隸
[00:09:43.440 --> 00:09:49.000]  她本身是一個自由的家主的女主人
[00:09:49.000 --> 00:09:53.320]  但是她因為這個緣故就迫令要趕走夏甲
[00:09:53.320 --> 00:09:55.360]  夏甲見到這樣的情況
[00:09:55.360 --> 00:09:57.120]  他就自己走了去
[00:09:57.120 --> 00:09:59.760]  走了去曠野裏面在哭訴
[00:09:59.760 --> 00:10:01.560]  然後怎麼樣呢?
[00:10:01.560 --> 00:10:03.600]  夏甲哭訴的時候
[00:10:03.600 --> 00:10:06.640]  上帝的侍者就來到他面前
[00:10:06.640 --> 00:10:07.520]  給了他一個應許
[00:10:07.520 --> 00:10:10.040]  這個在上課我們已經講過了
[00:10:10.040 --> 00:10:16.560]  原來在上帝對阿伯拉罕和撒拉的應許裏面
[00:10:16.560 --> 00:10:18.840]  原來有另一個應許
[00:10:18.840 --> 00:10:21.640]  同時是同出一貫的
[00:10:21.640 --> 00:10:23.400]  都是從上帝而來的
[00:10:23.400 --> 00:10:26.240]  只不過去到另一個人的身上
[00:10:26.240 --> 00:10:29.080]  同樣都是阿伯拉罕家族裏面的人物
[00:10:29.080 --> 00:10:32.640]  不過只不過是撒拉的一個侍女夏甲
[00:10:32.640 --> 00:10:37.720]  在這裏保羅借回這件事件
[00:10:37.720 --> 00:10:39.320]  告訴我們知道
[00:10:39.320 --> 00:10:42.080]  只有在上帝的應許裏面
[00:10:42.080 --> 00:10:49.520]  我們才能夠真正去得著上帝的兒女的身份
[00:10:49.520 --> 00:10:51.000]  如果不是的話
[00:10:51.000 --> 00:10:52.840]  我們只是靠自己的己力
[00:10:52.840 --> 00:10:54.880]  所做出來的只是一些
[00:10:54.880 --> 00:11:00.400]  越來越使自己生麻煩、頭痛甚至困惱的事情
[00:11:00.400 --> 00:11:02.480]  撒拉就是一個典型例子
[00:11:02.480 --> 00:11:06.760]  夏甲就是一個被害的其中一份子
[00:11:06.760 --> 00:11:09.320]  不過其實他自己都有自己的責任
[00:11:09.320 --> 00:11:14.000]  不過保羅其實來到第27節的時候
[00:11:14.000 --> 00:11:19.480]  他要更加進一步借用《創世紀》16章至21章裏面
[00:11:19.480 --> 00:11:23.120]  一個很重要的命題
[00:11:23.120 --> 00:11:24.320]  Motif
[00:11:24.320 --> 00:11:28.400]  這個命題叫做不孕的命題
[00:11:28.400 --> 00:11:32.160]  The Motif of Sterility
[00:11:32.160 --> 00:11:33.280]  簡單來講
[00:11:33.280 --> 00:11:36.200]  在第27節裏面
[00:11:36.200 --> 00:11:39.960]  重複再次講了有關希臘文
[00:11:39.960 --> 00:11:41.360]  不懷孕
[00:11:41.360 --> 00:11:43.840]  Sterility這個字
[00:11:43.840 --> 00:11:49.320]  一個不能生育的女子的一件事件
[00:11:49.320 --> 00:11:53.000]  藉這個創世紀的命題
[00:11:53.000 --> 00:11:56.400]  而引申到原來我們的身份
[00:11:56.400 --> 00:12:01.720]  怎樣去得到真正上帝所認同的自由的身份
[00:12:01.720 --> 00:12:06.640]  這個命題是從這裏一開始就已經提出
[00:12:06.640 --> 00:12:08.760]  其實從《創世紀》裏面
[00:12:08.760 --> 00:12:12.240]  我們早在《創世紀》第11章第30節
[00:12:12.240 --> 00:12:15.240]  Genesis Chapter 11, Verse 30
[00:12:15.240 --> 00:12:18.280]  和我們今天將會看見的
[00:12:18.280 --> 00:12:22.680]  《爾賽亞書》第54章第一節的經文
[00:12:22.680 --> 00:12:27.680]  其實都不約而同去講到這個不孕的命題
[00:12:27.680 --> 00:12:30.160]  The Motif of Sterility
[00:12:30.160 --> 00:12:31.880]  去讓我們看到
[00:12:31.880 --> 00:12:34.920]  保羅怎樣藉著這個命題去引申
[00:12:34.920 --> 00:12:39.040]  我們原來救恩怎樣從猶太人裏面
[00:12:39.040 --> 00:12:42.760]  擴展至非猶太人的群體
[00:12:42.760 --> 00:12:45.160]  甚至猶太人自己本身
[00:12:45.160 --> 00:12:47.440]  怎樣才真正得到一個
[00:12:47.440 --> 00:12:51.720]  自由的屬靈的生命或者身份呢?
[00:12:51.720 --> 00:12:53.480]  就是從這段聖經而出
[00:12:53.480 --> 00:12:56.760]  這個命題不單止只是講到
[00:12:56.760 --> 00:13:00.440]  上帝的應許怎樣在兩個女士
[00:13:00.440 --> 00:13:03.160]  撒拉和夏革的身上去實踐
[00:13:03.160 --> 00:13:06.120]  更加重要的就是告訴我們知道
[00:13:06.120 --> 00:13:08.440]  真正屬神的兒女
[00:13:08.440 --> 00:13:10.520]  其實他們所有的
[00:13:10.520 --> 00:13:13.880]  都是在神的
[00:13:13.880 --> 00:13:19.320]  耶穌基督的身份的基礎上建立起來
[00:13:19.320 --> 00:13:22.320]  所以無論你是猶太人也好
[00:13:22.320 --> 00:13:24.240]  非猶太人也好
[00:13:24.240 --> 00:13:27.000]  當時你在加拿大教會所聽見
[00:13:27.000 --> 00:13:29.520]  要回到猶太教律法才可以
[00:13:29.520 --> 00:13:31.320]  得到神的身份這個講法
[00:13:31.320 --> 00:13:33.760]  其實根本就是錯誤的
[00:13:33.760 --> 00:13:35.200]  上一堂我已經講了
[00:13:35.200 --> 00:13:36.800]  但雖然那個錯誤
[00:13:36.800 --> 00:13:38.040]  正確的是甚麼呢?
[00:13:38.040 --> 00:13:40.880]  就是在今天我們所講的這段經文
[00:13:40.880 --> 00:13:42.440]  耶穌基督的身份
[00:13:42.440 --> 00:13:45.520]  去奠定每一個相信祂的人
[00:13:45.520 --> 00:13:48.320]  藉著上帝請求的應許
[00:13:48.320 --> 00:13:51.400]  而同樣得到神子民的身份
[00:13:51.400 --> 00:13:53.400]  我們先看回這段聖經
[00:13:53.400 --> 00:13:55.760]  我們先看第一點
[00:13:55.760 --> 00:13:58.360]  第一點就是從無希望
[00:13:58.360 --> 00:14:02.040]  以至於要恩喜的結果的發展
[00:14:02.040 --> 00:14:05.880]  就是第四章的第27節
[00:14:05.880 --> 00:14:10.960]  From Hopeless to Great Joys
[00:14:10.960 --> 00:14:12.680]  上帝怎樣在這裡
[00:14:12.680 --> 00:14:16.160]  能夠讓我們從一個無盼望
[00:14:16.160 --> 00:14:19.440]  大致到一個恩喜的局面
[00:14:19.440 --> 00:14:21.600]  我們再看看第四章第27節
[00:14:21.600 --> 00:14:24.240]  第四章第27節其實是引用了
[00:14:24.240 --> 00:14:28.480]  以塞俄書第54章第一節的經文
[00:14:28.480 --> 00:14:31.080]  我不厭其煩再讀一次給大家聽
[00:14:31.080 --> 00:14:31.840]  是這麼說的
[00:14:31.840 --> 00:14:33.760]  因為經上記著說
[00:14:33.760 --> 00:14:36.920]  就是指到以塞俄書第54章第一節
[00:14:36.920 --> 00:14:39.320]  不懷孕不生養的
[00:14:39.320 --> 00:14:40.960]  你要歡樂
[00:14:40.960 --> 00:14:43.440]  未曾經過產難的
[00:14:43.440 --> 00:14:45.800]  你要高聲歡呼
[00:14:45.800 --> 00:14:47.960]  因為沒有丈夫的
[00:14:47.960 --> 00:14:51.480]  比有丈夫的兒女更多
[00:14:51.480 --> 00:14:53.560]  一開始保羅在這裡說到
[00:14:53.560 --> 00:14:55.280]  不懷孕不生養
[00:14:55.280 --> 00:14:56.080]  你要歡樂
[00:14:56.080 --> 00:14:58.960]  在《原文聖經》希臘文版本裡面
[00:14:58.960 --> 00:15:03.360]  其實「你要歡樂」是放在句子之前的
[00:15:03.360 --> 00:15:06.840]  其實類似在詩篇裡面一開始
[00:15:06.840 --> 00:15:09.440]  「Hallelujah」差不多的意思
[00:15:09.440 --> 00:15:11.480]  一開始保羅說
[00:15:11.480 --> 00:15:15.680]  引用了以塞俄書裡面的內容
[00:15:15.680 --> 00:15:17.760]  你要喜樂
[00:15:17.760 --> 00:15:18.320]  為什麼?
[00:15:18.320 --> 00:15:20.400]  你不懷孕不生養
[00:15:20.400 --> 00:15:22.720]  不懷孕不生養你要喜樂
[00:15:22.720 --> 00:15:23.600]  已經拗頭了
[00:15:23.600 --> 00:15:24.480]  我們來到這裡
[00:15:24.480 --> 00:15:25.960]  接著再下一句
[00:15:25.960 --> 00:15:27.920]  未曾經過產難的
[00:15:27.920 --> 00:15:29.960]  你要高聲歡呼
[00:15:29.960 --> 00:15:31.880]  在英文聖經裡面
[00:15:31.880 --> 00:15:36.240]  也同樣把「高聲歡呼」放在句式的前頭
[00:15:36.240 --> 00:15:38.680]  因為希臘文原本
[00:15:38.680 --> 00:15:44.920]  也是把「高聲歡呼」這句句子放在這句的開頭
[00:15:44.920 --> 00:15:46.680]  簡單來說
[00:15:46.680 --> 00:15:47.760]  保羅一開始說
[00:15:47.760 --> 00:15:50.720]  「你要歡呼 不懷孕不生養」
[00:15:50.720 --> 00:15:53.160]  「你要高聲歡呼」
[00:15:53.160 --> 00:15:53.760]  為什麼?
[00:15:53.760 --> 00:15:55.760]  你未曾產難過
[00:15:55.760 --> 00:15:56.960]  我們就說
[00:15:56.960 --> 00:15:59.880]  如果我們從這段經文裡面
[00:15:59.880 --> 00:16:02.520]  如果說是回應
[00:16:02.520 --> 00:16:08.080]  說在《創世紀》第十六章至十一章
[00:16:08.080 --> 00:16:12.240]  撒拉和夏鴿的事情
[00:16:12.240 --> 00:16:14.200]  那就是叫撒拉一個沒得生
[00:16:14.200 --> 00:16:16.960]  不過又有上帝應許了的人
[00:16:16.960 --> 00:16:18.240]  你要歡喜快樂
[00:16:18.240 --> 00:16:20.000]  為什麼?
[00:16:20.000 --> 00:16:25.800]  保羅在這裡繼續引述最後的原因給我們聽
[00:16:25.800 --> 00:16:27.920]  因為沒有丈夫的
[00:16:27.920 --> 00:16:32.440]  比有丈夫的兒女更多
[00:16:32.440 --> 00:16:33.760]  我們都知道
[00:16:33.760 --> 00:16:37.760]  沒有丈夫其實是否指夏鴿呢?
[00:16:37.760 --> 00:16:41.080]  阿伯拉罕本身不是她的丈夫
[00:16:41.080 --> 00:16:44.840]  阿伯拉罕本身是她的主人
[00:16:44.840 --> 00:16:48.680]  不過因為主母叫她和她的丈夫
[00:16:48.680 --> 00:16:50.720]  阿伯拉罕去生一個兒子
[00:16:50.720 --> 00:16:53.800]  所以因此而她懷孕
[00:16:53.800 --> 00:16:55.840]  你在這個時候還說
[00:16:55.840 --> 00:16:58.160]  我那個沒有丈夫
[00:16:58.160 --> 00:16:59.840]  就是夏鴿
[00:16:59.840 --> 00:17:01.200]  她很多兒女
[00:17:01.200 --> 00:17:03.840]  我因此而去為她歡呼
[00:17:03.840 --> 00:17:05.120]  說什麼?
[00:17:05.120 --> 00:17:07.160]  弟兄姊妹來到這裡的時候
[00:17:07.160 --> 00:17:09.360]  我們會發現到
[00:17:09.360 --> 00:17:12.920]  保羅的討論其實對於很多信徒來講
[00:17:12.920 --> 00:17:13.480]  讀到這裡
[00:17:13.480 --> 00:17:16.320]  如果你不明白《創世紀》的神學
[00:17:16.320 --> 00:17:17.880]  甚至你不明白
[00:17:17.880 --> 00:17:22.440]  以塞俄書嚴原本要引用這一段的說話
[00:17:22.440 --> 00:17:24.360]  那個原意是什麼呢?
[00:17:24.360 --> 00:17:27.480]  你根本上解不通這段成績
[00:17:27.480 --> 00:17:30.720]  這裡其實保羅不是精神錯亂
[00:17:30.720 --> 00:17:31.800]  亂說二十四
[00:17:31.800 --> 00:17:33.040]  隨便
[00:17:33.040 --> 00:17:34.960]  好像今天很多基督徒都這樣說
[00:17:34.960 --> 00:17:38.160]  其實明明那件事已經發生成為事實
[00:17:38.160 --> 00:17:39.200]  接著他還要
[00:17:39.200 --> 00:17:41.880]  我們要祈求上帝扭轉局面
[00:17:41.880 --> 00:17:43.600]  譬如很簡單
[00:17:43.600 --> 00:17:45.080]  哪個人患了癌症
[00:17:45.080 --> 00:17:49.160]  其實都已經到垂死的邊緣了
[00:17:49.160 --> 00:17:50.560]  我們有些基督徒
[00:17:50.560 --> 00:17:54.120]  真的那些思維被扭曲到一個地步
[00:17:54.120 --> 00:17:55.080]  我們現在祈禱
[00:17:55.080 --> 00:17:56.120]  他就會復活
[00:17:56.120 --> 00:17:56.680]  會好起來
[00:17:56.680 --> 00:17:57.400]  突然好起來
[00:17:57.400 --> 00:17:59.320]  神蹟會再現
[00:17:59.320 --> 00:18:00.640]  弟兄姊妹
[00:18:00.640 --> 00:18:02.240]  我不是說這些情況沒有
[00:18:02.240 --> 00:18:04.000]  但是最大的問題就是
[00:18:04.000 --> 00:18:07.440]  如果上帝做了一件事情的時候
[00:18:07.440 --> 00:18:09.200]  他本身那件事已經成為事實
[00:18:09.200 --> 00:18:11.520]  我們其實不應該去說
[00:18:11.520 --> 00:18:14.760]  祈禱就會扭轉上帝原本做的事情
[00:18:14.760 --> 00:18:17.400]  那個結果
[00:18:17.400 --> 00:18:22.160]  保羅是不是在這裡扭曲一般人的思維
[00:18:22.160 --> 00:18:23.760]  甚至引用這段聖經
[00:18:23.760 --> 00:18:25.280]  其實轉頭想說
[00:18:25.280 --> 00:18:28.800]  我們應該好像撒拉那樣
[00:18:28.800 --> 00:18:31.880]  我們不要這樣想了
[00:18:31.880 --> 00:18:34.400]  其實你應該高興
[00:18:34.400 --> 00:18:36.520]  因為你那個侍女
[00:18:36.520 --> 00:18:39.920]  沒有丈夫的都為你生了很多子女
[00:18:39.920 --> 00:18:41.840]  是不是這個意思呢?
[00:18:41.840 --> 00:18:42.640]  不是
[00:18:42.640 --> 00:18:44.200]  大家請留意
[00:18:44.200 --> 00:18:47.560]  在這句引經的句子裡面
[00:18:47.560 --> 00:18:52.040]  保羅很特別地沒有再重複說
[00:18:52.040 --> 00:18:57.200]  夏格或者亞伯拉罕或者撒拉的名字
[00:18:57.200 --> 00:19:00.080]  更加在這裡沒有再用到
[00:19:00.080 --> 00:19:04.120]  以撒或者以實瑪利
[00:19:04.120 --> 00:19:05.920]  後來他們的兒子的名字
[00:19:05.920 --> 00:19:07.080]  沒有
[00:19:07.080 --> 00:19:12.240]  這裡是故意地用了一個代名詞
[00:19:12.240 --> 00:19:13.600]  什麼代名詞呢?
[00:19:13.600 --> 00:19:15.120]  沒有丈夫的
[00:19:15.120 --> 00:19:16.880]  有丈夫的
[00:19:16.880 --> 00:19:17.600]  是不是?
[00:19:17.600 --> 00:19:19.040]  不懷孕的
[00:19:19.040 --> 00:19:20.640]  不生養的
[00:19:20.640 --> 00:19:23.160]  未曾經過產
[00:19:23.160 --> 00:19:25.760]  用這麼多其他的形容詞
[00:19:25.760 --> 00:19:29.920]  似乎保羅是不是想隱藏些什麼呢?
[00:19:29.920 --> 00:19:30.920]  其實不是
[00:19:30.920 --> 00:19:32.520]  其實大家不會忘記
[00:19:32.520 --> 00:19:34.920]  因為保羅在剛剛前文
