
[00:00:00.000 --> 00:00:06.080]  今天我相信這個第十講應該是完結篇了
[00:04:17.120 --> 00:04:19.860]  我有些研究你有沒有填過
[00:04:19.860 --> 00:04:21.420]  他說你填這個研究
[00:04:21.420 --> 00:04:22.320]  填這個問卷
[00:04:22.320 --> 00:04:24.720]  填十五至二十分鐘左右
[00:04:24.720 --> 00:04:28.260]  他就給你十塊錢的禮物卡
[00:04:28.260 --> 00:04:29.060]  真的可以用的
[00:04:29.060 --> 00:04:31.540]  可以在超級市場用
[00:04:31.540 --> 00:04:33.900]  我就覺得還可以
[00:04:33.900 --> 00:04:38.300]  我去教會一個小時也是差不多的
[00:04:38.300 --> 00:04:39.800]  二十分鐘還有十塊錢
[00:04:39.800 --> 00:04:42.980]  OK,可以,我就填了
[00:04:42.980 --> 00:04:44.040]  他就說
[00:04:44.040 --> 00:04:48.420]  一個人需要有三百六十度的一些意見
[00:04:48.420 --> 00:04:49.480]  評估
[00:04:49.480 --> 00:04:53.160]  以致讓那個人多方位
[00:04:53.160 --> 00:04:54.960]  來明白自己
[00:04:54.960 --> 00:04:56.060]  有什麼做得好
[00:04:56.060 --> 00:04:57.260]  或者有什麼做得不好
[00:04:57.260 --> 00:04:59.560]  有什麼需要改進的地方
[00:04:59.560 --> 00:05:02.160]  你覺得重不重要
[00:05:02.160 --> 00:05:03.260]  無論你有沒有聽過
[00:05:03.260 --> 00:05:05.000]  或者你有沒有試過這樣被人評估
[00:05:05.000 --> 00:05:06.660]  其實整個
[00:05:06.660 --> 00:05:08.760]  又叫做全方位評估
[00:05:08.760 --> 00:05:10.900]  因為是多方位的
[00:05:10.900 --> 00:05:12.340]  上司下訴
[00:05:12.340 --> 00:05:13.540]  然後同事
[00:05:13.540 --> 00:05:14.900]  然後顧客
[00:05:14.900 --> 00:05:17.340]  或者如果你是供應商
[00:05:17.340 --> 00:05:19.780]  還有供應商的一些評估
[00:05:19.780 --> 00:05:21.620]  我覺得都挺重要的
[00:05:21.620 --> 00:05:23.820]  剛剛
[00:05:23.820 --> 00:05:24.420]  什麼時候呢
[00:05:24.420 --> 00:05:25.020]  昨天
[00:05:25.020 --> 00:05:27.280]  昨天我太太跟我說
[00:05:27.280 --> 00:05:34.360]  她說你知不知道女兒早上不是很開心
[00:05:34.360 --> 00:05:35.700]  又不是很合作
[00:05:35.700 --> 00:05:37.160]  叫她做的事情又不是很合作
[00:05:37.160 --> 00:05:38.760]  覺得有點奇怪
[00:05:38.760 --> 00:05:39.660]  很不合作
[00:05:39.660 --> 00:05:41.640]  又好像沒什麼禮貌
[00:05:41.640 --> 00:05:42.860]  叫她又不聽
[00:05:42.860 --> 00:05:44.540]  然後我太太
[00:05:44.540 --> 00:05:46.000]  於是乎就那些叫什麼
[00:05:46.000 --> 00:05:48.800]  就去照肺
[00:05:48.800 --> 00:05:50.080]  吐尿
[00:05:50.080 --> 00:05:51.140]  什麼事啊
[00:05:51.140 --> 00:05:52.340]  做什麼事啊
[00:05:52.340 --> 00:05:54.240]  不開心啊
[00:05:54.240 --> 00:05:56.380]  然後女兒就說
[00:05:56.380 --> 00:05:57.480]  是啊不開心啊
[00:05:57.480 --> 00:05:58.920]  做什麼事不開心啊
[00:05:58.920 --> 00:06:01.820]  她說因為爹地很兇啊今天早上
[00:06:01.820 --> 00:06:02.820]  爹地很兇
[00:06:02.820 --> 00:06:03.860]  我一聽的時候
[00:06:03.860 --> 00:06:05.560]  我馬上自己都要反省
[00:06:05.560 --> 00:06:06.660]  我說我兇
[00:06:06.660 --> 00:06:08.300]  當然有原因我才兇的
[00:06:08.300 --> 00:06:09.500]  如果不是你這樣
[00:06:09.500 --> 00:06:11.860]  我就不會兇的
[00:06:11.860 --> 00:06:13.260]  但是那一刻對我來說
[00:06:13.260 --> 00:06:18.240]  我都多謝太太提醒一下
[00:06:18.240 --> 00:06:19.640]  我想想
[00:06:19.640 --> 00:06:21.940]  這也不是藉口
[00:06:21.940 --> 00:06:24.240]  她做了一些事情
[00:06:24.240 --> 00:06:27.120]  我其實可以不需要兇她的
[00:06:27.120 --> 00:06:29.080]  可以不需要惡她的
[00:06:29.080 --> 00:06:31.920]  我去指出她有什麼做得不對就行了
[00:06:31.920 --> 00:06:33.420]  可以平心靜氣的
[00:06:33.420 --> 00:06:36.780]  但是我就加上我的情緒
[00:06:36.780 --> 00:06:39.620]  去很惡地對她
[00:06:39.620 --> 00:06:40.960]  我覺得很重要
[00:06:40.960 --> 00:06:44.560]  對我們整個人的成長
[00:06:44.560 --> 00:06:46.140]  讓我也反省一下
[00:06:46.140 --> 00:06:47.660]  是啊
[00:06:47.660 --> 00:06:49.140]  需要主的憐憫
[00:06:49.140 --> 00:06:50.440]  我也看到我自己的限制
[00:06:50.440 --> 00:06:51.340]  越來越發覺
[00:06:51.340 --> 00:06:53.980]  原來我的脾氣不好
[00:06:53.980 --> 00:06:55.780]  又惡
[00:06:55.780 --> 00:06:57.980]  以前我經常覺得自己很好的
[00:06:57.980 --> 00:06:58.940]  是啊
[00:06:58.940 --> 00:07:00.140]  真的
[00:07:00.140 --> 00:07:01.380]  那一刻
[00:07:01.380 --> 00:07:02.140]  你明不明白
[00:07:02.140 --> 00:07:04.720]  那一刻才是重點
[00:07:04.720 --> 00:07:08.580]  以前我覺得自己的情緒控制得很好
[00:07:08.580 --> 00:07:10.820]  又覺得自己很有耐性
[00:07:10.820 --> 00:07:12.320]  但是結了婚
[00:07:12.320 --> 00:07:13.460]  生了女兒之後
[00:07:13.460 --> 00:07:16.660]  發覺原來這個人真的很恐怖
[00:07:16.660 --> 00:07:20.860]  我自己都覺得自己有點恐怖
[00:07:20.860 --> 00:07:21.660]  是啊
[00:07:21.660 --> 00:07:23.500]  是不是有人和我一樣
[00:07:23.500 --> 00:07:25.140]  覺得自己很恐怖
[00:07:25.140 --> 00:07:26.200]  求主報仇
[00:07:26.200 --> 00:07:28.200]  我也是一個怨恙
[00:07:28.200 --> 00:07:32.080]  需要主的恩典的人
[00:07:32.080 --> 00:07:34.920]  說到這個360度的評估
[00:07:34.920 --> 00:07:36.080]  其實同樣
[00:07:36.080 --> 00:07:38.720]  當我們看哥羅西書的時候
[00:07:38.720 --> 00:07:40.420]  其實同樣地
[00:07:40.420 --> 00:07:42.720]  每一個基督徒的屬靈成長
[00:07:42.720 --> 00:07:44.960]  應該是多方位的
[00:07:44.960 --> 00:07:47.320]  即是多角度的
[00:07:47.320 --> 00:07:49.520]  我想像不到一個人
[00:07:49.520 --> 00:07:54.040]  他說我可以一直在自己家裡看聖經
[00:07:54.040 --> 00:07:55.040]  靈修
[00:07:55.040 --> 00:07:56.900]  我就可以了
[00:07:56.900 --> 00:07:59.340]  我就可以過聖潔的生活了
[00:07:59.340 --> 00:08:01.240]  我就可以做一個好的基督徒
[00:08:01.240 --> 00:08:03.440]  我就不需要小祖
[00:08:03.440 --> 00:08:05.940]  我不需要和人有相交
[00:08:05.940 --> 00:08:07.980]  我就不太相信這件事
[00:08:07.980 --> 00:08:09.920]  因為這是聖經的教導
[00:08:09.920 --> 00:08:10.840]  我們要全方位
[00:08:10.840 --> 00:08:12.920]  我們需要有上向
[00:08:12.920 --> 00:08:14.960]  和神的關係
[00:08:14.960 --> 00:08:17.160]  也需要橫向和人
[00:08:17.160 --> 00:08:20.160]  不過今天這裡其實他講和人的
[00:08:20.160 --> 00:08:22.660]  不僅是說弟兄姊妹
[00:08:22.660 --> 00:08:24.800]  他直接是講到
[00:08:24.800 --> 00:08:28.000]  和一些未信主的人如何交往
[00:08:28.000 --> 00:08:29.360]  所以我們可以看下去
[00:08:29.360 --> 00:08:32.300]  哥羅西書第四章第二到第四節
[00:08:32.300 --> 00:08:34.100]  我們一起再讀一讀好不好?
[00:08:34.100 --> 00:08:36.100]  第二到第四節
[00:08:36.100 --> 00:08:38.100]  請讀
[00:08:47.160 --> 00:08:53.160]  (字幕:我聽不懂)
[00:08:53.160 --> 00:08:55.160]  好,可以了
[00:08:55.160 --> 00:08:58.420]  他說「行徹禱告」
[00:08:58.420 --> 00:09:00.420]  「行徹」
[00:09:00.420 --> 00:09:02.420]  你這裡看下去呢
[00:09:02.420 --> 00:09:03.920]  你不是要「行徹禱告」嗎?
[00:09:03.920 --> 00:09:05.920]  你覺得哪個是一個動詞呢?
[00:09:05.920 --> 00:09:09.920]  啊?
[00:09:09.920 --> 00:09:11.660]  「行徹」是嗎?
[00:09:11.660 --> 00:09:13.660]  哇,真是很好啊!
[00:09:13.660 --> 00:09:16.920]  其實中文有時候翻出來翻得挺好的
[00:09:16.920 --> 00:09:19.920]  「行徹」
[00:09:19.920 --> 00:09:21.920]  在原文裏面呢
[00:09:21.920 --> 00:09:23.920]  它是一個動詞
[00:09:23.920 --> 00:09:26.920]  反而「禱告」不是一個動詞
[00:09:26.920 --> 00:09:30.920]  「要行徹」是一個動詞
[00:09:30.920 --> 00:09:32.920]  哇,了解一下
[00:09:32.920 --> 00:09:34.920]  原來發覺挺有趣的
[00:09:34.920 --> 00:09:36.920]  「行徹」在原文裏面
[00:09:36.920 --> 00:09:40.920]  它是在說堅定地去持守一件事
[00:09:40.920 --> 00:09:44.920]  持續不斷的
[00:09:44.920 --> 00:09:47.920]  如果你說持續不斷地去祈禱
[00:09:47.920 --> 00:09:50.920]  那就好像持續不斷地成為了一個副詞
[00:09:50.920 --> 00:09:51.920]  又不是動詞
[00:09:51.920 --> 00:09:53.920]  但是它是一個動詞
[00:09:53.920 --> 00:09:57.920]  你整個人是持續不斷地
[00:09:57.920 --> 00:10:01.920]  堅定地去持守著禱告
[00:10:01.920 --> 00:10:03.920]  嘩,這個阿豹拉得很好啊
[00:10:03.920 --> 00:10:05.920]  還弄了顏色
[00:10:05.920 --> 00:10:08.920]  待會可不可以弄個公仔出來呢?
[00:10:08.920 --> 00:10:11.920]  下次試試吧,這次不用試
[00:10:14.920 --> 00:10:16.920]  「行徹禱告」它就是說
[00:10:16.920 --> 00:10:18.920]  你是堅定地
[00:10:18.920 --> 00:10:21.920]  不放鬆地去祈禱
[00:10:21.920 --> 00:10:23.920]  就像盧家福音
[00:10:23.920 --> 00:10:24.920]  如果你有印象
[00:10:24.920 --> 00:10:26.920]  有一個經文,耶穌說
[00:10:26.920 --> 00:10:29.920]  半夜有人敲門
[00:10:29.920 --> 00:10:31.920]  「我有朋友來,我沒有餅給他」
[00:10:31.920 --> 00:10:33.920]  「所以我來敲門找你」
[00:10:33.920 --> 00:10:35.920]  「可不可以給我一些餅呢?」
[00:10:35.920 --> 00:10:36.920]  那個人就說
[00:10:36.920 --> 00:10:38.920]  「半夜了,我的子女都睡著了」
[00:10:38.920 --> 00:10:40.920]  「都上床了,我不會敲門給你的了」
[00:10:40.920 --> 00:10:41.920]  「不過」
[00:10:41.920 --> 00:10:42.920]  然後耶穌就說
[00:10:42.920 --> 00:10:45.920]  「不過那個人因為他那麼情馳迫切」
[00:10:45.920 --> 00:10:49.920]  「那麼堅定地去做這件事」
[00:10:49.920 --> 00:10:53.920]  「那麼一直去堅持」
[00:10:53.920 --> 00:10:56.920]  「那個家的主人可能都會開門給他的」
[00:10:56.920 --> 00:10:58.920]  他說「何況神呢」
[00:10:58.920 --> 00:10:59.920]  他說「何況神呢」
[00:10:59.920 --> 00:11:03.920]  「如果你去求一求神」
[00:11:03.920 --> 00:11:06.920]  「神直接大把東西來賜福給你」
[00:11:06.920 --> 00:11:09.920]  「神直接將祂自己都給你」
[00:11:09.920 --> 00:11:11.920]  是那個經文所說
[00:11:11.920 --> 00:11:13.920]  所以這裡的原文是
[00:11:13.920 --> 00:11:14.920]  Persist
[00:11:14.920 --> 00:11:17.920]  或者如果你有NIV
[00:11:17.920 --> 00:11:18.920]  它應該是寫Devote
[00:11:18.920 --> 00:11:20.920]  Devote yourself to prayer
[00:11:20.920 --> 00:11:23.920]  即是執著不放的
[00:11:23.920 --> 00:11:26.920]  即是不要放的
[00:11:26.920 --> 00:11:29.920]  貼薩諾尼加前書就在這裡說
[00:11:29.920 --> 00:11:32.920]  它說叫我們不住地禱告
[00:11:32.920 --> 00:11:33.920]  也就是這樣
[00:11:33.920 --> 00:11:34.920]  但問題是
[00:11:34.920 --> 00:11:37.920]  我一看到這裡就很自然有一個問題
[00:11:37.920 --> 00:11:38.920]  我相信大家都會
[00:11:38.920 --> 00:11:42.920]  問題是我們如何可以不停地去祈禱呢
[00:11:42.920 --> 00:11:43.920]  有沒有人可以啊
[00:11:43.920 --> 00:11:45.920]  不停地去祈禱
[00:11:45.920 --> 00:11:47.920]  如果你說你自己可以
[00:11:47.920 --> 00:11:52.920]  我真的覺得你是有點問題
[00:11:52.920 --> 00:11:55.920]  一般人如何可以不斷地去祈禱呢
[00:11:55.920 --> 00:11:56.920]  你說不用工作啊
[00:11:56.920 --> 00:11:57.920]  不用吃飯啊
[00:11:57.920 --> 00:11:58.920]  是不是
[00:11:58.920 --> 00:11:59.920]  不用讀書啊
[00:11:59.920 --> 00:12:00.920]  不用開車啊
[00:12:00.920 --> 00:12:03.920]  開車可不可以不斷地去祈禱呢
[00:12:03.920 --> 00:12:09.920]  勉強可能也可以五十五十
[00:12:09.920 --> 00:12:14.920]  但如何能夠不斷地去祈禱呢
[00:12:14.920 --> 00:12:15.920]  我相信是沒有的
[00:12:15.920 --> 00:12:19.920]  沒有一個人可以不斷地去做一件事
[00:12:19.920 --> 00:12:20.920]  不斷地不停
[00:12:20.920 --> 00:12:22.920]  包括祈禱
[00:12:22.920 --> 00:12:25.920]  人是有限做不到的
[00:12:25.920 --> 00:12:27.920]  但這裡所表明的是
[00:12:27.920 --> 00:12:29.920]  祈禱的人
[00:12:29.920 --> 00:12:30.920]  或者屬神的人
[00:12:30.920 --> 00:12:33.920]  對神是有一個
[00:12:33.920 --> 00:12:36.920]  二十四小時不斷的一個倚賴
[00:12:36.920 --> 00:12:39.920]  一個態度
[00:12:39.920 --> 00:12:44.920]  對神的旨意不斷地等候的一個態度
[00:12:44.920 --> 00:12:46.920]  不是叫你二十四小時在那裡祈禱
[00:12:46.920 --> 00:12:47.920]  求主給你這個
[00:12:47.920 --> 00:12:48.920]  求主要怎樣怎樣
[00:12:48.920 --> 00:12:49.920]  求主要求主
[00:12:49.920 --> 00:12:51.920]  一直這樣求主
[00:12:51.920 --> 00:12:53.920]  我們不可能這樣
[00:12:53.920 --> 00:12:56.920]  但這裡是在說我們對神的倚靠
[00:12:56.920 --> 00:13:00.920]  和等候神的態度
[00:13:00.920 --> 00:13:01.920]  祈禱了
[00:13:01.920 --> 00:13:04.920]  未有東西看
[00:13:04.920 --> 00:13:06.920]  繼續倚靠神
[00:13:06.920 --> 00:13:08.920]  繼續等候神
[00:13:08.920 --> 00:13:11.920]  相信如果是神的旨意
[00:13:11.920 --> 00:13:14.920]  相信如果是神自己的心意
[00:13:14.920 --> 00:13:16.920]  不斷地等候
[00:13:16.920 --> 00:13:18.920]  是這樣的意思
[00:13:18.920 --> 00:13:20.920]  同時這個禱告這個字
[00:13:20.920 --> 00:13:23.920]  原文其實是敬拜
[00:13:23.920 --> 00:13:25.920]  worship 敬拜
[00:13:25.920 --> 00:13:28.920]  我們其實每時每刻所做
[00:13:28.920 --> 00:13:29.920]  所說的
[00:13:29.920 --> 00:13:31.920]  所想的東西
[00:13:31.920 --> 00:13:34.920]  都應該是為了主而做的
[00:13:34.920 --> 00:13:37.920]  可能正常一個打工的人
[00:13:37.920 --> 00:13:39.920]  你上班一天可能八個小時
[00:13:39.920 --> 00:13:40.920]  或者十個小時
[00:13:40.920 --> 00:13:41.920]  有些人做得長一點
[00:13:41.920 --> 00:13:42.920]  十二個小時
[00:13:42.920 --> 00:13:43.920]  十幾個小時
[00:13:43.920 --> 00:13:44.920]  但你那十幾個小時
[00:13:44.920 --> 00:13:47.920]  你當然不可能不斷地祈禱
[00:13:47.920 --> 00:13:49.920]  但是你將那個工作
[00:13:49.920 --> 00:13:51.920]  你做那個工作的時候
[00:13:51.920 --> 00:13:55.920]  你的心態是為了神而做
[00:13:55.920 --> 00:13:57.920]  當你為了神而做的時候
[00:13:57.920 --> 00:13:58.920]  那個工作
[00:13:58.920 --> 00:13:59.920]  那十個小時
[00:13:59.920 --> 00:14:00.920]  那八個小時
[00:14:00.920 --> 00:14:01.920]  就是一個敬拜
[00:14:01.920 --> 00:14:03.920]  來呈現給神
[00:14:03.920 --> 00:14:05.920]  是這裡的意思
[00:14:05.920 --> 00:14:07.920]  那個就是一種敬拜
[00:14:07.920 --> 00:14:08.920]  那個就是一種禱告
[00:14:08.920 --> 00:14:09.920]  不斷地
[00:14:09.920 --> 00:14:14.920]  當我們為了神而做的時候
[00:14:14.920 --> 00:14:16.920]  他說要行切的禱告
[00:14:16.920 --> 00:14:18.920]  警醒感恩
[00:14:18.920 --> 00:14:22.920]  警醒的意思就是醒
[00:14:22.920 --> 00:14:23.920]  現在醒了沒有?
[00:14:23.920 --> 00:14:25.920]  醒啊!醒來!
[00:14:25.920 --> 00:14:27.920]  醒覺
[00:14:27.920 --> 00:14:29.920]  我們要有屬靈的醒覺
[00:14:29.920 --> 00:14:33.920]  醒覺什麼?
[00:14:33.920 --> 00:14:38.920]  你知不知道神在這裡?
[00:14:38.920 --> 00:14:40.920]  你看看旁邊
[00:14:40.920 --> 00:14:44.920]  你知不知道神在你旁邊?
[00:14:44.920 --> 00:14:47.920]  好像很害怕
[00:14:47.920 --> 00:14:48.920]  我記得我
[00:14:48.920 --> 00:14:49.920]  可能以前都說過
[00:14:49.920 --> 00:14:51.920]  但是我都很深印象
[00:14:51.920 --> 00:14:54.920]  我讀神學的時候
[00:14:54.920 --> 00:14:57.920]  有一個是韓國的同學
[00:14:57.920 --> 00:14:59.920]  他就經常半認真
[00:14:59.920 --> 00:15:01.920]  我都不知道他是認真還是開玩笑
[00:15:01.920 --> 00:15:03.920]  我們有時候吃飯
[00:15:03.920 --> 00:15:05.920]  在學校裡面
[00:15:05.920 --> 00:15:07.920]  宿舍那裡吃飯
[00:15:07.920 --> 00:15:09.920]  吃飯有個空位
[00:15:09.920 --> 00:15:11.920]  有些人就想坐過來
[00:15:11.920 --> 00:15:13.920]  就說你不要坐
[00:15:13.920 --> 00:15:14.920]  然後那個人就說為什麼不要坐?
[00:15:14.920 --> 00:15:16.920]  因為耶穌坐在那裡
[00:15:16.920 --> 00:15:18.920]  (笑聲)
[00:15:18.920 --> 00:15:21.920]  最初當作開玩笑
[00:15:21.920 --> 00:15:23.920]  但是多說幾次笑
[00:15:23.920 --> 00:15:26.920]  其實我發覺這是一個真理
[00:15:26.920 --> 00:15:28.920]  真的
[00:15:28.920 --> 00:15:30.920]  當然你不是說見到
[00:15:30.920 --> 00:15:31.920]  我都見不到
[00:15:31.920 --> 00:15:33.920]  我相信他見不到
[00:15:33.920 --> 00:15:34.920]  但是神
[00:15:34.920 --> 00:15:35.920]  因為神是一個靈
[00:15:35.920 --> 00:15:37.920]  祂無所不在
[00:15:37.920 --> 00:15:40.920]  祂全知、全在、全能
[00:15:40.920 --> 00:15:42.920]  祂就在這裡
[00:15:42.920 --> 00:15:44.920]  祂今天就在這裡
[00:15:44.920 --> 00:15:47.920]  或者其實你進來崇拜這個教會之前
[00:15:47.920 --> 00:15:49.920]  其實神都在這裡
[00:15:49.920 --> 00:15:51.920]  神也都和你一起
[00:15:51.920 --> 00:15:53.920]  由你開車回來教會的時候
[00:15:53.920 --> 00:15:55.920]  無論你繞路也好
[00:15:55.920 --> 00:15:57.920]  不繞路也好
[00:15:57.920 --> 00:15:59.920]  有沒有被人逼去繞路
[00:15:59.920 --> 00:16:01.920]  神其實都和你一起
[00:16:01.920 --> 00:16:04.920]  這個是說那個醒覺
[00:16:04.920 --> 00:16:07.920]  當你灰心失意的時候
[00:16:07.920 --> 00:16:09.920]  神在哪裡?
[00:16:09.920 --> 00:16:11.920]  神在這裡
[00:16:11.920 --> 00:16:13.920]  陪著你
[00:16:14.920 --> 00:16:17.920]  不過這個是看你內心的經歷
[00:16:17.920 --> 00:16:19.920]  有些人覺得神陪著我比較好
[00:16:19.920 --> 00:16:21.920]  有些人覺得神在我裡面
[00:16:21.920 --> 00:16:24.920]  因為神是靈
[00:16:24.920 --> 00:16:25.920]  祂無所不在
[00:16:25.920 --> 00:16:26.920]  所以祂在你生命
[00:16:26.920 --> 00:16:28.920]  又可以在你心裡面
[00:16:28.920 --> 00:16:29.920]  祂陪著你
[00:16:29.920 --> 00:16:30.920]  又可以
[00:16:30.920 --> 00:16:33.920]  神學上都合理
[00:16:33.920 --> 00:16:36.920]  還有一樣東西其實更害怕
[00:16:36.920 --> 00:16:38.920]  甚至當你犯罪的時候
[00:16:38.920 --> 00:16:40.920]  神在哪裡?
[00:16:40.920 --> 00:16:43.920]  神都在這裡
[00:16:43.920 --> 00:16:46.920]  當你的說話得罪人的時候
[00:16:46.920 --> 00:16:48.920]  或者當你思想上浮了出去
[00:16:48.920 --> 00:16:49.920]  不知道去哪裡
[00:16:49.920 --> 00:16:51.920]  想一些事情
[00:16:51.920 --> 00:16:53.920]  其實神都在這裡
[00:16:53.920 --> 00:16:55.920]  祂都知道
[00:16:55.920 --> 00:16:57.920]  詩篇139篇
[00:16:57.920 --> 00:17:00.920]  詩人他就很清楚這件事
[00:17:00.920 --> 00:17:01.920]  他說當我坐下的時候
[00:17:01.920 --> 00:17:02.920]  我起來
[00:17:02.920 --> 00:17:05.920]  神祢都曉得
[00:17:05.920 --> 00:17:08.920]  祢從遠處知道我的意念
[00:17:08.920 --> 00:17:09.920]  我走路
[00:17:09.920 --> 00:17:10.920]  我躺臥
[00:17:10.920 --> 00:17:11.920]  祢都細察
[00:17:11.920 --> 00:17:15.920]  祢也心知我一切所行的
