
[00:00:00.000 --> 00:00:03.000]  幼稚園級的暑期聖經班的家長
[00:01:47.000 --> 00:01:49.000]  當我和同學坐下來聊天的時候
[00:01:49.000 --> 00:01:52.000]  談到一些他們的興趣生活
[00:01:52.000 --> 00:01:55.000]  談到一些我成長的時候聽的音樂
[00:01:55.000 --> 00:01:57.000]  看的電視的廣告
[00:01:57.000 --> 00:01:59.000]  當然和他們相差太遠
[00:01:59.000 --> 00:02:01.000]  原來很多事他們都不知道
[00:02:01.000 --> 00:02:04.000]  我就發覺我都很老了
[00:02:04.000 --> 00:02:06.000]  當打開周刊見到
[00:02:06.000 --> 00:02:10.000]  8月1日至10日又有培靈研經會
[00:02:10.000 --> 00:02:12.000]  今早在普通話主學才提到
[00:02:12.000 --> 00:02:15.000]  今年原來已經是第87屆了
[00:02:15.000 --> 00:02:17.000]  我第一次參與的時候應該是第60屆
[00:02:17.000 --> 00:02:19.000]  數一數 嘩 已經很老了
[00:02:19.000 --> 00:02:21.000]  很多年前了
[00:02:21.000 --> 00:02:26.000]  老可能是一個心態或者感覺
[00:02:26.000 --> 00:02:28.000]  又或者說電視節目可能你已經
[00:02:28.000 --> 00:02:31.000]  年紀上都不年輕了
[00:02:31.000 --> 00:02:33.000]  可能去到已經是人家覺得
[00:02:33.000 --> 00:02:35.000]  嘩 都幾成熟 幾成長
[00:02:35.000 --> 00:02:38.000]  甚至做了人家爺爺媽媽公公婆婆的階段
[00:02:38.000 --> 00:02:40.000]  不過你覺得不是的
[00:02:40.000 --> 00:02:41.000]  我又走得很快
[00:02:41.000 --> 00:02:42.000]  我的眼睛又很靈
[00:02:42.000 --> 00:02:43.000]  我說話又很大聲
[00:02:43.000 --> 00:02:46.000]  所以我都很年輕了
[00:02:46.000 --> 00:02:51.000]  年青和年老可能是一個感覺
[00:02:51.000 --> 00:02:54.000]  可能是一個有些客觀的條件
[00:02:54.000 --> 00:02:57.000]  但是有些主觀的感覺的情況
[00:02:57.000 --> 00:03:00.000]  我記得有時我和一些電視節目出去探訪
[00:03:00.000 --> 00:03:01.000]  和一些姐妹出去
[00:03:01.000 --> 00:03:02.000]  有些姐妹就說
[00:03:02.000 --> 00:03:04.000]  哎呀 老了 走得慢了
[00:03:04.000 --> 00:03:06.000]  哎呀 老了 現在開始有些不同的病
[00:03:06.000 --> 00:03:08.000]  要吃些什麼藥了
[00:03:08.000 --> 00:03:10.000]  哎呀 老了 開始眼矇了
[00:03:10.000 --> 00:03:11.000]  看東西不是很清楚了
[00:03:11.000 --> 00:03:12.000]  以前這樣看東西
[00:03:12.000 --> 00:03:15.000]  現在這樣都看不到了
[00:03:15.000 --> 00:03:17.000]  我的答案通常都是這樣的
[00:03:17.000 --> 00:03:18.000]  上我的電視節目就說
[00:03:18.000 --> 00:03:20.000]  這些是很正常的
[00:03:20.000 --> 00:03:21.000]  當你年紀成熟的時候
[00:03:21.000 --> 00:03:25.000]  就有很多很正常的事情會發生
[00:03:25.000 --> 00:03:27.000]  年老或者一路越來越成熟
[00:03:27.000 --> 00:03:29.000]  可能有些人很想快點
[00:03:29.000 --> 00:03:31.000]  有些人可能很不喜歡
[00:03:31.000 --> 00:03:32.000]  無論如何
[00:03:32.000 --> 00:03:34.000]  生命就是這樣一路成長
[00:03:34.000 --> 00:03:36.000]  一路發展
[00:03:36.000 --> 00:03:39.000]  和別人在信仰裡面一樣
[00:03:39.000 --> 00:03:40.000]  可能我們一路成長
[00:03:40.000 --> 00:03:44.000]  我不知道今天是你第一次參與教會的崇拜
[00:03:44.000 --> 00:03:46.000]  你的問題可能很深
[00:03:46.000 --> 00:03:48.000]  如果你回教會崇拜多少次呢
[00:03:48.000 --> 00:03:49.000]  可能你數一數
[00:03:49.000 --> 00:03:51.000]  一年五十二個禮拜
[00:03:51.000 --> 00:03:53.000]  十年就五百次
[00:03:53.000 --> 00:03:56.000]  可能你已經回了很多百次崇拜
[00:03:56.000 --> 00:03:57.000]  在信仰裡面
[00:03:57.000 --> 00:03:59.000]  你有多少個進步呢
[00:03:59.000 --> 00:04:00.000]  又或者這麼說
[00:04:00.000 --> 00:04:02.000]  在信仰的年資裡面
[00:04:02.000 --> 00:04:05.000]  你究竟去到一個什麼樣的狀態呢
[00:04:05.000 --> 00:04:07.000]  是一個成熟的狀態
[00:04:07.000 --> 00:04:08.000]  是一個覺得
[00:04:08.000 --> 00:04:09.000]  哎呀 我都老了
[00:04:09.000 --> 00:04:10.000]  有些東西都留給年輕人了
[00:04:10.000 --> 00:04:13.000]  還是什麼樣的狀態呢
[00:04:13.000 --> 00:04:16.000]  《聖經課》是一段我們很熟悉的經文
[00:04:16.000 --> 00:04:17.000]  相信這個故事
[00:04:17.000 --> 00:04:19.000]  大部分的電視節目都應該聽過
[00:04:19.000 --> 00:04:21.000]  甚至可能你過去回那麼多個崇拜
[00:04:21.000 --> 00:04:23.000]  你聽過不少次
[00:04:23.000 --> 00:04:25.000]  但是今天想和大家去看一下
[00:04:25.000 --> 00:04:28.000]  這段經文裡面給我們一些不同的焦點
[00:04:28.000 --> 00:04:30.000]  《約翰福音》第六章一到十五節
[00:04:30.000 --> 00:04:31.000]  剛才已經聽到
[00:04:31.000 --> 00:04:32.000]  讀出這段聖經
[00:04:32.000 --> 00:04:33.000]  大家可以打開
[00:04:33.000 --> 00:04:34.000]  或者待會在投影上面
[00:04:34.000 --> 00:04:35.000]  都會看到類似的經文
[00:04:35.000 --> 00:04:37.000]  這段聖經我們很熟很熟很熟
[00:04:37.000 --> 00:04:40.000]  因為是說耶穌基督用五餅二魚
[00:04:40.000 --> 00:04:42.000]  去餵飽五千人
[00:04:42.000 --> 00:04:43.000]  聽過了沒有
[00:04:43.000 --> 00:04:44.000]  聽過了是吧
[00:04:44.000 --> 00:04:45.000]  聽過了
[00:04:45.000 --> 00:04:46.000]  說什麼的知不知道
[00:04:46.000 --> 00:04:47.000]  知道了
[00:04:47.000 --> 00:04:48.000]  那就不用說了
[00:04:48.000 --> 00:04:49.000]  說完了是不是
[00:04:49.000 --> 00:04:50.000]  知道了
[00:04:50.000 --> 00:04:52.000]  這段經文很熟悉
[00:04:52.000 --> 00:04:55.000]  因為它有它很特別的地方
[00:04:55.000 --> 00:04:56.000]  它很特別
[00:04:56.000 --> 00:04:58.000]  因為這段經文是四卷福音書
[00:04:58.000 --> 00:05:01.000]  都有提到關於耶穌走的神蹟
[00:05:01.000 --> 00:05:03.000]  不要以為很常見
[00:05:03.000 --> 00:05:06.000]  因為原來四卷福音書有不同的重點
[00:05:06.000 --> 00:05:08.000]  有不同的角度
[00:05:08.000 --> 00:05:09.000]  特別是約翰福音
[00:05:09.000 --> 00:05:10.000]  它有一個很重要
[00:05:10.000 --> 00:05:11.000]  很不同的角度
[00:05:11.000 --> 00:05:12.000]  比較後期寫成
[00:05:12.000 --> 00:05:14.000]  它很想將一些很重點的說話
[00:05:14.000 --> 00:05:16.000]  特別是可能其他福音書不多提的
[00:05:16.000 --> 00:05:18.000]  一些角度重點去提
[00:05:18.000 --> 00:05:20.000]  所以當我們發現四卷福音書
[00:05:20.000 --> 00:05:23.000]  都同樣記載一個耶穌走的神蹟
[00:05:23.000 --> 00:05:25.000]  這個神蹟一定有一些很重要的事
[00:05:25.000 --> 00:05:27.000]  讓我們記得
[00:05:27.000 --> 00:05:28.000]  當然了
[00:05:28.000 --> 00:05:29.000]  這個神蹟我們很熟悉
[00:05:29.000 --> 00:05:30.000]  有另一個原因
[00:05:30.000 --> 00:05:32.000]  因為這個神蹟的畫面
[00:05:32.000 --> 00:05:33.000]  應該很精彩是不是
[00:05:33.000 --> 00:05:35.000]  我從剛剛開始信耶穌的時候
[00:05:35.000 --> 00:05:36.000]  在我初中的時候
[00:05:36.000 --> 00:05:37.000]  剛剛信耶穌
[00:05:37.000 --> 00:05:38.000]  第一次看這段聖經的時候
[00:05:38.000 --> 00:05:40.000]  我就想這個畫面很精彩
[00:05:40.000 --> 00:05:44.000]  一個山頭坐滿了五千個
[00:05:44.000 --> 00:05:45.000]  這裡說的是男士
[00:05:45.000 --> 00:05:46.000]  當然還有小朋友
[00:05:46.000 --> 00:05:48.000]  如果不是就沒有五餅二魚
[00:05:48.000 --> 00:05:49.000]  小朋友拿來的
[00:05:49.000 --> 00:05:50.000]  還有可能有些婦女
[00:05:50.000 --> 00:05:52.000]  可能有一萬人坐在山頭裡面
[00:05:52.000 --> 00:05:55.000]  然後耶穌就很帥的
[00:05:55.000 --> 00:05:57.000]  拿個餅擦開
[00:05:57.000 --> 00:05:58.000]  拿條魚擦開
[00:05:58.000 --> 00:05:59.000]  遞下去
[00:05:59.000 --> 00:06:01.000]  然後就不知道怎麼變出來
[00:06:01.000 --> 00:06:02.000]  由五塊餅
[00:06:02.000 --> 00:06:03.000]  兩條魚
[00:06:03.000 --> 00:06:04.000]  變變變變
[00:06:04.000 --> 00:06:05.000]  總之最後就
[00:06:05.000 --> 00:06:06.000]  全部人吃飽了
[00:06:06.000 --> 00:06:07.000]  還有剩下的
[00:06:07.000 --> 00:06:08.000]  這個畫面
[00:06:08.000 --> 00:06:09.000]  如果拍成電影
[00:06:09.000 --> 00:06:10.000]  應該也挺好看
[00:06:10.000 --> 00:06:12.000]  可能過去的電影
[00:06:12.000 --> 00:06:13.000]  都有類似的畫面
[00:06:13.000 --> 00:06:14.000]  很精彩
[00:06:14.000 --> 00:06:15.000]  一直擦
[00:06:15.000 --> 00:06:16.000]  我經常都想像
[00:06:16.000 --> 00:06:18.000]  究竟餅是怎麼變出來的
[00:06:18.000 --> 00:06:20.000]  是不是耶穌拿著餅一擦
[00:06:20.000 --> 00:06:21.000]  然後遞下去
[00:06:21.000 --> 00:06:22.000]  這裡又長一塊出來
[00:06:22.000 --> 00:06:24.000]  還是耶穌擦開
[00:06:24.000 --> 00:06:25.000]  一轉手之後
[00:06:25.000 --> 00:06:26.000]  又變回這麼大的餅
[00:06:26.000 --> 00:06:27.000]  不知道
[00:06:27.000 --> 00:06:29.000]  總之聖經裡面就說
[00:06:29.000 --> 00:06:30.000]  五塊餅
[00:06:30.000 --> 00:06:31.000]  兩條魚
[00:06:31.000 --> 00:06:32.000]  擦一擦
[00:06:32.000 --> 00:06:33.000]  分一分
[00:06:33.000 --> 00:06:34.000]  就全部人吃飽了
[00:06:34.000 --> 00:06:36.000]  究竟這個故事
[00:06:36.000 --> 00:06:38.000]  說的是什麼呢
[00:06:38.000 --> 00:06:40.000]  是不是耶穌很厲害
[00:06:40.000 --> 00:06:41.000]  耶穌很厲害
[00:06:41.000 --> 00:06:42.000]  耶穌很有能力
[00:06:42.000 --> 00:06:43.000]  這麼多東西當然是
[00:06:43.000 --> 00:06:46.000]  還有什麼我們可以去留心的呢
[00:06:46.000 --> 00:06:49.000]  我們再一次重溫這個故事
[00:06:49.000 --> 00:06:51.000]  一開始聖經裡面說
[00:06:51.000 --> 00:06:53.000]  耶穌渡過加利利海
[00:06:53.000 --> 00:06:56.000]  去到一個山上
[00:06:56.000 --> 00:06:59.000]  當時很多人要見到耶穌
[00:06:59.000 --> 00:07:01.000]  因為耶穌在很多人身上
[00:07:01.000 --> 00:07:02.000]  行了很多神蹟
[00:07:02.000 --> 00:07:05.000]  很多病人身上得到醫治
[00:07:05.000 --> 00:07:07.000]  所以很多人跟著耶穌
[00:07:07.000 --> 00:07:08.000]  當很多人跟著耶穌之後
[00:07:08.000 --> 00:07:09.000]  耶穌去到山上
[00:07:09.000 --> 00:07:10.000]  聖經裡面說
[00:07:10.000 --> 00:07:11.000]  約翰福音記載
[00:07:11.000 --> 00:07:14.000]  就是耶穌和門徒一起坐在那裡
[00:07:14.000 --> 00:07:16.000]  為什麼坐在那裡呢
[00:07:16.000 --> 00:07:17.000]  可能是休息一下
[00:07:17.000 --> 00:07:18.000]  是不是
[00:07:18.000 --> 00:07:19.000]  走到累了就休息一下
[00:07:19.000 --> 00:07:20.000]  休息一下
[00:07:20.000 --> 00:07:22.000]  聖經裡面又特別提一節
[00:07:22.000 --> 00:07:23.000]  第四節
[00:07:23.000 --> 00:07:27.000]  他說那時猶太人的御節近了
[00:07:27.000 --> 00:07:29.000]  無端端說時間
[00:07:29.000 --> 00:07:30.000]  做什麼呢
[00:07:30.000 --> 00:07:31.000]  是不是怕不記得呢
[00:07:31.000 --> 00:07:32.000]  其實有些原因的
[00:07:32.000 --> 00:07:33.000]  因為接著說
[00:07:33.000 --> 00:07:36.000]  耶穌舉目就看見一大群人
[00:07:36.000 --> 00:07:38.000]  原來當我們看回當時的地理環境
[00:07:38.000 --> 00:07:39.000]  耶穌在那個地方
[00:07:39.000 --> 00:07:41.000]  應該是大概是白菜大的地方
[00:07:41.000 --> 00:07:44.000]  白菜大的地方就是當時他們每一年
[00:07:44.000 --> 00:07:45.000]  御節的時候
[00:07:45.000 --> 00:07:47.000]  猶太人有個習慣
[00:07:47.000 --> 00:07:49.000]  他們就回去耶路撒冷
[00:07:49.000 --> 00:07:51.000]  去耶路撒冷那裡過節
[00:07:51.000 --> 00:07:52.000]  就好像我們傳統一樣
[00:07:52.000 --> 00:07:54.000]  我們農曆新年可能就回鄉下
[00:07:54.000 --> 00:07:56.000]  他們每年在御節
[00:07:56.000 --> 00:07:58.000]  他們就會上耶路撒冷
[00:07:58.000 --> 00:08:00.000]  去到耶路撒冷那裡就去過御節
[00:08:00.000 --> 00:08:03.000]  所以這個白菜大的山頭
[00:08:03.000 --> 00:08:06.000]  應該就是當時的大部分人
[00:08:06.000 --> 00:08:07.000]  由他的鄉下或者不同地方
[00:08:07.000 --> 00:08:09.000]  上御節的必經之路
[00:08:09.000 --> 00:08:10.000]  所以為什麼這麼多人呢
[00:08:10.000 --> 00:08:11.000]  有原因的
[00:08:11.000 --> 00:08:15.000]  因為那裡的人全部都在趕去耶路撒冷過節
[00:08:15.000 --> 00:08:16.000]  當時耶穌就坐在那裡
[00:08:16.000 --> 00:08:17.000]  看見很多人
[00:08:17.000 --> 00:08:19.000]  他就問其中一個門徒
[00:08:19.000 --> 00:08:20.000]  這個門徒是肥力
[00:08:20.000 --> 00:08:22.000]  肥力大家可能不太熟悉
[00:08:22.000 --> 00:08:24.000]  因為聖經裡面肥力不是很多出場的
[00:08:24.000 --> 00:08:26.000]  通常出場都是約翰彼得雅各那些
[00:08:26.000 --> 00:08:27.000]  是不是
[00:08:27.000 --> 00:08:28.000]  為什麼問肥力呢
[00:08:28.000 --> 00:08:29.000]  其中一個很簡單的原因
[00:08:29.000 --> 00:08:31.000]  如果我們看約翰福音第一章44節說
[00:08:31.000 --> 00:08:33.000]  肥力是白菜大人
[00:08:33.000 --> 00:08:34.000]  那就是耶穌問
[00:08:34.000 --> 00:08:36.000]  屬於當地的門徒
[00:08:36.000 --> 00:08:37.000]  你在這裡大
[00:08:37.000 --> 00:08:38.000]  你應該屬於這裡
[00:08:38.000 --> 00:08:39.000]  就問肥力
[00:08:39.000 --> 00:08:42.000]  我們去哪裡可以買餅給這些人吃
[00:08:42.000 --> 00:08:44.000]  聖經裡面又再說
[00:08:44.000 --> 00:08:46.000]  他說這句話是要考驗肥力的
[00:08:46.000 --> 00:08:48.000]  耶穌要知道接著要怎麼做
[00:08:48.000 --> 00:08:50.000]  所以耶穌接著就有不同的動作
[00:08:50.000 --> 00:08:51.000]  肥力就回答他
[00:08:51.000 --> 00:08:55.000]  他說就算有200個銀幣的餅
[00:08:55.000 --> 00:08:57.000]  都不夠他們吃一點點
[00:08:57.000 --> 00:08:59.000]  200個銀幣是多少呢
[00:08:59.000 --> 00:09:03.000]  當時一個銀幣大約應該是一天的人工左右
[00:09:03.000 --> 00:09:06.000]  200個銀幣你當他半年人工附近
[00:09:06.000 --> 00:09:10.000]  今時今日假設一個月大約一萬元
[00:09:10.000 --> 00:09:11.000]  大約十萬元左右
[00:09:11.000 --> 00:09:12.000]  大約這麼計算
[00:09:12.000 --> 00:09:14.000]  肥力第一個反應就馬上說
[00:09:14.000 --> 00:09:17.000]  耶穌這裡這麼多人
[00:09:17.000 --> 00:09:19.000]  就當他一萬人吧
[00:09:19.000 --> 00:09:21.000]  一萬人就算有十萬元
[00:09:21.000 --> 00:09:23.000]  每人買點東西都不夠吃
[00:09:23.000 --> 00:09:25.000]  跟今時今日差不多
[00:09:25.000 --> 00:09:26.000]  如果有一萬人
[00:09:26.000 --> 00:09:27.000]  你有十萬元
[00:09:27.000 --> 00:09:28.000]  每人只有十元
[00:09:28.000 --> 00:09:30.000]  吃個飽都好問
[00:09:30.000 --> 00:09:31.000]  怎麼夠飽
[00:09:31.000 --> 00:09:35.000]  我們先停一停
[00:09:35.000 --> 00:09:37.000]  當肥力有這個回應
[00:09:37.000 --> 00:09:39.000]  你覺得正不正常
[00:09:39.000 --> 00:09:41.000]  合不合理
[00:09:41.000 --> 00:09:42.000]  很正常
[00:09:42.000 --> 00:09:44.000]  如果你是耶穌的門徒
[00:09:44.000 --> 00:09:45.000]  耶穌突然坐下來
[00:09:45.000 --> 00:09:47.000]  看到那裡有很多人
[00:09:47.000 --> 00:09:49.000]  原來數出來一萬人
[00:09:49.000 --> 00:09:51.000]  耶穌就說買東西給他吃
[00:09:51.000 --> 00:09:53.000]  你會怎麼回答耶穌
[00:09:53.000 --> 00:09:55.000]  你跟肥力一樣
[00:09:55.000 --> 00:09:56.000]  你跟肥力說
[00:09:56.000 --> 00:09:58.000]  不行哪有這麼多錢
[00:09:58.000 --> 00:10:00.000]  就算有都不夠
[00:10:00.000 --> 00:10:02.000]  就算有這麼多錢都不夠他們吃
[00:10:02.000 --> 00:10:05.000]  肥力這個答案可能是很對的
[00:10:05.000 --> 00:10:08.000]  可能實際現況是很對
[00:10:08.000 --> 00:10:09.000]  也很現實
[00:10:09.000 --> 00:10:11.000]  因為他有這個限制
[00:10:11.000 --> 00:10:13.000]  因為他有這個難處
[00:10:13.000 --> 00:10:15.000]  因為他很理性地去理解
[00:10:15.000 --> 00:10:16.000]  數過看過
[00:10:16.000 --> 00:10:17.000]  大約目測
[00:10:17.000 --> 00:10:18.000]  這裡都一萬人
[00:10:18.000 --> 00:10:20.000]  怎麼夠吃
[00:10:20.000 --> 00:10:22.000]  這個答案看似很合理
[00:10:22.000 --> 00:10:25.000]  但今天想和大家去思考的問題就是
[00:10:25.000 --> 00:10:27.000]  究竟他這個答案的焦點
[00:10:27.000 --> 00:10:29.000]  正不正確
[00:10:29.000 --> 00:10:33.000]  到底肥力有沒有答錯問題
[00:10:33.000 --> 00:10:35.000]  或者肥力有沒有想錯了不同的東西
[00:10:35.000 --> 00:10:37.000]  以致他答了這個答案
[00:10:37.000 --> 00:10:41.000]  再看下去
[00:10:41.000 --> 00:10:43.000]  接著又有一個門徒出現
[00:10:43.000 --> 00:10:45.000]  這個門徒就是新聞彼得的大弟弟
[00:10:45.000 --> 00:10:47.000]  叫安德烈
[00:10:47.000 --> 00:10:49.000]  安德烈就和耶穌說
[00:10:49.000 --> 00:10:51.000]  這裡有一個小朋友
[00:10:51.000 --> 00:10:53.000]  拿著五個大麥餅
[00:10:53.000 --> 00:10:55.000]  兩條魚
[00:10:55.000 --> 00:10:57.000]  不過分給那麼多人算什麼呢
[00:10:57.000 --> 00:11:01.000]  安德烈和肥力有點不同
[00:11:01.000 --> 00:11:03.000]  肥力第一時間一看到就和耶穌說
[00:11:03.000 --> 00:11:05.000]  不行了,不夠錢
[00:11:05.000 --> 00:11:07.000]  不行了,沒有辦法處理
[00:11:07.000 --> 00:11:09.000]  安德烈就努力去處理
[00:11:09.000 --> 00:11:11.000]  從那些人當中找到一個小朋友
[00:11:11.000 --> 00:11:13.000]  帶了五塊餅
[00:11:13.000 --> 00:11:15.000]  兩條魚
[00:11:15.000 --> 00:11:17.000]  他就拿出來和耶穌說
[00:11:17.000 --> 00:11:19.000]  耶穌,五塊餅兩條魚
[00:11:19.000 --> 00:11:21.000]  各位電影姐妹
[00:11:21.000 --> 00:11:23.000]  如果你是安德烈
[00:11:23.000 --> 00:11:25.000]  或者是他旁邊那個
[00:11:25.000 --> 00:11:27.000]  你會怎麼想呢
[00:11:27.000 --> 00:11:29.000]  你可能會說安德烈,收起來吧
[00:11:29.000 --> 00:11:31.000]  五塊餅兩條魚
[00:11:31.000 --> 00:11:33.000]  這裡有一萬人
[00:11:33.000 --> 00:11:35.000]  不要說一萬人
[00:11:35.000 --> 00:11:37.000]  我們十幾個門徒連耶穌一起吃都未必夠
[00:11:37.000 --> 00:11:39.000]  大家要記住
[00:11:39.000 --> 00:11:41.000]  五塊餅兩條魚不是很多東西
[00:11:41.000 --> 00:11:43.000]  我小時候常常想
[00:11:43.000 --> 00:11:45.000]  五塊餅那些餅是不是這麼大塊
[00:11:45.000 --> 00:11:47.000]  那些魚不是吞拿魚
[00:11:47.000 --> 00:11:49.000]  起碼都是三文魚
[00:11:49.000 --> 00:11:51.000]  對不起,當時的文化不是這樣
[00:11:51.000 --> 00:11:53.000]  餅可能真的很簡單
[00:11:53.000 --> 00:11:55.000]  甚至大麥餅,最粗最粗的
[00:11:55.000 --> 00:11:57.000]  可能想起我們那些光酥餅
[00:11:57.000 --> 00:11:59.000]  是一個,可能已經很大
[00:11:59.000 --> 00:12:01.000]  沒那麼大,小朋友長得那麼大
[00:12:01.000 --> 00:12:03.000]  就說這麼多
[00:12:03.000 --> 00:12:05.000]  魚當然不是吞拿魚,也不是三文魚
[00:12:05.000 --> 00:12:07.000]  魚是什麼魚呢
[00:12:07.000 --> 00:12:09.000]  魚可能大小和沙甸魚差不多
[00:12:09.000 --> 00:12:11.000]  沙甸魚有多大
[00:12:11.000 --> 00:12:13.000]  不長吧,小小的
[00:12:13.000 --> 00:12:15.000]  為什麼會帶沙甸魚呢
[00:12:15.000 --> 00:12:17.000]  那條魚主要不是要吃魚肉飽
[00:12:17.000 --> 00:12:19.000]  是那條魚一般醃了有味
[00:12:19.000 --> 00:12:21.000]  用來幫助你吃這麼粗的麥餅的時候
[00:12:21.000 --> 00:12:23.000]  有一點味道
[00:12:23.000 --> 00:12:25.000]  那就是鹹魚
[00:12:25.000 --> 00:12:27.000]  五條鹹魚仔
[00:12:27.000 --> 00:12:29.000]  兩條鹹魚仔
[00:12:29.000 --> 00:12:31.000]  五塊最乾最粗的餅
[00:12:31.000 --> 00:12:33.000]  兩條鹹魚仔
[00:12:33.000 --> 00:12:35.000]  如果你是門徒
[00:12:35.000 --> 00:12:37.000]  你是安德烈旁邊的門徒
[00:12:37.000 --> 00:12:39.000]  你會怎樣
[00:12:39.000 --> 00:12:41.000]  聖經沒有講
[00:12:41.000 --> 00:12:43.000]  我常常想
[00:12:43.000 --> 00:12:45.000]  彼得會不會按著弟弟
[00:12:45.000 --> 00:12:47.000]  不要這樣
[00:12:47.000 --> 00:12:49.000]  失禮人
[00:12:49.000 --> 00:12:51.000]  五塊餅兩條魚
[00:12:51.000 --> 00:12:53.000]  如果教會教聚餐
[00:12:53.000 --> 00:12:55.000]  我們到副堂或操場
[00:12:55.000 --> 00:12:57.000]  看到桌面
[00:12:57.000 --> 00:12:59.000]  只有幾個餅,幾條魚
[00:12:59.000 --> 00:13:01.000]  你會怎樣
[00:13:01.000 --> 00:13:03.000]  你會問牧師我們食物吃到沒有
[00:13:03.000 --> 00:13:05.000]  常常這樣問
[00:13:05.000 --> 00:13:07.000]  我回答你沒有,只有這麼多
[00:13:07.000 --> 00:13:09.000]  牧師不要玩了
[00:13:09.000 --> 00:13:11.000]  我們要吃東西
[00:13:11.000 --> 00:13:13.000]  可能你會覺得有可能
[00:13:13.000 --> 00:13:15.000]  五塊餅兩條魚拿出來幹什麼
[00:13:15.000 --> 00:13:17.000]  收起來算了
[00:13:17.000 --> 00:13:19.000]  不知為何
[00:13:19.000 --> 00:13:21.000]  安德烈會拿出來
[00:13:21.000 --> 00:13:23.000]  我想了很久都想不明白
[00:13:23.000 --> 00:13:25.000]  可能他覺得穩盡只有這麼多
[00:13:25.000 --> 00:13:27.000]  又或者他覺得耶穌
[00:13:27.000 --> 00:13:29.000]  是這麼多
[00:13:29.000 --> 00:13:31.000]  無論如何
[00:13:31.000 --> 00:13:33.000]  安德烈最後的答案是
[00:13:33.000 --> 00:13:35.000]  但分級這麼多人
[00:13:35.000 --> 00:13:37.000]  還算什麼呢
[00:13:37.000 --> 00:13:39.000]  是喔
[00:13:39.000 --> 00:13:41.000]  五塊餅兩條魚
[00:13:41.000 --> 00:13:43.000]  分給這麼多人
[00:13:43.000 --> 00:13:45.000]  當然沒有辦法
[00:13:45.000 --> 00:13:47.000]  安德烈這個焦點
[00:13:47.000 --> 00:13:49.000]  有沒有錯呢
[00:13:49.000 --> 00:13:51.000]  安德烈他都很努力
[00:13:51.000 --> 00:13:53.000]  他找了個小朋友
[00:13:53.000 --> 00:13:55.000]  真的有食物
[00:13:55.000 --> 00:13:57.000]  不像肥力說
[00:13:57.000 --> 00:13:59.000]  不夠就沒有
[00:13:59.000 --> 00:14:01.000]  而他真的找到食物
[00:14:01.000 --> 00:14:03.000]  不過很不夠
[00:14:03.000 --> 00:14:05.000]  差太遠了
[00:14:05.000 --> 00:14:07.000]  五塊餅兩條魚和一萬人的飲食
