
[00:00:00.000 --> 00:00:03.000]  今天要講的經文是在《士徒行傳》第九章
[00:08:18.000 --> 00:08:24.000]  第二個可能性,同行的人是一群什麼人呢?
[00:08:24.000 --> 00:08:26.000]  你猜猜
[00:08:26.000 --> 00:08:29.000]  你沒興趣知道嗎?
[00:08:29.000 --> 00:08:33.000]  同行的人很有可能是一群幫保羅做事的人
[00:08:33.000 --> 00:08:37.000]  說保羅要去大馬士革做什麼呢?
[00:08:37.000 --> 00:08:39.000]  他不可以一個人做的
[00:08:39.000 --> 00:08:42.000]  一個人打那麼多門徒,怎麼鬥呢?
[00:08:42.000 --> 00:08:47.000]  當然要有一群,或者一群聖殿警察幫他去
[00:08:47.000 --> 00:08:51.000]  我沒有講這些,不要冤枉我
[00:08:51.000 --> 00:08:52.000]  你明白我的意思嗎?
[00:08:52.000 --> 00:08:59.000]  他需要一群人去幫他去捉拿這些信耶穌的人
[00:08:59.000 --> 00:09:05.000]  所以有可能,幾有可能,同行的人是他的助手
[00:09:05.000 --> 00:09:12.000]  我有時會想,會不會有人訪問那些助手經歷的那三天是怎樣呢?
[00:09:12.000 --> 00:09:18.000]  根據故事所說,那三天保羅看不到東西
[00:09:18.000 --> 00:09:21.000]  保羅有沒有講他自己的感受呢?
[00:09:21.000 --> 00:09:23.000]  有沒有講他害不害怕呢?
[00:09:23.000 --> 00:09:28.000]  聖經講得很清楚,說只有保羅聽到聲音
[00:09:28.000 --> 00:09:30.000]  只有保羅知道發生了什麼事
[00:09:30.000 --> 00:09:33.000]  其他人不知道發生了什麼事
[00:09:33.000 --> 00:09:38.000]  聖經說,因為那些同行的人聽見聲音,卻看不見人
[00:09:38.000 --> 00:09:41.000]  在《小道行傳》後面大概二十多章
[00:09:41.000 --> 00:09:43.000]  當保羅重複講這個故事的時候
[00:09:43.000 --> 00:09:47.000]  保羅強調,同行的人不知道發生了什麼事
[00:09:47.000 --> 00:09:54.000]  那三天,當他真的和保羅同工的聖殿警察
[00:09:54.000 --> 00:10:02.000]  當保羅瞎了眼,那三天有沒有對話呢?
[00:10:02.000 --> 00:10:07.000]  你覺不覺得這段經文交代得很少?
[00:10:07.000 --> 00:10:09.000]  交代得很少
[00:10:09.000 --> 00:10:13.000]  嚴格來說,如果將保羅一個這麼重要的人物
[00:10:13.000 --> 00:10:20.000]  在《小道行傳》從十三章開始就講保羅
[00:10:20.000 --> 00:10:22.000]  一直講到二十八章都是講保羅
[00:10:22.000 --> 00:10:25.000]  佔了差不多六成的篇幅都是講保羅
[00:10:25.000 --> 00:10:29.000]  而他回轉是一件很重要的事
[00:10:29.000 --> 00:10:31.000]  那為什麼不多講幾句呢?
[00:10:31.000 --> 00:10:36.000]  路加醫生在這裡很刻意交代了一些很必須的事
[00:10:36.000 --> 00:10:38.000]  時、地、人、事
[00:10:38.000 --> 00:10:42.000]  說了一點點,好像刻意將一些事隱藏
[00:10:42.000 --> 00:10:45.000]  讓我去想,我們做一些source criticism
[00:10:45.000 --> 00:10:46.000]  我不知道你們有沒有聽過
[00:10:46.000 --> 00:10:51.000]  我們想一想,到底是不是作者不知道呢?
[00:10:51.000 --> 00:10:54.000]  剛才說了作者是誰呢?
[00:10:54.000 --> 00:10:56.000]  路加,路加是一個醫生
[00:10:56.000 --> 00:11:00.000]  你猜路加是怎樣知道這個故事的呢?
[00:11:00.000 --> 00:11:04.000]  保羅說,因為在第二次宣教旅程
[00:11:04.000 --> 00:11:07.000]  大概在《小道行傳》十五、十六章左右
[00:11:07.000 --> 00:11:09.000]  路加醫生出現
[00:11:09.000 --> 00:11:13.000]  而根據很多聖經學者的研究和聖經的說法
[00:11:13.000 --> 00:11:16.000]  路加和保羅的關係是非常密切的
[00:11:16.000 --> 00:11:21.000]  由第二次宣教旅程直至保羅被人拉去羅馬
[00:11:21.000 --> 00:11:23.000]  快要死的時候
[00:11:23.000 --> 00:11:27.000]  路加都是看著保羅的
[00:11:27.000 --> 00:11:29.000]  這麼多年了
[00:11:29.000 --> 00:11:31.000]  宣教沒有電視看的嘛
[00:11:31.000 --> 00:11:33.000]  那當然是聊天了
[00:11:33.000 --> 00:11:39.000]  你猜路加知不知道發生了什麼事呢?
[00:11:39.000 --> 00:11:42.000]  但是為什麼不說呢?
[00:11:42.000 --> 00:11:46.000]  我查過希臘文,阿謙問我查中文還是查希臘文
[00:11:46.000 --> 00:11:50.000]  我查過希臘文,只有104個字
[00:11:50.000 --> 00:11:55.000]  關於保羅見異象這一段
[00:11:55.000 --> 00:11:59.000]  反而在剛才我們讀的經文下半部
[00:11:59.000 --> 00:12:00.000]  比較豐富
[00:12:00.000 --> 00:12:03.000]  你看到有兩種顏色
[00:12:03.000 --> 00:12:06.000]  紅色那些就是保羅見異象那些字
[00:12:06.000 --> 00:12:16.000]  黃色那些就是耶穌跟亞拿利亞說話的那一段
[00:12:16.000 --> 00:12:20.000]  只是對話已經有130個字
[00:12:20.000 --> 00:12:22.000]  多了三分之一
[00:12:22.000 --> 00:12:25.000]  如果這樣說,我們也要問一個問題
[00:12:25.000 --> 00:12:29.000]  其實路加想在這段經文裡表達什麼呢?
[00:12:29.000 --> 00:12:31.000]  你明白我的意思嗎?
[00:12:31.000 --> 00:12:33.000]  我們常常很習慣地問
[00:12:33.000 --> 00:12:35.000]  到底那時候發生了什麼?
[00:12:35.000 --> 00:12:38.000]  但我們沒有想過作者為什麼要這樣寫這個故事
[00:12:38.000 --> 00:12:41.000]  或者為什麼要這樣寫這個故事
[00:12:41.000 --> 00:12:47.000]  他為什麼要刻意將保羅的故事隱藏
[00:12:47.000 --> 00:12:50.000]  我常常都錯,對不起,你聽得懂就算了
[00:12:50.000 --> 00:12:53.000]  為什麼要將亞拿利亞這個對話
[00:12:53.000 --> 00:12:57.000]  成為他的焦點
[00:12:57.000 --> 00:12:59.000]  簡單來說,我相信
[00:12:59.000 --> 00:13:04.000]  其實整段經文的重點不是保羅見異象
[00:13:04.000 --> 00:13:07.000]  而是亞拿利亞見異象
[00:13:07.000 --> 00:13:09.000]  問題來了,第一個問題
[00:13:09.000 --> 00:13:11.000]  我想問弟兄姊妹的就是
[00:13:11.000 --> 00:13:13.000]  你覺得亞拿利亞想不想去呢?
[00:13:13.000 --> 00:13:15.000]  當他收到這個命令的時候
[00:13:15.000 --> 00:13:17.000]  為什麼?
[00:13:17.000 --> 00:13:19.000]  因為害怕
[00:13:19.000 --> 00:13:21.000]  經文有說
[00:13:21.000 --> 00:13:23.000]  經文說第一節
[00:13:23.000 --> 00:13:27.000]  蘇羅不斷用威嚇凶悍的口氣
[00:13:27.000 --> 00:13:29.000]  向主的門徒說話
[00:13:29.000 --> 00:13:32.000]  這句譯得很奇怪,好像說話很大口氣
[00:13:32.000 --> 00:13:34.000]  不是,英文的翻譯
[00:13:34.000 --> 00:13:37.000]  說他呼吸,即是呼吸一些fract
[00:13:37.000 --> 00:13:40.000]  即是他好像在你頸後吹氣
[00:13:40.000 --> 00:13:42.000]  你想想多恐怖
[00:13:42.000 --> 00:13:45.000]  即是有一個抓你的人在你頸後吹氣
[00:13:45.000 --> 00:13:48.000]  你感不感受到那股熱和濕
[00:13:48.000 --> 00:13:50.000]  和恐懼
[00:13:50.000 --> 00:13:52.000]  他就去見大祭司
[00:13:52.000 --> 00:13:55.000]  要求發信給大馬士革的國會堂
[00:13:55.000 --> 00:13:57.000]  如果以今天來說
[00:13:57.000 --> 00:14:00.000]  這是逃犯條例
[00:14:00.000 --> 00:14:03.000]  是真的,他就是希望大馬士革抓了一些人
[00:14:03.000 --> 00:14:07.000]  引導他們回去耶路撒冷
[00:14:07.000 --> 00:14:10.000]  真是古代的逃犯條例
[00:14:10.000 --> 00:14:13.000]  所以那班門徒就很害怕
[00:14:13.000 --> 00:14:15.000]  其中一個就是亞拿利亞
[00:14:15.000 --> 00:14:17.000]  可能你就會想
[00:14:17.000 --> 00:14:20.000]  亞拿利亞為什麼突然不害怕呢?
[00:14:20.000 --> 00:14:22.000]  上帝跟他說話
[00:14:22.000 --> 00:14:24.000]  耶穌在意象裡面跟他說話
[00:14:24.000 --> 00:14:26.000]  我們又聽一下
[00:14:26.000 --> 00:14:30.000]  耶穌在意象裡面跟他說的話是什麼
[00:14:30.000 --> 00:14:31.000]  請你們讀,好不好?
[00:14:31.000 --> 00:14:33.000]  耶穌的回應,預備,1,2,3
[00:14:33.000 --> 00:14:52.000]  這個回應裡面的「他」是在說誰?
[00:14:52.000 --> 00:14:54.000]  保祿
[00:14:54.000 --> 00:14:56.000]  從頭到尾
[00:14:56.000 --> 00:14:58.000]  其實耶穌的回應
[00:14:58.000 --> 00:15:00.000]  都是針對保祿
[00:15:00.000 --> 00:15:02.000]  說他是我選擇的器皿
[00:15:02.000 --> 00:15:04.000]  他要怎樣怎樣
[00:15:04.000 --> 00:15:06.000]  嚴格來說
[00:15:06.000 --> 00:15:08.000]  耶穌是沒有給過任何的應許
[00:15:08.000 --> 00:15:10.000]  亞拿利亞說不用怕
[00:15:10.000 --> 00:15:12.000]  沒事的
[00:15:12.000 --> 00:15:14.000]  只是說他要成為我的器皿
[00:15:14.000 --> 00:15:17.000]  他要為我承受很多的苦難
[00:15:17.000 --> 00:15:19.000]  是不是?
[00:15:19.000 --> 00:15:21.000]  有一天
[00:15:21.000 --> 00:15:23.000]  寫講章寫到很晚
[00:15:23.000 --> 00:15:25.000]  我跟我老闆
[00:15:25.000 --> 00:15:27.000]  唐主任請假
[00:15:27.000 --> 00:15:29.000]  說我今晚回不了祈禱會
[00:15:29.000 --> 00:15:31.000]  因為我要繼續寫講章
[00:15:31.000 --> 00:15:33.000]  我就留在辦公室寫寫寫
[00:15:33.000 --> 00:15:35.000]  想想想,想到十點
[00:15:35.000 --> 00:15:37.000]  我下來的時候,不是九點八九
[00:15:37.000 --> 00:15:39.000]  下來的時候就遇到一個姊妹
[00:15:39.000 --> 00:15:41.000]  剛剛回完祈禱會
[00:15:41.000 --> 00:15:43.000]  就有一個很有趣
[00:15:43.000 --> 00:15:45.000]  也很稀疏平常的對話
[00:15:45.000 --> 00:15:47.000]  她就問我,喂,你怎樣?
[00:15:47.000 --> 00:15:49.000]  我怎樣回答呢?
[00:15:49.000 --> 00:15:51.000]  未死得,通常都是這些對話
[00:15:51.000 --> 00:15:53.000]  接著她就說,不要這麼快
[00:15:53.000 --> 00:15:55.000]  神還有很多事情要給你做
[00:15:55.000 --> 00:15:57.000]  見到傳道人都會說這些
[00:15:57.000 --> 00:15:59.000]  我說,不知道的
[00:15:59.000 --> 00:16:01.000]  很多事情說不完的
[00:16:01.000 --> 00:16:05.000]  接著我就不知道為什麼
[00:16:05.000 --> 00:16:07.000]  上帝就給了我
[00:16:07.000 --> 00:16:09.000]  我說,好像使徒行傳的試題犯
[00:16:09.000 --> 00:16:11.000]  當他選擇做執事
[00:16:11.000 --> 00:16:13.000]  都沒有想過這麼快死的
[00:16:13.000 --> 00:16:15.000]  我真的這樣跟她說
[00:16:15.000 --> 00:16:17.000]  我今天
[00:16:17.000 --> 00:16:19.000]  我預備這段經文的時候
[00:16:19.000 --> 00:16:21.000]  去查回使徒行傳,使題犯的經歷
[00:16:21.000 --> 00:16:23.000]  原來說他選完
[00:16:23.000 --> 00:16:25.000]  執事幾節之後
[00:16:25.000 --> 00:16:27.000]  其實真的很短時間就被人抓了
[00:16:27.000 --> 00:16:29.000]  抓完之後很快就審
[00:16:29.000 --> 00:16:31.000]  審的過程
[00:16:31.000 --> 00:16:33.000]  就是使題犯很長篇
[00:16:33.000 --> 00:16:35.000]  說了一篇很長的道
[00:16:35.000 --> 00:16:37.000]  很長的
[00:16:37.000 --> 00:16:39.000]  你試試看,使徒行傳第七章
[00:16:39.000 --> 00:16:41.000]  說了五十幾節
[00:16:41.000 --> 00:16:43.000]  說了一篇道,接著呢
[00:16:43.000 --> 00:16:45.000]  經文就說
[00:16:45.000 --> 00:16:47.000]  那些人聽見他這些說話
[00:16:47.000 --> 00:16:49.000]  極其惱怒
[00:16:49.000 --> 00:16:51.000]  向使題犯咬牙切齒
[00:16:51.000 --> 00:16:53.000]  但是使題犯反而
[00:16:53.000 --> 00:16:55.000]  滿有聖靈,定睜望天
[00:16:55.000 --> 00:16:57.000]  看見神的榮耀
[00:16:57.000 --> 00:16:59.000]  接著那些人大聲喊叫
[00:16:59.000 --> 00:17:01.000]  掩著耳朵就衝去
[00:17:01.000 --> 00:17:03.000]  把他推到城外面,用石頭打他
[00:17:03.000 --> 00:17:05.000]  作假見證
[00:17:05.000 --> 00:17:07.000]  害他的人
[00:17:07.000 --> 00:17:09.000]  把衣裳放在一個叫做
[00:17:09.000 --> 00:17:11.000]  掃羅的年輕人的腳前
[00:17:11.000 --> 00:17:13.000]  接著
[00:17:13.000 --> 00:17:15.000]  他們就把石頭
[00:17:15.000 --> 00:17:17.000]  打使題犯
[00:17:17.000 --> 00:17:19.000]  使題犯就呼求說
[00:17:19.000 --> 00:17:21.000]  主啊,求你接納我的靈魂
[00:17:21.000 --> 00:17:23.000]  然後跪下大聲喊著
[00:17:23.000 --> 00:17:25.000]  主啊,不要將這罪歸於他們
[00:17:25.000 --> 00:17:27.000]  說了這話就長眠了
[00:17:27.000 --> 00:17:29.000]  是不是很有圖畫
[00:17:29.000 --> 00:17:31.000]  我想告訴你,其實他很快就死了
[00:17:31.000 --> 00:17:33.000]  而當他死的時候
[00:17:33.000 --> 00:17:35.000]  聖經形容什麼
[00:17:35.000 --> 00:17:37.000]  滿有聖靈
[00:17:37.000 --> 00:17:39.000]  所以可能
[00:17:39.000 --> 00:17:41.000]  你在做主的工作
[00:17:41.000 --> 00:17:43.000]  不代表不用死
[00:17:43.000 --> 00:17:45.000]  你明白我的意思嗎
[00:17:45.000 --> 00:17:47.000]  我那天跟姐妹說,其實也不一定
[00:17:47.000 --> 00:17:49.000]  可能是真的
[00:17:49.000 --> 00:17:51.000]  可能很快就死了
[00:17:51.000 --> 00:17:53.000]  到了經文第八章
[00:17:53.000 --> 00:17:55.000]  就說掃羅也贊同
[00:17:55.000 --> 00:17:57.000]  要處死使題犯
[00:17:57.000 --> 00:17:59.000]  從那一天開始
[00:17:59.000 --> 00:18:01.000]  耶路撒冷的教會遭受大的迫害
[00:18:01.000 --> 00:18:03.000]  除了使徒以外
[00:18:03.000 --> 00:18:05.000]  眾門徒都分散在
[00:18:05.000 --> 00:18:07.000]  猶大和撒瑪利亞各處
[00:18:07.000 --> 00:18:09.000]  有些虔誠的人
[00:18:09.000 --> 00:18:11.000]  將使題犯埋葬,為他大大哀哭
[00:18:11.000 --> 00:18:13.000]  掃羅卻殘害教會
[00:18:13.000 --> 00:18:15.000]  挨家挨戶地進去
[00:18:15.000 --> 00:18:17.000]  拉著男女
[00:18:17.000 --> 00:18:19.000]  關在監獄
[00:18:19.000 --> 00:18:21.000]  他們正在面對
[00:18:21.000 --> 00:18:23.000]  很多的逼迫
[00:18:23.000 --> 00:18:25.000]  而這個逼迫的
[00:18:25.000 --> 00:18:27.000]  領頭人就是
[00:18:27.000 --> 00:18:29.000]  掃羅
[00:18:29.000 --> 00:18:31.000]  就是剛才說的
[00:18:31.000 --> 00:18:33.000]  在大馬式路上的掃羅
[00:18:33.000 --> 00:18:35.000]  所以你可以這麼說
[00:18:35.000 --> 00:18:37.000]  耶路撒冷真的不想去
[00:18:37.000 --> 00:18:39.000]  嚴格來說
[00:18:39.000 --> 00:18:41.000]  使題犯可以這麼說
[00:18:41.000 --> 00:18:43.000]  屍骨未寒
[00:18:43.000 --> 00:18:45.000]  他殉道的事
[00:18:45.000 --> 00:18:47.000]  可能是藉著
[00:18:47.000 --> 00:18:49.000]  很多人從耶路撒冷走過來的時候
[00:18:49.000 --> 00:18:51.000]  他聽到
[00:18:51.000 --> 00:18:53.000]  你說阿拿尼亞會不會
[00:18:53.000 --> 00:18:55.000]  自願誦宗
[00:18:55.000 --> 00:18:57.000]  會不會
[00:18:57.000 --> 00:18:59.000]  想送羊入虎口
[00:18:59.000 --> 00:19:01.000]  不會
[00:19:01.000 --> 00:19:03.000]  沒可能
[00:19:03.000 --> 00:19:05.000]  離譜
[00:19:05.000 --> 00:19:07.000]  但聖經說得很有趣
[00:19:07.000 --> 00:19:09.000]  在阿拿尼亞和耶穌的對話
[00:19:09.000 --> 00:19:11.000]  其實很簡單
[00:19:11.000 --> 00:19:13.000]  和直接
[00:19:13.000 --> 00:19:15.000]  他說在異象裡對他說
[00:19:15.000 --> 00:19:17.000]  阿拿尼亞
[00:19:17.000 --> 00:19:19.000]  聖經人物通常都會這樣說
[00:19:19.000 --> 00:19:21.000]  主啊我在這裡
[00:19:21.000 --> 00:19:23.000]  怎知道大件事
[00:19:23.000 --> 00:19:25.000]  主對他說你要去藉街
[00:19:25.000 --> 00:19:27.000]  阿拿尼亞回答
[00:19:27.000 --> 00:19:29.000]  爭論了一次
[00:19:29.000 --> 00:19:31.000]  主跟他說
[00:19:31.000 --> 00:19:33.000]  你只管去
[00:19:33.000 --> 00:19:35.000]  第十七節
[00:19:35.000 --> 00:19:37.000]  你看不看到
[00:19:37.000 --> 00:19:39.000]  在掙扎裡阿拿尼亞的馴服
[00:19:39.000 --> 00:19:41.000]  很不容易
[00:19:41.000 --> 00:19:43.000]  接著我就在想
[00:19:43.000 --> 00:19:45.000]  其實很多上帝
[00:19:45.000 --> 00:19:47.000]  自古以來
[00:19:47.000 --> 00:19:49.000]  從舊約到新約
[00:19:49.000 --> 00:19:51.000]  他差人去做一些事
[00:19:51.000 --> 00:19:53.000]  其實人的反應
[00:19:53.000 --> 00:19:55.000]  都是一樣
[00:19:55.000 --> 00:19:57.000]  我經常覺得這個圖畫
[00:19:57.000 --> 00:19:59.000]  好像上帝和我們
[00:19:59.000 --> 00:20:01.000]  或者我們和上帝
[00:20:01.000 --> 00:20:03.000]  在玩扯大欖一樣
[00:20:03.000 --> 00:20:05.000]  會有一些角力
[00:20:05.000 --> 00:20:07.000]  有一些掙扎
[00:20:07.000 --> 00:20:09.000]  第一個我想起舊約的人物
[00:20:09.000 --> 00:20:11.000]  叫摩西
[00:20:11.000 --> 00:20:13.000]  很有趣的
[00:20:13.000 --> 00:20:15.000]  你看出埃及記第三章
[00:20:15.000 --> 00:20:17.000]  一開始神就吩咐
[00:20:17.000 --> 00:20:19.000]  在荊棘裡跟摩西說
[00:20:19.000 --> 00:20:21.000]  摩西你猜摩西怎麼回答他
[00:20:21.000 --> 00:20:23.000]  我在這裡
[00:20:23.000 --> 00:20:25.000]  接著就爭論
[00:20:25.000 --> 00:20:27.000]  摩西叫他帶以色列人出埃及
[00:20:27.000 --> 00:20:29.000]  摩西就說我是什麼人
[00:20:29.000 --> 00:20:31.000]  我見法老是不行的
[00:20:31.000 --> 00:20:33.000]  摩西就給了一個杖
[00:20:33.000 --> 00:20:35.000]  那條杖丟在地上會變成蛇
[00:20:35.000 --> 00:20:37.000]  然後拿上去就變成一個杖
[00:20:37.000 --> 00:20:39.000]  成為一個記號
[00:20:39.000 --> 00:20:41.000]  搞了很久
[00:20:41.000 --> 00:20:43.000]  搞了整章
[00:20:43.000 --> 00:20:45.000]  搞到第二章
