
[00:00:00.000 --> 00:00:03.640]  大英姐妹早晨 新年快樂
[00:01:27.080 --> 00:01:29.200]  也一直讓我去反省
[00:01:29.200 --> 00:01:33.360]  究竟我計劃裡面 我的方向是不是正確
[00:01:33.360 --> 00:01:36.280]  以致到我2019年所計劃的事情
[00:01:36.280 --> 00:01:39.360]  是不是見機在一個穩固的盤石裡面
[00:01:39.360 --> 00:01:41.280]  讓我2019年的計劃
[00:01:41.280 --> 00:01:45.240]  可以 我所計劃的事情是在上帝的心意裡面
[00:01:45.240 --> 00:01:49.240]  今天我就看耶利米斯19章1至15節
[00:01:49.240 --> 00:01:53.360]  它特別講到耶利米去買一個瓦瓶
[00:01:53.360 --> 00:01:56.040]  那麼這本書先講一點背景
[00:01:56.040 --> 00:02:00.120]  那麼當時是約西亞
[00:02:00.120 --> 00:02:02.320]  約西亞後代
[00:02:02.320 --> 00:02:05.680]  約瓦景和西底加的年代
[00:02:05.680 --> 00:02:11.000]  那麼大概在公元前609至587年這段期間
[00:02:11.000 --> 00:02:14.160]  那麼約瓦景和西底加都是約西亞的兒子
[00:02:14.160 --> 00:02:18.440]  但是如果大家記得約西亞他就做過一些宗教的改革
[00:02:18.440 --> 00:02:21.560]  因為他有一次發現了這個律法書
[00:02:21.560 --> 00:02:23.680]  那麼他就見到律法書的時候
[00:02:23.680 --> 00:02:29.360]  他就要發現他自己國家所做的事情完全是不對的
[00:02:29.360 --> 00:02:30.800]  那麼所以他就將它改革
[00:02:30.800 --> 00:02:32.640]  將所有的休譚廢除
[00:02:32.640 --> 00:02:34.440]  但是去到他們的兒子的時候
[00:02:34.440 --> 00:02:37.720]  他們就沒有好像約西亞那樣去敬畏耶和華
[00:02:37.720 --> 00:02:40.040]  他還原了耶和華
[00:02:40.040 --> 00:02:42.680]  就是還原了敬拜偶像
[00:02:42.680 --> 00:02:44.120]  還原了休譚
[00:02:44.120 --> 00:02:46.200]  甚至乎是變本加厲
[00:02:46.200 --> 00:02:48.080]  那麼去到第19章
[00:02:48.080 --> 00:02:51.400]  那麼神就叫耶利米去買一個瓦瓶
[00:02:51.400 --> 00:02:56.600]  在因亂寺谷和哈爾西的門口裡面去宣告上帝的話
[00:02:56.600 --> 00:02:58.800]  那麼因亂寺谷就是一個他們
[00:02:58.800 --> 00:03:00.960]  如果看回第七章
[00:03:00.960 --> 00:03:07.040]  第六章第七章就是因亂寺谷是他們燒他們兒子被剝落的地方
[00:03:07.040 --> 00:03:12.760]  而下文正正就是在說跟因亂寺谷有關的一些審判
[00:03:12.760 --> 00:03:16.400]  所以耶利米去到那個地方就說上帝的說話
[00:03:16.400 --> 00:03:19.640]  他就說「我必使這災禍臨到這個地方
[00:03:19.640 --> 00:03:22.440]  凡聽見的人都必耳鳴」
[00:03:22.440 --> 00:03:24.920]  什麼是耳鳴呢?
[00:03:24.920 --> 00:03:28.720]  耳鳴的意思其實在原本的文字裡面
[00:03:28.720 --> 00:03:31.840]  是說很刺耳、很害怕的聲音
[00:03:31.840 --> 00:03:35.080]  就是神降的災禍令他覺得很害怕、很刺耳
[00:03:35.080 --> 00:03:36.680]  或者他根本不想聽
[00:03:36.680 --> 00:03:41.920]  英文這一半就是用tingle這個字
[00:03:41.920 --> 00:03:46.560]  正正就是在解釋這個很刺耳、很害怕的聲音
[00:03:47.240 --> 00:03:51.760]  然後他就說「原因是因為他們和他們的列祖
[00:03:51.760 --> 00:03:54.360]  並猶大君王尼契爾
[00:03:54.360 --> 00:03:57.560]  將這地方看為平常」
[00:03:57.560 --> 00:03:59.400]  什麼是平常呢?
[00:03:59.400 --> 00:04:01.520]  英文、日本也有一點解釋
[00:04:01.520 --> 00:04:07.600]  他就說「平常」這個字其實就是外邦人的樣子
[00:04:07.600 --> 00:04:13.200]  他說其實上帝去說這個說話
[00:04:13.200 --> 00:04:16.280]  說這個災禍會降下來這個地方的時候
[00:04:16.280 --> 00:04:17.600]  大家會覺得很刺耳
[00:04:17.600 --> 00:04:18.720]  是因為大家有離棄
[00:04:18.720 --> 00:04:22.800]  他將這個地方看為外邦人的樣子
[00:04:22.800 --> 00:04:24.720]  什麼是外邦人的樣子呢?
[00:04:24.720 --> 00:04:27.040]  再看下去就是有三樣東西
[00:04:27.040 --> 00:04:31.360]  「在這裡向數不認識的別臣燒香」
[00:04:31.360 --> 00:04:34.840]  這個重點其實也不只是別臣
[00:04:34.840 --> 00:04:37.280]  是數不認識
[00:04:37.280 --> 00:04:41.400]  就是你不認識的東西去燒香、去拜祭
[00:04:41.400 --> 00:04:43.240]  你跟從一些你不認識的東西
[00:04:43.240 --> 00:04:46.560]  耶和華是一個大力出埃及
[00:04:46.560 --> 00:04:48.680]  一直以來都是守護
[00:04:48.680 --> 00:04:55.360]  在以色列裡面成為一個掌管萬物宇宙的主
[00:04:55.360 --> 00:04:56.800]  經歷過這麼多事情的時候
[00:04:56.800 --> 00:05:00.640]  但你卻是向數不認識的別臣燒香
[00:05:00.640 --> 00:05:02.920]  顯示了以色列人的無知
[00:05:02.920 --> 00:05:07.720]  他說「又使這個地方滿了無辜人的血」
[00:05:07.720 --> 00:05:13.040]  無辜人的血就是當時耶利米蘇在七章裡面也說到
[00:05:13.040 --> 00:05:19.800]  他們做了很多欺壓別人的事情
[00:05:19.800 --> 00:05:22.560]  或者是詐取
[00:05:22.560 --> 00:05:26.040]  然後他還覺得已經沒有任何感覺
[00:05:26.040 --> 00:05:30.480]  他覺得其實互相傷害一件事是理所當然的事
[00:05:30.480 --> 00:05:32.680]  然後他就說
[00:05:32.680 --> 00:05:35.160]  「而且又見足巴力的幽壇」
[00:05:35.160 --> 00:05:39.160]  「好在火中焚燒自己的兒子作為繁祭給巴力」
[00:05:39.160 --> 00:05:46.000]  他還將最寶貴的兒子獻給了這個偶像
[00:05:46.000 --> 00:05:51.840]  當日耶和華叫阿伯拉罕獻耳朵的時候
[00:05:51.840 --> 00:05:54.560]  也沒有說真的要殺耳朵
[00:05:54.560 --> 00:05:56.520]  所以上帝說
[00:05:56.520 --> 00:05:58.400]  「這不是我所吩咐的」
[00:05:58.400 --> 00:05:59.960]  不是我所提的
[00:05:59.960 --> 00:06:02.280]  也不是我心所起的意
[00:06:02.280 --> 00:06:06.840]  我心所起的意就是從來沒有進入過我的腦的意念一刻
[00:06:06.840 --> 00:06:12.200]  從來沒有在我的意念裡面產生過這件事
[00:06:12.200 --> 00:06:15.760]  他說這些全部都不是上帝的心意
[00:06:15.760 --> 00:06:17.440]  說到這裡
[00:06:17.440 --> 00:06:20.760]  大家好像覺得他們也不是很敬拜上帝
[00:06:20.760 --> 00:06:23.200]  根本就是不相信上帝
[00:06:23.200 --> 00:06:27.800]  但是另外一個最震驚的一件事
[00:06:27.800 --> 00:06:30.040]  在耶利米蘇第七章裡面
[00:06:30.040 --> 00:06:30.640]  他這樣說
[00:06:30.640 --> 00:06:31.640]  我們一起讀
[00:06:31.640 --> 00:06:32.120]  預備
[00:06:32.120 --> 00:06:33.200]  一二三
[00:06:33.200 --> 00:06:50.720]  (上帝說)
[00:06:50.720 --> 00:06:53.920]  耶利米蘇是站在耶和華殿的門口
[00:06:53.920 --> 00:07:00.200]  跟那幫在敬拜耶和華一切的猶大人說
[00:07:00.200 --> 00:07:04.880]  好像如果回到今時今日就是耶利米蘇站在門口裡面
[00:07:04.880 --> 00:07:08.560]  跟著每個星期上教會的我們
[00:07:08.560 --> 00:07:11.280]  去說你敬拜耶和華的人
[00:07:11.280 --> 00:07:14.720]  去說這番話
[00:07:14.720 --> 00:07:18.680]  所以以色列人其實他不是不敬拜上帝
[00:07:18.680 --> 00:07:21.400]  他是在敬拜耶和華
[00:07:21.400 --> 00:07:23.400]  但是他的生活行為
[00:07:23.400 --> 00:07:25.720]  他是在欺壓別人
[00:07:25.720 --> 00:07:27.240]  神的心意是什麼?
[00:07:27.240 --> 00:07:31.560]  神的心意不是要你無知到不知道哪一個是生命的主宰
[00:07:31.560 --> 00:07:34.200]  是不知道哪一個是世界的主宰
[00:07:34.200 --> 00:07:36.480]  去跟從這些你不認識的事物
[00:07:36.480 --> 00:07:37.920]  不尋求上帝
[00:07:37.920 --> 00:07:41.840]  不是要你無所感覺地可以去互相傷害別人
[00:07:41.840 --> 00:07:44.480]  到你覺得是理所當然的事
[00:07:44.480 --> 00:07:47.040]  最後無知無痛
[00:07:47.040 --> 00:07:49.320]  變成將自己最寶貴的兒子
[00:07:49.320 --> 00:07:53.480]  用來換取自己生活的平安的一個地步
[00:07:53.480 --> 00:07:58.480]  這就是耶利米蘇講的離開上帝
[00:07:58.480 --> 00:08:01.960]  將地方變成外邦人的樣子
[00:08:01.960 --> 00:08:04.040]  所以上帝就說
[00:08:04.040 --> 00:08:05.720]  有一天會來的
[00:08:05.720 --> 00:08:08.960]  這個地方不再叫「陀菲特」或者「恩亂寺谷」
[00:08:08.960 --> 00:08:11.320]  「陀菲特」其實是一個高台的名字
[00:08:11.320 --> 00:08:12.720]  而「恩亂寺谷」就是一個谷名
[00:08:12.720 --> 00:08:14.440]  他們指的都是同一個地方
[00:08:14.440 --> 00:08:16.960]  「反倒搖成為薩木谷」
[00:08:16.960 --> 00:08:19.400]  那是什麼呢?
[00:08:19.400 --> 00:08:21.480]  經文裡面有講到五件事
[00:08:21.480 --> 00:08:27.720]  第一件事就是「我必在這地方使猶大耶路撒冷的計劃落空」
[00:08:27.720 --> 00:08:29.400]  即是你失落你所想的
[00:08:29.400 --> 00:08:32.800]  你計劃的東西你都會失落
[00:08:32.800 --> 00:08:37.000]  「他會使他們的仇敵面前倒在刀下
[00:08:37.000 --> 00:08:39.400]  你生活極為不安」
[00:08:39.400 --> 00:08:45.440]  「他們的屍首我必給空中的飛鳥和地上的野獸做食物」
[00:08:45.440 --> 00:08:49.880]  即使死亡也是一個不安詳的情況
[00:08:49.880 --> 00:08:52.680]  「我必使這個城令人驚嚇癡笑」
[00:08:52.680 --> 00:08:59.680]  凡經過的人都會覺得是驚嚇、恐怖、沒有尊嚴
[00:08:59.680 --> 00:09:04.360]  「我必使他們在圍困的困壁裡面
[00:09:04.360 --> 00:09:08.680]  讓其他仇敵和尋索其命的人
[00:09:08.680 --> 00:09:14.200]  在這些時候讓他們各人吃自己兒女和朋友的肉
[00:09:14.200 --> 00:09:15.640]  互相殘殺」
[00:09:15.640 --> 00:09:18.440]  你想想在教會平時有一個平安
[00:09:18.440 --> 00:09:21.600]  平時這麼和平彼此相愛的地方
[00:09:21.600 --> 00:09:26.920]  竟然最終變成殺戮局
[00:09:26.920 --> 00:09:29.280]  後院這個地方其實很恐怖
[00:09:29.280 --> 00:09:31.800]  成為一個好像地獄的地方
[00:09:31.800 --> 00:09:35.160]  聖經裏面說真的罪的結果乃是死
[00:09:35.160 --> 00:09:38.440]  但經文裏面說的不單止是死
[00:09:38.440 --> 00:09:39.800]  是一個充滿不平安
[00:09:39.800 --> 00:09:42.960]  成為一個互相傷害的一個社會
[00:09:42.960 --> 00:09:45.320]  成為互相傷害的一個地方
[00:09:45.320 --> 00:09:51.480]  我們往往對信仰掙扎都不知不覺
[00:09:51.480 --> 00:09:54.840]  我都在想究竟為什麼當時的以色列人可以這麼頑固
[00:09:54.840 --> 00:09:56.120]  不聽信仰的說話
[00:09:56.120 --> 00:10:01.600]  明明敬拜上帝為何做不到、走不出來
[00:10:01.600 --> 00:10:07.480]  我都在想人頑固其實不是一朝一夕的事
[00:10:07.480 --> 00:10:10.600]  以色列人同樣不是一朝一夕的事
[00:10:10.600 --> 00:10:14.760]  而是他們不以為然地做了這件事
[00:10:14.760 --> 00:10:16.800]  可能覺得自己做得很好
[00:10:16.800 --> 00:10:19.040]  覺得這些說話與我無關
[00:10:19.040 --> 00:10:20.320]  不是說我自己
[00:10:20.320 --> 00:10:22.840]  然後慢慢自我感覺開始良好
[00:10:22.840 --> 00:10:25.000]  就覺得開始變得自我中心
[00:10:25.000 --> 00:10:26.800]  最後離開上帝
[00:10:26.800 --> 00:10:28.440]  頑固不聽上帝的說話
[00:10:28.440 --> 00:10:30.480]  忘記了上帝的心意
[00:10:30.480 --> 00:10:32.560]  我說了這番說話好像是我自己想的
[00:10:32.560 --> 00:10:37.200]  但其實如果你真的看整本耶利米蘇的結構
[00:10:37.200 --> 00:10:39.200]  當你看耶利米蘇的時候
[00:10:39.200 --> 00:10:41.360]  有沒有發覺一篇一篇的審判信息
[00:10:41.360 --> 00:10:42.960]  都是說那些差不多的東西
[00:10:42.960 --> 00:10:45.360]  好像沒甚麼分別,解釋也解釋不了
[00:10:45.360 --> 00:10:48.400]  那麼長篇大論,說那麼多做甚麼呢?
[00:10:48.400 --> 00:10:52.120]  其實結構正是正正告訴當時的以色列人
[00:10:52.120 --> 00:10:55.840]  他們是一篇一篇地提醒以色列人
[00:10:55.840 --> 00:11:01.000]  但以色列人卻是一篇一篇地覺得與自己無關
[00:11:01.000 --> 00:11:03.840]  所以選擇最後不聽
[00:11:03.840 --> 00:11:05.560]  然後離開上帝
[00:11:05.560 --> 00:11:11.880]  自我中心地忘記了上帝起初本身的心意
[00:11:11.880 --> 00:11:15.040]  我也有想,其實現時我們都很難覺得
[00:11:15.040 --> 00:11:17.680]  我們是這樣離開上帝
[00:11:17.680 --> 00:11:19.920]  但我最近,也不是最近
[00:11:19.920 --> 00:11:21.520]  其實一直都在看這個見證
[00:11:21.520 --> 00:11:23.720]  但我每一次都想起這個見證的時候
[00:11:23.720 --> 00:11:26.320]  它真的令我一個很大的提醒
[00:11:26.320 --> 00:11:27.600]  劉進圖見證
[00:11:27.600 --> 00:11:29.520]  他在他預習的時候
[00:11:29.520 --> 00:11:32.720]  他說了一句說話令我很深刻
[00:11:32.720 --> 00:11:35.600]  他說他每個星期都回教會
[00:11:35.600 --> 00:11:38.880]  但他說他不是不尊敬上帝
[00:11:38.880 --> 00:11:41.520]  只是他覺得他自己長大了
[00:11:41.520 --> 00:11:44.000]  不需要凡事去求上帝幫助
[00:11:44.000 --> 00:11:46.240]  好像初信主的時候會為教會
[00:11:46.240 --> 00:11:47.360]  即是搞運動會
[00:11:47.360 --> 00:11:51.320]  他就會為運動會求上帝有好天氣
[00:11:51.320 --> 00:11:56.040]  但他忘記了田野的植物需要雨水
[00:11:56.040 --> 00:11:59.080]  人成熟了就覺得這些日常的瑣事
[00:11:59.080 --> 00:12:02.040]  不需要再麻煩上帝
[00:12:02.040 --> 00:12:07.520]  於是他就很客氣地將上帝推到他生命的邊緣
[00:12:07.520 --> 00:12:10.320]  對他說:重大的事我才找你
[00:12:10.320 --> 00:12:12.560]  平時的事我不麻煩你了
[00:12:12.560 --> 00:12:14.800]  星期天最多我回教會
[00:12:14.800 --> 00:12:18.440]  在崇拜裡面再唱幾首好聽的詩歌給你聽
[00:12:18.440 --> 00:12:21.520]  我唱得大聲一點
[00:12:21.520 --> 00:12:22.800]  我就發現
[00:12:22.800 --> 00:12:26.960]  原來其實很多人都是這樣
[00:12:26.960 --> 00:12:30.480]  所以掌管宇宙全地的神就說
[00:12:30.480 --> 00:12:34.800]  我要照樣打碎這民和這社
[00:12:34.800 --> 00:12:37.760]  正如人打碎堯將的亞氣
[00:12:37.760 --> 00:12:40.680]  以致不能再忽倫
[00:12:40.680 --> 00:12:43.040]  中文的意思
[00:12:43.040 --> 00:12:44.880]  上一堂有弟兄姊妹提醒我
[00:12:44.880 --> 00:12:46.440]  中文的意思是完整
[00:12:46.440 --> 00:12:48.680]  但我想說的其實不是中文的意思
[00:12:48.680 --> 00:12:55.040]  是整句的翻譯的不同
[00:12:55.040 --> 00:13:00.200]  翻譯可以再翻譯得好一點
[00:13:00.200 --> 00:13:05.600]  其實他所說的不是因為上帝打碎了這個亞氣
[00:13:05.600 --> 00:13:08.880]  以致他不能夠再修理
[00:13:08.880 --> 00:13:13.400]  這「忽倫」本身的意思是可以再修理
[00:13:13.400 --> 00:13:15.600]  不是說上帝打碎了這個亞氣
[00:13:15.600 --> 00:13:17.360]  以致不能夠再修理
[00:13:17.360 --> 00:13:20.600]  而是上帝說他要打碎這個民、這個城
[00:13:20.600 --> 00:13:25.400]  因為這個亞氣不能夠再修理
[00:13:25.400 --> 00:13:28.640]  所以他就要打碎
[00:13:28.640 --> 00:13:32.680]  他說耶利米站在耶和華的殿院中
[00:13:32.680 --> 00:13:36.320]  因為耶和華的房屋和宮殿已經被玷污
[00:13:36.320 --> 00:13:38.120]  成為外邦人的樣子
[00:13:38.120 --> 00:13:43.600]  他要使這城和陀飛特一樣成為一個地獄
[00:13:43.600 --> 00:13:45.800]  其實你想想
[00:13:45.800 --> 00:13:48.000]  他要燒自己的兒子
[00:13:48.000 --> 00:13:51.400]  慢慢地一定會變成地獄
[00:13:51.400 --> 00:13:53.600]  何必要上帝出手
[00:13:53.600 --> 00:13:54.800]  他燒自己的兒子
[00:13:54.800 --> 00:13:59.800]  慢慢地已經是人不像人的地方
[00:13:59.800 --> 00:14:02.800]  何必要上帝再出手呢?
[00:14:02.800 --> 00:14:03.680]  另外一個問題
[00:14:03.680 --> 00:14:07.280]  既然上帝已經決定放棄這個地方
[00:14:07.280 --> 00:14:12.080]  為什麼還要耶利米再去宣告呢?
[00:14:12.080 --> 00:14:13.680]  我想上帝其中一件事
[00:14:13.680 --> 00:14:20.200]  他是將這個地方加倍變得嚴重
[00:14:20.200 --> 00:14:22.000]  是要警告這個地方
[00:14:22.000 --> 00:14:24.760]  上帝當然不是要放棄以色列民
[00:14:24.760 --> 00:14:27.360]  你留意每一句上帝說的話
[00:14:27.360 --> 00:14:29.760]  都是在說「我是萬軍的耶和華」
[00:14:29.760 --> 00:14:32.280]  「我是要打碎這個…」
[00:14:32.280 --> 00:14:35.520]  如果原文是「我要照樣打碎」
[00:14:35.520 --> 00:14:41.640]  其實原文意思是「我是打碎這個民和這個食的神」
[00:14:41.640 --> 00:14:45.240]  他每一次都是提到「我就是這個神」
[00:14:45.240 --> 00:14:46.880]  「我是掌管宇宙萬物的神」
[00:14:46.880 --> 00:14:49.640]  「更是賜福與禍的上帝」
[00:14:49.640 --> 00:14:52.200]  他要以色列人知道
[00:14:52.200 --> 00:14:55.600]  不是那些天地萬象的才是上帝
[00:14:55.600 --> 00:14:58.080]  而是我才是上帝
[00:14:58.080 --> 00:14:59.840]  耶利米書第一章裡面
[00:14:59.840 --> 00:15:03.240]  他已經很清晰說到整本書的重心是說什麼?
[00:15:03.240 --> 00:15:11.440]  「神是要拔出、拆除、毀壞、傾覆、再建造及栽植」
[00:15:11.440 --> 00:15:17.040]  「拔出」正正是因為他們「眼著、頸看、不聽我們的話」
[00:15:17.040 --> 00:15:19.840]  經常都說「你又好像父母一樣」
[00:15:19.840 --> 00:15:22.880]  「我聽父母的話,然後又要罰我」
[00:15:22.880 --> 00:15:25.880]  但其實他更仔細地說
[00:15:25.880 --> 00:15:29.800]  他聽的意思不只是「你聽,我一定要跟從」
[00:15:29.800 --> 00:15:33.000]  而是他有沒有留心「Pay attention」
[00:15:33.000 --> 00:15:37.360]  認真看待上帝的說話
[00:15:37.360 --> 00:15:39.600]  去察驗這個世界的真相
[00:15:39.600 --> 00:15:42.200]  去察驗上帝的心意
[00:15:42.200 --> 00:15:43.520]  留心上帝的說話
[00:15:43.520 --> 00:15:46.360]  就知道上帝的心意不是對生命無知
[00:15:46.360 --> 00:15:49.000]  他要知道生命是可以互相相愛
[00:15:49.000 --> 00:15:51.640]  是可以知道這個世界掌管的神
[00:15:51.640 --> 00:15:53.840]  可以去看透這個世界的真相
[00:15:53.840 --> 00:15:56.200]  就是一個互相傷害、充滿罪的世界
[00:15:56.200 --> 00:16:02.960]  甚至乎去到全人類都要抵抗神的世界
[00:16:02.960 --> 00:16:06.040]  耶利米正正就是在這個時代發生
[00:16:06.040 --> 00:16:11.960]  全人類每一次回到聖殿去敬拜上帝
[00:16:11.960 --> 00:16:16.560]  但同樣地,他們都在抵抗上帝
[00:16:16.560 --> 00:16:18.880]  大神要扭轉人的生命
[00:16:18.880 --> 00:16:20.600]  神要徹底打碎
[00:16:20.600 --> 00:16:25.160]  將不屬神的部分拿開,重新再建立
[00:16:25.160 --> 00:16:28.480]  在新一期的《時代論壇》裡面
[00:16:28.480 --> 00:16:30.800]  他提到一篇文章
[00:16:30.800 --> 00:16:35.760]  最新一期他提到「靈性革命」的一個題目
[00:16:35.760 --> 00:16:42.440]  其中提到一段題目叫「信徒馴養了上主」
[00:16:42.440 --> 00:16:44.560]  將上帝據為己有
[00:16:44.560 --> 00:16:48.240]  將祂養在自己的私人空間裡面
[00:16:48.240 --> 00:16:52.680]  只是我與我的個人生活、命運、福祉有關
[00:16:52.680 --> 00:16:56.320]  而不牽涉私人生活以外的事情
[00:16:56.320 --> 00:16:58.400]  即是與其他人有關的事情
[00:16:58.400 --> 00:17:00.560]  當我需要有困難的時候
[00:17:00.560 --> 00:17:04.640]  就與上帝祈禱,請祂開路解決
[00:17:04.640 --> 00:17:07.920]  事成之後,就與祂多說兩句「多謝祂」
[00:17:07.920 --> 00:17:10.880]  但如果沒有事成,就覺得祂不聽
[00:17:10.880 --> 00:17:12.640]  或者不應允祈禱
[00:17:12.640 --> 00:17:16.360]  實際上的意思是神不聽話,不聽我講
[00:17:16.360 --> 00:17:22.120]  講得白一點,上帝無用
[00:17:22.120 --> 00:17:26.360]  馴養關係將神人關係完全扭曲了
[00:17:26.360 --> 00:17:30.200]  讓他不清楚誰是世界的主
[00:17:30.200 --> 00:17:34.920]  誰才是被造者
[00:17:34.920 --> 00:17:36.600]  所以他提醒我們
[00:17:36.600 --> 00:17:39.880]  第一件要做的事就是不要與黑暗的力量合作
[00:17:39.880 --> 00:17:41.480]  不要與它賣帳
[00:17:41.480 --> 00:17:47.560]  反而要重新塑造個人和群體日常生活的自覺
[00:17:47.560 --> 00:17:49.240]  屬靈的自覺
[00:17:49.240 --> 00:17:52.680]  在日常生活中微不足道的事
[00:17:52.680 --> 00:17:57.640]  慢慢改變成為這個世界中的見證
[00:17:57.640 --> 00:18:02.120]  我記得自己看《蜘蛛俠》
[00:18:02.120 --> 00:18:03.240]  我很喜歡看《蜘蛛俠》
[00:18:03.240 --> 00:18:07.480]  其中一集說到蜘蛛俠變成黑蜘蛛
[00:18:07.480 --> 00:18:11.080]  整集裡說到一個重心
[00:18:11.080 --> 00:18:15.000]  他說人就算心目中多偉大的英雄
[00:18:15.000 --> 00:18:17.960]  個個都以為他做得很正義的事
[00:18:17.960 --> 00:18:20.920]  他都承認自己心裡有心魔
[00:18:20.920 --> 00:18:22.280]  他都會做錯事
[00:18:22.280 --> 00:18:24.360]  他都不能夠自救
[00:18:24.360 --> 00:18:28.440]  所以要常常去警醒
[00:18:28.440 --> 00:18:31.240]  怎樣去警醒呢?
[00:18:31.240 --> 00:18:33.320]  看之後那一章
[00:18:33.320 --> 00:18:35.800]  人聽到耶利米的說話
[00:18:35.800 --> 00:18:37.560]  有人的反應是很不同的
[00:18:37.560 --> 00:18:39.720]  有些人不理一回事
[00:18:39.720 --> 00:18:43.000]  甚至更加頑固
[00:18:43.000 --> 00:18:43.960]  不想聽
[00:18:43.960 --> 00:18:45.160]  一次又一次
[00:18:45.160 --> 00:18:47.800]  說我有罪要我悔改
[00:18:47.800 --> 00:18:50.120]  每一次都覺得我沒有罪
[00:18:50.120 --> 00:18:51.880]  有什麼要悔改
[00:18:51.880 --> 00:18:55.240]  一次一次更加不想聽
[00:18:55.240 --> 00:18:59.800]  接著有人在第十二十章裡
[00:18:59.800 --> 00:19:03.880]  已經拿了耶利米才拿去打
[00:19:03.880 --> 00:19:07.640]  但另一邊有人心碎
[00:19:07.640 --> 00:19:10.280]  描述上面的情況有一半
[00:19:10.280 --> 00:19:13.960]  都是在說心裡的尊嚴
[00:19:13.960 --> 00:19:16.600]  困擠、絕望
[00:19:16.600 --> 00:19:18.520]  當人去到絕望的時候
[00:19:18.520 --> 00:19:20.920]  正正上帝告訴你
[00:19:20.920 --> 00:19:24.360]  其實這些都是我們自己一手造成
[00:19:24.360 --> 00:19:28.440]  這個時候就徹底地心碎
[00:19:28.440 --> 00:19:31.080]  就好像打碎了一個瓦器
[00:19:31.080 --> 00:19:32.840]  「叮」一聲
[00:19:32.840 --> 00:19:35.960]  人在經歷這些心碎的時候
[00:19:35.960 --> 00:19:43.240]  是最記得那件事的經歷和教訓
[00:19:43.240 --> 00:19:44.600]  這個時候
[00:19:44.600 --> 00:19:47.800]  人就在留心上帝
[00:19:47.800 --> 00:19:50.600]  認真看待上帝的說話
[00:19:50.600 --> 00:19:52.040]  我想不用我再多說
[00:19:52.040 --> 00:19:52.840]  其實每一個人
[00:19:52.840 --> 00:19:55.240]  我想大家都經歷不同的心碎
[00:19:55.240 --> 00:19:57.000]  或者不同的經歷
[00:19:57.000 --> 00:20:00.840]  那些事情一定是你最深刻
[00:20:00.840 --> 00:20:02.760]  你最記得
[00:20:02.760 --> 00:20:06.360]  你最記得上帝跟你說什麼
[00:20:06.360 --> 00:20:08.760]  所以上帝就正正用這個方法
[00:20:08.760 --> 00:20:10.760]  去幫助以色列人
[00:20:10.760 --> 00:20:14.920]  去記得上帝留心上帝的說話
[00:20:14.920 --> 00:20:17.000]  我再說劉進濤其中一個
[00:20:17.000 --> 00:20:18.600]  他之後的見證
[00:20:18.600 --> 00:20:23.080]  他經歷了斬傷的事件之後
[00:20:23.080 --> 00:20:25.640]  他說他忽然醒悟到
[00:20:25.640 --> 00:20:29.240]  其實不是上帝不願意和我同行
[00:20:29.240 --> 00:20:31.000]  讓我每一天可以經歷到
