
[00:00:00.000 --> 00:00:05.000]  丁姐妹今天和大家分享這個很特別的訊息
[00:01:44.000 --> 00:01:50.000]  所以對這些科儀我都有認識和去學習知道
[00:01:50.000 --> 00:01:52.000]  所以這部電影很值得去欣賞
[00:01:52.000 --> 00:01:54.000]  也很鼓勵大家去看
[00:01:54.000 --> 00:01:55.000]  又放心我不會劇透的
[00:01:55.000 --> 00:01:56.000]  所以你還沒看
[00:01:56.000 --> 00:01:58.000]  繼續可以去看
[00:01:58.000 --> 00:02:00.000]  但這部電影裏面有幾個描述
[00:02:00.000 --> 00:02:02.000]  有幾個金句我們叫做
[00:02:02.000 --> 00:02:04.000]  很吸引我的
[00:02:04.000 --> 00:02:06.000]  一句金句就是說
[00:02:06.000 --> 00:02:10.000]  人一出世就是在倒數中
[00:02:10.000 --> 00:02:13.000]  有一句更多的描述就是說
[00:02:13.000 --> 00:02:16.000]  有機會來到這個世界上已經是賺了
[00:02:16.000 --> 00:02:18.000]  不要介懷什麼時候下車
[00:02:18.000 --> 00:02:21.000]  不如好好欣賞沿途的風景
[00:02:21.000 --> 00:02:23.000]  還有一句你沒看過
[00:02:23.000 --> 00:02:26.000]  你也看過那些宣傳片介紹會有的
[00:02:26.000 --> 00:02:28.000]  不止死人要超渡
[00:02:28.000 --> 00:02:30.000]  生人也要破地獄
[00:02:30.000 --> 00:02:34.000]  因為生人也有很多地獄
[00:02:34.000 --> 00:02:35.000]  當你想起這些說話
[00:02:35.000 --> 00:02:37.000]  你會覺得今天不是說希望
[00:02:37.000 --> 00:02:38.000]  明明是在說盼望
[00:02:38.000 --> 00:02:39.000]  希望這麼燦爛
[00:02:39.000 --> 00:02:41.000]  看到小朋友這麼多活力
[00:02:41.000 --> 00:02:44.000]  為什麼要說這些好像很負面的事情呢
[00:02:44.000 --> 00:02:45.000]  又或者很多人問
[00:02:45.000 --> 00:02:47.000]  為什麼這段時間香港這麼講
[00:02:47.000 --> 00:02:52.000]  在殯儀館拍關於死亡的電影這麼賣座呢
[00:02:52.000 --> 00:02:53.000]  是的 當然了
[00:02:53.000 --> 00:02:55.000]  我們人生裡面面對
[00:02:55.000 --> 00:02:57.000]  我們人生裡面很多的狀況
[00:02:57.000 --> 00:03:01.000]  很多是我們其實沒什麼辦法去掌握的
[00:03:01.000 --> 00:03:02.000]  生命裡面很多東西你掌握得到的
[00:03:02.000 --> 00:03:03.000]  今天你幾點起床
[00:03:03.000 --> 00:03:04.000]  你幾點來到
[00:03:04.000 --> 00:03:05.000]  今早吃什麼早餐
[00:03:05.000 --> 00:03:06.000]  一會兒吃什麼午餐
[00:03:06.000 --> 00:03:07.000]  或者找什麼工作
[00:03:07.000 --> 00:03:08.000]  或者懂什麼學
[00:03:08.000 --> 00:03:11.000]  很多時候我們以為我們生命掌握得到
[00:03:11.000 --> 00:03:12.000]  不過有時候生命裡面
[00:03:12.000 --> 00:03:13.000]  很多東西我們掌握不到
[00:03:13.000 --> 00:03:15.000]  特別是當面對生死
[00:03:15.000 --> 00:03:18.000]  面對一些外面的力量
[00:03:18.000 --> 00:03:22.000]  讓我們沒辦法去對抗的時候
[00:03:22.000 --> 00:03:25.000]  你就會更加去思考你的人生
[00:03:25.000 --> 00:03:27.000]  今天我們燃點的燭籃旗是蠟燭
[00:03:27.000 --> 00:03:30.000]  除了整個燭籃旗裡面以盼望為核心之外
[00:03:30.000 --> 00:03:33.000]  今天這個蠟燭叫做信心的蠟燭
[00:03:33.000 --> 00:03:35.000]  對上主的信心
[00:03:35.000 --> 00:03:37.000]  我們能夠去燃點這個蠟燭
[00:03:37.000 --> 00:03:40.000]  為我們帶來不同的盼望
[00:03:40.000 --> 00:03:44.000]  剛才經文讀出的時候是講到
[00:03:44.000 --> 00:03:46.000]  這段經文裡面提到有一個人物
[00:03:46.000 --> 00:03:49.000]  就是耶穌基督的先鋒施洗約翰
[00:03:49.000 --> 00:03:52.000]  施洗約翰在那個世代
[00:03:52.000 --> 00:03:54.000]  在那個邪惡是非彎曲
[00:03:54.000 --> 00:03:57.000]  在一個很多人都在罪惡當中的世代
[00:03:57.000 --> 00:04:00.000]  他大聲地向世人呼喊要迴轉
[00:04:00.000 --> 00:04:02.000]  在經文第五節裡面說
[00:04:02.000 --> 00:04:04.000]  一切山蛙都要填滿大小
[00:04:04.000 --> 00:04:05.000]  山崗都要削平
[00:04:05.000 --> 00:04:08.000]  彎彎曲曲的地方要改為正直
[00:04:08.000 --> 00:04:11.000]  高高低低的道路要改為平坦
[00:04:11.000 --> 00:04:16.000]  凡有血氣的都要見上帝的咎因
[00:04:16.000 --> 00:04:19.000]  這個就是當日施洗約翰信心的宣告
[00:04:19.000 --> 00:04:22.000]  他宣告人可以得到盼望
[00:04:22.000 --> 00:04:25.000]  他的宣告為人帶來盼望
[00:04:25.000 --> 00:04:27.000]  但是弟兄姐妹不要忘記
[00:04:27.000 --> 00:04:28.000]  如果看聖經
[00:04:28.000 --> 00:04:30.000]  你會知道施洗約翰的下場是怎樣
[00:04:30.000 --> 00:04:31.000]  他的下場就是因為
[00:04:31.000 --> 00:04:35.000]  指出當時欺侮的惡行而被斬首
[00:04:35.000 --> 00:04:36.000]  是的 沒錯
[00:04:36.000 --> 00:04:39.000]  在人看來這個世界仍然在惡當中
[00:04:39.000 --> 00:04:42.000]  甚至那位惡者仍然好像是得勝
[00:04:42.000 --> 00:04:44.000]  掌權這個世界
[00:04:44.000 --> 00:04:45.000]  但是張林奇告訴我們
[00:04:45.000 --> 00:04:48.000]  我們要等待的就是這位基督要降臨
[00:04:48.000 --> 00:04:49.000]  耶穌基督要降臨
[00:04:49.000 --> 00:04:51.000]  為人類帶來了盼望
[00:04:51.000 --> 00:04:54.000]  約翰福音一章十四節這樣提醒我們
[00:04:54.000 --> 00:04:55.000]  道成了肉身
[00:04:55.000 --> 00:04:56.000]  住在我們中間
[00:04:56.000 --> 00:05:00.000]  充充滿滿地有因典有真理
[00:05:00.000 --> 00:05:01.000]  我們都見過祂的榮光
[00:05:01.000 --> 00:05:05.000]  就是負獨一子的榮光
[00:05:05.000 --> 00:05:07.000]  上帝的道成了肉身
[00:05:07.000 --> 00:05:11.000]  耶穌基督成為人 並且成為我們的拯救
[00:05:11.000 --> 00:05:13.000]  頂智媒這個拯救不是單單讓我們
[00:05:13.000 --> 00:05:15.000]  能夠死後就上天堂
[00:05:15.000 --> 00:05:17.000]  我們經常說信耶穌得永生
[00:05:17.000 --> 00:05:18.000]  很多人想著死後上天堂
[00:05:18.000 --> 00:05:19.000]  當然這個是重要
[00:05:19.000 --> 00:05:22.000]  不過這個不是單單描述這件事情
[00:05:22.000 --> 00:05:25.000]  而是說我們作為追求信仰
[00:05:25.000 --> 00:05:26.000]  在地上
[00:05:26.000 --> 00:05:29.000]  只要我們願意尋求這個盼望
[00:05:29.000 --> 00:05:32.000]  努力去活出這個信心
[00:05:32.000 --> 00:05:35.000]  我們就能夠在地上建立天國
[00:05:35.000 --> 00:05:37.000]  在上帝的主權之下生活
[00:05:37.000 --> 00:05:39.000]  我們每天就能夠經歷主的同在
[00:05:39.000 --> 00:05:46.000]  提醒 鼓勵 支持 引導 安慰 教訓 擁抱 接納
[00:05:46.000 --> 00:05:49.000]  在地上就能夠活出天國
[00:05:49.000 --> 00:05:51.000]  能夠體現一些天國的美好
[00:05:51.000 --> 00:05:53.000]  以致我們更能夠確信
[00:05:53.000 --> 00:05:56.000]  我們帶著盼望過每一天的生活
[00:05:56.000 --> 00:05:59.000]  我們就能夠迎向主臨在
[00:05:59.000 --> 00:06:00.000]  最美好的一天
[00:06:00.000 --> 00:06:02.000]  正如其實我們每個禮拜崇拜
[00:06:02.000 --> 00:06:03.000]  我們在禱告當中
[00:06:03.000 --> 00:06:05.000]  我們主土民都會這樣說
[00:06:05.000 --> 00:06:07.000]  願上帝的國降臨
[00:06:07.000 --> 00:06:09.000]  願上帝的旨意行在地上
[00:06:09.000 --> 00:06:11.000]  我們期盼上帝的國和旨意降臨
[00:06:11.000 --> 00:06:12.000]  和行在地上
[00:06:12.000 --> 00:06:13.000]  不只是坐在那裡等
[00:06:13.000 --> 00:06:15.000]  而是讓我們努力參與
[00:06:15.000 --> 00:06:17.000]  怎麼能夠令上帝的國可以降臨
[00:06:17.000 --> 00:06:19.000]  怎麼能夠讓上帝的旨意可以行在地上呢
[00:06:19.000 --> 00:06:22.000]  是靠我們去盡力去參與
[00:06:22.000 --> 00:06:25.000]  讓我們努力去活出上帝給我們的盼望
[00:06:25.000 --> 00:06:28.000]  以致讓身邊的人就得著盼望
[00:06:28.000 --> 00:06:30.000]  Better days
[00:06:30.000 --> 00:06:32.000]  不是客觀地說這個世界一天比一天好
[00:06:32.000 --> 00:06:35.000]  因為我們知道這個世界一天只會比一天差
[00:06:35.000 --> 00:06:37.000]  因為世間裡面說耶穌基督要再回來
[00:06:37.000 --> 00:06:38.000]  這個世界要滅亡
[00:06:38.000 --> 00:06:40.000]  有一天這個世界會走到最壞的日子
[00:06:40.000 --> 00:06:42.000]  就會完結
[00:06:42.000 --> 00:06:43.000]  但是Better days
[00:06:43.000 --> 00:06:45.000]  是因為there is hope
[00:06:45.000 --> 00:06:47.000]  是因為有我們的盼望
[00:06:47.000 --> 00:06:50.000]  我們就能夠盼望到更好的明天
[00:06:50.000 --> 00:06:53.000]  而這個盼望就是正正在我們生命裡面活出來的
[00:06:53.000 --> 00:06:55.000]  所以今天聽到的是
[00:06:55.000 --> 00:06:57.000]  人的生命被拯救
[00:06:57.000 --> 00:06:58.000]  在非洲的角落
[00:06:58.000 --> 00:07:00.000]  有很多人他們失散
[00:07:00.000 --> 00:07:01.000]  他們生活裡面很困苦
[00:07:01.000 --> 00:07:04.000]  在局極窮的生活當中
[00:07:04.000 --> 00:07:06.000]  無親無故地
[00:07:06.000 --> 00:07:07.000]  很辛苦地生活
[00:07:07.000 --> 00:07:09.000]  但是有人伸手成為他們的拯救
[00:07:09.000 --> 00:07:10.000]  成為他們的盼望
[00:07:10.000 --> 00:07:12.000]  所以他們能夠有更美好的一天
[00:07:12.000 --> 00:07:15.000]  讓我們都能夠迎接我們美好的一天
[00:07:15.000 --> 00:07:18.000]  不是只是在想我們的生活怎麼改善
[00:07:18.000 --> 00:07:21.000]  而是在想我們怎麼讓這個世界更美好
[00:07:21.000 --> 00:07:24.000]  今天這個張琳琦的日子當中
[00:07:24.000 --> 00:07:26.000]  今天特別帶來這個音樂會
[00:07:26.000 --> 00:07:28.000]  是很想你跟我一起去體會
[00:07:28.000 --> 00:07:30.000]  音樂製作的豐富
[00:07:30.000 --> 00:07:32.000]  跳舞的精彩雀躍
[00:07:32.000 --> 00:07:33.000]  更要感受到
[00:07:33.000 --> 00:07:34.000]  原來世界不同的地方
[00:07:34.000 --> 00:07:35.000]  有很多不同的需要
[00:07:35.000 --> 00:07:36.000]  我們可以去關懷
[00:07:36.000 --> 00:07:38.000]  可以去伸出我們的手
[00:07:38.000 --> 00:07:40.000]  以致讓每一個人
[00:07:40.000 --> 00:07:42.000]  能夠活得更有價值
[00:07:42.000 --> 00:07:43.000]  更有意志
[00:07:43.000 --> 00:07:44.000]  更精彩
[00:07:44.000 --> 00:07:46.000]  讓我們有一天見主的面的時候
[00:07:46.000 --> 00:07:47.000]  被主去讚賞
[00:07:47.000 --> 00:07:48.000]  弟兄姊妹
[00:07:48.000 --> 00:07:49.000]  簡單的分享
[00:07:49.000 --> 00:07:51.000]  很想你跟我一起去尋找
[00:07:51.000 --> 00:07:53.000]  我們生命裡面美好的一天
[00:07:53.000 --> 00:07:55.000]  希望今天都是你生命美好的一天
[00:07:55.000 --> 00:07:56.000]  除了能夠參與崇拜
[00:07:56.000 --> 00:07:57.000]  參與音樂會
[00:07:57.000 --> 00:08:00.000]  而是你能夠更多讓身邊更美好
[00:08:00.000 --> 00:08:03.000]  一起去建立上主的國
[00:08:03.000 --> 00:08:04.000]  願榮耀重贊
[00:08:04.000 --> 00:08:06.000]  歸給我們的主上帝
