
[00:00:00.000 --> 00:00:02.000]  大家卿 姐妹 平安
[00:03:54.720 --> 00:03:56.440]  但你和我在本質上
[00:03:56.440 --> 00:03:59.520]  我們仍然擁有似神的樣式
[00:03:59.520 --> 00:04:02.800]  神說話 人都會說話
[00:04:02.800 --> 00:04:05.960]  聖經形容神的話語和形容人的話語
[00:04:05.960 --> 00:04:08.920]  是用同一個詞匯的
[00:04:08.920 --> 00:04:13.720]  說話的神按著祂的形象創造了說話的人
[00:04:13.720 --> 00:04:16.840]  因此在你和我口中所說的話
[00:04:16.840 --> 00:04:21.640]  也同樣帶著創造性和影響力
[00:04:21.640 --> 00:04:24.400]  我們可以用言語去建立生命
[00:04:24.400 --> 00:04:26.000]  去建立關係
[00:04:26.000 --> 00:04:28.400]  同樣當我們不謹慎的時候
[00:04:28.400 --> 00:04:31.120]  我們的說話是有破壞力的
[00:04:31.120 --> 00:04:33.560]  我們的說話是有殺傷力的
[00:04:33.560 --> 00:04:35.400]  是可以破壞關係
[00:04:35.400 --> 00:04:37.000]  甚至會帶出一個惡果
[00:04:37.000 --> 00:04:41.160]  是你從來沒有想像得到的
[00:04:41.160 --> 00:04:43.160]  我們的說話有沒有影響力?
[00:04:43.160 --> 00:04:45.520]  你認為呢?
[00:04:45.520 --> 00:04:48.760]  有一位教授他已經完成了博士學位
[00:04:48.760 --> 00:04:51.560]  他是一個很有學問的人
[00:04:51.560 --> 00:04:55.040]  但每一次他要面對群眾說話的時候
[00:04:55.040 --> 00:04:57.920]  他內心過分緊張的情緒
[00:04:57.920 --> 00:05:00.400]  令他非常痛苦
[00:05:00.400 --> 00:05:02.680]  後來當他尋找協助的時候
[00:05:02.680 --> 00:05:05.160]  他才明白從小到大
[00:05:05.160 --> 00:05:09.360]  爸爸時時形容他為「蠢材」
[00:05:09.360 --> 00:05:12.360]  「蠢材」這兩個字就像一條繩索
[00:05:12.360 --> 00:05:14.560]  一直綑綁著他
[00:05:14.560 --> 00:05:16.880]  事實上他並不蠢
[00:05:16.880 --> 00:05:19.800]  在香港仍然是兩間大學的年代
[00:05:19.800 --> 00:05:24.560]  他是以優異成績入讀最高學府接受教育
[00:05:24.560 --> 00:05:27.360]  當他長大之後他缺乏自信心
[00:05:27.360 --> 00:05:29.480]  縱然他是一個有能力的人
[00:05:29.480 --> 00:05:33.800]  但他不能中肯去評價自己
[00:05:33.800 --> 00:05:35.080]  可以想像
[00:05:35.080 --> 00:05:37.240]  爸爸從小對他的評語
[00:05:37.240 --> 00:05:40.880]  怎樣來影響他
[00:05:40.880 --> 00:05:43.560]  當代哲學家其中一個很關心的主題
[00:05:43.560 --> 00:05:46.040]  就是語言哲學
[00:05:46.040 --> 00:05:49.160]  語言學家在研究中發現了一個很大的重點
[00:05:49.160 --> 00:05:52.960]  就是語言是帶著某種能力的
[00:05:52.960 --> 00:05:55.640]  他們表示在某些情況之中
[00:05:55.640 --> 00:05:57.560]  具體表達出來的話語
[00:05:57.560 --> 00:05:59.840]  是帶有創造生命的能力的
[00:05:59.840 --> 00:06:03.120]  他們稱之為「語言的力量」
[00:06:03.120 --> 00:06:05.320]  他們這樣來定義
[00:06:05.320 --> 00:06:08.040]  話語是透過人口說出來
[00:06:08.040 --> 00:06:12.200]  它能成就新的情況或創造現實
[00:06:12.200 --> 00:06:15.520]  所以語言的世界是屬於可能性的世界
[00:06:15.520 --> 00:06:17.880]  不僅是成就現實的力量
[00:06:17.880 --> 00:06:21.400]  還是連接所有事物的力量
[00:06:21.400 --> 00:06:23.400]  當今天這些哲學家
[00:06:23.400 --> 00:06:25.480]  為了發現語言有能力
[00:06:25.480 --> 00:06:27.400]  感到非常欣喜的時候
[00:06:27.400 --> 00:06:31.040]  也認為這是十世紀偉大發現之一的時候
[00:06:31.040 --> 00:06:33.760]  其實早在三千年以前
[00:06:33.760 --> 00:06:38.520]  上帝就已經將這個真理記載在聖經裏面
[00:06:38.520 --> 00:06:43.760]  《針研》十八章二十一節這樣說:「生死在舌頭的權下
[00:06:43.760 --> 00:06:47.240]  喜愛他的必吃他所結的果子」
[00:06:47.240 --> 00:06:49.680]  《針研》十二章十四節這樣說:
[00:06:49.680 --> 00:06:53.480]  「人因口所結的果子必飽得微福
[00:06:53.480 --> 00:06:57.800]  人手所作的必為自己的報應」
[00:06:57.800 --> 00:07:00.600]  我們所說的話就好像播種一樣
[00:07:00.600 --> 00:07:03.760]  我們播些甚麼就收割些甚麼
[00:07:03.760 --> 00:07:06.600]  我們的說話可以如刀刺人
[00:07:06.600 --> 00:07:09.360]  也可以成為醫人的良藥
[00:07:09.360 --> 00:07:12.160]  我們的說話是有影響力的
[00:07:12.160 --> 00:07:14.560]  特別是如果在我當中
[00:07:14.560 --> 00:07:17.640]  你是其他人眼中的權威人士
[00:07:17.640 --> 00:07:21.040]  又或者你是幼童的照顧者的時候
[00:07:21.040 --> 00:07:23.600]  請你特別謹慎你的說話
[00:07:23.600 --> 00:07:27.160]  因為你的說話是特別有影響力的
[00:07:27.160 --> 00:07:30.200]  當我們明白我們的說話是這麼重要的時候
[00:07:30.200 --> 00:07:34.160]  你有沒有留意到你平時的語言習慣是怎樣的
[00:07:34.160 --> 00:07:37.560]  你有沒有注意到在一天當中你所說的話之中
[00:07:37.560 --> 00:07:40.480]  有多少是祝福別人的呢?
[00:07:40.480 --> 00:07:43.840]  有多少是在拆毀其他人的呢?
[00:07:43.840 --> 00:07:46.520]  你有沒有留意到在你平時的說話當中
[00:07:46.520 --> 00:07:53.280]  你會不會說閒話、誹謗、刻薄、無憐憫的說話呢?
[00:07:53.280 --> 00:07:57.200]  或者是容易抱怨、投訴
[00:07:57.200 --> 00:07:58.880]  將其他人開玩笑
[00:07:58.880 --> 00:08:02.080]  特別是說一些傷害其他人的說話呢?
[00:08:02.080 --> 00:08:04.960]  無聊、瑣碎、無意思的說話
[00:08:04.960 --> 00:08:07.520]  或者輕浮、無益的說話呢?
[00:08:07.520 --> 00:08:10.200]  在《路加福音》六章四十五節這樣說
[00:08:10.200 --> 00:08:14.520]  「善人從他心裡所傳的善,就發出善來」
[00:08:14.520 --> 00:08:18.600]  「惡人從他心裡所傳的惡,就發出惡來」
[00:08:18.600 --> 00:08:20.200]  是真的
[00:08:20.200 --> 00:08:23.360]  我們的價值觀或者我們的生活態度是怎樣呢?
[00:08:23.360 --> 00:08:27.080]  其實是可以從你的說話當中略知一二的
[00:08:27.080 --> 00:08:31.400]  你說負面的話表達你一個消極的心
[00:08:31.400 --> 00:08:35.160]  當你罵人的時候是表達你憤怒的心
[00:08:35.160 --> 00:08:38.800]  你說污穢的言語是表達你裡頭的敗壞
[00:08:38.800 --> 00:08:40.360]  當你說詛咒的說話的時候
[00:08:40.360 --> 00:08:45.360]  是反映了你裡頭那種的愛、那種的積極性
[00:08:45.360 --> 00:08:47.720]  《耳筆所書》四章二十九節這樣說
[00:08:47.720 --> 00:08:50.160]  「污穢的言語一句不可出口」
[00:08:50.160 --> 00:08:54.600]  「只要隨時說詛咒人的好話,叫聽的人得益處」
[00:08:54.600 --> 00:08:56.680]  《耳筆所書》五章四節都這樣說
[00:08:56.680 --> 00:09:02.960]  「淫前妄語嬉笑的話都不相宜,總要說感謝的話」
[00:09:02.960 --> 00:09:04.920]  既然這些說話我們不能夠說的時候
[00:09:04.920 --> 00:09:09.560]  我們怎樣可以來操練我們的語言習慣呢?
[00:09:09.560 --> 00:09:11.360]  第一
[00:09:11.360 --> 00:09:15.760]  「想過才說,三思而後言」
[00:09:15.760 --> 00:09:18.240]  在《針研》十五章二十八節這樣說
[00:09:18.240 --> 00:09:24.000]  「以人的心思量如何回答,惡人的口吐出惡言」
[00:09:24.000 --> 00:09:26.200]  當你開口來說話的時候
[00:09:26.200 --> 00:09:29.640]  要我們認真地停一停、想一想
[00:09:29.640 --> 00:09:35.920]  我們要小心地說一些合乎上帝心意的話
[00:09:35.920 --> 00:09:39.760]  有一位女士患了嚴重的喉嚨問題
[00:09:39.760 --> 00:09:44.160]  醫生有吩咐她要在半年內不可以說話
[00:09:44.160 --> 00:09:48.320]  要她讓聲帶完全休息
[00:09:48.320 --> 00:09:52.160]  這位女士要照顧丈夫、要照顧家庭
[00:09:52.160 --> 00:09:53.600]  她有幾個兒女
[00:09:53.600 --> 00:09:56.360]  這個實在太過不可能了
[00:09:56.360 --> 00:10:00.880]  但她仍然照著醫生的吩咐來休息
[00:10:00.880 --> 00:10:02.960]  當她要和子女溝通的時候
[00:10:02.960 --> 00:10:05.760]  她就會吹哨子
[00:10:05.760 --> 00:10:07.600]  又或者當她要表達自己的時候
[00:10:07.600 --> 00:10:12.240]  她就會將她的說話變成一張張的字條
[00:10:12.240 --> 00:10:18.640]  這些字條一文一答騙滿了整個家庭
[00:10:18.640 --> 00:10:21.480]  六個月之後,她的病康復了
[00:10:21.480 --> 00:10:24.120]  當她再次開口說話的時候
[00:10:24.120 --> 00:10:27.000]  她覺得自己有點不同了
[00:10:27.000 --> 00:10:29.920]  小朋友比以前更加安靜
[00:10:29.920 --> 00:10:31.640]  她不需要像以前那樣
[00:10:31.640 --> 00:10:34.600]  在小朋友面前大聲呼喝
[00:10:34.600 --> 00:10:36.640]  六個月的操練
[00:10:36.640 --> 00:10:39.760]  要她想過再寫出來
[00:10:39.760 --> 00:10:41.360]  在寫的過程中
[00:10:41.360 --> 00:10:48.320]  她有機會沉澱、過濾她的情緒和語氣
[00:10:48.320 --> 00:10:49.520]  在這個過程中
[00:10:49.520 --> 00:10:53.800]  她不知道掉了多少字條在垃圾桶裡
[00:10:53.800 --> 00:10:55.480]  因為當她寫下來的時候
[00:10:55.480 --> 00:10:58.600]  她發覺實在不是太識切
[00:10:58.600 --> 00:11:01.000]  六個月的三思而後言
[00:11:01.000 --> 00:11:03.600]  給她一個很大的操練
[00:11:03.600 --> 00:11:06.480]  第二點是靜止不言
[00:11:06.480 --> 00:11:08.320]  學習等候
[00:11:08.320 --> 00:11:11.080]  當我們發生一些不開心、受委屈
[00:11:11.080 --> 00:11:12.960]  被人惹怒的時候
[00:11:12.960 --> 00:11:15.640]  我們仍然要堅守一個原則
[00:11:15.640 --> 00:11:18.520]  就是靜止不言
[00:11:18.520 --> 00:11:22.520]  除非你有信心開口說話能夠柔和謙卑
[00:11:22.520 --> 00:11:25.600]  否則你寧願閉口不言
[00:11:25.600 --> 00:11:27.760]  《針研十五章》一節裡說
[00:11:27.760 --> 00:11:30.480]  「會得柔和使怒氣消退
[00:11:30.480 --> 00:11:35.920]  言語暴戾觸動怒氣」
[00:11:35.920 --> 00:11:39.080]  在輔導室裡坐了一對夫婦
[00:11:39.080 --> 00:11:41.040]  吵著要離婚
[00:11:41.040 --> 00:11:43.400]  丈夫一念的冷淡
[00:11:43.400 --> 00:11:45.920]  堅決的要來跟太太離婚
[00:11:45.920 --> 00:11:48.120]  太太來到夫婦哀求
[00:11:48.120 --> 00:11:51.200]  丈夫說「離婚?又是你說的
[00:11:51.200 --> 00:11:52.880]  太太感到莫名其妙
[00:11:52.880 --> 00:11:54.920]  我何時有說過
[00:11:54.920 --> 00:11:57.240]  我們是在教堂裡行禮的
[00:11:57.240 --> 00:11:59.720]  我們怎可以離婚的
[00:11:59.720 --> 00:12:01.400]  原來在婚姻關係裡
[00:12:01.400 --> 00:12:03.160]  這麼多年的婚姻裡
[00:12:03.160 --> 00:12:05.600]  每次當我們爭執、爭拗
[00:12:05.600 --> 00:12:06.720]  太太很生氣的時候
[00:12:06.720 --> 00:12:08.080]  覺得絕望的時候
[00:12:08.080 --> 00:12:09.960]  她就會衝口而出一句說話
[00:12:09.960 --> 00:12:13.240]  就是說「我要離婚」
[00:12:13.240 --> 00:12:16.560]  每一次當丈夫聽到太太這番說話的時候
[00:12:16.560 --> 00:12:19.080]  他沒有回應,他不出聲
[00:12:19.080 --> 00:12:21.920]  他不澄清,也不制止
[00:12:21.920 --> 00:12:23.640]  由得太太繼續說
[00:12:23.640 --> 00:12:27.560]  他就是這樣來相信太太的說話
[00:12:27.560 --> 00:12:30.960]  到他們坐在輔導室裡的時候
[00:12:30.960 --> 00:12:32.640]  聽到丈夫這番言論
[00:12:32.640 --> 00:12:34.160]  太太恍然大悟
[00:12:34.160 --> 00:12:38.040]  她說「是的,我是有說過
[00:12:38.040 --> 00:12:40.080]  但我不是這樣想的
[00:12:40.080 --> 00:12:41.960]  我不是真的想離婚的
[00:12:41.960 --> 00:12:46.640]  我只是當時很生氣」
[00:12:46.640 --> 00:12:49.160]  在不開心、在生氣的時候
[00:12:49.160 --> 00:12:51.080]  能夠靜止不言
[00:12:51.080 --> 00:12:54.480]  是一個很好的操練
[00:12:54.480 --> 00:12:56.200]  可以多走一步的話
[00:12:56.200 --> 00:12:58.040]  當你靜默的時候
[00:12:58.040 --> 00:12:59.920]  請你深呼吸
[00:12:59.920 --> 00:13:03.240]  將你的思想集中在你的呼吸裡
[00:13:03.240 --> 00:13:04.600]  安靜下來
[00:13:04.600 --> 00:13:06.720]  嘗試跟自己對話
[00:13:06.720 --> 00:13:10.440]  你問問你自己在生氣什麼
[00:13:10.440 --> 00:13:13.120]  對方做了什麼、說了什麼
[00:13:13.120 --> 00:13:18.200]  令你這麼生氣、不開心、有情緒
[00:13:18.200 --> 00:13:22.160]  然後請你嘗試用你的話語
[00:13:22.160 --> 00:13:26.840]  平心靜氣地表達你的負面情緒
[00:13:26.840 --> 00:13:28.960]  你可以表達
[00:13:28.960 --> 00:13:32.520]  「我覺得不開心、很生氣
[00:13:32.520 --> 00:13:34.200]  我覺得很委屈
[00:13:34.200 --> 00:13:37.520]  因為你做了某些事情」
[00:13:37.520 --> 00:13:39.800]  用我們的語言去表達負面情緒
[00:13:39.800 --> 00:13:42.000]  代替情緒的發洩
[00:13:42.000 --> 00:13:44.000]  以致我們不會在憤怒的時候
[00:13:44.000 --> 00:13:46.080]  說了一些非理性的話
[00:13:46.080 --> 00:13:48.160]  說了一些根本不是代表
[00:13:48.160 --> 00:13:52.440]  你心裡的一種想法的話
[00:13:52.440 --> 00:13:57.080]  第三點是小說話
[00:13:57.080 --> 00:13:59.200]  小說話在我們在座當中
[00:13:59.200 --> 00:14:01.160]  有些朋友常常都操練
[00:14:01.160 --> 00:14:02.760]  但這裡所說的小說話
[00:14:02.760 --> 00:14:04.680]  是《針研十章十九席》所說的
[00:14:04.680 --> 00:14:07.360]  「多言多語 難免有過
[00:14:07.360 --> 00:14:09.800]  禁止嘴唇是有智慧的」
[00:14:09.800 --> 00:14:12.240]  《針研十七章十八席》也這樣說
[00:14:12.240 --> 00:14:15.080]  「愚昧人若靜默不言
[00:14:15.080 --> 00:14:18.080]  也可算為有智慧」
[00:14:18.080 --> 00:14:19.440]  求主幫助我們
[00:14:19.440 --> 00:14:21.520]  用聰明智慧來分辨
[00:14:21.520 --> 00:14:24.840]  何時我們需要給予即時反應
[00:14:24.840 --> 00:14:27.200]  何時我們需要以沉默的態度
[00:14:27.200 --> 00:14:31.200]  來回應一些不理想的狀況
[00:14:31.200 --> 00:14:31.880]  另一方面
[00:14:31.880 --> 00:14:35.200]  既然我們知道語言是這麼有影響力
[00:14:35.200 --> 00:14:36.920]  這麼有感染力的時候
[00:14:36.920 --> 00:14:41.160]  求主幫助我們操練語言的積極性
[00:14:41.160 --> 00:14:44.200]  以致我們可以常常以讚賞
[00:14:44.200 --> 00:14:47.560]  欣賞祝福的說話在我們嘴邊
[00:14:47.560 --> 00:14:50.040]  當我們說正面積極的說話時
[00:14:50.040 --> 00:14:55.960]  其實我們自己同樣都受著正面的影響
[00:14:55.960 --> 00:14:58.880]  有一天達文西去畫畫的時候
[00:14:58.880 --> 00:15:02.280]  有幾個小朋友在畫室裡跑來跑去
[00:15:02.280 --> 00:15:07.120]  結果不小心打翻了達文西的水桶
[00:15:07.120 --> 00:15:08.920]  他大聲呼喝這些小朋友
[00:15:08.920 --> 00:15:11.960]  這些小朋友哭著離開畫室
[00:15:11.960 --> 00:15:14.000]  當他想繼續去作畫的時候
[00:15:14.000 --> 00:15:17.840]  他發覺他沒有辦法集中繼續畫下去
[00:15:17.840 --> 00:15:19.200]  過了一會兒的時候
[00:15:19.200 --> 00:15:22.720]  他才明白問題所在在哪裡
[00:15:22.720 --> 00:15:24.720]  於是他走到外面
[00:15:24.720 --> 00:15:27.320]  去找這些哭著離開的小朋友
[00:15:27.320 --> 00:15:29.560]  去跟這些小朋友道歉
[00:15:29.560 --> 00:15:33.520]  當這些小朋友再一次展現笑顏的時候
[00:15:33.520 --> 00:15:37.520]  他才能夠繼續寫畫
[00:15:37.520 --> 00:15:38.880]  這個故事告訴我們
[00:15:38.880 --> 00:15:40.320]  我們說話的人
[00:15:40.320 --> 00:15:41.920]  說的和聽的
[00:15:41.920 --> 00:15:46.320]  我們都會一同受著這些說話的情緒所影響
[00:15:46.320 --> 00:15:48.560]  你說正面的說話的時候
[00:15:48.560 --> 00:15:50.160]  聽的和說的的人
[00:15:50.160 --> 00:15:52.200]  一同來領受這個祝福
[00:15:52.200 --> 00:15:53.920]  當我們說負面的說話的時候
[00:15:53.920 --> 00:15:55.760]  其實說的人和聽的人
[00:15:55.760 --> 00:15:59.080]  都一同被這些情緒所影響
[00:15:59.080 --> 00:16:01.680]  不知道你們有沒有試過在地鐵裏面
[00:16:01.680 --> 00:16:05.840]  看到很近距離的一些乘客的爭執
[00:16:05.840 --> 00:16:07.720]  當這些人在爭執的過程裏面
[00:16:07.720 --> 00:16:09.400]  他們說一些很難聽的說話
[00:16:09.400 --> 00:16:11.240]  甚至是粗言穢語
[00:16:11.240 --> 00:16:13.520]  當你很近距離去聽這些說話的時候
[00:16:13.520 --> 00:16:16.160]  縱然你沒有參與到中間
[00:16:16.160 --> 00:16:17.560]  但當你聽到這些說話的時候
[00:16:17.560 --> 00:16:19.360]  你的心裏都會鼓鼓跳
[00:16:19.360 --> 00:16:22.480]  你都會受著這些說話影響你的情緒
[00:16:22.480 --> 00:16:27.240]  你會覺得心情變得不一樣
[00:16:27.240 --> 00:16:30.120]  原來我們說話的人和聽的人
[00:16:30.120 --> 00:16:33.120]  是一同來受影響的
[00:16:33.120 --> 00:16:35.880]  所以「以人的口」是生命的泉源
[00:16:35.880 --> 00:16:37.200]  我們說話的時候
[00:16:37.200 --> 00:16:38.880]  能夠表達正面的意思
[00:16:38.880 --> 00:16:41.960]  是能夠造就其他人的
[00:16:41.960 --> 00:16:45.240]  我們每個人的生命就好像一個寶盒一樣
[00:16:45.240 --> 00:16:47.560]  每一次當我們來到
[00:16:47.560 --> 00:16:50.360]  去對其他人肯定或讚賞的時候
[00:16:50.360 --> 00:16:53.680]  或者我們得到其他人的肯定或讚賞的時候
[00:16:53.680 --> 00:16:56.200]  就好像將一件很貴重的珠寶
[00:16:56.200 --> 00:16:58.280]  放在這個盒子裏面
[00:16:58.280 --> 00:17:01.160]  當一件一件的珠寶儲起來的時候
[00:17:01.160 --> 00:17:04.560]  這個人就會變得越來越有價值
[00:17:04.560 --> 00:17:06.720]  當我們來到面對困難的時候
[00:17:06.720 --> 00:17:09.440]  我們灰心 我們失去信心的時候
[00:17:09.440 --> 00:17:11.600]  這些珠寶就會成為我們能夠
[00:17:11.600 --> 00:17:16.560]  越過難關的勇氣和動力
[00:17:16.560 --> 00:17:18.960]  有一位現在在美國的牧者
[00:17:18.960 --> 00:17:20.080]  陳牧師
[00:17:20.080 --> 00:17:22.200]  他在越南出生的
[00:17:22.200 --> 00:17:25.240]  70年代中期他在越南來到牧會
[00:17:25.240 --> 00:17:28.120]  因為信仰的緣故他受了很多的迫害
[00:17:28.120 --> 00:17:31.480]  後來他輾轉坐藍銀船來到香港
[00:17:31.480 --> 00:17:33.880]  在一個禁閉式的藍銀營裏面
[00:17:33.880 --> 00:17:35.840]  然後再輾轉去到美國
[00:17:35.840 --> 00:17:37.760]  現在在美國的生活
[00:17:37.760 --> 00:17:40.360]  當他講起他在越南的時候
[00:17:40.360 --> 00:17:43.600]  當時越南的政府用一大輛的車
[00:17:43.600 --> 00:17:46.240]  將一班的傳導人載起來
[00:17:46.240 --> 00:17:50.000]  然後送他們去郊外
[00:17:50.000 --> 00:17:52.960]  吩咐他們要來開墾
[00:17:52.960 --> 00:17:54.920]  挖這些山溝
[00:17:54.920 --> 00:17:56.920]  去到的時候他們才發現
[00:17:56.920 --> 00:18:00.360]  原來政府是沒有提供任何的工具
[00:18:00.360 --> 00:18:01.640]  換句話說
[00:18:01.640 --> 00:18:03.720]  除非他們是自備工具
[00:18:03.720 --> 00:18:09.040]  如果不是的話他們是要徒手去挖泥
[00:18:09.040 --> 00:18:10.680]  當時的官員也規定
[00:18:10.680 --> 00:18:13.360]  每人要挖完你的部份
[00:18:13.360 --> 00:18:15.960]  如果不是的話你是不可以回家的
[00:18:15.960 --> 00:18:18.240]  當一個又一個的晚上
[00:18:18.240 --> 00:18:21.840]  陳牧師躺在郊外 躺在荒山野嶺
[00:18:21.840 --> 00:18:26.080]  又肚餓又飢餓又疲倦的時候
[00:18:26.080 --> 00:18:29.240]  他對前途是感到徹底的絕望
[00:18:29.240 --> 00:18:32.400]  甚至是想著一死了之
[00:18:32.400 --> 00:18:34.840]  但在這個時候忽然間想起他年輕的時候
[00:18:34.840 --> 00:18:38.080]  有一位傳教士曾經這樣來鼓勵他
[00:18:38.080 --> 00:18:40.480]  當你感到灰心失意的時候
[00:18:40.480 --> 00:18:42.920]  你抬頭看一下星星
[00:18:42.920 --> 00:18:45.120]  你看一下天上的星空
[00:18:45.120 --> 00:18:48.240]  這些星星曾經照耀過阿伯拉罕
[00:18:48.240 --> 00:18:50.080]  曾經照耀過以撒
[00:18:50.080 --> 00:18:52.200]  曾經照耀過雅各
[00:18:52.200 --> 00:18:55.040]  今天他來到照耀你
[00:18:55.040 --> 00:18:56.640]  星空仍在
[00:18:56.640 --> 00:18:58.920]  上帝是永恆的
[00:18:58.920 --> 00:19:03.080]  就是這番話給他施施力量和安慰
[00:19:03.080 --> 00:19:09.320]  去度過他人生中最黑暗的日子
[00:19:09.320 --> 00:19:12.400]  上帝今天賜給你和我有語言的能力
[00:19:12.400 --> 00:19:14.320]  是一份恩賜
[00:19:14.320 --> 00:19:16.600]  你有沒有察覺到呢?
[00:19:16.600 --> 00:19:18.960]  你有沒有很好的理由去善用呢?
[00:19:18.960 --> 00:19:20.960]  幫助自己、幫助周圍的人
[00:19:20.960 --> 00:19:25.080]  來建立生命、建立一個好的關係呢?
[00:19:25.080 --> 00:19:27.200]  今天是復活節的主日
[00:19:27.200 --> 00:19:29.800]  當我們每年一次來紀念主位
[00:19:29.800 --> 00:19:31.680]  我們釘身在十字架上
[00:19:31.680 --> 00:19:34.160]  受死並且復活的時候
[00:19:34.160 --> 00:19:37.480]  我們怎樣在我們日常行事為人的裏面
[00:19:37.480 --> 00:19:40.880]  我們反映復活的主在生命當中
[00:19:40.880 --> 00:19:42.880]  在我們言語行為的裏面
[00:19:42.880 --> 00:19:46.040]  我們能不能夠去表達我們的信仰
[00:19:46.040 --> 00:19:48.280]  你能不能夠去表達你所信的主
[00:19:48.280 --> 00:19:50.560]  是一個怎樣的主呢?
