
[00:00:00.000 --> 00:00:02.960]  我相信讀主的華語的重要性
[00:02:34.520 --> 00:02:36.320]  都沒有講過這個人
[00:02:36.320 --> 00:02:38.320]  我覺得不是很對
[00:02:38.320 --> 00:02:40.120]  所以馬上就跟大家說
[00:02:40.120 --> 00:02:42.320]  按照耶穌基督的要求
[00:02:42.320 --> 00:02:43.720]  講了這麼多篇道
[00:02:43.720 --> 00:02:44.720]  都沒有講這個人
[00:02:44.720 --> 00:02:46.920]  所以一定要再講一講祂
[00:02:46.920 --> 00:02:48.720]  我覺得是很有意思
[00:02:48.720 --> 00:02:51.120]  我再研究慢慢再想的時候
[00:02:51.120 --> 00:02:52.320]  我就想跟大家分享
[00:02:52.320 --> 00:02:53.520]  今天我們的訊息
[00:02:53.520 --> 00:02:54.520]  好不好?
[00:02:54.520 --> 00:02:58.720]  好,我們首先就現場重組一下
[00:02:58.720 --> 00:02:59.920]  發生什麼事
[00:02:59.920 --> 00:03:01.320]  剛才我們所讀的時候
[00:03:01.320 --> 00:03:02.520]  你們都看到了
[00:03:02.520 --> 00:03:04.120]  那件事是發生在
[00:03:04.120 --> 00:03:05.920]  耶穌基督進入耶路撒冷
[00:03:05.920 --> 00:03:07.920]  最後一個星期的前夕
[00:03:07.920 --> 00:03:11.920]  那天聖經說有人為祂安排一個筵席
[00:03:11.920 --> 00:03:13.920]  這個筵席的地方就是伯大尼
[00:03:13.920 --> 00:03:16.920]  就是靠近耶路撒冷東面的一個城市
[00:03:16.920 --> 00:03:18.320]  這個筵席裡面
[00:03:18.320 --> 00:03:20.920]  聖經只記載到有瑪大瑪利亞
[00:03:20.920 --> 00:03:23.120]  也有祂的弟弟拉撒路
[00:03:23.120 --> 00:03:24.920]  當然還有門徒
[00:03:24.920 --> 00:03:26.320]  剛才我們看到
[00:03:26.320 --> 00:03:27.520]  是不是只有這麼多呢?
[00:03:27.520 --> 00:03:29.120]  肯定不止這麼多
[00:03:29.120 --> 00:03:31.720]  因為大家應該知道
[00:03:31.720 --> 00:03:35.320]  主耶穌基督當天進入耶路撒冷
[00:03:35.320 --> 00:03:37.520]  這件事是大事
[00:03:37.520 --> 00:03:41.320]  耶穌基督不是隨便帶幾個門徒進入耶路撒冷
[00:03:41.320 --> 00:03:44.920]  其實那件事不僅是耶路撒冷一個轟動的事
[00:03:44.920 --> 00:03:47.320]  並且當時巴勒斯坦也是重要的
[00:03:47.320 --> 00:03:48.720]  如果不是
[00:03:48.720 --> 00:03:52.520]  就不會當耶穌基督坐雷子進入耶路撒冷的時候
[00:03:52.520 --> 00:03:55.320]  已經有人在等著祂在甲道裡
[00:03:55.320 --> 00:03:57.520]  歡呼賀薩娜王薩娜
[00:03:57.520 --> 00:03:58.120]  是不是?
[00:03:58.120 --> 00:04:00.320]  還有你鋪了一些送禮珠
[00:04:00.320 --> 00:04:01.320]  當然了
[00:04:01.320 --> 00:04:04.320]  你究竟那些人是什麼動機呢?
[00:04:04.320 --> 00:04:05.920]  是各有不同的
[00:04:05.920 --> 00:04:08.720]  可能很多人只是帶著一種政治的動機
[00:04:08.720 --> 00:04:12.120]  期待他們等候已久的耶穌
[00:04:12.120 --> 00:04:14.520]  看看祂進入耶路撒冷最後一個星期
[00:04:14.520 --> 00:04:16.320]  跟這些惡勢力
[00:04:16.320 --> 00:04:19.320]  或者叫做羅馬的政府對抗的時候
[00:04:19.320 --> 00:04:22.120]  會不會發動群眾的起義
[00:04:22.120 --> 00:04:25.920]  打倒羅馬政府
[00:04:25.920 --> 00:04:28.720]  然後成為新的領導以色列的王
[00:04:28.720 --> 00:04:31.120]  所以這是一件大事
[00:04:31.120 --> 00:04:32.720]  大家都期待著祂
[00:04:32.720 --> 00:04:35.720]  看看祂這個星期會做些什麼
[00:04:35.720 --> 00:04:39.920]  所以之前那一晚有人為祂設一個筵席
[00:04:39.920 --> 00:04:41.120]  是戰衡
[00:04:41.120 --> 00:04:43.320]  這肯定不是一件小事
[00:04:43.320 --> 00:04:45.520]  所以相信那一晚會有很多人
[00:04:45.520 --> 00:04:48.520]  並且那一晚會是一個很隆重的宴會
[00:04:48.520 --> 00:04:50.520]  耶穌是主角
[00:04:50.520 --> 00:04:51.720]  所以聖經說
[00:04:51.720 --> 00:04:55.920]  耶穌是被邀請為祂特別以這個筵席
[00:04:55.920 --> 00:04:56.920]  做一個主角
[00:04:56.920 --> 00:04:58.920]  按照當時猶太的習慣
[00:04:58.920 --> 00:04:59.920]  祂是打斜的
[00:04:59.920 --> 00:05:04.320]  是坐在核心中間的桌前
[00:05:04.320 --> 00:05:06.720]  大家給祂有食物
[00:05:06.720 --> 00:05:08.920]  大家有很多事情在談
[00:05:08.920 --> 00:05:13.520]  就在這麼隆重的典禮和一個筵席當中
[00:05:13.520 --> 00:05:15.920]  發生一件很奇怪的事情
[00:05:15.920 --> 00:05:18.720]  就是一個女人突然走到耶穌面前
[00:05:18.720 --> 00:05:21.320]  這就是我們所熟悉的瑪利亞
[00:05:21.320 --> 00:05:23.120]  走到耶穌的面前
[00:05:23.120 --> 00:05:26.320]  打破一個很昂貴的瓶子
[00:05:26.320 --> 00:05:30.720]  裡面有更加昂貴的香膏
[00:05:30.720 --> 00:05:33.120]  淋在耶穌的頭上
[00:05:33.120 --> 00:05:34.720]  一直淋到祂的腳
[00:05:34.720 --> 00:05:38.320]  這是按照三個福音對照的時候我們看到的情況
[00:05:38.320 --> 00:05:40.520]  由頭一直淋到腳
[00:05:40.520 --> 00:05:44.520]  然後瑪利亞還用她的頭髮擦耶穌的腳
[00:05:44.520 --> 00:05:46.320]  滿室都芬芳
[00:05:46.320 --> 00:05:49.920]  這是一件很奇怪、很不尋常的事情
[00:05:49.920 --> 00:05:53.320]  因為在宴會裡面沒有人會做這樣的事情
[00:05:53.320 --> 00:05:55.920]  尤其是當時女人的地位很低
[00:05:55.920 --> 00:05:58.120]  只是在後面做服侍
[00:05:58.120 --> 00:05:59.520]  躲在後面
[00:05:59.520 --> 00:06:03.720]  竟然走到前面做一個眾目睽睽之下做一件這樣的事情
[00:06:03.720 --> 00:06:07.520]  果然那些門徒反應不是很高興
[00:06:07.520 --> 00:06:09.520]  第一,這個女人搞搞震
[00:06:09.520 --> 00:06:12.320]  打破打破,不適合這個時間
[00:06:12.320 --> 00:06:13.920]  不應該搞這樣的事情
[00:06:13.920 --> 00:06:17.120]  第二,門徒覺得這個女人很浪費錢
[00:06:17.120 --> 00:06:20.120]  尤其是尤大作為代表
[00:06:20.120 --> 00:06:21.920]  說為什麼你這麼浪費錢
[00:06:21.920 --> 00:06:24.920]  這個香膏可以儲蓄很多窮人
[00:06:24.920 --> 00:06:26.920]  這個香膏是不是很貴呢?
[00:06:26.920 --> 00:06:27.920]  是很貴
[00:06:27.920 --> 00:06:28.920]  為什麼這麼貴呢?
[00:06:28.920 --> 00:06:30.520]  因為這個真拿達香膏
[00:06:30.520 --> 00:06:32.320]  或者叫拿達香膏
[00:06:32.320 --> 00:06:34.520]  按照我們今天所知道的研究
[00:06:34.520 --> 00:06:37.120]  肯定不是在巴勒斯坦可以找得到的
[00:06:37.120 --> 00:06:38.320]  要去到哪裡呢?
[00:06:38.320 --> 00:06:42.920]  去到差不多印度邊境那個區域才有那種香料
[00:06:42.920 --> 00:06:46.120]  回來還要很多才能夠提煉一點一滴
[00:06:46.120 --> 00:06:48.920]  聖經那裡說有半公斤
[00:06:48.920 --> 00:06:50.520]  就是一磅多重
[00:06:50.520 --> 00:06:51.920]  很大的
[00:06:51.920 --> 00:06:53.520]  很貴的
[00:06:53.520 --> 00:06:55.320]  貴到怎樣呢?
[00:06:55.320 --> 00:07:00.920]  尤大果然是消費者委員會資深成員
[00:07:00.920 --> 00:07:02.520]  一看尺寸
[00:07:02.520 --> 00:07:05.120]  一看品牌就知道值多少錢
[00:07:05.120 --> 00:07:07.720]  它說值三百銀錢
[00:07:07.720 --> 00:07:10.120]  三百銀幣多少錢呢?
[00:07:10.120 --> 00:07:16.520]  三百銀幣等於當時一個人的中產
[00:07:16.520 --> 00:07:20.520]  當時一個人的一年的薪金
[00:07:20.520 --> 00:07:23.120]  一年的收入
[00:07:23.120 --> 00:07:25.320]  一年的薪金
[00:07:25.320 --> 00:07:27.920]  幾分鐘打爛了它
[00:07:27.920 --> 00:07:29.320]  那就完蛋了
[00:07:29.320 --> 00:07:30.120]  好了
[00:07:30.120 --> 00:07:31.720]  是不是浪費呢?
[00:07:31.720 --> 00:07:33.720]  所以聖經那裡說
[00:07:33.720 --> 00:07:37.720]  那些門徒就向這個女人發脾氣
[00:07:37.720 --> 00:07:39.320]  生氣
[00:07:39.320 --> 00:07:41.120]  在《馬太馬學》那裡說的
[00:07:41.120 --> 00:07:43.320]  還有就是不高興
[00:07:43.320 --> 00:07:45.520]  恨不起悅她
[00:07:45.520 --> 00:07:46.320]  好了
[00:07:46.320 --> 00:07:47.920]  這就是門徒的反應
[00:07:47.920 --> 00:07:49.720]  這個反應是挺正常的
[00:07:49.720 --> 00:07:51.720]  但是呢
[00:07:51.720 --> 00:07:53.720]  更加令我們震驚的
[00:07:53.720 --> 00:07:55.520]  耶穌不是這麼看的
[00:07:55.520 --> 00:07:57.120]  聖經那裡說
[00:07:57.120 --> 00:07:59.520]  耶穌如果只是看《約翰福音》
[00:07:59.520 --> 00:08:00.720]  可能沒有這麼清楚
[00:08:00.720 --> 00:08:01.320]  《約翰福音》說
[00:08:01.320 --> 00:08:03.720]  耶穌說你由他吧
[00:08:03.720 --> 00:08:05.120]  好像很消極那樣
[00:08:05.120 --> 00:08:06.120]  就是很無奈
[00:08:06.120 --> 00:08:06.920]  他都做了
[00:08:06.920 --> 00:08:08.120]  那你就算了吧
[00:08:08.120 --> 00:08:09.120]  不是
[00:08:09.520 --> 00:08:11.920]  《馬太馬學》那裡說得很清楚
[00:08:11.920 --> 00:08:16.120]  耶穌說這個女人為我做的是一件美事
[00:08:16.120 --> 00:08:17.720]  這個很不同的
[00:08:17.720 --> 00:08:18.720]  他說
[00:08:18.720 --> 00:08:20.120]  不僅是由他做
[00:08:20.120 --> 00:08:21.920]  並且他做在我身上的
[00:08:21.920 --> 00:08:23.520]  是一件美事
[00:08:23.520 --> 00:08:25.320]  因為這個女人所做的
[00:08:25.320 --> 00:08:28.320]  已經盡他所能為我而做
[00:08:28.320 --> 00:08:32.120]  還有一個很重要的話
[00:08:32.120 --> 00:08:34.320]  除了我們剛才所說的
[00:08:34.320 --> 00:08:37.120]  這樣以後你們的福音
[00:08:37.120 --> 00:08:39.320]  去到世界任何一個地方
[00:08:39.320 --> 00:08:40.520]  歷代歷世
[00:08:40.520 --> 00:08:41.520]  全港的時候
[00:08:41.520 --> 00:08:43.520]  都要講這個女人所做的事
[00:08:43.520 --> 00:08:44.720]  來紀念他
[00:08:44.720 --> 00:08:45.920]  還有一句
[00:08:45.920 --> 00:08:47.520]  是三個福音
[00:08:47.520 --> 00:08:48.920]  都同樣記載
[00:08:48.920 --> 00:08:51.320]  我相信當時的人一定很記得
[00:08:51.320 --> 00:08:54.320]  《馬太馬學》和《約翰》都有記載的
[00:08:54.320 --> 00:08:55.120]  就是說
[00:08:55.120 --> 00:08:58.520]  尚有窮人與你們同在
[00:08:58.520 --> 00:09:03.120]  只是你們不尚有我
[00:09:03.120 --> 00:09:06.520]  門徒說為什麼不拿來周祭窮人呢?
[00:09:06.520 --> 00:09:07.520]  耶穌說
[00:09:07.520 --> 00:09:10.320]  尚有窮人與你們同在
[00:09:10.320 --> 00:09:13.920]  只是你們不尚有我
[00:09:13.920 --> 00:09:15.920]  今天我想用這句話
[00:09:15.920 --> 00:09:17.920]  和大家展開我們的分享
[00:09:17.920 --> 00:09:21.320]  只是你們不尚有我
[00:09:21.320 --> 00:09:24.120]  如果是我今天講道的題目
[00:09:24.120 --> 00:09:26.520]  這個題目是我自己作出來的
[00:09:26.520 --> 00:09:28.720]  也都是用了這一節的聖經
[00:09:28.720 --> 00:09:31.120]  我就要講到你們今晚做夢都記得
[00:09:31.120 --> 00:09:34.720]  只是你們不尚有我
[00:09:34.720 --> 00:09:36.320]  耶穌為什麼說這句話?
[00:09:36.320 --> 00:09:38.720]  我們試一下追蹤主耶穌的心境
[00:09:38.720 --> 00:09:40.520]  慎自己的標準
[00:09:40.520 --> 00:09:42.920]  又追蹤一下門徒在想什麼
[00:09:42.920 --> 00:09:45.720]  又追蹤一下瑪利亞在想什麼
[00:09:45.720 --> 00:09:46.920]  然後就明白
[00:09:46.920 --> 00:09:49.920]  耶穌說只是你們不尚有我
[00:09:49.920 --> 00:09:51.520]  我把它分為兩個部分
[00:09:51.520 --> 00:09:52.320]  第一
[00:09:52.320 --> 00:09:54.920]  耶穌說只是你們不尚
[00:09:54.920 --> 00:09:58.720]  這個女人做的是一件很不尋常的事
[00:09:58.720 --> 00:10:02.520]  但是你們剛剛的問題就是在於
[00:10:02.520 --> 00:10:03.920]  你們太尋常了
[00:10:03.920 --> 00:10:05.920]  第二
[00:10:05.920 --> 00:10:07.520]  主耶穌說
[00:10:07.520 --> 00:10:09.320]  你有很多的東西
[00:10:09.320 --> 00:10:12.120]  包括窮人周濟的機會
[00:10:12.120 --> 00:10:14.520]  但是你不尚有我
[00:10:14.520 --> 00:10:17.120]  你們沒有我
[00:10:17.120 --> 00:10:18.520]  好
[00:10:18.520 --> 00:10:19.920]  我想和大家試一下
[00:10:19.920 --> 00:10:22.520]  再深入一點去看看這兩件事
[00:10:22.520 --> 00:10:24.120]  不尋常
[00:10:24.120 --> 00:10:25.920]  和有耶穌
[00:10:25.920 --> 00:10:28.520]  在這句話裡面是什麼意思
[00:10:28.520 --> 00:10:30.920]  第一我們說這個女人所做的事
[00:10:30.920 --> 00:10:32.320]  是不是很尋常
[00:10:32.320 --> 00:10:35.120]  如果再直接一點去講不是很正常
[00:10:35.720 --> 00:10:36.520]  是不是
[00:10:36.520 --> 00:10:40.520]  用我們香港的說法很奇怪而已
[00:10:40.520 --> 00:10:43.120]  人家的宴會
[00:10:43.120 --> 00:10:45.320]  很不適合的
[00:10:45.320 --> 00:10:46.320]  是不是
[00:10:46.320 --> 00:10:47.520]  在一個這樣的場合
[00:10:47.520 --> 00:10:49.520]  大家一個這樣的
[00:10:49.520 --> 00:10:51.520]  社交的場合裡面
[00:10:51.520 --> 00:10:52.720]  一個女人
[00:10:52.720 --> 00:10:54.520]  走到一個核心的
[00:10:54.520 --> 00:10:57.720]  大家注目的一個最重要的
[00:10:57.720 --> 00:10:59.120]  嘉賓的面前
[00:10:59.120 --> 00:11:02.520]  將香料倒在她的身上
[00:11:02.520 --> 00:11:04.320]  還要她的頭髮去刷
[00:11:05.320 --> 00:11:08.720]  雖然滿屋都是香氣
[00:11:08.720 --> 00:11:11.720]  但是整個行動是很礙眼的
[00:11:11.720 --> 00:11:13.120]  很不適合的
[00:11:13.120 --> 00:11:14.320]  很無謂的
[00:11:14.320 --> 00:11:15.520]  如果和那些
[00:11:15.520 --> 00:11:18.520]  我們三八婦女節講一下男人女人的分別
[00:11:18.520 --> 00:11:22.920]  在男人門徒的心目中是很不適當的
[00:11:22.920 --> 00:11:24.520]  很浪費的
[00:11:24.520 --> 00:11:26.720]  所以門徒說你很浪費
[00:11:26.720 --> 00:11:28.120]  何必這麼浪費呢
[00:11:28.120 --> 00:11:30.520]  尤大就特別敏感
[00:11:30.520 --> 00:11:32.320]  因為他看錢看得很緊要
[00:11:32.320 --> 00:11:34.120]  約翰不值得記載的時候
[00:11:34.120 --> 00:11:35.720]  就說這個人經常偷錢
[00:11:35.720 --> 00:11:38.520]  事實上是
[00:11:38.520 --> 00:11:39.520]  因為他是管錢的
[00:11:39.520 --> 00:11:40.520]  門徒當中
[00:11:40.520 --> 00:11:43.520]  我不想只是講錢的問題
[00:11:43.520 --> 00:11:45.520]  我想講那個分別在哪裡
[00:11:45.520 --> 00:11:47.320]  這班門徒的心目中
[00:11:47.320 --> 00:11:48.920]  就代表很多人一樣
[00:11:48.920 --> 00:11:51.320]  這個瑪麗亞所做的事情
[00:11:51.320 --> 00:11:52.320]  不單止無謂
[00:11:52.320 --> 00:11:53.520]  並且很浪費
[00:11:53.520 --> 00:11:55.120]  很不正常
[00:11:55.120 --> 00:11:57.120]  為什麼不正常
[00:11:57.120 --> 00:11:58.720]  因為他們想不清楚
[00:11:58.720 --> 00:12:01.120]  為什麼這個女人要這麼做
[00:12:01.120 --> 00:12:02.520]  浪費錢
[00:12:05.120 --> 00:12:07.520]  這個女人為什麼要這麼做
[00:12:07.520 --> 00:12:08.520]  我們先想
[00:12:08.520 --> 00:12:12.120]  是不是這個瑪麗亞愛作戰呢
[00:12:12.120 --> 00:12:15.120]  不是
[00:12:15.120 --> 00:12:17.520]  因為這個瑪麗亞
[00:12:17.520 --> 00:12:19.520]  如果我們追蹤她的心靈
[00:12:19.520 --> 00:12:21.520]  心靈的思想
[00:12:21.520 --> 00:12:23.520]  我相信當時她站在那裡
[00:12:23.520 --> 00:12:25.520]  可能眾人在後面
[00:12:25.520 --> 00:12:27.520]  男人在那裡不停聊天
[00:12:27.520 --> 00:12:29.520]  這位女子
[00:12:29.520 --> 00:12:31.520]  她看見兩件事
[00:12:31.520 --> 00:12:34.520]  第一,她看見她身邊的弟弟
[00:12:34.520 --> 00:12:35.520]  拉薩路
[00:12:35.520 --> 00:12:37.520]  大家記得嗎
[00:12:37.520 --> 00:12:40.520]  瑪大瑪麗亞的弟弟拉薩路
[00:12:40.520 --> 00:12:42.520]  剛剛在前一章
[00:12:42.520 --> 00:12:44.520]  十一章的時候
[00:12:44.520 --> 00:12:45.520]  說什麼
[00:12:45.520 --> 00:12:46.520]  他弟弟病
[00:12:46.520 --> 00:12:47.520]  病死了
[00:12:47.520 --> 00:12:50.520]  耶穌來到的時候已經死了
[00:12:50.520 --> 00:12:52.520]  他最心愛的弟弟死了
[00:12:52.520 --> 00:12:55.520]  然後他親眼看見
[00:12:55.520 --> 00:12:56.520]  就是這位主耶穌
[00:12:56.520 --> 00:12:59.520]  將他的弟弟從墳墓裡復活過來
[00:12:59.520 --> 00:13:00.520]  死而復得
[00:13:01.520 --> 00:13:02.520]  所以他看見
[00:13:02.520 --> 00:13:03.520]  聖經特別有意思
[00:13:03.520 --> 00:13:04.520]  他說
[00:13:04.520 --> 00:13:06.520]  拉薩路也在其中
[00:13:06.520 --> 00:13:07.520]  其實這個是很重要的
[00:13:07.520 --> 00:13:09.520]  因為他幾天前已經死了
[00:13:09.520 --> 00:13:11.520]  他現在他回到這裡
[00:13:11.520 --> 00:13:12.520]  就是說
[00:13:12.520 --> 00:13:15.520]  這位主耶穌將生命給了他弟弟
[00:13:15.520 --> 00:13:18.520]  這個很愛他弟弟的姐姐
[00:13:18.520 --> 00:13:20.520]  這位主為他所做的事
[00:13:20.520 --> 00:13:23.520]  有什麼太過浪費
[00:13:23.520 --> 00:13:24.520]  有什麼不值得
[00:13:24.520 --> 00:13:26.520]  他為主所做的事
[00:13:26.520 --> 00:13:27.520]  有什麼太離譜
[00:13:27.520 --> 00:13:29.520]  任何事都可以做
[00:13:29.520 --> 00:13:31.520]  因為他最愛的弟弟
[00:13:31.520 --> 00:13:33.520]  生命是這位主給他的
[00:13:33.520 --> 00:13:34.520]  第二
[00:13:34.520 --> 00:13:36.520]  他看著這位主
[00:13:36.520 --> 00:13:37.520]  他記得的
[00:13:37.520 --> 00:13:39.520]  我相信姐妹一定記得
[00:13:39.520 --> 00:13:40.520]  這位姐妹一定記得
[00:13:40.520 --> 00:13:41.520]  那些門徒有時記得
[00:13:41.520 --> 00:13:42.520]  有時不記得
[00:13:42.520 --> 00:13:45.520]  就是主耶穌其實說清楚
[00:13:45.520 --> 00:13:46.520]  他說過幾次了
[00:13:46.520 --> 00:13:48.520]  現在我進耶路撒冷的時候
[00:13:48.520 --> 00:13:53.520]  是要接受文氏和法利塞人的殺害
[00:13:53.520 --> 00:13:55.520]  門徒試過說過
[00:13:55.520 --> 00:13:57.520]  不過後來他又不記得了
[00:13:57.520 --> 00:13:59.520]  但是瑪利亞我相信一定記得
[00:13:59.520 --> 00:14:01.520]  瑪利亞會想到今天
[00:14:01.520 --> 00:14:04.520]  就是明天我的主就要進耶路撒冷了
[00:14:04.520 --> 00:14:05.520]  他所面對的日子
[00:14:05.520 --> 00:14:07.520]  我可能沒有機會再見到他
[00:14:07.520 --> 00:14:08.520]  就在他離開
[00:14:08.520 --> 00:14:10.520]  我最後有機會的時候
[00:14:10.520 --> 00:14:12.520]  我要為他做一件事
[00:14:12.520 --> 00:14:14.520]  是我一生都不會再後悔的
[00:14:14.520 --> 00:14:17.520]  於是他就將他所有的積蓄
[00:14:17.520 --> 00:14:18.520]  家財
[00:14:18.520 --> 00:14:19.520]  拿了出來
[00:14:19.520 --> 00:14:20.520]  我相信是他最所有的
[00:14:20.520 --> 00:14:21.520]  因為他不是有錢人
[00:14:21.520 --> 00:14:22.520]  是不是
[00:14:22.520 --> 00:14:23.520]  就將他
[00:14:23.520 --> 00:14:25.520]  買了這個最香的香膏
[00:14:25.520 --> 00:14:27.520]  澆在耶穌的身上
[00:14:27.520 --> 00:14:29.520]  還要打爛瓶子
[00:14:29.520 --> 00:14:31.520]  要打爛瓶子嗎
[00:14:31.520 --> 00:14:33.520]  洗乾淨再用就可以了
[00:14:33.520 --> 00:14:34.520]  他沒有你那麼多
[00:14:34.520 --> 00:14:35.520]  他不顧一切
[00:14:35.520 --> 00:14:36.520]  我們叫他豁出去
[00:14:36.520 --> 00:14:39.520]  我為我的主要做一件事
[00:14:39.520 --> 00:14:40.520]  在那些男人
[00:14:40.520 --> 00:14:41.520]  就是這班門徒那種
[00:14:41.520 --> 00:14:42.520]  那麼懂得計算
[00:14:42.520 --> 00:14:44.520]  精打細算的人心目中
[00:14:44.520 --> 00:14:45.520]  很多餘
[00:14:45.520 --> 00:14:47.520]  因為他做的事情太不正常了
[00:14:47.520 --> 00:14:49.520]  弟兄姊妹我想問
[00:14:49.520 --> 00:14:51.520]  究竟為什麼我們說他不正常
[00:14:51.520 --> 00:14:54.520]  我想和大家說一個很嚴重的事實
[00:14:54.520 --> 00:14:56.520]  就是如果你要做基督徒的話
[00:14:56.520 --> 00:14:57.520]  在某一個意義來說
[00:14:57.520 --> 00:14:58.520]  你應該不是很正常
[00:14:58.520 --> 00:15:00.520]  你不要笑
[00:15:00.520 --> 00:15:04.520]  我們做基督徒是應該有些不正常
[00:15:04.520 --> 00:15:05.520]  如果不是
[00:15:05.520 --> 00:15:07.520]  我們就不是真的做基督徒
[00:15:07.520 --> 00:15:13.520]  基督徒他沒有那份工作
[00:15:13.520 --> 00:15:15.520]  他仍然可以心裏面有平安
[00:15:15.520 --> 00:15:17.520]  你說是不是不正常
[00:15:17.520 --> 00:15:19.520]  是不是
[00:15:19.520 --> 00:15:21.520]  有人不斷對付你
[00:15:21.520 --> 00:15:22.520]  有人不斷說你
[00:15:22.520 --> 00:15:23.520]  有人不斷陷害你
[00:15:23.520 --> 00:15:24.520]  你仍然可以饒恕他
[00:15:24.520 --> 00:15:25.520]  你是不是不正常
