
[00:00:00.000 --> 00:00:02.880]  各位朋友 各位弟兄姊妹 平安
[00:05:01.460 --> 00:05:04.640]  他說你還記得哪一年 你來感夫堂講道 我在那裡慶祝的
[00:05:04.640 --> 00:05:07.580]  每一次我聽見 我的心裡面是非常非常的開心
[00:05:07.580 --> 00:05:10.580]  非常的感恩 我覺得沒有什麼比這個更好
[00:05:10.580 --> 00:05:13.480]  我跟你說 我小的時候 我的夢想
[00:05:13.480 --> 00:05:16.500]  今天講的題目是一生何求 我以前的夢想是什麼
[00:05:16.500 --> 00:05:18.480]  求什麼 就是當一個土木工程師
[00:05:18.480 --> 00:05:21.480]  Civil engineer 這也是我的夢
[00:05:21.480 --> 00:05:24.740]  人為什麼要放下你的夢 當你有一個更大的夢
[00:05:24.740 --> 00:05:25.740]  當你有一個更大的夢
[00:05:25.740 --> 00:05:29.720]  你能放下這一個夢 我就是這樣子
[00:05:29.720 --> 00:05:32.720]  從1983年離開到現在
[00:05:32.720 --> 00:05:35.720]  已經34年了 哇 時間真的過得很快
[00:05:35.720 --> 00:05:38.480]  時間真的過得很快
[00:05:38.480 --> 00:05:42.620]  我記得每一年過年的時候
[00:05:42.620 --> 00:05:45.600]  以前在香港的時候
[00:05:45.600 --> 00:05:48.480]  我有一個姐姐 我有三個姐姐
[00:05:48.480 --> 00:05:51.420]  因為我這個人非常反叛的
[00:05:51.420 --> 00:05:52.820]  你不要我幹了 我特意要幹
[00:05:52.820 --> 00:05:56.220]  我三個姐姐 每一年過年都提醒我
[00:05:56.220 --> 00:05:59.240]  弟弟 告訴你 快要過年了 拜託
[00:05:59.240 --> 00:06:01.460]  有一個字 請你不要講
[00:06:01.460 --> 00:06:04.300]  千萬不要講 過年不要講
[00:06:04.300 --> 00:06:06.320]  我說不要講
[00:06:06.320 --> 00:06:07.880]  你為什麼講
[00:06:07.880 --> 00:06:11.160]  這個字不能講 我講了嘛 這死
[00:06:11.160 --> 00:06:14.400]  不要講
[00:06:14.400 --> 00:06:16.380]  不能講什麼字啊 是死嗎
[00:06:16.380 --> 00:06:17.880]  她說不要講 你講來幹嘛
[00:06:17.880 --> 00:06:21.400]  我就故意為難我的姐姐
[00:06:21.400 --> 00:06:22.400]  我說講又怎麼樣
[00:06:22.400 --> 00:06:25.980]  不講又怎麼樣 難道不講你不死嗎
[00:06:25.980 --> 00:06:29.260]  難道講你死得快一點嗎
[00:06:29.260 --> 00:06:32.060]  她們給我氣死了 你知道嗎 要你不講還講了那麼多次
[00:06:32.060 --> 00:06:35.460]  一直在講啊講啊講 你就給你氣死了
[00:06:35.460 --> 00:06:36.460]  我就是這樣子
[00:06:36.460 --> 00:06:40.320]  有時候人就是這樣子 人都不想談到死這個問題
[00:06:40.320 --> 00:06:43.400]  我記得以前我上網 看見有一個網站
[00:06:43.400 --> 00:06:45.300]  叫死亡時鐘
[00:06:45.300 --> 00:06:48.620]  clock of death 現在不知道還有沒有
[00:06:48.620 --> 00:06:51.480]  你把你出生的哪一天打進去
[00:06:51.480 --> 00:06:54.680]  身高 體重打進去
[00:06:54.680 --> 00:06:57.560]  有沒有抽菸 有沒有喝酒 有什麼習慣打進去
[00:06:57.560 --> 00:07:00.500]  打進去完以後 它會跟你算 算什麼呢
[00:07:00.500 --> 00:07:02.960]  一般來講 你應當什麼時候死
[00:07:02.960 --> 00:07:07.000]  我算出來 你們要知道嗎 你不知道我都告訴你
[00:07:07.000 --> 00:07:09.820]  2030年6月30號
[00:07:09.820 --> 00:07:11.240]  我應該死了
[00:07:12.560 --> 00:07:15.480]  我應該死了 只是他算出來的
[00:07:15.480 --> 00:07:18.300]  然後在這個網站裡面還有一個小小的時鐘
[00:07:18.300 --> 00:07:21.680]  秒鐘 一直在倒數
[00:07:21.680 --> 00:07:24.620]  就是說還有多少秒 多少秒你就會死了
[00:07:24.620 --> 00:07:27.480]  我看到一秒一秒的減少
[00:07:27.480 --> 00:07:30.480]  我說不能再看了 再看我可能還沒到2030年
[00:07:30.480 --> 00:07:31.480]  我就死了
[00:07:31.480 --> 00:07:35.240]  每一秒過去表示什麼 我接近死亡
[00:07:35.240 --> 00:07:37.760]  又接近一秒了
[00:07:37.760 --> 00:07:39.740]  太可怕了
[00:07:39.980 --> 00:07:42.720]  你知道小的時候很喜歡生日的
[00:07:42.720 --> 00:07:46.000]  生日的時候 哎呀 我又大一歲了
[00:07:46.000 --> 00:07:49.000]  我跟你說 我過了40歲以後
[00:07:49.000 --> 00:07:50.420]  我都對生日沒有太多的興趣
[00:07:50.420 --> 00:07:53.980]  常常太太說要跟你慶祝 慶祝什麼
[00:07:53.980 --> 00:07:56.240]  又小了一年有什麼好慶祝的
[00:07:56.240 --> 00:07:59.280]  對嗎 快死了有什麼好慶祝的
[00:07:59.280 --> 00:08:02.280]  你不要提好不好 拜託 對嗎
[00:08:02.280 --> 00:08:04.580]  常常提醒你快生日了 就說你快死了 就是這個意思
[00:08:04.580 --> 00:08:07.900]  你講來幹嗎 講來幹嗎
[00:08:07.900 --> 00:08:10.860]  而且這個我爸爸 我爸爸以前還沒慶祝
[00:08:10.860 --> 00:08:13.660]  後來慶祝了 2002年慶祝了
[00:08:13.660 --> 00:08:16.720]  我跟我爸爸講到耶穌講到福音 我說爸你要想到死的一天
[00:08:16.720 --> 00:08:19.500]  他說有什麼好想的 想想好不想都會死的
[00:08:19.500 --> 00:08:22.280]  想來幹嗎 他說死沒什麼可怕的
[00:08:22.280 --> 00:08:25.380]  人生每個人都要死的 有什麼可怕的
[00:08:25.380 --> 00:08:28.340]  談談什麼沒什麼好談的 我說爸不是談不談
[00:08:28.340 --> 00:08:29.580]  也不是怕不怕
[00:08:29.580 --> 00:08:33.560]  如果人要死的時候 難道不需要準備嗎
[00:08:33.560 --> 00:08:34.560]  他說死了再算
[00:08:35.360 --> 00:08:38.360]  我說死了還能算嗎 我說爸
[00:08:38.360 --> 00:08:41.420]  我跟你說考試要考試了 然後爸說你要讀書
[00:08:41.420 --> 00:08:44.480]  我說到時候再算 能這樣講嗎
[00:08:44.480 --> 00:08:47.400]  準備沒有問題 不是怕
[00:08:47.400 --> 00:08:50.580]  那是要準備 每一年我出門我都會看看天氣
[00:08:50.580 --> 00:08:53.980]  我現在要去的地方在北邊 我看看天氣冷還是不冷
[00:08:53.980 --> 00:08:55.540]  幹嗎 不是說怕
[00:08:55.540 --> 00:08:58.900]  如果翻風 戴一件外套
[00:08:58.900 --> 00:09:01.960]  如果下雨 戴把雨傘 對嗎
[00:09:01.960 --> 00:09:04.720]  那麼簡單 不是怕的問題
[00:09:04.720 --> 00:09:07.540]  那是人要準備一下沒有問題
[00:09:07.540 --> 00:09:10.540]  如果你要去旅行 這個地方
[00:09:10.540 --> 00:09:13.260]  有人說 如果在講這個地方
[00:09:13.260 --> 00:09:14.720]  快要發生地震了
[00:09:14.720 --> 00:09:17.400]  你說好啊 趁它還沒發生快點去
[00:09:17.400 --> 00:09:20.860]  我兒子是這樣子 在外面打雷
[00:09:20.860 --> 00:09:23.740]  他就跑到外面去 我說跑到外面去幹嗎
[00:09:23.740 --> 00:09:25.160]  我看他打雷會不會打中我
[00:09:25.160 --> 00:09:27.060]  我說有這樣的人嘛
[00:09:27.060 --> 00:09:30.720]  對嘛 你看見有問題你就避嘛
[00:09:30.720 --> 00:09:33.960]  不是怕不怕 只是應該 只是理所當然的事情
[00:09:33.960 --> 00:09:36.840]  所以你明白一件事 有時候我們人生面對
[00:09:36.840 --> 00:09:39.700]  死亡的時候 真的有時候要問一問
[00:09:39.700 --> 00:09:42.440]  我怎麼去準備 剛才讀到這個
[00:09:42.440 --> 00:09:45.460]  希伯來書第九章二十七節講什麼 按著定命
[00:09:45.460 --> 00:09:48.300]  怎麼樣 人人都有
[00:09:48.300 --> 00:09:49.300]  一死
[00:09:49.300 --> 00:09:52.680]  這句話很有意思 按著定命 人人都有
[00:09:52.680 --> 00:09:55.860]  一死 表示什麼 每個人只有一生
[00:09:55.860 --> 00:10:00.000]  對不對 一死代表只有一生
[00:10:00.000 --> 00:10:02.960]  沒有再來 只有一生
[00:10:03.280 --> 00:10:06.140]  你知道有一個電影叫什麼呢 叫
[00:10:06.140 --> 00:10:07.960]  童夢奇緣 你看過沒有
[00:10:07.960 --> 00:10:10.080]  童夢奇緣都沒看過
[00:10:10.080 --> 00:10:12.660]  你知道劉德華是誰啊
[00:10:12.660 --> 00:10:15.800]  你知道 對嘛 劉德華
[00:10:15.800 --> 00:10:18.860]  裡面講什麼 劉德華以前是個小孩子
[00:10:18.860 --> 00:10:22.660]  他討厭小孩子的生活 什麼都要聽爸媽的
[00:10:22.660 --> 00:10:25.260]  沒有主權 他就
[00:10:25.260 --> 00:10:28.760]  遇見一個科學家 科學家問他 你要長大嗎
[00:10:28.760 --> 00:10:31.680]  他說要 要 要 吃了一點東西要長大了
[00:10:31.680 --> 00:10:34.500]  吃了以後覺得 哎呀 成人人很多煩惱
[00:10:34.500 --> 00:10:37.840]  然後他回去找那個科學家 能不能把他變回
[00:10:37.840 --> 00:10:40.100]  以前的小孩子 他說對不起 不能了
[00:10:40.100 --> 00:10:43.500]  不能了 因為他講了兩句話
[00:10:43.500 --> 00:10:46.500]  我還記得很有意思的那兩句話 兩句話怎麼講
[00:10:46.500 --> 00:10:49.440]  人生可喜的是不用
[00:10:49.440 --> 00:10:50.920]  從頭再來
[00:10:50.920 --> 00:10:54.420]  人生可悲的是
[00:10:54.420 --> 00:10:55.740]  不能從頭再來
[00:10:55.740 --> 00:10:58.400]  這兩句話有意思嗎
[00:10:58.900 --> 00:11:01.880]  可喜的是不用從頭再來 可悲的是不能
[00:11:01.880 --> 00:11:04.880]  從頭再來 人只有一死
[00:11:04.880 --> 00:11:07.780]  只有一生 所以好好把握
[00:11:07.780 --> 00:11:10.740]  不單止只有一生 還有呢 時間
[00:11:10.740 --> 00:11:12.960]  過得快得不得了
[00:11:12.960 --> 00:11:16.080]  有時候我很怕去一些地方很久沒去
[00:11:16.080 --> 00:11:19.320]  哎呀 他說 哎呀 徐弟兄 很多年沒見了 算一算
[00:11:19.320 --> 00:11:21.280]  哇 20年沒見了
[00:11:21.280 --> 00:11:25.020]  越講越可怕 然後我說 哎呀 不要再算了
[00:11:25.020 --> 00:11:28.260]  你明白嗎 時間過得太快了
[00:11:28.260 --> 00:11:30.620]  剛才我在粵語堂也講了嘛
[00:11:30.620 --> 00:11:32.980]  我帶我女兒去買東西給她 她5塊錢
[00:11:32.980 --> 00:11:36.180]  我說女兒你去買點東西 爸媽要買的東西
[00:11:36.180 --> 00:11:39.660]  然後我買完了 我說好好好 我們走 妳買了什麼東西 沒買
[00:11:39.660 --> 00:11:42.860]  我說沒有買什麼東西啊 八杯不是給妳5塊錢嗎
[00:11:42.860 --> 00:11:45.680]  她說不 沒有買 為什麼 因為我只有5塊錢
[00:11:45.680 --> 00:11:49.920]  只有5塊錢 所以太寶貴了
[00:11:49.920 --> 00:11:53.360]  所以很小心去選一選 所以還沒選到
[00:11:53.360 --> 00:11:56.860]  因為只有5塊錢嘛 怎麼可以隨隨便便
[00:11:56.860 --> 00:11:59.400]  輕輕鬆鬆的 隨意把它用了
[00:11:59.400 --> 00:12:02.400]  你明白我的意思嗎 因為太有限了
[00:12:02.400 --> 00:12:05.280]  人生給你 有時候很長命 我有一次有個姐妹
[00:12:05.280 --> 00:12:06.640]  106歲
[00:12:06.640 --> 00:12:10.040]  算是長命了吧 我跟你說
[00:12:10.040 --> 00:12:11.500]  還是106歲
[00:12:11.500 --> 00:12:14.780]  你明白嗎 還是有限的 所以人生
[00:12:14.780 --> 00:12:18.020]  不能不問 到底人活著是為什麼
[00:12:18.020 --> 00:12:21.360]  很多人說人生三大問題 人從哪裡來
[00:12:21.360 --> 00:12:23.200]  人往哪裡去
[00:12:23.200 --> 00:12:26.380]  你要明白人從哪裡來 人往哪裡去
[00:12:26.380 --> 00:12:29.780]  才能知道今天人在的時候 應當怎麼活
[00:12:29.780 --> 00:12:33.020]  你不知道你哪裡來哪裡去 你怎麼活呢
[00:12:33.020 --> 00:12:34.620]  有一個故事講到愛因斯坦
[00:12:34.620 --> 00:12:37.940]  愛因斯坦在歐洲有一次 坐這個火車
[00:12:37.940 --> 00:12:41.640]  坐火車的時候呢 你知道坐火車要撿票源的
[00:12:41.640 --> 00:12:44.620]  他來撿票了 可是他找不到
[00:12:44.620 --> 00:12:46.840]  找來找去都找不到這個票
[00:12:46.840 --> 00:12:49.620]  哎呀 不好意思 再給我找一找 找一找
[00:12:49.620 --> 00:12:53.060]  他知道他是愛因斯坦 他說 哎呀 愛因斯坦先生 不用找了
[00:12:53.060 --> 00:12:56.440]  我上次肯定有的 我知道你是誰 不用找了
[00:12:56.440 --> 00:12:57.840]  撿票源寄出去查票
[00:12:57.840 --> 00:13:01.340]  查票查了 然後回來了 看見愛因斯坦還在找
[00:13:01.340 --> 00:13:04.100]  他說 我說 不撿你票你找什麼
[00:13:04.100 --> 00:13:07.120]  他說 我找這個票不是給你看 是給我自己看
[00:13:07.120 --> 00:13:09.560]  因為我想知道我買的票到什麼地方
[00:13:09.560 --> 00:13:12.700]  他忘了他要去什麼地方
[00:13:12.700 --> 00:13:16.360]  他都不知道人生就這樣子 每天在活
[00:13:16.360 --> 00:13:18.860]  每天忙忙碌碌的 匆匆忙忙的
[00:13:18.860 --> 00:13:22.280]  每天起來 每天睡覺 有時候沒有停下來
[00:13:22.280 --> 00:13:24.980]  問一問 到底人生是為什麼
[00:13:24.980 --> 00:13:28.000]  當他要停下來的時候 已經發現他老了已經
[00:13:28.000 --> 00:13:30.060]  他已經老了
[00:13:30.060 --> 00:13:32.400]  我記得有一次呢
[00:13:32.400 --> 00:13:35.040]  我太太給我看一篇文章
[00:13:35.040 --> 00:13:38.200]  看了以後我明白她什麼意思 她就告訴我我老了
[00:13:38.200 --> 00:13:41.300]  這篇文章講什麼 就是說 你怎麼知道你老了
[00:13:41.300 --> 00:13:44.640]  有弟兄們你太太給你看過這篇文章嗎
[00:13:44.640 --> 00:13:47.600]  弟兄千萬不要給你太太看
[00:13:47.600 --> 00:13:50.920]  你怎麼知道你老了 裡面有很多很多
[00:13:50.920 --> 00:13:53.780]  第一個是什麼 其中有幾個 他說第一個比方說
[00:13:53.780 --> 00:13:56.480]  你坐在那個搖搖椅 搖不動
[00:13:56.480 --> 00:13:59.840]  你老了 你出去吃個牛扒
[00:13:59.840 --> 00:14:02.840]  一口咬下去 牛扒沒動
[00:14:02.840 --> 00:14:03.840]  你的牙留在哪裡
[00:14:03.840 --> 00:14:07.820]  你老了 然後家裡呢
[00:14:07.820 --> 00:14:10.780]  沒有開燈 點了蠟燭 不是為了那個
[00:14:10.780 --> 00:14:12.960]  romantic 是為了閃電
[00:14:12.960 --> 00:14:15.020]  你老了
[00:14:15.020 --> 00:14:18.260]  還有一個呢 我覺得姐一個最有意思 她說
[00:14:18.260 --> 00:14:20.820]  當你發覺到你爬到人生的高峰
[00:14:21.280 --> 00:14:23.180]  然後你發覺你爬錯了
[00:14:23.180 --> 00:14:25.820]  她說你老了 你老了
[00:14:25.820 --> 00:14:28.280]  哇 我覺得這句話很悲 你明白嗎
[00:14:28.280 --> 00:14:31.260]  人一生忙忙碌碌了 爭取很多的事情
[00:14:31.260 --> 00:14:34.260]  拿了很多事情 最後發覺到這不是我要的
[00:14:34.260 --> 00:14:37.200]  可是能回頭嗎 剛才同蒙齊焉了 就要怎麼講呢
[00:14:37.200 --> 00:14:40.180]  人生可悲的是不能從頭再來
[00:14:40.180 --> 00:14:43.180]  所以弟兄姊妹哥 所以各位朋友 人一定要知道
[00:14:43.180 --> 00:14:46.300]  人生到底是為什麼 人生到底要求什麼
[00:14:46.300 --> 00:14:48.860]  到底求什麼呢
[00:14:49.640 --> 00:14:52.400]  人生 你想想看 今天人最多求什麼
[00:14:52.400 --> 00:14:53.800]  想想看
[00:14:53.800 --> 00:14:55.440]  求什麼
[00:14:55.440 --> 00:14:58.920]  看什麼 向什麼看呢
[00:14:58.920 --> 00:15:00.440]  向錢看
[00:15:00.440 --> 00:15:03.940]  對嗎 很多人都喜歡有錢才是好的
[00:15:03.940 --> 00:15:07.120]  人都拼命的要錢財
[00:15:07.120 --> 00:15:10.140]  有了錢財才有安全
[00:15:10.140 --> 00:15:13.320]  有了錢財才有希望 才有未來
[00:15:13.320 --> 00:15:16.360]  我記得在加拿大有一個電視的節目
[00:15:16.360 --> 00:15:19.600]  叫誰要嫁給一個百萬富翁
[00:15:19.600 --> 00:15:22.640]  富翁 你看過沒有
[00:15:22.640 --> 00:15:23.640]  誰要嫁給一個百萬的富翁
[00:15:23.640 --> 00:15:27.160]  誰要嫁給一個百萬的富翁
[00:15:27.160 --> 00:15:30.140]  我記得我只看過一次 那是最後的一個
[00:15:30.140 --> 00:15:33.100]  最後的一次 就是那個富翁要決定
[00:15:33.100 --> 00:15:36.500]  哪一個女子 然後也要問那個女子肯不肯
[00:15:36.500 --> 00:15:39.500]  他最後有五個姓下來了
[00:15:39.500 --> 00:15:42.340]  那這些五個沒看過這個人的
[00:15:42.340 --> 00:15:45.200]  他幾歲都不知道 只知道
[00:15:45.200 --> 00:15:48.180]  他最少有一百萬 那是很多年前的一個節目
[00:15:48.180 --> 00:15:50.860]  那現在一百萬算不得什麼
[00:15:50.860 --> 00:15:53.860]  那我最少現在也千萬富翁了
[00:15:53.860 --> 00:15:56.840]  我記得我在看的時候 終於他選了一個女的
[00:15:56.840 --> 00:15:59.840]  然後節目主持人就問了 請問他現在選了你
[00:15:59.840 --> 00:16:02.840]  你有權放棄 留給其他四個人
[00:16:02.840 --> 00:16:05.840]  你也可以選擇要 就問這個女子
[00:16:05.840 --> 00:16:08.840]  那個女子說 我願意 我願意嫁給他
[00:16:08.840 --> 00:16:11.960]  他一這樣講呢 我就跟我太太講了
[00:16:11.960 --> 00:16:14.760]  嫁什麼 見都沒見過他
[00:16:15.240 --> 00:16:18.100]  你不是嫁給他 你嫁給他的錢財
[00:16:18.100 --> 00:16:20.640]  有錢一定開心的嗎
[00:16:20.640 --> 00:16:23.240]  我就跟我太太講了 因為當時我沒錢嘛
[00:16:23.240 --> 00:16:26.400]  我跟我太太講啊 有錢一定開心的嗎
[00:16:26.400 --> 00:16:29.340]  我太太怎麼講啊 她說有錢不一定開心
[00:16:29.340 --> 00:16:31.340]  可是沒錢肯定不開心
[00:16:31.340 --> 00:16:35.600]  講的對不對 也有他的道理啊
[00:16:35.600 --> 00:16:38.760]  我沒有反對錢財 我覺得這個不是
[00:16:38.760 --> 00:16:41.720]  錢財沒有沒有錯 沒有好壞的
[00:16:41.720 --> 00:16:44.600]  你怎麼用來決定好壞的
[00:16:44.600 --> 00:16:47.620]  有時候求錢財 求錢財 可是你明白
[00:16:47.620 --> 00:16:50.640]  在求的過程當中有三件事情你要記住 第一
[00:16:50.640 --> 00:16:53.940]  當你擁有的時候 你需要付出才可以
[00:16:53.940 --> 00:16:58.400]  很多時候你要付出 有人說 欸 富二代不需要
[00:16:58.400 --> 00:17:02.200]  我跟你說哈 花錢啊 也需要花時間
[00:17:02.200 --> 00:17:03.880]  對嗎
[00:17:03.880 --> 00:17:07.160]  你享受錢財 你擁有錢財
[00:17:07.160 --> 00:17:10.200]  你要把你的生命放進去 對不對
[00:17:10.200 --> 00:17:13.400]  時間就是生命 有時候呢
[00:17:13.400 --> 00:17:16.400]  對不起哈姐妹們 有時候我常常勸姐妹們
[00:17:16.400 --> 00:17:17.400]  衣服不用那麼多
[00:17:17.400 --> 00:17:21.800]  有人說我們家裡的衣服呢 就要百分之二十能勸的
[00:17:21.800 --> 00:17:24.960]  還要百分之八十放在那裡幹嘛 給我看
[00:17:24.960 --> 00:17:28.060]  還有一個盼望 有一天我能勸
[00:17:28.060 --> 00:17:31.800]  就是這樣子 當你衣服太多 每天起來
[00:17:31.800 --> 00:17:34.980]  都會看一看我的衣服 一看就用了一些時間
[00:17:34.980 --> 00:17:37.900]  時間就是生命 對不起
[00:17:37.900 --> 00:17:40.740]  姐妹不要罵我哈 所以我不是姐妹 我只是
