
[00:00:00.000 --> 00:00:02.000]  在這時我們要預備我們的心
[00:02:50.000 --> 00:02:55.000]  已經有超過九十這樣的槍擊事件
[00:02:55.000 --> 00:02:57.000]  又另外What about 水災
[00:02:57.000 --> 00:02:59.000]  風災
[00:02:59.000 --> 00:03:01.000]  火災
[00:03:01.000 --> 00:03:04.000]  在今年美國從一月到四月
[00:03:04.000 --> 00:03:08.000]  有很多的州都遭受到自然的災害
[00:03:08.000 --> 00:03:11.000]  包括由一月至到一月底
[00:03:11.000 --> 00:03:14.000]  在美國加州我們南部
[00:03:14.000 --> 00:03:17.000]  洛杉磯和聖地牙哥
[00:03:17.000 --> 00:03:23.000]  發生了十四個那種很大的破壞性的山火
[00:03:23.000 --> 00:03:26.000]  然而中國中西和東南部
[00:03:26.000 --> 00:03:30.000]  在二月至四月都有致命的暴風
[00:03:30.000 --> 00:03:35.000]  也帶來有洪水和龍捲風的襲擊
[00:03:35.000 --> 00:03:37.000]  造成很多人死亡
[00:03:37.000 --> 00:03:43.000]  造成很高達到九百億美元經濟的損失
[00:03:43.000 --> 00:03:47.000]  而這個統計並沒有包括在一個星期前
[00:03:47.000 --> 00:03:50.000]  一個星期前在中西部龍捲風
[00:03:50.000 --> 00:03:54.000]  造成有至少二十八人死亡
[00:03:54.000 --> 00:03:58.000]  又另外地震
[00:03:58.000 --> 00:04:01.000]  在兩個月前大家都知道
[00:04:01.000 --> 00:04:03.000]  緬甸7.7地震
[00:04:03.000 --> 00:04:06.000]  這個對緬甸造成大的損害
[00:04:06.000 --> 00:04:11.000]  地震已經造成有超過三千五百人死亡
[00:04:11.000 --> 00:04:13.000]  然後多人受傷
[00:04:13.000 --> 00:04:17.000]  當我在電視或者是在媒體上
[00:04:17.000 --> 00:04:22.000]  看到很多的苦難災害的照片相片的時候
[00:04:22.000 --> 00:04:27.000]  看到很多的做人父母或者他們親戚朋友
[00:04:27.000 --> 00:04:31.000]  甚至和那些受害者無關的人
[00:04:31.000 --> 00:04:34.000]  他們那種哭泣的面孔
[00:04:34.000 --> 00:04:37.000]  是令到我十分的難過
[00:04:37.000 --> 00:04:39.000]  很多人在問
[00:04:39.000 --> 00:04:45.000]  說那些遭遇這些受難的受害者
[00:04:45.000 --> 00:04:50.000]  他們是否沒有經歷到
[00:04:50.000 --> 00:04:55.000]  比那些沒有經歷到同樣災難的人更有罪呢
[00:04:55.000 --> 00:04:57.000]  讓我再重複一下
[00:04:57.000 --> 00:05:00.000]  那些受難的人 受害的人
[00:05:00.000 --> 00:05:04.000]  他們是否比那些沒有經歷到這些苦難的人
[00:05:04.000 --> 00:05:06.000]  更有罪呢
[00:05:06.000 --> 00:05:11.000]  除了以上之外 苦難也包括暴力
[00:05:11.000 --> 00:05:14.000]  也包括恐怖分子 暴行等等
[00:05:14.000 --> 00:05:17.000]  與此同時 家庭和個人的苦難
[00:05:17.000 --> 00:05:21.000]  更令到不少人 不少人那種憂心忡忡
[00:05:21.000 --> 00:05:25.000]  那種悲歎歎息 悲傷歎息
[00:05:25.000 --> 00:05:31.000]  無論是挫折 失敗 失業 關係破裂
[00:05:31.000 --> 00:05:37.000]  又或者當我們親愛的人 因為有苦難的緣故
[00:05:37.000 --> 00:05:41.000]  無論是天災 或者是人禍 或者疾病等等
[00:05:41.000 --> 00:05:43.000]  離開了我們
[00:05:43.000 --> 00:05:47.000]  特別在我們沒有預料 沒有跡象
[00:05:47.000 --> 00:05:50.000]  沒有心理準備的情況之下去世
[00:05:50.000 --> 00:05:52.000]  離開了我們的時候
[00:05:52.000 --> 00:05:55.000]  我們的內心會非常難過
[00:05:55.000 --> 00:05:58.000]  我們非常痛苦
[00:05:58.000 --> 00:06:01.000]  當我在洛杉磯木匯的時候
[00:06:01.000 --> 00:06:03.000]  在San Gabriel Valley
[00:06:03.000 --> 00:06:05.000]  一個城市 Arcadia
[00:06:05.000 --> 00:06:08.000]  就發生了這樣的情形
[00:06:08.000 --> 00:06:11.000]  有一對我認識的華裔夫婦
[00:06:11.000 --> 00:06:14.000]  他們的車有一晚開車的時候
[00:06:14.000 --> 00:06:16.000]  被另一輛迎面而來的
[00:06:16.000 --> 00:06:21.000]  喝醉酒的司機撞倒
[00:06:21.000 --> 00:06:24.000]  結果丈夫當場死亡
[00:06:24.000 --> 00:06:27.000]  妻子也受了重傷
[00:06:27.000 --> 00:06:29.000]  這對夫婦很年輕
[00:06:29.000 --> 00:06:31.000]  大約四十歲左右
[00:06:31.000 --> 00:06:33.000]  而他們的孩子也是年幼的
[00:06:33.000 --> 00:06:34.000]  有兩個
[00:06:34.000 --> 00:06:37.000]  而且他們是非常好的基督徒
[00:06:37.000 --> 00:06:40.000]  他們一直是教會中心的事主
[00:06:40.000 --> 00:06:45.000]  特別在兒童和青少年的事工上
[00:06:45.000 --> 00:06:48.000]  為了那次車禍
[00:06:48.000 --> 00:06:52.000]  很多人 包括基督徒都在問
[00:06:52.000 --> 00:06:54.000]  為什麼 為什麼
[00:06:54.000 --> 00:06:59.000]  這種苦難發生在愛主的人身上
[00:06:59.000 --> 00:07:04.000]  或者是愛主的家庭裡面呢
[00:07:04.000 --> 00:07:06.000]  我們面對以上
[00:07:06.000 --> 00:07:09.000]  或者世上不同的苦難
[00:07:09.000 --> 00:07:16.000]  人會往往感受到自己那種無力 無助
[00:07:16.000 --> 00:07:19.000]  一直之間就可以剝奪了
[00:07:19.000 --> 00:07:21.000]  我們所擁有的一切
[00:07:21.000 --> 00:07:23.000]  失去財產 失去家園
[00:07:23.000 --> 00:07:25.000]  失去朋友或者親人
[00:07:25.000 --> 00:07:28.000]  失去個人的健康等等
[00:07:28.000 --> 00:07:31.000]  面對或者看到這些苦難的時候
[00:07:31.000 --> 00:07:36.000]  你會採取什麼樣的態度呢
[00:07:36.000 --> 00:07:38.000]  有基督徒說
[00:07:38.000 --> 00:07:42.000]  苦難帶給我們屬靈有醒覺
[00:07:42.000 --> 00:07:47.000]  但是在這些悲劇苦難裡面
[00:07:47.000 --> 00:07:51.000]  我們基督徒可以學到什麼功課呢
[00:07:51.000 --> 00:07:56.000]  已經有一位這麼慈愛 愛惜我們的天父
[00:07:56.000 --> 00:07:58.000]  為什麼在人世間裡面
[00:07:58.000 --> 00:08:02.000]  仍然充滿著這些苦難呢
[00:08:02.000 --> 00:08:04.000]  我們又應該怎麼去看
[00:08:04.000 --> 00:08:06.000]  我們人間的苦難
[00:08:06.000 --> 00:08:08.000]  怎麼去幫助
[00:08:08.000 --> 00:08:11.000]  正是在經歷苦難的人呢
[00:08:11.000 --> 00:08:13.000]  我們又以什麼樣的態度
[00:08:13.000 --> 00:08:17.000]  來面對苦難呢
[00:08:17.000 --> 00:08:22.000]  讓我們在聖經神的話語中來尋找答案
[00:08:22.000 --> 00:08:25.000]  盼望今早的信息
[00:08:25.000 --> 00:08:27.000]  透過上帝的話語
[00:08:27.000 --> 00:08:30.000]  使我們從苦難中能夠得到有醒覺
[00:08:30.000 --> 00:08:32.000]  我們得著有安慰
[00:08:32.000 --> 00:08:35.000]  今早我要跟大家分享的苦難
[00:08:35.000 --> 00:08:38.000]  可以供給世人 供給我們
[00:08:38.000 --> 00:08:41.000]  有三方面的醒覺
[00:08:41.000 --> 00:08:47.000]  就是對自己 對別人 以及對上帝
[00:08:47.000 --> 00:08:49.000]  我們看第一方面
[00:08:49.000 --> 00:08:53.000]  對己 對自己 人要謙卑
[00:08:53.000 --> 00:08:57.000]  苦難喚醒世上每一個人對我們自己
[00:08:57.000 --> 00:08:59.000]  我們需要謙卑
[00:08:59.000 --> 00:09:03.000]  知道人 知道我們自己那種渺小
[00:09:03.000 --> 00:09:05.000]  我們的能力確實是有限
[00:09:05.000 --> 00:09:10.000]  當我們遇上病毒 天災 暴力 爭戰
[00:09:10.000 --> 00:09:14.000]  家庭 個人等等的苦難的時候
[00:09:14.000 --> 00:09:17.000]  會讓人感到授足無措
[00:09:17.000 --> 00:09:20.000]  感到無奈 無助 絕望
[00:09:20.000 --> 00:09:22.000]  我們會感到痛苦
[00:09:22.000 --> 00:09:25.000]  發現人原來就是如此渺小
[00:09:25.000 --> 00:09:28.000]  我們的能力其實就是如此有限
[00:09:28.000 --> 00:09:33.000]  原來我們在我們的造物主
[00:09:33.000 --> 00:09:35.000]  我們的神主的面前
[00:09:35.000 --> 00:09:37.000]  確實是何等的渺小
[00:09:37.000 --> 00:09:40.000]  我們的能力確實是何等的有限
[00:09:40.000 --> 00:09:43.000]  我們需要來到我們上帝的面前
[00:09:43.000 --> 00:09:47.000]  我們要謙卑 做一個謙卑的人
[00:09:47.000 --> 00:09:52.000]  神的話語 聖經裡面多處都提及到謙卑
[00:09:52.000 --> 00:09:54.000]  人要謙卑
[00:09:54.000 --> 00:09:58.000]  才能夠取得神的喜悅
[00:09:58.000 --> 00:10:02.000]  我選擇以下六節 或者六段的經文
[00:10:02.000 --> 00:10:05.000]  我們一起互相的共勉
[00:10:05.000 --> 00:10:09.000]  聖經這裡確實很多處都會提及到
[00:10:09.000 --> 00:10:11.000]  每一個人都要在神的面前
[00:10:11.000 --> 00:10:14.000]  以及人的面前都必須要謙卑
[00:10:14.000 --> 00:10:17.000]  首先我們看詩篇第十篇
[00:10:17.000 --> 00:10:20.000]  十七節我們不如一起讀出 請
[00:10:35.000 --> 00:10:39.000]  引領謙卑人 將他的道教訓他們
[00:10:39.000 --> 00:10:42.000]  然後詩篇三十七篇十一節 請
[00:10:42.000 --> 00:10:45.000]  但謙卑人必承受地土
[00:10:45.000 --> 00:10:48.000]  以豐盛的平安為樂
[00:10:48.000 --> 00:10:51.000]  然後針言第二十二章第四節
[00:10:51.000 --> 00:10:54.000]  敬畏耶和華心存謙卑
[00:10:54.000 --> 00:10:58.000]  就得富有 尊榮 生命為賞賜
[00:10:58.000 --> 00:11:02.000]  然後眉家書 第六章第八節 請
[00:11:02.000 --> 00:11:06.000]  耶和華已指示你何為善
[00:11:06.000 --> 00:11:08.000]  他向你所要的是什麼呢
[00:11:08.000 --> 00:11:11.000]  只要你行公義好憐憫
[00:11:11.000 --> 00:11:14.000]  全謙卑的心與你的神同行
[00:11:14.000 --> 00:11:17.000]  最後瓦國書第四章第六節 請
[00:11:17.000 --> 00:11:20.000]  但他賜更多的恩典
[00:11:20.000 --> 00:11:24.000]  所以經上說 神阻擋驕傲的人
[00:11:24.000 --> 00:11:27.000]  賜恩給謙卑的人
[00:11:27.000 --> 00:11:30.000]  瓦國書這節經文其實裡面說到
[00:11:30.000 --> 00:11:35.000]  神阻擋驕傲的人賜恩給謙卑的人
[00:11:35.000 --> 00:11:38.000]  指出人要得著神的幫助
[00:11:38.000 --> 00:11:41.000]  我們必須要謙卑下來
[00:11:41.000 --> 00:11:44.000]  認識我們自己那種軟弱無助
[00:11:44.000 --> 00:11:49.000]  因為神只會幫助那些真正謙卑
[00:11:49.000 --> 00:11:52.000]  真正需要幫助的人
[00:11:52.000 --> 00:11:54.000]  凡是自己認為自己剛強
[00:11:54.000 --> 00:11:56.000]  而且驕傲的人
[00:11:56.000 --> 00:12:00.000]  就不能得到上帝神的恩典
[00:12:00.000 --> 00:12:03.000]  所以謙卑是認清
[00:12:03.000 --> 00:12:06.000]  我們自己的一無所有
[00:12:06.000 --> 00:12:09.000]  全部都是從神而來的
[00:12:09.000 --> 00:12:11.000]  全是恩典
[00:12:11.000 --> 00:12:14.000]  謙卑是真正認識到
[00:12:14.000 --> 00:12:16.000]  我們在我們做物主之前
[00:12:16.000 --> 00:12:18.000]  在我們上帝的眼中
[00:12:18.000 --> 00:12:21.000]  真的毫無可跨
[00:12:21.000 --> 00:12:25.000]  才能得到這個真正的謙卑
[00:12:25.000 --> 00:12:28.000]  真正的謙卑在神的面前
[00:12:28.000 --> 00:12:30.000]  有一個故事
[00:12:30.000 --> 00:12:33.000]  是關於有一個年輕的婦女
[00:12:33.000 --> 00:12:36.000]  她在臨終之前
[00:12:36.000 --> 00:12:39.000]  她堅決不肯認罪的情景
[00:12:39.000 --> 00:12:42.000]  當然她不是基督徒
[00:12:42.000 --> 00:12:45.000]  但是她認為她自己的一生
[00:12:45.000 --> 00:12:47.000]  從來沒有做過壞事
[00:12:47.000 --> 00:12:49.000]  而且無論在她自己
[00:12:49.000 --> 00:12:52.000]  她認為自己的道德品格
[00:12:52.000 --> 00:12:54.000]  或者是為人處事
[00:12:54.000 --> 00:12:57.000]  都是無可指責
[00:12:57.000 --> 00:12:59.000]  所以她認為她不需要
[00:12:59.000 --> 00:13:03.000]  基督徒所謂的重生
[00:13:03.000 --> 00:13:05.000]  然而她知道自己
[00:13:05.000 --> 00:13:08.000]  已經快要離開這個世界
[00:13:08.000 --> 00:13:10.000]  垂死這個階段的時候
[00:13:10.000 --> 00:13:11.000]  她也希望能夠
[00:13:11.000 --> 00:13:14.000]  跟一位牧者牧師來交談
[00:13:14.000 --> 00:13:16.000]  牧師知道之後
[00:13:16.000 --> 00:13:18.000]  就去探訪她
[00:13:18.000 --> 00:13:21.000]  然後向這位婦女來講解
[00:13:21.000 --> 00:13:24.000]  她的因順情義得救的道理
[00:13:24.000 --> 00:13:26.000]  特別是強調
[00:13:26.000 --> 00:13:29.000]  基督為世人贖罪
[00:13:29.000 --> 00:13:32.000]  被釘十字架上的真理
[00:13:32.000 --> 00:13:34.000]  與此同時
[00:13:34.000 --> 00:13:37.000]  她敦促鼓勵這位婦女
[00:13:37.000 --> 00:13:40.000]  要接受基督的救恩
[00:13:40.000 --> 00:13:43.000]  這位年輕的婦女
[00:13:43.000 --> 00:13:45.000]  就問牧師聽完之後
[00:13:45.000 --> 00:13:47.000]  她說你意思就是說
[00:13:47.000 --> 00:13:50.000]  如果我要得救的話
[00:13:50.000 --> 00:13:54.000]  我就必須像其他人一樣
[00:13:54.000 --> 00:13:56.000]  甚至那些惡人
[00:13:56.000 --> 00:13:58.000]  甚至那些壞人一樣
[00:13:58.000 --> 00:14:00.000]  以同樣的步驟處理
[00:14:00.000 --> 00:14:02.000]  要認罪悔改
[00:14:02.000 --> 00:14:05.000]  才能夠得救嗎
[00:14:05.000 --> 00:14:06.000]  牧師回答
[00:14:06.000 --> 00:14:07.000]  是沒錯
[00:14:07.000 --> 00:14:10.000]  只有這條路
[00:14:10.000 --> 00:14:12.000]  這位年輕的婦女
[00:14:12.000 --> 00:14:14.000]  想了一會之後
[00:14:14.000 --> 00:14:15.000]  就對牧師說
[00:14:15.000 --> 00:14:18.000]  如果事情真的要這樣的話
[00:14:18.000 --> 00:14:20.000]  我就只要放棄
[00:14:20.000 --> 00:14:22.000]  只能放棄
[00:14:22.000 --> 00:14:25.000]  這位自視甚高的婦女
[00:14:25.000 --> 00:14:27.000]  她就這樣失去了
[00:14:27.000 --> 00:14:30.000]  重生得救的最後機會
[00:14:30.000 --> 00:14:32.000]  走向永遠的痛苦
[00:14:32.000 --> 00:14:35.000]  面臨上帝的審判
[00:14:35.000 --> 00:14:36.000]  她沒有認識到
[00:14:36.000 --> 00:14:37.000]  她不知道
[00:14:37.000 --> 00:14:38.000]  沒有認識到
[00:14:38.000 --> 00:14:42.000]  即使是世上最好的人
[00:14:42.000 --> 00:14:46.000]  在這位絕對聖潔公義
[00:14:46.000 --> 00:14:48.000]  完全的神的面前
[00:14:48.000 --> 00:14:50.000]  是站立不住的
[00:14:50.000 --> 00:14:53.000]  除非她和眾人一樣
[00:14:53.000 --> 00:14:56.000]  在神面前謙卑認罪
[00:14:56.000 --> 00:14:58.000]  認識到我們自己
[00:14:58.000 --> 00:15:00.000]  無法來救我們自己
[00:15:00.000 --> 00:15:02.000]  唯有以信心
[00:15:02.000 --> 00:15:05.000]  來接受神賜給我們的恩典
[00:15:05.000 --> 00:15:08.000]  方能真正得著救恩
[00:15:08.000 --> 00:15:10.000]  得著永生
[00:15:10.000 --> 00:15:13.000]  人往往在黑暗中
[00:15:13.000 --> 00:15:15.000]  在苦難中
[00:15:15.000 --> 00:15:17.000]  在絕望中
[00:15:17.000 --> 00:15:19.000]  我們才會謙卑下來
[00:15:19.000 --> 00:15:21.000]  才會見到我們的神
[00:15:21.000 --> 00:15:23.000]  我們的主
[00:15:23.000 --> 00:15:24.000]  很可惜
[00:15:24.000 --> 00:15:26.000]  剛才所提及到這位婦女
[00:15:26.000 --> 00:15:28.000]  年輕的婦女
[00:15:28.000 --> 00:15:30.000]  面對死亡的時候
[00:15:30.000 --> 00:15:32.000]  在這個困難
[00:15:32.000 --> 00:15:33.000]  困苦中的時候
[00:15:33.000 --> 00:15:36.000]  都不願意接受救恩
[00:15:36.000 --> 00:15:37.000]  因為
[00:15:37.000 --> 00:15:41.000]  她自己個人那種驕傲自滿
[00:15:41.000 --> 00:15:43.000]  親愛的弟兄姊妹朋友
[00:15:43.000 --> 00:15:45.000]  我們現時
[00:15:45.000 --> 00:15:47.000]  現在的平安
[00:15:47.000 --> 00:15:50.000]  不是理所當然的
[00:15:50.000 --> 00:15:51.000]  因為我們每一個人
[00:15:51.000 --> 00:15:53.000]  在我們上帝的面前
[00:15:53.000 --> 00:15:54.000]  在祂的大能
[00:15:54.000 --> 00:15:56.000]  在祂的主權下
[00:15:56.000 --> 00:15:59.000]  我們必須謙卑我們自己
[00:15:59.000 --> 00:16:04.000]  我們要做一個謙卑的人
[00:16:04.000 --> 00:16:06.000]  苦難帶給人
[00:16:06.000 --> 00:16:08.000]  第二方面的醒覺就是
[00:16:08.000 --> 00:16:10.000]  對人 對人
[00:16:10.000 --> 00:16:12.000]  我們不定人的罪
[00:16:12.000 --> 00:16:14.000]  不定人的罪
[00:16:14.000 --> 00:16:16.000]  我們不能定人的罪
[00:16:16.000 --> 00:16:20.000]  以為苦難一定是神
[00:16:20.000 --> 00:16:22.000]  處罰他 懲罰他
[00:16:22.000 --> 00:16:23.000]  No
[00:16:23.000 --> 00:16:25.000]  讓我們看看路加福音
[00:16:25.000 --> 00:16:26.000]  第十三章
[00:16:26.000 --> 00:16:28.000]  第一節到第三節
[00:16:28.000 --> 00:16:30.000]  還有這個第四節
[00:16:30.000 --> 00:16:32.000]  到第五節的上半節
[00:16:32.000 --> 00:16:35.000]  在第一節到第三節的上半節
[00:16:35.000 --> 00:16:36.000]  我們一起讀吧
[00:16:36.000 --> 00:16:37.000]  請
[00:16:37.000 --> 00:16:38.000]  正當那時
[00:16:38.000 --> 00:16:42.000]  有人將比拉多市加利利人的血
[00:16:42.000 --> 00:16:44.000]  參雜在他們祭物中的事
[00:16:44.000 --> 00:16:46.000]  告訴耶穌
[00:16:46.000 --> 00:16:47.000]  耶穌說
[00:16:47.000 --> 00:16:49.000]  你們以為這些加利利人
[00:16:49.000 --> 00:16:52.000]  比眾加利利人更有罪
[00:16:52.000 --> 00:16:54.000]  所以受這害嗎
[00:16:54.000 --> 00:16:55.000]  我告誓你們
[00:16:55.000 --> 00:16:56.000]  不時的
[00:16:56.000 --> 00:16:59.000]  然後第四節到第五節的上半節
[00:16:59.000 --> 00:17:00.000]  請
[00:17:00.000 --> 00:17:02.000]  從前西羅阿樓倒塌了
[00:17:02.000 --> 00:17:04.000]  壓死十八個人
[00:17:04.000 --> 00:17:06.000]  你們以為那些人
[00:17:06.000 --> 00:17:08.000]  比一切住在耶路撒冷的人
[00:17:08.000 --> 00:17:10.000]  更有罪嗎
[00:17:10.000 --> 00:17:11.000]  我告訴你們
[00:17:11.000 --> 00:17:14.000]  不時的
[00:17:14.000 --> 00:17:16.000]  在耶穌的時代
[00:17:16.000 --> 00:17:19.000]  有四個主流的派別
[00:17:19.000 --> 00:17:21.000]  分別是撒都哥人
[00:17:21.000 --> 00:17:23.000]  愛色尼人
[00:17:23.000 --> 00:17:25.000]  這個憤裔黨
[00:17:25.000 --> 00:17:28.000]  和法利塞人
[00:17:28.000 --> 00:17:30.000]  今天早上
[00:17:30.000 --> 00:17:32.000]  我們將我們的焦點
[00:17:32.000 --> 00:17:34.000]  放在法利塞人
[00:17:34.000 --> 00:17:37.000]  和這個憤裔黨人
[00:17:37.000 --> 00:17:40.000]  法利塞人這個名字
[00:17:40.000 --> 00:17:43.000]  是希伯萊文的字根
[00:17:43.000 --> 00:17:46.000]  是分別的意思
[00:17:46.000 --> 00:17:48.000]  是猶太教宗
[00:17:48.000 --> 00:17:50.000]  他們是非常嚴謹的教派
[00:17:50.000 --> 00:17:52.000]  他們相信上帝
[00:17:52.000 --> 00:17:55.000]  勸人要遵守律法
[00:17:55.000 --> 00:17:57.000]  但是他們默守成規
[00:17:57.000 --> 00:17:59.000]  他們驅離傳統
[00:17:59.000 --> 00:18:02.000]  認為古人對律法的解釋
[00:18:02.000 --> 00:18:04.000]  和上帝的律法
[00:18:04.000 --> 00:18:07.000]  都有同等的權威
[00:18:07.000 --> 00:18:09.000]  他們認為自己
[00:18:09.000 --> 00:18:12.000]  是可以能夠行義
[00:18:12.000 --> 00:18:13.000]  主耶穌記得
[00:18:13.000 --> 00:18:15.000]  祂曾經是很嚴厲的指責
[00:18:15.000 --> 00:18:17.000]  這些法利塞人
[00:18:17.000 --> 00:18:19.000]  稱他們為什麼呢
[00:18:19.000 --> 00:18:22.000]  稱他們為一群的表面敬虔
[00:18:22.000 --> 00:18:23.000]  但是實質
[00:18:23.000 --> 00:18:27.000]  他們是假冒為善的人
[00:18:27.000 --> 00:18:29.000]  另外憤裔黨
[00:18:29.000 --> 00:18:32.000]  又名「激進黨」
[00:18:32.000 --> 00:18:34.000]  認為他們所等候的
[00:18:34.000 --> 00:18:36.000]  那些彌賽亞
[00:18:36.000 --> 00:18:38.000]  他們的王權
[00:18:38.000 --> 00:18:40.000]  是那種政治性的
[00:18:40.000 --> 00:18:43.000]  當他們認為彌賽亞來的時候
[00:18:43.000 --> 00:18:45.000]  就好像以前摩西
[00:18:45.000 --> 00:18:47.000]  帶領以色列人
[00:18:47.000 --> 00:18:49.000]  離開埃及的時候一樣
[00:18:49.000 --> 00:18:51.000]  然後就會發動革命
[00:18:51.000 --> 00:18:53.000]  然後推翻政府
[00:18:53.000 --> 00:18:56.000]  然後建立新的政權
[00:18:56.000 --> 00:18:59.000]  還有新的猶太人的王國
[00:18:59.000 --> 00:19:01.000]  要得到政治上
[00:19:01.000 --> 00:19:04.000]  那種獨立自主
[00:19:04.000 --> 00:19:06.000]  在今天早上
[00:19:06.000 --> 00:19:07.000]  我們所探討
[00:19:07.000 --> 00:19:11.000]  《路加福音》第十三章裡面的經文
[00:19:11.000 --> 00:19:14.000]  有一個特殊的背景
[00:19:14.000 --> 00:19:17.000]  就是當時有人走來說給耶穌聽
[00:19:17.000 --> 00:19:20.000]  有一件關於發生的
[00:19:20.000 --> 00:19:23.000]  政治鎮壓的事
[00:19:23.000 --> 00:19:26.000]  因為加利里人他們有一批
[00:19:26.000 --> 00:19:28.000]  是憤裔黨的人
[00:19:28.000 --> 00:19:30.000]  剛才提及到
[00:19:30.000 --> 00:19:33.000]  他們是很喜歡用武力革命
[00:19:33.000 --> 00:19:37.000]  想推翻當時羅馬帝國這個統治
[00:19:37.000 --> 00:19:41.000]  然後使得猶太人能夠復國
[00:19:41.000 --> 00:19:43.000]  所以他們就密謀
[00:19:43.000 --> 00:19:46.000]  就利用猶太人的節慶
[00:19:46.000 --> 00:19:48.000]  他們團體、群體
[00:19:48.000 --> 00:19:51.000]  在這個電鐘憲制的時候
[00:19:51.000 --> 00:19:54.000]  他們就滲進去聖殿裡面
[00:19:54.000 --> 00:19:57.000]  準備煽動整個人民
[00:19:57.000 --> 00:20:00.000]  來反抗羅馬政府
[00:20:00.000 --> 00:20:02.000]  結果他們沒想到
[00:20:02.000 --> 00:20:06.000]  被當時羅馬帝國的巡撫比拉多
[00:20:06.000 --> 00:20:09.000]  用武力來鎮壓
[00:20:09.000 --> 00:20:12.000]  當場在聖殿裡面
[00:20:12.000 --> 00:20:15.000]  在那些正在憲制的猶太人
[00:20:15.000 --> 00:20:17.000]  將他們殺死
[00:20:17.000 --> 00:20:18.000]  不是全部
[00:20:18.000 --> 00:20:19.000]  部分
[00:20:19.000 --> 00:20:22.000]  其實那些憲制的猶太人被殺死
