
[00:00:00.000 --> 00:00:04.200]  題目叫做Emotion No Problem
[00:05:26.840 --> 00:05:30.240]  就是當一個人如果悲哀到一個點
[00:05:30.240 --> 00:05:33.040]  他已經進入了 depression(抑鬱)
[00:05:33.040 --> 00:05:34.440]  我又忘記了中文是什麼
[00:05:34.440 --> 00:05:37.040]  抑鬱,進入了抑鬱的時候
[00:05:37.040 --> 00:05:41.240]  其實他是完全沒有動力去做任何事情的
[00:05:41.240 --> 00:05:43.040]  所以你看到他手腳冰冷
[00:05:44.240 --> 00:05:48.040]  我們今天討論的只是 anger(憤怒)
[00:05:48.040 --> 00:05:50.440]  其他譬如 fear(恐懼) sadness(悲傷)
[00:05:50.440 --> 00:05:51.640]  就留下兩次
[00:05:51.640 --> 00:05:54.240]  有一段說話這樣說
[00:05:54.240 --> 00:05:56.840]  In contrast to fear and sadness
[00:05:56.840 --> 00:05:59.640]  Anger can provide a surge of energy
[00:05:59.640 --> 00:06:01.640]  that makes you feel more in charge
[00:06:01.640 --> 00:06:04.640]  rather than feeling vulnerable or helpless
[00:06:04.640 --> 00:06:06.440]  意思就是說如果一個人
[00:06:06.440 --> 00:06:08.240]  當他覺得生氣的時候
[00:06:08.240 --> 00:06:10.040]  其實你看不看到那個公仔
[00:06:10.040 --> 00:06:11.240]  有哪裡特別黃啊?
[00:06:13.240 --> 00:06:17.240]  拳頭除了手和臉很生氣之外
[00:06:17.240 --> 00:06:20.640]  除了心很滾和臉很生氣之外
[00:06:20.640 --> 00:06:22.040]  其實最黃的就是手
[00:06:22.040 --> 00:06:24.040]  就是告訴你那裡是充滿 energy(能量)的
[00:06:24.040 --> 00:06:26.040]  他很想做一些事情
[00:06:26.040 --> 00:06:28.040]  很想去解決一些事情
[00:06:28.040 --> 00:06:30.240]  所以這段說話就是說
[00:06:30.240 --> 00:06:31.840]  當 anger(憤怒)的時候
[00:06:31.840 --> 00:06:33.840]  他是給我們一些 energy(能量)
[00:06:33.840 --> 00:06:36.840]  我們很想去 in charge(擔任)
[00:06:36.840 --> 00:06:38.240]  去改變
[00:06:38.240 --> 00:06:41.440]  我們不想讓人看到我們是軟弱
[00:06:41.640 --> 00:06:44.640]  或者是一個無能為力的狀態
[00:06:44.640 --> 00:06:47.840]  那麼今天我們就會專注討論 anger(憤怒)
[00:06:47.840 --> 00:06:50.240]  選擇的故事就是大衛的故事
[00:06:50.240 --> 00:06:51.040]  剛才說過了
[00:06:51.040 --> 00:06:52.440]  在大衛的生平裡面
[00:06:52.440 --> 00:06:58.440]  其中有一段說他遇見拿伯和阿比蓋的故事
[00:06:58.440 --> 00:07:00.640]  那麼我們今天就從這裡去認識一下
[00:07:00.640 --> 00:07:01.840]  什麼是憤怒
[00:07:01.840 --> 00:07:03.240]  好
[00:07:03.240 --> 00:07:05.040]  說一點背景
[00:07:05.040 --> 00:07:09.840]  那麼大家都知道大衛是最後作了以色列第二個皇帝
[00:07:10.440 --> 00:07:12.440]  那麼接著
[00:07:12.440 --> 00:07:19.440]  大衛其實那時候很有名氣的
[00:07:19.440 --> 00:07:22.240]  因為有名出了位
[00:07:22.240 --> 00:07:23.840]  就招致殺身之禍
[00:07:23.840 --> 00:07:26.840]  因為那時候的以色列人就說
[00:07:26.840 --> 00:07:28.640]  素羅殺千千
[00:07:28.640 --> 00:07:30.440]  大衛殺萬萬
[00:07:30.440 --> 00:07:32.640]  那麼素羅那時候已經是皇帝了
[00:07:32.640 --> 00:07:34.440]  聽到就不妥了
[00:07:34.440 --> 00:07:36.640]  就想追殺大衛
[00:07:36.640 --> 00:07:39.040]  那麼大衛因為被追殺的緣故
[00:07:39.040 --> 00:07:40.440]  所以就要逃命
[00:07:40.440 --> 00:07:42.040]  到處飄泊
[00:07:42.040 --> 00:07:43.840]  但是有趣的地方
[00:07:43.840 --> 00:07:48.040]  聖經就說他成為了六百個人的領袖
[00:07:48.040 --> 00:07:50.440]  那麼這六百個是什麼人呢?
[00:07:50.440 --> 00:07:54.040]  我會稱這六百個是落難的人
[00:07:54.040 --> 00:07:56.840]  就是一些落難英雄的領袖
[00:07:56.840 --> 00:07:58.440]  在聖經
[00:07:58.440 --> 00:08:01.440]  撒姆爾記上第二十二章
[00:08:01.440 --> 00:08:03.240]  說那些是困逼的
[00:08:03.240 --> 00:08:05.040]  欠債的
[00:08:05.040 --> 00:08:07.240]  心裡苦惱的
[00:08:07.440 --> 00:08:09.240]  或者另一個表達就是
[00:08:09.240 --> 00:08:11.840]  一些龍蛇混雜走投無路
[00:08:11.840 --> 00:08:12.840]  三山五嶽
[00:08:12.840 --> 00:08:13.840]  什麼人都有
[00:08:13.840 --> 00:08:16.640]  就去了曠野跟隨大衛
[00:08:16.640 --> 00:08:19.440]  那拿伯是什麼角色呢?
[00:08:19.440 --> 00:08:21.640]  他的名字的意思就是愚蠢
[00:08:21.640 --> 00:08:22.840]  經文不停提的
[00:08:22.840 --> 00:08:25.240]  他性情凶暴
[00:08:25.240 --> 00:08:27.440]  但是是一個大富翁
[00:08:27.440 --> 00:08:29.840]  他的背景就是有很多羊
[00:08:29.840 --> 00:08:32.640]  很多資產
[00:08:32.640 --> 00:08:35.040]  阿比該就是他的老婆
[00:08:35.040 --> 00:08:36.840]  他應該選講者
[00:08:36.840 --> 00:08:38.440]  因為根據聖經的形容
[00:08:38.440 --> 00:08:41.240]  他是真正美貌與智慧並重的
[00:08:41.240 --> 00:08:45.440]  配合無線選美的口號
[00:08:45.440 --> 00:08:47.640]  我想在這裡問你一個問題
[00:08:47.640 --> 00:08:49.440]  你猜
[00:08:49.440 --> 00:08:52.840]  如果你是大衛
[00:08:52.840 --> 00:08:55.040]  帶著這六百人
[00:08:55.040 --> 00:09:01.840]  你會怎麼去賺取你的生活所需的開支呢?
[00:09:01.840 --> 00:09:03.640]  就是怎麼賺錢呢?
[00:09:06.240 --> 00:09:07.840]  如果你是大衛
[00:09:07.840 --> 00:09:09.640]  你要怎麼賺錢呢?
[00:09:09.640 --> 00:09:11.240]  你不只是自己飽
[00:09:11.240 --> 00:09:12.440]  如果你一個人逃難
[00:09:12.440 --> 00:09:15.840]  你看到有些水果你摘了就飽了
[00:09:15.840 --> 00:09:17.040]  但不是的
[00:09:17.040 --> 00:09:19.840]  有六百個人推舉你成為首領
[00:09:19.840 --> 00:09:22.240]  那你怎麼辦呢?
[00:09:22.240 --> 00:09:26.840]  可能有人會想
[00:09:26.840 --> 00:09:28.640]  大衛之前是牧羊的
[00:09:28.640 --> 00:09:30.240]  牧羊是不是一個出路呢?
[00:09:30.240 --> 00:09:32.240]  你也知道逃命
[00:09:32.240 --> 00:09:33.240]  到處跑
[00:09:33.240 --> 00:09:35.640]  你怎麼會帶著羊呢?
[00:09:35.640 --> 00:09:38.240]  你的羊跑得這麼慢還要顧牠
[00:09:38.240 --> 00:09:40.440]  所以他們不是靠牧羊
[00:09:40.440 --> 00:09:42.040]  不是靠耕種
[00:09:42.040 --> 00:09:44.240]  我自己想的
[00:09:44.240 --> 00:09:45.240]  如果我是大衛
[00:09:45.240 --> 00:09:48.240]  帶著這一群落難英雄
[00:09:48.240 --> 00:09:51.640]  其實最適合的就應該做賊
[00:09:51.640 --> 00:09:53.640]  你想想是不是?
[00:09:53.640 --> 00:09:55.440]  你什麼都沒有了
[00:09:55.440 --> 00:10:00.040]  那你就去打劫路上的商人
[00:10:00.040 --> 00:10:02.240]  希望拿回一些好處
[00:10:02.240 --> 00:10:03.840]  起碼有一頓飯吃
[00:10:04.640 --> 00:10:06.440]  我猜因為他們的背景
[00:10:06.440 --> 00:10:07.440]  我有這個想法
[00:10:07.440 --> 00:10:09.440]  但是當我看回這段經文
[00:10:09.440 --> 00:10:11.040]  我發覺原來很有趣
[00:10:11.040 --> 00:10:12.240]  我相信
[00:10:12.240 --> 00:10:13.040]  我猜而已
[00:10:13.040 --> 00:10:15.840]  大衛和那六百人
[00:10:15.840 --> 00:10:17.840]  是第一代的保安
[00:10:17.840 --> 00:10:19.240]  Security
[00:10:19.240 --> 00:10:24.040]  或者說得比較通俗
[00:10:24.040 --> 00:10:26.440]  是叫做舵地
[00:10:26.440 --> 00:10:30.240]  因為他最後是去找喇叭收保護費的
[00:10:30.240 --> 00:10:32.440]  做事舵地也要收錢的
[00:10:32.440 --> 00:10:34.440]  這是這段經文的背景
[00:10:34.440 --> 00:10:35.840]  他那時候還沒做皇帝
[00:10:35.840 --> 00:10:37.240]  但是被人追殺
[00:10:37.240 --> 00:10:40.040]  他在喇叭的地方裡面
[00:10:40.040 --> 00:10:41.440]  幫他做保安
[00:10:41.440 --> 00:10:42.440]  幫他管
[00:10:42.440 --> 00:10:44.840]  希望人們不要騷擾他們
[00:10:44.840 --> 00:10:49.440]  希望成為第一代保安業的巨子
[00:10:49.440 --> 00:10:52.240]  我們一起去看經文
[00:10:52.240 --> 00:10:54.040]  因為其實最不開心
[00:10:54.040 --> 00:10:56.440]  在這段時間就是沒有了弟兄姊妹
[00:10:56.440 --> 00:10:58.240]  那個困難是什麼呢?
[00:10:58.240 --> 00:10:59.440]  要自己讀經文
[00:10:59.440 --> 00:11:02.840]  經文第四節
[00:11:02.840 --> 00:11:07.440]  大衛在曠野聽見喇叭正在剪羊毛
[00:11:07.440 --> 00:11:10.640]  就派十個僕人對他們說
[00:11:10.640 --> 00:11:13.040]  你們想加密到喇叭那裡
[00:11:13.040 --> 00:11:15.840]  提我的名向他問安
[00:11:15.840 --> 00:11:17.840]  你們要如此說
[00:11:17.840 --> 00:11:20.240]  願你來年平安
[00:11:20.240 --> 00:11:21.440]  願你家平安
[00:11:21.440 --> 00:11:23.240]  願你一切所有的都平安
[00:11:23.240 --> 00:11:26.640]  現在我聽說你有剪羊毛的人
[00:11:26.640 --> 00:11:28.440]  你的木人和我們的
[00:11:28.440 --> 00:11:29.840]  我們在一起
[00:11:29.840 --> 00:11:32.040]  他們在加密的日子
[00:11:32.040 --> 00:11:33.640]  我們沒有欺負過他
[00:11:33.640 --> 00:11:35.840]  他們也未曾失去過什麼
[00:11:35.840 --> 00:11:37.440]  你問你的僕人
[00:11:37.440 --> 00:11:38.840]  他們會告訴你
[00:11:38.840 --> 00:11:42.840]  願我的僕人在你眼前得歡心
[00:11:42.840 --> 00:11:45.840]  因為我們是在好日子來到
[00:11:45.840 --> 00:11:47.840]  請你隨手分點食物
[00:11:47.840 --> 00:11:51.240]  給你的僕人和你兒子大衛
[00:11:51.240 --> 00:11:53.040]  第九節
[00:11:53.040 --> 00:11:55.240]  他說大衛的僕人到了
[00:11:55.240 --> 00:11:56.840]  就提大衛的名
[00:11:56.840 --> 00:12:00.040]  就把這一切的話告訴喇叭
[00:12:00.040 --> 00:12:01.640]  他們就停頓下來
[00:12:01.640 --> 00:12:03.640]  喇叭回答大衛的僕人說
[00:12:03.640 --> 00:12:04.640]  大衛是誰?
[00:12:04.640 --> 00:12:06.640]  耶西的兒子是誰?
[00:12:06.640 --> 00:12:11.240]  今日搏逆主人奔逃的僕人很多
[00:12:11.240 --> 00:12:13.040]  我豈可擺飲食
[00:12:13.040 --> 00:12:16.440]  以及我為剪羊毛的人所宰的肉給那些
[00:12:16.440 --> 00:12:18.640]  我不知道從哪裡來的人呢?
[00:12:18.640 --> 00:12:20.240]  十二節
[00:12:20.240 --> 00:12:25.040]  大衛的僕人轉身從原路回去
[00:12:25.040 --> 00:12:28.240]  照這一切的話就告訴大衛
[00:12:28.240 --> 00:12:30.640]  大衛就對他的人說
[00:12:30.840 --> 00:12:32.240]  你們各人要配上刀
[00:12:32.240 --> 00:12:33.840]  各人就刀配上刀
[00:12:33.840 --> 00:12:35.440]  大衛也帶著刀
[00:12:35.440 --> 00:12:38.840]  跟隨大衛上去的約有四百人
[00:12:38.840 --> 00:12:42.040]  樓下的有二百個是看著物件
[00:12:42.040 --> 00:12:44.040]  我們先讀到這裡
[00:12:44.040 --> 00:12:45.840]  我想問第一個問題
[00:12:45.840 --> 00:12:47.240]  就是大衛為什麼這麼憤怒?
[00:12:47.240 --> 00:12:51.840]  經文我想不是很難明白
[00:12:51.840 --> 00:12:53.640]  你也大致上猜到了
[00:12:53.640 --> 00:12:57.440]  你有沒有留意剛才讀經文呢?
[00:12:57.440 --> 00:13:00.040]  有兩件事是很特別的
[00:13:01.840 --> 00:13:03.840]  我假設這裡有人
[00:13:03.840 --> 00:13:05.240]  你們想不想得到?
[00:13:05.240 --> 00:13:08.240]  他們想不到
[00:13:08.240 --> 00:13:09.840]  那是時候開估了
[00:13:09.840 --> 00:13:10.840]  第一件事就是
[00:13:10.840 --> 00:13:13.840]  你有沒有留意到當時是什麼日子?
[00:13:13.840 --> 00:13:16.840]  他有提過一些時間
[00:13:16.840 --> 00:13:19.840]  剪羊毛的日子
[00:13:19.840 --> 00:13:20.840]  這是第一點
[00:13:20.840 --> 00:13:21.840]  第二
[00:13:21.840 --> 00:13:25.840]  當大衛叫那些僕人去的時候
[00:13:25.840 --> 00:13:27.840]  吩咐了一件很重要的事情
[00:13:27.840 --> 00:13:29.840]  是什麼?
[00:13:29.840 --> 00:13:32.840]  你要提我的名字
[00:13:32.840 --> 00:13:34.840]  大衛的名字
[00:13:34.840 --> 00:13:37.840]  我們從這兩件事去理解一下
[00:13:37.840 --> 00:13:38.840]  為什麼大衛這麼憤怒
[00:13:38.840 --> 00:13:43.840]  憤怒的第一個原因是什麼呢?
[00:13:43.840 --> 00:13:45.840]  Me, infringed
[00:13:45.840 --> 00:13:47.840]  我被侵犯
[00:13:47.840 --> 00:13:49.840]  又或者在大衛這個case
[00:13:49.840 --> 00:13:51.840]  是我的名字被人侵犯
[00:13:51.840 --> 00:13:53.840]  經文第四節
[00:13:53.840 --> 00:13:55.840]  大衛派十個僕人
[00:13:55.840 --> 00:13:58.840]  叫那十個僕人提大衛的名字
[00:13:58.840 --> 00:13:59.840]  拿八問安
[00:13:59.840 --> 00:14:01.840]  大衛的僕人去到
[00:14:01.840 --> 00:14:03.840]  第九節就提大衛的名字
[00:14:03.840 --> 00:14:06.840]  結果拿八的回答是什麼呢?
[00:14:06.840 --> 00:14:08.840]  都是在說大衛的名字
[00:14:08.840 --> 00:14:10.840]  大衛是誰?
[00:14:10.840 --> 00:14:12.840]  耶西的兒子是誰?
[00:14:12.840 --> 00:14:15.840]  我怎麼可以把玉分給那些
[00:14:15.840 --> 00:14:17.840]  我都不知道什麼頭什麼腦的人
[00:14:17.840 --> 00:14:20.840]  大衛聽完
[00:14:20.840 --> 00:14:22.840]  其實第一件事生氣的就是
[00:14:22.840 --> 00:14:23.840]  名字
[00:14:23.840 --> 00:14:26.840]  是我被侵犯
[00:14:26.840 --> 00:14:28.840]  我想大家都明白
[00:14:28.840 --> 00:14:29.840]  當你被侵犯的時候
[00:14:29.840 --> 00:14:30.840]  你會生氣的
[00:14:30.840 --> 00:14:33.840]  你刮旁邊那個
[00:14:33.840 --> 00:14:36.840]  應該說有三個人
[00:14:36.840 --> 00:14:37.840]  A刮B
[00:14:37.840 --> 00:14:38.840]  C不會不開心的
[00:14:38.840 --> 00:14:40.840]  大致上吧
[00:14:40.840 --> 00:14:41.840]  可能開心的
[00:14:41.840 --> 00:14:43.840]  看你跟他有什麼關係
[00:14:43.840 --> 00:14:45.840]  但是當A刮B
[00:14:45.840 --> 00:14:47.840]  B就一定不開心
[00:14:47.840 --> 00:14:48.840]  一定生氣的
[00:14:48.840 --> 00:14:49.840]  因為他被侵犯
[00:14:49.840 --> 00:14:53.840]  這是一個很個人的原因
[00:14:53.840 --> 00:14:56.840]  但原來這段經文也告訴我們
[00:14:56.840 --> 00:14:58.840]  除了一些私人的理由
[00:14:58.840 --> 00:15:00.840]  personal reason之外
[00:15:00.840 --> 00:15:02.840]  有些理由是不personal的
[00:15:02.840 --> 00:15:04.840]  不私人的
[00:15:04.840 --> 00:15:05.840]  是什麼呢?
[00:15:05.840 --> 00:15:06.840]  第二個原因就是
[00:15:06.840 --> 00:15:08.840]  justice overdue
[00:15:08.840 --> 00:15:13.840]  當人面對不公平不公義的對待
[00:15:13.840 --> 00:15:16.840]  正所謂不對勁
[00:15:16.840 --> 00:15:18.840]  人就會生氣
[00:15:18.840 --> 00:15:19.840]  經文剛才提到
[00:15:19.840 --> 00:15:23.840]  他是展羊毛的日子
[00:15:23.840 --> 00:15:25.840]  有一群展羊毛的人
[00:15:25.840 --> 00:15:28.840]  突然間又說這是好日子
[00:15:28.840 --> 00:15:31.840]  到底展羊毛和好日子有什麼關係呢?
[00:15:31.840 --> 00:15:34.840]  原來根據當時的習俗
[00:15:34.840 --> 00:15:38.840]  他展羊毛其實是喜慶日子
[00:15:38.840 --> 00:15:39.840]  你是開心
[00:15:39.840 --> 00:15:41.840]  好像收割的時候
[00:15:41.840 --> 00:15:46.840]  我想的感覺就像過冬過年
[00:15:46.840 --> 00:15:50.840]  我們開始數收成的時候
[00:15:50.840 --> 00:15:53.840]  才有展羊毛的日子
[00:15:53.840 --> 00:15:56.840]  所以大衛就趁著這個好日子
[00:15:56.840 --> 00:15:58.840]  就跟拿伯說
[00:15:58.840 --> 00:16:02.840]  你隨手分點食物給你的僕人
[00:16:02.840 --> 00:16:04.840]  和你的兒子大衛
[00:16:04.840 --> 00:16:06.840]  其實他這個要求是很謙卑的
[00:16:06.840 --> 00:16:08.840]  我不知道你們能否看到
[00:16:08.840 --> 00:16:10.840]  你不用為我特別預備
[00:16:10.840 --> 00:16:14.840]  你隨便拿一些東西給我
[00:16:14.840 --> 00:16:16.840]  留一些給我
[00:16:16.840 --> 00:16:19.840]  就是一個很謙卑的做法
[00:16:19.840 --> 00:16:22.840]  根據以色列人的一些律例典章
[00:16:22.840 --> 00:16:28.840]  其實他們要對客女、寄居、勞瀑都要好
[00:16:28.840 --> 00:16:30.840]  你會看到在聖經舊約不停說
[00:16:30.840 --> 00:16:33.840]  有外地來的人
[00:16:33.840 --> 00:16:37.840]  他們是款待的功夫做得很足
[00:16:37.840 --> 00:16:39.840]  再加上其實大衛
[00:16:39.840 --> 00:16:41.840]  他沒有正式請大衛做保安
[00:16:41.840 --> 00:16:43.840]  但是大衛都出了這麼多力
[00:16:43.840 --> 00:16:45.840]  所以在情在理
[00:16:45.840 --> 00:16:50.840]  其實拿伯這樣對待大衛是不合理的
[00:16:50.840 --> 00:16:52.840]  所以經文去到二十一節
[00:16:52.840 --> 00:16:53.840]  大衛說
[00:16:53.840 --> 00:16:55.840]  我在曠野餵奶人
[00:16:55.840 --> 00:16:57.840]  我經常喜歡譯奶人是那傢伙
[00:16:57.840 --> 00:16:59.840]  我在曠野餵那傢伙
[00:16:59.840 --> 00:17:01.840]  看守一切所有的
[00:17:01.840 --> 00:17:03.840]  以致他沒有失去任何一樣東西
