
[00:00:00.000 --> 00:00:05.000]  那今天我們會聊一個也特別的題目 叫做「夠數靈」
[00:05:53.000 --> 00:05:55.000]  神告訴我為什麼
[00:05:55.000 --> 00:05:56.000]  為什麼
[00:05:56.000 --> 00:05:57.000]  有一天我安靜的時候
[00:05:57.000 --> 00:05:59.000]  神就特別有個聲音告訴我說
[00:05:59.000 --> 00:06:02.000]  你回去再看最後第十個齋是什麼
[00:06:02.000 --> 00:06:03.000]  我去看
[00:06:03.000 --> 00:06:06.000]  第十個齋不就是長子死了嗎
[00:06:06.000 --> 00:06:07.000]  first born
[00:06:07.000 --> 00:06:09.000]  長子死了
[00:06:09.000 --> 00:06:11.000]  神說確實有第十個齋
[00:06:11.000 --> 00:06:12.000]  主耶穌也是十個
[00:06:12.000 --> 00:06:14.000]  但第十個留在哪裡
[00:06:14.000 --> 00:06:17.000]  第十個是留在馬太福音最後一個
[00:06:17.000 --> 00:06:21.000]  耶穌基督留的最後最大的那個神蹟
[00:06:21.000 --> 00:06:23.000]  就是那個出生的死了
[00:06:23.000 --> 00:06:25.000]  他代替我們死了
[00:06:25.000 --> 00:06:28.000]  就顯出了十齋剛好就對照
[00:06:28.000 --> 00:06:29.000]  工整工整
[00:06:29.000 --> 00:06:33.000]  只是神告訴我說因為那一齋是最大的
[00:06:33.000 --> 00:06:36.000]  所以主耶穌留到最後才給我們
[00:06:36.000 --> 00:06:40.000]  所以這邊只有九個神蹟啟示
[00:06:40.000 --> 00:06:42.000]  九個神蹟啟示就告訴我們
[00:06:42.000 --> 00:06:43.000]  祂真的是基督
[00:06:43.000 --> 00:06:45.000]  祂有醫治的恩賜
[00:06:45.000 --> 00:06:47.000]  現在我們來看第九章
[00:06:47.000 --> 00:06:51.000]  講到說其中的一個耶穌治病的恩賜
[00:06:51.000 --> 00:06:52.000]  我們來看看
[00:06:52.000 --> 00:06:53.000]  這段很有特別
[00:06:53.000 --> 00:06:56.000]  這邊講到耶穌有赦罪的權柄
[00:06:56.000 --> 00:06:57.000]  這很重要
[00:06:57.000 --> 00:07:00.000]  在第九章的第一到第八節是這樣說
[00:07:00.000 --> 00:07:02.000]  耶穌上了船渡過海
[00:07:02.000 --> 00:07:04.000]  來到自己的城裡
[00:07:04.000 --> 00:07:06.000]  有人用鹿紙
[00:07:06.000 --> 00:07:09.000]  抬著一個攤子來到耶穌跟前來
[00:07:09.000 --> 00:07:11.000]  耶穌見他們的信心
[00:07:11.000 --> 00:07:12.000]  就對攤子說
[00:07:12.000 --> 00:07:14.000]  小子放心吧
[00:07:14.000 --> 00:07:16.000]  你的罪赦了
[00:07:16.000 --> 00:07:17.000]  有幾個文士心裡說
[00:07:17.000 --> 00:07:20.000]  這個人說健忘的話了
[00:07:20.000 --> 00:07:22.000]  耶穌知道他們的心意
[00:07:22.000 --> 00:07:25.000]  就說你們為什麼心裡懷著惡念呢
[00:07:25.000 --> 00:07:27.000]  或說你們的罪赦了
[00:07:27.000 --> 00:07:29.000]  或說你們起來行走
[00:07:29.000 --> 00:07:31.000]  哪一樣容易呢
[00:07:31.000 --> 00:07:33.000]  但要叫你們知道
[00:07:33.000 --> 00:07:36.000]  人子在地上有赦罪的權柄
[00:07:36.000 --> 00:07:38.000]  對攤子說
[00:07:38.000 --> 00:07:39.000]  起來
[00:07:39.000 --> 00:07:40.000]  拿著你的鹿紙
[00:07:40.000 --> 00:07:41.000]  回家去吧
[00:07:41.000 --> 00:07:43.000]  那人就起來
[00:07:43.000 --> 00:07:45.000]  回家去了
[00:07:45.000 --> 00:07:47.000]  眾人都看見都驚奇
[00:07:47.000 --> 00:07:50.000]  就歸榮耀於上帝
[00:07:50.000 --> 00:07:55.000]  因為他將這樣的權柄賜給人
[00:07:55.000 --> 00:07:57.000]  耶穌在這邊八到九章說了
[00:07:57.000 --> 00:07:59.000]  有九個神蹟騎士
[00:07:59.000 --> 00:08:02.000]  那這是唯一一個神蹟騎士
[00:08:02.000 --> 00:08:04.000]  主耶穌基督是特別把
[00:08:04.000 --> 00:08:06.000]  兩件事拼在一起
[00:08:06.000 --> 00:08:11.000]  就是治病跟赦罪拼在一起
[00:08:11.000 --> 00:08:12.000]  那以前是沒有
[00:08:12.000 --> 00:08:14.000]  以前他們覺得治病就治病
[00:08:14.000 --> 00:08:15.000]  沒有人覺得
[00:08:15.000 --> 00:08:18.000]  人能夠有赦罪的權柄
[00:08:18.000 --> 00:08:20.000]  這就是為什麼這裡開始
[00:08:20.000 --> 00:08:23.000]  你發現那些宗教領袖們
[00:08:23.000 --> 00:08:25.000]  開始跟耶穌開始有衝突
[00:08:25.000 --> 00:08:27.000]  就是因為這件事開始
[00:08:27.000 --> 00:08:29.000]  是因為他講了一句很特別的話
[00:08:29.000 --> 00:08:31.000]  他不但只跟那個攤子說
[00:08:31.000 --> 00:08:32.000]  起來行走
[00:08:32.000 --> 00:08:33.000]  醫治好他
[00:08:33.000 --> 00:08:35.000]  他還特別講了一句話說
[00:08:35.000 --> 00:08:38.000]  你的罪被赦免了
[00:08:38.000 --> 00:08:40.000]  那為什麼他們要這樣說
[00:08:40.000 --> 00:08:43.000]  耶穌說這兩句話哪一句比較簡單
[00:08:43.000 --> 00:08:45.000]  我告訴你哪一句比較簡單
[00:08:45.000 --> 00:08:49.000]  要醫治對耶穌來講比較簡單
[00:08:49.000 --> 00:08:51.000]  如果他只是說你起來行走吧
[00:08:51.000 --> 00:08:53.000]  大概就出
[00:08:53.000 --> 00:08:55.000]  如果不是在安息日
[00:08:55.000 --> 00:08:56.000]  做這件事
[00:08:56.000 --> 00:08:57.000]  在平時做這件事
[00:08:57.000 --> 00:08:59.000]  宗教領袖們是歡迎這樣的事情的
[00:08:59.000 --> 00:09:01.000]  就神蹟醫治嘛
[00:09:01.000 --> 00:09:02.000]  很好啊
[00:09:02.000 --> 00:09:04.000]  但是他講了一句話
[00:09:04.000 --> 00:09:07.000]  這句話就惹來當時宗教領袖的反感
[00:09:07.000 --> 00:09:08.000]  他特別說了一句說
[00:09:08.000 --> 00:09:10.000]  你的罪赦免了
[00:09:10.000 --> 00:09:12.000]  因為對當時的猶太人來講
[00:09:12.000 --> 00:09:15.000]  除了神本身以
[00:09:15.000 --> 00:09:16.000]  除了神自己
[00:09:16.000 --> 00:09:18.000]  沒有任何人能夠有權柄
[00:09:18.000 --> 00:09:20.000]  能夠說你的罪赦免了
[00:09:20.000 --> 00:09:22.000]  是沒有人可以這樣說的
[00:09:22.000 --> 00:09:24.000]  但是耶穌特別這樣說
[00:09:24.000 --> 00:09:25.000]  他說這句話不容易啊
[00:09:25.000 --> 00:09:27.000]  我知道說了你們恨死我
[00:09:27.000 --> 00:09:28.000]  可是他為什麼說
[00:09:28.000 --> 00:09:29.000]  他說了
[00:09:29.000 --> 00:09:31.000]  他說但是要叫你們知道
[00:09:31.000 --> 00:09:33.000]  他特別加這句的
[00:09:33.000 --> 00:09:36.000]  他說我不但只要醫好他
[00:09:36.000 --> 00:09:37.000]  我在醫治他的同時
[00:09:37.000 --> 00:09:38.000]  特別加一句話
[00:09:38.000 --> 00:09:40.000]  這句話聽起來很難聽
[00:09:40.000 --> 00:09:42.000]  你們聽完之後就很討厭我
[00:09:42.000 --> 00:09:43.000]  但是我還是要講
[00:09:43.000 --> 00:09:45.000]  就是為了讓所有人都知道
[00:09:45.000 --> 00:09:49.000]  人子在地上有赦罪的權柄
[00:09:49.000 --> 00:09:51.000]  所以這是經文裡面
[00:09:51.000 --> 00:09:54.000]  所有醫治所有的神蹟騎士
[00:09:54.000 --> 00:09:56.000]  這是其中唯一一件
[00:09:56.000 --> 00:10:00.000]  耶穌把醫病跟赦罪拼在一起的
[00:10:00.000 --> 00:10:02.000]  就是我不但只醫治
[00:10:02.000 --> 00:10:04.000]  我的醫治所帶來的是告訴你說
[00:10:04.000 --> 00:10:06.000]  這個信息的背後是
[00:10:06.000 --> 00:10:08.000]  你的罪得赦免了
[00:10:08.000 --> 00:10:11.000]  所以這是一個很重要的信息
[00:10:11.000 --> 00:10:14.000]  而且他還有一個更重要的信息
[00:10:14.000 --> 00:10:16.000]  這邊他說什麼
[00:10:16.000 --> 00:10:17.000]  他說他不是對
[00:10:17.000 --> 00:10:21.000]  他是看到他們的信心
[00:10:21.000 --> 00:10:23.000]  這間神蹟騎士的成就
[00:10:23.000 --> 00:10:25.000]  是因為他們有信心
[00:10:25.000 --> 00:10:27.000]  而不是那個攤子是他們
[00:10:27.000 --> 00:10:28.000]  換句話說
[00:10:28.000 --> 00:10:30.000]  耶穌是看到那一群
[00:10:30.000 --> 00:10:32.000]  用鹿子抬著那個攤子
[00:10:32.000 --> 00:10:33.000]  來到耶穌面前的
[00:10:33.000 --> 00:10:36.000]  那群朋友們的信心
[00:10:36.000 --> 00:10:39.000]  然後耶穌說了這句話
[00:10:39.000 --> 00:10:42.000]  你知道馬太福音這邊
[00:10:42.000 --> 00:10:43.000]  沒有特別記載
[00:10:43.000 --> 00:10:45.000]  可是在路加馬可有特別記載
[00:10:45.000 --> 00:10:46.000]  那幾個人不容易
[00:10:46.000 --> 00:10:49.000]  因為無論是馬可還是路加
[00:10:49.000 --> 00:10:50.000]  在記載的時候
[00:10:50.000 --> 00:10:51.000]  他特別說那幾個人
[00:10:51.000 --> 00:10:52.000]  抬著那個攤子來的時候
[00:10:52.000 --> 00:10:54.000]  因為人很多他們進不去
[00:10:54.000 --> 00:10:56.000]  所以他們是爬到屋頂
[00:10:56.000 --> 00:10:58.000]  掀開了瓦片
[00:10:58.000 --> 00:11:00.000]  然後用鹿子把那個人
[00:11:00.000 --> 00:11:02.000]  從屋頂這樣掉下去
[00:11:02.000 --> 00:11:04.000]  所以大概至少可能四個人
[00:11:04.000 --> 00:11:06.000]  我想就那幾個人
[00:11:06.000 --> 00:11:07.000]  所以耶穌看到那幾個人
[00:11:07.000 --> 00:11:09.000]  怎麼一群人在裡面突然間
[00:11:09.000 --> 00:11:11.000]  什麼屋頂被掀開
[00:11:11.000 --> 00:11:12.000]  然後就有一群人
[00:11:12.000 --> 00:11:14.000]  在上面掉一個人下來
[00:11:14.000 --> 00:11:16.000]  所以耶穌看見那群人
[00:11:16.000 --> 00:11:18.000]  那幾個朋友的信心
[00:11:18.000 --> 00:11:20.000]  就對攤子說
[00:11:20.000 --> 00:11:22.000]  你的罪赦免
[00:11:22.000 --> 00:11:24.000]  那這個給我們一個
[00:11:24.000 --> 00:11:26.000]  非常重要的啟示
[00:11:26.000 --> 00:11:27.000]  那就是說
[00:11:27.000 --> 00:11:29.000]  你真的相信
[00:11:29.000 --> 00:11:31.000]  你真的相信主耶穌基督
[00:11:31.000 --> 00:11:34.000]  到今天他還是能夠
[00:11:34.000 --> 00:11:36.000]  醫治跟赦罪嗎
[00:11:36.000 --> 00:11:38.000]  而這兩件事
[00:11:38.000 --> 00:11:41.000]  你真的相信會同時發生嗎
[00:11:41.000 --> 00:11:43.000]  如果你相信
[00:11:43.000 --> 00:11:45.000]  你應該盡全力
[00:11:45.000 --> 00:11:47.000]  把你身邊的人
[00:11:47.000 --> 00:11:48.000]  那個攤子
[00:11:48.000 --> 00:11:50.000]  我們身邊都有攤子的
[00:11:50.000 --> 00:11:52.000]  把他帶到神面前
[00:11:52.000 --> 00:11:54.000]  那今天跟以往不一樣
[00:11:54.000 --> 00:11:56.000]  以往耶穌真的在
[00:11:56.000 --> 00:11:57.000]  你可以真的抬他
[00:11:57.000 --> 00:11:58.000]  來到耶穌面前
[00:11:58.000 --> 00:12:00.000]  那今天耶穌在哪
[00:12:00.000 --> 00:12:02.000]  他在神右邊坐著
[00:12:02.000 --> 00:12:04.000]  那今天對我們來講
[00:12:04.000 --> 00:12:05.000]  如果你要把一個人
[00:12:05.000 --> 00:12:07.000]  帶到耶穌面前
[00:12:07.000 --> 00:12:08.000]  是什麼意思
[00:12:08.000 --> 00:12:10.000]  大概有幾種方式你可以
[00:12:10.000 --> 00:12:11.000]  第一
[00:12:11.000 --> 00:12:12.000]  藉著禱告
[00:12:12.000 --> 00:12:15.000]  把那個攤子帶到神面前
[00:12:15.000 --> 00:12:18.000]  這個很重要
[00:12:18.000 --> 00:12:20.000]  我們大概兩個禮拜前
[00:12:20.000 --> 00:12:22.000]  張純道也有去
[00:12:22.000 --> 00:12:24.000]  我們去了那個SAN Conference
[00:12:24.000 --> 00:12:26.000]  SAN Conference其實是
[00:12:26.000 --> 00:12:29.000]  美蘭經濟會舉辦的
[00:12:29.000 --> 00:12:31.000]  我們第一次去
[00:12:31.000 --> 00:12:33.000]  美蘭經濟會舉辦的Conference
[00:12:33.000 --> 00:12:34.000]  我以為只是一群老頭
[00:12:34.000 --> 00:12:35.000]  可是後來發現不是
[00:12:35.000 --> 00:12:37.000]  原來好多年輕人
[00:12:37.000 --> 00:12:39.000]  那美蘭經濟會也出了一批
[00:12:39.000 --> 00:12:41.000]  比較年輕的講員
[00:12:41.000 --> 00:12:42.000]  我覺得非常的不錯
[00:12:42.000 --> 00:12:46.000]  那麼其中一個是Vance Pittman
[00:12:46.000 --> 00:12:48.000]  那麼他在Las Vegas
[00:12:48.000 --> 00:12:51.000]  在大概2001年
[00:12:51.000 --> 00:12:53.000]  神呼召他去了Las Vegas
[00:12:53.000 --> 00:12:55.000]  你知道Las Vegas稱為什麼
[00:12:55.000 --> 00:12:56.000]  罪惡之城嗎
[00:12:56.000 --> 00:12:57.000]  Sin City
[00:12:57.000 --> 00:13:00.000]  他是去了Sin City
[00:13:00.000 --> 00:13:01.000]  開始執堂
[00:13:01.000 --> 00:13:02.000]  執了Hope Church
[00:13:02.000 --> 00:13:04.000]  那麼他執堂的時候
[00:13:04.000 --> 00:13:06.000]  大家都知道
[00:13:06.000 --> 00:13:08.000]  Las Vegas是很難執堂的
[00:13:08.000 --> 00:13:09.000]  因為罪惡之城
[00:13:09.000 --> 00:13:11.000]  一堆罪人在裡面
[00:13:11.000 --> 00:13:13.000]  可是神就偏偏呼召他
[00:13:13.000 --> 00:13:15.000]  他們是三個Family
[00:13:15.000 --> 00:13:16.000]  開始那天教會
[00:13:16.000 --> 00:13:17.000]  2001年
[00:13:17.000 --> 00:13:19.000]  他們2000年去到那邊的時候
[00:13:19.000 --> 00:13:21.000]  他們做了兩件事情
[00:13:21.000 --> 00:13:22.000]  第一件就是
[00:13:22.000 --> 00:13:23.000]  花了幾個月的時間
[00:13:23.000 --> 00:13:26.000]  在他們想要開始教會的地方
[00:13:26.000 --> 00:13:29.000]  方圓的Five Mile
[00:13:29.000 --> 00:13:30.000]  每一個家庭
[00:13:30.000 --> 00:13:31.000]  每一個Neighborhood
[00:13:31.000 --> 00:13:32.000]  去Prayer Walk
[00:13:32.000 --> 00:13:33.000]  就一邊走
[00:13:33.000 --> 00:13:35.000]  Prayer Walk的意思就是說
[00:13:35.000 --> 00:13:36.000]  你一邊在這邊
[00:13:36.000 --> 00:13:37.000]  繞著Neighborhood
[00:13:37.000 --> 00:13:38.000]  一邊走路
[00:13:38.000 --> 00:13:39.000]  一邊禱告
[00:13:39.000 --> 00:13:42.000]  去求神賜福給每一個家庭
[00:13:42.000 --> 00:13:43.000]  打開這個家庭的心
[00:13:43.000 --> 00:13:45.000]  讓他們能夠對福音
[00:13:45.000 --> 00:13:46.000]  能夠敞開他們的心
[00:13:46.000 --> 00:13:48.000]  他們Prayer Walk了幾個月
[00:13:48.000 --> 00:13:50.000]  然後他們還把那個黃頁
[00:13:50.000 --> 00:13:52.000]  黃頁拿出來
[00:13:52.000 --> 00:13:54.000]  就每一個名字
[00:13:54.000 --> 00:13:56.000]  就Las Vegas的每一個名字
[00:13:56.000 --> 00:13:58.000]  提名為內先禱告
[00:13:58.000 --> 00:14:00.000]  就他們只是憑信心
[00:14:00.000 --> 00:14:02.000]  把內先就帶到神面前
[00:14:02.000 --> 00:14:05.000]  那他們2001年
[00:14:05.000 --> 00:14:07.000]  開始第一次的聚會
[00:14:07.000 --> 00:14:08.000]  本來他們說
[00:14:08.000 --> 00:14:09.000]  他們跟神禱告是70人
[00:14:09.000 --> 00:14:10.000]  就不錯了
[00:14:10.000 --> 00:14:11.000]  如果第一次
[00:14:11.000 --> 00:14:13.000]  結果第一次聚會就來了200人
[00:14:13.000 --> 00:14:14.000]  那麼很快就從200人
[00:14:14.000 --> 00:14:16.000]  增長到2000多人
[00:14:16.000 --> 00:14:19.000]  那他們已經在Hope Church
[00:14:19.000 --> 00:14:20.000]  在過去的10年
[00:14:20.000 --> 00:14:23.000]  已經為超過1000個人施精
[00:14:23.000 --> 00:14:25.000]  他們也開了好多個
[00:14:25.000 --> 00:14:27.000]  因為他們也是用小組的方式
[00:14:27.000 --> 00:14:29.000]  去做外展
[00:14:29.000 --> 00:14:31.000]  好像在Las Vegas開了
[00:14:31.000 --> 00:14:34.000]  差不多60個不同的聚會小組
[00:14:34.000 --> 00:14:35.000]  所以你看到
[00:14:35.000 --> 00:14:38.000]  儘管那是2000年前
[00:14:38.000 --> 00:14:40.000]  耶穌說的一句話
[00:14:40.000 --> 00:14:42.000]  可是2000年後你看到
[00:14:42.000 --> 00:14:46.000]  今天如果你還有信心覺得說
[00:14:46.000 --> 00:14:48.000]  我能夠把我身邊的攤子
[00:14:48.000 --> 00:14:50.000]  藉著禱告帶到神面前
[00:14:50.000 --> 00:14:53.000]  我相信耶穌看到你的信心
[00:14:53.000 --> 00:14:54.000]  他還是可以說
[00:14:54.000 --> 00:14:56.000]  你帶來的那個人
[00:14:56.000 --> 00:14:57.000]  他的罪赦免了
[00:14:57.000 --> 00:15:00.000]  我可以醫治他
[00:15:00.000 --> 00:15:04.000]  我上禮拜三跟一個prayer partner
[00:15:04.000 --> 00:15:06.000]  在這邊禱告
[00:15:06.000 --> 00:15:07.000]  我大概每隔一兩個禮拜
[00:15:07.000 --> 00:15:09.000]  就會約他一起禱告
[00:15:09.000 --> 00:15:10.000]  那我特別
[00:15:10.000 --> 00:15:12.000]  這禮拜我特別為一個人禱告
[00:15:12.000 --> 00:15:17.000]  是因為那個的腰有毛病
[00:15:17.000 --> 00:15:19.000]  就是醫生說沒得治
[00:15:19.000 --> 00:15:20.000]  醫生說沒得治
[00:15:20.000 --> 00:15:21.000]  他很痛
[00:15:21.000 --> 00:15:22.000]  痛得好厲害
[00:15:22.000 --> 00:15:24.000]  痛到要進醫院
[00:15:24.000 --> 00:15:27.000]  那我就特別為他的腰做禱告
[00:15:27.000 --> 00:15:28.000]  那麼在禱告當中
[00:15:28.000 --> 00:15:31.000]  我的prayer partner就跟我講說
[00:15:31.000 --> 00:15:33.000]  我以前還有一個prayer partner
[00:15:33.000 --> 00:15:36.000]  但是他現在已經離開這裡了
[00:15:36.000 --> 00:15:37.000]  我以前的prayer partner
[00:15:37.000 --> 00:15:38.000]  他的太太
[00:15:38.000 --> 00:15:40.000]  他提我說有這件事
[00:15:40.000 --> 00:15:42.000]  他太太以前跟這個人
[00:15:42.000 --> 00:15:44.000]  幾乎有同樣的毛病
[00:15:44.000 --> 00:15:46.000]  就是那個腰的骨頭也是
[00:15:46.000 --> 00:15:48.000]  突然間就會收
[00:15:48.000 --> 00:15:49.000]  就會突然間很痛
[00:15:49.000 --> 00:15:51.000]  而且整個趾子就不能動
[00:15:51.000 --> 00:15:54.000]  而且醫生已經宣判了死刑
[00:15:54.000 --> 00:15:55.000]  醫生說沒得救
[00:15:55.000 --> 00:15:58.000]  就沒有任何方法可以醫治
[00:15:58.000 --> 00:15:59.000]  而且他特別說
