
[00:00:00.000 --> 00:00:04.640]  美國哥倫迪大學的東亞研究所
[00:01:49.580 --> 00:01:51.880]  但是他沒有想過在這個時候
[00:01:51.880 --> 00:01:53.800]  丁龍竟然沒有走
[00:01:53.800 --> 00:01:55.340]  反而在這個時候
[00:01:55.340 --> 00:01:58.280]  遞上一份剛剛做好的早餐給他
[00:01:58.280 --> 00:02:00.080]  卡本蒂埃就很感動
[00:02:00.080 --> 00:02:01.640]  他問丁龍
[00:02:01.640 --> 00:02:05.620]  為什麼我之前的脾氣這麼大對你們這樣
[00:02:05.620 --> 00:02:08.320]  你都留下來繼續服侍我呢
[00:02:08.320 --> 00:02:11.200]  丁龍說我們中國人有一句話
[00:02:11.200 --> 00:02:14.520]  叫做「受人之託 忠人之事」
[00:02:14.520 --> 00:02:18.920]  做人忠心和盡責是最重要的
[00:02:18.920 --> 00:02:20.920]  卡本蒂埃是一個有文化的人
[00:02:20.920 --> 00:02:21.680]  他一邊聽一邊說
[00:02:21.680 --> 00:02:24.160]  我沒有想過你竟然讀過書
[00:02:24.160 --> 00:02:25.560]  看過中國古書
[00:02:25.560 --> 00:02:28.120]  懂得這麼大的道理
[00:02:28.120 --> 00:02:31.160]  丁龍說其實我是不懂字的
[00:02:31.160 --> 00:02:34.240]  不過這句話怎麼用呢
[00:02:34.240 --> 00:02:36.000]  是我爸爸教我的
[00:02:36.000 --> 00:02:38.800]  卡本蒂埃說你爸爸一定是一個學者
[00:02:38.800 --> 00:02:41.440]  丁龍說不是 我爸爸也是不懂字的
[00:02:41.440 --> 00:02:43.880]  其實我們世世代代是耕田的
[00:02:43.880 --> 00:02:45.400]  是完全沒有讀過書
[00:02:45.400 --> 00:02:47.360]  我們全部都不懂字的
[00:02:47.360 --> 00:02:49.160]  卡本蒂埃就很驚訝
[00:02:49.160 --> 00:02:51.440]  中國文化竟然這麼厲害
[00:02:51.440 --> 00:02:53.520]  竟然有一些目不識丁的百姓
[00:02:53.520 --> 00:02:58.200]  讓他世世代代都明白這些大道理
[00:02:58.200 --> 00:03:02.720]  並且讓丁龍成為一個品格高尚的人
[00:03:02.720 --> 00:03:06.760]  從此卡本蒂埃和丁龍就成為莫易之交
[00:03:06.760 --> 00:03:09.880]  一個非常好的朋友
[00:03:09.880 --> 00:03:13.360]  一九零一年丁龍就快要退休了
[00:03:13.360 --> 00:03:14.840]  卡本蒂埃就跟他說
[00:03:14.840 --> 00:03:19.440]  我多謝你這麼多年一直忠心地服侍我
[00:03:19.440 --> 00:03:22.800]  你有什麼心願我一定會幫你達成的
[00:03:22.800 --> 00:03:24.000]  丁龍就說
[00:03:24.000 --> 00:03:27.800]  我其實很想將我的畢生積蓄
[00:03:27.800 --> 00:03:31.880]  捐給你所畢業的哥倫比亞大學
[00:03:31.880 --> 00:03:33.920]  希望他成立一個學系
[00:03:33.920 --> 00:03:36.880]  去研究中國文化
[00:03:36.880 --> 00:03:40.200]  在美國這裡這麼多的種族歧視
[00:03:40.200 --> 00:03:41.720]  我很希望美國人
[00:03:41.720 --> 00:03:45.920]  可以很認識一下我們中國人是什麼人
[00:03:45.920 --> 00:03:50.520]  那麼卡本蒂埃就不負所託
[00:03:50.520 --> 00:03:54.000]  他要出盡一切人力物力
[00:03:54.000 --> 00:03:56.480]  最終一九零二年
[00:03:56.480 --> 00:04:00.720]  哥倫比亞大學的漢學系正式成立
[00:04:00.720 --> 00:04:04.600]  如果大家相信上帝我們的神
[00:04:04.600 --> 00:04:06.520]  是掌管歷史的神
[00:04:06.520 --> 00:04:09.080]  這一切發生就不是偶然了
[00:04:09.080 --> 00:04:10.640]  在神的計劃裡面
[00:04:10.640 --> 00:04:14.760]  是讓大人必須人要配合神的計劃
[00:04:14.760 --> 00:04:18.680]  一切不可能的就變成有可能
[00:04:18.680 --> 00:04:21.480]  現在回顧一個不識字的丁龍
[00:04:21.480 --> 00:04:24.200]  在卡本蒂埃的家裡工作
[00:04:24.200 --> 00:04:26.040]  這是什麼巧合呢
[00:04:26.040 --> 00:04:31.440]  又因為丁龍掌握把握一個時機
[00:04:31.440 --> 00:04:36.480]  讓卡本蒂埃欣賞他是一個品格高尚的人
[00:04:36.480 --> 00:04:38.960]  並且欣賞中國文化
[00:04:38.960 --> 00:04:42.440]  又因為丁龍和卡本蒂埃成為好朋友
[00:04:42.440 --> 00:04:47.240]  丁龍只知道卡本蒂埃在哥倫比亞大學畢業
[00:04:47.240 --> 00:04:50.800]  後來丁龍又把握一個時機
[00:04:50.800 --> 00:04:52.600]  卡本蒂埃問他有什麼心願
[00:04:52.600 --> 00:04:54.560]  丁龍就說出他的心願
[00:04:54.560 --> 00:04:58.000]  又因為卡本蒂埃很欣賞丁龍的品格
[00:04:58.000 --> 00:04:59.640]  很欣賞中國文化
[00:04:59.640 --> 00:05:01.080]  所以他傾盡一切
[00:05:01.080 --> 00:05:02.840]  這一切就成就了
[00:05:02.840 --> 00:05:05.280]  本來一個不識字的人
[00:05:05.280 --> 00:05:10.680]  怎樣成為一個漢學系這麼出名的大學的創辦人
[00:05:10.680 --> 00:05:11.600]  是不可能的
[00:05:11.600 --> 00:05:15.240]  今天這一切就成為有可能
[00:05:15.240 --> 00:05:18.400]  同樣我們今天所說的以思帖記
[00:05:18.400 --> 00:05:19.960]  在以思帖記裡面
[00:05:19.960 --> 00:05:23.480]  又是神的計劃巧妙的安排
[00:05:23.480 --> 00:05:26.240]  但是人跟神的計劃配合
[00:05:26.240 --> 00:05:30.920]  讓不可能的事變得有可能
[00:05:30.920 --> 00:05:34.480]  究竟以思帖是一個什麼人呢
[00:05:34.480 --> 00:05:36.840]  以思帖是一個猶太人
[00:05:36.840 --> 00:05:39.120]  他一出世很早的時候
[00:05:39.120 --> 00:05:40.720]  就父母相亡了
[00:05:40.720 --> 00:05:43.840]  他的堂哥堂兄末弟改
[00:05:43.840 --> 00:05:45.240]  收養他養大他
[00:05:45.240 --> 00:05:48.880]  所以又是堂兄又是養父
[00:05:48.880 --> 00:05:50.400]  以思帖的時候
[00:05:50.400 --> 00:05:51.120]  以色列國
[00:05:51.120 --> 00:05:52.080]  我們看舊約聖經
[00:05:52.080 --> 00:05:54.280]  以色列國已經亡國了
[00:05:54.280 --> 00:05:56.960]  那些猶太人被迫要離開的國家
[00:05:56.960 --> 00:06:01.480]  散居在當時的波斯帝國的很大的版圖裡面
[00:06:01.480 --> 00:06:03.320]  波斯帝國的皇帝
[00:06:03.320 --> 00:06:05.440]  叫做阿哈徐老王
[00:06:05.440 --> 00:06:08.680]  如果大家看過《戰狼三百》
[00:06:08.680 --> 00:06:11.400]  薛西斯王就是阿哈徐老王
[00:06:11.400 --> 00:06:13.000]  是一個很殘暴
[00:06:13.000 --> 00:06:14.120]  但是很會打仗
[00:06:14.120 --> 00:06:16.440]  打得贏的皇帝
[00:06:16.440 --> 00:06:20.600]  後來阿哈徐老王廢了原本的皇后
[00:06:20.600 --> 00:06:22.320]  就在宮廷選美
[00:06:22.320 --> 00:06:26.720]  選中了以思帖成為他的皇后
[00:06:26.720 --> 00:06:27.760]  我剛才提過
[00:06:27.760 --> 00:06:30.200]  以思帖的養父就是末弟改
[00:06:30.200 --> 00:06:35.080]  末弟改因為不肯向權臣哈曼跪拜
[00:06:35.080 --> 00:06:36.360]  得罪了哈曼
[00:06:36.360 --> 00:06:39.080]  哈曼知道他是猶太人
[00:06:39.080 --> 00:06:41.160]  於是想出了一條毒計
[00:06:41.160 --> 00:06:45.000]  到最後要消滅整個猶太民族
[00:06:45.000 --> 00:06:47.280]  以色列民族
[00:06:47.280 --> 00:06:49.720]  末弟改知道這件事之後就跟以思帖說
[00:06:49.720 --> 00:06:51.080]  這麼大的事
[00:06:51.080 --> 00:06:53.480]  滅族啊!你要做點事了
[00:06:53.480 --> 00:06:59.200]  以思帖就冒死去向阿哈徐老王遊說
[00:06:59.200 --> 00:07:05.720]  結果就是不單止剷除了奸臣哈曼
[00:07:05.720 --> 00:07:11.680]  並且讓猶太人有機會去消滅那些想屠殺他的人
[00:07:11.680 --> 00:07:14.080]  臣究竟藉著以思帖
[00:07:14.080 --> 00:07:16.760]  跟我們今天的朋友們說些什麼呢?
[00:07:16.760 --> 00:07:18.040]  我覺得有兩個訊息
[00:07:18.040 --> 00:07:19.560]  以下時間我想跟大家說
[00:07:19.560 --> 00:07:23.000]  以思帖跟我們今天所說的兩個訊息
[00:07:23.000 --> 00:07:24.200]  第一個訊息是什麼呢?
[00:07:24.200 --> 00:07:25.080]  第一個訊息是
[00:07:25.080 --> 00:07:27.000]  有些時候在我們生命裡面
[00:07:27.000 --> 00:07:29.440]  你覺得神好像不說話
[00:07:29.440 --> 00:07:31.240]  好像沉默一樣
[00:07:31.240 --> 00:07:35.840]  但是不等於我們做一些不合神心意的事
[00:07:35.840 --> 00:07:36.440]  換句話說
[00:07:36.440 --> 00:07:37.560]  神雖然是沉默的
[00:07:37.560 --> 00:07:39.760]  有些時候我們覺得祂是不說話的
[00:07:39.760 --> 00:07:43.760]  但是你千萬不要在你的生命裡面
[00:07:43.760 --> 00:07:45.280]  邀神離開你
[00:07:45.280 --> 00:07:45.800]  換句話說
[00:07:45.800 --> 00:07:50.360]  你不要在你的生命裡面將神趕走
[00:07:50.360 --> 00:07:51.760]  好了
[00:07:51.760 --> 00:07:55.640]  有人說為什麼神沉默呢?
[00:07:55.640 --> 00:07:58.440]  其實我們的神是從來都不沉默的
[00:07:58.440 --> 00:08:00.480]  不過有些時候我們覺得神是沉默的
[00:08:00.480 --> 00:08:01.240]  為什麼呢?
[00:08:01.240 --> 00:08:03.960]  因為世人的心都被這個世界充滿了
[00:08:03.960 --> 00:08:06.000]  我們向這個世界認同
[00:08:06.000 --> 00:08:07.200]  在我們的想法
[00:08:07.200 --> 00:08:09.160]  在我們做事的裡面
[00:08:09.160 --> 00:08:11.280]  神好像不存在
[00:08:11.280 --> 00:08:14.440]  所以不是神不跟我們說話
[00:08:14.440 --> 00:08:16.400]  是我們趕走了祂
[00:08:16.400 --> 00:08:20.080]  有意無意無形中可以趕走祂
[00:08:20.080 --> 00:08:22.240]  我相信在這裡大部份的聖子們
[00:08:22.240 --> 00:08:24.840]  都聽過以思帖的故事
[00:08:24.840 --> 00:08:27.400]  你聽聖經故事的時候
[00:08:27.400 --> 00:08:30.080]  有些人會形容到以思帖
[00:08:30.080 --> 00:08:31.640]  哇!民族女英雄
[00:08:31.640 --> 00:08:33.000]  好氣乾雲
[00:08:33.000 --> 00:08:34.240]  好氣長存
[00:08:34.240 --> 00:08:37.040]  祂拯救了整個以色列民族
[00:08:37.040 --> 00:08:41.280]  但是我們今天再重新再提一次以思帖記
[00:08:41.280 --> 00:08:48.120]  以思帖本來是怎樣的呢?
[00:08:48.120 --> 00:08:50.320]  我們如果看出埃及記
[00:08:50.320 --> 00:08:52.040]  出埃及記的主角是誰?
[00:08:52.040 --> 00:08:53.040]  摩世
[00:08:53.040 --> 00:08:55.760]  摩世本來是埃及的宮廷長大的
[00:08:55.760 --> 00:08:57.840]  但是雖然是這樣
[00:08:57.840 --> 00:09:00.640]  他在心裡面很愛他的民族
[00:09:00.640 --> 00:09:03.520]  以至後期他發現有一個埃及人
[00:09:03.520 --> 00:09:06.720]  在欺負著他的同胞
[00:09:06.720 --> 00:09:08.200]  於是他就出頭了
[00:09:08.200 --> 00:09:09.200]  鬧著鬧著
[00:09:09.200 --> 00:09:12.480]  大家打架就打死了那個埃及人
[00:09:12.480 --> 00:09:14.280]  如果我們看《彈爾里書》
[00:09:14.280 --> 00:09:17.160]  你會發覺彈爾里雖然又是在外地
[00:09:17.160 --> 00:09:18.880]  在那個巴比倫的王朝
[00:09:18.880 --> 00:09:22.800]  他在巴比倫王面前試了
[00:09:22.800 --> 00:09:23.840]  但是猶太人很有趣
[00:09:23.840 --> 00:09:28.360]  他是不希望外邦拜過偶像的食物
[00:09:28.360 --> 00:09:31.040]  那些酒去玷污他自己
[00:09:31.040 --> 00:09:33.680]  但是他就分別為性
[00:09:33.680 --> 00:09:35.480]  他寧願不喝酒
[00:09:35.480 --> 00:09:37.440]  不吃那些營養豐富的食物
[00:09:37.440 --> 00:09:38.840]  他寧願吃素
[00:09:38.840 --> 00:09:40.480]  他寧願喝水
[00:09:40.480 --> 00:09:41.560]  他分別為性
[00:09:41.560 --> 00:09:45.320]  不讓外邦的東西去玷污他自己
[00:09:45.320 --> 00:09:47.040]  這是猶太人的習俗
[00:09:47.040 --> 00:09:48.760]  我們看回以思帖
[00:09:48.760 --> 00:09:54.280]  以思帖因為皇帝廢了之前的皇后
[00:09:54.280 --> 00:09:58.000]  在宮廷搞一個選美會的程序
[00:09:58.000 --> 00:10:01.400]  到最後皇帝就選了她成為皇后
[00:10:01.400 --> 00:10:02.680]  皇帝很開心
[00:10:02.680 --> 00:10:04.680]  大排筵席
[00:10:04.680 --> 00:10:06.720]  你看回整個過程
[00:10:06.720 --> 00:10:09.840]  由選美到選舉成功
[00:10:09.840 --> 00:10:10.640]  選美成功
[00:10:10.640 --> 00:10:12.360]  接著又大排筵席
[00:10:12.360 --> 00:10:17.160]  整個過程都是依照波斯外邦人的文化
[00:10:17.160 --> 00:10:20.640]  很多拜偶像 很多其他儀式習俗
[00:10:20.640 --> 00:10:22.840]  如果看回猶太人的傳統
[00:10:22.840 --> 00:10:24.880]  是得罪神的
[00:10:24.880 --> 00:10:27.560]  但是你看回在聖經裡面
[00:10:27.560 --> 00:10:29.440]  以思帖從來沒有說過話
[00:10:29.440 --> 00:10:31.760]  他依照了一切的程序
[00:10:31.760 --> 00:10:33.960]  無論是外邦的東西
[00:10:33.960 --> 00:10:35.360]  拜過偶像的東西
[00:10:35.360 --> 00:10:38.680]  可能他覺得在聖經裡面不合當時的
[00:10:38.680 --> 00:10:40.160]  聖經的規則也好
[00:10:40.160 --> 00:10:41.800]  他一樣照依從
[00:10:41.800 --> 00:10:43.400]  所以大家可以想像
[00:10:43.400 --> 00:10:46.960]  以思帖其實沒有任何的意圖
[00:10:46.960 --> 00:10:48.160]  去分別為聖
[00:10:48.160 --> 00:10:49.920]  不會因為他的信仰
[00:10:49.920 --> 00:10:51.680]  而說這些我不理會
[00:10:51.680 --> 00:10:52.720]  因為這些都得罪了
[00:10:52.720 --> 00:10:55.760]  他完全沒有這個意圖
[00:10:55.760 --> 00:10:57.320]  沒有這個動機
[00:10:57.320 --> 00:10:59.640]  而且不僅如此
[00:10:59.640 --> 00:11:01.760]  他其實已經完全融入了
[00:11:01.760 --> 00:11:04.280]  波斯外邦的文化
[00:11:04.280 --> 00:11:05.880]  還有最重要的是什麼呢
[00:11:05.880 --> 00:11:07.880]  在聖經裡面沒有一個字
[00:11:07.880 --> 00:11:09.560]  讓我們知道
[00:11:09.560 --> 00:11:12.840]  以思帖是跟他的民族認同的
[00:11:12.840 --> 00:11:14.360]  就是完全沒有這個意圖
[00:11:14.360 --> 00:11:19.280]  後來哈曼因為討厭抹底改
[00:11:19.280 --> 00:11:20.480]  因為討厭猶太人
[00:11:20.480 --> 00:11:24.480]  所以他說服皇帝頒布一個命令
[00:11:24.480 --> 00:11:28.720]  年底我們要全部剷除猶太人
[00:11:28.720 --> 00:11:30.640]  消滅整個民族
[00:11:30.640 --> 00:11:31.440]  這麼大一件事
[00:11:31.440 --> 00:11:32.880]  後來抹底改知道了
[00:11:32.880 --> 00:11:36.000]  就好像我們看舊約
[00:11:36.000 --> 00:11:37.240]  私立衣服
[00:11:37.240 --> 00:11:38.560]  披麻蒙灰
[00:11:38.560 --> 00:11:39.840]  哀傷痛哭
[00:11:39.840 --> 00:11:42.360]  通街走
[00:11:42.360 --> 00:11:45.160]  那麼你記住
[00:11:45.160 --> 00:11:46.920]  以思帖也是猶太人
[00:11:46.920 --> 00:11:47.840]  以思帖怎麼做呢
[00:11:47.840 --> 00:11:48.520]  我們一起看到
[00:11:48.520 --> 00:11:50.680]  以思帖記四章四節
[00:11:50.680 --> 00:11:51.440]  我們一起讀
[00:11:51.440 --> 00:11:52.640]  一二三
[00:11:52.640 --> 00:11:55.800]  皇后以思帖的宮女和太監
[00:11:55.800 --> 00:11:58.760]  來把這件事告訴以思帖
[00:11:58.760 --> 00:12:00.920]  他甚是憂愁
[00:12:00.920 --> 00:12:03.800]  就送衣服給抹底改穿
[00:12:03.800 --> 00:12:05.960]  要他脫下麻衣
[00:12:05.960 --> 00:12:08.360]  他卻不受
[00:12:08.360 --> 00:12:10.240]  以思帖在做什麼呢
[00:12:10.240 --> 00:12:12.560]  現在種族滅絕
[00:12:12.560 --> 00:12:14.360]  種族滅絕
[00:12:14.360 --> 00:12:16.200]  死了很多萬人
[00:12:16.200 --> 00:12:18.640]  你送衣服給抹底改幹什麼呢
[00:12:18.640 --> 00:12:19.240]  幹什麼呢
[00:12:19.240 --> 00:12:20.160]  你想想幹什麼呢
[00:12:20.160 --> 00:12:21.960]  他憂愁究竟憂愁什麼呢
[00:12:21.960 --> 00:12:25.560]  正如你一個很熟悉的朋友
[00:12:25.560 --> 00:12:27.240]  我最近失業了
[00:12:27.240 --> 00:12:28.000]  我三餐不計
[00:12:28.000 --> 00:12:29.000]  連飯都沒得吃
[00:12:29.000 --> 00:12:30.000]  沒錢
[00:12:30.000 --> 00:12:30.880]  很慘
[00:12:30.880 --> 00:12:31.360]  然後他說
[00:12:31.360 --> 00:12:33.520]  不如我們喝一杯慶祝
[00:12:33.520 --> 00:12:35.200]  我們現在拿錢來贈慶
[00:12:35.200 --> 00:12:36.080]  種族滅絕
[00:12:36.080 --> 00:12:37.400]  你送衣服
[00:12:37.400 --> 00:12:39.240]  其實送衣服給抹底改幹什麼呢
[00:12:39.240 --> 00:12:41.960]  他憂愁什麼呢
[00:12:41.960 --> 00:12:43.440]  其實你記住
[00:12:43.440 --> 00:12:45.520]  他跟抹底改說
[00:12:45.520 --> 00:12:47.080]  送衣服給他的意思就是
[00:12:47.080 --> 00:12:49.120]  你不要這麼洋洋的
[00:12:49.120 --> 00:12:50.480]  你又撕裂衣服
[00:12:50.480 --> 00:12:51.600]  又披上蒙灰
[00:12:51.600 --> 00:12:53.160]  又通街哭
[00:12:53.160 --> 00:12:55.280]  你不要這麼高調行不行
[00:12:55.280 --> 00:12:57.680]  其實就是說什麼呢
[00:12:57.680 --> 00:12:59.440]  不要搞事
[00:12:59.440 --> 00:13:01.280]  你不要揚起這些事
[00:13:01.280 --> 00:13:03.520]  不要讓我惹麻煩
[00:13:03.520 --> 00:13:05.160]  其實是這樣的意思
[00:13:05.160 --> 00:13:06.120]  直至後期
[00:13:06.120 --> 00:13:08.080]  跟著抹底改
[00:13:08.080 --> 00:13:09.920]  他就說你做皇后
[00:13:09.920 --> 00:13:11.400]  你做點事吧
[00:13:11.400 --> 00:13:15.040]  你跟皇帝說說吧
[00:13:15.040 --> 00:13:16.000]  求求情吧
[00:13:16.000 --> 00:13:16.800]  接著
[00:13:16.800 --> 00:13:18.280]  耳屎貼馬上關閘
[00:13:18.280 --> 00:13:19.080]  他說什麼呢
[00:13:19.080 --> 00:13:20.880]  不行的
[00:13:20.880 --> 00:13:22.400]  未經批准
[00:13:22.400 --> 00:13:23.680]  去見皇帝
[00:13:23.680 --> 00:13:25.160]  要死的
[00:13:25.160 --> 00:13:26.840]  關閘了
[00:13:26.840 --> 00:13:27.920]  好了
[00:13:27.920 --> 00:13:29.000]  大家
[00:13:29.000 --> 00:13:31.080]  將這些事串在一起
[00:13:31.080 --> 00:13:34.600]  究竟耳屎貼是一個什麼人呢
[00:13:34.600 --> 00:13:37.520]  其實耳屎貼的一舉一動
[00:13:37.520 --> 00:13:40.560]  其實是傳遞一個訊息
[00:13:40.560 --> 00:13:42.520]  我們不要搞那麼多事
[00:13:42.520 --> 00:13:43.920]  不要搞那麼多事
[00:13:43.920 --> 00:13:45.440]  不要那麼麻煩
[00:13:45.440 --> 00:13:47.720]  其實我是一個小女人
[00:13:47.720 --> 00:13:49.320]  安安樂樂
[00:13:49.320 --> 00:13:51.200]  清茶淡飯
[00:13:51.200 --> 00:13:54.120]  讓我無風無浪地做個皇后就算了
[00:13:54.120 --> 00:13:55.840]  你不要搞那麼多事出來
[00:13:55.840 --> 00:13:56.720]  簡單來說
[00:13:56.720 --> 00:13:57.880]  都是四個字
[00:13:57.880 --> 00:14:01.280]  不要搞我
[00:14:01.280 --> 00:14:03.920]  請知道可能在我們人生裡面
[00:14:03.920 --> 00:14:06.680]  都無數次跟神說
[00:14:06.680 --> 00:14:09.240]  不要搞我
[00:14:09.240 --> 00:14:10.920]  可能在我們
[00:14:10.920 --> 00:14:14.400]  我們信耶穌不單是在心裡面相信
[00:14:14.400 --> 00:14:15.920]  在《雅各書》說
[00:14:15.920 --> 00:14:17.520]  我們的信心
[00:14:17.520 --> 00:14:21.000]  是要有行為見證的
[00:14:21.000 --> 00:14:23.480]  這個是我們的信仰
[00:14:23.480 --> 00:14:24.200]  所以很多時候
[00:14:24.200 --> 00:14:25.840]  當我們活出信仰的時候
[00:14:25.840 --> 00:14:27.320]  可能有些時候
[00:14:27.320 --> 00:14:29.040]  麻煩了
[00:14:29.040 --> 00:14:30.400]  你想想你關心別人
[00:14:30.400 --> 00:14:31.600]  見到別人的需要
[00:14:31.600 --> 00:14:33.120]  你明明很忙
[00:14:33.120 --> 00:14:35.640]  你可能麻煩了
[00:14:35.640 --> 00:14:37.720]  做得有困難的時候
[00:14:37.720 --> 00:14:40.560]  我用一個時間跟他聊天
[00:14:40.560 --> 00:14:42.640]  可能你麻煩了
[00:14:42.640 --> 00:14:46.440]  你去邀請別人回教會
[00:14:46.440 --> 00:14:48.040]  跟他吃飯
[00:14:48.040 --> 00:14:50.800]  你跟他互動
[00:14:50.800 --> 00:14:53.200]  可能你麻煩了
[00:14:53.200 --> 00:14:56.560]  可能你去服侍別人
[00:14:56.560 --> 00:14:57.200]  你去傳福音
[00:14:57.200 --> 00:14:59.040]  去教會的活動
[00:14:59.040 --> 00:15:00.960]  他出去那一陣子很忙
[00:15:00.960 --> 00:15:02.520]  你可能麻煩了
[00:15:02.520 --> 00:15:06.080]  但你會不會跟神說別人不要搞我
[00:15:06.080 --> 00:15:11.560]  你可能要去參與禱告服侍
[00:15:11.560 --> 00:15:14.560]  為有需要的人祈禱
[00:15:14.560 --> 00:15:16.800]  可能你又麻煩了
[00:15:16.800 --> 00:15:19.800]  你會不會跟神說別人不要搞我
[00:15:19.800 --> 00:15:23.280]  或者可能神在金錢上面
[00:15:23.280 --> 00:15:25.560]  讓我們要學習信心
[00:15:25.560 --> 00:15:27.240]  可能又是麻煩了
[00:15:27.240 --> 00:15:29.320]  你會不會跟神說別人不要搞我
[00:15:29.320 --> 00:15:33.600]  等於我們不斷地跟神說別人不要搞我
[00:15:33.600 --> 00:15:36.040]  其實帶來一些影響
[00:15:36.040 --> 00:15:38.400]  神從來都不會沉默的
[00:15:38.400 --> 00:15:40.760]  但是當我們在人生裡面
[00:15:40.760 --> 00:15:43.520]  不斷地跟神說別人不要搞我的時候
[00:15:43.520 --> 00:15:45.040]  其實我們變相
[00:15:45.040 --> 00:15:48.760]  將神從我們生命裡面趕走
[00:15:48.760 --> 00:15:50.040]  神不是沉默的
[00:15:50.040 --> 00:15:52.600]  可能我們的行動不斷地說
[00:15:52.600 --> 00:15:54.480]  別人不要搞我
[00:15:54.480 --> 00:15:56.960]  就讓神離開了我們
[00:15:56.960 --> 00:15:58.640]  是我們有意無意
[00:15:58.640 --> 00:16:00.240]  叫神收聲
[00:16:00.240 --> 00:16:02.600]  等待今天神提醒我們
[00:16:02.600 --> 00:16:06.320]  我們怎樣去回應神呢
[00:16:06.320 --> 00:16:08.680]  末底改怎樣跟以私帖說
[00:16:08.680 --> 00:16:10.320]  我們一起看下去
[00:16:10.320 --> 00:16:11.840]  末底改怎樣跟以私帖說呢
[00:16:11.840 --> 00:16:13.400]  四章十三節
[00:16:13.400 --> 00:16:14.280]  等待節目我們一起讀
[00:16:14.280 --> 00:16:15.640]  一二三
[00:16:15.640 --> 00:16:19.800]  末底改託人回覆以私帖說
[00:16:19.800 --> 00:16:24.160]  你莫想在皇宮裡強過一切猶大人
[00:16:24.160 --> 00:16:26.280]  得勉者和
[00:16:26.280 --> 00:16:27.360]  末底改說什麼
[00:16:27.360 --> 00:16:28.160]  你不要想著
[00:16:28.160 --> 00:16:30.120]  你躲在皇宮裡
[00:16:30.120 --> 00:16:31.240]  什麼都不管
[00:16:31.240 --> 00:16:33.800]  就可以獨善其身
[00:16:33.800 --> 00:16:36.080]  其實神的計劃是全人類
[00:16:36.080 --> 00:16:37.160]  是每一個人的
[00:16:37.160 --> 00:16:39.320]  沒有一個人說不關我的事
[00:16:39.320 --> 00:16:41.680]  沒有一個人可以說不搞我的
[00:16:41.680 --> 00:16:43.040]  不要搞我的
[00:16:43.040 --> 00:16:44.360]  那麼
[00:16:44.360 --> 00:16:46.080]  當然了
[00:16:46.080 --> 00:16:47.600]  神呼召我們每一個人
[00:16:47.600 --> 00:16:50.320]  是所有的人都參與的計劃
[00:16:50.320 --> 00:16:51.880]  當然人是有自由的
[00:16:51.880 --> 00:16:54.120]  你可以跟神說我不參與
