
[00:00:00.000 --> 00:00:05.000]  今天的主題其實是聖誕 聖誕節
[00:05:01.000 --> 00:05:03.000]  是一定不可以失去的
[00:05:03.000 --> 00:05:07.000]  在你的程序表裡我寫了三樣東西
[00:05:08.000 --> 00:05:09.000]  三樣東西最可貴
[00:05:09.000 --> 00:05:11.000]  就是當你失去的時候
[00:05:11.000 --> 00:05:13.000]  你覺得最寶貴的
[00:05:13.000 --> 00:05:15.000]  第一是人生很需要歸屬感
[00:05:15.000 --> 00:05:17.000]  我受傷的時候
[00:05:17.000 --> 00:05:19.000]  我看眼科的時候
[00:05:19.000 --> 00:05:22.000]  當我跟家人說我有遺傳病
[00:05:22.000 --> 00:05:25.000]  我父母當我十五歲受傷的時候
[00:05:25.000 --> 00:05:29.000]  他們已經有內疚和很大打擊
[00:05:29.000 --> 00:05:31.000]  到我二十幾歲
[00:05:31.000 --> 00:05:34.000]  我跟他們說我的病是遺傳病
[00:05:34.000 --> 00:05:36.000]  我媽媽就很難過
[00:05:37.000 --> 00:05:38.000]  我這個病是媽媽遺傳
[00:05:38.000 --> 00:05:40.000]  我爸爸就
[00:05:40.000 --> 00:05:44.000]  我起初媽媽問我是否與他有關
[00:05:44.000 --> 00:05:46.000]  我不想我媽媽傷心
[00:05:46.000 --> 00:05:48.000]  我就說媽媽其實與你無關
[00:05:48.000 --> 00:05:50.000]  我爸爸就說與媽媽無關
[00:05:50.000 --> 00:05:52.000]  即是與我無關
[00:05:52.000 --> 00:05:54.000]  我爸爸就有些
[00:05:54.000 --> 00:05:56.000]  我爸爸都會哭的
[00:05:56.000 --> 00:05:59.000]  他有時都會感動地哭
[00:05:59.000 --> 00:06:01.000]  他又眼濕濕
[00:06:01.000 --> 00:06:04.000]  我就用我的小聰明去安慰他
[00:06:04.000 --> 00:06:06.000]  我說其實與你們無關
[00:06:07.000 --> 00:06:09.000]  我心裡很清楚的診斷
[00:06:09.000 --> 00:06:11.000]  其實就是
[00:06:11.000 --> 00:06:13.000]  「阿婆」有些字
[00:06:13.000 --> 00:06:15.000]  我一口推上了一代
[00:06:15.000 --> 00:06:17.000]  不過其實與老婆無關
[00:06:17.000 --> 00:06:19.000]  應該是阿婆的阿婆
[00:06:19.000 --> 00:06:21.000]  上幾代的字是遺傳
[00:06:21.000 --> 00:06:23.000]  上一手業主帶下來的
[00:06:23.000 --> 00:06:26.000]  所以都不告我情見
[00:06:26.000 --> 00:06:30.000]  我就跟他說最重要不是誰遺傳病
[00:06:30.000 --> 00:06:33.000]  最重要是現在我活得好不好
[00:06:33.000 --> 00:06:35.000]  所以我發覺當我右手受傷
[00:06:36.000 --> 00:06:37.000]  我住醫院的時候
[00:06:37.000 --> 00:06:39.000]  我父母每天都來探望我
[00:06:39.000 --> 00:06:41.000]  我兩個哥哥
[00:06:41.000 --> 00:06:43.000]  我的同學 我的老師 我的朋友
[00:06:43.000 --> 00:06:45.000]  那些護士很多人關心
[00:06:45.000 --> 00:06:48.000]  我發覺人生最值得我擁有的
[00:06:48.000 --> 00:06:50.000]  就是有一種歸屬感
[00:06:50.000 --> 00:06:52.000]  我有所屬
[00:06:52.000 --> 00:06:54.000]  我有些人是會記掛我
[00:06:54.000 --> 00:06:58.000]  就算我地震倒了 失了蹤
[00:06:58.000 --> 00:07:00.000]  他們不會放棄去找我的
[00:07:00.000 --> 00:07:02.000]  這個就是生命的歸屬感
[00:07:02.000 --> 00:07:04.000]  我一路成長
[00:07:05.000 --> 00:07:06.000]  我成長到現在
[00:07:06.000 --> 00:07:08.000]  能夠成為我們有歸屬感的
[00:07:08.000 --> 00:07:10.000]  親人我們不多不少
[00:07:10.000 --> 00:07:12.000]  有朋友都有
[00:07:12.000 --> 00:07:14.000]  真是建立到歸屬感
[00:07:14.000 --> 00:07:16.000]  要符合一個很主要的條件
[00:07:16.000 --> 00:07:18.000]  就是在那個關係裏面
[00:07:18.000 --> 00:07:20.000]  你可以有give and take
[00:07:20.000 --> 00:07:22.000]  你可以有付出和得到
[00:07:22.000 --> 00:07:24.000]  可以愛與被愛
[00:07:24.000 --> 00:07:26.000]  但能夠符合到這些人選
[00:07:26.000 --> 00:07:28.000]  我又愛他 他又愛我
[00:07:28.000 --> 00:07:30.000]  那種彼此相愛的關係
[00:07:30.000 --> 00:07:32.000]  這種特別的關係
[00:07:32.000 --> 00:07:34.000]  要符合四個原則
[00:07:35.000 --> 00:07:36.000]  第一 一個人要明白你
[00:07:36.000 --> 00:07:38.000]  如果他不明白你
[00:07:38.000 --> 00:07:40.000]  你很難跟他彼此相愛
[00:07:40.000 --> 00:07:42.000]  相不相識 愛甚麼呢
[00:07:42.000 --> 00:07:44.000]  是不是 嚇到人
[00:07:44.000 --> 00:07:47.000]  第二 他不單止明白你
[00:07:47.000 --> 00:07:49.000]  他還接納你
[00:07:49.000 --> 00:07:51.000]  你知道這個世界
[00:07:51.000 --> 00:07:53.000]  明白你很多人
[00:07:53.000 --> 00:07:55.000]  明白你然後不接納你
[00:07:55.000 --> 00:07:57.000]  也有很多人
[00:07:57.000 --> 00:07:59.000]  你知道自己是甚麼人
[00:07:59.000 --> 00:08:01.000]  有些人接納你 有些人不接納你
[00:08:01.000 --> 00:08:03.000]  但明白你的好事和壞事
[00:08:04.000 --> 00:08:05.000]  那些就是愛
[00:08:05.000 --> 00:08:07.000]  有誰像家人或老友
[00:08:07.000 --> 00:08:09.000]  他不單止明白你
[00:08:09.000 --> 00:08:11.000]  認識你 他還接納你
[00:08:11.000 --> 00:08:13.000]  第三 可以互相倚靠
[00:08:13.000 --> 00:08:15.000]  我可以倚靠他
[00:08:15.000 --> 00:08:17.000]  他又可以倚靠我
[00:08:17.000 --> 00:08:19.000]  這些就真是有歸屬感
[00:08:19.000 --> 00:08:21.000]  我不覺得孤單
[00:08:21.000 --> 00:08:23.000]  因為有這些關係
[00:08:23.000 --> 00:08:25.000]  但更難的是他不會離開我
[00:08:25.000 --> 00:08:27.000]  有哪個世界上的人
[00:08:27.000 --> 00:08:29.000]  他不會離開我呢
[00:08:29.000 --> 00:08:31.000]  但我在信耶穌裏面
[00:08:31.000 --> 00:08:33.000]  我感受到第一個生命的豐盛
[00:08:34.000 --> 00:08:35.000]  就是有這麼深的歸屬感
[00:08:35.000 --> 00:08:37.000]  他明白我
[00:08:37.000 --> 00:08:39.000]  他接納我
[00:08:39.000 --> 00:08:41.000]  你知道我失明之後
[00:08:41.000 --> 00:08:43.000]  我失業了
[00:08:43.000 --> 00:08:55.000]  其實是很多年前了
[00:08:55.000 --> 00:08:57.000]  我還有感動
[00:09:05.000 --> 00:09:06.000]  是的
[00:09:06.000 --> 00:09:09.000]  那時我記得我失業
[00:09:09.000 --> 00:09:19.000]  我感受到被接納
[00:09:19.000 --> 00:09:24.000]  我家裏
[00:09:35.000 --> 00:09:36.000]  好
[00:09:36.000 --> 00:09:41.000]  要冷靜一點
[00:09:41.000 --> 00:09:44.000]  好
[00:09:44.000 --> 00:09:46.000]  你知道嗎
[00:09:46.000 --> 00:09:48.000]  當你覺得自己不行的時候
[00:09:48.000 --> 00:09:50.000]  原來你
[00:09:50.000 --> 00:09:53.000]  沒有想到
[00:09:53.000 --> 00:09:56.000]  你看回頭
[00:09:56.000 --> 00:09:58.000]  有很多人
[00:09:58.000 --> 00:10:00.000]  真的接納你
[00:10:00.000 --> 00:10:03.000]  我又賺不到錢
[00:10:04.000 --> 00:10:05.000]  失業了
[00:10:05.000 --> 00:10:19.000]  誰來的
[00:10:19.000 --> 00:10:30.000]  好
[00:10:30.000 --> 00:10:32.000]  所以你明白
[00:10:33.000 --> 00:10:34.000]  人接納是多麼偉大
[00:10:34.000 --> 00:10:37.000]  所以就在裏面
[00:10:37.000 --> 00:10:39.000]  感受到那份愛
[00:10:39.000 --> 00:10:41.000]  人生如果沒有歸屬感
[00:10:41.000 --> 00:10:43.000]  就是
[00:10:43.000 --> 00:10:45.000]  有時你都覺得
[00:10:45.000 --> 00:10:47.000]  自己不太接納自己
[00:10:47.000 --> 00:10:49.000]  那你發覺
[00:10:49.000 --> 00:10:51.000]  有人很接納你
[00:10:51.000 --> 00:10:55.000]  不止
[00:10:55.000 --> 00:10:57.000]  他就可以成為你的依靠
[00:10:57.000 --> 00:10:59.000]  和不會離開你
[00:10:59.000 --> 00:11:02.000]  我認識很多盲人
[00:11:03.000 --> 00:11:04.000]  他們失明
[00:11:04.000 --> 00:11:06.000]  我認識一個
[00:11:06.000 --> 00:11:08.000]  叫林
[00:11:08.000 --> 00:11:10.000]  他八歲
[00:11:10.000 --> 00:11:12.000]  病了失明
[00:11:12.000 --> 00:11:14.000]  十一歲
[00:11:14.000 --> 00:11:16.000]  他父母在香港帶他上廣州孤兒院
[00:11:16.000 --> 00:11:18.000]  放下了
[00:11:18.000 --> 00:11:20.000]  就沒有再回來
[00:11:20.000 --> 00:11:22.000]  你知道嗎
[00:11:22.000 --> 00:11:24.000]  我認識很多這些朋友
[00:11:24.000 --> 00:11:27.000]  因為他的病
[00:11:27.000 --> 00:11:30.000]  被遺棄
[00:11:34.000 --> 00:11:35.000]  所以第一個
[00:11:35.000 --> 00:11:37.000]  我覺得人生不可以失去的
[00:11:37.000 --> 00:11:39.000]  就是歸屬感
[00:11:39.000 --> 00:11:41.000]  我接納了之後
[00:11:41.000 --> 00:11:43.000]  不單止身邊的人
[00:11:43.000 --> 00:11:45.000]  給我有歸屬感
[00:11:45.000 --> 00:11:47.000]  即是那些人沒有放棄我
[00:11:47.000 --> 00:11:49.000]  我發覺很難得的
[00:11:49.000 --> 00:11:51.000]  這個世界哪有無條件的愛
[00:11:51.000 --> 00:11:53.000]  原來除了親人之外
[00:11:53.000 --> 00:11:55.000]  我在教會認識的基督徒
[00:11:55.000 --> 00:11:57.000]  都有的
[00:11:57.000 --> 00:11:59.000]  這是第一
[00:11:59.000 --> 00:12:01.000]  人生有人明白我
[00:12:02.000 --> 00:12:03.000]  有人接納我
[00:12:03.000 --> 00:12:05.000]  可以成為我的依靠
[00:12:05.000 --> 00:12:07.000]  還不會離開我
[00:12:07.000 --> 00:12:09.000]  我信的神不會離開我
[00:12:09.000 --> 00:12:11.000]  特別我失明那段日子
[00:12:11.000 --> 00:12:13.000]  我要一個人面對生活
[00:12:13.000 --> 00:12:15.000]  出街
[00:12:15.000 --> 00:12:17.000]  我越體會這個神
[00:12:17.000 --> 00:12:19.000]  這個信仰
[00:12:19.000 --> 00:12:21.000]  越真實
[00:12:21.000 --> 00:12:23.000]  人生第二個
[00:12:23.000 --> 00:12:25.000]  我們不可以失去的
[00:12:25.000 --> 00:12:27.000]  就是滿足感
[00:12:27.000 --> 00:12:29.000]  你知道有些人經常打遊戲機
[00:12:29.000 --> 00:12:31.000]  其實沒什麼
[00:12:32.000 --> 00:12:33.000]  有些人上班
[00:12:33.000 --> 00:12:35.000]  人生沒什麼
[00:12:35.000 --> 00:12:37.000]  會得到很多滿足
[00:12:37.000 --> 00:12:39.000]  如果不是上YouTube
[00:12:39.000 --> 00:12:41.000]  看電影聽歌
[00:12:41.000 --> 00:12:43.000]  搞笑
[00:12:43.000 --> 00:12:45.000]  去一百無
[00:12:45.000 --> 00:12:47.000]  和人在網上吵架
[00:12:47.000 --> 00:12:49.000]  人生很悶
[00:12:49.000 --> 00:12:51.000]  不吵架哪有滿足感
[00:12:51.000 --> 00:12:53.000]  所以可能上大廈
[00:12:53.000 --> 00:12:55.000]  扔錢下來
[00:12:55.000 --> 00:12:57.000]  街拍錢
[00:12:57.000 --> 00:12:59.000]  浪費幾萬
[00:13:00.000 --> 00:13:02.000]  但你知道人生有些空虛
[00:13:02.000 --> 00:13:04.000]  就算很有錢
[00:13:04.000 --> 00:13:06.000]  也不滿足
[00:13:06.000 --> 00:13:09.000]  我之前在不同場合提過
[00:13:09.000 --> 00:13:11.000]  我認識一個人
[00:13:11.000 --> 00:13:13.000]  他以前有幾億身家
[00:13:13.000 --> 00:13:15.000]  97年一次金融風暴
[00:13:15.000 --> 00:13:17.000]  資金鏈斷裂
[00:13:17.000 --> 00:13:19.000]  輸光了錢
[00:13:19.000 --> 00:13:21.000]  破產
[00:13:21.000 --> 00:13:23.000]  最後剩下老婆和司機
[00:13:23.000 --> 00:13:25.000]  老婆真厲害
[00:13:25.000 --> 00:13:27.000]  在花田還有兩層樓
[00:13:27.000 --> 00:13:29.000]  富豪花園
[00:13:30.000 --> 00:13:31.000]  拿了二百多萬
[00:13:31.000 --> 00:13:33.000]  當時極現金
[00:13:33.000 --> 00:13:36.000]  住了一層八百呎的樓
[00:13:36.000 --> 00:13:39.000]  他跟我說這是他人生的低谷
[00:13:39.000 --> 00:13:41.000]  低谷
[00:13:41.000 --> 00:13:43.000]  我們以為我小肚子
[00:13:43.000 --> 00:13:45.000]  一間八百多呎的樓
[00:13:45.000 --> 00:13:47.000]  拿著二百萬現金
[00:13:47.000 --> 00:13:49.000]  高峰
[00:13:49.000 --> 00:13:51.000]  他就是低谷
[00:13:51.000 --> 00:13:53.000]  他後來又翻身
[00:13:53.000 --> 00:13:55.000]  又賺很多錢
[00:13:55.000 --> 00:13:57.000]  但是他發覺
[00:13:57.000 --> 00:13:59.000]  生命沒滿足
[00:14:00.000 --> 00:14:01.000]  我們認識很多很有錢的人
[00:14:01.000 --> 00:14:03.000]  或者你在網上看到
[00:14:03.000 --> 00:14:05.000]  那些有錢人
[00:14:05.000 --> 00:14:07.000]  沒腦力的財富
[00:14:07.000 --> 00:14:09.000]  甘地說是
[00:14:09.000 --> 00:14:11.000]  其中人的一種罪
[00:14:11.000 --> 00:14:13.000]  很多人太有錢
[00:14:13.000 --> 00:14:15.000]  有錢到他體會到
[00:14:15.000 --> 00:14:17.000]  你擁有很多東西
[00:14:17.000 --> 00:14:19.000]  其實都是不外如是
[00:14:19.000 --> 00:14:21.000]  這種就是人生很大的空虛
[00:14:21.000 --> 00:14:23.000]  我們今天說
[00:14:23.000 --> 00:14:25.000]  信耶穌為我們帶來生命
[00:14:25.000 --> 00:14:27.000]  真正的滿足
[00:14:28.000 --> 00:14:30.000]  很厲害的人 或者很普通人
[00:14:30.000 --> 00:14:32.000]  不同階層的人都經歷
[00:14:32.000 --> 00:14:34.000]  原來人生有三種空虛
[00:14:34.000 --> 00:14:36.000]  第一種就是你想得的東西得不到
[00:14:36.000 --> 00:14:38.000]  求之不得
[00:14:38.000 --> 00:14:40.000]  第二種就是
[00:14:40.000 --> 00:14:42.000]  你擁有的東西失去
[00:14:42.000 --> 00:14:44.000]  好像我一樣有健康
[00:14:44.000 --> 00:14:46.000]  原本有正常的事歷
[00:14:46.000 --> 00:14:48.000]  我二十歲之前都看得很清楚
[00:14:48.000 --> 00:14:50.000]  二十歲之後一路倒退
[00:14:50.000 --> 00:14:52.000]  到十幾年之後完全失明
[00:14:52.000 --> 00:14:54.000]  我們有十隻手指
[00:14:54.000 --> 00:14:56.000]  因為意外沒有了
[00:14:57.000 --> 00:14:58.000]  這些寶貴的東西
[00:14:58.000 --> 00:15:00.000]  或者失去親人
[00:15:00.000 --> 00:15:02.000]  失去健康
[00:15:02.000 --> 00:15:04.000]  關係破裂 婚姻破裂
[00:15:04.000 --> 00:15:06.000]  這些就是人生第二種
[00:15:06.000 --> 00:15:08.000]  第三種就是我剛才說
[00:15:08.000 --> 00:15:10.000]  就算你人生順境也好
[00:15:10.000 --> 00:15:12.000]  其實沒有滿足的
[00:15:12.000 --> 00:15:14.000]  很多富豪
[00:15:14.000 --> 00:15:16.000]  很多很受人歡迎
[00:15:16.000 --> 00:15:18.000]  很受人愛戴
[00:15:18.000 --> 00:15:20.000]  沒有人覺得他人生缺少什麼
[00:15:20.000 --> 00:15:22.000]  就是缺少了一樣
[00:15:22.000 --> 00:15:24.000]  沒有真正的滿足
[00:15:24.000 --> 00:15:26.000]  很多東西填滿我們的心靈
[00:15:27.000 --> 00:15:28.000]  神創造了一個空隙
[00:15:28.000 --> 00:15:30.000]  是沒有東西可以填滿
[00:15:30.000 --> 00:15:33.000]  這個空隙好像一個圓形
[00:15:33.000 --> 00:15:35.000]  我們生命裏面
[00:15:35.000 --> 00:15:37.000]  放了一些四方 三角形
[00:15:37.000 --> 00:15:39.000]  填滿了一些
[00:15:39.000 --> 00:15:41.000]  但永遠都填不滿
[00:15:41.000 --> 00:15:43.000]  因為你想想
[00:15:43.000 --> 00:15:45.000]  其實只有神
[00:15:45.000 --> 00:15:47.000]  只有造物主創造我們才填滿
[00:15:47.000 --> 00:15:49.000]  就算你婚姻多愉快
[00:15:49.000 --> 00:15:51.000]  你有多少兒女多聽話
[00:15:51.000 --> 00:15:53.000]  其實最終人生都填不滿
[00:15:55.000 --> 00:15:59.000]  第二個就是人生很需要真正的滿足感
[00:15:59.000 --> 00:16:01.000]  是神才填滿
[00:16:01.000 --> 00:16:03.000]  我們見過很多
[00:16:03.000 --> 00:16:05.000]  我特別見過一個人
[00:16:05.000 --> 00:16:09.000]  他去醫院探望他
[00:16:09.000 --> 00:16:11.000]  快要病死的女兒
[00:16:11.000 --> 00:16:14.000]  十七歲 十六七歲的女兒
[00:16:14.000 --> 00:16:16.000]  患了末期癌症
[00:16:16.000 --> 00:16:19.000]  他女兒病之前已經信耶穌
[00:16:19.000 --> 00:16:22.000]  女兒在病床裏跟他傳福音
[00:16:23.000 --> 00:16:25.000]  叫他勸爸爸信耶穌
[00:16:25.000 --> 00:16:29.000]  你信耶穌將來就在天堂見他
[00:16:29.000 --> 00:16:33.000]  後來爸爸真的憑信心去信耶穌
[00:16:33.000 --> 00:16:35.000]  女兒見到他信耶穌
[00:16:35.000 --> 00:16:37.000]  展開笑容
[00:16:37.000 --> 00:16:39.000]  爸爸到現在還記得
[00:16:39.000 --> 00:16:42.000]  他說他沒有見過癌症病人受得很厲害
[00:16:42.000 --> 00:16:45.000]  笑容是這麼美好 這麼燦爛
[00:16:45.000 --> 00:16:47.000]  他覺得他真的
[00:16:47.000 --> 00:16:49.000]  雖然病到快要死
[00:16:49.000 --> 00:16:52.000]  他真的從心裏有一份滿足感
[00:16:53.000 --> 00:16:54.000]  一份喜樂出來
[00:16:54.000 --> 00:16:56.000]  見到爸爸肯信耶穌
[00:16:56.000 --> 00:17:00.000]  他便看到原來真正的滿足不是無病無災
[00:17:00.000 --> 00:17:04.000]  真正的滿足是真的找到永恆的真愛
[00:17:04.000 --> 00:17:07.000]  找到永恆那份滿足感
[00:17:07.000 --> 00:17:09.000]  是神才填滿
[00:17:09.000 --> 00:17:12.000]  第三樣我相信人生不可以缺少的
[00:17:12.000 --> 00:17:15.000]  就是對未來有盼望感
[00:17:15.000 --> 00:17:17.000]  人生有兩個恐懼
[00:17:17.000 --> 00:17:19.000]  第一個恐懼就是我這種
[00:17:19.000 --> 00:17:21.000]  遇到困難 怕解決不來
[00:17:22.000 --> 00:17:23.000]  怕最後不行
[00:17:23.000 --> 00:17:25.000]  人生第二種恐懼就是
[00:17:25.000 --> 00:17:27.000]  我現在已經過得很美好
[00:17:27.000 --> 00:17:29.000]  太美好了
[00:17:29.000 --> 00:17:31.000]  我怕什麼
[00:17:31.000 --> 00:17:33.000]  我怕失去現在的東西
[00:17:33.000 --> 00:17:35.000]  我很怕我失去
[00:17:35.000 --> 00:17:37.000]  所以你知道有些人問
[00:17:37.000 --> 00:17:39.000]  阿全你多開心
[00:17:39.000 --> 00:17:41.000]  如果你沒有老婆
[00:17:41.000 --> 00:17:43.000]  你會怎樣
[00:17:43.000 --> 00:17:45.000]  不要說這些吧
[00:17:45.000 --> 00:17:47.000]  都很嚴重的
[00:17:47.000 --> 00:17:49.000]  如果你生命最好
[00:17:49.000 --> 00:17:51.000]  現在很美好
[00:17:52.000 --> 00:17:53.000]  很多好的東西失去
[00:17:53.000 --> 00:17:55.000]  我們人就是怕
[00:17:55.000 --> 00:17:57.000]  但最未來的幸福有把握
[00:17:57.000 --> 00:17:59.000]  聖經說
[00:17:59.000 --> 00:18:01.000]  神從來在聖經裡面
[00:18:01.000 --> 00:18:03.000]  說過很多的預言
[00:18:03.000 --> 00:18:05.000]  今天我們基督徒有盼望
[00:18:05.000 --> 00:18:07.000]  其實我們基督徒有盼望
[00:18:07.000 --> 00:18:09.000]  去到一個地步我們連死都不怕
[00:18:09.000 --> 00:18:11.000]  因為聖經說了神應許的說話
[00:18:11.000 --> 00:18:13.000]  全部都會應現
[00:18:13.000 --> 00:18:15.000]  包括我們人會死而復活
[00:18:15.000 --> 00:18:18.000]  今天在聖經裡面記載了很多經文
[00:18:18.000 --> 00:18:20.000]  是關於神的應許
[00:18:21.000 --> 00:18:22.000]  包括很多預言
[00:18:22.000 --> 00:18:24.000]  一一都實現
[00:18:24.000 --> 00:18:26.000]  所以今天我們看到耶穌基督
[00:18:26.000 --> 00:18:28.000]  祂沒有寫過那本書
[00:18:28.000 --> 00:18:30.000]  全世界上有最多人寫關於
[00:18:30.000 --> 00:18:32.000]  耶穌的事蹟
[00:18:32.000 --> 00:18:34.000]  耶穌基督沒有寫過一首詩歌
[00:18:34.000 --> 00:18:36.000]  世界上有最多的詩歌
[00:18:36.000 --> 00:18:38.000]  寫來去讚美
[00:18:38.000 --> 00:18:40.000]  頌唱祂
[00:18:40.000 --> 00:18:42.000]  耶穌基督祂沒有
[00:18:42.000 --> 00:18:44.000]  拍過一張相或者畫過一幅畫
[00:18:44.000 --> 00:18:46.000]  世界上祂有最多藝術家
[00:18:46.000 --> 00:18:48.000]  去創作關於祂的形象
[00:18:48.000 --> 00:18:50.000]  祂的image
[00:18:51.000 --> 00:18:52.000]  影響這個世界
[00:18:52.000 --> 00:18:54.000]  很特別
[00:18:54.000 --> 00:18:56.000]  祂講的是一個十字架無條件的愛
[00:18:56.000 --> 00:18:59.000]  對未來有把握
[00:18:59.000 --> 00:19:02.000]  所以我們基督徒通常不怕死
[00:19:02.000 --> 00:19:04.000]  我們只怕痛
