
[00:00:00.000 --> 00:00:05.060]  在基督教界裡面,香港發生了一件大事
[00:04:57.700 --> 00:04:59.440]  經歷聖靈
[00:04:59.440 --> 00:05:03.520]  應該三月初剛剛洗了離
[00:05:03.520 --> 00:05:07.100]  為什麼他會信耶穌呢
[00:05:07.100 --> 00:05:09.040]  原因很多
[00:05:09.040 --> 00:05:13.480]  但其中一個接觸點是非常重要的
[00:05:13.480 --> 00:05:16.120]  他自己說他54歲了
[00:05:16.120 --> 00:05:19.900]  他說之前幾十年根本是不會想信耶穌的
[00:05:19.900 --> 00:05:23.120]  是想風水那些,怎麼賺錢之類的
[00:05:23.120 --> 00:05:26.500]  他的衣缽是由他爸爸傳下來給他的
[00:05:26.500 --> 00:05:29.300]  所以信耶穌之後都要斬斷很多這些東西
[00:05:29.300 --> 00:05:32.100]  叫他的兒子都不要做這些東西
[00:05:32.100 --> 00:05:36.000]  那什麼東西令他會想起神呢
[00:05:36.000 --> 00:05:37.860]  大家剛才一路聽他的經歷
[00:05:37.860 --> 00:05:41.140]  最初最初那一點是什麼
[00:05:41.140 --> 00:05:44.040]  就是有個人
[00:05:44.040 --> 00:05:48.240]  有個信徒送一本聖經給他
[00:05:48.240 --> 00:05:49.660]  照我們所知就是這樣
[00:05:49.660 --> 00:05:51.200]  當然還有可能是其他的
[00:05:51.200 --> 00:05:55.440]  就是送那本聖經給他
[00:05:55.440 --> 00:05:58.980]  而且我相信是法治、愛心、憐恩
[00:05:58.980 --> 00:06:03.300]  如果不是不會送他那本十幾二十年的聖經給他
[00:06:03.300 --> 00:06:06.780]  我就發現原來我們基督徒
[00:06:06.780 --> 00:06:09.320]  一個舉動
[00:06:09.320 --> 00:06:13.680]  一個可能是憐恩、基於愛人的舉動
[00:06:13.680 --> 00:06:16.680]  原來是神可以藉著這個舉動
[00:06:16.680 --> 00:06:21.340]  是產生一個很大的能力的
[00:06:21.340 --> 00:06:23.760]  為什麼要神藉著那個人送一本聖經給他
[00:06:23.760 --> 00:06:26.440]  然後他才覺得麻痹,不能動呢
[00:06:26.440 --> 00:06:29.360]  神其實可以好像呼召保羅一樣
[00:06:29.360 --> 00:06:31.360]  陳近聰,女帝
[00:06:31.360 --> 00:06:33.320]  然後接著我要呼召你
[00:06:33.320 --> 00:06:34.880]  離開這個偶像
[00:06:34.880 --> 00:06:36.680]  那就搞定了
[00:06:36.680 --> 00:06:38.120]  聖經都有這個例子
[00:06:38.120 --> 00:06:41.980]  保羅,使徒保羅都是這樣被呼召的
[00:06:41.980 --> 00:06:43.900]  但是神不用這種方法
[00:06:43.900 --> 00:06:46.880]  來讓陳近聰認識主
[00:06:46.880 --> 00:06:48.100]  是反而用
[00:06:48.100 --> 00:06:49.060]  不是反而
[00:06:49.060 --> 00:06:51.700]  其實普遍上神都是用什麼
[00:06:51.700 --> 00:06:56.740]  用你跟我一些舉動
[00:06:56.740 --> 00:06:58.460]  憐恩人的舉動
[00:06:58.460 --> 00:07:01.660]  或者對人是很想人認識神的舉動
[00:07:01.660 --> 00:07:03.500]  無論什麼舉動
[00:07:03.500 --> 00:07:06.860]  神原來會工作的
[00:07:06.860 --> 00:07:09.060]  當你的舉動一出
[00:07:09.060 --> 00:07:11.300]  其實很重要的
[00:07:11.300 --> 00:07:13.540]  創造了一個空間
[00:07:13.540 --> 00:07:16.940]  在一些未信耶穌的人的思想裡面
[00:07:16.940 --> 00:07:18.500]  不知怎樣
[00:07:18.500 --> 00:07:20.540]  神就可以工作了
[00:07:20.540 --> 00:07:22.740]  神不會砌低一個人的自由意志
[00:07:22.740 --> 00:07:24.020]  然後讓他信主的
[00:07:24.020 --> 00:07:27.300]  因為神根本很尊重人的自由意志
[00:07:27.300 --> 00:07:29.580]  但是給一個空間神
[00:07:29.580 --> 00:07:31.300]  藉著我們的舉動
[00:07:31.300 --> 00:07:34.460]  神是可以很容易工作
[00:07:34.460 --> 00:07:36.020]  當然神可以超越這個工作
[00:07:36.020 --> 00:07:37.620]  好像呼召保祿一樣
[00:07:37.620 --> 00:07:41.580]  但基本上神是用我們的
[00:07:41.580 --> 00:07:43.420]  今天看的聖經
[00:07:43.420 --> 00:07:46.500]  我想和大家說一下剛才的內容
[00:07:46.500 --> 00:07:50.620]  耶利米哀歌第三章
[00:07:50.620 --> 00:07:51.940]  你會發現
[00:07:51.940 --> 00:07:56.700]  耶利米在他很幽門
[00:07:56.700 --> 00:07:58.980]  仇苦的當中
[00:07:58.980 --> 00:08:00.900]  都是一個轉變
[00:08:00.900 --> 00:08:03.380]  就令到他轉了
[00:08:03.380 --> 00:08:05.460]  這個轉變是怎樣的呢
[00:08:05.460 --> 00:08:08.060]  一起看看聖經好嗎
[00:08:08.060 --> 00:08:11.300]  耶利米哀歌第三章
[00:08:11.300 --> 00:08:14.220]  我們會看一至三十三節
[00:08:14.220 --> 00:08:18.620]  不過集中看二十和二十一節
[00:08:18.620 --> 00:08:20.220]  講兩句他的背景
[00:08:20.220 --> 00:08:23.220]  大家其實都知道的很多人
[00:08:23.220 --> 00:08:26.140]  是當時巴比倫這個國家
[00:08:26.140 --> 00:08:28.740]  已經攻打猶大國
[00:08:28.740 --> 00:08:32.580]  而圍困到他們的首都耶路撒冷
[00:08:32.580 --> 00:08:35.300]  當時以色列國已經亡了
[00:08:35.300 --> 00:08:38.260]  是冰冷城下的當中
[00:08:38.260 --> 00:08:40.020]  所以你會看到一二三章
[00:08:40.020 --> 00:08:42.700]  是多數在講被圍困的時候
[00:08:42.700 --> 00:08:45.260]  先知見到那種慘況
[00:08:45.260 --> 00:08:47.260]  他自己感受到的慘況
[00:08:47.260 --> 00:08:48.540]  是寫出來的
[00:08:48.540 --> 00:08:51.260]  到第四章開始這個城就被攻垮了
[00:08:51.260 --> 00:08:53.060]  他又寫城垮了
[00:08:53.060 --> 00:08:53.940]  沒了
[00:08:53.940 --> 00:08:54.860]  人被撈了
[00:08:54.860 --> 00:08:56.300]  被殺了
[00:08:56.300 --> 00:08:59.500]  剩下的在耶路撒冷
[00:08:59.500 --> 00:09:03.620]  那些老、弱、小孩、貧窮就在當中
[00:09:03.620 --> 00:09:06.220]  在這個悲慘的國家的狀況
[00:09:06.220 --> 00:09:11.380]  耶利米為以色列民對耶和華的反叛
[00:09:11.380 --> 00:09:12.180]  他的罪
[00:09:12.180 --> 00:09:13.460]  為國家的敗亡
[00:09:13.460 --> 00:09:14.540]  為人民的痛苦
[00:09:14.540 --> 00:09:16.100]  為他自己的痛苦
[00:09:16.100 --> 00:09:19.060]  就寫出這個耶利米哀歌
[00:09:19.060 --> 00:09:21.940]  我們看看第三章二十節和二十一節
[00:09:21.940 --> 00:09:23.180]  兩節先
[00:09:23.180 --> 00:09:25.260]  二十節和二十一節
[00:09:25.260 --> 00:09:26.420]  請
[00:09:26.420 --> 00:09:29.300]  我心想念這些
[00:09:29.300 --> 00:09:32.380]  就在裡面幽門
[00:09:32.380 --> 00:09:34.860]  我想起這事
[00:09:34.860 --> 00:09:38.260]  心裡就有指望
[00:09:38.260 --> 00:09:43.180]  這兩節是第三章或者整篇聖經的一個轉捩點
[00:09:43.180 --> 00:09:44.620]  當耶利米他說
[00:09:44.620 --> 00:09:47.540]  他心想念這些
[00:09:47.540 --> 00:09:49.180]  有一堆東西
[00:09:49.180 --> 00:09:51.860]  他就很幽門
[00:09:51.860 --> 00:09:53.820]  但是一轉,二十一節
[00:09:53.820 --> 00:09:56.020]  他心想起這些
[00:09:56.020 --> 00:09:57.380]  立刻怎樣
[00:09:57.380 --> 00:09:59.340]  就有指望
[00:09:59.340 --> 00:10:01.940]  其實這個過程有多快呢
[00:10:01.940 --> 00:10:03.540]  其實我們不知道
[00:10:03.540 --> 00:10:05.740]  有些人作詩作歌,作一句
[00:10:05.740 --> 00:10:07.540]  可以兩個月才作第二句
[00:10:07.540 --> 00:10:08.860]  是吧,這樣也行
[00:10:08.860 --> 00:10:10.180]  但有些人一氣呵成
[00:10:10.180 --> 00:10:12.420]  一作一句,第二句就作
[00:10:12.420 --> 00:10:16.220]  那為什麼會差這麼大的轉變呢
[00:10:16.220 --> 00:10:20.140]  二十節提到他想起這些事就很幽門
[00:10:20.140 --> 00:10:22.380]  他究竟這個幽門是什麼
[00:10:22.380 --> 00:10:24.380]  和這些事情是什麼
[00:10:24.380 --> 00:10:28.620]  其實就是一至到十九節所講的
[00:10:28.620 --> 00:10:30.140]  我們讀一讀好嗎
[00:10:30.140 --> 00:10:31.980]  你在讀的時候
[00:10:31.980 --> 00:10:35.100]  你要以剛才的背景讀
[00:10:35.100 --> 00:10:38.580]  要以大家盡量以耶利米的心情讀
[00:10:38.580 --> 00:10:41.180]  你感受一下,看一看
[00:10:41.180 --> 00:10:43.340]  他究竟為什麼這麼幽門
[00:10:43.340 --> 00:10:44.540]  為什麼這麼幽門
[00:10:44.540 --> 00:10:46.220]  究竟他的心情是怎樣
[00:10:46.220 --> 00:10:47.900]  心情是怎樣
[00:10:47.900 --> 00:10:51.060]  我們一起讀一至到第十九節
[00:10:51.060 --> 00:10:53.420]  好嗎,預備,請
[00:10:53.420 --> 00:10:57.020]  我是因耶和華憤怒的象
[00:10:57.020 --> 00:10:59.380]  遭遇困苦的人
[00:10:59.380 --> 00:11:01.100]  他引導我
[00:11:01.100 --> 00:11:03.940]  使我行在黑暗中
[00:11:03.940 --> 00:11:06.460]  不幸在光明裡
[00:11:06.460 --> 00:11:11.220]  他真是終日再三反手攻擊我
[00:11:11.220 --> 00:11:14.300]  他使我的皮肉枯乾
[00:11:14.300 --> 00:11:17.340]  他截斷我的骨頭
[00:11:17.340 --> 00:11:19.980]  他足里攻擊我
[00:11:19.980 --> 00:11:24.020]  用苦楚和艱難圍困我
[00:11:24.020 --> 00:11:27.740]  他使我住在幽暗之處
[00:11:27.740 --> 00:11:31.420]  像死了許久的人一樣
[00:11:31.420 --> 00:11:34.540]  他用泥巴圍住我
[00:11:34.540 --> 00:11:37.260]  使我不能出去
[00:11:37.260 --> 00:11:40.860]  他使我的童年沈重
[00:11:40.860 --> 00:11:43.460]  我哀號求救
[00:11:43.460 --> 00:11:47.300]  他使我的禱告不得上達
[00:11:47.300 --> 00:11:51.940]  他用作過的石頭擋住我的道
[00:11:51.940 --> 00:11:55.180]  他使我的路彎曲
[00:11:55.180 --> 00:11:58.660]  他向我如虹埋伏
[00:11:58.660 --> 00:12:02.060]  如獅子在隱秘處
[00:12:02.060 --> 00:12:05.300]  他使我轉離正路
[00:12:05.300 --> 00:12:07.420]  將我撕碎
[00:12:07.420 --> 00:12:09.500]  使我淒涼
[00:12:09.500 --> 00:12:14.340]  他將我當作靶子
[00:12:14.340 --> 00:12:19.460]  他把箭袋中的箭射入我的肺腑
[00:12:19.460 --> 00:12:22.980]  我成就眾民的笑話
[00:12:22.980 --> 00:12:26.860]  他們終日以我為歌曲
[00:12:26.860 --> 00:12:29.700]  他用苦楚充滿我
[00:12:29.700 --> 00:12:32.380]  使我飽用陰沈
[00:12:32.380 --> 00:12:36.620]  他又用沙石慘斷我的牙
[00:12:36.620 --> 00:12:40.180]  用灰塵將我蒙蔽
[00:12:40.180 --> 00:12:43.220]  你使我遠離平安
[00:12:43.220 --> 00:12:45.660]  我忘記好處
[00:12:45.660 --> 00:12:49.660]  我就算我的力量衰敗
[00:12:49.660 --> 00:12:54.340]  我的耶和華那裡毫無指望
[00:12:54.340 --> 00:12:58.020]  耶和華求你紀念我
[00:12:58.020 --> 00:13:02.660]  如陰沈和苦淡的困苦困逼
[00:13:02.660 --> 00:13:04.380]  好
[00:13:04.380 --> 00:13:06.460]  有什麼體會?
[00:13:06.460 --> 00:13:08.860]  是不是比弟弟還要苦?
[00:13:08.860 --> 00:13:09.740]  是不是?
[00:13:09.740 --> 00:13:12.260]  是不是很鬱悶很幽悶?
[00:13:12.260 --> 00:13:13.900]  他講到被人罰
[00:13:13.900 --> 00:13:14.820]  被人打
[00:13:14.820 --> 00:13:15.980]  再三攻擊
[00:13:15.980 --> 00:13:16.860]  背後攻擊
[00:13:16.860 --> 00:13:17.780]  直接攻擊
[00:13:17.780 --> 00:13:19.420]  又被人嘲笑
[00:13:19.420 --> 00:13:21.300]  又很不安全
[00:13:21.300 --> 00:13:23.060]  好像獅子熊那樣捕捉他
[00:13:23.060 --> 00:13:24.380]  很沒有安全感
[00:13:24.380 --> 00:13:25.540]  又被人困住
[00:13:25.540 --> 00:13:26.700]  又不能出來
[00:13:26.700 --> 00:13:28.060]  是不是?等等等等
[00:13:28.060 --> 00:13:30.940]  又吃那些陰沈很苦的東西
[00:13:30.940 --> 00:13:31.620]  是不是?
[00:13:31.620 --> 00:13:33.860]  又好像口咬沙那樣
[00:13:33.860 --> 00:13:35.340]  甚至牙都斷了
[00:13:35.340 --> 00:13:36.660]  是不是?
[00:13:36.660 --> 00:13:38.220]  其實
[00:13:38.220 --> 00:13:39.300]  我不明白
[00:13:39.300 --> 00:13:42.340]  我感受的水平不是很高
[00:13:42.340 --> 00:13:43.340]  但是
[00:13:43.340 --> 00:13:44.580]  是很
[00:13:44.580 --> 00:13:46.700]  幽悶很痛苦
[00:13:46.700 --> 00:13:47.580]  是不是?
[00:13:47.580 --> 00:13:50.220]  大家都會體會到
[00:13:50.220 --> 00:13:52.100]  那究竟
[00:13:52.100 --> 00:13:54.140]  如果一個人是這樣
[00:13:54.140 --> 00:13:55.460]  如果你是這樣
[00:13:55.460 --> 00:13:57.820]  或者你周圍的人是這樣
[00:13:57.820 --> 00:14:00.740]  你有什麼方法令他開心起來?
[00:14:00.740 --> 00:14:02.300]  容易嗎?
[00:14:02.300 --> 00:14:03.500]  你有沒有想過
[00:14:03.500 --> 00:14:04.860]  如果你周圍的人是這樣
[00:14:04.860 --> 00:14:05.660]  你自己是這樣
[00:14:05.660 --> 00:14:07.820]  有什麼方法令他開心起來
[00:14:07.820 --> 00:14:10.620]  令他對生命有指望呢?
[00:14:10.620 --> 00:14:12.140]  都不容易的是不是?
[00:14:12.140 --> 00:14:15.260]  如果一個人是這樣經歷
[00:14:15.260 --> 00:14:17.620]  我們看看這個作者
[00:14:17.620 --> 00:14:18.940]  他
[00:14:18.940 --> 00:14:21.580]  怎麼變好嗎?
[00:14:21.580 --> 00:14:23.100]  在第21節他就說
[00:14:23.100 --> 00:14:24.780]  當我想起這些事
[00:14:24.780 --> 00:14:27.100]  心裡就有指望了
[00:14:27.100 --> 00:14:29.180]  那究竟想起什麼事
[00:14:29.180 --> 00:14:30.580]  他有指望呢?
[00:14:30.580 --> 00:14:31.740]  指望的意思是
[00:14:31.740 --> 00:14:33.180]  很開心快樂
[00:14:33.180 --> 00:14:34.300]  有盼望
[00:14:34.300 --> 00:14:36.100]  立刻不同了
[00:14:36.100 --> 00:14:39.180]  其實就是第22節到33節
[00:14:39.180 --> 00:14:40.780]  想起這些事
[00:14:40.780 --> 00:14:43.100]  我們又看看他想起什麼事好嗎?
[00:14:43.100 --> 00:14:44.220]  一起讀一下
[00:14:44.220 --> 00:14:46.900]  22到33節
[00:14:46.900 --> 00:14:48.980]  預備請
[00:14:48.980 --> 00:14:51.180]  我們不致消滅
[00:14:51.180 --> 00:14:55.300]  是出於耶和華諸般的慈愛
[00:14:55.300 --> 00:14:59.500]  是因他的憐憫不致團絕
[00:14:59.500 --> 00:15:00.620]  每早晨
[00:15:00.620 --> 00:15:02.580]  這都是新的
[00:15:02.580 --> 00:15:05.980]  你的誠實極其廣大
[00:15:05.980 --> 00:15:07.660]  我心裡說
[00:15:07.660 --> 00:15:09.940]  耶和華是我的份
[00:15:09.940 --> 00:15:13.100]  因此我要仰望他
[00:15:13.100 --> 00:15:15.140]  還等候耶和華
[00:15:15.140 --> 00:15:17.460]  心裡尋求他的
[00:15:17.460 --> 00:15:20.340]  耶和華必施恩給他
[00:15:20.340 --> 00:15:22.620]  人仰望耶和華
[00:15:22.620 --> 00:15:25.460]  靜默等候他的救恩
[00:15:25.460 --> 00:15:27.740]  這是緣是好的
[00:15:27.740 --> 00:15:30.180]  人在幼年負厄
[00:15:30.180 --> 00:15:32.540]  這緣是好的
[00:15:32.540 --> 00:15:34.860]  他當獨坐無言
[00:15:34.860 --> 00:15:39.580]  因為這是耶和華加在他身上的
[00:15:39.580 --> 00:15:42.380]  他當口貼塵埃
[00:15:42.380 --> 00:15:44.380]  或者有子忘
[00:15:44.380 --> 00:15:47.820]  他當尤人打他的腮鴉
[00:15:47.820 --> 00:15:50.220]  要滿受凌辱
[00:15:50.220 --> 00:15:53.980]  因為主必不永遠丟棄人
[00:15:53.980 --> 00:15:56.820]  主須使人憂愁
[00:15:56.820 --> 00:16:01.500]  還要照他諸般的慈愛發憐憫
[00:16:01.500 --> 00:16:03.860]  因他並不甘心
[00:16:03.860 --> 00:16:05.740]  使人受苦
[00:16:05.740 --> 00:16:08.900]  使人憂愁
[00:16:08.900 --> 00:16:10.820]  他想起什麼
[00:16:10.820 --> 00:16:14.420]  大家子女行間有三個字經常讀
[00:16:14.420 --> 00:16:16.060]  是什麼
[00:16:16.060 --> 00:16:19.300]  耶和華
[00:16:19.300 --> 00:16:23.300]  特別是提到耶和華的慈愛和憐憫
[00:16:23.300 --> 00:16:25.660]  在第22節他提到
[00:16:25.660 --> 00:16:27.580]  他們死不了
[00:16:27.580 --> 00:16:29.020]  不折斷絕
[00:16:29.020 --> 00:16:31.300]  余種仍然在
[00:16:31.300 --> 00:16:33.780]  之前看見人民很慘
[00:16:33.780 --> 00:16:36.500]  死的死,被弄的弄,很灰
[00:16:36.500 --> 00:16:39.100]  但轉一轉念就覺得
[00:16:39.100 --> 00:16:40.500]  死不了
[00:16:40.500 --> 00:16:42.660]  死不了背後原來都有什麼
[00:16:42.660 --> 00:16:46.300]  有耶和華的恩賜在當中
[00:16:46.300 --> 00:16:48.740]  就好像我們很渴的時候
[00:16:48.740 --> 00:16:50.140]  找水喝
[00:16:50.140 --> 00:16:51.780]  突然找到一杯水
[00:16:51.780 --> 00:16:53.060]  只有半杯
[00:16:53.060 --> 00:16:54.700]  你有兩個反應
[00:16:54.700 --> 00:16:56.300]  第一個反應是什麼
[00:16:56.300 --> 00:16:59.220]  怎麼搞的,只有半杯水
[00:16:59.220 --> 00:16:59.940]  是不是
[00:16:59.940 --> 00:17:01.340]  另外一個反應是什麼
[00:17:01.340 --> 00:17:02.620]  哇,感謝主
[00:17:02.620 --> 00:17:06.100]  竟然有半杯水
[00:17:06.100 --> 00:17:07.540]  是不是很不同
[00:17:07.540 --> 00:17:09.020]  其實是同一件事
[00:17:09.020 --> 00:17:11.420]  但有不同的詮釋
[00:17:11.420 --> 00:17:12.700]  其實同一件事
[00:17:12.700 --> 00:17:14.580]  百姓都是被撈被殺
[00:17:14.580 --> 00:17:15.980]  差不多都死了
[00:17:15.980 --> 00:17:17.940]  但他竟然在
[00:17:17.940 --> 00:17:20.140]  想到耶和華的慈愛的時候
[00:17:20.140 --> 00:17:21.820]  就想到
[00:17:21.820 --> 00:17:23.140]  仍然有恩典
[00:17:23.140 --> 00:17:24.340]  死不了
[00:17:24.340 --> 00:17:25.500]  其實都很慘
[00:17:25.500 --> 00:17:27.620]  不過仍然都有恩典
[00:17:27.620 --> 00:17:31.180]  在23節他就想到每早晨是新的
[00:17:31.180 --> 00:17:33.300]  剛才敬拜我們都唱歌
[00:17:33.300 --> 00:17:37.260]  早晨的時候要想起耶和華
[00:17:37.260 --> 00:17:40.100]  你一起床通常有兩個反應
[00:17:40.100 --> 00:17:41.660]  第一個反應是什麼
[00:17:41.660 --> 00:17:44.820]  哎呀,又一天慘了
[00:17:44.820 --> 00:17:46.860]  如果是這樣
[00:17:46.860 --> 00:17:48.300]  但如果另一個反應是什麼
[00:17:48.300 --> 00:17:49.220]  哇,感謝主
[00:17:49.220 --> 00:17:50.780]  又一天,Hallelujah
[00:17:50.780 --> 00:17:52.020]  唱一首歌
[00:17:52.020 --> 00:17:55.380]  心中歌唱
[00:17:55.380 --> 00:17:56.980]  是不是同一件事
[00:17:56.980 --> 00:17:59.780]  但裡面的詮釋不同
[00:17:59.780 --> 00:18:01.660]  是很不同的
[00:18:01.660 --> 00:18:02.700]  如果你說今天慘了
[00:18:02.700 --> 00:18:04.700]  那你今天一定會什麼
[00:18:04.700 --> 00:18:05.940]  肯定慘了
[00:18:05.940 --> 00:18:07.660]  因為你宣告慘了
[00:18:07.660 --> 00:18:10.300]  神想讓你不慘都不行了
[00:18:10.300 --> 00:18:11.980]  但你說很開心
[00:18:11.980 --> 00:18:13.980]  那天就會很開心
[00:18:13.980 --> 00:18:15.820]  接著24節
[00:18:15.820 --> 00:18:17.300]  作者都提到什麼
[00:18:17.300 --> 00:18:20.620]  哇,想起耶和華是我的份
[00:18:20.620 --> 00:18:21.500]  他很大膽
[00:18:21.500 --> 00:18:22.540]  通常我們都說什麼
[00:18:22.540 --> 00:18:24.180]  耶和華我是你的份
[00:18:24.180 --> 00:18:25.820]  但耶和華你是我的份
[00:18:25.820 --> 00:18:27.820]  其實是說親密的關係
[00:18:27.820 --> 00:18:28.900]  就是好朋友
[00:18:28.900 --> 00:18:29.700]  一起
[00:18:29.700 --> 00:18:31.140]  有的東西一起
[00:18:31.140 --> 00:18:32.700]  所以他就開始
[00:18:32.700 --> 00:18:34.340]  仰望耶和華
[00:18:34.340 --> 00:18:36.660]  26,27,20,26
[00:18:36.660 --> 00:18:38.020]  25,26,27
[00:18:38.020 --> 00:18:40.220]  其實是說三樣好
[00:18:40.220 --> 00:18:41.420]  一樣好是
[00:18:41.420 --> 00:18:42.700]  等候耶和華是好
[00:18:42.700 --> 00:18:43.540]  第二是什麼
[00:18:43.540 --> 00:18:44.660]  神的救恩是好
