
[00:00:00.000 --> 00:00:05.000]  今天一起要來分享的信息題目是《政治的人》
[00:04:39.000 --> 00:04:42.000]  也起來逼迫保羅的
[00:04:42.000 --> 00:04:46.000]  這些人是極端的反對保羅
[00:04:46.000 --> 00:04:51.000]  極端反對保羅所傳的這些不應的話
[00:04:51.000 --> 00:04:54.000]  所以他們看見保羅就以爲
[00:04:54.000 --> 00:04:58.000]  他帶了外邦人進了聖殿
[00:04:58.000 --> 00:05:00.000]  那麼他們就起來
[00:05:00.000 --> 00:05:04.000]  煽動這些人起來就捉住保羅
[00:05:04.000 --> 00:05:08.000]  就想把保羅要把他打死
[00:05:08.000 --> 00:05:13.000]  這個時候幸虧有當時的軍隊
[00:05:13.000 --> 00:05:18.000]  國馬軍隊的前部長呂西亞
[00:05:18.000 --> 00:05:23.000]  他就看見這情況局勢非常的混亂
[00:05:23.000 --> 00:05:27.000]  他就把保羅帶到他軍隊的營團裏頭
[00:05:27.000 --> 00:05:30.000]  把他給保護起來
[00:05:30.000 --> 00:05:34.000]  那麼他還知道
[00:05:34.000 --> 00:05:40.000]  前部長還知道猶太人還要殺保羅
[00:05:40.000 --> 00:05:44.000]  他要叫保羅帶保羅去詢問
[00:05:44.000 --> 00:05:46.000]  審問的時候
[00:05:46.000 --> 00:05:50.000]  在路上埋伏要殺保羅
[00:05:50.000 --> 00:05:55.000]  這種猶太人有四十幾個
[00:05:55.000 --> 00:05:57.000]  他們都起了誓
[00:05:57.000 --> 00:05:59.000]  如果不殺保羅的話就不喫飯
[00:05:59.000 --> 00:06:03.000]  那麼這個話就被保羅的外甥聽見了
[00:06:03.000 --> 00:06:06.000]  這外甥就告訴保羅
[00:06:06.000 --> 00:06:11.000]  保羅就叫他去跟前部長
[00:06:11.000 --> 00:06:18.000]  就跟軍隊的這個是有權的
[00:06:18.000 --> 00:06:23.000]  是前部長管一千個人的這個長官去報告
[00:06:23.000 --> 00:06:27.000]  那這個情況就覺得非常的糾結
[00:06:27.000 --> 00:06:29.000]  因爲保羅是羅馬公民
[00:06:29.000 --> 00:06:32.000]  如果被人家這樣的殺掉的話
[00:06:32.000 --> 00:06:35.000]  沒有經過審判就殺掉
[00:06:35.000 --> 00:06:39.000]  那麼他的前部長軍官也要負一定的責任
[00:06:39.000 --> 00:06:43.000]  所以他連夜就派了四百多個兵
[00:06:43.000 --> 00:06:47.000]  把保羅護送到蓋薩利亞
[00:06:47.000 --> 00:06:52.000]  蓋薩利亞離開耶路撒冷大概有一百公里
[00:06:52.000 --> 00:07:03.000]  蓋薩利亞是羅馬管巴勒斯坦省的一個巡撫所在的地方
[00:07:03.000 --> 00:07:08.000]  那麼這樣就把他送到蓋薩利亞去
[00:07:08.000 --> 00:07:13.000]  送到羅馬的人在當地的最高長官那裏
[00:07:13.000 --> 00:07:16.000]  就把他給保羅給保護起來
[00:07:16.000 --> 00:07:22.000]  那麼我們就看到到奧爾基斯坦
[00:07:22.000 --> 00:07:29.000]  猶太人的這些人就到蓋薩利亞來告保羅
[00:07:29.000 --> 00:07:33.000]  首先就有大祭司
[00:07:33.000 --> 00:07:35.000]  猶太人的大祭司
[00:07:35.000 --> 00:07:37.000]  還有幾個長老
[00:07:37.000 --> 00:07:39.000]  還有一個辯士
[00:07:39.000 --> 00:07:42.000]  辯士就是很能夠說話
[00:07:42.000 --> 00:07:45.000]  辯論的律師
[00:07:45.000 --> 00:07:47.000]  辯士
[00:07:47.000 --> 00:07:50.000]  就來向當時的巡撫
[00:07:50.000 --> 00:07:55.000]  當時這個地方的省的最高長官
[00:07:55.000 --> 00:08:00.000]  威利士來控告保羅
[00:08:00.000 --> 00:08:03.000]  然後我們就看見
[00:08:03.000 --> 00:08:06.000]  在這個章裏頭就看到
[00:08:06.000 --> 00:08:09.000]  從猶太人的控告
[00:08:09.000 --> 00:08:12.000]  跟保羅自己的辯護
[00:08:12.000 --> 00:08:15.000]  我們看到對猶太人失敗了
[00:08:15.000 --> 00:08:19.000]  那麼保羅呢就是
[00:08:19.000 --> 00:08:21.000]  封束就是辯護
[00:08:21.000 --> 00:08:24.000]  就說到他自己的情況
[00:08:24.000 --> 00:08:27.000]  那麼我們從這些這一章裏頭呢
[00:08:27.000 --> 00:08:31.000]  就看到保羅是一個政治的人
[00:08:31.000 --> 00:08:33.000]  雖然他就一個人
[00:08:33.000 --> 00:08:36.000]  站在這個巡撫的面前
[00:08:36.000 --> 00:08:39.000]  旁邊有很多猶太人的領袖
[00:08:39.000 --> 00:08:40.000]  還有一個律師
[00:08:40.000 --> 00:08:42.000]  還有這個巡撫
[00:08:42.000 --> 00:08:45.000]  他不信神
[00:08:45.000 --> 00:08:47.000]  那麼這樣的話
[00:08:47.000 --> 00:08:51.000]  好像是一個保羅一個人
[00:08:51.000 --> 00:08:53.000]  要對付這麼多人
[00:08:53.000 --> 00:08:55.000]  要應對這麼多人
[00:08:55.000 --> 00:08:58.000]  是很困難的
[00:08:58.000 --> 00:08:59.000]  但是保羅呢
[00:08:59.000 --> 00:09:02.000]  他一點也不害怕
[00:09:02.000 --> 00:09:04.000]  他就是面對這些人呢
[00:09:04.000 --> 00:09:06.000]  他就把應該說的話
[00:09:06.000 --> 00:09:08.000]  說在他們的面前
[00:09:08.000 --> 00:09:11.000]  所以我們可以從保羅的身上
[00:09:11.000 --> 00:09:13.000]  從他所說的話
[00:09:13.000 --> 00:09:16.000]  看到他是做一個政治的人
[00:09:16.000 --> 00:09:19.000]  他是一個政治的人
[00:09:19.000 --> 00:09:22.000]  他政治人是什麼意思呢
[00:09:22.000 --> 00:09:26.000]  政治的人就是他講真理
[00:09:26.000 --> 00:09:29.000]  他是照着神的話來生活
[00:09:29.000 --> 00:09:31.000]  來行事爲人的
[00:09:31.000 --> 00:09:33.000]  他在人的面前呢
[00:09:33.000 --> 00:09:37.000]  是常存着一個無愧的良心
[00:09:37.000 --> 00:09:39.000]  所以他的話不是討好人
[00:09:39.000 --> 00:09:42.000]  他不像那個辯士貼土羅
[00:09:42.000 --> 00:09:44.000]  一上來就說
[00:09:44.000 --> 00:09:47.000]  哎呀我們印度你大享太平
[00:09:47.000 --> 00:09:50.000]  那個時候在羅馬人壓迫底下
[00:09:50.000 --> 00:09:52.000]  哪有太平啊
[00:09:52.000 --> 00:09:55.000]  他這個巡撫也不是說
[00:09:55.000 --> 00:09:59.000]  他是很愛這個人民的一個長官
[00:09:59.000 --> 00:10:01.000]  他也有時候就起來的話
[00:10:01.000 --> 00:10:04.000]  也是會對這些人的話
[00:10:04.000 --> 00:10:06.000]  也是會壓迫他們
[00:10:06.000 --> 00:10:08.000]  他說太平了
[00:10:08.000 --> 00:10:10.000]  而且呢這個國家
[00:10:10.000 --> 00:10:13.000]  這個地方的一些不好的弊病呢
[00:10:13.000 --> 00:10:16.000]  印度你呢能夠更正的
[00:10:16.000 --> 00:10:19.000]  就用很多很好聽的話
[00:10:19.000 --> 00:10:22.000]  來捧這個巡撫
[00:10:22.000 --> 00:10:23.000]  叫他這樣呢
[00:10:23.000 --> 00:10:25.000]  可以站在他這邊
[00:10:25.000 --> 00:10:28.000]  他說我們隨時隨地
[00:10:28.000 --> 00:10:30.000]  感謝不盡
[00:10:30.000 --> 00:10:32.000]  你看他就不是
[00:10:32.000 --> 00:10:34.000]  好好的把情況說出來
[00:10:34.000 --> 00:10:37.000]  而是先來討好這個巡撫
[00:10:37.000 --> 00:10:39.000]  但是保羅不是
[00:10:39.000 --> 00:10:41.000]  保羅是你看到他下面的做法
[00:10:41.000 --> 00:10:44.000]  他就把這事情的一五一十
[00:10:44.000 --> 00:10:45.000]  他的真相
[00:10:45.000 --> 00:10:47.000]  真正的意思
[00:10:47.000 --> 00:10:49.000]  說在他的面前
[00:10:49.000 --> 00:10:52.000]  所以看見保羅
[00:10:52.000 --> 00:10:54.000]  是在神的面前呢
[00:10:54.000 --> 00:10:58.000]  是照着神的話來行使爲人的
[00:10:58.000 --> 00:11:00.000]  他是講真理的
[00:11:00.000 --> 00:11:02.000]  他是在神跟人面前
[00:11:02.000 --> 00:11:04.000]  是無愧的良心
[00:11:04.000 --> 00:11:07.000]  不是在人面前是一樣
[00:11:07.000 --> 00:11:08.000]  在另外一些人面前
[00:11:08.000 --> 00:11:10.000]  又是另外一樣
[00:11:10.000 --> 00:11:12.000]  他在神人面前
[00:11:12.000 --> 00:11:15.000]  都是有無愧的良心
[00:11:15.000 --> 00:11:17.000]  所以看見
[00:11:17.000 --> 00:11:19.000]  在看見什麼樣傳福音呢
[00:11:19.000 --> 00:11:21.000]  這傳福音的人呢
[00:11:21.000 --> 00:11:23.000]  是需要有恩賜
[00:11:23.000 --> 00:11:24.000]  沒有恩賜
[00:11:24.000 --> 00:11:26.000]  你就很難傳福音
[00:11:26.000 --> 00:11:28.000]  也得有才幹
[00:11:28.000 --> 00:11:30.000]  這些都需要的
[00:11:30.000 --> 00:11:32.000]  有恩賜有才幹
[00:11:32.000 --> 00:11:34.000]  但是最重要的呢
[00:11:34.000 --> 00:11:36.000]  就是要做一個正直的人
[00:11:36.000 --> 00:11:38.000]  做一個正直的人
[00:11:38.000 --> 00:11:40.000]  那麼才能夠使得
[00:11:40.000 --> 00:11:44.000]  神的話能夠出來
[00:11:44.000 --> 00:11:48.000]  有一個神學院
[00:11:48.000 --> 00:11:50.000]  到這個畢業典禮呢
[00:11:50.000 --> 00:11:55.000]  就請一個牧師來講道
[00:11:55.000 --> 00:11:57.000]  有很多學生
[00:11:57.000 --> 00:12:00.000]  畢業生都來參加這個典禮
[00:12:00.000 --> 00:12:03.000]  那麼這個傳道人呢
[00:12:03.000 --> 00:12:05.000]  就在會上呢
[00:12:05.000 --> 00:12:07.000]  就是講
[00:12:07.000 --> 00:12:11.000]  講是做一個傳道的人
[00:12:11.000 --> 00:12:13.000]  他說怎麼樣做傳道人呢
[00:12:13.000 --> 00:12:14.000]  你們都要畢業了
[00:12:14.000 --> 00:12:17.000]  將來你們都要在各個地方去服侍
[00:12:17.000 --> 00:12:20.000]  你們是一個傳道人了
[00:12:20.000 --> 00:12:23.000]  做傳道人最重要什麼呢
[00:12:23.000 --> 00:12:27.000]  先不是傳 先不是道
[00:12:27.000 --> 00:12:29.000]  最重要的先做人
[00:12:29.000 --> 00:12:31.000]  你要做一個人
[00:12:31.000 --> 00:12:33.000]  先做人
[00:12:33.000 --> 00:12:35.000]  你做了一個人以後
[00:12:35.000 --> 00:12:37.000]  做了一個對的人以後
[00:12:37.000 --> 00:12:39.000]  你好好的學習道
[00:12:39.000 --> 00:12:42.000]  學習道就學習聖經的話
[00:12:42.000 --> 00:12:44.000]  然後你才能傳
[00:12:44.000 --> 00:12:46.000]  你是傳道人
[00:12:46.000 --> 00:12:48.000]  但是你先做人
[00:12:48.000 --> 00:12:50.000]  後意外不
[00:12:50.000 --> 00:12:51.000]  你再學習道
[00:12:51.000 --> 00:12:53.000]  最後你才傳
[00:12:53.000 --> 00:12:55.000]  不是你先傳
[00:12:55.000 --> 00:12:57.000]  而是你先做人
[00:12:57.000 --> 00:12:58.000]  所以保羅給我們看見
[00:12:58.000 --> 00:13:01.000]  他要先做一個正直的人
[00:13:01.000 --> 00:13:03.000]  做個正直的人
[00:13:03.000 --> 00:13:05.000]  然後你靠着神的話
[00:13:05.000 --> 00:13:07.000]  你把福音傳出來
[00:13:07.000 --> 00:13:10.000]  所以你看見保羅在地上這三十年的話
[00:13:10.000 --> 00:13:12.000]  傳福音
[00:13:12.000 --> 00:13:16.000]  爲神做了很多的工作
[00:13:16.000 --> 00:13:17.000]  爲什麼呢
[00:13:17.000 --> 00:13:19.000]  他是個正直的人
[00:13:19.000 --> 00:13:20.000]  他講真理
[00:13:20.000 --> 00:13:25.000]  他是照着神話來做人
[00:13:25.000 --> 00:13:27.000]  做一個正直的人
[00:13:27.000 --> 00:13:28.000]  這樣的話
[00:13:28.000 --> 00:13:30.000]  神就才能用他
[00:13:30.000 --> 00:13:35.000]  不是保羅有恩賜才被神用
[00:13:35.000 --> 00:13:37.000]  那是先做一個正直的人
[00:13:37.000 --> 00:13:41.000]  這看對每個不是什麼人
[00:13:41.000 --> 00:13:43.000]  對每個傳福音的人
[00:13:43.000 --> 00:13:46.000]  也都是一個很重要的條件
[00:13:46.000 --> 00:13:49.000]  先做一個神所喜悅的人
[00:13:49.000 --> 00:13:51.000]  一個對的人
[00:13:51.000 --> 00:13:53.000]  然後你有了神的話
[00:13:53.000 --> 00:13:57.000]  你纔可以把神的話講出來
[00:13:57.000 --> 00:13:59.000]  那我們再看一看
[00:13:59.000 --> 00:14:00.000]  這個便士
[00:14:00.000 --> 00:14:02.000]  就是這個貼土羅
[00:14:02.000 --> 00:14:05.000]  他控告保羅什麼話
[00:14:05.000 --> 00:14:07.000]  剛纔我們讀的
[00:14:07.000 --> 00:14:10.000]  從第三節到第九節裏頭
[00:14:10.000 --> 00:14:14.000]  就講到保羅他所說的什麼話
[00:14:14.000 --> 00:14:16.000]  他這個話
[00:14:16.000 --> 00:14:17.000]  這段話裏頭呢
[00:14:17.000 --> 00:14:19.000]  他給他們三個部分
[00:14:19.000 --> 00:14:20.000]  第一部分呢
[00:14:20.000 --> 00:14:23.000]  是講到這個個人的
[00:14:23.000 --> 00:14:25.000]  講到保羅個人的
[00:14:25.000 --> 00:14:27.000]  他說他什麼呢
[00:14:27.000 --> 00:14:30.000]  他像他說我們看這個人啊
[00:14:30.000 --> 00:14:32.000]  如果從翁律一向
[00:14:32.000 --> 00:14:34.000]  翁律一半
[00:14:34.000 --> 00:14:39.000]  他是鼓動普天下衆猶太人生亂的
[00:14:39.000 --> 00:14:41.000]  這個罪名還是不小
[00:14:41.000 --> 00:14:44.000]  像翁律到哪個地方去傳染的話
[00:14:44.000 --> 00:14:48.000]  哪個地方就受了影響
[00:14:48.000 --> 00:14:50.000]  他到各個地方
[00:14:50.000 --> 00:14:51.000]  普天下
[00:14:51.000 --> 00:14:54.000]  其實保羅去的地方還不夠普天下
[00:14:54.000 --> 00:14:56.000]  可是他把這個罪名呢
[00:14:56.000 --> 00:14:58.000]  就搞得是很大
[00:14:58.000 --> 00:15:01.000]  而且是衆猶太人生亂的
[00:15:01.000 --> 00:15:03.000]  還有一個
[00:15:03.000 --> 00:15:07.000]  他是納薩的教黨裏頭的一個頭目
[00:15:07.000 --> 00:15:09.000]  納薩的教黨
[00:15:09.000 --> 00:15:13.000]  他不是說他保羅是在納薩的傳道
[00:15:13.000 --> 00:15:16.000]  或者跟納薩有什麼關係
[00:15:16.000 --> 00:15:21.000]  他說是個納薩的教黨的一個頭目
[00:15:21.000 --> 00:15:23.000]  而底下呢說
[00:15:23.000 --> 00:15:25.000]  聖殿他也要污穢
[00:15:25.000 --> 00:15:27.000]  聖殿是最神聖的地方
[00:15:27.000 --> 00:15:30.000]  是猶太人看爲最重要的地方
[00:15:30.000 --> 00:15:32.000]  可是他要污穢聖殿
[00:15:32.000 --> 00:15:34.000]  他說我們把他捉住了
[00:15:34.000 --> 00:15:36.000]  所以現在我們要
[00:15:36.000 --> 00:15:39.000]  要請這個羅馬的這個長官
[00:15:39.000 --> 00:15:40.000]  來審判他
[00:15:40.000 --> 00:15:42.000]  定他有罪
[00:15:42.000 --> 00:15:45.000]  所以這個裏頭有三個方面的罪行
[00:15:45.000 --> 00:15:47.000]  一個就是他個人的
[00:15:47.000 --> 00:15:50.000]  個人的就是如同瘟疫一樣的
[00:15:50.000 --> 00:15:53.000]  鼓動對猶太人起來生亂的
[00:15:53.000 --> 00:15:54.000]  這個是什麼意思呢
[00:15:54.000 --> 00:15:57.000]  使得保羅是傳一端的
[00:15:57.000 --> 00:16:01.000]  他就叫猶太人離開
[00:16:01.000 --> 00:16:03.000]  離棄他們祖宗
[00:16:03.000 --> 00:16:05.000]  一千多年來
[00:16:05.000 --> 00:16:06.000]  兩千年來
[00:16:06.000 --> 00:16:09.000]  所遵守的這個律法
[00:16:09.000 --> 00:16:12.000]  那是一個傳個人的
[00:16:12.000 --> 00:16:15.000]  第二個呢是關於政治方面的
[00:16:15.000 --> 00:16:18.000]  說他是一個黨
[00:16:18.000 --> 00:16:20.000]  一個教黨的一個頭目
[00:16:20.000 --> 00:16:22.000]  是納薩的教黨
[00:16:22.000 --> 00:16:27.000]  這個憑什麼給保羅安這個名字呢
[00:16:27.000 --> 00:16:29.000]  保羅自己從來沒有說
[00:16:29.000 --> 00:16:32.000]  我是一個納薩的教黨的一個領袖
[00:16:32.000 --> 00:16:36.000]  別人也沒有稱呼他納薩的教黨
[00:16:36.000 --> 00:16:39.000]  可是這個這個律師呢
[00:16:39.000 --> 00:16:41.000]  就把這個這樣大的一個罪名
[00:16:41.000 --> 00:16:45.000]  安在保羅的頭上
[00:16:45.000 --> 00:16:47.000]  納薩的教黨的意思就是說
[00:16:47.000 --> 00:16:53.000]  是在猶太教主流以外的一端
[00:16:53.000 --> 00:16:54.000]  他不是猶太教
[00:16:54.000 --> 00:16:57.000]  不是跟猶太人所修的教一樣的
[00:16:57.000 --> 00:17:01.000]  他是納薩的教黨
[00:17:01.000 --> 00:17:03.000]  因爲當時的話
[00:17:03.000 --> 00:17:07.000]  羅馬政府是承認猶太教是合法的
[00:17:07.000 --> 00:17:09.000]  你在會堂裏頭聚會
[00:17:09.000 --> 00:17:11.000]  有什麼活動
[00:17:11.000 --> 00:17:15.000]  你有什麼按照律法來做什麼事情
[00:17:15.000 --> 00:17:17.000]  在羅馬政府看來
[00:17:17.000 --> 00:17:19.000]  這都是合法的
[00:17:19.000 --> 00:17:20.000]  都是合法的
[00:17:20.000 --> 00:17:23.000]  但是如果你是在猶太教以外
[00:17:23.000 --> 00:17:26.000]  是成立一個什麼叫納薩的教黨
[00:17:26.000 --> 00:17:28.000]  那這個就違法的
[00:17:28.000 --> 00:17:30.000]  這個因爲你是團一端
[00:17:30.000 --> 00:17:33.000]  所以這個是政府要取締的
[00:17:33.000 --> 00:17:36.000]  他就先把這樣大的帽子
[00:17:36.000 --> 00:17:39.000]  扣在保羅的頭上
[00:17:39.000 --> 00:17:40.000]  其實呢
[00:17:40.000 --> 00:17:44.000]  這個猶太人對基督徒
[00:17:44.000 --> 00:17:46.000]  就是在耶路撒冷信主的號
[00:17:46.000 --> 00:17:48.000]  在外地信主的號
[00:17:48.000 --> 00:17:54.000]  他們從來沒有稱呼自己是納薩的教黨
[00:17:54.000 --> 00:17:55.000]  那麼最終呢
[00:17:55.000 --> 00:17:57.000]  有些人是納薩的人
[00:17:57.000 --> 00:18:00.000]  因爲耶穌在納薩的這一帶傳道
[00:18:00.000 --> 00:18:03.000]  也像這個彼得約翰這些
[00:18:03.000 --> 00:18:05.000]  都是在納薩的這個地方
[00:18:05.000 --> 00:18:06.000]  清了福音以後
[00:18:06.000 --> 00:18:08.000]  他們信了主的
[00:18:08.000 --> 00:18:10.000]  他們是納薩的人
[00:18:10.000 --> 00:18:12.000]  他不是個教黨
[00:18:12.000 --> 00:18:14.000]  那麼這個律師呢
[00:18:14.000 --> 00:18:15.000]  就把這樣一個大的
[00:18:15.000 --> 00:18:17.000]  無需有的罪名呢
[00:18:17.000 --> 00:18:19.000]  加在保羅頭上
[00:18:19.000 --> 00:18:20.000]  這個管的政治的
[00:18:20.000 --> 00:18:23.000]  因爲他如果是不合法的
[00:18:23.000 --> 00:18:26.000]  那麼就應該被取締
[00:18:26.000 --> 00:18:28.000]  第三方面呢
[00:18:28.000 --> 00:18:30.000]  是關於宗教的
[00:18:30.000 --> 00:18:31.000]  就是他想呢
[00:18:31.000 --> 00:18:34.000]  誤會聖殿
[00:18:34.000 --> 00:18:38.000]  他把外方人帶進這個聖殿
[00:18:38.000 --> 00:18:39.000]  那麼這樣的話
[00:18:39.000 --> 00:18:42.000]  我們就把他給鎖住了
[00:18:42.000 --> 00:18:44.000]  這個也是想把這個
[00:18:44.000 --> 00:18:46.000]  這樣一個大的罪名
[00:18:46.000 --> 00:18:50.000]  因爲羅馬政府啊
[00:18:50.000 --> 00:18:56.000]  他把這個這樣一個權利呢
[00:18:56.000 --> 00:18:58.000]  給了猶太教
[00:18:58.000 --> 00:19:00.000]  就是如果有人
[00:19:00.000 --> 00:19:02.000]  是犯了猶太教裏頭
[00:19:02.000 --> 00:19:04.000]  所定的律法
[00:19:04.000 --> 00:19:07.000]  要處罰
[00:19:07.000 --> 00:19:10.000]  或者是要把他給處死的話
[00:19:10.000 --> 00:19:11.000]  是允許的
[00:19:11.000 --> 00:19:13.000]  那如果是猶太人
[00:19:13.000 --> 00:19:16.000]  他們犯了律法
[00:19:16.000 --> 00:19:20.000]  或者是他是侮辱的神
[00:19:20.000 --> 00:19:22.000]  侮辱的神的東西穿衣端
[00:19:22.000 --> 00:19:24.000]  那麼猶太教的
[00:19:24.000 --> 00:19:28.000]  公會議會就有權
[00:19:28.000 --> 00:19:29.000]  把他用石頭打死
[00:19:29.000 --> 00:19:31.000]  就可以把他打死
[00:19:31.000 --> 00:19:33.000]  那麼這樣的話呢
[00:19:33.000 --> 00:19:36.000]  那麼就是他還有一定的
[00:19:36.000 --> 00:19:38.000]  一定的權利
[00:19:38.000 --> 00:19:40.000]  就在關於宗教方面的
[00:19:40.000 --> 00:19:42.000]  內部的這些事情的話
[00:19:42.000 --> 00:19:45.000]  那麼猶太人的議會
[00:19:45.000 --> 00:19:48.000]  議會在聖經又說
[00:19:48.000 --> 00:19:49.000]  犯公會
[00:19:49.000 --> 00:19:51.000]  他們就是七十個
[00:19:51.000 --> 00:19:53.000]  比較主要的人
[00:19:53.000 --> 00:19:55.000]  所組成的一個機構
[00:19:55.000 --> 00:19:59.000]  那麼哪些人是犯了律法
[00:19:59.000 --> 00:20:01.000]  要按照律法來處理的
[00:20:01.000 --> 00:20:03.000]  那麼這個議會呢
[00:20:03.000 --> 00:20:07.000]  就有權投票可以來決定
[00:20:07.000 --> 00:20:09.000]  那麼這個裏面呢
[00:20:09.000 --> 00:20:11.000]  所告這個保羅呢
[00:20:11.000 --> 00:20:15.000]  就說他把外方人帶進教會
[00:20:15.000 --> 00:20:17.000]  帶進這個聖殿
